"dates","ESS.Open","ESS.High","ESS.Low","ESS.Close","ESS.Volume","ESS.Adjusted"
"2011-07-26",143,144.059998,141.860001,142.889999,151000,106.920654
"2011-07-27",142.050003,142.479996,138.929993,139.070007,283700,104.062286
"2011-07-28",138.289993,140.070007,137.369995,138.360001,213900,103.531006
"2011-07-29",137.339996,140.820007,135.649994,140.360001,280900,105.027565
"2011-08-01",141.350006,142.25,139.550003,141.419998,391400,105.820694
"2011-08-02",140.850006,141.699997,138.25,139.009995,396500,104.017365
"2011-08-03",138.880005,138.880005,134.119995,136.740005,411200,102.31881
"2011-08-04",133.100006,135.539993,129.869995,129.889999,396300,97.1931
"2011-08-05",131.130005,131.130005,124.75,127.32,612500,95.27005
"2011-08-08",119.150002,126,119.150002,120.75,749100,90.353905
"2011-08-09",121.93,131.990005,121.050003,131.649994,882000,98.510078
"2011-08-10",129.830002,137.220001,129.240005,130.800003,655900,97.874062
"2011-08-11",131.779999,140.440002,130.809998,138.240005,434300,103.4412
"2011-08-12",139.339996,140.759995,136.100006,136.660004,220400,102.258926
"2011-08-15",137.699997,140.669998,137.699997,140.360001,268600,105.027565
"2011-08-16",138.960007,140.75,138.139999,139.5,343300,104.384041
"2011-08-17",140.210007,141.449997,137.979996,139.830002,197100,104.630928
"2011-08-18",136.130005,137.050003,132.910004,134.300003,350700,100.493019
"2011-08-19",132.289993,135.889999,132.080002,132.179993,385400,98.906677
"2011-08-22",133.850006,135.210007,130.690002,131.830002,440000,98.644775
"2011-08-23",132.369995,136.440002,130.699997,136.380005,376700,102.049438
"2011-08-24",136.050003,138.979996,135.809998,138.919998,399500,103.95005
"2011-08-25",139.410004,140.949997,134.800003,135.720001,182500,101.55555
"2011-08-26",134.889999,138.910004,132.210007,138.5,243700,103.635757
"2011-08-29",140,141.779999,139.729996,141.699997,222200,106.030258
"2011-08-30",141.080002,143.210007,139.729996,142.089996,329100,106.322044
"2011-08-31",142.979996,144.179993,141.139999,143.550003,360700,107.414536
"2011-09-01",143.690002,144.039993,140.690002,141.020004,277600,105.521378
"2011-09-02",138.839996,142.759995,138.539993,139.619995,292700,104.473816
"2011-09-06",135.429993,140.279999,135.110001,139.229996,230400,104.181999
"2011-09-07",141.509995,144.220001,138.419998,144.089996,217200,107.818596
"2011-09-08",143.520004,145.399994,142.309998,144.160004,322900,107.870987
"2011-09-09",141.179993,143.990005,139.619995,140.490005,234800,105.124832
"2011-09-12",139.039993,140.899994,138.690002,140.899994,289100,105.431602
"2011-09-13",141.75,142.220001,139.660004,141.199997,410000,105.656097
"2011-09-14",141.919998,142.259995,138.830002,141.110001,418100,105.58873
"2011-09-15",142.380005,142.380005,140.649994,141.779999,356500,106.09008
"2011-09-16",141.559998,142.649994,139.610001,142.419998,494900,106.56897
"2011-09-19",139.860001,140.669998,138.279999,138.309998,312600,103.493576
"2011-09-20",138.910004,139.220001,136.279999,136.279999,380000,101.974579
"2011-09-21",136.339996,136.649994,127.400002,127.419998,510200,95.344894
"2011-09-22",124.099998,126.269997,122.160004,123.18,700800,92.172203
"2011-09-23",122.769997,124.32,121.760002,123.970001,484800,92.763359
"2011-09-26",124.809998,124.82,122.32,124.290001,345300,93.0028
"2011-09-27",126.089996,126.620003,122.660004,124.099998,507800,92.860641
"2011-09-28",123.25,124.610001,120,120.230003,503400,90.725128
"2011-09-29",122,123.209999,120.199997,123.209999,360200,92.973808
"2011-09-30",121.559998,123.150002,120,120.040001,400300,90.581741
"2011-10-03",119.269997,121.160004,114.599998,114.599998,440700,86.47673
"2011-10-04",112.540001,121.309998,111.25,121.099998,550300,91.381615
"2011-10-05",121.190002,121.190002,114.059998,120.129997,601500,90.649666
"2011-10-06",119.629997,123.870003,118.580002,123.82,387900,93.434105
"2011-10-07",124.07,125.949997,121.129997,121.309998,734500,91.540077
"2011-10-10",123.339996,128.720001,123.339996,128.669998,569100,97.093903
"2011-10-11",127.339996,128.330002,123.379997,123.849998,475000,93.456757
"2011-10-12",124.32,129.190002,124.040001,127.360001,355600,96.1054
"2011-10-13",126.160004,127.07,124.220001,125.300003,525100,94.550919
"2011-10-14",126.82,128.779999,125.889999,128.389999,257900,96.882629
"2011-10-17",127.339996,128.960007,126.809998,127.919998,601900,96.527977
"2011-10-18",128.089996,133.050003,127.75,132.5,542200,99.983994
"2011-10-19",131.75,135.029999,131.119995,133.350006,595000,100.625435
"2011-10-20",134.789993,134.789993,129.809998,132.559998,354700,100.029297
"2011-10-21",133.960007,136.080002,133.080002,135.559998,199000,102.293076
"2011-10-24",136.699997,140.389999,135.449997,140.149994,560300,105.756691
"2011-10-25",140.130005,140.559998,137.889999,139.410004,419300,105.19828
"2011-10-26",142.029999,142.080002,137.619995,140.899994,354300,106.322617
"2011-10-27",144.369995,147.949997,143.509995,146.449997,682400,110.510612
"2011-10-28",146.809998,148.440002,141.770004,142.679993,449000,107.665802
"2011-10-31",140.429993,144.429993,139.740005,142.759995,442700,107.726181
"2011-11-01",139.360001,143.360001,137.169998,137.330002,493800,103.628716
"2011-11-02",139.580002,140.259995,136.029999,138.429993,549200,104.458755
"2011-11-03",124.800003,138.410004,124.800003,136.160004,824000,102.74585
"2011-11-04",135.149994,138.080002,133.160004,137.970001,578100,104.111641
"2011-11-07",137.580002,139.429993,135.570007,137.929993,330400,104.081459
"2011-11-08",138.830002,140.429993,135.179993,138.529999,365800,104.534218
"2011-11-09",135.589996,137.100006,132.669998,132.949997,271800,100.323563
"2011-11-10",134.820007,135.320007,133.559998,134.259995,339800,101.312096
"2011-11-11",135.320007,137.919998,134.550003,137.169998,159900,103.507996
"2011-11-14",136.5,137.050003,133.809998,134.610001,208700,101.57621
"2011-11-15",134.179993,137.520004,133.889999,136.699997,155400,103.153328
"2011-11-16",136.309998,137.059998,134.580002,134.669998,264400,101.621498
"2011-11-17",134.369995,134.410004,130.320007,130.649994,217700,98.58799
"2011-11-18",131.740005,132.089996,129.880005,130.779999,220200,98.686104
"2011-11-21",128.949997,128.949997,126.330002,127.160004,446000,95.95446
"2011-11-22",127.290001,127.650002,125.889999,125.970001,224000,95.056503
"2011-11-23",124.900002,124.93,122.150002,122.339996,232700,92.317307
"2011-11-25",122.360001,125.199997,121.480003,123,75600,92.815346
"2011-11-28",127.699997,127.699997,123.900002,124.910004,255300,94.256622
"2011-11-29",125.730003,126.139999,124.43,125.970001,233900,95.056503
"2011-11-30",129.399994,132.869995,128.190002,132.850006,1100900,100.248131
"2011-12-01",133.070007,134.300003,131.160004,133.940002,541100,101.070648
"2011-12-02",134.630005,135.960007,133.210007,133.470001,240300,100.715988
"2011-12-05",134.850006,135.589996,131.699997,132.889999,291900,100.278297
"2011-12-06",132.889999,132.960007,130.889999,132.029999,147100,99.629356
"2011-12-07",131.539993,134.960007,130.190002,134.789993,306000,101.712051
"2011-12-08",133.580002,134.369995,131.949997,132.199997,204700,99.757622
"2011-12-09",132.410004,135.619995,132.389999,134.720001,314500,101.659241
"2011-12-12",133.529999,133.75,131.320007,132.190002,259100,99.750084
"2011-12-13",133.350006,134.399994,131.529999,131.899994,296600,99.531227
"2011-12-14",131.179993,134.220001,131.179993,132.940002,301100,100.316048
"2011-12-15",134.470001,136.580002,133.470001,135.919998,268800,102.564766
"2011-12-16",136.600006,139.240005,136.259995,137.539993,692500,103.787186
"2011-12-19",137.619995,138.429993,135.869995,135.960007,200800,102.594948
"2011-12-20",137.979996,139.600006,137.110001,139.300003,153900,105.11528
"2011-12-21",138.759995,140.820007,138.699997,139.880005,237300,105.552933
"2011-12-22",140.089996,142.850006,140.089996,141.779999,171000,106.986656
"2011-12-23",142.860001,143.350006,141.220001,142.149994,183600,107.265831
"2011-12-27",141.789993,144.970001,141.479996,143.419998,199900,108.224213
"2011-12-28",143.479996,143.479996,141.100006,141.110001,141700,106.481102
"2011-12-29",140.199997,142.460007,140.199997,140.580002,221100,106.868805
"2011-12-30",141,142.729996,140.410004,140.509995,181700,106.815582
"2012-01-03",142.860001,145.550003,138.740005,140.309998,350400,106.663513
"2012-01-04",140.149994,140.149994,137.949997,138,153700,104.907478
"2012-01-05",137.770004,140.869995,137.059998,140.570007,188800,106.861198
"2012-01-06",141.050003,141.179993,138.619995,139.979996,213200,106.412643
"2012-01-09",140.119995,140.429993,138.899994,139.470001,146800,106.024979
"2012-01-10",141.139999,141.699997,139.550003,139.949997,327000,106.389862
"2012-01-11",139.220001,140.270004,137.779999,138.619995,428100,105.378815
"2012-01-12",139.039993,139.039993,136.600006,136.940002,288900,104.101707
"2012-01-13",136.429993,141.779999,136.429993,141.130005,439100,107.286888
"2012-01-17",144.240005,144.860001,140.550003,141.490005,239800,107.5606
"2012-01-18",141.699997,143.399994,140.339996,140.839996,239500,107.066422
"2012-01-19",141.399994,141.809998,138.789993,138.979996,392400,105.652481
"2012-01-20",139.339996,139.339996,137.270004,138.100006,352900,104.983513
"2012-01-23",138.270004,140.259995,138.199997,140.070007,257400,106.481079
"2012-01-24",139.419998,141.940002,139.179993,141.839996,238000,107.826653
"2012-01-25",141.529999,144.440002,141.389999,144.199997,198200,109.620712
"2012-01-26",144.809998,146.309998,144.279999,145.600006,291000,110.684967
"2012-01-27",144.910004,145.529999,142.690002,144.259995,355800,109.666313
"2012-01-30",143.25,143.600006,141.720001,143.570007,346200,109.141762
"2012-01-31",143.720001,144.839996,143.229996,144,409700,109.468666
"2012-02-01",144.440002,147.289993,144.089996,147.289993,370900,111.969719
"2012-02-02",146.169998,147.649994,144.630005,147.110001,374600,111.832939
"2012-02-03",147.809998,149.119995,146.149994,149.110001,299000,113.353294
"2012-02-06",148.229996,148.770004,146.160004,146.5,209000,111.369186
"2012-02-07",145.970001,147.369995,145.559998,146.259995,305700,111.186722
"2012-02-08",146.100006,146.919998,145.199997,145.270004,241000,110.434097
"2012-02-09",145.320007,146.600006,143.330002,143.740005,234200,109.271004
"2012-02-10",142.960007,144.449997,142.270004,142.460007,271700,108.297958
"2012-02-13",143.880005,144.470001,142.300003,142.759995,258400,108.526031
"2012-02-14",142.229996,142.869995,141.229996,142.029999,296600,107.971062
"2012-02-15",142.619995,142.919998,141.270004,141.580002,284600,107.62899
"2012-02-16",142.479996,143.259995,141.600006,142.330002,303100,108.199135
"2012-02-17",142.570007,144.039993,141.649994,143.679993,391400,109.225441
"2012-02-21",142.729996,142.820007,138.860001,139.820007,326200,106.291069
"2012-02-22",139.360001,140.419998,137.910004,138.199997,210800,105.059517
"2012-02-23",138.380005,140,138.139999,139.830002,209300,106.29866
"2012-02-24",140.179993,142.089996,139.320007,141.199997,191100,107.340088
"2012-02-27",141.020004,141.300003,139.020004,140.770004,228000,107.013214
"2012-02-28",140.970001,141.440002,138.169998,138.610001,160500,105.371208
"2012-02-29",139.690002,140.699997,138.880005,139.990005,535000,106.42028
"2012-03-01",140.300003,141.410004,139.820007,140.830002,220000,107.05883
"2012-03-02",140.559998,141.199997,139.419998,140.289993,166400,106.648323
"2012-03-05",140.5,143.779999,140.179993,143,239500,108.708458
"2012-03-06",141.779999,143.699997,141.559998,141.740005,402600,107.750641
"2012-03-07",142.100006,143.610001,140.600006,143.119995,350900,108.799706
"2012-03-08",143.020004,144.190002,142.820007,143.369995,356300,108.989731
"2012-03-09",143.210007,146.919998,142.919998,146.509995,477600,111.376755
"2012-03-12",146.220001,147.279999,145.460007,145.929993,291300,110.935875
"2012-03-13",146.850006,148.809998,146.850006,148.740005,323700,113.072021
"2012-03-14",147.5,148.839996,145.490005,147.199997,473200,111.901314
"2012-03-15",147.300003,147.600006,145.949997,146.839996,355200,111.627632
"2012-03-16",146.960007,147.580002,146.440002,147.289993,432300,111.969719
"2012-03-19",147.339996,148.330002,146.589996,148,396900,112.509453
"2012-03-20",146.929993,149.630005,146.820007,148.429993,353900,112.836334
"2012-03-21",148.910004,148.910004,146.990005,147.149994,168500,111.863304
"2012-03-22",146.559998,146.559998,144.339996,145.770004,301800,110.814232
"2012-03-23",146.210007,148.139999,145.639999,146.929993,186200,111.69606
"2012-03-26",147.970001,149.720001,147.970001,149.649994,290300,113.763756
"2012-03-27",149.970001,150.419998,149.080002,149.699997,225300,113.801796
"2012-03-28",149.149994,149.149994,147.149994,148.580002,262600,113.786484
"2012-03-29",147.160004,150.339996,147.160004,149.910004,280300,114.805061
"2012-03-30",151.080002,151.539993,150.240005,151.509995,847200,116.030373
"2012-04-02",151.350006,152,150.610001,151.119995,466200,115.731651
"2012-04-03",151.220001,152.210007,151.130005,151.690002,293700,116.168198
"2012-04-04",150.529999,151.520004,150.380005,150.720001,264300,115.425362
"2012-04-05",150.059998,151.440002,149.759995,150.660004,158600,115.379402
"2012-04-09",149.110001,150.630005,148.199997,149.619995,169800,114.582954
"2012-04-10",150.270004,151.270004,146.830002,147.089996,327100,112.645393
"2012-04-11",148.289993,148.979996,147.490005,148.960007,181400,114.077477
"2012-04-12",148.669998,150.899994,148.289993,150.779999,290000,115.471283
"2012-04-13",150.809998,151.940002,149.979996,150.880005,192600,115.547882
"2012-04-16",151.850006,154.619995,151.309998,153.770004,380400,117.761124
"2012-04-17",154.25,154.529999,152.809998,154.089996,256600,118.006187
"2012-04-18",153.559998,154.389999,153.149994,153.889999,176000,117.853004
"2012-04-19",153.550003,154.589996,153.160004,154.279999,297200,118.151688
"2012-04-20",154.490005,157.410004,154.490005,156.889999,347200,120.150429
"2012-04-23",154.559998,156.470001,154.419998,156.289993,200100,119.691002
"2012-04-24",156.729996,158.309998,155.850006,158.059998,252300,121.046486
"2012-04-25",159.169998,159.960007,157.800003,158.080002,289600,121.061829
"2012-04-26",158.100006,159.179993,156.860001,158.520004,232700,121.398788
"2012-04-27",159.559998,159.559998,157.619995,158.740005,314300,121.567291
"2012-04-30",158.339996,158.529999,156.970001,157.970001,246000,120.977554
"2012-05-01",157.990005,160.259995,157.429993,158.740005,500600,121.567291
"2012-05-02",157.570007,158.740005,156.800003,157.970001,314600,120.977554
"2012-05-03",158.100006,159.190002,155.929993,156.289993,317700,119.691002
"2012-05-04",155.240005,156.470001,154.759995,156.070007,257000,119.522537
"2012-05-07",155.490005,158.649994,155.490005,158.160004,262000,121.123116
"2012-05-08",157.610001,158.610001,156.949997,158.070007,281500,121.054199
"2012-05-09",157.190002,158.690002,156.740005,158.050003,258000,121.038864
"2012-05-10",158.860001,159.199997,156.600006,157.539993,378300,120.648254
"2012-05-11",157.100006,158.130005,156.229996,157.869995,160000,120.901001
"2012-05-14",156.839996,158.190002,156,156.100006,198000,119.545555
"2012-05-15",156.5,156.940002,154.759995,155.339996,223000,118.963493
"2012-05-16",161.529999,161.529999,153.289993,153.850006,209300,117.822411
"2012-05-17",154.080002,154.380005,150.020004,150.070007,288100,114.927582
"2012-05-18",150.679993,152.100006,149.130005,149.809998,258700,114.728477
"2012-05-21",150.350006,151.580002,149.179993,151.25,348200,115.831276
"2012-05-22",151.5,152.369995,150.889999,151.729996,290000,116.19886
"2012-05-23",151,152.110001,149.910004,152,220000,116.405602
"2012-05-24",152.149994,152.970001,150.740005,152.039993,233200,116.436203
"2012-05-25",152.300003,152.820007,150.679993,151.300003,182400,115.869553
"2012-05-29",151.619995,153.220001,151.619995,152.699997,315200,116.941696
"2012-05-30",151.470001,151.559998,148.75,149.050003,279100,114.146446
"2012-05-31",149.869995,151.679993,148.029999,150.460007,355100,115.226227
"2012-06-01",147.949997,149.970001,147.75,147.960007,409300,113.311722
"2012-06-04",148.330002,148.740005,146.100006,146.970001,268900,112.553505
"2012-06-05",146.490005,151.100006,146.050003,150.600006,292300,115.333488
"2012-06-06",152.210007,153.630005,150.600006,153.479996,297900,117.539047
"2012-06-07",155.399994,155.399994,151.289993,151.429993,202200,115.969063
"2012-06-08",151.589996,153.100006,151.360001,153.089996,116800,117.240395
"2012-06-11",154.580002,154.809998,149.110001,149.339996,181000,114.368515
"2012-06-12",150.149994,150.320007,148.490005,149.970001,166900,114.85099
"2012-06-13",149.669998,151.059998,148.440002,149.580002,223800,114.552284
"2012-06-14",149.869995,152.190002,149.710007,151.830002,288900,116.275414
"2012-06-15",152.289993,152.809998,151.009995,152.399994,380000,116.711937
"2012-06-18",152.139999,153.889999,151.100006,152.399994,278800,116.711937
"2012-06-19",152.389999,153.559998,151.470001,152.460007,300400,116.757889
"2012-06-20",152.630005,153.050003,150.830002,151.839996,218200,116.283066
"2012-06-21",152.600006,152.600006,149.440002,149.910004,316800,114.805061
"2012-06-22",150.729996,150.729996,148.139999,149.220001,552700,114.276596
"2012-06-25",147.770004,150.309998,147.199997,150.210007,324900,115.034775
"2012-06-26",150.100006,151.300003,149.869995,151.119995,383200,115.731651
"2012-06-27",150.020004,150.759995,148.899994,149.080002,232400,115.006531
"2012-06-28",147.570007,150.710007,147.130005,150.710007,274900,116.263985
"2012-06-29",153.850006,154.210007,152.779999,153.919998,270700,118.740295
"2012-07-02",154.419998,155.669998,153.729996,155.410004,335200,119.889763
"2012-07-03",155.869995,157.020004,155.139999,155.850006,257800,120.229195
"2012-07-05",155.539993,156.220001,155.119995,155.839996,239100,120.221443
"2012-07-06",154.429993,156.910004,154.429993,156.869995,254700,121.016068
"2012-07-09",156.5,157.5,155.550003,157.5,259400,121.502068
"2012-07-10",157.490005,158.199997,155.380005,156.020004,197200,120.360329
"2012-07-11",155.830002,155.830002,154.619995,155.559998,217900,120.005478
"2012-07-12",155.020004,158.160004,154.029999,157.339996,223000,121.378609
"2012-07-13",157.830002,160.25,157.580002,159.669998,127200,123.17614
"2012-07-16",159.169998,160.639999,159.070007,159.619995,146900,123.137527
"2012-07-17",160.289993,160.449997,158.759995,160.330002,374200,123.685265
"2012-07-18",159.600006,160.300003,158.660004,158.929993,118400,122.605247
"2012-07-19",159.279999,159.360001,156.509995,157.419998,202100,121.440338
"2012-07-20",156.630005,157.990005,156.149994,156.820007,203900,120.977478
"2012-07-23",155.059998,156.889999,154.669998,156.630005,346100,120.83091
"2012-07-24",156.229996,157.669998,155.649994,156.529999,300400,120.753792
"2012-07-25",157.279999,158.300003,156.110001,157.949997,251400,121.849205
"2012-07-26",159.190002,159.690002,155.199997,156.470001,302000,120.707481
"2012-07-27",156.979996,158.330002,156.660004,157.259995,185900,121.31691
"2012-07-30",156.899994,158.350006,156.899994,157.679993,111000,121.64093
"2012-07-31",157.619995,157.990005,156.589996,157.360001,253800,121.394066
"2012-08-01",157.169998,159.279999,156.009995,156.399994,190800,120.653465
"2012-08-02",157.360001,157.360001,154.610001,156.270004,300600,120.553207
"2012-08-03",157.410004,157.929993,155.520004,155.940002,153400,120.298584
"2012-08-06",156.360001,156.589996,155.070007,155.610001,201000,120.044044
"2012-08-07",155.729996,156.270004,153.179993,153.5,209800,118.416306
"2012-08-08",153.699997,153.699997,150.089996,150.809998,170000,116.341133
"2012-08-09",150.449997,152.119995,149.619995,151.279999,285500,116.70369
"2012-08-10",151.529999,152.160004,150.550003,151.690002,207400,117.019997
"2012-08-13",151.210007,151.979996,150.490005,151.479996,105400,116.857986
"2012-08-14",152.309998,152.309998,150.199997,150.5,146800,116.101982
"2012-08-15",150.710007,151.229996,150.229996,151.050003,178400,116.526276
"2012-08-16",151.199997,151.380005,149.570007,150.589996,380000,116.171417
"2012-08-17",150.899994,151.389999,150.389999,150.899994,422000,116.41053
"2012-08-20",151,151.190002,149.630005,149.860001,306400,115.608261
"2012-08-21",149.960007,150.830002,149.690002,150.550003,178500,116.140572
"2012-08-22",150.520004,151.710007,149.339996,151.649994,148800,116.989136
"2012-08-23",151.339996,153.380005,150.580002,152.050003,244700,117.297729
"2012-08-24",151.919998,153.119995,151.509995,152.669998,144100,117.776031
"2012-08-27",152.820007,153.229996,151.600006,152.759995,103000,117.845474
"2012-08-28",152.520004,153.639999,151.800003,153,167100,118.030617
"2012-08-29",153.410004,153.839996,152.25,152.399994,126900,117.567741
"2012-08-30",152.029999,152.309998,150.970001,151.470001,123300,116.850243
"2012-08-31",152.259995,152.259995,150.25,151.979996,227700,117.24369
"2012-09-04",151.710007,153.740005,151.300003,153.25,309500,118.223465
"2012-09-05",153.880005,154.800003,152.690002,153.490005,196700,118.408546
"2012-09-06",153.929993,154.889999,153.490005,154.039993,181300,118.832878
"2012-09-07",154.399994,155.690002,154.119995,154.699997,152900,119.342026
"2012-09-10",154.440002,154.490005,152.580002,153.399994,160300,118.339149
"2012-09-11",153.399994,154.070007,152.740005,153.619995,162700,118.508888
"2012-09-12",153.850006,153.910004,152.539993,152.830002,162300,117.899445
"2012-09-13",153.380005,155.130005,152.600006,155.130005,331000,119.673752
"2012-09-14",155.350006,156.600006,155.110001,155.440002,162100,119.91291
"2012-09-17",155.369995,155.919998,154.679993,154.740005,168300,119.37291
"2012-09-18",154.949997,156.380005,153.869995,154.350006,332200,119.072029
"2012-09-19",154.309998,154.929993,153.889999,154.070007,201600,118.856026
"2012-09-20",153.639999,154.020004,150.690002,151.649994,217000,116.989136
"2012-09-21",152.419998,152.580002,150.960007,151.529999,489200,116.896561
"2012-09-24",151,152.270004,151,151.070007,286700,116.541695
"2012-09-25",151.559998,152.240005,149.25,149.25,292500,115.13765
"2012-09-26",148.570007,149.470001,147.380005,148.520004,295400,115.42524
"2012-09-27",149.169998,150.449997,148.029999,148.889999,185700,115.712784
"2012-09-28",148.320007,149.199997,147.649994,148.240005,168500,115.207596
"2012-10-01",148.210007,148.789993,144.440002,146.220001,383000,113.637718
"2012-10-02",146.199997,148.759995,145.899994,148.339996,200200,115.285339
"2012-10-03",148.330002,149.070007,147.429993,147.479996,243300,114.616982
"2012-10-04",147.889999,148.630005,146.139999,147.679993,313800,114.7724
"2012-10-05",148.039993,148.759995,147.649994,147.839996,154900,114.896744
"2012-10-08",147.5,147.820007,146.520004,146.570007,185900,113.909737
"2012-10-09",147.070007,147.910004,145.679993,145.740005,230400,113.264694
"2012-10-10",145.759995,147,145.759995,146.529999,184000,113.878647
"2012-10-11",146.660004,147.990005,146.039993,146.070007,229500,113.521164
"2012-10-12",146.149994,147.350006,145.160004,145.5,220100,113.078186
"2012-10-15",145.580002,145.929993,144.169998,145.600006,273100,113.155869
"2012-10-16",145.300003,146.779999,145.300003,146.699997,138100,114.010757
"2012-10-17",148.889999,148.889999,145.880005,146.020004,325900,113.482269
"2012-10-18",146.220001,149.410004,146.210007,148.880005,300200,115.704987
"2012-10-19",148.279999,150.190002,147.990005,148.139999,337200,115.129913
"2012-10-22",146.869995,148.850006,145.820007,147.020004,170300,114.259483
"2012-10-23",146.029999,146.410004,144.910004,145.830002,284700,113.334656
"2012-10-24",146.570007,147.070007,144.880005,145.910004,173400,113.396797
"2012-10-25",146.100006,147,143.759995,145,445900,112.689583
"2012-10-26",145.729996,145.919998,143.619995,145.009995,592700,112.697357
"2012-10-31",144.619995,150,144.009995,150,351000,116.575455
"2012-11-01",147.850006,150.039993,144.270004,147.809998,802800,114.873405
"2012-11-02",148.279999,150.710007,147.919998,148.339996,502600,115.285339
"2012-11-05",148.570007,148.570007,146.5,146.669998,304100,113.98748
"2012-11-06",147.850006,148.210007,145.589996,146.369995,508600,113.754288
"2012-11-07",146.149994,146.179993,144.570007,145.059998,383300,112.736244
"2012-11-08",145.169998,145.649994,143.139999,143.25,165100,111.329544
"2012-11-09",142.830002,143.610001,141.419998,142.759995,153900,110.948738
"2012-11-12",143.210007,143.320007,140.470001,141.589996,427400,110.039459
"2012-11-13",141.089996,142.369995,141.070007,141.539993,173800,110.000603
"2012-11-14",141.520004,141.690002,138.509995,138.910004,284000,107.95665
"2012-11-15",138.600006,139.520004,137.029999,138.080002,284000,107.311584
"2012-11-16",138.009995,139.190002,136.380005,138.479996,324900,107.622421
"2012-11-19",139.830002,140.039993,138.710007,139.619995,261400,108.508408
"2012-11-20",139.630005,140.419998,138.279999,140.020004,303200,108.819283
"2012-11-21",140.449997,140.449997,138.270004,139.149994,383300,108.143158
"2012-11-23",139.369995,140.389999,139.029999,140.240005,84600,108.990273
"2012-11-26",139.449997,141.729996,138.990005,140.089996,190500,108.873657
"2012-11-27",138.710007,141.729996,137.5,140.050003,767200,108.842606
"2012-11-28",139.190002,139.899994,137.320007,139.380005,441700,108.321899
"2012-11-29",141.279999,141.669998,139.240005,140.520004,681000,109.207855
"2012-11-30",141.169998,141.929993,139.990005,140.490005,356600,109.184555
"2012-12-03",141.160004,142.169998,140.630005,141.520004,418500,109.985046
"2012-12-04",141.289993,142.779999,141.169998,142.369995,393500,110.645599
"2012-12-05",142.139999,142.470001,140.110001,140.720001,330400,109.363289
"2012-12-06",141.169998,142.589996,140.399994,142.529999,612800,110.769989
"2012-12-07",142.179993,143.050003,142.179993,142.619995,339700,110.839912
"2012-12-10",142.919998,143.369995,142.110001,142.380005,218300,110.653419
"2012-12-11",142.979996,143.380005,142.149994,143.029999,210800,111.158546
"2012-12-12",142.869995,143.970001,142.240005,143.830002,347000,111.780281
"2012-12-13",143.880005,144.160004,143.050003,143.380005,358500,111.43058
"2012-12-14",143.960007,144.330002,143,143.259995,153800,111.337257
"2012-12-17",143.729996,144.440002,143.100006,143.639999,218200,111.632652
"2012-12-18",143.679993,145.050003,143.389999,144.509995,203100,112.308792
"2012-12-19",144.199997,145.190002,143.699997,143.899994,172200,111.834717
"2012-12-20",144.339996,146.660004,143.610001,146.660004,448500,113.979713
"2012-12-21",145.229996,149.990005,145.229996,146.229996,476100,113.645477
"2012-12-24",146.179993,148.050003,145.529999,147.399994,118100,114.554787
"2012-12-26",147.580002,147.580002,146.160004,146.809998,182400,114.09623
"2012-12-27",147.279999,148.369995,146.429993,147.789993,191500,114.857903
"2012-12-28",146.330002,147.520004,145.550003,146.070007,187400,114.372421
"2012-12-31",145.669998,146.910004,145.360001,146.649994,147900,114.826546
"2013-01-02",148.580002,148.929993,147.279999,148.25,247700,116.07933
"2013-01-03",148.470001,149.429993,147.990005,148.759995,266200,116.478706
"2013-01-04",148.940002,149.220001,148.210007,148.919998,150200,116.603958
"2013-01-07",148.5,149.660004,148.300003,149.169998,143500,116.799713
"2013-01-08",149,150,149,149.679993,169900,117.199051
"2013-01-09",149.820007,150.600006,149.179993,150.240005,303600,117.637497
"2013-01-10",152.360001,152.75,150.490005,151.259995,334700,118.436188
"2013-01-11",151.789993,152.259995,150.490005,151.110001,254900,118.318764
"2013-01-14",151.139999,152.199997,151.139999,151.850006,128100,118.898178
"2013-01-15",152.289993,153.240005,151.729996,153.139999,182800,119.908257
"2013-01-16",153.130005,153.429993,152.479996,152.820007,82000,119.657707
"2013-01-17",153,153.779999,152.570007,152.660004,226400,119.532433
"2013-01-18",153,153.169998,151.979996,152.800003,195800,119.642029
"2013-01-22",152.470001,154.419998,152.470001,153.820007,288800,120.440659
"2013-01-23",153.669998,155.080002,153.470001,154.419998,268100,120.910492
"2013-01-24",154.779999,156.360001,153.259995,154.429993,206500,120.918335
"2013-01-25",154.729996,155.360001,153.619995,154.270004,229000,120.792999
"2013-01-28",154.580002,155.149994,153.690002,154.529999,139500,120.996574
"2013-01-29",154.289993,155.289993,154.210007,155.050003,134100,121.403763
"2013-01-30",154.550003,155.179993,153.050003,153.399994,199000,120.111809
"2013-01-31",153.710007,154.460007,151.919998,153.779999,521000,120.409286
"2013-02-01",154.059998,155.199997,153.309998,154.279999,419300,120.800858
"2013-02-04",153.990005,154.699997,152.940002,153.589996,289400,120.260574
"2013-02-05",153.899994,154.529999,151.059998,152.559998,489900,119.454102
"2013-02-06",152.600006,153.660004,151.130005,151.210007,369700,118.397049
"2013-02-07",151.270004,151.839996,150.059998,150.490005,455900,117.833298
"2013-02-08",151.070007,152.279999,150.690002,151.860001,238400,118.905991
"2013-02-11",151.830002,152.539993,151.710007,151.860001,285700,118.905991
"2013-02-12",152.070007,152.880005,151.619995,152.649994,376000,119.524574
"2013-02-13",153.289993,153.289993,152.210007,152.850006,201500,119.681168
