"dates","ODFL.Open","ODFL.High","ODFL.Low","ODFL.Close","ODFL.Volume","ODFL.Adjusted"
"2011-07-13",17.355556,17.466667,17.124443,17.253332,586575,16.972708
"2011-07-14",17.364445,17.382221,16.831112,16.991112,908550,16.714754
"2011-07-15",17.040001,17.040001,16.733334,16.977777,578925,16.701639
"2011-07-18",16.915556,16.915556,16.595556,16.666668,527175,16.39559
"2011-07-19",16.782223,16.893333,16.622223,16.742222,740475,16.469915
"2011-07-20",16.835556,16.835556,16.626667,16.768888,648225,16.496143
"2011-07-21",16.826668,17.088888,16.622223,16.657778,746550,16.386841
"2011-07-22",16.693333,16.831112,16.59111,16.755556,537975,16.483034
"2011-07-25",16.595556,16.715555,16.52,16.622223,448200,16.351868
"2011-07-26",16.462221,16.462221,16.035557,16.128889,1187100,15.866554
"2011-07-27",16.213333,16.244444,15.631111,15.688889,1169325,15.433713
"2011-07-28",16.6,16.862223,16.204445,16.257778,2182725,15.993344
"2011-07-29",16.048889,16.59111,15.88,16.466667,1086075,16.198841
"2011-08-01",16.768888,16.791111,16.213333,16.302221,779850,16.037067
"2011-08-02",16.266666,16.35111,15.36,15.386667,1498275,15.136407
"2011-08-03",15.457778,15.457778,14.88,15.408889,1502325,15.158268
"2011-08-04",15.168889,15.226667,14.386667,14.391111,1408050,14.157041
"2011-08-05",14.653333,14.884444,13.871111,14.248889,1357650,14.017134
"2011-08-08",13.817778,14,12.831111,12.853333,2153700,12.644275
"2011-08-09",13.208889,13.72,12.591111,13.595556,2208600,13.374427
"2011-08-10",13.191111,13.666667,12.96,13.133333,1549800,12.919722
"2011-08-11",13.182222,13.964444,13.182222,13.777778,1968075,13.553683
"2011-08-12",13.902222,14.542222,13.764444,14.377778,1793700,14.143925
"2011-08-15",14.493333,14.613333,14.097778,14.28,1007550,14.047739
"2011-08-16",14.097778,14.275556,13.831111,13.92,925200,13.693595
"2011-08-17",13.968889,14.08,13.573333,13.755556,994500,13.531824
"2011-08-18",13.315556,13.368889,12.64,12.715556,1133325,12.508739
"2011-08-19",12.431111,12.906667,12.333333,12.457778,1386225,12.255154
"2011-08-22",12.8,13.008889,12.56,12.728889,1217250,12.521858
"2011-08-23",12.737778,13.342222,12.64,13.328889,1041975,13.112097
"2011-08-24",13.288889,13.533333,13.124444,13.404444,946800,13.186421
"2011-08-25",13.493333,13.64,12.928889,13.004444,889875,12.79293
"2011-08-26",12.866667,13.573333,12.595556,13.551111,898875,13.330704
"2011-08-29",13.693333,14.226667,13.524444,14.208889,918000,13.977785
"2011-08-30",14.106667,14.555556,13.946667,14.413333,1289700,14.178901
"2011-08-31",14.542222,14.977778,14.182222,14.275556,1064925,14.043366
"2011-09-01",14.311111,14.537778,13.831111,13.906667,941850,13.680476
"2011-09-02",13.804444,13.995556,13.551111,13.64,1062000,13.418147
"2011-09-06",13.182222,13.573333,12.973333,13.484444,1265625,13.265123
"2011-09-07",13.666667,14.102222,13.413333,14.071111,1900800,13.842247
"2011-09-08",13.977778,14.457778,13.866667,13.924444,1784250,13.697965
"2011-09-09",13.702222,13.942222,13.391111,13.56,1441350,13.339451
"2011-09-12",13.293333,13.6,13.04,13.564444,1228050,13.34382
"2011-09-13",13.662222,14.213333,13.662222,14.022222,999675,13.794152
"2011-09-14",14.146667,14.733333,13.808889,14.515556,938250,14.279464
"2011-09-15",14.626667,14.724444,14.324444,14.684444,655200,14.445604
"2011-09-16",14.773333,14.808889,14.488889,14.768889,2072700,14.528676
"2011-09-19",14.502222,14.622222,14.297778,14.488889,583650,14.253228
"2011-09-20",14.568889,14.853333,14.044444,14.048889,740475,13.820388
"2011-09-21",14.017778,14.017778,13.022222,13.066667,1189350,12.854138
"2011-09-22",12.617778,13.008889,12.408889,12.671111,2169225,12.465018
"2011-09-23",12.657778,13.066667,12.435556,12.968889,828450,12.757952
"2011-09-26",13.102222,13.2,12.684444,13.088889,896850,12.876001
"2011-09-27",13.284444,13.995556,13.262222,13.626667,1224900,13.405029
"2011-09-28",13.68,13.817778,12.915556,13.017778,1148175,12.806047
"2011-09-29",13.364444,13.448889,12.622222,13.111111,985950,12.897861
"2011-09-30",12.888889,13.133333,12.795556,12.875556,1307925,12.666139
"2011-10-03",12.715556,13.253333,12.337778,12.36,1180575,12.158965
"2011-10-04",12.177778,13.48,12.177778,13.466667,1428075,13.247634
"2011-10-05",13.475556,13.706667,13.253333,13.546667,776925,13.326333
"2011-10-06",13.657778,14.017778,13.515556,14.008889,1203750,13.781037
"2011-10-07",14.088889,14.164444,13.52,13.56,1070100,13.339451
"2011-10-10",13.786667,14.262222,13.786667,14.244444,709200,14.01276
"2011-10-11",14.097778,14.537778,14.022222,14.297778,1154700,14.065228
"2011-10-12",14.431111,14.875556,14.355556,14.72,845775,14.480582
"2011-10-13",14.604444,14.76,14.284444,14.711111,684000,14.471837
"2011-10-14",14.96,15.248889,14.955556,15.155556,898650,14.909053
"2011-10-17",15.066667,15.133333,14.573333,14.653333,714825,14.414999
"2011-10-18",14.684444,15.253333,14.551111,15.097778,586125,14.852217
"2011-10-19",15.026667,15.195556,14.671111,14.773333,748575,14.533048
"2011-10-20",14.853333,15.235556,14.733333,15.208889,919125,14.96152
"2011-10-21",15.502222,15.52,14.928889,15.32,1085625,15.070822
"2011-10-24",15.413333,16.084444,15.315556,15.835556,1120275,15.577994
"2011-10-25",15.666667,15.911111,15.248889,15.528889,805725,15.276313
"2011-10-26",15.777778,15.937778,15.346667,15.737778,1508175,15.481808
"2011-10-27",16.204445,17.16,15.222222,16.848888,1823400,16.574846
"2011-10-28",16.822222,16.879999,16.244444,16.533333,1838250,16.264425
"2011-10-31",16.253332,16.631111,16.16,16.244444,527850,15.980234
"2011-11-01",15.591111,16.040001,15.408889,15.751111,1785150,15.494924
"2011-11-02",16.093332,16.337778,15.871111,16.262222,952200,15.997715
"2011-11-03",16.453333,16.675556,15.964444,16.653334,724050,16.382473
"2011-11-04",16.413334,16.653334,16.177778,16.564444,500625,16.295025
"2011-11-07",16.613333,16.777779,16.217777,16.577778,1005750,16.308144
"2011-11-08",16.786667,16.813334,16.43111,16.764444,1037700,16.491772
"2011-11-09",16.373333,16.68,16.24,16.48,1161225,16.211954
"2011-11-10",16.764444,16.844444,16.35111,16.471111,1305000,16.203209
"2011-11-11",16.715555,17.182222,16.706667,17.164444,947475,16.885267
"2011-11-14",17.155556,17.275557,16.791111,17.084444,1023300,16.806566
"2011-11-15",16.942223,17.537779,16.902222,17.364445,758475,17.082016
"2011-11-16",17.137777,17.515556,17.040001,17.053333,922050,16.775967
"2011-11-17",17.071112,17.266666,16.617779,16.742222,820125,16.469915
"2011-11-18",16.777779,17.124443,16.662222,16.768888,747450,16.496143
"2011-11-21",16.502222,16.657778,16.271111,16.484444,342675,16.216328
"2011-11-22",16.524445,16.56889,16.088888,16.093332,650475,15.831577
"2011-11-23",15.995556,16.088888,15.657778,15.782222,697050,15.525528
"2011-11-25",15.697778,15.915556,15.577778,15.577778,211725,15.324407
"2011-11-28",16.191111,16.542221,16.017778,16.404444,774450,16.13763
"2011-11-29",16.391111,16.666668,16.311111,16.453333,593550,16.185726
"2011-11-30",17.124443,17.435556,16.986668,17.24889,1216800,16.968342
"2011-12-01",17.173332,17.173332,16.924444,16.933332,517275,16.657915
"2011-12-02",17.208889,17.32889,17.053333,17.146667,766125,16.867779
"2011-12-05",17.43111,17.639999,17.253332,17.502222,710775,17.217554
"2011-12-06",17.471111,17.777779,17.302221,17.711111,918450,17.423044
"2011-12-07",17.626667,17.711111,17.288889,17.533333,726075,17.248158
"2011-12-08",17.32889,17.377777,16.977777,17.017778,663075,16.740986
"2011-12-09",17.053333,17.822222,17.053333,17.755556,746325,17.466763
"2011-12-12",17.528889,17.564444,17.297777,17.546667,614925,17.261272
"2011-12-13",17.719999,17.888889,17.262222,17.32889,1074600,17.047035
"2011-12-14",17.133333,17.213333,16.857779,16.871111,822150,16.596703
"2011-12-15",17.204445,17.324444,16.955557,17.191111,506025,16.911499
"2011-12-16",17.395555,17.76,17.333332,17.373333,1383750,17.090757
"2011-12-19",17.631111,17.804443,17.048889,17.097778,769050,16.819685
"2011-12-20",17.48889,18.071112,17.484444,17.959999,825075,17.667883
"2011-12-21",17.964443,18.168888,17.688889,18.111111,416475,17.816536
"2011-12-22",17.782223,18.311111,17.782223,18.102222,658575,17.807795
"2011-12-23",18.213333,18.360001,17.951111,18.262222,303525,17.965191
"2011-12-27",18.191111,18.48889,18.08,18.382221,337950,18.083235
"2011-12-28",18.413334,18.457779,17.92,18.013332,394200,17.72035
"2011-12-29",18.097778,18.391111,17.991112,18.315556,408825,18.017656
"2011-12-30",18.288889,18.288889,18.008888,18.013332,620325,17.72035
"2012-01-03",18.382221,18.559999,18.093332,18.142221,1253250,17.847143
"2012-01-04",18.017778,18.168888,17.826668,17.884443,1264275,17.593555
"2012-01-05",17.728889,17.813334,17.377777,17.533333,1612125,17.248158
"2012-01-06",17.577778,17.697779,17.288889,17.302221,1436850,17.0208
"2012-01-09",17.324444,17.444445,17.026667,17.226667,1260450,16.94648
"2012-01-10",17.475555,17.608889,17.413334,17.604445,685800,17.318113
"2012-01-11",17.48889,18.035557,17.48889,18.008888,872325,17.715979
"2012-01-12",18.115557,18.142221,17.879999,18.062222,485550,17.76844
"2012-01-13",17.782223,18.017778,17.64889,17.871111,410850,17.580441
"2012-01-17",18.106667,18.164444,17.764444,17.902222,497925,17.611044
"2012-01-18",17.942223,18.137777,17.906668,18.040001,368550,17.746584
"2012-01-19",18.137777,18.493334,18.048889,18.346666,602325,18.04826
"2012-01-20",18.266666,18.386667,17.991112,18.204445,501075,17.908356
"2012-01-23",18.191111,18.217777,17.897778,18.151112,338625,17.855886
"2012-01-24",18.133333,18.324444,17.924444,18.226667,1008450,17.930214
"2012-01-25",18.253332,18.52,18.115557,18.333332,404100,18.035139
"2012-01-26",18.435556,18.728889,18.333332,18.67111,572400,18.367428
"2012-01-27",18.502222,18.733334,18.435556,18.702223,814725,18.398037
"2012-01-30",18.59111,18.817778,18.440001,18.444445,759825,18.144449
"2012-01-31",18.608889,18.986668,18.293333,18.942223,1441350,18.63413
"2012-02-01",19.066668,19.666668,18.871111,19.022223,3447900,18.71283
"2012-02-02",19.857779,19.857779,18.835556,19.368889,1722375,19.053854
"2012-02-03",19.444445,20,19.444445,19.84,1015875,19.517305
"2012-02-06",19.737778,19.857779,19.59111,19.728889,381600,19.408001
"2012-02-07",19.542221,19.84,19.391111,19.6,902925,19.281212
"2012-02-08",19.626667,19.719999,19.217777,19.52,464625,19.202511
"2012-02-09",19.626667,19.662222,19.417778,19.51111,398025,19.193764
"2012-02-10",19.311111,19.635555,19.111111,19.48889,604575,19.171906
"2012-02-13",19.728889,20.075556,19.617779,19.822222,963675,19.499819
"2012-02-14",19.755556,19.764444,19.360001,19.497778,743175,19.180649
"2012-02-15",19.67111,19.67111,19.191111,19.280001,501075,18.966415
"2012-02-16",19.35111,19.915556,19.284445,19.893333,1172475,19.569771
"2012-02-17",20.008888,20.088888,19.6,19.764444,570150,19.442982
"2012-02-21",19.795555,20.057777,19.32,19.48889,907650,19.171906
"2012-02-22",19.395555,19.559999,19.191111,19.333332,552375,19.018881
"2012-02-23",19.4,19.76,19.217777,19.666668,752625,19.346792
"2012-02-24",19.693333,19.92,19.506666,19.68,836325,19.359907
"2012-02-27",19.475555,19.835556,19.284445,19.657778,612900,19.338047
"2012-02-28",19.755556,19.755556,19.302221,19.417778,861750,19.101952
"2012-02-29",19.497778,19.657778,19.271111,19.337778,716850,19.023254
"2012-03-01",19.537779,20.222221,19.440001,20.106667,1097100,19.779636
"2012-03-02",20.168888,20.168888,19.822222,20,1031625,19.674704
"2012-03-05",19.893333,20.24,19.831112,20.217777,533700,19.888937
"2012-03-06",20.32889,20.32889,19.662222,19.786667,1337625,19.464838
"2012-03-07",19.893333,20.057777,19.711111,20,474750,19.674704
"2012-03-08",20.137777,20.577778,19.613333,20.502222,769050,20.168755
"2012-03-09",20.484444,21.102222,20.484444,20.964443,1258650,20.623459
"2012-03-12",21.031111,21.315556,20.799999,21.004444,593325,20.662811
"2012-03-13",21.226667,21.364445,20.982222,21.342222,947475,20.995096
"2012-03-14",21.271111,21.364445,21,21.164444,739575,20.820211
"2012-03-15",21.186666,21.911112,21.186666,21.853333,996525,21.497896
"2012-03-16",21.799999,21.848888,21.168888,21.204445,1758825,20.859558
"2012-03-19",21.253332,21.662222,21.222221,21.515556,1428075,21.165607
"2012-03-20",21.453333,21.52,21.111111,21.200001,834750,20.85519
"2012-03-21",21.373333,21.59111,21.262222,21.426666,823950,21.078165
"2012-03-22",21.226667,21.324444,20.902222,21.088888,712350,20.74588
"2012-03-23",21.177778,21.288889,20.813334,21.257778,523125,20.912022
"2012-03-26",21.573334,21.76,21.337778,21.48,686925,21.13063
"2012-03-27",21.426666,21.657778,21.280001,21.324444,1360575,20.977604
"2012-03-28",21.395555,21.444445,20.964443,21.231112,744750,20.885792
"2012-03-29",21.155556,21.297777,20.968889,21.226667,586350,20.88142
"2012-03-30",21.417778,21.608889,21.128889,21.186666,759600,20.842068
"2012-04-02",21.186666,21.528889,21.026667,21.462221,867150,21.113144
"2012-04-03",21.533333,21.608889,21.24889,21.40889,325350,21.060675
"2012-04-04",21.16,21.32889,20.915556,21.146667,469125,20.802719
"2012-04-05",20.982222,21.395555,20.982222,21.266666,559575,20.920765
"2012-04-09",20.902222,21.013332,20.755556,20.848888,464400,20.509787
"2012-04-10",20.724443,20.724443,20.368889,20.524445,1081125,20.190619
"2012-04-11",20.742222,20.915556,20.524445,20.84,780525,20.501041
"2012-04-12",20.906668,21.355556,20.75111,21.235556,723150,20.890165
"2012-04-13",21.093332,21.280001,21.026667,21.026667,724050,20.684668
"2012-04-16",21.226667,21.555555,20.853333,21.386667,548775,21.038813
"2012-04-17",21.559999,21.848888,21.426666,21.586666,568800,21.235563
"2012-04-18",21.537779,21.67111,21.382221,21.644444,491625,21.292404
"2012-04-19",21.67111,21.715555,20.866667,21.071112,889875,20.728395
"2012-04-20",21.364445,21.368889,20.942223,21.231112,695250,20.885792
"2012-04-23",20.84,21.32,20.528889,21.222221,1069200,20.877048
"2012-04-24",21.288889,21.444445,21.022223,21.355556,652275,21.008211
"2012-04-25",21.697779,21.817778,21.515556,21.64889,1101375,21.296774
"2012-04-26",20.613333,20.928888,19.542221,20.226667,3685725,19.897686
"2012-04-27",19.888889,20.444445,19.48889,20.035557,1453500,19.709684
"2012-04-30",19.977777,20.035557,19.706667,19.764444,1251000,19.442982
"2012-05-01",19.737778,20.382221,19.59111,20.231112,1436625,19.902056
"2012-05-02",20,20.822222,20,20.715555,1002825,20.37862
"2012-05-03",20.564444,20.626667,20.088888,20.266666,1784700,19.937037
"2012-05-04",20.088888,20.208889,19.622223,19.92,1085175,19.596003
"2012-05-07",19.75111,20.111111,19.75111,19.902222,733950,19.578516
"2012-05-08",19.791111,19.946667,19.59111,19.848888,596700,19.526051
"2012-05-09",19.559999,19.764444,19.360001,19.471111,855225,19.154419
"2012-05-10",19.666668,19.764444,19.013332,19.288889,1433250,18.975161
"2012-05-11",19.146667,19.497778,19.088888,19.40889,1050750,19.093208
"2012-05-14",19.182222,19.466667,18.728889,19.306667,665550,18.992651
"2012-05-15",19.324444,20.071112,19.022223,19.826668,1271475,19.504194
"2012-05-16",19.857779,20.222221,19.786667,20.040001,1214325,19.714054
"2012-05-17",20.066668,20.164444,18.968889,19.048889,1967625,18.739063
"2012-05-18",19.071112,19.306667,18.697779,18.791111,811350,18.485479
"2012-05-21",18.795555,19.533333,18.795555,19.4,1138275,19.084465
"2012-05-22",19.35111,19.559999,19.08,19.208889,537750,18.89646
"2012-05-23",19.026667,19.64889,18.848888,19.551111,742500,19.233114
"2012-05-24",19.626667,19.817778,19.440001,19.791111,544950,19.46921
"2012-05-25",19.848888,19.848888,19.475555,19.577778,354825,19.259354
"2012-05-29",19.75111,19.955557,19.675556,19.853333,382275,19.530422
"2012-05-30",19.697779,19.808889,19.253332,19.271111,586575,18.957664
"2012-05-31",19.324444,19.475555,18.995556,19.360001,1180800,19.045111
"2012-06-01",18.888889,19,18.448889,18.573334,1338075,18.271246
"2012-06-04",18.706667,18.764444,18.155556,18.266666,934650,17.969564
"2012-06-05",18.177778,18.360001,18.026667,18.204445,1168200,17.908356
"2012-06-06",18.337778,18.866667,18.288889,18.795555,1185975,18.489847
"2012-06-07",19.048889,19.177778,18.639999,18.688889,693225,18.384916
"2012-06-08",18.666668,18.991112,18.622223,18.928888,470475,18.621012
"2012-06-11",19.16,19.16,18.506666,18.52,724950,18.218779
"2012-06-12",18.564444,18.791111,18.35111,18.733334,718200,18.428638
"2012-06-13",18.64889,18.92,18.533333,18.617779,909450,18.314968
"2012-06-14",18.622223,19.115557,18.51111,18.951111,1072800,18.642878
"2012-06-15",18.871111,19.297777,18.871111,19.213333,1044900,18.900835
"2012-06-18",19.106667,19.595556,18.866667,19.542221,991575,19.224367
"2012-06-19",19.528889,20.097778,19.475555,19.799999,987525,19.477953
"2012-06-20",19.733334,19.755556,19.293333,19.417778,619875,19.101952
"2012-06-21",19.377777,19.457779,18.688889,18.791111,931275,18.485479
"2012-06-22",18.871111,19.048889,18.626667,18.968889,797175,18.660366
"2012-06-25",18.657778,19,18.386667,18.666668,482400,18.363056
"2012-06-26",18.693333,18.84,18.502222,18.653334,846000,18.349939
"2012-06-27",18.653334,18.795555,18.48,18.639999,347625,18.336824
"2012-06-28",18.440001,18.848888,18.368889,18.733334,383850,18.428638
"2012-06-29",19.173332,19.435556,18.902222,19.24,707625,18.927061
"2012-07-02",19.382221,19.742222,18.937778,19.742222,1093725,19.421116
"2012-07-03",19.724443,19.826668,19.555555,19.808889,279450,19.486698
"2012-07-05",19.697779,19.911112,19.586666,19.795555,289800,19.473583
"2012-07-06",19.639999,19.746668,19.360001,19.537779,239175,19.219997
"2012-07-09",19.497778,19.6,19.324444,19.56889,536850,19.250608
"2012-07-10",19.622223,19.622223,18.826668,18.942223,718875,18.63413
"2012-07-11",18.991112,18.991112,18.266666,18.440001,1248075,18.140078
"2012-07-12",18.386667,18.475555,18.168888,18.377777,1306350,18.078865
"2012-07-13",18.413334,18.848888,18.395555,18.822222,1082475,18.516081
"2012-07-16",18.835556,18.835556,18.48889,18.586666,674550,18.284357
"2012-07-17",18.533333,18.577778,18.097778,18.32889,658350,18.030777
"2012-07-18",18.333332,18.635555,18.222221,18.528889,1058400,18.227524
"2012-07-19",18.608889,18.799999,18.40889,18.595556,458100,18.293102
"2012-07-20",18.444445,18.471111,18.231112,18.253332,439650,17.956448
"2012-07-23",17.973333,18.253332,17.862223,18.088888,645525,17.794674
"2012-07-24",18.075556,18.133333,17.524445,17.768888,1253025,17.479877
"2012-07-25",17.777779,17.951111,17.64889,17.92,635625,17.628536
"2012-07-26",18.262222,18.32889,17.84,18.022223,702900,17.729097
"2012-07-27",18.191111,18.959999,18.191111,18.906668,1989900,18.599157
"2012-07-30",19,19.142221,18.795555,18.871111,631575,18.564177
"2012-07-31",18.977777,19.191111,18.795555,18.844444,1102500,18.537937
"2012-08-01",18.928888,19.066668,17.413334,17.413334,2099475,17.130108
"2012-08-02",17.688889,19.92,17.644444,19.666668,2386575,19.346792
"2012-08-03",19.995556,20.222221,19.551111,19.675556,945900,19.355539
"2012-08-06",19.662222,19.977777,19.604445,19.746668,984375,19.425495
"2012-08-07",19.959999,20.106667,19.84,20.026667,1048950,19.700937
"2012-08-08",19.986668,20.106667,19.733334,19.746668,762075,19.425495
"2012-08-09",19.67111,19.857779,19.657778,19.742222,511875,19.421116
"2012-08-10",19.706667,19.773333,19.48,19.613333,517500,19.294325
"2012-08-13",19.608889,19.813334,19.466667,19.711111,466200,19.390512
"2012-08-14",19.866667,19.897778,19.586666,19.688889,768825,19.368656
"2012-08-15",19.604445,19.946667,19.56889,19.915556,786150,19.591635
"2012-08-16",19.964443,20.51111,19.817778,20.413334,900900,20.08131
"2012-08-17",20.43111,20.577778,20.133333,20.573334,737550,20.238714
"2012-08-20",20.59111,20.59111,20.111111,20.222221,811800,19.893314
"2012-08-21",20.271111,20.6,20.186666,20.466667,865800,20.133785
"2012-08-22",20.506666,20.724443,20.262222,20.551111,872100,20.216852
"2012-08-23",20.542221,20.559999,20.32889,20.368889,770850,20.03759
"2012-08-24",20.280001,20.462221,20.244444,20.302221,515700,19.972008
"2012-08-27",20.440001,20.506666,20.066668,20.173332,617175,19.845222
"2012-08-28",20.208889,20.266666,20.013332,20.071112,754425,19.744659
"2012-08-29",20.128889,20.195557,19.879999,20.088888,780300,19.762148
"2012-08-30",19.959999,20.200001,19.826668,19.84,793575,19.517305
"2012-08-31",19.915556,20,19.59111,19.902222,699525,19.578516
"2012-09-04",19.946667,20.440001,19.555555,20.288889,9e+05,19.958893
"2012-09-05",20.137777,20.43111,19.942223,20.115557,1298025,19.788383
"2012-09-06",20.266666,20.555555,19.933332,20.266666,853875,19.937037
"2012-09-07",20.391111,20.506666,20.222221,20.35111,1144575,20.020105
"2012-09-10",20.426666,20.84,20.26,20.566668,992100,20.232151
"2012-09-11",20.566668,21.126667,20.533333,21.026667,1129500,20.684668
"2012-09-12",21.033333,21.253332,20.766666,21.200001,1042800,20.85519
"2012-09-13",21.013332,21.373333,20.833332,21.120001,690450,20.776491
"2012-09-14",20.893333,20.98,20.566668,20.593332,840750,20.258383
"2012-09-17",20.459999,20.48,20.059999,20.120001,781500,19.792753
"2012-09-18",20.026667,20.106667,19.786667,19.893333,835650,19.569771
"2012-09-19",19.993334,20.473333,19.846666,20.293333,870000,19.963266
"2012-09-20",20.120001,20.333332,19.573334,19.700001,1201050,19.379583
"2012-09-21",19.973333,19.973333,19.586666,19.639999,1313100,19.320559
"2012-09-24",19.6,20.026667,19.506666,19.993334,569550,19.668146
"2012-09-25",20.073334,20.18,19.533333,19.6,824400,19.281212
"2012-09-26",19.606667,20.126667,19.606667,20.113333,1296000,19.786194
"2012-09-27",20.106667,20.459999,19.940001,20.393333,785850,20.06164
"2012-09-28",20.219999,20.366667,19.860001,20.1,640500,19.773077
"2012-10-01",20.1,20.273333,19.799999,20.086666,652200,19.759964
"2012-10-02",19.866667,19.893333,19.166668,19.413334,1359900,19.097578
"2012-10-03",19.386667,19.506666,19.226667,19.4,1246350,19.084465
"2012-10-04",19.42,19.799999,19.293333,19.733334,868200,19.412376
"2012-10-05",19.873333,20.02,19.666668,19.76,752700,19.438606
"2012-10-08",19.613333,19.766666,19.58,19.633333,564150,19.313995
"2012-10-09",19.6,19.833332,19.42,19.52,812400,19.202511
"2012-10-10",19.606667,19.906668,19.526667,19.706667,532500,19.386143
"2012-10-11",19.82,19.953333,19.613333,19.653334,408900,19.333679
"2012-10-12",19.780001,20.066668,19.68,19.833332,1009050,19.510746
"2012-10-15",19.833332,20.059999,19.693333,19.953333,727500,19.628796
"2012-10-16",20.126667,20.506666,19.913334,20.360001,1064850,20.028847
"2012-10-17",20.413334,20.586666,20.213333,20.573334,442200,20.238714
"2012-10-18",20.493334,20.606667,20.286667,20.540001,582300,20.205921
"2012-10-19",20.333332,20.559999,20.133333,20.246668,460500,19.917356
"2012-10-22",20.246668,20.246668,20,20.086666,362700,19.759964
"2012-10-23",20.053333,20.646667,19.846666,20.633333,734700,20.297735
"2012-10-24",20.686666,20.926666,20.446667,20.566668,993300,20.232151
"2012-10-25",20.84,21.333332,20.326668,21.18,1032000,20.83551
"2012-10-26",21.246668,21.52,20.9,21.433332,1172250,21.084724
"2012-10-31",21.52,22.493334,21.34,22.386667,1973850,22.022552
"2012-11-01",22.306667,22.686666,22.226667,22.686666,1603500,22.317671
"2012-11-02",22.886667,22.913334,22.506666,22.52,679950,22.153715
"2012-11-05",22.586666,22.833332,22.473333,22.706667,666750,22.337349
"2012-11-06",22.686666,23.42,22.686666,23.233334,539250,22.855448
"2012-11-07",23.040001,23.1,22.713333,22.806667,729150,22.435722
"2012-11-08",22.84,22.933332,22.573334,22.593332,776100,22.225853
"2012-11-09",22.293333,22.606667,22.213333,22.433332,576150,22.068462
"2012-11-12",22.553333,23.02,22.379999,22.780001,371250,22.409489
"2012-11-13",22.620001,23.02,22.566668,22.586666,607050,22.219299
"2012-11-14",22.706667,22.846666,21.946667,21.966667,597750,21.609381
"2012-11-15",22.040001,22.08,21.6,21.826668,865350,21.471663
"2012-11-16",21.813334,22.293333,21.52,22.146667,790800,21.786457
"2012-11-19",22.333332,22.393333,22.053333,22.26,681900,21.897947
"2012-11-20",22.266666,22.333332,21.993334,22.033333,782850,21.674959
"2012-11-21",21.940001,22.286667,21.76,22.253332,357150,21.891382
"2012-11-23",22.299999,22.386667,22.053333,22.326668,187800,21.963531
"2012-11-26",22.333332,22.646667,22.193333,22.326668,526050,21.963531
"2012-11-27",22.299999,22.639999,22.266666,22.360001,495300,21.996319
"2012-11-28",22.326668,22.473333,22.006666,22.413334,588150,22.04878
"2012-11-29",22.613333,22.626667,22.133333,22.34,563400,21.976646
"2012-11-30",22.433332,22.493334,22.226667,22.293333,717600,21.930729
"2012-12-03",22.353333,22.426666,21.66,21.846666,797100,21.491335
"2012-12-04",21.84,21.959999,21.533333,21.806667,892950,21.451986
"2012-12-05",21.833332,22.153334,21.700001,21.946667,870000,21.589708
"2012-12-06",22.046667,22.233334,21.953333,22.120001,391800,21.760225
"2012-12-07",22.32,22.32,22,22.219999,522900,21.858597
"2012-12-10",22.219999,22.586666,22.073334,22.26,611100,21.897947
"2012-12-11",22.426666,22.5,22.059999,22.213333,527250,21.852036
"2012-12-12",22.306667,22.379999,21.873333,21.893333,672300,21.537239
"2012-12-13",21.853333,22.206667,21.673332,21.753332,444600,21.399521
"2012-12-14",21.826668,22.153334,21.786667,21.98,574200,21.622503
"2012-12-17",22.026667,22.273333,21.933332,22.126667,790350,21.766781
"2012-12-18",22.146667,22.6,22.113333,22.446667,743400,22.081579
"2012-12-19",22.4,22.793333,22.333332,22.58,659700,22.21274
"2012-12-20",22.526667,22.860001,22.4,22.806667,423600,22.435722
"2012-12-21",22.6,23.026667,22.273333,22.853333,1813800,22.481625
"2012-12-24",22.913334,22.933332,22.713333,22.906668,146250,22.534096
"2012-12-26",22.940001,22.959999,22.6,22.76,484650,22.389812
"2012-12-27",22.713333,22.98,22.5,22.833332,504600,22.46195
"2012-12-28",22.666668,23.18,22.58,22.700001,465600,22.330788
"2012-12-31",22.700001,22.913334,22.68,22.853333,773100,22.481625
"2013-01-02",23.266666,23.793333,23.266666,23.686666,924150,23.301411
"2013-01-03",23.786667,23.926666,23.346666,23.433332,625200,23.052193
"2013-01-04",23.613333,23.84,23.446667,23.693333,595050,23.307964
"2013-01-07",23.693333,24.006666,23.433332,23.846666,625500,23.458803
"2013-01-08",23.753332,24.139999,23.326668,23.433332,828900,23.052193
"2013-01-09",23.573334,23.92,23.406668,23.686666,775350,23.301411
"2013-01-10",24.166668,24.166668,23.673332,23.793333,980550,23.406342
"2013-01-11",23.906668,23.959999,23.719999,23.799999,460650,23.412897
"2013-01-14",23.42,23.653334,23.146667,23.566668,1564650,23.183361
"2013-01-15",23.413334,23.533333,23.32,23.4,993300,23.019403
"2013-01-16",23.440001,23.719999,23.306667,23.633333,851100,23.248938
"2013-01-17",23.733334,24.42,23.673332,24.273333,811350,23.878532
"2013-01-18",23.806667,24.253332,23.806667,24.226667,776550,23.832626
"2013-01-22",24.299999,24.5,24.206667,24.493334,684750,24.094957
"2013-01-23",24.493334,24.68,24.253332,24.48,912150,24.081841
"2013-01-24",24.700001,25.273333,24.68,25.173332,1354200,24.763895
"2013-01-25",25.266666,25.266666,24.866667,25.046667,923250,24.639286
"2013-01-28",25.073334,25.273333,24.966667,25.226667,586500,24.816362
