"dates","ALK.Open","ALK.High","ALK.Low","ALK.Close","ALK.Volume","ALK.Adjusted"
"2011-08-04",14.4325,14.55,13.8525,13.8625,2840000,12.466008
"2011-08-05",14.0825,14.1925,13.2225,13.7675,2085200,12.380581
"2011-08-08",13.8325,13.8475,12.99,13.0525,3103200,11.737611
"2011-08-09",13.3425,14.045,12.9475,14.0425,3004400,12.627875
"2011-08-10",13.6525,13.7275,13.06,13.0875,2750400,11.769082
"2011-08-11",13.095,13.9275,13.0575,13.7,1840400,12.31988
"2011-08-12",13.8625,14.3575,13.8225,13.995,1528400,12.585162
"2011-08-15",14.115,14.475,14.115,14.365,1035600,12.91789
"2011-08-16",14.1425,14.6525,14.09,14.39,1792800,12.940372
"2011-08-17",14.415,14.595,14.0825,14.325,1044000,12.881918
"2011-08-18",13.8425,13.8475,13.3425,13.4675,1646400,12.110802
"2011-08-19",13.1925,13.8375,13.1925,13.3325,1973200,11.989404
"2011-08-22",13.7225,13.7525,13.155,13.1925,1718400,11.863504
"2011-08-23",13.265,13.735,13.1825,13.665,1687600,12.288407
"2011-08-24",13.6025,13.81,13.495,13.7575,1531200,12.371589
"2011-08-25",13.8575,14.0275,13.3525,13.3925,1646400,12.043361
"2011-08-26",13.28,13.9975,13.165,13.9975,1758800,12.587413
"2011-08-29",14.1475,14.67,14.1475,14.66,1201600,13.183169
"2011-08-30",14.55,14.76,14.3,14.5725,1057200,13.104486
"2011-08-31",14.69,14.845,14.35,14.4325,995600,12.978589
"2011-09-01",14.405,14.5725,13.9225,13.9475,1174000,12.542448
"2011-09-02",13.715,14.045,13.555,13.595,997200,12.225457
"2011-09-06",13.1875,13.5225,13.1625,13.4925,1156400,12.133282
"2011-09-07",13.7275,14.155,13.695,14.0775,1314400,12.659351
"2011-09-08",13.94,14.03,13.54,13.6775,1089600,12.299647
"2011-09-09",13.49,14.0825,13.2725,13.49,1442000,12.131036
"2011-09-12",13.29,13.59,13.25,13.57,910800,12.202979
"2011-09-13",13.6675,14.375,13.43,14.1075,1816800,12.686328
"2011-09-14",14.23,15.1375,14.23,14.885,2651600,13.385505
"2011-09-15",15.155,15.2225,14.815,14.9275,1192400,13.423724
"2011-09-16",14.9675,15.14,14.9,14.97,1847200,13.461942
"2011-09-19",14.755,14.94,14.6325,14.7875,855600,13.297828
"2011-09-20",14.85,14.9875,14.48,14.4825,1308800,13.023552
"2011-09-21",14.495,14.605,13.8375,13.8475,1144000,12.452521
"2011-09-22",13.405,13.9325,13.405,13.8625,2700400,12.466008
"2011-09-23",13.895,14.61,13.895,14.6,1975200,13.129215
"2011-09-26",14.7625,14.8475,14.41,14.665,1477200,13.187666
"2011-09-27",14.9625,14.9875,14.54,14.67,1309600,13.192163
"2011-09-28",14.6775,14.79,14.33,14.35,1601200,12.904401
"2011-09-29",14.5925,14.6775,14.1375,14.495,1164000,13.034795
"2011-09-30",14.25,14.4725,14.035,14.0725,1638000,12.654858
"2011-10-03",13.9175,14.135,12.815,12.83,3052400,11.537524
"2011-10-04",12.78,13.6825,12.775,13.6425,2707200,12.268176
"2011-10-05",13.6125,14.02,13.3725,13.94,1717200,12.535702
"2011-10-06",13.725,14.52,13.725,14.5125,2057200,13.050529
"2011-10-07",14.595,14.95,14.3,14.3825,2062400,12.933624
"2011-10-10",14.76,15.0125,14.55,15.01,1626800,13.497911
"2011-10-11",14.94,15.4875,14.835,15.4425,1541200,13.886843
"2011-10-12",15.4875,15.71,15.4175,15.5225,1558400,13.958786
"2011-10-13",15.4925,16.1875,15.39,16.0625,1734400,14.444385
"2011-10-14",16.120001,16.122499,15.685,15.9225,1535600,14.318488
"2011-10-17",15.7475,16.057501,15.6375,15.81,1658800,14.217323
"2011-10-18",15.8875,16.307501,15.735,16.1425,2085600,14.51633
"2011-10-19",16.137501,16.137501,15.73,15.81,1529600,14.217323
"2011-10-20",16.120001,16.497499,15.6625,16.477501,2197200,14.817579
"2011-10-21",16.545,16.59,16.0825,16.4925,3230400,14.831066
"2011-10-24",16.6325,17.327499,16.5525,17.1525,1806000,15.42458
"2011-10-25",16.870001,16.8825,16.182501,16.48,1804400,14.81983
"2011-10-26",16.547501,16.6975,16.165001,16.385,2063600,14.734396
"2011-10-27",17.049999,17.2075,16.467501,17.127501,1746800,15.402102
"2011-10-28",17.1075,17.1425,16.75,16.8125,1201200,15.118834
"2011-10-31",16.540001,16.9025,16.42,16.6325,1356800,14.956964
"2011-11-01",16.15,16.67,16.0975,16.4025,2214800,14.750131
"2011-11-02",16.629999,16.7425,16.2575,16.35,1483200,14.702924
"2011-11-03",16.57,17.25,16.422501,17.205,1891200,15.471791
"2011-11-04",17.102501,17.41,16.975,17.200001,1929200,15.467296
"2011-11-07",17.1,17.334999,16.955,17.1625,1263600,15.433572
"2011-11-08",17.309999,17.3225,16.83,17.290001,1299200,15.548226
"2011-11-09",16.887501,17.215,16.6775,16.717501,2230800,15.033401
"2011-11-10",16.950001,17.07,16.252501,16.385,2062400,14.734396
"2011-11-11",16.530001,17.120001,16.51,17,1283200,15.287444
"2011-11-14",17.057501,17.387501,16.7125,16.752501,1607600,15.064878
"2011-11-15",16.747499,17.0725,16.6075,16.8825,1442000,15.181776
"2011-11-16",16.6625,16.8125,16.5075,16.530001,1525200,14.864789
"2011-11-17",16.5,16.6425,16.077499,16.2075,1675600,14.574776
"2011-11-18",16.23,16.450001,16.147499,16.2575,1134000,14.619743
"2011-11-21",15.9975,16.032499,15.6725,15.945,1205600,14.33872
"2011-11-22",15.9625,16.01,15.635,15.665,777200,14.086928
"2011-11-23",15.525,15.6225,15.2025,15.25,1453600,13.713737
"2011-11-25",15.1875,15.575,15.14,15.32,575200,13.776685
"2011-11-28",15.885,16.1175,15.7675,15.935,847200,14.329726
"2011-11-29",16.032499,16.525,15.9425,16.325001,1376800,14.680442
"2011-11-30",16.41,17.365,16.41,17.355,2637200,15.606676
"2011-12-01",17.2425,18,17.192499,17.545,4703200,15.777539
"2011-12-02",17.487499,17.65,17.209999,17.415001,1742000,15.660636
"2011-12-05",17.5,17.9925,17.4575,17.77,2025200,15.979874
"2011-12-06",17.68,18.004999,17.627501,17.717501,2446000,15.932664
"2011-12-07",17.532499,17.672501,17.405001,17.514999,2429200,15.750566
"2011-12-08",17.407499,17.407499,16.782499,16.977501,2243600,15.267214
"2011-12-09",17.067499,17.5625,17,17.442499,1478400,15.685366
"2011-12-12",17.262501,17.665001,17.2075,17.5525,1596800,15.784284
"2011-12-13",17.7075,17.82,17.535,17.584999,4234000,15.813508
"2011-12-14",17.512501,18.0375,17.360001,18.002501,2811600,16.18895
"2011-12-15",18.2075,18.5,18.0825,18.379999,2678800,16.528425
"2011-12-16",18.42,19.0975,18.42,19.040001,4332000,17.121937
"2011-12-19",19.0375,19.127501,18.522499,18.575001,1658400,16.703783
"2011-12-20",18.809999,19.1325,18.674999,19.049999,2253200,17.13093
"2011-12-21",18.9475,19.237499,18.75,19.127501,1161600,17.200626
"2011-12-22",19.174999,19.25,18.905001,19.0875,1081200,17.16465
"2011-12-23",19.105,19.105,18.577499,19.004999,1752400,17.090462
"2011-12-27",18.985001,19.285,18.75,18.9,1242800,16.99604
"2011-12-28",18.815001,18.9725,18.5,18.7125,1070400,16.827427
"2011-12-29",18.682501,19.012501,18.68,18.985001,785600,17.072477
"2011-12-30",18.987499,19.0425,18.7325,18.772499,1045200,16.881386
"2012-01-03",19.1075,19.165001,18.445,18.487499,2173600,16.625093
"2012-01-04",18.465,18.6775,18.17,18.6075,1688000,16.733004
"2012-01-05",18.5,18.870001,18.397499,18.809999,1483200,16.915106
"2012-01-06",18.745001,18.862499,18.442499,18.465,1942800,16.604856
"2012-01-09",18.584999,18.8825,18.4,18.690001,1644000,16.807194
"2012-01-10",18.465,18.692499,18.309999,18.475,1745600,16.613852
"2012-01-11",18.305,18.502501,18.105,18.2125,2420800,16.377798
"2012-01-12",18.297501,18.327499,17.7575,18.040001,2230800,16.22267
"2012-01-13",17.945,18.1675,17.725,18.127501,1800000,16.301365
"2012-01-17",18.309999,18.4275,18.049999,18.09,1016400,16.267639
"2012-01-18",18.115,18.5,17.877501,18.352501,1113600,16.503698
"2012-01-19",18.362499,18.674999,18.247499,18.504999,1579200,16.640833
"2012-01-20",18.415001,18.6625,18.3225,18.379999,1e+06,16.528425
"2012-01-23",18.395,18.635,18.174999,18.43,1347200,16.573385
"2012-01-24",18.377501,18.684999,18.264999,18.565001,1202800,16.694788
"2012-01-25",18.684999,19.2875,18.6675,18.860001,1987200,16.96007
"2012-01-26",18.1175,18.66,17.797501,18.1775,3015600,16.346317
"2012-01-27",18.174999,18.745001,18,18.639999,1625600,16.76223
"2012-01-30",18.4475,18.834999,18.445,18.637501,1359600,16.759985
"2012-01-31",18.702499,19.092501,18.327499,19.032499,2098800,17.115189
"2012-02-01",19.120001,19.469999,19.0075,19.42,1704400,17.463652
"2012-02-02",19.317499,19.657499,19.219999,19.3575,1512800,17.407454
"2012-02-03",19.622499,19.8825,19.535,19.592501,1560000,17.618778
"2012-02-06",19.4625,19.5175,19.0825,19.3575,1407200,17.407454
"2012-02-07",19.362499,19.485001,19.195,19.2075,1378000,17.272564
"2012-02-08",19.09,19.235001,18.7775,18.93,1442400,17.023014
"2012-02-09",19.07,19.07,18.620001,19.0075,1352000,17.092705
"2012-02-10",18.762501,18.975,18.5075,18.625,1110800,16.748745
"2012-02-13",18.842501,18.9375,18.672501,18.9375,913600,17.029768
"2012-02-14",18.887501,19.08,18.7575,19,1460400,17.085968
"2012-02-15",19.055,19.17,18.549999,18.6875,2184800,16.804943
"2012-02-16",18.91,19.315001,18.594999,19.2675,1939200,17.326519
"2012-02-17",19.389999,19.66,19.025,19.094999,1840000,17.171394
"2012-02-21",19.0525,19.127501,17.945,18.1175,3622800,16.292366
"2012-02-22",18.012501,18.225,17.452499,17.52,4262000,15.755057
"2012-02-23",17.52,17.612499,17.125,17.305,2714800,15.561719
"2012-02-24",17.252501,17.469999,16.842501,16.965,2365600,15.255968
"2012-02-27",16.934999,17.387501,16.8675,17.299999,2110000,15.557218
"2012-02-28",17.3225,17.4825,17.139999,17.377501,2112800,15.626913
"2012-02-29",17.41,17.5625,17.092501,17.1425,2480400,15.415585
"2012-03-01",17.217501,17.674999,17.1175,17.379999,1930400,15.629163
"2012-03-02",17.389999,17.6875,17.182501,17.2775,2253200,15.536986
"2012-03-05",17.16,17.2225,17,17.127501,1713200,15.402102
"2012-03-06",17.025,17.245001,16.842501,17.09,1802000,15.368378
"2012-03-07",17.065001,17.174999,16.932501,17.094999,1536000,15.372871
"2012-03-08",17.129999,17.25,16.997499,17.1675,2642400,15.438066
"2012-03-09",17.147499,17.497499,17.092501,17.370001,1371200,15.620171
"2012-03-12",17.342501,17.372499,17.1,17.192499,1340400,15.460548
"2012-03-13",17.25,17.5075,17.1425,17.504999,1774400,15.741568
"2012-03-14",17.4825,17.567499,17.174999,17.309999,1910800,15.56621
"2012-03-15",17.4025,18.1525,17.282499,17.99,3040800,16.177717
"2012-03-16",17.9375,18.084999,17.375,17.4475,7539200,15.689864
"2012-03-19",17.445,17.77,17.26,17.58,1676800,15.809012
"2012-03-20",17.540001,17.715,17.305,17.65,1650200,15.871956
"2012-03-21",17.639999,17.74,17.5,17.575001,1228400,15.804516
"2012-03-22",17.525,17.645,17.25,17.299999,2059400,15.557218
"2012-03-23",17.355,17.395,17.205,17.344999,1427000,15.597691
"2012-03-26",17.469999,17.995001,17.469999,17.995001,1654000,16.182203
"2012-03-27",17.965,18.16,17.705,17.75,1190200,15.96189
"2012-03-28",17.815001,18.24,17.674999,18.035,2133800,16.218174
"2012-03-29",17.879999,18.17,17.684999,18.120001,1250800,16.294613
"2012-03-30",18.165001,18.165001,17.775,17.91,1146600,16.105766
"2012-04-02",17.875,17.945,17.674999,17.82,1587600,16.024837
"2012-04-03",17.82,18.285,17.82,18.049999,1444600,16.23167
"2012-04-04",17.83,18.275,17.77,18.165001,1771600,16.335087
"2012-04-05",18.110001,18.309999,17.98,18.040001,1202800,16.22267
"2012-04-09",17.66,17.889999,17.545,17.629999,1530600,15.853978
"2012-04-10",17.635,17.715,17.115,17.125,2212000,15.399847
"2012-04-11",17.285,17.34,17.139999,17.23,1364600,15.494273
"2012-04-12",17.32,17.815001,17.32,17.635,1266000,15.858474
"2012-04-13",17.530001,17.584999,17.365,17.379999,1060000,15.629163
"2012-04-16",17.42,17.705,17.344999,17.450001,1302200,15.692112
"2012-04-17",17.535,17.725,17.48,17.615,1704600,15.840485
"2012-04-18",17.559999,17.764999,17.459999,17.485001,1397600,15.723581
"2012-04-19",17.674999,17.975,17.200001,17.344999,1953600,15.597691
"2012-04-20",17.549999,17.73,17.195,17.254999,1895800,15.516754
"2012-04-23",16.98,17.014999,16.700001,16.91,1751400,15.20651
"2012-04-24",16.905001,17.155001,16.905001,16.975,1286800,15.26496
"2012-04-25",17.184999,17.43,16.969999,17.15,1218400,15.422333
"2012-04-26",17.110001,17.26,16.934999,16.995001,1199200,15.282948
"2012-04-27",17.004999,17.07,16.865,17,2031400,15.287444
"2012-04-30",17.014999,17.075001,16.795,16.9,2274000,15.197514
"2012-05-01",16.879999,16.955,16.73,16.805,2708600,15.112088
"2012-05-02",16.754999,16.870001,16.325001,16.51,3012000,14.846807
"2012-05-03",16.51,16.754999,16.48,16.615,3073600,14.941226
"2012-05-04",16.620001,16.76,16.5,16.565001,2162000,14.896266
"2012-05-07",16.545,16.865,16.52,16.764999,2101800,15.076119
"2012-05-08",16.705,17.115,16.684999,17.049999,2606800,15.332403
"2012-05-09",16.895,17.059999,16.73,16.959999,1612200,15.251475
"2012-05-10",17.025,17.209999,16.915001,17,1283400,15.287444
"2012-05-11",16.84,17.105,16.84,17.08,1004600,15.359387
"2012-05-14",16.889999,17.059999,16.889999,16.965,1052400,15.255968
"2012-05-15",17.025,17.08,16.775,16.809999,981200,15.116585
"2012-05-16",16.85,17.225,16.775,16.855,1230600,15.157048
"2012-05-17",16.825001,16.85,16.045,16.1,1508200,14.478106
"2012-05-18",16.07,16.389999,15.955,16.17,2745800,14.541057
"2012-05-21",16.165001,16.455,16.110001,16.379999,1361600,14.729897
"2012-05-22",16.41,16.504999,16.145,16.225,1003600,14.590514
"2012-05-23",16.094999,16.16,15.645,16.115,1626000,14.491598
"2012-05-24",16.205,16.959999,16.195,16.92,1953800,15.215504
"2012-05-25",16.92,17.16,16.84,16.98,1156600,15.269456
"2012-05-29",17.055,17.200001,16.955,17.065001,1466600,15.345897
"2012-05-30",16.955,17.075001,16.725,16.809999,1373200,15.116585
"2012-05-31",16.9,17.275,16.790001,17.15,2012400,15.422333
"2012-06-01",16.865,17.09,16.825001,16.905001,1491800,15.20201
"2012-06-04",16.985001,17.004999,16.08,16.18,1725800,14.550051
"2012-06-05",16.219999,16.42,16.094999,16.315001,1301000,14.67145
"2012-06-06",16.434999,16.745001,16.334999,16.735001,1215200,15.049138
"2012-06-07",16.915001,17.075001,16.725,16.9,1903800,15.197514
"2012-06-08",17.145,17.5,17.014999,17.365,1806400,15.61567
"2012-06-11",17.5,17.83,17.23,17.285,2258200,15.543734
"2012-06-12",17.325001,17.629999,17.209999,17.360001,1366400,15.61118
"2012-06-13",17.4,17.73,17.27,17.5,1441400,15.737078
"2012-06-14",17.76,17.795,17.459999,17.605,2099000,15.831495
"2012-06-15",17.67,17.68,17.264999,17.290001,2013800,15.548226
"2012-06-18",17.18,17.684999,17.120001,17.625,1876000,15.84948
"2012-06-19",17.719999,17.950001,17.52,17.879999,1361400,16.078794
"2012-06-20",17.905001,18.165001,17.700001,18.049999,1635200,16.23167
"2012-06-21",18.125,18.25,17.959999,17.99,2377400,16.177717
"2012-06-22",18.18,18.205,18.049999,18.065001,6309600,16.245163
"2012-06-25",17.93,18.004999,17.49,17.639999,1250000,15.862973
"2012-06-26",17.639999,17.93,17.59,17.855,1298000,16.056313
"2012-06-27",17.955,18.195,17.790001,18.120001,1525400,16.294613
"2012-06-28",18,18.110001,17.665001,18,1388200,16.186707
"2012-06-29",18.235001,18.235001,17.825001,17.950001,1690800,16.141743
"2012-07-02",18.059999,18.27,17.92,18.215,1593400,16.380049
"2012-07-03",18.25,18.389999,18.02,18.375,1257600,16.523926
"2012-07-05",18.395,18.82,18.305,18.809999,2833000,16.915106
"2012-07-06",18.635,19.23,18.635,18.98,2238000,17.067982
"2012-07-09",18.83,18.83,17.85,18.07,3523400,16.249653
"2012-07-10",18.02,18.190001,17.594999,17.85,2186800,16.051815
"2012-07-11",17.924999,18.365,17.844999,18.299999,3017200,16.456482
"2012-07-12",18.139999,18.434999,17.955,18.23,1811400,16.393532
"2012-07-13",18.309999,18.575001,18.309999,18.48,1412600,16.618349
"2012-07-16",18.495001,18.815001,18.389999,18.629999,1123000,16.753239
"2012-07-17",18.745001,18.785,18.365,18.615,1109200,16.739748
"2012-07-18",18.620001,19.02,18.575001,18.674999,1881200,16.793703
"2012-07-19",18.754999,18.92,18.245001,18.245001,2450000,16.407026
"2012-07-20",18.200001,18.25,17.875,17.91,1930200,16.105766
"2012-07-23",17.719999,17.870001,17.389999,17.780001,1727400,15.98887
"2012-07-24",17.83,17.85,17.105,17.344999,1639000,15.597691
"2012-07-25",17.450001,17.525,17.105,17.225,2060000,15.489777
"2012-07-26",17.51,17.645,17,17.309999,1569000,15.56621
"2012-07-27",17.285,17.67,17.025,17.540001,1138400,15.773045
"2012-07-30",17.49,17.77,17.280001,17.469999,1926800,15.710097
"2012-07-31",17.48,17.555,17.370001,17.424999,1600400,15.669633
"2012-08-01",17.530001,17.575001,16.959999,16.985001,1608200,15.273956
"2012-08-02",16.85,17.17,16.77,16.889999,1589200,15.188525
"2012-08-03",17.035,17.309999,17.02,17.215,1046800,15.480783
"2012-08-06",17.25,17.51,17.25,17.424999,1505200,15.669633
"2012-08-07",17.455,17.555,17.315001,17.415001,2568800,15.660636
"2012-08-08",17.315001,17.540001,17.200001,17.290001,2738800,15.548226
"2012-08-09",17.205,17.33,17.105,17.155001,1667800,15.426833
"2012-08-10",17.155001,17.375,16.905001,17.09,1060800,15.368378
"2012-08-13",17.02,17.16,16.855,17.049999,1048200,15.332403
"2012-08-14",17.115,17.205,16.93,16.985001,955800,15.273956
"2012-08-15",17,17.155001,16.945,17.055,1151400,15.336904
"2012-08-16",17.075001,17.145,16.915001,17.094999,891400,15.372871
"2012-08-17",17.045,17.105,16.905001,17.09,1004200,15.368378
"2012-08-20",17.1,17.52,17.049999,17.385,1155200,15.633658
"2012-08-21",17.389999,17.790001,17.360001,17.41,1184800,15.656138
"2012-08-22",17.365,17.4,17.094999,17.235001,899800,15.498767
"2012-08-23",17.190001,17.299999,16.945,17.02,1016800,15.305429
"2012-08-24",16.950001,17.17,16.9,17.035,597600,15.318918
"2012-08-27",17.200001,17.254999,16.91,16.955,1014400,15.246979
"2012-08-28",16.895,16.969999,16.690001,16.790001,1200600,15.0986
"2012-08-29",16.77,16.844999,16.545,16.75,882200,15.062631
"2012-08-30",16.719999,16.870001,16.605,16.775,563600,15.085105
"2012-08-31",16.885,17.02,16.725,16.775,611400,15.085105
"2012-09-04",16.715,16.809999,16.344999,16.745001,1154400,15.058134
"2012-09-05",16.68,17.129999,16.66,16.915001,1495800,15.211006
"2012-09-06",16.940001,17.360001,16.915001,17.18,1064400,15.44931
"2012-09-07",17.264999,17.440001,17.115,17.395,875600,15.642653
"2012-09-10",17.424999,17.74,17.325001,17.41,1123400,15.656138
"2012-09-11",17.325001,17.450001,17.17,17.23,1071800,15.494273
"2012-09-12",17.219999,17.42,17.219999,17.360001,877600,15.61118
"2012-09-13",17.334999,17.525,17.17,17.434999,769200,15.678626
"2012-09-14",17.434999,17.434999,17,17.290001,1897200,15.548226
"2012-09-17",17.25,17.315001,17.075001,17.209999,1129800,15.476288
"2012-09-18",17.145,17.24,16.885,17.040001,1266200,15.323414
"2012-09-19",17.16,17.385,17.094999,17.254999,1345000,15.516754
"2012-09-20",17.135,17.26,17,17.059999,872000,15.341399
"2012-09-21",17.174999,17.23,16.790001,16.860001,1369600,15.161545
"2012-09-24",16.764999,16.959999,16.385,16.815001,1702800,15.121078
"2012-09-25",16.860001,17.049999,16.67,16.834999,2041400,15.139065
"2012-09-26",16.975,17.950001,16.969999,17.870001,2362600,16.069803
"2012-09-27",17.934999,17.969999,17.705,17.764999,1217000,15.975377
"2012-09-28",17.655001,17.745001,17.52,17.530001,1430600,15.76405
"2012-10-01",17.469999,17.655001,17.285,17.584999,1748400,15.813508
"2012-10-02",17.620001,17.860001,17.6,17.84,947000,16.042824
"2012-10-03",17.98,18.415001,17.764999,18.205,1384000,16.371052
"2012-10-04",18.205,18.27,17.985001,18.145,942000,16.317095
"2012-10-05",18.235001,18.58,18.165001,18.26,672000,16.420515
"2012-10-08",18.24,18.57,18.145,18.475,1593600,16.613852
"2012-10-09",18.389999,18.395,18,18.215,1123800,16.380049
"2012-10-10",18.25,18.389999,17.924999,18.285,1134000,16.442995
"2012-10-11",18.309999,18.385,18.139999,18.280001,881400,16.438499
"2012-10-12",18.33,18.504999,18.215,18.41,647600,16.555408
"2012-10-15",18.51,18.584999,18.295,18.549999,643400,16.681295
"2012-10-16",18.625,18.735001,18.455,18.73,1140200,16.843163
"2012-10-17",18.74,18.885,18.450001,18.885,1112600,16.98255
"2012-10-18",18.9,19.205,18.9,19.084999,1351200,17.162407
"2012-10-19",19.045,19.09,18.790001,18.885,1194200,16.98255
"2012-10-22",18.82,19.200001,18.799999,19.040001,1262400,17.121937
"2012-10-23",18.995001,19.184999,18.76,19.110001,1260000,17.184885
"2012-10-24",19.219999,19.295,19.065001,19.174999,1392000,17.243334
"2012-10-25",19.15,19.215,18.834999,19.084999,1402800,17.162407
"2012-10-26",19.059999,19.165001,18.625,19.145,2113600,17.21636
"2012-10-31",19.025,19.195,18.625,19.120001,1515800,17.193874
"2012-11-01",19.125,19.5,18.825001,19.5,2068800,17.535595
"2012-11-02",19.559999,19.690001,19.41,19.52,1334200,17.553579
"2012-11-05",19.584999,20.07,19.545,20.065001,2141600,18.043682
"2012-11-06",20.094999,20.75,19.885,20.73,2213800,18.641689
"2012-11-07",20.584999,20.584999,20.045,20.225,1898400,18.187559
"2012-11-08",20.245001,20.719999,20.110001,20.58,2022800,18.5068
"2012-11-09",20.48,20.73,20.18,20.344999,1566600,18.295465
"2012-11-12",20.450001,20.75,20.295,20.67,1435800,18.587729
"2012-11-13",20.59,21.24,20.495001,20.66,1856400,18.578737
"2012-11-14",20.705,20.965,20.209999,20.26,1863800,18.219036
"2012-11-15",20.25,20.75,20.035,20.440001,1922000,18.380901
"2012-11-16",20.375,20.389999,19.780001,20.360001,1988000,18.308964
"2012-11-19",20.445,20.77,20.445,20.764999,1756400,18.673162
"2012-11-20",20.715,20.945,20.545,20.91,1662000,18.803551
"2012-11-21",20.9,20.93,20.700001,20.905001,818800,18.799061
"2012-11-23",21,21.264999,20.84,21.245001,636800,19.104805
"2012-11-26",21.245001,21.360001,20.719999,21.24,1164000,19.100311
"2012-11-27",21.16,21.375,21.094999,21.135,1012200,19.005892
"2012-11-28",21.135,21.285,20.9,21.280001,1643400,19.136278
"2012-11-29",21.389999,21.4,21.115,21.305,959600,19.15876
"2012-11-30",21.309999,21.535,21.135,21.375,3951400,19.221706
"2012-12-03",21.440001,21.49,21.105,21.25,1196400,19.109306
"2012-12-04",21.305,21.495001,21.025,21.295,1263200,19.149773
"2012-12-05",21.325001,21.455,21.17,21.235001,1409200,19.095818
"2012-12-06",21.225,21.42,21.135,21.26,1186200,19.118292
"2012-12-07",21.375,21.445,21.08,21.25,1364000,19.109306
"2012-12-10",21.219999,21.4,21.055,21.275,1109400,19.131784
"2012-12-11",21.379999,21.834999,21.225,21.715,1160400,19.52746
"2012-12-12",21.695,21.915001,21.52,21.559999,828800,19.388081
"2012-12-13",21.525,21.934999,21.525,21.67,761200,19.486992
"2012-12-14",21.605,21.805,21.344999,21.58,1152800,19.406061
"2012-12-17",21.700001,22.120001,21.68,21.99,1264400,19.774755
"2012-12-18",22.02,22.209999,21.92,22.184999,1741800,19.950109
"2012-12-19",22.16,22.575001,22.155001,22.4,1552000,20.143457
"2012-12-20",22.434999,22.52,22.174999,22.459999,1093800,20.197407
"2012-12-21",22.309999,22.325001,22.045,22.209999,2223600,19.972591
"2012-12-24",22.165001,22.245001,21.965,22.075001,380800,19.851194
"2012-12-26",22.055,22.17,21.67,21.74,1166800,19.54994
"2012-12-27",21.73,21.870001,21.459999,21.629999,878200,19.451023
"2012-12-28",21.59,21.625,21.315001,21.365,1180000,19.212723
"2012-12-31",21.415001,21.635,21.315001,21.545,1383200,19.374588
"2013-01-02",22.014999,22.110001,21.799999,21.969999,2173400,19.756765
"2013-01-03",22.014999,22.41,21.66,22.379999,2602600,20.125469
"2013-01-04",22.375,22.75,22.344999,22.690001,1215000,20.404238
"2013-01-07",22.68,23.445,22.68,23.174999,2080200,20.840385
"2013-01-08",23.145,23.555,22.955,23,1748000,20.683014
"2013-01-09",23.08,23.245001,23.030001,23.155001,1069200,20.822393
"2013-01-10",23.254999,23.370001,22.969999,22.985001,1035200,20.669523
"2013-01-11",23.084999,23.43,23,23.42,1421200,21.060701
"2013-01-14",23.424999,23.469999,23.084999,23.215,1008800,20.876354
"2013-01-15",23.225,23.49,22.905001,23.35,860800,20.997751
"2013-01-16",23.355,23.57,23.200001,23.49,1060200,21.123648
"2013-01-17",23.620001,23.684999,23.395,23.52,1293800,21.150633
"2013-01-18",23.48,23.52,23.174999,23.32,1258800,20.97077
"2013-01-22",23.389999,23.705,23.195,23.59,1733800,21.213573
"2013-01-23",23.705,23.705,23.219999,23.325001,1288800,20.975273
"2013-01-24",23.375,23.915001,22.855,23.195,1729800,20.858372
"2013-01-25",23.190001,23.450001,22.725,23.305,1888200,20.957285
"2013-01-28",23.385,23.76,23.27,23.535,1687400,21.164118
"2013-01-29",23.344999,23.495001,22.975,23.18,1312600,20.844873
"2013-01-30",23.18,23.285,22.940001,23.030001,862800,20.70999
"2013-01-31",23.065001,23.25,22.91,23.065001,970800,20.741467
"2013-02-01",23.155001,23.555,23.135,23.285,1484800,20.939301
"2013-02-04",23.055,23.34,22.885,23.254999,1285400,20.912319
"2013-02-05",23.325001,23.715,23.26,23.43,952600,21.069693
"2013-02-06",23.290001,23.790001,23.290001,23.709999,970000,21.321482
"2013-02-07",23.594999,24.01,23.555,23.9,1174400,21.492342
"2013-02-08",23.995001,24.434999,23.940001,24.334999,1012600,21.88352
"2013-02-11",24.41,24.605,24.120001,24.4,1125000,21.94198
"2013-02-12",24.405001,24.559999,24.27,24.43,1280200,21.968952
"2013-02-13",24.440001,24.76,24.385,24.76,1146800,22.265711
"2013-02-14",24.665001,24.68,24.15,24.355,1206000,21.901505
"2013-02-15",24.465,24.885,24.440001,24.49,1269800,22.022909
"2013-02-19",24.459999,25.16,24.32,25.15,1416200,22.616425
"2013-02-20",25.105,25.334999,24.58,24.625,1034200,22.144306
"2013-02-21",24.805,24.975,24.57,24.82,1192400,22.319666
"2013-02-22",24.965,25.405001,24.9,25.4,1261000,22.841238
"2013-02-25",25.475,25.76,24.754999,24.775,1452200,22.279202
"2013-02-26",24.93,25.1,24.549999,24.995001,1853400,22.477039
"2013-02-27",24.92,25.895,24.92,25.719999,1560600,23.129
"2013-02-28",25.75,25.98,25.645,25.775,1862400,23.178457
"2013-03-01",25.68,26.360001,25.655001,26.200001,1695000,23.560648
"2013-03-04",26.26,27.309999,26.045,27.264999,2497400,24.518354
"2013-03-05",27.395,28.120001,27.295,27.924999,2583800,25.111874
"2013-03-06",28.084999,28.27,27.639999,27.84,1924400,25.035435
"2013-03-07",27.9,28.025,27.665001,28.014999,1024800,25.192808
