"dates","JCI.Open","JCI.High","JCI.Low","JCI.Close","JCI.Volume","JCI.Adjusted"
"2010-03-15",19.597712,19.597712,19.259373,19.44676,7296115,13.465556
"2010-03-16",19.540455,19.602917,19.259373,19.389503,8877408,13.425907
"2010-03-17",19.42594,19.597712,19.087599,19.155268,9399190,13.263716
"2010-03-18",19.191704,19.332245,18.973083,19.306219,10016838,13.368246
"2010-03-19",19.150063,19.384296,18.952263,19.150063,8575981,13.260115
"2010-03-22",19.077188,19.415529,18.962673,19.373886,7501101,13.415092
"2010-03-23",19.342655,19.467581,19.274986,19.43635,4773463,13.458344
"2010-03-24",19.368683,19.405119,19.170883,19.332245,5941134,13.386266
"2010-03-25",19.509224,19.519634,19.124037,19.13965,6428912,13.252905
"2010-03-26",19.222935,19.33745,19.025137,19.186499,4282995,13.285336
"2010-03-29",19.316629,19.561275,19.301014,19.467581,6738792,13.479977
"2010-03-30",19.472786,19.988106,19.441555,19.894409,13123902,13.775521
"2010-03-31",19.941257,19.977694,19.76428,19.910027,7300726,13.786338
"2010-04-01",19.920437,20.196314,19.920437,20.175493,9280848,13.970151
"2010-04-05",20.175493,20.623142,20.102619,20.420139,9304670,14.139557
"2010-04-06",20.33165,20.581503,20.33165,20.508629,7434054,14.200829
"2010-04-07",20.420139,20.482601,20.316034,20.414934,8461481,14.135954
"2010-04-08",20.33165,20.565886,20.206724,20.524244,5430302,14.211641
"2010-04-09",20.56068,20.711632,20.472193,20.685606,4895840,14.323375
"2010-04-12",20.696016,20.737659,20.529449,20.529449,4590955,14.215245
"2010-04-13",20.456575,20.737659,20.373293,20.586706,7173931,14.25489
"2010-04-14",20.753275,21.060383,20.607529,20.784506,11566623,14.391857
"2010-04-15",20.65958,21.008331,20.65958,20.831352,7898394,14.424295
"2010-04-16",20.753275,20.883406,20.487806,20.779301,8931392,14.38825
"2010-04-19",20.669991,20.732452,20.482601,20.722042,9443569,14.348602
"2010-04-20",20.810532,20.831352,20.565886,20.737659,9045700,14.35942
"2010-04-21",20.685606,20.883406,20.65958,20.86779,6608923,14.449523
"2010-04-22",20.706427,21.023947,20.617937,21.008331,8431895,14.546843
"2010-04-23",20.982306,21.107229,20.872995,21.102024,7560657,14.611712
"2010-04-26",21.138462,21.138462,20.909431,21.029152,14186486,14.561255
"2010-04-27",20.586706,20.945868,20.56068,20.586706,15802167,14.25489
"2010-04-28",20.612734,20.841763,20.534655,20.591911,14086202,14.258496
"2010-04-29",20.711632,20.737659,20.300419,20.378496,17513136,14.110721
"2010-04-30",20.336855,20.503424,20.081799,20.191109,9862378,13.980966
"2010-05-03",20.326445,20.435755,20.097416,20.336855,10919198,14.081891
"2010-05-04",20.13385,20.378496,19.936052,20.191109,12994225,13.980966
"2010-05-05",20.024542,20.373293,19.889206,20.029747,15032173,13.86924
"2010-05-06",19.925642,20.290009,17.697802,19.441555,17332741,13.461946
"2010-05-07",19.467581,19.514427,18.665976,19.082394,19668466,13.213255
"2010-05-10",19.904821,19.951668,19.493607,19.660175,14516730,13.613335
"2010-05-11",19.441555,20.170288,19.441555,19.946463,17857789,13.811568
"2010-05-12",20.113029,20.820942,20.029747,20.815737,17627444,14.413483
"2010-05-13",20.680401,20.85738,20.378496,20.414934,18715195,14.135954
"2010-05-14",20.165083,20.425344,19.894409,20.029747,11152425,13.86924
"2010-05-17",20.055773,20.253572,19.608124,19.842358,10919967,13.809462
"2010-05-18",20.029747,20.388908,19.774691,19.847563,17085874,13.813082
"2010-05-19",19.712227,19.837152,19.368683,19.608124,13911954,13.646448
"2010-05-20",19.243755,19.311424,18.733643,18.738848,15829447,13.041464
"2010-05-21",18.535845,19.155268,18.509817,19.108419,15986404,13.298671
"2010-05-24",19.066778,19.301014,18.473381,18.926237,11923187,13.171877
"2010-05-25",18.613922,18.692001,18.291199,18.608717,17911389,12.950897
"2010-05-26",18.74926,19.077188,18.509817,18.525434,18122331,12.892936
"2010-05-27",18.790901,19.103214,18.733643,19.103214,9128693,13.295046
"2010-05-28",19.103214,19.155268,18.738848,18.837748,13467786,13.110296
"2010-06-01",18.754463,19.066778,18.650358,18.655563,8405767,12.983502
"2010-06-02",18.733643,18.962673,18.650358,18.962673,14541321,13.197237
"2010-06-03",19.108419,19.259373,18.936647,19.186499,8825729,13.353008
"2010-06-04",18.806517,18.973083,18.494202,18.593102,11326288,12.940032
"2010-06-07",18.567076,18.665976,18.254761,18.32243,14618743,12.751653
"2010-06-08",18.24435,18.535845,18.119425,18.218325,15733966,12.679201
"2010-06-09",18.374481,18.593102,18.21312,18.317225,11066550,12.74803
"2010-06-10",18.738848,19.040752,18.546253,19.00952,10631411,13.229838
"2010-06-11",18.775286,19.207319,18.775286,19.176088,10930917,13.345767
"2010-06-14",19.233347,19.571686,19.144857,19.176088,12260348,13.345767
"2010-06-15",19.316629,19.701817,19.280193,19.696611,8320084,13.708027
"2010-06-16",19.514427,19.837152,19.514427,19.769485,6737447,13.758741
"2010-06-17",19.753868,20.019337,19.63415,19.967283,11593904,13.896405
"2010-06-18",20.029747,20.201519,19.904821,20.201519,11010837,14.05942
"2010-06-21",20.33165,20.394114,20.060978,20.24316,9642215,14.088403
"2010-06-22",20.310829,20.399319,19.842358,19.894409,11496310,13.845685
"2010-06-23",19.910027,19.972488,19.597712,19.707022,11333012,13.71527
"2010-06-24",19.582096,19.696611,18.879391,19.11883,21639174,13.305917
"2010-06-25",19.269781,19.467581,18.931442,19.316629,63036532,13.443577
"2010-06-28",19.301014,19.353065,18.921032,19.134445,8231712,13.316783
"2010-06-29",18.921032,18.988699,18.369276,18.478586,10720360,12.860336
"2010-06-30",18.436945,18.63995,18.280787,18.338045,9083354,12.762523
"2010-07-01",18.285994,18.405712,17.81752,18.093399,11380657,12.59226
"2010-07-02",18.161066,18.291199,17.859163,17.921625,7660364,12.47271
"2010-07-06",18.056961,18.624332,18.010115,18.561871,17815524,12.918297
"2010-07-07",18.744053,19.22814,18.634743,19.207319,15880741,13.367498
"2010-07-08",19.269781,19.358271,19.051163,19.191704,12570228,13.356633
"2010-07-09",19.124037,19.160473,18.832542,19.035547,11716088,13.247954
"2010-07-12",19.035547,19.113625,18.738848,19.03034,8687215,13.244327
"2010-07-13",19.165676,19.524839,19.165676,19.420734,5966493,13.516026
"2010-07-14",19.316629,19.389503,18.931442,18.999109,13837414,13.222594
"2010-07-15",18.967878,19.212524,18.801311,19.176088,8556385,13.345767
"2010-07-16",18.999109,19.103214,18.707617,18.712822,7218309,13.023351
"2010-07-19",18.718027,18.790901,18.416124,18.598307,10331137,12.943655
"2010-07-20",18.353661,18.676386,18.176683,18.629538,15980064,12.96539
"2010-07-21",18.770081,18.780491,18.447355,18.692001,13429555,13.008863
"2010-07-22",18.884596,19.113625,18.858568,19.004314,5793590,13.226219
"2010-07-23",19.071983,19.353065,18.858568,19.321835,6652341,13.447196
"2010-07-26",19.321835,19.441555,19.254166,19.358271,7394670,13.472555
"2010-07-27",19.451965,19.504019,19.051163,19.13965,10665992,13.320407
"2010-07-28",19.025137,19.160473,18.900209,19.040752,7986382,13.327331
"2010-07-29",18.665976,19.316629,18.619127,19.243755,10538428,13.469418
"2010-07-30",19.066778,19.982899,19.025137,19.925642,11842884,13.946698
"2010-08-02",20.050568,20.170288,19.941257,20.024542,6455616,14.015915
"2010-08-03",19.857973,20.066183,19.805922,20.040157,4585191,14.026846
"2010-08-04",20.045362,20.139057,19.925642,19.977694,8719682,13.983131
"2010-08-05",19.936052,20.034952,19.759073,19.910027,6743211,13.935769
"2010-08-06",19.639355,19.826742,19.44676,19.613329,10994699,13.728099
"2010-08-09",19.65497,19.920437,19.608124,19.904821,6650419,13.932122
"2010-08-10",19.691406,19.733047,19.394709,19.55607,6110578,13.688017
"2010-08-11",19.306219,19.540455,19.160473,19.222935,10109629,13.454847
"2010-08-12",18.900209,19.13965,18.832542,19.035547,5685045,13.323686
"2010-08-13",18.941853,19.11883,18.905416,18.988699,10329792,13.290895
"2010-08-16",18.910622,19.207319,18.754463,19.181293,5854874,13.425695
"2010-08-17",19.269781,19.613329,19.191704,19.415529,6308456,13.589647
"2010-08-18",19.43635,19.608124,19.274986,19.504019,5157692,13.651591
"2010-08-19",19.368683,19.509224,19.071983,19.124037,5765733,13.385624
"2010-08-20",20.097416,20.284803,19.863178,20.144262,38417089,14.099713
"2010-08-23",20.232752,20.326445,20.060978,20.24316,17169444,14.168939
"2010-08-24",19.993311,20.154673,19.800716,20.040157,17196724,14.026846
"2010-08-25",19.920437,20.087004,19.85277,19.988106,28535116,13.990419
"2010-08-26",20.008926,20.008926,19.613329,19.936052,209199945,13.953981
"2010-08-27",19.904821,20.066183,19.74346,20.040157,33713364,14.026846
"2010-08-30",20.008926,20.087004,19.618532,19.639355,16127608,13.746319
"2010-08-31",19.576891,19.785101,19.269781,19.405119,17417848,13.582362
"2010-09-01",19.701817,20.040157,19.686201,19.962078,15922046,13.9722
"2010-09-02",19.936052,20.123442,19.894409,20.092209,8570986,14.063286
"2010-09-03",20.253572,20.43055,20.159878,20.191109,9863723,14.132504
"2010-09-07",20.092209,20.284803,20.019337,20.217134,10824486,14.150725
"2010-09-08",20.196314,20.690811,20.196314,20.602324,14525183,14.420326
"2010-09-09",20.75848,20.805326,20.55027,20.711632,7878990,14.49684
"2010-09-10",20.706427,20.84697,20.664785,20.680401,6427759,14.474977
"2010-09-13",20.815737,20.831352,20.420139,20.534655,10196272,14.372972
"2010-09-14",20.586706,20.711632,20.388908,20.597116,8053430,14.416687
"2010-09-15",19.790306,20.35247,19.790306,20.300419,11455966,14.209012
"2010-09-16",20.295214,20.399319,20.206724,20.295214,6138243,14.205373
"2010-09-17",20.461781,20.529449,20.227547,20.519039,12548712,14.362039
"2010-09-20",20.586706,20.669991,20.394114,20.524244,9920973,14.36568
"2010-09-21",20.565886,20.64917,20.211929,20.378496,10225282,14.263662
"2010-09-22",20.373293,20.487806,20.165083,20.357676,6510944,14.249092
"2010-09-23",20.118237,20.258778,19.87359,19.930847,6314796,13.950344
"2010-09-24",20.081799,20.310829,20.019337,20.066183,8757144,14.04507
"2010-09-27",19.85277,19.998514,19.602917,19.623737,10648317,13.735382
"2010-09-28",19.618532,19.811127,19.42594,19.514427,36104994,13.65887
"2010-09-29",19.431145,19.530045,19.274986,19.332245,13367118,13.531358
"2010-09-30",19.45717,19.561275,18.931442,19.11883,15644825,13.381979
"2010-10-01",19.196909,19.514427,19.150063,19.431145,10097334,13.600576
"2010-10-04",19.384296,19.45717,18.884596,18.947058,12305303,13.261752
"2010-10-05",19.014727,19.66538,19.004314,19.597712,12585982,13.717167
"2010-10-06",19.561275,19.727842,19.493607,19.519634,11701872,13.662516
"2010-10-07",19.53525,19.582096,19.134445,19.342655,12812292,13.538642
"2010-10-08",19.32704,19.530045,19.212524,19.451965,10466385,13.615155
"2010-10-11",19.373886,19.488401,19.24896,19.410324,8913525,13.586007
"2010-10-12",19.399914,19.540455,19.222935,19.410324,11005842,13.586007
"2010-10-13",19.358271,19.707022,19.071983,19.597712,14677914,13.717167
"2010-10-14",19.566481,19.748665,19.441555,19.748665,9645289,13.822826
"2010-10-15",19.878796,19.925642,19.63415,19.769485,9409757,13.837394
"2010-10-18",19.727842,19.805922,19.592506,19.712227,4762705,13.79732
"2010-10-19",19.504019,19.63415,19.353065,19.451965,12542564,13.615155
"2010-10-20",19.45717,19.831947,19.451965,19.769485,5343274,13.837394
"2010-10-21",19.847563,20.107824,19.769485,20.003719,6233724,14.001347
"2010-10-22",19.988106,20.128647,19.863178,20.060978,5355761,14.041422
"2010-10-25",20.149467,20.321239,20.055773,20.217134,8176767,14.150725
"2010-10-26",20.13385,20.206724,19.920437,20.034952,6519782,14.02321
"2010-10-27",19.76428,19.842358,19.582096,19.76428,4774424,13.909642
"2010-10-28",19.837152,19.962078,19.701817,19.936052,4802664,14.030533
"2010-10-29",19.87359,19.993311,19.779896,19.925642,6448123,14.023211
"2010-11-01",20.029747,20.227547,19.707022,19.805922,6353411,13.938954
"2010-11-02",19.962078,20.232752,19.962078,20.196314,5206489,14.213705
"2010-11-03",20.253572,20.336855,19.920437,20.253572,4134683,14.253999
"2010-11-04",20.461781,20.53986,20.258778,20.493013,6466758,14.422507
"2010-11-05",20.493013,20.508629,20.159878,20.24316,9098339,14.246669
"2010-11-08",20.128647,20.378496,20.050568,20.357676,7293042,14.32726
"2010-11-09",20.76889,20.925047,20.066183,20.45137,17029008,14.393208
"2010-11-10",20.45137,20.524244,20.191109,20.295214,6861169,14.283301
"2010-11-11",20.154673,20.237955,19.915232,19.982899,6498457,14.063499
"2010-11-12",19.842358,19.982899,19.566481,19.660175,7098430,13.836381
"2010-11-15",19.701817,19.816332,19.488401,19.597712,8485495,13.792415
"2010-11-16",19.389503,19.696611,19.34786,19.405119,12554091,13.656873
"2010-11-17",19.415529,19.53525,19.353065,19.441555,7126671,13.682517
"2010-11-18",19.649763,19.774691,19.550865,19.717432,7908384,13.876673
"2010-11-19",19.660175,19.759073,19.431145,19.753868,7294771,13.902313
"2010-11-22",19.587301,19.816332,19.44676,19.805922,7189684,13.938954
"2010-11-23",19.592506,19.602917,19.332245,19.483196,7586400,13.711821
"2010-11-24",19.472786,19.759073,19.472786,19.717432,8398083,13.876673
"2010-11-26",19.524839,19.805922,19.504019,19.722637,3398117,13.880333
"2010-11-29",19.597712,19.686201,19.32704,19.63415,5817028,13.818059
"2010-11-30",19.379091,19.800716,19.316629,19.722637,11175095,13.880333
"2010-12-01",19.982899,20.409729,19.930847,20.284803,15685361,14.275973
"2010-12-02",20.34206,21.237362,20.336855,21.185308,14891161,14.909728
"2010-12-03",21.075998,21.466393,21.075998,21.43516,10108668,15.085568
"2010-12-06",21.226952,21.429955,21.216539,21.294619,8187141,14.986659
"2010-12-07",21.445572,21.549675,21.206129,21.211334,11313801,14.928042
"2010-12-08",21.268593,21.377903,21.086409,21.237362,7891478,14.946366
"2010-12-09",21.341467,21.409134,21.195719,21.263388,6921493,14.964682
"2010-12-10",21.268593,21.508034,21.263388,21.429955,7350292,15.081911
"2010-12-13",21.56529,21.695421,21.388313,21.450775,9197662,15.09656
"2010-12-14",21.502829,21.997326,21.497623,21.919247,11581800,15.426261
"2010-12-15",21.903631,22.200331,21.7735,21.794321,9509656,15.338339
"2010-12-16",21.809937,22.023352,21.705832,22.023352,6291934,15.499521
"2010-12-17",21.929659,22.012941,21.700626,21.731859,10503463,15.294381
"2010-12-20",21.882811,21.940067,21.632959,21.8724,4911977,15.393289
"2010-12-21",21.976505,22.075403,21.648575,21.66419,6350721,15.246756
"2010-12-22",21.716244,21.815142,21.539265,21.606934,4621885,15.206461
"2010-12-23",21.528854,21.700626,21.482006,21.596523,3227327,15.199128
"2010-12-27",21.549675,21.74227,21.539265,21.731859,2901886,15.294381
"2010-12-28",21.783911,21.830757,21.716244,21.783911,4185209,15.331017
"2010-12-29",21.76309,21.867195,21.74227,21.74227,3143181,15.301705
"2010-12-30",21.695421,21.809937,21.560085,21.580908,3205619,15.188144
"2010-12-31",21.591316,21.64337,21.492418,21.570496,4154471,15.180811
"2011-01-03",21.690216,22.018147,21.627754,21.940067,5977443,15.440912
"2011-01-04",22.012941,22.252382,21.914042,22.247177,7421374,15.657049
"2011-01-05",22.137867,22.439772,22.106636,22.267998,5566511,15.671699
"2011-01-06",22.283613,22.366898,22.127457,22.247177,4105482,15.657049
"2011-01-07",22.684418,22.892626,22.210739,22.45018,9682943,15.79992
"2011-01-10",22.294024,22.627159,22.267998,22.424154,5661415,15.7816
"2011-01-11",22.507439,22.632364,22.372103,22.486618,6788357,15.825562
"2011-01-12",22.64798,23.033169,22.616749,22.840574,9198431,16.074669
"2011-01-13",22.87701,23.439177,22.85619,23.397533,13615138,16.46664
"2011-01-14",23.319454,23.616154,23.17371,23.548487,8170812,16.57288
"2011-01-18",23.491228,23.558895,23.251787,23.480818,6037383,16.525255
"2011-01-19",23.480818,23.564102,22.970705,23.095631,6553210,16.254173
"2011-01-20",22.674006,23.17371,22.533464,22.897831,8734091,16.114965
"2011-01-21",23.090425,23.319454,22.861395,23.126862,7602730,16.27615
"2011-01-24",23.090425,23.309046,22.87701,23.288223,8264179,16.389717
"2011-01-25",23.262197,23.428764,23.059195,23.277815,8036140,16.382389
"2011-01-26",23.262197,23.470407,23.163298,23.230967,9278158,16.426556
"2011-01-27",23.428764,23.569307,23.095631,23.288223,13378645,16.467041
"2011-01-28",23.423559,23.532869,23.095631,23.267403,14629117,16.452312
"2011-01-31",23.376713,23.454792,23.277815,23.335072,14889624,16.500168
"2011-02-01",23.548487,23.756695,23.387123,23.699438,11004881,16.757811
"2011-02-02",23.636974,24.006548,23.579718,23.892031,8744465,16.893991
"2011-02-03",23.808748,24.037779,23.725464,23.88162,8121246,16.886633
"2011-02-04",23.855595,24.011751,23.787928,24.011751,5780334,16.978642
"2011-02-07",23.98052,24.235577,23.97011,24.152292,5359988,17.078018
"2011-02-08",24.183525,24.344887,24.152292,24.344887,4216908,17.214209
"2011-02-09",24.230371,24.272015,23.954494,24.100241,5123687,17.041216
"2011-02-10",24.037779,24.193935,23.902443,24.105446,6624292,17.044897
"2011-02-11",24.037779,24.162704,23.912851,24.095036,7667280,17.037537
"2011-02-14",23.97011,24.136677,23.538074,23.543282,9506198,16.647388
"2011-02-15",23.517254,23.683823,23.444382,23.579718,8468205,16.673155
"2011-02-16",23.642179,24.032574,23.642179,23.892031,9480070,16.893991
"2011-02-17",23.782721,24.381325,23.782721,24.355297,8316434,17.221563
"2011-02-18",24.407351,24.636379,24.355297,24.636379,7361050,17.420321
"2011-02-22",24.225166,24.605148,23.928469,24.027369,7232910,16.989689
"2011-02-23",23.88162,23.88162,23.215351,23.241377,8695092,16.433912
"2011-02-24",23.184118,23.418356,23.080015,23.267403,9361920,16.452312
"2011-02-25",23.413151,23.512049,23.204941,23.288223,8036908,16.467041
"2011-02-28",23.407946,23.683823,23.345482,23.600538,6290397,16.687878
"2011-03-01",23.709848,23.77231,23.199736,23.199736,7180078,16.404476
"2011-03-02",23.121656,23.584923,23.121656,23.335072,5491010,16.500168
"2011-03-03",23.621359,24.07942,23.595333,24.048187,5027630,17.00441
"2011-03-04",23.98052,24.011751,23.366302,23.558895,6500570,16.658432
"2011-03-07",23.642179,23.944084,23.355892,23.470407,6269073,16.595863
"2011-03-08",23.595333,23.689028,23.345482,23.548487,5855835,16.651072
"2011-03-09",23.543282,23.621359,23.340277,23.470407,6482704,16.595863
"2011-03-10",23.277815,23.350687,22.98632,23.048782,5618574,16.297733
"2011-03-11",23.001936,23.579718,22.939472,23.439177,5855258,16.573784
"2011-03-14",23.251787,23.277815,22.929064,23.168505,5276418,16.382389
"2011-03-15",22.595928,23.126862,22.413746,22.95509,7012555,16.231482
"2011-03-16",22.845779,23.116451,22.330462,22.523054,8349670,15.925999
"2011-03-17",22.861395,23.17371,22.689623,22.871805,5496197,16.17259
"2011-03-18",23.204941,23.272608,22.788521,22.850985,9658545,16.157866
"2011-03-21",23.230967,23.486023,23.08522,23.387123,5927686,16.536976
"2011-03-22",23.413151,23.433971,23.069605,23.121656,4569438,16.349262
"2011-03-23",23.080015,23.17371,22.6688,22.97591,7531648,16.246202
"2011-03-24",23.137272,23.309046,23.033169,23.309046,6692492,16.481764
"2011-03-25",23.314251,23.470407,23.163298,23.314251,4885466,16.485437
"2011-03-28",23.329866,23.355892,23.137272,23.137272,5581880,16.360302
"2011-03-29",23.095631,23.340277,23.043577,23.288223,5875238,16.467041
"2011-03-30",23.423559,23.444382,23.17371,23.366302,6657912,16.522249
"2011-03-31",23.355892,23.444382,23.246582,23.303841,7438280,16.478085
"2011-04-01",23.423559,23.663,23.392328,23.553692,9733853,16.654749
"2011-04-04",23.621359,24.095036,23.496433,24.032574,16099367,16.993368
"2011-04-05",24.136677,25.120466,24.110651,24.542686,25239395,17.354065
"2011-04-06",24.797743,24.849794,24.464607,24.594738,9370757,17.390875
"2011-04-07",24.719664,24.802948,24.480223,24.527069,8166777,17.343031
"2011-04-08",24.620764,24.797743,24.443787,24.542686,6907853,17.354065
"2011-04-11",25.552502,25.896048,25.016361,25.359907,32968537,17.931921
"2011-04-12",25.354704,27.785547,25.104851,27.238998,63242094,19.260624
"2011-04-13",26.48424,27.327488,25.765917,27.07243,77008618,19.142836
"2011-04-14",26.400955,27.332691,26.348904,27.035994,19725140,19.117079
"2011-04-15",27.067225,27.228586,26.806963,26.911068,19791035,19.028746
"2011-04-18",26.525881,26.885042,26.265619,26.728886,15575856,18.89992
"2011-04-19",26.713268,26.911068,26.546701,26.567522,9946908,18.78583
"2011-04-20",26.786142,26.96312,25.18293,25.484835,37958704,18.020252
"2011-04-21",25.630581,25.791943,25.516066,25.568117,9247612,18.079145
"2011-04-25",25.609758,25.729481,25.328676,25.365112,6481935,17.935608
"2011-04-26",25.51086,25.635784,25.474422,25.594143,8068799,18.097553
"2011-04-27",25.578527,25.646196,25.287035,25.437986,12142390,18.079052
"2011-04-28",25.339087,25.339087,24.678022,25.198545,15491326,17.908878
"2011-04-29",25.28183,25.484835,25.130877,25.370317,6531885,18.030962
"2011-05-02",25.406755,25.672222,25.29224,25.40155,7207359,18.053158
"2011-05-03",25.229776,25.583733,25.18293,25.333881,6919764,18.005068
"2011-05-04",25.432781,25.620171,25.287035,25.339087,9234356,18.008764
"2011-05-05",25.323471,25.760712,25.27142,25.417166,7067884,18.064257
"2011-05-06",25.640991,25.651402,25.17252,25.38073,6296929,18.038361
"2011-05-09",25.333881,25.994947,25.266214,25.885637,8414989,18.397205
"2011-05-10",25.922073,26.255207,25.885637,26.192745,7218117,18.615465
"2011-05-11",26.250004,26.411366,25.812763,25.864817,9214184,18.382402
"2011-05-12",25.817968,25.906458,25.51086,25.765917,5679666,18.312117
"2011-05-13",26.96312,26.96312,25.984535,26.432186,21414593,18.785643
"2011-05-16",26.08864,26.369724,26.000153,26.114668,6680197,18.559982
"2011-05-17",26.114668,26.151104,25.651402,25.745094,8027687,18.297319
"2011-05-18",25.807558,26.302055,25.620171,25.958509,7705703,18.44899
"2011-05-19",26.229181,26.229181,25.875225,26.015768,4893919,18.489689
"2011-05-20",25.942894,25.984535,25.594143,25.630581,5501960,18.215937
"2011-05-23",25.437986,25.51086,25.162109,25.18293,4282611,17.897781
"2011-05-24",25.188135,25.323471,25.016361,25.042389,4950400,17.797897
"2011-05-25",24.938284,25.141289,24.839384,24.959105,7091898,17.73871
"2011-05-26",24.927874,25.214161,24.77692,25.110058,6442552,17.845993
"2011-05-27",25.19334,25.521271,25.19334,25.313061,6211438,17.990265
"2011-05-31",25.51086,25.708658,25.370317,25.687838,5564205,18.256626
"2011-06-01",25.49004,25.495243,24.594738,24.599943,10510571,17.483444
"2011-06-02",24.625971,25.297445,24.480223,25.042389,9722903,17.797897
"2011-06-03",24.792538,24.933079,24.485428,24.485428,5303122,17.402054
"2011-06-06",24.344887,24.625971,24.235577,24.464607,9555187,17.387262
"2011-06-07",24.573917,25.167315,24.537481,24.657202,7930861,17.524143
"2011-06-08",24.573917,24.766512,24.469812,24.605148,6652533,17.487148
"2011-06-09",24.88623,24.88623,24.344887,24.370913,7827119,17.320679
"2011-06-10",24.27722,24.417761,24.08983,24.193935,8314129,17.194893
"2011-06-13",24.240782,24.412556,24.199141,24.287628,4546384,17.26148
"2011-06-14",24.485428,24.896643,24.480223,24.787333,5174021,17.616629
"2011-06-15",24.547892,24.641584,24.18873,24.261602,5950355,17.242985
"2011-06-16",24.230371,24.417761,23.850389,24.162704,7216196,17.172699
"2011-06-17",24.391733,24.475018,24.16791,24.199141,7211201,17.198586
"2011-06-20",24.147087,24.542686,24.048187,24.469812,4505848,17.390961
"2011-06-21",24.625971,24.813358,24.542686,24.745689,5151352,17.587029
"2011-06-22",24.599943,24.891438,24.350092,24.521866,5150968,17.427961
"2011-06-23",24.126266,24.370913,23.866005,24.329271,8239589,17.291082
"2011-06-24",24.360502,24.516661,24.058599,24.261602,8493179,17.242985
"2011-06-27",24.313656,24.672817,24.245987,24.584328,6080032,17.472345
"2011-06-28",24.714458,25.385935,24.704048,25.313061,8498943,17.990265
"2011-06-29",25.328676,25.536886,25.287035,25.469217,8622088,18.101246
"2011-06-30",25.51086,25.823174,25.495243,25.729481,6059476,18.286217
"2011-07-01",25.870022,25.875225,25.703453,25.807558,10084462,18.341711
"2011-07-05",25.765917,25.97933,25.682632,25.864817,5999728,18.382402
"2011-07-06",25.776327,26.020973,25.656607,25.870022,6661370,18.386108
"2011-07-07",25.994947,26.333286,25.849199,26.073025,8197900,18.530382
"2011-07-08",25.870022,25.932484,25.661812,25.890842,5206104,18.400904
"2011-07-11",25.578527,25.599348,25.307856,25.469217,4459164,18.101246
"2011-07-12",25.40155,25.443192,25.18293,25.318266,5160958,17.993967
"2011-07-13",25.417166,25.437986,25.078825,25.151697,7581981,17.875586
"2011-07-14",25.214161,25.375525,24.912258,25.005953,5479675,17.772003
"2011-07-15",25.06321,25.06321,24.709253,24.719664,8774819,17.568535
"2011-07-18",24.735279,24.735279,24.245987,24.381325,6616607,17.328075
"2011-07-19",24.589533,24.828974,24.485428,24.704048,5564782,17.557438
"2011-07-20",24.787333,24.849794,24.610353,24.688433,3206963,17.546337
"2011-07-21",24.771715,24.917463,24.553097,24.724869,7679383,17.572231
"2011-07-22",24.667612,24.745689,24.459402,24.662407,4477799,17.52784
"2011-07-25",24.490635,24.88623,24.443787,24.698843,5444710,17.553734
"2011-07-26",24.693638,24.693638,24.18873,24.272015,6223349,17.250381
"2011-07-27",24.131472,24.131472,23.267403,23.288223,10666952,16.640408
"2011-07-28",23.689028,23.907646,23.007141,23.303841,12556972,16.651566
"2011-07-29",23.132067,23.381918,22.850985,23.053988,8681067,16.473042
"2011-08-01",23.288223,23.309046,22.720854,23.137272,7286894,16.532551
"2011-08-02",22.897831,23.106041,22.221151,22.241972,9568443,15.89282
"2011-08-03",22.288818,22.798931,21.966093,22.778111,11420809,16.275913
"2011-08-04",22.444977,22.471003,21.65378,21.66419,13495451,15.479968
"2011-08-05",21.908836,22.012941,21.049973,21.539265,10937257,15.390706
"2011-08-08",21.039562,21.174898,19.639355,19.680996,17716201,14.062892
"2011-08-09",20.092209,20.86779,19.462376,20.820942,18652182,14.877432
"2011-08-10",20.435755,21.081203,19.76428,19.842358,16782334,14.178194
"2011-08-11",20.019337,21.471598,19.779896,21.133257,12206364,15.100595
"2011-08-12",21.393518,21.403929,20.945868,21.122847,9486794,15.093153
"2011-08-15",21.591316,21.908836,21.341467,21.55488,10746488,15.401859
"2011-08-16",21.320644,21.74227,21.226952,21.528854,8651097,15.383266
"2011-08-17",21.783911,22.023352,21.54447,21.669395,16729118,15.483686
"2011-08-18",20.982306,21.060383,19.811127,20.139057,13053204,14.3902
"2011-08-19",19.821537,20.35247,19.524839,19.691406,12262269,14.070333
"2011-08-22",20.149467,20.217134,19.566481,19.785101,5061827,14.137284
"2011-08-23",19.868383,20.690811,19.738253,20.675196,6809490,14.773293
"2011-08-24",20.612734,21.034357,20.513834,20.893816,6723231,14.929502
"2011-08-25",21.075998,21.351875,20.576296,20.716839,7323780,14.803047
"2011-08-26",20.597116,21.174898,20.113029,21.013536,4827639,15.015048
"2011-08-29",21.341467,21.601728,21.226952,21.55488,5623377,15.401859
"2011-08-30",21.513239,21.617344,21.190514,21.461185,6297890,15.334913
"2011-08-31",21.601728,21.95048,21.487213,21.64337,6468487,15.465095
"2011-09-01",21.674601,21.95048,21.45598,21.502829,5934217,15.364667
"2011-09-02",20.945868,20.987511,20.612734,20.680401,5207833,14.777009
"2011-09-06",20.045362,20.75848,19.889206,20.716839,8418063,14.803047
"2011-09-07",21.091616,21.299824,20.997919,21.200926,7937585,15.148944
"2011-09-08",21.008331,21.273798,20.841763,20.977098,5933833,14.989015
