"dates","TFX.Open","TFX.High","TFX.Low","TFX.Close","TFX.Volume","TFX.Adjusted"
"2011-08-05",54.110001,54.110001,51.73,53,648700,47.775082
"2011-08-08",51.380001,52.09,49.509998,49.509998,604200,44.629143
"2011-08-09",50.48,52.490002,49.509998,52.419998,541600,47.252254
"2011-08-10",51.450001,51.959999,49.75,49.849998,411300,44.935612
"2011-08-11",50.169998,51.810001,49.400002,51.380001,494100,46.632847
"2011-08-12",51.77,52.220001,51.150002,52.169998,423800,47.349834
"2011-08-15",52.59,52.880001,52,52.740002,139700,47.867199
"2011-08-16",52.18,53,51.830002,52.830002,250700,47.948872
"2011-08-17",53.02,53.849998,52.27,52.560001,188600,47.703812
"2011-08-18",51.240002,51.450001,49.75,50,245800,45.380341
"2011-08-19",49.560001,50.639999,49.560001,49.869999,200200,45.262352
"2011-08-22",50.860001,51.27,49.43,49.889999,158100,45.280502
"2011-08-23",50.139999,51.82,49.77,51.82,171700,47.032185
"2011-08-24",51.669998,53,51.560001,52.91,203900,48.021481
"2011-08-25",53.32,53.790001,51.849998,52.169998,205800,47.349834
"2011-08-26",52.169998,53.700001,51.200001,53.560001,244200,48.611427
"2011-08-29",54.150002,56.43,54.099998,56.259998,262400,51.061977
"2011-08-30",55.91,56.68,55.639999,56.400002,238800,51.189037
"2011-08-31",56.75,57.799999,56.75,57.52,308400,52.205547
"2011-09-01",56.669998,58.630001,56.43,56.610001,354600,51.379631
"2011-09-02",55.43,56.25,54.75,54.939999,250100,49.863903
"2011-09-06",53.860001,54.93,53.299999,54.650002,224300,49.600712
"2011-09-07",55.52,57.07,55.310001,56.689999,202200,51.45224
"2011-09-08",56.040001,56.759998,55.509998,55.540001,210300,50.408478
"2011-09-09",55,55.34,53.529999,53.91,193400,48.929085
"2011-09-12",53.060001,53.75,52.380001,53.560001,206000,48.611427
"2011-09-13",53.560001,54.709999,53.52,54.310001,274800,49.292141
"2011-09-14",54.599998,56.650002,54.400002,55.849998,226500,50.689835
"2011-09-15",56.48,56.560001,55.580002,56.330002,322000,51.125504
"2011-09-16",56.630001,56.959999,56.16,56.549999,325400,51.325172
"2011-09-19",55.490002,55.869999,54.889999,55.389999,154100,50.272339
"2011-09-20",55.540001,56.68,55.169998,55.189999,190700,50.090836
"2011-09-21",55,55.25,53.029999,53.099998,223300,48.193928
"2011-09-22",51.139999,52.98,51.139999,52.68,259700,47.81274
"2011-09-23",52.259998,53.139999,51.790001,52.810001,261700,47.930721
"2011-09-26",53.330002,53.900002,52.66,53.799999,205100,48.829254
"2011-09-27",54.919998,56.189999,54.720001,55.130001,255000,50.036369
"2011-09-28",55.25,55.490002,53.77,53.799999,190600,48.829254
"2011-09-29",54.75,54.98,53.560001,54.650002,90000,49.600712
"2011-09-30",53.860001,54.919998,53.75,53.77,168100,48.802025
"2011-10-03",53.5,54.119999,51.32,51.32,213800,46.578373
"2011-10-04",50.860001,53.41,50.5,53.299999,215200,48.375435
"2011-10-05",53.330002,54.32,53.16,54.150002,197100,49.146919
"2011-10-06",53.970001,54.860001,53.669998,54.799999,172000,49.736851
"2011-10-07",54.799999,55.09,53.939999,54.279999,199400,49.264893
"2011-10-10",55.240002,55.91,54.919998,55.459999,91600,50.335888
"2011-10-11",55.200001,56.34,55.200001,55.950001,127600,50.780609
"2011-10-12",56.130001,56.959999,55.759998,55.889999,123300,50.726135
"2011-10-13",55.5,55.880001,54.880001,55.610001,61400,50.472023
"2011-10-14",56.18,56.560001,55.84,56.290001,80800,51.089199
"2011-10-17",55.799999,55.889999,54.720001,54.939999,131100,49.863903
"2011-10-18",54.91,56.310001,54.459999,55.709999,99800,50.562767
"2011-10-19",55.84,56.279999,55.580002,55.880001,276800,50.717083
"2011-10-20",55.77,55.869999,54.66,55.34,134000,50.226967
"2011-10-21",55.75,57.860001,55.450001,57.82,335400,52.477825
"2011-10-24",58,58.810001,57.66,58.75,148400,53.321918
"2011-10-25",58.84,58.84,57.259998,57.540001,250400,52.223705
"2011-10-26",58.549999,59,57.119999,58.02,232700,52.659355
"2011-10-27",59.790001,60.169998,58.779999,60,413100,54.456417
"2011-10-28",59.59,60.990002,59.290001,60.98,289400,55.345867
"2011-10-31",60.830002,60.869999,59.740002,59.860001,181100,54.329346
"2011-11-01",58.040001,58.720001,57.720001,58.16,333900,52.786419
"2011-11-02",58.830002,59.459999,58.59,58.900002,196100,53.458042
"2011-11-03",59.700001,60.77,59.27,60.529999,196100,54.937447
"2011-11-04",60.07,60.34,59.279999,60.18,147000,54.619785
"2011-11-07",59.970001,60.549999,58.630001,59.830002,163400,54.302116
"2011-11-08",60.259998,61.029999,59.950001,60.799999,198800,55.182499
"2011-11-09",59.369999,59.860001,58.889999,59.32,189400,53.839233
"2011-11-10",59.25,59.720001,57.939999,58.16,217800,53.090706
"2011-11-11",58.709999,59.790001,58.650002,59.57,117600,54.377819
"2011-11-14",59.560001,59.689999,58.349998,58.560001,125900,53.455849
"2011-11-15",58.299999,59.950001,58.09,59.82,316100,54.606022
"2011-11-16",59.43,61.029999,59.150002,59.919998,159800,54.697311
"2011-11-17",59.709999,60.119999,59.02,59.290001,182100,54.122227
"2011-11-18",59.68,60.310001,59.16,59.869999,210400,54.651672
"2011-11-21",58.849998,59.220001,58.27,58.5,211200,53.401081
"2011-11-22",58.349998,58.919998,57.849998,58.650002,119900,53.537994
"2011-11-23",58.049999,58.330002,56.889999,57.279999,118500,52.287415
"2011-11-25",57.040001,57.689999,56.790001,56.790001,34600,51.840122
"2011-11-28",58.330002,58.91,57.959999,58.599998,162600,53.492352
"2011-11-29",58.639999,59.299999,58.439999,58.669998,86800,53.556263
"2011-11-30",60.349998,61.369999,60.330002,60.880001,204000,55.573631
"2011-12-01",60.459999,61.68,60.459999,60.98,140900,55.664906
"2011-12-02",61.419998,61.630001,59.549999,59.669998,219200,54.469097
"2011-12-05",60.5,60.889999,59.790001,60.150002,133300,54.907265
"2011-12-06",60.119999,60.669998,59.860001,60.369999,123500,55.108093
"2011-12-07",59.91,60.389999,59.029999,60.169998,255700,54.925518
"2011-12-08",59.580002,59.66,58.68,58.860001,197200,53.72971
"2011-12-09",58.790001,60.34,58.790001,60.139999,154000,54.89814
"2011-12-12",59.68,59.68,58.759998,59.299999,105800,54.131351
"2011-12-13",59.689999,60.060001,58.490002,58.860001,126500,53.72971
"2011-12-14",58.549999,58.919998,58.189999,58.549999,99400,53.446728
"2011-12-15",59.27,59.950001,58.93,59.66,163600,54.459969
"2011-12-16",60,60.57,59.5,60.029999,592100,54.797718
"2011-12-19",60.119999,60.84,59.32,59.599998,113600,54.405197
"2011-12-20",60.490002,61.369999,60.490002,60.939999,188400,55.628403
"2011-12-21",60.650002,61.560001,60.32,61.52,85800,56.157856
"2011-12-22",61.549999,62.110001,61.169998,61.950001,114000,56.550365
"2011-12-23",61.939999,62.220001,61.799999,62.029999,80000,56.623405
"2011-12-27",62.049999,62.169998,61.610001,61.990002,75000,56.586884
"2011-12-28",61.779999,61.860001,60.360001,60.580002,165600,55.299786
"2011-12-29",61,61.990002,60.830002,61.84,171900,56.449959
"2011-12-30",61.650002,61.75,61.240002,61.290001,144100,55.947903
"2012-01-03",62.189999,62.209999,61.290001,61.5,228600,56.139587
"2012-01-04",61.200001,61.349998,60.700001,60.900002,187600,55.591904
"2012-01-05",60.580002,61.169998,60.279999,60.900002,206800,55.591904
"2012-01-06",60.82,60.93,60.27,60.73,74000,55.436699
"2012-01-09",60.849998,60.849998,59.880001,60.299999,207200,55.044182
"2012-01-10",60.619999,60.93,60.619999,60.75,161600,55.454956
"2012-01-11",60.529999,61.369999,60.459999,61.09,190900,55.765335
"2012-01-12",61.380001,61.400002,60.57,61.150002,128500,55.820095
"2012-01-13",60.779999,61.119999,60.310001,60.450001,143300,55.18111
"2012-01-17",60.889999,61.130001,60.150002,60.189999,125100,54.943771
"2012-01-18",60.150002,61.09,60.029999,60.25,308200,54.998543
"2012-01-19",60.23,60.439999,59.740002,59.919998,214200,54.697311
"2012-01-20",59.919998,60.259998,59.650002,60.139999,186800,54.89814
"2012-01-23",60.110001,60.790001,60.110001,60.32,91200,55.062458
"2012-01-24",60.139999,61.02,60.110001,60.310001,155300,55.053318
"2012-01-25",60.360001,61.330002,60.209999,61.080002,216900,55.756195
"2012-01-26",61.349998,61.529999,61.09,61.459999,122600,56.103088
"2012-01-27",61.029999,61.630001,60.919998,61.5,127000,56.139587
"2012-01-30",61.02,61.509998,60.790001,61.049999,204100,55.728828
"2012-01-31",61.490002,61.939999,60.68,61.189999,136600,55.856609
"2012-02-01",61.5,62.310001,61.139999,61.93,181600,56.532101
"2012-02-02",62,62.099998,61.779999,62.029999,88000,56.623405
"2012-02-03",62.490002,62.860001,62.25,62.549999,129700,57.098091
"2012-02-06",62.27,62.700001,62.049999,62.259998,83900,56.833344
"2012-02-07",62.07,62.529999,61.650002,62.150002,148900,56.732956
"2012-02-08",62.34,62.34,61.560001,61.790001,110100,56.404331
"2012-02-09",62.02,62.07,61.400002,61.98,103600,56.577755
"2012-02-10",61.560001,62.029999,61.27,61.849998,88000,56.459095
"2012-02-13",62.34,62.529999,62.110001,62.450001,112200,57.006786
"2012-02-14",62.18,62.919998,62.110001,62.849998,173800,57.371925
"2012-02-15",63,63.48,62.290001,62.790001,166500,57.317154
"2012-02-16",62.790001,63.91,62.68,63.560001,119900,58.02005
"2012-02-17",63.889999,63.889999,62.5,62.93,194400,57.444942
"2012-02-21",63.130001,63.130001,61.869999,62.43,109700,56.988533
"2012-02-22",62.169998,62.799999,61.950001,62.349998,342300,56.915508
"2012-02-23",60.93,60.93,58.720001,59.5,953800,54.313923
"2012-02-24",59.389999,60.66,58.849998,60.610001,477500,55.327164
"2012-02-27",60.139999,60.189999,58.919998,60.029999,261700,54.797718
"2012-02-28",59.990002,60.349998,59.360001,59.75,166900,54.542122
"2012-02-29",59.830002,60.200001,59,59.27,224500,54.103966
"2012-03-01",58.970001,59.200001,58.419998,58.73,308400,53.920349
"2012-03-02",58.68,58.709999,57.779999,58.470001,230000,53.681644
"2012-03-05",58.470001,59.060001,58.400002,58.869999,180300,54.048874
"2012-03-06",58.369999,58.490002,57.779999,58.07,237600,53.314388
"2012-03-07",58.299999,58.349998,57.849998,58.009998,118300,53.259304
"2012-03-08",58.349998,58.82,58,58.619999,87700,53.819355
"2012-03-09",58.57,60.220001,58.52,59.419998,166100,54.553829
"2012-03-12",59.48,59.639999,58.599998,58.709999,133700,53.901974
"2012-03-13",59.07,59.810001,58.939999,59.810001,154000,54.911896
"2012-03-14",59.689999,59.75,58.849998,59.09,134000,54.250866
"2012-03-15",59.049999,60.439999,58.830002,60.349998,226100,55.407669
"2012-03-16",60.73,60.73,60.310001,60.360001,225900,55.416862
"2012-03-19",60.41,60.610001,59.860001,60.32,126100,55.380142
"2012-03-20",60.139999,60.290001,59.759998,59.830002,119000,54.930264
"2012-03-21",59.869999,59.880001,59.130001,59.48,106100,54.608929
"2012-03-22",59.23,59.34,58.68,59.130001,110000,54.287586
"2012-03-23",59.349998,59.43,58.790001,59.32,56400,54.462025
"2012-03-26",59.790001,60.68,59.700001,60.68,125100,55.710663
"2012-03-27",60.490002,61.919998,60.490002,61.720001,278500,56.665489
"2012-03-28",61.82,62.040001,61.52,62.040001,323600,56.959278
"2012-03-29",61.619999,61.91,61.049999,61.360001,117600,56.334957
"2012-03-30",61.5,61.68,61.150002,61.150002,140700,56.142155
"2012-04-02",61.080002,61.900002,61.080002,61.240002,221800,56.2248
"2012-04-03",61.040001,63.060001,61.040001,62.700001,272600,57.56522
"2012-04-04",62.23,62.34,61.369999,61.68,361800,56.628754
"2012-04-05",61.599998,62,61.34,61.869999,157800,56.803196
"2012-04-09",61.099998,61.310001,60.48,61.189999,132000,56.178879
"2012-04-10",61.220001,61.509998,60.279999,60.400002,285700,55.45359
"2012-04-11",60.900002,61.07,60.099998,60.57,179400,55.609673
"2012-04-12",60.509998,61.700001,60.509998,61.299999,254900,56.279869
"2012-04-13",61.25,61.700001,60.299999,60.32,144000,55.380142
"2012-04-16",60.57,60.82,59.939999,60.509998,181900,55.554569
"2012-04-17",60.830002,62.009998,60.830002,61.419998,206500,56.390045
"2012-04-18",61.209999,62.490002,61.200001,62.119999,367800,57.032707
"2012-04-19",62.27,62.59,61.669998,62.380001,333700,57.271435
"2012-04-20",62.52,63.369999,62.299999,62.439999,265800,57.326519
"2012-04-23",61.700001,61.709999,60.439999,61.380001,344600,56.353329
"2012-04-24",61.310001,62.57,61.119999,61.93,365400,56.858273
"2012-04-25",62.169998,62.84,62.150002,62.310001,210400,57.207153
"2012-04-26",62.18,62.990002,62.07,62.77,130500,57.62949
"2012-04-27",63.07,63.650002,62.759998,63.080002,417200,57.914104
"2012-04-30",63.189999,63.200001,62.540001,62.669998,250000,57.53767
"2012-05-01",64.790001,64.790001,60.889999,63.66,352400,58.446613
"2012-05-02",63.470001,63.77,63.040001,63.240002,617100,58.061005
"2012-05-03",63.130001,63.200001,62.23,62.799999,416300,57.65704
"2012-05-04",62.540001,62.939999,61.57,61.860001,236700,56.79401
"2012-05-07",61.82,62.290001,61.48,62.200001,169000,57.106178
"2012-05-08",61.75,62.400002,61.48,62.150002,151600,57.060272
"2012-05-09",61.68,61.68,60.860001,61.419998,181000,56.390045
"2012-05-10",61.779999,62.150002,61.419998,61.68,124100,56.628754
"2012-05-11",61.049999,61.52,60.639999,60.82,164800,56.148689
"2012-05-14",60.400002,60.880001,60.130001,60.650002,157700,55.99176
"2012-05-15",60.529999,60.560001,59.959999,60.119999,114000,55.502453
"2012-05-16",60.240002,60.549999,59.900002,59.919998,108800,55.317822
"2012-05-17",60.049999,60.060001,58.759998,58.900002,123800,54.37616
"2012-05-18",59.110001,59.110001,57.900002,58.119999,132900,53.656078
"2012-05-21",58.099998,59.299999,58.099998,59.200001,135700,54.653111
"2012-05-22",59.27,59.459999,58.639999,58.889999,110000,54.366917
"2012-05-23",58.82,59.09,58.029999,58.91,139000,54.385399
"2012-05-24",59,59.549999,58.650002,59.02,149300,54.486942
"2012-05-25",59.18,60.5,58.98,59.98,158700,55.373207
"2012-05-29",60.450001,61.189999,60.450001,60.66,147200,56.000988
"2012-05-30",60.27,60.290001,59.509998,59.66,150800,55.077785
"2012-05-31",59.630001,59.82,58.709999,59.400002,293600,54.837753
"2012-06-01",58.57,58.799999,57.830002,57.970001,128900,53.517586
"2012-06-04",58.169998,58.310001,57.279999,57.73,103100,53.296021
"2012-06-05",57.450001,58.27,57.259998,58.240002,115800,53.766842
"2012-06-06",58.650002,59.549999,58.52,59.150002,107500,54.60696
"2012-06-07",59.68,59.91,59.240002,59.27,77900,54.717747
"2012-06-08",59,59.849998,58.68,59.66,110700,55.077785
"2012-06-11",60,60.310001,59.279999,59.369999,182700,54.810062
"2012-06-12",59.48,60.040001,59.240002,59.580002,123100,55.003929
"2012-06-13",59.490002,59.939999,58.84,59.080002,126100,54.542351
"2012-06-14",58.970001,59.75,58.75,59,139800,54.468483
"2012-06-15",59.099998,59.380001,58.959999,59.290001,237400,54.736214
"2012-06-18",59.080002,60.599998,59.080002,60.5,118000,55.853271
"2012-06-19",60.48,61.439999,60.48,60.880001,69900,56.204079
"2012-06-20",60.880001,61.43,60.669998,61.09,58200,56.397953
"2012-06-21",61.150002,61.549999,59.810001,60.080002,97700,55.465523
"2012-06-22",60.18,60.91,60.099998,60.779999,85600,56.111759
"2012-06-25",59.650002,60.560001,59.650002,59.959999,77800,55.354744
"2012-06-26",60.060001,60.110001,59.650002,59.689999,84800,55.10548
"2012-06-27",60.009998,60.860001,59.869999,60.32,124900,55.687107
"2012-06-28",59.5,60.279999,59.240002,60.27,146200,55.640938
"2012-06-29",60.869999,61.18,60.5,60.91,189600,56.231781
"2012-07-02",60.669998,62,60.669998,61.5,127900,56.776459
"2012-07-03",60.889999,61.450001,60.139999,60.98,169400,56.296398
"2012-07-05",60.830002,61.040001,60.299999,60.68,298700,56.019459
"2012-07-06",60.290001,60.779999,60.189999,60.549999,103700,55.899426
"2012-07-09",60.5,61.139999,60.040001,61.119999,121800,56.425652
"2012-07-10",61.07,61.209999,60.310001,60.75,102200,56.084064
"2012-07-11",60.68,61.080002,59.959999,60.950001,115600,56.268711
"2012-07-12",60.610001,61.080002,60.240002,60.849998,61200,56.176388
"2012-07-13",60.900002,61.700001,60.889999,61.599998,63800,56.868782
"2012-07-16",61.59,61.950001,61.16,61.650002,79900,56.914948
"2012-07-17",61.66,62.200001,61.650002,62,186400,57.238064
"2012-07-18",61.68,62.950001,61.68,62.599998,76700,57.791981
"2012-07-19",62.799999,62.959999,62.330002,62.630001,273800,57.819679
"2012-07-20",62.279999,62.52,61.799999,61.91,213800,57.154984
"2012-07-23",61.48,62.029999,61.130001,61.810001,93000,57.06266
"2012-07-24",61.810001,61.869999,60.990002,61.310001,142800,56.601067
"2012-07-25",61.439999,61.57,61.080002,61.389999,89400,56.674915
"2012-07-26",62.040001,62.189999,61.34,61.43,193400,56.711838
"2012-07-27",61.52,62.009998,61.380001,61.720001,214500,56.979576
"2012-07-30",61.59,62.009998,61.32,61.5,321800,56.776459
"2012-07-31",61.639999,64.940002,61.27,63.740002,366000,58.844418
"2012-08-01",63.580002,64.790001,63.52,64.18,246600,59.250626
"2012-08-02",63.560001,63.68,62.57,62.84,281600,58.013535
"2012-08-03",63.5,64.07,63.5,63.650002,117900,58.761326
"2012-08-06",63.990002,64.029999,63.02,63.639999,136900,58.752094
"2012-08-07",63.889999,64.669998,63.830002,64.019997,134400,59.102921
"2012-08-08",63.939999,64.480003,63.599998,63.810001,91400,58.909039
"2012-08-09",63.66,63.889999,62.830002,63.41,81900,58.539772
"2012-08-10",63.259998,63.459999,62.939999,63.27,90300,58.410515
"2012-08-13",62.91,62.959999,62.02,62.689999,64500,58.187752
"2012-08-14",63.91,64.379997,63,63.68,293700,59.106659
"2012-08-15",63.509998,63.68,63,63.299999,155800,58.753948
"2012-08-16",63.110001,63.450001,62.66,62.740002,134300,58.234169
"2012-08-17",62.66,63,62.459999,62.810001,95400,58.299129
"2012-08-20",62.639999,63.380001,62.5,63.029999,106100,58.503342
"2012-08-21",63.080002,63.360001,62.91,63.189999,182400,58.651844
"2012-08-22",63.360001,63.59,62.93,63.049999,117600,58.521896
"2012-08-23",63.049999,63.66,62.970001,63.580002,148600,59.013836
"2012-08-24",63.450001,64.5,63.450001,64.190002,128400,59.580021
"2012-08-27",64.440002,64.809998,63.98,64.43,108200,59.802788
"2012-08-28",64.43,65,64.379997,64.739998,161000,60.090527
"2012-08-29",64.660004,65.730003,64.459999,65.269997,153600,60.582455
"2012-08-30",65.040001,65.629997,65,65.5,142200,60.795956
"2012-08-31",65.870003,66.169998,65.449997,66.029999,184900,61.28788
"2012-09-04",65.910004,66.620003,65.599998,66.510002,178500,61.733429
"2012-09-05",66.660004,67.389999,66.019997,66.870003,216900,62.067547
"2012-09-06",66.860001,68.389999,66.860001,68.269997,181800,63.366997
"2012-09-07",68.400002,68.889999,68.169998,68.800003,111100,63.858948
"2012-09-10",68.459999,69.019997,68,68.699997,228300,63.766136
"2012-09-11",68.650002,69,68.459999,68.540001,168400,63.61763
"2012-09-12",68.720001,69.639999,68.32,69.510002,254500,64.517967
"2012-09-13",69.510002,69.510002,68.660004,69.25,191900,64.276619
"2012-09-14",69.529999,70.610001,69.239998,70.290001,189600,65.241943
"2012-09-17",69.980003,70.510002,69.669998,69.970001,239800,64.944923
"2012-09-18",69.949997,70.5,69.760002,69.949997,227100,64.926361
"2012-09-19",70.059998,70.459999,69.559998,69.919998,154500,64.898506
"2012-09-20",69.779999,70.629997,69.760002,70.629997,98600,65.557526
"2012-09-21",70.779999,70.779999,69.730003,69.839996,339100,64.824257
"2012-09-24",69.010002,70.050003,68.730003,69.639999,176900,64.638634
"2012-09-25",69.790001,70.339996,69.260002,69.309998,345800,64.332321
"2012-09-26",69.300003,69.300003,68.260002,68.5,271600,63.580505
"2012-09-27",68.730003,69.459999,68.519997,69.449997,366800,64.462273
"2012-09-28",69.160004,69.279999,68.309998,68.839996,164300,63.896053
"2012-10-01",69.019997,69.230003,68.199997,68.93,344000,63.979622
"2012-10-02",68.919998,69.239998,68.610001,68.989998,191400,64.035332
"2012-10-03",69.129997,69.68,68.879997,69.550003,134200,64.555092
"2012-10-04",69.650002,70.739998,69.650002,70.529999,217100,65.464722
"2012-10-05",70.540001,71.07,70.459999,70.900002,151200,65.808128
"2012-10-08",70.620003,71.160004,70.410004,70.489998,122600,65.427582
"2012-10-09",70.32,70.32,69.089996,69.150002,132700,64.183815
"2012-10-10",69.150002,69.260002,68.239998,68.779999,123600,63.840393
"2012-10-11",69.169998,69.529999,68.839996,68.849998,62000,63.905346
"2012-10-12",68.93,69.260002,68.260002,68.410004,137500,63.496971
"2012-10-15",68.629997,68.660004,68.230003,68.459999,135600,63.543369
"2012-10-16",68.720001,69.139999,68.419998,68.879997,145000,63.933201
"2012-10-17",68.93,69.230003,68.389999,68.809998,86600,63.868233
"2012-10-18",68.629997,68.650002,67.330002,67.5,177800,62.652313
"2012-10-19",67.400002,67.550003,66.379997,66.739998,252400,61.946899
"2012-10-22",66.519997,66.830002,65.940002,66.379997,87000,61.612747
"2012-10-23",66.150002,66.389999,65.790001,66.129997,118600,61.380707
"2012-10-24",66.220001,66.43,65.849998,66.110001,136400,61.362133
"2012-10-25",66.480003,67.57,66.300003,67.57,375900,62.717274
"2012-10-26",67.480003,68.019997,66.919998,67.010002,88400,62.197498
"2012-10-31",65.07,68.029999,65.07,67.949997,230200,63.069981
"2012-11-01",68.589996,70.889999,68.589996,69.489998,410100,64.499382
"2012-11-02",69.540001,70.160004,68.510002,68.510002,173400,63.589775
"2012-11-05",68.360001,69.120003,68.25,68.910004,127600,63.961082
"2012-11-06",68.760002,71.379997,68.760002,70.910004,617400,65.817421
"2012-11-07",70.449997,70.449997,68.629997,69.139999,189400,64.174522
"2012-11-08",69.190002,69.300003,67.760002,67.970001,199300,63.088554
"2012-11-09",67.870003,68.879997,67.540001,68.400002,155800,63.487679
"2012-11-12",68.400002,68.75,67.800003,68.190002,84800,63.292782
"2012-11-13",67.699997,68.239998,67.050003,67.82,139700,63.264778
"2012-11-14",67.839996,68.139999,66.300003,66.470001,184500,62.005436
"2012-11-15",66.470001,66.470001,65.459999,66,240200,61.567024
"2012-11-16",65.949997,67.949997,65.949997,67.800003,302400,63.246117
"2012-11-19",68.199997,68.639999,68.099998,68.629997,181500,64.020363
"2012-11-20",68.540001,69.699997,68.529999,69.110001,204700,64.468132
"2012-11-21",69.389999,69.860001,69.07,69.559998,248500,64.887901
"2012-11-23",69.839996,70.209999,69.330002,69.68,91100,64.999847
"2012-11-26",69.43,69.889999,69.150002,69.410004,180200,64.747978
"2012-11-27",69.529999,69.989998,69.32,69.5,175600,64.831932
"2012-11-28",69.480003,70.220001,69.07,70.029999,159300,65.326324
"2012-11-29",70.209999,70.419998,69.360001,69.529999,86200,64.859932
"2012-11-30",69.699997,69.889999,68.910004,69.199997,236800,64.552078
"2012-12-03",69.559998,69.559998,68.790001,68.949997,115500,64.318871
"2012-12-04",69,69.580002,68.849998,69.360001,84400,64.70134
"2012-12-05",69.43,69.699997,69.019997,69.120003,102600,64.477432
"2012-12-06",69,69.360001,68.949997,69.32,106300,64.664032
"2012-12-07",69.400002,69.410004,68.809998,69.230003,82200,64.58007
"2012-12-10",68.949997,70.349998,68.949997,70,118500,65.29834
"2012-12-11",70.209999,70.519997,69.760002,70.089996,131500,65.382324
"2012-12-12",70.470001,70.769997,69.190002,69.449997,147500,64.785294
"2012-12-13",69.449997,69.989998,69.07,69.510002,182400,64.84127
"2012-12-14",69.199997,69.870003,68.489998,68.709999,131800,64.095016
"2012-12-17",69.139999,70.760002,69.139999,69.5,315500,64.831932
"2012-12-18",69.610001,70.559998,69.199997,70.349998,210900,65.624825
"2012-12-19",70.440002,70.57,69.779999,70.290001,116000,65.568871
"2012-12-20",70.309998,71.230003,70.309998,71.220001,127400,66.436432
"2012-12-21",71.370003,71.589996,69.989998,71.379997,579400,66.585663
"2012-12-24",71,71.190002,70.809998,71,56600,66.231171
"2012-12-26",71.07,71.169998,70.419998,70.720001,179800,65.969986
"2012-12-27",70.699997,71.220001,70.580002,71.050003,214600,66.277824
"2012-12-28",70.82,70.949997,70.449997,70.68,95900,65.932671
"2012-12-31",70.480003,71.339996,70.110001,71.309998,109300,66.520355
"2013-01-02",72.32,72.470001,71.839996,72.379997,202800,67.518486
"2013-01-03",72.519997,73.120003,72.330002,72.970001,135500,68.068863
"2013-01-04",73.209999,73.68,72.839996,73.220001,91700,68.302078
"2013-01-07",72.910004,74.269997,72.879997,73.839996,167700,68.88044
"2013-01-08",73.970001,74.050003,73.410004,73.43,283300,68.497986
"2013-01-09",73.68,74.330002,73.550003,73.75,449900,68.796494
"2013-01-10",74.040001,74.089996,73,73.32,145500,68.395348
"2013-01-11",73.190002,73.849998,72.989998,73.360001,153300,68.432678
"2013-01-14",73.25,73.629997,72.900002,73.269997,272000,68.348717
"2013-01-15",73.07,73.68,72.720001,73.400002,94100,68.469963
"2013-01-16",73.209999,73.269997,72.919998,73.150002,112400,68.236763
"2013-01-17",73.480003,73.830002,73.209999,73.519997,82700,68.58194
"2013-01-18",73.57,74.470001,73.339996,74.32,251200,69.328186
"2013-01-22",74.25,74.940002,74.25,74.919998,123100,69.887894
"2013-01-23",74.989998,75,74.529999,74.800003,172700,69.775955
"2013-01-24",74.949997,75.279999,74.540001,74.699997,258600,69.682671
"2013-01-25",74.93,75.139999,74.779999,75,520900,69.962509
"2013-01-28",75.080002,75.610001,74.699997,75.440002,129500,70.372978
"2013-01-29",75.400002,75.75,74.809998,75.339996,211700,70.279671
"2013-01-30",75.379997,75.379997,74.879997,75.089996,174000,70.046478
"2013-01-31",75.32,75.400002,74.720001,75,182600,69.962509
"2013-02-01",75,75.919998,74.760002,75.870003,226200,70.774078
"2013-02-04",75.290001,75.879997,75.110001,75.290001,177200,70.233063
"2013-02-05",75.389999,76.370003,75.050003,76.32,159800,71.193863
"2013-02-06",75.959999,76.769997,75.940002,76.75,142300,71.594963
"2013-02-07",76.540001,77.019997,75.970001,76.949997,244700,71.781532
"2013-02-08",77.199997,77.199997,76.32,76.629997,155200,71.483032
"2013-02-11",78.07,79.779999,77.239998,77.470001,406700,72.266617
"2013-02-12",77.459999,77.75,77.339996,77.480003,194200,72.27594
"2013-02-13",77.639999,77.849998,77.279999,77.599998,243300,72.387863
"2013-02-14",77.620003,77.620003,76.889999,77.099998,337800,71.921448
"2013-02-15",77.300003,77.360001,77.040001,77.129997,121000,71.949432
"2013-02-19",77.199997,78.57,77.150002,78.57,413700,73.292717
"2013-02-20",78.389999,78.68,77.589996,77.620003,339400,72.406555
"2013-02-21",77.43,78.610001,77.18,78.339996,468400,73.078171
"2013-02-22",78.760002,78.760002,77.610001,78.379997,184000,73.115486
"2013-02-25",78.769997,79.309998,77.889999,77.989998,466700,72.751686
"2013-02-26",78.489998,79.07,78.099998,78.620003,604000,73.339386
"2013-02-27",78.75,80.040001,78.75,79.389999,371300,74.057655
"2013-02-28",79.559998,81.089996,79.449997,79.959999,535800,74.589378
"2013-03-01",79.400002,79.919998,78.459999,79.690002,385200,74.654938
"2013-03-04",79.150002,79.379997,78.82,79.309998,362700,74.298965
"2013-03-05",79.43,80.910004,79.43,80.669998,196300,75.573036
"2013-03-06",80.68,80.989998,80.239998,80.330002,144100,75.254517
"2013-03-07",80.07,80.379997,79.779999,79.809998,137100,74.767365
"2013-03-08",79.639999,80.360001,79.599998,80.230003,276200,75.160835
"2013-03-11",79.690002,80.879997,79.690002,80.709999,101500,75.610519
"2013-03-12",80.629997,81.290001,80.489998,81.25,137200,76.116386
