"dates","APA.Open","APA.High","APA.Low","APA.Close","APA.Volume","APA.Adjusted"
"2010-05-06",98.959999,100.209999,90.410004,95.959999,6581200,80.861008
"2010-05-07",95.959999,96.900002,92.019997,93.529999,7296000,78.813362
"2010-05-10",97,98.669998,96.440002,98.269997,4365200,82.807533
"2010-05-11",97.019997,98.870003,96.190002,96.660004,4105800,81.450897
"2010-05-12",97.489998,99.050003,96.989998,98.440002,3633500,82.950806
"2010-05-13",98.279999,98.440002,96.25,96.459999,4586200,81.282349
"2010-05-14",95.809998,95.970001,92.019997,94.279999,6058000,79.445351
"2010-05-17",94.809998,95.489998,93.150002,95.190002,7078600,80.212166
"2010-05-18",96.290001,97.07,93.529999,94.040001,5643200,79.243095
"2010-05-19",93.540001,94.589996,91.199997,93.260002,5046800,78.585861
"2010-05-20",91.25,91.5,87.389999,87.970001,8413200,74.128212
"2010-05-21",86.07,90.550003,85.160004,89.580002,6514400,75.484871
"2010-05-24",89.739998,89.739998,87.339996,87.349998,4137400,73.605774
"2010-05-25",84.790001,88.239998,83.550003,88.040001,4748900,74.187187
"2010-05-26",89.07,90.5,87.400002,87.809998,4644000,73.993393
"2010-05-27",90.400002,91.970001,90.050003,91.839996,6533900,77.38929
"2010-05-28",92.32,92.559998,89.260002,89.540001,6665000,75.451187
"2010-06-01",87.900002,88.849998,85.239998,85.419998,6332700,71.979446
"2010-06-02",86.120003,89.099998,84.5,89.040001,6382900,75.029861
"2010-06-03",90.129997,90.599998,86.610001,89.599998,10686100,75.501778
"2010-06-04",87.260002,90.639999,87.029999,87.57,7082400,73.791168
"2010-06-07",88.559998,89.68,85.82,86.029999,6416300,72.493477
"2010-06-08",86.639999,89,85.730003,88.889999,4732900,74.903442
"2010-06-09",90.43,92.730003,88.440002,88.839996,5431500,74.86132
"2010-06-10",90.959999,93.349998,90.699997,93.260002,4079600,78.585861
"2010-06-11",92.480003,93.739998,91.779999,93.639999,3104400,78.906059
"2010-06-14",95.029999,96.699997,93.910004,95.339996,5007500,80.338562
"2010-06-15",95.82,98.410004,95.82,98.199997,4518000,82.748558
"2010-06-16",97.480003,99.110001,96.800003,97.620003,5599200,82.25985
"2010-06-17",98.150002,98.230003,95.779999,97.190002,3718200,81.897484
"2010-06-18",97.379997,99.489998,96.209999,97.57,4534500,82.21769
"2010-06-21",99.589996,99.959999,94.949997,95.550003,4340900,80.515511
"2010-06-22",95.849998,96.029999,93.010002,93.330002,3983400,78.644852
"2010-06-23",93.139999,93.25,90.860001,92.209999,4106600,77.701065
"2010-06-24",91.730003,92.620003,89.379997,89.669998,3688500,75.560745
"2010-06-25",90.669998,90.879997,88.550003,89.919998,5565900,75.77137
"2010-06-28",90.339996,90.339996,87.629997,87.709999,3926700,73.909111
"2010-06-29",85.959999,86.129997,84,84.510002,4996900,71.212616
"2010-06-30",84.690002,85.849998,83.849998,84.190002,4913600,70.942993
"2010-07-01",83.760002,85.110001,81.940002,83.699997,5232500,70.53009
"2010-07-02",84.040001,84.739998,82.32,82.849998,2715000,69.813797
"2010-07-06",84.589996,84.709999,82.169998,82.889999,4682000,69.847557
"2010-07-07",83.480003,87.050003,83.440002,87.050003,4644200,73.352966
"2010-07-08",88.269997,88.269997,86.279999,87.400002,3313100,73.647903
"2010-07-09",87.400002,88.019997,86.739998,87.879997,2758200,74.052376
"2010-07-12",86.75,86.75,84.199997,85.07,6736800,71.684525
"2010-07-13",86.400002,87.339996,85.900002,86.650002,4190800,73.015907
"2010-07-14",86.410004,87.230003,85.620003,86.830002,2546500,73.167587
"2010-07-15",86.870003,87.160004,84.290001,86.129997,5286200,72.577728
"2010-07-16",85.669998,85.669998,82.379997,82.75,5485200,69.729553
"2010-07-19",83.910004,85.809998,83.5,85.589996,5180200,72.122688
"2010-07-20",84.459999,88.620003,84.459999,88.279999,4318100,74.52002
"2010-07-21",87.449997,88.849998,87,87.449997,10297400,73.819397
"2010-07-22",88.730003,90.120003,87.800003,89.279999,7117500,75.364166
"2010-07-23",89.220001,93.43,89.07,92.790001,29232100,78.327072
"2010-07-26",94.459999,95.599998,93.5,95.5,8226500,80.614685
"2010-07-27",96.07,96.449997,93.910004,94.919998,5501400,80.125061
"2010-07-28",94.489998,95.419998,93.610001,94.370003,3536600,79.660812
"2010-07-29",94.790001,96.190002,94.489998,95.400002,5126900,80.530243
"2010-07-30",94.07,96.260002,93.800003,95.580002,4850300,80.68222
"2010-08-02",97.040001,98.800003,96.669998,98.470001,4229200,83.121765
"2010-08-03",98.18,98.620003,97.129997,98.019997,3696800,82.741898
"2010-08-04",98.150002,98.669998,96.519997,97.760002,4428600,82.522446
"2010-08-05",97.099998,97.849998,96.199997,97.550003,3410600,82.345123
"2010-08-06",96.339996,96.580002,94.110001,95.949997,4642200,80.994537
"2010-08-09",96.309998,96.82,95.230003,96.220001,2377200,81.222443
"2010-08-10",94.93,95.900002,93.830002,95.459999,3559000,80.58091
"2010-08-11",93.5,93.760002,92.029999,92.330002,3971000,77.938759
"2010-08-12",91.260002,93.339996,91,91.849998,3960400,77.533615
"2010-08-13",91.68,92.580002,91.059998,91.260002,2733000,77.035561
"2010-08-16",90.800003,91.690002,90.5,91.400002,2661400,77.153732
"2010-08-17",92.349998,93.5,92.010002,93,3294500,78.504349
"2010-08-18",92.540001,93.25,91.599998,92.830002,2690000,78.36084
"2010-08-19",92.489998,92.830002,91.169998,91.75,3400300,77.449181
"2010-08-20",90.970001,91.239998,90,90.529999,3396200,76.419327
"2010-08-23",90.900002,91.18,89.349998,89.459999,3645100,75.516113
"2010-08-24",88,88.860001,87.349998,87.480003,6400400,73.844727
"2010-08-25",86.849998,87.059998,85.349998,86.660004,5612700,73.152534
"2010-08-26",87.379997,89.419998,87.169998,87.290001,5175000,73.684357
"2010-08-27",87.879997,90.139999,86.599998,89.970001,3787300,75.946625
"2010-08-30",89.75,91.059998,89.489998,89.550003,3309600,75.592087
"2010-08-31",89.050003,90.309998,88.699997,89.849998,3940800,75.845352
"2010-09-01",91.239998,93.099998,91.220001,92.459999,3450400,78.048531
"2010-09-02",92.639999,92.639999,87.580002,91.300003,15580400,77.069328
"2010-09-03",92.43,93.650002,91.779999,92.620003,4539000,78.183578
"2010-09-07",92.040001,92.330002,90.309998,90.360001,3988800,76.275841
"2010-09-08",90.349998,92.459999,90.349998,91.949997,2846300,77.618011
"2010-09-09",93.489998,93.610001,91.900002,92.709999,3243600,78.259537
"2010-09-10",93.410004,94.050003,92.980003,93.730003,3502400,79.12056
"2010-09-13",94.709999,94.989998,93.959999,94.599998,2514100,79.85495
"2010-09-14",94.43,95.970001,93.970001,94.699997,2887500,79.939384
"2010-09-15",94.040001,94.589996,93.260002,94.230003,2820000,79.542618
"2010-09-16",93.660004,95.019997,93.620003,94.300003,2328300,79.601723
"2010-09-17",94.739998,95.220001,92.57,94.480003,3904100,79.753677
"2010-09-20",94.900002,96.440002,94.129997,96.029999,3076100,81.062065
"2010-09-21",95.900002,96.809998,95.080002,96.07,3200300,81.09584
"2010-09-22",96.209999,97.599998,95.239998,95.419998,2122300,80.54715
"2010-09-23",94.519997,96.029999,94.129997,94.989998,2651400,80.184181
"2010-09-24",96.230003,98.650002,95.43,98.129997,3463500,82.834755
"2010-09-27",98.160004,98.75,97.540001,97.559998,1929700,82.353607
"2010-09-28",97.940002,98.089996,95.68,97.099998,2455700,81.965294
"2010-09-29",96.790001,98.610001,96.660004,98.029999,2627400,82.750313
"2010-09-30",98.790001,99.089996,96.209999,97.760002,3196900,82.522446
"2010-10-01",98.980003,99.379997,97.43,98.279999,4554400,82.96138
"2010-10-04",97.589996,98.900002,96.510002,97.010002,2779800,81.889328
"2010-10-05",98.239998,99.169998,97.550003,98.900002,3418400,83.484734
"2010-10-06",98.629997,99.830002,98.330002,99.760002,2611700,84.21067
"2010-10-07",100.169998,100.800003,98.519997,99.650002,2894300,84.117828
"2010-10-08",99.639999,101.940002,99.169998,101.529999,3150800,85.704826
"2010-10-11",101.580002,102.690002,101.220001,102.010002,2114000,86.109978
"2010-10-12",101.410004,102.160004,100.230003,101.57,2522700,85.738564
"2010-10-13",102.419998,103.790001,101.639999,103.290001,3091200,87.190475
"2010-10-14",103.25,104.120003,102.379997,103.230003,3154500,87.139832
"2010-10-15",104.099998,104.220001,102.739998,104.139999,3884700,87.907974
"2010-10-18",104.459999,106.68,103.830002,106.349998,3787000,89.773499
"2010-10-19",104.050003,104.800003,101.32,102.279999,5056000,86.337883
"2010-10-20",101.879997,104.040001,101.870003,103.400002,3175600,87.41153
"2010-10-21",103.669998,103.849998,102.160004,102.970001,2656900,87.047997
"2010-10-22",103.139999,103.480003,100.790001,101.300003,3507200,85.636223
"2010-10-25",102.160004,103.410004,101.010002,101.07,2762200,85.441803
"2010-10-26",100.029999,100.599998,99.32,100.370003,3311800,84.850067
"2010-10-27",99.410004,100.629997,98.309998,100.510002,2738200,84.968414
"2010-10-28",101.239998,101.349998,99.82,100.360001,2139400,84.841599
"2010-10-29",99.93,101.300003,99.760002,101.019997,1970800,85.399521
"2010-11-01",102.339996,102.690002,100.389999,101,2134300,85.382622
"2010-11-02",102.07,103.940002,101.389999,103.120003,2361400,87.174828
"2010-11-03",103.260002,103.419998,100.709999,102.580002,3494400,86.718323
"2010-11-04",105.18,109.239998,105.18,107.790001,6979000,91.122704
"2010-11-05",107.260002,108.75,106.830002,108.690002,4445700,91.88356
"2010-11-08",108.129997,110.260002,107.910004,109.510002,3518800,92.576752
"2010-11-09",109.5,110.529999,109.139999,109.970001,4656600,92.965622
"2010-11-10",110.120003,110.379997,108.940002,110.25,6686000,93.202324
"2010-11-11",109.529999,110.709999,109.190002,110.709999,3002900,93.591202
"2010-11-12",109.080002,110.730003,108.440002,109.510002,3515500,92.576752
"2010-11-15",110.139999,110.230003,107.370003,107.629997,3843100,90.987442
"2010-11-16",106.790001,106.790001,104.349998,105.260002,3666000,88.983925
"2010-11-17",104.93,106.610001,104.849998,105.790001,2652900,89.431946
"2010-11-18",107.129997,108.730003,106.709999,108.220001,2320000,91.486221
"2010-11-19",108.220001,109.239998,107.139999,109.110001,2782800,92.238586
"2010-11-22",108.669998,109.169998,106.550003,108.339996,1704300,91.587669
"2010-11-23",107.120003,107.519997,104.959999,105.480003,2376200,89.169868
"2010-11-24",106.660004,108.690002,106.620003,108.459999,2282500,91.689125
"2010-11-26",106.839996,108.040001,106.07,107.190002,846500,90.615471
"2010-11-29",106.75,108.949997,105.970001,108.419998,2488200,91.655304
"2010-11-30",107.199997,108.699997,106.93,107.639999,2687400,90.99588
"2010-12-01",109.839996,111.68,109.669998,111.260002,3082100,94.056168
"2010-12-02",111.620003,114.620003,111.5,114.379997,2644600,96.693695
"2010-12-03",114.370003,115.339996,113.830002,115.110001,1794300,97.310822
"2010-12-06",115.040001,116.5,114.68,116.419998,2413400,98.418282
"2010-12-07",117.169998,117.980003,115.830002,116.32,3326300,98.333717
"2010-12-08",116.139999,116.360001,112.660004,113.599998,3327600,96.034317
"2010-12-09",114.169998,114.699997,113.110001,114.489998,2070600,96.786705
"2010-12-10",114.870003,115.080002,113.849998,114.919998,1385000,97.150208
"2010-12-13",115.900002,117.559998,115.489998,116.800003,2925400,98.739525
"2010-12-14",117.25,117.489998,115.720001,116.25,1890500,98.274544
"2010-12-15",115.339996,116.919998,115.150002,116.019997,2280500,98.080147
"2010-12-16",116.459999,117.5,115.760002,116.669998,2012200,98.629631
"2010-12-17",115.889999,116.5,115.610001,116.449997,2729800,98.443634
"2010-12-20",116.370003,117.120003,115.809998,117.07,1476200,98.967751
"2010-12-21",117.370003,118.82,117.370003,118.160004,1912600,99.889221
"2010-12-22",118.129997,118.529999,117.330002,118.220001,1476900,99.939957
"2010-12-23",118.010002,118.589996,117.529999,118.480003,1024100,100.159737
"2010-12-27",118.489998,118.559998,117.610001,118.309998,830000,100.016014
"2010-12-28",118.43,118.730003,118.050003,118.459999,897800,100.14283
"2010-12-29",118.790001,119.769997,118.360001,119.599998,1059100,101.106552
"2010-12-30",119.830002,120.800003,119.099998,119.919998,1269100,101.377068
"2010-12-31",119.32,120.480003,119.199997,119.230003,1299200,100.793755
"2011-01-03",120.589996,121.629997,120.010002,121.029999,1893100,102.315445
"2011-01-04",121.779999,122.25,119.459999,121.860001,2816000,103.017105
"2011-01-05",121.5,125,120.370003,124.910004,3059700,105.595505
"2011-01-06",125.160004,125.589996,121.910004,122.379997,2178000,103.456703
"2011-01-07",122.800003,124.029999,122.169998,123.169998,2035300,104.124527
"2011-01-10",123.279999,125.239998,122.169998,124.739998,2031100,105.451782
"2011-01-11",125,125.419998,124.300003,125.129997,1857700,105.781456
"2011-01-12",126.25,127.139999,125.639999,126.199997,1837500,106.686012
"2011-01-13",126.93,127.169998,124.410004,125.18,2750400,105.823769
"2011-01-14",124.860001,125.730003,123.360001,125.629997,3199500,106.20414
"2011-01-18",126.230003,127.639999,125.300003,127.559998,2570900,107.835724
"2011-01-19",127.089996,127.730003,123.769997,124.18,2649100,105.101959
"2011-01-20",123.989998,124.790001,122.660004,124.160004,2075900,105.085022
"2011-01-21",125.25,125.660004,124,125.599998,2222000,106.303802
"2011-01-24",124.830002,125.690002,123.25,123.919998,2693900,104.881889
"2011-01-25",123.080002,123.080002,120.32,122.639999,4035200,103.798569
"2011-01-26",123.260002,123.349998,121.220001,122.099998,5431900,103.341507
"2011-01-27",121.660004,121.900002,114.029999,116.330002,12839700,98.457985
"2011-01-28",116.050003,116.190002,110.290001,114.839996,15891500,97.196877
"2011-01-31",114.699997,119.400002,114.309998,119.360001,7182700,101.022453
"2011-02-01",120.150002,120.290001,117.089996,118.980003,8829300,100.700859
"2011-02-02",118.699997,121.75,118.360001,121.059998,5444700,102.461296
"2011-02-03",120.419998,120.639999,117.650002,118.32,4846900,100.14222
"2011-02-04",118.660004,118.93,116.459999,116.839996,5507100,98.889603
"2011-02-07",118.120003,118.82,117.150002,117.769997,3766300,99.676735
"2011-02-08",117.540001,118.050003,117.040001,117.5,3093100,99.448212
"2011-02-09",117.300003,117.620003,115.459999,116.150002,3064300,98.305634
"2011-02-10",115.870003,118.889999,115.519997,117.75,5626800,99.659798
"2011-02-11",118.169998,119.940002,117.019997,119.730003,5808300,101.335609
"2011-02-14",120.5,122.199997,120.07,121.18,3325900,102.562851
"2011-02-15",121.199997,121.559998,118.93,119.339996,2941900,101.005524
"2011-02-16",120.139999,120.699997,118.589996,120.510002,4358900,101.995796
"2011-02-17",118.510002,121.860001,118.5,120.620003,5672600,102.088905
"2011-02-18",121.029999,121.349998,119.550003,120.010002,4280000,101.572617
"2011-02-22",119.839996,120.669998,116.279999,117.07,4934200,99.084274
"2011-02-23",118.089996,121.190002,117.699997,120.93,4524500,102.351288
"2011-02-24",121.309998,121.739998,119.849998,120.5,3288800,101.987328
"2011-02-25",120.989998,123.529999,120.5,123.529999,3397600,104.551811
"2011-02-28",123.489998,124.849998,123.150002,124.620003,3129600,105.474365
"2011-03-01",125.400002,125.599998,120.769997,120.860001,3131900,102.292038
"2011-03-02",120.889999,121.790001,119.040001,121.089996,2180100,102.486687
"2011-03-03",121.230003,124.669998,120.720001,124.610001,3270400,105.465881
"2011-03-04",124.080002,124.540001,121.660004,122.620003,2808600,103.781647
"2011-03-07",123.370003,124,119.489998,120.970001,2830000,102.385101
"2011-03-08",120.919998,122.470001,120.25,121.360001,2083400,102.71521
"2011-03-09",121.230003,121.970001,119.879997,120.669998,1876000,102.13121
"2011-03-10",118.639999,119.690002,115.870003,115.940002,4554700,98.127884
"2011-03-11",115.699997,119.370003,115.660004,118.82,3107300,100.565437
"2011-03-14",117.650002,119.57,117.410004,119.120003,2538400,100.819313
"2011-03-15",115.43,118.720001,114.220001,117.839996,3091300,99.735977
"2011-03-16",117.660004,119,113.019997,113.769997,6644200,96.291245
"2011-03-17",116.269997,118.43,115.400002,118.110001,3269900,99.964493
"2011-03-18",119.589996,120.480003,118.940002,120.110001,5228700,101.657219
"2011-03-21",120.949997,125.099998,120.949997,125.099998,5063000,105.8806
"2011-03-22",124.830002,126.389999,124.529999,125.879997,3756300,106.540779
"2011-03-23",125.379997,125.989998,123.32,124.529999,2642800,105.398178
"2011-03-24",125.989998,125.989998,123.5,124.889999,2504000,105.702866
"2011-03-25",125.459999,126.959999,125,125.940002,2293200,106.591599
"2011-03-28",125.980003,127.809998,125.029999,126.25,3037700,106.85392
"2011-03-29",125.779999,128.449997,124.43,127.940002,2580600,108.284317
"2011-03-30",128.789993,131.610001,127.82,130.429993,3667200,110.391731
"2011-03-31",130.910004,132.5,130.639999,130.919998,3219100,110.806465
"2011-04-01",131.5,132.330002,129.649994,129.979996,2595100,110.010864
"2011-04-04",130.559998,131.869995,130.070007,130.300003,2160600,110.281731
"2011-04-05",130.110001,131.630005,129.860001,131.25,1958200,111.085762
"2011-04-06",131.559998,131.899994,129.039993,129.589996,2313400,109.680801
"2011-04-07",129.580002,130.240005,128.009995,128.789993,2127700,109.003708
"2011-04-08",130.070007,131.779999,129.509995,130.160004,3093800,110.163231
"2011-04-11",130,130,125.660004,126.25,3829400,106.85392
"2011-04-12",124.900002,125.099998,121.550003,122.400002,4060400,103.595436
"2011-04-13",123.68,124.5,121.550003,122.260002,2965200,103.476929
"2011-04-14",121.790001,123.010002,120.839996,122.410004,2330100,103.603905
"2011-04-15",122.389999,122.82,121.510002,122.400002,2944200,103.595436
"2011-04-18",120.480003,121.459999,119.300003,120.93,2054000,102.351288
"2011-04-19",120.959999,122.290001,120.720001,121.889999,1860100,103.291893
"2011-04-20",124,124.690002,123.32,123.910004,2539400,105.003685
"2011-04-21",124.339996,124.339996,122.220001,123.32,2185600,104.503716
"2011-04-25",123.389999,123.889999,122.07,122.599998,2449800,103.89357
"2011-04-26",122.989998,126.230003,122.959999,126.199997,3300000,106.94426
"2011-04-27",126.400002,127.209999,124.309998,126.919998,3189100,107.554428
"2011-04-28",128.720001,131.240005,128,130,3815700,110.164436
"2011-04-29",130.220001,134.130005,130.169998,133.369995,3845100,113.020241
"2011-05-02",133.660004,133.669998,130.220001,130.940002,2480400,110.961014
"2011-05-03",130.889999,131.169998,127.110001,129.149994,2929700,109.44413
"2011-05-04",129.009995,129.009995,125.43,126.610001,3114200,107.291733
"2011-05-05",124.690002,125.68,121.610001,122.839996,4563700,104.096939
"2011-05-06",124.610001,127.830002,122.629997,124.209999,3374700,105.257904
"2011-05-09",124.949997,127.910004,124.949997,127.330002,2454500,107.901855
"2011-05-10",128.220001,128.759995,126.120003,127.949997,2475200,108.427246
"2011-05-11",127.440002,127.440002,122.790001,123.419998,2937800,104.588463
"2011-05-12",123.040001,124.339996,121.349998,123.419998,3078600,104.588463
"2011-05-13",124.239998,125.419998,121.599998,124.25,2920500,105.291794
"2011-05-16",123.480003,125.150002,121.709999,122.269997,3015700,103.613922
"2011-05-17",121.419998,121.68,118.830002,121.43,3836200,102.902069
"2011-05-18",122.07,124.25,121.290001,123.290001,2564900,104.47831
"2011-05-19",124,124.519997,121.660004,122.849998,2151600,104.105415
"2011-05-20",122.379997,124,120.559998,123,3036200,104.232536
"2011-05-23",120.529999,122.150002,119.82,121.059998,2384100,102.588531
"2011-05-24",122.349998,124.129997,121.559998,121.980003,2695600,103.368156
"2011-05-25",121.5,124.400002,121.339996,123.93,2267100,105.020622
"2011-05-26",123.330002,124.309998,121.889999,123.910004,2450900,105.003685
"2011-05-27",124.589996,125.190002,122.169998,123.25,2207900,104.444389
"2011-05-31",124.639999,125.080002,122.550003,124.599998,2130900,105.588409
"2011-06-01",123.980003,125.440002,120.68,121.019997,2802400,102.554649
"2011-06-02",120.879997,121.989998,119.32,120.639999,2231000,102.232605
"2011-06-03",119.089996,120.440002,117.949997,119.440002,4223600,101.215714
"2011-06-06",119.099998,120.099998,117,117.169998,2582400,99.292091
"2011-06-07",118.870003,120.080002,117.139999,117.900002,3570500,99.91069
"2011-06-08",118.220001,121.68,118.220001,119.489998,3536100,101.258087
"2011-06-09",120.059998,120.910004,119.190002,120.290001,2146200,101.936028
"2011-06-10",119.239998,119.580002,117.559998,117.75,2704600,99.783577
"2011-06-13",117.879997,118.489998,114.940002,116.150002,2521800,98.427711
"2011-06-14",117.459999,118.980003,117.419998,118.300003,2137100,100.249672
"2011-06-15",117.379997,118.949997,115.32,116.139999,2873300,98.419235
"2011-06-16",117.18,117.959999,115.300003,117,2852500,99.148018
"2011-06-17",118.07,118.459999,116.330002,117.160004,3659800,99.2836
"2011-06-20",116.839996,117.68,116.120003,116.800003,2615100,98.978523
"2011-06-21",117.709999,119.650002,117.519997,119.099998,2192800,100.927612
"2011-06-22",118.470001,120.169998,118.199997,118.300003,2124900,100.249672
"2011-06-23",116.43,117.599998,115.269997,117.410004,3659500,99.495468
"2011-06-24",117.370003,118.029999,115.610001,115.980003,3082300,98.283646
"2011-06-27",115.07,116.68,115.07,116.239998,1711400,98.503967
"2011-06-28",116.82,119.849998,116.809998,119.790001,2417600,101.512314
"2011-06-29",120.32,122.43,119.900002,121.089996,2731400,102.613945
"2011-06-30",121.790001,123.779999,121.510002,123.389999,2504300,104.563026
"2011-07-01",122.940002,123.889999,121.629997,123.739998,1524200,104.859634
"2011-07-05",123.239998,125.150002,123.139999,124.489998,1614700,105.495155
"2011-07-06",123.129997,124.029999,122.18,123.709999,1910900,104.834198
"2011-07-07",125.290001,126.639999,125.18,126.379997,2203200,107.096809
"2011-07-08",124.32,125.470001,123.839996,125.129997,2029300,106.037544
"2011-07-11",122.720001,123.32,120.629997,121.269997,2274800,102.766464
"2011-07-12",120.620003,122.550003,120.300003,120.93,1874500,102.478355
"2011-07-13",121.550003,123.059998,121,121.32,2604600,102.808861
"2011-07-14",122.059998,122.129997,119.5,119.900002,2111100,101.605553
"2011-07-15",121.529999,123.669998,121.010002,123.519997,2990800,104.673195
"2011-07-18",123.169998,123.400002,121.559998,122.830002,2160900,104.08844
"2011-07-19",123.809998,125.93,123.809998,125.739998,2579200,106.554466
"2011-07-20",125.739998,125.93,124.589996,125.669998,2164600,106.622299
"2011-07-21",126.25,128.839996,125.949997,128.210007,2510800,108.777351
"2011-07-22",127.900002,128.75,126.639999,128.470001,1823900,108.997932
"2011-07-25",126.870003,128.889999,126.629997,128.059998,1582800,108.650101
"2011-07-26",128.25,129.259995,127.25,127.730003,1658200,108.370071
"2011-07-27",126.75,126.849998,123.839996,124.519997,2081800,105.646637
"2011-07-28",124.620003,126.489998,123.830002,124.629997,1764500,105.739922
"2011-07-29",122.160004,125.010002,122,123.720001,2353900,104.967896
"2011-08-01",125.699997,125.949997,122.629997,124.059998,2525300,105.256355
"2011-08-02",122.610001,124.050003,119.959999,120.019997,2992500,101.828674
"2011-08-03",120.209999,120.419998,114.949997,118.449997,4498200,100.496651
"2011-08-04",117.099998,118.839996,108.879997,109.18,5390000,92.631683
"2011-08-05",110.610001,112,101.75,106.699997,4859500,90.527596
"2011-08-08",101.550003,103.730003,98.190002,98.379997,7946200,83.468658
"2011-08-09",100.32,102.830002,94.470001,102.129997,6742100,86.650276
"2011-08-10",99.870003,102.839996,98.080002,98.849998,4678100,83.867401
"2011-08-11",99.900002,104.769997,98.550003,103.120003,4673700,87.490219
"2011-08-12",104.959999,105.379997,102.25,103.18,2643500,87.541122
"2011-08-15",104.400002,106.260002,103.980003,105.419998,2786600,89.441605
"2011-08-16",105.040001,105.779999,103.080002,104.339996,3740900,88.525269
"2011-08-17",105.239998,107.309998,104.449997,104.889999,2359300,88.991928
"2011-08-18",101.260002,101.400002,96.589996,97.900002,4241700,83.061401
"2011-08-19",96.5,99.910004,96.449997,97.029999,3516200,82.32325
"2011-08-22",100,100,95.68,96.160004,3244800,81.585136
"2011-08-23",96.18,100.290001,95.5,100.260002,3246100,85.063705
"2011-08-24",99.949997,100.730003,98.010002,100.459999,2674400,85.233391
"2011-08-25",100.980003,101.809998,98.410004,98.980003,2816400,83.97773
"2011-08-26",97.849998,100.870003,96.010002,100.290001,2984300,85.089142
"2011-08-29",101.779999,103.32,101.379997,103.239998,2072400,87.592033
"2011-08-30",102.739998,103.470001,101.059998,102.690002,2949600,87.125381
"2011-08-31",103.610001,104.919998,101.919998,103.07,4225900,87.447777
"2011-09-01",103.660004,104.720001,101.529999,101.769997,2573400,86.34481
"2011-09-02",99.620003,99.760002,98.129997,98.650002,4065100,83.697739
"2011-09-06",95.580002,96.169998,93.830002,95.510002,4605300,81.033653
"2011-09-07",97.25,99.760002,96.57,99.620003,2826000,84.520706
"2011-09-08",99.300003,100.190002,97.68,98.220001,3311300,83.332893
"2011-09-09",96.639999,97.489998,94.419998,95.120003,3129000,80.702751
"2011-09-12",93.389999,95.330002,91.970001,94.650002,4557700,80.304008
"2011-09-13",95,95.230003,92.589996,93.489998,5059700,79.319817
"2011-09-14",94.110001,95.459999,92.769997,94.410004,5320000,80.100372
"2011-09-15",95.760002,97.980003,95.150002,97.809998,3123900,82.985062
"2011-09-16",98.75,98.769997,96.440002,98.199997,3783200,83.31591
"2011-09-19",96,96.5,94,95.690002,3182300,81.186356
"2011-09-20",96,97.589996,94.5,94.519997,2630300,80.19371
"2011-09-21",94.309998,95.970001,91.300003,91.349998,4789600,77.504181
"2011-09-22",87.07,88.879997,83.010002,83.690002,8165100,71.005203
"2011-09-23",82.910004,84.57,81.800003,82.730003,5643800,70.190704
"2011-09-26",83.580002,85.589996,81.940002,85.559998,3835300,72.591759
"2011-09-27",87.970001,88.5,85.339996,85.860001,4632500,72.846283
"2011-09-28",85.470001,86.040001,82.449997,82.57,3586900,70.054947
"2011-09-29",84.529999,85.230003,81.040001,82.879997,3501800,70.31797
"2011-09-30",81.199997,81.510002,80.050003,80.239998,3910700,68.078079
"2011-10-03",79.150002,79.629997,76.470001,76.5,4891200,64.904991
"2011-10-04",75.050003,78.989998,73.040001,78.82,5200000,66.873329
"2011-10-05",78.760002,83.209999,78,82.900002,4185500,70.334915
"2011-10-06",83.199997,86.419998,82.43,86.230003,4837700,73.160225
"2011-10-07",87.019997,87.019997,84.019997,84.839996,4442100,71.980865
"2011-10-10",86.720001,88.839996,86.720001,88.580002,2644600,75.154037
"2011-10-11",87.809998,89.18,86.290001,86.980003,2605400,73.796532
"2011-10-12",88.18,89.57,86.75,87.93,3042700,74.602539
"2011-10-13",87.150002,87.699997,84.779999,87.110001,2236800,73.906845
"2011-10-14",88.239998,91.379997,87.919998,91.360001,2932700,77.512665
"2011-10-17",90.410004,91.790001,87.739998,87.93,3128400,74.602539
"2011-10-18",88.290001,90.900002,87.220001,90.410004,4677900,76.706657
"2011-10-19",89.93,92.040001,89.470001,90.160004,2854100,76.621674
"2011-10-20",90.260002,91.699997,89.080002,91.290001,2756200,77.581985
"2011-10-21",92.419998,94.75,91.989998,94.730003,4130700,80.50544
"2011-10-24",96.059998,97.489998,94.699997,97.269997,4047500,82.664032
"2011-10-25",96.940002,96.940002,93.68,94.529999,3121400,80.335464
"2011-10-26",96.379997,97.940002,93.839996,97.360001,2837600,82.740524
"2011-10-27",100.650002,104.059998,100.25,102.839996,4051800,87.397652
"2011-10-28",102,105.230003,101.230003,104.989998,3073600,89.224792
"2011-10-31",103.089996,103.089996,99.57,99.629997,3560400,84.66964
"2011-11-01",95.349998,96.419998,93.830002,94.129997,5278200,79.995529
"2011-11-02",97.029999,98.480003,96.099998,98.360001,2913400,83.59037
"2011-11-03",102.239998,102.5,98.360001,101.599998,3460000,86.343834
"2011-11-04",100.989998,101.129997,98.82,100.199997,2456400,85.15406
"2011-11-07",100.309998,101.849998,99.400002,101.470001,1825200,86.233368
"2011-11-08",103.269997,104.900002,101.900002,104.629997,3201800,88.918869
"2011-11-09",101.019997,102.589996,99.540001,99.779999,4085300,84.797134
"2011-11-10",102.169998,102.879997,99.580002,101.540001,2391700,86.292854
