"dates","GPN.Open","GPN.High","GPN.Low","GPN.Close","GPN.Volume","GPN.Adjusted"
"2011-08-05",22.825001,22.825001,21.780001,22.325001,1681200,22.01218
"2011-08-08",21.915001,22,20.725,20.74,2268600,20.449381
"2011-08-09",21.15,21.745001,20.775,21.745001,4915200,21.440302
"2011-08-10",21.309999,21.625,20.950001,21.094999,2852200,20.799406
"2011-08-11",21.305,22.245001,21.195,22,2679800,21.691732
"2011-08-12",22.275,22.674999,22.135,22.389999,1582800,22.076262
"2011-08-15",22.6,22.745001,22.174999,22.620001,1168000,22.313005
"2011-08-16",22.405001,22.58,22.27,22.41,988800,22.105864
"2011-08-17",22.465,22.655001,21.870001,22.105,831200,21.804993
"2011-08-18",21.705,21.705,20.92,21.040001,1420200,20.75445
"2011-08-19",20.68,21.075001,20.51,20.545,1582600,20.266169
"2011-08-22",20.955,21.18,20.77,20.915001,1891200,20.631155
"2011-08-23",21.059999,21.57,20.959999,21.565001,2338400,21.272324
"2011-08-24",21.5,22.129999,21.485001,21.905001,1744400,21.607706
"2011-08-25",22.075001,22.129999,21.485001,21.5,2017400,21.208212
"2011-08-26",21.375,22.110001,21.15,22.1,1650200,21.800068
"2011-08-29",22.379999,22.655001,22.285,22.645,1249400,22.337666
"2011-08-30",22.5,22.92,22.405001,22.775,1720400,22.465906
"2011-08-31",22.905001,23.115,22.700001,22.915001,1397800,22.604004
"2011-09-01",22.92,23.190001,22.440001,22.469999,1682000,22.165045
"2011-09-02",22.105,22.280001,21.895,21.895,1415800,21.597843
"2011-09-06",21.254999,21.535,21.120001,21.48,2358800,21.18848
"2011-09-07",21.84,22.174999,21.709999,22.16,1308400,21.859243
"2011-09-08",22.1,22.375,21.905001,21.959999,988200,21.661963
"2011-09-09",21.77,22.014999,21.195,21.299999,1583000,21.010918
"2011-09-12",21.055,21.43,20.889999,21.385,1313200,21.094765
"2011-09-13",21.485001,21.700001,21.35,21.605,1097000,21.311779
"2011-09-14",21.785,22.120001,21.365,21.895,1451200,21.597843
"2011-09-15",22.014999,22.16,21.77,22.07,1675200,21.770472
"2011-09-16",22.030001,22.145,21.885,22.139999,1538000,21.839521
"2011-09-19",21.76,21.844999,21.475,21.690001,909200,21.395628
"2011-09-20",21.834999,22.16,21.469999,21.48,1191800,21.18848
"2011-09-21",21.49,21.715,20.934999,20.940001,1227000,20.655809
"2011-09-22",20.495001,20.565001,19.790001,19.98,2529800,19.708839
"2011-09-23",19.85,20.190001,19.825001,19.98,1940600,19.708839
"2011-09-26",20.105,20.23,19.43,20.219999,2392600,19.945574
"2011-09-27",20.514999,21.030001,20.450001,20.594999,1715000,20.315491
"2011-09-28",20.709999,20.709999,20.040001,20.075001,1679600,19.802551
"2011-09-29",20.445,20.5,19.82,20.215,1297000,19.940645
"2011-09-30",20.299999,20.545,20.049999,20.195,1813000,19.920923
"2011-10-03",20.190001,20.48,19.549999,19.665001,2429800,19.398113
"2011-10-04",19.32,20.424999,19.129999,20.424999,2200000,20.147797
"2011-10-05",22.135,22.389999,20.004999,20.545,7027800,20.266169
"2011-10-06",20.51,21.045,20.465,21.040001,2227600,20.75445
"2011-10-07",21.235001,21.4,20.809999,21.15,2971000,20.862957
"2011-10-10",21.58,21.584999,21.155001,21.48,2235000,21.18848
"2011-10-11",21.385,21.940001,21.254999,21.84,2189200,21.543594
"2011-10-12",21.995001,22.360001,21.875,22.1,2521000,21.800068
"2011-10-13",21.945,22.215,21.82,22.049999,1543600,21.750746
"2011-10-14",22.375,22.43,21.975,22.129999,1279600,21.82966
"2011-10-17",22.075001,22.235001,21.379999,21.415001,1445600,21.124359
"2011-10-18",21.485001,22.059999,21.219999,21.955,1867800,21.657028
"2011-10-19",21.93,21.969999,21.34,21.375,1521200,21.084904
"2011-10-20",21.48,21.91,21.41,21.860001,1940800,21.563324
"2011-10-21",22.08,22.4,22,22.18,1354800,21.878981
"2011-10-24",22.184999,22.844999,22.18,22.65,1277200,22.342602
"2011-10-25",22.475,22.475,21.870001,21.91,2420400,21.612638
"2011-10-26",22.115,22.245001,21.674999,22,2382800,21.70142
"2011-10-27",22.82,23.85,22.455,23.68,3525200,23.358618
"2011-10-28",23.66,23.725,23.200001,23.42,1736400,23.102146
"2011-10-31",23.1,23.440001,22.895,22.959999,1807600,22.648394
"2011-11-01",22.57,22.775,22.290001,22.459999,2908400,22.155174
"2011-11-02",22.754999,23.115,22.68,23.07,2349000,22.756899
"2011-11-03",23.440001,23.59,22.809999,23.555,2057800,23.235319
"2011-11-04",23.360001,23.43,22.895,23.355,1747200,23.038033
"2011-11-07",23.395,23.5,22.959999,23.254999,1604200,22.939388
"2011-11-08",23.475,23.565001,23.059999,23.530001,1028800,23.210655
"2011-11-09",22.865,23.110001,22.58,22.645,1360800,22.337666
"2011-11-10",23.105,23.120001,22.5,22.620001,1394600,22.313005
"2011-11-11",22.9,23.565001,22.9,23.424999,978800,23.10708
"2011-11-14",23.195,23.24,22.629999,22.76,942800,22.460699
"2011-11-15",22.635,23.01,22.514999,22.780001,1130600,22.480434
"2011-11-16",22.65,22.895,22.295,22.299999,1251000,22.006741
"2011-11-17",22.26,22.469999,21.950001,22.059999,1089600,21.769899
"2011-11-18",22.15,22.15,21.66,21.745001,990000,21.459042
"2011-11-21",21.43,21.52,21.26,21.4,957800,21.118582
"2011-11-22",21.41,21.440001,21.08,21.09,895000,20.812656
"2011-11-23",20.91,20.969999,20.655001,20.66,870200,20.388313
"2011-11-25",20.635,20.825001,20.545,20.674999,367800,20.403114
"2011-11-28",21.215,21.225,20.809999,21.014999,1005800,20.738644
"2011-11-29",21,21.07,20.745001,20.790001,1063400,20.516605
"2011-11-30",21.655001,22.135,21.41,22.115,1465600,21.824181
"2011-12-01",22.01,22.334999,21.895,22.110001,1133000,21.819241
"2011-12-02",22.355,22.584999,22.205,22.545,1463200,22.248518
"2011-12-05",22.875,22.93,22.465,22.645,1323600,22.347212
"2011-12-06",22.549999,22.709999,22.405001,22.465,1656200,22.169579
"2011-12-07",22.290001,22.514999,22.075001,22.459999,1001400,22.164644
"2011-12-08",22.235001,22.41,22.045,22.07,1381400,21.77977
"2011-12-09",22.125,22.5,22.07,22.455,970800,22.159698
"2011-12-12",22.280001,22.280001,22.030001,22.17,839200,21.878458
"2011-12-13",22.455,22.59,21.950001,22.08,1266800,21.789646
"2011-12-14",21.965,22.139999,21.915001,21.975,1533200,21.686022
"2011-12-15",22.16,22.285,21.844999,22.004999,1189800,21.715624
"2011-12-16",22.115,22.584999,22,22.290001,1861000,21.996874
"2011-12-19",22.25,22.504999,21.875,21.945,786400,21.65641
"2011-12-20",22.33,23.280001,22.219999,23.245001,1678800,22.93932
"2011-12-21",23.135,23.209999,22.83,23.145,1073000,22.840631
"2011-12-22",23.254999,23.385,23.049999,23.219999,551400,22.914646
"2011-12-23",23.33,23.5,23.145,23.49,405800,23.181093
"2011-12-27",23.540001,23.74,23.41,23.695,687200,23.383398
"2011-12-28",23.655001,23.655001,23.360001,23.610001,954600,23.29952
"2011-12-29",23.610001,23.799999,23.455,23.764999,1183800,23.452478
"2011-12-30",23.705,23.795,23.555,23.690001,864800,23.37846
"2012-01-03",24.315001,24.315001,23.82,24.075001,1659600,23.758404
"2012-01-04",23.940001,24.165001,23.790001,24.105,1657400,23.788006
"2012-01-05",24.025,24.120001,23.790001,23.995001,1574400,23.679453
"2012-01-06",22.74,23.535,22.6,23.18,5620400,22.875175
"2012-01-09",23.299999,23.725,23.225,23.700001,2574000,23.388344
"2012-01-10",23.924999,24.105,23.825001,24.09,1543800,23.773207
"2012-01-11",24.08,24.26,24.025,24.235001,1190000,23.916296
"2012-01-12",24.309999,24.445,23.93,24.025,1681600,23.709061
"2012-01-13",23.700001,23.705,23.360001,23.545,2372800,23.235374
"2012-01-17",23.639999,23.975,23.625,23.799999,1176200,23.48702
"2012-01-18",23.790001,24.315001,23.735001,24.315001,912800,23.995245
"2012-01-19",24.5,24.58,24.254999,24.32,1923800,24.000183
"2012-01-20",24.280001,24.355,24.014999,24.1,1434000,23.78307
"2012-01-23",24.16,24.16,23.889999,24.045,2039400,23.728792
"2012-01-24",23.82,24.360001,23.715,24.275,2060400,23.955774
"2012-01-25",24.264999,25.120001,24.219999,25.094999,1878600,24.764984
"2012-01-26",24.92,25.299999,24.809999,25.040001,1783200,24.710712
"2012-01-27",24.924999,25.344999,24.924999,25.110001,1759200,24.779793
"2012-01-30",24.855,25.094999,24.705,25.004999,1637200,24.676168
"2012-01-31",25.135,25.200001,24.780001,25.01,1045400,24.681108
"2012-02-01",25.120001,25.27,25.01,25.094999,2146000,24.764984
"2012-02-02",25.24,25.35,25.105,25.17,2008200,24.839001
"2012-02-03",25.344999,25.42,25.299999,25.365,1395600,25.031435
"2012-02-06",25.219999,25.360001,25.155001,25.215,653600,24.88341
"2012-02-07",25.145,25.34,25.110001,25.275,770800,24.942619
"2012-02-08",25.355,25.764999,25.24,25.754999,1802600,25.416313
"2012-02-09",25.84,25.995001,25.674999,25.959999,1341600,25.618614
"2012-02-10",25.549999,25.83,25.540001,25.735001,1615400,25.396574
"2012-02-13",25.889999,26,25.57,25.625,1318800,25.297848
"2012-02-14",25.58,25.950001,25.555,25.934999,1332200,25.603886
"2012-02-15",26,26.15,25.785,25.92,1147800,25.589083
"2012-02-16",25.934999,26.135,25.790001,26.049999,745000,25.717421
"2012-02-17",26.184999,26.184999,25.98,26.059999,471200,25.727299
"2012-02-21",26.08,26.110001,25.725,25.790001,585000,25.460741
"2012-02-22",25.825001,26.02,25.700001,25.764999,712800,25.43606
"2012-02-23",25.844999,25.995001,25.66,25.965,608200,25.633511
"2012-02-24",26.035,26.25,25.965,25.969999,908600,25.638443
"2012-02-27",25.82,26.1,25.610001,25.969999,999600,25.638443
"2012-02-28",26.004999,26.145,25.825001,26.105,722600,25.771721
"2012-02-29",26.190001,26.275,25.74,25.809999,1310400,25.480488
"2012-03-01",25.82,26.125,25.785,26.049999,560000,25.717421
"2012-03-02",26.01,26.040001,25.504999,25.610001,1049400,25.283039
"2012-03-05",25.639999,25.834999,25.459999,25.620001,1437200,25.292912
"2012-03-06",25.389999,25.525,25.285,25.375,1136800,25.051037
"2012-03-07",25.43,25.559999,25.325001,25.465,719800,25.139889
"2012-03-08",25.620001,25.965,25.540001,25.695,804600,25.366953
"2012-03-09",25.73,26.08,25.73,25.969999,1199400,25.638443
"2012-03-12",26.02,26.155001,25.91,25.959999,553800,25.628574
"2012-03-13",26.135,26.25,25.965,26.25,1128800,25.914869
"2012-03-14",26.285,26.33,26.105,26.16,766600,25.826017
"2012-03-15",26.145,26.514999,26.145,26.440001,656000,26.102448
"2012-03-16",26.405001,26.5,26.295,26.395,952800,26.05802
"2012-03-19",26.42,26.57,26.299999,26.305,685200,25.969168
"2012-03-20",26.184999,26.355,26.15,26.26,842000,25.924746
"2012-03-21",26.264999,26.459999,26.205,26.209999,810400,25.875381
"2012-03-22",26.025,26.370001,25.85,26.254999,750000,25.919806
"2012-03-23",26.264999,26.415001,26.07,26.309999,611200,25.974106
"2012-03-26",26.51,26.75,26.485001,26.74,567000,26.398607
"2012-03-27",26.815001,26.965,26.5,26.635,1291200,26.294949
"2012-03-28",26.615,26.65,26.094999,26.285,1017400,25.949421
"2012-03-29",26.15,26.25,26.014999,26.115,896000,25.781591
"2012-03-30",26.26,26.27,22.549999,23.75,7379200,23.446785
"2012-04-02",22.764999,23.48,22.325001,22.870001,16351400,22.578024
"2012-04-03",23.200001,23.67,22.73,23.450001,9435600,23.150616
"2012-04-04",23.219999,23.514999,22.885,23.094999,2878000,22.80015
"2012-04-05",23.025,23.105,22.514999,22.83,2185400,22.538534
"2012-04-09",22.43,22.745001,22.200001,22.725,2629000,22.43487
"2012-04-10",22.76,22.775,22.129999,22.27,3550000,21.985678
"2012-04-11",22.395,22.495001,22.110001,22.235001,2587600,21.95113
"2012-04-12",22.295,22.75,22.235001,22.725,1924600,22.43487
"2012-04-13",22.594999,22.68,22.334999,22.360001,1667400,22.074533
"2012-04-16",22.514999,22.530001,22.219999,22.355,1062000,22.069593
"2012-04-17",22.434999,22.84,22.41,22.695,1923600,22.405258
"2012-04-18",22.49,22.615,22.295,22.42,2552200,22.133772
"2012-04-19",22.475,22.674999,22.389999,22.594999,2780600,22.306532
"2012-04-20",22.700001,22.865,22.540001,22.725,2269800,22.43487
"2012-04-23",22.514999,22.545,22.055,22.360001,1987200,22.074533
"2012-04-24",22.334999,22.385,22.219999,22.370001,1596000,22.084404
"2012-04-25",22.51,22.879999,22.51,22.780001,1128000,22.48918
"2012-04-26",22.719999,23.42,22.695,23.275,2693600,22.977858
"2012-04-27",23.365,23.370001,23.115,23.360001,2218400,23.061768
"2012-04-30",23.315001,23.34,23.045,23.215,1531600,22.918621
"2012-05-01",23.1,23.52,23.084999,23.459999,2032200,23.160488
"2012-05-02",23.24,23.424999,23.094999,23.18,1725200,22.884064
"2012-05-03",23.200001,23.245001,22.485001,22.625,1744000,22.336153
"2012-05-04",22.285,22.51,21.85,22.475,4814600,22.188063
"2012-05-07",22.485001,22.535,22.190001,22.209999,2428800,21.926445
"2012-05-08",22.110001,22.110001,21.865,21.985001,2924400,21.704321
"2012-05-09",21.809999,21.955,21.65,21.799999,1434600,21.521683
"2012-05-10",21.965,22.01,21.645,21.684999,1590800,21.408152
"2012-05-11",21.57,21.945,21.530001,21.695,924000,21.418026
"2012-05-14",21.549999,21.645,21.415001,21.52,1252000,21.245264
"2012-05-15",21.555,21.639999,21.295,21.375,1157200,21.111921
"2012-05-16",21.475,21.535,21.23,21.23,1576200,20.9687
"2012-05-17",21.264999,21.275,20.77,20.805,1802800,20.548931
"2012-05-18",20.799999,21.115,20.594999,20.625,1164200,20.371157
"2012-05-21",20.629999,21.165001,20.594999,21.15,1383800,20.889687
"2012-05-22",21.115,21.42,20.969999,21.084999,1582800,20.82548
"2012-05-23",20.879999,21.254999,20.775,21.254999,828000,20.993395
"2012-05-24",21.254999,21.295,21.004999,21.049999,1211200,20.79092
"2012-05-25",21.040001,21.415001,21.040001,21.33,888600,21.067471
"2012-05-29",21.545,21.690001,21.424999,21.575001,1221600,21.309464
"2012-05-30",21.35,21.405001,21.139999,21.299999,991200,21.037842
"2012-05-31",21.285,21.375,21.004999,21.24,1172400,20.978575
"2012-06-01",20.885,20.969999,20.67,20.695,1406000,20.44029
"2012-06-04",20.700001,20.790001,20.445,20.709999,935000,20.455105
"2012-06-05",20.575001,20.855,20.555,20.690001,1088800,20.435354
"2012-06-06",20.865,21.195,20.74,21.09,1773000,20.830429
"2012-06-07",21.33,21.445,21.094999,21.120001,979000,20.860064
"2012-06-08",21.129999,21.299999,20.934999,21.24,1669200,20.978575
"2012-06-11",21.4,21.440001,20.93,20.93,672000,20.672392
"2012-06-12",21.035,21.145,20.945,21.094999,724600,20.835365
"2012-06-13",20.955,21.129999,20.174999,20.24,3869400,19.990889
"2012-06-14",20.264999,20.48,20.139999,20.295,1224400,20.045214
"2012-06-15",20.375,20.66,20.375,20.565001,1694000,20.311886
"2012-06-18",20.49,20.795,20.375,20.75,1151800,20.494608
"2012-06-19",20.860001,21.135,20.815001,21.09,1408400,20.830429
"2012-06-20",21.120001,21.17,20.945,21.120001,1051400,20.860064
"2012-06-21",21.174999,21.174999,20.290001,20.370001,2177200,20.119284
"2012-06-22",20.51,20.625,20.4,20.575001,2318000,20.321764
"2012-06-25",20.344999,20.43,20.190001,20.200001,1105000,19.951385
"2012-06-26",20.139999,20.299999,19.965,20.27,1926200,20.020521
"2012-06-27",20.290001,20.799999,20.280001,20.754999,1325400,20.499554
"2012-06-28",20.629999,20.93,20.58,20.93,1220600,20.672392
"2012-06-29",21.219999,21.635,21.135,21.615,1914400,21.348965
"2012-07-02",21.705,21.889999,21.445,21.735001,1034800,21.467482
"2012-07-03",21.74,21.754999,21.584999,21.74,556600,21.472425
"2012-07-05",21.75,22.105,21.655001,22.045,1338200,21.77367
"2012-07-06",21.85,21.945,21.605,21.875,1033600,21.605761
"2012-07-09",21.775,21.875,21.52,21.865,1427800,21.595888
"2012-07-10",21.985001,22.025,21.49,21.59,891000,21.324268
"2012-07-11",21.6,21.67,21.5,21.625,1254200,21.358845
"2012-07-12",21.49,21.785,21.205,21.719999,3374000,21.452671
"2012-07-13",21.74,22.094999,21.695,22.084999,1559000,21.813179
"2012-07-16",22.1,22.17,21.780001,22.01,1706200,21.739103
"2012-07-17",22.025,22.125,21.83,22.055,1814200,21.783546
"2012-07-18",21.98,22.389999,21.975,22.315001,1531600,22.040348
"2012-07-19",22.344999,22.549999,22.24,22.285,2574200,22.010727
"2012-07-20",22.139999,22.174999,21.665001,21.67,4780200,21.403286
"2012-07-23",21.315001,21.4,20.950001,21.299999,2371200,21.037842
"2012-07-24",21.299999,21.42,20.844999,20.99,1723200,20.731657
"2012-07-25",21.605,21.815001,21.02,21.375,3197600,21.111921
"2012-07-26",21.665001,21.85,21.254999,21.254999,2305200,20.993395
"2012-07-27",21.495001,22.535,20.985001,22.165001,4897200,21.892191
"2012-07-30",22.065001,22.280001,21.75,21.834999,2087800,21.56625
"2012-07-31",21.790001,21.870001,21.299999,21.41,2402200,21.146484
"2012-08-01",21.469999,21.555,21.084999,21.110001,1425000,20.850187
"2012-08-02",20.915001,21.25,20.815001,21.01,1143200,20.751415
"2012-08-03",21.415001,21.5,21.25,21.34,886000,21.077349
"2012-08-06",21.309999,21.620001,21.245001,21.514999,1165200,21.250193
"2012-08-07",21.58,21.875,21.504999,21.74,1182000,21.472425
"2012-08-08",21.584999,21.805,21.405001,21.530001,1881800,21.265007
"2012-08-09",21.565001,21.745001,21.26,21.33,739600,21.067471
"2012-08-10",21.309999,21.495001,21.15,21.465,883600,21.200808
"2012-08-13",21.17,21.264999,20.855,21.200001,2436800,20.939075
"2012-08-14",21.1,21.190001,20.825001,21,1858200,20.741537
"2012-08-15",20.99,21.135,20.48,20.594999,3023400,20.351212
"2012-08-16",20.684999,20.945,20.629999,20.775,2844200,20.529079
"2012-08-17",20.809999,20.855,20.434999,20.469999,2092200,20.227688
"2012-08-20",20.469999,20.5,20.094999,20.17,3069800,19.931238
"2012-08-21",20.219999,20.25,19.860001,19.940001,2532600,19.703964
"2012-08-22",19.875,20.125,19.684999,20.065001,2681400,19.827482
"2012-08-23",20.025,20.155001,19.975,20.110001,1815200,19.871954
"2012-08-24",20.115,20.450001,20.075001,20.42,2566600,20.17828
"2012-08-27",20.455,20.635,20.365,20.615,2393400,20.370977
"2012-08-28",20.58,20.85,20.49,20.780001,2121600,20.534025
"2012-08-29",20.76,20.834999,20.635,20.780001,1437800,20.534025
"2012-08-30",20.639999,20.775,20.525,20.655001,1141200,20.410509
"2012-08-31",20.775,20.860001,20.48,20.825001,1001600,20.578485
"2012-09-04",20.795,20.889999,20.52,20.775,1707600,20.529079
"2012-09-05",20.785,20.995001,20.709999,20.955,1303200,20.706945
"2012-09-06",21.004999,21.245001,20.995001,21.045,1370800,20.795881
"2012-09-07",21.094999,21.094999,20.809999,20.92,1877800,20.672361
"2012-09-10",20.950001,21.360001,20.885,21.23,1769400,20.978685
"2012-09-11",21.17,21.299999,21.049999,21.245001,1514600,20.993517
"2012-09-12",21.07,21.35,21.065001,21.305,825400,21.052807
"2012-09-13",21.295,21.629999,21.295,21.51,1247800,21.255379
"2012-09-14",21.559999,21.85,21.52,21.684999,1082600,21.428303
"2012-09-17",21.695,21.885,21.565001,21.815001,2281000,21.556768
"2012-09-18",21.725,21.780001,21.514999,21.635,1322600,21.378899
"2012-09-19",21.67,21.92,21.629999,21.889999,1019200,21.630877
"2012-09-20",21.825001,21.995001,21.665001,21.799999,1177000,21.541948
"2012-09-21",21.940001,22.094999,21.809999,22.014999,2194800,21.754402
"2012-09-24",21.940001,22.01,21.715,21.870001,1147000,21.611116
"2012-09-25",22.035,22.215,21.715,21.785,1856800,21.527119
"2012-09-26",21.865,21.905001,21.485001,21.629999,1474000,21.373959
"2012-09-27",21.68,21.91,21.540001,21.9,1294600,21.640762
"2012-09-28",21.68,21.940001,20.68,20.915001,6518400,20.667418
"2012-10-01",21.040001,21.094999,20.594999,20.895,4279600,20.647657
"2012-10-02",20.940001,21.594999,20.940001,21.48,2842800,21.225729
"2012-10-03",21.48,21.57,21.18,21.385,3377600,21.131859
"2012-10-04",21.535,22.01,21.459999,21.945,3545200,21.685232
"2012-10-05",22.025,22.1,21.875,21.91,1198400,21.65064
"2012-10-08",21.870001,21.875,21.620001,21.665001,1175200,21.408546
"2012-10-09",21.615,21.74,21.42,21.43,1409600,21.176325
"2012-10-10",21.43,21.465,21.209999,21.309999,1956400,21.057749
"2012-10-11",21.5,21.565001,21.334999,21.495001,1942800,21.240555
"2012-10-12",21.455,21.645,21.385,21.565001,2001800,21.309731
"2012-10-15",21.57,21.76,21.450001,21.59,888600,21.334429
"2012-10-16",21.625,21.745001,21.584999,21.735001,732800,21.477715
"2012-10-17",21.725,21.975,21.674999,21.915001,1339000,21.655584
"2012-10-18",21.875,21.98,21.715,21.775,874400,21.517239
"2012-10-19",21.75,21.795,21.625,21.709999,2159200,21.453007
"2012-10-22",21.709999,21.76,21.6,21.709999,1572800,21.453007
"2012-10-23",21.540001,21.575001,21.25,21.52,1729800,21.265255
"2012-10-24",21.584999,21.615,21.235001,21.35,1633600,21.097273
"2012-10-25",21.495001,21.57,21.375,21.465,1441400,21.210907
"2012-10-26",21.48,21.545,21.280001,21.530001,1203400,21.275141
"2012-10-31",21.405001,21.530001,21.075001,21.375,1745800,21.121979
"2012-11-01",21.42,22.105,21.02,21.950001,2561800,21.690168
"2012-11-02",21.959999,22.055,21.625,21.635,1190200,21.378899
"2012-11-05",21.68,21.735001,21.440001,21.469999,777200,21.215855
"2012-11-06",21.455,21.815001,21.375,21.615,1542000,21.359138
"2012-11-07",21.51,21.584999,21.049999,21.049999,1424000,20.800821
"2012-11-08",21.059999,21.139999,20.75,20.75,1398000,20.504377
"2012-11-09",20.709999,20.870001,20.504999,20.73,1768000,20.48461
"2012-11-12",20.785,21.025,20.780001,20.885,480600,20.637779
"2012-11-13",20.785,21.155001,20.785,20.945,1044000,20.697065
"2012-11-14",20.955,21.184999,20.625,20.700001,2265000,20.464737
"2012-11-15",20.684999,20.799999,20.565001,20.709999,910600,20.474627
"2012-11-16",20.700001,20.98,20.57,20.940001,1460000,20.702011
"2012-11-19",21.110001,21.295,20.995001,21.225,1883800,20.983768
"2012-11-20",21.174999,21.25,20.969999,20.99,1633600,20.751444
"2012-11-21",21.030001,21.25,20.995001,21.245001,1203400,21.00354
"2012-11-23",21.334999,21.639999,21.125,21.639999,352000,21.394054
"2012-11-26",21.555,22.025,21.555,21.875,1633800,21.626383
"2012-11-27",21.754999,22.01,21.535,21.715,1227200,21.468203
"2012-11-28",21.665001,22.07,21.59,21.834999,2066000,21.58684
"2012-11-29",21.93,22.025,21.825001,21.93,683400,21.680756
"2012-11-30",22.014999,22.125,21.76,21.955,884200,21.705471
"2012-12-03",22.049999,22.049999,21.514999,21.74,853200,21.492918
"2012-12-04",21.665001,22.035,21.58,22.02,1101600,21.769733
"2012-12-05",22.049999,22.299999,21.875,22.23,972800,21.977345
"2012-12-06",22.184999,22.295,21.915001,22.215,797000,21.962521
"2012-12-07",22.344999,22.41,22.215,22.24,536600,21.987236
"2012-12-10",22,22.16,21.495001,22.055,2818600,21.804337
"2012-12-11",22.200001,22.475,22.139999,22.385,1971800,22.130579
"2012-12-12",22.49,22.655001,22.424999,22.495001,818200,22.239332
"2012-12-13",22.495001,22.65,22.26,22.355,520000,22.100925
"2012-12-14",22.35,22.469999,22.1,22.120001,1007600,21.868603
"2012-12-17",22.115,22.424999,22.115,22.34,805600,22.086098
"2012-12-18",22.254999,22.790001,22.254999,22.764999,1250400,22.506268
"2012-12-19",22.855,22.905001,22.695,22.700001,940000,22.442009
"2012-12-20",22.715,22.85,22.575001,22.84,912400,22.580414
"2012-12-21",22.5,22.639999,22.4,22.424999,1833400,22.17013
"2012-12-24",22.4,22.43,22.26,22.375,246800,22.120703
"2012-12-26",22.445,22.445,22.219999,22.235001,526600,21.982292
"2012-12-27",22.25,22.469999,22.145,22.41,666200,22.155304
"2012-12-28",22.309999,22.559999,22.25,22.295,607400,22.041607
"2012-12-31",22.18,22.66,22.174999,22.65,759000,22.392576
"2013-01-02",23.09,23.16,22.825001,23.065001,1228800,22.802856
"2013-01-03",23.01,23.360001,22.955,23.184999,1754600,22.921492
"2013-01-04",23.254999,23.655001,23.01,23.6,1513600,23.331776
"2013-01-07",23.5,23.6,22.895,22.975,1997600,22.713881
"2013-01-08",22.889999,23.23,22.795,23.035,2138000,22.773197
"2013-01-09",25.084999,25.084999,24.065001,24.43,7141600,24.152344
"2013-01-10",24.575001,24.575001,24.305,24.549999,2058000,24.270977
"2013-01-11",24.5,24.565001,24.389999,24.51,1029200,24.231434
"2013-01-14",24.584999,24.715,24.5,24.709999,1346600,24.429165
"2013-01-15",24.309999,24.934999,24.309999,24.924999,1737600,24.641716
"2013-01-16",24.76,25,24.725,24.754999,1698800,24.47365
"2013-01-17",25.049999,25.365,24.790001,24.825001,2802200,24.542852
"2013-01-18",24.844999,25.049999,24.76,25.040001,1943600,24.755413
"2013-01-22",24.985001,25.115,24.889999,25.115,1091600,24.829554
"2013-01-23",25.045,25.08,24.785,24.785,1278600,24.503311
"2013-01-24",24.764999,24.965,24.719999,24.834999,2246800,24.55274
"2013-01-25",24.895,24.99,24.775,24.940001,1035800,24.656549
"2013-01-28",24.955,25.049999,24.825001,24.870001,1679600,24.587343
"2013-01-29",24.799999,24.83,24.635,24.735001,1342000,24.453878
"2013-01-30",24.715,24.715,24.565001,24.635,1197200,24.355013
"2013-01-31",24.635,24.68,24.434999,24.629999,838800,24.350071
"2013-02-01",24.709999,24.745001,24.504999,24.625,961000,24.345125
"2013-02-04",24.52,24.709999,24.375,24.4,964400,24.122686
"2013-02-05",24.545,24.815001,24.445,24.799999,1101800,24.518139
"2013-02-06",24.76,24.945,24.605,24.93,814800,24.646662
"2013-02-07",24.870001,25.014999,24.594999,24.780001,985800,24.498363
"2013-02-08",24.77,25.049999,24.745001,24.969999,868200,24.686211
"2013-02-11",24.91,25.049999,24.85,24.965,918000,24.681263
"2013-02-12",24.905001,24.969999,24.745001,24.785,1177400,24.503311
"2013-02-13",24.75,24.9,24.495001,24.9,1126400,24.62694
"2013-02-14",24.82,25.105,24.815001,24.959999,912400,24.686281
"2013-02-15",24.905001,25.219999,24.834999,25.065001,972200,24.790129
"2013-02-19",25.1,25.620001,25.059999,25.5,2713400,25.220364
"2013-02-20",25.555,25.555,25.145,25.15,1276800,24.874191
"2013-02-21",25,25.045,24.245001,24.655001,1321200,24.384628
"2013-02-22",24.855,25.1,24.615,24.84,1118400,24.567595
"2013-02-25",24.955,24.955,24.434999,24.440001,914200,24.171982
"2013-02-26",24.535,24.6,24.285,24.540001,1125600,24.270884
"2013-02-27",24.514999,24.665001,24.290001,24.6,1900000,24.330229
"2013-02-28",24.59,24.635,23.99,24.105,2576000,23.840658
"2013-03-01",24,24.15,23.74,24.014999,2338000,23.751642
"2013-03-04",23.959999,24.120001,23.870001,24.110001,1395400,23.845604
"2013-03-05",24.200001,24.424999,24.15,24.184999,1066000,23.919781
"2013-03-06",24.264999,24.325001,23.745001,23.75,1571000,23.489548
"2013-03-07",23.700001,23.77,23.495001,23.645,2216000,23.385706
"2013-03-08",23.815001,23.844999,23.625,23.68,1133800,23.420317
"2013-03-11",23.674999,23.945,23.615,23.82,782600,23.558779
"2013-03-12",23.84,24.08,23.695,24.055,1464800,23.791206
"2013-03-13",24.07,24.41,24.07,24.325001,1619600,24.058245
"2013-03-14",24.395,24.549999,24.245001,24.334999,753400,24.06813
