"dates","ARE.Open","ARE.High","ARE.Low","ARE.Close","ARE.Volume","ARE.Adjusted"
"2011-07-27",83.699997,83.699997,81.959999,82.129997,461700,60.44968
"2011-07-28",81.93,82.480003,79.889999,82.050003,636800,60.390797
"2011-07-29",80.809998,82.150002,80.269997,82,461400,60.354012
"2011-08-01",82.57,83.089996,80.739998,81.400002,639800,59.912373
"2011-08-02",80.849998,81.419998,77.559998,77.620003,474000,57.130207
"2011-08-03",77.809998,77.809998,74.57,76.57,502200,56.35738
"2011-08-04",75.139999,75.790001,72.519997,72.599998,874400,53.435341
"2011-08-05",73.440002,73.559998,69,70.43,677600,51.838196
"2011-08-08",67.110001,68.669998,62.610001,62.630001,867000,46.097198
"2011-08-09",63.259998,69.169998,62.57,69.010002,1035900,50.793053
"2011-08-10",67.559998,70.209999,66.650002,67.080002,1305500,49.37252
"2011-08-11",67.57,70.269997,67.059998,69.160004,1194600,50.903446
"2011-08-12",69.769997,70.5,68.690002,69.230003,833700,50.954964
"2011-08-15",70.010002,72.5,69.949997,72.209999,626200,53.148327
"2011-08-16",71.32,72.629997,70.889999,72.25,809300,53.177753
"2011-08-17",72.580002,73.419998,71.529999,72.160004,480500,53.111519
"2011-08-18",69.720001,70.669998,67.400002,68.150002,1008800,50.160057
"2011-08-19",66.849998,68.459999,66.089996,66.199997,714200,48.724808
"2011-08-22",67.879997,67.900002,65.879997,66.949997,701400,49.276833
"2011-08-23",67.199997,68.190002,66.370003,68.150002,670800,50.160057
"2011-08-24",68.040001,69.330002,67.230003,69.300003,372700,51.006493
"2011-08-25",69.980003,70.269997,67.32,67.970001,358200,50.02758
"2011-08-26",67.470001,69.300003,66.029999,68.989998,211700,50.77832
"2011-08-29",69.889999,72.110001,69.550003,72.019997,355200,53.008472
"2011-08-30",71.25,72.580002,70.519997,71.980003,226500,52.979034
"2011-08-31",72.43,73.349998,71.690002,72.809998,554500,53.589909
"2011-09-01",72.779999,72.800003,71.029999,71.339996,364700,52.507965
"2011-09-02",69.790001,71.160004,69.059998,69.110001,291200,50.866638
"2011-09-06",67.239998,69.82,67.050003,69.25,250700,50.969681
"2011-09-07",70.650002,72.709999,69.419998,72.629997,258700,53.457455
"2011-09-08",72.169998,73.110001,71.510002,71.849998,277200,52.883343
"2011-09-09",71.699997,72.059998,68.620003,68.870003,719300,50.690002
"2011-09-12",68.080002,68.660004,66.68,67.889999,594300,49.968693
"2011-09-13",68.129997,68.440002,66.879997,67.830002,627400,49.924545
"2011-09-14",68.370003,68.599998,66.889999,68.139999,622700,50.152699
"2011-09-15",68.989998,69.199997,68.190002,68.800003,503000,50.638489
"2011-09-16",68.889999,69,67.620003,68.559998,1091400,50.46183
"2011-09-19",67.269997,67.690002,65.919998,66.160004,764000,48.695366
"2011-09-20",66.639999,67.010002,65.93,66.089996,719500,48.643852
"2011-09-21",66.029999,66.290001,62.419998,62.48,872400,45.986805
"2011-09-22",60.59,61.599998,59.330002,60.09,696500,44.227703
"2011-09-23",59.75,60.450001,59.459999,60.299999,592300,44.382271
"2011-09-26",60.66,61.02,59.799999,60.880001,573500,44.809166
"2011-09-27",61.599998,63.080002,61.459999,61.91,516800,45.567268
"2011-09-28",61.689999,62.5,60.34,60.470001,669000,44.847866
"2011-09-29",61.889999,62.77,61.330002,62.77,576300,46.553661
"2011-09-30",61.990002,63.130001,61.32,61.389999,632800,45.530186
"2011-10-03",60.959999,61.299999,57.09,57.189999,649400,42.415234
"2011-10-04",57.099998,60.549999,56.099998,60.419998,843600,44.810787
"2011-10-05",60.400002,60.880001,57.009998,59.459999,716300,44.098793
"2011-10-06",59.459999,62.150002,59.02,62.060001,473500,46.027092
"2011-10-07",62.439999,62.779999,59.23,59.669998,535000,44.254539
"2011-10-10",60.959999,61.91,60.59,61.720001,564600,45.774929
"2011-10-11",60.860001,61.540001,59.200001,60.119999,804100,44.588276
"2011-10-12",60.84,62.189999,60.189999,60.790001,515000,45.08519
"2011-10-13",60.380001,62.259998,59.52,61.709999,783000,45.767513
"2011-10-14",62.509998,64.580002,62.189999,64.370003,470900,47.740311
"2011-10-17",63.919998,64.449997,63.200001,63.84,826300,47.347248
"2011-10-18",64.110001,66.440002,63.740002,66.230003,646000,49.119789
"2011-10-19",66.019997,66.699997,64.959999,65.349998,631000,48.467133
"2011-10-20",65.360001,66.129997,63.549999,66.129997,539300,49.045631
"2011-10-21",66.93,68.25,66.480003,67.830002,486900,50.30645
"2011-10-24",67.690002,71.07,67.690002,70.620003,608100,52.375668
"2011-10-25",69.879997,70,68.379997,68.809998,498900,51.033257
"2011-10-26",67.089996,68.709999,65.040001,66.18,1683300,49.082718
"2011-10-27",68.290001,68.830002,66.559998,67.769997,1056300,50.261932
"2011-10-28",67.510002,68.209999,67.010002,67.949997,484100,50.395447
"2011-10-31",66.870003,67.440002,66.050003,66.089996,451400,49.015965
"2011-11-01",64.160004,65.309998,63.189999,63.439999,604100,47.050571
"2011-11-02",64.68,66.769997,64.169998,66.449997,593500,49.282963
"2011-11-03",67.279999,68.650002,65.809998,68.610001,674300,50.88493
"2011-11-04",67.82,68.940002,67.32,68.910004,437400,51.107426
"2011-11-07",68.690002,69.800003,68.220001,69.040001,597600,51.203842
"2011-11-08",69.209999,69.809998,67.650002,69.690002,425600,51.685925
"2011-11-09",68.25,68.440002,67.040001,67.220001,1006900,49.854031
"2011-11-10",68.279999,68.279999,66.389999,66.790001,542200,49.535118
"2011-11-11",67.389999,68.870003,67.029999,68.389999,774400,50.721771
"2011-11-14",67.870003,67.870003,66.379997,66.779999,1012900,49.527702
"2011-11-15",66.459999,68.519997,66.389999,68.029999,501400,50.454773
"2011-11-16",67.529999,68.379997,67.080002,67.279999,460800,49.89854
"2011-11-17",67.309998,67.519997,65.540001,66.040001,666700,48.97887
"2011-11-18",66.5,66.510002,65.230003,66.410004,426800,49.253292
"2011-11-21",65.379997,65.540001,64.150002,64.25,702400,47.65131
"2011-11-22",64.059998,64.529999,63.5,63.73,348700,47.265659
"2011-11-23",63.16,63.209999,61.950001,62,366000,45.982594
"2011-11-25",61.77,63.490002,61.650002,62.23,101000,46.153179
"2011-11-28",64.220001,64.269997,63.23,63.790001,599500,47.310158
"2011-11-29",63.869999,64.269997,63.07,63.299999,536100,46.946747
"2011-11-30",65.610001,65.690002,64.720001,65.559998,1007400,48.622879
"2011-12-01",65.5,66.389999,64.239998,66,921900,48.949219
"2011-12-02",66.32,67.089996,65.870003,66.089996,754200,49.015965
"2011-12-05",67.029999,68.699997,66.690002,68.139999,742600,50.536369
"2011-12-06",67.900002,67.970001,66.910004,67.540001,447900,50.09137
"2011-12-07",67.209999,68.519997,66.519997,68.349998,461600,50.692101
"2011-12-08",67.900002,67.919998,66.480003,66.610001,487600,49.40163
"2011-12-09",66.82,68.110001,66.68,67.760002,338900,50.254528
"2011-12-12",66.919998,66.919998,65.290001,65.68,399600,48.71188
"2011-12-13",66.099998,66.860001,64.43,64.949997,329500,48.170475
"2011-12-14",64.510002,65.110001,63.810001,64.400002,523800,47.762569
"2011-12-15",65.230003,65.629997,64.610001,65.370003,464000,48.481991
"2011-12-16",66.080002,67.010002,65.739998,66.260002,846900,49.14204
"2011-12-19",66.330002,66.919998,65.800003,66,409000,48.949219
"2011-12-20",67.07,68.440002,67,68.050003,315800,50.469597
"2011-12-21",67.980003,68.519997,67.470001,68.519997,400100,50.818192
"2011-12-22",68.550003,70.059998,68.389999,69.43,430700,51.493099
"2011-12-23",69.519997,69.870003,69.309998,69.400002,541800,51.470856
"2011-12-27",69.169998,70.260002,68.650002,69.870003,189100,51.819416
"2011-12-28",69.629997,69.629997,68.260002,68.330002,292500,51.035175
"2011-12-29",68.730003,69.309998,68.540001,69.269997,204600,51.737263
"2011-12-30",69.32,69.860001,68.760002,68.970001,335600,51.513187
"2012-01-03",70.269997,70.860001,68.300003,68.82,486700,51.401146
"2012-01-04",68.440002,68.589996,67.419998,67.489998,486600,50.407784
"2012-01-05",67.32,68.800003,66.900002,68.620003,515100,51.251781
"2012-01-06",68.68,69.199997,68.040001,68.199997,306700,50.938076
"2012-01-09",68.220001,68.800003,67.849998,68.449997,198500,51.124798
"2012-01-10",69.120003,70.160004,68.760002,69.660004,551700,52.028542
"2012-01-11",69.32,70.650002,69.139999,70.370003,257500,52.558846
"2012-01-12",70.029999,70.080002,68.980003,69.629997,321500,52.006138
"2012-01-13",69.160004,69.730003,68.889999,69.68,497300,52.043484
"2012-01-17",70.290001,70.879997,70,70.339996,421200,52.536434
"2012-01-18",70.32,71.610001,70.160004,71.209999,272100,53.186249
"2012-01-19",71.400002,71.550003,70.580002,70.779999,442500,52.865063
"2012-01-20",70.589996,71.620003,70.360001,71.489998,434200,53.39537
"2012-01-23",71.480003,72.150002,71.080002,71.739998,276000,53.582077
"2012-01-24",71.260002,71.839996,71.129997,71.300003,354500,53.253471
"2012-01-25",71.339996,71.879997,71.040001,71.580002,555400,53.462578
"2012-01-26",72.239998,72.669998,71.709999,72.050003,385500,53.813629
"2012-01-27",71.849998,73,71.769997,72.589996,275400,54.216923
"2012-01-30",71.910004,72.150002,71.519997,72.059998,282300,53.821075
"2012-01-31",72.470001,72.629997,71.860001,72.410004,521100,54.082508
"2012-02-01",72.860001,73.470001,72.68,73.470001,513100,54.874203
"2012-02-02",73.660004,73.910004,72.940002,73.309998,311400,54.754707
"2012-02-03",74.080002,74.349998,73.830002,74.260002,349500,55.464252
"2012-02-06",73.959999,74.43,73.610001,74.32,319500,55.50906
"2012-02-07",74.260002,74.449997,73.18,73.669998,339900,55.023598
"2012-02-08",72.5,73.75,72.050003,72.75,441100,54.336449
"2012-02-09",72.970001,73.260002,71.75,72.5,305400,54.149731
"2012-02-10",71.540001,72.290001,71.370003,71.769997,317700,53.604496
"2012-02-13",73.639999,73.639999,71.709999,72.620003,304000,54.239349
"2012-02-14",72.470001,72.540001,71.43,71.769997,369800,53.604496
"2012-02-15",72.050003,72.440002,71.419998,71.699997,271700,53.552189
"2012-02-16",71.769997,73.220001,71.720001,72.980003,547600,54.50824
"2012-02-17",73.309998,73.389999,72.410004,72.82,286600,54.388733
"2012-02-21",72.739998,73.029999,71.18,71.339996,496500,53.283325
"2012-02-22",71.230003,71.949997,70.209999,70.309998,351400,52.514023
"2012-02-23",70.419998,71.419998,70.419998,71.040001,545300,53.059261
"2012-02-24",71.190002,71.610001,70.599998,70.75,614300,52.842678
"2012-02-27",70.400002,70.860001,69.82,70.68,792600,52.790382
"2012-02-28",70.879997,71.720001,70.580002,71.599998,643400,53.47752
"2012-02-29",71.650002,72.32,71.370003,71.690002,530600,53.544727
"2012-03-01",71.75,72.550003,71.690002,72.18,389100,53.910725
"2012-03-02",72.099998,72.769997,71.43,71.57,262400,53.455116
"2012-03-05",71.279999,72.589996,71.239998,72.169998,299800,53.903236
"2012-03-06",71.419998,72.040001,70.540001,70.660004,333400,52.775436
"2012-03-07",70.910004,71.129997,70.239998,70.919998,247800,52.969616
"2012-03-08",71.279999,71.489998,70.459999,70.610001,313000,52.738098
"2012-03-09",70.769997,71.769997,70.589996,71.589996,320000,53.470043
"2012-03-12",71.709999,72.150002,71.489998,71.589996,246100,53.470043
"2012-03-13",71.989998,73.32,71.989998,73.269997,500200,54.724823
"2012-03-14",73.32,73.629997,72.650002,72.809998,258200,54.381248
"2012-03-15",72.910004,72.910004,72.190002,72.650002,358700,54.261745
"2012-03-16",72.660004,73.110001,72.440002,72.709999,544700,54.306568
"2012-03-19",72.720001,73.910004,72.309998,73.540001,268200,54.926498
"2012-03-20",72.790001,73.730003,72.790001,73.580002,261200,54.95636
"2012-03-21",73.650002,73.650002,73.040001,73.300003,347800,54.747238
"2012-03-22",72.599998,72.75,71.709999,72.349998,343200,54.037693
"2012-03-23",72.220001,72.720001,71.540001,72.459999,284800,54.119839
"2012-03-26",73.099998,73.25,72.269997,72.660004,339500,54.269234
"2012-03-27",72.739998,73.190002,72.419998,72.760002,261900,54.343922
"2012-03-28",72.129997,72.660004,71.339996,72.440002,442800,54.471752
"2012-03-29",71.550003,72.830002,71.550003,72.650002,413800,54.629646
"2012-03-30",72.739998,73.279999,72.489998,73.129997,398900,54.990601
"2012-04-02",73.050003,73.610001,72.860001,73.410004,470500,55.201164
"2012-04-03",73.480003,73.809998,72.559998,73.150002,513200,55.005642
"2012-04-04",72.650002,72.959999,72.059998,72.589996,334900,54.584534
"2012-04-05",72.239998,72.709999,71.769997,72.029999,278200,54.163445
"2012-04-09",71.029999,71.410004,70.739998,71.18,228200,53.524288
"2012-04-10",71.269997,72.419998,69.760002,69.900002,486800,52.561783
"2012-04-11",70.449997,70.540001,69.839996,70.199997,413900,52.787369
"2012-04-12",70.110001,71.660004,70.010002,71.639999,241800,53.87019
"2012-04-13",71.529999,71.970001,71.059998,71.150002,458600,53.501713
"2012-04-16",71.690002,73.18,71.589996,72.849998,306200,54.780048
"2012-04-17",73.269997,74.080002,72.830002,73.830002,319000,55.516979
"2012-04-18",73.410004,73.739998,72.910004,72.949997,180100,54.855259
"2012-04-19",73.029999,73.330002,72.389999,72.610001,341200,54.599583
"2012-04-20",73.019997,74.5,72.980003,73.879997,292400,55.554558
"2012-04-23",73.25,73.400002,72.540001,72.830002,391400,54.765015
"2012-04-24",73,73.5,72.959999,73.199997,535600,55.043213
"2012-04-25",73.709999,74.580002,73.709999,74.43,414600,55.968155
"2012-04-26",74.360001,74.82,73.769997,74.629997,459100,56.118538
"2012-04-27",75.040001,75.120003,74.25,74.769997,298600,56.223816
"2012-04-30",74.599998,75.080002,74.019997,74.919998,322000,56.336597
"2012-05-01",74.879997,76.5,74.379997,75.639999,213900,56.878006
"2012-05-02",73.959999,75.870003,73.790001,75.620003,340500,56.862988
"2012-05-03",75.699997,75.910004,74.849998,74.940002,380100,56.351646
"2012-05-04",74.760002,74.900002,74.07,74.330002,350400,55.892933
"2012-05-07",74.010002,75.019997,73.989998,74.75,289000,56.208771
"2012-05-08",74.230003,75.099998,74.199997,75.019997,375700,56.411812
"2012-05-09",74.330002,75.790001,74.160004,74.989998,348200,56.389256
"2012-05-10",75.470001,75.470001,74.209999,74.5,322300,56.020786
"2012-05-11",73.980003,75.739998,73.980003,75.150002,419200,56.509571
"2012-05-14",74.279999,74.620003,73.900002,74.07,396200,55.69743
"2012-05-15",73.889999,74.209999,72.730003,73.050003,403700,54.930435
"2012-05-16",73.300003,73.349998,72.269997,72.32,356100,54.3815
"2012-05-17",72.360001,72.599998,69.650002,69.650002,450900,52.373783
"2012-05-18",69.970001,70.110001,68.07,68.139999,350800,51.238342
"2012-05-21",68.300003,69.470001,67.959999,69.230003,576500,52.057961
"2012-05-22",69.349998,69.980003,68.879997,69.550003,427900,52.298592
"2012-05-23",68.849998,70.300003,68.419998,70.190002,304000,52.779846
"2012-05-24",70.5,70.93,69.660004,70.519997,192700,53.027992
"2012-05-25",70.440002,70.639999,69.459999,69.830002,327800,52.509163
"2012-05-29",70.169998,70.690002,69.989998,70.269997,338700,52.840008
"2012-05-30",69.639999,69.68,68.389999,68.419998,477800,51.448875
"2012-05-31",68.57,69.260002,67.839996,68.459999,511500,51.478962
"2012-06-01",67.419998,68.5,67.400002,67.980003,682700,51.118019
"2012-06-04",68.199997,68.470001,67.510002,68.309998,469200,51.366165
"2012-06-05",67.949997,69.519997,67.870003,69.330002,440200,52.133167
"2012-06-06",70.099998,70.699997,69.440002,70.550003,768800,53.050564
"2012-06-07",71.190002,71.489998,70.239998,70.400002,393700,52.937756
"2012-06-08",70.25,71.050003,69.949997,71.010002,417300,53.396461
"2012-06-11",71.400002,71.419998,68.830002,68.959999,350800,51.854954
"2012-06-12",69.300003,69.610001,68.660004,69.360001,289600,52.155735
"2012-06-13",69.309998,70,68.849998,69.099998,270300,51.96022
"2012-06-14",69.260002,70.82,69.260002,70.550003,314300,53.050564
"2012-06-15",70.550003,70.779999,70.010002,70.18,614600,52.772327
"2012-06-18",70.050003,71.150002,69.790001,70.900002,315200,53.31374
"2012-06-19",71.160004,72.019997,70.57,71.43,325500,53.712273
"2012-06-20",71.519997,72,71.040001,71.410004,270400,53.697231
"2012-06-21",71.419998,71.660004,69.589996,69.790001,317900,52.479061
"2012-06-22",70.279999,70.349998,69.510002,69.889999,271100,52.554264
"2012-06-25",69.129997,69.370003,68.660004,69.120003,175500,51.975246
"2012-06-26",69.309998,69.779999,68.690002,69.519997,288000,52.276031
"2012-06-27",69.419998,69.760002,68.779999,69.440002,242200,52.601776
"2012-06-28",69.010002,70.639999,68.82,70.580002,383600,53.465328
"2012-06-29",72,72.75,71.629997,72.720001,317900,55.086414
"2012-07-02",72.709999,72.989998,72.220001,72.739998,343900,55.101563
"2012-07-03",72.900002,74.129997,72.779999,73.779999,136300,55.889374
"2012-07-05",73.720001,74.18,73.349998,73.589996,188600,55.745445
"2012-07-06",72.779999,73.540001,72.779999,73.400002,123400,55.601521
"2012-07-09",73.339996,73.339996,72.529999,73.230003,177100,55.472748
"2012-07-10",73.43,73.849998,72.239998,72.57,169000,54.972782
"2012-07-11",72.639999,72.790001,72.160004,72.559998,164800,54.965202
"2012-07-12",72.129997,72.779999,71.449997,72.169998,242800,54.669769
"2012-07-13",72.510002,73.5,72.379997,73.309998,181400,55.533352
"2012-07-16",73.279999,73.449997,72.959999,73.169998,213900,55.427284
"2012-07-17",73.360001,74.470001,72.889999,74.150002,167800,56.169655
"2012-07-18",74.099998,74.18,73.550003,73.610001,276800,55.760605
"2012-07-19",73.849998,74.290001,72.699997,72.949997,354400,55.260647
"2012-07-20",72.660004,73.059998,72.059998,72.360001,303700,54.813717
"2012-07-23",71.639999,72.400002,71.370003,72.139999,178500,54.64706
"2012-07-24",72.18,72.300003,70.970001,71.739998,298900,54.344044
"2012-07-25",71.900002,72.269997,71.269997,71.43,259800,54.109222
"2012-07-26",72.290001,72.870003,71.279999,71.730003,236000,54.336468
"2012-07-27",72.050003,73.239998,71.870003,72.5,211200,54.919777
"2012-07-30",72.730003,73.470001,72.32,72.5,229100,54.919777
"2012-07-31",71.25,73.849998,71.25,73.480003,492700,55.66214
"2012-08-01",73.889999,74.290001,72.660004,72.760002,426500,55.116703
"2012-08-02",72.309998,73.129997,71.949997,72.980003,487600,55.283379
"2012-08-03",73.860001,74.139999,73.269997,73.550003,220400,55.715157
"2012-08-06",73.519997,74,73.519997,73.760002,195900,55.874237
"2012-08-07",74,74,73.029999,73.25,301000,55.487919
"2012-08-08",73.050003,73.199997,72.400002,73,342800,55.298515
"2012-08-09",72.900002,73.309998,72.010002,72.739998,215600,55.101563
"2012-08-10",72.449997,73.459999,72.120003,73.449997,284800,55.639397
"2012-08-13",73.510002,74.139999,72.970001,74.099998,342200,56.131779
"2012-08-14",74.459999,74.459999,73.470001,73.690002,192700,55.821209
"2012-08-15",73.779999,74.220001,73.449997,73.949997,223000,56.018166
"2012-08-16",73.839996,74.330002,73.349998,74.239998,143200,56.237839
"2012-08-17",74.199997,74.470001,73.160004,73.389999,251600,55.593948
"2012-08-20",73.110001,73.489998,72.5,73.290001,330900,55.518181
"2012-08-21",73.449997,74.190002,73.269997,73.830002,202700,55.927265
"2012-08-22",73.57,74.040001,73.040001,73.800003,182500,55.90453
"2012-08-23",73.839996,73.860001,73.18,73.25,177800,55.487919
"2012-08-24",73.089996,73.550003,72.720001,73.330002,145800,55.548485
"2012-08-27",73.660004,73.699997,72.989998,73.120003,191000,55.389416
"2012-08-28",72.910004,73.989998,72.760002,73.849998,253100,55.942398
"2012-08-29",74.059998,74.309998,73.480003,74.099998,215100,56.131779
"2012-08-30",73.669998,74.220001,73.559998,74.059998,249900,56.101475
"2012-08-31",74.220001,74.349998,73.709999,73.900002,362600,55.980286
"2012-09-04",73.889999,74.650002,73.370003,74.440002,349600,56.389317
"2012-09-05",74.449997,74.790001,74.029999,74.540001,264800,56.465088
"2012-09-06",74.650002,75.400002,74.029999,74.959999,308800,56.783226
"2012-09-07",75.139999,75.639999,74.730003,75.099998,225100,56.889294
"2012-09-10",74.980003,75.120003,74.410004,74.510002,157100,56.44236
"2012-09-11",74.410004,74.830002,74.290001,74.660004,233000,56.555981
"2012-09-12",74.830002,74.889999,74.339996,74.620003,273000,56.525681
"2012-09-13",74.82,75.82,74.650002,75.580002,479300,57.252892
"2012-09-14",75.5,76.940002,75.5,76.650002,437600,58.063457
"2012-09-17",76.860001,77.099998,75.959999,75.989998,297300,57.56348
"2012-09-18",75.800003,75.949997,75.099998,75.32,215900,57.055931
"2012-09-19",75.389999,75.650002,74.860001,74.910004,339700,56.745361
"2012-09-20",74.82,75.199997,72.010002,74.379997,323600,56.343895
"2012-09-21",74.860001,75.089996,74.419998,74.510002,539500,56.44236
"2012-09-24",74.019997,75.339996,74.019997,74.910004,612200,56.745361
"2012-09-25",75.25,75.349998,73.800003,73.800003,771200,55.90453
"2012-09-26",73.559998,74.080002,72.970001,73.169998,313500,55.828217
"2012-09-27",73.32,73.980003,73.019997,73.57,303700,56.133427
"2012-09-28",73.07,73.940002,72.879997,73.519997,424900,56.095268
"2012-10-01",74.010002,74.410004,71.75,72.75,497300,55.507774
"2012-10-02",72.75,72.870003,72.25,72.699997,364900,55.469616
"2012-10-03",72.720001,73.889999,72.660004,72.959999,235500,55.667995
"2012-10-04",73.379997,73.559998,72.379997,72.839996,294400,55.576447
"2012-10-05",73.139999,73.239998,72.449997,72.68,224700,55.454365
"2012-10-08",72.43,72.730003,72.160004,72.599998,149400,55.393318
"2012-10-09",72.809998,73.099998,72.379997,72.470001,206000,55.294132
"2012-10-10",72.650002,72.989998,72.099998,72.870003,197800,55.599323
"2012-10-11",73.300003,73.650002,72.82,73.029999,204200,55.721405
"2012-10-12",73.120003,73.489998,72.57,72.769997,479900,55.523026
"2012-10-15",72.989998,73.870003,72.629997,73.849998,236300,56.347069
"2012-10-16",74.019997,74.459999,73.639999,73.860001,151300,56.354713
"2012-10-17",73.790001,74.290001,73.190002,74.040001,339300,56.492027
"2012-10-18",73.889999,74.459999,73.790001,74.25,314700,56.652264
"2012-10-19",74.110001,74.589996,73.370003,73.379997,511500,55.988457
"2012-10-22",72.529999,73.769997,72.260002,72.720001,414100,55.484882
"2012-10-23",72.190002,72.360001,71.290001,71.720001,410200,54.721878
"2012-10-24",71.93,71.980003,71.18,71.510002,316100,54.561661
"2012-10-25",71.589996,72.190002,70.230003,71.099998,223500,54.248837
"2012-10-26",70.860001,70.860001,69.830002,70.07,592600,53.462955
"2012-10-31",70,70.610001,68.879997,70.43,485700,53.737621
"2012-11-01",70.230003,70.800003,69.32,69.669998,597400,53.157757
"2012-11-02",70.290001,70.5,69.699997,69.879997,348200,53.31797
"2012-11-05",69.839996,70.019997,68.550003,69.650002,318100,53.142506
"2012-11-06",69.760002,69.980003,68.769997,69.25,414700,52.837296
"2012-11-07",68.879997,69.239998,68.199997,68.269997,328000,52.089554
"2012-11-08",68.32,68.339996,67.239998,67.279999,388700,51.334194
"2012-11-09",67.139999,68.050003,66.610001,67.449997,239200,51.463898
"2012-11-12",66.849998,67.300003,65.949997,66.160004,422100,50.479637
"2012-11-13",65.860001,66.470001,65.790001,66.230003,263500,50.533066
"2012-11-14",66.260002,66.300003,64.580002,64.75,348400,49.40382
"2012-11-15",64.57,65.489998,64.089996,65.110001,1007100,49.678505
"2012-11-16",65.400002,66.760002,65.110001,66.580002,1089500,50.800102
"2012-11-19",67.440002,67.769997,65.589996,67.300003,427600,51.349468
"2012-11-20",66.949997,67.510002,66.620003,67.459999,284000,51.471527
"2012-11-21",67.5,67.650002,66.849998,67.32,394600,51.364719
"2012-11-23",67.769997,68.059998,67.290001,68.019997,182900,51.8988
"2012-11-26",67.5,68.419998,67.239998,67.779999,304800,51.715683
"2012-11-27",67.139999,67.769997,66.059998,67.459999,738200,51.471527
"2012-11-28",67.190002,67.849998,66.489998,67.709999,294500,51.662292
"2012-11-29",67.940002,67.959999,67.459999,67.940002,297000,51.837772
"2012-11-30",67.959999,68.470001,67.599998,67.919998,389500,51.822517
"2012-12-03",68.050003,68.800003,68.029999,68.440002,274800,52.219276
"2012-12-04",68.330002,68.849998,68.220001,68.459999,395500,52.234524
"2012-12-05",68.529999,69,68.040001,68.730003,759600,52.440548
"2012-12-06",68.989998,69.879997,68.989998,69.75,442300,53.218784
"2012-12-07",69.870003,70.150002,69.57,70.129997,403400,53.508743
"2012-12-10",70.269997,71.089996,70.07,70.339996,299500,53.668961
"2012-12-11",70.559998,70.610001,70.07,70.220001,267000,53.577385
"2012-12-12",70.279999,70.57,69.709999,70.129997,233200,53.508743
"2012-12-13",70.129997,70.18,69.269997,69.730003,207700,53.203529
"2012-12-14",69.529999,69.919998,69.160004,69.25,696700,52.837296
"2012-12-17",69.550003,69.830002,69.360001,69.760002,445200,53.226418
"2012-12-18",69.68,70.410004,69.550003,69.889999,787700,53.3256
"2012-12-19",70,70,68.809998,69.57,432500,53.081455
"2012-12-20",69.669998,70.610001,69.669998,70.449997,456300,53.752888
"2012-12-21",70,70.620003,69.459999,69.540001,969400,53.058556
"2012-12-24",69.779999,70.040001,69.139999,69.550003,240000,53.066193
"2012-12-26",69.68,69.870003,69.089996,69.139999,495900,52.753372
"2012-12-27",68.93,69.260002,67.809998,68.400002,693600,52.614918
"2012-12-28",68.040001,68.440002,67.879997,68.160004,482900,52.43029
"2012-12-31",68.019997,69.32,67.75,69.32,529500,53.32259
"2013-01-02",70.410004,70.660004,69.769997,70.629997,505300,54.33028
"2013-01-03",70.550003,71.129997,70.400002,70.980003,356400,54.599487
"2013-01-04",70.989998,71.760002,70.620003,71.639999,492100,55.107189
"2013-01-07",71.309998,72,71.309998,71.959999,351300,55.353325
"2013-01-08",71.830002,72.040001,71.550003,71.699997,408500,55.153339
"2013-01-09",72.050003,72.260002,71.760002,72.089996,1476900,55.453331
"2013-01-10",72.400002,72.400002,71.900002,71.919998,619900,55.322563
"2013-01-11",71.739998,72.309998,71.739998,72.279999,341700,55.599495
"2013-01-14",72.160004,72.389999,72.010002,72.389999,349800,55.684109
"2013-01-15",71.760002,72.75,71.629997,72.699997,364800,55.922562
"2013-01-16",72.339996,72.589996,72.099998,72.360001,606000,55.661037
"2013-01-17",72.470001,72.790001,72.260002,72.400002,287300,55.691784
"2013-01-18",72.699997,72.699997,72.199997,72.650002,638700,55.884087
"2013-01-22",72.480003,73.150002,72.480003,73.080002,271500,56.214859
"2013-01-23",72.980003,73.07,72.709999,72.760002,197600,55.968723
"2013-01-24",72.93,73.18,72.519997,72.980003,222500,56.137939
"2013-01-25",72.830002,73.440002,72.769997,73.339996,352200,56.414883
"2013-01-28",73.43,73.470001,72.82,73.190002,379100,56.299484
"2013-01-29",73.099998,73.510002,72.970001,73.470001,236700,56.514866
"2013-01-30",73.32,73.489998,72.949997,73.209999,414800,56.314861
"2013-01-31",73.139999,73.139999,72.449997,72.5,539600,55.768715
"2013-02-01",73.150002,73.209999,72.709999,72.900002,440200,56.076401
"2013-02-04",72.709999,73,71.959999,72.110001,717100,55.468712
"2013-02-05",72.589996,72.589996,71.910004,72.120003,540500,55.476418
"2013-02-06",71.879997,72.809998,71.879997,72.779999,313800,55.9841
"2013-02-07",72.599998,72.599998,71.699997,72.470001,288500,55.745644
"2013-02-08",72.720001,72.720001,72.199997,72.620003,447100,55.861023
"2013-02-11",72.739998,73.18,72.660004,72.730003,352800,55.945656
"2013-02-12",73.379997,73.5,72.790001,72.790001,409200,55.991806
"2013-02-13",72.800003,73.099998,72.290001,72.360001,429600,55.661037
"2013-02-14",72.309998,72.360001,71.419998,71.559998,762500,55.045643
"2013-02-15",71.68,72.010002,70.970001,71.620003,964100,55.091789
"2013-02-19",71.599998,72.150002,71.580002,71.919998,457800,55.322563
"2013-02-20",72.010002,72.480003,71.400002,71.860001,1001100,55.276409
