"dates","ARE.Open","ARE.High","ARE.Low","ARE.Close","ARE.Volume","ARE.Adjusted"
"2010-04-21",70.449997,71.150002,69.559998,70.550003,605800,50.484535
"2010-04-22",69.949997,71.169998,69.870003,70.959999,420100,50.777908
"2010-04-23",71.169998,74.309998,70.68,74.190002,557200,53.089249
"2010-04-26",74.25,75.18,73.809998,74.599998,389200,53.382633
"2010-04-27",74.209999,74.620003,71.919998,72.160004,437100,51.636593
"2010-04-28",72.620003,73.160004,71.660004,72.019997,337300,51.53643
"2010-04-29",72.610001,74.25,72.190002,73.910004,738400,52.888878
"2010-04-30",74.040001,74.32,70.75,70.809998,547100,50.670567
"2010-05-03",71.080002,73.220001,71.059998,73.019997,936000,52.251995
"2010-05-04",72.120003,72.860001,70.489998,71.029999,909900,50.828018
"2010-05-05",70.269997,71.790001,69.199997,70.169998,411800,50.212593
"2010-05-06",69.739998,69.980003,62.349998,66.970001,827600,47.922726
"2010-05-07",66.879997,68.269997,64.199997,65.010002,966400,46.520187
"2010-05-10",68.57,69.769997,67.449997,69.760002,705300,49.919209
"2010-05-11",69,70.639999,68.18,69.940002,478100,50.048016
"2010-05-12",70.410004,71.470001,69.970001,70.970001,684300,50.785053
"2010-05-13",70.82,71.199997,69.580002,69.809998,472700,49.954983
"2010-05-14",69.07,69.779999,65.879997,66.970001,1490100,47.922726
"2010-05-17",67.269997,68.370003,65.43,66.879997,1679600,47.858315
"2010-05-18",67.769997,68.160004,64.93,65.25,504200,46.691914
"2010-05-19",64.940002,66.169998,62.84,65.110001,633500,46.591743
"2010-05-20",63.419998,64.199997,62,62.029999,700900,44.387726
"2010-05-21",61.599998,64.25,60.48,63.599998,720800,45.5112
"2010-05-24",63.150002,64.739998,62.939999,63.209999,462800,45.232121
"2010-05-25",61.330002,63.290001,60.689999,63.139999,389700,45.182037
"2010-05-26",63.740002,64.980003,62.619999,62.919998,386700,45.024616
"2010-05-27",64.510002,66.690002,63.84,66.599998,344900,47.657951
"2010-05-28",66.25,67.010002,65.449997,65.580002,383700,46.928074
"2010-06-01",65.050003,66.139999,64.099998,64.25,323000,45.976334
"2010-06-02",64.480003,65.879997,63.139999,65.82,485100,47.0998
"2010-06-03",65.669998,66.239998,64.959999,65.739998,322400,47.042561
"2010-06-04",64.290001,65.080002,62.150002,62.360001,495200,44.623878
"2010-06-07",62.77,64.290001,62.240002,62.549999,441600,44.759846
"2010-06-08",62.759998,65.389999,61.470001,65.199997,800900,46.656147
"2010-06-09",65.660004,67.419998,65.269997,65.860001,530700,47.128426
"2010-06-10",67.25,69.949997,66.639999,69.480003,554700,49.718845
"2010-06-11",69.07,71.669998,68.68,71.160004,491000,50.921028
"2010-06-14",72.25,73.360001,71.110001,71.910004,839900,51.457718
"2010-06-15",72.68,73.190002,71.730003,72.800003,808000,52.094582
"2010-06-16",72.559998,73,71.459999,72.230003,750800,51.686707
"2010-06-17",72.529999,73.769997,72.040001,73.389999,568200,52.516788
"2010-06-18",73.940002,74.029999,72.980003,73.18,623500,52.366497
"2010-06-21",74,74.419998,71.599998,71.870003,662800,51.429096
"2010-06-22",71.839996,72.739998,68.589996,68.889999,862900,49.296646
"2010-06-23",68.82,70.349998,68,69.279999,495100,49.575729
"2010-06-24",68.620003,69.07,67.419998,67.900002,639200,48.588226
"2010-06-25",68.269997,69.5,68,68.489998,810100,49.010418
"2010-06-28",68.629997,68.720001,67.510002,67.629997,289000,48.395016
"2010-06-29",66.160004,66.660004,63.32,63.779999,572100,45.877438
"2010-06-30",63.82,64.68,63.07,63.369999,975400,45.58252
"2010-07-01",63.450001,64.059998,61.630001,63.41,634100,45.611294
"2010-07-02",63.84,64.199997,61.509998,61.75,595100,44.417244
"2010-07-06",62.919998,64.07,60.110001,60.830002,575300,43.755486
"2010-07-07",60.889999,64.730003,60.880001,64.690002,744800,46.532017
"2010-07-08",65.629997,66.160004,64.019997,65,429500,46.755001
"2010-07-09",65,65.970001,64.610001,65.209999,328500,46.906052
"2010-07-12",64.800003,65.550003,64.190002,65.059998,184500,46.798149
"2010-07-13",65.93,67.5,65.57,67.230003,376600,48.359039
"2010-07-14",66.510002,67.599998,66,66.870003,224100,48.100094
"2010-07-15",67.019997,67.019997,65.150002,66.339996,191300,47.718857
"2010-07-16",65.809998,66,63.93,64.360001,569500,46.294628
"2010-07-19",64.650002,65.610001,63.740002,65.349998,285800,47.006741
"2010-07-20",64.300003,68.029999,63.950001,67.900002,391700,48.840988
"2010-07-21",68.300003,68.550003,65.839996,66.230003,357300,47.639744
"2010-07-22",67.419998,70.050003,66.870003,69.730003,439500,50.157318
"2010-07-23",69.43,71.040001,68.279999,70.910004,393500,51.006111
"2010-07-26",71.099998,72.709999,70.610001,72.589996,424400,52.214527
"2010-07-27",73.18,73.75,71.410004,72.089996,648800,51.854893
"2010-07-28",71.800003,72.919998,71.050003,71.43,616400,51.380142
"2010-07-29",72.050003,72.239998,69.57,69.93,339600,50.301182
"2010-07-30",69.220001,70.779999,69.18,70.550003,330900,50.747162
"2010-08-02",71.93,72.959999,70.599998,72.830002,832100,52.387173
"2010-08-03",72.220001,72.510002,71.580002,72,371600,51.790134
"2010-08-04",72.110001,72.599998,71.5,72.18,239400,51.919636
"2010-08-05",71.959999,72.75,71.190002,71.639999,335000,51.531197
"2010-08-06",70.660004,72.489998,70.660004,72.339996,323500,52.034729
"2010-08-09",72.040001,73.43,72.040001,73.25,297800,52.689301
"2010-08-10",72.199997,72.290001,70.459999,71.18,445700,51.200325
"2010-08-11",69.68,70.559998,68.360001,69.57,1471400,50.042217
"2010-08-12",68.599998,69.260002,67.879997,68.25,511600,49.092728
"2010-08-13",67.980003,68.650002,67.169998,67.349998,344700,48.445366
"2010-08-16",66.900002,68.25,66.690002,67.470001,313100,48.531689
"2010-08-17",68.32,69.879997,67.470001,69.199997,489800,49.776081
"2010-08-18",69.199997,71.019997,68.639999,70.349998,601500,50.603287
"2010-08-19",69.970001,70.260002,68.290001,68.57,477400,49.322918
"2010-08-20",68.120003,68.410004,66.68,67.860001,397600,48.812218
"2010-08-23",68.330002,68.839996,67.690002,67.75,326300,48.733093
"2010-08-24",66.669998,68.360001,66.620003,67.870003,494300,48.819401
"2010-08-25",67.339996,69.5,67.339996,69.260002,411400,49.819248
"2010-08-26",69.739998,69.910004,68.639999,68.959999,347300,49.603455
"2010-08-27",69.599998,70.410004,67.879997,70.050003,535800,50.387493
"2010-08-30",69.639999,71.349998,69.470001,69.559998,525300,50.035046
"2010-08-31",69.230003,70.07,68.720001,69.370003,737600,49.898365
"2010-09-01",70.709999,70.93,69.290001,69.809998,1069600,50.214863
"2010-09-02",70.220001,71.110001,69.510002,70.699997,587500,50.855049
"2010-09-03",71.779999,72.190002,70.970001,71.860001,430600,51.68943
"2010-09-07",71.440002,71.809998,70.870003,70.900002,403200,50.998909
"2010-09-08",71.150002,71.949997,70.989998,71.269997,234600,51.265041
"2010-09-09",72.139999,72.379997,69.870003,70.309998,277800,50.574512
"2010-09-10",70.349998,70.809998,70.019997,70.349998,397000,50.603287
"2010-09-13",71.110001,71.900002,70.550003,71.75,440200,51.610321
"2010-09-14",71.57,72.400002,71.339996,71.900002,326900,51.718208
"2010-09-15",71.580002,72.57,71.32,72.059998,477600,51.833298
"2010-09-16",71.809998,72.400002,71.580002,71.730003,158400,51.595932
"2010-09-17",72.209999,72.209999,71.5,72.169998,396900,51.912418
"2010-09-20",72.68,73.639999,72.239998,73.360001,544700,52.768402
"2010-09-21",73.339996,73.889999,72.599998,72.910004,246800,52.44474
"2010-09-22",70.099998,70.529999,69.690002,70.5,4548300,50.711178
"2010-09-23",69.599998,70.260002,68.190002,68.550003,764200,49.308533
"2010-09-24",69.510002,70.150002,69.220001,70.010002,645400,50.358727
"2010-09-27",69.959999,70.25,68.900002,69.690002,446300,50.128544
"2010-09-28",69.699997,70.25,68.709999,70.160004,458300,50.466629
"2010-09-29",69.709999,69.800003,69.050003,69.620003,528700,50.329266
"2010-09-30",69.949997,71,69.260002,70,968400,50.603981
"2010-10-01",70.690002,71.07,69.629997,71.050003,506800,51.363041
"2010-10-04",70.949997,71.489998,70.260002,71.440002,628600,51.644978
"2010-10-05",71.959999,72.440002,70.699997,72.349998,1050200,52.30283
"2010-10-06",72.349998,72.489998,70.82,71.190002,301400,51.464264
"2010-10-07",71.620003,71.93,70.019997,70.589996,562400,51.030499
"2010-10-08",70.760002,71.209999,70.440002,71.099998,252900,51.399181
"2010-10-11",71.099998,71.800003,70.860001,71.580002,285200,51.746181
"2010-10-12",71.480003,71.529999,70.650002,71.290001,399200,51.536537
"2010-10-13",71.75,73.330002,71.309998,72.68,425200,52.541397
"2010-10-14",72.519997,73.519997,72.32,73.43,486800,53.083565
"2010-10-15",74,74.199997,72.919998,73.260002,247400,52.96067
"2010-10-18",73.309998,75.160004,73.309998,75.07,695200,54.269154
"2010-10-19",74.330002,75.300003,73.440002,73.730003,491300,53.300434
"2010-10-20",74.099998,75.160004,74.010002,74.709999,491800,54.0089
"2010-10-21",75.040001,75.699997,73.650002,74.730003,338600,54.023369
"2010-10-22",74.989998,75.309998,74.459999,74.940002,172800,54.175182
"2010-10-25",75.459999,75.690002,74.540001,74.769997,238900,54.052265
"2010-10-26",74.339996,74.540001,73.620003,73.900002,307500,53.42334
"2010-10-27",73.5,74.519997,73.239998,74.059998,604400,53.539005
"2010-10-28",74.459999,74.82,72.830002,73.43,163900,53.083565
"2010-10-29",73.290001,74.099998,73.199997,73.480003,264600,53.119728
"2010-11-01",73.830002,74.519997,72.989998,73.540001,284000,53.163105
"2010-11-02",74.230003,75.349998,73.879997,74.800003,471600,54.073959
"2010-11-03",74.669998,74.800003,73.349998,74.080002,453500,53.553448
"2010-11-04",74.93,75.25,73.010002,74.059998,821000,53.539005
"2010-11-05",74.059998,75.260002,73.559998,74.07,453400,53.546223
"2010-11-08",73.699997,74.599998,73.599998,74.209999,545300,53.647453
"2010-11-09",75.07,76.190002,71.139999,71.559998,626400,51.731716
"2010-11-10",71.690002,72.57,71.690002,72.419998,446200,52.35342
"2010-11-11",71.879997,72.800003,71.769997,72.059998,360600,52.093155
"2010-11-12",71.650002,72.360001,70.849998,71.099998,454300,51.399181
"2010-11-15",71.339996,71.68,69.629997,69.760002,440500,50.430481
"2010-11-16",69.410004,69.5,67.489998,67.830002,716400,49.035267
"2010-11-17",68.029999,69.050003,67.75,68.419998,368800,49.461765
"2010-11-18",69.32,69.5,67.760002,67.949997,351400,49.122002
"2010-11-19",67.989998,68.370003,67.18,67.629997,359400,48.890671
"2010-11-22",67.370003,67.669998,66.68,67.190002,500800,48.572586
"2010-11-23",66.639999,66.949997,65.599998,66.110001,616800,47.791851
"2010-11-24",66.690002,68.169998,66.690002,68.010002,344800,49.165382
"2010-11-26",67.519997,67.949997,67.239998,67.470001,131800,48.775002
"2010-11-29",67.129997,67.910004,66.660004,67.699997,374800,48.941273
"2010-11-30",66.949997,67.709999,66.650002,66.75,1291100,48.254501
"2010-12-01",67.620003,67.940002,66.82,67.879997,605000,49.0714
"2010-12-02",68.089996,68.800003,68.080002,68.769997,743900,49.714783
"2010-12-03",68.379997,69.360001,67.900002,69.120003,383200,49.967804
"2010-12-06",68.949997,69.559998,68.260002,69.309998,331700,50.105175
"2010-12-07",70.029999,71.150002,69.900002,70.550003,734700,51.001583
"2010-12-08",70.550003,71.18,68.980003,69.459999,716000,50.213596
"2010-12-09",69.760002,69.82,68.360001,68.519997,390300,49.534058
"2010-12-10",68.660004,69.489998,68.150002,69,625300,49.881065
"2010-12-13",69.300003,69.769997,68.68,69.370003,263700,50.148544
"2010-12-14",69.379997,70.599998,68.970001,69.43,534500,50.191917
"2010-12-15",69.57,70.43,69.169998,69.18,539300,50.011181
"2010-12-16",69.400002,70.099998,68.739998,69.480003,362800,50.228058
"2010-12-17",69.629997,69.669998,68.68,69.419998,915600,50.184696
"2010-12-20",69.639999,70.550003,69.540001,70.410004,250500,50.900372
"2010-12-21",70.620003,70.809998,70,70.690002,318400,51.102787
"2010-12-22",71,72.18,70.690002,71.970001,484100,52.028111
"2010-12-23",71.889999,72.480003,71.860001,71.919998,211300,51.991978
"2010-12-27",71.769997,72.940002,71.610001,72.910004,212500,52.707676
"2010-12-28",72.989998,73.82,72.510002,73.459999,358800,53.105251
"2010-12-29",73.040001,73.330002,72.309998,72.959999,292300,53.068893
"2010-12-30",72.809998,73.540001,72.550003,73.239998,151400,53.272572
"2010-12-31",73.199997,73.830002,73.040001,73.260002,220100,53.287106
"2011-01-03",73.800003,74.839996,73.660004,74.510002,521200,54.196316
"2011-01-04",74.589996,75.330002,73.239998,73.330002,504000,53.338009
"2011-01-05",73.120003,74.160004,73.050003,73.889999,430000,53.745342
"2011-01-06",73.989998,74.120003,72.989998,73.07,379500,53.148907
"2011-01-07",73.080002,75.57,73.080002,75.510002,884600,54.923672
"2011-01-10",75.260002,75.589996,74.779999,75.309998,443700,54.778214
"2011-01-11",75.699997,75.699997,74.540001,74.82,384000,54.421776
"2011-01-12",75.440002,75.68,75,75.610001,349300,54.996426
"2011-01-13",75.57,75.57,74.610001,74.870003,357500,54.458183
"2011-01-14",74.809998,75.260002,74.360001,75.220001,335400,54.712746
"2011-01-18",75.239998,77.110001,74.889999,77.110001,485800,56.087486
"2011-01-19",76.800003,76.919998,75.379997,75.68,390800,55.047344
"2011-01-20",75.699997,76.25,74.970001,75.349998,346300,54.807308
"2011-01-21",75.57,75.75,74.910004,75.25,272600,54.73457
"2011-01-24",75.220001,76.790001,75.220001,76.230003,259800,55.447388
"2011-01-25",75.809998,77.849998,75.809998,77.849998,397100,56.625736
"2011-01-26",78.099998,78.099998,77.059998,77.360001,324000,56.269337
"2011-01-27",77.690002,78.010002,77.099998,77.900002,454900,56.662109
"2011-01-28",78.059998,78.080002,76.349998,76.550003,244100,55.680157
"2011-01-31",76.75,77.82,76.709999,77.040001,462000,56.036556
"2011-02-01",77.529999,78.010002,76.93,77.599998,421400,56.443878
"2011-02-02",77.510002,77.849998,76.650002,76.980003,339500,55.992916
"2011-02-03",76.760002,77.230003,75.510002,76.919998,379900,55.94928
"2011-02-04",76.610001,76.610001,75.269997,75.650002,383600,55.025509
"2011-02-07",76.019997,77.809998,76.019997,77.68,272000,56.50206
"2011-02-08",77.529999,78.57,77.379997,77.760002,260100,56.560246
"2011-02-09",77.57,77.989998,77.349998,77.690002,322500,56.509335
"2011-02-10",77.470001,78.529999,77.400002,78.470001,250800,57.076691
"2011-02-11",78.330002,78.980003,77.989998,78.980003,319400,57.447666
"2011-02-14",79.010002,79.279999,78.650002,79.120003,311400,57.549496
"2011-02-15",78.760002,79.599998,78.529999,78.919998,219200,57.404011
"2011-02-16",79.32,80.449997,78.989998,79.809998,368900,58.051373
"2011-02-17",79.690002,80,79.529999,79.839996,397000,58.073196
"2011-02-18",80.120003,80.120003,79.519997,79.739998,404500,58.000465
"2011-02-22",79.129997,79.910004,78.900002,79.160004,555400,57.578587
"2011-02-23",79.080002,79.290001,77.379997,78.07,306000,56.785755
"2011-02-24",78.050003,78.050003,76.290001,76.839996,328500,55.891068
"2011-02-25",77.269997,78.360001,77.080002,78.330002,292800,56.974869
"2011-02-28",78.690002,80.720001,78.279999,80.199997,457300,58.335041
"2011-03-01",80.129997,80.18,77.629997,77.709999,375100,56.523895
"2011-03-02",77.690002,78,76.419998,76.629997,388400,55.73835
"2011-03-03",77.18,77.639999,76.849998,77.639999,253400,56.472984
"2011-03-04",77.660004,77.989998,76.290001,76.949997,273900,55.971092
"2011-03-07",77.239998,77.43,76.370003,76.839996,198600,55.891068
"2011-03-08",76.919998,78.18,76.82,77.910004,220900,56.669411
"2011-03-09",77.75,77.989998,76.830002,77.480003,154400,56.356606
"2011-03-10",76.809998,77.050003,75.879997,76.660004,245000,55.760166
"2011-03-11",76.050003,77.360001,76.040001,77.190002,221600,56.145668
"2011-03-14",76.699997,76.900002,75.870003,76.360001,183400,55.541943
"2011-03-15",75,77.68,74.360001,76.730003,359600,55.811069
"2011-03-16",76.739998,76.82,74.900002,75.360001,340000,54.814583
"2011-03-17",76.440002,76.470001,74.449997,75.059998,285500,54.596352
"2011-03-18",75.669998,75.919998,75.089996,75.220001,501700,54.712746
"2011-03-21",76.089996,76.970001,76.029999,76.779999,186200,55.84745
"2011-03-22",76.699997,76.93,75.220001,75.610001,217600,54.996426
"2011-03-23",75.459999,75.779999,74.309998,75.059998,328200,54.596352
"2011-03-24",75.370003,76.089996,74.599998,75.690002,231100,55.054619
"2011-03-25",75.849998,76.690002,75.489998,76.519997,161800,55.65831
"2011-03-28",76.610001,76.919998,75.18,75.919998,374000,55.221897
"2011-03-29",75.559998,76.559998,75.099998,76.419998,210100,55.917034
"2011-03-30",76.519997,77.339996,76.300003,77.269997,231500,56.538967
"2011-03-31",77.040001,78.150002,77.040001,77.970001,402100,57.051151
"2011-04-01",78.449997,78.93,78.230003,78.43,438100,57.38776
"2011-04-04",78.599998,79,78.419998,78.599998,359100,57.51215
"2011-04-05",78.400002,78.93,78.400002,78.480003,195100,57.424343
"2011-04-06",78.720001,78.720001,78.150002,78.489998,231500,57.431652
"2011-04-07",78.349998,78.580002,76.529999,76.550003,259400,56.01215
"2011-04-08",76.900002,77.059998,75.559998,75.800003,201900,55.463367
"2011-04-11",76.010002,76.709999,75.440002,75.889999,224400,55.529217
"2011-04-12",75.57,76.43,75.410004,76.160004,205700,55.726776
"2011-04-13",76.480003,76.57,75.910004,75.980003,205400,55.59507
"2011-04-14",75.550003,77.580002,75.550003,77.410004,269200,56.641407
"2011-04-15",77.559998,78.239998,77.5,77.790001,479100,56.919453
"2011-04-18",76.800003,76.989998,75.629997,76.389999,361900,55.895077
"2011-04-19",76.57,76.989998,76.309998,76.809998,465500,56.202393
"2011-04-20",77.75,78.019997,76.940002,77.75,241200,56.89019
"2011-04-21",77.800003,78.25,77.480003,78.139999,211600,57.17556
"2011-04-25",78.07,78.650002,77.879997,78.43,205700,57.38776
"2011-04-26",78.739998,79.830002,78.279999,79.709999,212000,58.324352
"2011-04-27",79.889999,80.629997,79.529999,80.629997,198100,58.99752
"2011-04-28",80.5,81.910004,80.5,81.449997,233200,59.597507
"2011-04-29",81.330002,82.480003,80.68,82.150002,296000,60.109695
"2011-05-02",82.529999,83.080002,81.040001,81.75,277000,59.81702
"2011-05-03",81.470001,82.82,80.68,81.519997,343600,59.648708
"2011-05-04",81.68,81.830002,80.019997,80.160004,277000,58.65361
"2011-05-05",79.510002,79.510002,77.669998,78.709999,567600,57.592636
"2011-05-06",75.980003,76.199997,75.089996,75.779999,4510000,55.448734
"2011-05-09",75.860001,78.139999,75.75,77.639999,970300,56.809708
"2011-05-10",77.699997,79.339996,77.480003,79.129997,591200,57.899948
"2011-05-11",78.839996,79.040001,77.470001,78.010002,462700,57.080456
"2011-05-12",77.790001,78.269997,76.970001,78.029999,324000,57.09507
"2011-05-13",78.089996,78.410004,77.099998,78.080002,795800,57.131664
"2011-05-16",77.919998,78.919998,77.379997,78.32,388500,57.307262
"2011-05-17",78.120003,78.529999,77.550003,78.529999,553700,57.460922
"2011-05-18",78.639999,79.699997,77.889999,79.580002,321500,58.229214
"2011-05-19",79.860001,80.32,79.230003,79.82,424100,58.404839
"2011-05-20",79.559998,79.919998,78.610001,78.730003,322100,57.607254
"2011-05-23",77.699997,78.379997,77.309998,77.580002,539400,56.765797
"2011-05-24",77.730003,78.230003,77.169998,78.010002,635200,57.080456
"2011-05-25",77.949997,79.470001,77.300003,79.089996,358700,57.870674
"2011-05-26",78.82,80.860001,78.82,80.389999,353500,58.821896
"2011-05-27",80.639999,81.43,80.410004,81.290001,364000,59.48045
"2011-05-31",81.959999,82.730003,81.470001,82.540001,831200,60.395065
"2011-06-01",82.220001,82.650002,79.599998,79.830002,534800,58.41214
"2011-06-02",80.010002,80.580002,78.75,79.169998,386700,57.929211
"2011-06-03",78.330002,79.959999,78.120003,79.040001,251400,57.834084
"2011-06-06",79.099998,79.459999,77.459999,77.540001,290600,56.736549
"2011-06-07",77.82,79.269997,77.43,78.669998,259100,57.563347
"2011-06-08",78.360001,79.410004,78.190002,78.230003,179100,57.241417
"2011-06-09",78.580002,78.580002,77.32,77.550003,324500,56.743855
"2011-06-10",77.220001,77.239998,75.349998,75.839996,396500,55.492638
"2011-06-13",75.93,77.870003,75.919998,77.199997,414300,56.487747
"2011-06-14",76.980003,78.089996,76.980003,77.639999,282500,56.809708
"2011-06-15",76.940002,77.550003,75.559998,76.150002,260700,55.719467
"2011-06-16",76.099998,77.099998,75.610001,76.519997,297600,55.990181
"2011-06-17",77.459999,77.660004,76.629997,77.360001,412300,56.604843
"2011-06-20",77.110001,78.32,77.010002,78.18,178800,57.204819
"2011-06-21",79.080002,79.760002,78.580002,79.339996,372500,58.053616
"2011-06-22",79.120003,80.379997,78.730003,79.529999,295700,58.192627
"2011-06-23",78.330002,78.379997,76.580002,76.959999,470900,56.312149
"2011-06-24",77.089996,77.389999,76.190002,76.709999,355900,56.129219
"2011-06-27",76.800003,77.410004,76.57,76.709999,440600,56.129219
"2011-06-28",76.739998,77.050003,75.940002,76.75,372400,56.489876
"2011-06-29",77.150002,77.739998,76.709999,77.300003,466600,56.894676
"2011-06-30",77.5,78.25,77.339996,77.419998,400300,56.983006
"2011-07-01",77.620003,79.309998,77.379997,79.010002,349800,58.153286
"2011-07-05",78.970001,80.5,78.529999,80.459999,410700,59.220505
"2011-07-06",80.279999,81.559998,80.089996,81.019997,453500,59.63269
"2011-07-07",81.849998,82.32,81.199997,81.980003,304700,60.339283
"2011-07-08",80.949997,81.800003,80.68,81.709999,198000,60.140526
"2011-07-11",80.779999,81.18,80.169998,80.470001,214300,59.227856
"2011-07-12",80.099998,82.519997,80.099998,81.739998,582400,60.16264
"2011-07-13",81.860001,82.07,80.410004,80.43,330300,59.19846
"2011-07-14",80.760002,81.18,79.550003,80.019997,441700,58.89669
"2011-07-15",80.260002,81.589996,79.82,81.580002,260400,60.044857
"2011-07-18",81.190002,81.349998,80.110001,81.099998,344000,59.691566
"2011-07-19",81.720001,82.830002,81.690002,82.830002,284400,60.964893
"2011-07-20",82.870003,84.290001,82.480003,83.800003,386700,61.678844
"2011-07-21",84.110001,85.139999,84.019997,84.5,474100,62.194054
"2011-07-22",84.550003,85.330002,84.010002,84.93,332400,62.510536
"2011-07-25",83.93,84.760002,83.699997,84.169998,407200,61.951157
"2011-07-26",84.379997,84.529999,83.669998,84.099998,155800,61.899643
