"dates","WHR.Open","WHR.High","WHR.Low","WHR.Close","WHR.Volume","WHR.Adjusted"
"2011-07-07",81.870003,82.709999,81.699997,82,1232100,63.404316
"2011-07-08",81.279999,81.440002,80.400002,81.059998,966500,62.677498
"2011-07-11",80.25,80.480003,78.389999,78.730003,1609400,60.875904
"2011-07-12",78.669998,79.5,78.129997,78.18,891700,60.450611
"2011-07-13",78.879997,79.800003,78.010002,78.139999,785900,60.419697
"2011-07-14",78.480003,78.510002,76.5,76.629997,1100500,59.25211
"2011-07-15",77.019997,77.019997,75.309998,75.830002,1376700,58.633545
"2011-07-18",75.669998,76.970001,75.220001,75.599998,1191700,58.455715
"2011-07-19",74.970001,75.57,74.269997,75.07,2660200,58.045895
"2011-07-20",75.120003,75.900002,74.919998,75.639999,1698200,58.486645
"2011-07-21",74.400002,74.639999,72.010002,72.779999,4872700,56.275204
"2011-07-22",72.949997,73.629997,72.349998,72.489998,1729500,56.050983
"2011-07-25",71.970001,72.559998,71.57,71.779999,1675200,55.501991
"2011-07-26",71.889999,72.5,71.5,71.629997,1348700,55.386002
"2011-07-27",71.32,72.279999,70.849998,71.379997,1829600,55.192688
"2011-07-28",71.559998,72.220001,70.209999,70.349998,1574600,54.396278
"2011-07-29",69.610001,70.209999,67.769997,69.230003,1969500,53.530273
"2011-08-01",70.209999,70.25,67.260002,67.839996,1554900,52.455479
"2011-08-02",67.07,67.290001,65.080002,65.129997,2418400,50.36005
"2011-08-03",65.300003,67,64.190002,66.919998,2094700,51.744122
"2011-08-04",65.900002,66,64.010002,64.629997,2865000,49.973438
"2011-08-05",65.529999,67.059998,64,66.360001,2983100,51.311104
"2011-08-08",64.419998,64.650002,58.669998,58.84,4889000,45.496483
"2011-08-09",59.849998,60.25,55.91,59.84,3227200,46.269695
"2011-08-10",58.57,59.77,57.259998,57.419998,2575300,44.398502
"2011-08-11",57.869999,62.200001,57.310001,61.150002,2476500,47.282627
"2011-08-12",61.360001,64.019997,61.16,62.59,2144100,48.396065
"2011-08-15",63.09,63.959999,62.099998,63.459999,1812100,49.068771
"2011-08-16",62.779999,63.27,61.029999,61.110001,2139200,47.251694
"2011-08-17",61.400002,63.09,59.799999,60.110001,2464400,46.478466
"2011-08-18",58.32,58.470001,56.68,57.200001,2859700,44.228397
"2011-08-19",56.189999,58.43,56.189999,56.470001,2398000,43.663933
"2011-08-22",57.830002,57.900002,55.529999,55.709999,2376900,43.07629
"2011-08-23",56.07,57.16,55,57.150002,2426700,44.189739
"2011-08-24",56.32,58.549999,56.209999,58.349998,2313600,45.515816
"2011-08-25",58.639999,58.860001,56.630001,56.830002,2301300,44.330132
"2011-08-26",56.419998,59.59,56.209999,58.73,1648700,45.812229
"2011-08-29",59.900002,62.400002,59.84,62.099998,1931000,48.440971
"2011-08-30",61.950001,63.560001,60.419998,63.220001,2766200,49.31464
"2011-08-31",63.41,64.389999,62.259998,62.689999,1498900,48.901211
"2011-09-01",62.689999,62.849998,60.650002,60.740002,1510400,47.380131
"2011-09-02",59.299999,59.970001,57.669998,58.360001,1274300,45.523609
"2011-09-06",55.970001,56.549999,54.25,55.82,2576100,43.54229
"2011-09-07",56.779999,57.189999,56.16,56.849998,2649500,44.345737
"2011-09-08",56.16,56.599998,53.740002,54.009998,3091100,42.13039
"2011-09-09",53.610001,54.02,51.91,52.540001,2770100,40.983727
"2011-09-12",51.740002,52.939999,50.919998,52.349998,1912800,40.835518
"2011-09-13",52.52,54,52.299999,53.27,1584300,41.553169
"2011-09-14",53.330002,54.900002,52.380001,54.119999,1666500,42.216209
"2011-09-15",54.889999,54.889999,53.369999,54.549999,1424600,42.551628
"2011-09-16",54.799999,55.849998,53.299999,53.599998,2279400,41.810577
"2011-09-19",52.470001,53.369999,52.130001,52.990002,1800500,41.334743
"2011-09-20",53.200001,54.060001,51.439999,51.490002,1514800,40.164673
"2011-09-21",51.549999,52.349998,50.009998,50.02,1719300,39.018009
"2011-09-22",48.419998,49.119999,47.349998,48.009998,3024200,37.450104
"2011-09-23",47.52,50.849998,47.52,50,2217900,39.002399
"2011-09-26",50.450001,52.419998,50.009998,52.310001,1832100,40.804314
"2011-09-27",53.509998,54.889999,52.619999,53.240002,1815400,41.52977
"2011-09-28",53.490002,53.619999,50.220001,50.41,1877100,39.32222
"2011-09-29",51.57,52.720001,49.540001,51.09,2271400,39.852657
"2011-09-30",50.09,51.5,49.52,49.91,1537100,38.932201
"2011-10-03",49.459999,50.459999,48.48,48.490002,3009900,37.824539
"2011-10-04",47.639999,52.040001,47.48,51.959999,2600000,40.531307
"2011-10-05",52.18,54.25,51.720001,54.099998,1837300,42.200603
"2011-10-06",54.130001,55.619999,53.93,55.209999,1654600,43.06646
"2011-10-07",55.709999,56.630001,52.75,53.540001,1712300,41.763771
"2011-10-10",54.75,55.740002,54.400002,55.619999,911400,43.38628
"2011-10-11",55.299999,56.240002,55.009998,55.990002,869700,43.674892
"2011-10-12",56.349998,59.580002,55.669998,57.689999,2933800,45.000977
"2011-10-13",57.400002,57.740002,55.599998,56.84,1442900,44.337944
"2011-10-14",57.66,58.189999,56.68,57.91,1056300,45.172592
"2011-10-17",57.560001,57.560001,54.82,54.98,1489600,42.887054
"2011-10-18",53.689999,55.52,51.52,55.209999,3094400,43.06646
"2011-10-19",55.09,56.099998,54.919998,55.360001,1400700,43.183464
"2011-10-20",55.459999,55.849998,53.889999,55.080002,1467300,42.965057
"2011-10-21",55.880001,57.41,55.860001,57.400002,1493000,44.774769
"2011-10-24",57.709999,59.5,57.52,59.119999,1881600,46.116455
"2011-10-25",58.779999,58.779999,57.110001,57.220001,1538100,44.63435
"2011-10-26",57.98,59.299999,56.93,58.540001,1556200,45.664017
"2011-10-27",60.169998,62,59.919998,60.470001,2631500,47.169518
"2011-10-28",53.389999,54.599998,51.77,51.799999,8701800,40.406502
"2011-10-31",51.34,51.919998,50.529999,50.810001,3179500,39.634251
"2011-11-01",49.34,50.709999,48.75,49.869999,3370000,38.901001
"2011-11-02",50.52,51.439999,49.900002,50.84,1728900,39.657658
"2011-11-03",51.529999,51.689999,49.419998,51.52,1704900,40.18808
"2011-11-04",51.09,51.75,50.310001,51.639999,1292800,40.281681
"2011-11-07",51.439999,52.470001,50.77,52.400002,1397600,40.874531
"2011-11-08",52.689999,53.459999,51.790001,53.299999,1472500,41.576565
"2011-11-09",52.279999,53.049999,52.049999,52.639999,2028000,41.061741
"2011-11-10",53.34,54.119999,52.18,53.259998,2284100,41.545368
"2011-11-11",53.639999,54.759998,53.43,54.59,1495800,42.58284
"2011-11-14",54.299999,54.849998,53.369999,53.790001,1544300,41.95879
"2011-11-15",53.77,53.779999,52.790001,53.450001,1653200,41.693581
"2011-11-16",52.439999,53.220001,51.650002,51.849998,1140200,40.827423
"2011-11-17",51.84,52.060001,49.98,50.310001,1623700,39.614803
"2011-11-18",50.68,50.98,49.93,50.68,1630800,39.906136
"2011-11-21",49.799999,49.900002,47.830002,48.490002,1920500,38.181717
"2011-11-22",48.299999,48.68,47.200001,47.889999,1472500,37.709259
"2011-11-23",47.169998,47.650002,46.279999,46.360001,1363600,36.504517
"2011-11-25",46.310001,47.110001,46.02,46.049999,561500,36.26041
"2011-11-28",47.599998,48.299999,47.189999,47.93,1645000,37.740768
"2011-11-29",47.18,47.400002,45.880001,46.740002,2706600,36.803734
"2011-11-30",48.34,49.32,48.049999,49.060001,2151900,38.630547
"2011-12-01",49.099998,49.849998,48.450001,49,1906500,38.583286
"2011-12-02",49.669998,50.810001,49.349998,49.450001,2335400,38.937626
"2011-12-05",50.349998,50.68,49.439999,49.75,1803200,39.173851
"2011-12-06",49.700001,50.009998,48.990002,49.07,1605400,38.638409
"2011-12-07",48.790001,50.299999,48.130001,49.639999,1569900,39.087242
"2011-12-08",49.189999,49.68,48.52,48.84,1354600,38.457291
"2011-12-09",49.07,49.98,49.029999,49.790001,1201400,39.205353
"2011-12-12",49.220001,49.459999,48.27,49.41,2480000,38.90612
"2011-12-13",49.709999,50.41,47.52,47.860001,2240000,37.68565
"2011-12-14",47.52,47.950001,46.630001,46.759998,1666700,36.819477
"2011-12-15",47.549999,47.740002,46.240002,46.630001,1966600,36.717117
"2011-12-16",46.939999,47.25,46.009998,46.639999,2087300,36.724995
"2011-12-19",46.810001,47.18,45.220001,45.369999,1764800,35.724979
"2011-12-20",46.220001,48.259998,46.220001,48.16,1505100,37.921864
"2011-12-21",48.139999,49.380001,47.639999,49.139999,1522700,38.693531
"2011-12-22",49.299999,50.790001,49.150002,50.560001,1599100,39.811665
"2011-12-23",50.790001,51.68,50.759998,51.189999,1119800,40.307724
"2011-12-27",50.34,50.34,46.560001,46.619999,4245300,36.709236
"2011-12-28",46.900002,48,46.060001,46.369999,2669700,36.512398
"2011-12-29",46.490002,47.419998,46.400002,47.32,2094300,37.260429
"2011-12-30",47.59,47.880001,47.25,47.450001,1682900,37.362793
"2012-01-03",48.34,49.66,48.279999,48.509998,1954500,38.197449
"2012-01-04",48.470001,49.290001,47.720001,48.970001,1779000,38.559658
"2012-01-05",48.52,50.389999,48.139999,50.32,2053700,39.622677
"2012-01-06",50.27,50.32,49.02,49.48,1839200,38.961246
"2012-01-09",49.700001,50.93,49.700001,50.490002,1297000,39.756527
"2012-01-10",51.029999,52.349998,51,51.830002,1882700,40.811665
"2012-01-11",51.549999,52.48,51.299999,51.830002,1794200,40.811665
"2012-01-12",50.98,52.139999,49.84,52.009998,3091000,40.953403
"2012-01-13",51.650002,52.049999,50.540001,50.900002,2478300,40.07938
"2012-01-17",51.73,52.330002,49.860001,49.889999,2413600,39.284092
"2012-01-18",49.990002,54.130001,49.779999,53.860001,3557800,42.410122
"2012-01-19",53.830002,56.290001,53.599998,55.43,2828300,43.646355
"2012-01-20",55.23,55.23,53.419998,54.189999,2614600,42.669968
"2012-01-23",54.18,55.099998,53.740002,53.959999,2046500,42.488861
"2012-01-24",53.52,54.709999,53.330002,54.360001,1926600,42.803829
"2012-01-25",54.400002,55.119999,53.400002,54.889999,1740400,43.221165
"2012-01-26",54.23,55.25,53.779999,54.419998,1337700,42.851059
"2012-01-27",54.200001,54.849998,53.810001,54.599998,1055100,42.992805
"2012-01-30",54.02,54.599998,53.360001,53.75,1565500,42.323505
"2012-01-31",54.25,54.689999,52.91,54.32,2691400,42.772335
"2012-02-01",59.130001,65.25,58.5,61.639999,13143400,48.536194
"2012-02-02",61.759998,64.940002,61.5,64.360001,4831300,50.677967
"2012-02-03",65.07,69.139999,65.040001,68.660004,4802400,54.063847
"2012-02-06",68.720001,71.57,68.18,70.739998,3650500,55.701653
"2012-02-07",70.419998,70.93,69.379997,70.699997,3661500,55.670177
"2012-02-08",70.699997,71.330002,69.300003,70.199997,2467400,55.276459
"2012-02-09",70.220001,70.220001,68.730003,69.529999,2027100,54.748898
"2012-02-10",68.860001,70.239998,68.300003,70.040001,1937400,55.150482
"2012-02-13",70.760002,72.25,70.489998,71.940002,2473100,56.646564
"2012-02-14",71.220001,72.260002,70.769997,72.07,2050500,56.748932
"2012-02-15",72.519997,73.089996,69.18,69.349998,2662800,54.607159
"2012-02-16",69.279999,70.900002,68.940002,70.660004,1649300,55.638672
"2012-02-17",71.169998,72.5,70.93,71.029999,1286600,55.930023
"2012-02-21",71.32,72.260002,70.379997,70.610001,1914000,55.599304
"2012-02-22",70.370003,71.07,69.199997,70.080002,1370400,55.181969
"2012-02-23",70.040001,71.349998,69.540001,70.900002,899600,55.827652
"2012-02-24",71.360001,72.349998,70.699997,71.300003,1840600,56.142616
"2012-02-27",70.739998,76.779999,70.739998,76.099998,5862000,59.922211
"2012-02-28",75.860001,78.040001,75.449997,76.150002,2487000,59.961582
"2012-02-29",75.910004,76.830002,74.860001,75.57,2011600,59.898159
"2012-03-01",76.519997,76.519997,74.07,74.480003,2034700,59.034206
"2012-03-02",74.379997,75,73.5,74.139999,1348800,58.764698
"2012-03-05",73.790001,74.660004,73.339996,73.849998,1436900,58.534882
"2012-03-06",72.129997,73.139999,71.269997,72.800003,1558000,57.702618
"2012-03-07",73.230003,74.089996,72.93,73.57,1088000,58.312935
"2012-03-08",73.669998,73.690002,71.629997,73.440002,1957500,58.209904
"2012-03-09",72.949997,75.849998,72.93,75.300003,1864100,59.684155
"2012-03-12",75.470001,75.730003,74.5,75.129997,1022300,59.549408
"2012-03-13",75.68,78.18,75.599998,78.059998,2218500,61.871799
"2012-03-14",78.5,79.389999,77.970001,78.5,2252600,62.220539
"2012-03-15",78.580002,78.919998,77.629997,78.82,1327000,62.474186
"2012-03-16",79.230003,79.360001,76.059998,76.839996,2532500,60.904789
"2012-03-19",76.839996,78.809998,76.230003,77.760002,1472100,61.633976
"2012-03-20",77.32,77.860001,76.010002,77.419998,1107400,61.364517
"2012-03-21",77.519997,78.080002,76.730003,77.519997,804000,61.443764
"2012-03-22",77.18,77.379997,75.730003,76.540001,874700,60.666992
"2012-03-23",75.93,77.139999,74.370003,76.779999,1103500,60.857239
"2012-03-26",77.889999,78.379997,77.529999,78.019997,1173500,61.840088
"2012-03-27",78.209999,78.82,76.519997,76.620003,1257700,60.730419
"2012-03-28",76.5,77.160004,75.080002,75.830002,1153500,60.104259
"2012-03-29",75.059998,76.360001,74.529999,76.129997,814400,60.342037
"2012-03-30",76.610001,76.940002,75.760002,76.860001,1180800,60.920662
"2012-04-02",76.690002,77.040001,75.309998,75.769997,1155800,60.056717
"2012-04-03",75.739998,76.32,74.25,74.5,1342000,59.050053
"2012-04-04",73.779999,74.629997,72.790001,74.230003,1545700,58.836071
"2012-04-05",73.970001,75.449997,73.68,75.230003,829500,59.628693
"2012-04-09",73.989998,74.550003,72.650002,74.290001,1698000,58.883606
"2012-04-10",73.989998,74.230003,70.32,70.459999,1965500,55.847881
"2012-04-11",71.82,73.029999,71.510002,71.940002,1109000,57.020966
"2012-04-12",71.870003,72.57,71.690002,71.970001,1274300,57.044743
"2012-04-13",71.75,72.440002,70.949997,71.099998,1204100,56.355164
"2012-04-16",71.699997,72.599998,70.529999,71.029999,788000,56.299671
"2012-04-17",71.5,71.889999,67.050003,68,6099300,53.898056
"2012-04-18",68.010002,68.029999,66.129997,66.209999,3250200,52.479263
"2012-04-19",66.050003,66.089996,64.18,64.489998,2713600,51.115952
"2012-04-20",64.769997,65.160004,63.889999,64.169998,1646300,50.86232
"2012-04-23",63.25,66,62.880001,65.730003,2891000,52.098816
"2012-04-24",65.610001,67.279999,65.480003,66.330002,1924000,52.574375
"2012-04-25",67.449997,71.32,67.449997,68.889999,2546500,54.603489
"2012-04-26",67.889999,69.620003,64.830002,65.959999,3650200,52.281113
"2012-04-27",66.669998,67,64.139999,64.519997,2812700,51.139725
"2012-04-30",64.519997,64.940002,63.310001,64.019997,1481700,50.743427
"2012-05-01",64.330002,66.080002,63.990002,64.790001,1953900,51.353741
"2012-05-02",64.440002,65.239998,64.059998,64.879997,1277700,51.425079
"2012-05-03",64.68,64.959999,62.650002,62.799999,1574800,49.776417
"2012-05-04",62.75,62.75,61.209999,61.77,1965000,48.960041
"2012-05-07",61.650002,62.32,61.560001,61.98,1341700,49.12648
"2012-05-08",61.389999,61.759998,60,61.619999,1626400,48.841148
"2012-05-09",60.599998,61.889999,60.380001,61.110001,2061700,48.436905
"2012-05-10",61.720001,62.189999,60.75,61.130001,1239200,48.452759
"2012-05-11",60.549999,62.900002,60.240002,62.41,1758300,49.467316
"2012-05-14",61.939999,62.5,60.919998,61.02,1143300,48.365566
"2012-05-15",60.709999,62.389999,60.139999,60.959999,1454700,48.318016
"2012-05-16",61.150002,62.689999,60.990002,61.580002,1964600,49.213085
"2012-05-17",61.610001,61.610001,58.330002,58.459999,2426500,46.719666
"2012-05-18",58.619999,59.189999,57.16,57.709999,1662000,46.120277
"2012-05-21",57.75,58.77,57.02,58.560001,1805200,46.799583
"2012-05-22",58.599998,59.32,57.77,58.580002,1391800,46.815563
"2012-05-23",58.049999,59.16,57.59,58.959999,1756500,47.119255
"2012-05-24",59.259998,59.43,57.599998,58.529999,1301900,46.775604
"2012-05-25",58.639999,60.889999,58.540001,60.560001,1304900,48.397926
"2012-05-29",60.84,62.889999,60.84,62.830002,1504500,50.212059
"2012-05-30",62.330002,65.449997,59.970001,63.130001,5554500,50.451809
"2012-05-31",63.02,63.16,60.450001,61.880001,1872400,49.452839
"2012-06-01",60.599998,60.610001,57.509998,57.810001,2075200,46.200203
"2012-06-04",57.779999,58.259998,55.619999,57.27,1852200,45.768654
"2012-06-05",56.880001,59.02,56.700001,58.860001,1068100,47.039337
"2012-06-06",59.310001,60.950001,58.939999,60.790001,1470800,48.581741
"2012-06-07",61.580002,61.959999,59.720001,60.009998,1861200,47.958397
"2012-06-08",59.669998,61.130001,59.16,60.830002,974400,48.61372
"2012-06-11",61.389999,61.490002,58.73,58.830002,1273700,47.015377
"2012-06-12",59.189999,59.73,58.529999,59.599998,1477600,47.630726
"2012-06-13",59.27,59.540001,57.810001,58.240002,1368900,46.543846
"2012-06-14",58.459999,59.099998,57.689999,58.040001,1367700,46.38401
"2012-06-15",58.389999,59.240002,58.209999,59.110001,1591600,47.239143
"2012-06-18",59,60.669998,58.369999,60.23,1173100,48.134201
"2012-06-19",60.32,62.59,60.32,62.139999,1117400,49.660629
"2012-06-20",62.139999,62.77,61.43,61.799999,969200,49.388912
"2012-06-21",61.720001,61.950001,57.919998,58.16,1529000,46.479912
"2012-06-22",58.400002,58.790001,56.419998,56.73,1791200,45.337093
"2012-06-25",55.939999,56.349998,54.529999,54.860001,1714000,43.842659
"2012-06-26",54.869999,56.009998,54.080002,55.439999,1708300,44.306175
"2012-06-27",55.720001,57.540001,55.720001,56.849998,1432700,45.432995
"2012-06-28",56.259998,57.610001,55.57,57.439999,1201100,45.904503
"2012-06-29",59.189999,61.16,58.77,61.16,2346700,48.877438
"2012-07-02",61.43,61.610001,60.41,61.529999,1377800,49.173119
"2012-07-03",61.709999,62.939999,61.619999,62.939999,722100,50.299957
"2012-07-05",62.900002,63.889999,62.09,63.259998,988500,50.555695
"2012-07-06",62.439999,62.970001,61.639999,62.82,929200,50.204063
"2012-07-09",62.810001,62.830002,61.459999,61.900002,878100,49.468822
"2012-07-10",62.259998,62.57,60.07,60.66,1257200,48.47784
"2012-07-11",60.779999,62.009998,60.369999,61.900002,1288800,49.468822
"2012-07-12",61.23,62.200001,59.849998,61.700001,1958900,49.30899
"2012-07-13",61.959999,63.330002,61.73,62.82,897200,50.204063
"2012-07-16",62.849998,63.139999,61.450001,61.98,907900,49.532745
"2012-07-17",62.459999,63.57,61.529999,63.439999,1300300,50.699547
"2012-07-18",64.269997,65.489998,63.310001,65.040001,2063500,51.978226
"2012-07-19",66.660004,68.959999,66.660004,68.459999,4024600,54.711388
"2012-07-20",67.879997,68.449997,67.440002,67.610001,978800,54.032097
"2012-07-23",66.120003,69.129997,66.019997,67.309998,2065100,53.792347
"2012-07-24",62.689999,65.639999,61.459999,62.25,4256200,49.748528
"2012-07-25",63.220001,65.489998,62.919998,64.610001,1956500,51.634575
"2012-07-26",65.82,67.230003,65.010002,66.900002,1370000,53.464699
"2012-07-27",67.139999,69.269997,66.830002,68.610001,1170900,54.831276
"2012-07-30",68.620003,69.75,67.089996,68.230003,1807800,54.527592
"2012-07-31",68.230003,68.389999,67.279999,67.559998,684900,53.99213
"2012-08-01",67.970001,68.260002,66.410004,67.400002,707100,53.864285
"2012-08-02",66.699997,67.279999,65.93,66.849998,802900,53.424744
"2012-08-03",68.709999,70.260002,68.190002,69.540001,1828200,55.57452
"2012-08-06",69.550003,71,69,70.019997,1245800,55.958103
"2012-08-07",70.459999,71.769997,70.459999,70.860001,1035400,56.629421
"2012-08-08",70.540001,72.559998,69.940002,71.669998,1213600,57.276733
"2012-08-09",71.68,72.209999,70.709999,71.220001,814700,56.917126
"2012-08-10",70.949997,72.040001,70.879997,71.839996,840900,57.412613
"2012-08-13",71.790001,72.32,71.059998,71.730003,594900,57.324718
"2012-08-14",72.169998,72.870003,71.330002,71.519997,870300,57.156872
"2012-08-15",71.580002,72.139999,71.470001,71.769997,1065000,57.356678
"2012-08-16",71.769997,74.970001,71.75,73.82,1378500,58.994984
"2012-08-17",74.309998,75.699997,74.089996,75.269997,1411200,60.153767
"2012-08-20",75.029999,75.029999,73.139999,73.650002,803900,58.859112
"2012-08-21",73.68,74.650002,73.18,73.43,850300,58.6833
"2012-08-22",73.43,75.230003,73.309998,74.629997,825700,59.642288
"2012-08-23",74.330002,75.559998,73.650002,74.010002,554200,59.146805
"2012-08-24",73.699997,74.830002,73.449997,74.349998,486000,59.418545
"2012-08-27",74.559998,75.059998,73.669998,74.040001,819300,59.170788
"2012-08-28",74.029999,75,73.830002,73.980003,731700,59.122845
"2012-08-29",74.150002,74.849998,73.360001,74.68,664100,60.08836
"2012-08-30",74.050003,74.660004,73.699997,74.309998,644100,59.79068
"2012-08-31",75.309998,76.480003,74.639999,75.459999,1260500,60.715977
"2012-09-04",74.230003,77.379997,74.230003,76.040001,1188200,61.182644
"2012-09-05",76.019997,76.389999,74.720001,75.25,1263700,60.546993
"2012-09-06",75.970001,78.82,75.970001,77.760002,1100600,62.56657
"2012-09-07",77.769997,78.580002,77.360001,78.019997,713100,62.775776
"2012-09-10",78.290001,79.75,77.559998,78.510002,869200,63.170033
"2012-09-11",78.519997,80.080002,78.309998,79.650002,1100900,64.087296
"2012-09-12",79.860001,80.699997,79.809998,80.489998,883300,64.763153
"2012-09-13",80.089996,81.400002,78.339996,80.93,1440100,65.117203
"2012-09-14",80.910004,84.050003,80.760002,83.339996,1323200,67.056282
"2012-09-17",83,84.089996,82.300003,83.330002,1018600,67.048256
"2012-09-18",82.919998,83.970001,82.199997,82.879997,1038300,66.686195
"2012-09-19",82.870003,85.300003,82.5,85.010002,1324000,68.399994
"2012-09-20",84.57,85.589996,83.610001,84.5,1131300,67.989662
"2012-09-21",85.470001,86.470001,85,85.220001,1423100,68.568962
"2012-09-24",84.910004,86.370003,84.220001,85.68,955000,68.939072
"2012-09-25",85.82,85.980003,83.32,83.339996,935000,67.056282
"2012-09-26",83.440002,83.660004,80.610001,81.839996,1343200,65.84938
"2012-09-27",82.5,83.639999,81.760002,83.480003,798900,67.168938
"2012-09-28",82.989998,83.650002,81.839996,82.910004,1016000,66.710327
"2012-10-01",83.190002,84.07,82.349998,82.57,1072500,66.436745
"2012-10-02",82.980003,84.239998,82.940002,83.839996,1120800,67.458603
"2012-10-03",84.080002,85.879997,83.330002,84.919998,1013500,68.327576
"2012-10-04",85.419998,85.900002,84.809998,85,475800,68.391975
"2012-10-05",85.559998,87.540001,85.199997,85.57,827600,68.850586
"2012-10-08",85.25,87.129997,85.25,86.550003,753500,69.639099
"2012-10-09",86.279999,86.940002,84.169998,84.209999,888700,67.756294
"2012-10-10",84.480003,85.010002,83.580002,84.099998,984400,67.667816
"2012-10-11",85.010002,85.68,84.059998,84.82,894600,68.247116
"2012-10-12",84.919998,85.400002,82.870003,83.580002,728400,67.249413
"2012-10-15",83.93,84.540001,83.32,84.099998,852200,67.667816
"2012-10-16",84.769997,85.080002,83.720001,84.849998,997800,68.271255
"2012-10-17",85.110001,88.910004,85.110001,87.110001,1556500,70.089691
"2012-10-18",86.800003,87.860001,86.349998,87.190002,849600,70.154053
"2012-10-19",87.290001,87.720001,86.419998,87.050003,997200,70.04142
"2012-10-22",86.709999,86.900002,84.690002,86.309998,1032000,69.445999
"2012-10-23",89.129997,94.339996,86.25,93.809998,5688400,75.480576
"2012-10-24",95.43,97.959999,95.230003,95.239998,3959000,76.631195
"2012-10-25",95.110001,96.349998,94.080002,94.879997,1896200,76.341515
"2012-10-26",94.720001,96.190002,93.650002,95.290001,1266100,76.671394
"2012-10-31",95.75,98.279999,95.550003,97.68,1605300,78.594429
"2012-11-01",98.389999,100.660004,97.889999,100.559998,1601300,80.911697
"2012-11-02",99.919998,100.550003,98.150002,98.150002,1221700,78.97258
"2012-11-05",97.730003,98.690002,97.379997,98.160004,1199600,78.980637
"2012-11-06",98.639999,99.5,97.709999,98.150002,1182600,78.97258
"2012-11-07",97.309998,98.889999,95.68,97.800003,1217600,78.690987
"2012-11-08",97.589996,98.279999,96.889999,97.349998,1333700,78.328918
"2012-11-09",96.980003,98.510002,94.5,96.610001,1367500,77.733467
"2012-11-12",96.949997,97.379997,95.379997,96.480003,1131000,77.628891
"2012-11-13",96.330002,98.199997,95.949997,96.949997,1269400,78.007072
"2012-11-14",97.459999,100.550003,94.730003,95.139999,1699100,76.947563
"2012-11-15",95.629997,97.080002,93.5,93.959999,1660000,75.993195
"2012-11-16",94.690002,96.919998,93.910004,96.160004,1188600,77.772499
"2012-11-19",97.360001,99.699997,97.029999,98.120003,864300,79.357735
"2012-11-20",97.889999,101.779999,97.68,100.910004,1403900,81.61422
"2012-11-21",101.089996,102.529999,100.470001,101.029999,1035700,81.711273
"2012-11-23",101.209999,102.730003,101,102.730003,372500,83.086212
"2012-11-26",101.889999,102.980003,100.610001,100.989998,844700,81.678947
"2012-11-27",100.900002,102.050003,99.589996,100.190002,1456300,81.031914
"2012-11-28",100.190002,103.279999,99.610001,102.589996,1586300,82.973
"2012-11-29",102.769997,103.5,101.110001,102.519997,974300,82.916382
"2012-11-30",102.370003,102.5,100.809998,101.839996,854200,82.366394
"2012-12-03",102.260002,102.599998,100.68,100.959999,747300,81.654663
"2012-12-04",100.980003,101.400002,99.910004,100.419998,991400,81.217934
"2012-12-05",100.349998,100.540001,98.459999,98.620003,988200,79.762123
"2012-12-06",98.599998,98.93,96.550003,97.599998,1463000,78.937141
"2012-12-07",97.830002,98.519997,97.339996,98.010002,1200500,79.268768
"2012-12-10",97.610001,99.900002,97.349998,99.660004,970000,80.603264
"2012-12-11",100.099998,100.330002,97.449997,99.360001,1039200,80.360634
"2012-12-12",99.790001,102.269997,99.370003,101.300003,1372000,81.929657
"2012-12-13",100.989998,102.57,100.629997,101.120003,848700,81.784081
"2012-12-14",100.68,101.440002,99.779999,100.099998,652600,80.959122
"2012-12-17",100.5,101.730003,100.059998,101.349998,1079900,81.970062
"2012-12-18",101.260002,104.209999,99.269997,102.720001,1981100,83.07811
"2012-12-19",102.800003,103.889999,100.480003,102.150002,1542500,82.617119
"2012-12-20",102.080002,102.779999,100.790001,102.330002,905400,82.762703
"2012-12-21",100.489998,102.730003,100.080002,101.379997,1670600,81.994362
"2012-12-24",100.860001,102.050003,100.440002,100.599998,238300,81.36351
"2012-12-26",100.790001,101.269997,98.910004,99.739998,481400,80.667938
"2012-12-27",99.800003,101.400002,99.669998,101.160004,976100,81.816429
"2012-12-28",100.440002,100.599998,99,99.019997,781200,80.08564
"2012-12-31",98.959999,102,98.769997,101.75,810300,82.293587
"2013-01-02",103.739998,107.209999,103.720001,107.169998,1643900,86.677216
"2013-01-03",107.129997,107.940002,105.779999,106.900002,1036900,86.458832
"2013-01-04",106.790001,106.93,105.809998,105.989998,606500,85.722855
"2013-01-07",105.599998,105.760002,103.82,104.370003,797600,84.412621
"2013-01-08",103.669998,105.519997,103.290001,105.010002,875100,84.930267
"2013-01-09",105.510002,107.739998,105.510002,105.809998,830500,85.577263
"2013-01-10",106.019997,106.559998,105.050003,105.779999,667200,85.553009
"2013-01-11",106.18,106.389999,104.870003,105.050003,552200,84.962578
"2013-01-14",105,105.459999,103.75,105.43,987700,85.269928
"2013-01-15",104.459999,105.580002,103.959999,104.43,712100,84.461151
"2013-01-16",104.260002,104.410004,102.660004,102.800003,1024200,83.142822
"2013-01-17",103.510002,107.629997,103.110001,107.400002,1233400,86.863243
"2013-01-18",107.110001,107.190002,101.739998,102.309998,2016100,82.746536
"2013-01-22",102.339996,104.169998,101.860001,103.919998,1046900,84.04866
"2013-01-23",103.620003,108.169998,103.410004,107.699997,2803400,87.105865
