"dates","UPS.Open","UPS.High","UPS.Low","UPS.Close","UPS.Volume","UPS.Adjusted"
"2010-05-04",69.980003,69.980003,68.110001,68.940002,6279200,49.586189
"2010-05-05",67.93,68.290001,66.660004,67.18,8384200,48.320263
"2010-05-06",66.839996,67.440002,61.25,65,11149400,46.75227
"2010-05-07",64.650002,65.129997,62.959999,63.93,8678000,45.982647
"2010-05-10",66,67.900002,65.730003,67.480003,7940600,48.53606
"2010-05-11",66.879997,68.040001,66.510002,66.989998,4941200,48.183613
"2010-05-12",67.290001,68.690002,66.93,68.230003,4184400,49.0755
"2010-05-13",67.739998,67.989998,66.699997,66.790001,3586500,48.372986
"2010-05-14",66.279999,66.68,65.18,65.75,4656400,47.619743
"2010-05-17",65.910004,66.480003,64.489998,65.550003,4882700,47.474903
"2010-05-18",66.150002,66.639999,64.870003,65.290001,4282200,47.286602
"2010-05-19",64.720001,65.480003,64.139999,65.129997,5304000,47.170708
"2010-05-20",64.120003,64.919998,63.220001,63.43,7218400,45.939476
"2010-05-21",62.529999,63.450001,61.5,62.380001,13071700,45.179008
"2010-05-24",62.049999,63,61.630001,61.650002,6607100,44.650303
"2010-05-25",60.25,62.049999,59.529999,61.970001,7427100,44.882053
"2010-05-26",62.5,62.970001,61.560001,61.959999,5863000,44.874821
"2010-05-27",63.080002,63.619999,62.139999,63.57,4861100,46.040867
"2010-05-28",63.25,63.41,62.029999,62.759998,4276800,45.454227
"2010-06-01",62.110001,62.509998,61.099998,61.169998,5406500,44.302662
"2010-06-02",61.57,62.650002,60.919998,62.59,4652600,45.331093
"2010-06-03",62.75,63.349998,62.259998,63.009998,3619700,45.6353
"2010-06-04",61.82,62.040001,60.09,60.560001,5186400,43.860867
"2010-06-07",60.560001,60.580002,58.330002,58.450001,7057100,42.332676
"2010-06-08",58.419998,59.09,57.509998,58.970001,7424300,42.709297
"2010-06-09",59.209999,59.98,58.380001,58.619999,5420700,42.455811
"2010-06-10",59.799999,61,59.5,60.84,6315700,44.063667
"2010-06-11",60.43,61.349998,60.139999,61.200001,4411200,44.324394
"2010-06-14",61.700001,62.509998,61.029999,61.080002,3873300,44.23748
"2010-06-15",61.599998,62.759998,61.400002,62.66,4834900,45.381805
"2010-06-16",62.32,63.490002,62.200001,62.41,8791700,45.200729
"2010-06-17",62.919998,62.919998,61.389999,62.200001,5598500,45.048645
"2010-06-18",62.259998,62.529999,62,62.5,5100000,45.265911
"2010-06-21",63.029999,63.439999,61.84,62.169998,5075400,45.026909
"2010-06-22",62.099998,62.290001,60.110001,60.400002,6483100,43.744984
"2010-06-23",60.400002,60.889999,59.639999,60.380001,3502600,43.730503
"2010-06-24",60.169998,61.02,59.779999,60.09,4603500,43.520462
"2010-06-25",60.139999,60.400002,59.5,60.349998,4359700,43.708771
"2010-06-28",60.349998,60.580002,59.509998,59.630001,2573100,43.187313
"2010-06-29",59,59,57.029999,57.540001,6077500,41.673626
"2010-06-30",57.34,58.259998,56.700001,56.889999,4703900,41.202843
"2010-07-01",57.459999,58.139999,56.869999,58,6305900,42.006775
"2010-07-02",57.990002,58.25,56.470001,56.759998,4630300,41.1087
"2010-07-06",57.34,58.220001,56.610001,57.200001,4749400,41.427364
"2010-07-07",57.279999,59.619999,57.279999,59.470001,6372400,43.07143
"2010-07-08",59.830002,60.380001,59.259998,59.959999,4122500,43.426319
"2010-07-09",60,60.290001,59.549999,60.060001,2700000,43.498734
"2010-07-12",60.389999,60.5,59.439999,60.02,3555100,43.469769
"2010-07-13",60.689999,61.650002,60.66,61.299999,5123400,44.396809
"2010-07-14",61.25,62.34,61.25,61.759998,4290000,44.729973
"2010-07-15",61.810001,61.849998,60.419998,61.34,3607000,44.425785
"2010-07-16",60.990002,61.290001,59.450001,59.68,6274700,43.223526
"2010-07-19",59.849998,60.639999,59.23,60.459999,4435000,43.788441
"2010-07-20",59.860001,60.950001,59.27,60.880001,3071100,44.092628
"2010-07-21",61.439999,61.439999,59.369999,60.009998,4417600,43.462528
"2010-07-22",63,64.309998,62.599998,63.150002,11500700,45.736679
"2010-07-23",63.360001,64,62.900002,63.669998,4716200,46.113297
"2010-07-26",64.720001,65,64.169998,64.879997,4998000,46.989643
"2010-07-27",65.059998,65.25,64.550003,64.660004,4474000,46.830299
"2010-07-28",64.599998,65.290001,64.279999,64.800003,4010300,46.931713
"2010-07-29",65.099998,65.32,64.150002,64.389999,3781200,46.634762
"2010-07-30",63.950001,65.349998,63.639999,65,5191500,47.076553
"2010-08-02",65.730003,66.650002,65.220001,66.599998,5489500,48.235363
"2010-08-03",66.480003,66.760002,65.809998,66.599998,5170600,48.235363
"2010-08-04",66.68,67.699997,66.57,67.379997,4940100,48.800285
"2010-08-05",66.870003,67.720001,66.620003,67.419998,4357700,48.829258
"2010-08-06",66.669998,67.489998,66,66.699997,4663600,48.307781
"2010-08-09",67.080002,67.720001,66.949997,67.419998,2623300,48.829258
"2010-08-10",66.989998,67.540001,66.68,67.209999,4724800,48.677151
"2010-08-11",66.32,66.620003,64.790001,65.209999,5524900,47.228645
"2010-08-12",63.98,64.730003,63.560001,64.480003,3950500,47.038986
"2010-08-13",64.220001,64.800003,64.120003,64.440002,3299900,47.009792
"2010-08-16",64.029999,64.940002,63.73,64.650002,2895800,47.162994
"2010-08-17",65.110001,66.550003,65.040001,66.019997,4400400,48.162422
"2010-08-18",65.93,66.599998,65.379997,66.169998,3845400,48.271835
"2010-08-19",65.82,66.18,64.830002,65.419998,5560200,47.724716
"2010-08-20",64.910004,65.169998,64.379997,65.099998,4976900,47.49128
"2010-08-23",65.690002,66.18,65.190002,65.220001,3380500,47.578815
"2010-08-24",64.440002,64.800003,63.709999,63.849998,6716100,46.579384
"2010-08-25",63.34,63.650002,62.610001,63.349998,4544700,46.214634
"2010-08-26",63.549999,64.260002,63.32,63.43,3493900,46.272987
"2010-08-27",63.919998,64.690002,63.32,64.470001,3802800,47.031693
"2010-08-30",64.199997,64.870003,63.889999,63.939999,3007100,46.645031
"2010-08-31",63.610001,64.260002,63.279999,63.799999,3966400,46.542915
"2010-09-01",64.839996,66.5,64.400002,66.190002,6207400,48.286442
"2010-09-02",66.519997,67.449997,66.519997,67.120003,4991400,48.964893
"2010-09-03",67.5,68.339996,67.309998,67.639999,4317900,49.344246
"2010-09-07",67.220001,67.480003,66.730003,67.080002,3024600,48.935707
"2010-09-08",67.099998,68.330002,67.099998,67.559998,3622200,49.285877
"2010-09-09",68.419998,68.639999,67.470001,67.650002,3312000,49.351543
"2010-09-10",67.849998,68.089996,67.550003,67.760002,3600200,49.431782
"2010-09-13",68.389999,69.5,67.269997,67.529999,4532000,49.263985
"2010-09-14",67.540001,67.82,67.400002,67.449997,3912000,49.205624
"2010-09-15",67.309998,67.769997,66.970001,67.660004,4227300,49.358829
"2010-09-16",66.870003,66.989998,66.220001,66.720001,5561000,48.673092
"2010-09-17",66.849998,67.040001,66.099998,66.68,5438000,48.643906
"2010-09-20",67.059998,67.300003,66.57,66.900002,3417500,48.804401
"2010-09-21",67.449997,67.449997,66.790001,66.989998,3937400,48.870052
"2010-09-22",66.970001,67.980003,66.970001,67.519997,6831000,49.256695
"2010-09-23",66.879997,67.239998,66.040001,66.389999,4042800,48.432346
"2010-09-24",66.93,67.540001,66.93,67.269997,4637500,49.07431
"2010-09-27",67.419998,67.68,67.080002,67.080002,3187800,48.935707
"2010-09-28",67.339996,67.529999,66.379997,67.18,3699700,49.008652
"2010-09-29",66.830002,67.07,66.239998,66.739998,4560200,48.687679
"2010-09-30",67.110001,68,66.650002,66.690002,4538900,48.651211
"2010-10-01",67.160004,67.43,66.169998,66.440002,3910900,48.468815
"2010-10-04",66.25,66.629997,65.440002,66.120003,3936300,48.235386
"2010-10-05",66.879997,68.279999,66.510002,67.879997,7262300,49.519321
"2010-10-06",68,68.150002,67.699997,67.809998,3600600,49.46825
"2010-10-07",68.190002,68.279999,67.019997,67.370003,3442600,49.147278
"2010-10-08",67.559998,67.75,66.919998,67.529999,4287200,49.263985
"2010-10-11",67.449997,67.599998,66.959999,67.349998,2811700,49.132671
"2010-10-12",67.099998,67.449997,66.260002,67.239998,3010600,49.052429
"2010-10-13",67.910004,69.449997,67.730003,68.660004,8406100,50.088348
"2010-10-14",68.550003,69.400002,68.529999,69.400002,5099000,50.628185
"2010-10-15",69.709999,69.910004,69,69.309998,5733000,50.562519
"2010-10-18",69.440002,69.75,68.730003,69.5,3982700,50.70113
"2010-10-19",68.830002,69.089996,67.690002,68.739998,4388600,50.146702
"2010-10-20",68.739998,69.889999,68.739998,69.650002,4773000,50.810566
"2010-10-21",69.949997,70,68.610001,69.589996,6172200,50.766785
"2010-10-22",69.610001,69.949997,69.120003,69.830002,2969600,50.941868
"2010-10-25",69.940002,69.989998,69.25,69.32,4036000,50.569828
"2010-10-26",69.040001,69.629997,68.669998,69.419998,2869300,50.642757
"2010-10-27",68.940002,69.099998,67.449997,67.980003,5400400,49.592274
"2010-10-28",68.25,68.400002,66.970001,67.660004,5237100,49.358829
"2010-10-29",67.459999,67.540001,67,67.339996,4329100,49.125378
"2010-11-01",67.379997,68.029999,66.93,67.339996,2841000,49.125378
"2010-11-02",67.980003,68.540001,67.910004,68.300003,3069000,49.825718
"2010-11-03",68.309998,68.699997,67.699997,68.629997,2704500,50.066448
"2010-11-04",69.089996,69.639999,68.68,69.370003,4203400,50.606293
"2010-11-05",69.339996,69.959999,69.279999,69.790001,3685200,50.912697
"2010-11-08",69.610001,69.610001,68.949997,69.480003,3304700,50.686543
"2010-11-09",69.830002,69.879997,68.739998,68.989998,4615200,50.329075
"2010-11-10",68.260002,68.510002,67.610001,68.07,4962500,49.998547
"2010-11-11",67.769997,68.339996,67.480003,68.279999,2770800,50.152782
"2010-11-12",68.089996,68.360001,67.760002,68.120003,2802100,50.035282
"2010-11-15",68.230003,68.730003,67.940002,68.07,2456100,49.998547
"2010-11-16",67.699997,67.910004,66.900002,67.510002,4070300,49.587231
"2010-11-17",67.400002,67.620003,66.970001,67.239998,2560500,49.388905
"2010-11-18",67.93,68.629997,67.75,68.169998,2885300,50.071987
"2010-11-19",68.209999,69.110001,67.870003,69.110001,4166400,50.762447
"2010-11-22",68.769997,69.080002,68.150002,68.790001,3441300,50.527382
"2010-11-23",68.010002,68.260002,67.43,68.160004,3775400,50.064655
"2010-11-24",68.550003,69.870003,68.550003,69.589996,4635100,51.115009
"2010-11-26",69.089996,69.480003,68.949997,69.099998,1842200,50.755096
"2010-11-29",68.959999,69.980003,68.589996,69.879997,5209100,51.32803
"2010-11-30",69.260002,70.650002,69.059998,70.129997,7606600,51.511642
"2010-12-01",70.970001,71.900002,70.870003,71.440002,5762100,52.473885
"2010-12-02",71.449997,72.199997,71.43,71.860001,4513800,52.782356
"2010-12-03",71.440002,71.879997,70.870003,71.800003,3859200,52.738297
"2010-12-06",71.669998,72.019997,71.220001,71.690002,3498500,52.657486
"2010-12-07",72.150002,72.419998,71.599998,71.690002,4994600,52.657486
"2010-12-08",71.739998,72.169998,71.389999,72.010002,2932200,52.892529
"2010-12-09",72.309998,73.589996,72.300003,73.040001,6291600,53.64909
"2010-12-10",73.349998,73.57,72.349998,72.889999,3404000,53.538921
"2010-12-13",73.239998,73.239998,72.709999,72.769997,2979200,53.45076
"2010-12-14",73.040001,73.080002,72.139999,72.599998,3857900,53.325893
"2010-12-15",72.160004,72.800003,72.019997,72.25,3520800,53.068848
"2010-12-16",72.25,73.940002,71.57,73.760002,7250500,54.177956
"2010-12-17",73.739998,73.879997,72.879997,73.059998,6813000,53.663788
"2010-12-20",73.43,73.540001,72.330002,72.739998,3515200,53.428749
"2010-12-21",73,73.18,72.860001,72.879997,2127400,53.531567
"2010-12-22",73.059998,73.18,72.669998,72.860001,1531600,53.516888
"2010-12-23",72.879997,72.970001,72.5,72.730003,1540500,53.421375
"2010-12-27",72.5,73.150002,72.370003,72.809998,1612800,53.48016
"2010-12-28",72.949997,73.129997,72.68,72.809998,1632900,53.48016
"2010-12-29",72.790001,72.980003,72.540001,72.68,1484700,53.38467
"2010-12-30",72.669998,73.099998,72.519997,72.68,1443000,53.38467
"2010-12-31",72.650002,73.059998,72.5,72.580002,2054500,53.311211
"2011-01-03",73.18,73.889999,72.860001,72.949997,4232600,53.582977
"2011-01-04",72.889999,73.139999,72.339996,72.790001,3834900,53.465443
"2011-01-05",72.160004,73.209999,72.139999,72.900002,3391300,53.546276
"2011-01-06",72.879997,72.989998,72.209999,72.489998,3354100,53.245106
"2011-01-07",72.809998,72.919998,71,72.150002,7145200,52.995373
"2011-01-10",71.739998,72.529999,71.470001,72.139999,2783300,52.988022
"2011-01-11",72.300003,72.330002,71.279999,71.75,3020900,52.701561
"2011-01-12",72.239998,72.400002,71.760002,71.949997,2498300,52.848469
"2011-01-13",71.849998,72.470001,71.559998,72.25,2397900,53.068848
"2011-01-14",72.059998,72.870003,72.029999,72.480003,2422900,53.237759
"2011-01-18",72.699997,73.199997,72.650002,73.019997,4370800,53.634407
"2011-01-19",72.900002,73.089996,71.790001,72.18,3354500,53.017418
"2011-01-20",72.389999,72.849998,71.980003,72.660004,4188200,53.369984
"2011-01-21",73.019997,73.089996,72.449997,72.889999,4601400,53.538921
"2011-01-24",72.769997,73.25,72.440002,73.209999,3255700,53.773952
"2011-01-25",73.18,73.400002,72.459999,72.830002,3820100,53.494846
"2011-01-26",73.029999,73.300003,72.480003,72.870003,2825700,53.524235
"2011-01-27",73.150002,73.400002,72.449997,72.910004,3096100,53.5536
"2011-01-28",72.93,72.959999,70.639999,70.730003,5646400,51.952351
"2011-01-31",70.809998,71.660004,70.349998,71.620003,5369500,52.606083
"2011-02-01",74,75.190002,73.779999,74.589996,12457000,54.787609
"2011-02-02",74.779999,74.839996,73.900002,74.040001,4992300,54.38361
"2011-02-03",74.019997,74.559998,73.900002,74.290001,4063600,54.567253
"2011-02-04",74.459999,74.599998,73.599998,74.339996,2959000,54.603962
"2011-02-07",74.25,74.440002,73.550003,74.25,4781300,54.537865
"2011-02-08",74.110001,74.580002,73.839996,74.470001,2959400,54.699467
"2011-02-09",74.190002,74.580002,73.459999,74.580002,3056400,54.780251
"2011-02-10",73.690002,75,73.559998,74.769997,5216900,55.305424
"2011-02-11",74.650002,75.629997,74.389999,75.32,4248300,55.712219
"2011-02-14",75.099998,75.32,74.589996,74.800003,3273900,55.327599
"2011-02-15",74.779999,75.190002,74.190002,74.800003,3874900,55.327599
"2011-02-16",74.860001,75.800003,74.860001,75.660004,4256300,55.963726
"2011-02-17",75.330002,76.389999,75.169998,76.330002,3835700,56.459312
"2011-02-18",76.470001,77,76.089996,76.470001,5038700,56.56287
"2011-02-22",75.580002,75.870003,74.309998,74.610001,5887000,55.187077
"2011-02-23",74.75,75.300003,72.830002,73.470001,7181200,54.343853
"2011-02-24",73.230003,74.169998,73.019997,73.68,5193800,54.499172
"2011-02-25",73.980003,74.050003,73.300003,73.459999,3729300,54.336445
"2011-02-28",73.779999,74.379997,73.459999,73.800003,3680100,54.587925
"2011-03-01",73.760002,73.949997,71.959999,72.349998,6660100,53.515408
"2011-03-02",72.150002,72.900002,71.269997,72.269997,6457400,53.456234
"2011-03-03",72.75,73.720001,72.529999,73.459999,3913700,54.336445
"2011-03-04",73.559998,73.650002,71.629997,72.440002,4913300,53.581978
"2011-03-07",72.669998,72.940002,71.279999,71.800003,3597400,53.108585
"2011-03-08",72.169998,73.279999,71.870003,72.82,3889800,53.863064
"2011-03-09",72.470001,73.540001,72.029999,73.25,4058300,54.181122
"2011-03-10",72.360001,73.769997,72.25,73.110001,4873500,54.077572
"2011-03-11",73,74.519997,73,74.089996,4736900,54.802433
"2011-03-14",73.339996,73.610001,72.300003,73.190002,4789700,54.136742
"2011-03-15",71.900002,72.279999,71.43,71.809998,5519100,53.115982
"2011-03-16",71.760002,71.779999,70.209999,70.379997,7607300,52.058243
"2011-03-17",72.610001,72.800003,71.160004,71.610001,8259800,52.968037
"2011-03-18",72.580002,72.599998,71.279999,71.599998,5949600,52.960648
"2011-03-21",72.57,73.400002,72.339996,72.839996,3825300,53.877823
"2011-03-22",72.790001,72.919998,71.849998,72.050003,3932800,53.293491
"2011-03-23",71.660004,71.910004,71.339996,71.620003,4445500,52.975449
"2011-03-24",71.809998,72.139999,71.599998,72.099998,3982600,53.330479
"2011-03-25",72.139999,72.589996,71.989998,72.040001,3459600,53.286106
"2011-03-28",72.260002,74.059998,72.260002,73.519997,4499600,54.380821
"2011-03-29",73.290001,73.900002,73.089996,73.849998,2472600,54.624924
"2011-03-30",74.160004,74.900002,73.949997,74.5,3960700,55.105701
"2011-03-31",74.360001,74.949997,74.239998,74.32,3307900,54.972565
"2011-04-01",74.989998,75.139999,74.279999,74.480003,3620300,55.090927
"2011-04-04",74.589996,74.849998,74.400002,74.739998,2306900,55.283222
"2011-04-05",74.43,74.879997,74.07,74.150002,2842400,54.846817
"2011-04-06",74.300003,74.610001,73.949997,74.470001,2703900,55.083527
"2011-04-07",74.239998,74.410004,73.690002,74,2652000,54.735878
"2011-04-08",74.110001,74.129997,72.839996,73.25,4208900,54.181122
"2011-04-11",73.129997,73.300003,72.550003,73.209999,3487800,54.151512
"2011-04-12",72.760002,73.849998,72.760002,73.230003,3184300,54.166306
"2011-04-13",73.459999,73.519997,72.32,72.610001,3639300,53.707729
"2011-04-14",72.290001,72.970001,72.120003,72.410004,3412500,53.559772
"2011-04-15",72.599998,72.959999,72.349998,72.709999,3606700,53.781689
"2011-04-18",71.809998,72.040001,71.480003,71.919998,3448700,53.19735
"2011-04-19",71.849998,72.150002,71.690002,71.980003,2705300,53.241737
"2011-04-20",72.75,73.419998,72.389999,72.709999,3003300,53.781689
"2011-04-21",72.980003,73.5,72.779999,73.169998,2613600,54.121937
"2011-04-25",73.080002,74.089996,72.82,73.639999,3831100,54.469601
"2011-04-26",74.919998,75,74.040001,74.300003,4294800,54.957771
"2011-04-27",74.639999,74.650002,73.68,74.269997,3410700,54.935574
"2011-04-28",73.989998,74.989998,73.989998,74.809998,2885200,55.334995
"2011-04-29",74.849998,75.339996,74.620003,74.970001,4400000,55.453346
"2011-05-02",75.339996,75.580002,74.5,74.870003,2452700,55.379398
"2011-05-03",74.660004,75.239998,74.5,75.089996,3481700,55.542118
"2011-05-04",74.970001,75.239998,73.739998,74.25,4214700,54.920799
"2011-05-05",73.75,74.93,73.580002,73.959999,5406300,54.706264
"2011-05-06",74.900002,74.949997,74,74.099998,3976200,54.809845
"2011-05-09",74.010002,74.059998,73.580002,73.699997,3403200,54.513973
"2011-05-10",73.860001,74.709999,73.860001,74.370003,2871700,55.009571
"2011-05-11",74.5,74.949997,74.220001,74.650002,4816300,55.216671
"2011-05-12",74.279999,74.43,73.690002,74.339996,3793500,55.373074
"2011-05-13",74.43,74.709999,73.790001,74.139999,3773000,55.224102
"2011-05-16",74,74.300003,73.629997,73.800003,3810400,54.97084
"2011-05-17",73.589996,73.739998,73.019997,73.419998,4723300,54.687809
"2011-05-18",73.410004,74.059998,72.93,73.839996,3114300,55.000652
"2011-05-19",74,74.650002,73.959999,74.300003,3354900,55.343285
"2011-05-20",74.07,74.389999,73.949997,74.050003,4704800,55.157082
"2011-05-23",73.370003,73.650002,72.699997,73.5,4397400,54.747391
"2011-05-24",73.550003,73.580002,72.709999,72.910004,3790300,54.307926
"2011-05-25",72.68,73.040001,72.589996,72.800003,4145200,54.22599
"2011-05-26",72.599998,73.300003,72.290001,72.970001,4098800,54.352608
"2011-05-27",73.339996,73.419998,72.739998,72.959999,2702200,54.345154
"2011-05-31",73.269997,73.830002,73.139999,73.489998,4642000,54.739929
"2011-06-01",73.510002,73.68,72.260002,72.300003,6098900,53.853565
"2011-06-02",72.599998,72.989998,71.870003,72.32,4694800,53.868458
"2011-06-03",71.760002,71.760002,70.839996,71.150002,5370200,52.996983
"2011-06-06",70.940002,71.169998,70.120003,70.360001,3988800,52.40852
"2011-06-07",70.349998,70.540001,69.690002,69.75,4596400,51.954163
"2011-06-08",69.459999,69.809998,69.019997,69.260002,4896600,51.58918
"2011-06-09",69.559998,69.709999,69.25,69.290001,4299600,51.611526
"2011-06-10",69.050003,69.290001,68.129997,68.5,4866900,51.023075
"2011-06-13",68.419998,68.879997,68.269997,68.459999,4534800,50.993279
"2011-06-14",69.239998,69.589996,68.800003,69.209999,4270600,51.551933
"2011-06-15",68.790001,69.300003,68.480003,69.110001,5497300,51.477455
"2011-06-16",69.010002,69.580002,68.620003,69.050003,4450200,51.432739
"2011-06-17",69.639999,69.830002,69.169998,69.169998,5584200,51.522144
"2011-06-20",68.949997,69.769997,68.800003,69.300003,3058400,51.618977
"2011-06-21",69.779999,70.870003,69.699997,70.650002,4478600,52.624531
"2011-06-22",71.18,71.75,71.080002,71.110001,5037100,52.967167
"2011-06-23",70.190002,71.529999,70.110001,71.32,5557400,53.123589
"2011-06-24",71.25,71.489998,70.510002,71.120003,4743900,52.974613
"2011-06-27",71.150002,71.610001,70.860001,71.440002,2932700,53.212982
"2011-06-28",71.620003,72.290001,71.470001,72.050003,3440200,53.667324
"2011-06-29",72.360001,72.480003,71.559998,71.980003,3857200,53.615204
"2011-06-30",72.300003,73.18,72.160004,72.93,4070000,54.322819
"2011-07-01",73.089996,74.120003,72.900002,73.959999,3674300,55.090004
"2011-07-05",74,74,73.360001,73.779999,2834400,54.955948
"2011-07-06",73.75,74.980003,73.730003,74.5,4803500,55.492252
"2011-07-07",74.919998,75.800003,74.599998,75.370003,4707200,56.140282
"2011-07-08",74.790001,74.949997,74.129997,74.57,4053100,55.544399
"2011-07-11",74.150002,74.160004,73.209999,73.739998,3704100,54.926167
"2011-07-12",73.5,74.07,73.169998,73.25,3836900,54.561184
"2011-07-13",73.650002,74.150002,73.209999,73.419998,2704700,54.687809
"2011-07-14",73.410004,74.019997,72.959999,73.360001,3552200,54.643116
"2011-07-15",73.650002,73.650002,72.330002,73.080002,4210000,54.434551
"2011-07-18",72.910004,73,72.139999,72.419998,3337600,53.94294
"2011-07-19",72.839996,73.519997,72.709999,73.400002,3096000,54.672901
"2011-07-20",73.470001,73.739998,73.150002,73.519997,2692300,54.76228
"2011-07-21",73.839996,74.989998,73.769997,74.400002,4600800,55.417763
"2011-07-22",74.239998,74.669998,73.959999,74.160004,2886800,55.238998
"2011-07-25",73.559998,74.389999,73.230003,74.050003,3452300,55.157082
"2011-07-26",72.339996,72.389999,69.620003,71.589996,12590500,53.324707
"2011-07-27",71.139999,71.18,69.910004,70.209999,7097100,52.296799
"2011-07-28",70.209999,70.599998,68.970001,69.139999,7355600,51.499794
"2011-07-29",68.639999,69.68,68.360001,69.220001,6237100,51.559387
"2011-08-01",69.860001,69.860001,67,67.620003,8837400,50.367599
"2011-08-02",67.18,67.400002,66.209999,66.279999,7928900,49.36948
"2011-08-03",66.400002,67.489998,66.050003,67.260002,6849000,50.099449
"2011-08-04",66.480003,66.809998,65.199997,65.230003,8060900,48.587383
"2011-08-05",66.169998,66.970001,64.400002,65.690002,10325100,48.930012
"2011-08-08",64.18,65.75,61.950001,62.400002,13977300,46.479424
"2011-08-09",62.130001,64.209999,60.740002,64.099998,13460000,47.745678
"2011-08-10",63.43,63.970001,61.689999,61.990002,10562000,46.174034
"2011-08-11",62.509998,65.949997,62.029999,64.720001,11682900,48.2075
"2011-08-12",65.040001,65.739998,64.400002,65.199997,5740100,48.565037
"2011-08-15",65.849998,65.959999,64.949997,65.879997,4226200,49.071537
"2011-08-16",65.120003,65.610001,64.5,65.199997,5874000,48.565037
"2011-08-17",65.419998,66.059998,64.529999,65.080002,5166600,48.475647
"2011-08-18",63.25,63.310001,61.240002,62.279999,8434100,46.76368
"2011-08-19",61.540001,63.080002,61.529999,61.700001,6606800,46.32819
"2011-08-22",62.970001,63.16,61.619999,62,4648300,46.55344
"2011-08-23",62.200001,63.93,61.869999,63.84,5478800,47.935032
"2011-08-24",63.709999,65.07,63.580002,64.82,4596900,48.670876
"2011-08-25",64.959999,65.190002,63.369999,63.66,5316800,47.799877
"2011-08-26",63.25,64.940002,62.209999,64.699997,4754900,48.580784
"2011-08-29",65.370003,66.949997,65.370003,66.730003,4593200,50.105026
"2011-08-30",66.489998,67.699997,66.269997,67.230003,4477700,50.480461
"2011-08-31",67.739998,68.540001,67,67.389999,5617100,50.600578
"2011-09-01",67.330002,68.419998,66.5,66.669998,6335100,50.059978
"2011-09-02",66,66.199997,65.279999,65.610001,5252000,49.264046
"2011-09-06",64.279999,64.699997,63.330002,64.349998,7391900,48.31797
"2011-09-07",65.269997,65.410004,64.379997,64.989998,7151300,48.798519
"2011-09-08",64.699997,65.769997,64.540001,64.900002,4822100,48.730942
"2011-09-09",64.25,64.779999,63.610001,64.220001,6722200,48.220356
"2011-09-12",63.130001,63.939999,62.389999,63.869999,6720300,47.957558
"2011-09-13",63.93,65.260002,63.900002,64.669998,6061100,48.55825
"2011-09-14",65.339996,67.449997,64.769997,66.160004,8365100,49.677029
"2011-09-15",67.029999,67.489998,65.690002,66.18,7860700,49.692051
"2011-09-16",66.32,66.769997,65.199997,66.589996,8253100,49.999901
"2011-09-19",65.550003,66,64.709999,65.800003,6386200,49.406719
"2011-09-20",66.150002,67.300003,65.330002,66.209999,5804200,49.714569
"2011-09-21",66.099998,66.099998,64.309998,64.339996,6587200,48.310459
"2011-09-22",62.59,63.360001,61.369999,62.169998,12778100,46.681091
"2011-09-23",61.889999,62.529999,61.119999,62,9247700,46.55344
"2011-09-26",62.459999,63.32,61.84,63.209999,5466600,47.461979
"2011-09-27",64.760002,65.190002,63.68,64.010002,5103800,48.062675
"2011-09-28",64.269997,64.5,63.060001,63.150002,4261600,47.416939
"2011-09-29",64.169998,64.68,63.509998,64.669998,5197500,48.55825
"2011-09-30",64.019997,64.690002,63.119999,63.150002,6157000,47.416939
"2011-10-03",63.110001,64.160004,62.209999,62.220001,6140400,46.718628
"2011-10-04",61.630001,64.169998,61.27,64.059998,8300000,48.10022
"2011-10-05",64.110001,65.870003,63.950001,65.57,6314100,49.23402
"2011-10-06",65.290001,66.629997,64.860001,66.519997,4255600,49.947338
"2011-10-07",66.949997,67,65.510002,66.260002,5511000,49.752129
"2011-10-10",67.5,67.860001,67.110001,67.860001,3491000,50.953499
"2011-10-11",67.43,68.150002,67.260002,67.949997,2737400,51.021069
"2011-10-12",68.25,69.32,68.239998,68.559998,4852400,51.479099
"2011-10-13",68.010002,68.400002,67.75,68.089996,3312000,51.126198
"2011-10-14",68.940002,69.290001,68.300003,68.959999,3865700,51.779434
"2011-10-17",68.540001,69.199997,67.790001,68.010002,3773300,51.066132
"2011-10-18",67.959999,69.93,67.610001,69.25,4269500,51.997173
"2011-10-19",69.300003,69.709999,68.510002,68.82,3320800,51.67432
"2011-10-20",68.959999,69.760002,68.150002,69.199997,3581700,51.959652
"2011-10-21",69.860001,70.709999,69.510002,70.059998,7502600,52.605396
"2011-10-24",70.339996,71.639999,70.209999,70.870003,6009000,53.213589
"2011-10-25",69.300003,70,68.220001,69.349998,6197000,52.072281
"2011-10-26",69.5,70.199997,68.25,69.379997,5992600,52.09481
"2011-10-27",70.769997,72,70.339996,71.550003,5827200,53.724171
"2011-10-28",71.169998,72.040001,71.120003,71.489998,3817900,53.679115
"2011-10-31",70.730003,71.209999,70.220001,70.239998,3634400,52.740543
"2011-11-01",69.199997,69.699997,68.339996,68.599998,5585000,51.509125
"2011-11-02",69.470001,70,68.730003,69.349998,3443700,52.072281
"2011-11-03",69.879997,70.800003,69.18,70.559998,3802200,52.980808
"2011-11-04",70.059998,70.190002,69.019997,69.989998,4583400,52.552834
"2011-11-07",69.879997,70.739998,69.360001,70.459999,3150800,52.905739
