"dates","MNST.Open","MNST.High","MNST.Low","MNST.Close","MNST.Volume","MNST.Adjusted"
"2011-07-18",13.036667,13.083333,12.816667,12.98,4650600,12.98
"2011-07-19",13.165,13.695,13.165,13.581667,12686400,13.581667
"2011-07-20",13.523333,13.58,13.338333,13.466667,5050200,13.466667
"2011-07-21",13.545,13.718333,13.455,13.635,4674600,13.635
"2011-07-22",13.583333,13.583333,13.351667,13.418333,3748800,13.418333
"2011-07-25",13.26,13.325,13.16,13.196667,4743600,13.196667
"2011-07-26",13.235,13.27,12.915,12.923333,5566200,12.923333
"2011-07-27",12.861667,12.865,12.425,12.533333,10209600,12.533333
"2011-07-28",12.535,13.118333,12.51,12.883333,7482000,12.883333
"2011-07-29",12.726667,12.931667,12.593333,12.77,5044200,12.77
"2011-08-01",12.921667,13.023333,12.643333,12.768333,5651400,12.768333
"2011-08-02",12.67,12.81,12.35,12.361667,6173400,12.361667
"2011-08-03",12.361667,12.618333,12.216667,12.611667,6563400,12.611667
"2011-08-04",12.451667,12.548333,11.64,11.673333,10652400,11.673333
"2011-08-05",11.841667,13.026667,11.706667,12.653333,14539200,12.653333
"2011-08-08",12.328333,12.503333,11.476667,11.485,10413000,11.485
"2011-08-09",11.716667,12.62,11.601667,12.618333,12162600,12.618333
"2011-08-10",12.356667,12.99,12.135,12.743333,9531600,12.743333
"2011-08-11",12.8,13.598333,12.636667,13.496667,8979000,13.496667
"2011-08-12",13.626667,13.666667,13.333333,13.48,5620200,13.48
"2011-08-15",13.578333,13.601667,13.28,13.508333,5118000,13.508333
"2011-08-16",13.351667,13.52,13.306667,13.325,5653800,13.325
"2011-08-17",13.38,13.496667,13.3,13.485,3886800,13.485
"2011-08-18",13.195,13.508333,13.135,13.435,8990400,13.435
"2011-08-19",13.181667,13.53,13.166667,13.251667,9038400,13.251667
"2011-08-22",13.47,13.541667,13.093333,13.3,6775200,13.3
"2011-08-23",13.415,14.266667,13.333333,14.125,15540000,14.125
"2011-08-24",14.25,14.561667,13.966667,14.393333,12099000,14.393333
"2011-08-25",14.46,14.463333,14.055,14.085,6383400,14.085
"2011-08-26",14.025,14.226667,13.55,14.105,8471400,14.105
"2011-08-29",14.333333,14.855,14.333333,14.838333,8650800,14.838333
"2011-08-30",14.816667,15.04,14.666667,14.93,6709200,14.93
"2011-08-31",14.963333,14.98,13.62,14.22,22270200,14.22
"2011-09-01",14.226667,14.613333,13.97,14.013333,8074200,14.013333
"2011-09-02",13.636667,14.236667,13.166667,13.938333,8338200,13.938333
"2011-09-06",13.55,14.261667,13.548333,14.223333,6589200,14.223333
"2011-09-07",14.466667,14.473333,14.063333,14.178333,6777600,14.178333
"2011-09-08",14.05,14.64,13.976667,14.541667,7900800,14.541667
"2011-09-09",14.451667,14.551667,14.211667,14.41,7450800,14.41
"2011-09-12",14.143333,14.398333,14.096667,14.37,5857800,14.37
"2011-09-13",14.423333,14.806667,14.206667,14.735,6796800,14.735
"2011-09-14",14.731667,14.878333,14.516667,14.73,7534800,14.73
"2011-09-15",14.883333,14.896667,14.436667,14.658333,8511600,14.658333
"2011-09-16",14.733333,15.561667,14.691667,15.351667,19807200,15.351667
"2011-09-19",15.171667,15.578333,15.091667,15.375,8758200,15.375
"2011-09-20",15.405,15.69,15.166667,15.326667,8802600,15.326667
"2011-09-21",15.378333,15.776667,15.165,15.168333,7639800,15.168333
"2011-09-22",14.756667,14.98,14.39,14.908333,8391600,14.908333
"2011-09-23",14.82,14.871667,14.343333,14.635,7990200,14.635
"2011-09-26",14.796667,15.101667,14.465,15.075,6112200,15.075
"2011-09-27",15.361667,15.565,14.99,15.065,8575800,15.065
"2011-09-28",15.083333,15.33,14.833333,14.883333,4764600,14.883333
"2011-09-29",15.14,15.261667,14.45,14.72,4921200,14.72
"2011-09-30",14.593333,14.933333,14.335,14.548333,4278000,14.548333
"2011-10-03",14.475,14.523333,13.276667,13.293333,12985200,13.293333
"2011-10-04",13.081667,13.625,12.731667,13.616667,11055000,13.616667
"2011-10-05",13.688333,13.97,13.48,13.881667,5974800,13.881667
"2011-10-06",13.881667,14.291667,13.798333,14.05,7034400,14.05
"2011-10-07",14.103333,14.593333,14.103333,14.341667,7042200,14.341667
"2011-10-10",14.545,14.783333,14.513333,14.618333,3616200,14.618333
"2011-10-11",14.56,15.075,14.396667,15.016667,5370000,15.016667
"2011-10-12",15.155,15.571667,15.073333,15.196667,8679000,15.196667
"2011-10-13",15.23,15.521667,15.175,15.4,5346600,15.4
"2011-10-14",15.635,16.156668,15.583333,15.728333,7506000,15.728333
"2011-10-17",15.62,15.988333,15.413333,15.491667,3919200,15.491667
"2011-10-18",15.525,15.655,15.358333,15.506667,4029600,15.506667
"2011-10-19",15.505,15.798333,15.248333,15.25,4077000,15.25
"2011-10-20",15.236667,15.458333,15.096667,15.163333,4646400,15.163333
"2011-10-21",15.376667,15.56,15.275,15.458333,4891200,15.458333
"2011-10-24",15.516667,15.52,15.27,15.325,6832800,15.325
"2011-10-25",15.241667,15.265,13.891667,14.078333,18210000,14.078333
"2011-10-26",14.066667,14.233333,13.626667,13.846667,13983000,13.846667
"2011-10-27",14.198333,14.791667,13.986667,14.248333,10200600,14.248333
"2011-10-28",14.24,14.548333,14.115,14.453333,4906200,14.453333
"2011-10-31",14.393333,15.181667,14.358333,14.848333,9369000,14.848333
"2011-11-01",14.405,14.528333,14.098333,14.321667,7591200,14.321667
"2011-11-02",14.433333,14.918333,14.408333,14.703333,6748800,14.703333
"2011-11-03",14.826667,15.143333,14.466667,15.021667,8529600,15.021667
"2011-11-04",14.666667,16.218332,14.503333,15.926667,19135800,15.926667
"2011-11-07",15.965,16.059999,15.386667,15.578333,5844600,15.578333
"2011-11-08",15.665,15.785,15.34,15.746667,4167600,15.746667
"2011-11-09",15.365,15.431667,14.935,15.015,6679800,15.015
"2011-11-10",15.233333,15.263333,14.85,14.998333,6140400,14.998333
"2011-11-11",15.158333,15.666667,15.038333,15.575,3845400,15.575
"2011-11-14",15.6,15.683333,15.453333,15.545,3024600,15.545
"2011-11-15",15.468333,15.896667,15.438333,15.82,3857400,15.82
"2011-11-16",15.683333,15.885,15.506667,15.545,5077800,15.545
"2011-11-17",15.575,15.606667,15.085,15.233333,3321600,15.233333
"2011-11-18",15.288333,15.296667,15.088333,15.168333,2037600,15.168333
"2011-11-21",14.926667,14.995,14.583333,14.69,5115600,14.69
"2011-11-22",14.665,14.875,14.566667,14.816667,2671200,14.816667
"2011-11-23",14.64,14.706667,14.303333,14.303333,3834600,14.303333
"2011-11-25",14.278333,14.448333,14.088333,14.17,2553600,14.17
"2011-11-28",14.56,15,14.533333,14.913333,4480200,14.913333
"2011-11-29",15.035,15.278333,14.793333,14.851667,3342600,14.851667
"2011-11-30",15.096667,15.485,15.096667,15.366667,4225200,15.366667
"2011-12-01",15.23,15.54,15.168333,15.346667,2869200,15.346667
"2011-12-02",15.506667,15.755,15.453333,15.638333,3592800,15.638333
"2011-12-05",15.733333,15.79,15.496667,15.59,3597600,15.59
"2011-12-06",15.628333,15.893333,15.556667,15.835,4503000,15.835
"2011-12-07",15.776667,15.976667,15.643333,15.961667,3801000,15.961667
"2011-12-08",15.87,16.076668,15.815,15.891667,3696000,15.891667
"2011-12-09",15.9,16.195,15.75,16.190001,3653400,16.190001
"2011-12-12",16.076668,16.096666,15.67,15.951667,5775600,15.951667
"2011-12-13",16.049999,16.115,15.721667,15.783333,5044200,15.783333
"2011-12-14",15.746667,15.746667,15.401667,15.455,4224000,15.455
"2011-12-15",15.576667,15.635,15.188333,15.323333,6160200,15.323333
"2011-12-16",15.508333,16.135,15.433333,15.981667,24063000,15.981667
"2011-12-19",16.040001,16.393333,15.82,15.878333,5461200,15.878333
"2011-12-20",16.038334,16.253332,16.038334,16.188334,4416000,16.188334
"2011-12-21",16.174999,16.236668,15.933333,16.153334,2145600,16.153334
"2011-12-22",16.168333,16.246668,15.923333,15.946667,2104200,15.946667
"2011-12-23",15.826667,15.826667,15.375,15.823333,4478400,15.823333
"2011-12-27",15.816667,15.95,15.778333,15.831667,2051400,15.831667
"2011-12-28",15.805,15.805,15.231667,15.276667,3868200,15.276667
"2011-12-29",15.35,15.65,15.293333,15.625,3276000,15.625
"2011-12-30",15.661667,15.661667,15.355,15.356667,2536800,15.356667
"2012-01-03",15.595,15.781667,15.188333,15.416667,4778400,15.416667
"2012-01-04",15.355,15.496667,15.235,15.431667,2420400,15.431667
"2012-01-05",15.523333,15.695,15.323333,15.643333,4204800,15.643333
"2012-01-06",15.733333,16.08,15.675,15.896667,4485000,15.896667
"2012-01-09",15.9,16.08,15.765,15.986667,2110200,15.986667
"2012-01-10",16.055,16.113333,15.798333,15.875,2543400,15.875
"2012-01-11",15.775,15.85,15.393333,15.4,2517000,15.4
"2012-01-12",15.521667,15.856667,15.358333,15.838333,3016800,15.838333
"2012-01-13",15.891667,16.190001,15.701667,16.165001,4797600,16.165001
"2012-01-17",16.701668,16.924999,16.541668,16.76,10490400,16.76
"2012-01-18",16.9,16.945,16.533333,16.651667,4212600,16.651667
"2012-01-19",16.666668,17.110001,16.666668,16.826668,6083400,16.826668
"2012-01-20",16.870001,17.458332,16.843332,17.42,6859800,17.42
"2012-01-23",17.465,17.528334,17.18,17.5,4674000,17.5
"2012-01-24",17.378332,17.805,17.333332,17.723333,4730400,17.723333
"2012-01-25",17.658333,18.105,17.548332,18.081667,4440600,18.081667
"2012-01-26",18.055,18.116667,17.666668,17.745001,3793800,17.745001
"2012-01-27",17.776667,18.066668,17.75,17.921667,3999600,17.921667
"2012-01-30",17.561666,17.905001,17.205,17.584999,5313600,17.584999
"2012-01-31",17.518333,17.653334,17.405001,17.418333,4801200,17.418333
"2012-02-01",17.591667,17.613333,17.275,17.465,5460000,17.465
"2012-02-02",17.663334,17.825001,17.528334,17.639999,5973600,17.639999
"2012-02-03",17.76,17.799999,17.523333,17.618334,5025000,17.618334
"2012-02-06",17.58,17.768333,17.506666,17.565001,2934600,17.565001
"2012-02-07",17.516666,17.771667,17.423332,17.681667,2706000,17.681667
"2012-02-08",17.661667,18.376667,17.661667,17.833332,7500600,17.833332
"2012-02-09",17.875,18.088333,17.833332,18.051666,2910600,18.051666
"2012-02-10",17.791668,18.101667,17.791668,18.048332,2663400,18.048332
"2012-02-13",18.275,18.313334,18.059999,18.211666,2435400,18.211666
"2012-02-14",18.299999,18.383333,18.146667,18.378332,2389200,18.378332
"2012-02-15",18.381666,18.530001,17.719999,17.751667,8815200,17.751667
"2012-02-16",17.896667,18.013332,17.48,17.663334,4394400,17.663334
"2012-02-17",17.586666,18.01,17.586666,17.733334,3045600,17.733334
"2012-02-21",17.780001,17.889999,17.639999,17.883333,2997000,17.883333
"2012-02-22",17.733334,18.443333,17.733334,18.353333,5598900,18.353333
"2012-02-23",18.549999,18.866667,18.126667,18.290001,7023300,18.290001
"2012-02-24",18.113333,18.986668,17.75,18.793333,8293500,18.793333
"2012-02-27",18.73,19.309999,18.530001,19.09,5322600,19.09
"2012-02-28",19.280001,19.280001,18.906668,18.996668,4245000,18.996668
"2012-02-29",19.059999,19.193333,18.950001,19.059999,5226000,19.059999
"2012-03-01",19.083332,19.23,18.953333,19.15,4875000,19.15
"2012-03-02",19.196667,19.530001,19.1,19.530001,4377900,19.530001
"2012-03-05",19.540001,19.610001,19.166668,19.223333,4935900,19.223333
"2012-03-06",19.190001,19.473333,18.776667,18.823334,4557900,18.823334
"2012-03-07",18.826668,19.013332,18.75,18.906668,2260200,18.906668
"2012-03-08",18.973333,19.27,18.91,19.23,3428100,19.23
"2012-03-09",19.35,19.966667,19.336666,19.856667,4331700,19.856667
"2012-03-12",19.976667,19.976667,19.723333,19.863333,2872200,19.863333
"2012-03-13",19.996668,20.196667,19.85,20.190001,3140100,20.190001
"2012-03-14",20.173332,20.23,19.713333,19.746668,3004500,19.746668
"2012-03-15",19.813334,19.906668,19.716667,19.903334,2313900,19.903334
"2012-03-16",19.870001,20.053333,19.703333,19.846666,3466500,19.846666
"2012-03-19",19.866667,20.023333,19.65,19.9,1787700,19.9
"2012-03-20",19.843332,20.223333,19.719999,20.146667,1861200,20.146667
"2012-03-21",20.166668,20.389999,19.943333,20.133333,4307700,20.133333
"2012-03-22",20.02,20.360001,19.946667,20.276667,2019900,20.276667
"2012-03-23",20.290001,20.396667,20.093332,20.176666,1781400,20.176666
"2012-03-26",20.440001,20.536667,20.286667,20.476667,2124600,20.476667
"2012-03-27",20.476667,20.693333,20.386667,20.626667,2192400,20.626667
"2012-03-28",20.553333,20.763332,20.393333,20.603333,1667100,20.603333
"2012-03-29",20.773333,20.940001,20.450001,20.856667,2378100,20.856667
"2012-03-30",21.053333,21.059999,20.686666,20.696667,3221700,20.696667
"2012-04-02",20.716667,21.209999,20.59,21.103333,3042000,21.103333
"2012-04-03",21.040001,21.406668,21.016666,21.263332,3559200,21.263332
"2012-04-04",21.166668,21.200001,20.709999,20.82,3392100,20.82
"2012-04-05",20.783333,21.23,20.666668,21.126667,3194700,21.126667
"2012-04-09",20.933332,21.096666,20.77,20.966667,1827900,20.966667
"2012-04-10",20.973333,21,20.219999,20.290001,4142400,20.290001
"2012-04-11",20.383333,21.08,20.383333,21.040001,2859000,21.040001
"2012-04-12",21.213333,21.213333,20.753332,20.860001,2457900,20.860001
"2012-04-13",20.813334,21.843332,20.790001,21.42,4329300,21.42
"2012-04-16",21.75,21.763332,21.056667,21.126667,3942300,21.126667
"2012-04-17",21.213333,21.393333,21.02,21.26,2765700,21.26
"2012-04-18",21.23,21.496668,21.163334,21.389999,1860900,21.389999
"2012-04-19",21.276667,21.4,20.966667,21.053333,2260800,21.053333
"2012-04-20",21.209999,21.32,21.093332,21.17,2601000,21.17
"2012-04-23",21.036667,21.08,20.549999,21.036667,2531100,21.036667
"2012-04-24",21.08,21.166668,20.82,20.956667,2858100,20.956667
"2012-04-25",21.24,21.246668,20.99,21.176666,2804100,21.176666
"2012-04-26",21.166668,21.876667,21.096666,21.793333,3551100,21.793333
"2012-04-27",21.946667,21.98,21.673332,21.843332,3861300,21.843332
"2012-04-30",21.846666,27.986668,21.353333,21.666668,57187200,21.666668
"2012-05-01",21.666668,22.656668,21.333332,22.26,24246600,22.26
"2012-05-02",22.286667,23.08,22.1,22.889999,6440400,22.889999
"2012-05-03",22.973333,22.983334,22.276667,22.356667,5637300,22.356667
"2012-05-04",22.266666,22.549999,22.103333,22.246668,6320400,22.246668
"2012-05-07",22.143333,22.883333,21.843332,22.52,7087500,22.52
"2012-05-08",22.416668,22.536667,21.723333,21.83,8454900,21.83
"2012-05-09",21.666668,21.996668,21.066668,21.77,7304100,21.77
"2012-05-10",24.66,24.973333,23.67,23.723333,23266200,23.723333
"2012-05-11",23.766666,24.033333,23.596666,23.85,5643600,23.85
"2012-05-14",23.666668,23.75,23.416668,23.613333,3531900,23.613333
"2012-05-15",23.656668,24.086666,23.566668,23.863333,4200600,23.863333
"2012-05-16",23.870001,24.049999,23.726667,23.823334,3960000,23.823334
"2012-05-17",23.823334,24,23.243334,23.243334,4159200,23.243334
"2012-05-18",23.309999,23.360001,22.756666,22.866667,4524000,22.866667
"2012-05-21",22.940001,23.216667,22.536667,23.176666,3522600,23.176666
"2012-05-22",23.32,23.620001,23.139999,23.306667,3816600,23.306667
"2012-05-23",23.209999,23.336666,22.940001,23.336666,2514000,23.336666
"2012-05-24",23.379999,24.336666,23.17,24.316668,8120100,24.316668
"2012-05-25",24.290001,24.32,23.700001,23.860001,5129700,23.860001
"2012-05-29",24.450001,24.466667,23.956667,24.346666,4591800,24.346666
"2012-05-30",24.139999,24.593332,23.823334,24.546667,5098200,24.546667
"2012-05-31",24.58,24.656668,24.056667,24.200001,3671400,24.200001
"2012-06-01",23.809999,24.146667,23.443333,23.513332,3746700,23.513332
"2012-06-04",23.636667,24.389999,23.610001,24.370001,4803900,24.370001
"2012-06-05",24.303333,24.483334,23.966667,24.276667,4433400,24.276667
"2012-06-06",24.540001,25.129999,24.41,24.65,4644300,24.65
"2012-06-07",25.023333,25.023333,24.486668,24.833332,4119300,24.833332
"2012-06-08",24.723333,25.67,24.676666,25.366667,7126800,25.366667
"2012-06-11",25.763332,25.833332,24.870001,24.93,4390800,24.93
"2012-06-12",25.133333,25.196667,24.706667,25.129999,3540000,25.129999
"2012-06-13",25.18,25.24,24.806667,24.923332,2632800,24.923332
"2012-06-14",24.973333,25.566668,24.969999,25.436666,3169800,25.436666
"2012-06-15",25.483334,26.266666,25.376667,26.213333,6555000,26.213333
"2012-06-18",26.253332,26.333332,25.923332,26.24,4046100,26.24
"2012-06-19",25.913334,25.98,25.216667,25.383333,7115400,25.383333
"2012-06-20",25.416668,25.530001,24.959999,25.1,5456400,25.1
"2012-06-21",25.256666,25.383333,24.889999,24.913334,4462200,24.913334
"2012-06-22",25.466667,25.466667,24.396667,24.536667,11286600,24.536667
"2012-06-25",24.256666,24.793333,23.783333,24.620001,7318500,24.620001
"2012-06-26",24.723333,24.976667,24.466667,24.873333,4792800,24.873333
"2012-06-27",24.969999,25.049999,23.476667,23.696667,8792100,23.696667
"2012-06-28",23.43,23.459999,22.123333,22.879999,114093600,22.879999
"2012-06-29",23.683332,24.093332,23.309999,23.733334,9760800,23.733334
"2012-07-02",23.98,25,23.583332,24.926666,10483200,24.926666
"2012-07-03",24.889999,24.996668,24.42,24.959999,3621000,24.959999
"2012-07-05",24.913334,24.98,24.57,24.700001,3098400,24.700001
"2012-07-06",24.483334,24.536667,24.153334,24.476667,3023400,24.476667
"2012-07-09",24.476667,24.58,24.059999,24.17,4442100,24.17
"2012-07-10",24.333332,24.533333,24.123333,24.219999,3805500,24.219999
"2012-07-11",24.143333,24.256666,23.546667,23.926666,5629500,23.926666
"2012-07-12",23.676666,24.073334,23.610001,23.943333,3260700,23.943333
"2012-07-13",23.92,24.656668,23.92,24.576668,3158700,24.576668
"2012-07-16",24.503332,24.629999,24.116667,24.17,4070100,24.17
"2012-07-17",24.293333,24.393333,23.41,23.940001,4180800,23.940001
"2012-07-18",23.766666,24.206667,23.703333,23.966667,3136500,23.966667
"2012-07-19",24.016666,24.056667,22.416668,22.610001,11596500,22.610001
"2012-07-20",22.603333,22.663334,21.006666,21.656668,16976400,21.656668
"2012-07-23",20.833332,22.333332,20.573334,22.053333,10707000,22.053333
"2012-07-24",22.026667,22.026667,21.25,21.813334,7472700,21.813334
"2012-07-25",21.903334,22.200001,21.846666,22.190001,4720200,22.190001
"2012-07-26",22.416668,22.799999,22.353333,22.573334,3982200,22.573334
"2012-07-27",23,23.216667,22.576668,22.719999,6524400,22.719999
"2012-07-30",22.903334,22.926666,22.370001,22.733334,3071400,22.733334
"2012-07-31",22.666668,22.693333,22.096666,22.139999,3570300,22.139999
"2012-08-01",22.153334,22.5,21.52,21.620001,4348500,21.620001
"2012-08-02",21.523333,21.666668,21.219999,21.379999,4844400,21.379999
"2012-08-03",21.686666,22.32,21.606667,22.26,3978000,22.26
"2012-08-06",22.346666,22.450001,21.953333,22.006666,3392100,22.006666
"2012-08-07",22.066668,23.033333,22.016666,22.953333,6243300,22.953333
"2012-08-08",22.843332,22.889999,22.356667,22.59,12653400,22.59
"2012-08-09",20.936666,21.406668,20.326668,20.4,34259700,20.4
"2012-08-10",19.483334,19.483334,17.843332,18.09,34986300,18.09
"2012-08-13",17.763332,18.266666,17.333332,17.756666,20975100,17.756666
"2012-08-14",18.059999,19.57,18.040001,19.530001,23305800,19.530001
"2012-08-15",19.549999,19.703333,19.183332,19.593332,14478300,19.593332
"2012-08-16",19.513332,20.139999,19.466667,20.086666,11754300,20.086666
"2012-08-17",20.196667,20.376667,20.043333,20.280001,9180000,20.280001
"2012-08-20",20.326668,20.326668,19.796667,20.139999,7017600,20.139999
"2012-08-21",20.106667,20.466667,20.049999,20.226667,8296500,20.226667
"2012-08-22",20.120001,20.526667,20.096666,20.436666,3393300,20.436666
"2012-08-23",20.336666,20.386667,19.793333,19.883333,8701200,19.883333
"2012-08-24",19.826668,20.143333,19.65,19.916668,6749100,19.916668
"2012-08-27",19.946667,20.073334,19.709999,20.01,6169800,20.01
"2012-08-28",19.633333,20.113333,19.51,19.826668,9389700,19.826668
"2012-08-29",19.786667,19.933332,19.700001,19.76,6628500,19.76
"2012-08-30",19.700001,19.73,19.42,19.523333,3466500,19.523333
"2012-08-31",19.673332,19.726667,19.453333,19.646667,3798000,19.646667
"2012-09-04",19.506666,19.566668,19.036667,19.083332,6108900,19.083332
"2012-09-05",19.003332,19.01,18.286667,18.52,8656200,18.52
"2012-09-06",18.616667,19.456667,18.593332,19.356667,5953800,19.356667
"2012-09-07",19.356667,19.496668,19.233334,19.406668,5076000,19.406668
"2012-09-10",19.6,19.6,18.879999,19.073334,7176000,19.073334
"2012-09-11",18.936666,19.006666,18.683332,18.786667,6219300,18.786667
"2012-09-12",18.556667,18.563334,16.876667,16.926666,21866700,16.926666
"2012-09-13",16.75,17.906668,16.733334,17.803333,12577200,17.803333
"2012-09-14",17.896667,18.049999,17.466667,17.923332,7659300,17.923332
"2012-09-17",17.950001,18.1,17.709999,17.74,6960000,17.74
"2012-09-18",17.683332,17.716667,17.376667,17.459999,6642900,17.459999
"2012-09-19",17.453333,18.196667,17.453333,17.916668,7499400,17.916668
"2012-09-20",17.92,18.803333,17.916668,18.506666,8786700,18.506666
"2012-09-21",18.690001,18.773333,18.120001,18.233334,10727700,18.233334
"2012-09-24",18.043333,18.209999,17.870001,18.133333,6710700,18.133333
"2012-09-25",18.183332,18.280001,17.98,17.996668,5338200,17.996668
"2012-09-26",17.956667,18.129999,17.733334,17.77,5361900,17.77
"2012-09-27",17.790001,17.986668,17.613333,17.813334,3745500,17.813334
"2012-09-28",17.833332,18.1,17.77,18.02,5036700,18.02
"2012-10-01",18.096666,18.653334,18.006666,18.343332,7014900,18.343332
"2012-10-02",18.433332,18.446667,18.113333,18.23,4293300,18.23
"2012-10-03",18.273333,18.440001,18.033333,18.126667,4113300,18.126667
"2012-10-04",18.166668,18.576668,18.063334,18.459999,3926700,18.459999
"2012-10-05",18.563334,19.083332,18.459999,19.01,5748000,19.01
"2012-10-08",18.93,19.053333,18.886667,18.996668,4146000,18.996668
"2012-10-09",18.893333,19.08,18.833332,18.913334,5052900,18.913334
"2012-10-10",17.873333,18.35,17.833332,17.876667,10725000,17.876667
"2012-10-11",18.163334,18.253332,18.033333,18.146667,6437700,18.146667
"2012-10-12",18.15,19.083332,18.136667,19.026667,11188200,19.026667
"2012-10-15",19.166668,19.463333,19.08,19.436666,7812600,19.436666
"2012-10-16",19.549999,19.690001,19.416668,19.473333,5477700,19.473333
"2012-10-17",19.530001,19.586666,19.030001,19.059999,4113300,19.059999
"2012-10-18",19.129999,19.133333,18.603333,18.676666,6093300,18.676666
"2012-10-19",18.663334,18.666668,17.506666,17.773333,10068600,17.773333
"2012-10-22",17.82,17.846666,14.533333,15.243333,65491200,15.243333
"2012-10-23",14.85,14.866667,13.353333,13.693333,57785100,13.693333
"2012-10-24",14.326667,16.049999,14.2,15.99,38289300,15.99
"2012-10-25",15.936667,16.023333,15.406667,15.696667,15384000,15.696667
"2012-10-26",15.59,15.696667,14.8,15.286667,11294400,15.286667
"2012-10-31",15.27,15.323333,14.686667,14.883333,7772400,14.883333
"2012-11-01",14.903333,15.193333,14.37,14.996667,8361600,14.996667
"2012-11-02",14.6,14.983333,14.29,14.676667,7648200,14.676667
"2012-11-05",14.666667,15.1,14.593333,15.013333,5970900,15.013333
"2012-11-06",15.063333,15.236667,14.803333,15.03,6039300,15.03
"2012-11-07",14.833333,15.246667,14.696667,14.99,10918200,14.99
"2012-11-08",13.43,15,13.33,14.8,24501900,14.8
"2012-11-09",14.736667,15.196667,14.683333,15.086667,7005300,15.086667
"2012-11-12",15.21,15.213333,14.99,15.053333,6060000,15.053333
"2012-11-13",15.093333,15.583333,15.056667,15.463333,6332400,15.463333
"2012-11-14",15.473333,15.473333,14.893333,14.913333,5344800,14.913333
"2012-11-15",14.213333,14.98,14.146667,14.936667,13224600,14.936667
"2012-11-16",14.936667,15.57,14.85,15.156667,9790200,15.156667
"2012-11-19",15.35,15.476667,14.87,15.076667,6545400,15.076667
"2012-11-20",15.046667,15.256667,14.7,14.963333,6642300,14.963333
"2012-11-21",15.04,15.293333,14.89,15.246667,3899400,15.246667
"2012-11-23",15.26,15.333333,15.08,15.313333,1746600,15.313333
"2012-11-26",15.306667,15.413333,15.223333,15.293333,4215300,15.293333
"2012-11-27",15.286667,17.73,15.186667,17.323334,39543000,17.323334
"2012-11-28",17.273333,17.280001,16.673332,17.120001,12685800,17.120001
"2012-11-29",17.353333,17.463333,17.036667,17.23,5391000,17.23
"2012-11-30",17.299999,17.436666,17.103333,17.35,6421200,17.35
"2012-12-03",17.456667,17.52,17.18,17.293333,4863300,17.293333
"2012-12-04",17.293333,17.393333,16.943333,17.219999,5237400,17.219999
"2012-12-05",17.283333,17.516666,17.17,17.209999,5038500,17.209999
"2012-12-06",17.299999,17.343332,17,17.283333,6507300,17.283333
"2012-12-07",17.309999,17.633333,17.07,17.593332,4115100,17.593332
"2012-12-10",17.676666,17.993334,17.476667,17.613333,6114600,17.613333
"2012-12-11",18.200001,18.82,17.940001,18.303333,11805900,18.303333
"2012-12-12",18.459999,19.120001,18.333332,18.933332,11940300,18.933332
"2012-12-13",18.883333,18.986668,18.190001,18.23,7215000,18.23
"2012-12-14",18.209999,18.226667,17.756666,17.793333,7108800,17.793333
"2012-12-17",17.826668,17.946667,17.559999,17.586666,7458900,17.586666
"2012-12-18",17.633333,17.959999,17.370001,17.836666,6044700,17.836666
"2012-12-19",17.816668,17.893333,17.406668,17.686666,3819000,17.686666
"2012-12-20",17.73,17.803333,17.303333,17.373333,4034400,17.373333
"2012-12-21",17.196667,17.469999,16.936666,17.363333,7740300,17.363333
"2012-12-24",17.356667,17.483334,17.166668,17.473333,1374900,17.473333
"2012-12-26",17.450001,17.576668,17.290001,17.34,1872900,17.34
"2012-12-27",17.386667,17.556667,17.213333,17.406668,2788500,17.406668
"2012-12-28",17.283333,17.440001,17.256666,17.293333,1806000,17.293333
"2012-12-31",17.290001,17.666668,17.246668,17.613333,3507600,17.613333
"2013-01-02",17.9,18.113333,17.793333,18.076668,6089100,18.076668
"2013-01-03",18.02,18.066668,17.32,17.403334,6442800,17.403334
"2013-01-04",17.42,17.6,17.280001,17.296667,4842300,17.296667
"2013-01-07",17.303333,17.443333,16.353333,16.686666,10506300,16.686666
"2013-01-08",16.686666,16.940001,16.440001,16.91,6468300,16.91
"2013-01-09",16.950001,16.950001,16.623333,16.776667,2896200,16.776667
"2013-01-10",16.933332,16.933332,15.993333,16.253332,7333200,16.253332
"2013-01-11",16.283333,17.02,16.266666,16.973333,6769200,16.973333
"2013-01-14",16.77,16.973333,16.6,16.923332,4191000,16.923332
"2013-01-15",16.92,17.129999,16.836666,17.016666,3368700,17.016666
"2013-01-16",16.926666,17.030001,16.676666,16.85,3390300,16.85
"2013-01-17",16.946667,16.99,16.280001,16.613333,8334000,16.613333
"2013-01-18",16.636667,16.65,15.266667,15.94,17821500,15.94
"2013-01-22",15.973333,16.209999,15.656667,16.18,6808800,16.18
"2013-01-23",16.253332,16.326668,15.913333,16.02,5264700,16.02
"2013-01-24",16.183332,16.273333,15.636667,15.756667,5050200,15.756667
"2013-01-25",15.79,15.946667,15.513333,15.57,4721100,15.57
"2013-01-28",15.636667,15.93,15.573333,15.816667,3950400,15.816667
"2013-01-29",15.876667,16.083332,15.686667,15.746667,5346600,15.746667
"2013-01-30",15.773333,16.299999,15.75,16.059999,4257000,16.059999
"2013-01-31",15.963333,16.126667,15.633333,15.966667,4853100,15.966667
"2013-02-01",16.126667,16.219999,15.766667,15.883333,5560200,15.883333
