"dates","MNST.Open","MNST.High","MNST.Low","MNST.Close","MNST.Volume","MNST.Adjusted"
"2011-05-11",10.875,10.918333,10.795,10.84,4256400,10.84
"2011-05-12",10.785,11.16,10.785,11.126667,4044000,11.126667
"2011-05-13",11.075,11.146667,11.016667,11.083333,3762000,11.083333
"2011-05-16",11.035,11.201667,11.003333,11.123333,4690800,11.123333
"2011-05-17",11.036667,11.198333,11.021667,11.178333,4082400,11.178333
"2011-05-18",11.173333,11.37,11.066667,11.351667,5041200,11.351667
"2011-05-19",11.416667,11.525,11.355,11.49,3953400,11.49
"2011-05-20",11.491667,11.666667,11.45,11.593333,5021400,11.593333
"2011-05-23",11.461667,11.556667,11.458333,11.545,3291600,11.545
"2011-05-24",11.583333,11.655,11.533333,11.603333,3040200,11.603333
"2011-05-25",11.58,11.873333,11.5,11.786667,5839800,11.786667
"2011-05-26",11.738333,11.806667,11.683333,11.803333,3859800,11.803333
"2011-05-27",11.853333,11.893333,11.78,11.815,1773000,11.815
"2011-05-31",11.935,11.993333,11.805,11.941667,4948800,11.941667
"2011-06-01",11.933333,12.298333,11.913333,12.043333,5190600,12.043333
"2011-06-02",12.046667,12.111667,11.963333,12.058333,3968400,12.058333
"2011-06-03",11.923333,12.205,11.923333,12.13,3449400,12.13
"2011-06-06",12.14,12.181667,11.963333,12.018333,3366600,12.018333
"2011-06-07",12.076667,12.105,11.945,11.946667,4113000,11.946667
"2011-06-08",11.965,12.146667,11.915,12.125,5358000,12.125
"2011-06-09",12.15,12.261667,12.126667,12.186667,4297800,12.186667
"2011-06-10",12.125,12.186667,11.896667,11.931667,3465000,11.931667
"2011-06-13",11.973333,12.061667,11.866667,11.98,2817600,11.98
"2011-06-14",11.973333,12.185,11.973333,12.163333,2794200,12.163333
"2011-06-15",12.09,12.14,11.963333,12.033333,2938200,12.033333
"2011-06-16",12.006667,12.091667,11.773333,11.786667,6100200,11.786667
"2011-06-17",11.875,12.118333,11.853333,12.051667,6097800,12.051667
"2011-06-20",12.006667,12.321667,12.006667,12.305,4113000,12.305
"2011-06-21",12.355,12.52,12.34,12.495,4977600,12.495
"2011-06-22",12.516667,12.623333,12.413333,12.468333,4658400,12.468333
"2011-06-23",12.34,12.533333,12.283333,12.501667,5089200,12.501667
"2011-06-24",12.55,13.265,12.55,13.008333,14165400,13.008333
"2011-06-27",13.043333,13.29,13.041667,13.185,6613800,13.185
"2011-06-28",13.245,13.475,13.196667,13.373333,9162600,13.373333
"2011-06-29",13.453333,13.631667,13.333333,13.34,7412400,13.34
"2011-06-30",13.363333,13.541667,13.25,13.491667,6931200,13.491667
"2011-07-01",13.52,13.988333,13.485,13.938333,8349000,13.938333
"2011-07-05",13.99,14,13.66,13.698333,6583200,13.698333
"2011-07-06",13.765,13.88,13.713333,13.831667,6744000,13.831667
"2011-07-07",13.898333,13.998333,13.59,13.625,9660600,13.625
"2011-07-08",13.45,13.513333,13.041667,13.5,8637000,13.5
"2011-07-11",13.375,13.388333,13.133333,13.178333,6129000,13.178333
"2011-07-12",13.166667,13.175,12.905,12.985,8821800,12.985
"2011-07-13",13.058333,13.275,13.053333,13.145,6085800,13.145
"2011-07-14",13.148333,13.333333,12.963333,13.04,4755600,13.04
"2011-07-15",13.081667,13.118333,12.966667,13.048333,5191200,13.048333
