"dates","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"2010-03-16",63.959999,64.669998,63.889999,64.440002,1008600,52.620708
"2010-03-17",64.739998,65.739998,64.459999,65.370003,1476200,53.380131
"2010-03-18",65.260002,65.910004,65.110001,65.599998,1214900,53.567955
"2010-03-19",65.110001,66.410004,64.889999,65.110001,1714200,53.167828
"2010-03-22",64.529999,65.620003,64.209999,65.550003,942900,53.52713
"2010-03-23",65.779999,66.709999,65.160004,66.57,1101400,54.360046
"2010-03-24",66.489998,66.550003,65.260002,65.339996,1521500,53.35564
"2010-03-25",66.160004,66.419998,64.699997,64.790001,1839800,52.906513
"2010-03-26",65.010002,65.93,64.440002,64.610001,1659200,52.759521
"2010-03-29",64.919998,65.309998,64.769997,65.239998,1286800,53.273975
"2010-03-30",65.57,66.230003,65.339996,65.519997,1245600,53.502613
"2010-03-31",65.330002,65.550003,64.690002,64.739998,1140800,52.865688
"2010-04-01",65.120003,65.690002,64.800003,65.269997,859800,53.298489
"2010-04-05",65.400002,66.559998,65.400002,66.419998,971000,54.237556
"2010-04-06",66.160004,66.32,65.699997,66.32,1038300,54.15588
"2010-04-07",66.050003,67.059998,65.900002,66.5,1190800,54.302879
"2010-04-08",66.370003,67.75,65.839996,67.589996,1639400,55.192959
"2010-04-09",67.769997,68.669998,67.510002,68.480003,1124700,55.919727
"2010-04-12",69.540001,69.660004,68.5,69.480003,1537000,56.736313
"2010-04-13",69.269997,69.849998,69.029999,69.760002,1451300,56.964962
"2010-04-14",70.220001,70.809998,70.169998,70.540001,2550100,57.601871
"2010-04-15",70.300003,70.720001,70.010002,70.209999,1429000,57.33242
"2010-04-16",69.779999,70.019997,68.870003,69.07,2015000,56.401516
"2010-04-19",69.040001,69.739998,67.989998,69.389999,2370100,56.662807
"2010-04-20",71.75,72.5,67.120003,67.800003,4872900,55.364445
"2010-04-21",68.370003,71.169998,68.370003,71,3368200,57.977509
"2010-04-22",70.519997,70.800003,69.699997,70.440002,2868800,57.520233
"2010-04-23",70.129997,70.989998,69.75,70.989998,1359000,57.969341
"2010-04-26",71,71.730003,70.889999,71.160004,1355900,58.108173
"2010-04-27",70.639999,71.360001,68.5,68.75,1597000,56.140186
"2010-04-28",69.260002,69.43,68.089996,69.059998,1283100,56.393307
"2010-04-29",69.650002,71.290001,69.650002,71.230003,1258400,58.165314
"2010-04-30",71.220001,71.779999,69.089996,69.18,1486500,56.491333
"2010-05-03",69.870003,70.980003,69.410004,70.82,1061500,57.830532
"2010-05-04",69.470001,69.470001,67.470001,67.980003,2070900,55.511436
"2010-05-05",67,67.629997,66.639999,67.239998,2137100,54.90715
"2010-05-06",66.790001,67.559998,59.470001,64.5,3336100,52.669708
"2010-05-07",64.389999,64.830002,61.91,62.25,3506600,50.832397
"2010-05-10",65.760002,68.019997,64.620003,67.690002,3250800,55.274609
"2010-05-11",66.889999,68.019997,66.480003,67.050003,2282300,54.75201
"2010-05-12",67.449997,69.459999,67.449997,69.059998,1408600,56.393307
"2010-05-13",68.709999,69.690002,68.019997,68.18,1316500,55.674736
"2010-05-14",68.040001,68.040001,65.809998,66.459999,2005100,54.270222
"2010-05-17",66.540001,67.459999,64.5,66.269997,2535500,54.115055
"2010-05-18",66.82,67.129997,64.690002,64.949997,1428000,53.246075
"2010-05-19",64.699997,65.18,62.400002,63.630001,1916200,52.163948
"2010-05-20",61.860001,62.18,59.419998,59.700001,4172900,48.942131
"2010-05-21",58.240002,60.580002,58.240002,60.57,3661700,49.65535
"2010-05-24",60.450001,60.919998,59.369999,59.560001,3288900,48.827347
"2010-05-25",58.009998,60,57.32,59.849998,2587800,49.065094
"2010-05-26",60.529999,61.740002,60.029999,60.27,2096400,49.409409
"2010-05-27",61.75,62.73,60.959999,62.73,1449300,51.426121
"2010-05-28",62.860001,62.860001,60.919998,61.459999,1595300,50.384968
"2010-06-01",60.66,62.119999,59.48,59.5,1919100,48.778175
"2010-06-02",59.740002,61.68,59.740002,61.68,1940100,50.565319
"2010-06-03",62.139999,62.360001,61.41,61.98,1302400,50.81126
"2010-06-04",60.040001,60.66,58.080002,58.52,2115100,47.974758
"2010-06-07",59.040001,59.040001,56.959999,57.080002,2388500,46.79425
"2010-06-08",57.509998,58.23,56.68,58.119999,2632100,47.646832
"2010-06-09",58.939999,60.279999,58.200001,58.419998,1995900,47.892776
"2010-06-10",59.630001,60.970001,59.630001,60.849998,1422600,49.884888
"2010-06-11",60.07,61.380001,59.830002,61.060001,1410300,50.057045
"2010-06-14",61.990002,62.540001,60.689999,60.889999,1392800,49.91769
"2010-06-15",61.82,63.549999,61.540001,63.470001,1527600,52.032764
"2010-06-16",62.880001,63.200001,61.310001,61.740002,2264000,50.614521
"2010-06-17",62.200001,62.52,60.68,61.5,1669400,50.41777
"2010-06-18",61.66,61.84,60.669998,60.860001,2057800,49.893085
"2010-06-21",61.860001,62.18,60.650002,61.029999,2246700,50.032444
"2010-06-22",60.98,61.209999,58.43,58.529999,3064600,47.982941
"2010-06-23",58.610001,59.369999,57.630001,58.639999,1495200,48.073128
"2010-06-24",58.299999,58.619999,56.599998,56.639999,2328800,46.433514
"2010-06-25",56.5,58.259998,56.220001,58.209999,3453600,47.720619
"2010-06-28",58.310001,58.880001,57.57,57.990002,1909500,47.540268
"2010-06-29",56.84,56.93,55.18,56.16,3138400,46.040031
"2010-06-30",55.919998,56.98,55.34,55.459999,2290600,45.466164
"2010-07-01",55.700001,55.93,54.259998,55.23,1725700,45.277611
"2010-07-02",55.439999,55.779999,54.599998,55.02,1495900,45.105446
"2010-07-06",55.790001,56.419998,54.400002,54.799999,1894100,44.925095
"2010-07-07",55.139999,56.959999,54.889999,56.869999,3077000,46.622097
"2010-07-08",57.400002,57.639999,56.290001,57.27,2260300,46.950005
"2010-07-09",57.34,57.610001,56.75,57.32,2469100,46.990993
"2010-07-12",56.970001,57.220001,56.099998,56.439999,1536100,46.269573
"2010-07-13",57.360001,58.630001,57.119999,58.27,2530500,47.769806
"2010-07-14",57.91,57.939999,56.950001,57.400002,2234700,47.056591
"2010-07-15",57.450001,58.18,57.049999,58.080002,2172700,47.614052
"2010-07-16",57.610001,57.73,56.110001,56.259998,1650600,46.122009
"2010-07-19",56.52,56.98,56.09,56.880001,1417400,46.630295
"2010-07-20",55.779999,58.09,55.630001,57.970001,1692600,47.523861
"2010-07-21",58.66,59.799999,57.84,58.290001,2271000,47.786205
"2010-07-22",59.349998,60.709999,59.209999,60.599998,2012200,49.679943
"2010-07-23",60.330002,62.209999,60.119999,62.189999,1786100,50.983414
"2010-07-26",62.130001,62.66,61.560001,62.360001,2132800,51.122787
"2010-07-27",62.919998,62.93,60.740002,61.09,2112100,50.081661
