"dates","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"2010-07-28",60.98,61.990002,60.950001,61.810001,2410900,50.671909
"2010-07-29",62.389999,63.290001,60.91,61.560001,1717500,50.466946
"2010-07-30",61.099998,62.389999,60.200001,62.119999,1931500,50.926037
"2010-08-02",63.360001,64.309998,62.68,63.849998,2127500,52.344296
"2010-08-03",64.139999,64.68,62.32,64.18,3248900,52.614834
"2010-08-04",63.669998,64.889999,63.02,64.440002,1626600,52.827972
"2010-08-05",63.98,65.489998,63.790001,65.389999,1606300,53.606785
"2010-08-06",64.360001,65.669998,64.360001,65.480003,1789800,53.680573
"2010-08-09",65.830002,65.919998,64.669998,65.309998,1930200,53.541199
"2010-08-10",64,65.139999,63.84,65.040001,1795700,53.319874
"2010-08-11",62.75,63.810001,62.099998,62.349998,1873100,51.114582
"2010-08-12",61.099998,62.919998,61.060001,62.830002,2016300,51.508099
"2010-08-13",62.669998,63.810001,62.48,63.52,1906900,52.073761
"2010-08-16",62.990002,63.470001,62.060001,63.400002,1820700,51.975391
"2010-08-17",63.950001,65.989998,63.93,65.510002,2161000,53.705173
"2010-08-18",65.419998,66.25,64.910004,65.870003,1850800,54.000282
"2010-08-19",64.75,64.900002,63.41,63.799999,3335500,52.518574
"2010-08-20",63.23,63.849998,62.610001,63.23,1955100,52.049377
"2010-08-23",63.689999,64.410004,61.91,61.98,1835100,51.020393
"2010-08-24",60.84,61.150002,60.259998,60.299999,2633100,49.637466
"2010-08-25",59.560001,60.18,58.709999,59.66,2909400,49.110626
"2010-08-26",59.970001,60.619999,59.459999,59.849998,2978200,49.267044
"2010-08-27",60.52,60.93,59.290001,60.689999,1879200,49.958511
"2010-08-30",60.59,60.93,59.34,59.360001,950100,48.863674
"2010-08-31",58.900002,59.849998,58.720001,59.16,1718400,48.699043
"2010-09-01",60.189999,62.310001,60.189999,62.200001,1813700,51.201485
"2010-09-02",62.529999,63.779999,62.299999,63.700001,2028600,52.436249
"2010-09-03",64.839996,65.480003,64.010002,64.970001,1352700,53.481686
"2010-09-07",64.290001,64.699997,64.010002,64.150002,1001000,52.806698
"2010-09-08",64.32,65.589996,64.25,65.040001,979900,53.539322
"2010-09-09",66.029999,66.029999,64.620003,64.959999,769600,53.473461
"2010-09-10",65.300003,65.800003,64.949997,65.050003,1168200,53.547554
"2010-09-13",66.099998,67.889999,65.959999,67.75,2122500,55.770126
"2010-09-14",67.639999,67.690002,66.970001,66.980003,1328300,55.136284
"2010-09-15",66.639999,67.339996,66.209999,67.209999,979000,55.325607
"2010-09-16",66.980003,67.349998,66.699997,67.220001,951100,55.333839
"2010-09-17",67.760002,68.830002,67.089996,68.529999,1644100,56.412189
"2010-09-20",68.769997,70,68.230003,69.839996,1054300,57.490547
"2010-09-21",69.550003,70.300003,69.239998,69.459999,1574200,57.177746
"2010-09-22",69.459999,70.099998,69.040001,69.379997,1723200,57.111904
"2010-09-23",68.57,68.699997,67.550003,67.760002,1446400,55.778351
"2010-09-24",69.059998,70.209999,68.830002,69.879997,1202000,57.523479
"2010-09-27",69.68,69.940002,69.300003,69.419998,824800,57.14481
"2010-09-28",69.629997,70.339996,68.57,70.110001,871900,57.712818
"2010-09-29",69.639999,71.129997,69.529999,70.449997,2499000,57.992687
"2010-09-30",70.800003,72.120003,69.790001,70.059998,1518600,57.671661
"2010-10-01",70.559998,70.910004,69.330002,70.410004,1518100,57.95977
"2010-10-04",69.980003,70.370003,67.519997,68.279999,2231100,56.206409
"2010-10-05",69.230003,71.650002,69.029999,71.019997,1771400,58.461899
"2010-10-06",70.720001,71.269997,69.639999,70.190002,1595800,57.778664
"2010-10-07",70.57,70.879997,69.959999,70.709999,1333500,58.206718
"2010-10-08",70.730003,71.5,69.959999,71.18,887900,58.593601
"2010-10-11",70.650002,71.400002,69.910004,70.940002,777500,58.396038
"2010-10-12",70.889999,70.919998,69.360001,70.529999,1578900,58.058556
"2010-10-13",71.139999,72.410004,70.879997,71.790001,1204700,59.095749
"2010-10-14",71.459999,71.760002,70.75,71.169998,979800,58.585377
"2010-10-15",72.019997,72.019997,70.449997,71.029999,1252200,58.470135
"2010-10-18",71.209999,72.639999,71.110001,72.419998,1942400,59.614353
"2010-10-19",78.260002,78.709999,74.230003,75.080002,5879600,61.803997
"2010-10-20",75.559998,76.410004,75.019997,75.489998,2616200,62.141499
"2010-10-21",76.050003,77.25,74.769997,75.949997,1906600,62.520138
"2010-10-22",76.160004,76.389999,75.550003,76.309998,1571500,62.816509
"2010-10-25",76.870003,77.949997,76.839996,77.190002,1717300,63.540886
"2010-10-26",76.510002,76.879997,74.790001,76.5,1648900,62.972908
"2010-10-27",75.760002,76.080002,74.910004,75.980003,1570400,62.544849
"2010-10-28",76.489998,77.110001,75.269997,75.870003,1023300,62.454304
"2010-10-29",75.589996,77.160004,75.400002,76.550003,1301800,63.014065
"2010-11-01",77.309998,78.470001,76.739998,77.300003,1896400,63.631458
"2010-11-02",78.059998,78.830002,77.699997,78.510002,1680500,64.627487
"2010-11-03",78.779999,79.18,76.629997,77.860001,1314600,64.092422
"2010-11-04",79.389999,80.489998,79.029999,80.379997,1414200,66.166832
"2010-11-05",79.980003,81.809998,79.93,81.68,1371100,67.236954
"2010-11-08",81.040001,81.209999,80.279999,80.82,778200,66.766098
"2010-11-09",80.959999,80.959999,79.449997,79.830002,916100,65.948242
"2010-11-10",79.93,80.629997,79.25,80.459999,957200,66.468674
"2010-11-11",79.839996,81.309998,79.660004,81.309998,1385500,67.170883
"2010-11-12",80.540001,80.599998,78.800003,79.389999,1151000,65.584709
"2010-11-15",80.080002,81.269997,79.199997,80.400002,1428600,66.419121
"2010-11-16",79.68,79.830002,77.489998,78.459999,1427900,64.81646
"2010-11-17",76.269997,78.839996,76.269997,78.050003,1050400,64.477745
"2010-11-18",79,80.639999,78.910004,79.830002,883900,65.948242
"2010-11-19",80.07,81.279999,79.610001,81.18,1280400,67.063469
"2010-11-22",80.5,81.599998,80.050003,81.370003,628400,67.220398
"2010-11-23",80.300003,80.410004,79,79.93,909200,66.030823
"2010-11-24",80.449997,82.300003,80.449997,82.290001,1064600,67.980461
"2010-11-26",81.459999,82.199997,81.160004,81.459999,526100,67.2948
"2010-11-29",81,81.019997,79.419998,80.5,1084200,66.501717
"2010-11-30",79.470001,80.599998,79.019997,80.230003,1618300,66.278679
"2010-12-01",81.800003,83.370003,81.800003,83.190002,1397800,68.723946
"2010-12-02",83.160004,84.519997,82.839996,83.989998,1472400,69.38485
"2010-12-03",83.519997,84.400002,83.510002,84.220001,714700,69.574844
"2010-12-06",83.779999,84.93,83.690002,84.699997,657000,69.971382
"2010-12-07",84.809998,85.919998,84.809998,84.989998,1188500,70.210945
"2010-12-08",85.330002,85.730003,84.760002,85.089996,903200,70.293556
"2010-12-09",85.580002,85.769997,84.720001,85.040001,616000,70.252258
"2010-12-10",85.169998,86.349998,85.120003,86.139999,872600,71.160973
"2010-12-13",86.660004,87.360001,85.949997,86.389999,1399100,71.367485
"2010-12-14",86.379997,86.709999,85.75,86.099998,829000,71.127937
"2010-12-15",86.019997,86.93,85.269997,85.32,773100,70.483543
"2010-12-16",85.459999,85.849998,84.919998,85.349998,986700,70.508369
"2010-12-17",85.089996,85.480003,84.809998,84.82,1712500,70.070511
"2010-12-20",85.029999,85.419998,84.480003,84.970001,1050300,70.194435
"2010-12-21",85.309998,86.25,84.790001,85.989998,970200,71.037041
"2010-12-22",85.910004,86.300003,85.410004,85.599998,594100,70.714882
"2010-12-23",85.610001,86.18,85.029999,85.300003,588300,70.467041
"2010-12-27",85.07,85.980003,84.849998,85.809998,540300,70.888359
"2010-12-28",85.870003,86.080002,85.239998,85.870003,583400,70.93792
"2010-12-29",86.239998,86.800003,86.019997,86.150002,622600,71.169258
"2010-12-30",85.949997,86.440002,85.730003,85.980003,618500,71.028786
"2010-12-31",85.900002,86.68,85.760002,86.300003,563300,71.293144
"2011-01-03",86.760002,87.940002,86.760002,87.529999,1458800,72.309242
"2011-01-04",87.5,87.57,85.779999,87.470001,1742800,72.259712
"2011-01-05",86.860001,88.290001,86.43,87.599998,1346800,72.367088
"2011-01-06",87.5,87.730003,85.709999,85.910004,1270400,70.970955
"2011-01-07",85.970001,87.400002,85.839996,86.050003,1175300,71.086632
"2011-01-10",87.449997,87.449997,85.910004,87.25,1998800,72.077927
"2011-01-11",87.889999,88.300003,87.459999,87.790001,1025900,72.524033
"2011-01-12",88.519997,88.949997,88.190002,88.660004,856600,73.242752
"2011-01-13",89.239998,89.440002,88.190002,89.230003,1854200,73.713638
"2011-01-14",88.879997,90,88.879997,89.650002,1310100,74.060623
"2011-01-18",89.589996,91.93,89.32,91.910004,1583700,75.927628
"2011-01-19",91.599998,93.150002,90.190002,91.080002,3335200,75.24192
"2011-01-20",87.839996,89.260002,85.230003,85.510002,4107900,70.640518
"2011-01-21",86.470001,88.089996,85.809998,86,2587000,71.045326
"2011-01-24",86.029999,87.07,85.760002,87.07,1353100,71.929276
"2011-01-25",86.379997,87.139999,85.400002,86.489998,1194600,71.450104
"2011-01-26",86.980003,88.889999,86.739998,88.190002,1592700,72.854492
"2011-01-27",88.410004,88.989998,87.220001,88.650002,1124100,73.234489
"2011-01-28",88.330002,90.120003,86.620003,87.190002,1352800,72.028412
"2011-01-31",87.599998,90.68,87.25,89.410004,1696200,73.86235
"2011-02-01",90.370003,90.669998,88.300003,90.449997,1464600,74.721466
"2011-02-02",89.599998,90.660004,89.589996,89.93,959700,74.291901
"2011-02-03",89.900002,90.139999,88.559998,90.089996,1000700,74.424095
"2011-02-04",90.440002,91.010002,89.900002,91.010002,897400,75.184105
"2011-02-07",91.099998,92.260002,90.849998,91.709999,876100,75.762413
"2011-02-08",91.660004,92.510002,91.220001,92.400002,845800,76.599709
"2011-02-09",91.839996,92,90.790001,91.370003,912700,75.745842
"2011-02-10",91.040001,91.860001,90.459999,91.82,797200,76.118881
"2011-02-11",91.379997,93.599998,91.239998,93.559998,801300,77.56131
"2011-02-14",93.169998,93.379997,92.360001,92.400002,1093100,76.599709
"2011-02-15",92.099998,92.339996,90.889999,91.400002,873800,75.770676
"2011-02-16",91.860001,92.620003,90.68,91.209999,936200,75.613182
"2011-02-17",91.370003,91.989998,90.580002,91.650002,729000,75.977951
"2011-02-18",92.129997,92.290001,91.330002,91.879997,961700,76.168594
"2011-02-22",91.300003,91.309998,89,89.099998,1165000,73.863983
"2011-02-23",88.599998,88.959999,86.410004,87.230003,1594500,72.313736
"2011-02-24",87.080002,88.169998,85.93,87.639999,1557000,72.653625
"2011-02-25",88.290001,89.459999,88.290001,88.550003,1787300,73.408035
"2011-02-28",89.169998,89.75,88.720001,89.18,1504400,73.930313
"2011-03-01",89.639999,89.699997,86.279999,86.779999,1922100,71.940697
"2011-03-02",86.580002,87.410004,85.559998,86.629997,2205900,71.816345
"2011-03-03",87.779999,89.75,87.599998,89.550003,1740100,74.237045
"2011-03-04",89.699997,89.699997,86.760002,87.330002,1571000,72.396645
"2011-03-07",87.559998,87.599998,84.93,85.209999,2758900,70.639168
"2011-03-08",85.370003,87.089996,84.580002,85.989998,2097300,71.285782
"2011-03-09",85.769997,86.220001,84.739998,85.300003,1995900,70.713783
"2011-03-10",83.720001,84.970001,82.800003,84.220001,2544200,69.818451
"2011-03-11",84.199997,85.580002,83.610001,85.389999,1694800,70.788376
"2011-03-14",85,86.699997,84.739998,86.010002,2138300,71.302383
"2011-03-15",83.660004,86.459999,83.110001,85.709999,1717300,71.053665
"2011-03-16",85.910004,87.610001,85.169998,85.919998,2739700,71.227745
"2011-03-17",88.199997,88.540001,86.790001,88.07,1817800,73.010117
"2011-03-18",88.949997,89.949997,88.459999,88.709999,2160200,73.54068
"2011-03-21",90.089996,90.720001,89.690002,90.230003,1319100,74.800758
"2011-03-22",90.349998,90.599998,89.410004,90.480003,1467400,75.008011
"2011-03-23",90.300003,92.550003,89.410004,92.150002,1766600,76.392448
"2011-03-24",92.589996,93.050003,91.910004,92.940002,1812700,77.047333
"2011-03-25",93.110001,93.660004,92.739998,92.959999,1498200,77.063927
"2011-03-28",93.040001,93.870003,92.809998,93.370003,1541700,77.403831
"2011-03-29",93.089996,94.489998,92.610001,94.32,1276700,78.191368
"2011-03-30",94.739998,94.989998,94.389999,94.650002,1141600,78.464943
"2011-03-31",94.459999,95,94.339996,94.68,1020800,78.489799
"2011-04-01",95.529999,95.940002,94.910004,95.910004,1307500,79.50946
"2011-04-04",96.440002,96.440002,95.209999,96.199997,1041800,79.749893
"2011-04-05",96.25,97.089996,95.470001,96.199997,1267700,79.749893
"2011-04-06",96.879997,97.300003,95.580002,95.980003,1108100,79.56749
"2011-04-07",96.260002,97.300003,95.470001,96.93,1763900,80.355057
"2011-04-08",97.379997,97.809998,94.860001,95.309998,1141500,79.012085
"2011-04-11",95.370003,96.150002,94.82,95.239998,920000,78.954048
"2011-04-12",94.57,95.150002,92.870003,93.370003,1556600,77.403831
"2011-04-13",93.620003,94.629997,92.5,93.580002,1387200,77.577888
"2011-04-14",92.860001,94.07,92.18,93.910004,882300,77.851463
"2011-04-15",94.089996,94.190002,93.269997,93.589996,1086100,77.586182
"2011-04-18",92.059998,92.309998,91.099998,92.019997,998800,76.284676
"2011-04-19",92.260002,94.110001,92.260002,93.870003,1286800,77.818314
"2011-04-20",95.230003,96.050003,94.540001,95.900002,1128000,79.501205
"2011-04-21",96.43,96.730003,95.889999,96.559998,617400,80.04834
"2011-04-25",97,97,95.230003,95.32,812300,79.020355
"2011-04-26",95.980003,99.400002,95.790001,98.489998,2100000,81.648315
"2011-04-27",96.709999,96.709999,92.150002,93.480003,4719900,77.494995
"2011-04-28",94.580002,94.669998,92.959999,94.110001,2186100,78.017242
"2011-04-29",94.470001,95.25,94.239998,94.32,1660100,78.191368
"2011-05-02",94.790001,95.239998,93.010002,93.32,1620200,77.36235
"2011-05-03",95.019997,95.25,92.230003,92.32,2144500,76.533363
"2011-05-04",92.080002,92.529999,89.830002,89.980003,2516800,74.593506
"2011-05-05",89.459999,90.68,88.599998,89.120003,2905900,73.880554
"2011-05-06",89.959999,90.379997,88.260002,88.900002,2388200,74.005417
"2011-05-09",88.650002,90.18,88.230003,89.050003,1810400,74.130295
"2011-05-10",89.529999,90.339996,89.029999,90.269997,1811200,75.145874
"2011-05-11",89.879997,89.940002,87.290001,87.699997,2218200,73.006493
"2011-05-12",87.610001,88.760002,86.339996,88.529999,2356500,73.697433
"2011-05-13",88.480003,88.769997,86.860001,87.5,1084300,72.839973
"2011-05-16",86.839996,88.260002,86.410004,87.699997,2318900,73.006493
"2011-05-17",86.93,87.360001,84.949997,85.25,2230900,70.966972
"2011-05-18",85.389999,87.300003,85.379997,87.050003,1742200,72.465363
"2011-05-19",87.519997,88.32,87.160004,87.800003,1229200,73.089714
"2011-05-20",87.610001,87.870003,86.32,86.440002,2105700,71.957581
"2011-05-23",85.139999,85.209999,83.830002,84.919998,1950800,70.692261
"2011-05-24",85.440002,86.389999,84.949997,85.800003,2081500,71.424805
"2011-05-25",85.290001,88.480003,85,87.730003,2558800,73.031433
"2011-05-26",87.160004,88.230003,86.980003,88.010002,1432200,73.264519
"2011-05-27",88.5,89.93,88.339996,89.379997,1373200,74.404991
"2011-05-31",90.139999,90.599998,87.919998,88.849998,2234400,73.963814
"2011-06-01",88.269997,88.769997,85.419998,85.629997,2745300,71.283279
"2011-06-02",85.769997,87.980003,85.68,86.900002,2310100,72.340508
"2011-06-03",85.559998,87.419998,85.199997,86.290001,1737600,71.832726
"2011-06-06",85.790001,87.480003,85.690002,87.160004,2775500,72.556953
"2011-06-07",87.419998,88.150002,86.82,86.849998,1788000,72.298859
"2011-06-08",86.68,87.059998,86.099998,86.580002,1530600,72.07415
"2011-06-09",86.949997,88.32,86.639999,87.800003,1526100,73.089714
"2011-06-10",87.260002,87.269997,85.610001,85.830002,1684000,71.449783
"2011-06-13",86,87.239998,85.720001,86.529999,1906600,72.032478
"2011-06-14",87.669998,89.099998,87.540001,88.769997,1339800,73.897217
"2011-06-15",87.68,87.910004,85.980003,86.43,1765700,71.94928
"2011-06-16",87.209999,87.209999,85,86.150002,1891100,71.716171
"2011-06-17",86.839996,87.18,85.019997,85.32,2020500,71.025238
"2011-06-20",85.089996,85.550003,84.5,85.290001,2159700,71.000252
"2011-06-21",85.559998,86.279999,85.239998,86.129997,4576500,71.699509
"2011-06-22",86.089996,87.769997,85.800003,86.540001,1771000,72.04084
"2011-06-23",85.379997,86.160004,84.419998,86.059998,2095400,71.641258
"2011-06-24",86.040001,86.480003,84.919998,85.040001,1229200,70.792145
"2011-06-27",84.339996,86.239998,83.650002,85.730003,1067500,71.366547
"2011-06-28",85.809998,87.489998,85.419998,86.889999,1355800,72.332176
"2011-06-29",87.190002,88.019997,86.550003,86.919998,1462100,72.357155
"2011-06-30",87.370003,90.589996,87.07,89.739998,2442400,74.704689
"2011-07-01",89.75,92.010002,89.410004,91.580002,1988600,76.236427
"2011-07-05",91.68,91.800003,90.389999,90.660004,1166500,75.470551
"2011-07-06",90.209999,90.660004,89.769997,90.25,1377600,75.12925
"2011-07-07",91.32,91.339996,90.010002,90.120003,1678100,75.021019
"2011-07-08",88.669998,89.370003,88.370003,89.269997,996900,74.313423
"2011-07-11",87.830002,88.089996,86.080002,86.989998,1438300,72.415428
"2011-07-12",86.550003,87.309998,86.089996,86.190002,1140700,71.749474
"2011-07-13",86.82,87.720001,86.360001,86.559998,1417600,72.05748
"2011-07-14",86.559998,87.290001,84.849998,85.010002,1130200,70.767189
"2011-07-15",85.599998,87.610001,85.5,87.459999,2318500,72.806671
"2011-07-18",87.190002,87.239998,85.400002,85.900002,1003700,71.508034
"2011-07-19",86.639999,87.849998,86.309998,87.519997,1177300,72.856644
"2011-07-20",87.940002,87.940002,86.5,87.239998,883200,72.623543
"2011-07-21",87.879997,89.230003,86.690002,88.489998,1194200,73.664139
"2011-07-22",88.360001,88.360001,86.629997,87.449997,1222700,72.798378
"2011-07-25",86.389999,88.720001,86.389999,87.839996,1209100,73.123016
"2011-07-26",87.889999,87.910004,84.389999,84.709999,2111600,70.517426
"2011-07-27",83.919998,84.010002,79.720001,79.93,3856600,66.5383
"2011-07-28",80.050003,80.510002,78.330002,78.559998,2107600,65.39782
"2011-07-29",77.5,79.769997,77.239998,79.019997,2527000,65.780739
"2011-08-01",80.5,80.639999,76.209999,77.459999,3116600,64.482101
"2011-08-02",74.010002,74.730003,70.699997,70.879997,7193500,59.004566
"2011-08-03",69.900002,72.470001,69.029999,72.190002,4465600,60.095078
"2011-08-04",70.449997,70.769997,67.650002,67.849998,4100800,56.482204
"2011-08-05",69.160004,69.489998,65.400002,67.599998,3874300,56.274097
"2011-08-08",65.879997,66.980003,62.07,62.169998,4557700,51.753853
"2011-08-09",63.32,67.110001,62.029999,66.900002,5348500,55.691364
"2011-08-10",64.120003,65.690002,62.799999,63.02,4364400,52.461437
"2011-08-11",63.400002,67.760002,63.139999,66.709999,5009600,55.533207
"2011-08-12",67.220001,69.82,67.07,69.580002,4135300,57.922379
"2011-08-15",70.309998,71.209999,70.18,71.089996,3494800,59.179352
"2011-08-16",70.209999,70.730003,69.690002,69.970001,2736200,58.247021
"2011-08-17",70.440002,71.07,68.870003,69.099998,3192900,57.522774
"2011-08-18",66.660004,67.050003,64.980003,65.639999,3351500,54.642467
"2011-08-19",64.309998,66.639999,63.919998,64.029999,2761100,53.302219
"2011-08-22",65.730003,65.93,63.34,63.599998,2251500,52.944263
"2011-08-23",63.959999,65.68,63.189999,65.669998,3055900,54.667461
"2011-08-24",65.669998,67.949997,65.169998,67.849998,2795600,56.482204
"2011-08-25",67.68,68.559998,65.529999,65.790001,1571200,55.067646
"2011-08-26",65,67.910004,64.150002,67.699997,1333200,56.666344
"2011-08-29",69.379997,70.889999,69,70.790001,1694700,59.252758
"2011-08-30",70.410004,71.879997,70.059998,71.410004,2288900,59.771702
"2011-08-31",72.040001,74.870003,72.029999,73.43,3337000,61.462509
"2011-09-01",73.349998,74.169998,72.169998,72.290001,2396900,60.508286
"2011-09-02",70.790001,70.900002,69.010002,69.410004,2059700,58.09766
"2011-09-06",67.790001,68.269997,66.209999,68.07,3013500,56.976055
"2011-09-07",69.57,70.529999,68.82,70.300003,2012300,58.842621
"2011-09-08",69.550003,70.739998,69.32,69.690002,2915200,58.332027
"2011-09-09",68.339996,68.970001,65.629997,66.379997,3606200,55.561489
"2011-09-12",65.480003,66.220001,64.290001,66.080002,2817400,55.310375
"2011-09-13",66.190002,68.230003,66.010002,67.690002,1966200,56.657982
"2011-09-14",68.040001,70.360001,67.150002,69.349998,2602700,58.047436
"2011-09-15",70.300003,70.760002,69.25,70.589996,1971500,59.085342
"2011-09-16",70.949997,71.769997,69.550003,70.07,2532100,58.650074
"2011-09-19",68.599998,69.879997,67.339996,69.459999,1397800,58.139515
"2011-09-20",69.839996,69.970001,67.309998,67.379997,1565700,56.398502
"2011-09-21",67.589996,67.790001,64.589996,64.610001,1559600,54.07996
"2011-09-22",62.27,62.75,60.810001,61.91,2395600,51.82
"2011-09-23",61.32,63.700001,61.150002,62.32,1836500,52.163197
"2011-09-26",62.75,63.619999,60.360001,63.5,2162000,53.15086
"2011-09-27",64.75,67.07,64.669998,65.269997,2050700,54.632393
"2011-09-28",65.620003,66.290001,64.199997,64.290001,2679500,53.812111
"2011-09-29",66.300003,67.690002,63.939999,65.370003,2141500,54.716095
"2011-09-30",63.93,64.75,62.18,63.130001,3027300,52.841164
"2011-10-03",62.669998,64.129997,60.650002,60.810001,2440400,50.899265
"2011-10-04",59.349998,63.139999,59.259998,62.990002,1900000,52.723976
"2011-10-05",63.209999,65.209999,62.57,64.989998,1699500,54.398033
"2011-10-06",64.720001,67.480003,64.230003,66.209999,2470800,55.419193
"2011-10-07",66.629997,67,64.849998,66.010002,1992800,55.251793
"2011-10-10",67.529999,70.239998,67.510002,70.199997,2032700,58.758907
"2011-10-11",69.75,72.18,69.470001,71.389999,2124400,59.754971
"2011-10-12",72.620003,73.75,72.25,72.849998,1698000,60.977013
"2011-10-13",72.07,72.57,70.910004,72.279999,1285900,60.499908
"2011-10-14",73.330002,73.949997,71.919998,73.610001,1931700,61.613167
"2011-10-17",74.989998,74.989998,71.669998,72.709999,3631200,60.859848
"2011-10-18",75.870003,78.169998,72.580002,77.150002,5080200,64.576202
"2011-10-19",77.279999,79.5,75.879997,76.269997,3380700,63.839622
"2011-10-20",76.669998,77.5,75.209999,77.059998,2395500,64.50087
"2011-10-21",78.290001,78.699997,77.019997,77.849998,2378400,65.162132
"2011-10-24",77.849998,80.370003,77.849998,79.870003,2225400,66.852928
"2011-10-25",79.220001,79.220001,76.830002,77.550003,2057000,64.911018
"2011-10-26",79.160004,79.160004,77.279999,78.43,2575300,65.647606
"2011-10-27",81.150002,85.199997,80,84.139999,3889000,70.426987
"2011-10-28",84.199997,84.489998,82.410004,83.889999,1912300,70.217728
"2011-10-31",82.059998,82.870003,80.199997,81.550003,3420900,68.259102
"2011-11-01",78.480003,80.349998,75.68,78.5,2785400,65.706192
"2011-11-02",81.129997,81.25,79.519997,80.910004,1673300,67.723419
"2011-11-03",82.239998,84.629997,81.07,84.43,2194900,70.669731
"2011-11-04",83.330002,84.839996,82.330002,84.550003,2509600,70.770172
"2011-11-07",84.220001,84.699997,81.349998,82.959999,2147000,69.439285
"2011-11-08",83.529999,84.300003,81.300003,83.739998,2172400,70.406174
"2011-11-09",81.510002,81.900002,79.540001,80.199997,2376700,67.429871
"2011-11-10",81.339996,83.129997,80.959999,82.379997,2454900,69.262741
"2011-11-11",83.510002,84.93,83.160004,84.220001,1148400,70.809761
"2011-11-14",83.57,84.900002,83.349998,84.199997,1709700,70.792953
"2011-11-15",83.730003,85.839996,83.120003,85.330002,1702900,71.743034
"2011-11-16",84.379997,85.339996,83.040001,83.18,1504800,69.935364
"2011-11-17",83.139999,83.160004,80.349998,80.860001,1558200,67.984772
"2011-11-18",81.809998,82.260002,80.800003,81.089996,1320100,68.178146
"2011-11-21",79.769997,79.900002,78.050003,78.910004,1531500,66.345253
"2011-11-22",78.57,79.690002,77.290001,78.029999,1791400,65.605392
"2011-11-23",77.43,77.43,75.599998,75.870003,1365000,63.78931
"2011-11-25",75.790001,76.480003,74.959999,74.980003,497800,63.041031
"2011-11-28",77.410004,79.93,77.410004,79.360001,1982300,66.723602
"2011-11-29",79.959999,80.620003,78.160004,78.260002,2570500,65.798767
"2011-11-30",80.910004,82.849998,80.900002,82.779999,2320300,69.599037
"2011-12-01",82.779999,84.07,82.449997,83.019997,1455900,69.800827
"2011-12-02",84.349998,84.610001,81.800003,82.110001,1932100,69.035706
"2011-12-05",83.879997,84.620003,82.099998,82.830002,1660800,69.641083
"2011-12-06",82.540001,84.589996,82.349998,83.870003,1601800,70.515495
"2011-12-07",83.220001,83.839996,81.379997,81.900002,2903700,68.859177
"2011-12-08",81.07,81.760002,79.25,79.519997,2633100,66.858139
"2011-12-09",79.949997,81.43,79.650002,81.019997,1406300,68.119286
"2011-12-12",80.239998,80.239998,78.370003,79.68,1172500,66.992638
"2011-12-13",80.220001,81,77.699997,78.330002,1189600,65.857597
"2011-12-14",77.75,77.760002,75.760002,75.949997,1501900,63.85656
"2011-12-15",77.029999,77.18,75.43,75.68,1209800,63.629555
"2011-12-16",76.529999,77.900002,74.790001,75.019997,2400300,63.074657
"2011-12-19",75.529999,75.989998,73.620003,73.870003,810900,62.107754
"2011-12-20",75.269997,76.739998,75.25,76.449997,1160700,64.276978
"2011-12-21",76.099998,76.199997,74.800003,76.019997,994400,63.915424
"2011-12-22",76.370003,76.760002,75.57,76.150002,1140800,64.024742
"2011-12-23",76.75,77.470001,76.349998,77.419998,614600,65.092529
"2011-12-27",77.010002,78.550003,76.919998,77.93,733600,65.521301
"2011-12-28",77.849998,78.099998,75.900002,76.029999,916600,63.923832
"2011-12-29",76.019997,77.32,75.93,76.790001,683700,64.562836
"2011-12-30",76.849998,77.099998,76.230003,76.25,841100,64.10881
"2012-01-03",78.309998,79.760002,78.169998,78.830002,1767300,66.277992
"2012-01-04",78.790001,79.239998,78.370003,78.5,1715300,66.000542
"2012-01-05",77.660004,79.25,76.980003,78.940002,2157500,66.370483
"2012-01-06",79.230003,79.410004,76.919998,77.639999,3096500,65.277496
"2012-01-09",77.93,79.029999,77.18,78.82,1467800,66.269592
"2012-01-10",80.080002,81.330002,79.82,81.220001,1553400,68.28746
"2012-01-11",80.5,81.949997,80.410004,81.720001,1033800,68.707832
"2012-01-12",82.040001,83.199997,81.360001,83.080002,1034100,69.851265
"2012-01-13",82.120003,82.790001,81.330002,82.440002,803200,69.31321
"2012-01-17",83.480003,84.599998,82.940002,83.470001,1647100,70.179176
"2012-01-18",83.25,85.110001,82.589996,85.059998,1389000,71.515999
"2012-01-19",85.489998,86.599998,84.5,84.970001,2856600,71.440346
"2012-01-20",81.190002,82,80.489998,81.519997,4973600,68.53968
"2012-01-23",81.25,82,80.309998,81.699997,1899500,68.69101
"2012-01-24",81.080002,81.900002,80.870003,81.269997,1532400,68.329468
"2012-01-25",81.169998,82.68,80.330002,82.370003,1434400,69.254341
"2012-01-26",82.389999,82.709999,81,81.5,1484500,68.522865
"2012-01-27",81.139999,81.82,80.860001,81.5,1032200,68.522865
"2012-01-30",80.709999,81.720001,80.510002,81.459999,961400,68.489227
"2012-01-31",81.919998,82.120003,79.879997,80.68,2045000,67.833435
"2012-02-01",82.260002,82.980003,81.32,82.610001,1318000,69.4561
"2012-02-02",82.620003,82.970001,81.800003,82.510002,1108000,69.372047
"2012-02-03",83.620003,85.800003,83.620003,85.720001,1821000,72.070938
"2012-02-06",85.150002,87.419998,85.150002,86.68,1678800,72.878075
