"dates","WAB.Open","WAB.High","WAB.Low","WAB.Close","WAB.Volume","WAB.Adjusted"
"2011-08-08",27.700001,27.985001,25.83,25.92,1503400,24.850637
"2011-08-09",26.65,28.014999,25.825001,27.975,1408800,26.820856
"2011-08-10",27.23,28.045,26.889999,27.025,1073400,25.910048
"2011-08-11",27.139999,28.879999,27.040001,28.469999,541000,27.295437
"2011-08-12",28.805,29.125,28.365,28.49,879200,27.31461
"2011-08-15",28.655001,29.084999,28.200001,28.805,972600,27.631165
"2011-08-16",28.32,28.719999,27.93,28.299999,827800,27.146744
"2011-08-17",28.469999,28.695,27.745001,28.02,426000,26.878157
"2011-08-18",27.02,27.135,26.209999,26.57,624600,25.487242
"2011-08-19",26.120001,27.334999,26.030001,26.235001,693000,25.165894
"2011-08-22",26.955,27.059999,25.945,26.215,564600,25.146708
"2011-08-23",26.389999,27.764999,26.1,27.76,616200,26.628744
"2011-08-24",27.684999,28.395,27.209999,28.315001,667800,27.161129
"2011-08-25",28.559999,28.690001,27.59,27.780001,553200,26.64793
"2011-08-26",27.549999,29.155001,27.08,28.975,629400,27.794237
"2011-08-29",29.445,30.325001,29.34,30.285,283600,29.050846
"2011-08-30",30.035,30.915001,29.780001,30.639999,486600,29.391376
"2011-08-31",30.955,31.41,30.1,30.445,523800,29.204327
"2011-09-01",30.424999,30.620001,29.51,29.555,470400,28.350603
"2011-09-02",28.844999,29.424999,28.440001,28.615,299800,27.44891
"2011-09-06",27.49,28.559999,27.385,28.485001,327800,27.324205
"2011-09-07",28.969999,29.49,28.76,29.475,313200,28.273865
"2011-09-08",29.15,29.605,29.040001,29.225,370400,28.034044
"2011-09-09",28.84,29.045,27.940001,28.139999,431800,26.993265
"2011-09-12",27.700001,28.32,27.165001,28.09,300400,26.945299
"2011-09-13",28.27,29.145,27.985001,28.950001,413600,27.770254
"2011-09-14",29.15,30.17,28.49,29.83,447600,28.614401
"2011-09-15",29.875,30.424999,29.85,30.34,359000,29.103611
"2011-09-16",30.34,30.754999,30,30.225,533400,28.993294
"2011-09-19",29.6,29.879999,29.035,29.76,425400,28.547249
"2011-09-20",29.870001,30.07,28.934999,28.955,346800,27.775045
"2011-09-21",28.83,28.83,27.594999,27.594999,603200,26.470472
"2011-09-22",26.635,27.495001,26.18,26.610001,382400,25.525614
"2011-09-23",26.49,27.129999,26.389999,26.84,361000,25.746237
"2011-09-26",27.09,27.674999,26.245001,27.620001,386000,26.494452
"2011-09-27",28.254999,29.389999,28.235001,28.4,392400,27.242664
"2011-09-28",28.440001,28.469999,26.665001,26.950001,407600,25.851755
"2011-09-29",27.535,27.83,26.815001,27.73,330600,26.59997
"2011-09-30",27.32,27.514999,26.389999,26.434999,510000,25.357744
"2011-10-03",26.23,26.665001,24.805,25.075001,707600,24.053167
"2011-10-04",24.775,26.66,24.690001,26.639999,573400,25.554386
"2011-10-05",26.695,27.855,26.325001,27.684999,370800,26.556801
"2011-10-06",27.59,28.74,27.299999,28.59,550000,27.424919
"2011-10-07",28.780001,28.785,27.405001,27.865,524600,26.729465
"2011-10-10",28.469999,29.139999,28.424999,29.035,270400,27.851786
"2011-10-11",28.725,29.325001,28.655001,29.125,376400,27.938124
"2011-10-12",29.469999,30.120001,29.125,29.5,578000,28.297838
"2011-10-13",29.18,29.33,28.535,28.91,639000,27.731884
"2011-10-14",29.530001,29.799999,29.055,29.645,344200,28.436934
"2011-10-17",29.485001,29.594999,28.875,29.01,461400,27.827808
"2011-10-18",29.09,30.225,28.879999,29.995001,3e+05,28.772671
"2011-10-19",29.889999,30.280001,28.99,29.155001,299800,27.966898
"2011-10-20",29.275,29.59,28.799999,29.52,385800,28.317019
"2011-10-21",29.905001,30.75,29.775,30.73,286800,29.477718
"2011-10-24",30.924999,32.209999,30.924999,31.940001,503600,30.638405
"2011-10-25",33.345001,34,32.125,33.419998,952400,32.058094
"2011-10-26",33.945,33.945,32.185001,32.974998,737400,31.631224
"2011-10-27",33.945,35.310001,33.785,34.465,898000,33.060505
"2011-10-28",34.294998,34.915001,34.09,34.595001,375600,33.185215
"2011-10-31",34.02,34.369999,33.349998,33.59,307200,32.221161
"2011-11-01",32,33.529999,31.219999,32.794998,785600,31.458557
"2011-11-02",33.43,33.695,32.735001,33.215,570000,31.861456
"2011-11-03",33.445,33.845001,32.904999,33.619999,1116800,32.249935
"2011-11-04",33.525002,33.91,33.035,33.695,508200,32.321884
"2011-11-07",33.544998,34.165001,32.639999,33.93,484000,32.547321
"2011-11-08",34.139999,34.375,33.255001,34.285,375200,32.887836
"2011-11-09",33.400002,33.669998,32.584999,32.744999,315400,31.410599
"2011-11-10",33.299999,33.5,32.880001,33.174999,426200,31.823072
"2011-11-11",33.630001,34.275002,33.630001,33.994999,580200,32.609657
"2011-11-14",33.924999,34.044998,33.455002,33.695,306800,32.336143
"2011-11-15",33.48,34.259998,33.264999,34.025002,395000,32.652851
"2011-11-16",33.705002,34.459999,33.419998,33.465,287400,32.115425
"2011-11-17",33.485001,33.875,32.924999,33.75,782000,32.388939
"2011-11-18",33.889999,33.889999,32.950001,33.330002,431000,31.985876
"2011-11-21",32.75,32.825001,31.825001,32.095001,568000,30.80068
"2011-11-22",32.005001,32.365002,31.620001,31.965,661600,30.675924
"2011-11-23",31.52,31.68,30.745001,31.16,474000,29.903389
"2011-11-25",30.959999,31.295,30.610001,30.620001,158400,29.385164
"2011-11-28",31.700001,32.110001,31.315001,31.775,429800,30.493589
"2011-11-29",31.735001,32.34,31.629999,32.07,360800,30.776684
"2011-11-30",33.404999,34.134998,33.134998,34.125,647400,32.748814
"2011-12-01",33.895,34.529999,33.779999,34.259998,559800,32.878376
"2011-12-02",34.759998,34.849998,34.375,34.595001,463000,33.199879
"2011-12-05",35.224998,35.555,34.740002,34.994999,407200,33.583733
"2011-12-06",34.959999,34.994999,33.965,34.415001,403600,33.027126
"2011-12-07",34.099998,34.615002,33.490002,34.419998,498000,33.031921
"2011-12-08",34.134998,34.345001,33.264999,33.334999,368400,31.990671
"2011-12-09",33.529999,34.669998,33.435001,34.514999,170600,33.123093
"2011-12-12",34.009998,34.009998,33.345001,33.855,401400,32.489697
"2011-12-13",34.244999,34.465,32.845001,33.145,455800,31.808321
"2011-12-14",32.904999,34.665001,31.559999,32.299999,886000,30.997419
"2011-12-15",32.845001,33.084999,32.279999,32.459999,592200,31.150963
"2011-12-16",32.755001,33.895,32.639999,33.810001,1269800,32.446518
"2011-12-19",33.970001,34.095001,32.639999,32.794998,476600,31.472445
"2011-12-20",33.345001,33.709999,33.200001,33.564999,663600,32.211403
"2011-12-21",33.455002,33.994999,32.915001,33.884998,367600,32.518486
"2011-12-22",33.93,34.189999,33.709999,34,307200,32.628864
"2011-12-23",34.07,34.724998,34.07,34.599998,355800,33.204651
"2011-12-27",34.5,34.77,34.32,34.540001,329200,33.147083
"2011-12-28",34.575001,34.575001,33.724998,33.974998,328200,32.604858
"2011-12-29",34.119999,34.740002,34,34.66,273000,33.262245
"2011-12-30",34.695,35.040001,34.674999,34.974998,470600,33.564533
"2012-01-03",35.82,36.205002,34.549999,34.625,903000,33.228664
"2012-01-04",34.485001,34.595001,33.775002,34.455002,666400,33.065502
"2012-01-05",34.294998,35.23,33.895,35.18,453200,33.761269
"2012-01-06",35.189999,35.279999,34.650002,35.244999,395400,33.823635
"2012-01-09",35.334999,35.77,35.200001,35.68,349000,34.241104
"2012-01-10",36.185001,36.185001,35.505001,35.825001,418600,34.38026
"2012-01-11",35.695,36.115002,35.650002,35.945,216000,34.495419
"2012-01-12",36.119999,36.119999,35.395,35.805,378200,34.361065
"2012-01-13",35.384998,35.575001,34.75,35.544998,258800,34.111553
"2012-01-17",35.865002,35.865002,35.014999,35.125,427000,33.7085
"2012-01-18",35.125,36.349998,35.125,36.330002,648400,34.864891
"2012-01-19",36.595001,37.540001,36.595001,36.764999,868200,35.282352
"2012-01-20",36.68,36.685001,35.494999,35.755001,521800,34.31308
"2012-01-23",35.685001,36.360001,35.389999,35.599998,476000,34.164333
"2012-01-24",35.264999,35.689999,34.950001,35.5,490800,34.068359
"2012-01-25",35.404999,36.185001,35.134998,36.064999,349800,34.610588
"2012-01-26",36.395,36.470001,35.900002,36.014999,374800,34.562599
"2012-01-27",35.860001,36.360001,35.84,36.060001,351600,34.605778
"2012-01-30",35.689999,36.279999,34.130001,34.580002,2527800,33.185467
"2012-01-31",34.790001,34.855,33.145,34.395,2152800,33.007935
"2012-02-01",34.68,35.34,34.555,35.07,608800,33.655708
"2012-02-02",35.169998,35.314999,34.924999,35.07,497200,33.655708
"2012-02-03",35.625,35.75,35.395,35.419998,426400,33.991585
"2012-02-06",35.18,35.355,35.02,35.189999,387600,33.770866
"2012-02-07",35.134998,35.549999,34.869999,35.195,371000,33.775677
"2012-02-08",35.314999,35.459999,34.779999,35.154999,550000,33.737286
"2012-02-09",35.32,35.52,34.799999,35.080002,318200,33.665302
"2012-02-10",34.744999,35.169998,34.48,35.040001,336200,33.626923
"2012-02-13",35.375,35.580002,34.98,35.380001,456400,33.967743
"2012-02-14",35.209999,35.505001,35.080002,35.485001,346400,34.068565
"2012-02-15",35.580002,35.665001,34.450001,34.700001,479400,33.314892
"2012-02-16",34.830002,35.77,34.615002,35.389999,683600,33.977348
"2012-02-17",35.615002,35.639999,35.115002,35.415001,585200,34.001354
"2012-02-21",35.459999,35.59,34.035,35.5,922200,34.082947
"2012-02-22",35.494999,37.459999,35.445,37.330002,1006600,35.839912
"2012-02-23",37.325001,37.720001,36.855,37.560001,539200,36.060726
"2012-02-24",37.560001,37.619999,36.755001,36.889999,415600,35.417465
"2012-02-27",36.639999,38.154999,36.52,37.855,842600,36.343964
"2012-02-28",37.845001,38.5,37.599998,38.209999,671000,36.68478
"2012-02-29",38.235001,38.43,37.334999,37.365002,411600,35.87352
"2012-03-01",37.41,38.264999,37.41,37.744999,466000,36.238338
"2012-03-02",37.654999,37.950001,37.48,37.735001,470400,36.228741
"2012-03-05",37.724998,37.735001,37.025002,37.310001,248400,35.820702
"2012-03-06",36.814999,36.814999,35.884998,36.014999,410600,34.577393
"2012-03-07",36.174999,36.764999,36.025002,36.305,412800,34.855827
"2012-03-08",36.525002,37.325001,36.360001,37.165001,440600,35.681492
"2012-03-09",37.285,37.990002,36.924999,37.91,716800,36.396744
"2012-03-12",38,38.205002,37.404999,37.535,401000,36.036716
"2012-03-13",37.77,38.325001,37.669998,38.32,385000,36.790401
"2012-03-14",38.345001,38.380001,37.5,37.790001,391800,36.28154
"2012-03-15",37.865002,38.400002,37.66,38.27,670800,36.742378
"2012-03-16",38.419998,39.064999,38.419998,38.75,1077000,37.203239
"2012-03-19",38.755001,39.540001,38.700001,38.994999,456000,37.438438
"2012-03-20",38.779999,38.779999,38.169998,38.419998,393000,36.886402
"2012-03-21",38.474998,38.575001,37.830002,38.384998,340200,36.852783
"2012-03-22",37.834999,37.965,37.125,37.639999,303200,36.137539
"2012-03-23",37.915001,37.985001,37.134998,37.860001,295400,36.348759
"2012-03-26",38.195,38.400002,37.915001,38.400002,526600,36.86721
"2012-03-27",38.355,38.540001,37.790001,37.825001,536600,36.315147
"2012-03-28",37.875,37.974998,36.794998,37.174999,541800,35.691086
"2012-03-29",37.095001,37.099998,35.825001,36.895,746800,35.422268
"2012-03-30",37.134998,38.134998,36.939999,37.685001,874200,36.180748
"2012-04-02",37.645,38.345001,37.380001,37.939999,446200,36.425552
"2012-04-03",37.965,38.130001,37.369999,37.790001,598200,36.28154
"2012-04-04",37.365002,37.650002,37.060001,37.285,554000,35.796711
"2012-04-05",37.18,37.654999,37.134998,37.18,774000,35.695896
"2012-04-09",36.66,37.035,36.43,36.794998,520800,35.32626
"2012-04-10",36.685001,36.755001,35.41,35.525002,607400,34.106949
"2012-04-11",36.040001,36.07,35.384998,35.650002,704200,34.226978
"2012-04-12",38.215,38.665001,37.759998,38.18,1385600,36.655983
"2012-04-13",38.060001,38.599998,38.060001,38.41,770200,36.876789
"2012-04-16",38.634998,39.009998,38.075001,38.799999,817600,37.251225
"2012-04-17",39.235001,39.919998,39.119999,39.580002,1368800,38.000099
"2012-04-18",39.400002,40.639999,39.105,40.485001,1228200,38.868969
"2012-04-19",40.330002,40.689999,39.325001,39.66,846600,38.0769
"2012-04-20",40.035,40.150002,39.77,39.959999,1070600,38.364929
"2012-04-23",39.264999,39.560001,38.91,39.494999,689400,37.918484
"2012-04-24",39.645,41.450001,38.994999,39.349998,1166400,37.779278
"2012-04-25",38.939999,39.154999,38.125,39.055,1270600,37.496052
"2012-04-26",38.099998,39.48,38.099998,39.27,706600,37.702461
"2012-04-27",39.5,39.875,39.279999,39.650002,685600,38.067314
"2012-04-30",39.494999,39.575001,38.639999,38.889999,474000,37.337635
"2012-05-01",38.900002,39.48,38.57,38.764999,741800,37.217625
"2012-05-02",38.540001,39.325001,38.424999,39.240002,1028000,37.673656
"2012-05-03",39.275002,39.599998,39.040001,39.334999,902400,37.764866
"2012-05-04",38.945,38.945,38.145,38.560001,828800,37.020821
"2012-05-07",38.395,38.474998,37.895,38.105,701400,36.583977
"2012-05-08",37.959999,37.974998,37.099998,37.904999,794000,36.39196
"2012-05-09",37.389999,37.91,37.23,37.294998,700200,35.806309
"2012-05-10",37.52,37.794998,36.535,36.68,928800,35.215858
"2012-05-11",36.334999,37.439999,36.27,37.035,852800,35.556683
"2012-05-14",36.560001,36.799999,36.16,36.299999,423600,34.851028
"2012-05-15",36.314999,36.805,35.880001,36.305,771200,34.870228
"2012-05-16",36.450001,36.73,35.965,36,566400,34.577286
"2012-05-17",36.169998,36.305,34.605,34.709999,685000,33.338261
"2012-05-18",34.759998,35.220001,34.43,34.52,520000,33.155773
"2012-05-21",34.689999,36.005001,34.490002,35.945,722800,34.524464
"2012-05-22",35.974998,36.59,35.84,36.314999,682600,34.879837
"2012-05-23",35.950001,36.619999,35.48,36.470001,378000,35.028721
"2012-05-24",36.630001,36.814999,36.174999,36.705002,408800,35.254421
"2012-05-25",36.634998,36.639999,36.150002,36.275002,456600,34.841419
"2012-05-29",36.700001,37.275002,36.544998,37.029999,353600,35.566578
"2012-05-30",36.564999,36.584999,35.939999,36.285,513400,34.851025
"2012-05-31",36.205002,36.560001,35.57,36.305,750000,34.870228
"2012-06-01",35.555,35.695,35.035,35.189999,489000,33.799309
"2012-06-04",35.34,35.48,34.134998,34.849998,356600,33.472729
"2012-06-05",34.639999,35.209999,34.474998,35.060001,261600,33.674438
"2012-06-06",35.439999,36.325001,35.32,36.169998,338600,34.740555
"2012-06-07",36.790001,36.915001,36.005001,36.040001,259600,34.6157
"2012-06-08",35.834999,36.174999,35.369999,36.134998,320400,34.706951
"2012-06-11",36.595001,36.665001,35.235001,35.299999,277000,33.904945
"2012-06-12",35.450001,35.450001,35,35.345001,868000,33.94817
"2012-06-13",35.34,35.41,34.555,34.685001,770600,33.314259
"2012-06-14",34.794998,35.27,34.474998,35.084999,642400,33.698452
"2012-06-15",35.540001,36.720001,35.540001,36.615002,1498400,35.16798
"2012-06-18",36.514999,37.130001,36.375,37.035,644800,35.571388
"2012-06-19",37.084999,38.189999,37.084999,37.939999,594600,36.440609
"2012-06-20",38.049999,38.264999,37.639999,38.014999,657000,36.512665
"2012-06-21",38.200001,38.235001,37.560001,37.68,844200,36.190887
"2012-06-22",37.77,37.924999,37.445,37.919998,579000,36.421406
"2012-06-25",37.240002,37.25,36.375,36.75,473800,35.297646
"2012-06-26",36.790001,37.060001,36.435001,36.849998,464600,35.393696
"2012-06-27",36.985001,37.419998,36.84,37.099998,402400,35.633808
"2012-06-28",36.615002,38.099998,36.615002,38.09,594200,36.584686
"2012-06-29",38.830002,39.174999,38.575001,39.005001,518400,37.463531
"2012-07-02",39,39.720001,38.805,39.029999,692200,37.487537
"2012-07-03",39.035,39.445,39.014999,39.220001,511200,37.670033
"2012-07-05",39.119999,39.369999,38.834999,39.139999,927000,37.593197
"2012-07-06",38.650002,38.860001,38.154999,38.34,454400,36.824806
"2012-07-09",38.290001,38.549999,38.055,38.240002,550600,36.728764
"2012-07-10",38.470001,38.720001,37.25,37.529999,725600,36.046825
"2012-07-11",37.564999,37.68,36.900002,37.134998,523800,35.667435
"2012-07-12",36.880001,37.375,36.435001,37.224998,422200,35.753864
"2012-07-13",37.290001,38.415001,37.290001,38.365002,342600,36.848827
"2012-07-16",38.215,38.220001,37.505001,37.794998,158600,36.301353
"2012-07-17",37.91,38.400002,37.384998,38.169998,450000,36.661522
"2012-07-18",37.974998,38.785,37.939999,38.490002,529600,36.968887
"2012-07-19",38.509998,38.560001,38.029999,38.474998,877400,36.954472
"2012-07-20",38.125,38.5,37.865002,37.994999,425600,36.493443
"2012-07-23",37.415001,37.900002,36.68,37.759998,454000,36.267731
"2012-07-24",39.419998,40.52,38.68,38.974998,1313800,37.434715
"2012-07-25",38.84,39.535,38.555,39.105,544400,37.559582
"2012-07-26",39.805,40.035,39.075001,39.255001,906800,37.703659
"2012-07-27",39.459999,40.619999,39.459999,40.514999,1098000,38.91386
"2012-07-30",40.605,41.029999,39.505001,39.924999,640000,38.347183
"2012-07-31",39.889999,40.349998,39.369999,39.59,562800,38.025398
"2012-08-01",39.849998,39.990002,38.580002,38.785,627400,37.252216
"2012-08-02",38.555,38.924999,38.330002,38.665001,799000,37.136971
"2012-08-03",39.389999,39.439999,39.035,39.189999,880200,37.641209
"2012-08-06",39.400002,39.41,38.805,39,512000,37.458733
"2012-08-07",39.290001,39.91,39.055,39.639999,388400,38.073437
"2012-08-08",39.575001,39.575001,38.805,39.115002,564600,37.569187
"2012-08-09",39.07,39.23,38.82,39.099998,461200,37.554775
"2012-08-10",39.110001,39.845001,38.884998,39.779999,461000,38.207901
"2012-08-13",39.75,39.845001,39.025002,39.459999,285800,37.900539
"2012-08-14",39.555,39.875,39.305,39.740002,408600,38.169479
"2012-08-15",39.625,39.935001,39.509998,39.805,280600,38.255978
"2012-08-16",39.889999,40.57,39.794998,40.490002,345600,38.914322
"2012-08-17",40.450001,40.674999,40.200001,40.389999,377800,38.818211
"2012-08-20",40.395,40.419998,39.775002,40.09,341800,38.529892
"2012-08-21",40.154999,40.775002,40.150002,40.77,421800,39.183426
"2012-08-22",40.599998,40.619999,40.075001,40.529999,600400,38.952766
"2012-08-23",40.424999,40.535,39.974998,40.099998,353800,38.539501
"2012-08-24",39.990002,40.445,39.82,40.014999,351000,38.457806
"2012-08-27",40.139999,40.145,39.279999,39.32,562600,37.789856
"2012-08-28",39.240002,39.325001,38.985001,39.169998,418800,37.645699
"2012-08-29",39.279999,39.294998,38.955002,39.165001,330600,37.640888
"2012-08-30",38.900002,39.169998,38.389999,39.035,331800,37.515945
"2012-08-31",39.380001,39.380001,38.560001,39.07,466600,37.549587
"2012-09-04",39.07,39.459999,38.584999,39.205002,799200,37.679337
"2012-09-05",39.625,40.060001,39.185001,39.345001,709600,37.813881
"2012-09-06",39.404999,40.314999,39.404999,40.139999,549600,38.577938
"2012-09-07",40.314999,41.060001,40.314999,40.904999,534400,39.313168
"2012-09-10",40.91,41.145,40.564999,40.75,314000,39.164204
"2012-09-11",40.75,40.985001,40.645,40.674999,547600,39.092121
"2012-09-12",40.785,41.494999,40.785,41.439999,348000,39.827354
"2012-09-13",41.380001,41.380001,40.299999,41.029999,553000,39.4333
"2012-09-14",41.195,41.59,41.125,41.375,399600,39.764885
"2012-09-17",41.325001,41.325001,40.700001,40.700001,248200,39.116154
"2012-09-18",40.645,40.645,39.990002,40.465,393000,38.890297
"2012-09-19",40.474998,41.055,40.145,40.889999,268800,39.298763
"2012-09-20",40.505001,40.630001,39.91,40.255001,431800,38.688473
"2012-09-21",40.615002,40.615002,39.939999,39.970001,585200,38.414555
"2012-09-24",39.810001,40.950001,39.700001,40.84,619400,39.250694
"2012-09-25",40.93,40.93,39.404999,39.415001,496800,37.881161
"2012-09-26",39.439999,39.555,38.665001,39.290001,492200,37.761021
"2012-09-27",39.389999,39.945,39.174999,39.799999,339000,38.251171
"2012-09-28",39.674999,40.220001,39.125,40.145,544000,38.582741
"2012-10-01",40.279999,40.48,39.240002,39.514999,809400,37.977264
"2012-10-02",39.695,40.709999,39.695,40.689999,800400,39.106533
"2012-10-03",40.715,42.025002,40.715,41.605,1253000,39.985943
"2012-10-04",41.834999,42.48,41.715,42.455002,746200,40.80286
"2012-10-05",42.595001,43.119999,42.205002,42.334999,580200,40.687523
"2012-10-08",42.189999,42.735001,41.904999,42.360001,831200,40.711548
"2012-10-09",42.349998,42.470001,41.82,41.849998,255200,40.22139
"2012-10-10",41.855,41.924999,41.34,41.450001,277600,39.836948
"2012-10-11",41.57,41.915001,41.509998,41.615002,337600,39.995552
"2012-10-12",41.705002,42.014999,41.389999,41.799999,294000,40.173328
"2012-10-15",41.669998,41.91,41.244999,41.645,490000,40.024372
"2012-10-16",41.875,42.169998,41.875,42.044998,264600,40.408806
"2012-10-17",42.115002,42.16,41.764999,41.945,476200,40.312702
"2012-10-18",41.974998,42.215,41.73,42.215,508000,40.572205
"2012-10-19",41.945,42.049999,41.25,41.494999,391200,39.880203
"2012-10-22",41.400002,42.049999,41.264999,42.049999,462200,40.41362
"2012-10-23",41.5,41.799999,40.52,41.619999,988800,40.000343
"2012-10-24",41.945,42.174999,40.869999,41.014999,425600,39.418888
"2012-10-25",41.005001,41.215,40.555,40.950001,530600,39.356426
"2012-10-26",41,41.115002,40.634998,40.924999,402200,39.332386
"2012-10-31",40.924999,41.494999,40.75,40.950001,603600,39.356426
"2012-11-01",40.91,42.005001,40.744999,41.584999,954800,39.966713
"2012-11-02",41.799999,41.924999,40.779999,40.825001,485000,39.23629
"2012-11-05",40.875,41.154999,40.544998,41.130001,1256400,39.529423
"2012-11-06",41.130001,41.25,40.849998,41.16,514600,39.55825
"2012-11-07",40.599998,40.91,40.080002,40.404999,357000,38.83263
"2012-11-08",40.349998,40.5,39.915001,40.154999,479600,38.59235
"2012-11-09",39.990002,40.674999,39.985001,40.029999,664600,38.472206
"2012-11-12",40.209999,40.625,40.049999,40.584999,368400,39.00563
"2012-11-13",40.5,40.759998,40.125,40.345001,274600,38.774975
"2012-11-14",40.5,40.639999,39.84,39.900002,475600,38.371063
"2012-11-15",39.759998,40.165001,39.345001,39.805,561200,38.279701
"2012-11-16",39.855,40.110001,39.5,39.919998,439600,38.390301
"2012-11-19",40.615002,40.615002,40.049999,40.509998,385400,38.957691
"2012-11-20",40.334999,40.494999,40.125,40.279999,417800,38.736496
"2012-11-21",40.334999,40.700001,40.055,40.224998,347800,38.683601
"2012-11-23",40.400002,40.860001,40.264999,40.860001,87600,39.294273
"2012-11-26",40.744999,41.145,40.490002,41.029999,517200,39.457748
"2012-11-27",41,41.779999,41,41.470001,662000,39.880898
"2012-11-28",41.450001,41.959999,40.889999,41.935001,719400,40.328075
"2012-11-29",42.084999,42.724998,42.005001,42.665001,730400,41.030109
"2012-11-30",42.994999,42.994999,42.005001,42.310001,3746800,40.688717
"2012-12-03",42.5,42.724998,42.145,42.595001,614800,40.962791
"2012-12-04",42.84,43.34,42.57,43.145,587800,41.491718
"2012-12-05",43.134998,43.59,42.855,43.455002,590200,41.789837
"2012-12-06",43.314999,43.884998,43.220001,43.43,869000,41.7658
"2012-12-07",43.645,43.645,43.075001,43.505001,682600,41.837917
"2012-12-10",43.5,44.264999,43.189999,44.209999,551800,42.515903
"2012-12-11",44.305,44.43,43.825001,44.009998,384600,42.323566
"2012-12-12",44.23,44.285,43.900002,43.98,541400,42.294712
"2012-12-13",44.035,44.080002,43.380001,43.540001,416200,41.871567
"2012-12-14",43.43,43.814999,43.34,43.395,342200,41.732132
"2012-12-17",43.544998,43.869999,43.419998,43.785,467000,42.107178
"2012-12-18",44,44.470001,43.994999,44.345001,508600,42.645729
"2012-12-19",44.299999,44.514999,44.174999,44.185001,461600,42.491863
"2012-12-20",44.174999,44.314999,43.875,44.18,526400,42.487064
"2012-12-21",43.424999,44.09,43.330002,43.98,727200,42.294712
"2012-12-24",44,44.07,43.57,43.900002,209000,42.217773
"2012-12-26",43.990002,44.18,43.43,43.599998,359000,41.929283
"2012-12-27",43.715,43.75,43.075001,43.439999,577600,41.775398
"2012-12-28",43.264999,43.900002,43.145,43.375,472400,41.712898
"2012-12-31",43.294998,43.825001,43.154999,43.77,408600,42.092762
"2013-01-02",44.639999,44.84,44.220001,44.5,1054400,42.794788
"2013-01-03",44.580002,45.695,44.369999,45.185001,521600,43.453548
"2013-01-04",45.224998,45.389999,44.945,45.035,368400,43.309296
"2013-01-07",44.84,44.935001,44.48,44.615002,457000,42.905388
"2013-01-08",44.605,45.029999,44.25,44.564999,493400,42.857304
"2013-01-09",44.619999,44.985001,44.485001,44.599998,378600,42.890953
"2013-01-10",44.869999,45.084999,44.529999,45,297800,43.275642
"2013-01-11",44.849998,44.884998,44.275002,44.424999,473600,42.722668
"2013-01-14",44.41,44.695,44.040001,44.400002,376000,42.698631
"2013-01-15",44.299999,44.994999,44.259998,44.965,425400,43.241985
"2013-01-16",44.759998,44.884998,44.514999,44.645,295200,42.934231
"2013-01-17",44.619999,44.779999,44.445,44.700001,461000,42.987129
"2013-01-18",44.84,45.314999,44.494999,45.290001,296000,43.554516
"2013-01-22",45.290001,45.805,45.25,45.790001,559600,44.035355
"2013-01-23",45.799999,46.025002,45.630001,45.77,301800,44.016125
"2013-01-24",45.779999,46.325001,45.779999,46.139999,588400,44.371956
"2013-01-25",46.375,46.974998,45.625,46.105,404400,44.338291
"2013-01-28",46.275002,46.474998,46.040001,46.220001,342200,44.448872
"2013-01-29",46.174999,46.400002,46,46.355,487400,44.578712
"2013-01-30",46.34,46.490002,45.810001,45.865002,417800,44.107502
"2013-01-31",45.75,47.005001,45.645,46.810001,977600,45.016277
"2013-02-01",47.18,48.200001,47.060001,47.924999,674200,46.088531
"2013-02-04",47.57,48.185001,47.514999,47.610001,666600,45.785614
"2013-02-05",47.855,47.994999,47.389999,47.834999,562800,46.001991
"2013-02-06",47.759998,48.154999,47.724998,48,321400,46.160667
"2013-02-07",48.009998,48.040001,47.389999,47.939999,441000,46.102966
"2013-02-08",47.935001,48.27,47.880001,48.205002,200400,46.357822
"2013-02-11",48.25,48.355,47.849998,48.049999,488000,46.208759
"2013-02-12",48.049999,48.540001,48.040001,48.389999,518800,46.535717
"2013-02-13",48.360001,48.700001,48.360001,48.470001,678200,46.636768
"2013-02-14",48.34,48.48,48.244999,48.325001,331400,46.497242
"2013-02-15",48.244999,48.645,47.575001,47.744999,1687000,45.939178
"2013-02-19",48.009998,49.814999,48.009998,49.755001,844000,47.873158
"2013-02-20",49.580002,49.759998,48.764999,48.77,403600,46.925404
"2013-02-21",48.66,48.66,48.055,48.240002,432800,46.415459
"2013-02-22",48.605,49.099998,48.580002,48.880001,545800,47.031265
"2013-02-25",49.125,49.575001,48.27,48.325001,905000,46.497242
"2013-02-26",48.575001,48.77,47.91,48.470001,649200,46.636768
"2013-02-27",48.439999,49.555,48.439999,48.875,547800,47.026447
"2013-02-28",48.77,49.310001,48.764999,48.895,644800,47.045685
"2013-03-01",48.775002,49.084999,48.105,48.860001,621200,47.012001
"2013-03-04",48.860001,49.305,48.445,49.040001,393800,47.1852
"2013-03-05",49.279999,49.82,49.220001,49.584999,628800,47.709579
"2013-03-06",49.77,49.810001,49.025002,49.200001,441000,47.339153
"2013-03-07",49.244999,49.244999,48.895,49.02,354000,47.165958
"2013-03-08",49.34,49.389999,49.060001,49.240002,379000,47.377636
"2013-03-11",49.224998,49.25,48.814999,49.200001,644400,47.339153
"2013-03-12",49.165001,49.435001,49.02,49.330002,357200,47.464241
"2013-03-13",49.355,49.759998,49.200001,49.705002,303200,47.82505
"2013-03-14",49.720001,50.389999,49.720001,50.259998,456200,48.359055
