"dates","SNA.Open","SNA.High","SNA.Low","SNA.Close","SNA.Volume","SNA.Adjusted"
"2010-05-13",47.540001,47.709999,46.52,46.709999,285100,37.232937
"2010-05-14",46.41,46.41,45.389999,45.720001,347800,36.443787
"2010-05-17",45.709999,46.130001,44.790001,45.919998,369100,36.603195
"2010-05-18",46.099998,46.41,44.73,44.93,394500,36.049595
"2010-05-19",44.34,44.889999,43.709999,44.23,527300,35.487938
"2010-05-20",43.09,43.290001,42.119999,42.189999,596600,33.851151
"2010-05-21",41.509998,43.119999,40.740002,43.02,624100,34.517101
"2010-05-24",42.880001,43.549999,42.540001,42.790001,430200,34.332554
"2010-05-25",41.59,43.060001,40.91,43.009998,578300,34.509083
"2010-05-26",43.25,44.259998,43.130001,43.27,510200,34.717686
"2010-05-27",44,44.580002,43.900002,44.580002,424600,35.768761
"2010-05-28",44.43,44.700001,43.73,44.200001,418300,35.463867
"2010-06-01",43.700001,44.349998,42.82,42.82,415400,34.356628
"2010-06-02",43.040001,44.220001,42.869999,44.220001,407200,35.479916
"2010-06-03",44.540001,44.900002,43.990002,44.279999,330900,35.528061
"2010-06-04",43.439999,43.59,42.169998,42.360001,428000,33.987545
"2010-06-07",42.52,42.52,40.830002,40.880001,503400,32.800076
"2010-06-08",41.110001,41.310001,40.169998,41.189999,487600,33.048801
"2010-06-09",41.560001,42.380001,41.119999,41.310001,395800,33.145073
"2010-06-10",41.98,42.720001,41.98,42.66,262900,34.228249
"2010-06-11",42.119999,43.049999,42.02,43.009998,246000,34.509083
"2010-06-14",43.580002,43.889999,43.119999,43.209999,322800,34.669548
"2010-06-15",43.509998,44.150002,43.130001,44.09,302900,35.37561
"2010-06-16",43.939999,44.110001,43.549999,43.810001,280200,35.15097
"2010-06-17",44.080002,44.080002,43.09,43.75,203400,35.10281
"2010-06-18",43.880001,44,43.52,43.77,306600,35.118866
"2010-06-21",44.310001,44.779999,43.41,43.700001,309600,35.062683
"2010-06-22",43.700001,44.029999,42.450001,42.5,324700,34.09988
"2010-06-23",42.619999,43.119999,41.720001,42.59,258400,34.1721
"2010-06-24",42.32,42.450001,41.490002,41.860001,416300,33.586372
"2010-06-25",41.82,42.32,41.400002,42.139999,712000,33.811035
"2010-06-28",42.220001,42.709999,41.709999,42.139999,395900,33.811035
"2010-06-29",41.529999,41.580002,40.77,41.290001,861400,33.129044
"2010-06-30",41.119999,42.119999,40.759998,40.91,607700,32.824139
"2010-07-01",40.939999,41.330002,40.240002,41.110001,608800,32.984619
"2010-07-02",41.630001,41.630001,40.09,40.360001,555500,32.382843
"2010-07-06",41.110001,41.150002,40.130001,40.57,545200,32.551334
"2010-07-07",40.790001,42.130001,40.75,42.09,369000,33.770912
"2010-07-08",42.389999,42.77,41.939999,42.459999,288900,34.067787
"2010-07-09",42.5,42.939999,42.16,42.860001,215500,34.388729
"2010-07-12",42.580002,43.029999,42.299999,42.68,262900,34.244297
"2010-07-13",43.240002,44.240002,43.139999,44,416200,35.303391
"2010-07-14",43.880001,44.119999,43.459999,43.810001,222200,35.15097
"2010-07-15",43.860001,43.860001,43.02,43.57,434800,34.958385
"2010-07-16",43.259998,43.310001,41.43,41.560001,597200,33.345654
"2010-07-19",41.950001,42.240002,41.419998,42.16,410400,33.82708
"2010-07-20",41.669998,43.27,41.59,43.130001,482100,34.60535
"2010-07-21",43.560001,44.16,43.040001,43.32,553700,34.757793
"2010-07-22",43.669998,44.740002,43.669998,44.529999,454000,35.728645
"2010-07-23",44.360001,45.5,43.669998,45.439999,420400,36.458797
"2010-07-26",45.5,45.900002,45.080002,45.43,422500,36.450768
"2010-07-27",45.810001,46.139999,44.990002,45.279999,342100,36.330414
"2010-07-28",45.130001,45.380001,44.419998,44.619999,217200,35.800858
"2010-07-29",44.860001,45,43.900002,44.490002,281000,35.69656
"2010-07-30",43.830002,44.779999,43.490002,44.669998,360300,35.840961
"2010-08-02",45.380001,46.099998,44.990002,46,289400,36.908092
"2010-08-03",46.02,46.060001,45.220001,45.369999,297200,36.402618
"2010-08-04",45.349998,45.810001,45.18,45.299999,658600,36.346451
"2010-08-05",45.029999,45.130001,44.400002,44.669998,585500,35.840961
"2010-08-06",43.93,44.610001,43.810001,44.150002,803900,35.423756
"2010-08-09",44.52,44.580002,43.849998,44.130001,717000,35.407707
"2010-08-10",43.650002,43.880001,43.119999,43.25,727200,34.701637
"2010-08-11",42.450001,42.450001,41.759998,41.869999,508500,33.594398
"2010-08-12",41.150002,41.810001,41.09,41.73,738400,33.482075
"2010-08-13",41.360001,42.119999,41.360001,41.779999,651800,33.522182
"2010-08-16",41.459999,41.610001,41.16,41.450001,418300,33.257412
"2010-08-17",41.939999,42.580002,41.759998,42.200001,337200,33.85918
"2010-08-18",42.080002,42.369999,41.439999,42.009998,403700,33.948059
"2010-08-19",41.860001,41.990002,40.709999,41.009998,330500,33.139969
"2010-08-20",40.630001,40.98,40.209999,40.93,264100,33.075314
"2010-08-23",41.189999,41.220001,40.540001,40.59,318400,32.800571
"2010-08-24",40.02,40.279999,39.439999,39.880001,373200,32.226826
"2010-08-25",39.560001,40.330002,39.23,40.220001,557200,32.501579
"2010-08-26",40.299999,40.880001,40.099998,40.200001,358000,32.48542
"2010-08-27",40.439999,41.299999,40.009998,41.220001,301500,33.309669
"2010-08-30",41.009998,41.209999,40.810001,40.849998,455700,33.010674
"2010-08-31",40.709999,41.330002,40.389999,41.23,610600,33.317749
"2010-09-01",41.759998,42.860001,41.700001,42.82,395600,34.602623
"2010-09-02",42.73,43.41,42.73,43.360001,244900,35.038998
"2010-09-03",43.970001,44.66,43.93,44.5,340200,35.960209
"2010-09-07",44.299999,44.299999,43.84,43.950001,241300,35.515781
"2010-09-08",43.869999,44.41,43.830002,44.25,246000,35.758205
"2010-09-09",44.970001,44.98,44.009998,44.32,209000,35.814758
"2010-09-10",44.459999,44.75,44.34,44.509998,223200,35.968292
"2010-09-13",45,45.400002,44.93,45.34,203700,36.639023
"2010-09-14",45.27,45.66,45.040001,45.389999,265200,36.679428
"2010-09-15",45.16,45.599998,45.049999,45.509998,223600,36.776398
"2010-09-16",45.310001,45.509998,45.110001,45.419998,160500,36.703663
"2010-09-17",45.75,45.82,45.25,45.560001,257900,36.816795
"2010-09-20",45.799999,47,45.57,46.919998,196100,37.91581
"2010-09-21",46.889999,47.130001,46.400002,46.490002,455900,37.568325
"2010-09-22",46.290001,46.41,45.799999,46,319600,37.172352
"2010-09-23",45.689999,46.130001,45.200001,45.25,217200,36.566299
"2010-09-24",45.84,46.900002,45.84,46.900002,178500,37.899654
"2010-09-27",46.849998,46.900002,46.080002,46.189999,302500,37.325893
"2010-09-28",46.18,46.650002,45.59,46.529999,422600,37.600655
"2010-09-29",46.419998,46.57,46.150002,46.299999,183600,37.414787
"2010-09-30",46.599998,47.279999,45.950001,46.509998,280400,37.584496
"2010-10-01",46.740002,47.029999,46.349998,46.639999,190500,37.689529
"2010-10-04",46.669998,47.27,46.099998,46.299999,266500,37.414787
"2010-10-05",46.970001,47.529999,46.5,47.439999,285000,38.336014
"2010-10-06",47.48,47.630001,47.16,47.299999,175000,38.222874
"2010-10-07",47.599998,47.68,46.740002,47.049999,201400,38.020859
"2010-10-08",47.189999,47.490002,46.810001,47.349998,198900,38.263283
"2010-10-11",47.349998,47.82,47.200001,47.610001,158900,38.473389
"2010-10-12",47.400002,47.900002,46.900002,47.689999,213800,38.538055
"2010-10-13",47.950001,48.77,47.77,48.470001,219000,39.168373
"2010-10-14",48.439999,48.5,47.860001,48.259998,219900,38.998665
"2010-10-15",48.68,48.830002,47.82,48.509998,411200,39.200684
"2010-10-18",48.52,48.799999,48.34,48.75,140500,39.394623
"2010-10-19",48.18,48.349998,47.349998,47.549999,350200,38.424904
"2010-10-20",47.73,48.52,47.669998,48.34,209000,39.063301
"2010-10-21",48.619999,49,48.110001,48.790001,322500,39.426933
"2010-10-22",49.959999,50.110001,49.200001,50,873600,40.404736
"2010-10-25",50.650002,51.029999,50.349998,50.439999,404100,40.760303
"2010-10-26",50.299999,50.810001,49.98,50.5,357200,40.808784
"2010-10-27",49.889999,50,49.509998,49.919998,497000,40.340092
"2010-10-28",50.189999,50.66,49.919998,50.509998,298700,40.816864
"2010-10-29",50.400002,51.119999,50.209999,51,317700,41.212837
"2010-11-01",51.220001,51.650002,50.790001,51.099998,308300,41.293648
"2010-11-02",51.669998,51.93,51.34,51.75,297200,41.818905
"2010-11-03",51.880001,52,51,51.77,336800,41.835079
"2010-11-04",52.290001,53.299999,52.279999,53.040001,250700,42.861351
"2010-11-05",53.02,53.330002,52.77,52.959999,320500,42.7967
"2010-11-08",52.77,53.029999,52.470001,53,235900,42.829033
"2010-11-09",53.139999,53.220001,51.860001,52.150002,275200,42.142147
"2010-11-10",52.09,52.599998,51.880001,52.5,134000,42.424988
"2010-11-11",51.98,52.639999,51.790001,52.5,124400,42.424988
"2010-11-12",52.049999,52.240002,51.41,51.860001,207600,41.907799
"2010-11-15",52.080002,52.790001,51.84,52.509998,324800,42.433044
"2010-11-16",52.099998,52.240002,51.330002,51.720001,418700,41.794666
"2010-11-17",51.68,51.77,51.02,51.619999,267300,41.973545
"2010-11-18",52.27,53.330002,52.27,52.82,311900,42.949295
"2010-11-19",52.779999,53,52.27,52.889999,219200,43.006214
"2010-11-22",52.639999,53.990002,52.490002,53.16,242700,43.225773
"2010-11-23",52.5,52.509998,51.790001,52,328700,42.282528
"2010-11-24",52.400002,53.209999,52.23,53.080002,311900,43.160709
"2010-11-26",52.599998,53.27,52.5,52.860001,237400,42.981827
"2010-11-29",52.259998,53.220001,52.259998,53.049999,423600,43.136326
"2010-11-30",52.400002,53.169998,52.220001,52.93,293300,43.038742
"2010-12-01",53.709999,54.650002,53.68,54.540001,317300,44.347885
"2010-12-02",54.639999,55.950001,54.189999,55.610001,569500,45.217918
"2010-12-03",55.150002,55.650002,55.049999,55.529999,487900,45.152863
"2010-12-06",55.360001,55.459999,54.880001,55.099998,310300,44.803215
"2010-12-07",55.740002,56.16,55.5,55.73,324300,45.315495
"2010-12-08",55.810001,56.029999,55.299999,55.599998,323100,45.209785
"2010-12-09",55.93,55.93,55.34,55.450001,370200,45.087807
"2010-12-10",55.369999,55.889999,55.169998,55.790001,327800,45.364292
"2010-12-13",56,56.830002,55.860001,56.540001,311600,45.974121
"2010-12-14",56.57,57.189999,56.57,56.98,235500,46.331902
"2010-12-15",56.889999,57.619999,56.759998,57.040001,338100,46.380692
"2010-12-16",57.110001,57.439999,56.639999,57.34,223000,46.624622
"2010-12-17",57.330002,57.669998,57.150002,57.209999,329200,46.518921
"2010-12-20",57.450001,57.75,56.860001,57.029999,371400,46.372562
"2010-12-21",57.330002,57.349998,56.880001,57.259998,259900,46.559574
"2010-12-22",57.27,57.77,57.240002,57.389999,279400,46.665287
"2010-12-23",57.330002,57.639999,56.970001,57.18,161700,46.494522
"2010-12-27",57.009998,57.509998,57.009998,57.34,116400,46.624622
"2010-12-28",57.52,57.73,56.990002,57.169998,124300,46.486404
"2010-12-29",57.34,57.450001,57.09,57.23,162100,46.535175
"2010-12-30",57.27,57.450001,56.970001,57.049999,126300,46.388813
"2010-12-31",56.880001,57.07,56.540001,56.580002,160100,46.006649
"2011-01-03",57.119999,58.16,56.799999,57.970001,313200,47.136902
"2011-01-04",57.990002,58.110001,56.779999,57.349998,225600,46.632755
"2011-01-05",57,57.07,56.639999,56.759998,318600,46.153019
"2011-01-06",56.75,56.75,55.450001,55.650002,348400,45.250454
"2011-01-07",55.68,56,54.700001,55.029999,504800,44.7463
"2011-01-10",54.650002,55.299999,54.400002,55.25,356000,44.925198
"2011-01-11",55.5,56.18,55.290001,55.900002,302800,45.453739
"2011-01-12",56.43,56.700001,56.189999,56.66,192300,46.071701
"2011-01-13",56.529999,56.759998,56.189999,56.439999,211100,45.892811
"2011-01-14",56.290001,57.009998,56.130001,57,197600,46.348156
"2011-01-18",56.869999,57.07,56.720001,56.919998,143300,46.283108
"2011-01-19",56.799999,56.880001,55.720001,55.919998,189800,45.469994
"2011-01-20",55.650002,55.849998,55.259998,55.669998,243300,45.266712
"2011-01-21",56.009998,56.310001,55.580002,55.779999,171400,45.356148
"2011-01-24",55.759998,56.889999,55.639999,56.889999,177600,46.25872
"2011-01-25",56.560001,56.73,56.040001,56.720001,195100,46.120483
"2011-01-26",56.93,57.439999,56.540001,57.130001,196000,46.453873
"2011-01-27",57.200001,57.900002,56.970001,57.52,387300,46.770992
"2011-01-28",57.66,57.75,56.07,56.16,294200,45.665142
"2011-01-31",56.459999,56.98,56.450001,56.630001,293400,46.047314
"2011-02-01",57,58.080002,56.91,57.689999,224400,46.909222
"2011-02-02",57.689999,57.919998,57.07,57.52,293700,46.770992
"2011-02-03",57.32,57.32,56.279999,57.09,309100,46.421345
"2011-02-04",57.189999,58.400002,57,58.400002,296100,47.486534
"2011-02-07",58.400002,58.970001,58.080002,58.849998,585700,47.852455
"2011-02-08",58.93,58.950001,58.5,58.900002,393100,47.893108
"2011-02-09",58.810001,59.099998,58.41,58.939999,310200,47.925629
"2011-02-10",58.630001,59.290001,58.630001,59.18,423500,48.120785
"2011-02-11",58.77,59.349998,58.689999,59.009998,502500,47.982548
"2011-02-14",58.790001,59,58.639999,58.700001,353700,47.730473
"2011-02-15",58.5,58.59,57.990002,58.560001,391400,47.616646
"2011-02-16",58.650002,59.849998,58.540001,59.799999,446500,48.624901
"2011-02-17",59.630001,61.400002,59.610001,61.23,512500,49.787689
"2011-02-18",61.200001,61.43,60.779999,61.279999,431000,49.828339
"2011-02-22",60.369999,60.369999,58.5,58.880001,610000,48.128155
"2011-02-23",58.91,58.91,56.369999,56.599998,827800,46.264515
"2011-02-24",56.439999,56.439999,55,55.490002,718700,45.357204
"2011-02-25",55.82,56.91,55.73,56.869999,432800,46.485195
"2011-02-28",57.119999,57.650002,57.07,57.43,387300,46.942947
"2011-03-01",57.77,57.880001,56.279999,56.580002,325900,46.248158
"2011-03-02",56.48,57.310001,56.299999,57.060001,256700,46.640495
"2011-03-03",57.73,58.720001,57.66,58.700001,300400,47.98103
"2011-03-04",58.540001,58.540001,57.439999,57.860001,324000,47.294418
"2011-03-07",58.139999,58.18,56.91,57.5,239800,47.000153
"2011-03-08",57.59,59.189999,57.27,58.970001,224300,48.201729
"2011-03-09",58.93,59.25,58.310001,58.93,221900,48.169033
"2011-03-10",58.130001,58.130001,57.34,57.459999,220600,46.967453
"2011-03-11",56.830002,58.240002,56.830002,57.98,305300,47.392506
"2011-03-14",57.369999,57.799999,56.759998,57.549999,221700,47.041035
"2011-03-15",55.950001,57.639999,55.490002,57.209999,287400,46.763119
"2011-03-16",56.91,57.290001,55.950001,56.509998,365700,46.190941
"2011-03-17",57.419998,57.639999,56.509998,56.790001,224600,46.419807
"2011-03-18",57.720001,58.060001,57.439999,57.66,293400,47.130939
"2011-03-21",58.5,58.869999,58.360001,58.860001,357000,48.111824
"2011-03-22",58.91,58.91,58.139999,58.349998,163600,47.694946
"2011-03-23",58.200001,58.330002,57.43,58.16,265200,47.539639
"2011-03-24",58.52,58.610001,57.900002,58.549999,117100,47.858418
"2011-03-25",58.779999,59.560001,58.619999,59.25,156200,48.430595
"2011-03-28",59.419998,59.57,58.919998,58.950001,117000,48.185375
"2011-03-29",58.830002,59.849998,58.52,59.73,155000,48.822945
"2011-03-30",60,60.279999,59.759998,60.200001,151700,49.20713
"2011-03-31",60.130001,60.59,59.93,60.060001,218300,49.09269
"2011-04-01",60.419998,61.130001,60.040001,61.080002,311800,49.92643
"2011-04-04",61.130001,61.23,60.77,61.200001,289000,50.024513
"2011-04-05",61.110001,61.93,60.779999,61.560001,355800,50.318783
"2011-04-06",61.849998,61.950001,61.040001,61.439999,262500,50.220676
"2011-04-07",61.23,61.509998,60.700001,61.009998,207400,49.869202
"2011-04-08",61.400002,61.540001,59.610001,60.060001,316900,49.09269
"2011-04-11",60.240002,60.279999,59.740002,60,134300,49.043655
"2011-04-12",59.630001,59.950001,59.09,59.509998,204300,48.643116
"2011-04-13",59.84,60.099998,59.439999,59.84,178700,48.912868
"2011-04-14",59.439999,59.77,58.900002,59.68,150100,48.782078
"2011-04-15",59.93,60.759998,59.669998,60.360001,283000,49.337902
"2011-04-18",59.639999,59.810001,58.75,59.169998,187700,48.365215
"2011-04-19",59.369999,59.889999,59.290001,59.75,200100,48.83931
"2011-04-20",60.75,61.119999,60.57,61.009998,309100,49.869202
"2011-04-21",61.52,61.779999,61.110001,61.73,429000,50.457729
"2011-04-25",61.330002,61.84,61.259998,61.59,339700,50.3433
"2011-04-26",61.869999,62.509998,61.73,62.220001,674200,50.858261
"2011-04-27",62.299999,62.470001,61.610001,62.259998,350900,50.890953
"2011-04-28",62.259998,62.279999,61.84,61.889999,695900,50.588516
"2011-04-29",62.07,62.139999,61.610001,61.77,332000,50.490433
"2011-05-02",62.220001,62.220001,61.029999,61.450001,233000,50.228867
"2011-05-03",61.200001,61.5,60.509998,60.98,224000,49.844692
"2011-05-04",61,61.02,60,60.48,225000,49.435997
"2011-05-05",60.150002,60.759998,59.549999,60,384000,49.043655
"2011-05-06",60.849998,61.200001,59.880001,59.990002,261800,49.035461
"2011-05-09",59.900002,60.549999,59.66,60.380001,337900,49.354248
"2011-05-10",60.529999,61.169998,60.110001,60.939999,257100,49.811993
"2011-05-11",60.880001,61.060001,60.189999,60.450001,211500,49.411476
"2011-05-12",60.299999,60.799999,59.869999,60.68,127000,49.599476
"2011-05-13",60.709999,61,59.560001,59.82,266000,48.896515
"2011-05-16",59.490002,60.02,59.23,59.43,166800,48.577732
"2011-05-17",59.290001,59.290001,58.18,58.959999,270900,48.193558
"2011-05-18",58.880001,60.23,58.41,60.169998,414400,49.450989
"2011-05-19",60.639999,61.34,60.540001,61.09,545400,50.207096
"2011-05-20",61,61.09,60.130001,60.630001,346200,49.829056
"2011-05-23",59.73,59.889999,59.09,59.459999,271400,48.867466
"2011-05-24",59.560001,59.830002,59.150002,59.650002,371200,49.023636
"2011-05-25",59.310001,59.990002,59.040001,59.66,275700,49.031837
"2011-05-26",59.32,59.790001,59.130001,59.560001,356600,48.949665
"2011-05-27",59.830002,60.27,59.09,60.049999,145800,49.352375
"2011-05-31",60.630001,60.630001,59.77,60.32,415900,49.574276
"2011-06-01",60.23,60.490002,58.419998,58.450001,266600,48.037403
"2011-06-02",58.43,59.099998,57.950001,58.150002,355600,47.790852
"2011-06-03",57.130001,57.549999,56.93,57.07,339500,46.90324
"2011-06-06",56.849998,57.200001,56.389999,56.810001,262600,46.689564
"2011-06-07",57.099998,57.380001,56.560001,56.709999,324700,46.607384
"2011-06-08",56.509998,56.810001,56.279999,56.5,320500,46.434795
"2011-06-09",56.669998,57.25,56.43,56.959999,204000,46.812836
"2011-06-10",56.599998,56.599998,55.459999,55.540001,294600,45.645794
"2011-06-13",55.790001,56,55.139999,55.389999,150900,45.522518
"2011-06-14",56.09,57.080002,56.029999,56.970001,268200,46.821056
"2011-06-15",56.34,56.59,55.950001,56.16,323200,46.15535
"2011-06-16",56.209999,57.009998,55.919998,56.709999,306200,46.607384
"2011-06-17",57.580002,57.98,57.150002,57.470001,341100,47.231995
"2011-06-20",57.290001,58.34,57.220001,58.09,253600,47.741543
"2011-06-21",58.360001,59.82,58.360001,59.759998,348100,49.114029
"2011-06-22",59.639999,60.389999,59.599998,59.939999,386800,49.261963
"2011-06-23",59.080002,60.610001,58.700001,60.34,477400,49.590698
"2011-06-24",60.41,60.77,59.790001,60.060001,428200,49.360584
"2011-06-27",60.119999,60.630001,59.860001,60.290001,199100,49.549622
"2011-06-28",60.490002,61.150002,60.349998,61.119999,203500,50.231754
"2011-06-29",61.189999,61.73,60.950001,61.59,261400,50.618015
"2011-06-30",61.82,62.939999,61.650002,62.48,488700,51.349468
"2011-07-01",62.490002,63.68,62.139999,63.630001,544400,52.294601
"2011-07-05",63.389999,63.740002,62.93,63.459999,344300,52.154896
"2011-07-06",63.029999,63.419998,62.880001,63.189999,431000,51.932987
"2011-07-07",63.93,64.360001,63.919998,64.089996,409700,52.672661
"2011-07-08",63.130001,63.66,62.98,63.599998,239000,52.269955
"2011-07-11",62.740002,62.919998,62.099998,62.73,278900,51.554939
"2011-07-12",62.59,62.939999,62.259998,62.41,216600,51.291946
"2011-07-13",62.73,63.02,61.990002,62.169998,347000,51.0947
"2011-07-14",62.48,62.830002,61.310001,61.509998,348200,50.552288
"2011-07-15",61.82,61.900002,61,61.610001,412600,50.634464
"2011-07-18",61.290001,61.650002,60.709999,61.400002,366600,50.461876
"2011-07-19",61.84,62.52,61.400002,61.959999,753600,50.922115
"2011-07-20",62.200001,62.599998,61.560001,62.360001,311800,51.250862
"2011-07-21",62.34,62.950001,61.73,61.91,491200,50.88102
"2011-07-22",61.91,62.220001,60.549999,60.619999,535700,49.820835
"2011-07-25",60.119999,60.810001,59.959999,60.380001,477600,49.623581
"2011-07-26",60.23,60.25,58.900002,59,328400,48.489418
"2011-07-27",58.939999,59.16,57.189999,57.389999,491400,47.166229
"2011-07-28",57.419998,57.98,57.040001,57.07,444300,46.90324
"2011-07-29",56.439999,57.5,56.150002,56.860001,413300,46.730652
"2011-08-01",57.419998,57.580002,55.860001,56.77,451200,46.656681
"2011-08-02",56.27,56.68,54.470001,54.48,355000,44.774643
"2011-08-03",54.389999,55.09,53.32,54.889999,368800,45.111603
"2011-08-04",54.119999,54.290001,52.549999,52.639999,740900,43.262428
