"dates","SNA.Open","SNA.High","SNA.Low","SNA.Close","SNA.Volume","SNA.Adjusted"
"2011-08-05",53.299999,53.619999,50.790001,52.07,674300,42.793957
"2011-08-08",50.509998,51.220001,47.48,47.52,914600,39.054535
"2011-08-09",48.549999,49.700001,46.380001,49.57,1144500,40.739323
"2011-08-10",48.509998,48.75,46.369999,46.5,1617600,38.21624
"2011-08-11",46.790001,49.740002,46.669998,48.93,852000,40.213352
"2011-08-12",49.240002,50.349998,48.860001,50.07,392700,41.150265
"2011-08-15",50.470001,51.32,50.299999,51.209999,391300,42.08717
"2011-08-16",50.43,51.029999,49.849998,50.259998,219000,41.306404
"2011-08-17",50.720001,51.139999,49.529999,49.950001,255900,41.051628
"2011-08-18",48.209999,48.209999,46.02,46.41,627100,38.388206
"2011-08-19",45.689999,47.380001,45.610001,45.919998,471800,37.982895
"2011-08-22",46.93,46.970001,45.59,46.25,390300,38.255863
"2011-08-23",46.369999,48.48,46.080002,48.48,361700,40.100414
"2011-08-24",48.290001,49.619999,47.799999,49.540001,368000,40.9772
"2011-08-25",49.990002,50.360001,48.02,48.16,402000,39.835724
"2011-08-26",47.75,49.630001,46.990002,49.57,364400,41.002007
"2011-08-29",50.130001,51.75,50.130001,51.720001,343300,42.780403
"2011-08-30",51.389999,52.220001,51.029999,51.849998,393300,42.88792
"2011-08-31",52.279999,53.16,52.240002,52.91,672800,43.764706
"2011-09-01",52.82,53.439999,52.200001,52.400002,597700,43.342854
"2011-09-02",50.970001,51.470001,50.130001,50.349998,418100,41.64719
"2011-09-06",48.57,49.849998,48.34,49.73,237400,41.134357
"2011-09-07",50.759998,51.759998,50.490002,51.650002,240800,42.7225
"2011-09-08",51.150002,52.07,50.869999,51.009998,478100,42.193108
"2011-09-09",50.279999,51.259998,49.110001,49.150002,957400,40.654606
"2011-09-12",48.32,49.029999,47.32,48.700001,529700,40.282387
"2011-09-13",48.91,49.75,48.689999,49.450001,676500,40.902763
"2011-09-14",49.779999,51.549999,48.700001,50.779999,435600,42.002857
"2011-09-15",51.400002,51.939999,50.740002,51.75,342400,42.805202
"2011-09-16",52.18,52.540001,51.290001,51.799999,411500,42.846565
"2011-09-19",50.779999,51.130001,50.189999,50.75,366200,41.978046
"2011-09-20",50.990002,51.41,49.84,49.919998,252400,41.291519
"2011-09-21",49.73,49.799999,47.360001,47.389999,311700,39.198822
"2011-09-22",46,46.139999,44.450001,44.77,694300,37.031677
"2011-09-23",44.48,45.599998,44.349998,45.009998,909400,37.230183
"2011-09-26",44.970001,45.759998,44.110001,45.73,611700,37.825722
"2011-09-27",46.759998,48.290001,46.619999,47.32,448200,39.140915
"2011-09-28",47.43,47.689999,45.869999,46.080002,487500,38.115238
"2011-09-29",47.220001,47.599998,44.810001,45.970001,561700,38.024261
"2011-09-30",45.150002,45.419998,44.299999,44.400002,628000,36.725616
"2011-10-03",43.889999,44.540001,42.41,42.450001,889100,35.112679
"2011-10-04",41.889999,44.23,41.740002,44.18,664200,36.543663
"2011-10-05",44.18,45.369999,44.099998,44.959999,565100,37.188835
"2011-10-06",44.950001,46.369999,44.639999,46.189999,410800,38.20623
"2011-10-07",46.580002,46.580002,45.130001,45.540001,324700,37.668587
"2011-10-10",46.48,47.560001,46.330002,47.560001,293500,39.339432
"2011-10-11",47.200001,48,47.099998,47.790001,256400,39.529671
"2011-10-12",48.049999,49.169998,47.959999,48.689999,207700,40.274117
"2011-10-13",48.220001,48.560001,47.57,48.450001,189300,40.075607
"2011-10-14",49.110001,49.459999,48.509998,49.299999,190100,40.778679
"2011-10-17",49.080002,49.369999,47.919998,48.080002,250900,39.769543
"2011-10-18",48.23,49.630001,47.57,49.25,441700,40.737309
"2011-10-19",49.080002,50.16,48.91,49.380001,440700,40.844852
"2011-10-20",49.400002,49.650002,47.959999,49.48,524100,40.927567
"2011-10-21",50.43,51.93,48.98,51.630001,738700,42.705952
"2011-10-24",51.860001,53.279999,51.860001,52.91,5e+05,43.764706
"2011-10-25",52.34,52.75,51.68,51.869999,476500,42.904461
"2011-10-26",51.869999,52.630001,51.549999,52.349998,566200,43.301506
"2011-10-27",54.080002,55.650002,53.610001,54.990002,525800,45.48518
"2011-10-28",54.959999,55.32,54.369999,54.84,249000,45.361107
"2011-10-31",54.040001,54.48,53.599998,53.669998,446700,44.393341
"2011-11-01",51.150002,52.639999,50.779999,51.59,392600,42.672867
"2011-11-02",52.639999,53.16,52.009998,52.860001,274900,43.723354
"2011-11-03",53.509998,55.580002,53.290001,55.240002,559200,45.691975
"2011-11-04",54.790001,55.119999,53.939999,54.959999,271500,45.460369
"2011-11-07",55.169998,55.23,54.040001,54.950001,257400,45.452091
"2011-11-08",55.240002,56.220001,54.48,56.060001,317300,46.370243
"2011-11-09",54.509998,55,53.25,53.740002,390700,44.451244
"2011-11-10",54.5,54.650002,53.779999,54.139999,216300,44.782104
"2011-11-11",55.029999,56.099998,54.900002,55.360001,267600,45.791237
"2011-11-14",55.360001,56.209999,55.209999,55.889999,420600,46.229618
"2011-11-15",55.560001,56.18,55.279999,55.779999,464000,46.138638
"2011-11-16",54.82,55.529999,54.25,54.360001,312900,45.23983
"2011-11-17",54.240002,54.240002,52.389999,52.75,533500,43.899944
"2011-11-18",52.880001,53.02,51.66,52.150002,626800,43.400612
"2011-11-21",51.220001,51.490002,49.990002,50.540001,541800,42.060734
"2011-11-22",50.459999,50.57,49.75,49.93,426100,41.553066
"2011-11-23",49.349998,49.470001,48.25,48.419998,532500,40.296398
"2011-11-25",48.240002,48.75,47.91,48.049999,164800,39.98848
"2011-11-28",49.52,49.689999,48.830002,49.290001,604400,41.020439
"2011-11-29",49.599998,49.880001,49.060001,49.549999,503500,41.236813
"2011-11-30",51,51.360001,50.860001,51.299999,839700,42.693218
"2011-12-01",51.049999,51.93,51.02,51.549999,410300,42.901276
"2011-12-02",52.259998,52.639999,51.450001,51.580002,393100,42.926243
"2011-12-05",52.419998,52.529999,51.599998,51.900002,325900,43.192543
"2011-12-06",52.049999,52.200001,51.549999,51.990002,247500,43.267448
"2011-12-07",51.549999,51.93,50.950001,51.75,356200,43.067715
"2011-12-08",51.369999,51.57,50.080002,50.209999,326400,41.786091
"2011-12-09",50.470001,51.560001,50.290001,51.41,335600,42.78476
"2011-12-12",50.860001,50.860001,50.119999,50.779999,325300,42.26046
"2011-12-13",51.240002,51.540001,50.009998,50.259998,612000,41.82769
"2011-12-14",49.970001,50,48.990002,49.040001,503400,40.812389
"2011-12-15",49.23,49.830002,48.860001,49.029999,451100,40.80407
"2011-12-16",49.5,50.349998,49.259998,49.59,480300,41.270103
"2011-12-19",49.779999,50.259998,48.889999,49.02,341700,40.795731
"2011-12-20",49.93,51.48,49.860001,51.169998,332300,42.585018
"2011-12-21",51.200001,51.990002,50.34,51.880001,598600,43.175911
"2011-12-22",51.950001,53.040001,51.900002,52.07,380700,43.334034
"2011-12-23",52.060001,52.18,51.599998,51.900002,392500,43.192543
"2011-12-27",51.610001,51.93,51.43,51.549999,297800,42.901276
"2011-12-28",51.540001,51.810001,50.439999,50.560001,269600,42.077358
"2011-12-29",50.740002,51.099998,50.639999,51.049999,406200,42.485153
"2011-12-30",51.169998,51.18,50.490002,50.619999,198500,42.127312
"2012-01-03",51.740002,51.880001,51.18,51.240002,440800,42.643288
"2012-01-04",51.169998,51.389999,50.93,51.119999,531800,42.543411
"2012-01-05",50.75,51.919998,50.18,51.799999,472400,43.109337
"2012-01-06",51.900002,52.290001,51.389999,52.009998,311600,43.2841
"2012-01-09",52.18,52.490002,51.959999,52.389999,240200,43.600342
"2012-01-10",53.240002,53.52,52.919998,53.380001,269900,44.424248
"2012-01-11",53.200001,53.849998,53.150002,53.529999,244300,44.549076
"2012-01-12",53.82,54.200001,52.880001,54.02,425600,44.956879
"2012-01-13",53.540001,53.669998,52.84,53.029999,240700,44.132957
"2012-01-17",53.630001,53.91,52.830002,53.110001,313000,44.199547
"2012-01-18",53.02,53.880001,52.5,53.709999,484200,44.698879
"2012-01-19",54.07,54.540001,53.630001,54.290001,651600,45.181572
"2012-01-20",54.240002,54.580002,53.950001,54.41,347400,45.281452
"2012-01-23",54.459999,54.98,54.25,54.470001,330800,45.331371
"2012-01-24",54.169998,55.049999,54.029999,54.939999,312600,45.722527
"2012-01-25",54.799999,56.25,54.560001,56.18,392600,46.75449
"2012-01-26",56.400002,56.400002,55.43,56.18,523300,46.75449
"2012-01-27",55.91,56.900002,55.66,56.759998,487500,47.237167
"2012-01-30",56.150002,56.200001,55.299999,56.200001,474200,46.77113
"2012-01-31",56.66,56.779999,56,56.509998,507000,47.029114
"2012-02-01",56.900002,57.720001,56.720001,57.060001,529100,47.486847
"2012-02-02",58.48,58.650002,56.52,58.189999,584300,48.427238
"2012-02-03",59,59.970001,58.130001,59.59,413100,49.592369
"2012-02-06",59.34,60,59.25,59.799999,670500,49.767143
"2012-02-07",59.52,60.169998,59.52,59.84,540400,49.800419
"2012-02-08",59.93,60.189999,59.470001,60,251800,49.933586
"2012-02-09",60.07,61.02,59.849998,60.73,409900,50.541111
"2012-02-10",60,61,59.779999,60.98,492300,50.749168
"2012-02-13",61.389999,62.419998,61.189999,62.18,465300,51.747841
"2012-02-14",61.880001,62.130001,61.450001,62.09,324000,51.672939
"2012-02-15",62.169998,62.220001,60.290001,60.48,486400,50.33305
"2012-02-16",60.66,62.009998,60.57,61.990002,317800,51.589714
"2012-02-17",62.369999,62.599998,61.939999,62.16,279900,51.731197
"2012-02-21",62.310001,62.439999,61.560001,61.900002,249900,51.514805
"2012-02-22",61.509998,61.700001,60.98,61.060001,272200,51.096394
"2012-02-23",61.099998,61.619999,60.810001,61.310001,239800,51.305622
"2012-02-24",61.549999,61.549999,60.689999,60.73,296300,50.820255
"2012-02-27",60.389999,61.369999,60,61.07,242000,51.104771
"2012-02-28",61.209999,61.669998,60.799999,61.299999,273800,51.297245
"2012-02-29",61.459999,62.060001,61.009998,61.130001,266200,51.154991
"2012-03-01",60.950001,62.029999,60.950001,61.200001,356700,51.213562
"2012-03-02",61.099998,61.099998,59.93,60.330002,347600,50.485531
"2012-03-05",60.189999,60.41,59.860001,60.299999,326000,50.460415
"2012-03-06",59.439999,59.59,58.439999,58.529999,303100,48.979248
"2012-03-07",58.669998,59.23,58.57,59.07,204100,49.431122
"2012-03-08",59.5,60.650002,59.139999,60.209999,343600,50.385113
"2012-03-09",60.400002,60.790001,59.849998,60.450001,228700,50.585953
"2012-03-12",60.630001,60.779999,60.110001,60.419998,163600,50.560841
"2012-03-13",60.82,61.299999,60.639999,61.299999,393900,51.297245
"2012-03-14",61.220001,61.68,60.98,61.290001,183600,51.288883
"2012-03-15",61.349998,62.200001,61.040001,62.18,293000,52.033657
"2012-03-16",62.240002,62.380001,61.490002,61.509998,424700,51.472977
"2012-03-19",61.529999,61.75,60.560001,61,392900,51.046196
"2012-03-20",60.59,60.970001,59.900002,60.439999,228800,50.577576
"2012-03-21",60.48,60.759998,59.830002,60.490002,309400,50.619419
"2012-03-22",59.91,60.34,59.59,60.240002,433400,50.41021
"2012-03-23",60.32,60.790001,59.709999,60.580002,222700,50.694721
"2012-03-26",61.27,61.860001,61.16,61.799999,290800,51.715656
"2012-03-27",61.919998,62.049999,61.669998,61.77,289700,51.690544
"2012-03-28",61.889999,61.970001,60.34,60.98,202800,51.029465
"2012-03-29",60.689999,61.220001,60.200001,61.07,245400,51.104771
"2012-03-30",61.509998,61.82,60.810001,60.970001,284700,51.021088
"2012-04-02",60.790001,61.73,60.41,61.310001,373900,51.305622
"2012-04-03",61.029999,61.360001,60.169998,60.619999,374700,50.728199
"2012-04-04",59.990002,60.310001,59.700001,60.279999,272800,50.443672
"2012-04-05",60.02,60.419998,59.459999,59.709999,340400,49.966698
"2012-04-09",58.580002,59.32,58.009998,59.189999,303100,49.531555
"2012-04-10",59.130001,59.220001,57.459999,57.650002,221500,48.242844
"2012-04-11",58.5,58.91,58.27,58.709999,260600,49.129871
"2012-04-12",58.779999,60.09,58.740002,59.75,245000,50.000179
"2012-04-13",59.470001,59.66,58.849998,59.27,220800,49.598495
"2012-04-16",59.619999,60.060001,59.009998,59.540001,295600,49.824444
"2012-04-17",60.110001,60.93,59.950001,60.619999,360800,50.728199
"2012-04-18",60.200001,60.200001,59.529999,59.650002,500600,49.916477
"2012-04-19",59.779999,61.919998,59.279999,61.560001,1120200,51.514816
"2012-04-20",61.650002,61.98,61.23,61.650002,484400,51.59013
"2012-04-23",60.599998,61.099998,59.73,60.66,354600,50.761677
"2012-04-24",60.799999,62.299999,60.759998,61.889999,337600,51.790962
"2012-04-25",62.470001,62.790001,62.130001,62.240002,461100,52.083855
"2012-04-26",62.049999,62.849998,62.049999,62.57,539200,52.360008
"2012-04-27",63,63.77,62.369999,63.549999,370700,53.180103
"2012-04-30",63.450001,63.490002,62.130001,62.540001,235000,52.334904
"2012-05-01",62.450001,63.66,61.990002,62.630001,273600,52.410217
"2012-05-02",62.34,62.830002,61.98,62.810001,413000,52.560852
"2012-05-03",62.82,63.119999,62.580002,62.790001,453200,52.544109
"2012-05-04",62.43,62.470001,62.099998,62.349998,545400,52.175911
"2012-05-07",61.889999,62.700001,61.889999,62.48,382400,52.284691
"2012-05-08",62.110001,62.27,60.82,61.939999,348700,51.832798
"2012-05-09",61.450001,61.799999,60.52,61.220001,314400,51.230297
"2012-05-10",61.68,61.950001,60.75,60.970001,369500,51.021088
"2012-05-11",60.450001,61.619999,60.220001,61.330002,305000,51.32235
"2012-05-14",60.619999,60.939999,59.900002,60.439999,201000,50.577576
"2012-05-15",60.25,60.740002,59.98,60.32,285000,50.477158
"2012-05-16",60.68,61.209999,60.09,60.169998,316700,50.351639
"2012-05-17",59.77,60.18,58.200001,58.220001,451800,48.996689
"2012-05-18",58.419998,59.099998,57.900002,58.099998,384000,48.895691
"2012-05-21",58.529999,59.720001,58.25,59.540001,300100,50.107586
"2012-05-22",59.759998,60.240002,59.41,60.02,273000,50.511539
"2012-05-23",59.619999,60.77,58.84,60.68,311000,51.066971
"2012-05-24",60.849998,61,59.68,60.619999,247100,51.016476
"2012-05-25",60.66,60.849998,59.970001,60.119999,224200,50.595688
"2012-05-29",60.790001,61.619999,60.540001,60.970001,263800,51.311031
"2012-05-30",60.349998,60.669998,60.150002,60.25,458000,50.705101
"2012-05-31",60.139999,60.91,59.529999,60.509998,1948300,50.923916
"2012-06-01",60.82,60.82,58.549999,58.57,740000,49.291241
"2012-06-04",58.380001,58.619999,56.880001,57.630001,447400,48.500153
"2012-06-05",57.290001,58.720001,57.060001,58.57,458200,49.291241
"2012-06-06",59.25,60.77,59.029999,60.73,310500,51.109058
"2012-06-07",61,62.5,60.970001,61.720001,477500,51.942215
"2012-06-08",61.41,62.66,61.060001,62.66,326800,52.733299
"2012-06-11",63.27,63.560001,61.25,61.34,195400,51.622421
"2012-06-12",61.75,63.080002,61.5,63.040001,344700,53.053097
"2012-06-13",62.650002,63.099998,61.790001,62.169998,253200,52.32093
"2012-06-14",62.189999,62.810001,61.900002,62.41,250000,52.522903
"2012-06-15",62.59,63.330002,62.419998,63.189999,318600,53.17934
"2012-06-18",63.110001,63.939999,62.790001,63.639999,214400,53.558048
"2012-06-19",63.970001,64.440002,63.880001,64.239998,223500,54.062988
"2012-06-20",64.220001,64.480003,62.740002,63.360001,308200,53.322395
"2012-06-21",63.549999,63.689999,61.630001,61.950001,319200,52.135773
"2012-06-22",62.27,62.57,62.009998,62.099998,366400,52.26202
"2012-06-25",61.830002,61.830002,60.25,60.279999,437100,50.730331
"2012-06-26",60.75,60.880001,59.619999,60,756400,50.494698
"2012-06-27",59.990002,60.5,59.77,59.990002,540700,50.486294
"2012-06-28",59.619999,59.650002,58.68,59.450001,813500,50.031834
"2012-06-29",60.669998,62.299999,60.5,62.25,511500,52.388245
"2012-07-02",62.349998,62.439999,61.220001,61.93,353000,52.118954
"2012-07-03",61.84,62.630001,61.779999,62.529999,296200,52.62389
"2012-07-05",62.34,62.68,62.18,62.52,348900,52.615479
"2012-07-06",61.75,61.82,61.169998,61.66,127900,51.891716
"2012-07-09",61.599998,61.860001,61.029999,61.779999,164800,51.992706
"2012-07-10",62.389999,62.799999,60.330002,60.720001,188000,51.100639
"2012-07-11",60.93,60.93,59.68,60.099998,191600,50.578857
"2012-07-12",59.41,60.32,58.849998,59.959999,240000,50.461033
"2012-07-13",60.07,61.310001,60.07,61.209999,174100,51.51302
"2012-07-16",60.93,60.93,60.040001,60.41,207800,50.839745
"2012-07-17",60.59,60.91,59.799999,59.900002,408200,50.410549
"2012-07-18",59.560001,61.610001,59.290001,61.34,790600,51.622421
"2012-07-19",62.049999,67.620003,61.060001,67.239998,1501500,56.58773
"2012-07-20",66.169998,67.860001,65.75,67.650002,838000,56.932774
"2012-07-23",66.400002,67.410004,66.059998,67.199997,457400,56.55407
"2012-07-24",67.370003,67.400002,66.169998,66.900002,376400,56.301579
"2012-07-25",66.980003,67.75,66.629997,67.669998,630700,56.949623
"2012-07-26",68.209999,69.980003,68.209999,69.18,1022800,58.220375
"2012-07-27",68.339996,70.849998,68.209999,70.199997,344500,59.078789
"2012-07-30",70.120003,70.269997,68.82,68.940002,426300,58.018406
"2012-07-31",68.730003,69.300003,67.709999,67.779999,439900,57.042175
"2012-08-01",68,68.300003,66.239998,66.440002,639900,55.914478
"2012-08-02",66.160004,66.489998,64.75,65.910004,501000,55.46843
"2012-08-03",66.949997,67.690002,66.830002,67.449997,321300,56.764458
"2012-08-06",67.449997,68.07,67.349998,67.449997,268100,56.764458
"2012-08-07",67.769997,68.68,67.580002,68.150002,372100,57.353577
"2012-08-08",67.400002,68.5,67.400002,68.43,184300,57.589218
"2012-08-09",67.769997,68.550003,67.68,68.25,338000,57.437721
"2012-08-10",67.730003,68.849998,67.050003,68.639999,257000,57.765942
"2012-08-13",68.589996,69,67.889999,68.620003,155800,57.7491
"2012-08-14",68.830002,68.919998,68.260002,68.540001,396700,57.681774
"2012-08-15",68.220001,68.459999,67.760002,68.120003,361300,57.328304
"2012-08-16",68.089996,69.989998,68.010002,69.860001,293100,59.087582
"2012-08-17",69.849998,70.410004,69.800003,70.309998,304800,59.468185
"2012-08-20",70.080002,70.379997,69.349998,69.910004,168800,59.129879
"2012-08-21",70,70.540001,69.68,70.019997,357000,59.222904
"2012-08-22",69.959999,70.68,69.559998,70.379997,288900,59.527397
"2012-08-23",70.199997,70.580002,69.709999,69.769997,179800,59.011452
"2012-08-24",69.639999,70.580002,69.260002,69.959999,180800,59.172153
"2012-08-27",70.220001,70.239998,69.519997,69.57,208100,58.842289
"2012-08-28",69.459999,69.809998,69.239998,69.459999,208100,58.749241
"2012-08-29",69.650002,69.879997,69.139999,69.540001,162900,58.816925
"2012-08-30",68.93,69.790001,68.540001,69.389999,315500,58.690056
"2012-08-31",69.940002,70,68.949997,69.419998,239000,58.715431
"2012-09-04",69.419998,70.139999,68.32,70.019997,566900,59.222904
"2012-09-05",70.150002,70.25,69.419998,69.959999,274800,59.172153
"2012-09-06",70.25,72.980003,70.190002,72.980003,561900,61.726471
"2012-09-07",73.18,74.269997,72.82,73.230003,369700,61.937931
"2012-09-10",73.150002,73.699997,72.489998,72.519997,133500,61.337406
"2012-09-11",72.5,72.860001,72.089996,72.209999,223600,61.075211
"2012-09-12",72.599998,73.169998,72.040001,72.419998,181000,61.252831
"2012-09-13",72.370003,72.830002,71.669998,72.629997,204800,61.430447
"2012-09-14",72.730003,73.650002,72.650002,73.43,259400,62.107098
"2012-09-17",73.169998,73.169998,72.029999,72.5,162400,61.320473
"2012-09-18",72.239998,72.949997,72.150002,72.949997,239900,61.701115
"2012-09-19",73,73.199997,72.389999,72.910004,268200,61.667259
"2012-09-20",72.550003,72.779999,72.029999,72.300003,227500,61.15134
"2012-09-21",72.769997,72.980003,71.900002,71.980003,391800,60.880669
"2012-09-24",71.489998,72.139999,71.080002,71.510002,298500,60.483154
"2012-09-25",71.650002,72.029999,71.089996,71.230003,314000,60.246338
"2012-09-26",71.230003,71.43,70.279999,70.360001,232500,59.51049
"2012-09-27",70.669998,71.25,70.209999,71.220001,213600,60.237854
"2012-09-28",70.959999,71.989998,70.379997,71.870003,285800,60.787647
"2012-10-01",72.089996,72.720001,71.279999,71.5,242800,60.474693
"2012-10-02",71.800003,72.330002,71.349998,71.849998,184000,60.770718
"2012-10-03",72.160004,72.199997,71.190002,71.629997,236700,60.584641
"2012-10-04",71.910004,72.599998,71.75,72.389999,113400,61.227444
"2012-10-05",72.489998,73.190002,72.360001,72.769997,102300,61.548855
"2012-10-08",72.379997,73.120003,72.290001,72.800003,252500,61.574257
"2012-10-09",72.790001,72.889999,71.510002,71.529999,142900,60.500072
"2012-10-10",71.330002,71.699997,70.959999,71.589996,224700,60.550804
"2012-10-11",72.089996,72.330002,71.599998,71.839996,243400,60.762253
"2012-10-12",72,72,71.129997,71.279999,295500,60.288631
"2012-10-15",71.459999,72.730003,71.099998,72.660004,198000,61.455833
"2012-10-16",72.980003,73.709999,72.779999,73.639999,215700,62.284718
"2012-10-17",73.330002,74.290001,72.849998,74.25,330000,62.800644
"2012-10-18",75.75,78.269997,75.470001,76.970001,1121500,65.101212
"2012-10-19",76.370003,76.379997,75.150002,75.849998,519100,64.153931
"2012-10-22",75.730003,75.900002,74.769997,75.25,356900,63.646454
"2012-10-23",74.290001,75.620003,73.790001,75.449997,243900,63.815598
"2012-10-24",75.919998,76.290001,75.370003,76.019997,358600,64.297722
"2012-10-25",76.660004,77.010002,76.110001,76.370003,286600,64.593742
"2012-10-26",76.440002,76.779999,76,76.510002,180500,64.712151
"2012-10-31",76.540001,77.589996,76.540001,77.330002,324100,65.405708
"2012-11-01",76.790001,79.540001,76.790001,79.169998,325700,66.96196
"2012-11-02",79.580002,79.580002,78.540001,78.75,301800,66.606743
"2012-11-05",78.370003,79.589996,78.370003,79.410004,137800,67.164963
"2012-11-06",79.360001,80.449997,78.82,79.860001,244800,67.54557
"2012-11-07",79.110001,79.360001,76.989998,77.5,250800,65.549469
"2012-11-08",77.389999,77.910004,77.040001,77.040001,212800,65.160446
"2012-11-09",76.839996,77.720001,76.529999,77.169998,164200,65.270378
"2012-11-12",77.379997,77.839996,77,77.190002,222000,65.287292
"2012-11-13",76.769997,77.639999,76.419998,76.5,392400,64.703667
"2012-11-14",76.949997,77.089996,74.449997,74.449997,714700,62.969803
"2012-11-15",74.400002,75.040001,74,74.150002,487900,63.037792
"2012-11-16",74.099998,74.889999,73.989998,74.760002,296300,63.5564
"2012-11-19",75.540001,76.82,75.5,76.800003,350400,65.29068
"2012-11-20",76.82,77.790001,76.419998,77.760002,469800,66.106834
"2012-11-21",77.800003,78.410004,77.220001,77.699997,233500,66.055817
"2012-11-23",77.870003,78,77.220001,77.830002,123100,66.166328
"2012-11-26",77.599998,78.389999,77.279999,78.209999,233100,66.489372
"2012-11-27",78.110001,78.589996,77.629997,77.690002,128000,66.047333
"2012-11-28",77.379997,78.610001,77.010002,78.559998,341800,66.786911
"2012-11-29",78.910004,80.059998,78.779999,80.029999,226400,68.036621
"2012-11-30",80.139999,80.199997,78.980003,79.440002,277600,67.535057
"2012-12-03",80,80.279999,78.779999,78.940002,144600,67.109978
"2012-12-04",78.849998,79.449997,78.220001,78.650002,147300,66.863434
"2012-12-05",78.760002,78.760002,77.050003,78.339996,290600,66.599884
"2012-12-06",78.269997,79.150002,77.790001,78.529999,190300,66.761406
"2012-12-07",78.610001,78.910004,77.75,78.059998,259600,66.361847
"2012-12-10",78.089996,79.809998,77.699997,79.720001,310200,67.773102
"2012-12-11",80.050003,80.050003,78.739998,79.309998,306700,67.424545
"2012-12-12",79.709999,80.110001,79.220001,80,328100,68.011139
"2012-12-13",79.879997,80.120003,78.82,79,131300,67.160973
"2012-12-14",79.029999,79.110001,77.779999,77.889999,246600,66.217339
"2012-12-17",78.190002,79.18,78.019997,79.110001,164600,67.254524
"2012-12-18",79.209999,79.809998,78.709999,79.790001,187700,67.832603
"2012-12-19",80.150002,80.150002,78.839996,78.870003,276000,67.050484
"2012-12-20",78.989998,79.129997,78.470001,79.129997,291200,67.271515
"2012-12-21",78.580002,79.150002,78.120003,78.220001,566400,66.497879
"2012-12-24",78.550003,79.040001,78.050003,78.610001,90400,66.829453
"2012-12-26",78.860001,78.860001,77.779999,77.959999,120900,66.276863
"2012-12-27",77.849998,78.279999,77.209999,78.139999,149700,66.429878
"2012-12-28",77.629997,78.339996,77.260002,77.339996,129300,65.749748
"2012-12-31",76.989998,79.290001,76.919998,78.989998,270500,67.152481
"2013-01-02",80.720001,81.849998,79.879997,80.860001,458500,68.742241
"2013-01-03",80.900002,81.209999,80.220001,80.580002,407400,68.504211
"2013-01-04",80.980003,81.080002,79.419998,79.970001,395000,67.985626
"2013-01-07",79.769997,80.029999,79.629997,79.650002,285000,67.713562
"2013-01-08",79.489998,79.660004,78.620003,79.199997,342600,67.331024
"2013-01-09",79.260002,80.309998,79.089996,79.669998,242700,67.730583
"2013-01-10",80.120003,80.290001,79.209999,79.5,177100,67.58606
"2013-01-11",79.440002,79.809998,79.300003,79.599998,157800,67.671074
"2013-01-14",79.309998,79.93,79.309998,79.720001,181600,67.773102
"2013-01-15",79.410004,80.410004,79.410004,80.349998,161200,68.308662
"2013-01-16",80.029999,80.470001,79.760002,80.330002,104500,68.291664
"2013-01-17",80.669998,81.309998,80.629997,80.889999,275700,68.767761
"2013-01-18",81.129997,81.370003,80.75,81.040001,200100,68.895271
"2013-01-22",80.849998,81.309998,80.480003,81.309998,162100,69.124802
"2013-01-23",81,81.260002,80.370003,81.220001,160100,69.048302
"2013-01-24",81.370003,82.089996,81.050003,81.599998,202600,69.371346
"2013-01-25",81.599998,81.949997,80.790001,81.720001,173000,69.473351
"2013-01-28",81.660004,81.699997,80.529999,80.889999,182200,68.767761
"2013-01-29",80.82,82.559998,80.540001,82.510002,232700,70.144981
"2013-01-30",82.480003,82.480003,81.589996,81.629997,211800,69.396851
"2013-01-31",81.43,81.639999,80.739998,81.019997,261400,68.878273
"2013-02-01",81.82,82.540001,81.379997,82.080002,274100,69.779419
"2013-02-04",81.709999,81.709999,80.639999,80.879997,300500,68.759239
"2013-02-05",81.040001,81.440002,80.279999,80.800003,367200,68.691231
"2013-02-06",80.379997,81.080002,80.18,80.980003,275400,68.844261
"2013-02-07",81.260002,82.690002,76.599998,77.239998,777200,65.664757
"2013-02-08",77.129997,79.239998,77.029999,79.139999,613900,67.280006
"2013-02-11",79.019997,79.370003,78.230003,78.389999,483300,66.642395
"2013-02-12",78.300003,79.360001,78.080002,78.790001,268400,66.982445
"2013-02-13",78.959999,79.190002,77.940002,79.040001,594500,67.195
"2013-02-14",78.870003,80.529999,78.470001,79.169998,477100,67.305504
"2013-02-15",79.32,79.639999,78.75,79.43,271500,67.526543
"2013-02-19",79.639999,79.980003,79.480003,79.980003,387700,67.994156
"2013-02-20",79.830002,80,78.910004,78.940002,286600,67.109978
"2013-02-21",78.690002,78.860001,77.669998,77.93,426100,66.251335
"2013-02-22",78.089996,78.860001,77.940002,78.809998,282700,66.999466
"2013-02-25",79.309998,79.370003,77,77.059998,430200,65.511711
"2013-02-26",77.059998,77.919998,76.669998,77.779999,216000,66.451508
"2013-02-27",77.690002,79.779999,77.690002,79.43,217100,67.861183
"2013-02-28",79.43,80.779999,79.43,80.269997,437200,68.578842
"2013-03-01",79.720001,79.989998,79,79.660004,313700,68.057686
"2013-03-04",79.269997,79.709999,77.580002,79.650002,408300,68.049133
"2013-03-05",80,80.739998,79.830002,80.599998,329600,68.860771
"2013-03-06",81.07,82.040001,80.800003,81.830002,500200,69.911636
"2013-03-07",81.790001,81.809998,80.610001,81.18,219500,69.356308
"2013-03-08",81.650002,82.07,81.25,81.970001,212900,70.03125
