"dates","VTR.Open","VTR.High","VTR.Low","VTR.Close","VTR.Volume","VTR.Adjusted"
"2010-03-02",51.067719,51.20475,50.679455,50.759392,958366,29.707912
"2010-03-03",50.907845,50.930683,50.5881,50.599522,1005829,29.614325
"2010-03-04",50.81649,50.953522,50.42823,50.668037,1205401,29.654448
"2010-03-05",50.873589,51.62727,50.62236,51.524494,1325022,30.155706
"2010-03-08",51.501656,51.969852,51.250427,51.832821,763260,30.336159
"2010-03-09",51.718624,52.472309,51.421719,52.175404,1311448,30.536661
"2010-03-10",51.444557,52.118305,51.044876,51.855659,1407950,30.709095
"2010-03-11",51.501656,52.449471,51.478817,52.426628,1041032,31.047237
"2010-03-12",52.6436,53.340183,52.483727,53.088959,1286403,31.439474
"2010-03-15",52.677856,53.374443,52.20966,53.271667,1766725,31.547676
"2010-03-16",53.214573,54.242321,53.123215,54.150967,1896066,32.06839
"2010-03-17",54.367935,54.904648,54.07103,54.721935,1201723,32.406517
"2010-03-18",54.185223,54.550644,54.002514,54.287998,1236664,32.149544
"2010-03-19",54.139545,54.607742,53.557156,54.139545,1585455,32.061626
"2010-03-22",54.002514,55.772526,53.557156,55.521297,1375987,32.87991
"2010-03-23",54.836132,55.44136,54.687679,55.361423,1435360,32.785236
"2010-03-24",55.292908,55.909557,55.144455,55.555557,1219587,32.9002
"2010-03-25",54.436451,56.229301,54.436451,55.407104,1436323,32.812286
"2010-03-26",55.532719,55.989494,54.847549,54.927486,1819880,32.528248
"2010-03-29",55.509876,55.704006,54.710518,54.973164,1251901,32.555294
"2010-03-30",55.030262,55.395683,54.744778,54.973164,1163105,32.555294
"2010-03-31",54.710518,54.950325,54.139545,54.219482,1480021,32.108971
"2010-04-01",54.527805,54.642002,53.705608,54.116707,1296737,32.048115
"2010-04-05",54.447868,55.08736,54.219482,54.984585,1245421,32.562069
"2010-04-06",54.779034,56.035172,54.470711,55.795364,1170986,33.042213
"2010-04-07",55.498459,55.726849,54.470711,54.676258,1172300,32.379471
"2010-04-08",54.516388,54.904648,53.922577,54.025352,1650082,31.994015
