"dates","VTR.Open","VTR.High","VTR.Low","VTR.Close","VTR.Volume","VTR.Adjusted"
"2010-04-09",54.242321,54.390774,53.465797,53.671349,2207902,31.784367
"2010-04-12",53.762703,53.968254,52.986183,53.340183,1606209,31.588257
"2010-04-13",53.534313,54.162384,53.271667,54.03677,2261583,32.000771
"2010-04-14",54.390774,54.447868,53.157475,53.328766,1776270,31.581478
"2010-04-15",53.328766,53.328766,52.038368,52.118305,2072169,30.864643
"2010-04-16",52.038368,52.232498,50.553844,50.5881,3229844,29.958452
"2010-04-19",50.359711,51.20475,50.165581,50.930683,2359048,30.161339
"2010-04-20",51.364624,52.175404,50.839329,52.129726,1587732,30.871408
"2010-04-21",52.004112,53.180313,51.947014,52.620762,1746671,31.162195
"2010-04-22",52.106888,54.025352,51.981274,53.854061,1369069,31.892567
"2010-04-23",53.694187,54.836132,53.568573,54.801872,3046998,32.453861
"2010-04-26",54.790455,55.738266,54.584904,55.372845,1365391,32.792
"2010-04-27",55.007423,55.761105,54.013931,54.116707,2073920,32.048115
"2010-04-28",52.597923,54.619164,51.455978,54.093868,1629152,32.034576
"2010-04-29",54.653419,55.955235,54.45929,55.886719,1386583,33.096321
"2010-04-30",55.44136,55.761105,53.717026,53.933994,1755603,31.939901
"2010-05-03",54.333675,55.841042,53.933994,55.429943,1226243,32.825813
"2010-05-04",54.881809,55.133038,53.865479,54.493549,2097302,32.271275
"2010-05-05",53.922577,54.607742,53.054699,53.500057,1136746,31.682932
"2010-05-06",53.363026,53.888317,49.263447,52.255341,3131328,30.945797
"2010-05-07",52.323856,53.534313,50.78223,51.878498,2716071,30.722626
"2010-05-10",54.402191,56.354916,54.048191,56.297817,3067314,33.339767
"2010-05-11",55.350006,56.640404,55.133038,55.589813,2399943,32.920479
"2010-05-12",55.63549,56.594723,55.464199,56.457691,1598240,33.434444
"2010-05-13",56.48053,56.67466,55.555557,55.681168,1392363,32.974583
"2010-05-14",55.007423,55.464199,54.03677,54.584904,1667070,32.325378
"2010-05-17",54.938908,55.384266,53.054699,54.482128,1465484,32.264515
"2010-05-18",55.098778,55.327168,52.792053,53.009022,1587119,31.39213
"2010-05-19",52.814892,53.831223,51.695786,52.769215,1821544,31.25013
"2010-05-20",51.513077,52.129726,50.39397,50.451069,2733498,29.877304
"2010-05-21",49.788738,52.575085,49.788738,52.506565,3592647,31.094563
"2010-05-24",52.620762,52.849148,51.387463,51.501656,1652183,30.499464
"2010-05-25",50.382549,52.049789,49.389061,51.992691,1896153,30.790257
"2010-05-26",52.632179,53.374443,51.330364,51.570171,1893263,30.540041
"2010-05-27",52.438049,54.333675,52.301018,54.276581,1630116,32.14278
"2010-05-28",54.116707,54.664841,53.351604,53.61425,1426953,31.750547
"2010-06-01",53.03186,54.242321,52.849148,53.294506,2000186,31.561197
"2010-06-02",53.762703,54.767612,53.054699,54.721935,2098878,32.406517
"2010-06-03",54.630581,54.836132,53.945415,54.493549,1781261,32.271275
"2010-06-04",53.42012,54.03677,51.741463,51.924175,2172524,30.749681
"2010-06-07",52.255341,52.929085,51.638687,51.684368,1420823,30.607658
"2010-06-08",51.992691,52.917667,50.576683,52.689278,2494869,31.202782
"2010-06-09",52.506565,53.317345,52.175404,52.40379,2134694,31.397779
"2010-06-10",53.431541,54.607742,53.043282,54.504967,1773380,32.656685
"2010-06-11",53.705608,55.338585,53.431541,55.201553,1269677,33.074055
"2010-06-14",55.395683,56.229301,55.270069,55.818203,1760157,33.443512
"2010-06-15",56.137947,57.359825,55.818203,57.257053,1645265,34.305622
"2010-06-16",56.891628,57.245632,56.434853,56.845951,1693341,34.059296
"2010-06-17",56.811695,57.199955,56.229301,57.040081,1272480,34.175602
"2010-06-18",57.028664,57.222794,56.160786,56.571884,1967961,33.895077
"2010-06-21",57.085758,57.474022,56.274979,56.503368,1243056,33.854038
"2010-06-22",56.434853,56.697498,54.710518,54.824711,1856747,32.848267
"2010-06-23",55.075939,55.44136,54.059608,54.676258,2182945,32.759319
"2010-06-24",54.322254,54.790455,53.568573,54.082447,2103519,32.403534
"2010-06-25",54.310837,55.658329,53.968254,55.452782,2403446,33.224571
"2010-06-28",55.63549,55.886719,54.767612,55.064522,1917958,32.991955
"2010-06-29",54.173805,54.584904,53.374443,53.739864,2434621,32.198277
"2010-06-30",53.739864,54.676258,53.465797,53.61425,2254402,32.123024
"2010-07-01",53.80838,54.013931,52.586502,53.739864,2288905,32.198277
"2010-07-02",54.082447,54.219482,52.906246,52.997601,1953949,31.753553
"2010-07-06",53.340183,54.345097,52.266758,52.632179,2502488,31.534607
"2010-07-07",53.020439,54.847549,52.655018,54.824711,2385845,32.848267
"2010-07-08",55.304329,55.646912,53.84264,54.721935,1564788,32.78669
"2010-07-09",54.516388,55.487038,54.493549,55.44136,1273881,33.217724
"2010-07-12",55.395683,55.601234,54.836132,55.361423,924827,33.169842
"2010-07-13",55.955235,56.206463,55.418522,56.046593,1548150,33.58036
"2010-07-14",55.589813,56.195045,54.984585,55.624073,981222,33.327206
"2010-07-15",55.646912,55.646912,54.26516,55.178715,1663392,33.060364
"2010-07-16",54.790455,54.916065,53.500057,53.945415,2187236,32.321442
"2010-07-19",53.956837,55.407104,53.45438,54.984585,1276333,32.944065
"2010-07-20",54.402191,56.457691,53.968254,56.309238,1739841,33.737724
"2010-07-21",56.560467,56.560467,54.836132,54.996002,1698858,32.950897
"2010-07-22",55.47562,57.154278,55.44136,56.903049,2043884,34.09351
"2010-07-23",56.571884,57.759506,55.978073,57.713829,1552353,34.579292
"2010-07-26",57.485439,59.266872,57.154278,59.186935,1954125,35.461903
"2010-07-27",59.700809,59.700809,57.987896,58.969967,1387634,35.331909
"2010-07-28",58.878613,59.221195,58.010735,58.182026,1569605,34.859821
"2010-07-29",58.764416,58.901451,57.165695,57.531116,1373535,34.469814
"2010-07-30",56.891628,58.239124,56.800274,57.91938,1711556,34.702446
"2010-08-02",59.061321,59.986298,58.615963,59.849262,1260132,35.858727
"2010-08-03",59.438164,59.826424,59.141258,59.552357,929556,35.680851
"2010-08-04",59.666553,60.020554,59.358227,59.700809,1029823,35.769791
"2010-08-05",59.301132,59.803585,58.673061,58.867191,1094362,35.270332
"2010-08-06",58.284801,59.141258,57.69099,59.004227,1238152,35.352425
"2010-08-09",59.323971,59.689392,58.821514,59.632294,806695,35.728733
"2010-08-10",59.106998,59.826424,58.581707,59.50668,1440089,35.653477
"2010-08-11",58.547447,58.798676,57.542538,57.850861,1497972,34.661388
"2010-08-12",57.154278,57.770927,56.777435,56.948727,1466622,34.120872
"2010-08-13",56.845951,57.576797,56.845951,56.937305,995496,34.114033
"2010-08-16",56.651821,57.336987,56.400593,56.982986,691015,34.141403
"2010-08-17",57.508278,58.832935,57.142857,58.787254,1110475,35.222427
"2010-08-18",58.718739,58.969967,58.284801,58.66164,683396,35.147171
"2010-08-19",58.364738,58.433254,56.823112,57.120018,1128777,34.223515
"2010-08-20",56.686081,57.474022,56.640404,57.382664,984462,34.380863
"2010-08-23",57.725246,57.976475,57.097179,57.314148,805381,34.339825
"2010-08-24",56.663242,57.302731,56.09227,56.617561,1288855,33.922466
"2010-08-25",56.309238,57.348408,56.09227,57.085758,1305581,34.202969
"2010-08-26",57.451183,57.485439,56.491947,56.686081,1178692,33.963512
"2010-08-27",57.051502,57.850861,55.886719,57.805183,1079651,34.634022
"2010-08-30",57.519699,58.398994,57.519699,57.553959,1341923,34.483498
"2010-08-31",57.474022,58.124928,57.211372,57.679569,1530198,34.558754
"2010-09-01",58.398994,59.872101,58.330479,59.769325,1589220,35.810841
"2010-09-02",59.677971,60.294621,59.643715,60.157589,1336668,36.043461
"2010-09-03",60.888432,61.014046,60.146168,60.922691,872810,36.501884
"2010-09-07",60.52301,60.660042,60.009136,60.13475,862039,36.029785
"2010-09-08",60.214684,60.637203,60.089073,60.385979,913705,36.180309
"2010-09-09",60.956947,61.082561,58.92429,59.461002,1366442,35.62611
"2010-09-10",59.598038,59.712231,58.92429,59.552357,619207,35.680851
"2010-09-13",60.054813,60.420235,59.461002,60.32888,1023693,36.146091
"2010-09-14",60.031975,61.059723,59.894939,60.48875,1155574,36.241886
"2010-09-15",59.780746,60.625786,59.415325,60.511593,835418,36.625484
"2010-09-16",60.420235,60.477333,59.906361,60.317459,698546,36.50798
"2010-09-17",60.465912,60.671463,59.917782,60.385979,972728,36.549458
"2010-09-20",60.728561,61.539341,60.534431,61.413727,1114854,37.17152
"2010-09-21",61.436565,61.436565,59.849262,60.009136,1501388,36.321373
"2010-09-22",59.917782,60.431656,59.666553,59.74649,915982,36.162399
"2010-09-23",59.141258,59.438164,58.067829,58.067829,1130529,35.14637
"2010-09-24",58.787254,59.769325,58.558868,59.620876,935248,36.086372
"2010-09-27",59.563778,59.677971,58.638802,58.867191,742068,35.630192
"2010-09-28",58.810097,59.141258,57.828022,59.072742,1076936,35.754608
"2010-09-29",58.832935,58.92429,58.284801,58.638802,748811,35.491966
"2010-09-30",58.867191,59.483841,58.421833,58.89003,1259519,35.644012
"2010-10-01",59.221195,59.335388,57.976475,58.981384,1027371,35.699303
"2010-10-04",58.66164,59.963459,58.547447,59.929199,1317666,36.272984
"2010-10-05",60.591526,62.018955,60.043392,61.91618,1944142,37.475636
"2010-10-06",61.893341,61.904762,61.219597,61.72205,1018089,37.358128
"2010-10-07",62.087475,62.327282,61.425144,61.630695,1140687,37.302834
"2010-10-08",61.767731,61.790569,61.185337,61.447983,1426690,37.192245
"2010-10-11",61.425144,61.710632,61.322372,61.436565,1020891,37.185341
"2010-10-12",61.116821,61.653534,60.819916,61.550758,1010032,37.254459
"2010-10-13",61.91618,62.54425,61.539341,62.133152,1157675,37.60696
"2010-10-14",61.881924,62.372959,61.447983,61.824825,732260,37.420353
"2010-10-15",62.064632,62.407215,61.082561,61.17392,1170898,37.026379
"2010-10-18",61.082561,62.167408,61.082561,62.155991,1176240,37.620781
"2010-10-19",61.573597,62.350121,61.185337,61.459404,1229483,37.199165
"2010-10-20",61.539341,63.12664,61.539341,62.784058,1297437,38.000935
"2010-10-21",62.989609,63.240837,62.076054,62.521412,953287,37.841957
"2010-10-22",62.464314,62.612766,59.735069,59.780746,3124673,36.18314
"2010-10-25",60.271782,61.36805,59.952038,61.025463,1759719,36.936523
"2010-10-26",60.591526,61.847664,60.591526,61.56218,941202,37.261375
"2010-10-27",61.162498,61.630695,60.306042,60.671463,925089,36.722248
"2010-10-28",61.048306,61.196758,59.883522,60.739979,543722,36.763718
"2010-10-29",60.602947,61.299534,60.557266,61.162498,654148,37.01947
"2010-11-01",61.642117,61.904762,61.048306,61.402306,692504,37.1646
"2010-11-02",61.801987,62.053215,61.185337,61.425144,493895,37.178429
"2010-11-03",61.56218,61.585018,60.648624,61.253853,819655,37.074745
"2010-11-04",62.007538,63.38929,61.676373,63.297932,1243494,38.311943
"2010-11-05",62.93251,64.177231,62.487152,62.921093,1462594,38.083881
"2010-11-08",62.704121,63.149479,62.133152,62.96677,836294,38.111519
"2010-11-09",63.138062,63.217999,60.728561,61.151077,2079700,37.01255
"2010-11-10",61.379467,62.155991,61.310951,62.110313,956877,37.593136
"2010-11-11",61.790569,62.475735,61.619274,61.904762,941465,37.468723
"2010-11-12",61.619274,62.076054,60.671463,61.036884,1018965,36.943428
"2010-11-15",61.162498,61.699211,60.465912,60.568687,958191,36.660049
"2010-11-16",60.111912,60.157589,57.873699,57.976475,2051502,35.091076
"2010-11-17",58.11351,59.015644,57.782345,58.410416,1128865,35.353718
"2010-11-18",59.278294,59.586617,58.421833,58.53603,770266,35.429752
"2010-11-19",58.387577,58.867191,57.816605,58.764416,884632,35.567993
"2010-11-22",58.490353,59.266872,58.376156,59.072742,1121859,35.754608
"2010-11-23",58.387577,58.92429,58.204865,58.490353,1253389,35.402107
"2010-11-24",59.106998,59.677971,58.832935,59.655132,1004515,36.107098
"2010-11-26",59.358227,59.677971,59.027065,59.278294,299665,35.879013
"2010-11-29",58.752998,59.232613,57.565376,59.072742,1375374,35.754608
"2010-11-30",58.433254,58.867191,58.227703,58.547447,1709892,35.436657
"2010-12-01",59.346809,59.346809,57.770927,57.862282,1951410,35.021961
"2010-12-02",57.873699,58.044994,57.222794,57.942219,2129440,35.070335
"2010-12-03",57.668152,57.907959,57.257053,57.679569,992431,34.911369
"2010-12-06",57.519699,57.713829,56.594723,57.622475,1308646,34.87682
"2010-12-07",57.907959,58.752998,57.907959,58.102089,1512772,35.167107
"2010-12-08",58.159187,58.66164,56.67466,57.074341,1565401,34.545048
"2010-12-09",57.279888,57.553959,56.274979,56.389175,1540444,34.130341
"2010-12-10",56.434853,57.348408,56.377754,57.06292,1035165,34.538132
"2010-12-13",57.211372,57.793766,57.017242,57.496861,868870,34.80077
"2010-12-14",57.371246,57.382664,56.103687,56.32066,1996071,34.088871
"2010-12-15",55.86388,56.263561,55.452782,55.692589,2288730,34.078384
"2010-12-16",55.875301,56.183624,55.418522,55.955235,930606,34.239086
"2010-12-17",55.955235,56.743176,55.955235,56.686081,1840284,34.686306
"2010-12-20",56.743176,57.611053,56.67466,57.451183,927979,35.154465
"2010-12-21",57.656731,58.30764,57.428345,58.284801,1019052,35.66457
"2010-12-22",58.444672,59.369648,58.3419,59.11842,1505416,36.17466
"2010-12-23",59.038483,59.461002,58.958546,59.31255,857661,36.293449
"2010-12-27",58.821514,59.792168,58.821514,59.666553,668860,36.510056
"2010-12-28",59.860683,60.397396,59.609455,60.237522,792596,36.859436
"2010-12-29",60.408817,60.443073,59.94062,60.066235,667021,36.754627
"2010-12-30",60.157589,60.511593,59.815006,60.374557,674026,36.943291
"2010-12-31",60.32888,60.922691,59.872101,59.929199,850567,36.670773
"2011-01-03",60.431656,61.550758,60.317459,61.470821,1194367,37.614094
"2011-01-04",61.539341,61.619274,60.146168,60.7514,1232285,37.173885
"2011-01-05",60.534431,61.151077,60.031975,60.260365,1095063,36.873413
"2011-01-06",60.397396,60.819916,59.963459,60.203266,831915,36.838463
"2011-01-07",60.363136,60.534431,59.369648,59.849262,844262,36.621861
"2011-01-10",59.518101,59.632294,58.958546,59.403904,560536,36.349342
"2011-01-11",59.712231,59.826424,58.764416,59.186935,1023606,36.216579
"2011-01-12",59.712231,60.13475,59.369648,59.974876,747498,36.698719
"2011-01-13",59.826424,60.203266,59.540939,60.066235,737077,36.754627
"2011-01-14",59.894939,60.420235,59.860683,60.420235,684360,36.971233
"2011-01-18",60.591526,61.402306,60.363136,61.379467,1148656,37.558197
"2011-01-19",60.739979,61.299534,60.694302,61.014046,1226768,37.334591
"2011-01-20",61.036884,61.733471,60.922691,61.093983,1019665,37.383503
"2011-01-21",61.836246,61.836246,60.888432,61.17392,956702,37.432419
"2011-01-24",61.208176,61.56218,60.797077,61.048306,775958,37.355556
"2011-01-25",60.956947,62.076054,60.785656,61.961861,1071069,37.914562
"2011-01-26",62.224506,62.281605,61.779148,62.053215,917296,37.970455
"2011-01-27",62.235928,63.115223,61.996117,62.73838,1047512,38.389732
"2011-01-28",62.921093,63.035286,61.996117,62.076054,1176065,37.984436
"2011-01-31",62.441475,63.480644,62.384377,63.332191,1530461,38.753075
"2011-02-01",61.436565,62.350121,61.093983,61.630695,3129314,37.711914
"2011-02-02",61.482243,62.007538,61.482243,61.744888,1310135,37.781799
"2011-02-03",61.642117,62.098892,61.630695,61.91618,833579,37.886604
"2011-02-04",61.973278,61.973278,60.934109,61.322372,959942,37.523254
"2011-02-07",61.550758,61.710632,61.13966,61.699211,839971,37.753841
"2011-02-08",61.824825,62.795479,61.75631,62.498573,971852,38.242977
"2011-02-09",62.441475,62.841156,62.155991,62.77264,618157,38.410679
"2011-02-10",62.430058,63.138062,62.430058,62.955349,664569,38.522469
"2011-02-11",62.829735,63.183739,62.350121,63.058125,836118,38.585369
"2011-02-14",63.069546,63.423546,62.863995,63.275093,837344,38.71814
"2011-02-15",63.012447,63.38929,62.921093,63.240837,672975,38.69717
"2011-02-16",63.537743,64.120132,63.286514,64.120132,1096902,39.23521
"2011-02-17",63.766129,64.302841,63.252254,63.423546,788480,38.808971
"2011-02-18",63.81181,64.576912,63.434967,64.35994,789531,39.381958
"2011-02-22",63.823227,64.63401,63.617676,63.81181,1414431,39.046539
"2011-02-23",63.914581,64.702522,63.640514,64.085876,1501475,39.21426
"2011-02-24",63.926003,64.405617,63.423546,64.097298,980346,39.221233
"2011-02-25",64.405617,65.364853,64.337105,65.307755,1045148,39.961926
"2011-02-28",65.513306,65.60466,61.893341,63.286514,5555003,38.725124
"2011-03-01",63.58342,63.58342,60.420235,60.534431,5039041,37.041119
"2011-03-02",60.660042,60.660042,59.095581,59.369648,4360811,36.328381
"2011-03-03",60.043392,60.71714,59.74649,60.68288,2507129,37.131958
"2011-03-04",60.671463,60.899853,60.054813,60.32888,2292495,36.915344
"2011-03-07",60.660042,60.808495,59.677971,60.031975,1401295,36.733665
"2011-03-08",60.214684,60.991207,59.997715,60.602947,1686861,37.083042
"2011-03-09",59.860683,60.351719,59.529518,59.872101,1683708,37.037121
"2011-03-10",59.381065,60.248943,59.31255,59.929199,2021466,37.072441
"2011-03-11",59.780746,60.568687,59.757908,60.408817,1205313,37.369144
"2011-03-14",60.066235,60.317459,59.769325,60.180428,656600,37.227852
"2011-03-15",58.92429,60.203266,58.821514,59.803585,987965,36.994736
"2011-03-16",59.826424,60.009136,58.216286,58.638802,1399369,36.2742
"2011-03-17",59.540939,59.563778,58.741577,59.31255,876225,36.690983
"2011-03-18",59.974876,60.100491,59.346809,59.735069,1951935,36.952347
"2011-03-21",60.180428,60.52301,59.860683,60.477333,1215647,37.411518
"2011-03-22",60.443073,60.443073,59.472424,59.735069,1012397,36.952347
"2011-03-23",59.700809,59.700809,58.73016,58.844353,1862614,36.401356
"2011-03-24",59.11842,59.301132,58.673061,59.049904,688125,36.528507
"2011-03-25",59.106998,59.598038,58.844353,59.50668,1351993,36.811073
"2011-03-28",59.666553,60.031975,59.392487,59.952038,739354,37.086567
"2011-03-29",59.689392,60.363136,59.31255,60.146168,1335355,37.206657
"2011-03-30",60.32888,61.516502,60.271782,61.379467,1197782,37.969593
"2011-03-31",61.288113,62.076054,61.13966,62.007538,978157,38.358105
"2011-04-01",62.464314,62.509991,61.505081,61.801987,1229570,38.230953
"2011-04-04",61.961861,62.304443,61.859085,62.053215,707390,38.386368
"2011-04-05",62.007538,62.418636,61.824825,62.144569,741805,38.442886
"2011-04-06",62.327282,62.361538,61.573597,61.733471,843387,38.188576
"2011-04-07",61.607857,61.676373,60.877014,61.310951,957403,37.9272
"2011-04-08",61.984699,62.064632,61.059723,61.151077,946807,37.828308
"2011-04-11",61.196758,61.961861,61.196758,61.596436,1003552,38.103806
"2011-04-12",61.299534,62.487152,61.299534,62.213085,1732660,38.485264
"2011-04-13",62.258762,62.589928,62.098892,62.110313,1934596,38.421692
"2011-04-14",61.91618,62.806896,61.72205,62.692703,1723553,38.78196
"2011-04-15",62.658443,64.063034,62.658443,63.617676,1570656,39.35416
"2011-04-18",62.795479,63.149479,62.555672,62.886833,865805,38.902046
"2011-04-19",62.989609,63.412128,62.795479,62.955349,1015111,38.944427
"2011-04-20",63.663357,63.823227,63.058125,63.766129,947507,39.445984
"2011-04-21",64.028778,64.028778,63.252254,63.492062,858098,39.276436
"2011-04-25",63.617676,63.903164,63.138062,63.571999,647230,39.325893
"2011-04-26",63.629097,64.405617,63.629097,64.211487,1225980,39.721478
"2011-04-27",64.268585,64.519814,63.857487,64.451294,858624,39.869835
"2011-04-28",64.325684,65.182137,64.314262,64.805298,1104871,40.088825
"2011-04-29",64.885239,64.919495,62.612766,63.868904,2068053,39.509563
"2011-05-02",64.142967,64.713943,63.97168,64.63401,892338,39.982868
"2011-05-03",64.622589,64.896652,63.469227,64.417038,1096201,39.848633
"2011-05-04",64.496971,64.736778,63.903164,64.028778,1231760,39.608463
"2011-05-05",63.697613,64.063034,62.715542,63.35503,1669785,39.191685
"2011-05-06",63.948841,63.994518,61.939018,62.281605,821231,38.527653
"2011-05-09",62.190247,62.612766,61.950439,62.247345,721577,38.506462
"2011-05-10",62.441475,62.795479,62.213085,62.589928,1407688,38.718391
"2011-05-11",63.846066,63.846066,62.327282,62.681286,3033337,38.774895
"2011-05-12",62.372959,63.366451,62.361538,63.183739,852056,39.085712
"2011-05-13",63.446384,63.651936,61.767731,61.836246,1247610,38.252155
"2011-05-16",61.836246,62.509991,61.642117,62.167408,1177904,38.457012
"2011-05-17",61.801987,62.567089,61.801987,62.407215,1388335,38.605354
"2011-05-18",62.54425,63.275093,61.927601,63.172318,1334742,39.078648
"2011-05-19",63.377869,63.377869,62.281605,62.704121,1084554,38.789024
"2011-05-20",62.612766,62.852573,62.441475,62.57851,1261358,38.711323
"2011-05-23",62.041794,62.509991,61.836246,62.076054,1127902,38.400494
"2011-05-24",62.315861,62.875416,62.121731,62.624187,1815239,38.739571
"2011-05-25",62.475735,62.863995,61.859085,62.521412,947332,38.675995
"2011-05-26",62.327282,63.103802,61.72205,62.921093,927104,38.923233
"2011-05-27",63.195156,63.560581,63.1609,63.332191,1292883,39.177551
"2011-05-31",63.834648,64.496971,63.343613,64.405617,2422274,39.841568
"2011-06-01",64.085876,64.257164,63.012447,63.069546,1354620,39.015068
"2011-06-02",63.046703,63.480644,62.270184,62.327282,1218011,38.555897
"2011-06-03",61.573597,62.624187,61.436565,62.235928,911166,38.499386
"2011-06-06",62.258762,62.281605,61.242435,61.242435,1448758,37.884815
"2011-06-07",61.687794,62.041794,61.253853,61.516502,1477218,38.054356
"2011-06-08",60.91127,61.185337,60.545849,60.7514,1134995,37.986519
"2011-06-09",61.071144,61.071144,60.203266,60.351719,1048038,37.73661
"2011-06-10",60.214684,60.374557,58.364738,58.46751,1985387,36.558456
"2011-06-13",58.50177,59.152679,58.090672,58.593124,2168321,36.636993
"2011-06-14",59.757908,60.317459,59.495262,60.191849,2179792,37.63665
"2011-06-15",59.826424,60.031975,58.787254,59.186935,1735200,37.008297
"2011-06-16",59.301132,60.283203,58.969967,59.792168,2071994,37.386742
"2011-06-17",60.214684,60.511593,59.529518,60.169006,1286228,37.622364
"2011-06-20",59.666553,61.002625,59.666553,60.728561,1005304,37.972244
"2011-06-21",61.196758,61.505081,60.68288,61.470821,1061173,38.436356
"2011-06-22",61.265274,61.813408,61.036884,61.288113,1867605,38.322121
"2011-06-23",60.705723,61.002625,59.837845,60.465912,1757267,37.808014
"2011-06-24",60.465912,60.899853,60.077652,60.237522,2107022,37.665207
"2011-06-27",60.374557,60.7514,60.157589,60.431656,969225,37.786598
"2011-06-28",60.762817,61.630695,60.203266,61.185337,2507917,38.257854
"2011-06-29",61.482243,61.619274,61.025463,61.17392,1672850,38.250721
"2011-06-30",61.470821,61.470821,60.157589,60.191849,2220075,37.63665
"2011-07-01",60.637203,61.870502,60.454494,61.36805,21351493,38.372101
"2011-07-05",61.607857,62.178829,61.425144,61.470821,7628748,38.526691
"2011-07-06",61.185337,61.996117,61.185337,61.790569,2536027,38.727097
"2011-07-07",62.521412,62.532829,62.098892,62.235928,2342673,39.006222
"2011-07-08",61.482243,62.076054,61.425144,62.030376,1657700,38.877388
"2011-07-11",61.322372,61.699211,61.014046,61.322372,2132942,38.433655
"2011-07-12",60.922691,62.213085,60.797077,61.607857,1873385,38.612579
"2011-07-13",61.710632,61.939018,60.94553,60.956947,2288554,38.204628
"2011-07-14",61.482243,61.619274,60.408817,60.580109,2102381,37.968441
"2011-07-15",60.694302,61.276691,60.374557,61.265274,2185397,38.397869
"2011-07-18",60.899853,61.128239,60.568687,61.093983,1349103,38.290508
"2011-07-19",61.345211,61.630695,61.048306,61.630695,1716897,38.626892
"2011-07-20",61.847664,62.224506,61.596436,62.087475,1257242,38.913185
"2011-07-21",62.372959,63.434967,62.372959,63.206577,1393501,39.614571
"2011-07-22",63.377869,63.663357,63.138062,63.377869,1413030,39.721935
"2011-07-25",62.612766,63.275093,62.567089,62.829735,1065114,39.378391
"2011-07-26",62.921093,63.38929,62.498573,63.023869,1515399,39.500065
"2011-07-27",62.93251,62.93251,61.984699,62.018955,1977681,38.870243
"2011-07-28",62.201668,62.498573,61.379467,61.642117,1627576,38.634052
"2011-07-29",61.014046,61.996117,60.854176,61.813408,1623022,38.741398
"2011-08-01",60.614365,60.694302,58.855774,59.632294,4974501,37.374409
"2011-08-02",59.221195,59.872101,58.673061,58.741577,2691639,36.816147
"2011-08-03",58.73016,58.752998,56.491947,57.816605,4288215,36.236423
"2011-08-04",57.222794,57.953636,55.178715,55.350006,3155935,34.690483
"2011-08-05",56.05801,56.05801,53.22599,54.390774,3297011,34.089294
"2011-08-08",53.42012,53.42012,49.389061,50.199841,5964831,31.462637
"2011-08-09",50.633778,54.45929,50.336872,54.299419,5437659,34.032036
"2011-08-10",53.168892,53.922577,51.193333,51.376041,5029495,32.199825
"2011-08-11",51.764301,54.744778,51.079136,53.888317,3639409,33.774376
"2011-08-12",54.356514,55.08736,53.408703,54.242321,2257992,33.996258
"2011-08-15",54.642002,56.67466,54.470711,56.663242,2528671,35.513554
"2011-08-16",55.955235,56.857372,55.544136,56.069431,2432695,35.14138
"2011-08-17",56.51479,56.880211,55.681168,56.423431,1467235,35.363255
"2011-08-18",54.836132,55.315746,53.45438,54.276581,3868230,34.017712
"2011-08-19",53.865479,55.544136,53.739864,54.482128,3031673,34.146542
"2011-08-22",55.806782,56.035172,53.84264,55.726849,3086230,34.926674
"2011-08-23",55.738266,57.531116,55.361423,57.519699,2380153,36.050343
"2011-08-24",57.279888,58.798676,57.279888,58.46751,1791332,36.644382
"2011-08-25",58.718739,59.369648,56.914467,57.508278,1725217,36.043182
"2011-08-26",57.177116,58.319057,55.989494,58.239124,1398580,36.501228
"2011-08-29",59.015644,60.203266,58.912868,60.146168,1912441,37.696476
"2011-08-30",59.94062,60.602947,59.495262,60.203266,1634406,37.73225
"2011-08-31",60.52301,61.345211,59.815006,61.071144,2032587,38.276192
"2011-09-01",61.208176,61.310951,59.757908,60.009136,1241743,37.610588
"2011-09-02",58.73016,59.712231,58.547447,58.604546,1717861,36.730259
"2011-09-06",56.651821,59.335388,56.651821,59.244034,2028209,37.131062
"2011-09-07",60.169006,62.098892,59.186935,61.996117,2508180,38.855915
"2011-09-08",61.870502,62.338699,61.231014,61.36805,2454675,38.462276
"2011-09-09",60.648624,60.648624,57.828022,58.204865,2643300,36.787117
"2011-09-12",57.474022,58.387577,57.291309,58.250542,2199408,36.81599
"2011-09-13",58.513187,58.638802,57.828022,58.261963,2133030,36.8232
"2011-09-14",58.650223,58.878613,57.485439,58.478931,1593073,36.960335
"2011-09-15",59.038483,59.689392,58.718739,59.666553,1846676,37.710949
"2011-09-16",59.815006,61.539341,59.609455,61.516502,3110837,38.880169
"2011-09-19",60.465912,60.877014,59.917782,60.146168,1665319,38.014084
"2011-09-20",60.477333,61.733471,60.111912,60.785656,1566365,38.418251
"2011-09-21",61.014046,61.071144,57.531116,57.599636,1793521,36.404591
"2011-09-22",56.32066,57.085758,55.464199,56.09227,2347664,35.451904
"2011-09-23",55.978073,56.217884,55.201553,55.726849,2132767,35.220951
"2011-09-26",56.32066,57.222794,55.509876,57.074341,2192052,36.07259
"2011-09-27",58.673061,59.08416,57.713829,58.067829,1681169,36.700508
"2011-09-28",57.953636,58.330479,56.274979,56.389175,2584629,35.639557
"2011-09-29",57.474022,57.668152,56.229301,57.222794,1464433,36.166416
"2011-09-30",55.932396,57.245632,55.932396,56.412014,2640761,35.653992
"2011-10-03",56.046593,56.937305,54.413612,54.470711,2452048,34.427029
"2011-10-04",53.602833,55.212971,52.769215,55.030262,3590370,34.780689
"2011-10-05",55.178715,55.841042,53.214573,55.350006,2195467,34.982769
"2011-10-06",55.212971,56.149364,54.562065,55.989494,1616892,35.38694
