"dates","EXPE.Open","EXPE.High","EXPE.Low","EXPE.Close","EXPE.Volume","EXPE.Adjusted"
"2010-03-02",46.220001,46.700001,45.98,46.220001,2593600,30.442112
"2010-03-03",46.299999,46.419998,45.459999,45.740002,2600900,30.125965
"2010-03-04",45.639999,46.240002,45.220001,46.139999,1304100,30.389423
"2010-03-05",46,46.759998,45.860001,46.459999,1742250,30.600189
"2010-03-08",46.060001,46.599998,45.959999,46.259998,1105700,30.468458
"2010-03-09",45.799999,46.439999,45.560001,45.900002,1325200,30.323116
"2010-03-10",45.860001,46.540001,45.52,46.02,2161200,30.402403
"2010-03-11",45.700001,45.900002,44.759998,45.799999,2185950,30.25705
"2010-03-12",45.900002,45.900002,44.560001,44.619999,2466050,29.477505
"2010-03-15",44.639999,45.380001,44.32,45.259998,2054800,29.900318
"2010-03-16",45.259998,45.700001,44.599998,45.52,2783700,30.072077
"2010-03-17",45.98,46.240002,45.639999,45.799999,1798450,30.25705
"2010-03-18",45.220001,45.959999,45.139999,45.400002,1788250,29.992796
"2010-03-19",45.380001,45.779999,45.060001,45.380001,3214500,29.979591
"2010-03-22",45.32,46.939999,44.66,46.900002,3318550,30.983747
"2010-03-23",46.52,46.919998,45.419998,45.82,3202300,30.270273
"2010-03-24",45.599998,46.139999,45.419998,45.599998,1475250,30.124928
"2010-03-25",45.84,46.619999,45.66,45.759998,1834450,30.230633
"2010-03-26",45.919998,46.299999,45.279999,45.880001,2250500,30.309908
"2010-03-29",45.900002,49.740002,45.84,48.700001,5285000,32.172897
"2010-03-30",48.459999,49.439999,48.400002,48.720001,2429900,32.186111
"2010-03-31",48.619999,50.400002,48.32,49.900002,3200150,32.96566
"2010-04-01",50.060001,50.419998,48.759998,48.860001,2095950,32.278599
"2010-04-05",48.880001,50.18,48.639999,50.080002,1948750,33.084564
"2010-04-06",49.720001,51.360001,49.5,50.580002,3204850,33.41489
"2010-04-07",50.68,51.18,49.5,49.880001,2423950,32.952446
"2010-04-08",49.880001,50.080002,48.880001,49.459999,2442750,32.674988
"2010-04-09",49.580002,49.900002,48.919998,49.139999,1273050,32.463566
"2010-04-12",50.599998,51.220001,49.139999,50.360001,2697700,33.269558
"2010-04-13",52,52.18,50.02,50.099998,4927200,33.097775
"2010-04-14",50.18,51.419998,50.18,50.959999,3872900,33.665936
"2010-04-15",51.18,51.779999,50.619999,50.759998,2977550,33.533802
"2010-04-16",50.540001,51.099998,49.439999,49.700001,3282600,32.833515
"2010-04-19",49.259998,49.860001,48.560001,49.419998,2491100,32.648544
"2010-04-20",49.779999,50.580002,49.52,50.119999,1396950,33.110989
"2010-04-21",49.880001,50.220001,49,49.259998,2352050,32.542854
"2010-04-22",48.52,49.52,48.18,49.060001,2497800,32.410732
"2010-04-23",49,49.400002,48.16,48.360001,2624250,31.948292
"2010-04-26",48.34,50.259998,48.220001,49.259998,2226750,32.542854
"2010-04-27",48.779999,49.959999,47.060001,47.360001,3783600,31.287636
"2010-04-28",47.5,47.98,46.700001,47,2125450,31.049818
"2010-04-29",47.200001,49.799999,47.200001,49.02,3941700,32.384296
"2010-04-30",49.98,49.98,46.560001,47.220001,5419300,31.195158
"2010-05-03",47.220001,48.540001,47.220001,48.32,3109650,31.921862
"2010-05-04",47.720001,47.720001,45.98,46.919998,3561450,30.996965
"2010-05-05",46.740002,48,45.220001,47.099998,3768700,31.115875
"2010-05-06",46.52,47.66,44.16,46.119999,4330600,30.468456
"2010-05-07",45.299999,46.5,43.459999,44,4551500,29.067919
"2010-05-10",45.34,47.34,45.18,47.299999,3391100,31.248009
"2010-05-11",45.98,46.98,44,46.360001,3896900,30.627014
"2010-05-12",46.240002,47.200001,45.860001,47.16,2253850,31.155521
"2010-05-13",46.66,47.5,46.639999,47,2569950,31.049818
"2010-05-14",46.639999,46.700001,44.98,45.599998,2490100,30.124928
"2010-05-17",45.939999,46.279999,44.779999,46.220001,3291700,30.534521
"2010-05-18",46.540001,47.779999,45.200001,45.400002,4252050,29.992796
"2010-05-19",45.060001,46.060001,44.080002,45.279999,3413000,29.91353
"2010-05-20",44.080002,44.779999,42.82,43.34,3185550,28.631893
"2010-05-21",42.900002,44.200001,41.900002,43.560001,4332850,28.777235
"2010-05-24",43.400002,44.360001,43,43.060001,2903750,28.446917
"2010-05-25",41.720001,43.259998,41.200001,43.220001,3801900,28.645754
"2010-05-26",43.5,44.099998,42.939999,43.279999,2641000,28.68552
"2010-05-27",44.5,44.5,43.380001,44.080002,2508950,29.215755
"2010-05-28",43.959999,44.419998,42.68,43.119999,2464750,28.579477
"2010-06-01",42.860001,43.860001,42,42,2160400,27.837151
"2010-06-02",42.099998,42.759998,41.639999,42.700001,2792600,28.301104
"2010-06-03",42.439999,42.799999,41.599998,42.66,4540350,28.27459
"2010-06-04",41.740002,42.080002,40.080002,40.360001,3494400,26.750174
"2010-06-07",40.560001,41.439999,39.66,39.759998,2366300,26.352501
"2010-06-08",39.639999,40.16,38.360001,39.439999,3622800,26.140415
"2010-06-09",39.639999,40.740002,39.48,39.599998,2566300,26.246454
"2010-06-10",40.259998,41.139999,39.880001,41.099998,2035750,27.240644
"2010-06-11",40.400002,41.119999,40.220001,41.099998,1690300,27.240644
"2010-06-14",41.439999,42.299999,40.779999,41.599998,1955450,27.572039
"2010-06-15",42.040001,43.060001,41.400002,43,2241250,28.499939
"2010-06-16",42.900002,43.619999,42.459999,43.259998,2948400,28.672264
"2010-06-17",43.419998,43.419998,41.34,41.759998,3013500,27.67808
"2010-06-18",41.959999,42.380001,41.599998,41.939999,3173450,27.797377
"2010-06-21",42.439999,42.759998,40.540001,40.880001,2071650,27.094839
"2010-06-22",41.080002,42.02,40.740002,40.860001,3194400,27.081573
"2010-06-23",41.02,41.34,40.18,40.419998,2714200,26.78994
"2010-06-24",40.099998,40.540001,38.540001,38.759998,3364350,25.689714
"2010-06-25",38.82,39.439999,38.380001,39.119999,3579500,25.928312
"2010-06-28",39.380001,39.98,39.16,39.400002,2428400,26.113894
"2010-06-29",38.720001,39.139999,37.740002,37.860001,4380200,25.093201
"2010-06-30",37.700001,38.84,37.380001,37.560001,2337300,24.894369
"2010-07-01",37.48,38.32,36.700001,37.959999,2603750,25.159475
"2010-07-02",37.799999,37.900002,36.599998,36.66,3122000,24.297859
"2010-07-06",37.060001,38.380001,36.700001,37.02,2536500,24.536459
"2010-07-07",37.32,38.439999,37.02,38.32,2030700,25.398094
"2010-07-08",38.68,39,37.580002,37.959999,2843650,25.159475
"2010-07-09",37.400002,37.84,37.200001,37.759998,3321550,25.026922
"2010-07-12",37.599998,37.919998,37.080002,37.639999,3105800,24.947386
"2010-07-13",38.200001,39.700001,38.060001,39.400002,4107900,26.113894
"2010-07-14",39.580002,41,39,40.52,3310650,26.85622
"2010-07-15",40.619999,41.419998,39.98,41.299999,2957800,27.373198
"2010-07-16",41.240002,41.619999,39.959999,40.080002,2601800,26.564592
"2010-07-19",40.259998,40.880001,39.82,40.68,2062450,26.962273
"2010-07-20",39.84,41.560001,39.619999,41.52,2384150,27.519012
"2010-07-21",41.599998,42.060001,40.740002,41.220001,2754100,27.320179
"2010-07-22",41.66,42.98,41.400002,42.380001,2002800,28.089003
"2010-07-23",42.32,43.98,41.959999,43.919998,2940800,29.109703
"2010-07-26",43.82,43.98,42.82,43.200001,2738250,28.6325
"2010-07-27",43.380001,43.779999,42.880001,43.220001,3213250,28.645754
"2010-07-28",43.200001,43.919998,41.919998,42.599998,2657300,28.234831
"2010-07-29",42.82,43.619999,41.580002,42.139999,3540800,27.929937
"2010-07-30",43,46.16,42.32,45.360001,7689500,30.064123
"2010-08-02",45.860001,46.5,45.220001,45.540001,3350050,30.183434
"2010-08-03",45.240002,46.040001,45.18,45.720001,2877500,30.302727
"2010-08-04",47.16,48.939999,46.459999,48.639999,5637050,32.238075
"2010-08-05",47.959999,48.740002,47.459999,48.540001,2465750,32.171787
"2010-08-06",47.299999,49.240002,47.299999,49.220001,2913900,32.62249
"2010-08-09",49.5,49.939999,48.5,49.060001,3174350,32.516445
"2010-08-10",48.459999,49.66,47.939999,49.360001,2354200,32.71529
"2010-08-11",47.779999,48.040001,46.799999,47.139999,3056450,31.243885
"2010-08-12",46.52,47.66,46.5,47.540001,3141650,31.508989
"2010-08-13",47.220001,48.060001,47.139999,47.360001,2011800,31.3897
"2010-08-16",46.959999,47.779999,46.68,47.639999,2738000,31.575283
"2010-08-17",48,49.200001,47.82,48.639999,1739100,32.238075
"2010-08-18",48.360001,48.619999,47.439999,47.48,4532050,31.46924
"2010-08-19",47.119999,47.580002,46,47,2514350,31.151096
"2010-08-20",46.959999,47.419998,46.459999,47.279999,1705600,31.336679
"2010-08-23",47.619999,48.080002,47.02,47.080002,2615700,31.204123
"2010-08-24",46.18,46.48,45.16,45.220001,3288050,30.06073
"2010-08-25",44.720001,46.240002,44.619999,46.040001,2679950,30.605833
"2010-08-26",46.419998,46.799999,45.860001,46.139999,2173050,30.672306
"2010-08-27",46.439999,47,45.580002,46.82,2324850,31.124346
"2010-08-30",46.599998,46.779999,45.48,45.48,1420150,30.233566
"2010-08-31",45.060001,46.18,44.599998,45.720001,2201350,30.393103
"2010-09-01",46.939999,49.02,46.599998,48.98,2902550,32.560234
"2010-09-02",48.860001,50.959999,48.860001,50.759998,2526100,33.743538
"2010-09-03",51.459999,51.959999,50.200001,50.82,1506800,33.783421
"2010-09-07",50.580002,50.799999,49.220001,49.279999,1654550,32.759674
"2010-09-08",49.560001,50.639999,49.560001,50.380001,2431600,33.490913
"2010-09-09",50.880001,51.580002,50.18,51.080002,2104650,33.956261
"2010-09-10",51.299999,52.700001,50.82,51.720001,1884150,34.381702
"2010-09-13",52.32,53.099998,52.119999,53,1970900,35.232609
"2010-09-14",52.639999,53.880001,52.360001,53.68,2095600,35.684639
"2010-09-15",53.259998,53.799999,52.52,53.32,1779600,35.445316
"2010-09-16",53.279999,55.419998,53.060001,55.380001,3015900,36.814747
"2010-09-17",55.900002,57.799999,55.82,57.52,5324500,38.237343
"2010-09-20",56.32,57.919998,56.060001,57.700001,4042000,38.357014
"2010-09-21",57.740002,57.860001,56.84,57.299999,3237000,38.091103
"2010-09-22",56.599998,57.959999,56.48,56.799999,2278650,37.758717
"2010-09-23",56.48,57.459999,56.080002,56.619999,2107400,37.63905
"2010-09-24",57.240002,59.700001,57.220001,59.279999,2873500,39.407345
"2010-09-27",58.540001,59.139999,57.599998,58.580002,2294500,38.942001
"2010-09-28",59.119999,59.5,57.380001,58.02,3027100,38.569721
"2010-09-29",57.700001,58.599998,56.619999,56.82,3037750,37.772003
"2010-09-30",57.619999,58.16,55.860001,56.459999,2668750,37.532696
"2010-10-01",57.299999,57.299999,54.779999,55.419998,3653300,36.841316
"2010-10-04",55.599998,55.599998,53.959999,54.34,2241350,36.123379
"2010-10-05",55.119999,56.860001,54.98,56.599998,1989500,37.625751
"2010-10-06",56.439999,56.639999,54.720001,55.400002,1656550,36.828037
"2010-10-07",55.98,56.740002,55.299999,56.52,2279650,37.572578
"2010-10-08",55.16,56.700001,55.099998,56.580002,2254350,37.612461
"2010-10-11",56.639999,58.099998,56.639999,57,1891450,37.891666
"2010-10-12",56.919998,56.919998,54.52,55.82,3309100,37.107243
"2010-10-13",56.18,57.099998,55.900002,56.580002,1537650,37.612461
"2010-10-14",56.580002,56.68,54.799999,55.400002,1777050,36.828037
"2010-10-15",55.84,56.560001,55,55.639999,2819850,36.987591
"2010-10-18",55.5,55.700001,54.68,54.900002,2483050,36.495659
"2010-10-19",54.360001,54.68,53.040001,53.700001,1913350,35.697937
"2010-10-20",54.18,54.84,53.84,54.32,1752500,36.110092
"2010-10-21",55,56.619999,55,55.779999,1917550,37.080643
"2010-10-22",56,57.32,55.700001,56.560001,1804150,37.599163
"2010-10-25",57.18,58.740002,56.52,57.18,1980350,38.011326
"2010-10-26",57.080002,57.619999,55.720001,56.580002,2557050,37.612461
"2010-10-27",56.02,58.099998,56,58,3314200,38.556427
"2010-10-28",59,59,56.919998,58.279999,4226200,38.742565
"2010-10-29",58.099998,58.700001,56.200001,57.900002,4516100,38.489964
"2010-11-01",57.959999,58.5,56.580002,57.080002,1829850,37.94487
"2010-11-02",57.860001,57.880001,57.060001,57.380001,1391200,38.144276
"2010-11-03",57.34,57.400002,56.34,57.360001,2173050,38.130981
"2010-11-04",57.900002,57.919998,53.259998,54.34,6803750,36.123379
"2010-11-05",54.68,55.639999,54.380001,54.599998,4172300,36.29623
"2010-11-08",54.419998,56.040001,54.119999,56.040001,3333200,37.253487
"2010-11-09",56.380001,56.700001,54.299999,54.700001,2415100,36.362713
"2010-11-10",54.599998,55.02,53.900002,54.919998,1130650,36.508953
"2010-11-11",54.220001,54.880001,53.599998,54.639999,988350,36.322819
"2010-11-12",54.259998,54.540001,52.720001,53.32,1889500,35.445316
"2010-11-15",53.720001,53.98,51.360001,51.639999,3054150,34.328518
"2010-11-16",50.919998,51.759998,50.740002,51,3353600,33.995247
"2010-11-17",51.099998,52.240002,50.900002,52.119999,1659200,34.741795
"2010-11-18",52.599998,53.66,52.48,52.900002,2159400,35.261715
"2010-11-19",52.84,53.119999,51.98,52.419998,1425400,34.941769
"2010-11-22",51.560001,52.16,50.799999,51.740002,2310200,34.488499
"2010-11-23",51.259998,51.279999,50.060001,50.720001,2138650,33.808601
"2010-11-24",51.200001,52.599998,51.200001,52.439999,1772300,34.955101
"2010-11-26",52.040001,53.060001,51.880001,52.740002,1086100,35.155071
"2010-11-29",52.200001,53.939999,52.16,53.560001,2623650,35.701653
"2010-11-30",52.919998,53.139999,52.5,52.66,2436000,35.101749
"2010-12-01",54.32,55.200001,53.5,53.580002,2034600,35.714985
"2010-12-02",53.639999,54.16,53.32,53.919998,1651200,35.941624
"2010-12-03",53.84,54.720001,53.799999,54.099998,1339750,36.061615
"2010-12-06",54.060001,54.48,53.779999,54.380001,1510950,36.24826
"2010-12-07",54.900002,55.200001,53.740002,53.860001,1263450,35.901638
"2010-12-08",53.759998,54.099998,53.380001,54.02,823550,36.008286
"2010-12-09",54.259998,54.419998,53.560001,54.34,1401550,36.221596
"2010-12-10",54.599998,54.900002,54.02,54.880001,1261650,36.581547
"2010-12-13",55.18,55.200001,52.259998,52.259998,2948750,34.835114
"2010-12-14",52.32,52.48,50.919998,51.139999,2905450,34.088566
"2010-12-15",51.34,52.5,50.959999,51.380001,2916400,34.248531
"2010-12-16",51.740002,52.360001,51.279999,51.959999,1541100,34.635155
"2010-12-17",52.700001,53.68,52.139999,53.66,4344500,35.768311
"2010-12-20",53.700001,54.119999,52.639999,53.799999,2308850,35.861629
"2010-12-21",54.060001,55.060001,54.060001,54.380001,1926300,36.24826
"2010-12-22",54.32,54.540001,52.98,53.240002,1481150,35.488369
"2010-12-23",53.119999,53.34,52.119999,52.66,1128600,35.101749
"2010-12-27",52.48,52.52,50.900002,51.139999,1762300,34.088566
"2010-12-28",51.16,51.560001,50.900002,50.959999,1388950,33.968563
"2010-12-29",50.98,51.48,50.900002,51.16,1105650,34.101887
"2010-12-30",51.060001,51.16,49.68,50.560001,1389800,33.701939
"2010-12-31",50.619999,50.66,49.779999,50.18,1020200,33.448639
"2011-01-03",50.299999,50.48,47.52,49.580002,5878100,33.048698
"2011-01-04",49.98,50.240002,48.799999,48.84,3970850,32.555443
"2011-01-05",49.560001,51.700001,49.299999,50.860001,5166550,33.901917
"2011-01-06",50.84,50.900002,49.599998,50.200001,2088050,33.461979
"2011-01-07",50.419998,51.32,50.099998,51.240002,2192800,34.155209
"2011-01-10",50.98,51.119999,50.400002,51.02,1802850,34.008572
"2011-01-11",51.34,52.720001,50.959999,52.720001,4301650,35.141731
"2011-01-12",52.919998,53.400002,52.220001,53.299999,3462600,35.528355
"2011-01-13",53.16,55.82,52.700001,54.240002,4931100,36.154934
"2011-01-14",53.900002,54.619999,53.299999,54.599998,2718100,36.394897
"2011-01-18",54.580002,54.82,52.779999,53.380001,2609800,35.581684
"2011-01-19",53.040001,53.540001,52.360001,52.68,2514700,35.115074
"2011-01-20",52.580002,53.439999,52.040001,52.580002,1547050,35.04842
"2011-01-21",53.16,53.419998,51.799999,51.959999,2799850,34.635155
"2011-01-24",52.040001,52.200001,51.34,51.959999,3044100,34.635155
"2011-01-25",51.900002,51.919998,50.919998,51.52,1232350,34.341862
"2011-01-26",51.5,51.5,50.5,50.68,2333800,33.78194
"2011-01-27",50.98,51.599998,50.439999,50.779999,1856800,33.848591
"2011-01-28",50.700001,50.740002,49.560001,49.959999,2101350,33.30201
"2011-01-31",49.959999,50.439999,49.040001,50.32,2063650,33.541958
"2011-02-01",50.639999,51.48,50.380001,50.639999,1627400,33.755283
"2011-02-02",50.380001,50.959999,50.18,50.459999,1444500,33.635284
"2011-02-03",50.700001,50.860001,49.799999,49.959999,1488500,33.30201
"2011-02-04",50,50.939999,49.759998,50.5,1582850,33.661938
"2011-02-07",50.779999,51.16,50.360001,50.599998,1872050,33.728611
"2011-02-08",50.66,52.119999,50.459999,51.959999,3064550,34.635155
"2011-02-09",51.759998,52.080002,50.459999,50.860001,2032900,33.901917
"2011-02-10",50.700001,51.799999,50.360001,51.380001,3036150,34.248531
"2011-02-11",43.860001,44.18,41.98,42.619999,23723300,28.409355
"2011-02-14",43.259998,44.18,42.639999,43.380001,6680050,28.915951
"2011-02-15",43.459999,43.959999,43.220001,43.419998,4755800,28.94261
"2011-02-16",43.799999,43.799999,42.380001,42.380001,4214600,28.249372
"2011-02-17",42.48,42.52,41.98,42.02,3179950,28.009401
"2011-02-18",42.02,42.240002,41.700001,41.919998,3401500,27.942747
"2011-02-22",41.599998,42,40.619999,40.720001,3694900,27.14286
"2011-02-23",40.759998,41.299999,40.240002,40.639999,3773900,27.089531
"2011-02-24",40.900002,41.139999,39.919998,40.540001,3704950,27.022877
"2011-02-25",40.639999,40.639999,39.779999,40.279999,3398750,26.849579
"2011-02-28",40.279999,40.32,39.68,39.720001,3371900,26.476292
"2011-03-01",40.040001,40.16,39.240002,39.380001,3069850,26.249657
"2011-03-02",39.259998,40.139999,39.220001,39.799999,5442500,26.529612
"2011-03-03",40.240002,40.599998,40.02,40.400002,4482900,26.92956
"2011-03-04",40.240002,41.580002,40.220001,41.560001,5268900,27.702782
"2011-03-07",41.400002,42.099998,41.139999,42,5436000,27.996078
"2011-03-08",42.959999,43.580002,42.32,43.200001,6290850,28.795965
"2011-03-09",43.419998,43.560001,42.560001,42.900002,3802500,28.688969
"2011-03-10",42.419998,43.02,41.619999,42.939999,4454950,28.715715
"2011-03-11",42.639999,43.82,42.459999,43.599998,3504100,29.157087
"2011-03-14",43.279999,43.599998,42.799999,43.400002,3815750,29.023338
"2011-03-15",42.139999,43.66,41.779999,43.380001,4536150,29.009962
"2011-03-16",42.919998,43.52,42.720001,42.98,6849350,28.742466
"2011-03-17",43.48,43.560001,42.959999,43.080002,4542300,28.809338
"2011-03-18",43.540001,43.560001,42.639999,42.639999,4215250,28.515095
"2011-03-21",43.32,43.939999,43.099998,43.200001,3347600,28.889589
"2011-03-22",43.200001,43.439999,43,43.16,3610300,28.862833
"2011-03-23",42.959999,43.299999,42.560001,43.060001,2852750,28.795967
"2011-03-24",43.240002,43.939999,43.060001,43.720001,1753700,29.237337
"2011-03-25",43.939999,44.639999,43.540001,43.66,2231400,29.197214
"2011-03-28",43.98,44.02,42.98,43.240002,2822250,28.916334
"2011-03-29",43.32,44.099998,43.060001,43.98,2277350,29.411203
"2011-03-30",44.419998,45.68,44.099998,45.66,3139600,30.534687
"2011-03-31",45.32,45.66,44.860001,45.32,2630300,30.307318
"2011-04-01",45.48,45.759998,44.299999,44.52,2596050,29.772327
"2011-04-04",44.720001,45,44,44.860001,1772800,29.999693
"2011-04-05",47,47.099998,45.419998,45.439999,4983600,30.387571
"2011-04-06",45.759998,45.860001,44.52,44.959999,2853600,30.066568
"2011-04-07",44.779999,45.200001,44.220001,44.799999,3217400,29.959578
"2011-04-08",50.860001,51.5,48.900002,50.599998,20887150,33.838276
"2011-04-11",50.48,50.880001,48.799999,49.040001,7334800,32.795036
"2011-04-12",48.720001,48.799999,48.040001,48.419998,3986150,32.380405
"2011-04-13",48.560001,48.68,47.419998,47.98,2672450,32.086163
"2011-04-14",47.68,47.939999,46.639999,47.299999,3126100,31.631428
"2011-04-15",47.439999,47.779999,46.900002,47.32,2565700,31.6448
"2011-04-18",47,47.439999,46.52,46.82,3103350,31.310429
"2011-04-19",46.740002,46.98,46.040001,46.580002,2464900,31.149939
"2011-04-20",47.040001,47.779999,46.799999,47.18,2022500,31.551172
"2011-04-21",47.299999,47.98,46.959999,47.68,1884900,31.885551
"2011-04-25",47.700001,49.200001,47.66,48.759998,3755750,32.607773
"2011-04-26",49.02,49.02,48.439999,48.759998,2998750,32.607773
"2011-04-27",48.779999,49.099998,48.400002,48.5,4068800,32.433926
"2011-04-28",48.68,49.48,48.299999,49.360001,3450000,33.009037
"2011-04-29",49.34,51.220001,48.919998,50.040001,6150000,33.463779
"2011-05-02",51.200001,51.220001,50.400002,50.740002,2586850,33.931885
"2011-05-03",50.66,50.900002,49.48,49.959999,2331650,33.410275
"2011-05-04",49.880001,50.299999,49.400002,49.439999,3086200,33.062531
"2011-05-05",49.119999,50.080002,48.52,49.459999,1783150,33.075901
"2011-05-06",50.119999,50.939999,49.759998,50.52,3314050,33.784767
"2011-05-09",50.540001,51.080002,50.16,50.799999,2666800,33.972012
"2011-05-10",51,51.139999,50.540001,50.700001,1748300,33.90514
"2011-05-11",50.619999,50.84,49.68,50.16,1949400,33.544025
"2011-05-12",50.18,50.66,49.5,50.240002,1923900,33.597519
"2011-05-13",50.700001,51.200001,50.32,50.34,2397200,33.664402
"2011-05-16",50.599998,50.68,49.880001,49.900002,2551650,33.370159
"2011-05-17",49.900002,51.259998,49.900002,51.119999,3486550,34.186016
"2011-05-18",51.259998,54.099998,51.16,53.279999,6489400,35.630493
"2011-05-19",53.48,54.68,53.400002,54.52,3873050,36.459721
"2011-05-20",54.560001,56.18,54.439999,55.139999,5001850,36.874344
"2011-05-23",54.5,55.82,53.720001,55.099998,2797550,36.847603
"2011-05-24",55.299999,56,54.66,54.720001,2050000,36.593483
"2011-05-25",54.639999,54.939999,54.279999,54.66,1440650,36.647114
"2011-05-26",54.580002,54.799999,54.220001,54.720001,1595050,36.687344
"2011-05-27",54.759998,55.900002,54.66,55.380001,1561100,37.129841
"2011-05-31",55.740002,56.299999,55.34,56.02,2190550,37.558937
"2011-06-01",55.380001,56.599998,54.880001,55.599998,3924800,37.277351
"2011-06-02",55.560001,56.060001,55.259998,55.84,2114050,37.438255
"2011-06-03",55.259998,56.119999,54.939999,55.259998,2281600,37.049393
"2011-06-06",55.200001,55.48,53.720001,53.860001,2323050,36.110764
"2011-06-07",55.02,55.220001,53.759998,53.779999,2812800,36.057102
"2011-06-08",53.740002,54.419998,53.34,54.299999,3279950,36.40575
"2011-06-09",54.220001,54.939999,53.880001,54.639999,1727300,36.633701
"2011-06-10",54.279999,54.560001,53.759998,54,1884950,36.204617
"2011-06-13",54.139999,55.380001,54.099998,54.959999,2399050,36.848251
"2011-06-14",55.540001,56.360001,55.400002,55.439999,2549800,37.170074
"2011-06-15",54.860001,55.279999,54.099998,54.459999,2276600,36.513004
"2011-06-16",54.459999,54.68,53.439999,54.02,1910150,36.218029
"2011-06-17",54.759998,54.759998,53.98,54.060001,2007800,36.244854
"2011-06-20",54.200001,54.900002,54,54.740002,1906650,36.700752
"2011-06-21",54.880001,56.740002,54.380001,56.560001,3721700,37.920982
"2011-06-22",56.5,57.580002,56.119999,56.139999,2358350,37.639385
"2011-06-23",55.48,56.720001,54.66,56.580002,2404450,37.934395
"2011-06-24",56.599998,57.540001,55.84,55.919998,2139400,37.491879
"2011-06-27",55.939999,57.220001,55.720001,55.779999,3188500,37.398029
"2011-06-28",56.119999,56.860001,55.84,56.860001,1969000,38.12212
"2011-06-29",57.02,57.619999,56.119999,57.18,1704950,38.336658
"2011-06-30",57.400002,58.279999,57.099998,57.98,1514550,38.873028
"2011-07-01",57.919998,59.259998,57.779999,59.080002,1136550,39.610535
"2011-07-05",58.98,59.900002,58.52,59.860001,2412900,40.13348
"2011-07-06",59.860001,60,59.099998,59.759998,1609650,40.066444
"2011-07-07",60.220001,60.639999,59.68,60.5,1785400,40.562584
"2011-07-08",59.779999,61.360001,59.139999,61.360001,1847950,41.139164
"2011-07-11",60.52,61.68,60,60.779999,2319750,40.750301
"2011-07-12",60.599998,61.82,59.900002,61.139999,3558100,40.991661
"2011-07-13",61.419998,62.02,60.82,61.220001,2199650,41.045322
"2011-07-14",61.619999,61.82,59.860001,60.419998,1831100,40.508938
"2011-07-15",60.66,61.380001,59.84,60.52,1797050,40.575985
"2011-07-18",60.200001,60.380001,58.82,59.5,2102850,39.892113
"2011-07-19",60.080002,61.200001,59.860001,60.639999,3629950,40.656437
"2011-07-20",60.560001,60.82,59.599998,59.799999,2072550,40.093258
"2011-07-21",58.939999,61.200001,58.52,60.099998,2154500,40.294384
"2011-07-22",60.200001,60.799999,59.740002,60.099998,1786700,40.294384
"2011-07-25",59.860001,61.119999,59.799999,60.34,1449400,40.455303
"2011-07-26",60.34,61.860001,60.259998,61.18,2189550,41.01849
"2011-07-27",61.34,61.860001,59.48,59.52,1812650,39.905533
"2011-07-28",59.360001,59.439999,57.200001,57.98,3341050,38.873028
"2011-07-29",61.02,65.779999,59.82,63.380001,7709300,42.493484
"2011-08-01",63.380001,63.700001,61.66,62.799999,3453350,42.104618
"2011-08-02",62.279999,63.34,60.860001,60.900002,2739100,40.830761
"2011-08-03",60.880001,61.360001,59.400002,61.279999,2668950,41.085533
"2011-08-04",60.360001,60.599998,57.740002,57.740002,3833200,38.712116
"2011-08-05",58.880001,59.139999,55.939999,57.16,4669800,38.323254
"2011-08-08",55.540001,56.5,52.98,53.560001,3911100,35.909607
"2011-08-09",54.060001,56.66,53.18,56.619999,3605200,37.961212
"2011-08-10",55.599998,56.400002,54.200001,54.900002,2729250,36.808033
"2011-08-11",55.139999,57.52,54.32,56.860001,2563150,38.12212
"2011-08-12",57.119999,58,56.380001,57.540001,1362900,38.57803
"2011-08-15",57.900002,59.439999,57.82,59.259998,2387850,39.73122
"2011-08-16",58.66,58.98,57.779999,58.68,2124250,39.34235
"2011-08-17",58.82,59.32,56.540001,57.84,2625000,38.779163
"2011-08-18",56.580002,56.860001,53.279999,54.099998,2778450,36.271656
"2011-08-19",52.419998,54.540001,52.419998,53.060001,2600200,35.574379
"2011-08-22",53.959999,54.740002,53.5,53.599998,2464700,35.93644
"2011-08-23",53.68,55.380001,52.900002,55.279999,2460400,37.062805
"2011-08-24",54.939999,55.580002,53.939999,55.48,1706800,37.291325
"2011-08-25",55.560001,56.060001,54.220001,54.459999,4762900,36.605709
"2011-08-26",54.299999,56.360001,53.220001,56.060001,3064600,37.681183
"2011-08-29",56.599998,58.619999,56.580002,58.52,4438050,39.334682
"2011-08-30",58.48,60.5,58.48,59.98,2946950,40.31604
"2011-08-31",60.400002,61.48,59.799999,60.619999,2080550,40.74622
"2011-09-01",60.779999,61.880001,60.259998,60.400002,2084900,40.598343
"2011-09-02",58.400002,59.700001,58,58.48,4109350,39.307812
"2011-09-06",57.34,59.540001,56.959999,59.540001,2072400,40.020287
"2011-09-07",60.52,61.599998,60.040001,60.900002,2271700,40.934429
"2011-09-08",60.619999,61.459999,59.740002,60,1677100,40.329491
"2011-09-09",59.68,60.419998,57.860001,58.259998,2429600,39.159935
"2011-09-12",57.259998,59.34,56.939999,59.279999,2094600,39.845539
"2011-09-13",59.459999,60,59,59.560001,1690850,40.033737
"2011-09-14",59.16,59.98,57.5,59.419998,2675900,39.939617
"2011-09-15",60,60.060001,58.900002,59.080002,1920200,39.711105
