"dates","DOV.Open","DOV.High","DOV.Low","DOV.Close","DOV.Volume","DOV.Adjusted"
"2011-06-23",42.472466,43.498077,41.963013,43.47797,2760856,35.408154
"2011-06-24",43.524895,43.672367,42.559608,42.666862,1907552,34.747589
"2011-06-27",42.747303,43.437748,42.3451,43.243351,1348578,35.217094
"2011-06-28",43.39753,44.443253,43.317089,44.416439,1673042,36.172436
"2011-06-29",44.671165,44.751606,44.007534,44.483475,2081345,36.227032
"2011-06-30",44.677872,45.737,44.590729,45.448757,1970058,37.013145
"2011-07-01",45.522491,46.427444,45.328094,46.313488,1338583,37.717381
"2011-07-05",46.360413,46.568218,45.985023,46.239754,1235500,37.657345
"2011-07-06",46.186127,46.621845,45.891178,46.420742,1968119,37.80471
"2011-07-07",46.876572,47.024044,46.561512,46.816242,2275278,38.126808
"2011-07-08",46.072166,46.467667,45.917992,46.380524,1857875,37.771965
"2011-07-11",45.703484,45.797333,44.845455,45.187325,1374983,36.80024
"2011-07-12",45.053257,45.247658,44.255558,44.282372,2059416,36.063267
"2011-07-13",44.617538,45.039852,44.309185,44.456657,1812525,36.205189
"2011-07-14",44.604134,44.878971,43.752808,43.906982,1982291,35.757542
"2011-07-15",44.181824,44.248856,43.504784,44.222042,1529831,36.014133
"2011-07-18",43.980721,44.134899,43.511486,44.020943,2218143,35.850346
"2011-07-19",44.470066,44.966114,44.282372,44.959412,1467026,36.614624
"2011-07-20",45.147106,45.321392,44.516991,44.617538,1771948,36.336201
"2011-07-21",44.899082,45.167213,44.275669,44.483475,2924207,36.227032
"2011-07-22",44.684574,45.17392,44.155006,44.805233,3416050,36.489067
"2011-07-25",44.778419,45.301281,44.342701,44.657761,2127293,36.368965
"2011-07-26",44.697979,44.919189,43.189724,43.283573,2308694,35.249836
"2011-07-27",42.948402,42.968513,41.192123,41.326191,4910824,33.655758
"2011-07-28",41.42004,41.802132,40.387722,40.494976,3322813,32.978817
"2011-07-29",40.200027,41.3396,39.918488,40.535194,3884024,33.01157
"2011-08-01",41.111687,41.319489,39.972115,40.736298,3411724,33.175358
"2011-08-02",40.347504,40.729591,39.127491,39.147602,3485866,31.881529
"2011-08-03",39.080566,39.884972,38.416935,39.697277,3713065,32.329178
"2011-08-04",38.839249,39.040348,36.901978,36.982418,4618283,30.118214
"2011-08-05",37.5522,37.934296,36.050652,37.069561,6129168,30.189184
"2011-08-08",35.715485,36.40593,33.912281,33.925686,4965572,27.628838
"2011-08-09",34.642944,36.204826,33.523483,36.184719,6713503,29.468578
"2011-08-10",35.226139,36.137794,34.448547,34.575912,5036581,28.158381
"2011-08-11",34.756905,37.156704,34.689869,36.613731,3166473,29.817965
"2011-08-12",36.888569,37.196926,36.466259,36.901978,2711030,30.05271
"2011-08-15",37.277367,38.128693,37.257256,37.900776,2563044,30.866125
"2011-08-16",37.243847,37.58572,36.580215,36.90868,2643452,30.058167
"2011-08-17",37.170113,37.36451,35.956802,36.432743,2236044,29.670565
"2011-08-18",35.387016,35.387016,33.737991,34.146896,4149563,27.808992
"2011-08-19",33.644146,34.756905,33.456451,33.53019,3369059,27.306744
"2011-08-22",34.515583,34.602726,33.898872,34.227337,3147528,27.874502
"2011-08-23",34.388218,35.869659,34.140194,35.862957,2592880,29.206535
"2011-08-24",35.802628,36.700874,35.561306,36.640545,2591836,29.839798
"2011-08-25",36.794724,37.237144,35.27306,35.420536,2246785,28.846233
"2011-08-26",35.219433,36.720985,34.515583,36.459557,2290793,29.692404
"2011-08-29",36.948898,37.786819,36.848351,37.72649,1779855,30.90316
"2011-08-30",37.579018,38.658257,37.183517,38.37001,2056731,31.430296
"2011-08-31",38.705181,39.42244,38.095173,38.557705,2046587,31.584034
"2011-09-01",38.631443,39.147602,37.679565,37.914185,2520827,31.05691
"2011-09-02",37.002525,37.579018,36.439445,36.881866,2459813,30.211298
"2011-09-06",35.614933,36.218235,35.232841,36.110981,3264633,29.579838
"2011-09-07",36.291969,36.439445,35.373611,36.151199,6002665,29.612793
"2011-09-08",36.043945,36.566811,35.3535,35.521084,5348962,29.096628
"2011-09-09",35.13229,35.427238,34.287666,34.636242,3350560,28.371822
"2011-09-12",34.193821,34.39492,32.879963,33.650848,4958561,27.564659
"2011-09-13",33.798325,34.723385,33.543594,34.321186,3393375,28.11375
"2011-09-14",34.596024,35.500977,33.737991,34.964706,4013064,28.640884
"2011-09-15",35.427238,35.521084,34.870861,35.467461,2388356,29.052717
"2011-09-16",35.681965,35.929989,34.783714,35.085365,2817395,28.739717
"2011-09-19",34.20723,34.984818,33.952499,34.736794,1896811,28.454184
"2011-09-20",34.750198,35.192619,34.006126,34.053051,2018541,27.894115
"2011-09-21",33.959202,34.267559,33.01403,33.034142,3439919,27.059488
"2011-09-22",31.948196,32.068855,30.446646,30.882362,5128923,25.296888
"2011-09-23",30.788515,31.767206,30.600822,31.023132,3943249,25.412193
"2011-09-26",31.391817,32.538094,30.553898,32.457653,3550460,26.587263
"2011-09-27",33.496674,33.912281,32.491169,32.705677,3557173,26.790436
"2011-09-28",32.631939,33.060955,31.358301,31.418631,4276514,25.736164
"2011-09-29",32.068855,32.390617,31.103575,32.008526,3484821,26.219368
"2011-09-30",30.91588,31.619732,30.848846,31.23764,4208936,25.587906
"2011-10-03",30.929285,31.505775,29.91708,29.923782,3948022,24.511677
"2011-10-04",29.481361,31.901274,29.253447,31.827536,3580296,26.071114
"2011-10-05",31.968307,33.000622,31.478962,32.846447,3297751,26.905737
"2011-10-06",32.759304,33.992722,32.685566,33.945797,2293627,27.806265
"2011-10-07",34.140194,34.187119,33.241943,33.543594,2928235,27.476807
"2011-10-10",34.361404,35.199326,34.361404,35.192619,1766727,28.827576
"2011-10-11",34.93119,35.554604,34.803825,35.400425,2407302,28.997791
"2011-10-12",35.641747,36.707581,35.641747,36.26516,2428037,29.706135
"2011-10-13",35.836143,35.862957,34.917782,35.52779,2340022,29.102119
"2011-10-14",36.151199,36.26516,35.400425,36.084167,2769210,29.557878
"2011-10-17",35.849548,36.070763,34.435143,34.716682,2681791,28.437719
"2011-10-18",34.890968,36.848351,34.770309,36.446148,2378659,29.854383
"2011-10-19",36.479664,36.707581,35.226139,35.393723,2226347,28.992308
"2011-10-20",35.500977,36.064056,34.783714,35.896473,3660107,29.404125
"2011-10-21",36.653954,36.653954,34.019535,35.333389,6296249,28.94289
"2011-10-24",35.30658,36.224937,35.192619,36.023838,3666521,29.508446
"2011-10-25",35.909882,37.41143,35.038445,36.640545,3912667,30.013622
"2011-10-26",37.096375,37.666161,36.178013,37.304176,3464981,30.557226
"2011-10-27",38.772213,39.32859,38.242649,38.845951,3413663,31.820147
"2011-10-28",38.658257,39.476067,38.584518,39.32859,2405511,32.215504
"2011-10-31",38.584518,38.631443,37.22374,37.22374,4156724,30.491333
"2011-11-01",35.735592,37.009232,35.380314,36.298676,3503469,29.733589
"2011-11-02",36.98912,37.304176,36.359005,36.868462,2385671,30.200325
"2011-11-03",37.230442,38.37001,36.828239,38.289574,2395218,31.364407
"2011-11-04",37.860558,38.309681,37.458355,38.135395,2061057,31.238108
"2011-11-07",38.1488,38.235947,36.801426,37.599125,2674034,30.798832
"2011-11-08",37.800228,38.068359,37.04945,37.746601,2334950,30.919632
"2011-11-09",36.841648,36.841648,35.702076,36.070763,3714110,29.546904
"2011-11-10",36.506477,36.633842,35.849548,36.097572,2493079,29.568857
"2011-11-11",36.754501,37.920887,36.714283,37.719788,1946786,30.89768
"2011-11-14",37.579018,38.075066,37.250549,37.511982,1637538,30.727444
"2011-11-15",37.284069,38.034843,37.163406,37.793522,1545494,30.958082
"2011-11-16",37.290771,37.739895,36.948898,37.002525,2540071,30.310137
"2011-11-17",36.868462,37.056152,35.521084,35.816032,3231963,29.338236
"2011-11-18",36.238346,36.305378,35.547897,35.601524,2680896,29.162529
"2011-11-21",35.051849,35.138992,33.744698,34.361404,3765129,28.146696
"2011-11-22",34.401627,34.864155,34.086567,34.770309,2662696,28.481653
"2011-11-23",34.415031,34.428436,33.711178,33.784916,2260659,27.674473
"2011-11-25",33.677662,34.274261,33.61063,33.691071,757233,27.597609
"2011-11-28",34.502174,35.172512,34.475361,34.864155,1926945,28.738634
"2011-11-29",35.004929,35.856255,34.984818,35.52779,3026991,29.285669
"2011-11-30",36.969009,37.646049,35.816032,36.848351,9052331,30.374212
"2011-12-01",36.667358,37.257256,36.613731,36.707581,2775624,30.258179
"2011-12-02",37.217033,37.860558,37.176815,37.458355,3181690,30.877048
"2011-12-05",38.095173,38.718586,37.666161,38.551003,3604463,31.777719
"2011-12-06",38.437046,38.939796,38.195724,38.597927,2732363,31.816395
"2011-12-07",38.349903,39.201229,37.940998,39.026939,3241660,32.170029
"2011-12-08",38.597927,38.812431,37.250549,37.357803,2475775,30.794155
"2011-12-09",37.659454,38.517487,37.36451,38.343197,2079854,31.606419
"2011-12-12",37.847149,37.914185,36.942196,37.424839,1947979,30.849419
"2011-12-13",37.786819,38.095173,36.821537,37.22374,2522020,30.683653
"2011-12-14",36.90868,37.116486,36.647247,36.935493,2133707,30.446045
"2011-12-15",37.458355,37.592422,36.995823,37.511982,2606008,30.921242
"2011-12-16",37.813633,38.483971,37.438244,37.632645,4124650,31.0207
"2011-12-19",37.760006,38.041546,36.875164,36.982418,1491193,30.484716
"2011-12-20",37.800228,38.953205,37.766708,38.812431,1676324,31.993214
"2011-12-21",38.805729,39.167709,37.927589,38.530891,2751607,31.761133
"2011-12-22",38.772213,38.899578,38.46386,38.60463,1850864,31.821924
"2011-12-23",38.859356,39.395626,38.778915,39.375515,1251313,32.457375
"2011-12-27",39.1409,39.730793,39.134193,39.496178,1265784,32.55682
"2011-12-28",39.341999,39.549805,38.584518,38.618034,1205515,31.83297
"2011-12-29",38.819138,39.274963,38.738697,39.161007,1521477,32.28054
"2011-12-30",39.214634,39.482769,38.912983,38.912983,1026948,32.076088
"2012-01-03",39.931892,40.132996,39.576614,39.610134,2064041,32.650761
"2012-01-04",39.321888,39.455956,38.591225,38.993423,3014013,32.142414
"2012-01-05",38.497375,39.382217,38.081768,39.335297,2120132,32.424217
"2012-01-06",39.201229,39.254856,38.557705,38.651554,2021972,31.860598
"2012-01-09",38.839249,38.839249,38.343197,38.517487,2068516,31.750092
"2012-01-10",39.067162,39.730793,38.96661,39.670464,2993724,32.700489
"2012-01-11",39.496178,39.858158,39.395626,39.583321,1567125,32.628658
"2012-01-12",39.703979,40.28717,39.496178,40.166512,2270206,33.10939
"2012-01-13",39.777718,40.434647,39.36211,40.367611,1765981,33.27515
"2012-01-17",40.890472,41.078167,40.347504,40.387722,1508796,33.291721
"2012-01-18",40.414536,40.997726,40.1464,40.622341,2234254,33.48513
"2012-01-19",40.810036,40.917286,40.474865,40.789925,1796712,33.623268
"2012-01-20",40.682671,40.682671,39.46936,39.771011,3139025,32.783367
"2012-01-23",39.650352,40.246952,39.516285,40.166512,1986318,33.10939
"2012-01-24",39.750904,41.02454,39.623539,40.535194,2652104,33.4133
"2012-01-25",41.366413,41.56081,40.193325,40.796627,2874530,33.628792
"2012-01-26",41.822239,42.371918,41.688171,42.184223,3348024,34.772591
"2012-01-27",42.056858,42.867966,41.916088,42.693676,2500389,35.192535
"2012-01-30",42.425541,42.532795,41.869164,42.392025,1459866,34.943886
"2012-01-31",42.680271,42.888073,42.12389,42.505981,2558718,35.037823
"2012-02-01",43.035549,43.444454,42.599831,43.189724,2188158,35.601429
"2012-02-02",43.290276,43.404232,43.089176,43.250053,1260563,35.651165
"2012-02-03",43.685772,44.181824,43.685772,43.994129,1735399,36.264496
"2012-02-06",43.658958,43.846653,43.484673,43.612038,1265038,35.949551
"2012-02-07",43.370716,43.571815,43.055656,43.498077,1036943,35.855606
"2012-02-08",43.632149,43.813137,43.357307,43.692478,1307852,36.015854
"2012-02-09",43.833248,43.90028,43.524895,43.826546,1082890,36.126369
"2012-02-10",43.290276,43.323792,42.847855,43.243351,751116,35.645622
"2012-02-13",43.692478,44.268967,43.498077,44.268967,1560711,36.491066
"2012-02-14",44.222042,44.329296,43.873466,44.242153,1411084,36.468952
"2012-02-15",44.57732,44.597431,43.746105,43.994129,1759566,36.264496
"2012-02-16",44.108086,44.785126,43.90028,44.651058,1465087,36.806019
"2012-02-17",44.925896,45.046555,44.000832,44.302483,1325455,36.518681
"2012-02-21",44.49688,44.738201,44.014236,44.590729,1629930,36.756279
"2012-02-22",44.047756,44.724792,44.047756,44.12149,1191642,36.36948
"2012-02-23",43.967316,44.020943,43.531597,43.960609,1151513,36.236877
"2012-02-24",44.054459,44.449955,43.866764,44.020943,1244302,36.286606
"2012-02-27",43.518188,43.893578,43.136097,43.578522,1706309,36.095058
"2012-02-28",43.652256,43.692478,42.995327,43.310387,1598602,35.872963
"2012-02-29",43.330498,43.464561,42.700378,42.914886,1528040,35.545372
"2012-03-01",43.015438,43.504784,42.693676,42.934998,1600989,35.562027
"2012-03-02",42.754005,42.787525,42.29818,42.418839,1722421,35.134518
"2012-03-05",42.37862,42.619942,41.895977,42.526093,2176223,35.223351
"2012-03-06",41.963013,41.963013,40.669262,40.722889,2607500,33.729813
"2012-03-07",40.655857,41.292675,40.655857,41.151905,3781986,34.085159
"2012-03-08",41.426743,41.942902,41.292675,41.788723,1685275,34.612591
"2012-03-09",41.869164,42.499279,41.782021,42.324993,2535745,35.056774
"2012-03-12",42.231144,42.459061,42.097076,42.291473,1572197,35.029026
"2012-03-13",42.586422,43.30368,42.586422,43.296978,1446440,35.861862
"2012-03-14",43.176319,43.270164,42.673569,42.854557,1533709,35.495407
"2012-03-15",42.9417,43.08247,42.552906,43.015438,1403327,35.628674
"2012-03-16",43.109283,43.169617,42.914886,42.995327,1648428,35.612015
"2012-03-19",42.955109,43.270164,42.754005,43.042252,1359021,35.650871
"2012-03-20",42.680271,42.854557,42.311584,42.385323,2039575,35.106739
"2012-03-21",42.3451,42.3451,41.647953,41.976418,2003922,34.76807
"2012-03-22",41.547401,41.614437,40.743,41.312786,1834902,34.218391
"2012-03-23",41.359711,41.942902,41.319489,41.916088,3394419,34.718113
"2012-03-26",42.398727,42.546204,42.231144,42.51939,2254244,35.2178
"2012-03-27",42.646751,42.666862,42.097076,42.217739,2555287,34.967941
"2012-03-28",42.324993,42.505981,41.158607,41.272564,3581340,34.185085
"2012-03-29",41.011135,41.768616,40.897179,41.708282,3056081,34.545979
"2012-03-30",41.916088,42.231144,41.761909,42.190926,3011327,34.94574
"2012-04-02",42.103783,43.142803,41.869164,42.928295,2238431,35.556484
"2012-04-03",42.921593,43.015438,42.217739,42.492577,1899645,35.195591
"2012-04-04",41.949604,42.311584,41.929493,42.237846,1736145,34.984604
"2012-04-05",42.023342,42.023342,41.084869,41.151905,5471438,34.085159
"2012-04-09",40.468163,40.950806,40.42794,40.763111,2118789,33.763115
"2012-04-10",40.582119,40.783218,40.025742,40.173214,3766173,33.274529
"2012-04-11",40.689373,40.743,40.220139,40.32069,2014513,33.396671
"2012-04-12",40.38102,40.890472,40.38102,40.796627,2999691,33.790878
"2012-04-13",41.353004,41.433445,40.736298,40.836845,4008291,33.824184
"2012-04-16",41.091576,41.285973,40.722889,40.890472,2533209,33.868603
"2012-04-17",41.56081,42.103783,41.158607,41.849052,3848072,34.662567
"2012-04-18",41.963013,42.29818,40.709484,40.917286,3878803,33.890816
"2012-04-19",40.944099,40.991024,39.838047,40.139698,2685222,33.246754
"2012-04-20",40.293877,40.588821,40.059258,40.300579,2681493,33.380005
"2012-04-23",39.717384,40.468163,39.576614,40.42794,2765629,33.4855
"2012-04-24",40.562008,40.997726,40.481567,40.803329,2401931,33.796429
"2012-04-25",41.42004,41.56081,41.037949,41.232346,2031520,34.151768
"2012-04-26",41.16531,41.929493,40.810036,41.768616,1815956,34.595943
"2012-04-27",41.849052,42.686974,41.815536,42.566315,2715207,35.256668
"2012-04-30",42.425541,42.505981,41.688171,42.003231,1746588,34.790279
"2012-05-01",41.922791,42.398727,41.473667,42.043449,1938134,34.823589
"2012-05-02",41.922791,42.023342,41.507183,41.674767,2519633,34.51823
"2012-05-03",41.647953,41.761909,40.816738,41.078167,1758373,34.024078
"2012-05-04",40.950806,40.950806,39.905079,40.24025,1746140,33.330044
"2012-05-07",40.119587,40.226841,39.516285,39.556507,2868414,32.763725
"2012-05-08",39.241447,39.435844,38.792324,39.36211,4402421,32.602707
"2012-05-09",38.866058,39.610134,38.705181,39.073864,4250856,32.363964
"2012-05-10",39.462658,40.159809,39.42244,39.489471,2477714,32.708176
"2012-05-11",39.221336,39.884972,39.194527,39.415733,2135945,32.647114
"2012-05-14",38.845951,39.429142,38.517487,39.10738,1790148,32.391708
"2012-05-15",39.067162,39.067162,38.289574,38.376717,2574830,31.786522
"2012-05-16",38.584518,38.644848,38.041546,38.142097,1764042,31.592194
"2012-05-17",38.135395,38.175613,36.922089,36.922089,2481742,30.581688
"2012-05-18",37.22374,37.532093,36.781315,36.915382,1977218,30.576139
"2012-05-21",37.096375,38.383419,37.096375,38.329792,2809936,31.747643
"2012-05-22",38.396824,38.51078,37.827042,38.068359,2257526,31.531118
"2012-05-23",37.686272,38.778915,37.438244,38.731995,1967522,32.080784
"2012-05-24",38.993423,39.04705,38.390121,39.04705,1804768,32.341736
"2012-05-25",39.067162,39.315186,38.571114,38.731995,1409145,32.080784
"2012-05-29",38.745399,39.536396,38.644848,39.248154,1914563,32.686504
"2012-05-30",38.758808,38.819138,38.289574,38.631443,1916801,32.17289
"2012-05-31",38.537598,38.584518,37.022636,37.914185,3831961,31.575562
"2012-06-01",36.814835,37.076263,36.472961,36.653954,4326489,30.526024
"2012-06-04",36.573513,36.761208,35.621635,35.923286,3761101,29.917501
"2012-06-05",35.749001,36.59362,35.601524,36.506477,2506356,30.403202
"2012-06-06",36.888569,37.398026,36.788021,37.36451,1892634,31.117785
"2012-06-07",37.934296,38.477264,37.632645,37.827042,3484821,31.502983
"2012-06-08",37.766708,38.101879,37.50528,37.994625,1572347,31.642553
"2012-06-11",38.490673,38.490673,37.257256,37.324287,1558175,31.08429
"2012-06-12",37.465057,37.739895,36.881866,37.733192,1561307,31.424829
"2012-06-13",37.545498,37.646049,36.922089,37.062859,1647682,30.866556
"2012-06-14",37.04945,37.12989,36.493073,36.868462,2604367,30.704659
"2012-06-15",37.042747,37.230442,36.855053,37.076263,3036837,30.87772
"2012-06-18",36.861755,37.377914,36.493073,37.317585,1314565,31.078691
"2012-06-19",37.418137,37.907478,37.418137,37.625938,1484331,31.335495
"2012-06-20",37.672863,37.927589,37.27066,37.612534,2191141,31.324335
"2012-06-21",37.525391,37.780117,36.392521,36.479664,1862798,30.380873
"2012-06-22",36.647247,36.700874,35.795921,35.909882,5919124,29.906342
"2012-06-25",35.44735,35.52779,34.911079,35.07196,2449519,29.208513
"2012-06-26",35.105476,35.105476,34.354702,34.763607,2701632,28.951706
"2012-06-27",34.803825,34.998222,34.327888,34.750198,3021621,28.94054
"2012-06-28",34.421734,34.790421,34.106678,34.56921,2934202,28.789816
"2012-06-29",35.387016,35.943398,35.387016,35.936695,2919881,29.928675
"2012-07-02",36.137794,36.218235,35.413834,35.648449,1980650,29.688618
"2012-07-03",35.628338,36.352303,35.521084,36.352303,1187614,30.274799
"2012-07-05",36.245049,36.526588,36.003727,36.218235,1196863,30.163151
"2012-07-06",35.80933,35.829441,35.018333,35.152401,1693480,29.275499
"2012-07-09",34.810532,35.159103,34.448547,35.112183,2876768,29.241997
"2012-07-10",35.21273,35.480865,34.468658,34.716682,2955684,28.912634
"2012-07-11",34.716682,34.736794,33.885468,34.227337,3393971,28.505096
"2012-07-12",34.019535,34.515583,33.771507,34.354702,2791437,28.611166
"2012-07-13",34.468658,35.360207,34.401627,35.286469,2318838,29.387163
"2012-07-16",35.092072,35.145699,34.274261,34.321186,2160709,28.583256
"2012-07-17",34.475361,34.750198,34.039642,34.575912,3864482,28.795393
"2012-07-18",34.368107,36.023838,33.697773,35.21273,3752896,29.325741
"2012-07-19",35.534492,36.40593,35.400425,36.178013,4796403,30.129642
"2012-07-20",35.869659,36.064056,35.52779,35.80933,2691040,29.822598
"2012-07-23",35.025036,35.333389,34.528988,35.011631,2237685,29.158264
"2012-07-24",35.025036,35.058556,33.939095,34.187119,2910930,28.471598
"2012-07-25",34.307777,34.401627,33.831841,34.146896,2942556,28.438099
"2012-07-26",34.70998,35.319984,34.522285,34.904377,2367023,29.068945
"2012-07-27",35.192619,36.5467,35.13229,36.305378,2579902,30.23572
"2012-07-30",36.332191,36.895271,36.245049,36.419334,2380300,30.330633
"2012-07-31",36.338894,36.915382,36.224937,36.513184,2884078,30.408783
"2012-08-01",36.707581,36.928791,36.144497,36.164608,1694226,30.118471
"2012-08-02",35.923286,36.278564,35.252953,35.909882,1856383,29.906342
"2012-08-03",36.580215,36.801426,36.258453,36.573513,1375132,30.459019
"2012-08-06",36.808128,37.243847,36.734394,36.901978,1757478,30.732573
"2012-08-07",37.163406,37.780117,37.109779,37.538795,2086716,31.262939
"2012-08-08",37.545498,37.920887,37.297474,37.894073,1450020,31.558811
"2012-08-09",37.907478,38.162209,37.806931,38.028141,2131022,31.670467
"2012-08-10",37.873962,38.530891,37.873962,38.450451,1764788,32.02216
"2012-08-13",38.282867,38.410233,37.827042,38.209129,1502978,31.821192
"2012-08-14",38.457153,38.571114,38.028141,38.202427,1562202,31.815613
"2012-08-15",38.048252,38.296276,37.974514,38.22924,1946189,31.837934
"2012-08-16",38.269463,39.134193,38.068359,39.006832,1498354,32.485538
"2012-08-17",39.013535,39.174416,38.906281,39.087273,1440025,32.552528
"2012-08-20",38.933094,39.040348,38.551003,38.745399,1429135,32.267818
"2012-08-21",38.886169,39.114082,38.430344,38.524189,2639722,32.08358
"2012-08-22",38.343197,38.691772,38.195724,38.551003,2199495,32.105923
"2012-08-23",38.423637,38.886169,38.256054,38.725288,1864439,32.251068
"2012-08-24",38.591225,39.000126,38.32309,38.765511,1438981,32.284565
"2012-08-27",38.832542,39.020237,38.638145,38.718586,1453153,32.245483
"2012-08-28",38.5443,38.839249,38.457153,38.718586,1835946,32.245483
"2012-08-29",38.691772,38.845951,38.349903,38.577816,1446141,32.324108
"2012-08-30",38.222538,38.551003,38.209129,38.443748,1796712,32.211777
"2012-08-31",38.731995,38.912983,38.40353,38.752102,1843852,32.470127
"2012-09-04",38.664959,38.986721,38.363308,38.758808,1783882,32.475765
"2012-09-05",38.805729,38.866058,38.028141,38.18232,3782881,31.992735
"2012-09-06",38.497375,38.752102,38.18232,38.678368,3169755,32.408371
"2012-09-07",38.872765,39.683868,38.872765,39.409031,1708398,33.020588
"2012-09-10",39.831345,39.831345,39.368813,39.415733,1877865,33.026207
"2012-09-11",39.516285,39.744202,39.382217,39.556507,1386320,33.144154
"2012-09-12",39.737495,39.78442,39.295074,39.355404,2443254,32.975647
"2012-09-13",39.549805,40.280468,39.080566,40.079369,1952306,33.582253
"2012-09-14",40.059258,41.319489,40.059258,41.319489,3189298,34.621349
"2012-09-17",41.16531,41.16531,40.293877,40.488274,2335696,33.924873
"2012-09-18",40.153107,40.629044,39.945301,40.622341,2501433,34.037212
"2012-09-19",40.769814,41.131794,40.434647,40.608932,2923908,34.025982
"2012-09-20",40.414536,40.944099,40.06596,40.910583,2243354,34.278728
"2012-09-21",41.10498,41.212234,40.689373,40.917286,2566326,34.284336
"2012-09-24",40.327393,40.394424,39.985519,40.300579,2629131,33.767597
"2012-09-25",40.354206,40.354206,39.603428,39.630241,2541712,33.205925
"2012-09-26",39.663761,39.724091,38.959908,39.462658,2169958,33.065525
"2012-09-27",39.690575,40.200027,39.449253,40.019039,1908745,33.531704
"2012-09-28",39.771011,40.112885,39.321888,39.878265,2513069,33.413754
"2012-10-01",39.905079,40.434647,39.657055,39.918488,1853847,33.447449
"2012-10-02",40.06596,40.106182,38.986721,39.194527,3276866,32.840862
"2012-10-03",39.248154,39.348701,38.839249,39.1409,2163991,32.79591
"2012-10-04",39.442551,39.804531,39.181118,39.690575,2503671,33.256485
"2012-10-05",39.945301,40.132996,39.234745,39.435844,1976473,33.043045
"2012-10-08",38.329792,39.489471,38.329792,38.859356,2982685,32.560009
"2012-10-09",38.845951,38.980019,37.679565,37.800228,7423893,31.672575
"2012-10-10",37.592422,37.780117,36.801426,37.015934,5684317,31.015419
"2012-10-11",37.404728,37.639347,37.022636,37.036045,2137437,31.032272
"2012-10-12",36.895271,37.371212,36.814835,37.089672,2003176,31.077204
"2012-10-15",37.12989,37.666161,37.029343,37.612534,2875724,31.515308
"2012-10-16",37.324287,38.423637,37.324287,38.329792,2494124,32.116291
"2012-10-17",37.666161,39.127491,37.310883,37.545498,5474720,31.459141
"2012-10-18",38.195724,38.933094,37.337696,38.839249,4126888,32.543159
"2012-10-19",38.477264,38.986721,38.001328,38.933094,4569800,32.621796
"2012-10-22",38.731995,39.234745,38.269463,38.631443,2223215,32.369034
"2012-10-23",38.014732,38.450451,37.766708,38.316383,2123414,32.105072
"2012-10-24",38.571114,38.785622,38.22924,38.557705,2810234,32.307266
"2012-10-25",38.772213,39.033646,38.5443,39.006832,2080450,32.683586
"2012-10-26",38.96661,39.006832,38.383419,38.725288,1563545,32.447685
"2012-10-31",38.805729,39.610134,38.772213,39.026939,1640074,32.700428
"2012-11-01",39.087273,39.918488,39.040348,39.918488,1569512,33.447449
"2012-11-02",40.273766,40.273766,39.241447,39.268261,1767324,32.902634
"2012-11-05",40.313984,41.145203,39.985519,40.769814,2956429,34.160767
"2012-11-06",41.232346,41.714989,41.004433,41.326191,2593477,34.626953
"2012-11-07",40.796627,41.017838,39.797829,40.327393,2573039,33.790077
"2012-11-08",40.267063,40.38102,39.851456,39.958706,1723913,33.481163
"2012-11-09",39.952003,41.433445,39.670464,40.528492,3381142,33.958576
"2012-11-12",40.448051,40.689373,40.253654,40.508385,1900690,33.941723
"2012-11-13",40.394424,41.547401,40.059258,40.722889,3449764,34.12146
"2012-11-14",40.917286,41.493774,40.541901,40.622341,4479547,34.037212
"2012-11-15",40.555305,40.991024,40.32069,40.689373,2603024,34.093372
"2012-11-16",40.789925,41.353004,40.407833,41.272564,2995663,34.582024
"2012-11-19",41.413338,42.251255,41.413338,42.217739,2439077,35.373981
"2012-11-20",42.217739,42.499279,41.98312,42.311584,1466430,35.452606
"2012-11-21",42.358509,42.552906,42.211037,42.311584,899251,35.452606
"2012-11-23",42.512688,42.834446,42.331696,42.821041,412182,35.879486
"2012-11-26",42.646751,42.881371,42.418839,42.686974,1193730,35.767139
"2012-11-27",42.613235,42.874668,41.98312,42.023342,2340619,35.211102
"2012-11-28",41.768616,42.619942,41.768616,42.425541,1580552,35.747673
"2012-11-29",42.566315,42.988625,42.197628,42.908184,1738681,36.154346
"2012-11-30",42.921593,43.042252,42.532795,42.626644,3270600,35.917118
"2012-12-03",42.955109,43.069065,42.264664,42.271366,1181199,35.617771
"2012-12-04",42.177517,42.613235,42.177517,42.492577,1151214,35.80415
"2012-12-05",42.459061,42.827744,42.043449,42.566315,1320383,35.866295
"2012-12-06",42.385323,42.633347,42.237846,42.51939,1110488,35.826752
"2012-12-07",42.767414,42.767414,42.459061,42.72049,1268171,35.996193
"2012-12-10",42.680271,43.11599,42.217739,42.760712,4217290,36.03009
"2012-12-11",43.223244,43.605331,42.66016,42.827744,2375377,36.086563
"2012-12-12",43.035549,43.39753,42.619942,43.015438,2503820,36.244724
"2012-12-13",42.948402,43.290276,42.854557,42.961811,1969461,36.199543
"2012-12-14",42.894775,43.149506,42.754005,42.80093,2134453,36.063972
"2012-12-17",42.841152,43.290276,42.774117,43.069065,2574830,36.289906
"2012-12-18",43.062363,43.839951,42.834446,43.799732,2144299,36.905571
"2012-12-19",43.940502,43.987427,43.511486,43.518188,1539527,36.668346
"2012-12-20",43.571815,43.632149,43.183022,43.370716,1925006,36.54409
