"dates","GWW.Open","GWW.High","GWW.Low","GWW.Close","GWW.Volume","GWW.Adjusted"
"2011-07-25",154.149994,155.919998,153.389999,154.839996,528800,128.947342
"2011-07-26",154.479996,154.479996,149.550003,149.990005,626900,124.908455
"2011-07-27",150,150.610001,146.320007,148.759995,879700,123.884109
"2011-07-28",148.759995,152.929993,147.830002,148.839996,728900,123.950684
"2011-07-29",146.320007,149.619995,146.320007,148.369995,615000,123.559273
"2011-08-01",149.589996,149.759995,145.660004,147.300003,859500,122.668221
"2011-08-02",146.029999,146.990005,141.270004,141.429993,843500,117.779839
"2011-08-03",141.360001,143.779999,139.149994,142.779999,834000,118.904068
"2011-08-04",140.460007,140.889999,136.470001,136.630005,831400,114.31089
"2011-08-05",138.449997,141.880005,134.720001,138.5,1341700,115.875443
"2011-08-08",135,136.740005,129.789993,129.860001,1466400,108.646782
"2011-08-09",131.639999,133.440002,124.330002,132.570007,1512400,110.914116
"2011-08-10",128.869995,131.149994,125.82,126.110001,1277700,105.509377
"2011-08-11",127.160004,135.529999,126.800003,133.220001,976100,111.457947
"2011-08-12",134.509995,137.360001,133.880005,135.839996,680600,113.649963
"2011-08-15",138.009995,139.429993,136.259995,138.570007,817000,115.934021
"2011-08-16",136.979996,139.949997,136.550003,137.259995,632300,114.838013
"2011-08-17",138,138.669998,135.649994,137.080002,325400,114.68737
"2011-08-18",133.509995,133.600006,129.410004,130.949997,868000,109.558784
"2011-08-19",129.270004,134.589996,129.270004,130.339996,989700,109.048393
"2011-08-22",133.240005,134.089996,131.520004,132.679993,731300,111.006142
"2011-08-23",133.279999,138.220001,132,138.149994,531500,115.582634
"2011-08-24",137.729996,141.100006,137.190002,140.979996,639200,117.950302
"2011-08-25",141.199997,141.910004,137.270004,138.020004,452600,115.473824
"2011-08-26",136.949997,143.130005,135.559998,143.050003,525400,119.682182
"2011-08-29",145.649994,148.75,145.649994,148.589996,530100,124.317177
"2011-08-30",148.179993,151.350006,147.809998,150.410004,500400,125.83992
"2011-08-31",151.809998,156.850006,151.809998,154.100006,880200,128.927109
"2011-09-01",153.009995,155.710007,149.729996,150.960007,833900,126.300041
"2011-09-02",147.399994,150.380005,145.850006,148.399994,568600,124.158203
"2011-09-06",144.270004,149.190002,143.570007,148.990005,813700,124.651886
"2011-09-07",151.429993,153.539993,150.240005,153.039993,659200,128.040283
"2011-09-08",152.070007,154.619995,151.820007,152.449997,657600,127.546631
"2011-09-09",151.130005,152.580002,147.270004,149.220001,675400,124.844276
"2011-09-12",147.259995,151.880005,147.149994,151.720001,749200,126.93589
"2011-09-13",152,158.820007,151.839996,157.270004,1089200,131.579254
"2011-09-14",158.979996,161.970001,155.589996,159.729996,782600,133.637405
"2011-09-15",160.860001,162.440002,158.309998,161.630005,883400,135.227066
"2011-09-16",165.550003,165.550003,158.960007,159.889999,1347500,133.771271
"2011-09-19",156.100006,161,155.759995,160.360001,577800,134.164551
"2011-09-20",160.860001,163.979996,159.320007,160.470001,424700,134.256531
"2011-09-21",160.089996,161.320007,156.949997,157.050003,582500,131.395218
"2011-09-22",152.25,155.279999,151.710007,154.490005,1182500,129.253387
"2011-09-23",153.639999,155.490005,152.960007,154.270004,535300,129.069351
"2011-09-26",154.940002,158.449997,153.029999,158.130005,593200,132.298782
"2011-09-27",162.509995,162.979996,159.479996,159.979996,865200,133.846558
"2011-09-28",159.190002,161.410004,154.139999,154.520004,758300,129.278488
"2011-09-29",157.300003,158.649994,150.429993,153.270004,1010600,128.232681
"2011-09-30",151.160004,153.550003,149.350006,149.539993,660500,125.111992
"2011-10-03",147.210007,148.270004,143.580002,143.860001,1122900,120.35984
"2011-10-04",142.360001,149.559998,141.360001,149.440002,1200000,125.02832
"2011-10-05",148.779999,152.029999,147.619995,151.490005,512700,126.743477
"2011-10-06",149.029999,152.630005,148,152.229996,819100,127.362564
"2011-10-07",153.490005,153.669998,149.399994,149.990005,679700,125.488518
"2011-10-10",154.070007,155.070007,152.309998,154.160004,525100,128.977295
"2011-10-11",153.75,155.130005,152.630005,154.330002,632200,129.119522
"2011-10-12",154.979996,160.880005,154.949997,158.820007,811500,132.876099
"2011-10-13",157.610001,157.649994,154.080002,156.210007,529000,130.692444
"2011-10-14",158.710007,160.960007,156.740005,157.910004,577900,132.1147
"2011-10-17",157.639999,157.979996,154.589996,155.089996,611900,129.755386
"2011-10-18",157.5,167.419998,156.699997,166.300003,1480700,139.134201
"2011-10-19",166.940002,167.509995,163.110001,163.589996,762900,136.866882
"2011-10-20",164,165.729996,162.5,165.119995,450200,138.146973
"2011-10-21",166.130005,168,164.789993,167.639999,530700,140.25528
"2011-10-24",167.520004,172.330002,167.119995,170.850006,610600,142.940887
"2011-10-25",169.710007,171.449997,167.220001,168.25,515200,140.76561
"2011-10-26",170.600006,170.639999,167.139999,169.770004,648500,142.037369
"2011-10-27",176.119995,177.770004,173.330002,174.179993,637200,145.726929
"2011-10-28",173.529999,174.929993,172.059998,174.009995,367300,145.584747
"2011-10-31",172.020004,175.949997,171.289993,171.309998,644300,143.325806
"2011-11-01",166.009995,172.970001,166,169.630005,674200,141.920212
"2011-11-02",172,175.229996,171.270004,174.550003,541700,146.036469
"2011-11-03",176.199997,179.5,176,179.119995,508000,149.859955
"2011-11-04",177.520004,179.050003,176.039993,178.330002,326200,149.199036
"2011-11-07",178.360001,178.990005,175.029999,178.630005,231600,149.450058
"2011-11-08",178.850006,181.720001,177.050003,181.330002,367100,151.708969
"2011-11-09",177.100006,178.160004,172.369995,172.669998,714400,144.991333
"2011-11-10",175,176.830002,174.160004,176.270004,497500,148.014252
"2011-11-11",178.050003,180.300003,177.289993,179.399994,372600,150.642578
"2011-11-14",179.130005,179.940002,176.360001,177.509995,482000,149.055496
"2011-11-15",177.029999,179.970001,175.690002,179.300003,332400,150.558594
"2011-11-16",177.5,179.110001,176.119995,176.839996,688000,148.49292
"2011-11-17",176.940002,177.039993,173.75,175.490005,617500,147.359344
"2011-11-18",175.839996,177.380005,174.710007,176.339996,461700,148.073059
"2011-11-21",173.169998,175.550003,173.169998,173.960007,483000,146.0746
"2011-11-22",174.039993,176.110001,173.330002,174.089996,517300,146.183701
"2011-11-23",172.559998,173.210007,168.979996,169.429993,304500,142.270691
"2011-11-25",169.759995,172.100006,168.770004,170.309998,165800,143.009689
"2011-11-28",175,177.710007,174.720001,175.729996,378900,147.560898
"2011-11-29",176.649994,178.059998,175.360001,176.490005,427600,148.199005
"2011-11-30",181.270004,187.470001,179.710007,186.899994,956100,156.940277
"2011-12-01",186.899994,189.039993,185.899994,186.300003,416400,156.436493
"2011-12-02",188.759995,191.839996,186.070007,186.199997,430400,156.352524
"2011-12-05",189,189.169998,186.5,187.309998,358900,157.284637
"2011-12-06",187.809998,188.649994,186.169998,186.220001,428900,156.369293
"2011-12-07",185.080002,186.080002,183.380005,185.350006,337400,155.638794
"2011-12-08",184.369995,185.630005,182.809998,183.279999,291500,153.900635
"2011-12-09",184.279999,187.119995,183.960007,186.520004,325600,156.621185
"2011-12-12",183.5,185,182.479996,183.839996,305400,154.370819
"2011-12-13",185.009995,185.919998,179.600006,180.619995,318600,151.666962
"2011-12-14",180.199997,181.009995,177.360001,178.089996,361300,149.542526
"2011-12-15",179.979996,179.979996,177.339996,178.419998,546400,149.819656
"2011-12-16",180,182.839996,178.490005,178.990005,528800,150.298264
"2011-12-19",180.169998,183.5,179.919998,181.710007,488200,152.58223
"2011-12-20",183.169998,186.839996,183.169998,186.710007,402600,156.780762
"2011-12-21",186.649994,187.720001,184.410004,187.470001,309000,157.419006
"2011-12-22",187.279999,187.330002,184.240005,186.460007,419600,156.570831
"2011-12-23",187.380005,189.429993,186.050003,189.339996,222000,158.989136
"2011-12-27",189.199997,193.210007,188.119995,192.309998,408800,161.483063
"2011-12-28",192.669998,192.669998,187.259995,188.869995,398900,158.594498
"2011-12-29",188.990005,190.589996,188.229996,189.630005,321900,159.232742
"2011-12-30",189.699997,189.699997,187.039993,187.190002,218000,157.183853
"2012-01-03",191.289993,191.470001,185.539993,185.589996,694300,155.840332
"2012-01-04",184.589996,188.179993,184.369995,187.869995,734200,157.754807
"2012-01-05",186.75,190.539993,185.600006,190.199997,426800,159.711319
"2012-01-06",189.830002,191,188.960007,190.339996,289600,159.828888
"2012-01-09",190.360001,192.089996,190.009995,191.130005,221500,160.492264
"2012-01-10",193,193.490005,190.509995,191.259995,362600,160.60141
"2012-01-11",191.080002,193.509995,190.369995,193,231800,162.062454
"2012-01-12",194.050003,195,193.820007,194.080002,326900,162.96936
"2012-01-13",192,197.050003,192,196.699997,331700,165.169357
"2012-01-17",198.360001,201.229996,198.360001,200.449997,518100,168.318268
"2012-01-18",199.479996,202.300003,198.009995,202.100006,530400,169.703796
"2012-01-19",203.039993,203.440002,201.020004,202.100006,453200,169.703796
"2012-01-20",202.25,202.940002,200.339996,200.649994,459300,168.486176
"2012-01-23",201.690002,204.369995,201.669998,202.649994,321000,170.165649
"2012-01-24",201.460007,204.619995,201.160004,203.509995,356900,170.887756
"2012-01-25",197.100006,199.360001,190.589996,195.169998,1065300,163.884644
"2012-01-26",194.440002,195.179993,191.839996,192.600006,677200,161.726608
"2012-01-27",191.220001,194.110001,191.190002,193.179993,435800,162.213608
"2012-01-30",192,194.369995,191.449997,193.820007,271400,162.751068
"2012-01-31",194.479996,195.509995,190.339996,190.740005,522600,160.164764
"2012-02-01",191.839996,194.25,191.830002,193.369995,260500,162.373184
"2012-02-02",193.649994,196.630005,193.649994,196.309998,416900,164.841904
"2012-02-03",197.75,203.5,197.75,203.059998,580200,170.509888
"2012-02-06",201.720001,203.649994,201.720001,202.809998,417300,170.299988
"2012-02-07",201.990005,204.169998,200.380005,201.850006,421800,169.493912
"2012-02-08",202,202.240005,200.520004,201.75,324400,169.409897
"2012-02-09",201.029999,202,198.830002,201.539993,204200,169.788971
"2012-02-10",199.940002,200.449997,197.699997,200.160004,282600,168.626404
"2012-02-13",202,209.570007,202,208.460007,528300,175.61882
"2012-02-14",207.850006,209.899994,207.179993,209.100006,350200,176.157928
"2012-02-15",209.570007,209.889999,207.570007,207.830002,350300,175.088013
"2012-02-16",208,209.429993,207.509995,208.880005,210300,175.972626
"2012-02-17",209.899994,209.899994,207.190002,208.880005,244200,175.972626
"2012-02-21",209.899994,209.899994,205.979996,206.820007,244200,174.237152
"2012-02-22",205.350006,207.649994,205.350006,206.339996,149100,173.832809
"2012-02-23",205.990005,208.070007,205.5,207.970001,161100,175.206009
"2012-02-24",208.339996,208.570007,206.529999,207.289993,175900,174.633133
"2012-02-27",205.789993,210.919998,205.600006,210.179993,234600,177.067825
"2012-02-28",209.860001,212,207.729996,209.039993,205100,176.107422
"2012-02-29",209.190002,210,207.050003,207.729996,320900,175.00383
"2012-03-01",208.009995,209.589996,206.699997,207.820007,367500,175.079651
"2012-03-02",207.839996,208.330002,206.5,208.100006,270200,175.315506
"2012-03-05",208.110001,209.330002,207.110001,208.960007,210900,176.040009
"2012-03-06",207.679993,207.720001,204.669998,205.539993,321500,173.158829
"2012-03-07",206.199997,207.419998,205.919998,206.119995,298800,173.6474
"2012-03-08",207.979996,209.279999,206.860001,207.559998,344500,174.86058
"2012-03-09",208.5,213,208.089996,211.770004,363900,178.407364
"2012-03-12",212.259995,214.690002,211.869995,213.429993,301100,179.805786
"2012-03-13",214.550003,216.619995,213.399994,216.449997,358600,182.350006
"2012-03-14",216.080002,217.089996,215.029999,216.110001,283200,182.063614
"2012-03-15",216.179993,216.770004,213.809998,216.479996,217600,182.375305
"2012-03-16",216.449997,216.449997,214.089996,214.089996,394800,180.361801
"2012-03-19",214,214.089996,211.660004,212.679993,366700,179.173935
"2012-03-20",211.699997,212.679993,209.720001,212.190002,486000,178.761169
"2012-03-21",212.589996,216,211.949997,214.710007,269100,180.884201
"2012-03-22",213.710007,214.070007,211.279999,213.610001,307300,179.957458
"2012-03-23",212.630005,215.419998,210.160004,214.720001,450500,180.892563
"2012-03-26",216.570007,218.270004,216.110001,218,298300,183.655869
"2012-03-27",218.259995,221.839996,217.710007,219.360001,435600,184.801559
"2012-03-28",218.880005,218.880005,214.029999,216.270004,257600,182.198395
"2012-03-29",215.160004,217.789993,214.259995,217.550003,254600,183.276779
"2012-03-30",218.039993,218.289993,214.809998,214.809998,327800,180.96843
"2012-04-02",214.649994,219.070007,213.630005,218.190002,264600,183.815918
"2012-04-03",218.229996,219.960007,216.75,219.479996,260100,184.902695
"2012-04-04",218.240005,218.339996,216.179993,217.429993,311500,183.175598
"2012-04-05",216.470001,217.899994,215.940002,217.270004,175000,183.040833
"2012-04-09",214.25,214.789993,212.089996,213.800003,162700,180.117538
"2012-04-10",213.020004,213.789993,207.539993,207.619995,392700,174.911133
"2012-04-11",213.919998,213.919998,208.679993,211.610001,440100,178.272598
"2012-04-12",210,216.039993,209.039993,214,453200,180.286026
"2012-04-13",209.460007,214.899994,209.460007,213.179993,383900,179.5952
"2012-04-16",213.149994,217.470001,213.149994,215.589996,526800,181.625519
"2012-04-17",211.009995,216.490005,210,215.630005,1014100,181.659256
"2012-04-18",216.080002,218.570007,213.339996,216.75,587600,182.602798
"2012-04-19",216.839996,216.839996,211.960007,213.259995,507000,179.662598
"2012-04-20",213.740005,221,213.139999,219.899994,637300,185.2565
"2012-04-23",218.990005,218.990005,210.919998,211.240005,818300,177.960876
"2012-04-24",210.869995,210.869995,199.539993,204.009995,2017100,171.869812
"2012-04-25",204.880005,209.570007,204.009995,208.440002,1196100,175.601959
"2012-04-26",208.979996,210.009995,206.440002,209.460007,772200,176.461288
"2012-04-27",210,213,208.919998,212.830002,985700,179.300354
"2012-04-30",209.25,210.839996,207.259995,207.820007,520500,175.079651
"2012-05-01",208.429993,209.619995,205.789993,207.830002,460200,175.088013
"2012-05-02",204.839996,209.210007,203.300003,209.029999,564300,176.09906
"2012-05-03",209.979996,209.979996,204.789993,205.660004,487100,173.259918
"2012-05-04",202.240005,204.130005,201.660004,201.75,452400,169.965881
"2012-05-07",200.699997,205.940002,200,204.699997,416400,172.451141
"2012-05-08",203.339996,203.960007,199.850006,203.270004,622600,171.246445
"2012-05-09",199.5,203.539993,198.009995,201.759995,396100,169.97438
"2012-05-10",203.699997,204.899994,201.990005,202.399994,461400,171.192291
"2012-05-11",201.419998,201.479996,194.440002,194.570007,1377500,164.569595
"2012-05-14",195.350006,195.350006,190.320007,191.25,832500,161.761505
"2012-05-15",192.160004,193.490005,190.139999,191.770004,543100,162.201355
"2012-05-16",193.110001,193.990005,191.770004,191.770004,445700,162.201355
"2012-05-17",191.770004,192.149994,187.440002,188.399994,873300,159.350952
"2012-05-18",189.539993,190.289993,185.729996,186.229996,784900,157.515503
"2012-05-21",186.710007,189.360001,186.25,188.990005,570200,159.849991
"2012-05-22",190.289993,194.279999,188.979996,193.570007,844200,163.723801
"2012-05-23",192.059998,195.630005,190.470001,195.449997,925000,165.313934
"2012-05-24",196,198.75,193.850006,194.839996,523100,164.797974
"2012-05-25",195.380005,195.990005,193.509995,193.899994,278600,164.002945
"2012-05-29",194.660004,196.520004,194.460007,196.339996,485500,166.066666
"2012-05-30",195.740005,196.949997,194.029999,195.660004,429400,165.491547
"2012-05-31",195.380005,196.070007,189.759995,193.649994,643200,163.791428
"2012-06-01",189.869995,191.130005,188.240005,188.25,797100,159.22406
"2012-06-04",188.589996,189.410004,185.419998,187.5,781000,158.589737
"2012-06-05",183.779999,183.779999,172.5,177.949997,2428700,150.512161
"2012-06-06",179.380005,183.869995,178.520004,182.380005,1292100,154.259109
"2012-06-07",184.639999,187.740005,184.220001,185.740005,934000,157.101044
"2012-06-08",187.619995,190.330002,186.710007,189.979996,920700,160.687302
"2012-06-11",189.240005,190.669998,180.380005,180.880005,1199800,152.990417
"2012-06-12",180.729996,182.339996,178.360001,181.580002,1100200,153.582504
"2012-06-13",182.410004,182.410004,175.929993,177.220001,728100,149.89476
"2012-06-14",177.679993,179.580002,175.520004,177.100006,636100,149.793259
"2012-06-15",177.149994,180.520004,177.149994,180.520004,615900,152.685959
"2012-06-18",178,181.699997,177.330002,181.380005,602300,153.413361
"2012-06-19",183.899994,189.5,183.899994,189.020004,1140800,159.87532
"2012-06-20",190.089996,191.589996,187.080002,189.399994,971300,160.196716
"2012-06-21",190.350006,191.020004,183.160004,184.160004,806100,155.764679
"2012-06-22",184.429993,187.070007,183.080002,186.809998,717000,158.006088
"2012-06-25",185.860001,185.860001,181.729996,183.740005,755200,155.409454
"2012-06-26",184.520004,184.520004,181,183.449997,459100,155.164139
"2012-06-27",179.779999,186.169998,179.779999,184.610001,464600,156.145355
"2012-06-28",182.850006,184.050003,180.110001,182.449997,769300,154.318344
"2012-06-29",184.839996,191.660004,184.839996,191.240005,758400,161.752991
"2012-07-02",190.690002,191.600006,187.070007,190.100006,464300,160.788788
"2012-07-03",189.610001,194.399994,188.679993,193.380005,450000,163.56311
"2012-07-05",193.399994,193.399994,191.339996,191.869995,389600,162.285858
"2012-07-06",189.020004,191.259995,187.389999,187.770004,422800,158.818054
"2012-07-09",187.729996,189.550003,184.220001,188.029999,550800,159.037994
"2012-07-10",188.660004,189.990005,183.289993,184.550003,489800,156.094528
"2012-07-11",184.889999,185.429993,177.970001,179.020004,1215300,151.417221
"2012-07-12",176.800003,186.240005,176.5,185.429993,1208000,156.838852
"2012-07-13",185.199997,189.990005,185.199997,189.759995,531000,160.501221
"2012-07-16",189.710007,190.220001,186.139999,188.089996,541700,159.088669
"2012-07-17",188.5,190.330002,186.910004,188.970001,666500,159.833069
"2012-07-18",189.940002,211.360001,189.940002,210.570007,2344300,178.102585
"2012-07-19",210.5,210.570007,204.789993,205.720001,1155600,174.000381
"2012-07-20",204.770004,205.5,202.160004,204.800003,1043000,173.222198
"2012-07-23",200.990005,205.350006,198.259995,204.240005,442800,172.748566
"2012-07-24",205,205.490005,195.779999,198.75,834300,168.105087
"2012-07-25",199.830002,201.529999,197.5,199.220001,424100,168.50264
"2012-07-26",202.330002,208.710007,199.130005,202.259995,382600,171.073868
"2012-07-27",203.490005,207.940002,202.610001,207.759995,499600,175.72583
"2012-07-30",208.160004,208.710007,205.669998,207.550003,497000,175.548233
"2012-07-31",207.960007,207.960007,204.339996,204.830002,415800,173.247604
"2012-08-01",205.809998,205.949997,202.199997,203.009995,424800,171.708237
"2012-08-02",202.619995,205.220001,199.259995,201.270004,485100,170.236511
"2012-08-03",204.910004,206.089996,202.410004,205.289993,386100,173.636688
"2012-08-06",206.350006,208.100006,204.820007,206.550003,298600,174.702408
"2012-08-07",208.529999,209.970001,207.550003,208.220001,309000,176.11496
"2012-08-08",207.880005,208,205.410004,206.470001,284300,174.634781
"2012-08-09",205.130005,206.100006,203.710007,204.509995,321000,173.64978
"2012-08-10",200.220001,200.979996,197.160004,200.740005,647300,170.448639
"2012-08-13",199.669998,201.350006,198.490005,201.279999,262600,170.907181
"2012-08-14",202.910004,204.039993,200.740005,201.199997,250800,170.839264
"2012-08-15",201,203.110001,200.820007,202.389999,247200,171.849762
"2012-08-16",202.25,206.630005,201.059998,206.100006,308500,174.999878
"2012-08-17",206.970001,207.699997,204.470001,207.279999,313000,176.001801
"2012-08-20",207.740005,207.740005,204.070007,205.800003,195700,174.745178
"2012-08-21",205.929993,206.5,203.350006,203.619995,331800,172.894104
"2012-08-22",202.470001,206.820007,202.309998,205.059998,259600,174.116837
"2012-08-23",203.520004,205.210007,202.869995,204.130005,271500,173.327087
"2012-08-24",203.669998,206.300003,202.779999,204.990005,187700,174.057373
"2012-08-27",205.479996,207.660004,204.539993,206.339996,319200,175.20369
"2012-08-28",205.339996,209.110001,204.539993,205.979996,514400,174.897995
"2012-08-29",206.369995,206.570007,203.429993,204.410004,291700,173.564926
"2012-08-30",202.539993,205.270004,202.449997,204.270004,330300,173.44603
"2012-08-31",206.210007,207.830002,205,205.960007,361000,174.880966
"2012-09-04",206.130005,211.309998,205.779999,209.25,735500,177.674561
"2012-09-05",208.479996,209.240005,203.440002,203.440002,544100,172.741272
"2012-09-06",204.169998,205.050003,202,203.649994,723800,172.919556
"2012-09-07",203.789993,206.429993,203.479996,203.740005,509700,172.996002
"2012-09-10",204.669998,205.160004,202.800003,202.990005,414500,172.359161
"2012-09-11",202.979996,204.339996,202.050003,203.669998,431100,172.936539
"2012-09-12",204.350006,206.830002,203.369995,206.779999,501500,175.577271
"2012-09-13",202.699997,209.789993,202.110001,205.919998,752900,174.847046
"2012-09-14",207.100006,209.839996,205.850006,206.009995,709100,174.923477
"2012-09-17",205.119995,207.529999,205.119995,206.130005,301600,175.02533
"2012-09-18",206.169998,206.639999,204.309998,204.850006,224600,173.938522
"2012-09-19",204.899994,205.110001,203.460007,203.75,259400,173.004486
"2012-09-20",203.199997,204.490005,200.970001,204.259995,374100,173.437485
"2012-09-21",205.229996,205.630005,202.830002,203.029999,328000,172.393143
"2012-09-24",202.229996,204.339996,201.529999,203.520004,290000,172.809204
"2012-09-25",204.220001,208.710007,203.740005,206.660004,656600,175.475357
"2012-09-26",206.320007,208.470001,205.479996,207.240005,712700,175.96785
"2012-09-27",208.669998,208.669998,204.529999,207.839996,486200,176.477325
"2012-09-28",207.529999,209.570007,206.190002,208.369995,469500,176.927322
"2012-10-01",208.899994,214.399994,207.570007,211.110001,725600,179.253845
"2012-10-02",211.779999,213.130005,210.729996,212.759995,496700,180.654877
"2012-10-03",213.490005,213.580002,211.149994,212.119995,411600,180.111481
"2012-10-04",213.330002,215.449997,212.259995,213.759995,413600,181.503983
"2012-10-05",215,216.619995,213.440002,215.490005,470100,182.972916
"2012-10-08",214.270004,214.539993,212.869995,213.619995,257400,181.385101
"2012-10-09",213.839996,213.839996,210.139999,210.990005,387700,179.151993
"2012-10-10",210.990005,211.110001,208.699997,209.570007,264100,177.946259
"2012-10-11",212.169998,218.229996,211.5,216.720001,794400,184.017273
"2012-10-12",216.089996,216.600006,213.330002,214.630005,366800,182.242722
"2012-10-15",215.559998,215.949997,213.369995,215.860001,524200,183.287094
"2012-10-16",202.059998,210.600006,197.179993,209.580002,2143600,177.954712
"2012-10-17",210,211.199997,208.740005,209.270004,748400,177.691528
"2012-10-18",209.759995,210.679993,208.389999,209.600006,840400,177.97171
"2012-10-19",209.440002,210.279999,205.529999,205.800003,826600,174.745178
"2012-10-22",200.470001,206.669998,200.470001,205.320007,527300,174.33757
"2012-10-23",202.880005,206.199997,202.339996,204.220001,503000,173.40358
"2012-10-24",204.949997,206.160004,198.940002,199.369995,773900,169.285446
"2012-10-25",200.850006,202.110001,198.630005,199.630005,636800,169.506149
"2012-10-26",199.960007,200,196.199997,197.479996,976900,167.680618
"2012-10-31",200.940002,206,199.610001,201.410004,846400,171.017548
"2012-11-01",201.830002,204.580002,200.350006,200.520004,796800,170.261917
"2012-11-02",201.529999,204,200.880005,201.059998,515300,170.720367
"2012-11-05",200,202.779999,198.820007,202.490005,687800,171.934601
"2012-11-06",200.759995,204.410004,199.839996,203.080002,848200,172.435562
"2012-11-07",200.929993,203.800003,198.279999,198.440002,487400,169.162155
"2012-11-08",198.380005,199.410004,195.020004,195.25,590200,166.44278
"2012-11-09",195.679993,197.119995,192.830002,194.610001,1135100,165.897232
"2012-11-12",192.960007,195.729996,191.320007,193.419998,774900,164.882782
"2012-11-13",192.789993,195.330002,190.940002,192.800003,998800,164.354263
"2012-11-14",192.960007,192.960007,185.580002,188.770004,1403000,160.918884
"2012-11-15",188.479996,190.699997,184.779999,187.080002,1817300,159.47818
"2012-11-16",188.380005,190.960007,187.039993,187.830002,1252400,160.117584
"2012-11-19",189.399994,191.270004,189,191.199997,763300,162.990326
"2012-11-20",190.889999,192.479996,190.580002,191.539993,769700,163.280151
"2012-11-21",191.479996,192.449997,189.869995,190.389999,626400,162.29982
"2012-11-23",190.869995,192.039993,189.979996,191.509995,247400,163.254593
"2012-11-26",191.270004,191.940002,189.110001,190.419998,982100,162.325378
"2012-11-27",189.139999,191.429993,188.470001,190.639999,458700,162.512955
"2012-11-28",189.300003,191.919998,188.800003,191.589996,467400,163.322769
"2012-11-29",192.690002,194.789993,191.899994,194,547500,165.377213
"2012-11-30",193.949997,194.910004,192.910004,194.020004,1472400,165.394257
"2012-12-03",194.690002,194.990005,192.199997,192.410004,431800,164.021835
"2012-12-04",192.149994,193.559998,191.710007,192.080002,404200,163.740509
"2012-12-05",191.880005,194.360001,191.589996,192.210007,429500,163.851288
"2012-12-06",186.839996,190.800003,186.589996,190.619995,467100,162.495865
"2012-12-07",190.789993,191.910004,190.089996,191.089996,317300,162.896545
"2012-12-10",191.270004,193.369995,191.089996,193.050003,363300,164.567413
"2012-12-11",193.559998,193.970001,191.630005,193.809998,419500,165.215195
"2012-12-12",194.190002,194.720001,191.850006,192.089996,1086400,163.749008
"2012-12-13",191.929993,192.289993,189.919998,190.490005,730700,162.385086
"2012-12-14",190.800003,191.220001,189.940002,190.259995,454700,162.188995
"2012-12-17",191.339996,191.990005,190.059998,191.660004,327800,163.382462
"2012-12-18",192.449997,195.490005,191.259995,195.160004,589500,166.366074
"2012-12-19",195.220001,198.979996,194.309998,197.949997,650300,168.744431
"2012-12-20",197.770004,198.699997,195.710007,196.940002,476700,167.883453
"2012-12-21",195.029999,200.240005,194.75,200,880900,170.491974
"2012-12-24",198.160004,199.839996,197.25,199.440002,227200,170.014603
"2012-12-26",199.339996,199.990005,198.410004,198.880005,450500,169.537186
"2012-12-27",198.539993,201,198.470001,200.520004,403700,170.935287
"2012-12-28",199.720001,200.259995,198.080002,198.199997,241900,168.957535
"2012-12-31",197.789993,202.429993,196.979996,202.369995,375900,172.512268
"2013-01-02",205.389999,207.880005,204.880005,207.729996,420700,177.081482
"2013-01-03",207.639999,208.5,205.869995,207.070007,325800,176.518875
"2013-01-04",207.330002,208.570007,206.279999,208.419998,301800,177.669693
"2013-01-07",207.160004,207.619995,205.940002,207.119995,187000,176.561462
"2013-01-08",207.860001,207.860001,203.660004,203.660004,450400,173.611923
"2013-01-09",203.839996,206.669998,203.839996,205.059998,403900,174.805466
"2013-01-10",203.990005,203.990005,201.490005,203.75,812500,173.688705
"2013-01-11",203.179993,205.990005,203.179993,204.630005,309800,174.438843
"2013-01-14",206.539993,208.270004,206.449997,206.990005,515100,176.450714
"2013-01-15",206.970001,208.220001,205.660004,208.070007,460000,177.371292
"2013-01-16",207.600006,208.639999,206.520004,208.190002,256400,177.473587
"2013-01-17",208.970001,210.440002,202.830002,210.339996,534300,179.306396
"2013-01-18",210.399994,210.399994,208.399994,210.229996,573300,179.212646
"2013-01-22",210.119995,211.229996,209.080002,210.470001,320800,179.417221
"2013-01-23",210.210007,211.009995,208.240005,209.789993,444700,178.837555
"2013-01-24",204.979996,215.789993,204.190002,214.309998,908900,182.690643
"2013-01-25",214.619995,217.110001,213.710007,217.089996,434600,185.060516
"2013-01-28",216.850006,217.479996,215.070007,216.649994,400300,184.685425
"2013-01-29",216.539993,219.289993,215.889999,218.610001,436900,186.356232
"2013-01-30",218.25,219.259995,216.860001,218.550003,601300,186.30513
"2013-01-31",217.679993,218.910004,216.229996,217.820007,562300,185.682785
"2013-02-01",219.360001,222.050003,218.279999,219.619995,398600,187.217209
"2013-02-04",217.309998,219.330002,215.229996,217.139999,692200,185.103134
"2013-02-05",217.889999,218.740005,216.839996,218.699997,469900,186.432968
"2013-02-06",217.350006,218.660004,216.330002,217.869995,420000,185.725388
"2013-02-07",216.770004,218.210007,215.089996,215.860001,428800,184.69014
"2013-02-08",216.279999,218.240005,215.600006,216.710007,414200,185.417419
"2013-02-11",216.399994,217.990005,216.380005,217.610001,438900,186.187454
"2013-02-12",219.699997,223.199997,218.850006,223.089996,583000,190.876144
"2013-02-13",222.460007,226.320007,222.460007,225.619995,560900,193.040787
"2013-02-14",225.100006,226.539993,224.630005,226.289993,388900,193.614075
