"dates","CHRW.Open","CHRW.High","CHRW.Low","CHRW.Close","CHRW.Volume","CHRW.Adjusted"
"2011-07-18",78.309998,78.440002,77.660004,78.07,866400,62.308304
"2011-07-19",78.639999,79.449997,78.540001,79.300003,599200,63.289974
"2011-07-20",79.010002,79.169998,78.260002,78.690002,599600,62.803143
"2011-07-21",79.019997,80.330002,79.019997,79.790001,789500,63.681076
"2011-07-22",79.709999,80.970001,79.669998,80.43,870300,64.191841
"2011-07-25",80.059998,81.459999,79.760002,81.209999,1004900,64.814369
"2011-07-26",80.93,80.93,79.860001,80.25,1170200,64.048187
"2011-07-27",76.82,77,73.290001,73.879997,3916300,58.96426
"2011-07-28",73.610001,74.300003,72.510002,72.709999,2292600,58.030441
"2011-07-29",72.220001,73.269997,71.529999,72.309998,1239600,57.711224
"2011-08-01",73.18,73.18,70.970001,71.690002,1096900,57.216381
"2011-08-02",71.269997,71.739998,70.150002,70.410004,1673100,56.19482
"2011-08-03",70.660004,72.139999,70.220001,71.510002,1461200,57.072735
"2011-08-04",70.489998,71.050003,68.32,68.339996,1642000,54.542717
"2011-08-05",69.120003,69.519997,66.540001,68.129997,2282300,54.375126
"2011-08-08",68.160004,68.199997,64.150002,64.260002,2735800,51.28643
"2011-08-09",67.389999,67.730003,63.150002,65,6686900,51.877037
"2011-08-10",64.18,65.040001,62.299999,62.950001,4139900,50.240917
"2011-08-11",63.27,67.129997,63.189999,66.080002,1779400,52.739002
"2011-08-12",66.43,68.879997,66.129997,68.400002,2155900,54.590622
"2011-08-15",68.5,68.809998,67.389999,68.489998,1013300,54.662434
"2011-08-16",67.93,68.199997,66.739998,67.480003,1203300,53.85635
"2011-08-17",67.610001,68.050003,66.470001,67.199997,1051200,53.632877
"2011-08-18",65.559998,66.050003,63.59,64.239998,1891900,51.270477
"2011-08-19",63.389999,64.809998,63.130001,63.669998,1687000,50.81554
"2011-08-22",64.989998,65.470001,64.040001,64.529999,1022300,51.501923
"2011-08-23",64.610001,66.709999,64.099998,66.510002,1236200,53.08218
"2011-08-24",66.300003,67.589996,66.07,67.470001,974000,53.848373
"2011-08-25",67.720001,68.209999,66.07,66.309998,1353800,52.922546
"2011-08-26",66.089996,68.110001,64.580002,67.989998,1391400,54.263382
"2011-08-29",68.889999,70.5,68.790001,70.470001,1291600,56.242702
"2011-08-30",70.309998,71.809998,70.169998,71.279999,1343700,56.889172
"2011-08-31",71.599998,72.190002,69.93,70.5,1006600,56.49649
"2011-09-01",70.540001,71.370003,69.160004,69.349998,1226800,55.574921
"2011-09-02",68.110001,68.349998,66.510002,66.989998,1256800,53.683685
"2011-09-06",65.25,65.540001,64.440002,65.400002,2083400,52.409508
"2011-09-07",66.269997,68.010002,66.18,68,960200,54.493057
"2011-09-08",67.529999,68.300003,66.900002,67.089996,1139500,53.763817
"2011-09-09",66.440002,67.18,65.940002,66.550003,1437900,53.331081
"2011-09-12",65.519997,66.889999,64.940002,66.75,1330600,53.491356
"2011-09-13",66.949997,68.459999,66.809998,67.93,1215600,54.436962
"2011-09-14",68.339996,70,66.870003,69.089996,1293600,55.366558
"2011-09-15",70.050003,70.190002,68.989998,69.980003,1076100,56.079773
"2011-09-16",70.32,70.709999,69.290001,70.32,1727600,56.352257
"2011-09-19",69.529999,70.419998,68.879997,70.040001,872500,56.127853
"2011-09-20",70.410004,70.550003,69.089996,69.139999,1133800,55.406643
"2011-09-21",69.150002,69.150002,66.459999,66.459999,1118200,53.258945
"2011-09-22",65.099998,66.07,64.309998,65.190002,1924000,52.241219
"2011-09-23",64.690002,66.269997,64.389999,66.019997,1306100,52.906357
"2011-09-26",66.339996,68.220001,66,68.150002,1131200,54.613277
"2011-09-27",69.470001,70.220001,68.589996,69.059998,1025700,55.342522
"2011-09-28",68.919998,69.610001,67.510002,67.529999,692000,54.116417
"2011-09-29",68.760002,69.480003,66.910004,68.370003,802700,54.789566
"2011-09-30",67.769997,68.860001,66.910004,68.470001,2187600,54.869713
"2011-10-03",67.809998,69.550003,66.18,66.269997,1709100,53.106689
"2011-10-04",65.610001,67.970001,64.900002,67.889999,1448400,54.404919
"2011-10-05",68.220001,70.970001,67.790001,70.589996,1430600,56.568607
"2011-10-06",70.5,72.150002,70.190002,71.529999,1122600,57.321899
"2011-10-07",71.610001,71.839996,70.419998,70.870003,1253200,56.792995
"2011-10-10",72,73.080002,71.910004,73.080002,821900,58.564022
"2011-10-11",72.690002,73.739998,72.690002,73.349998,677500,58.780373
"2011-10-12",72.32,73.349998,72.290001,72.43,1387900,58.043118
"2011-10-13",72.209999,72.470001,71.5,71.970001,837000,57.674515
"2011-10-14",72.879997,73.620003,72.150002,73.5,658800,58.900593
"2011-10-17",73.120003,73.419998,71.949997,72.309998,647100,57.94698
"2011-10-18",72.309998,74.580002,71.75,73.949997,697800,59.261196
"2011-10-19",73.800003,74.419998,73.010002,73.440002,1053900,58.852505
"2011-10-20",73.489998,73.940002,72.150002,73.639999,1014800,59.012775
"2011-10-21",74.330002,75,73.989998,75,912800,60.102661
"2011-10-24",75.199997,76.760002,75.099998,76.349998,1064300,61.184498
"2011-10-25",75.739998,75.970001,74.709999,74.879997,1375600,60.006504
"2011-10-26",69.699997,71.470001,67,68.75,4486500,55.09409
"2011-10-27",70,70.82,69.540001,70.260002,1980400,56.304146
"2011-10-28",69.949997,71.300003,69.949997,70.400002,1348700,56.416359
"2011-10-31",69.800003,70.370003,69.389999,69.43,1239100,55.639038
"2011-11-01",68.209999,68.739998,66.639999,66.980003,1502500,53.675667
"2011-11-02",67.879997,68.949997,67.129997,68.169998,1118100,54.629299
"2011-11-03",68.410004,69.129997,67.660004,68.949997,1199200,55.254368
"2011-11-04",68.470001,68.910004,67.32,68.720001,1117000,55.070065
"2011-11-07",68.419998,69.07,67.57,68.849998,1251600,55.174232
"2011-11-08",69.260002,70.559998,68.910004,70.519997,911400,56.512508
"2011-11-09",68.93,69.050003,66.68,67.160004,1401800,53.819908
"2011-11-10",68.110001,68.419998,67.150002,67.690002,1095300,54.244648
"2011-11-11",68.589996,69,68.300003,68.760002,865900,55.102108
"2011-11-14",68.449997,69.050003,67.919998,68.269997,426000,54.70945
"2011-11-15",68.110001,68.93,67.879997,68.57,526600,54.949852
"2011-11-16",67.910004,68.309998,66.849998,66.93,821600,53.635612
"2011-11-17",66.760002,67.260002,65.379997,65.650002,1494000,52.609856
"2011-11-18",65.639999,66.629997,65.540001,66.010002,1258500,52.898338
"2011-11-21",65.419998,66.050003,64.739998,65.669998,1204800,52.625874
"2011-11-22",65.410004,65.919998,64.650002,64.730003,1175800,51.872589
"2011-11-23",64.209999,64.510002,63.43,63.740002,1001400,51.079231
"2011-11-25",63.389999,64.25,63.209999,63.630001,6e+05,50.991081
"2011-11-28",65.25,66.540001,65.25,65.870003,9e+05,52.78614
"2011-11-29",65.919998,67,65.540001,65.599998,888400,52.569794
"2011-11-30",67.25,68.540001,67.120003,68.510002,1757800,54.90176
"2011-12-01",68.279999,68.400002,67.589996,67.650002,822900,54.212582
"2011-12-02",67.959999,68.889999,67.82,67.980003,685900,54.477043
"2011-12-05",68.93,69.5,68.82,69.5,1032300,55.695129
"2011-12-06",70.220001,70.220001,68.400002,68.540001,1352200,54.925804
"2011-12-07",68.190002,69.220001,67.809998,68.809998,906900,55.14217
"2011-12-08",68.510002,68.510002,67.07,67.25,776400,53.892036
"2011-12-09",67.760002,68.760002,67.5,68.440002,626600,54.845684
"2011-12-12",67.93,68.080002,66.919998,67.660004,632600,54.220608
"2011-12-13",68.190002,68.529999,66.279999,66.699997,733600,53.45129
"2011-12-14",66.57,67.019997,66.220001,66.309998,732400,53.138733
"2011-12-15",67.139999,67.339996,66.389999,66.690002,570500,53.443275
"2011-12-16",66.919998,68.260002,66.389999,66.589996,1260600,53.628502
"2011-12-19",67.089996,67.489998,65.290001,65.440002,623100,52.702358
"2011-12-20",66.419998,68.32,66.290001,68.230003,909500,54.94928
"2011-12-21",68.419998,68.650002,67.589996,68.489998,686000,55.158669
"2011-12-22",68.779999,69.870003,68.779999,69.360001,877200,55.859318
"2011-12-23",69.690002,70.110001,69.519997,70.019997,492200,56.390865
"2011-12-27",69.900002,71.010002,69.629997,70.730003,466200,56.962666
"2011-12-28",70.82,70.919998,69.419998,69.550003,614100,56.012344
"2011-12-29",69.870003,70.129997,69.389999,70.080002,501100,56.439186
"2011-12-30",70.220001,70.5,69.75,69.779999,407200,56.197578
"2012-01-03",71.419998,71.760002,69.699997,69.839996,1119900,56.245922
"2012-01-04",69.699997,69.699997,68.690002,68.720001,864100,55.343925
"2012-01-05",67.709999,67.970001,66.5,67.809998,1698800,54.611027
"2012-01-06",67.800003,68.360001,67.669998,67.980003,724100,54.747948
"2012-01-09",68.040001,68.150002,67.260002,67.580002,782500,54.425816
"2012-01-10",68.389999,68.940002,67.330002,67.370003,1131400,54.256664
"2012-01-11",67.25,67.669998,65.919998,66.519997,1774800,53.572124
"2012-01-12",66.68,67.029999,66.290001,66.339996,1043000,53.427158
"2012-01-13",66.370003,66.860001,65.279999,66.730003,1027200,53.741261
"2012-01-17",67,67.199997,66.019997,66.470001,827700,53.531868
"2012-01-18",66.489998,67.330002,66.269997,67.290001,933300,54.192257
"2012-01-19",67.300003,68.910004,67.279999,68.870003,1257500,55.464706
"2012-01-20",68.870003,68.870003,67.360001,67.660004,1405400,54.490238
"2012-01-23",67.559998,68.230003,66.790001,68.050003,1278200,54.80431
"2012-01-24",67.809998,67.980003,67.239998,67.629997,1338400,54.466061
"2012-01-25",67.43,68.160004,67,68.110001,1294000,54.852638
"2012-01-26",68.529999,69.889999,68.300003,69.470001,1599300,55.947937
"2012-01-27",69.330002,69.360001,68.209999,68.519997,1456000,55.182842
"2012-01-30",68.269997,68.300003,67.75,67.93,1187300,54.707672
"2012-01-31",68.239998,68.940002,67.400002,68.839996,1783200,55.440559
"2012-02-01",64.900002,65.199997,63.369999,64.010002,6750500,51.55069
"2012-02-02",64.870003,65.489998,63.990002,64,2778700,51.542625
"2012-02-03",64.779999,65,64.290001,64.419998,1369500,51.880886
"2012-02-06",64.07,64.279999,63.880001,64.040001,1242900,51.574848
"2012-02-07",63.98,64.290001,63.48,64.089996,944300,51.615112
"2012-02-08",63.990002,64.199997,63.43,63.599998,1148500,51.220493
"2012-02-09",63.84,63.84,63.48,63.650002,1351200,51.260761
"2012-02-10",63.259998,63.599998,62.84,63.5,1179800,51.139965
"2012-02-13",63.77,64.760002,63.68,64.75,1033400,52.146652
"2012-02-14",64.449997,65.480003,64.120003,65.480003,1728100,52.734566
"2012-02-15",65.550003,65.599998,63.560001,63.59,1847900,51.212452
"2012-02-16",63.84,66.260002,63.799999,66.199997,1610900,53.314423
"2012-02-17",66.050003,66.309998,65.480003,66.110001,1289900,53.241947
"2012-02-21",66.379997,66.379997,65.57,66.120003,1048600,53.249981
"2012-02-22",66.199997,66.660004,65.949997,66.239998,1227600,53.346638
"2012-02-23",66.160004,67.790001,66.139999,67.5,1138400,54.361389
"2012-02-24",67.800003,67.980003,67.050003,67.209999,1106500,54.127827
"2012-02-27",66.860001,67.470001,66.529999,66.93,1309400,53.902332
"2012-02-28",66.989998,67.32,66.459999,66.940002,1093700,53.910385
"2012-02-29",66.57,66.970001,66.080002,66.169998,1451600,53.55426
"2012-03-01",66.330002,67.400002,66.230003,66.849998,1262200,54.104622
"2012-03-02",66.720001,66.93,66.139999,66.220001,857200,53.594711
"2012-03-05",66.160004,66.269997,65.370003,65.720001,893400,53.190063
"2012-03-06",65.25,65.300003,64.68,64.900002,1030400,52.526405
"2012-03-07",65.129997,65.230003,64.529999,65.059998,739500,52.655891
"2012-03-08",65.43,65.93,65.050003,65.760002,765300,53.222424
"2012-03-09",65.919998,66.389999,65.309998,66.349998,598700,53.69994
"2012-03-12",66.620003,66.660004,65.43,65.940002,723000,53.368118
"2012-03-13",66.349998,66.660004,65.75,66.400002,1270600,53.740414
"2012-03-14",66.389999,66.389999,65.209999,65.349998,1093900,52.890614
"2012-03-15",65.32,65.510002,64.900002,65.349998,2096600,52.890614
"2012-03-16",65.139999,65.860001,64.970001,65.669998,1740700,53.149597
"2012-03-19",65.660004,66.010002,65.43,65.620003,813900,53.109119
"2012-03-20",65.379997,65.459999,64.389999,64.5,1226900,52.20266
"2012-03-21",64.449997,65.089996,63.950001,65,993500,52.607342
"2012-03-22",64.360001,64.639999,63.619999,64.5,960500,52.20266
"2012-03-23",64.68,64.760002,63.880001,64.419998,606300,52.137924
"2012-03-26",65.110001,65.290001,64.690002,65.190002,839100,52.761108
"2012-03-27",65.139999,65.370003,64.639999,65.349998,746100,52.890614
"2012-03-28",65.519997,65.610001,64.629997,65.110001,719400,52.696362
"2012-03-29",64.82,65,64.059998,64.760002,1807400,52.413094
"2012-03-30",65.010002,65.989998,64.779999,65.489998,1357000,53.003914
"2012-04-02",65.410004,66.370003,65.330002,65.910004,1045600,53.343842
"2012-04-03",65.75,66.029999,65.089996,65.709999,628300,53.181976
"2012-04-04",65.120003,65.639999,64.93,65.519997,805900,53.028194
"2012-04-05",65.080002,65.5,64.970001,65.120003,707400,52.704456
"2012-04-09",64.489998,64.5,63.5,64,1025100,51.797997
"2012-04-10",63.66,63.700001,63.09,63.34,1479400,51.263828
"2012-04-11",63.869999,64.580002,63.470001,64,1145700,51.797997
"2012-04-12",64.260002,64.870003,63.950001,64.529999,1642700,52.226948
"2012-04-13",64.199997,64.379997,63.82,64.129997,914100,51.903202
"2012-04-16",64.199997,64.959999,63.889999,64.809998,840600,52.453556
"2012-04-17",64.989998,66.269997,64.93,66.110001,1242000,53.505714
"2012-04-18",66.610001,67,66.230003,66.860001,1238400,54.112717
"2012-04-19",66.629997,67.309998,65.970001,66.139999,1362200,53.529984
"2012-04-20",65.459999,66.75,65.150002,66.519997,1506600,53.837536
"2012-04-23",66,66,65.150002,65.529999,935900,53.03627
"2012-04-24",65.870003,66.339996,65.529999,65.830002,1185500,53.279095
"2012-04-25",63.93,64.040001,60,60.91,8985000,49.297119
"2012-04-26",60.380001,60.720001,58.73,59.23,3176700,47.937428
"2012-04-27",59.630001,59.970001,58.91,59.02,2633700,47.767467
"2012-04-30",59.23,60.009998,59.110001,59.740002,2222100,48.350185
"2012-05-01",59.720001,61.139999,59.220001,60.799999,2219200,49.208084
"2012-05-02",60.959999,62.66,60.509998,62.299999,4082100,50.422096
"2012-05-03",62.279999,62.279999,61.27,61.419998,2245700,49.709888
"2012-05-04",61.279999,61.279999,60.240002,60.619999,1401900,49.062405
"2012-05-07",60.610001,61.259998,60.25,60.860001,1063300,49.25666
"2012-05-08",60.540001,61.43,60.23,61.32,1558300,49.628944
"2012-05-09",60.709999,60.959999,60,60.669998,1360800,49.102879
"2012-05-10",60.950001,61.360001,60.240002,60.52,802000,48.981476
"2012-05-11",60.43,61.130001,60.290001,60.810001,827200,49.21619
"2012-05-14",60.25,60.77,60.099998,60.450001,833700,48.92482
"2012-05-15",60.700001,61.220001,60.200001,60.77,1041800,49.183811
"2012-05-16",61.209999,61.459999,60.580002,60.619999,1196100,49.062405
"2012-05-17",60.549999,60.919998,59.639999,59.639999,1205000,48.269253
"2012-05-18",59.990002,60.16,58.75,58.880001,1521100,47.654156
"2012-05-21",59.009998,59.880001,58.75,59.779999,1539000,48.382553
"2012-05-22",60.029999,60.369999,59.459999,59.849998,1045900,48.439213
"2012-05-23",59.41,60.529999,59.07,60.32,1500000,48.819599
"2012-05-24",60.349998,60.52,59.369999,59.82,1239200,48.414944
"2012-05-25",59.939999,60.060001,59.299999,59.689999,1308800,48.309727
"2012-05-29",60.169998,61.16,59.970001,60.77,1181900,49.183811
"2012-05-30",60.049999,60.07,59.080002,59.080002,1384400,48.077095
"2012-05-31",58.48,58.830002,57.299999,58.259998,2165800,47.409809
"2012-06-01",57.209999,58.150002,56.82,56.889999,2531700,46.294945
"2012-06-04",56.380001,57.099998,55.889999,56.689999,2952800,46.132191
"2012-06-05",56.400002,57.02,55.880001,56.619999,1644100,46.075237
"2012-06-06",57.029999,58.150002,56.869999,58.040001,1300300,47.230797
"2012-06-07",58.68,59.259998,57.490002,57.57,1206900,46.84832
"2012-06-08",57.200001,58.060001,57.099998,57.919998,1126300,47.133121
"2012-06-11",58.349998,58.57,57.360001,57.450001,656000,46.75066
"2012-06-12",57.59,57.970001,57.139999,57.919998,847400,47.133121
"2012-06-13",57.810001,58.48,57.209999,57.290001,1075100,46.620453
"2012-06-14",57.57,58.240002,57.169998,58.02,1140500,47.214508
"2012-06-15",58.220001,58.630001,57.939999,58.560001,1195000,47.653938
"2012-06-18",58.220001,59.290001,58.110001,59.009998,910100,48.020119
"2012-06-19",59,59.990002,58.950001,59.810001,1021700,48.671139
"2012-06-20",59.93,59.93,58.709999,59.310001,800100,48.264259
"2012-06-21",59.48,59.639999,57.810001,57.830002,1037400,47.059895
"2012-06-22",57.57,57.689999,56.709999,57.369999,1231800,46.685574
"2012-06-25",56.799999,57.049999,56.009998,56.34,1023000,45.847393
"2012-06-26",56.540001,56.650002,55.349998,56.259998,1365500,45.782284
"2012-06-27",56.48,56.970001,56.25,56.84,956300,46.254257
"2012-06-28",56.400002,56.889999,56.02,56.66,1032600,46.107788
"2012-06-29",57.540001,58.619999,57.43,58.529999,979000,47.629524
"2012-07-02",58.779999,61.25,58.009998,60.849998,2851200,49.517452
"2012-07-03",61.509998,61.959999,60.349998,61.860001,1644300,50.339355
"2012-07-05",61.970001,61.970001,61.189999,61.439999,1183500,49.997566
"2012-07-06",61.169998,61.580002,60.09,60.509998,938900,49.24078
"2012-07-09",60.459999,61.110001,60.189999,60.240002,948200,49.021065
"2012-07-10",60.75,60.939999,59.709999,59.91,1027700,48.752518
"2012-07-11",59.849998,60.220001,58.990002,59.599998,891100,48.500248
"2012-07-12",59.18,59.43,58.5,58.950001,883200,47.971302
"2012-07-13",59.110001,60.48,59.110001,60.299999,1565300,49.069885
"2012-07-16",60.169998,60.279999,58.849998,58.919998,1059000,47.946892
"2012-07-17",57.950001,57.990002,56.830002,57.950001,1556100,47.157539
"2012-07-18",57.860001,59.450001,57.84,59.240002,1334500,48.207298
"2012-07-19",59.389999,59.810001,59.049999,59.529999,856200,48.443275
"2012-07-20",59.490002,59.490002,56.860001,56.959999,2106800,46.351925
"2012-07-23",55.970001,56.689999,55.5,56.580002,1350800,46.042679
"2012-07-24",56.290001,56.580002,55.610001,56.25,1415300,45.774151
"2012-07-25",54.009998,54.189999,50.810001,52.23,6557600,42.502819
"2012-07-26",52.91,53.560001,51.810001,52.240002,2146600,42.510952
"2012-07-27",52.73,53.66,52.73,53.349998,1735200,43.414246
"2012-07-30",53.200001,53.66,53.07,53.25,1171300,43.332863
"2012-07-31",52.959999,53.43,52.799999,52.849998,1016900,43.007351
"2012-08-01",52.98,53.189999,51.919998,52.849998,1288900,43.007351
"2012-08-02",52.73,53.25,51.970001,53.139999,1429200,43.243351
"2012-08-03",54.07,54.27,53.540001,53.599998,1459700,43.617672
"2012-08-06",54.009998,54.040001,53.540001,53.630001,1050900,43.642082
"2012-08-07",54,54.110001,53.66,53.740002,1084700,43.731602
"2012-08-08",53.5,54.029999,53.23,53.900002,1360000,43.861805
"2012-08-09",53.91,54.02,53.66,53.799999,992600,43.780422
"2012-08-10",53.759998,54.34,53.599998,54.23,688000,44.130348
"2012-08-13",54.07,54.790001,54.029999,54.610001,1029500,44.439583
"2012-08-14",54.900002,55.509998,54.57,55.220001,1327800,44.93597
"2012-08-15",55.049999,55.939999,55.02,55.900002,773000,45.489334
"2012-08-16",56.130001,57.200001,55.799999,56.669998,1620900,46.115932
"2012-08-17",56.919998,57.080002,56.380001,57.040001,1344300,46.417027
"2012-08-20",57.009998,57.599998,56.75,57.439999,1089300,46.742523
"2012-08-21",57.400002,57.830002,57.240002,57.41,1740200,46.718109
"2012-08-22",57.32,57.470001,56.759998,57.259998,918600,46.596043
"2012-08-23",57.25,57.25,56.639999,56.810001,796900,46.229847
"2012-08-24",56.790001,57.34,56.639999,57.16,785600,46.514668
"2012-08-27",57.18,57.419998,56.290001,56.529999,624100,46.002003
"2012-08-28",56.450001,56.529999,56,56.099998,1153200,45.652077
"2012-08-29",56.290001,57.060001,56.169998,57,1000600,46.38448
"2012-08-30",56.639999,56.700001,56.23,56.240002,1014400,45.766014
"2012-08-31",56.77,57.009998,56.450001,56.610001,889600,46.067101
"2012-09-04",56.68,57.009998,56.150002,56.630001,1052700,46.08337
"2012-09-05",56.380001,56.700001,55.560001,56.369999,1329500,46.140686
"2012-09-06",56.77,57.599998,56.59,57.060001,1151500,46.70546
"2012-09-07",57.290001,57.5,56.790001,57.450001,1830800,47.024689
"2012-09-10",57.439999,57.509998,57.18,57.34,1061800,46.93465
"2012-09-11",57.360001,57.630001,57.16,57.470001,1282300,47.041061
"2012-09-12",57.470001,57.82,57.279999,57.459999,857000,47.032867
"2012-09-13",57.369999,57.619999,56.959999,57.240002,1147900,46.852802
"2012-09-14",56.77,57.490002,56.619999,57.27,1629900,46.87735
"2012-09-17",57.07,57.459999,56.709999,56.740002,918700,46.443527
"2012-09-18",56.540001,56.869999,55.91,56.52,921100,46.263462
"2012-09-19",56.700001,57.48,56.27,57.400002,960800,46.98378
"2012-09-20",57.220001,58,56.799999,57.549999,2281900,47.106541
"2012-09-21",57.5,57.830002,57.200001,57.619999,2149100,47.16383
"2012-09-24",57.139999,58.57,57.02,58.57,1298100,47.941444
"2012-09-25",59.139999,60.939999,58.990002,59.040001,3298000,48.32616
"2012-09-26",59.669998,59.900002,58.82,59.060001,1757800,48.342525
"2012-09-27",59.169998,59.400002,58.720001,59.27,891000,48.51442
"2012-09-28",59.16,59.16,58.110001,58.580002,1490000,47.949631
"2012-10-01",58.900002,60.32,58.700001,59.099998,1738600,48.375267
"2012-10-02",59.169998,59.330002,58.200001,58.599998,1197000,47.966007
"2012-10-03",58.849998,59.889999,58.849998,59.869999,1409200,49.005547
"2012-10-04",59.860001,60.290001,59.34,59.900002,958900,49.030094
"2012-10-05",60.150002,61.02,60.060001,60.310001,998700,49.365692
"2012-10-08",60.580002,60.84,59.939999,59.990002,975700,49.10376
"2012-10-09",59.77,60.439999,59.110001,59.369999,1141800,48.596268
"2012-10-10",59.5,59.950001,58.830002,59,1152700,48.293411
"2012-10-11",59.490002,59.650002,58.860001,58.900002,726400,48.211567
"2012-10-12",59.509998,60.91,59.490002,59.939999,1574700,49.062832
"2012-10-15",60.139999,60.529999,59.720001,60.360001,768800,49.406616
"2012-10-16",60.91,61.5,60.41,60.900002,1031000,49.848621
"2012-10-17",63,63.16,61.330002,61.689999,1654000,50.495262
"2012-10-18",61.48,61.68,61,61.400002,935700,50.257893
"2012-10-19",61.509998,61.580002,60.369999,60.720001,1490200,49.70129
"2012-10-22",60.75,60.880001,59.630001,59.849998,1581900,48.989174
"2012-10-23",60.880001,61.290001,59.59,60.98,1869600,49.914124
"2012-10-24",58.990002,59.799999,57.16,57.549999,4023000,47.106541
"2012-10-25",57.549999,59.360001,57.549999,59.099998,1837000,48.375267
"2012-10-26",59.009998,59.619999,58.799999,59.41,1539100,48.629009
"2012-10-31",59.650002,61.139999,57.970001,60.310001,1512100,49.365692
"2012-11-01",60.419998,61.860001,59.970001,61.57,1522400,50.397041
"2012-11-02",62.049999,62.049999,61.369999,61.48,996900,50.323376
"2012-11-05",61.580002,62.150002,61.150002,62.029999,809600,50.773563
"2012-11-06",62.16,63.490002,62.110001,62.919998,1318300,51.502056
"2012-11-07",62.049999,62.560001,61.849998,62.220001,1395700,50.929089
"2012-11-08",61.970001,62.48,61.119999,61.5,918600,50.339741
"2012-11-09",61.490002,62.189999,61.060001,61.48,1199700,50.323376
"2012-11-12",61.48,61.759998,61.139999,61.380001,624700,50.241516
"2012-11-13",61.290001,62.419998,61.240002,61.389999,1224500,50.24971
"2012-11-14",61.529999,61.560001,59.68,59.869999,1457300,49.005547
"2012-11-15",59.91,60.049999,59.34,59.529999,1007100,48.72723
"2012-11-16",59.490002,59.790001,58.630001,59.16,1065200,48.424393
"2012-11-19",59.91,60.18,59.279999,59.810001,1080700,48.956425
"2012-11-20",59.580002,60.110001,59.52,60.07,628500,49.169239
"2012-11-21",60.09,60.41,59.970001,60.220001,508700,49.29203
"2012-11-23",60.139999,60.990002,59.959999,60.98,387000,49.914124
"2012-11-26",60.790001,61.48,60.75,61.48,702000,50.323376
"2012-11-27",61.330002,61.77,60.73,60.830002,957000,49.79134
"2012-11-28",60.560001,61.91,60.41,61.73,1114200,50.528011
"2012-11-29",61.98,62.57,61.66,61.970001,1228300,50.724464
"2012-11-30",62.220001,62.369999,61.459999,61.740002,1357400,50.536198
"2012-12-03",62.029999,62.139999,60.68,61,780600,49.930485
"2012-12-04",60.98,61.52,60.75,61.02,797600,49.946842
"2012-12-05",61.080002,62.099998,61.060001,61.91,870000,50.675339
"2012-12-06",61.639999,61.950001,60.419998,60.639999,969300,49.635807
"2012-12-07",60.779999,60.970001,60.139999,60.599998,783400,49.603069
"2012-12-10",60.759998,62.049999,60.720001,61.939999,1139600,50.699902
"2012-12-11",62.470001,62.810001,61.959999,62.259998,1429100,50.96183
"2012-12-12",62.57,62.650002,61.709999,61.91,877300,50.675339
"2012-12-13",61.630001,62.389999,61.27,61.639999,605400,50.741199
"2012-12-14",61.73,61.959999,61.400002,61.52,886800,50.642418
"2012-12-17",61.779999,62.189999,61.610001,62.189999,814600,51.193947
"2012-12-18",62.439999,63.93,62.279999,63.549999,1473300,52.31348
"2012-12-19",63.720001,64.139999,63.389999,63.630001,987400,52.379349
"2012-12-20",63.529999,63.959999,63.330002,63.759998,1039500,52.486355
"2012-12-21",63.009998,63.98,62.810001,63.599998,2277800,52.354649
"2012-12-24",63.25,63.799999,63.18,63.32,358400,52.124153
"2012-12-26",63.540001,63.880001,62.990002,62.990002,524500,51.852509
"2012-12-27",62.950001,63.119999,62.330002,62.799999,786700,51.696095
"2012-12-28",62.34,62.849998,62.150002,62.150002,651200,51.16103
"2012-12-31",62.18,63.25,62.060001,63.220001,727500,52.041843
"2013-01-02",64.110001,64.879997,61.650002,63.16,3084300,51.992443
"2013-01-03",62.540001,63.16,61.93,62.34,2893100,51.317432
"2013-01-04",62.150002,63.540001,62.07,63.040001,1273600,51.893658
"2013-01-07",62.509998,63.450001,62.5,63.150002,1077500,51.984203
"2013-01-08",62.810001,63.299999,61.810001,63.209999,1734200,52.033611
"2013-01-09",63.189999,64.260002,63.009998,64.209999,1788100,52.856796
"2013-01-10",64.589996,64.870003,64.040001,64.379997,1330400,52.996735
"2013-01-11",64.400002,64.639999,64.279999,64.540001,866400,53.128437
"2013-01-14",64.559998,64.989998,64.260002,64.800003,1167000,53.342468
"2013-01-15",65.029999,65.529999,64.510002,65.349998,999600,53.795216
"2013-01-16",65.269997,65.360001,64.050003,64.730003,1596200,53.284843
"2013-01-17",64.870003,64.940002,64.239998,64.879997,871700,53.408321
"2013-01-18",64.800003,65.559998,64.629997,65.510002,1172400,53.926941
"2013-01-22",65.349998,66.290001,65.25,66.07,912000,54.387917
"2013-01-23",66.050003,66.489998,65.650002,65.75,774000,54.124477
"2013-01-24",66.349998,67.849998,66.120003,67.209999,1637400,55.326359
"2013-01-25",67.279999,67.489998,66.580002,67.190002,733300,55.309887
"2013-01-28",67.529999,67.830002,66.900002,67.510002,1658000,55.573299
"2013-01-29",67.480003,67.93,67.099998,67.919998,921700,55.910805
"2013-01-30",67.68,67.839996,66.779999,67.139999,1034200,55.268723
"2013-01-31",66.779999,67.080002,65,66.150002,2546200,54.453766
"2013-02-01",66.75,67.110001,65.989998,66.889999,1352400,55.062927
"2013-02-04",65.510002,66.93,65.510002,66.029999,1390800,54.354977
"2013-02-05",66.089996,67.379997,65.089996,67.010002,2064200,55.161705
