"dates","TSCO.Open","TSCO.High","TSCO.Low","TSCO.Close","TSCO.Volume","TSCO.Adjusted"
"2011-07-19",34.580002,35.950001,34.264999,34.950001,2348400,31.280922
"2011-07-20",35.365002,35.455002,34.439999,35.334999,2210800,31.625494
"2011-07-21",33.134998,34.25,32.75,33.544998,6414600,30.023415
"2011-07-22",33.445,34.235001,33.375,34,1724400,30.430641
"2011-07-25",33.735001,34.220001,33.365002,33.509998,1796000,29.992081
"2011-07-26",33.485001,34.014999,33.369999,33.654999,1602800,30.121874
"2011-07-27",33.935001,33.965,33.125,33.150002,1869800,29.669888
"2011-07-28",33.125,33.645,32.720001,32.82,1338000,29.374537
"2011-07-29",32.465,33.185001,31.92,32.959999,1460800,29.499838
"2011-08-01",33.174999,33.314999,32.105,32.945,1608400,29.486406
"2011-08-02",32.639999,32.91,31.215,31.25,1920000,27.969351
"2011-08-03",31.299999,31.959999,30.25,31.84,2062600,28.497406
"2011-08-04",31.32,31.764999,30.355,30.385,2011400,27.195156
"2011-08-05",30.48,31.004999,28.865,29.445,2678000,26.35384
"2011-08-08",26.555,28.27,24.51,26.825001,4375000,24.008896
"2011-08-09",26.5,28.875,26.290001,28.825001,2051000,25.798933
"2011-08-10",28.23,29.155001,27.655001,28.18,1330200,25.221642
"2011-08-11",28.4,29.5,28.1,28.959999,2117200,25.975069
"2011-08-12",29.235001,29.690001,28.6,29.389999,1891800,26.360743
"2011-08-15",29.57,29.85,29.049999,29.83,976200,26.75539
"2011-08-16",29.620001,29.65,29.01,29.405001,880600,26.374199
"2011-08-17",29.67,29.809999,28.700001,29.094999,1344200,26.096151
"2011-08-18",28.305,28.375,27.295,27.610001,1516800,24.764214
"2011-08-19",27.209999,27.985001,26.555,26.719999,1775600,23.965942
"2011-08-22",26.674999,27.52,26.674999,27.18,1366800,24.378532
"2011-08-23",27.34,28.855,27.049999,28.825001,1233400,25.853977
"2011-08-24",28.799999,29.495001,28.51,29.459999,1097200,26.423523
"2011-08-25",29.825001,30.075001,28.725,28.764999,901800,25.800161
"2011-08-26",28.57,29.870001,28.014999,29.67,1193000,26.611883
"2011-08-29",30.07,30.495001,29.825001,30.48,687800,27.338396
"2011-08-30",30.25,30.834999,29.955,30.41,1061000,27.275608
"2011-08-31",30.575001,31.045,30.275,30.684999,1026000,27.522268
"2011-09-01",30.785,31.625,30.469999,30.59,1365800,27.437057
"2011-09-02",29.965,30.344999,29.73,29.82,694800,26.746416
"2011-09-06",29.514999,30.004999,28.365,29.93,932400,26.845079
"2011-09-07",30.48,31.309999,30.285,31.285,964800,28.060425
"2011-09-08",31.014999,32.105,30.834999,31.75,1599200,28.477491
"2011-09-09",31.450001,32.450001,31.01,32.355,2190400,29.02014
"2011-09-12",31.825001,33.150002,31.825001,33.110001,2031400,29.697311
"2011-09-13",33.134998,33.945,32.889999,33.82,2140400,30.334135
"2011-09-14",34.025002,34.490002,32.965,33.650002,2118200,30.181656
"2011-09-15",33.915001,34.240002,33.630001,33.990002,1455000,30.486614
"2011-09-16",34.16,34.825001,33.674999,34.419998,1691400,30.872295
"2011-09-19",33.764999,34.974998,32.935001,34.775002,1900800,31.190701
"2011-09-20",34.974998,35.049999,33.619999,33.700001,1762400,30.226511
"2011-09-21",33.705002,34.220001,33.014999,33.055,1356800,29.647985
"2011-09-22",32.169998,33.23,31.504999,32.32,1649800,28.988745
"2011-09-23",32.154999,33.445,32.055,33.27,1258800,29.84083
"2011-09-26",33.470001,33.895,33.215,33.875,1011000,30.383469
"2011-09-27",34.490002,34.794998,33.505001,33.715,1141800,30.239967
"2011-09-28",33.834999,34.189999,33.105,33.18,1106400,29.760111
"2011-09-29",33.889999,34.200001,32.34,33.564999,1226000,30.105415
"2011-09-30",33.130001,33.205002,31.26,31.264999,2525400,28.042486
"2011-10-03",31.01,31.16,29.945,30.115,1878000,27.011017
"2011-10-04",29.555,31.610001,29.245001,31.555,2226400,28.302591
"2011-10-05",31.605,31.725,30.705,31.530001,1263800,28.280169
"2011-10-06",31.52,32.700001,31.450001,32.404999,1011000,29.064985
"2011-10-07",32.564999,33.365002,32.145,32.875,1001000,29.486547
"2011-10-10",33.150002,33.950001,32.794998,33.349998,952200,29.91258
"2011-10-11",33.215,33.314999,32.645,33.040001,1024800,29.634535
"2011-10-12",33.23,33.494999,32.814999,32.990002,1087600,29.589693
"2011-10-13",32.84,33.994999,32.555,33.57,1117400,30.109905
"2011-10-14",33.599998,33.974998,32.924999,33.709999,1180600,30.235466
"2011-10-17",33.610001,34.970001,33.610001,34.025002,2375200,30.518011
"2011-10-18",34.195,34.375,33.345001,33.974998,1178600,30.473166
"2011-10-19",33.849998,34.029999,32.849998,33.139999,2398400,29.724222
"2011-10-20",34.490002,36.290001,33.98,35.82,6285200,32.127995
"2011-10-21",36.5,36.764999,35.939999,36.73,3099200,32.944191
"2011-10-24",36.904999,36.985001,36.759998,36.875,2214800,33.074261
"2011-10-25",36.75,36.884998,36,36.095001,1013400,32.374653
"2011-10-26",36.555,36.555,35.075001,36.205002,1469800,32.473316
"2011-10-27",37.255001,37.255001,36.375,36.825001,1940200,33.029408
"2011-10-28",36.505001,36.990002,35.310001,35.595001,2357600,31.926191
"2011-10-31",35.275002,36.189999,35.099998,35.470001,1414000,31.814064
"2011-11-01",34.68,35.959999,33.075001,35.494999,3271400,31.836487
"2011-11-02",36.084999,36.52,35.669998,36.310001,1202600,32.567497
"2011-11-03",36.625,36.685001,35.314999,36.384998,1010200,32.634754
"2011-11-04",36.105,36.445,35.75,36.384998,633200,32.634754
"2011-11-07",36.494999,37.215,35.955002,36.555,1231000,32.787247
"2011-11-08",36.810001,36.869999,35.599998,36.799999,988200,33.006992
"2011-11-09",36.009998,36.619999,35.625,35.720001,1158000,32.090622
"2011-11-10",36.18,36.240002,35.709999,36.095001,835400,32.427528
"2011-11-11",36.514999,37.419998,36.16,37.25,1338800,33.465172
"2011-11-14",37.27,37.705002,36.924999,37.200001,1211000,33.420235
"2011-11-15",37.154999,37.875,36.724998,37.700001,1008200,33.869431
"2011-11-16",37.514999,39.110001,37.174999,37.299999,2980200,33.510094
"2011-11-17",37.255001,37.505001,36.134998,36.299999,1542400,32.611683
"2011-11-18",36.490002,36.494999,35.584999,36.134998,1235800,32.463448
"2011-11-21",35.605,36.095001,35.345001,35.889999,1146000,32.243355
"2011-11-22",35.700001,36.294998,35.5,35.825001,1175200,32.184948
"2011-11-23",35.549999,35.865002,35.099998,35.125,935800,31.556082
"2011-11-25",35.09,35.25,33.799999,33.84,1156800,30.401638
"2011-11-28",34.950001,35.689999,34.395,34.424999,2032200,30.927198
"2011-11-29",34.509998,35.165001,34.290001,35,1915400,31.443781
"2011-11-30",37.055,37.415001,35.599998,36.115002,1916600,32.445488
"2011-12-01",35.990002,36.505001,35.805,36.115002,785400,32.445488
"2011-12-02",36.615002,36.615002,35.950001,36.099998,1629200,32.432014
"2011-12-05",36.564999,37.32,36.285,36.990002,1320800,33.231583
"2011-12-06",37.095001,37.150002,36.439999,36.68,773000,32.953087
"2011-12-07",36.505001,37.355,36.154999,37.169998,1183000,33.393295
"2011-12-08",36.880001,37.244999,36.404999,36.470001,951400,32.764423
"2011-12-09",36.5,37.740002,36.474998,37.634998,971000,33.811039
"2011-12-12",37.424999,37.424999,36.735001,37.095001,983000,33.325912
"2011-12-13",37.285,37.625,36.115002,36.380001,1215800,32.683556
"2011-12-14",36.139999,36.169998,34.875,35.325001,1844400,31.735758
"2011-12-15",35.654999,36.09,35.490002,35.75,1581400,32.117577
"2011-12-16",35.860001,36.485001,35.73,36.41,1655200,32.710522
"2011-12-19",36.544998,36.865002,35.605,35.779999,862800,32.144524
"2011-12-20",36.110001,36.474998,35.830002,36.375,1257000,32.679073
"2011-12-21",36.259998,36.305,35.75,36.215,744800,32.535328
"2011-12-22",36.220001,36.244999,35.334999,35.404999,1071800,31.807634
"2011-12-23",35.5,35.724998,34.955002,35.48,822800,31.875
"2011-12-27",35.490002,36.16,35.375,36.025002,718000,32.364635
"2011-12-28",36.095001,36.400002,35.720001,35.849998,776600,32.207417
"2011-12-29",35.945,36.040001,35.59,35.674999,526600,32.050194
"2011-12-30",35.744999,35.759998,35.025002,35.075001,775000,31.511175
"2012-01-03",35.415001,35.705002,34.27,34.73,2255800,31.201208
"2012-01-04",34.630001,35.014999,34.355,34.685001,1298800,31.160788
"2012-01-05",34.5,34.91,34.25,34.709999,1657400,31.183239
"2012-01-06",34.654999,35.389999,34.580002,34.855,1246000,31.313509
"2012-01-09",34.889999,35.599998,34.869999,35.299999,955600,31.713293
"2012-01-10",36.134998,36.43,35.669998,36.345001,1423600,32.652134
"2012-01-11",36.25,37,36.25,36.465,1168200,32.75993
"2012-01-12",38.924999,40.279999,38.700001,40.099998,6574400,36.025574
"2012-01-13",40.025002,40.564999,39.950001,40.279999,2491200,36.187286
"2012-01-17",40.125,40.279999,39.955002,40.240002,1811600,36.15136
"2012-01-18",40.285,40.66,40.02,40.645,1264400,36.515217
"2012-01-19",40.82,40.990002,40.150002,40.215,2196600,36.128914
"2012-01-20",40.255001,40.43,39.724998,39.994999,896200,35.931255
"2012-01-23",40.02,40.650002,39.52,40.244999,1068200,36.155849
"2012-01-24",40.075001,40.415001,40.049999,40.349998,840200,36.250179
"2012-01-25",40.400002,40.549999,40.119999,40.400002,1085400,36.295105
"2012-01-26",40.654999,40.875,39.625,39.919998,1043800,35.863876
"2012-01-27",39.974998,40.474998,39.595001,40.209999,681800,36.12442
"2012-01-30",40.189999,40.700001,40.009998,40.445,1107400,36.335529
"2012-01-31",40.689999,41.25,40.154999,40.384998,1490400,36.281624
"2012-02-01",40.5,40.919998,40.240002,40.895,1937800,36.739822
"2012-02-02",40.459999,41.25,39.529999,39.935001,3415800,35.87735
"2012-02-03",40.27,40.825001,40.224998,40.605,1407600,36.47929
"2012-02-06",40.255001,41.035,40.25,41.025002,2331400,36.856602
"2012-02-07",41.174999,43.564999,41.040001,42.540001,4061000,38.217674
"2012-02-08",42.665001,42.740002,41.355,41.724998,1436800,37.485481
"2012-02-09",41.875,42.145,41.215,41.654999,1075400,37.422585
"2012-02-10",41.23,41.700001,41.215,41.540001,947800,37.319267
"2012-02-13",42.049999,42.400002,41.764999,42.325001,1088400,38.024506
"2012-02-14",42.169998,42.264999,41.805,42.264999,695800,37.970612
"2012-02-15",42.494999,42.5,41.5,41.830002,1273200,37.579807
"2012-02-16",41.860001,42.435001,41.610001,41.695,869200,37.458538
"2012-02-17",41.740002,42.014999,41.345001,41.380001,961800,37.175529
"2012-02-21",41.825001,42.23,41.5,41.685001,1258800,37.449543
"2012-02-22",41.509998,41.955002,41.299999,41.834999,1216600,37.584286
"2012-02-23",41.68,42.57,41.68,42.435001,1138400,38.178104
"2012-02-24",42.505001,42.544998,41.919998,42.165001,728200,37.935173
"2012-02-27",42.119999,43.985001,42.110001,43.709999,2283800,39.325191
"2012-02-28",43.955002,44.325001,42.900002,43.279999,1466200,38.938335
"2012-02-29",43.485001,43.599998,42.59,42.735001,1201200,38.447998
"2012-03-01",42.939999,44.189999,42.880001,43.75,1420800,39.361198
"2012-03-02",43.794998,43.919998,43.16,43.305,658200,38.960812
"2012-03-05",43.314999,43.445,42.849998,43.360001,824000,39.0103
"2012-03-06",42.744999,43.290001,42.560001,42.834999,1027600,38.537968
"2012-03-07",42.834999,43.830002,42.450001,43.75,1610000,39.361198
"2012-03-08",43.924999,44,43.505001,43.735001,844800,39.347683
"2012-03-09",43.705002,43.965,43.205002,43.685001,1095000,39.302689
"2012-03-12",43.705002,44.049999,43.535,43.674999,923800,39.293701
"2012-03-13",43.610001,44.16,43.305,44.145,1155800,39.716541
"2012-03-14",44.029999,44.139999,43.369999,43.814999,636800,39.419655
"2012-03-15",43.98,43.98,43.400002,43.639999,663200,39.262203
"2012-03-16",43.610001,43.75,42.735001,42.904999,1356000,38.600945
"2012-03-19",42.755001,43.369999,42.299999,43.16,902200,38.830368
"2012-03-20",43.09,43.5,42.84,43.435001,718000,39.077782
"2012-03-21",43.535,44.485001,43.314999,43.904999,1134000,39.500629
"2012-03-22",43.525002,44.035,43.424999,43.875,1118000,39.473633
"2012-03-23",43.75,43.810001,42.77,43.02,1121600,38.704399
"2012-03-26",43.48,45.5,43.474998,45.459999,2567000,40.899643
"2012-03-27",45.665001,46.369999,45.445,45.514999,1571000,40.949112
"2012-03-28",45.685001,46.084999,45.009998,45.650002,1266800,41.070583
"2012-03-29",45.349998,45.685001,44.935001,45.57,1191800,40.9986
"2012-03-30",45.919998,45.994999,45.279999,45.279999,1411800,40.73769
"2012-04-02",44.939999,46.264999,44.935001,45.93,1300600,41.322487
"2012-04-03",45.775002,46.610001,45.75,46.445,1338000,41.785824
"2012-04-04",46.064999,46.41,45.965,46.314999,1056000,41.668858
"2012-04-05",46.025002,46.75,46.025002,46.674999,993000,41.99276
"2012-04-09",46.099998,46.540001,45.66,46.509998,953200,41.844307
"2012-04-10",46.400002,46.52,45.25,45.419998,2517000,40.863647
"2012-04-11",45.775002,46.189999,45.529999,46.150002,1448200,41.520428
"2012-04-12",47.400002,49.389999,46.775002,48.974998,7729800,44.062012
"2012-04-13",48.939999,49.665001,48.66,49.189999,3362800,44.255463
"2012-04-16",49.200001,49.610001,48.5,49.005001,3409600,44.089016
"2012-04-17",49.174999,49.695,49,49.564999,1907200,44.592834
"2012-04-18",49.400002,49.904999,49.310001,49.830002,1734600,44.831261
"2012-04-19",49.985001,50.599998,49.145,49.439999,2880600,44.480381
"2012-04-20",49.619999,49.970001,49.205002,49.73,1040800,44.741272
"2012-04-23",49.215,49.77,48.849998,49.705002,1275200,44.718796
"2012-04-24",49.514999,49.720001,47.965,48.465,2040400,43.603191
"2012-04-25",48.75,49.294998,48.299999,48.744999,1905000,43.855095
"2012-04-26",49.619999,49.73,48.244999,48.759998,1713800,43.868591
"2012-04-27",49.130001,49.994999,48.625,49.740002,1447400,44.750286
"2012-04-30",49.73,49.799999,49.040001,49.205002,1108800,44.268951
"2012-05-01",49.290001,49.955002,48.860001,49.189999,1121600,44.255463
"2012-05-02",49.02,50.375,48.790001,49.884998,1664800,44.880726
"2012-05-03",50.029999,50.5,49.264999,49.490002,900200,44.525372
"2012-05-04",49.25,49.380001,47.775002,48.240002,2223000,43.400753
"2012-05-07",47.845001,48.375,47.674999,47.994999,1098400,43.180328
"2012-05-08",47.965,48.055,46.040001,47.91,2872600,43.10387
"2012-05-09",47.264999,48.775002,47.264999,48.349998,1890600,43.499725
"2012-05-10",48.474998,49,48,48.810001,1642000,43.913578
"2012-05-11",48.525002,49.73,48.435001,49.32,1710800,44.372421
"2012-05-14",49.165001,49.669998,48.625,49.075001,2091400,44.152004
"2012-05-15",48.924999,49.415001,48.32,48.59,1742400,43.715652
"2012-05-16",48.630001,49.375,48.630001,49.099998,1932400,44.174488
"2012-05-17",49.73,49.73,47.584999,47.610001,2614800,42.921375
"2012-05-18",47.75,47.93,45.755001,45.93,3008200,41.406818
"2012-05-21",45.904999,47.02,45.294998,46.939999,2554000,42.317356
"2012-05-22",47.189999,48.695,47.145,48.389999,1923200,43.624561
"2012-05-23",48.169998,49.110001,48.07,48.990002,2022200,44.165466
"2012-05-24",49.189999,49.75,49.005001,49.650002,1533800,44.760479
"2012-05-25",49.91,50.205002,49.439999,49.810001,1230400,44.904716
"2012-05-29",49.435001,49.445,44.814999,46.235001,9000800,41.681778
"2012-05-30",45.84,46,43.970001,44.759998,4560800,40.352043
"2012-05-31",45.18,45.794998,44.505001,45.674999,9491000,41.176933
"2012-06-01",45.349998,45.369999,44.419998,44.794998,4119600,40.383587
"2012-06-04",44.345001,44.715,42.564999,42.695,5064000,38.490406
"2012-06-05",42.529999,43.900002,42.404999,43.805,2537200,39.491089
"2012-06-06",44.259998,44.744999,43.895,44.435001,1928200,40.05904
"2012-06-07",44.709999,44.900002,43.625,43.73,1739400,39.42347
"2012-06-08",43.5,44.099998,43.5,43.849998,1417400,39.531662
"2012-06-11",44.285,44.715,42.77,42.855,1969800,38.634644
"2012-06-12",43.134998,44.005001,43,43.959999,1303800,39.630821
"2012-06-13",43.299999,43.299999,41.779999,42.035,3586400,37.895409
"2012-06-14",42.275002,43.544998,42.049999,43.389999,2508600,39.116966
"2012-06-15",43.555,44.025002,43.285,43.955002,2413800,39.626316
"2012-06-18",42.904999,45,42.27,44.959999,2864800,40.532349
"2012-06-19",45.084999,45.619999,45.005001,45.470001,1718800,40.992126
"2012-06-20",45.645,45.755001,44.630001,45.259998,1560800,40.802803
"2012-06-21",45.145,45.224998,43.924999,44.049999,1364200,39.711956
"2012-06-22",43.900002,44.735001,43.314999,43.330002,2210200,39.062862
"2012-06-25",42.950001,43.755001,42.799999,43.290001,1640600,39.02681
"2012-06-26",43.345001,43.715,42.68,43.365002,1650000,39.094425
"2012-06-27",43.240002,43.365002,41.064999,41.540001,4847000,37.449139
"2012-06-28",41.115002,41.435001,40.294998,40.91,3404400,36.881195
"2012-06-29",41.560001,42.220001,41.404999,41.529999,2412800,37.440136
"2012-07-02",41.669998,42.025002,41.404999,41.950001,1657400,37.818775
"2012-07-03",41.974998,42.035,41.470001,41.625,1127200,37.525776
"2012-07-05",41.395,42.25,41.395,42.040001,1487400,37.899906
"2012-07-06",41.790001,42.035,41.185001,41.970001,977400,37.836792
"2012-07-09",41.985001,42.244999,41.674999,42.215,1072800,38.057667
"2012-07-10",42.189999,42.25,41.32,41.799999,1610000,37.68354
"2012-07-11",41.759998,41.855,39.310001,39.990002,3631200,36.051796
"2012-07-12",39.845001,41.764999,39.355,41.43,2972600,37.349979
"2012-07-13",41.294998,41.700001,40.34,40.505001,2346000,36.516087
"2012-07-16",40.57,41.125,40.115002,40.294998,1411600,36.326756
"2012-07-17",40.294998,40.490002,39.134998,39.285,2494400,35.416218
"2012-07-18",39.009998,39.845001,37.73,39.764999,3289000,35.848946
"2012-07-19",40.029999,40.895,39.950001,40.650002,2035600,36.646786
"2012-07-20",40.174999,40.195,38.919998,38.990002,2529800,35.150272
"2012-07-23",38.389999,40.595001,38.224998,40.349998,3360000,36.376339
"2012-07-24",40.299999,40.75,39.049999,39.355,1928600,35.479328
"2012-07-25",39.305,39.98,39.134998,39.525002,4958400,35.632587
"2012-07-26",44.744999,46.834999,43.799999,46.299999,8388000,41.740383
"2012-07-27",46.639999,46.75,45.580002,45.970001,2658000,41.442883
"2012-07-30",45.98,46.044998,45.470001,45.955002,1407200,41.429359
"2012-07-31",45.744999,45.990002,45.43,45.435001,1147400,40.960564
"2012-08-01",45.73,45.860001,44,44.049999,1635200,39.711956
"2012-08-02",44.119999,44.764999,43.860001,44.66,1236400,40.261894
"2012-08-03",45.950001,45.950001,44.740002,45.224998,915400,40.771255
"2012-08-06",44.764999,45.404999,44.764999,45.064999,992600,40.627003
"2012-08-07",45.669998,46.445,45.380001,45.540001,1394200,41.055214
"2012-08-08",45.575001,46.25,45,46.235001,1081800,41.681778
"2012-08-09",46.07,46.09,45.75,45.805,1151000,41.294132
"2012-08-10",45.634998,45.764999,44.764999,45.220001,898600,40.766743
"2012-08-13",45.040001,45.505001,44.785,45.459999,743000,40.983101
"2012-08-14",45.560001,45.685001,45.09,45.165001,650200,40.717152
"2012-08-15",45.014999,45.244999,44.845001,45.049999,657000,40.613472
"2012-08-16",45.025002,46.349998,44.669998,46.139999,889600,41.688679
"2012-08-17",46.27,46.985001,46.049999,46.875,1044200,42.352768
"2012-08-20",46.904999,47.240002,46.41,46.970001,1284000,42.43861
"2012-08-21",46.955002,47.185001,46.490002,47.035,1219800,42.497341
"2012-08-22",46.880001,48.490002,46.814999,48.125,1711600,43.482178
"2012-08-23",47.799999,48.150002,47.205002,47.994999,1254400,43.364704
"2012-08-24",47.805,48.305,47.650002,48.075001,959200,43.437008
"2012-08-27",48.375,48.615002,48.154999,48.384998,1188200,43.717087
"2012-08-28",48.174999,48.509998,47.875,48.349998,950200,43.685467
"2012-08-29",48.325001,48.450001,48.02,48.02,811800,43.387302
"2012-08-30",47.855,48.305,47.485001,47.740002,903200,43.134319
"2012-08-31",47.950001,48.369999,46.945,47.740002,1290800,43.134319
"2012-09-04",48.705002,49.790001,48.360001,49.689999,2160600,44.896198
"2012-09-05",49.445,49.650002,48.91,49.119999,1139800,44.381195
"2012-09-06",49.525002,50.485001,49.18,50.439999,1176000,45.573833
"2012-09-07",50.25,50.639999,49.900002,50.305,805800,45.451847
"2012-09-10",49.875,50.48,49.855,50.174999,778400,45.334404
"2012-09-11",50.16,50.244999,49.474998,49.634998,818600,44.846497
"2012-09-12",49.779999,49.875,48.825001,49.25,1263000,44.498638
"2012-09-13",49.02,49.615002,48.325001,48.869999,1507800,44.155304
"2012-09-14",49.064999,49.34,48.404999,48.5,1001200,43.820995
"2012-09-17",48.404999,48.959999,48.404999,48.935001,749400,44.214031
"2012-09-18",48.955002,49.02,48.169998,48.445,1153600,43.771301
"2012-09-19",48.384998,48.880001,48.32,48.48,1197400,43.802925
"2012-09-20",48.240002,48.685001,47.735001,48.474998,871400,43.798412
"2012-09-21",48.799999,48.900002,48.445,48.68,1385000,43.983639
"2012-09-24",48.605,48.639999,48.064999,48.630001,607200,43.938454
"2012-09-25",48.900002,49.275002,48.424999,48.470001,951200,43.793892
"2012-09-26",48.540001,48.720001,47.68,48.610001,814800,43.920387
"2012-09-27",48.935001,50.055,48.755001,49.955002,1175800,45.135624
"2012-09-28",49.849998,49.875,49.110001,49.445,1058600,44.674835
"2012-10-01",49.509998,50.099998,48.709999,48.994999,1141800,44.26823
"2012-10-02",49.189999,50.099998,48.720001,49.044998,878200,44.313416
"2012-10-03",49.240002,49.330002,48.299999,48.689999,1032400,43.992664
"2012-10-04",48.73,49.705002,48.665001,49.700001,661400,44.905216
"2012-10-05",49.900002,51.869999,49.605,51.224998,2007600,46.283104
"2012-10-08",51.209999,51.674999,50.5,50.75,906000,45.85392
"2012-10-09",50.834999,50.834999,49.299999,49.365002,928200,44.602551
"2012-10-10",49.25,49.735001,48.805,49.099998,1050800,44.363117
"2012-10-11",49.525002,50.049999,48.52,48.715,829800,44.015255
"2012-10-12",48.93,49.055,48.32,48.59,783800,43.902309
"2012-10-15",48.18,48.540001,46.799999,48.450001,1676600,43.775822
"2012-10-16",48.735001,48.845001,47.830002,47.904999,1022800,43.283394
"2012-10-17",48.099998,49.474998,47.895,48.110001,2017800,43.468624
"2012-10-18",48.099998,48.299999,47.560001,48,749600,43.369228
"2012-10-19",47.595001,48.029999,46.709999,46.985001,852400,42.452152
"2012-10-22",47,47.349998,46.139999,47.25,1419800,42.691586
"2012-10-23",46.834999,47.77,46.544998,47.584999,1075000,42.994267
"2012-10-24",47.610001,48.709999,47.049999,47.580002,1648400,42.989742
"2012-10-25",47.505001,47.689999,45.049999,46.439999,3334800,41.959743
"2012-10-26",46.549999,46.610001,45.790001,46.040001,1097000,41.598316
"2012-10-31",46.095001,48.200001,46.064999,48.095001,1842000,43.455067
"2012-11-01",48.150002,48.799999,47.525002,48.48,1437000,43.802925
"2012-11-02",48.419998,48.700001,47.154999,47.285,1019800,42.723217
"2012-11-05",47.25,47.415001,47.049999,47.334999,686800,42.768383
"2012-11-06",47.400002,47.584999,46.794998,46.974998,995400,42.443119
"2012-11-07",46.5,46.75,45.740002,45.775002,1089800,41.358891
"2012-11-08",45.794998,46.224998,45.450001,46,1200800,41.56218
"2012-11-09",45.224998,46.27,45.130001,46.099998,707200,41.652531
"2012-11-12",46.139999,46.275002,45.544998,45.665001,704600,41.259502
"2012-11-13",45.349998,45.759998,45.099998,45.189999,1921400,40.830326
"2012-11-14",45.224998,46.25,43.654999,43.720001,1309600,39.502144
"2012-11-15",43.310001,43.794998,42.93,43.345001,1538000,39.253105
"2012-11-16",43.615002,43.689999,43.029999,43.584999,1151200,39.470455
"2012-11-19",44.095001,44.945,44.095001,44.66,1109000,40.44397
"2012-11-20",44.669998,45.040001,44.5,45.025002,1194800,40.774517
"2012-11-21",45.325001,45.465,44.755001,44.915001,793400,40.674892
"2012-11-23",45.200001,45.490002,44.924999,45.365002,292400,41.082409
"2012-11-26",45.25,45.77,44.575001,44.884998,1001600,40.64772
"2012-11-27",44.715,44.924999,44.514999,44.720001,921000,40.498302
"2012-11-28",44.705002,45.48,44.494999,45.355,1699600,41.073353
"2012-11-29",45.685001,46,44.599998,45.195,917400,40.928455
"2012-11-30",45.200001,45.25,44.650002,44.810001,1165400,40.5798
"2012-12-03",44.529999,44.994999,43.900002,44.384998,2045800,40.194931
"2012-12-04",43,43.200001,41.195,41.695,5553200,37.758865
"2012-12-05",41.875,42.875,41.695,42.154999,2425800,38.175438
"2012-12-06",42.09,42.77,41.91,42.299999,1736600,38.306763
"2012-12-07",42.349998,43.139999,42.169998,42.939999,2016200,38.88633
"2012-12-10",42.880001,43.240002,42.330002,42.404999,1539400,38.401844
"2012-12-11",42.955002,43.5,42.59,43.134998,2518200,39.062931
"2012-12-12",43.435001,43.494999,42.450001,42.595001,1532200,38.573906
"2012-12-13",42.91,43.73,42.654999,42.665001,2275600,38.637295
"2012-12-14",42.610001,42.880001,42.400002,42.535,979000,38.519573
"2012-12-17",42.75,43.845001,42.645,43.599998,1656200,39.484028
"2012-12-18",45.209999,45.209999,43.369999,43.439999,2172600,39.33913
"2012-12-19",43.869999,44.615002,43.465,44.415001,2011600,40.222095
"2012-12-20",44.169998,44.689999,43.799999,44.529999,1487200,40.326237
"2012-12-21",44.014999,44.355,43.605,44.014999,2193000,39.859852
"2012-12-24",44.235001,44.645,43.915001,44.025002,491400,39.868912
"2012-12-26",44.014999,44.154999,43.43,43.540001,1066600,39.429699
"2012-12-27",43.450001,44.009998,43.235001,43.834999,813400,39.696854
"2012-12-28",43.66,44.25,42.919998,43.735001,655200,39.606293
"2012-12-31",43.605,44.305,43.130001,44.18,1175600,40.009277
"2013-01-02",45.41,46,44.27,45.919998,2528200,41.585014
"2013-01-03",45.919998,46.945,45.630001,45.880001,1844600,41.548801
"2013-01-04",46.040001,46.334999,45.715,45.82,718600,41.494461
"2013-01-07",45.560001,46.240002,44.77,45.174999,1606400,40.910351
"2013-01-08",45.470001,46.18,45.310001,45.93,1265800,41.59407
"2013-01-09",45.93,46.73,45.810001,46.700001,1294800,42.291393
"2013-01-10",46.814999,46.860001,46.130001,46.52,1106000,42.12838
"2013-01-11",47.005001,47.599998,45.549999,45.744999,2215800,41.426537
"2013-01-14",45.794998,46.360001,45.279999,45.834999,929200,41.508034
"2013-01-15",45.73,46.595001,45.57,46.27,1031000,41.901974
"2013-01-16",46.244999,46.674999,46.23,46.474998,525600,42.087627
"2013-01-17",46.700001,47.125,46.529999,46.994999,576000,42.558533
"2013-01-18",47.075001,47.200001,46.52,47.02,454200,42.581165
"2013-01-22",46.93,47.189999,46.525002,47.025002,1046600,42.585705
"2013-01-23",46.709999,46.900002,45.66,46.145,1783600,41.788773
"2013-01-24",46.145,47.130001,46.005001,46.785,845600,42.368362
"2013-01-25",46.955002,48.064999,46.615002,47.93,1070400,43.40527
"2013-01-28",47.965,48.119999,47.105,47.369999,1313000,42.898132
"2013-01-29",47.060001,47.395,46.455002,46.994999,1263200,42.558533
"2013-01-30",46.669998,47.32,46.575001,47.220001,1664200,42.762291
"2013-01-31",50.799999,52.415001,50,51.834999,6859600,46.941624
"2013-02-01",51.845001,52.384998,51.025002,51.98,2197800,47.072937
"2013-02-04",50.615002,51.435001,50.615002,51.080002,2107800,46.2579
"2013-02-05",51.009998,51.970001,51.009998,51.77,889800,46.882763
"2013-02-06",51.48,51.924999,51.169998,51.494999,809400,46.63372
"2013-02-07",51.619999,51.825001,51.255001,51.525002,1141400,46.660896
"2013-02-08",51.5,52.02,51.470001,52.02,1010200,47.109154
"2013-02-11",51.77,51.970001,51.380001,51.599998,656400,46.728802
