"dates","FTI.Open","FTI.High","FTI.Low","FTI.Close","FTI.Volume","FTI.Adjusted"
"2010-02-19",20.472469,20.662203,20.260418,20.494793,5132467,19.159813
"2010-02-22",20.591518,20.747768,20.3311,20.457588,4427942,19.125031
"2010-02-23",20.353422,20.401787,19.899553,20.066963,5999616,18.75985
"2010-02-24",20.528275,20.855656,20.357143,20.851934,7377216,19.493689
"2010-02-25",20.342262,21.138393,20.238094,21.123512,5489165,19.74758
"2010-02-26",21.138393,21.186756,20.78125,20.896578,4334669,19.535425
"2010-03-01",21.071428,21.194197,20.941219,21.164434,2968627,19.785835
"2010-03-02",21.145832,21.488094,21.130953,21.409969,2929382,20.015377
"2010-03-03",21.40625,23.121281,21.38765,22.548363,11327501,21.079617
"2010-03-04",22.619047,22.619047,22.090775,22.217262,4652928,20.770082
"2010-03-05",22.581844,22.898066,22.470238,22.886906,2869978,21.396107
"2010-03-08",22.842262,22.972469,22.455357,22.552082,4412621,21.083092
"2010-03-09",22.418156,22.805059,22.414434,22.600447,2472960,21.128305
"2010-03-10",22.641369,22.994793,22.5186,22.857143,2428877,21.368286
"2010-03-11",22.715775,22.838543,22.496281,22.723213,2503334,21.243078
"2010-03-12",22.797619,23.169643,22.741816,23.128719,2435328,21.622168
"2010-03-15",23.069197,23.191963,22.507441,22.641369,3329894,21.166567
"2010-03-16",22.686012,23.649553,22.663691,23.571428,5115264,22.036043
"2010-03-17",23.746281,23.809525,23.392857,23.660713,4162368,22.119513
"2010-03-18",23.690475,23.798363,22.994793,23.069197,2254426,21.566526
"2010-03-19",22.388393,23.28125,22.280506,22.388393,3915341,20.930067
"2010-03-22",22.105656,22.786457,21.960566,22.678572,2336410,21.201344
