"dates","FTI.Open","FTI.High","FTI.Low","FTI.Close","FTI.Volume","FTI.Adjusted"
"2010-03-23",22.775297,23.102678,22.689732,23.043156,2586125,21.542181
"2010-03-24",22.868303,23.121281,22.723213,22.723213,2169485,21.243078
"2010-03-25",22.946428,23.1436,22.730656,22.805059,4322573,21.319593
"2010-03-26",22.901787,23.139881,22.726934,22.931547,3380966,21.437841
"2010-03-29",23.121281,23.511906,23.050594,23.422619,2553331,21.896923
"2010-03-30",23.627232,24.564732,23.363094,24.315475,7412160,22.731628
"2010-03-31",24.326637,24.479168,24.002975,24.0439,5327885,22.477737
"2010-04-01",24.300594,24.579613,24.281994,24.572172,5125210,22.9716
"2010-04-05",24.754463,25.338543,24.672619,25.308781,2587469,23.660227
"2010-04-06",25.301338,25.766369,25.126488,25.654762,2809229,23.983677
"2010-04-07",25.584078,25.587797,24.947918,25.178572,3663206,23.538498
"2010-04-08",24.840031,25.279018,24.702381,25.256697,3019699,23.611538
"2010-04-09",25.275297,25.349703,24.806547,25.059525,2861645,23.427208
"2010-04-12",25.115328,25.435268,25.037203,25.219494,1670054,23.576756
"2010-04-13",25.197172,25.197172,24.464287,24.929316,2259802,23.305479
"2010-04-14",25.052082,25.416668,24.84375,25.323662,1830259,23.674139
"2010-04-15",25.375744,25.465031,25.059525,25.249256,2257382,23.60458
"2010-04-16",25.100447,25.416668,24.441963,24.546131,3827174,22.947254
"2010-04-19",24.244793,24.583332,24.066219,24.185268,5158003,22.609901
"2010-04-20",24.486607,25,24.371281,25,4427674,23.371561
"2010-04-21",24.910713,25.055803,24.542412,24.892113,2966746,23.2707
"2010-04-22",24.568453,25.338543,24.449406,25.327381,2343398,23.677616
"2010-04-23",25.171131,25.985863,25.133928,25.967262,2136960,24.275818
"2010-04-26",26.004463,26.302082,25.926338,26.127232,2395277,24.425367
"2010-04-27",26.026787,26.037947,24.810268,24.925594,4283328,23.302004
"2010-04-28",25.026043,25.230656,24.579613,25.089287,4899686,23.455029
"2010-04-29",25.844494,28.474703,25.844494,27.276787,16654042,25.500044
"2010-04-30",26.934525,27.109375,25.130207,25.182293,11458944,23.541979
"2010-05-03",25.345982,25.76265,24.992559,25.651043,7161101,23.980196
"2010-05-04",25.029762,25.528275,24.397322,24.676338,5236762,23.068981
"2010-05-05",24.192707,24.508928,23.705357,23.839287,5455565,22.286455
"2010-05-06",23.623512,23.965775,21.037947,22.95015,7174810,21.455233
"2010-05-07",22.797619,23.340775,21.517857,22.04985,6806016,20.613573
"2010-05-10",22.797619,24.386162,22.526043,24.348957,7850842,22.762926
"2010-05-11",23.954613,24.270832,23.474703,23.523066,7513498,21.990828
"2010-05-12",23.671875,24.244793,23.671875,24.177828,6625651,22.602945
"2010-05-13",24.114582,24.360119,23.723957,23.798363,4368000,22.248194
"2010-05-14",23.623512,23.697918,22.447918,22.853422,7152230,21.364803
"2010-05-17",22.927828,23.110119,21.986607,22.425594,5069568,20.964842
"2010-05-18",22.823662,23.054316,22.154018,22.284225,6449050,20.832684
"2010-05-19",22.258184,22.455357,21.569941,21.956844,5447232,20.526625
"2010-05-20",21.183037,21.339287,20.401787,20.613838,8161843,19.271101
"2010-05-21",20.122768,21.960566,20.052082,21.949406,9209357,20.519676
"2010-05-24",21.882441,22.061012,21.372768,21.402531,6816768,20.008419
"2010-05-25",20.948662,22.057293,20.721725,21.997768,9537830,20.564884
"2010-05-26",22.157738,22.875744,21.841518,22.005207,5473037,20.571838
"2010-05-27",22.622768,23.206844,22.32515,23.203125,6116813,21.691729
"2010-05-28",23.188244,23.188244,21.458332,21.633184,7461350,20.224051
"2010-06-01",21.357887,21.357887,18.26265,18.351934,19185062,17.156534
"2010-06-02",18.411457,19.345238,18.232887,19.014137,12989222,17.7756
"2010-06-03",19.241072,19.345238,18.322172,18.794643,9541056,17.570406
"2010-06-04",18.322172,19.207588,18.214287,18.340775,6831014,17.146101
"2010-06-07",18.511906,18.757441,17.659969,17.708332,7033958,16.554852
"2010-06-08",17.689732,18.1436,17.172619,18.050594,10682918,16.874821
"2010-06-09",18.188244,19.017857,17.805059,17.935268,8723635,16.767008
"2010-06-10",18.381697,19.386162,18.355656,19.367559,7179648,18.106005
"2010-06-11",19.122025,19.840031,18.999256,19.553572,8379302,18.2799
"2010-06-14",20.353422,20.353422,19.542412,19.624256,7167283,18.345982
"2010-06-15",19.996281,20.695684,19.884672,20.595238,4992960,19.253716
"2010-06-16",20.208332,20.766369,20.115328,20.587797,5944781,19.246758
"2010-06-17",20.729168,20.803572,20.089287,20.375744,4919040,19.048515
"2010-06-18",20.844494,20.844494,20.271578,20.517113,4573632,19.180677
"2010-06-21",20.822172,20.900297,20.215775,20.457588,6784781,19.125031
"2010-06-22",20.863094,20.863094,19.880953,19.906994,9099955,18.610298
"2010-06-23",19.988838,20.148809,19.579613,20.107887,5349926,18.798109
"2010-06-24",19.955357,20.286457,19.813988,19.895832,8737075,18.599865
"2010-06-25",19.936756,20.234375,19.587053,20.059525,5247782,18.752895
"2010-06-28",20.003719,20.0186,19.590775,19.594494,5375731,18.318155
"2010-06-29",19.293156,19.441963,19.040178,19.222469,5678938,17.970362
"2010-06-30",19.207588,20.104168,19.133184,19.590775,8037389,18.314676
"2010-07-01",19.51265,19.936756,19.032738,19.873512,6329165,18.579
"2010-07-02",19.9814,20.491072,19.903275,20.282738,6725914,18.961569
"2010-07-06",20.770088,21.383928,20.721725,21.056547,9166080,19.684977
"2010-07-07",21.149553,22.388393,21.041668,22.380953,7771008,20.923113
"2010-07-08",22.760418,22.961309,22.32515,22.942707,5067686,21.448271
"2010-07-09",22.991072,22.991072,22.578125,22.924107,3862925,21.430887
"2010-07-12",22.909225,23.080357,22.511162,22.782738,2883686,21.298727
"2010-07-13",23.113838,23.26265,22.872025,22.953869,3150874,21.458708
"2010-07-14",22.864582,22.98735,22.436756,22.8311,3967757,21.343939
"2010-07-15",22.879463,22.879463,22.172619,22.712053,2812992,21.232647
"2010-07-16",22.529762,22.529762,21.994047,22.061012,3160282,20.62401
"2010-07-19",22.410713,22.470238,21.912203,22.302828,3078566,20.850079
"2010-07-20",21.986607,23.084078,21.964287,22.905506,3982541,21.413496
"2010-07-21",22.994793,23.247768,22.414434,22.574406,2636390,21.103964
"2010-07-22",22.845982,23.404018,22.819941,23.240328,3428813,21.726511
"2010-07-23",23.087797,23.757441,22.786457,23.712797,3590630,22.168203
"2010-07-26",22.533482,23.433781,22.5,22.998512,7508928,21.500444
"2010-07-27",23.009672,23.098957,22.061012,22.313988,6285350,20.860506
"2010-07-28",22.347469,22.838543,22.265625,22.775297,4483584,21.291769
"2010-07-29",23.002232,23.511906,22.67485,23.482143,6073536,21.95257
"2010-07-30",22.96875,23.61235,22.879463,23.541668,3939802,22.008217
"2010-08-02",24.095982,24.244793,23.735119,24.0625,3291994,22.495127
"2010-08-03",23.917412,24.0439,23.493303,23.969494,2940941,22.408176
"2010-08-04",23.995537,24.501488,23.936012,24.293156,3924749,22.710756
"2010-08-05",23.779762,24.285713,23.779762,24.095982,2048525,22.526426
"2010-08-06",23.794643,23.950893,23.29985,23.776043,3125069,22.227327
"2010-08-09",24.014137,24.20015,23.738838,24.170387,2436134,22.595984
"2010-08-10",23.656994,23.805803,23.314732,23.619793,2681011,22.081253
"2010-08-11",23.043156,23.154762,22.503719,22.872025,3365645,21.382195
"2010-08-12",22.488838,23.028275,22.4814,22.723213,1957402,21.243078
"2010-08-13",22.693453,23.087797,22.552082,23.054316,3236083,21.552614
"2010-08-16",22.916668,23.411457,22.849703,23.370537,2893632,21.848236
"2010-08-17",23.757441,24.348957,23.493303,24.203869,3734170,22.627285
"2010-08-18",24.103422,24.103422,23.656994,23.709078,2334797,22.164724
"2010-08-19",23.563988,23.809525,22.994793,23.173363,2442586,21.663906
"2010-08-20",22.924107,23.195684,22.671131,22.927828,2491776,21.434362
"2010-08-23",23.028275,23.303572,22.912947,23.054316,2322970,21.552614
"2010-08-24",22.708332,23.284969,22.507441,23.065475,4831142,21.563046
"2010-08-25",22.872025,23.035713,22.473957,22.98735,2980723,21.490011
"2010-08-26",23.203125,23.571428,22.808781,22.979912,1684032,21.483057
"2010-08-27",23.389137,24.051338,22.905506,23.787203,2962445,22.237761
"2010-08-30",23.720238,23.753719,23.098957,23.113838,2953843,21.608259
"2010-08-31",22.898066,23.180803,22.723213,23.009672,2802778,21.510878
"2010-09-01",23.482143,24.211309,23.441219,24.103422,3654336,22.533382
"2010-09-02",24.196428,24.553572,23.991816,24.520088,3369946,22.922907
"2010-09-03",24.780506,25.215775,24.53125,24.769344,2856269,23.155928
"2010-09-07",24.464287,24.657738,24.170387,24.263393,3197376,22.682934
"2010-09-08",24.427082,24.765625,24.092262,24.21875,3743040,22.641199
"2010-09-09",24.631697,24.661457,24.103422,24.196428,2145293,22.620331
"2010-09-10",24.360119,24.680059,24.293156,24.51265,1979712,22.915955
"2010-09-13",24.817707,25.145088,24.520088,25.059525,2465434,23.427208
"2010-09-14",25.022322,25.104168,24.441963,24.672619,2270285,23.065504
"2010-09-15",24.464287,24.728422,24.088543,24.713543,3152486,23.103765
"2010-09-16",24.427082,24.680059,24.23735,24.430803,2013312,22.839437
"2010-09-17",24.456844,24.523809,23.898809,24.244793,3654874,22.665546
"2010-09-20",24.3936,25.212053,24.107143,25.145088,3596275,23.507196
"2010-09-21",25.189732,25.342262,24.557293,24.601934,4715021,22.999426
"2010-09-22",24.642857,24.86235,24.21875,24.341518,4836787,22.755972
"2010-09-23",24.148066,24.631697,24.010418,24.203869,3196032,22.627285
"2010-09-24",24.635418,25.383184,24.564732,25.130207,3714816,23.493284
"2010-09-27",25.007441,25.234375,24.698662,24.739582,2442317,23.128107
"2010-09-28",24.787947,25.264137,24.546131,24.921875,3457574,23.298527
"2010-09-29",24.840031,25.79985,24.787947,25.654762,3130445,23.983677
"2010-09-30",26.101191,26.532738,25.148809,25.405506,5663347,23.75065
"2010-10-01",25.691963,25.9561,25.390625,25.818453,3023731,24.136698
"2010-10-04",25.744047,25.885418,25,25.115328,3139584,23.479378
"2010-10-05",25.513393,26.037947,25.390625,25.926338,2276736,24.23756
"2010-10-06",25.952381,26.383928,25.837053,25.930059,4070438,24.241037
"2010-10-07",26.067707,26.071428,25.305059,25.498512,2392051,23.837597
"2010-10-08",25.628719,26.436012,25.472469,26.346725,4433050,24.630564
"2010-10-11",26.376488,26.599703,26.101191,26.484375,2151475,24.759249
"2010-10-12",26.350447,26.800594,25.900297,26.696428,2354957,24.957487
"2010-10-13",26.8564,27.217262,26.707588,27.098213,3036365,25.333099
"2010-10-14",27.105656,27.232143,26.443453,26.800594,3171034,25.054869
"2010-10-15",27.243303,27.243303,26.462053,27.120537,2066266,25.353971
"2010-10-18",27.068453,27.090775,26.636906,26.767113,1863859,25.023567
"2010-10-19",26.227678,26.547619,25.851934,26.168156,2988250,24.463625
"2010-10-20",26.298363,26.778275,26.190475,26.610863,1846656,24.877495
"2010-10-21",26.71875,27.090775,26.629463,26.848957,3541709,25.100079
"2010-10-22",26.997768,27.433037,26.785713,26.897322,2484250,25.145294
"2010-10-25",27.183781,27.67485,26.793156,26.863838,3468595,25.113995
"2010-10-26",26.71875,27.347469,26.618303,26.848957,2402266,25.100079
"2010-10-27",27.194941,27.447918,26.670387,27.258184,3839539,25.482655
"2010-10-28",26.041668,26.659225,25.669643,26.168156,7599782,24.463625
"2010-10-29",26.108631,27.239582,26.063988,26.822918,4748352,25.075737
"2010-11-01",27.217262,27.399553,26.648066,26.897322,2153088,25.145294
"2010-11-02",27.306547,27.459078,26.930803,27.440475,2630208,25.653069
"2010-11-03",27.540922,27.801338,27.090775,27.801338,3013248,25.990427
"2010-11-04",28.199406,28.809525,28.199406,28.798363,3231245,26.922506
"2010-11-05",28.761162,29.088543,28.404018,29.040178,2771328,27.148571
"2010-11-08",28.872768,29.293156,28.787203,29.215031,2236416,27.312037
"2010-11-09",29.464287,29.758184,28.537947,28.738838,2903846,26.866861
"2010-11-10",28.816963,29.248512,28.433781,29.23735,2328614,27.332897
"2010-11-11",28.973213,29.583332,28.764881,29.430803,2078899,27.51375
"2010-11-12",28.753719,29.025297,28.117559,28.537947,2320282,26.679054
"2010-11-15",28.742559,29.259672,28.537947,28.869047,2311680,26.98859
"2010-11-16",28.519344,28.738838,28.188244,28.4375,1748544,26.585146
"2010-11-17",28.359375,28.876488,28.266369,28.805803,1453402,26.929462
"2010-11-18",29.289434,29.933037,29.259672,29.840031,2599565,27.896324
"2010-11-19",29.709822,30.825893,29.520088,30.803572,3193613,28.797102
"2010-11-22",30.513393,30.970982,30.033482,30.904018,2837184,28.891005
"2010-11-23",30.334822,30.48735,29.884672,30.2939,2535859,28.320629
"2010-11-24",30.189732,31.357887,30.189732,31.346725,2273242,29.304874
"2010-11-26",31.000744,31.205357,30.79985,31.063988,1415501,29.040556
"2010-11-29",30.970982,31.607143,30.491072,31.450893,2898739,29.402258
"2010-11-30",30.874256,31.878719,30.79985,31.339287,3004915,29.297918
"2010-12-01",32.001488,32.585564,31.796875,32.421875,2400115,30.30999
"2010-12-02",32.04985,33.110119,32.04985,33.013393,3111360,30.862984
"2010-12-03",32.630207,33.158482,32.492561,33.058037,2489088,30.904715
"2010-12-06",32.819939,33.184525,32.8125,33.154762,1980787,30.99514
"2010-12-07",33.240326,33.779762,32.652531,32.775299,2244480,30.640394
"2010-12-08",32.849701,33.169643,32.36607,32.529762,1954714,30.410854
"2010-12-09",32.738094,33.009674,32.299107,32.447918,2034010,30.334341
"2010-12-10",32.548363,32.942707,32.354912,32.667412,1621939,30.539536
"2010-12-13",32.957588,33.400299,32.600445,32.626488,3285811,30.501278
"2010-12-14",32.641369,33.054314,32.377232,32.496281,1945574,30.379551
"2010-12-15",32.075893,32.250744,31.703869,31.860119,4676314,29.78483
"2010-12-16",31.755953,33.050594,31.610863,32.916668,4188173,30.772554
"2010-12-17",32.868305,33.139881,32.023811,32.157738,3543859,30.063059
"2010-12-20",32.410713,32.52232,31.73735,32.310268,2002829,30.205654
"2010-12-21",32.52232,32.697174,32.317707,32.581844,1519795,30.459541
"2010-12-22",32.686012,32.849701,32.299107,32.470238,981120,30.355207
"2010-12-23",32.388393,32.626488,31.994047,32.146576,1049664,30.052626
"2010-12-27",32.042412,32.36607,31.882441,32.1689,1091328,30.073496
"2010-12-28",32.220982,32.537201,32.2061,32.232143,816614,30.132618
"2010-12-29",32.332588,33.017113,32.313988,32.909225,1341850,30.7656
"2010-12-30",32.886906,33.080357,32.730656,32.924107,987571,30.779509
"2010-12-31",32.872025,33.270088,32.823662,33.076637,1224384,30.9221
"2011-01-03",33.240326,33.318451,32.730656,32.738094,1782682,30.60561
"2011-01-04",32.67485,32.916668,31.781994,32.087055,2135078,29.996984
"2011-01-05",31.882441,32.32515,31.540178,31.960566,3030720,29.878731
"2011-01-06",31.953125,31.968006,30.651043,30.959822,4236557,28.943172
"2011-01-07",31.078869,32.105656,31.034225,32.01265,3141466,29.927423
"2011-01-10",31.830357,32.180061,31.402531,31.979168,1823270,29.896122
"2011-01-11",32.098213,32.875744,32.098213,32.581844,1382707,30.459541
"2011-01-12",32.927826,33.165924,32.626488,32.961311,1564147,30.814293
"2011-01-13",33.005951,33.374256,32.667412,33.046875,1720051,30.894283
"2011-01-14",32.98735,33.072918,32.247025,33.031994,2382643,30.880373
"2011-01-18",33.069195,33.277531,32.8125,33.072918,2007667,30.918627
"2011-01-19",33.035713,33.322174,32.202381,32.306549,1681075,30.202183
"2011-01-20",32.142857,32.224701,31.067707,31.811756,1993152,29.739616
"2011-01-21",32.228424,32.686012,31.8564,32.064732,2178893,29.97611
"2011-01-24",31.945684,32.607887,31.551338,32.514881,2011430,30.396938
"2011-01-25",32.511162,32.511162,31.949406,32.462799,1939123,30.348251
"2011-01-26",32.526043,34.401043,32.526043,34.330357,3478003,32.094158
"2011-01-27",34.50893,35.48735,34.136906,34.23735,3840614,32.007206
"2011-01-28",34.315475,34.546131,33.653275,34.166668,2317862,31.941133
"2011-01-31",34.136906,35.3125,34.0625,34.970238,2619187,32.692368
"2011-02-01",35.152531,35.416668,34.936756,35.171131,3293875,32.880161
"2011-02-02",35.014881,35.811012,35.014881,35.107887,2262490,32.821041
"2011-02-03",35.029762,35.479912,34.348957,35.427826,1985894,33.120144
"2011-02-04",35.49107,35.714287,34.899555,35.364582,1920576,33.061016
"2011-02-07",35.528275,35.993305,35.230656,35.342262,2218675,33.040157
"2011-02-08",35.420387,35.420387,34.0625,34.148064,3912384,31.92374
"2011-02-09",34.021576,34.300594,33.117561,33.374256,3596813,31.200335
"2011-02-10",33.154762,33.590031,33.091518,33.508186,3090125,31.325544
"2011-02-11",33.392857,33.75,32.912945,33.288689,3014861,31.120344
"2011-02-14",33.307293,34.129463,33.29985,34.058781,3876365,31.840271
"2011-02-15",33.671875,33.92485,32.217262,32.819939,8988672,30.682125
"2011-02-16",32.920387,34.293156,32.920387,33.913689,5761459,31.704634
"2011-02-17",33.902531,34.3936,33.504463,34.315475,3190925,32.080246
"2011-02-18",34.561012,34.769344,34.148064,34.609375,4128499,32.355003
"2011-02-22",34.572174,35.119049,33.348213,33.630951,2857344,31.440311
"2011-02-23",33.623512,34.464287,33.232887,33.913689,2417318,31.704634
"2011-02-24",33.936012,34.322918,33.232887,33.296131,2962445,31.127304
"2011-02-25",33.57515,34.54985,33.515625,34.464287,2203891,32.219364
"2011-02-28",34.869793,34.992561,33.976936,34.988838,3212429,32.709747
"2011-03-01",35.223213,35.345982,34.0439,34.174107,3211622,31.948092
"2011-03-02",33.88393,35.048363,33.880207,35.037201,1875418,32.754967
"2011-03-03",35.308781,36.216518,35.078125,36.023064,2381030,33.676609
"2011-03-04",36.026787,36.149555,35.241814,35.617561,2151475,33.297523
"2011-03-07",35.811012,36.160713,34.769344,35.15625,2008474,32.866257
"2011-03-08",35.200893,35.3125,34.497768,34.758186,1854989,32.494118
"2011-03-09",34.7061,35.163689,34.185268,34.226189,1618176,31.996778
"2011-03-10",33.504463,33.556549,32.537201,33.035713,3896525,30.883848
"2011-03-11",32.548363,34.192707,32.537201,33.917412,2510054,31.708111
"2011-03-14",33.690475,33.965775,33.046875,33.686756,1903373,31.492483
"2011-03-15",32.146576,33.999256,31.328125,33.716518,4461005,31.520306
"2011-03-16",33.638393,33.820686,32.604168,32.779018,3229363,30.643871
"2011-03-17",33.485863,34.520088,33.292412,34.233631,2755200,32.003738
"2011-03-18",34.776787,34.776787,33.511906,33.679314,2904115,31.485521
"2011-03-21",34.289436,35.115326,33.980656,35.093006,2119757,32.807133
"2011-03-22",35.15625,35.357143,34.743305,34.966518,1586726,32.688881
"2011-03-23",34.940475,35,34.192707,34.672619,2435866,32.414135
"2011-03-24",34.869793,34.988838,34.055061,34.691219,2253619,32.431515
"2011-03-25",34.799107,35.342262,34.639137,35.249256,2475110,32.953209
"2011-03-28",35.29018,35.554314,34.769344,34.810268,2275930,32.542805
"2011-03-29",34.817707,35.651043,34.24107,35.517113,2013312,33.203613
"2011-03-30",35.848213,36.037945,35.223213,35.628719,2483712,33.307953
"2011-03-31",35.591518,35.870537,35.119049,35.148811,4470682,32.859299
"2011-04-01",35.706844,36.547619,35.520832,36.38393,4990810,34.013969
"2011-04-04",36.614582,37.447918,36.532738,36.912201,3426931,34.507824
"2011-04-05",36.904762,37.127975,36.309525,36.674107,2085485,34.285236
"2011-04-06",36.919643,36.986607,35.416668,35.565475,1881734,33.248825
"2011-04-07",35.46875,35.714287,35.15625,35.327381,2298374,33.026237
"2011-04-08",35.654762,35.967262,35.379463,35.721725,2547283,33.394897
"2011-04-11",35.75893,35.997025,34.858631,35.066963,1705939,32.782784
"2011-04-12",34.70982,34.791668,33.497025,33.668156,3069024,31.47509
"2011-04-13",33.854168,34.39732,33.675594,34.226189,2555213,31.996778
"2011-04-14",33.898811,34.471725,33.735119,34.337799,2357914,32.101124
"2011-04-15",34.501488,34.561012,33.660713,34.010418,2895379,31.795061
"2011-04-18",33.444939,34.174107,32.998512,33.958332,2318400,31.746368
"2011-04-19",33.913689,34.412201,33.876488,34.263393,2466374,32.031555
"2011-04-20",34.903275,34.992561,34.620537,34.933037,1998259,32.657581
"2011-04-21",35.037201,35.401787,34.858631,35.275299,1636320,32.977547
"2011-04-25",35.215775,35.431549,34.53125,34.888393,1645728,32.615845
"2011-04-26",34.806549,35.944939,34.739582,35.766369,3360000,33.436642
"2011-04-27",34.694939,34.880951,33.675594,34.583332,5862797,32.330658
"2011-04-28",34.412201,34.880951,34.047619,34.19643,3453005,31.968962
"2011-04-29",34.136906,34.657738,34.047619,34.583332,2080512,32.330658
"2011-05-02",34.918156,35.096725,34.315475,34.613094,4175136,32.358486
"2011-05-03",34.345238,34.345238,33.072918,33.348213,4445952,31.175993
"2011-05-04",33.563988,33.623512,32.1875,32.328869,8815430,30.223043
"2011-05-05",31.971725,32.552082,31.40625,31.733631,4462618,29.66658
"2011-05-06",32.135418,32.425594,30.870537,31.279762,5181254,29.242273
"2011-05-09",31.369047,32.135418,31.346725,31.994047,3256646,29.910032
"2011-05-10",32.127975,32.752975,31.666668,32.52232,2930323,30.403894
"2011-05-11",32.291668,32.32143,31.183037,31.302082,3727181,29.263142
"2011-05-12",31.190475,31.502975,30.424107,31.041668,4584115,29.01969
"2011-05-13",31.071428,31.800594,31.063988,31.450893,4669594,29.402258
"2011-05-16",31.197918,31.622025,30.736607,31.071428,5074675,29.047512
"2011-05-17",30.639881,31.316963,30.565475,30.944941,5045779,28.929258
"2011-05-18",31.108631,31.733631,31.004463,31.257441,4644058,29.221407
"2011-05-19",31.40625,31.569941,30.877975,31.302082,2587738,29.263142
"2011-05-20",31.331844,31.733631,30.863094,31.473213,2732218,29.423122
"2011-05-23",30.78125,30.997025,30.587797,30.758928,1881331,28.755367
"2011-05-24",30.982143,31.956844,30.982143,31.40625,2637331,29.360521
"2011-05-25",31.145832,32.537201,31.145832,32.313988,2636928,30.209131
"2011-05-26",32.127975,33.043156,32.075893,32.938988,5675443,30.793421
"2011-05-27",33.154762,33.504463,32.589287,32.79018,1886170,30.654308
"2011-05-31",33.28125,33.4375,32.671131,33.206844,3054778,31.043829
"2011-06-01",33.110119,33.311012,32.068451,32.1875,3050208,30.090885
"2011-06-02",32.284225,32.872025,32.150299,32.485119,2432237,30.36912
"2011-06-03",31.964287,32.886906,31.822918,32.380951,2301197,30.271734
"2011-06-06",32.328869,32.514881,31.197918,31.316963,2821728,29.277052
"2011-06-07",31.502975,31.696428,31.063988,31.183037,2253485,29.151848
"2011-06-08",31.183037,31.555059,30.877975,31.011906,2226470,28.991865
"2011-06-09",31.242559,31.748512,30.959822,31.480656,1728115,29.430077
"2011-06-10",31.272322,31.302082,30.394344,30.424107,2212493,28.442354
"2011-06-13",30.491072,30.729168,29.523809,29.873512,2109946,27.927626
"2011-06-14",30.297619,30.944941,30.282738,30.870537,2250797,28.859701
"2011-06-15",30.476191,30.833332,29.754463,29.940475,2246093,27.990225
"2011-06-16",30.007441,30.372025,29.627975,30.044643,2126074,28.087605
"2011-06-17",30.334822,30.416668,29.561012,29.784225,2247571,27.844151
"2011-06-20",29.627975,30.126488,29.568453,29.851191,2028096,27.906755
"2011-06-21",30.133928,30.691963,30.104168,30.535713,1997318,28.54669
"2011-06-22",30.357143,30.989582,30.282738,30.342262,2470541,28.365841
"2011-06-23",29.769344,30.111607,28.876488,30.052082,5566714,28.094561
"2011-06-24",30.111607,30.290178,29.53125,29.590775,2058739,27.6633
"2011-06-27",29.561012,30.193453,29.21875,30.037203,2071776,28.080652
"2011-06-28",30.252975,31.711309,30.252975,31.636906,3227078,29.576153
"2011-06-29",31.889881,33.229168,31.800594,32.79018,4871597,30.654308
"2011-06-30",32.924107,33.601189,32.924107,33.325893,3137030,31.155128
"2011-07-01",33.177082,33.236607,32.559525,33.10268,2891750,30.946449
"2011-07-05",33.110119,33.809525,33.10268,33.549107,1975411,31.363796
"2011-07-06",33.489582,33.623512,32.94643,33.422619,2473363,31.24555
"2011-07-07",33.831844,34.144344,33.720238,34.129463,2593920,31.906349
"2011-07-08",33.474701,33.712799,33.154762,33.534225,2820787,31.349884
"2011-07-11",32.931549,33.199406,32.447918,32.723213,1877165,30.591702
"2011-07-12",32.79018,32.976189,32.336311,32.373512,2115187,30.264778
"2011-07-13",32.537201,33.355656,32.5,32.648811,1579200,30.522148
"2011-07-14",32.864582,32.924107,31.852678,32.001488,2771866,29.916988
"2011-07-15",32.36607,32.983631,32.254463,32.879463,2382643,30.737774
"2011-07-18",32.745537,32.879463,32.20982,32.507439,1881869,30.389982
"2011-07-19",32.8125,33.59375,32.767857,33.578869,1981190,31.391619
"2011-07-20",33.623512,33.623512,33.050594,33.162201,1750291,31.002096
"2011-07-21",33.363094,33.794643,33.266369,33.683037,2012506,31.489
"2011-07-22",33.705357,34.434525,33.504463,34.345238,2575507,32.108074
"2011-07-25",34.010418,34.516369,33.697918,34.39732,3537677,32.156761
"2011-07-26",33.340775,33.943451,32.998512,33.385418,4720128,31.210772
"2011-07-27",34.233631,34.233631,32.686012,33.191963,3708768,31.029919
"2011-07-28",33.244049,34.873512,33.191963,34.188988,4250400,31.961994
"2011-07-29",33.57143,34.114582,33.526787,33.92857,4136294,31.718542
"2011-08-01",34.501488,34.561012,33.162201,33.586311,2817293,31.398577
"2011-08-02",33.244049,33.839287,32.507439,32.537201,3223046,30.417805
"2011-08-03",32.648811,32.738094,31.502975,32.596725,4116672,30.47345
"2011-08-04",31.956844,31.956844,29.516369,29.642857,5139322,27.71199
"2011-08-05",30.223213,30.684525,27.715775,29.732143,6686938,27.795462
"2011-08-08",28.452381,29.375,27.105656,27.507441,7942234,25.715672
"2011-08-09",28.184525,29.136906,27.03125,29.040178,5831213,27.148571
"2011-08-10",28.139881,29.270832,27.715775,28.154762,4659245,26.320829
"2011-08-11",28.385418,30.580357,27.96875,30.141369,5066746,28.178032
"2011-08-12",30.565475,30.691963,29.858631,30.290178,3053299,28.317148
"2011-08-15",30.654762,32.090775,30.639881,31.644344,3808090,29.583111
"2011-08-16",31.153275,31.354168,30.416668,30.498512,4370285,28.511913
"2011-08-17",30.833332,31.369047,30.386906,30.639881,2461670,28.644073
"2011-08-18",29.665178,29.665178,28.392857,28.727678,4375258,26.856426
"2011-08-19",28.266369,29.412203,28.266369,28.690475,4970784,26.82165
"2011-08-22",29.568453,29.880953,28.802082,29.017857,6306854,27.127703
"2011-08-23",29.092262,31.041668,28.831844,31.026787,5166067,29.005777
"2011-08-24",30.870537,31.309525,30.282738,31.279762,3612269,29.242273
"2011-08-25",31.465775,31.815475,30.223213,30.416668,3497894,28.4354
"2011-08-26",29.977678,31.547619,29.702381,30.982143,5293882,28.964041
"2011-08-29",31.733631,32.373512,31.5625,32.358631,3821664,30.25087
"2011-08-30",32.16518,33.132439,31.941963,32.886906,2549971,30.744728
"2011-08-31",33.251488,34.017857,32.797619,33.080357,3518323,30.925581
"2011-09-01",33.035713,33.705357,32.395832,32.447918,5096179,30.334341
"2011-09-02",31.555059,31.919643,31.145832,31.517857,2834496,29.464861
"2011-09-06",30.267857,31.592262,30.037203,31.525297,2541235,29.471813
"2011-09-07",32.224701,32.611607,31.860119,32.559525,2227277,30.438675
"2011-09-08",32.291668,33.214287,32.157738,32.514881,3204634,30.396938
"2011-09-09",31.897322,32.202381,30.758928,31.257441,4158470,29.221407
"2011-09-12",30.639881,31.688988,30.528275,31.488094,2821325,29.437038
"2011-09-13",31.592262,32.150299,31.019344,31.912203,2244077,29.833521
"2011-09-14",32.105656,32.589287,31.130953,32.194939,2618918,30.097837
"2011-09-15",32.723213,32.857143,32.046131,32.752975,2100806,30.619526
"2011-09-16",32.924107,32.961311,31.882441,32.150299,3472627,30.056105
