"dates","SWK.Open","SWK.High","SWK.Low","SWK.Close","SWK.Volume","SWK.Adjusted"
"2011-07-18",69.519997,70.029999,67.940002,68.610001,1904800,55.873653
"2011-07-19",68.93,69.959999,67.610001,67.940002,3309900,55.328033
"2011-07-20",68.5,69.440002,67.949997,69.279999,1640600,56.419281
"2011-07-21",69.769997,70.160004,68.919998,69,1465500,56.191265
"2011-07-22",69.029999,70.110001,68.599998,70.099998,2949200,57.08704
"2011-07-25",69.239998,70.669998,68.669998,68.900002,1068100,56.109821
"2011-07-26",68.650002,68.919998,67.629997,67.779999,1669300,55.197723
"2011-07-27",67.269997,67.519997,65.230003,65.279999,2222100,53.161808
"2011-07-28",65.43,66.970001,64.760002,64.849998,1657500,52.811638
"2011-07-29",64.050003,66.18,63.91,65.769997,3446200,53.560856
"2011-08-01",66.559998,66.599998,64.550003,65.43,1831200,53.283966
"2011-08-02",64.870003,65.480003,63.360001,63.369999,2414200,51.606369
"2011-08-03",63.5,65.029999,61.93,64.690002,3320600,52.681347
"2011-08-04",63.68,64.339996,62.099998,62.119999,3710000,50.588409
"2011-08-05",63.07,63.330002,60.040001,61.59,2532900,50.156815
"2011-08-08",60.099998,61.07,56.09,56.09,3321900,45.67778
"2011-08-09",57.09,59.93,55.799999,59.790001,3204600,48.690945
"2011-08-10",57.709999,58.57,56.349998,56.5,2722700,46.011688
"2011-08-11",57.139999,60.689999,56.759998,59.889999,1784800,48.772392
"2011-08-12",60.419998,61.560001,59.990002,61.259998,1975600,49.888058
"2011-08-15",61.860001,63.040001,61.759998,62.849998,1989400,51.182903
"2011-08-16",61.880001,62.709999,60.130001,61.02,2134600,49.692612
"2011-08-17",61.57,61.990002,60.540001,60.720001,2139800,49.448307
"2011-08-18",58.740002,59.150002,56.330002,56.75,1865200,46.215275
"2011-08-19",56.009998,58.400002,55.869999,56.119999,1572800,45.702229
"2011-08-22",57.450001,57.650002,55.810001,55.990002,1661200,45.596359
"2011-08-23",56.34,58.810001,55.830002,58.77,1345000,47.860287
"2011-08-24",58.57,59.779999,58.07,59.650002,1296600,48.576935
"2011-08-25",59.889999,60.25,57.889999,58.169998,1079000,47.371685
"2011-08-26",57.709999,60.139999,56.75,59.849998,1631100,48.739803
"2011-08-29",60.759998,62.169998,60.599998,62,1764400,50.4907
"2011-08-30",61.369999,62.540001,60.860001,62.060001,1482600,50.539558
"2011-08-31",62,63.18,61.5,61.98,1471400,50.810085
"2011-09-01",61.779999,62.59,60.299999,60.360001,1556400,49.482044
"2011-09-02",58.93,59.439999,57.990002,58.119999,1242200,47.645725
"2011-09-06",56.18,57.709999,56.02,57.580002,1234300,47.203045
"2011-09-07",58.48,59.25,58.330002,59.060001,2670500,48.416321
"2011-09-08",58.419998,58.790001,56.610001,57.200001,3387500,46.891533
"2011-09-09",56.669998,57.310001,54.709999,54.91,2969300,45.014229
"2011-09-12",54.779999,54.93,52.73,54.02,2904600,44.284634
"2011-09-13",54.02,55.25,53.959999,54.939999,1909600,45.038822
"2011-09-14",55.209999,57.669998,53.939999,56.880001,2354500,46.629192
"2011-09-15",57.490002,57.630001,56.349998,57.02,1467300,46.743965
"2011-09-16",57.400002,57.66,56.459999,56.73,1786000,46.506241
"2011-09-19",55.599998,55.91,54.59,55.32,1746700,45.350334
"2011-09-20",55.68,55.740002,53.919998,53.950001,1340700,44.227226
"2011-09-21",53.990002,54.259998,50.849998,50.91,2573300,41.735104
"2011-09-22",49.119999,49.810001,47.700001,47.830002,3561500,39.210178
"2011-09-23",47.779999,50.630001,47.27,50.529999,3020400,41.423576
"2011-09-26",51.16,51.919998,49.900002,51.799999,2360100,42.464722
"2011-09-27",52.939999,54.869999,52.610001,53.209999,3265400,43.620605
"2011-09-28",53.209999,53.459999,51.34,51.450001,1561100,42.177788
"2011-09-29",52.439999,52.810001,50.5,51.639999,2043600,42.333538
"2011-09-30",50.59,50.599998,48.82,49.099998,2955500,40.251293
"2011-10-03",48.610001,50.290001,48.23,48.25,2644000,39.55447
"2011-10-04",47.610001,52.259998,47.07,52.240002,2700000,42.825409
"2011-10-05",52.27,54.09,52.049999,53.720001,2409500,44.038685
"2011-10-06",53.59,55.279999,52.860001,55.23,1413300,45.276566
"2011-10-07",55.490002,55.599998,53.209999,53.529999,1775600,43.882915
"2011-10-10",54.889999,56.07,54.830002,56.040001,984600,45.940586
"2011-10-11",55.68,56.400002,55.360001,55.959999,906000,45.875
"2011-10-12",56.619999,58.48,56.23,57.950001,1480100,47.506367
"2011-10-13",57.610001,57.869999,55.91,56.990002,962800,46.719372
"2011-10-14",58.060001,58.32,56.830002,58.060001,1305900,47.596546
"2011-10-17",57.830002,58.349998,55.880001,56.189999,1642600,46.063557
"2011-10-18",57.279999,61.98,56.290001,60.990002,3800800,49.998516
"2011-10-19",60.75,61.43,59.459999,59.799999,2233700,49.022953
"2011-10-20",59.720001,60.700001,58.849998,60.41,1803300,49.523029
"2011-10-21",61.41,63.380001,61.169998,62.259998,2426100,51.039631
"2011-10-24",62.240002,63.349998,62.07,62.84,1775300,51.51511
"2011-10-25",62.18,62.52,60.759998,60.98,1439300,49.990299
"2011-10-26",61.82,63.560001,60.98,63.049999,2041100,51.687248
"2011-10-27",64.760002,66.830002,64.510002,65.75,2525000,53.900665
"2011-10-28",65.370003,66.830002,65.230003,66.690002,1569400,54.671265
"2011-10-31",65.599998,65.650002,63.830002,63.849998,1905300,52.343079
"2011-11-01",61.900002,63.16,61.099998,61.939999,1879900,50.777298
"2011-11-02",63.799999,64.339996,62.82,64.089996,1608000,52.539818
"2011-11-03",64.730003,66.480003,64.309998,66.309998,1725700,54.359753
"2011-11-04",65.82,67.199997,65.370003,66.769997,1375900,54.736835
"2011-11-07",66.550003,66.720001,64.989998,66.589996,1364000,54.589275
"2011-11-08",66.980003,67.790001,65.690002,67.660004,1316200,55.46645
"2011-11-09",65.730003,66.040001,64.209999,64.449997,1716200,52.834938
"2011-11-10",65.470001,65.760002,64.699997,65.440002,1648500,53.646549
"2011-11-11",66.209999,68.32,66.209999,68.089996,1110700,55.818947
"2011-11-14",67.459999,68.040001,66.959999,67.389999,765800,55.245102
"2011-11-15",67.139999,68.25,66.260002,67.839996,1287200,55.614014
"2011-11-16",67.220001,68.019997,65.269997,65.360001,1691700,53.580952
"2011-11-17",65.389999,66.25,63.880001,64.519997,2636000,52.892334
"2011-11-18",65.089996,65.18,63.259998,63.66,1794700,52.187328
"2011-11-21",62.43,62.799999,60.91,62.130001,2391100,50.933052
"2011-11-22",62.080002,63.369999,61.57,62.880001,1746300,51.547894
"2011-11-23",62.099998,62.16,60.220001,60.25,1008200,49.391857
"2011-11-25",60,61.09,60,60.23,369300,49.375465
"2011-11-28",62.25,63.130001,61.830002,63.029999,1163400,51.670856
"2011-11-29",63.470001,64.300003,62.59,63.040001,1185700,51.679054
"2011-11-30",65.129997,65.529999,64.290001,65.43,1996800,53.989483
"2011-12-01",65.110001,66.279999,64.849998,65.25,839400,53.840946
"2011-12-02",66.019997,66.330002,64.800003,65.029999,936500,53.659409
"2011-12-05",66.25,67.519997,65.620003,66.699997,1235800,55.037399
"2011-12-06",66.82,67.300003,66,66.769997,991000,55.095173
"2011-12-07",66.080002,66.790001,65.559998,66.080002,1437200,54.525822
"2011-12-08",65.620003,65.790001,63.779999,63.98,1071700,52.793015
"2011-12-09",64.190002,65.080002,63.23,64.809998,1450100,53.477871
"2011-12-12",64.25,64.970001,63.619999,64.839996,1827500,53.502625
"2011-12-13",65.690002,65.830002,64.57,64.970001,2978700,53.609913
"2011-12-14",64.650002,64.860001,62.959999,63,2053400,51.984356
"2011-12-15",63.66,64.07,62.560001,62.990002,1498000,51.976101
"2011-12-16",63.450001,64.379997,62.790001,63.099998,2157400,52.066872
"2011-12-19",63.540001,64,62.25,62.509998,972400,51.580032
"2011-12-20",63.91,66.360001,63.68,66.360001,1560300,54.756859
"2011-12-21",66.089996,67.610001,65.050003,67.540001,1830000,55.730526
"2011-12-22",67.849998,68.25,67.68,67.940002,1521700,56.0606
"2011-12-23",68.059998,68.580002,67.68,68.5,913800,56.522686
"2011-12-27",68.339996,69,68.010002,68.019997,956000,56.126595
"2011-12-28",68.129997,68.160004,66.260002,66.339996,1309200,54.740353
"2011-12-29",66.519997,68.43,66.519997,68.330002,1510700,56.382401
"2011-12-30",68.290001,68.339996,67.440002,67.599998,944100,55.780037
"2012-01-03",69.029999,70.980003,68.93,70.239998,2981500,57.958447
"2012-01-04",70.239998,70.900002,69.650002,70.510002,1400600,58.181225
"2012-01-05",69.980003,70.959999,68.690002,70.779999,1618800,58.403996
"2012-01-06",70.970001,71.18,69.849998,70.449997,1022700,58.131699
"2012-01-09",70.459999,71.029999,70.300003,70.760002,934900,58.387501
"2012-01-10",71.68,72.82,71.260002,71.849998,1869500,59.286942
"2012-01-11",71.379997,72.120003,71.379997,71.739998,1237800,59.196152
"2012-01-12",72.080002,72.730003,71.5,72.610001,872800,59.914051
"2012-01-13",72.489998,72.75,71,71.599998,1270600,59.080647
"2012-01-17",72.660004,72.690002,71.150002,71.209999,1273700,58.758835
"2012-01-18",71.110001,73.290001,70.389999,72.879997,1913000,60.136822
"2012-01-19",73.050003,73.050003,70.959999,71.18,2107700,58.734074
"2012-01-20",70.650002,71.230003,70.309998,71.110001,1550200,58.676308
"2012-01-23",70.980003,71.82,70.519997,70.800003,1736800,58.420509
"2012-01-24",70.300003,70.510002,69.610001,69.889999,1757100,57.669636
"2012-01-25",69.760002,72.400002,69.629997,72.339996,2061100,59.691238
"2012-01-26",72.040001,72.580002,70.830002,72.550003,4207500,59.864521
"2012-01-27",72.190002,72.519997,71.089996,71.839996,1904200,59.278679
"2012-01-30",71.169998,71.769997,70.410004,70.720001,2054700,58.354504
"2012-01-31",71.080002,71.32,70,70.18,1965100,57.908928
"2012-02-01",71.370003,72.220001,70.610001,71.5,3631000,58.998123
"2012-02-02",71.629997,71.650002,71.080002,71.43,1167000,58.940365
"2012-02-03",72.349998,73.959999,72.040001,73.800003,1759100,60.895977
"2012-02-06",73.32,74.660004,73,74.099998,1351600,61.14352
"2012-02-07",73.690002,74.93,73.620003,74.360001,1006900,61.358051
"2012-02-08",74.529999,75.379997,74.379997,74.400002,1177200,61.391045
"2012-02-09",74.349998,75.510002,73.550003,75.400002,1475900,62.216202
"2012-02-10",74.209999,75.18,73.989998,75.080002,1286500,61.952168
"2012-02-13",75.5,75.720001,74.279999,75.389999,1513500,62.207947
"2012-02-14",75.080002,75.75,74.639999,75.699997,972100,62.463753
"2012-02-15",75.900002,76,74.129997,74.639999,1610000,61.589085
"2012-02-16",74.93,75.150002,74.169998,74.760002,973900,61.688133
"2012-02-17",75.160004,75.949997,75.050003,75.360001,1163500,62.183212
"2012-02-21",75.5,76.269997,75.040001,75.389999,1107800,62.207947
"2012-02-22",75.349998,75.400002,74.110001,74.239998,1033600,61.258995
"2012-02-23",74.300003,75.410004,74,75.349998,1268600,62.17495
"2012-02-24",75.360001,75.480003,74.5,74.849998,2435300,61.762383
"2012-02-27",74.120003,75.589996,73.57,75.220001,1061200,62.067669
"2012-02-28",75.57,76.629997,75.220001,76.129997,1352100,62.818581
"2012-02-29",76.230003,77.400002,76.040001,76.800003,1969700,63.371433
"2012-03-01",76.989998,77.470001,76.360001,76.790001,1876300,63.36319
"2012-03-02",76.769997,76.889999,75.769997,76.080002,1126700,62.777306
"2012-03-05",75.699997,75.82,74.910004,75.589996,1170400,62.710918
"2012-03-06",74.669998,74.900002,73.519997,73.68,3076200,61.126343
"2012-03-07",73.419998,75.839996,73.419998,75.660004,4235900,62.769005
"2012-03-08",76.309998,76.709999,75.949997,76.269997,1702400,63.275078
"2012-03-09",76.400002,77.699997,76.050003,77.629997,2460200,64.403366
"2012-03-12",77.900002,77.900002,76.870003,77.650002,1598100,64.41996
"2012-03-13",78.040001,80.900002,77.980003,80.739998,3536800,66.983475
"2012-03-14",80.779999,81.639999,80.550003,80.720001,2193000,66.966888
"2012-03-15",80.720001,81.589996,80.5,81.339996,1371500,67.481255
"2012-03-16",81.900002,81.900002,79.970001,80.209999,2321600,66.543785
"2012-03-19",80.120003,80.360001,79.440002,80.169998,1556600,66.510582
"2012-03-20",79.440002,79.610001,78.480003,79.209999,1552000,65.714134
"2012-03-21",79.589996,80.029999,78.800003,79.129997,1278800,65.647781
"2012-03-22",78.290001,78.5,76.860001,77.849998,1663700,64.585876
"2012-03-23",77.720001,78.5,76.419998,78.199997,1446600,64.876244
"2012-03-26",79,79.470001,78.360001,79.18,1234000,65.689255
"2012-03-27",79.519997,79.879997,78.839996,78.889999,1347700,65.448677
"2012-03-28",78.849998,79.059998,77.110001,78.129997,1663400,64.818161
"2012-03-29",77.580002,77.970001,76.709999,77.860001,1569000,64.594147
"2012-03-30",78.5,78.669998,76.839996,76.959999,3292400,63.84753
"2012-04-02",76.559998,78.720001,76.220001,78.099998,1521000,64.793274
"2012-04-03",77.720001,78.129997,77.400002,78.110001,2304700,64.801567
"2012-04-04",77.139999,77.43,76.620003,77.260002,1150300,64.09639
"2012-04-05",77.029999,77.910004,76.830002,77.669998,1726200,64.436562
"2012-04-09",76.07,77.220001,76.040001,76.459999,1630600,63.432697
"2012-04-10",76.110001,76.5,74.669998,74.870003,2014200,62.113613
"2012-04-11",75.900002,76.550003,75.120003,76.029999,1771200,63.075977
"2012-04-12",76.120003,77.879997,75.940002,77.650002,1298100,64.41996
"2012-04-13",77.379997,77.480003,76.410004,76.660004,1054700,63.598633
"2012-04-16",77.290001,77.739998,76.370003,77.360001,2296400,64.17939
"2012-04-17",78.099998,79.239998,77.68,79.019997,1719700,65.556526
"2012-04-18",78.419998,79.010002,78.230003,78.489998,2314100,65.116821
"2012-04-19",73.959999,76.239998,71.419998,72.910004,11283000,60.487541
"2012-04-20",73.199997,73.730003,73.059998,73.410004,3309700,60.90237
"2012-04-23",72.790001,73.040001,72.099998,72.480003,2660200,60.130833
"2012-04-24",72.800003,73.260002,72.459999,72.650002,1991600,60.271854
"2012-04-25",73.639999,73.849998,72.599998,72.959999,1967500,60.529026
"2012-04-26",72.879997,74.400002,72.779999,74.040001,1884800,61.425018
"2012-04-27",74.410004,74.769997,73.510002,74.440002,1734100,61.756882
"2012-04-30",74.029999,74.260002,72.959999,73.160004,1313100,60.694954
"2012-05-01",73.019997,74.5,72.550003,73.690002,1721800,61.134651
"2012-05-02",73.360001,74.540001,72.900002,74.110001,1535500,61.483093
"2012-05-03",74,74.160004,72.739998,73.290001,1408100,60.802818
"2012-05-04",72.910004,73.220001,71.709999,72.220001,1549600,59.915108
"2012-05-07",71.769997,72.790001,71.599998,72.580002,1732500,60.213787
"2012-05-08",71.889999,72.309998,70.760002,72.050003,2241000,59.77409
"2012-05-09",70.919998,72.309998,70.300003,71.239998,1866800,59.102077
"2012-05-10",71.949997,72.260002,70.809998,70.900002,1475000,58.820015
"2012-05-11",70.349998,71.970001,70.290001,70.769997,2415300,58.712139
"2012-05-14",69.839996,70.540001,69.139999,69.529999,2020900,57.683434
"2012-05-15",69.519997,69.519997,67.760002,67.919998,3008900,56.347744
"2012-05-16",68.220001,69.389999,67.970001,68.129997,1676100,56.521965
"2012-05-17",68.110001,68.129997,65.230003,65.370003,2469600,54.232224
"2012-05-18",65.730003,66.620003,65.449997,66,2627600,54.754883
"2012-05-21",66.330002,67.800003,65.860001,67.660004,2021800,56.132053
"2012-05-22",67.910004,69.129997,67.480003,68.510002,2654600,56.837234
"2012-05-23",67.790001,70.699997,67.57,70.379997,2549900,58.388626
"2012-05-24",70.559998,70.690002,67.519997,68.849998,2674300,57.119324
"2012-05-25",68.839996,69.349998,68.400002,68.529999,1436600,56.853825
"2012-05-29",69.379997,69.510002,68.169998,68.900002,1795300,57.160778
"2012-05-30",67.690002,67.790001,66.239998,66.760002,2253800,55.385384
"2012-05-31",66.580002,66.940002,65.449997,66.25,2224600,54.962299
"2012-06-01",64.629997,64.839996,63.610001,63.68,3468300,52.830162
"2012-06-04",63.450001,63.91,61.139999,62.07,2770600,51.828175
"2012-06-05",61.68,63.099998,61.540001,62.919998,1510900,52.537926
"2012-06-06",63.369999,65.080002,63.369999,64.68,1540600,54.007504
"2012-06-07",65.290001,65.690002,63.509998,63.709999,3937800,53.197563
"2012-06-08",63.709999,64.980003,62.860001,64.669998,1655100,53.999157
"2012-06-11",65.440002,65.550003,63.540001,63.639999,1451000,53.139107
"2012-06-12",63.540001,63.900002,62.919998,63.529999,1794200,53.047256
"2012-06-13",62.91,63.639999,60.810001,62.470001,3083200,52.162163
"2012-06-14",62.82,63.169998,61.610001,62.02,2199200,51.786419
"2012-06-15",62.18,63.360001,61.880001,63.310001,2382700,52.863564
"2012-06-18",62.900002,63.23,62.419998,63.049999,921400,52.646473
"2012-06-19",63.099998,64.389999,63.099998,63.779999,1235200,53.256023
"2012-06-20",63.759998,63.889999,62.439999,62.900002,1351700,52.521214
"2012-06-21",63.110001,63.380001,61.43,61.48,1381600,51.335522
"2012-06-22",61.900002,61.939999,61.240002,61.650002,1381700,51.47747
"2012-06-25",60.560001,60.849998,59.73,60.610001,1519200,50.609085
"2012-06-26",60.830002,61.25,60,60.950001,1247500,50.892979
"2012-06-27",59.68,61.900002,59.529999,61.630001,1822400,51.460773
"2012-06-28",61.27,62.119999,60.849998,62.02,1771400,51.786419
"2012-06-29",63.630001,64.68,63.240002,64.360001,2257500,53.740311
"2012-07-02",64.639999,64.639999,62.509998,63.009998,1673500,52.613068
"2012-07-03",62.91,63.759998,62.82,63.400002,855600,52.938725
"2012-07-05",63.200001,63.73,62.810001,63.43,981700,52.963776
"2012-07-06",62.509998,62.740002,62.099998,62.549999,1005800,52.228966
"2012-07-09",62.060001,62.68,61.27,61.57,1623600,51.410671
"2012-07-10",61.25,62.23,59.82,60.189999,1871500,50.258369
"2012-07-11",60.18,60.59,59.209999,59.52,1824300,49.698936
"2012-07-12",58.790001,59.779999,58.59,59.540001,1749800,49.715637
"2012-07-13",59.57,60.369999,59.490002,60.189999,1431100,50.258369
"2012-07-16",59.990002,60.060001,58.639999,59.25,1888900,49.473488
"2012-07-17",59.450001,60.240002,58.98,59.720001,5102000,49.865932
"2012-07-18",59.279999,63.919998,59.279999,63.259998,6451900,52.821823
"2012-07-19",63.68,66.220001,63.27,66.089996,4867700,55.184853
"2012-07-20",65.410004,66.550003,65.010002,66.449997,3529300,55.485451
"2012-07-23",64.980003,65.559998,64.190002,64.989998,2131800,54.26635
"2012-07-24",65.510002,65.629997,63.779999,64.43,1795700,53.798759
"2012-07-25",64.790001,65.110001,63.290001,64.199997,1657100,53.606709
"2012-07-26",65.559998,66.629997,65.300003,66.029999,2192900,55.13475
"2012-07-27",66.5,69.010002,66.080002,68.650002,2878600,57.32243
"2012-07-30",68.410004,69.089996,67.910004,68.5,2325000,57.197193
"2012-07-31",68.830002,68.830002,66.790001,66.889999,2075100,55.852852
"2012-08-01",67.32,67.739998,66.589996,66.669998,1229900,55.669167
"2012-08-02",66.349998,66.400002,64.339996,65.559998,1907800,54.742302
"2012-08-03",66.93,68.089996,66.580002,68.010002,1343900,56.788036
"2012-08-06",68.449997,68.730003,67.239998,67.260002,811300,56.161789
"2012-08-07",67.779999,69.18,67.720001,68.739998,944000,57.397583
"2012-08-08",68.620003,68.629997,67.839996,68.449997,906900,57.155453
"2012-08-09",68.400002,68.529999,67.709999,67.769997,1292700,56.587635
"2012-08-10",67.510002,68.440002,67.339996,68.389999,1024700,57.10535
"2012-08-13",68.139999,68.699997,67.5,67.919998,775100,56.712894
"2012-08-14",68.18,68.260002,66.589996,66.769997,1155100,55.752632
"2012-08-15",66.559998,67.019997,66.339996,67.010002,1055000,55.953049
"2012-08-16",66.989998,67.839996,66.150002,67.779999,1330200,56.595982
"2012-08-17",68.110001,68.730003,67.57,68.379997,1363900,57.097
"2012-08-20",67.370003,67.559998,66.519997,66.699997,1146700,55.694187
"2012-08-21",66.900002,67.669998,66.639999,67.559998,1608700,56.412292
"2012-08-22",67.360001,67.980003,67.089996,67.800003,930600,56.612705
"2012-08-23",67.779999,67.900002,66.480003,66.739998,786000,55.727585
"2012-08-24",66.709999,67.639999,66.239998,67.459999,891000,56.328789
"2012-08-27",67.699997,67.959999,67.120003,67.209999,629400,56.120037
"2012-08-28",67.120003,67.370003,66.139999,66.230003,1466900,55.301754
"2012-08-29",66.18,66.589996,65.650002,66.470001,911000,55.502151
"2012-08-30",66,66.440002,65.519997,65.669998,1302500,54.834152
"2012-08-31",66.220001,66.419998,65.230003,65.779999,998700,54.925999
"2012-09-04",65.720001,66.150002,65.010002,65.940002,934200,55.059605
"2012-09-05",65.580002,66.410004,65.389999,66.059998,1164500,55.572765
"2012-09-06",68.349998,71.639999,68.290001,71.379997,2952500,60.048206
"2012-09-07",70.809998,72.370003,70.809998,71.879997,1788900,60.468815
"2012-09-10",71.75,72.349998,71.720001,71.75,924200,60.359436
"2012-09-11",71.900002,72.5,71.57,72.18,1198600,60.721191
"2012-09-12",72.57,74.900002,72.57,72.889999,2104600,61.318478
"2012-09-13",72.449997,73.879997,71.540001,73.529999,1989800,61.85688
"2012-09-14",73.650002,76.989998,73.559998,76.699997,2466300,64.523605
"2012-09-17",76.300003,76.300003,74.959999,75.459999,1306400,63.480492
"2012-09-18",75.510002,75.800003,74.919998,75.68,1095200,63.665539
"2012-09-19",75.769997,76.709999,75.120003,76.489998,1553000,64.346977
"2012-09-20",75.879997,76.580002,74.760002,76.330002,1672100,64.212379
"2012-09-21",76.769997,78.470001,76.620003,78.25,2763200,65.827553
"2012-09-24",78.080002,78.080002,76.449997,77.739998,1664900,65.398529
"2012-09-25",77.779999,77.779999,75.75,75.860001,2164400,63.81699
"2012-09-26",76,76.239998,74.620003,74.879997,1804900,62.992546
"2012-09-27",75.230003,76.529999,74.260002,76.050003,1603400,63.976826
"2012-09-28",75.510002,76.419998,74.879997,76.25,1250600,64.14505
"2012-10-01",76.5,77.449997,75.790001,76.080002,1515200,64.002052
"2012-10-02",75.93,76.620003,75.110001,76.489998,1330200,64.346977
"2012-10-03",76.540001,76.540001,74.540001,74.690002,1985300,62.832729
"2012-10-04",75,75.400002,74.550003,74.720001,1491300,62.857971
"2012-10-05",75.330002,75.5,74.639999,75.029999,1408700,63.11874
"2012-10-08",74.489998,74.730003,73.739998,74.230003,1083400,62.445736
"2012-10-09",74.470001,75.57,72.18,72.239998,1730100,60.771675
"2012-10-10",72.529999,72.779999,71.279999,71.900002,1285900,60.485649
"2012-10-11",72.699997,72.949997,71.639999,71.730003,896200,60.342632
"2012-10-12",71.75,71.940002,69.629997,70.059998,1826300,58.937744
"2012-10-15",70.379997,71.43,69.43,71.360001,1481600,60.03138
"2012-10-16",71.690002,72.760002,70.860001,72.32,2699600,60.838966
"2012-10-17",68.07,70.830002,67.57,69.120003,5382800,58.146984
"2012-10-18",68.580002,70.669998,68.209999,70.190002,2497800,59.047112
"2012-10-19",69.870003,70.669998,69.209999,70.269997,2258600,59.114407
"2012-10-22",69.980003,70.5,68.720001,69.25,1153400,58.25634
"2012-10-23",68.309998,70.050003,68.059998,69.889999,1533100,58.794724
"2012-10-24",70.25,70.690002,68.830002,69.059998,1573000,58.096497
"2012-10-25",69.970001,70.18,67.900002,68.349998,1907000,57.49921
"2012-10-26",68.059998,68.519997,67.029999,67.540001,1282500,56.817802
"2012-10-31",68.099998,69.410004,68.099998,69.300003,1102500,58.298405
"2012-11-01",69.559998,70.419998,69.209999,70.129997,1562900,58.996628
"2012-11-02",70.540001,70.620003,69.809998,69.870003,1083200,58.777924
"2012-11-05",69.669998,70.580002,69.379997,70.440002,802800,59.257435
"2012-11-06",70.510002,71.82,70.360001,71.599998,1365200,60.233269
"2012-11-07",70.900002,70.910004,68.800003,69.370003,1604400,58.3573
"2012-11-08",69.550003,70.470001,68.620003,68.720001,1400300,57.810463
"2012-11-09",68.290001,69.540001,67.720001,68.730003,1880000,57.818893
"2012-11-12",68.940002,69.330002,68.190002,68.669998,1035100,57.768425
"2012-11-13",68.139999,69.889999,68.139999,69.360001,1313700,58.348866
"2012-11-14",69.540001,69.650002,67.059998,67.209999,2072100,56.540188
"2012-11-15",67.220001,67.730003,66.18,66.769997,1262700,56.170044
"2012-11-16",66.809998,67.82,66.790001,67.410004,1413400,56.708443
"2012-11-19",68.43,69.860001,68.150002,69.860001,1384500,58.769501
"2012-11-20",69.910004,70.309998,69.449997,70.059998,1073000,58.937744
"2012-11-21",70.029999,70.419998,69.889999,70.029999,547800,58.91251
"2012-11-23",70.150002,71.400002,70.150002,71.389999,295100,60.056614
"2012-11-26",71.07,71.470001,70.669998,71.419998,1214900,60.08186
"2012-11-27",71.449997,71.550003,70.230003,70.360001,1044400,59.190125
"2012-11-28",70.169998,72.800003,70.120003,72.470001,1916400,60.965195
"2012-11-29",72.919998,73.870003,72.82,73.300003,1433800,61.663383
"2012-11-30",72.190002,72.699997,71.75,71.910004,931200,60.494057
"2012-12-03",72.25,72.660004,70.760002,70.779999,913900,59.543438
"2012-12-04",70.769997,70.900002,69.699997,70.010002,1731700,58.895676
"2012-12-05",69.949997,70.900002,68.870003,70.68,1183800,59.878426
"2012-12-06",70.629997,71.089996,70.129997,71.050003,944400,60.191841
"2012-12-07",71.32,71.610001,70.82,71.190002,881000,60.310467
"2012-12-10",71.160004,72.010002,70.919998,71.839996,1028200,60.86113
"2012-12-11",72.339996,72.650002,71.75,72.309998,1348800,61.259319
"2012-12-12",72.650002,73.870003,72.349998,72.989998,1314100,61.835384
"2012-12-13",73.010002,73.07,71.779999,71.989998,1465300,60.988232
"2012-12-14",72,72.220001,71.199997,71.309998,1246200,60.41214
"2012-12-17",71.650002,72.32,71.389999,72.150002,1347200,61.123753
"2012-12-18",72.43,75.089996,72.349998,74.510002,2285000,63.123085
"2012-12-19",74.459999,74.620003,73.910004,73.949997,1340100,62.64867
"2012-12-20",73.900002,74.419998,73.459999,74.400002,762100,63.029919
"2012-12-21",73.540001,74.059998,72.949997,73.440002,1420600,62.216599
"2012-12-24",74.989998,74.989998,73.099998,73.43,300400,62.208153
"2012-12-26",73.580002,73.639999,72.5,72.760002,526400,61.640526
"2012-12-27",72.889999,73.050003,72.010002,72.669998,963500,61.564293
"2012-12-28",72.099998,72.959999,72.010002,72.059998,732100,61.04752
"2012-12-31",72.010002,74.029999,71.779999,73.970001,977400,62.665623
"2013-01-02",75.230003,75.959999,74.470001,75.440002,1523500,63.910965
"2013-01-03",75.459999,75.459999,73.879997,74.050003,1853400,62.733391
"2013-01-04",74.300003,75.300003,73.980003,74.760002,1216600,63.334896
"2013-01-07",74.169998,75.410004,74.169998,75.089996,1630800,63.614437
"2013-01-08",74.57,75.419998,74.529999,75.419998,1449200,63.894043
"2013-01-09",75.709999,75.709999,74.510002,75.110001,1150300,63.631397
"2013-01-10",75.389999,75.830002,74.959999,75.830002,1134600,64.241356
"2013-01-11",75.75,75.800003,74.860001,75.209999,1552600,63.716125
"2013-01-14",75.220001,75.550003,74.980003,75.290001,954800,63.783897
"2013-01-15",76.379997,76.889999,75.410004,76.139999,1111200,64.503998
"2013-01-16",75.75,76.209999,75.559998,76.050003,869800,64.427765
"2013-01-17",76.379997,77.75,76.32,77.279999,1727200,65.469772
"2013-01-18",77.5,77.690002,76.529999,76.949997,1348800,65.190186
"2013-01-22",76.870003,77.959999,76.510002,77.889999,2148700,65.98658
"2013-01-23",77.699997,78.389999,76.720001,77.959999,2373800,66.045853
"2013-01-24",77.93,78.080002,75.599998,77.220001,3066500,65.418953
"2013-01-25",77.300003,77.400002,75.949997,76.870003,2071100,65.122437
"2013-01-28",76.82,76.870003,76.029999,76.580002,2029300,64.876762
"2013-01-29",75.93,77.110001,75.830002,76.860001,1789400,65.113968
