"dates","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
"2011-07-22",45,45.290001,44.334999,44.470001,2869800,37.693851
"2011-07-25",44.075001,44.849998,43.895,44.275002,2958600,37.528549
"2011-07-26",44.240002,44.255001,43.209999,43.294998,3417000,36.697876
"2011-07-27",43.099998,43.264999,42.455002,42.5,2532600,36.024033
"2011-07-28",42.665001,43.189999,42.209999,42.275002,2436000,35.833309
"2011-07-29",41.700001,42.455002,41.525002,42.099998,2502400,35.684967
"2011-08-01",42.709999,42.855,41.404999,41.950001,3004200,35.557842
"2011-08-02",41.689999,42.09,40.849998,40.860001,3657200,34.633926
"2011-08-03",41.025002,41.380001,39.825001,41.32,5202400,35.023834
"2011-08-04",40.755001,40.755001,38.810001,38.84,5494200,32.921719
"2011-08-05",39.575001,39.794998,38.119999,38.939999,6098200,33.006481
"2011-08-08",37.849998,38.305,36,36.474998,6841400,31.145046
"2011-08-09",37.044998,38.759998,36.380001,38.654999,5494200,33.006485
"2011-08-10",37.674999,37.939999,36.455002,36.529999,5031400,31.192005
"2011-08-11",36.685001,37.875,36.474998,37.455002,6495000,31.981834
"2011-08-12",38.075001,38.139999,37.375,37.529999,5024600,32.045872
"2011-08-15",37.82,38.334999,37.57,38.310001,3972200,32.711903
"2011-08-16",37.875,38.009998,37.209999,37.599998,2853200,32.105656
"2011-08-17",37.834999,38.389999,37.389999,37.650002,2539000,32.14835
"2011-08-18",36.57,36.625,34.93,35.205002,4565200,30.060625
"2011-08-19",34.695,35.615002,34.400002,34.439999,4102000,29.407404
"2011-08-22",35.165001,35.400002,34.349998,34.470001,2695200,29.433035
"2011-08-23",34.619999,35.57,34.43,35.57,2898200,30.372293
"2011-08-24",35.404999,36,35.150002,35.945,2250200,30.692493
"2011-08-25",36.174999,36.369999,35.345001,35.540001,1811200,30.346674
"2011-08-26",35.665001,36.34,34.57,36.169998,2721000,30.884609
"2011-08-29",36.669998,37.759998,36.639999,37.744999,2654800,32.229465
"2011-08-30",37.580002,38.470001,37.459999,38.240002,3296200,32.65213
"2011-08-31",38.52,38.82,38.035,38.294998,3230800,32.699093
"2011-09-01",38.349998,38.575001,37.474998,37.514999,3396800,32.03307
"2011-09-02",36.75,37.005001,36.669998,36.785,4484400,31.409752
"2011-09-06",35.764999,36.630001,35.650002,36.599998,4522800,31.251774
"2011-09-07",37.169998,37.514999,37.150002,37.505001,4785000,32.024517
"2011-09-08",37.27,37.709999,37.174999,37.419998,4882800,31.951946
"2011-09-09",36.955002,36.985001,36.325001,36.549999,4372800,31.209074
"2011-09-12",36.139999,36.724998,35.764999,36.560001,3634200,31.217625
"2011-09-13",36.799999,37.455002,36.555,37.345001,2617000,31.887911
"2011-09-14",37.59,38.465,36.904999,38,3188800,32.447197
"2011-09-15",38.389999,38.860001,38.244999,38.709999,1939000,33.053448
"2011-09-16",38.939999,39.384998,38.764999,39.32,3665800,33.57431
"2011-09-19",38.490002,39,38,38.860001,3521800,33.181538
"2011-09-20",39.064999,39.564999,38.509998,38.759998,3230600,33.096134
"2011-09-21",38.695,38.814999,36.75,36.77,3403000,31.396938
"2011-09-22",35.560001,35.615002,34.455002,35.049999,4302400,29.928267
"2011-09-23",34.75,35.294998,34.134998,34.41,4296600,29.381798
"2011-09-26",34.779999,36.25,34.244999,36.220001,4231800,30.927298
"2011-09-27",37.23,38.080002,36.790001,37.259998,4353000,31.815327
"2011-09-28",37.349998,37.424999,35.724998,35.75,3150400,30.525978
"2011-09-29",37.07,37.07,35.494999,36.174999,3277800,30.888882
"2011-09-30",35.535,36.095001,35.25,35.330002,3580000,30.167366
"2011-10-03",35,35.779999,34.290001,34.34,4649600,29.322006
"2011-10-04",33.830002,35.384998,33.215,35.334999,3800000,30.171633
"2011-10-05",35.580002,36.549999,35.105,36.380001,2834600,31.063921
"2011-10-06",36.200001,36.904999,35.599998,36.855,3156000,31.469517
"2011-10-07",36.924999,37.325001,36.215,36.740002,2431800,31.37133
"2011-10-10",37.494999,38.325001,37.48,38.220001,1773000,32.635048
"2011-10-11",38.055,38.41,37.830002,38.105,1768200,32.536842
"2011-10-12",38.459999,39.220001,38.459999,38.880001,2265200,33.198616
"2011-10-13",38.380001,38.959999,38.084999,38.834999,2230600,33.160183
"2011-10-14",39.419998,39.915001,39.064999,39.855,1723800,34.031128
"2011-10-17",39.790001,39.945,38.764999,38.919998,2406600,33.232754
"2011-10-18",38.845001,40.595001,38.639999,40.365002,2569400,34.466618
"2011-10-19",40.25,40.5,39.150002,39.419998,3214200,33.659698
"2011-10-20",40.084999,40.470001,39.145,40.34,3083600,34.445255
"2011-10-21",40.985001,41.880001,40.855,41.84,3253000,35.726078
"2011-10-24",41.985001,42.424999,41.799999,42.200001,4141200,36.033474
"2011-10-25",42.049999,42.325001,41.209999,41.264999,2437200,35.235088
"2011-10-26",42.035,42.700001,41.375,42.43,2575600,36.229858
"2011-10-27",43.57,44.98,43.23,44.465,3321400,37.967495
"2011-10-28",44.105,45,43.895,44.685001,2747600,38.155338
"2011-10-31",43.889999,44.040001,43.174999,43.205002,2570200,36.891609
"2011-11-01",41.540001,43.32,41.540001,42.299999,2919000,36.118855
"2011-11-02",42.82,43.669998,42.674999,43.349998,1528000,37.015408
"2011-11-03",44,44.48,43.384998,44.330002,1808200,37.85223
"2011-11-04",44.049999,44.395,43.275002,44.255001,1379400,37.788185
"2011-11-07",44.365002,44.68,43.549999,44.450001,1545400,37.954685
"2011-11-08",44.384998,44.794998,43.764999,44.689999,1592800,38.405861
"2011-11-09",43.400002,43.605,42.400002,42.709999,2782400,36.704288
"2011-11-10",43.154999,43.485001,42.535,43.110001,2048000,37.048042
"2011-11-11",43.82,44.290001,43.799999,44.055,1770600,37.860153
"2011-11-14",43.889999,44.044998,43.310001,43.645,2215400,37.507816
"2011-11-15",43.424999,43.994999,43.154999,43.674999,1856000,37.533588
"2011-11-16",42.93,43.404999,42.404999,42.465,3101800,36.493732
"2011-11-17",42.349998,42.764999,40.985001,41.355,3370400,35.539806
"2011-11-18",41.665001,42.125,41.299999,41.799999,1875000,35.922237
"2011-11-21",41.189999,41.224998,40.555,40.915001,2667000,35.161674
"2011-11-22",40.755001,41.305,40.32,40.634998,3696000,34.921059
"2011-11-23",40.150002,40.330002,39.695,39.785,1838200,34.190586
"2011-11-25",39.610001,40.200001,39.535,39.724998,648800,34.139008
"2011-11-28",41.145,41.625,40.974998,41.275002,1879200,35.471066
"2011-11-29",41.965,42.029999,41.314999,41.57,2540400,35.724583
"2011-11-30",43.169998,43.895,42.955002,43.875,2561600,37.705463
"2011-12-01",43.595001,43.889999,43.080002,43.275002,1896600,37.189827
"2011-12-02",43.259998,43.490002,42.294998,42.435001,3056800,36.467949
"2011-12-05",43.205002,43.525002,42.314999,42.584999,2882600,36.596851
"2011-12-06",42.560001,43.125,42.25,42.720001,1924800,36.712879
"2011-12-07",42.580002,42.724998,42.060001,42.334999,2954000,36.382011
"2011-12-08",42.189999,42.264999,41.215,41.314999,2837200,35.505447
"2011-12-09",40.794998,42.174999,40.599998,41.970001,2948400,36.06834
"2011-12-12",41.395,41.474998,40.945,41.259998,1896200,35.45816
"2011-12-13",41.605,42.035,40.369999,40.68,2925200,34.959724
"2011-12-14",40.419998,40.674999,39.935001,40.099998,2869000,34.461273
"2011-12-15",40.705002,40.799999,39.82,40.060001,2821400,34.426907
"2011-12-16",40.450001,41.064999,40.099998,40.435001,2922600,34.74918
"2011-12-19",40.5,40.720001,39.400002,39.564999,2262200,34.001514
"2011-12-20",40.02,40.685001,39.974998,40.389999,4068400,34.710506
"2011-12-21",40.580002,41.115002,40.27,41.080002,2117000,35.303486
"2011-12-22",41.134998,41.325001,40.855,41.18,2810800,35.38942
"2011-12-23",41.27,41.775002,41.18,41.755001,1213800,35.883564
"2011-12-27",41.650002,42.220001,41.59,41.98,1048600,36.076923
"2011-12-28",42.060001,42.119999,41.32,41.395,1399200,35.574184
"2011-12-29",41.424999,42.029999,41.224998,41.994999,1251000,36.089821
"2011-12-30",42.060001,42.115002,41.744999,41.744999,1114000,35.874981
"2012-01-03",42.650002,43.139999,42.48,42.560001,1474400,36.575382
"2012-01-04",42.549999,42.84,42.290001,42.650002,1453800,36.65271
"2012-01-05",42.244999,42.32,41.634998,42.27,2289200,36.326157
"2012-01-06",42.240002,42.470001,42.119999,42.380001,1253400,36.420685
"2012-01-09",42.400002,42.485001,41.959999,42.165001,1711600,36.235916
"2012-01-10",42.705002,43.330002,42.654999,43.07,1536000,37.013668
"2012-01-11",42.950001,43.299999,42.91,43.299999,1591000,37.211311
"2012-01-12",43.375,44.044998,43.224998,44,1364200,37.812885
"2012-01-13",43.849998,44.009998,43.205002,43.759998,1440200,37.60664
"2012-01-17",44.369999,44.52,43.799999,44.02,1382200,37.83007
"2012-01-18",44.134998,44.990002,44.040001,44.950001,2100000,38.629295
"2012-01-19",44.700001,44.700001,43.369999,43.880001,4021200,37.709755
"2012-01-20",43.845001,44.599998,43.845001,44.459999,2433200,38.208202
"2012-01-23",44.424999,44.5,44.009998,44.165001,1358000,37.954685
"2012-01-24",43.75,44.305,43.619999,44.25,1800800,38.027725
"2012-01-25",44.040001,44.845001,43.825001,44.709999,1366400,38.423042
"2012-01-26",44.974998,45.445,44.255001,44.415001,1910000,38.169525
"2012-01-27",44.369999,44.759998,44.035,44.529999,1581200,38.268353
"2012-01-30",44.014999,44.794998,43.805,44.735001,1609600,38.444534
"2012-01-31",44.900002,45,44.264999,44.790001,2158600,38.491798
"2012-02-01",45.360001,45.814999,45.150002,45.43,2308600,39.041805
"2012-02-02",45.490002,45.490002,44.849998,44.900002,1325800,38.586327
"2012-02-03",45.485001,45.779999,45.349998,45.610001,2186800,39.196495
"2012-02-06",45.334999,45.474998,45.215,45.439999,972800,39.050392
"2012-02-07",45.285,45.700001,44.994999,45.634998,1378400,39.217972
"2012-02-08",45.615002,45.849998,45.185001,45.805,1224000,39.364075
"2012-02-09",45.805,46.044998,45.580002,46.014999,1846400,39.54454
"2012-02-10",45.580002,45.580002,45.09,45.415001,1490000,39.028919
"2012-02-13",45.705002,45.915001,45.415001,45.540001,1035200,39.13633
"2012-02-14",45.52,45.689999,44.84,45.259998,1943200,38.89571
"2012-02-15",45.310001,45.310001,44.674999,44.970001,1619600,38.891384
"2012-02-16",45.035,45.759998,44.950001,45.700001,1404800,39.522713
"2012-02-17",45.93,46.224998,45.77,46.060001,1616800,39.834049
"2012-02-21",45.66,46.150002,45.450001,45.985001,2848400,39.769192
"2012-02-22",45.990002,46.580002,45.865002,45.900002,2048600,39.695671
"2012-02-23",45.845001,46.25,45.740002,46.099998,1010200,39.868645
"2012-02-24",46,46.279999,45.744999,45.834999,1290600,39.639465
"2012-02-27",45.595001,46.59,45.349998,46.470001,1776400,40.188622
"2012-02-28",46.395,46.834999,46.174999,46.465,2121400,40.184303
"2012-02-29",46.459999,46.57,45.470001,45.625,2340400,39.457848
"2012-03-01",45.744999,46.490002,45.744999,46.330002,1628400,40.067551
"2012-03-02",46.474998,46.700001,46.055,46.25,1115800,39.998356
"2012-03-05",46.080002,46.150002,45.599998,45.810001,1310200,39.617836
"2012-03-06",45.115002,45.48,45.02,45.205002,1556200,39.09462
"2012-03-07",45.314999,45.465,45.025002,45.275002,1958200,39.155163
"2012-03-08",45.755001,46.695,45.700001,46.470001,2057400,40.188622
"2012-03-09",46.5,46.82,46.299999,46.384998,1498600,40.115108
"2012-03-12",46.48,46.814999,46.34,46.544998,1302800,40.253483
"2012-03-13",46.855,47.205002,46.685001,47.154999,1717600,40.781044
"2012-03-14",47.09,47.294998,46.625,46.84,1530600,40.508614
"2012-03-15",46.950001,46.985001,46.630001,46.82,2040600,40.491322
"2012-03-16",47.035,47.259998,46.669998,46.794998,2810400,40.4697
"2012-03-19",46.674999,47.384998,46.674999,47.23,3569800,40.845901
"2012-03-20",46.880001,47.095001,46.66,46.965,2414800,40.616711
"2012-03-21",46.945,47.325001,46.689999,47.07,1573200,40.707523
"2012-03-22",46.799999,46.810001,46.285,46.48,1403600,40.197277
"2012-03-23",46.540001,47.084999,46.185001,46.825001,1505000,40.495651
"2012-03-26",47.165001,47.709999,46.915001,47.705002,1606400,41.256699
"2012-03-27",47.785,48.165001,47.720001,47.869999,1613400,41.399384
"2012-03-28",47.880001,48.200001,47.185001,47.389999,2311200,40.984264
"2012-03-29",47,47.91,47,47.845001,2069600,41.377769
"2012-03-30",48.200001,48.200001,47.705002,47.900002,1379800,41.425343
"2012-04-02",47.82,48.900002,47.794998,48.84,3147400,42.238277
"2012-04-03",48.610001,48.685001,47.255001,47.84,4339800,41.37344
"2012-04-04",47.490002,47.52,46.865002,46.959999,4387600,40.6124
"2012-04-05",48.849998,49.275002,47.650002,48.145,10618200,41.637222
"2012-04-09",47.490002,47.82,47.099998,47.125,5608400,40.755093
"2012-04-10",47.044998,47.189999,45.924999,46.044998,6467600,39.821083
"2012-04-11",46.66,47.439999,46.560001,47.27,3005000,40.880489
"2012-04-12",47.380001,48.560001,47.220001,48.415001,3351600,41.870712
"2012-04-13",48.16,48.305,47.799999,47.860001,2812000,41.390739
"2012-04-16",48.615002,48.744999,47.755001,48.450001,2475000,41.900993
"2012-04-17",48.785,49.369999,48.630001,49.169998,2452200,42.523678
"2012-04-18",48.82,49.445,48.580002,49.235001,3161200,42.579876
"2012-04-19",49.485001,50.950001,48.695,50.5,7325800,43.673882
"2012-04-20",50.650002,51.09,50.145,50.645,4019000,43.799278
"2012-04-23",50.294998,50.52,49.700001,50.505001,3354000,43.678215
"2012-04-24",50.610001,51.080002,50.549999,51,3629600,44.106308
"2012-04-25",51.334999,52.134998,51.195,52.084999,2344400,45.044636
"2012-04-26",51.845001,52.91,51.700001,52.610001,2474200,45.498684
"2012-04-27",52.860001,53.055,52.535,52.830002,1886000,45.688942
"2012-04-30",52.945,53.200001,52.455002,52.619999,2057600,45.507336
"2012-05-01",52.535,53.834999,52.490002,53.52,3296000,46.285671
"2012-05-02",53.119999,53.654999,53.044998,53.595001,2404400,46.350525
"2012-05-03",53.5,53.974998,53.275002,53.599998,2159200,46.354858
"2012-05-04",53.299999,53.375,52.709999,52.834999,2346400,45.693264
"2012-05-07",52.505001,53.52,52.474998,53.450001,2005200,46.225136
"2012-05-08",53,53.369999,52.474998,53.255001,2474400,46.312099
"2012-05-09",52.445,53.349998,52.134998,52.970001,3002800,46.064243
"2012-05-10",53.494999,53.505001,52.740002,52.865002,1949800,45.972942
"2012-05-11",52.595001,53.189999,52.459999,52.595001,2072600,45.738155
"2012-05-14",52,52.255001,51.490002,51.560001,2829800,44.838078
"2012-05-15",51.404999,51.805,50.939999,51.09,2805000,44.429337
"2012-05-16",51.215,51.73,50.810001,50.875,1595000,44.242374
"2012-05-17",51,51.07,49.384998,49.424999,2631800,42.981415
"2012-05-18",49.834999,49.875,48.544998,48.779999,2702000,42.420506
"2012-05-21",49.064999,49.860001,48.810001,49.77,1885200,43.281441
"2012-05-22",50,50.360001,49.369999,49.630001,1652200,43.159698
"2012-05-23",49.18,50.625,48.935001,50.400002,3235000,43.829311
"2012-05-24",51.935001,52.294998,51.119999,52.099998,4060600,45.307663
"2012-05-25",51.759998,52.325001,51.325001,51.59,1927600,44.864174
"2012-05-29",52.305,52.974998,52.134998,52.549999,1975200,45.699005
"2012-05-30",52.040001,52.105,50.860001,51.130001,2990600,44.464127
"2012-05-31",51.205002,52.064999,50.654999,51.720001,2496000,44.977215
"2012-06-01",50.189999,50.75,49.360001,49.48,2962200,43.029255
"2012-06-04",49.455002,49.5,48.369999,48.884998,2805400,42.511818
"2012-06-05",48.669998,49.580002,48.650002,49.494999,1931000,43.042294
"2012-06-06",49.950001,50.904999,49.935001,50.904999,1831200,44.268478
"2012-06-07",51.779999,52.23,51.195,51.290001,3591000,44.603271
"2012-06-08",51.205002,51.91,50.884998,51.84,1161200,45.081581
"2012-06-11",52.395,52.459999,50.895,50.98,2061400,44.333702
"2012-06-12",51.23,52.125,50.915001,52.075001,1430800,45.285927
"2012-06-13",51.685001,51.814999,50.790001,50.955002,1292800,44.311954
"2012-06-14",51.02,51.224998,50.310001,50.880001,2165000,44.246723
"2012-06-15",51.240002,52.130001,51.099998,52.07,2017200,45.281574
"2012-06-18",51.77,52.445,51.66,52.389999,1156400,45.559868
"2012-06-19",52.619999,53.345001,52.605,53.09,1549400,46.168625
"2012-06-20",53.014999,53.445,52.665001,53.02,1381200,46.107735
"2012-06-21",53.049999,53.215,51.125,51.209999,1698200,44.533699
"2012-06-22",51.91,52.365002,51.18,52.095001,3313000,45.303329
"2012-06-25",51.615002,51.615002,50.59,50.665001,2720000,44.059761
"2012-06-26",50.904999,51.73,50.575001,51.419998,2111800,44.71632
"2012-06-27",51.169998,51.959999,51.169998,51.740002,1488400,44.994617
"2012-06-28",51.505001,51.845001,50.825001,51.75,2177200,45.003304
"2012-06-29",52.610001,53.084999,52.415001,53.060001,1540600,46.142525
"2012-07-02",53.154999,53.154999,51.889999,52.349998,1776400,45.525085
"2012-07-03",52.240002,52.619999,51.965,52.439999,1090200,45.603352
"2012-07-05",52.200001,53.060001,52.009998,52.744999,1239200,45.868599
"2012-07-06",52.095001,52.945,51.93,52.785,1773400,45.903374
"2012-07-09",52.689999,52.785,51.5,51.685001,2057000,44.946789
"2012-07-10",51.744999,52.220001,50.810001,51.07,1250200,44.411957
"2012-07-11",51.080002,51.099998,49.915001,50.439999,2796000,43.864094
"2012-07-12",49.945,50.630001,49.560001,50.330002,1505400,43.76844
"2012-07-13",50.639999,51.724998,50.639999,51.669998,2042600,44.933739
"2012-07-16",51.450001,51.695,50.799999,51.064999,1320200,44.407608
"2012-07-17",51.294998,52.16,50.959999,52.064999,1810400,45.277237
"2012-07-18",51.740002,52.43,51.740002,52.095001,1674800,45.303329
"2012-07-19",54.625,56.09,53.424999,55.98,8464000,48.681839
"2012-07-20",55.279999,57.310001,54.73,56.924999,5981800,49.503639
"2012-07-23",55.450001,56.244999,55.080002,55.375,4179800,48.155708
"2012-07-24",55.514999,55.514999,53.82,54.279999,2908000,47.203468
"2012-07-25",54.540001,54.825001,53.650002,53.744999,2652600,46.73822
"2012-07-26",54.895,54.895,53.959999,54.115002,2406200,47.059975
"2012-07-27",54.5,55.34,54.395,55.209999,2467400,48.012218
"2012-07-30",55.130001,55.93,55.049999,55.494999,1442600,48.260075
"2012-07-31",55.415001,55.57,54.689999,54.73,2165200,47.59481
"2012-08-01",54.965,55.544998,54.029999,54.029999,1861200,46.986065
"2012-08-02",53.625,54.02,52.935001,53.82,2126400,46.803432
"2012-08-03",54.744999,54.84,54.220001,54.599998,2135800,47.481747
"2012-08-06",54.555,55.27,54.415001,54.950001,2053800,47.786121
"2012-08-07",55.32,55.884998,54.855,55.759998,2094600,48.490517
"2012-08-08",55.205002,55.75,54.32,55.555,1953200,48.569195
"2012-08-09",55.375,55.935001,55.224998,55.685001,1057400,48.682854
"2012-08-10",55.369999,55.41,54.91,55.41,1301200,48.442436
"2012-08-13",55.419998,55.494999,54.575001,55.07,919800,48.145184
"2012-08-14",55.115002,55.41,54.07,54.240002,1705600,47.419548
"2012-08-15",54.154999,54.775002,53.98,54.715,986600,47.83482
"2012-08-16",54.880001,55.145,54.424999,55.02,901600,48.101475
"2012-08-17",55.279999,55.325001,55.025002,55.125,1243800,48.193272
"2012-08-20",54.919998,55.099998,54.400002,54.580002,1397600,47.716801
"2012-08-21",54.580002,54.77,53.580002,53.735001,1883000,46.978065
"2012-08-22",53.450001,55.535,53.43,55.525002,2452600,48.542969
"2012-08-23",55.275002,55.349998,54.369999,54.494999,2025400,47.642494
"2012-08-24",54.48,54.740002,54.084999,54.575001,1521800,47.712437
"2012-08-27",54.75,54.904999,54.279999,54.689999,1852800,47.812984
"2012-08-28",54.48,54.669998,54.325001,54.445,1355400,47.598785
"2012-08-29",54.525002,54.950001,54.130001,54.855,1431000,47.957226
"2012-08-30",54.619999,54.785,54.145,54.244999,1632000,47.423927
"2012-08-31",54.709999,55.134998,54.305,55.009998,1298200,48.092735
"2012-09-04",54.849998,54.994999,53.82,54.084999,1607600,47.284054
"2012-09-05",54.200001,54.485001,53.715,54.384998,1455200,47.546314
"2012-09-06",54.794998,56.505001,54.674999,56.5,2598000,49.395378
"2012-09-07",56.5,56.849998,55.514999,56.57,2659600,49.45657
"2012-09-10",57.365002,58.395,57.174999,57.895,3120000,50.614956
"2012-09-11",57.965,58.240002,57.395,57.935001,1966600,50.649921
"2012-09-12",58.115002,58.424999,57.634998,57.884998,2183200,50.606216
"2012-09-13",57.98,59.82,57.900002,59.290001,2454000,51.834545
"2012-09-14",59.395,59.93,59.07,59.419998,2532000,51.948189
"2012-09-17",59.099998,59.514999,58.889999,59.25,1369800,51.799572
"2012-09-18",59.25,59.25,58.400002,58.724998,1491200,51.340588
"2012-09-19",58.709999,58.974998,58.119999,58.619999,1683800,51.248787
"2012-09-20",58.18,59.23,58.005001,59.185001,2218200,51.742744
"2012-09-21",59.645,59.650002,58.689999,58.794998,2510600,51.401775
"2012-09-24",58.5,58.674999,58.040001,58.404999,1231800,51.060829
"2012-09-25",58.615002,58.724998,57.5,57.514999,1412400,50.282738
"2012-09-26",57.525002,57.900002,57.040001,57.299999,1253400,50.094772
"2012-09-27",57.509998,58.02,57.150002,57.615002,1011400,50.370171
"2012-09-28",57.130001,57.605,56.595001,57.419998,1058400,50.199692
"2012-10-01",57.639999,58.154999,57.369999,57.775002,1563200,50.510052
"2012-10-02",57.889999,57.955002,57,57.314999,897200,50.107891
"2012-10-03",57.195,58.32,57.084999,58.305,1887600,50.973404
"2012-10-04",58.525002,58.825001,58.080002,58.509998,1485800,51.152618
"2012-10-05",59.110001,59.205002,58.514999,58.970001,1723600,51.554779
"2012-10-08",58.764999,59.014999,58.189999,58.860001,1269600,51.458611
"2012-10-09",58.82,58.82,57.785,57.855,1067000,50.579983
"2012-10-10",57.549999,57.985001,57.205002,57.68,1537800,50.426994
"2012-10-11",58.235001,58.535,57.73,57.73,1022800,50.470707
"2012-10-12",57.794998,58.075001,56.695,57.115002,1450000,49.933033
"2012-10-15",57.185001,58.125,56.880001,58.07,1237000,50.767948
"2012-10-16",58.490002,59.450001,57.970001,58.91,1788600,51.502331
"2012-10-17",59.025002,60,58.720001,59.485001,2254400,52.00502
"2012-10-18",59.435001,60,58.799999,59.544998,2065600,52.05748
"2012-10-19",59.720001,59.82,58.465,58.865002,1844200,51.46299
"2012-10-22",58.665001,59.165001,58.165001,58.849998,768800,51.449867
"2012-10-23",57.285,58.154999,56.849998,57.77,1471800,50.505676
"2012-10-24",58.150002,58.865002,57.970001,58.584999,1768600,51.218193
"2012-10-25",58.985001,59,57.75,58.009998,1274400,50.715508
"2012-10-26",58.009998,58.314999,57.57,58.060001,1049600,50.759205
"2012-10-31",58.220001,58.740002,57.974998,58.540001,1499400,51.17886
"2012-11-01",59.34,60.970001,58.689999,60.900002,1877800,53.2421
"2012-11-02",61.465,64.209999,59.935001,59.959999,1355600,52.420292
"2012-11-05",59.919998,60.945,59.634998,60.889999,994400,53.233349
"2012-11-06",61.040001,61.875,60.860001,61.595001,2455200,53.849689
"2012-11-07",61.27,61.294998,59.845001,60.32,1317200,52.988819
"2012-11-08",60.330002,60.68,58.790001,58.805,1652400,51.65794
"2012-11-09",58.685001,59.275002,58.384998,58.689999,1338600,51.5569
"2012-11-12",58.919998,59.305,58.375,58.735001,1865400,51.596447
"2012-11-13",58.240002,59.255001,58.145,58.724998,1074600,51.587658
"2012-11-14",58.915001,59.060001,57.994999,58.154999,1789800,51.086933
"2012-11-15",58.130001,58.529999,57.105,57.625,1508000,50.621349
"2012-11-16",57.685001,57.880001,56.904999,57.810001,1504600,50.783867
"2012-11-19",58.639999,60.264999,58.639999,60.025002,1940600,52.729664
"2012-11-20",59.915001,60.794998,59.525002,60.775002,1949800,53.388508
"2012-11-21",60.764999,60.970001,60.445,60.875,1234800,53.476345
"2012-11-23",61.259998,61.724998,61.035,61.685001,430400,54.187908
"2012-11-26",61.259998,61.599998,61.080002,61.505001,1428800,54.029789
"2012-11-27",61.365002,61.555,61,61.195,2635600,53.757446
"2012-11-28",60.584999,61.09,59.974998,60.950001,2857800,53.542236
"2012-11-29",61.205002,61.549999,60.700001,61.32,1920800,53.867271
"2012-11-30",61.310001,62.435001,60.974998,62.134998,3122200,54.583206
"2012-12-03",62.494999,62.5,60.384998,60.470001,3184000,53.120579
"2012-12-04",60.5,60.919998,59.700001,60.154999,2586600,52.843857
"2012-12-05",60.105,60.599998,59.514999,59.73,3033600,52.470501
"2012-12-06",59.834999,61.674999,59.375,61.605,2827000,54.11763
"2012-12-07",61.275002,61.674999,60.060001,60.685001,3183000,53.30946
"2012-12-10",60.584999,62.189999,60.514999,61.919998,2216200,54.394344
"2012-12-11",62.125,62.849998,61.860001,62.52,2718400,54.921421
"2012-12-12",62.880001,62.880001,62.099998,62.275002,2763400,54.706192
"2012-12-13",62.360001,62.924999,62.125,62.605,2962800,54.996105
"2012-12-14",64.525002,66.440002,64.050003,64.964996,6973600,57.06926
"2012-12-17",65.279999,65.900002,64.360001,65.099998,4298000,57.187847
"2012-12-18",65.385002,66.629997,65.114998,66.235001,4133600,58.184902
"2012-12-19",66.184998,66.360001,65.574997,65.605003,2568000,57.631477
"2012-12-20",66.004997,67.25,65.945,67.195,2605400,59.028236
"2012-12-21",66.404999,67.125,66.165001,66.629997,6761000,58.531898
"2012-12-24",66.449997,67.754997,66.199997,67.620003,1883600,59.401588
"2012-12-26",68.099998,68.110001,67.360001,67.370003,2716400,59.181973
"2012-12-27",67.224998,68.394997,65.724998,66.559998,6768600,58.47039
"2012-12-28",66.089996,66.864998,65.5,66.349998,5229000,58.285934
"2012-12-31",66.144997,67.945,66.07,67.675003,4479400,59.449898
"2013-01-02",69.169998,70.205002,68.709999,69.275002,6377600,60.855431
"2013-01-03",69.345001,69.485001,68.589996,68.875,5271400,60.504044
"2013-01-04",69,69.805,68.625,69.735001,3902400,61.259518
"2013-01-07",69.57,69.635002,68.540001,69.129997,5349000,60.728046
"2013-01-08",69.144997,70.239998,68.099998,70.114998,9107000,61.593365
"2013-01-09",70.345001,71.370003,70.239998,70.699997,6973400,62.107239
"2013-01-10",71.129997,71.190002,69.995003,70.885002,6312400,62.269756
"2013-01-11",70.915001,71.434998,70.459999,71.050003,5700400,62.414684
"2013-01-14",70.25,71.375,70,70.514999,5870600,61.944706
"2013-01-15",69.940002,70.75,69.650002,70.07,4872800,61.553795
"2013-01-16",69.720001,69.845001,68.5,69.565002,9656600,61.110172
"2013-01-17",69.764999,71.375,69.559998,70.989998,8565000,62.362015
"2013-01-18",70.735001,71.75,68.875,71.364998,11176800,62.69141
"2013-01-22",71.394997,71.870003,70.519997,71.385002,11673200,62.708981
"2013-01-23",71.18,71.885002,70.93,71.705002,23592400,62.990097
"2013-01-24",71.5,73.055,71.264999,71.989998,20920000,63.240444
"2013-01-25",72.5,73.995003,71.334999,72.105003,26017800,63.341496
"2013-01-28",69.349998,70.875,68.584999,70,16384600,61.492325
"2013-01-29",70,70.650002,69.565002,70.529999,10351800,61.957901
"2013-01-30",70.394997,71.455002,69.879997,70.114998,4009600,61.593365
"2013-01-31",69.584999,70.099998,68.885002,68.934998,4834800,60.556767
"2013-02-01",69.675003,70.459999,68.974998,70.279999,20167400,61.738277
"2013-02-04",69.870003,70.144997,69.18,69.470001,11622000,61.026722
"2013-02-05",69.714996,70.220001,68.5,69.184998,12343000,60.776379
"2013-02-06",68.964996,69.434998,68.43,69.165001,9345000,60.758808
"2013-02-07",69.385002,69.5,68.014999,68.985001,15494000,60.600666
"2013-02-08",68.995003,69.639999,68.695,69.440002,8719400,61.000385
