"dates","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
"2010-02-26",30.495001,30.879999,30.43,30.77,2025800,25.174156
"2010-03-01",30.844999,31.219999,30.625,31.190001,2029600,25.517767
"2010-03-02",31.325001,31.434999,31.055,31.299999,2483000,25.607767
"2010-03-03",31.389999,31.889999,31.275,31.469999,2448000,25.746849
"2010-03-04",31.4,31.700001,31.25,31.455,2313000,25.734587
"2010-03-05",31.695,31.75,31.559999,31.645,2309200,25.89003
"2010-03-08",31.719999,31.870001,31.59,31.775,1868000,25.996386
"2010-03-09",31.635,31.780001,31.344999,31.465,1586000,25.742758
"2010-03-10",31.49,32,31.16,31.85,2715000,26.057749
"2010-03-11",31.665001,31.665001,31.375,31.645,1913000,25.89003
"2010-03-12",31.93,32.325001,31.815001,32.080002,2505400,26.245916
"2010-03-15",32.165001,32.314999,32.02,32.244999,1725600,26.380911
"2010-03-16",32.275002,32.384998,32.040001,32.32,1753800,26.442272
"2010-03-17",32.294998,33.040001,32.259998,32.950001,2411400,26.957701
"2010-03-18",32.865002,32.865002,32.25,32.369999,2941200,26.483187
"2010-03-19",32.465,32.689999,32.34,32.465,3130000,26.560905
"2010-03-22",32.195,32.794998,32.044998,32.740002,1978600,26.785891
"2010-03-23",32.790001,33.044998,32.555,33.025002,1203800,27.019066
"2010-03-24",32.810001,32.955002,32.5,32.715,1808800,26.76544
"2010-03-25",32.904999,33.029999,32.330002,32.345001,2106600,26.46273
"2010-03-26",32.470001,33.174999,32.43,33.035,2666800,27.027243
"2010-03-29",33.150002,33.314999,32.735001,32.880001,1808000,26.900427
"2010-03-30",32.945,33.200001,32.645,33.025002,1194600,27.019066
"2010-03-31",32.91,33.080002,32.619999,32.700001,2279200,26.75317
"2010-04-01",32.985001,33.264999,32.985001,33.25,1493000,27.203142
"2010-04-05",33.314999,33.560001,33.09,33.459999,1357600,27.374949
"2010-04-06",33.439999,33.924999,33.419998,33.799999,2106400,27.653118
"2010-04-07",33.630001,34.185001,33.595001,33.724998,2508400,27.59177
"2010-04-08",33.615002,34,33.435001,33.965,2974200,27.788111
"2010-04-09",34.029999,34.34,33.919998,34.34,2988400,28.09491
"2010-04-12",34.395,34.514999,34.279999,34.445,2705200,28.180813
"2010-04-13",34.419998,34.735001,34.099998,34.665001,2158200,28.360811
"2010-04-14",34.665001,34.779999,34.365002,34.755001,3643000,28.434439
"2010-04-15",34.875,35,34.105,34.865002,4095400,28.524441
"2010-04-16",34.875,35.119999,34.32,34.580002,3434200,28.291273
"2010-04-19",34.555,35.150002,34.404999,35.099998,3292000,28.71669
"2010-04-20",35.185001,35.389999,34.93,35.205002,2302200,28.80261
"2010-04-21",35.040001,35.34,34.825001,35.244999,1928400,28.835323
"2010-04-22",35.009998,35.139999,34.68,35.125,3663800,28.737158
"2010-04-23",35.119999,35.639999,34.880001,35.634998,2715000,29.154415
"2010-04-26",35.625,35.904999,35.345001,35.360001,1917200,28.929424
"2010-04-27",35.404999,35.490002,34.450001,34.48,2991200,28.209452
"2010-04-28",34.654999,35.049999,34.419998,34.959999,2571800,28.602154
"2010-04-29",35.235001,35.654999,35.029999,35.619999,2589800,29.142132
"2010-04-30",35.720001,36.119999,35.18,35.185001,3234000,28.786247
"2010-05-03",35.41,35.689999,35.195,35.639999,2912800,29.158497
"2010-05-04",35.209999,35.384998,33.915001,34.235001,4034800,28.008999
"2010-05-05",33.965,34.115002,33.459999,33.735001,4428000,27.599945
"2010-05-06",33.314999,33.674999,30.445,32.375,4844400,26.700968
"2010-05-07",32.325001,33,31.674999,31.895,4615800,26.305094
"2010-05-10",33.41,33.615002,32.875,33.544998,3064200,27.665911
"2010-05-11",33.130001,33.610001,32.950001,33.215,2847800,27.393751
"2010-05-12",33.404999,33.84,33.189999,33.82,1788400,27.892714
"2010-05-13",33.66,33.974998,33.32,33.389999,1790800,27.538078
"2010-05-14",33.049999,33.150002,32.27,32.544998,1971000,26.841179
"2010-05-17",32.705002,33.445,32.41,33.060001,4324600,27.265915
"2010-05-18",33.330002,34.029999,32.794998,32.814999,3955000,27.063856
"2010-05-19",32.724998,32.724998,31.645,32.18,5182600,26.540144
"2010-05-20",31.575001,31.6,30.780001,30.780001,6254800,25.385508
"2010-05-21",30.125,31.455,30.055,31.344999,5256000,25.851492
"2010-05-24",31.23,31.264999,30.76,30.764999,4361200,25.373137
"2010-05-25",29.775,31.120001,29.504999,31.110001,3893000,25.657677
"2010-05-26",31.415001,31.415001,30.73,30.93,6440800,25.509226
"2010-05-27",31.629999,32.544998,31.360001,32.544998,3790600,26.841179
"2010-05-28",32.445,32.525002,31.945,32.035,4156400,26.420561
"2010-06-01",31.674999,32.095001,31.27,31.27,3088200,25.789629
"2010-06-02",31.440001,32.380001,31.41,32.365002,3390200,26.692726
"2010-06-03",32.400002,32.580002,31.725,31.98,3477000,26.375195
"2010-06-04",31.094999,31.530001,30.799999,30.895,3646400,25.48036
"2010-06-07",30.895,31.225,30.23,30.26,5146000,24.95665
"2010-06-08",30.280001,31.16,30.139999,31.065001,5420400,25.62056
"2010-06-09",31.325001,31.625,30.790001,30.955,5447400,25.529846
"2010-06-10",31.440001,31.844999,31.33,31.66,4759200,26.111279
"2010-06-11",31.389999,32.465,31.389999,32.389999,4592000,26.71335
"2010-06-14",32.66,32.805,32.009998,32.035,4095000,26.420561
"2010-06-15",32.384998,32.799999,32.279999,32.790001,2147800,27.043238
"2010-06-16",34.25,34.25,33.150002,33.27,5963200,27.439114
"2010-06-17",33.455002,33.470001,32.349998,33.080002,4454200,27.28241
"2010-06-18",33.07,33.645,33.07,33.330002,3486800,27.488604
"2010-06-21",33.855,34.139999,33.200001,33.404999,2292400,27.550455
"2010-06-22",33.48,33.634998,32.75,32.77,2697400,27.026747
"2010-06-23",32.794998,32.91,32.16,32.549999,2912000,26.845297
"2010-06-24",32.305,32.330002,31.5,31.555,3025400,26.024687
"2010-06-25",31.605,31.85,31.184999,31.475,5231000,25.958706
"2010-06-28",31.610001,31.745001,31.195,31.445,1937400,25.933964
"2010-06-29",30.889999,30.889999,30.315001,30.5,3489200,25.154583
"2010-06-30",30.495001,31.014999,30.115,30.205,2363800,24.911285
"2010-07-01",30.105,30.665001,29.844999,30.525,4767200,25.175201
"2010-07-02",30.605,30.84,29.959999,30.285,2318000,24.97727
"2010-07-06",30.625,30.934999,29.975,30.280001,3102200,24.973141
"2010-07-07",30.209999,31.535,30.155001,31.535,3177600,26.008198
"2010-07-08",31.98,32.299999,31.674999,32.125,3471600,26.494785
"2010-07-09",32.064999,32.540001,31.969999,32.310001,2169400,26.647364
"2010-07-12",32.215,32.235001,31.605,31.889999,3350800,26.300974
"2010-07-13",32.165001,32.799999,32.115002,32.665001,3411600,26.940144
"2010-07-14",32.509998,32.830002,31.875,32.259998,4191400,26.606123
"2010-07-15",32.255001,32.610001,31.799999,32.299999,2884800,26.639116
"2010-07-16",32.16,32.240002,31.135,31.23,3378600,25.756641
"2010-07-19",31.41,31.57,30.785,31.075001,3382400,25.628817
"2010-07-20",30.735001,32.369999,30.735001,32.32,5586000,26.655613
"2010-07-21",32.57,32.755001,32.115002,32.400002,4139000,26.721586
"2010-07-22",32.720001,33.400002,32.505001,33,3025800,27.21644
"2010-07-23",32.990002,33.860001,32.91,33.825001,2546200,27.896847
"2010-07-26",33.924999,34.119999,33.665001,34.099998,3289800,28.123652
"2010-07-27",34.415001,34.764999,34.25,34.400002,5074200,28.371078
"2010-07-28",34.195,34.59,34.195,34.419998,2459800,28.387564
"2010-07-29",34.59,34.880001,33.919998,34.41,2655600,28.37932
"2010-07-30",33.950001,34.855,33.924999,34.735001,2573200,28.647362
"2010-08-02",35.055,35.639999,34.994999,35.560001,2544600,29.327776
"2010-08-03",35.209999,35.494999,34.939999,35.009998,2498200,28.874163
"2010-08-04",35.139999,35.465,35.095001,35.439999,2105800,29.228806
"2010-08-05",35.27,35.424999,34.794998,35.125,3070600,28.969011
"2010-08-06",34.689999,35.044998,34.264999,34.775002,2674000,28.906668
"2010-08-09",34.904999,35.080002,34.695,34.884998,1675200,28.998095
"2010-08-10",34.615002,34.904999,34.314999,34.669998,2237400,28.819391
"2010-08-11",33.965,33.965,33.360001,33.525002,2288600,27.867617
"2010-08-12",32.904999,33.505001,32.880001,33.424999,1860400,27.784483
"2010-08-13",33.25,33.485001,33.134998,33.154999,1444000,27.560041
"2010-08-16",32.919998,33.389999,32.724998,33.255001,1467000,27.643166
"2010-08-17",33.665001,34.125,33.639999,33.869999,2266600,28.15439
"2010-08-18",33.860001,33.860001,33.349998,33.625,2233400,27.950733
"2010-08-19",33.43,33.494999,32.52,32.794998,2400800,27.260784
"2010-08-20",32.5,32.77,32.360001,32.700001,2054600,27.181822
"2010-08-23",32.91,33.084999,32.474998,32.505001,1228200,27.019732
"2010-08-24",32.16,32.355,32.014999,32.105,2658400,26.687233
"2010-08-25",31.959999,32.700001,31.559999,32.57,3270000,27.073763
"2010-08-26",32.764999,33.220001,32.584999,32.66,2476000,27.148571
"2010-08-27",32.875,33.555,32.485001,33.549999,2107600,27.888386
"2010-08-30",33.360001,33.450001,32.735001,32.740002,2098400,27.215078
"2010-08-31",32.619999,33.064999,32.465,32.915001,2737400,27.360542
"2010-09-01",33.415001,34.200001,33.255001,34.080002,2327800,28.328951
"2010-09-02",34.200001,34.465,34.119999,34.459999,1359600,28.644819
"2010-09-03",34.73,35.110001,34.73,34.990002,2408200,29.085392
"2010-09-07",34.73,34.785,34.040001,34.139999,2920200,28.378817
"2010-09-08",34.139999,34.735001,34.105,34.549999,2336000,28.719637
"2010-09-09",34.985001,34.985001,34.59,34.654999,1437800,28.806919
"2010-09-10",34.775002,35.5,34.759998,35.384998,3419800,29.413725
"2010-09-13",35.744999,35.955002,35.700001,35.82,3012000,29.775324
"2010-09-14",35.610001,35.805,35.474998,35.669998,2658200,29.650635
"2010-09-15",35.555,35.945,35.145,35.814999,2342400,29.771162
"2010-09-16",35.634998,36.154999,35.555,36.115002,2992000,30.020538
"2010-09-17",36.145,36.365002,35.84,36.025002,2492000,29.945724
"2010-09-20",36.189999,36.465,36,36.330002,2693600,30.199255
"2010-09-21",36.215,36.369999,35.814999,36.095001,3479200,30.003912
"2010-09-22",36.035,36.455002,36.035,36.040001,2888600,29.958193
"2010-09-23",35.805,36.16,35.555,35.724998,2097200,29.696358
"2010-09-24",36.255001,36.59,36.035,36.459999,1983000,30.307322
"2010-09-27",36.465,36.599998,36.290001,36.389999,1337800,30.249138
"2010-09-28",36.525002,36.66,35.82,36.57,2593600,30.398758
"2010-09-29",36.380001,36.75,36.264999,36.450001,2728800,30.299011
"2010-09-30",36.75,36.994999,36.165001,36.400002,3623200,30.257446
"2010-10-01",36.75,36.75,36.34,36.544998,1215200,30.377977
"2010-10-04",36.380001,36.535,36.049999,36.119999,2593800,30.024698
"2010-10-05",36.465,37.174999,36.380001,37,2816600,30.756187
"2010-10-06",36.880001,37.48,36.880001,37.380001,2480000,31.072075
"2010-10-07",37.5,37.5,36.959999,37.275002,1865400,30.984783
"2010-10-08",37.255001,37.724998,37.23,37.605,1529400,31.259102
"2010-10-11",37.685001,37.794998,37.365002,37.5,1533200,31.171814
"2010-10-12",37.310001,37.825001,37.130001,37.75,2126800,31.379622
"2010-10-13",37.924999,38.310001,37.924999,38.119999,2148800,31.687185
"2010-10-14",38.095001,38.275002,37.935001,38.165001,2981400,31.724596
"2010-10-15",38.52,38.669998,37.915001,38.384998,3054200,31.907475
"2010-10-18",38.424999,38.535,38.195,38.439999,1964200,31.953196
"2010-10-19",37.904999,38.395,37.630001,37.884998,2606600,31.491838
"2010-10-20",37.965,38.974998,37.700001,38.73,2528000,32.19426
"2010-10-21",38.244999,38.685001,37.974998,38.334999,3338400,31.865911
"2010-10-22",38.689999,38.689999,38.125,38.215,2204600,31.766165
"2010-10-25",38.450001,39,38.310001,38.665001,2346600,32.140217
"2010-10-26",38.355,38.84,38.130001,38.650002,2527200,32.127758
"2010-10-27",38.150002,38.439999,37.919998,38.384998,2008200,31.907475
"2010-10-28",38.610001,38.799999,38.049999,38.299999,1880200,31.836815
"2010-10-29",38.134998,38.580002,38.049999,38.349998,2045000,31.878382
"2010-11-01",38.560001,38.93,38.125,38.334999,2872600,31.865911
"2010-11-02",38.645,39.07,38.645,38.82,1939800,32.269058
"2010-11-03",38.845001,39.110001,38.450001,38.945,2382400,32.372978
"2010-11-04",39.345001,39.705002,39.264999,39.564999,2351600,32.888355
"2010-11-05",39.529999,39.919998,39.330002,39.834999,2547800,33.112782
"2010-11-08",39.48,39.685001,39.330002,39.544998,2147400,33.10022
"2010-11-09",39.599998,39.709999,38.970001,39.130001,1739400,32.752861
"2010-11-10",39.064999,39.165001,38.560001,39.009998,2944800,32.652412
"2010-11-11",38.685001,39.240002,38.57,39.055,2187600,32.690086
"2010-11-12",38.555,38.900002,38.200001,38.389999,2021400,32.133465
"2010-11-15",38.455002,38.935001,38.360001,38.43,2300400,32.16695
"2010-11-16",38.145,38.189999,37.509998,37.790001,3088400,31.631239
"2010-11-17",37.84,38.32,37.674999,38.040001,2257600,31.840509
"2010-11-18",38.560001,39.009998,38.5,38.775002,1978000,32.455719
"2010-11-19",38.705002,38.869999,38.455002,38.689999,1889600,32.384575
"2010-11-22",38.465,38.779999,38.005001,38.674999,1493400,32.372021
"2010-11-23",38.150002,38.209999,37.674999,37.959999,1723200,31.773546
"2010-11-24",38.205002,38.91,38.205002,38.895,1523200,32.556164
"2010-11-26",38.485001,39,38.435001,38.814999,1231600,32.489197
"2010-11-29",38.5,38.974998,38.105,38.900002,2555600,32.560337
"2010-11-30",38.509998,39.25,38.375,38.98,4179800,32.627304
"2010-12-01",39.560001,39.974998,39.494999,39.93,2322600,33.422497
"2010-12-02",39.884998,40.145,39.759998,40.095001,2519000,33.560585
"2010-12-03",39.91,40.494999,39.84,40.400002,2015800,33.815884
"2010-12-06",40.215,40.25,39.889999,39.974998,1900000,33.460148
"2010-12-07",40.384998,40.494999,40.16,40.224998,2397600,33.669403
"2010-12-08",40.200001,40.400002,39.799999,39.919998,2013600,33.414108
"2010-12-09",40.119999,40.119999,39.759998,40.025002,1771200,33.501999
"2010-12-10",40.215,40.459999,40.09,40.450001,1953800,33.857742
"2010-12-13",40.490002,40.650002,40.23,40.23,2438200,33.673592
"2010-12-14",40.349998,40.799999,40.240002,40.665001,2090200,34.037693
"2010-12-15",40.575001,41.294998,40.575001,41.049999,2774600,34.359959
"2010-12-16",40.994999,40.994999,40.509998,40.73,3519800,34.092106
"2010-12-17",40.82,41.080002,40.514999,41.005001,4614400,34.322281
"2010-12-20",40.974998,41.244999,40.884998,41.18,1768600,34.468758
"2010-12-21",41.25,41.474998,41.195,41.240002,1970000,34.518986
"2010-12-22",41.365002,41.424999,41.115002,41.32,1005800,34.585941
"2010-12-23",41.299999,41.5,41.220001,41.400002,969400,34.652908
"2010-12-27",41.209999,41.599998,41.150002,41.509998,1048800,34.744987
"2010-12-28",41.474998,42.029999,41.465,41.924999,1934200,35.09235
"2010-12-29",41.924999,42.23,41.924999,42.105,1451600,35.243015
"2010-12-30",41.974998,42.139999,41.790001,41.924999,1576800,35.09235
"2010-12-31",41.93,42.294998,41.845001,42.035,1508600,35.184425
"2011-01-03",42.255001,42.525002,42.154999,42.345001,1862400,35.443913
"2011-01-04",42.325001,42.345001,41.445,41.715,2342400,34.916576
"2011-01-05",41.639999,42.060001,41.514999,41.950001,2480000,35.113262
"2011-01-06",41.93,41.994999,41.669998,41.799999,2642400,34.98772
"2011-01-07",41.529999,41.77,40.900002,41.16,3316200,34.452023
"2011-01-10",41.040001,41.439999,40.555,41.290001,3072400,34.560833
"2011-01-11",41.314999,41.494999,40.950001,41.014999,2391800,34.33065
"2011-01-12",41.279999,41.584999,41.205002,41.505001,1643000,34.740799
"2011-01-13",41.400002,41.540001,41.189999,41.27,1326200,34.544094
"2011-01-14",41.365002,41.66,41.115002,41.57,1719200,34.795208
"2011-01-18",41.645,41.779999,41.514999,41.595001,2133400,34.816128
"2011-01-19",41.619999,41.705002,41.055,41.395,3433200,34.64872
"2011-01-20",40.244999,40.950001,39.375,40.68,6078800,34.050247
"2011-01-21",41.040001,41.465,40.904999,41.075001,3565000,34.380871
"2011-01-24",41.125,41.669998,41.040001,41.654999,3091000,34.866348
"2011-01-25",41.564999,41.98,41.375,41.790001,2335800,34.979347
"2011-01-26",42,42.720001,41.860001,42.395,2864200,35.485756
"2011-01-27",42,42.259998,41.73,41.959999,2519800,35.121651
"2011-01-28",42.110001,42.674999,41.474998,41.615002,4426000,34.83287
"2011-01-31",41.715,42.5,41.669998,42.139999,4291800,35.272316
"2011-02-01",42.380001,43.110001,42.380001,43.005001,3185400,35.996346
"2011-02-02",42.82,42.904999,42.459999,42.575001,1654600,35.636417
"2011-02-03",42.525002,42.939999,42.209999,42.799999,1809200,35.824753
"2011-02-04",42.805,43.02,42.474998,42.924999,1313600,35.929386
"2011-02-07",43.035,43.439999,42.935001,43.044998,3084800,36.029816
"2011-02-08",43.040001,43.450001,43.014999,43.365002,1832800,36.297668
"2011-02-09",43.145,43.325001,42.825001,43.244999,1669000,36.197227
"2011-02-10",43.035,43.900002,42.91,43.759998,2082200,36.6283
"2011-02-11",43.555,44.345001,43.509998,44.189999,2031400,36.988224
"2011-02-14",44.195,44.43,44.125,44.244999,2040800,37.034252
"2011-02-15",44.130001,44.439999,44,44.174999,2577000,36.975662
"2011-02-16",44.084999,44.509998,44.060001,44.349998,2346400,37.354675
"2011-02-17",44.290001,44.799999,44.174999,44.724998,1676800,37.670532
"2011-02-18",44.965,45.169998,44.560001,45.07,2684600,37.961117
"2011-02-22",44.369999,44.57,43.474998,43.529999,2736800,36.664021
"2011-02-23",43.540001,43.849998,42.575001,43.275002,3479800,36.449234
"2011-02-24",43.205002,43.630001,42.34,42.974998,2596800,36.196556
"2011-02-25",43.365002,43.875,43.150002,43.715,2764200,36.819832
"2011-02-28",43.790001,44.365002,43.775002,44.189999,2675400,37.219921
"2011-03-01",44.435001,44.580002,43.825001,43.869999,3718600,36.950382
"2011-03-02",43.705002,44.34,43.700001,44.005001,3117200,37.064098
"2011-03-03",44.455002,44.91,44.445,44.869999,2083600,37.79266
"2011-03-04",44.744999,44.904999,43.950001,44.285,2217600,37.299946
"2011-03-07",44.465,44.82,43.43,43.759998,2910000,36.857746
"2011-03-08",43.93,44.575001,43.595001,44.415001,1613400,37.409424
"2011-03-09",44.255001,44.404999,43.68,44.025002,1723600,37.080936
"2011-03-10",43.605,43.650002,43,43.224998,2717200,36.407131
"2011-03-11",43.014999,44,42.974998,43.75,2404800,36.849319
"2011-03-14",43.625,44.09,43.375,43.919998,1807400,36.9925
"2011-03-15",42.645,43.720001,42.505001,43.400002,2989800,36.554531
"2011-03-16",43.185001,43.525002,42.345001,42.759998,3613000,36.015469
"2011-03-17",43.509998,44.349998,43.384998,43.580002,4111000,36.706139
"2011-03-18",44.285,44.48,43.700001,43.73,4042000,36.832481
"2011-03-21",44.435001,44.474998,44.105,44.279999,2847200,37.295704
"2011-03-22",44.474998,44.485001,43.98,44.044998,2062000,37.097794
"2011-03-23",43.884998,44.299999,43.5,44.139999,1911400,37.177792
"2011-03-24",44.389999,44.490002,43.955002,44.34,1267200,37.34626
"2011-03-25",44.5,45,44.389999,44.720001,1886200,37.666317
"2011-03-28",44.919998,44.994999,44.634998,44.689999,1987400,37.641056
"2011-03-29",44.695,45.32,44.505001,45.294998,2650800,38.150631
"2011-03-30",47.220001,48.279999,46.849998,47.965,9503600,40.399479
"2011-03-31",47.77,47.974998,47.564999,47.605,3821000,40.096268
"2011-04-01",47.764999,48.275002,47.325001,47.549999,3171600,40.04995
"2011-04-04",47.599998,48.380001,47.59,48.244999,2891200,40.635334
"2011-04-05",48.080002,48.904999,47.735001,48.174999,2635200,40.576347
"2011-04-06",48.424999,48.575001,48.105,48.205002,2234600,40.601639
"2011-04-07",48.195,48.485001,47.775002,48.035,1998000,40.458454
"2011-04-08",48.200001,48.349998,47.285,47.669998,1797600,40.151016
"2011-04-11",47.735001,48,47.25,47.470001,1570600,39.982574
"2011-04-12",47.064999,47.369999,46.735001,46.880001,1931200,39.48563
"2011-04-13",47.145,47.215,45.799999,46.134998,3508600,38.858135
"2011-04-14",46,46.439999,45.855,46.244999,2554200,38.950787
"2011-04-15",46.384998,46.509998,45.919998,46.325001,3470400,39.018181
"2011-04-18",45.720001,45.855,45.07,45.695,2666400,38.487534
"2011-04-19",45.755001,46.595001,45.695,46.57,2242400,39.224518
"2011-04-20",47.224998,47.48,46.794998,47.27,3214800,39.814117
"2011-04-21",47.305,47.865002,46.959999,47.32,2151600,39.856224
"2011-04-25",47.439999,47.5,46.599998,46.715,1589200,39.346657
"2011-04-26",47.040001,47.34,46.779999,46.985001,1622200,39.574062
"2011-04-27",47.099998,47.145,46.215,46.799999,2237200,39.418236
"2011-04-28",46.779999,47.154999,46.73,47.07,1269800,39.64566
"2011-04-29",47.294998,47.365002,46.869999,47.334999,2200000,39.868851
"2011-05-02",47.5,47.744999,47.005001,47.064999,1531200,39.641434
"2011-05-03",47.119999,47.200001,45.669998,46.049999,2552400,38.786537
"2011-05-04",46.014999,46.244999,44.895,45.195,2317000,38.066399
"2011-05-05",44.985001,45.68,44.889999,45.119999,2361600,38.003242
"2011-05-06",45.544998,45.955002,44.970001,45.195,2912000,38.308376
"2011-05-09",45.255001,45.810001,45.130001,45.639999,1509200,38.685577
"2011-05-10",45.860001,46.154999,45.650002,45.889999,1566600,38.897461
"2011-05-11",45.889999,45.900002,44.790001,44.994999,2334000,38.138855
"2011-05-12",44.974998,45.02,44.264999,44.855,2295800,38.020164
"2011-05-13",44.759998,45.02,43.91,44.235001,2041400,37.494652
"2011-05-16",44.084999,44.849998,43.950001,44.310001,2291200,37.558235
"2011-05-17",44.165001,44.259998,43.415001,43.709999,2869200,37.049652
"2011-05-18",43.869999,44.615002,43.610001,44.540001,2237000,37.753178
"2011-05-19",44.764999,45.040001,44.174999,44.465,1569800,37.689598
"2011-05-20",44.445,44.445,43.505001,44.025002,1727000,37.316643
"2011-05-23",43.470001,43.5,43.029999,43.330002,2109400,36.727547
"2011-05-24",43.465,43.77,42.875,42.965,2030000,36.418171
"2011-05-25",42.799999,43.825001,42.799999,43.665001,2050400,37.011517
"2011-05-26",43.595001,43.830002,43.200001,43.549999,1934400,36.914028
"2011-05-27",43.779999,44.150002,43.689999,43.900002,1246600,37.210712
"2011-05-31",44.290001,44.465,43.895,44.349998,1907800,37.592129
"2011-06-01",44.215,44.32,43.360001,43.380001,2265600,36.769932
"2011-06-02",43.314999,43.814999,42.860001,43.084999,2019400,36.519882
"2011-06-03",42.474998,42.639999,42.195,42.465,2184400,35.994366
"2011-06-06",42.439999,42.709999,42.025002,42.049999,1402200,35.642597
"2011-06-07",42.435001,43.130001,42.355,42.84,3086000,36.312237
"2011-06-08",42.615002,42.619999,42.134998,42.224998,2152400,35.790924
"2011-06-09",42.34,42.875,42.169998,42.630001,1453600,36.134224
"2011-06-10",42.525002,42.540001,41.974998,42.055,2139600,35.646839
"2011-06-13",42.125,42.279999,41.700001,41.919998,2083200,35.532398
"2011-06-14",42.43,42.939999,42.43,42.75,1447800,36.235935
"2011-06-15",42.23,42.474998,41.625,41.985001,2365000,35.587502
"2011-06-16",41.860001,42.34,41.380001,42.055,2479800,35.646839
"2011-06-17",42.360001,42.630001,42.145,42.375,3378200,35.918068
"2011-06-20",42.240002,42.869999,42.200001,42.715,1530200,36.206272
"2011-06-21",43.009998,43.945,42.915001,43.865002,1862400,37.181038
"2011-06-22",43.869999,44.305,43.599998,43.869999,2220800,37.185261
"2011-06-23",43.169998,43.540001,42.625,43.505001,2461600,36.875893
"2011-06-24",43.580002,43.705002,43.139999,43.580002,6506400,36.939465
"2011-06-27",43.355,43.75,42.709999,43.48,2778200,36.854687
"2011-06-28",43.744999,44.23,43.435001,44.23,2621200,37.490421
"2011-06-29",44.400002,44.695,43.959999,44.57,2270800,37.778618
"2011-06-30",44.755001,45.485001,44.580002,45.395,2171400,38.477894
"2011-07-01",45.490002,46.005001,45.220001,45.924999,1576000,38.927132
"2011-07-05",45.799999,45.880001,45.5,45.744999,1991400,38.774574
"2011-07-06",45.895,46.695,45.790001,46.255001,3381000,39.206852
"2011-07-07",46.759998,46.924999,46.544998,46.685001,2125800,39.57135
"2011-07-08",46.014999,46.115002,45.685001,46.060001,2855200,39.041573
"2011-07-11",45.290001,45.584999,44.93,45.134998,2099400,38.257523
"2011-07-12",45.009998,45.345001,44.855,44.924999,2209200,38.079521
"2011-07-13",45.215,45.465,44.860001,44.965,2290400,38.113434
"2011-07-14",44.990002,45.119999,44.150002,44.224998,3396800,37.486179
"2011-07-15",44.424999,44.875,44.294998,44.834999,2330800,38.003231
"2011-07-18",44.744999,44.744999,44.09,44.355,2775800,37.596375
"2011-07-19",44.59,44.955002,44.490002,44.619999,2765200,37.820984
"2011-07-20",44.715,44.845001,44.349998,44.674999,1683400,37.867607
"2011-07-21",45.775002,45.825001,44.880001,44.990002,2847800,38.134624
