"dates","ABBV.Open","ABBV.High","ABBV.Low","ABBV.Close","ABBV.Volume","ABBV.Adjusted"
"2013-04-25",44.75,44.790001,43.759998,44.240002,5236900,32.294537
"2013-04-26",44.950001,46.310001,44.75,45.84,10096800,33.462513
"2013-04-29",45.830002,45.93,45.049999,45.23,6024700,33.017212
"2013-04-30",45.049999,46.23,45.009998,46.049999,6798600,33.615814
"2013-05-01",45.740002,46.09,45.549999,45.549999,6398100,33.250816
"2013-05-02",45.68,45.68,43.860001,43.990002,9649400,32.112041
"2013-05-03",44.310001,44.77,43.830002,44.68,4641200,32.61573
"2013-05-06",44.950001,44.950001,44.150002,44.59,4085700,32.550034
"2013-05-07",44.5,45,44.419998,44.91,3745600,32.783619
"2013-05-08",45.009998,45.049999,43.389999,43.490002,6973200,31.747049
"2013-05-09",43.34,44.450001,43.25,44.240002,5046900,32.294537
"2013-05-10",44.209999,45.009998,44.200001,45.009998,4455800,32.856621
"2013-05-13",44.790001,44.790001,44.169998,44.540001,3738400,32.513519
"2013-05-14",44.09,45.52,44.09,45.349998,5760300,33.10482
"2013-05-15",45.720001,46.93,45.48,46.029999,6702500,33.601212
"2013-05-16",46.060001,46.900002,46.009998,46.209999,4605300,33.732597
"2013-05-17",46.029999,47.34,45.849998,47.169998,5244800,34.433392
"2013-05-20",47.119999,47.139999,46.07,46.259998,3537800,33.769104
"2013-05-21",46.189999,46.959999,46.169998,46.540001,4708800,33.973499
"2013-05-22",46.459999,48,45.849998,46.759998,5203500,34.134087
"2013-05-23",46.119999,46.950001,46.02,46.59,3306200,34.010006
"2013-05-24",46.25,46.48,45.310001,45.439999,4511700,33.170517
"2013-05-28",45.889999,46.040001,44.700001,45.389999,6181800,33.134026
"2013-05-29",44.889999,45.18,43.790001,43.880001,6908400,32.031746
"2013-05-30",44.07,45.119999,44.07,44.549999,4852200,32.520832
"2013-05-31",44.27,44.689999,42.68,42.689999,9308800,31.163073
"2013-06-03",42.880001,43.580002,42.75,43.360001,7176800,31.652159
"2013-06-04",43.419998,44.470001,43.380001,43.630001,4528400,31.849245
"2013-06-05",43.490002,43.900002,42.689999,43.040001,4801300,31.418556
"2013-06-06",43.220001,43.57,42.650002,43.5,4261300,31.754349
"2013-06-07",43.720001,44.27,43.5,44,5463200,32.119339
"2013-06-10",44.330002,44.330002,43.220001,43.919998,4702700,32.060944
"2013-06-11",43.310001,44.049999,43.049999,43.59,3574800,31.820044
"2013-06-12",43.91,44,42.720001,42.77,3742600,31.221468
"2013-06-13",42.419998,43.200001,40.099998,43.150002,6096500,31.498857
"2013-06-14",42.98,43.5,42.5,43.209999,4078500,31.542648
"2013-06-17",43.400002,43.5,42.68,43.009998,3457700,31.396664
"2013-06-18",42.970001,43.560001,42.630001,43.540001,3644900,31.783558
"2013-06-19",43.560001,43.830002,43.009998,43.040001,3663300,31.418556
"2013-06-20",42.650002,42.779999,40.91,41.060001,7474900,29.973185
"2013-06-21",41.66,42.709999,41.200001,42.619999,9825700,31.111959
"2013-06-24",42.07,42.400002,41.32,41.889999,6042400,30.579077
"2013-06-25",42.150002,42.77,41.610001,42.630001,4686900,31.119268
"2013-06-26",43.099998,43.610001,43.029999,43.380001,4733700,31.666756
"2013-06-27",43.560001,43.98,42.740002,43.130001,5163900,31.484253
"2013-06-28",42.529999,42.970001,41.32,41.34,10753100,30.177586
"2013-07-01",41.400002,41.93,41.07,41.610001,4588200,30.374683
"2013-07-02",41.580002,42.57,41.580002,42.209999,4365900,30.812672
"2013-07-03",41.880001,42.310001,41.610001,42.23,2417500,30.827269
"2013-07-05",42.450001,42.830002,42.310001,42.720001,2743700,31.184975
"2013-07-08",42.900002,43.689999,42.82,43.68,3978300,31.885757
"2013-07-09",44,44.23,43.25,43.32,3805700,31.622953
"2013-07-10",43.360001,44.119999,43.360001,43.91,3080100,32.05365
"2013-07-11",43.939999,44.110001,43.330002,43.779999,4061400,32.25256
"2013-07-12",43.93,45.110001,43.799999,45.049999,5693900,33.18816
"2013-07-15",44.950001,44.970001,44.540001,44.619999,3265800,32.871376
"2013-07-16",44.540001,44.77,43.700001,43.810001,3714500,32.274658
"2013-07-17",43.970001,44.150002,43.740002,43.959999,3645400,32.385159
"2013-07-18",43.959999,44.560001,43.810001,44.32,3043700,32.650368
"2013-07-19",44.490002,44.91,44.119999,44.52,4317900,32.797707
"2013-07-22",44.299999,45.099998,43.799999,44.970001,3810500,33.129215
"2013-07-23",44.919998,45.09,44.23,44.310001,3535100,32.642998
"2013-07-24",44.279999,44.369999,43.389999,43.639999,3088100,32.149414
"2013-07-25",43.41,44.43,43.349998,44.240002,4088500,32.591438
"2013-07-26",45.009998,45.119999,44.169998,44.790001,4491100,32.99662
"2013-07-29",44.720001,45.450001,44.470001,45.060001,4326200,33.195526
"2013-07-30",45.080002,45.23,44.200001,44.700001,3619700,32.930309
"2013-07-31",44.84,45.91,44.810001,45.48,6020600,33.504929
"2013-08-01",45.139999,45.900002,45.040001,45.25,3652400,33.335495
"2013-08-02",45.110001,45.419998,44.810001,45.32,3190700,33.38707
"2013-08-05",45.049999,45.369999,44.48,44.709999,2953500,32.937675
"2013-08-06",44.419998,44.990002,44.419998,44.880001,4980600,33.062923
"2013-08-07",44.700001,44.860001,44.220001,44.57,3299400,32.834549
"2013-08-08",44.860001,45.18,44.610001,45.060001,2892400,33.195526
"2013-08-09",44.900002,45,44.470001,44.709999,3290800,32.937675
"2013-08-12",44.709999,45.200001,44.389999,45.040001,3826400,33.180786
"2013-08-13",45.119999,45.18,44.68,44.93,2791800,33.099754
"2013-08-14",44.849998,45.23,44.450001,44.580002,2990500,32.841911
"2013-08-15",44.599998,44.619999,43.130001,43.209999,4363100,31.83263
"2013-08-16",42.939999,43.139999,42.419998,43,6093300,31.677927
"2013-08-19",43.009998,43.810001,42.950001,43.369999,3326900,31.950506
"2013-08-20",43.290001,43.48,42.849998,42.970001,2803000,31.655823
"2013-08-21",42.82,42.880001,42.25,42.310001,4118800,31.169607
"2013-08-22",42.400002,43.099998,42.290001,42.919998,4077700,31.618992
"2013-08-23",43.009998,43.5,42.849998,43.43,2738100,31.994709
"2013-08-26",43.43,43.740002,43.189999,43.450001,3493400,32.009441
"2013-08-27",43.02,43.09,42.599998,42.630001,4473000,31.405346
"2013-08-28",42.529999,42.810001,42.349998,42.560001,3009700,31.353781
"2013-08-29",42.32,43.09,42.259998,42.619999,2788900,31.397982
"2013-08-30",42.759998,43.029999,42.299999,42.610001,3170700,31.390615
"2013-09-03",43,43.279999,42.310001,42.59,2925600,31.375889
"2013-09-04",42.599998,43.139999,42.59,43.130001,3190700,31.773708
"2013-09-05",43.029999,43.66,43,43.509998,3355500,32.05365
"2013-09-06",43.529999,44.349998,42.889999,43.889999,3992200,32.333576
"2013-09-09",43.880001,44.439999,43.5,44.43,3287500,32.731392
"2013-09-10",44.580002,44.810001,44.099998,44.779999,4282300,32.989246
"2013-09-11",44.810001,44.970001,44.389999,44.950001,3441700,33.114483
"2013-09-12",44.84,44.950001,44.5,44.700001,2597900,32.930309
"2013-09-13",44.709999,44.889999,44.43,44.889999,2273500,33.070278
"2013-09-16",45.32,45.950001,45.189999,45.82,3531700,33.755417
"2013-09-17",45.919998,47.700001,45.860001,47.599998,7293800,35.066727
"2013-09-18",47.189999,48.419998,46.880001,47.919998,6689400,35.302471
"2013-09-19",48.209999,48.23,47.310001,47.400002,5326500,34.919399
"2013-09-20",47.439999,48,47.330002,47.84,10495300,35.243542
"2013-09-23",47.560001,47.560001,46.93,47.099998,3179500,34.69838
"2013-09-24",46.950001,46.950001,45.939999,45.98,7162700,33.873283
"2013-09-25",46.09,46.16,45.02,45.330002,4571900,33.394428
"2013-09-26",45.330002,45.619999,44.810001,45,5033900,33.151321
"2013-09-27",44.869999,44.900002,44.02,44.330002,6617300,32.657734
"2013-09-30",44.52,44.950001,44.029999,44.73,5818400,32.952423
"2013-10-01",44.810001,45.900002,44.810001,45.799999,4159700,33.740677
"2013-10-02",45.34,45.970001,45.119999,45.950001,4056800,33.851185
"2013-10-03",45.599998,46.34,45.099998,46.009998,7020800,33.895386
"2013-10-04",46.18,46.880001,46,46.799999,4141400,34.477371
"2013-10-07",46.119999,46.98,46.09,46.09,4703700,33.954334
"2013-10-08",46.290001,46.32,44.389999,44.52,7091500,32.797707
"2013-10-09",44.720001,45.310001,44.32,44.810001,5113000,33.011345
"2013-10-10",45.099998,45.68,44.509998,45.68,3967500,33.955379
"2013-10-11",45.700001,45.700001,44.959999,45.650002,2985700,33.933086
"2013-10-14",45.209999,46.450001,45.07,46.330002,3377300,34.438549
"2013-10-15",46.049999,46.380001,45.75,46.080002,3533300,34.252716
"2013-10-16",46.310001,47.27,46.200001,47.060001,4399900,34.981182
"2013-10-17",46.950001,48.32,46.950001,48.169998,7242400,35.806274
"2013-10-18",48.380001,48.950001,47.77,48.330002,9212900,35.925201
"2013-10-21",48.080002,48.549999,47.759998,48.349998,4713200,35.940067
"2013-10-22",48.389999,49.310001,48.110001,49,6937500,36.423244
"2013-10-23",48.759998,48.860001,48.279999,48.330002,4130300,35.925201
"2013-10-24",48.630001,48.98,47.740002,47.93,5077900,35.627876
"2013-10-25",49.099998,49.830002,48.560001,49.299999,6956800,36.646236
"2013-10-28",49.130001,49.970001,48.970001,49.419998,5555000,36.735432
"2013-10-29",49.48,50.200001,49.48,49.790001,5022900,37.010475
"2013-10-30",49.57,49.57,48.720001,48.799999,4011600,36.27457
"2013-10-31",48.68,49,48.439999,48.450001,4563700,36.014408
"2013-11-01",48.639999,49.330002,48.5,48.959999,3866900,36.393505
"2013-11-04",49.189999,49.189999,48,48.759998,4095600,36.244831
"2013-11-05",48.59,48.759998,48.029999,48.169998,4095400,35.806274
"2013-11-06",48.5,48.740002,48,48.049999,4308100,35.717068
"2013-11-07",48.169998,48.360001,47.18,47.240002,4444900,35.114986
"2013-11-08",47.130001,48.099998,46.830002,48.029999,5190900,35.702206
"2013-11-11",48.23,48.669998,48.189999,48.57,2282900,36.103596
"2013-11-12",48.450001,48.48,47.279999,47.48,5351100,35.293381
"2013-11-13",47.360001,47.93,47.290001,47.849998,3745100,35.568409
"2013-11-14",47.990002,48.470001,47.689999,48.040001,3411800,35.709644
"2013-11-15",48.029999,48.75,48,48.439999,6257100,36.006977
"2013-11-18",48.889999,49.959999,48.73,48.869999,8585700,36.326603
"2013-11-19",48.73,49,48.369999,48.459999,4050700,36.021839
"2013-11-20",48.419998,48.540001,47.830002,47.950001,3120300,35.642746
"2013-11-21",48.279999,48.669998,47.990002,48.57,4459800,36.103596
"2013-11-22",48.650002,49.139999,48.57,48.939999,5810100,36.378639
"2013-11-25",49,49.279999,48.32,48.41,3343200,35.984669
"2013-11-26",48.380001,49.18,48.310001,48.599998,4732300,36.125904
"2013-11-27",48.830002,48.950001,48.240002,48.25,3414900,35.865749
"2013-11-29",48.43,48.93,48.07,48.450001,4044300,36.014408
"2013-12-02",48.490002,48.68,48.02,48.389999,4321900,35.969807
"2013-12-03",49.130001,50.259998,48.970001,49.970001,9480100,37.144272
"2013-12-04",49.75,50.290001,49.299999,49.669998,5309200,36.921268
"2013-12-05",49.419998,50.07,49.049999,49.759998,5449100,36.988171
"2013-12-06",50.169998,51.5,50.049999,51.349998,7285800,38.170059
"2013-12-09",51.450001,51.810001,50.77,51.209999,5470800,38.06601
"2013-12-10",51.25,54.130001,50.720001,52.139999,14906900,38.757301
"2013-12-11",52.669998,53.25,52.02,52.669998,10775500,39.151272
"2013-12-12",52.560001,52.619999,51.799999,52.389999,7766400,38.943146
"2013-12-13",52.299999,52.599998,51.84,52.369999,6465300,38.928265
"2013-12-16",53.419998,54.779999,52.98,53.369999,9846300,39.671597
"2013-12-17",53.43,53.919998,53,53.630001,7987300,39.864857
"2013-12-18",52.779999,54.43,52.220001,54.32,9635600,40.377754
"2013-12-19",53.209999,53.209999,52.02,52.630001,8383400,39.12154
"2013-12-20",52.77,53.009998,52.290001,52.59,12471800,39.091801
"2013-12-23",52.73,52.939999,52.240002,52.580002,4957700,39.084377
"2013-12-24",52.779999,52.790001,52.279999,52.360001,1747000,38.92083
"2013-12-26",52.59,53.060001,52.34,52.990002,2401500,39.38913
"2013-12-27",52.919998,53.049999,52.380001,52.549999,2354100,39.062073
"2013-12-30",52.73,53.029999,52.599998,53.009998,2898800,39.404003
"2013-12-31",52.990002,53.060001,52.360001,52.810001,3019700,39.255329
"2014-01-02",52.119999,52.330002,51.52,51.98,4569100,38.638371
"2014-01-03",52.25,52.669998,51.970001,52.299999,4794300,38.876232
"2014-01-06",52.700001,52.700001,50.029999,50.389999,11871100,37.45647
"2014-01-07",50.84,51.209999,50.299999,50.490002,9719900,37.530811
"2014-01-08",50.630001,51.110001,50.240002,50.360001,6811100,37.43417
"2014-01-09",50.59,51.650002,49.869999,51.220001,6960300,38.073441
"2014-01-10",51.27,51.490002,50.759998,50.900002,5517700,37.835567
"2014-01-13",50.66,50.740002,49.639999,49.830002,7055200,37.333584
"2014-01-14",49.939999,50.880001,49.630001,50.599998,6610800,37.91048
"2014-01-15",50.650002,50.669998,50.07,50.110001,4728400,37.543381
"2014-01-16",50.099998,50.619999,50.02,50.5,4972300,37.835575
"2014-01-17",50.639999,50.66,50.009998,50.060001,8606800,37.505917
"2014-01-21",50.259998,50.919998,49.91,50,5823000,37.460957
"2014-01-22",49.98,50,48.619999,49.080002,8181700,36.771675
"2014-01-23",48.740002,49.060001,48.389999,48.869999,7270500,36.614342
"2014-01-24",48.419998,49.099998,47.77,47.790001,9197900,35.805183
"2014-01-27",47.790001,47.830002,46.419998,46.830002,10749800,35.085934
"2014-01-28",47.080002,48.470001,47.080002,47.689999,12298600,35.730263
"2014-01-29",47.150002,47.84,46.98,47.610001,7608500,35.670326
"2014-01-30",47.970001,48.880001,47.900002,48.310001,7669500,36.194771
"2014-01-31",49.939999,50.549999,49.07,49.23,12863500,36.884064
"2014-02-03",49.400002,49.490002,47.060001,47.349998,10314600,35.475529
"2014-02-04",47.18,47.970001,46.950001,47.950001,9606100,35.925056
"2014-02-05",47.759998,48.07,47.16,47.73,6987100,35.760235
"2014-02-06",47.889999,48.18,47.450001,47.93,4957800,35.91008
"2014-02-07",48,49.029999,47.66,48.889999,6979500,36.629322
"2014-02-10",48.75,50.189999,48.720001,49.549999,7907500,37.12381
"2014-02-11",49.41,49.970001,49.040001,49.66,7217600,37.206226
"2014-02-12",49.630001,50.93,49.59,50.560001,6534500,37.880527
"2014-02-13",50.299999,50.52,49.880001,50.349998,4946000,37.72319
"2014-02-14",50.560001,50.91,50.169998,50.73,4118700,38.007896
"2014-02-18",50.639999,51.560001,50.560001,51.459999,4984900,38.554825
"2014-02-19",51.169998,51.860001,50.639999,51.189999,5242800,38.352531
"2014-02-20",51.189999,52.110001,50.73,51.860001,6078900,38.854504
"2014-02-21",51.82,51.970001,51.009998,51.040001,5842700,38.240147
"2014-02-24",51.009998,51.560001,50.830002,50.849998,5693000,38.097797
"2014-02-25",50.93,51.130001,50.5,50.720001,5425000,38.000389
"2014-02-26",49.950001,50.970001,49.93,50.740002,5710700,38.015377
"2014-02-27",50.599998,50.919998,50.470001,50.91,5052900,38.142757
"2014-02-28",50.84,51.959999,50.509998,50.91,7095600,38.142757
"2014-03-03",50.34,50.860001,49.790001,50.09,6817700,37.528385
"2014-03-04",50.73,51.73,50.529999,51.59,6198000,38.65221
"2014-03-05",51.68,52.119999,51.299999,51.700001,5251100,38.734638
"2014-03-06",52.040001,52.77,51.970001,52.040001,6529000,38.989365
"2014-03-07",52.25,52.5,51.009998,51.459999,5860700,38.554825
"2014-03-10",51.900002,51.900002,50.860001,51.66,3086000,38.70467
"2014-03-11",51.68,52.139999,51.5,51.75,3629800,38.772091
"2014-03-12",51.459999,51.740002,51.07,51.639999,3924800,38.689682
"2014-03-13",51.889999,52.099998,51.139999,51.32,4839400,38.449928
"2014-03-14",51.25,51.419998,50.799999,51.209999,5466700,38.367519
"2014-03-17",51.470001,52.189999,51.259998,51.98,3875500,38.944416
"2014-03-18",52.080002,53.220001,51.970001,53.099998,4712300,39.78355
"2014-03-19",53.09,53.529999,52.439999,53.110001,6408600,39.791035
"2014-03-20",52.860001,53.799999,52.52,53.68,6922700,40.21809
"2014-03-21",54.220001,54.73,53.09,53.459999,12930500,40.053265
"2014-03-24",53.529999,53.619999,51.349998,51.360001,10161400,38.4799
"2014-03-25",51.68,52.099998,51.5,51.689999,6127200,38.727139
"2014-03-26",52,52.34,51.459999,51.5,5684900,38.584789
"2014-03-27",51.529999,51.84,51.43,51.66,4778000,38.70467
"2014-03-28",51.830002,52.130001,50.889999,50.98,4208300,38.195183
"2014-03-31",51.34,51.700001,50.950001,51.400002,4813100,38.509865
"2014-04-01",51.619999,52.380001,51.540001,52.099998,4250800,39.034325
"2014-04-02",52.099998,53.41,51.990002,53.34,6007200,39.963345
"2014-04-03",53.349998,53.830002,53.209999,53.5,6841400,40.083229
"2014-04-04",53.779999,54.439999,52.049999,52.200001,7013200,39.109241
"2014-04-07",51.68,52.310001,49.650002,50.619999,9146600,37.925468
"2014-04-08",50.349998,50.869999,48.93,49.099998,8246900,36.786663
"2014-04-09",49.490002,50.759998,49.259998,50.630001,6018200,37.932976
"2014-04-10",50.080002,50.27,47.290001,47.349998,13177200,35.475529
"2014-04-11",46.580002,47.209999,45.5,46.459999,11465800,35.120243
"2014-04-14",47.099998,47.5,46.209999,46.830002,7290800,35.39994
"2014-04-15",47.419998,48.09,46.759998,47.860001,9531100,36.178532
"2014-04-16",48.580002,48.84,47.619999,48.119999,7151000,36.375092
"2014-04-17",47.919998,48.779999,47.720001,48.549999,6196800,36.700123
"2014-04-21",48.5,49.450001,48.400002,49.43,4445000,37.365341
"2014-04-22",49.490002,50.419998,49.349998,50.009998,6613200,37.803776
"2014-04-23",50.139999,50.259998,49.389999,50.139999,6578300,37.902046
"2014-04-24",50.130001,50.130001,49,49.32,6628800,37.282192
"2014-04-25",50.209999,50.98,48.950001,49.139999,7289100,37.146122
"2014-04-28",49.549999,50.919998,49.5,50.869999,7932200,38.453861
"2014-04-29",50.939999,51.529999,50.759998,51.369999,5601300,38.831829
"2014-04-30",51.380001,52.169998,51,52.080002,7430600,39.368542
"2014-05-01",51.889999,52.099998,51.41,51.610001,4279800,39.013252
"2014-05-02",51.41,51.720001,51,51.18,3341300,38.688206
"2014-05-05",50.990002,51.369999,50.310001,51.360001,2580300,38.824276
"2014-05-06",51.200001,51.299999,50.830002,50.91,3353200,38.484112
"2014-05-07",52.380001,52.869999,51.27,52.790001,7022600,39.905243
"2014-05-08",52.689999,53.09,51.959999,52.150002,4092100,39.421463
"2014-05-09",52.07,52.349998,51.080002,52.259998,5012500,39.504604
"2014-05-12",52.360001,52.560001,52.220001,52.369999,3626400,39.587761
"2014-05-13",52.450001,52.5,51.919998,52.200001,4145200,39.459248
"2014-05-14",52.23,53,52.080002,52.869999,4878400,39.965725
"2014-05-15",52.959999,53.07,52.419998,52.689999,6963800,39.829651
"2014-05-16",52.650002,52.970001,52.41,52.93,5826200,40.011074
"2014-05-19",52.84,54.209999,52.709999,54.110001,6010500,40.903072
"2014-05-20",53.860001,53.93,53.310001,53.540001,5021200,40.472191
"2014-05-21",53.5,53.84,53.099998,53.27,4088000,40.268093
"2014-05-22",53.290001,54.34,52.939999,53.630001,4486400,40.540226
"2014-05-23",53.939999,54.380001,53.84,53.950001,3023500,40.782124
"2014-05-27",54.200001,54.200001,53.779999,53.990002,3816300,40.812355
"2014-05-28",53.959999,54.610001,53.82,54.07,4108300,40.872833
"2014-05-29",54.099998,54.450001,53.75,54.029999,2768600,40.84259
"2014-05-30",53.98,54.43,53.889999,54.330002,4025600,41.069363
"2014-06-02",54.43,54.950001,53.91,54.150002,3635000,40.9333
"2014-06-03",54.060001,54.470001,53.869999,54.369999,3078000,41.099609
"2014-06-04",53.919998,54.639999,53.669998,54.580002,3388200,41.258354
"2014-06-05",54.549999,55.32,54.360001,55.299999,4847300,41.802616
"2014-06-06",55.32,55.400002,54.889999,55.099998,3449800,41.651428
"2014-06-09",54.419998,54.880001,53.720001,53.84,6297500,40.698978
"2014-06-10",53.139999,54.080002,52.290001,53.970001,8414700,40.797237
"2014-06-11",53.849998,54.700001,53.75,54.23,5386800,40.993778
"2014-06-12",54.220001,54.25,53.459999,53.66,3941600,40.562901
"2014-06-13",53.669998,54.310001,53.439999,54.16,4413000,40.940868
"2014-06-16",54.18,54.310001,53.450001,54,4410400,40.819908
"2014-06-17",54.490002,54.540001,53.849998,54.299999,3385000,41.046684
"2014-06-18",54.27,54.610001,54,54.57,3337300,41.250793
"2014-06-19",54.139999,54.810001,53.919998,54.189999,3952800,40.963543
"2014-06-20",55.619999,55.619999,53.16,53.299999,13457700,40.290768
"2014-06-23",53.759998,54.400002,53.540001,53.75,6235600,40.630932
"2014-06-24",53.740002,53.950001,53.43,53.59,5483500,40.509987
"2014-06-25",53.52,55.790001,53.400002,55,11085100,41.575832
"2014-06-26",55.07,56.540001,54.970001,56.509998,10716400,42.717285
"2014-06-27",56.580002,56.900002,56.279999,56.790001,7490800,42.928936
"2014-06-30",56.509998,56.889999,56.099998,56.439999,6229700,42.664368
"2014-07-01",56.419998,57.200001,56.169998,56.889999,6869800,43.004539
"2014-07-02",57.459999,58.110001,56.919998,58.110001,6198500,43.926762
"2014-07-03",57.900002,58.27,57.650002,58.220001,3828900,44.009922
"2014-07-07",57.91,58.150002,57.389999,57.400002,4736300,43.390045
"2014-07-08",56.68,56.970001,55.48,55.689999,9297300,42.097424
"2014-07-09",55.560001,55.639999,54.82,55.009998,11516300,41.583401
"2014-07-10",54.5,55.880001,54.279999,55.790001,7553100,42.173016
"2014-07-11",55.34,56.599998,54.48,54.959999,13586800,41.860737
"2014-07-14",53.889999,55.049999,53.720001,54.849998,30823300,41.776955
"2014-07-15",54.52,54.689999,53.389999,53.439999,16796400,40.703014
"2014-07-16",53.25,53.669998,51.82,53.650002,23291200,40.862968
"2014-07-17",53.209999,55,52.880001,53.52,18699000,40.763954
"2014-07-18",53,55.119999,53,54.91,42456000,41.822655
