"dates","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"2011-07-15",105.489998,105.760002,103.269997,104.68,2477000,81.819557
"2011-07-18",104.300003,104.32,101.800003,103.5,2605000,80.897263
"2011-07-19",104.519997,106.790001,104.519997,106.580002,2147600,83.304649
"2011-07-20",107.660004,108,105.919998,106.75,1636900,83.437523
"2011-07-21",107.449997,109.139999,106.43,107.57,2228500,84.078468
"2011-07-22",106.339996,107.580002,104.739998,106.779999,2360800,83.46096
"2011-07-25",104.639999,107.620003,104.400002,106.660004,2514600,83.367165
"2011-07-26",113.220001,114,110.349998,110.82,6299400,86.618668
"2011-07-27",109.379997,110.199997,105.879997,106.489998,4748300,83.234283
"2011-07-28",106.870003,108.940002,105.400002,105.739998,4265900,82.648087
"2011-07-29",104.019997,105.849998,102.050003,104.879997,3723000,81.975883
"2011-08-01",108.599998,108.75,102.5,103.790001,4662800,81.123932
"2011-08-02",102.82,105.040001,99.080002,99.150002,5740700,77.497238
"2011-08-03",99.739998,101.800003,95.739998,101.540001,5260800,79.365318
"2011-08-04",99.379997,100.959999,93,93.160004,6496200,72.815384
"2011-08-05",95.959999,96.5,88.010002,92.260002,6743600,72.1119
"2011-08-08",86.68,89.690002,83.010002,83.669998,5757800,65.39782
"2011-08-09",86.040001,91.290001,83.839996,91.110001,6554500,71.213028
"2011-08-10",88.93,89.690002,86,86.25,6459600,67.414406
"2011-08-11",87.510002,93.389999,87.150002,91.870003,4743900,71.807076
"2011-08-12",94.449997,96.400002,93.669998,94.470001,4313300,73.839287
"2011-08-15",95.459999,96.949997,94.699997,96.18,3054000,75.17585
"2011-08-16",94.970001,95.459999,92.959999,93.68,3440800,73.221817
"2011-08-17",94.720001,94.75,90.660004,91.93,3837100,71.853958
"2011-08-18",87.099998,87.190002,82.32,83.339996,7744200,65.424545
"2011-08-19",81.779999,84.459999,79.620003,79.910004,4780800,62.731903
"2011-08-22",84.019997,84.449997,79.629997,79.949997,3751900,62.763294
"2011-08-23",80.959999,84.150002,79.870003,84.150002,3259000,66.060455
"2011-08-24",83.849998,86.849998,82.800003,86.580002,2844400,67.968086
"2011-08-25",87.660004,88.260002,84.540001,85.129997,2626500,66.829773
"2011-08-26",83.529999,87.519997,82.800003,87.470001,3101000,68.666748
"2011-08-29",89.760002,90.529999,88.440002,90.459999,2407500,71.013969
"2011-08-30",89.760002,91.900002,88.489998,90.980003,2675400,71.422211
"2011-08-31",92.209999,94.959999,91.68,92.919998,3901300,72.945168
"2011-09-01",92.800003,94.349998,90.690002,90.760002,2718700,71.249481
"2011-09-02",86.540001,88.790001,86.120003,86.82,3233200,68.156456
"2011-09-06",82.620003,85.75,82.269997,85.540001,3279700,67.151634
"2011-09-07",88.139999,91,88,90.5,3263900,71.04538
"2011-09-08",89.080002,92.449997,88.800003,90.010002,3874700,70.660736
"2011-09-09",88.43,89.980003,86.489998,88.160004,4935300,69.208427
"2011-09-12",85.849998,88.220001,84.330002,87.059998,3585800,68.344879
"2011-09-13",89.559998,93.739998,89.019997,92.199997,6503700,72.379929
"2011-09-14",92.959999,95.699997,91.199997,94.169998,5000400,73.926453
"2011-09-15",96.839996,98,95.379997,97.860001,4964800,76.823227
"2011-09-16",98.5,99.730003,96.690002,97.839996,4421600,76.807518
"2011-09-19",95.099998,97.849998,94.300003,97.029999,3433800,76.171646
"2011-09-20",97.129997,97.800003,94.230003,94.25,3543100,73.989258
"2011-09-21",94,95.580002,91.510002,91.610001,4096700,71.916771
"2011-09-22",86.919998,88.699997,84.110001,85.260002,6833000,66.931793
"2011-09-23",84.839996,87.919998,84.449997,86.260002,4086500,67.71685
"2011-09-26",87.300003,89.650002,84.300003,89.480003,3702400,70.244644
"2011-09-27",92.419998,94.940002,91.32,91.910004,4371600,72.152283
"2011-09-28",91.889999,92.82,86.699997,86.949997,3918900,68.258522
"2011-09-29",89.870003,90.089996,83.610001,86.449997,4752900,67.866005
"2011-09-30",83.879997,84.620003,81.510002,81.660004,5810800,64.105721
"2011-10-03",80.900002,83.669998,80.419998,81.010002,4075800,63.595421
"2011-10-04",79.68,85.5,79.529999,85.120003,5200000,66.82193
"2011-10-05",85.160004,88.769997,84.5,88.32,3735400,69.334023
"2011-10-06",88.480003,90.300003,87,90.019997,3003400,70.668579
"2011-10-07",91.269997,91.57,89.25,90.169998,3535600,70.786316
"2011-10-10",91.959999,94.080002,91.150002,94.080002,2836400,73.855774
"2011-10-11",93.150002,96.379997,92.739998,95.75,2830000,75.166824
"2011-10-12",96.849998,97.709999,94.919998,95.709999,4635400,75.135406
"2011-10-13",95.040001,95.720001,92.75,95.480003,2631100,74.954834
"2011-10-14",97.279999,98.260002,95.599998,97.599998,2227100,76.61911
"2011-10-17",96.099998,96.099998,92,92.370003,5025500,72.513412
"2011-10-18",92.82,94.75,90.949997,93.760002,4880900,73.604599
"2011-10-19",93.690002,93.860001,90.059998,90.489998,3813700,71.037537
"2011-10-20",91.260002,92.599998,89.900002,91.839996,2857100,72.097328
"2011-10-21",93.370003,94.330002,91.779999,94.220001,3207200,73.965706
"2011-10-24",96.18,99.209999,96,98.82,4750500,77.576843
"2011-10-25",92.099998,94.959999,90.5,93.809998,9556000,73.64386
"2011-10-26",95.400002,96.860001,92.75,94.879997,4426700,74.483803
"2011-10-27",98.720001,102.900002,98.43,101.709999,5730500,79.845596
"2011-10-28",100.970001,103.540001,100.540001,102.75,2454900,80.662048
"2011-10-31",100.370003,101.919998,99.169998,99.43,2931700,78.055733
"2011-11-01",94.209999,97.419998,93.900002,96.029999,4040400,75.386612
"2011-11-02",98.889999,100.32,97.550003,98.769997,3239500,77.537598
"2011-11-03",100.519997,103.949997,100,103.239998,3543900,81.0467
"2011-11-04",101.919998,103.459999,101.050003,103.389999,2659500,81.164467
"2011-11-07",102.949997,103.690002,99.589996,101,2745800,79.288216
"2011-11-08",101.75,101.980003,98.57,101.68,2590200,79.822044
"2011-11-09",98.269997,99.220001,96.029999,96.349998,3715400,75.637817
"2011-11-10",98.139999,98.699997,95.949997,97.279999,2583900,76.36792
"2011-11-11",98.739998,99.790001,98.300003,98.720001,2108600,77.498337
"2011-11-14",98.400002,99.980003,98.230003,99.410004,1974600,78.040016
"2011-11-15",99,100.019997,98.019997,99.230003,1472100,77.898712
"2011-11-16",98.309998,100.5,97.839996,98.029999,1923900,76.956657
"2011-11-17",97.769997,98.379997,94.019997,94.779999,2358700,74.710175
"2011-11-18",96.120003,96.120003,93.709999,94.019997,2136400,74.111099
"2011-11-21",92.360001,92.790001,90.160004,91.099998,2625200,71.809387
"2011-11-22",91.089996,91.209999,87.900002,89.580002,3629000,70.611298
"2011-11-23",88.419998,88.699997,86.400002,86.839996,2687800,68.451469
"2011-11-25",86.669998,87.639999,86.040001,86.040001,994400,67.820877
"2011-11-28",90.089996,90.760002,89.080002,90.449997,2991800,71.297043
"2011-11-29",90.830002,91.089996,88.349998,88.470001,2627300,69.736305
"2011-11-30",92.199997,96.5,92.199997,96.330002,4384300,75.931961
"2011-12-01",96.059998,97.330002,95.190002,96.32,2160500,75.924088
"2011-12-02",97.959999,98,95.720001,95.730003,2782800,75.459015
"2011-12-05",97.550003,97.650002,94.870003,95.709999,2467200,75.443245
"2011-12-06",95.440002,97.540001,94.870003,96.699997,2205000,76.223618
"2011-12-07",95.779999,95.949997,93.330002,94.580002,2712500,74.552498
"2011-12-08",93.669998,94.419998,91.510002,91.889999,2529200,72.432121
"2011-12-09",92.300003,95.489998,92,95.110001,2255900,74.970284
"2011-12-12",93.75,93.870003,91.260002,92.370003,1931000,72.810486
"2011-12-13",93.019997,94.050003,88.5,89.239998,3302000,70.343285
"2011-12-14",87.739998,88.510002,86.269997,87.510002,3692600,68.979584
"2011-12-15",88.879997,88.980003,86.550003,86.830002,1942000,68.443611
"2011-12-16",87.809998,90.019997,86.809998,87.300003,3270200,68.81411
"2011-12-19",87.639999,88.18,85.510002,85.82,1883100,67.647476
"2011-12-20",87.82,90.18,87.599998,90.019997,2764500,70.958099
"2011-12-21",89.370003,89.489998,86.129997,87.970001,3500000,69.342201
"2011-12-22",88.559998,88.870003,87.139999,88.150002,2409400,69.484093
"2011-12-23",88.580002,89.150002,87.779999,89.07,1007700,70.209267
"2011-12-27",88.82,89.540001,87.919998,88.830002,1285600,70.020111
"2011-12-28",89.080002,89.580002,87,87.849998,2463500,69.247604
"2011-12-29",88,89.279999,87.949997,88.980003,1592700,70.138351
"2011-12-30",88.089996,88.940002,88.019997,88.019997,1149900,69.381592
"2012-01-03",90.449997,92.75,90.370003,91.050003,2833000,71.770012
"2012-01-04",90.860001,92.779999,90.449997,92.300003,2663300,72.755325
"2012-01-05",92.669998,94.860001,91.589996,94.699997,3757700,74.647095
"2012-01-06",95,95.029999,93.370003,93.529999,2743600,73.724861
"2012-01-09",93.769997,96.57,93.610001,96.209999,2697000,75.837364
"2012-01-10",97.879997,99.199997,97.669998,98.730003,3207400,77.823776
"2012-01-11",98.349998,99.25,98,98.57,1696100,77.697624
"2012-01-12",99.010002,99.510002,97.260002,99.230003,1859700,78.217873
"2012-01-13",97.809998,99.040001,96.800003,97.760002,2654000,77.059135
"2012-01-17",99.559998,100.949997,98.970001,99.25,2210500,78.233643
"2012-01-18",98.959999,101.75,98.669998,101.32,1993500,79.865311
"2012-01-19",103.629997,106.099998,103.190002,105.510002,5075300,83.168053
"2012-01-20",105.120003,105.5,104.099998,104.779999,3126200,82.592644
"2012-01-23",105.239998,106.5,104.339996,105.5,2470800,83.160187
"2012-01-24",104.379997,107.230003,103.790001,106.800003,2158700,84.184921
"2012-01-25",106.5,109.339996,105.900002,108.959999,2537700,85.887512
"2012-01-26",110.949997,110.949997,106.610001,107.25,3455300,84.539619
"2012-01-27",106.699997,107.75,106.209999,106.5,1905200,83.948456
"2012-01-30",104.669998,105.889999,102.519997,105.349998,2448200,83.041962
"2012-01-31",106.349998,107.059998,103.75,104,2827400,81.977821
"2012-02-01",105.339996,107.910004,104.25,105.82,3768400,83.412415
"2012-02-02",111.760002,114.75,110.580002,113.309998,6282200,89.316406
"2012-02-03",115.459999,120.660004,114.760002,120.089996,6095700,94.660728
"2012-02-06",119.019997,120.93,118.370003,119.800003,2452200,94.432137
"2012-02-07",119.480003,120.050003,118.139999,119.550003,2194900,94.235077
"2012-02-08",119.540001,119.989998,118.529999,119.580002,1934900,94.258728
"2012-02-09",119.529999,121.730003,119.160004,121.239998,2542200,95.567215
"2012-02-10",119.360001,120.370003,117.959999,120.300003,2143000,94.826248
"2012-02-13",121.739998,122.919998,120.050003,122.879997,2135600,96.859947
"2012-02-14",121.779999,122.720001,120.300003,121.5,1874000,95.772163
"2012-02-15",121.93,123.18,120.419998,121.07,2569500,95.43322
"2012-02-16",121.639999,123.080002,120.800003,123.040001,2038800,96.986069
"2012-02-17",123.190002,123.809998,121.300003,122.07,1722400,96.221474
"2012-02-21",122.620003,124.690002,122.18,123.300003,1952100,97.191017
"2012-02-22",122.769997,123.07,121,122.379997,1841600,96.779785
"2012-02-23",122.589996,123.559998,121.610001,122.559998,1665200,96.922127
"2012-02-24",122.709999,123.550003,121.510002,121.779999,1446400,96.30529
"2012-02-27",121.330002,122.010002,119.43,121.400002,1620200,96.004791
"2012-02-28",121.440002,122.540001,120.440002,121.709999,1256200,96.249939
"2012-02-29",121.910004,122.779999,120.269997,120.57,1584900,95.348396
"2012-03-01",121.470001,122.25,120.459999,121.650002,1471000,96.202477
"2012-03-02",121.199997,121.449997,118.830002,119.459999,1783500,94.470604
"2012-03-05",119.68,122.080002,118.889999,120.279999,2716700,95.119072
"2012-03-06",117.230003,117.870003,114.879997,115.370003,3434600,91.236183
"2012-03-07",115.629997,118.169998,115.599998,117.720001,1946400,93.094612
"2012-03-08",118.75,120.339996,117.309998,119.980003,2468400,94.881805
"2012-03-09",120.559998,121.639999,118.629997,118.93,2066300,94.051483
"2012-03-12",119.150002,119.339996,117.379997,117.550003,3583300,92.960129
"2012-03-13",119.190002,124.5,118.639999,124.309998,3302000,98.306038
"2012-03-14",124.080002,124.290001,122.699997,123.879997,2475400,97.966003
"2012-03-15",123.919998,127.830002,123.010002,126.989998,3051800,100.425453
"2012-03-16",127.75,129.509995,127.32,127.540001,2925500,100.860413
"2012-03-19",128.570007,129.449997,126.959999,128,2087900,101.224159
"2012-03-20",126.660004,126.860001,121.830002,123.419998,4397200,97.602211
"2012-03-21",123.93,124.629997,123,123.589996,1685500,97.736671
"2012-03-22",120.970001,121.639999,118.949997,120.120003,2987600,94.992561
"2012-03-23",120.25,122.050003,119.449997,121.519997,1985400,96.09967
"2012-03-26",123.470001,124.349998,122.910004,123.910004,1810300,97.989738
"2012-03-27",124.300003,124.449997,122.389999,122.510002,1244400,96.882607
"2012-03-28",122.07,122.709999,117.279999,117.980003,3617100,93.300201
"2012-03-29",116.93,119.82,116.230003,119.660004,2604900,94.628792
"2012-03-30",120.620003,120.760002,118.610001,120.040001,1767800,94.929276
"2012-04-02",120.620003,122.25,118.309998,121.709999,2073700,96.249939
"2012-04-03",121.040001,123.339996,118.800003,119.839996,3454600,94.771118
"2012-04-04",117.489998,117.489998,114.860001,115.620003,4674500,91.433891
"2012-04-05",115.970001,116.93,115.25,115.540001,1672000,91.370628
"2012-04-09",113.370003,116.839996,112.760002,115.540001,2251200,91.370628
"2012-04-10",115,115.410004,111.309998,111.760002,3123400,88.381332
"2012-04-11",114.019997,114.25,110.019997,111.809998,3563700,88.420883
"2012-04-12",112.57,116.769997,112.160004,116.050003,2525600,91.773941
"2012-04-13",115.419998,115.900002,113.730003,114.019997,1482900,90.168579
"2012-04-16",115.440002,115.949997,112.709999,114.099998,2014100,90.231834
"2012-04-17",115.879997,116.970001,114.279999,116.07,2008900,91.789757
"2012-04-18",115.339996,117.550003,114.110001,116.809998,1488500,92.374969
"2012-04-19",116.870003,117.18,113.410004,114.800003,1590600,90.785431
"2012-04-20",115.709999,117.029999,115.209999,116.029999,1678400,91.758118
"2012-04-23",113.919998,115.370003,113.5,114.669998,1778100,90.68261
"2012-04-24",115.5,117.220001,114.730003,116.040001,1511100,91.766029
"2012-04-25",115.160004,116.470001,113.809998,115.099998,2380300,91.022644
"2012-04-26",114.690002,116.360001,113.809998,116.080002,1535600,91.797646
"2012-04-27",116.690002,119,116.690002,118.290001,1636500,93.545387
"2012-04-30",117.120003,117.400002,114.940002,115.830002,2225800,91.59996
"2012-05-01",113.989998,114.470001,110.5,111.139999,5404300,87.89106
"2012-05-02",110.5,113.139999,109.550003,112.489998,2956900,88.958626
"2012-05-03",111.889999,112.339996,109.75,110.440002,2814000,87.337448
"2012-05-04",109.400002,109.860001,105.43,107.110001,3278900,84.704063
"2012-05-07",104.760002,107.559998,104.169998,105.5,3223500,83.430847
"2012-05-08",104.93,107.25,103,106.889999,3769700,84.530075
"2012-05-09",105.160004,109.199997,104.75,106.739998,4158200,84.411469
"2012-05-10",108.940002,109.18,105.370003,105.870003,2204600,83.723473
"2012-05-11",104.68,107.360001,104.610001,106.470001,1767000,84.197945
"2012-05-14",104.839996,105.449997,103.519997,103.660004,2022200,81.975761
"2012-05-15",103.900002,104.43,102.580002,102.970001,1793000,81.430115
"2012-05-16",103.739998,104.010002,100.519997,100.610001,2460600,79.874039
"2012-05-17",100.470001,100.889999,96.349998,96.739998,3435400,76.801666
"2012-05-18",97.550003,99.07,96.57,97.199997,2505600,77.166832
"2012-05-21",97.93,99.900002,97.75,99.489998,2137500,78.984863
"2012-05-22",100.209999,102.5,99.610001,100.940002,2594300,80.13604
"2012-05-23",99.730003,101.540001,98.449997,101.519997,2300000,80.596481
"2012-05-24",102.18,102.419998,99,100.260002,1552800,79.596176
"2012-05-25",99.900002,100.489998,98.540001,98.949997,1850300,78.55616
"2012-05-29",100.669998,101.919998,99.669998,101.059998,2289600,80.231308
"2012-05-30",99.339996,99.879997,97.82,99,1927500,78.595894
"2012-05-31",98,98.290001,95.43,96.949997,2961300,76.968361
"2012-06-01",94.699997,95.110001,93.230003,93.559998,2688800,74.277092
"2012-06-04",92,93.739998,89.440002,91.68,3702800,72.784508
"2012-06-05",90.940002,92.970001,90.910004,92.330002,2313100,73.300583
"2012-06-06",93.550003,95.75,93.040001,95.75,2916900,76.015709
"2012-06-07",98.639999,100.550003,97.099998,97.290001,4496300,77.238304
"2012-06-08",95.709999,97.089996,95.169998,96.800003,2576100,76.849297
"2012-06-11",98.209999,98.459999,92.25,92.480003,3498300,73.419662
"2012-06-12",93,96.870003,92.540001,96.730003,3804000,76.793709
"2012-06-13",95.449997,96.589996,93.169998,93.650002,2610900,74.348534
"2012-06-14",94.099998,94.099998,91.879997,93.150002,2528500,73.951569
"2012-06-15",93.870003,94.730003,93.260002,94.690002,1983800,75.174171
"2012-06-18",93.800003,95.080002,93.18,94.360001,1855300,74.912193
"2012-06-19",94.769997,97.660004,94.769997,96.639999,2718900,76.72229
"2012-06-20",97.089996,97.089996,94.330002,95.400002,3570700,75.737854
"2012-06-21",95.330002,95.860001,91.300003,91.480003,2405400,72.625771
"2012-06-22",92.110001,92.269997,89.839996,90.389999,3691700,71.760414
"2012-06-25",89.059998,90.440002,88.93,89.82,2143800,71.307884
"2012-06-26",89.989998,90.279999,88.309998,89.650002,1869300,71.172905
"2012-06-27",90.169998,90.769997,88.790001,90.629997,2854200,71.950935
"2012-06-28",89.660004,92.279999,89.660004,92.260002,2521800,73.24501
"2012-06-29",95.800003,98.089996,95.160004,96.910004,4166100,76.936638
"2012-07-02",97.25,97.529999,94.68,96.080002,2326000,76.277687
"2012-07-03",96.660004,101.209999,96.419998,100.139999,2504600,79.500908
"2012-07-05",99,100.660004,98.599998,99.309998,2283300,78.84198
"2012-07-06",96.480003,96.519997,94.550003,96.290001,2586900,76.44442
"2012-07-09",95.949997,96.57,94.75,95.440002,1454600,75.769585
"2012-07-10",96.639999,97.360001,85.080002,86.910004,12228900,68.997665
"2012-07-11",86.010002,86.309998,83.290001,83.529999,8682300,66.314255
"2012-07-12",83.360001,86.550003,82.199997,85.769997,6015600,68.092613
"2012-07-13",86.309998,88.82,85.599998,88.629997,4337300,70.363152
"2012-07-16",88,88,86.260002,86.559998,3569400,68.71978
"2012-07-17",87.059998,87.089996,85.010002,86.529999,2244700,68.695976
"2012-07-18",86.099998,88.639999,85.330002,87.540001,4040400,69.497826
"2012-07-19",87.559998,89.32,87.360001,88.699997,2235700,70.418724
"2012-07-20",87.919998,88.059998,85.75,86.089996,2789500,68.34668
"2012-07-23",84.349998,88.5,84.349998,87.459999,2897400,69.434296
"2012-07-24",88,88.239998,85.949997,86.860001,2018400,68.957962
"2012-07-25",88.410004,88.989998,86.099998,87.080002,1904700,69.132614
"2012-07-26",88.68,89.379997,87.290001,89.089996,2209300,70.72834
"2012-07-27",89.730003,93.129997,89.650002,92.620003,2552500,73.530807
"2012-07-30",92.449997,92.449997,89.849998,90.480003,3088600,71.831871
"2012-07-31",94.019997,97.879997,93.330002,95.900002,5058600,76.134789
"2012-08-01",97.18,97.230003,93.120003,93.620003,2622000,74.32473
"2012-08-02",95.849998,97.800003,93,95.339996,4026000,75.690208
"2012-08-03",97.110001,100.330002,96.510002,99,3302300,78.595894
"2012-08-06",99.459999,100.269997,98.080002,98.279999,1836400,78.024261
"2012-08-07",98.650002,102.489998,98.650002,101.010002,3553000,80.191612
"2012-08-08",99.980003,101.349998,99.900002,101,1846300,80.183685
"2012-08-09",100.800003,101.690002,100.349998,101.279999,1898100,80.405952
"2012-08-10",100.449997,101.440002,100.339996,101.309998,1444800,80.429764
"2012-08-13",101.360001,101.360001,99.410004,100.720001,1393100,79.96138
"2012-08-14",101.489998,101.730003,100.43,100.900002,1340900,80.104286
"2012-08-15",99.620003,101.07,99.099998,100.760002,1855700,79.993134
"2012-08-16",100.519997,103.720001,100.349998,102.82,2218600,81.628578
"2012-08-17",103.529999,103.730003,102.849998,103.190002,1771900,81.92231
"2012-08-20",102.5,102.940002,101.440002,102.709999,1816300,81.938263
"2012-08-21",103.220001,105.629997,102.25,102.809998,2447100,82.018036
"2012-08-22",102.550003,102.610001,100.129997,101.529999,2148000,80.996887
"2012-08-23",101,101.769997,100.040001,100.400002,1483800,80.095444
"2012-08-24",100.050003,100.779999,99.230003,100.089996,1374600,79.848122
"2012-08-27",100.370003,100.580002,98.349998,98.580002,1514200,78.643486
"2012-08-28",98.279999,98.370003,96.849998,96.940002,2757200,77.335182
"2012-08-29",96.279999,98.160004,95.900002,97.699997,1905400,77.941467
"2012-08-30",95.919998,97.800003,95.519997,95.739998,2049400,76.377846
"2012-08-31",96.860001,97.400002,95.5,97.110001,1946900,77.470795
"2012-09-04",97.080002,97.080002,94.839996,95.290001,1966000,76.018883
"2012-09-05",95.5,96.059998,94.809998,95.330002,1806900,76.050781
"2012-09-06",96.519997,99.650002,96.519997,98.43,2760200,78.523834
"2012-09-07",98.839996,101.410004,98.839996,100.57,2097800,80.231033
"2012-09-10",99.199997,99.970001,97.169998,97.389999,2446300,77.694138
"2012-09-11",97.790001,99.199997,97.790001,98.25,1714100,78.380234
"2012-09-12",97.849998,99.480003,97.839996,98.5,1353600,78.579689
"2012-09-13",98.889999,100.519997,97.309998,100.190002,2135300,79.927895
"2012-09-14",100.629997,104.709999,100.629997,102.620003,3438000,81.866455
"2012-09-17",102.410004,102.410004,99.599998,99.970001,1978100,79.752365
"2012-09-18",99.900002,100.169998,98.709999,99.07,1594600,79.034386
"2012-09-19",99.349998,100.290001,98.690002,99.190002,2160700,79.130142
"2012-09-20",97.959999,97.959999,96.110001,96.949997,2936500,77.343117
"2012-09-21",98.019997,98.099998,96.099998,96.169998,3351700,76.720871
"2012-09-24",95.57,96.120003,95.050003,95.190002,2130200,75.939079
"2012-09-25",95.110001,95.139999,92.339996,92.410004,3357200,73.721306
"2012-09-26",92.650002,93.379997,91.43,92.269997,2214600,73.609627
"2012-09-27",92.949997,93.489998,92.010002,92.860001,1666800,74.080284
"2012-09-28",92.129997,92.690002,91.160004,92.209999,1885000,73.561737
"2012-10-01",92.870003,94.339996,92.07,92.309998,1747200,73.641548
"2012-10-02",92.150002,92.870003,91.339996,91.75,2302700,73.194763
"2012-10-03",92.019997,92.209999,90.419998,90.639999,2313100,72.309258
"2012-10-04",90.790001,92.459999,90,92.010002,2359200,73.402199
"2012-10-05",92.989998,93.970001,91.510002,92.110001,1966500,73.481987
"2012-10-08",91.25,92.919998,91.209999,92.139999,2086000,73.505882
"2012-10-09",92.089996,92.410004,90.620003,90.839996,1977400,72.468803
"2012-10-10",86.580002,89.599998,86.5,87.790001,8308800,70.035622
"2012-10-11",88.440002,89.139999,85.879997,86.489998,4691900,68.998543
"2012-10-12",86.970001,87.809998,86.019997,87.489998,3196400,69.796318
"2012-10-15",87.769997,89.25,86.870003,89.059998,3461600,71.048798
"2012-10-16",89.870003,91.599998,89.669998,91.379997,2918200,72.899597
"2012-10-17",91.400002,92.93,91,92.410004,2232400,73.721306
"2012-10-18",92.099998,94.25,91.879997,93.120003,2848500,74.287712
"2012-10-19",92.440002,93.410004,90.970001,91.93,2973200,73.338364
"2012-10-22",91.349998,94.879997,90.440002,93.5,2577300,74.590874
"2012-10-23",91.800003,94,91.449997,93.449997,3522400,74.550972
"2012-10-24",94,94.269997,92.050003,92.269997,1968400,73.609627
"2012-10-25",93.650002,94.120003,92.040001,94.050003,2177700,75.029655
"2012-10-26",94.139999,94.57,93.239998,93.82,1600400,74.846123
"2012-10-31",94,94.980003,92.900002,93.580002,2172500,74.654686
"2012-11-01",94.059998,99.050003,94,98.75,4105200,78.779152
"2012-11-02",99.889999,101.419998,99.040001,100.029999,4718200,79.800255
"2012-11-05",99.489998,101.160004,97.25,101,2193600,80.574097
"2012-11-06",101.169998,101.989998,100.209999,101.910004,1930000,81.300072
"2012-11-07",99.57,99.730003,97.669998,98.099998,3043200,78.260574
"2012-11-08",99.050003,99.379997,96.470001,96.559998,2008200,77.032013
"2012-11-09",96.089996,99.089996,95.860001,97.099998,1955800,77.462814
"2012-11-12",97.599998,99.440002,97.080002,98.690002,1443300,78.731239
"2012-11-13",97.629997,99.239998,97.360001,97.540001,1638600,77.813835
"2012-11-14",98.279999,98.419998,94.050003,94.370003,2337200,75.28492
"2012-11-15",94.339996,95.709999,93.980003,94.870003,2075500,75.6838
"2012-11-16",94.940002,96.309998,94.349998,95.779999,1885700,76.409767
"2012-11-19",98.25,99.790001,97.709999,98.720001,1852700,78.755188
"2012-11-20",98.150002,99.150002,97.209999,98.089996,1988600,78.650948
"2012-11-21",97.809998,98.57,97.339996,98.279999,772900,78.803299
"2012-11-23",99.099998,100.529999,99.099998,99.639999,851200,79.893776
"2012-11-26",99.099998,99.839996,98.809998,99.610001,1025300,79.869728
"2012-11-27",99.379997,101.699997,99.010002,99.720001,2051700,79.957932
"2012-11-28",98.809998,100.099998,97.949997,100.080002,1526700,80.246605
"2012-11-29",100.75,101.199997,98.879997,99.849998,1619800,80.06218
"2012-11-30",99.68,99.779999,97.849998,98.160004,2139700,78.707085
"2012-12-03",98.860001,99.040001,97.339996,97.370003,1722100,78.073631
"2012-12-04",97.629997,98.339996,96.760002,97.309998,1640500,78.025536
"2012-12-05",98,102.300003,98,101.309998,3000300,81.232819
"2012-12-06",101.07,101.07,99.230003,100.410004,1553400,80.511185
"2012-12-07",101.25,102.800003,101.080002,101.690002,1579000,81.537521
"2012-12-10",101.029999,103.739998,101.029999,103.239998,1540300,82.780365
"2012-12-11",103.82,106.519997,103.339996,105.480003,2952800,84.576439
"2012-12-12",106.160004,107.559998,105.800003,105.879997,2369800,84.897156
"2012-12-13",105.540001,106.75,104.599998,105.480003,2417900,84.576439
"2012-12-14",105.269997,107.379997,105.269997,106.300003,1755400,85.233925
"2012-12-17",107.110001,107.169998,104.970001,105.75,2337100,84.792931
"2012-12-18",106.120003,109.449997,105.919998,108.669998,3770400,87.134254
"2012-12-19",108.790001,109.779999,107.870003,107.949997,1835600,86.556946
"2012-12-20",108.040001,108.330002,107.300003,107.769997,1627000,86.412605
"2012-12-21",106.349998,108.169998,105.75,108.07,2157400,86.653137
"2012-12-24",107.32,107.32,106.510002,107.160004,666500,85.923492
"2012-12-26",107.459999,108.839996,106.599998,107.160004,859000,85.923492
"2012-12-27",107.550003,107.739998,104.68,106.800003,1093200,85.634842
"2012-12-28",106.080002,106.629997,105.510002,105.82,890500,84.849045
"2012-12-31",105.370003,108.540001,105.239998,108.349998,1680500,86.877663
"2013-01-02",111.5,113.82,111.300003,113.370003,2674100,90.90284
"2013-01-03",113.160004,114.93,112.779999,114.169998,2160300,91.544281
"2013-01-04",114.82,115,113.25,113.860001,1741300,91.295708
"2013-01-07",113.260002,113.629997,111.559998,112.529999,1654900,90.229294
"2013-01-08",111.910004,112.389999,110.699997,111.160004,1396300,89.130791
"2013-01-09",111.25,114.239998,110.540001,113.120003,1880600,90.702385
"2013-01-10",113.970001,114.089996,111.220001,112.440002,1969000,90.157135
"2013-01-11",110.93,111.470001,109.190002,110.589996,1870200,88.673744
"2013-01-14",110.169998,111.639999,110.169998,111.550003,1385100,89.443535
"2013-01-15",110.830002,112.080002,110.830002,111.82,869900,89.659981
"2013-01-16",111.529999,112.230003,111.029999,112.059998,996000,89.852432
"2013-01-17",112.559998,114.5,111.720001,114.199997,1465100,91.568336
"2013-01-18",114.080002,115.809998,113.349998,115.589996,1878700,92.682892
"2013-01-22",115.220001,115.790001,114.5,115.75,959800,92.811165
"2013-01-23",115.519997,115.760002,114.389999,115.269997,1124100,92.426285
"2013-01-24",113.519997,117.610001,112.610001,115.459999,2411600,92.578644
"2013-01-25",115.57,117.239998,115.279999,116.980003,1248400,93.797417
"2013-01-28",117.389999,117.949997,114.75,115.910004,1261200,92.939445
