"dates","AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted"
"2010-05-13",56.360001,56.509998,55.779999,55.880001,4741100,44.218971
"2010-05-14",55.700001,55.880001,54.209999,54.689999,5717100,43.277302
"2010-05-17",55.380001,55.380001,53.880001,54.810001,5898400,43.372276
"2010-05-18",54.93,55.349998,54.560001,54.669998,4389400,43.261475
"2010-05-19",54.5,55.759998,54.34,55.259998,5816900,43.728352
"2010-05-20",54.18,54.740002,52.84,52.939999,7296300,41.89249
"2010-05-21",52.189999,53.490002,51.82,52.439999,10539300,41.49683
"2010-05-24",52.009998,53.150002,51.630001,52.66,7187300,41.670918
"2010-05-25",51.950001,52.66,51.169998,52.549999,8788100,41.583874
"2010-05-26",52.439999,52.439999,50.32,50.360001,11039900,39.850887
"2010-05-27",51.029999,51.450001,50.66,51.43,7325700,40.697598
"2010-05-28",51.75,52.23,51.459999,51.779999,11169800,40.974552
"2010-06-01",51.720001,52.389999,50.75,50.759998,7269600,40.167423
"2010-06-02",53.580002,56.32,53.310001,56.09,26218700,44.385143
"2010-06-03",55.889999,56.029999,54.939999,55.639999,10172900,44.029057
"2010-06-04",54.82,55.360001,54.150002,54.34,10356200,43.000351
"2010-06-07",54.169998,54.209999,53.200001,53.509998,9955400,42.343544
"2010-06-08",53.52,53.889999,52.959999,53.82,7986100,42.58886
