"dates","AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted"
"2010-06-09",53.799999,54.060001,52.939999,53.150002,6267100,42.058674
"2010-06-10",53.610001,54.290001,53.279999,54.009998,6195300,42.739201
"2010-06-11",53.630001,54.459999,53.529999,54.099998,4252400,42.810421
"2010-06-14",54.209999,54.82,54.029999,54.07,4265400,42.786682
"2010-06-15",54.16,55.16,54.080002,55.119999,4855600,43.617561
"2010-06-16",54.880001,55.52,54.700001,55.220001,4742700,43.696693
"2010-06-17",55.189999,55.450001,54.509998,55.439999,5723700,43.870796
"2010-06-18",55.439999,55.82,54.599998,55.200001,10851900,43.680874
"2010-06-21",56.860001,58.32,56.310001,56.52,10162100,44.725407
"2010-06-22",56.34,57.200001,56.040001,56.119999,5819800,44.408905
"2010-06-23",55.759998,56.639999,55.369999,56.200001,5859200,44.472191
"2010-06-24",55.91,56.779999,55.720001,56.150002,9048100,44.43264
"2010-06-25",56.610001,57.080002,55.5,56.259998,33297400,44.51968
"2010-06-28",56.049999,56.09,55,55.41,6204700,43.847069
"2010-06-29",54.830002,54.959999,53.830002,54.119999,8307300,42.826244
"2010-06-30",53.869999,54.490002,52.599998,52.599998,8538100,41.623444
"2010-07-01",52.59,52.59,51,52.02,9754700,41.164486
"2010-07-02",52.009998,52.5,51.41,51.700001,5238100,40.911255
"2010-07-06",52.040001,52.240002,50.75,51.299999,6093000,40.594727
"2010-07-07",51.759998,51.900002,50.560001,51.400002,7568900,40.673866
"2010-07-08",51.509998,52.259998,51.02,52.23,6758600,41.330658
"2010-07-09",52.349998,52.610001,51.900002,52.560001,4810900,41.591801
"2010-07-12",52.240002,52.560001,51.900002,52.439999,4254900,41.49683
"2010-07-13",52.66,53.290001,52.540001,52.759998,3907400,41.75005
"2010-07-14",52.299999,53,52.279999,52.619999,4083000,41.639259
"2010-07-15",52.540001,53.220001,52.290001,52.919998,4685300,41.876659
"2010-07-16",52.91,53.130001,51.93,52.169998,8027500,41.283165
"2010-07-19",52.459999,53.610001,52.310001,53.599998,7830300,42.414768
"2010-07-20",52.959999,53.200001,52.080002,53.200001,5630400,42.098236
"2010-07-21",53.099998,53.310001,52.09,52.25,6019900,41.346481
"2010-07-22",52.619999,53.830002,52.619999,53.310001,5049300,42.185284
"2010-07-23",53.02,53.18,51.610001,52.75,8760900,41.742146
"2010-07-26",52.580002,53.889999,52.580002,53.669998,4091300,42.470158
"2010-07-27",53.919998,55.060001,53.779999,54.509998,7667700,43.134869
"2010-07-28",54.599998,54.68,52.759998,53.759998,4945400,42.541374
"2010-07-29",54.139999,54.400002,52.830002,53.369999,5908400,42.232758
"2010-07-30",53.209999,55.040001,52.43,54.529999,7205400,43.150684
"2010-08-02",55.25,55.34,54.68,54.869999,5526600,43.41975
"2010-08-03",54.52,55.279999,54.490002,54.709999,3964700,43.293125
"2010-08-04",55.009998,55.959999,54.68,55.759998,4815700,44.124016
"2010-08-05",55.380001,55.610001,55.169998,55.32,3067400,43.775818
"2010-08-06",54.709999,56,54.52,55.939999,3474200,44.266449
"2010-08-09",55.970001,56,55.419998,55.66,3318100,44.04488
"2010-08-10",55.369999,56.130001,54.830002,55.720001,4151200,44.092361
"2010-08-11",54.75,54.900002,53.5,53.689999,5466100,42.485981
"2010-08-12",53.630001,54.98,53.040001,54.75,6232300,43.324791
"2010-08-13",54.389999,55.360001,54.18,55.02,5511900,43.538433
"2010-08-16",54.380001,54.599998,53.57,54.080002,5639300,42.794601
"2010-08-17",53.889999,54.380001,53.689999,53.959999,4999100,42.699638
"2010-08-18",53.689999,54.299999,53.150002,54.139999,5547500,42.842079
"2010-08-19",53.91,53.990002,52.290001,52.720001,4895600,41.718407
"2010-08-20",52.549999,52.669998,52.07,52.34,4386200,41.417702
"2010-08-23",52.470001,52.970001,51.93,51.950001,3466100,41.109081
"2010-08-24",51.700001,51.700001,50.91,51.060001,5937600,40.404808
"2010-08-25",50.880001,52.02,50.709999,51.84,5125900,41.022041
"2010-08-26",51.959999,52.07,50.73,50.93,5266500,40.301937
"2010-08-27",51,52.41,50.259998,52.080002,7091200,41.211956
"2010-08-30",51.720001,52.580002,51.630001,51.630001,4689400,40.855865
"2010-08-31",51.389999,51.66,50.849998,51.040001,6636000,40.388992
"2010-09-01",51.610001,52.75,51.279999,52.59,4772000,41.615524
"2010-09-02",52.59,52.66,52.18,52.509998,3272800,41.552219
"2010-09-03",52.57,53.07,52.57,52.91,5355300,41.868744
"2010-09-07",52.650002,52.869999,52.310001,52.509998,2760100,41.552219
"2010-09-08",52.470001,53.139999,52.259998,52.939999,4900300,41.89249
"2010-09-09",53.330002,53.900002,53.18,53.790001,5580900,42.565109
"2010-09-10",53.860001,54.619999,53.700001,54.349998,4862800,43.008244
"2010-09-13",54.740002,54.75,54.099998,54.400002,6323600,43.047821
"2010-09-14",54.200001,54.970001,54.119999,54.52,6371300,43.14278
"2010-09-15",54.220001,55.41,54.07,55.299999,5081600,43.760002
"2010-09-16",55.200001,55.220001,54.77,55.099998,4061600,43.601746
"2010-09-17",55.189999,55.43,55,55.220001,6500700,43.696693
"2010-09-20",55.189999,56.080002,54.970001,55.939999,6304000,44.266449
"2010-09-21",55.880001,56,55.34,55.75,5147500,44.116104
"2010-09-22",55.509998,56.84,55.509998,56.27,5071000,44.527592
"2010-09-23",55.889999,56.439999,55.66,55.720001,4592400,44.092361
"2010-09-24",55.779999,56.369999,55.299999,56.32,5286500,44.567146
"2010-09-27",55.939999,56.43,55.639999,55.689999,4416800,44.068619
"2010-09-28",55.900002,56.5,55.18,56,4609400,44.313934
"2010-09-29",55.970001,55.990002,54.07,54.939999,8491000,43.475128
"2010-09-30",55.02,55.57,54.650002,55.110001,6269000,43.60965
"2010-10-01",55.57,55.73,54.860001,55.509998,4586600,43.926186
"2010-10-04",55.32,55.610001,54.68,55.049999,4844300,43.56218
"2010-10-05",55.240002,56.25,55.200001,56.119999,5601900,44.408905
"2010-10-06",55.880001,56.110001,55.32,55.830002,4666300,44.179405
"2010-10-07",55.970001,56.27,54.16,55.959999,5906400,44.282269
"2010-10-08",56.099998,56.66,55.889999,56.389999,4481900,44.622551
"2010-10-11",56.279999,56.349998,55.860001,56.099998,4345600,44.39307
"2010-10-12",55.77,56.119999,55.48,55.939999,6272500,44.266449
"2010-10-13",55.889999,56.099998,55.439999,55.490002,8059000,43.910358
"2010-10-14",55.110001,55.5,54.599998,54.860001,9063400,43.411819
"2010-10-15",55.259998,56.810001,55.02,56.709999,11232400,44.875763
"2010-10-18",56.369999,57.959999,56.209999,57.959999,10188400,45.864918
"2010-10-19",57.669998,58.740002,56.849998,57.330002,8711800,45.366386
"2010-10-20",57.830002,58.360001,57.169998,57.73,6176700,45.682903
"2010-10-21",57.810001,57.990002,56.950001,57.619999,4702900,45.595871
"2010-10-22",57.59,57.790001,57.25,57.549999,3728000,45.540482
"2010-10-25",57.98,58.419998,57.720001,57.950001,5179400,45.857002
"2010-10-26",57.110001,57.5,56.599998,57.259998,7050800,45.310986
"2010-10-27",56.75,57.18,56.459999,57.029999,5668700,45.12899
"2010-10-28",57.360001,57.630001,56.91,57.27,4181300,45.318901
"2010-10-29",56.950001,57.459999,56.799999,57.189999,3384000,45.255604
"2010-11-01",57.02,57.950001,56.91,57.43,4081600,45.445503
"2010-11-02",57.610001,57.849998,57.209999,57.34,4076500,45.374302
"2010-11-03",57.259998,57.720001,57.07,57.299999,4425800,45.342648
"2010-11-04",56.990002,57.400002,55.650002,56.009998,9590100,44.32185
"2010-11-05",56.02,56.09,54.880001,55.419998,6902400,43.854961
"2010-11-08",55.130001,55.43,54.990002,55.290001,4527900,43.752102
"2010-11-09",55.18,55.439999,54.75,54.93,7671600,43.467213
"2010-11-10",54.759998,54.939999,53.970001,54.700001,6174200,43.28521
"2010-11-11",54.279999,54.82,54.09,54.619999,5385900,43.221905
"2010-11-12",54.279999,54.700001,54.23,54.470001,5015300,43.103203
"2010-11-15",54.32,54.830002,54.23,54.509998,3929700,43.134869
"2010-11-16",54.080002,54.57,53.759998,54.029999,6811400,42.755032
"2010-11-17",53.75,54.060001,53.439999,53.869999,5871700,42.628429
"2010-11-18",54,55.43,53.91,55.139999,8362700,43.633396
"2010-11-19",55.529999,55.580002,54.720001,55,9153900,43.522617
"2010-11-22",54.990002,55.080002,54.060001,54.740002,5289800,43.31686
"2010-11-23",54.279999,54.330002,53.509998,53.599998,7065900,42.414768
"2010-11-24",53.75,54.25,53.720001,53.830002,4303700,42.596764
"2010-11-26",53.529999,53.900002,53.369999,53.560001,1755400,42.383114
"2010-11-29",53.080002,53.580002,52.189999,53.32,6368500,42.193192
"2010-11-30",52.610001,53.029999,52.419998,52.689999,6027300,41.694656
"2010-12-01",53.32,53.77,53,53.52,5721000,42.351456
"2010-12-02",53.349998,53.919998,53.189999,53.84,3971400,42.604683
"2010-12-03",54,54.25,53.459999,53.73,7120600,42.517628
"2010-12-06",53.400002,53.639999,53.150002,53.400002,4075000,42.2565
"2010-12-07",53.619999,53.720001,52.98,53.130001,5837200,42.042847
"2010-12-08",53.040001,53.549999,53,53.279999,4666400,42.161533
"2010-12-09",53.310001,53.580002,53.099998,53.400002,4701300,42.2565
"2010-12-10",53.32,54,53.290001,53.889999,6567800,42.644241
"2010-12-13",53.939999,54.34,53.849998,54.110001,5523100,42.818333
"2010-12-14",56.450001,57.220001,55.240002,56.759998,23617700,44.915329
"2010-12-15",56.529999,56.950001,55.349998,55.669998,14247900,44.052803
"2010-12-16",55.700001,56.799999,55.639999,56.630001,12950800,44.812462
"2010-12-17",57,57.900002,56.580002,57.419998,21618900,45.437603
"2010-12-20",57.560001,57.98,57.439999,57.650002,6980600,45.619614
"2010-12-21",57.57,57.700001,57.169998,57.389999,5598000,45.413864
"2010-12-22",57.200001,57.369999,56.630001,56.950001,4411800,45.065685
"2010-12-23",56.700001,57.07,56.459999,56.709999,4074800,44.875763
"2010-12-27",56.529999,56.669998,56.009998,56.439999,2758400,44.662109
"2010-12-28",56.380001,56.560001,55.939999,55.959999,4025200,44.282269
"2010-12-29",56.150002,56.369999,55.869999,55.869999,3601700,44.211071
"2010-12-30",55.689999,56.169998,55.459999,55.529999,3414000,43.942017
"2010-12-31",55.470001,55.610001,54.77,54.900002,3997500,43.443489
"2011-01-03",55.200001,56.279999,55.18,55.549999,5453300,43.957829
"2011-01-04",55.77,57.240002,55.689999,56.75,8429500,44.907429
"2011-01-05",56.459999,57.16,56.400002,56.73,4552000,44.891598
"2011-01-06",56.68,57.18,56.07,56.549999,3561400,44.749161
"2011-01-07",56.5,57.189999,56.459999,56.98,4680800,45.089413
"2011-01-10",56.470001,56.950001,56.209999,56.439999,4758900,44.662109
"2011-01-11",56.549999,56.880001,56.09,56.189999,5863900,44.464283
"2011-01-12",56.299999,56.919998,56.049999,56.849998,4566400,44.986553
"2011-01-13",56.720001,57,56.23,56.32,4660300,44.567146
"2011-01-14",56.049999,57.279999,56.049999,56.5,5893700,44.709591
"2011-01-18",56.400002,57.34,56.349998,57.290001,10611900,45.33474
"2011-01-19",57.209999,57.43,56.599998,56.98,5771500,45.089413
"2011-01-20",56.779999,57.650002,56.68,57.310001,6313600,45.350559
"2011-01-21",57.41,57.41,56.740002,56.970001,6032900,45.081524
"2011-01-24",57.060001,57.869999,56.810001,57.290001,5647800,45.33474
"2011-01-25",56.91,58.189999,56.740002,57.16,8944000,45.231861
"2011-01-26",57.27,57.470001,56.32,56.48,6833600,44.693771
"2011-01-27",56.459999,56.869999,56.060001,56.48,4686000,44.693771
"2011-01-28",56.610001,56.610001,55.110001,55.290001,6928300,43.752102
"2011-01-31",55.220001,55.459999,54.849998,55.080002,6021300,43.585915
"2011-02-01",55.23,55.880001,55.110001,55.709999,5615800,44.08445
"2011-02-02",55.139999,55.650002,54.790001,55.630001,5353400,44.021137
"2011-02-03",55.27,55.639999,55,55.450001,4227000,43.878708
"2011-02-04",55.619999,55.619999,54.740002,55.200001,4569900,43.680874
"2011-02-07",55.23,55.330002,54.759998,54.880001,3861900,43.427658
"2011-02-08",54.759998,55.16,54.630001,54.939999,3399300,43.475128
"2011-02-09",54.73,55,54.310001,54.43,4502700,43.071564
"2011-02-10",54.330002,54.799999,54,54.27,4522300,42.944962
"2011-02-11",54.110001,54.110001,53.549999,53.740002,6896900,42.525555
"2011-02-14",53.610001,54.080002,53.34,53.860001,5412600,42.620506
"2011-02-15",53.630001,53.939999,53.310001,53.84,5143000,42.604683
"2011-02-16",53.34,53.43,52.360001,52.950001,11461500,41.900398
"2011-02-17",52.689999,53.189999,52.369999,52.41,8918600,41.473099
"2011-02-18",52.259998,52.73,52.02,52.240002,9877900,41.33857
"2011-02-22",51.970001,52.540001,51.619999,51.880001,6473900,41.053692
"2011-02-23",51.889999,52.18,51.07,51.07,8135500,40.412727
"2011-02-24",51.07,51.240002,50.610001,50.950001,8606600,40.317753
"2011-02-25",51.18,52.369999,51.049999,52.259998,7791100,41.354385
"2011-02-28",52.380001,52.669998,51.310001,51.330002,8054800,40.618473
"2011-03-01",52.169998,52.490002,51.740002,51.91,6668500,41.077427
"2011-03-02",51.740002,51.91,51.34,51.389999,5437400,40.665943
"2011-03-03",51.639999,52.540001,51.459999,52.369999,6527500,41.441437
"2011-03-04",52.110001,52.529999,51.959999,52.32,5795700,41.401871
"2011-03-07",52.529999,52.57,51.68,51.740002,6334200,40.942913
"2011-03-08",51.790001,52.669998,51.400002,52.52,4298400,41.560135
"2011-03-09",52.75,52.799999,52.080002,52.48,4049200,41.528488
"2011-03-10",51.860001,52.209999,51.419998,51.84,5675400,41.022041
"2011-03-11",51.860001,53.869999,51.779999,53.529999,11642100,42.359375
"2011-03-14",53.18,53.880001,53.09,53.52,7015900,42.351456
"2011-03-15",52.509998,53.389999,52.18,53,6001400,41.939968
"2011-03-16",52.549999,53.549999,52.43,52.689999,10020100,41.694656
"2011-03-17",54,54.700001,53.32,53.560001,10655000,42.383114
"2011-03-18",53.73,53.919998,52.75,52.939999,12834000,41.89249
"2011-03-21",53.75,53.939999,53.049999,53.09,4286100,42.011192
"2011-03-22",53.029999,53.279999,52.66,52.779999,5560800,41.765881
"2011-03-23",52.709999,52.93,52.23,52.689999,4528300,41.694656
"2011-03-24",52.889999,53.5,52.43,53.27,5093600,42.153637
"2011-03-25",53.41,53.790001,53,53.150002,5589900,42.058674
"2011-03-28",53.09,53.23,52.610001,52.650002,3808800,41.663013
"2011-03-29",52.700001,53.450001,52.66,53.43,3570800,42.280243
"2011-03-30",53.66,54.360001,53.43,53.900002,4562400,42.652157
"2011-03-31",53.73,54.049999,53.450001,53.450001,4501100,42.296062
"2011-04-01",53.939999,53.98,52.759998,53.080002,7942400,42.003277
"2011-04-04",53.310001,54.299999,53.209999,54.029999,5510000,42.755032
"2011-04-05",53.950001,54.369999,53.91,54.07,4638500,42.786682
"2011-04-06",54.259998,54.560001,53.990002,54.029999,4576400,42.755032
"2011-04-07",53.900002,54.389999,53.5,53.970001,4408600,42.707565
"2011-04-08",53.970001,54.32,53.580002,53.900002,4423100,42.652157
"2011-04-11",53.91,54.450001,53.48,54.310001,6327000,42.976604
"2011-04-12",54.049999,54.75,54.009998,54.619999,6678800,43.221905
"2011-04-13",54.689999,55.299999,54.650002,54.939999,7572900,43.475128
"2011-04-14",54.75,55.009998,54.279999,54.830002,7189000,43.388092
"2011-04-15",55.029999,55.990002,54.939999,55.509998,8002700,43.926186
"2011-04-18",54.950001,55.560001,54.790001,55.220001,6936300,43.696693
"2011-04-19",55.07,55.299999,54.650002,55.18,5952800,43.665051
"2011-04-20",56,56.439999,55.619999,56.18,7334700,44.456379
"2011-04-21",55.259998,55.389999,53.220001,53.689999,17489600,42.485981
"2011-04-25",53.509998,54.759998,53.16,54.689999,10650800,43.277302
"2011-04-26",55.009998,56.310001,54.98,56.220001,12800000,44.488029
"2011-04-27",56.299999,56.959999,56.09,56.82,8362400,44.962818
"2011-04-28",56.900002,57.290001,56.669998,57.139999,6301100,45.216038
"2011-04-29",56.91,57,55.869999,56.849998,19900000,44.986553
"2011-05-02",56.98,57.450001,56.669998,57.380001,8552200,45.405956
"2011-05-03",57.119999,57.799999,57.07,57.5,6500000,45.5009
"2011-05-04",57.259998,57.900002,57.259998,57.68,7241600,45.643349
"2011-05-05",57.57,57.849998,57.279999,57.419998,7204300,45.437603
"2011-05-06",57.799999,58.07,57.34,57.630001,4535300,45.60379
"2011-05-09",57.380001,57.939999,57.32,57.689999,3624900,45.651264
"2011-05-10",57.950001,58.41,57.610001,58.299999,4717100,46.13398
"2011-05-11",58.5,59.200001,58.049999,58.860001,7200000,46.577114
"2011-05-12",58.689999,59.75,58.34,59.66,5500000,47.210163
"2011-05-13",59.860001,61.080002,59.75,60.470001,9402700,47.851124
"2011-05-16",59.98,60.240002,59.41,59.860001,10068100,47.368423
"2011-05-17",59.889999,61.18,58.830002,60.889999,11820900,48.183487
"2011-05-18",60.669998,61.369999,60.459999,61.169998,5182800,48.405056
"2011-05-19",61.439999,61.529999,60.689999,61.040001,3362000,48.302185
"2011-05-20",60.959999,61.23,60.34,60.860001,5276700,48.159748
"2011-05-23",60.049999,60.610001,59.900002,60.459999,4200000,47.843216
"2011-05-24",60.529999,60.529999,59.75,59.919998,4162600,47.415905
"2011-05-25",59.990002,60.02,59.529999,59.84,3929100,47.352596
"2011-05-26",59.52,59.880001,59.189999,59.759998,3771200,47.289291
"2011-05-27",59.470001,59.900002,59.119999,59.349998,3657500,46.964859
"2011-05-31",59.68,60.740002,59.639999,60.540001,7626000,47.906528
"2011-06-01",60.549999,60.790001,59.66,59.700001,4968500,47.241825
"2011-06-02",59.57,59.860001,59.080002,59.25,4053500,46.885723
"2011-06-03",58.880001,59.110001,58.580002,58.689999,4636200,46.442589
"2011-06-06",58.470001,59.099998,58.32,58.599998,4144500,46.371368
"2011-06-07",58.700001,59.540001,58.540001,58.830002,3828700,46.553368
"2011-06-08",58.869999,59.110001,58.450001,58.950001,3716000,46.648323
"2011-06-09",59,59.610001,58.560001,58.880001,5362300,46.592937
"2011-06-10",58.599998,58.889999,57.970001,57.990002,4780200,45.88866
"2011-06-13",58.02,58.790001,57.869999,58.389999,5298000,46.205185
"2011-06-14",58.639999,58.790001,58.310001,58.529999,5146700,46.315975
"2011-06-15",58.040001,58.68,57.860001,57.889999,5104300,45.809528
"2011-06-16",58.080002,58.439999,57.740002,58.34,5550600,46.165623
"2011-06-17",58.82,58.900002,57.779999,58.009998,6610500,45.904484
"2011-06-20",57.990002,58.68,57.900002,58.450001,3851100,46.252674
"2011-06-21",58.580002,58.59,57.880001,58.169998,4347900,46.031086
"2011-06-22",58.040001,58.5,57.93,58.150002,4015000,46.015274
"2011-06-23",57.549999,57.990002,56.959999,57.93,4588000,45.841179
"2011-06-24",57.84,57.98,56.73,57.040001,11908500,45.136898
"2011-06-27",56.82,57.990002,56.82,57.880001,5289300,45.801617
"2011-06-28",57.889999,58.869999,57.610001,58.650002,4073200,46.410919
"2011-06-29",58.669998,58.75,57.68,57.779999,7531500,45.722488
"2011-06-30",58.099998,58.400002,57.990002,58.349998,5069900,46.173531
"2011-07-01",58.439999,58.439999,57.889999,58.279999,5358000,46.118145
"2011-07-05",58.18,58.25,57.68,57.919998,4639500,45.833267
"2011-07-06",57.990002,58.139999,57.529999,57.700001,5102900,45.659184
"2011-07-07",58.080002,58.299999,57.540001,57.91,6116000,45.82534
"2011-07-08",57.759998,58.299999,57.360001,57.639999,4037900,45.611694
"2011-07-11",57.209999,57.5,56.66,56.900002,4186300,45.026123
"2011-07-12",57.150002,57.290001,56.84,56.900002,3964400,45.026123
"2011-07-13",56.98,57.23,56.349998,56.610001,4514200,44.796635
"2011-07-14",56.560001,56.599998,55.490002,55.68,7201300,44.060715
"2011-07-15",55.369999,55.419998,54.740002,55.049999,9209200,43.56218
"2011-07-18",55.119999,55.259998,54.310001,54.66,6241800,43.253567
"2011-07-19",55.009998,55.509998,54.869999,55.27,4977000,43.736271
"2011-07-20",55.279999,55.419998,54.93,54.990002,4151300,43.514698
"2011-07-21",55.330002,55.919998,55.02,55.490002,5539600,43.910358
"2011-07-22",55.349998,55.459999,55.009998,55.220001,3098400,43.696693
"2011-07-25",55.220001,55.360001,54.709999,54.900002,3174100,43.443489
"2011-07-26",54.77,55.07,54.419998,54.700001,4428200,43.28521
"2011-07-27",54.5,54.950001,53.610001,53.799999,6502800,42.573036
"2011-07-28",53.639999,54.650002,53.330002,53.43,6586100,42.280243
"2011-07-29",54.73,55.200001,53.049999,54.700001,10640200,43.28521
"2011-08-01",55.02,55.279999,53.049999,53.77,8875500,42.549286
"2011-08-02",53.389999,54.25,53.209999,53.310001,7526200,42.185284
"2011-08-03",53.349998,53.43,52.349998,53.32,7145700,42.193192
"2011-08-04",52.599998,53.150002,51.540001,51.560001,9918500,40.80048
"2011-08-05",51.82,52.970001,51.23,52.119999,9914200,41.24361
"2011-08-08",51.66,52.439999,49.880001,49.880001,13911500,39.471054
"2011-08-09",50.009998,50.790001,48.5,50.549999,16124400,40.001236
"2011-08-10",49.580002,49.939999,48.080002,48.27,12558400,38.197033
"2011-08-11",48.119999,50.099998,47.66,49.639999,14860500,39.281139
"2011-08-12",49.709999,50.669998,49.549999,50,7919700,39.56601
"2011-08-15",50.48,51.68,50.18,51.599998,7665700,40.832111
"2011-08-16",51.25,51.700001,50.849998,51.27,6630400,40.792336
"2011-08-17",51.299999,51.799999,51.290001,51.720001,8150100,41.150379
"2011-08-18",50.650002,51.68,50.630001,51.439999,10138400,40.927605
"2011-08-19",50.790001,52.419998,50.740002,51.98,9437000,41.357239
"2011-08-22",52.419998,53,52.200001,52.310001,9289800,41.619801
"2011-08-23",52.360001,53.619999,52.220001,53.619999,7806600,42.662094
"2011-08-24",53.32,54.290001,53.16,54.25,5349700,43.163345
"2011-08-25",54.439999,54.59,52.970001,53.459999,8776000,42.53479
"2011-08-26",53.189999,54.310001,52.650002,54.080002,6936600,43.028095
"2011-08-29",54.32,55.139999,54.040001,54.790001,4851700,43.592991
"2011-08-30",54.740002,55.529999,54.400002,55.240002,5380500,43.951023
"2011-08-31",55.32,55.610001,55.080002,55.400002,5417000,44.078327
"2011-09-01",55.830002,55.830002,54.889999,55.02,5492200,43.775974
"2011-09-02",54.419998,55.200001,54.07,54.099998,6219200,43.043987
"2011-09-06",52.509998,54.639999,52.5,54.52,6889500,43.378162
"2011-09-07",54.919998,55.48,54.490002,55.380001,6462500,44.062401
"2011-09-08",55.200001,55.59,55.040001,55.310001,4501000,44.006714
"2011-09-09",53.389999,55.09,53.389999,54.040001,7617300,42.996265
"2011-09-12",53.290001,54.16,53.259998,54.060001,5406700,43.012165
"2011-09-13",54.369999,55.07,53.98,54.91,4950400,43.68845
"2011-09-14",54.93,55.77,54.400002,55.259998,6070400,43.966938
"2011-09-15",55.77,56.459999,55.549999,56.259998,5876100,44.762573
"2011-09-16",56.400002,56.75,55.59,56.709999,7635100,45.120605
"2011-09-19",56.119999,56.91,55.91,56.529999,4541400,44.97739
"2011-09-20",56.869999,57.84,56.709999,57.369999,5168900,45.645729
"2011-09-21",57.189999,57.360001,56,56.040001,5160000,44.587524
"2011-09-22",54.939999,55.450001,54.279999,55.040001,8969100,43.791889
"2011-09-23",54.610001,55.240002,53.860001,55.099998,5431200,43.839634
"2011-09-26",55.240002,55.5,54.66,55.43,5903800,44.102188
"2011-09-27",55.970001,56.810001,55.630001,56.52,5868700,44.969429
"2011-09-28",56.830002,57.040001,55.630001,55.669998,5663600,44.293152
"2011-09-29",56.34,56.77,54.990002,55.779999,5152700,44.380676
"2011-09-30",55.18,56.060001,54.93,54.959999,6430000,43.728245
"2011-10-03",54.66,55.34,53.869999,53.900002,7462900,42.884869
"2011-10-04",53.369999,54.470001,52.849998,54.349998,8517100,43.242893
"2011-10-05",54.610001,56.040001,53.950001,55.93,7484200,44.500019
"2011-10-06",55.919998,56.849998,55.259998,56.830002,4828000,45.216091
"2011-10-07",56.849998,56.849998,55.950001,56.27,4418200,44.770538
"2011-10-10",56.98,57.84,56.830002,57.369999,3346200,45.645729
"2011-10-11",57.27,57.619999,56.950001,57.09,4641500,45.422947
"2011-10-12",57.419998,57.470001,56.490002,56.639999,4798100,45.064915
"2011-10-13",56.48,57.310001,56.400002,56.98,5464400,45.335423
"2011-10-14",57.360001,57.509998,56.82,57.490002,3268400,45.741211
"2011-10-17",57.259998,57.57,56.209999,56.439999,3108200,44.905788
"2011-10-18",56.5,57.57,56.029999,57.279999,6280800,45.574127
"2011-10-19",57.400002,58,57.139999,57.32,4470600,45.605949
"2011-10-20",57.490002,57.799999,56.43,57.27,4086000,45.566166
"2011-10-21",57.700001,58.630001,57.5,58.59,6345100,46.616413
"2011-10-24",58.470001,59.049999,58.25,58.950001,4409900,46.90284
"2011-10-25",58.459999,58.700001,56.349998,56.470001,7676700,44.929653
"2011-10-26",56.849998,57.209999,55.990002,56.950001,6687800,45.311569
"2011-10-27",57.5,58.389999,57.330002,58.060001,5936600,46.194721
"2011-10-28",57.75,58.099998,56.990002,57.240002,6023500,45.542301
"2011-10-31",56.919998,57.560001,56.630001,57.27,8792500,45.566166
"2011-11-01",56.419998,56.66,55.369999,55.540001,7996600,44.189724
"2011-11-02",55.57,55.950001,54.630001,54.799999,6826900,43.600941
"2011-11-03",54.919998,55.799999,54.919998,55.700001,4797000,44.31702
"2011-11-04",55.630001,55.77,54.799999,55.169998,3565100,43.895329
"2011-11-07",57.849998,58.59,57.490002,58.43,20318400,46.489101
"2011-11-08",58.52,58.610001,57.549999,58,8870200,46.146976
"2011-11-09",57.700001,58.189999,57.369999,57.509998,9588100,45.757122
"2011-11-10",57.57,58.049999,57.34,57.959999,7661900,46.11515
"2011-11-11",58.25,58.490002,57.799999,57.860001,5420700,46.035591
"2011-11-14",57.52,57.799999,57.209999,57.330002,6204900,45.613914
"2011-11-15",56.959999,57.150002,56.560001,56.59,8218000,45.246113
"2011-11-16",56.029999,56.540001,55.779999,56.009998,20135000,44.782375
"2011-11-17",55.900002,56.560001,55.68,55.91,9742700,44.702435
"2011-11-18",55.720001,56.099998,55.490002,55.57,5523200,44.430584
"2011-11-21",55.299999,55.459999,54.91,54.970001,7973800,43.950855
"2011-11-22",54.799999,55.709999,54.630001,55.66,9559000,44.502544
"2011-11-23",55.599998,55.68,54.919998,54.939999,6026500,43.926865
"2011-11-25",54.59,55.130001,54.59,54.650002,2816700,43.695004
"2011-11-28",55.580002,55.970001,55.029999,55.900002,6852600,44.694431
"2011-11-29",55.880001,56.380001,55.459999,56.139999,8167700,44.886322
"2011-11-30",56.5,57.939999,56.48,57.91,10993600,46.301517
"2011-12-01",57.700001,58.060001,57.41,58,10555600,46.373463
"2011-12-02",58.299999,58.419998,57.720001,58.099998,7834400,46.453423
"2011-12-05",58.380001,58.400002,57.209999,57.5,12342100,45.973694
"2011-12-06",57.68,58.07,57.380001,57.889999,15750000,46.285519
"2011-12-07",57.849998,58.52,57.73,58.34,18663500,46.645309
"2011-12-08",58.599998,59.43,56,58.400002,41563500,46.693298
"2011-12-09",58.48,58.950001,58.18,58.59,7072800,46.845203
"2011-12-12",58.299999,58.41,57.150002,57.16,10176200,45.701855
"2011-12-13",57.700001,58.380001,57.310001,57.43,6843600,45.917744
"2011-12-14",57.139999,58.169998,57.139999,57.619999,6727200,46.069645
"2011-12-15",58,59.060001,57.810001,58.619999,8683700,46.869194
"2011-12-16",59.75,61,59.650002,60.049999,21390500,48.012539
"2011-12-19",60.32,61.119999,59.970001,60.169998,8013000,48.108471
"2011-12-20",60.799999,61.240002,60.68,61.16,7284900,48.900032
"2011-12-21",61,63.27,61,63.139999,10636700,50.483128
"2011-12-22",62.610001,63.599998,62.599998,63.34,5383300,50.643032
