"dates","SLG.Open","SLG.High","SLG.Low","SLG.Close","SLG.Volume","SLG.Adjusted"
"2010-02-11",45.808445,46.85891,45.55098,46.68383,1045379,33.765736
"2010-02-12",45.901134,47.44593,45.571575,47.332645,1095482,34.235016
"2010-02-16",48.08445,49.45417,47.672504,49.37178,1441935,35.7099
"2010-02-17",49.577755,50.030895,48.867146,49.330585,1118883,35.680103
"2010-02-18",48.93924,50,48.650875,49.54686,1233656,35.836517
"2010-02-19",49.06282,49.814625,48.91864,49.557159,1470191,35.84399
"2010-02-22",49.794025,51.493305,49.60865,51.050465,1410475,36.924068
"2010-02-23",50.865089,51.050465,50.041195,50.247169,1487281,36.343056
"2010-02-24",50.39135,51.47271,49.91761,51.45211,1243657,37.214569
"2010-02-25",50.484035,52.09063,50.329556,51.99794,673874,37.60936
"2010-02-26",52.049435,53.038105,51.565395,52.584965,985274,38.033955
"2010-03-01",53.038105,53.29557,52.55407,53.038105,933714,38.361694
"2010-03-02",53.23378,54.23275,53.171989,53.975285,880794,39.039555
"2010-03-03",54.037075,54.500515,53.429455,53.62513,503949,38.786289
"2010-03-04",53.91349,54.582905,53.717815,54.407825,674457,39.352398
"2010-03-05",54.747684,57.404736,54.55201,57.054585,1393676,41.266758
"2010-03-08",57.01339,59.598351,57.01339,59.16581,1707892,42.793777
"2010-03-09",58.69207,60.329556,58.39341,58.70237,1346486,42.458572
"2010-03-10",58.91864,59.897015,58.135941,58.815655,1186465,42.540516
"2010-03-11",57.7034,59.30999,57.487125,59.08342,1428341,42.73418
"2010-03-12",59.32029,59.361485,57.569515,58.094749,1258707,42.019089
"2010-03-15",58.022655,58.187435,56.436665,57.332645,1003237,41.467884
"2010-03-16",57.332645,59.114315,57.332645,58.78476,1171900,42.518177
"2010-03-17",59.186405,59.9897,58.949535,59.32029,1053147,42.90551
"2010-03-18",59.38208,59.804325,58.39341,58.434605,759808,42.264912
"2010-03-19",56.828011,58.661175,56.76622,56.828011,1305607,41.102886
"2010-03-22",56.46756,57.569515,55.952625,57.16787,1267155,41.34869
"2010-03-23",57.188465,57.44593,56.343975,56.53965,1156267,40.89431
"2010-03-24",56.107105,56.889805,55.973225,56.416065,1767220,40.804932
"2010-03-25",56.889805,58.795055,56.85891,57.60041,1074897,41.661549
"2010-03-26",57.723995,58.01236,55.746655,56.179195,1657885,40.633602
"2010-03-29",56.416065,58.177135,56.045315,57.796085,1148208,41.879856
"2010-03-30",57.899075,59.15551,57.6931,58.76416,1189475,42.581341
"2010-03-31",58.403709,60.92688,58.290421,58.980434,2312145,42.738045
"2010-04-01",59.505665,60.432545,58.85685,59.52626,1048971,43.133553
"2010-04-05",59.78373,62.564365,59.721935,62.193615,1098784,45.06636
"2010-04-06",62.059731,66.405769,62.028835,65.3862,2959996,47.379734
"2010-04-07",64.974251,65.45829,61.16375,61.637486,2035799,44.663395
"2010-04-08",61.24614,62.52317,60.92688,62.3069,977894,45.148453
"2010-04-09",62.739445,63.8517,62.286304,63.645725,1082277,46.118572
"2010-04-12",63.594234,63.62513,62.183315,62.337795,877590,45.170841
"2010-04-13",62.276005,64.500519,62.276005,63.903194,1073635,46.305157
"2010-04-14",64.490219,64.84037,63.336765,63.501545,1053632,46.014111
"2010-04-15",63.120495,64.047371,61.575695,61.60659,1332892,44.641003
"2010-04-16",61.441814,62.821835,60.06179,60.102985,1305218,43.551468
"2010-04-19",59.76313,61.5448,59.60865,61.16375,831079,44.320107
"2010-04-20",61.812565,62.729145,60.731205,62.67765,837099,45.417107
"2010-04-21",63.038105,64.438721,62.47168,64.14006,822825,46.476784
"2010-04-22",63.367661,66.1689,62.92482,65.726059,712520,47.626011
"2010-04-23",65.520081,67.106079,64.737381,66.44696,759225,48.148396
"2010-04-26",66.22039,68.08445,66.107109,66.251289,873803,48.006607
"2010-04-27",62.62616,65.44799,61.68898,63.254375,1884031,45.834995
"2010-04-28",64.08857,65.046341,63.439754,64.212151,1004791,46.529018
