"dates","SLG.Open","SLG.High","SLG.Low","SLG.Close","SLG.Volume","SLG.Adjusted"
"2010-04-29",65.097839,66.931,64.85067,66.735321,1098104,48.357342
"2010-04-30",66.735321,67.22966,63.645725,64.026779,980030,46.394707
"2010-05-03",64.77858,67.136971,64.46962,66.642639,781655,48.290188
"2010-05-04",65.097839,67.7034,64.6035,67.06488,2008125,48.59613
"2010-05-05",65.942329,68.424309,64.91246,66.941299,1775765,48.506603
"2010-05-06",66.282181,66.61174,61.029865,64.77858,3038842,46.939461
"2010-05-07",64.54171,66.817711,60.09269,61.019566,3302954,44.215626
"2010-05-10",64.181259,66.807411,64.181259,66.786819,1943554,48.394653
"2010-05-11",65.633369,67.806381,65.07724,67.353241,1726924,48.805107
"2010-05-12",67.590111,70.020599,67.198761,69.711639,1539423,50.514019
"2010-05-13",69.351181,70.113281,68.661171,69.495369,1566806,50.357315
"2010-05-14",68.52729,68.75386,65.046341,65.901131,1561659,47.752895
"2010-05-17",66.38517,67.497421,63.099895,65.31411,1250745,47.327515
"2010-05-18",66.570549,66.931,62.47168,63.347065,1175396,45.902176
"2010-05-19",63.038105,64.191551,59.62925,61.647785,1802856,44.670841
"2010-05-20",59.639545,60.484035,57.785789,57.940269,1717214,41.984325
"2010-05-21",57.260555,62.08033,56.9104,61.60659,2612087,44.641003
"2010-05-24",61.45211,61.85376,58.661175,58.877445,1311238,42.663433
"2010-05-25",56.99279,58.805355,55.417095,58.558186,1905005,42.432072
"2010-05-26",59.186405,61.956745,59.01133,59.76313,1751101,43.305195
"2010-05-27",61.637486,64.83007,61.06076,64.582901,1982879,46.797665
"2010-05-28",64.109169,65.633369,63.202885,64.15036,1975597,46.484245
"2010-06-01",63.717815,64.356331,62.502575,62.667355,1521654,45.409641
"2010-06-02",63.110195,63.748714,61.040165,63.61483,1516314,46.096195
"2010-06-03",64.593201,64.75798,62.811535,64.356331,1319880,46.633499
"2010-06-04",61.894955,63.717815,59.443871,59.68074,1355904,43.245495
"2010-06-07",60.442841,61.47271,58.032955,58.07415,1220935,42.081348
"2010-06-08",58.434605,59.186405,56.045315,58.00206,2473428,42.029102
"2010-06-09",58.506695,60.85479,58.187435,58.671474,1562727,42.514164
"2010-06-10",60.401649,62.24511,59.52626,62.08033,1009160,44.984272
"2010-06-11",61.07106,63.563335,60.968075,63.213181,1101697,45.805149
"2010-06-14",63.8517,65.489189,63.419155,64.15036,1688569,46.484245
"2010-06-15",64.582901,66.06591,63.789906,65.69516,1120631,47.603622
"2010-06-16",65.180229,65.890831,64.181259,64.572609,1298810,46.790211
"2010-06-17",64.69619,65.808449,63.75901,65.272919,1115679,47.297668
"2010-06-18",65.592171,65.633369,64.170959,64.500519,1041980,46.737972
"2010-06-21",65.787849,66.1689,62.99691,63.347065,1374839,45.902176
"2010-06-22",63.408855,63.594234,60,60.21627,1498350,43.633549
"2010-06-23",59.897015,62.430485,59.340885,61.513905,1264533,44.57383
"2010-06-24",60.957775,61.184345,59.38208,59.54686,1466987,43.148483
"2010-06-25",59.804325,61.5345,59.29969,61.503605,1588944,44.566372
"2010-06-28",61.204945,61.637486,60.0103,60.47374,979059,43.89362
"2010-06-29",59.258495,59.258495,56.53965,57.06488,1685171,41.419353
"2010-06-30",57.21936,58.83625,56.60144,56.68383,1070916,41.142792
"2010-07-01",56.961895,57.32235,54.07827,55.60247,1603218,40.357906
"2010-07-02",56.107105,56.477859,53.53244,53.76931,1485242,39.027348
"2010-07-06",54.99485,56.54995,51.60659,51.91555,1972781,37.681824
"2010-07-07",52.121525,55.00515,51.91555,54.891865,1815770,39.842117
"2010-07-08",55.798145,56.869205,55.046345,56.127705,1727506,40.739132
"2010-07-09",55.715755,57.950565,55.581875,57.878475,1112669,42.009903
"2010-07-12",58.022655,58.352215,57.095779,57.816685,831953,41.965038
"2010-07-13",59.07312,59.732235,58.69207,59.402679,1009743,43.116207
"2010-07-14",58.84655,59.78373,57.404736,58.91864,1046544,42.764877
"2010-07-15",58.84655,58.91864,56.52935,58.77446,799910,42.660213
"2010-07-16",58.280125,58.280125,55.91143,56.29248,1175687,40.85873
"2010-07-19",56.477859,56.83831,55.283215,56.44696,1215692,40.97086
"2010-07-20",55.324409,58.269825,54.788876,58.043255,1038873,42.129505
"2010-07-21",58.69207,58.69207,56.107105,56.44696,937209,40.97086
"2010-07-22",57.84758,58.589085,56.879505,57.981461,1565252,42.084641
"2010-07-23",57.44593,58.76416,56.60144,58.650875,1438731,42.570515
"2010-07-26",58.640575,60.60762,58.125645,60.31926,1036057,43.781483
"2010-07-27",59.021626,61.24614,58.249229,60.906281,2015893,44.207561
"2010-07-28",61.00927,61.46241,60.08239,60.83419,1293178,44.155243
"2010-07-29",61.503605,62.16272,60.051495,61.38002,1028872,44.551418
"2010-07-30",60.432545,62.492275,59.969105,62.039135,835448,45.029842
"2010-08-02",63.110195,65.417099,62.584965,65.180229,1197729,47.309734
"2010-08-03",64.819771,64.819771,62.62616,62.749744,907108,45.545609
"2010-08-04",63.213181,64.263649,62.93512,64.22245,762818,46.614532
"2010-08-05",63.76931,64.366631,63.213181,63.60453,722812,46.166039
"2010-08-06",62.47168,63.882595,62.203915,63.274975,558713,45.926842
"2010-08-09",63.954685,64.716789,63.120495,64.6241,464429,46.906059
"2010-08-10",63.480946,63.892895,61.194645,62.203915,1015569,45.149422
"2010-08-11",61.00927,61.84346,59.093719,59.361485,1288517,43.0863
"2010-08-12",58.877445,60.29866,58.815655,59.46447,1304733,43.161049
"2010-08-13",59.124615,60.329556,58.69207,58.722965,728056,42.622849
"2010-08-16",58.30072,59.330585,57.60041,58.558186,785054,42.503242
"2010-08-17",59.330585,60.61792,58.75386,59.68074,781170,43.318035
"2010-08-18",59.69104,61.15345,59.042225,60.494335,821369,43.908562
"2010-08-19",60.0103,60.102985,58.15654,58.70237,850111,42.607895
"2010-08-20",58.403709,58.970135,58.022655,58.722965,575123,42.622849
"2010-08-23",59.176105,60.38105,58.795055,59.52626,987993,43.205906
"2010-08-24",58.259525,59.721935,57.713696,58.516994,744272,42.473354
"2010-08-25",57.83728,60.45314,57.75489,60.329556,1126360,43.78896
"2010-08-26",60.54583,61.328526,59.732235,59.804325,1005179,43.407722
"2010-08-27",60.504635,61.019566,58.59938,60.60762,803308,43.990776
"2010-08-30",60.195675,61.39032,59.84552,59.9897,461516,43.542282
"2010-08-31",59.69104,62.39959,59.505665,62.08033,1195787,45.059723
"2010-09-01",63.0896,64.109169,61.83316,64.109169,1145683,46.532314
"2010-09-02",64.047371,65.190521,63.47065,64.953659,923421,47.145267
"2010-09-03",65.509781,66.333679,64.963959,65.581871,925460,47.601234
"2010-09-07",64.799179,65.787849,63.656025,63.68692,626878,46.225826
"2010-09-08",64.06797,64.871269,63.480946,63.748714,442291,46.270687
"2010-09-09",64.84037,64.86097,62.337795,62.739445,475402,45.538124
"2010-09-10",62.945415,63.76931,62.24511,63.522141,471323,46.106228
"2010-09-13",64.69619,65.283211,63.892895,64.98455,593378,47.16769
"2010-09-14",64.93306,66.477859,64.819771,65.417099,1000713,47.481651
"2010-09-15",65.06694,66.828011,64.716789,66.725029,761458,48.430984
"2010-09-16",66.642639,67.23996,65.69516,66.426369,674845,48.214195
"2010-09-17",66.931,66.931,65.633369,66.560249,637656,48.311382
"2010-09-20",66.745621,68.877449,66.53965,68.59938,741941,49.791454
"2010-09-21",68.661171,68.76416,66.405769,66.580841,700091,48.326324
"2010-09-22",66.117409,66.642639,64.716789,64.809479,907594,47.040611
"2010-09-23",64.047371,65.345001,62.512875,62.657055,1212973,45.478325
"2010-09-24",64.510811,65.77755,63.954685,65.118439,1208992,47.264862
"2010-09-27",65.00515,65.93203,64.963959,65.417099,1106455,47.481651
"2010-09-28",65.653969,65.70546,63.38826,64.6035,932548,46.965061
"2010-09-29",64.366631,65.128731,63.862,64.490219,504337,46.882702
"2010-09-30",65.06694,66.23069,64.129761,65.22142,1120146,47.414268
"2010-10-01",65.91143,66.1586,64.68589,65.653969,864676,47.728714
"2010-10-04",65.489189,66.54995,65.14933,66.261589,770780,48.170441
"2010-10-05",67.188461,68.197731,66.06591,67.981461,992945,49.42075
"2010-10-06",65.283211,66.673531,65.283211,66.29248,2747056,48.19289
"2010-10-07",66.84861,67.126671,65.870239,66.426369,1120534,48.290218
"2010-10-08",66.37487,67.744591,65.808449,67.54892,815057,49.106304
"2010-10-11",67.435631,68.259529,67.363541,67.63131,793793,49.166187
"2010-10-12",67.52832,69.62925,67.425339,69.2276,1204817,50.326653
"2010-10-13",69.649849,71.101959,69.29969,70.494339,1154228,51.247543
"2010-10-14",70.195679,72.09063,70.15448,71.36972,1668566,51.883919
"2010-10-15",72.039139,72.286301,70.7724,71.410919,1384743,51.913864
"2010-10-18",70.102989,71.77137,70.041199,71.740471,1142479,52.153454
"2010-10-19",70.638519,71.730171,68.84655,69.2173,1331144,50.319172
"2010-10-20",69.61895,71.5242,69.495369,70.442841,1307549,51.210098
"2010-10-21",70.83419,72.08033,69.588051,70.06179,645715,50.933083
"2010-10-22",71.349129,72.028839,70.09269,71.822861,1052079,52.213341
"2010-10-25",72.039139,73.00721,71.791969,72.131821,892252,52.437954
"2010-10-26",69.515961,70.54583,69.00103,70.113281,1668664,50.97052
"2010-10-27",69.37178,69.84552,68.01236,68.496391,1025667,49.795055
"2010-10-28",69.14521,69.485069,67.54892,67.99176,649405,49.428219
"2010-10-29",67.744591,68.650871,67.651901,67.672501,728541,49.196136
"2010-11-01",68.4552,69.46447,67.785789,68.39341,632607,49.720211
"2010-11-02",69.07312,69.515961,68.32132,69.330589,572890,50.401505
"2010-11-03",69.47477,69.60865,68.671471,68.887749,647074,50.079586
"2010-11-04",69.742531,72.08033,69.70134,71.83316,1288420,52.220833
"2010-11-05",71.338829,73.00721,71.338829,72.36869,1569136,52.610138
"2010-11-08",71.585991,72.09063,70.21627,70.432541,1324347,51.202629
"2010-11-09",71.5242,72.52317,66.61174,67.38414,2203102,48.986507
"2010-11-10",67.38414,68.23893,66.580841,67.270859,1786931,48.904156
"2010-11-11",66.508751,67.126671,65.84964,66.68383,1042174,48.477398
"2010-11-12",66.08651,67.178169,65.76725,66.1689,973719,48.103062
"2010-11-15",66.405769,66.982491,65.283211,65.437691,679312,47.571484
"2010-11-16",64.891861,65.025749,62.955715,63.336765,1385423,46.044163
"2010-11-17",63.60453,65.437691,63.0896,64.727081,946434,47.05489
"2010-11-18",65.736351,66.426369,65.54068,65.75695,872638,47.803574
"2010-11-19",65.334709,66.261589,64.70649,66.055611,475887,48.020702
"2010-11-22",65.76725,67.095779,65.46859,65.818741,827486,47.848492
"2010-11-23",64.943359,65.736351,64.871269,65.44799,669505,47.578972
"2010-11-24",66.1586,67.23996,65.93203,67.22966,1042077,48.874214
"2010-11-26",66.591141,67.37384,66.560249,66.828011,170605,48.582214
"2010-11-29",66.30278,67.77549,66.282181,67.651901,696790,49.181168
"2010-11-30",66.951599,68.06385,66.725029,67.353241,790491,48.964043
"2010-12-01",68.424309,68.52729,67.260559,68.053551,841372,49.473145
"2010-12-02",68.187439,68.444901,67.7034,68.414009,1464268,49.735191
"2010-12-03",68.032959,68.331619,67.23996,67.85788,694362,49.330891
"2010-12-06",67.77549,69.814621,67.353241,69.031929,944492,50.184422
"2010-12-07",69.866119,70.0103,68.22863,68.403709,738834,49.727703
"2010-12-08",68.558189,68.77446,65.91143,66.405769,1364158,48.275253
"2010-12-09",66.735321,66.807411,65.406799,65.592171,950706,47.683796
"2010-12-10",65.798149,66.560249,65.499481,65.952629,592601,47.945827
"2010-12-13",66.31308,67.353241,65.808449,66.75592,746699,48.529797
"2010-12-14",66.9207,67.425339,65.427391,65.890831,757186,47.900902
"2010-12-15",65.736351,66.70443,65.036041,65.06694,770391,47.301987
"2010-12-16",65.22142,65.62307,64.593201,65.180229,564248,47.384327
"2010-12-17",65.01545,65.91143,64.902161,65.427391,1492718,47.563992
"2010-12-20",65.592171,66.735321,65.437691,66.210091,498900,48.133003
"2010-12-21",66.663231,67.54892,66.46756,67.30175,485015,48.926617
"2010-12-22",67.45623,68.76416,67.31205,67.826981,550169,49.308449
"2010-12-23",67.868179,68.403709,67.52832,67.7034,287804,49.218605
"2010-12-27",67.518021,68.70237,67.435631,68.60968,287804,49.877426
"2010-12-28",68.949539,69.567459,68.650871,69.29969,501619,50.379055
"2010-12-29",69.60865,70.113281,69.031929,69.721939,514727,50.686005
"2010-12-30",69.711639,69.979401,69.340889,69.588051,276541,50.663517
"2010-12-31",69.557159,70.185379,69.412979,69.52626,379564,50.618546
"2011-01-03",70.14418,71.29763,70.14418,71.204941,905555,51.840702
"2011-01-04",71.30793,71.822861,69.588051,70.29866,787675,51.180901
"2011-01-05",70.0103,70.484039,69.515961,70.102989,1187824,51.038425
"2011-01-06",70.329559,70.401649,69.29969,69.495369,571531,50.596058
"2011-01-07",69.814621,70.23687,68.07415,69.052521,628625,50.273632
"2011-01-10",68.722969,70.741501,68.589081,70.195679,912255,51.105907
"2011-01-11",70.37075,71.277031,69.85582,70.442841,567744,51.285854
"2011-01-12",71.30793,72.348099,71.174049,72.111229,886523,52.500526
"2011-01-13",71.84346,72.55407,71.503609,72.286301,726114,52.627968
"2011-01-14",72.718849,73.511841,72.37899,73.069,997411,53.197842
"2011-01-18",72.99691,73.30587,72.657059,73.274971,991779,53.347782
"2011-01-19",73.099899,73.285271,71.431511,71.85376,734367,52.313084
"2011-01-20",71.421211,73.048401,71.359421,72.39959,530749,52.710457
"2011-01-21",72.67765,72.976311,72.100929,72.883621,471712,53.06287
"2011-01-24",72.739441,74.39753,72.574661,73.635429,653969,53.610241
"2011-01-25",72.409889,73.439751,71.647789,72.85273,1293858,53.040371
"2011-01-26",73.017509,73.357361,72.60556,72.904221,510649,53.077869
"2011-01-27",73.099899,74.93306,72.98661,74.75798,952260,54.427475
"2011-01-28",74.6138,75.509781,73.717819,73.99588,603574,53.872627
"2011-01-31",74.46962,75.3862,74.325439,74.93306,826030,54.554966
"2011-02-01",75.437691,76.096809,74.31514,75.62307,715044,55.05732
"2011-02-02",75.592171,76.23069,75.3862,75.53038,532885,54.989841
"2011-02-03",75.345001,75.746651,74.407829,75.581871,638433,55.027321
"2011-02-04",75.746651,76.024719,74.572609,74.644699,770100,54.345013
"2011-02-07",74.747681,75.99382,74.521111,75.489189,428405,54.959839
"2011-02-08",75.406799,76.189491,75.30381,75.69516,794666,55.109802
"2011-02-09",75.44799,76.38517,75.16993,76.035011,719899,55.35722
"2011-02-10",75.345001,77.487129,75.345001,77.250259,670087,56.241966
"2011-02-11",76.60144,77.75489,76.251289,76.725029,1272496,55.859604
"2011-02-14",76.714729,76.951599,75.592171,75.75695,751554,55.154785
"2011-02-15",75.22142,76.354271,75.08754,75.592171,787093,55.034821
"2011-02-16",75.76725,76.354271,75.252319,75.3965,487539,54.892357
"2011-02-17",75.252319,76.1586,75.097839,75.69516,360532,55.109802
"2011-02-18",75.92173,76.488159,75.437691,76.31308,518029,55.559681
"2011-02-22",75.62307,76.364571,75.14933,75.3965,756021,54.892357
"2011-02-23",75.427391,75.746651,73.120491,74.00618,861277,53.880142
"2011-02-24",73.98558,74.047371,72.183319,72.92482,779422,53.092857
"2011-02-25",73.53244,75.355301,73.30587,75.252319,539876,54.787384
"2011-02-28",75.633369,78.094749,75.60247,77.99176,947599,56.78183
"2011-03-01",77.99176,78.115341,76.08651,76.107109,1289876,55.409721
"2011-03-02",75.84964,76.06591,74.335739,74.593201,720579,54.307537
"2011-03-03",75.633369,76.570549,75.00515,76.31308,628334,55.559681
"2011-03-04",76.45726,76.77652,74.91246,75.29351,495016,54.81739
"2011-03-07",75.70546,75.952629,74.212151,74.6241,445883,54.330021
"2011-03-08",74.788879,76.39547,74.68589,75.561279,594543,55.012333
"2011-03-09",75.283211,75.69516,74.428421,75.025749,550945,54.622425
"2011-03-10",74.07827,74.284241,73.264679,73.419159,638724,53.452763
"2011-03-11",73.192589,74.46962,72.76004,74.24305,524631,54.052605
"2011-03-14",74.047371,74.047371,72.16272,72.574661,687468,52.837936
"2011-03-15",70.504631,72.584961,70.23687,71.977341,1033241,52.403042
"2011-03-16",71.802269,72.574661,70.69001,71.09166,812242,51.758221
"2011-03-17",72.37899,72.883621,71.61689,72.83213,777771,53.025372
"2011-03-18",73.820801,74.346031,72.99691,73.202881,763303,53.295292
"2011-03-21",74.212151,74.38723,73.54274,73.8311,896719,53.752666
"2011-03-22",74.119461,74.181259,73.429451,73.800209,530457,53.730186
"2011-03-23",73.563339,73.92379,72.574661,73.429451,750292,53.460258
"2011-03-24",74.016479,74.016479,72.502579,73.789909,438115,53.722679
"2011-03-25",74.109169,75.355301,73.635429,75.211121,468896,54.757397
"2011-03-28",75.13903,75.69516,74.6241,74.747681,539488,54.419991
"2011-03-29",74.366631,75.571579,73.820801,75.355301,588426,54.938049
"2011-03-30",75.674561,76.786819,74.943359,76.786819,698732,55.981709
"2011-03-31",76.591141,77.579819,76.251289,77.44593,790782,56.462246
"2011-04-01",77.75489,79.248199,77.363541,78.59938,1368236,57.303185
"2011-04-04",78.661171,78.825951,78.249229,78.78476,969349,57.438313
"2011-04-05",79.176109,79.948509,78.83625,79.78373,894971,58.166634
"2011-04-06",80.113281,80.257469,79.412979,79.711639,460254,58.114052
"2011-04-07",79.52626,79.61895,77.76519,78.61998,528807,57.318214
"2011-04-08",79.423279,79.45417,77.332649,77.744591,574832,56.679981
"2011-04-11",78.07415,78.815651,77.281151,77.796089,571531,56.717514
"2011-04-12",77.404739,78.39341,77.342941,78.187439,693100,57.002842
"2011-04-13",78.54789,78.54789,76.498451,76.972191,1879662,56.116886
"2011-04-14",76.580841,77.46653,76.44696,77.23996,1291430,56.312088
"2011-04-15",77.53862,78.60968,77.136971,78.424309,913323,57.175537
"2011-04-18",77.435631,77.734299,76.37487,76.951599,587164,56.101852
"2011-04-19",77.30175,79.46447,77.30175,78.970131,977409,57.57346
"2011-04-20",80.08239,80.15448,79.14521,79.752831,355095,58.144089
"2011-04-21",80.08239,81.431511,79.402679,81.06076,465400,59.097652
"2011-04-25",80.978371,82.37899,80.978371,81.874359,751651,59.690792
"2011-04-26",82.37899,82.708549,81.85376,82.657059,747670,60.261421
"2011-04-27",82.2966,83.38826,81.822861,83.38826,575220,60.794518
"2011-04-28",85.324409,87.281151,84.75798,85.00515,1872185,61.973324
"2011-04-29",85.499481,85.581871,83.717819,84.99485,1053729,61.965832
"2011-05-02",85.581871,85.91143,84.716789,85.31411,595223,62.198593
"2011-05-03",85.345001,86.24099,84.284241,85.211121,871473,62.123497
"2011-05-04",85.24202,85.417099,83.70752,84.86097,775149,61.868225
"2011-05-05",84.284241,86.199791,83.99588,85.406799,617556,62.266148
"2011-05-06",86.364571,86.61174,84.479919,84.6035,630956,61.6805
"2011-05-09",84.418129,85.726059,84.356331,85.61277,417918,62.416313
"2011-05-10",85.674561,87.85788,85.674561,87.7034,758254,63.940479
"2011-05-11",87.53862,87.53862,86.22039,86.498451,682807,63.062035
"2011-05-12",85.880539,86.83831,85.417099,86.498451,1079267,63.062035
"2011-05-13",86.807411,86.951599,85.70546,86.426369,535507,63.00946
"2011-05-16",86.210091,87.32235,85.92173,86.9104,640569,63.36235
"2011-05-17",86.560249,86.70443,85.365601,86.354271,572599,62.956909
"2011-05-18",86.70443,88.722969,85.890831,88.578789,1485921,64.578705
"2011-05-19",88.867149,89.104019,87.816681,88.54789,609788,64.556168
"2011-05-20",88.290421,88.32132,87.106079,87.796089,734076,64.008072
"2011-05-23",86.426369,87.713699,86.32338,87.281151,796414,63.632668
"2011-05-24",87.651901,88.00206,87.023689,87.579819,872638,63.850368
"2011-05-25",87.415039,88.4552,86.972191,88.249229,523466,64.338409
"2011-05-26",87.76519,90.0103,87.76519,89.84552,442679,65.50222
"2011-05-27",90.08239,91.019569,89.485069,90.93718,626004,66.298096
"2011-05-31",91.822861,92.69825,91.39032,92.69825,1128496,67.582008
"2011-06-01",92.54377,92.636459,90.14418,90.205971,755826,65.764999
"2011-06-02",90.30896,90.865089,88.85685,89.00103,729415,64.886543
"2011-06-03",87.83728,89.721939,87.83728,88.85685,665232,64.781425
"2011-06-06",88.795059,89.104019,87.353241,87.45623,742621,63.760307
"2011-06-07",88.06385,89.721939,87.569519,88.78476,861180,64.728828
"2011-06-08",88.403709,89.330589,86.84861,87.044281,973428,63.459957
"2011-06-09",87.39444,87.404739,84.44902,84.881561,1494952,61.883209
"2011-06-10",84.521111,84.69619,81.98764,82.430481,1239384,60.096264
"2011-06-13",82.337799,83.61483,81.78167,82.595261,1057322,60.216393
"2011-06-14",83.419159,85.190521,82.790939,84.902161,1128399,61.898224
"2011-06-15",84.902161,85.097839,82.440781,83.16169,942938,60.629349
"2011-06-16",83.213181,84.68589,82.276001,83.55304,858170,60.914658
"2011-06-17",84.562309,84.881561,83.75901,84.44902,1104318,61.567871
"2011-06-20",84.24305,87.106079,83.748711,86.797119,880503,63.279766
"2011-06-21",87.16787,87.868179,86.879509,87.651901,733591,63.902935
"2011-06-22",87.291451,88.76416,87.023689,87.579819,668048,63.850368
"2011-06-23",86.1689,86.1689,84.109169,85.046341,931772,62.003357
"2011-06-24",85.190521,85.715759,83.8414,84.407829,1047515,61.537834
"2011-06-27",84.6241,85.571579,84.24305,84.582901,650667,61.66547
"2011-06-28",84.871269,85.581871,84.098869,84.902161,886717,61.973698
"2011-06-29",85.489189,85.664261,84.510811,85.211121,905943,62.199226
"2011-06-30",85.53038,86.1586,84.963959,85.345001,1234432,62.296932
"2011-07-01",85.69516,87.651901,85.24202,87.487129,739319,63.860588
"2011-07-05",87.44593,88.795059,86.44696,88.59938,989643,64.672447
"2011-07-06",88.39341,89.46447,87.6931,89.330589,710384,65.206192
"2011-07-07",90.14418,90.494339,89.53656,90.15448,530749,65.807571
"2011-07-08",89.00103,90,88.640579,89.948509,360629,65.657227
"2011-07-11",88.053551,88.815651,87.00309,87.250259,629596,63.687672
"2011-07-12",86.9207,89.402679,86.817711,88.022659,634451,64.25148
"2011-07-13",88.280121,90.885689,87.46653,88.414009,1306092,64.537117
"2011-07-14",88.352211,89.134911,86.261589,86.29248,1044019,62.988552
"2011-07-15",86.632339,87.415039,86.1586,87.23996,657173,63.680161
"2011-07-18",87.033989,87.63131,85.736351,87.270859,724852,63.702721
"2011-07-19",87.83728,88.93924,87.6931,88.898041,645132,64.890465
"2011-07-20",89.07312,90.09269,88.93924,89.39238,704266,65.251297
"2011-07-21",90.09269,90.29866,89.54686,90.0103,768935,65.702347
"2011-07-22",89.979401,90.29866,89.515961,89.9897,385099,65.687286
"2011-07-25",88.99073,90.62822,88.76416,89.639549,809037,65.431725
"2011-07-26",89.45417,89.45417,88.094749,88.84655,517155,64.852867
"2011-07-27",88.516991,88.568489,84.871269,85.324409,1579914,62.281914
"2011-07-28",85.14933,86.024719,84.335739,85.118439,977603,62.131569
"2011-07-29",84.057671,85.16993,83.31617,84.46962,911575,61.657982
"2011-08-01",85.437691,85.715759,81.5242,82.45108,1119466,60.184536
"2011-08-02",81.946449,82.08033,78.341919,78.39341,1850338,57.222683
"2011-08-03",79.104019,80.61792,77.07518,80.23687,1811595,58.568287
"2011-08-04",78.93924,79.114311,75.31411,75.417099,1283565,55.050156
"2011-08-05",76.436661,76.77652,70.60762,72.018539,1947341,52.569382
"2011-08-08",70.14418,70.288361,65.13903,65.14933,2094350,47.55526
"2011-08-09",66.70443,73.22348,65.60247,72.99691,2225338,53.28355
"2011-08-10",70.823891,77.291451,70.195679,72.790939,2724043,53.133213
"2011-08-11",73.15139,77.868179,72.46138,76.38517,1511944,55.756779
"2011-08-12",76.745621,77.332649,74.098869,74.6138,1044408,54.463795
"2011-08-15",75.3862,77.209061,75.16993,76.343971,977700,55.726696
"2011-08-16",74.953659,76.1689,74.29454,74.46962,1314637,54.358555
"2011-08-17",75.13903,75.83934,74.23275,74.77858,1027901,54.584068
"2011-08-18",72.286301,72.78064,69.176109,70.288361,1281526,51.306465
"2011-08-19",69.248199,70.98867,67.61071,67.734299,1042660,49.442146
"2011-08-22",69.70134,69.70134,66.08651,67.84758,1336096,49.524837
"2011-08-23",68.30072,68.68177,66.580841,68.043251,1411154,49.66766
"2011-08-24",67.971161,68.661171,66.30278,68.208031,1438634,49.787941
"2011-08-25",68.867149,69.711639,65.252319,65.901131,1121020,48.104042
"2011-08-26",65.417099,67.744591,63.800205,67.7034,1192000,49.419594
"2011-08-29",68.85685,71.585991,68.671471,71.5448,1180833,52.223583
"2011-08-30",71.101959,72.584961,70.123581,72.286301,986342,52.764835
"2011-08-31",72.945419,74.500519,71.977341,74.39753,1827034,54.305931
"2011-09-01",73.964989,75.180229,73.213181,73.728111,1207439,53.817276
"2011-09-02",72.502579,74.366631,71.874359,72.595261,1268223,52.990372
"2011-09-06",70.09269,71.575691,69.14521,70.08239,1471356,51.156124
"2011-09-07",71.503609,73.820801,70.422241,73.717819,1111310,53.809765
"2011-09-08",73.480949,73.68692,71.184349,71.719879,922547,52.351383
"2011-09-09",70.968071,71.40062,68.06385,68.949539,1264436,50.329197
"2011-09-12",67.47683,68.032959,66.54995,67.950569,2056772,49.600002
"2011-09-13",68.403709,68.85685,66.889801,67.971161,1613996,49.61504
"2011-09-14",68.506691,70.803299,67.270859,70.23687,1625940,51.268867
"2011-09-15",71.040169,73.120491,70.267761,73.0793,1221227,53.343685
"2011-09-16",73.058701,74.22245,72.16272,74.129761,1490873,54.11047
"2011-09-19",72.409889,72.749741,70.84449,71.23584,805056,51.998074
"2011-09-20",71.596291,72.61586,70.84449,70.885689,778451,51.742477
"2011-09-21",71.019569,71.019569,65.870239,66.055611,1188990,48.216808
"2011-09-22",63.70752,64.201851,60.556129,61.740475,2068424,45.067009
"2011-09-23",61.277035,63.0896,60.60762,62.3069,1136847,45.480453
"2011-09-26",63.16169,63.872295,61.483006,63.748714,1083248,46.532902
"2011-09-27",65.24202,66.797119,64.438721,65.16993,1173162,47.570297
"2011-09-28",65.489189,65.68486,62.409885,62.512875,1044796,45.70303
"2011-09-29",64.109169,64.325439,61.874355,63.336765,1002849,46.30537
"2011-09-30",62.22451,62.92482,59.77343,59.886715,1693424,43.783058
"2011-10-03",60.133884,60.875385,56.53965,56.786819,1417175,41.516724
"2011-10-04",55.715755,60.288364,53.975285,60.133884,2326613,43.963749
"2011-10-05",59.814625,60.16478,56.725025,59.330585,1289294,43.376469
"2011-10-06",59.114315,61.266735,58.434605,60.45314,1218217,44.197174
"2011-10-07",60.710609,61.5242,58.37281,58.434605,1065284,42.721416
"2011-10-10",59.824924,62.14212,59.649845,62.121525,1004111,45.416924
"2011-10-11",62.214211,63.24408,60.401649,61.431515,1525538,44.912453
"2011-10-12",61.91555,63.862,61.359425,62.46138,1164035,45.665375
"2011-10-13",62.14212,62.976315,60.720905,62.36869,996246,45.59761
"2011-10-14",63.408855,64.634399,62.893925,64.181259,784374,46.922798
"2011-10-17",63.67662,63.8311,61.709579,62.018539,806610,45.34161
"2011-10-18",62.276005,65.3862,61.67868,64.881561,974690,47.434769
"2011-10-19",64.665291,65.334709,63.666325,63.903194,1050331,46.719486
"2011-10-20",63.872295,65.272919,62.976315,65.056641,995761,47.562771
"2011-10-21",66.179199,67.116379,65.561279,67.08548,847392,49.046059
"2011-10-24",67.31205,70.47374,67.06488,69.824921,1306772,51.048855
"2011-10-25",69.30999,69.30999,67.651901,67.6931,868462,49.490273
"2011-10-26",68.00206,69.876419,66.797119,69.557159,1170152,50.853096
"2011-10-27",73.110199,73.99588,71.21524,73.46035,1173259,53.706711
"2011-10-28",72.955719,73.800209,72.028839,73.254379,636393,53.556114
"2011-10-31",71.84346,73.213181,70.968071,71.050461,740679,51.944859
"2011-11-01",68.38311,70.030899,67.91967,68.558189,958086,50.122749
