"dates","PM.Open","PM.High","PM.Low","PM.Close","PM.Volume","PM.Adjusted"
"2010-04-09",52.759998,52.810001,52.029999,52.75,4844300,31.704767
"2010-04-12",52.860001,53.200001,52.740002,52.950001,5055600,31.824974
"2010-04-13",52.779999,52.82,52.080002,52.459999,4531800,31.530479
"2010-04-14",52.09,52.09,50.799999,51.299999,12739900,30.833279
"2010-04-15",50.650002,51.619999,50.650002,51.59,6596800,31.007566
"2010-04-16",51.450001,51.68,50.560001,50.740002,8822900,30.496689
"2010-04-19",50.549999,51.439999,50.549999,51.349998,5769800,30.863333
"2010-04-20",51.48,53.91,51.16,51.919998,6890900,31.205906
"2010-04-21",51.970001,52.869999,51.799999,51.990002,6611300,31.247974
"2010-04-22",50.380001,51.32,50.080002,51.240002,10098900,30.797203
"2010-04-23",51.18,51.23,50.599998,51.139999,6457700,30.737095
"2010-04-26",51.040001,51.139999,50.060001,50.130001,7802200,30.130051
"2010-04-27",50.009998,50.07,48.220001,48.439999,12135800,29.114288
"2010-04-28",48.669998,49.34,48.529999,49.09,9074100,29.50498
"2010-04-29",49.450001,50.299999,49.330002,49.580002,7819100,29.79948
"2010-04-30",49.470001,49.810001,49.02,49.080002,6884400,29.498964
"2010-05-03",49.32,49.68,49.150002,49.419998,6482700,29.703312
"2010-05-04",49.009998,49.75,48.860001,49,9986300,29.450878
"2010-05-05",48.889999,49.549999,48.5,48.709999,7506100,29.276583
"2010-05-06",48.5,48.91,44,47,16460800,28.248795
"2010-05-07",46.139999,47,45.919998,46.419998,14566200,27.9002
"2010-05-10",47.91,49.040001,47.700001,48.349998,9709700,29.060211
"2010-05-11",47.740002,48.630001,47.740002,48.349998,8924200,29.060211
"2010-05-12",47.93,48.310001,47.52,47.990002,8489700,28.843836
"2010-05-13",47.860001,48.189999,47.310001,47.360001,6602600,28.465179
"2010-05-14",47.27,47.470001,46.290001,46.560001,10548700,27.984344
"2010-05-17",46.599998,46.830002,45.889999,46.25,9076800,27.798021
"2010-05-18",46.439999,46.759998,45.369999,45.560001,10435700,27.383318
"2010-05-19",45.369999,46.52,45.099998,46.259998,11069300,27.804037
"2010-05-20",45.470001,45.919998,44.490002,44.549999,13066700,26.776258
"2010-05-21",43.900002,44.709999,43.380001,44.259998,16035700,26.601959
"2010-05-24",44.040001,44.720001,43.57,44.299999,12667000,26.625998
"2010-05-25",43.599998,43.919998,42.970001,43.720001,15891000,26.277399
"2010-05-26",43.849998,44.560001,43.549999,43.700001,14571200,26.265373
"2010-05-27",44.23,44.799999,44.09,44.700001,11520600,26.866409
"2010-05-28",44.759998,44.799999,44.02,44.119999,14109100,26.517809
"2010-06-01",43.77,44.59,43.509998,43.970001,9173500,26.427666
"2010-06-02",44.040001,45.060001,44.040001,45.049999,9575200,27.076782
"2010-06-03",45.060001,45.360001,44.689999,45.02,6411200,27.058744
"2010-06-04",44.57,44.75,43.509998,43.740002,11855100,26.289425
"2010-06-07",43.720001,44.25,43.07,43.169998,10536000,25.946821
"2010-06-08",43.130001,43.77,42.939999,43.73,11988100,26.283413
"2010-06-09",43.98,45.139999,43.779999,44.150002,11085700,26.535854
"2010-06-10",44.59,45.580002,44.59,45.110001,9979300,27.112839
"2010-06-11",44.84,44.939999,43.09,44.349998,15482400,26.656052
"2010-06-14",44.610001,45.950001,44.610001,45.57,11379200,27.389317
"2010-06-15",46.220001,46.220001,45.470001,45.560001,9119600,27.383318
"2010-06-16",45.389999,45.779999,45.130001,45.549999,6227700,27.377302
"2010-06-17",45.779999,45.959999,45.34,45.599998,7420800,27.407345
"2010-06-18",45.669998,46.279999,45.599998,45.91,13155400,27.593678
"2010-06-21",46.279999,46.639999,45.93,46.290001,10605200,27.822075
"2010-06-22",45.810001,46.009998,44.950001,44.990002,8248600,27.383827
"2010-06-23",45.959999,47.080002,45.900002,46.490002,15496300,28.296827
"2010-06-24",46.279999,46.720001,46.040001,46.43,13230100,28.260307
"2010-06-25",46.560001,47,45.900002,45.900002,17658200,27.937727
"2010-06-28",46,46.68,45.900002,46.290001,9271200,28.175087
"2010-06-29",45.900002,46.799999,45.540001,45.720001,11364000,27.828156
"2010-06-30",46.150002,46.360001,45.75,45.84,10800400,27.90119
"2010-07-01",45.77,46.68,45.549999,46.549999,12567400,28.333345
"2010-07-02",46.630001,46.880001,46.23,46.450001,6941700,28.27247
"2010-07-06",46.75,47.189999,46.34,46.77,9049400,28.467251
"2010-07-07",46.59,47.560001,46.389999,47.540001,11016500,28.935928
"2010-07-08",47.950001,48.68,47.669998,48.540001,8888200,29.54459
"2010-07-09",48.799999,48.900002,48.220001,48.59,5783600,29.575018
"2010-07-12",48.57,48.990002,48.259998,48.84,5136000,29.72719
"2010-07-13",49.119999,49.450001,49,49.299999,5681200,30.007172
"2010-07-14",49.18,49.73,48.959999,49.52,5539000,30.141071
"2010-07-15",49.619999,50.299999,49.330002,50.099998,8227500,30.494102
"2010-07-16",49.990002,50.889999,49.509998,49.669998,8352500,30.232382
"2010-07-19",49.509998,50.099998,49.43,49.959999,5500900,30.408897
"2010-07-20",49.66,50.75,49.630001,50.630001,6860200,30.816704
"2010-07-21",50.779999,50.860001,49.200001,49.889999,8481500,30.366282
"2010-07-22",50.380001,51.09,49.900002,50.84,8090500,30.944515
"2010-07-23",50.82,50.970001,50.27,50.66,7968500,30.834963
"2010-07-26",50.57,51.23,50.57,51.189999,5317700,31.157547
"2010-07-27",51.259998,51.380001,50.950001,51.34,7215100,31.248856
"2010-07-28",51.360001,51.450001,50.900002,51.040001,5187200,31.066256
"2010-07-29",51.16,51.549999,50.779999,51.18,7213200,31.151468
"2010-07-30",50.799999,51.299999,50.599998,51.040001,7115800,31.066256
"2010-08-02",51.470001,52,51.25,51.959999,6944000,31.626221
"2010-08-03",51.810001,52.5,51.810001,52.150002,6826800,31.741865
"2010-08-04",52.130001,52.5,51.959999,52.240002,4903000,31.79665
"2010-08-05",52.080002,52.09,51.700001,51.82,6634300,31.54101
"2010-08-06",51.529999,52.209999,51.23,52.189999,6231900,31.766214
"2010-08-09",52.380001,52.619999,52.169998,52.540001,6837600,31.97924
"2010-08-10",52.09,53.240002,52.049999,52.970001,8210600,32.240963
"2010-08-11",52.220001,52.470001,51.630001,51.75,7369600,31.498402
"2010-08-12",51.220001,52.16,51.18,51.849998,7476900,31.559277
"2010-08-13",51.59,52.279999,51.59,51.990002,6276000,31.644478
"2010-08-16",51.66,52.060001,50.959999,51.990002,5486600,31.644478
"2010-08-17",52.34,53.040001,51.990002,52.57,6503900,31.997507
"2010-08-18",52.549999,52.990002,52.220001,52.759998,9184200,32.113155
"2010-08-19",52.720001,52.720001,51.619999,52,9741700,31.65056
"2010-08-20",51.75,52.43,51.75,51.98,7730100,31.638395
"2010-08-23",52.099998,52.490002,51.709999,51.73,5506500,31.486225
"2010-08-24",51.310001,51.700001,51.060001,51.509998,7319800,31.352314
"2010-08-25",51.169998,51.75,50.93,51.52,10833600,31.358398
"2010-08-26",51.540001,51.84,50.540001,51.060001,6954300,31.078419
"2010-08-27",51.139999,51.630001,50.650002,51.439999,6943100,31.309717
"2010-08-30",51.080002,51.91,51.080002,51.43,3937900,31.303637
"2010-08-31",51.369999,51.77,51.02,51.360001,6513000,31.261026
"2010-09-01",51.880001,53.09,51.880001,52.970001,8452400,32.240963
"2010-09-02",52.970001,53.360001,52.869999,53.290001,6497500,32.435745
"2010-09-03",53.110001,54.099998,53.110001,54.040001,6718500,32.892242
"2010-09-07",53.919998,54.25,53.57,53.639999,5649600,32.648792
"2010-09-08",53.610001,53.860001,53.400002,53.619999,7384600,32.636608
"2010-09-09",53.68,53.970001,53.220001,53.75,7495000,32.715729
"2010-09-10",53.869999,54.869999,53.810001,54.599998,6993300,33.233089
"2010-09-13",54.959999,54.990002,54.32,54.77,6024400,33.336563
"2010-09-14",54.549999,55,54.259998,54.860001,7006900,33.391354
"2010-09-15",54.860001,55.599998,54.630001,55.540001,6853500,33.805252
"2010-09-16",55.200001,55.299999,54.810001,55.110001,7305200,33.54351
"2010-09-17",55.299999,55.900002,55.07,55.119999,9668900,33.549606
"2010-09-20",55.290001,56.23,55,55.950001,7959000,34.054794
"2010-09-21",56.029999,56.25,55.459999,56.040001,9415100,34.109573
"2010-09-22",55.130001,55.400002,54.900002,55.189999,8079000,33.980274
"2010-09-23",54.810001,55.639999,54.66,55.110001,5943700,33.931019
"2010-09-24",55.580002,56.5,55.560001,56.099998,6991400,34.54055
"2010-09-27",55.98,56.220001,55.450001,55.459999,5742800,34.146515
"2010-09-28",55.400002,56.189999,55.169998,56.080002,7329000,34.528252
"2010-09-29",55.970001,56.650002,55.75,56.32,6343600,34.676014
"2010-09-30",56.48,57.110001,55.810001,56.02,7636400,34.49131
"2010-10-01",56.040001,56.509998,55.450001,55.549999,7624400,34.201927
"2010-10-04",55.389999,55.709999,55.099998,55.290001,5167600,34.041851
"2010-10-05",55.66,55.970001,55.150002,55.349998,10135400,34.078793
"2010-10-06",55.400002,56.93,55.369999,56.310001,10977500,34.669865
"2010-10-07",56.560001,56.650002,55.950001,56.290001,6645900,34.657543
"2010-10-08",56.75,57.200001,56.599998,56.630001,6366700,34.866879
"2010-10-11",56.959999,57.16,56.330002,56.419998,3329800,34.737595
"2010-10-12",56.48,57.299999,56.400002,57.18,5307600,35.205521
"2010-10-13",57.389999,57.75,57.009998,57.360001,6376000,35.316341
"2010-10-14",57.400002,57.900002,57.389999,57.75,5885000,35.556465
"2010-10-15",58.02,58.779999,58.02,58.540001,13173400,36.042866
"2010-10-18",58.34,58.560001,58.060001,58.380001,6675100,35.944344
"2010-10-19",57.810001,58.040001,56.66,57.07,8711400,35.137787
"2010-10-20",57.220001,57.689999,57.009998,57.48,5809400,35.390217
"2010-10-21",56.880001,57.849998,56.490002,57.560001,6863900,35.439484
"2010-10-22",57.919998,58.290001,57.580002,58.130001,4375200,35.790424
"2010-10-25",58.529999,59.849998,58.470001,59.470001,9071800,36.615456
"2010-10-26",59.150002,59.529999,58.93,59.5,5663400,36.633919
"2010-10-27",58.970001,59.139999,58.380001,58.98,6200700,36.313774
"2010-10-28",59.27,59.700001,58.93,59.259998,5686200,36.486164
"2010-10-29",59.060001,59.259998,58.5,58.509998,6335200,36.024387
"2010-11-01",58.610001,59.310001,58.119999,58.290001,7299800,35.888931
"2010-11-02",58.380001,59,58.139999,58.459999,7546100,35.99361
"2010-11-03",58.599998,59.529999,58.400002,59.299999,6331200,36.510792
"2010-11-04",59.880001,60.830002,59.700001,60.82,8143400,37.446644
"2010-11-05",60.869999,60.869999,60.18,60.439999,7494700,37.212685
"2010-11-08",60.029999,60.389999,59.849998,60.220001,6237200,37.077236
"2010-11-09",60.009998,60.200001,59.41,59.560001,5744300,36.670868
"2010-11-10",59.48,59.790001,59.16,59.610001,5302300,36.701645
"2010-11-11",59.049999,59.860001,59.02,59.82,5694300,36.830956
"2010-11-12",59.66,59.880001,59.290001,59.639999,5838700,36.720127
"2010-11-15",59.610001,59.959999,59.349998,59.450001,4685000,36.603149
"2010-11-16",59.220001,59.509998,58.259998,58.540001,9158000,36.042866
"2010-11-17",58.68,58.939999,57.790001,57.790001,7483900,35.581085
"2010-11-18",58.509998,59.849998,58.34,59.450001,9374300,36.603149
"2010-11-19",59.459999,59.860001,58.970001,59.810001,7446400,36.824791
"2010-11-22",59.240002,59.529999,58.860001,59.48,7451000,36.621624
"2010-11-23",58.779999,58.959999,58.41,58.77,8530600,36.184471
"2010-11-24",59.18,59.290001,58.860001,59.209999,6333700,36.455372
"2010-11-26",58.919998,59.09,58.5,58.779999,2064500,36.190636
"2010-11-29",58.34,58.360001,57.330002,57.82,11539600,35.599567
"2010-11-30",57.48,57.580002,56.75,56.889999,11511900,35.026955
"2010-12-01",57.369999,57.970001,56.709999,57.700001,8113900,35.525673
"2010-12-02",57.509998,58.009998,57.299999,57.93,6584600,35.667297
"2010-12-03",57.599998,58.540001,57.459999,58.119999,7030100,35.784271
"2010-12-06",58.080002,58.650002,57.810001,58.529999,9234000,36.036713
"2010-12-07",58.959999,59.400002,58.889999,59.400002,10943400,36.572365
"2010-12-08",59.450001,59.5,59.080002,59.349998,6173000,36.541561
"2010-12-09",59.709999,59.799999,59.18,59.389999,4848900,36.566204
"2010-12-10",59.52,59.919998,58.889999,59,6760500,36.326077
"2010-12-13",59.049999,59.23,58.34,58.700001,7765600,36.141373
"2010-12-14",58.82,59.43,58.75,59.389999,5581900,36.566204
"2010-12-15",58.880001,59.599998,58.869999,59.41,6643400,36.578526
"2010-12-16",59.369999,59.740002,58.959999,59.709999,5942700,36.763226
"2010-12-17",59.669998,59.869999,59.169998,59.689999,11569500,36.750912
"2010-12-20",59.790001,60.139999,59.43,59.57,7457100,36.677025
"2010-12-21",59.41,59.549999,58.299999,58.48,6149600,36.396946
"2010-12-22",58.630001,58.939999,58.25,58.869999,4701000,36.63969
"2010-12-23",58.68,58.919998,58.380001,58.669998,2824500,36.515209
"2010-12-27",58.509998,58.77,58.43,58.599998,2641900,36.471645
"2010-12-28",58.580002,58.830002,58.220001,58.529999,3018800,36.428078
"2010-12-29",58.720001,58.93,58.509998,58.75,2783100,36.564995
"2010-12-30",58.639999,58.75,58.330002,58.490002,2303700,36.403179
"2010-12-31",58.48,58.849998,58.310001,58.529999,2738300,36.428078
"2011-01-03",58.880001,58.990002,58.43,58.669998,5053700,36.515209
"2011-01-04",58.48,58.950001,58.150002,58.669998,5779500,36.515209
"2011-01-05",58.799999,58.919998,57.790001,58.5,5635800,36.409405
"2011-01-06",58.25,58.400002,57.360001,57.720001,7922300,35.923946
"2011-01-07",57.23,57.490002,55.919998,56.419998,12085800,35.114849
"2011-01-10",56.43,56.740002,55.849998,56.509998,8867000,35.170856
"2011-01-11",56.75,56.950001,55.919998,56.02,7971000,34.865898
"2011-01-12",56.32,56.59,56,56.59,7355300,35.220646
"2011-01-13",56.369999,56.580002,56.110001,56.5,6032900,35.164635
"2011-01-14",56.290001,56.77,56.18,56.669998,5394100,35.270435
"2011-01-18",56.540001,57,55.98,56.220001,8001300,34.990376
"2011-01-19",56.290001,56.619999,56.16,56.59,7535000,35.220646
"2011-01-20",56.619999,56.869999,56.259998,56.490002,6740200,35.158417
"2011-01-21",56.82,57,56.259998,56.700001,10525700,35.28912
"2011-01-24",56.580002,57.18,56.25,57.099998,6127900,35.538067
"2011-01-25",56.869999,57.619999,56.720001,57.529999,5851600,35.805687
"2011-01-26",57.669998,57.75,57.34,57.380001,5347600,35.712326
"2011-01-27",57.549999,57.580002,56.939999,56.990002,6060600,35.469616
"2011-01-28",57.299999,57.310001,56.549999,56.599998,7435200,35.226879
"2011-01-31",56.84,57.27,56.459999,57.240002,6955400,35.625202
"2011-02-01",57.52,58.209999,57.5,57.720001,6181300,35.923946
"2011-02-02",57.48,57.759998,57.330002,57.68,4924700,35.899063
"2011-02-03",57.490002,58.09,57.490002,58.009998,4650800,36.104443
"2011-02-04",58.07,58.759998,57.91,58.669998,5990400,36.515209
"2011-02-07",58.91,59,58.459999,59,4570200,36.720592
"2011-02-08",59,59.110001,58.650002,59.060001,4411400,36.757946
"2011-02-09",58.610001,59.669998,58.5,59.540001,5387000,37.056683
"2011-02-10",59.290001,59.900002,58.889999,59.169998,7236200,36.826405
"2011-02-11",58.91,59.860001,58.869999,59.619999,5341300,37.106476
"2011-02-14",59.529999,59.77,59.09,59.740002,4933700,37.181156
"2011-02-15",59.459999,60.18,59.439999,59.889999,5315500,37.274517
"2011-02-16",60.119999,60.759998,59.939999,60.700001,5718100,37.778645
"2011-02-17",60.389999,60.880001,60.299999,60.84,5427200,37.865784
"2011-02-18",60.860001,61.639999,60.799999,61.43,5768600,38.232986
"2011-02-22",60.82,61.990002,60.5,61.540001,7172900,38.301456
"2011-02-23",61.549999,62.380001,61.5,61.98,9054600,38.575298
"2011-02-24",61.810001,63,61.790001,62.290001,7587600,38.76823
"2011-02-25",62.43,62.689999,62,62.25,5441100,38.74334
"2011-02-28",62.68,63.119999,62.400002,62.779999,7559500,39.0732
"2011-03-01",63.060001,63.630001,62.209999,62.27,7321700,38.755787
"2011-03-02",62.310001,63.330002,62.130001,62.919998,6570300,39.160347
"2011-03-03",63.349998,63.950001,63.099998,63.669998,9531500,39.627129
"2011-03-04",63.689999,63.880001,63.029999,63.5,12608500,39.521313
"2011-03-07",63.66,64.419998,63.52,63.639999,10173200,39.608452
"2011-03-08",63.849998,64.599998,63.779999,64.25,5591300,39.98811
"2011-03-09",64.169998,64.449997,63.889999,64.349998,4946700,40.050346
"2011-03-10",63.82,64.190002,63.59,63.759998,6675000,39.68314
"2011-03-11",63.43,63.98,63.369999,63.779999,5529200,39.695587
"2011-03-14",63.549999,63.84,63.23,63.580002,5935100,39.571102
"2011-03-15",62.490002,62.91,61.880001,62.700001,11350200,39.023415
"2011-03-16",62.439999,62.639999,61.450001,61.869999,11373200,38.50684
"2011-03-17",62.450001,62.779999,61.669998,61.790001,7963900,38.457054
"2011-03-18",61.700001,62.529999,61.349998,61.720001,11876800,38.413483
"2011-03-21",62.209999,63.529999,61.91,62.950001,6364200,39.179024
"2011-03-22",62.23,63.889999,62.209999,63.34,2472600,39.826653
"2011-03-23",63.259998,64.110001,63.080002,63.84,5225800,40.141037
"2011-03-24",64.050003,64.739998,63.799999,64.519997,6869100,40.568607
"2011-03-25",64.650002,65.470001,64.529999,65.120003,7119500,40.945881
"2011-03-28",65.379997,65.620003,65.169998,65.169998,4712700,40.977314
"2011-03-29",64.790001,65.290001,64.610001,65.260002,6213400,41.033901
"2011-03-30",65.849998,65.919998,65.239998,65.699997,7714000,41.310562
"2011-03-31",65.75,65.900002,65.339996,65.629997,7642000,41.266541
"2011-04-01",65.870003,66.019997,64.910004,64.93,6334500,40.826405
"2011-04-04",64.93,65.050003,64.489998,64.919998,7125200,40.820107
"2011-04-05",64.760002,65.970001,64.650002,65.550003,4984900,41.216248
"2011-04-06",65.75,66.050003,65.480003,65.809998,4979000,41.37973
"2011-04-07",65.620003,65.690002,65.07,65.68,6408000,41.297985
"2011-04-08",65.660004,66.040001,65.519997,65.830002,5467400,41.392303
"2011-04-11",66.269997,67.279999,66.25,66.830002,6952500,42.02108
"2011-04-12",66.589996,66.82,65.82,66.040001,5358400,41.524345
"2011-04-13",65.900002,66.209999,65.720001,66.110001,5847900,41.568371
"2011-04-14",65.980003,66.449997,65.830002,66.190002,6947900,41.618664
"2011-04-15",66.389999,66.739998,65.959999,66.559998,5609400,41.851303
"2011-04-18",66.080002,66.489998,65.480003,65.760002,5865500,41.348282
"2011-04-19",65.610001,66.190002,65.309998,66.129997,4527100,41.580917
"2011-04-20",66.849998,67.349998,66.419998,66.480003,5661300,41.801003
"2011-04-21",67.010002,68.209999,66.839996,67.610001,6478100,42.511517
"2011-04-25",67.75,67.910004,67.360001,67.599998,4779900,42.505238
"2011-04-26",67.800003,68.089996,67.339996,67.589996,8e+06,42.498932
"2011-04-27",67.529999,67.589996,66.940002,67.519997,6112300,42.454933
"2011-04-28",67.470001,69.220001,67.419998,69.029999,6409200,43.404373
"2011-04-29",69.160004,69.790001,68.629997,69.440002,5600000,43.662182
"2011-05-02",69.809998,69.919998,69.160004,69.309998,6088800,43.580448
"2011-05-03",69.029999,69.629997,68.849998,69.550003,7870000,43.731342
"2011-05-04",69.550003,69.830002,69.080002,69.349998,5015800,43.605583
"2011-05-05",69.18,69.449997,68.25,68.389999,6422100,43.001957
"2011-05-06",68.800003,69.389999,68.57,68.599998,6071600,43.134018
"2011-05-09",68.839996,69,68.169998,68.290001,5464700,42.939087
"2011-05-10",68.419998,68.489998,68.169998,68.279999,7360200,42.9328
"2011-05-11",68.300003,68.580002,67.980003,68.169998,6203500,42.863628
"2011-05-12",68.129997,68.25,67.949997,68.209999,6820300,42.888783
"2011-05-13",68.260002,69.080002,68.260002,68.309998,7165000,42.951664
"2011-05-16",68.019997,68.699997,67.839996,68.440002,6765700,43.033398
"2011-05-17",68.25,68.730003,68.239998,68.589996,4512600,43.127716
"2011-05-18",68.739998,69.400002,68.459999,69.279999,8409000,43.561584
"2011-05-19",69.550003,70.769997,69.540001,70.68,7536400,44.441856
"2011-05-20",70.610001,70.68,69.989998,70.190002,4671400,44.133766
"2011-05-23",69.410004,69.800003,68.910004,69.099998,5524500,43.448395
"2011-05-24",69,70.089996,68.910004,69.860001,6350000,43.92627
"2011-05-25",69.419998,69.709999,69.120003,69.489998,5681400,43.693623
"2011-05-26",69.449997,70.669998,69.07,70.300003,6382100,44.202934
"2011-05-27",70.239998,70.730003,70.199997,70.519997,3858500,44.341251
"2011-05-31",70.82,71.75,70.760002,71.75,8216000,45.114643
"2011-06-01",71.699997,71.75,71.029999,71.07,6768900,44.687088
"2011-06-02",70.919998,70.989998,69.629997,69.910004,6427200,43.957695
"2011-06-03",69.25,69.650002,68.760002,68.989998,5985700,43.379227
"2011-06-06",68.790001,68.989998,68.25,68.32,7685600,42.957954
"2011-06-07",68.599998,68.620003,67.790001,67.809998,8337900,42.637268
"2011-06-08",67.550003,68.32,67.120003,68.040001,6347100,42.781895
"2011-06-09",68.309998,68.610001,67.529999,68.120003,5635300,42.832203
"2011-06-10",67.82,68.080002,67.349998,67.349998,5328300,42.348042
"2011-06-13",67.300003,67.830002,66.800003,67.529999,8626400,42.46122
"2011-06-14",68.160004,69.510002,67.830002,68.919998,8348300,43.335217
"2011-06-15",68.589996,68.739998,66.519997,67.510002,7271300,42.44865
"2011-06-16",67.440002,68.029999,67.07,67.519997,5429900,42.454933
"2011-06-17",67.949997,69,67.949997,68.480003,8793900,43.058567
"2011-06-20",68.459999,69.410004,68.43,69.080002,4984300,43.435825
"2011-06-21",68.739998,68.879997,67.93,68.050003,5184600,43.188309
"2011-06-22",67.620003,67.830002,66.639999,66.650002,8345900,42.299793
"2011-06-23",66.279999,66.360001,65.510002,66.169998,7146100,41.995155
"2011-06-24",66.160004,66.160004,64.68,65.099998,10964100,41.316082
"2011-06-27",65.400002,66.160004,65.199997,65.919998,7110000,41.836483
"2011-06-28",66.160004,66.169998,65.519997,65.889999,4977400,41.817444
"2011-06-29",66.349998,66.610001,66.019997,66.169998,5401600,41.995155
"2011-06-30",66.449997,66.809998,66.059998,66.769997,5406400,42.37595
"2011-07-01",66.660004,67.139999,66.480003,66.75,5212800,42.363258
"2011-07-05",66.900002,68.160004,66.790001,67.190002,7157800,42.642506
"2011-07-06",67.32,68.589996,67.18,68.239998,6418300,43.308884
"2011-07-07",68.650002,69.379997,68.650002,69.139999,6035400,43.880089
"2011-07-08",68.639999,69.459999,68.470001,69.410004,5314400,44.051445
"2011-07-11",69.620003,69.650002,68.43,68.68,5363900,43.588139
"2011-07-12",68.629997,68.800003,67,67.099998,7765900,42.585388
"2011-07-13",67.449997,67.529999,66.610001,66.839996,4570300,42.420376
"2011-07-14",66.580002,66.900002,66.230003,66.419998,4561600,42.153809
"2011-07-15",66.620003,67.07,66.169998,66.93,5462700,42.477482
"2011-07-18",66.800003,67.440002,66.480003,66.830002,4252400,42.414036
"2011-07-19",67.160004,68.720001,67.059998,68.510002,6245100,43.480247
"2011-07-20",68.489998,68.5,67.18,68.190002,5556300,43.277168
"2011-07-21",69.75,71.760002,69.739998,71.489998,11095700,45.371525
"2011-07-22",71.379997,72.260002,71.300003,72.110001,7298100,45.765018
"2011-07-25",71.730003,72.32,70.910004,72.129997,5292500,45.777699
"2011-07-26",72.010002,72.5,71.599998,71.919998,4713400,45.644417
"2011-07-27",71.480003,72.559998,71.480003,71.769997,5796400,45.549229
"2011-07-28",71.889999,72.739998,71.610001,72.349998,6880200,45.917332
"2011-07-29",71.699997,71.989998,71.169998,71.169998,9143900,45.168442
"2011-08-01",71.620003,71.660004,69.860001,70.720001,6034800,44.882839
"2011-08-02",70.419998,70.889999,69.75,69.75,7059000,44.267216
"2011-08-03",69.910004,70,69.18,69.959999,7725000,44.40049
"2011-08-04",69.230003,69.370003,67.220001,67.400002,11139300,42.775784
"2011-08-05",68.050003,69.760002,67.120003,69.339996,14179900,44.007008
"2011-08-08",67.830002,69.169998,66.089996,66.269997,16489300,42.058613
"2011-08-09",66.580002,67.559998,64.230003,67.400002,19274200,42.775784
"2011-08-10",67.089996,67.169998,64.650002,64.900002,14335000,41.189137
"2011-08-11",65.269997,66.230003,64.769997,65.550003,13389700,41.601673
"2011-08-12",66.419998,66.809998,65.730003,66.629997,10255600,42.287094
"2011-08-15",66.919998,68.330002,66.68,68.330002,11101600,43.36602
"2011-08-16",67.870003,68.480003,67.339996,67.699997,7347100,42.96616
"2011-08-17",68.089996,69.720001,68.019997,69.059998,8695500,43.829292
"2011-08-18",67.860001,68.879997,67.629997,68.5,11290600,43.473888
"2011-08-19",67.639999,70.779999,67.639999,68.830002,11874700,43.683338
"2011-08-22",70.230003,70.540001,68.5,68.720001,8068300,43.613529
"2011-08-23",68.699997,70.300003,68.389999,70.269997,8924700,44.597229
"2011-08-24",70,70.580002,69.730003,70.139999,7765100,44.514751
"2011-08-25",70.110001,70.25,68.580002,68.870003,8085500,43.708725
"2011-08-26",68.800003,69.540001,67.760002,69.199997,7422300,43.918159
"2011-08-29",69.889999,70.68,69.800003,70.5,6213400,44.74321
"2011-08-30",70.309998,70.510002,69.800003,70.120003,6688100,44.502048
"2011-08-31",70.389999,70.639999,69.089996,69.32,9735100,43.994308
"2011-09-01",69.419998,70.07,69.07,69.300003,8491200,43.981621
"2011-09-02",68.769997,69.330002,68.120003,68.239998,6369800,43.308884
"2011-09-06",66.900002,67.919998,66.720001,67.809998,9626100,43.035984
"2011-09-07",68.279999,68.959999,67.940002,68.959999,9280000,43.765839
"2011-09-08",68.470001,68.980003,68.419998,68.550003,6845900,43.505627
"2011-09-09",68.050003,68.239998,65.5,65.900002,17242000,41.823799
"2011-09-12",64.980003,66.059998,64.419998,66.019997,28147800,41.899944
"2011-09-13",65.989998,66.459999,65.190002,65.970001,6781000,41.868233
"2011-09-14",66.849998,68.32,66.519997,67.589996,11287700,42.896355
"2011-09-15",68.309998,68.489998,67.660004,68.290001,7060200,43.340622
"2011-09-16",68.730003,69.269997,68,69.080002,15149600,43.842007
"2011-09-19",68.160004,68.57,67.650002,67.910004,11023400,43.099449
"2011-09-20",68.650002,69.169998,68.25,68.279999,7621700,43.334278
"2011-09-21",68.68,68.830002,66.709999,66.800003,8637700,42.394989
"2011-09-22",65.769997,65.769997,63.66,64.959999,16868000,41.227234
"2011-09-23",63.919998,64.089996,63.5,63.810001,10699100,40.983166
"2011-09-26",64.269997,64.690002,63.52,64.580002,8132000,41.477718
"2011-09-27",65.360001,65.540001,64.360001,64.709999,8374400,41.561207
"2011-09-28",64.989998,65.010002,63.259998,63.380001,6536200,40.706985
"2011-09-29",64.209999,64.779999,63.119999,64.010002,5979400,41.11161
"2011-09-30",63.48,64.150002,62.32,62.380001,9173800,40.064705
"2011-10-03",62.240002,63.290001,61.75,61.759998,10959400,39.666512
"2011-10-04",61.18,62.990002,60.450001,62.799999,1e+07,40.334469
"2011-10-05",63.470001,63.720001,62.810001,63.290001,7835900,40.649178
"2011-10-06",63.419998,64.599998,63.119999,64.580002,6452300,41.477718
"2011-10-07",64.959999,65.57,64.599998,65.129997,7334000,41.830956
"2011-10-10",65.919998,66.389999,65.529999,66.050003,4575700,42.421833
"2011-10-11",66.440002,66.449997,65.089996,65.300003,6601800,41.940136
"2011-10-12",65.919998,66.650002,65.309998,66.309998,8097100,42.588829
"2011-10-13",66.269997,66.75,65.82,66.449997,5656500,42.678745
"2011-10-14",67.190002,67.400002,66.900002,67.400002,7242200,43.288902
"2011-10-17",67.489998,68.059998,66.860001,67.040001,6575000,43.057686
"2011-10-18",66.68,67.059998,65.360001,66.309998,7378300,42.588829
"2011-10-19",66.510002,67.089996,65.980003,66.029999,5661600,42.408997
