"dates","UNP.Open","UNP.High","UNP.Low","UNP.Close","UNP.Volume","UNP.Adjusted"
"2010-06-17",37.924999,38.185001,37.195,38.110001,8972600,30.341623
"2010-06-18",38.139999,38.259998,37.904999,38.185001,8133600,30.40135
"2010-06-21",38.630001,39.174999,38.18,38.415001,7602000,30.584463
"2010-06-22",38.380001,38.435001,36.814999,36.915001,8256800,29.390232
"2010-06-23",37.035,37.125,36.195,36.98,9027800,29.441965
"2010-06-24",36.825001,36.825001,35.869999,36.014999,8275600,28.673664
"2010-06-25",36.16,36.555,35.855,36.360001,12364800,28.948353
"2010-06-28",36.549999,36.810001,36.189999,36.334999,4592000,28.928444
"2010-06-29",35.884998,35.884998,34.735001,35.064999,10232000,27.917324
"2010-06-30",35.075001,35.560001,34.674999,34.755001,7521000,27.670509
"2010-07-01",34.93,35.189999,33.915001,34.755001,12434600,27.670509
"2010-07-02",34.955002,35.264999,33.985001,34.185001,9758200,27.216707
"2010-07-06",34.98,34.98,33.455002,33.715,11420600,26.842506
"2010-07-07",33.855,35.154999,33.564999,35.119999,10801000,27.961119
"2010-07-08",35.365002,35.834999,35.049999,35.445,9312600,28.219864
"2010-07-09",35.445,36.055,35.439999,35.855,6433600,28.546284
"2010-07-12",35.634998,36.459999,35.509998,36.345001,7741000,28.936407
"2010-07-13",36.82,37.049999,35.845001,36.220001,10495600,28.836891
"2010-07-14",36.025002,36.509998,35.709999,36.294998,5165200,28.896603
"2010-07-15",36.325001,36.369999,35.665001,36.09,6939400,28.733389
"2010-07-16",35.889999,35.959999,34.23,34.404999,12628200,27.39187
"2010-07-19",34.595001,34.630001,33.75,34.185001,8725600,27.216707
"2010-07-20",33.695,34.84,33.419998,34.814999,10168200,27.718287
"2010-07-21",35.34,35.34,34.145,34.560001,8042400,27.515259
"2010-07-22",35.740002,36.919998,35.275002,36.200001,14054400,28.820972
"2010-07-23",36.330002,37.165001,36.275002,36.950001,8799600,29.418085
"2010-07-26",37.279999,38.244999,36.955002,37.73,8632200,30.039095
"2010-07-27",38,38,37.18,37.314999,6944600,29.708683
"2010-07-28",37.060001,37.459999,36.744999,37.355,9674000,29.740519
"2010-07-29",37.634998,37.904999,36.98,37.174999,6326000,29.597212
"2010-07-30",36.669998,37.564999,36.404999,37.334999,5592000,29.724606
"2010-08-02",37.904999,38.220001,37.41,38.130001,6252200,30.357563
"2010-08-03",37.935001,38.439999,37.599998,38.27,4042600,30.469015
"2010-08-04",38.285,38.625,38.169998,38.485001,4245800,30.64019
"2010-08-05",38.244999,38.895,38.119999,38.764999,6172200,30.863104
"2010-08-06",38.145,38.75,37.75,38.52,5655200,30.668051
"2010-08-09",38.794998,39.115002,38.490002,39.064999,5167800,31.101961
"2010-08-10",38.68,38.955002,38.209999,38.830002,4003400,30.914881
"2010-08-11",38.209999,38.220001,36.825001,37.139999,7218600,29.569357
"2010-08-12",36.689999,37.025002,36.255001,36.91,5105800,29.386244
"2010-08-13",36.709999,37.310001,36.625,36.724998,4186800,29.238953
"2010-08-16",36.115002,36.715,36.115002,36.544998,4083800,29.095642
"2010-08-17",36.990002,37.84,36.990002,37.424999,5138600,29.796274
"2010-08-18",37.424999,38.220001,37.200001,38,6380400,30.254045
"2010-08-19",37.724998,37.919998,36.779999,37.25,6128800,29.656927
"2010-08-20",36.860001,37.18,36.455002,37.130001,5507800,29.56139
"2010-08-23",37.27,37.445,36.345001,36.43,5622000,29.004082
"2010-08-24",36,36.200001,35.169998,35.970001,8177000,28.637852
"2010-08-25",35.580002,36.525002,35.285,36.084999,9455400,28.729403
"2010-08-26",36.330002,36.849998,36.07,36.205002,5875200,28.82494
"2010-08-27",36.389999,36.924999,35.950001,36.845001,9012800,29.468786
"2010-08-30",36.799999,37.195,36.154999,36.174999,3843400,28.932917
"2010-08-31",35.965,36.764999,35.845001,36.470001,4738400,29.168865
"2010-09-01",37.064999,38.345001,36.950001,38.189999,7177000,30.544525
"2010-09-02",38.244999,38.705002,38.165001,38.654999,4711400,30.916437
"2010-09-03",38.91,39.805,38.91,39.400002,6300800,31.512285
"2010-09-07",39.080002,39.59,39,39.18,5576400,31.336344
"2010-09-08",39.305,39.900002,39.209999,39.505001,6101400,31.596281
"2010-09-09",39.985001,40,39.064999,39.330002,5766600,31.456295
"2010-09-10",39.424999,39.75,39.264999,39.365002,4111400,31.484295
"2010-09-13",39.82,39.889999,39.375,39.625,5288400,31.692245
"2010-09-14",39.455002,40.084999,39.330002,39.849998,5570600,31.872206
"2010-09-15",39.57,40.075001,39.435001,39.540001,7027600,31.624264
"2010-09-16",39.455002,39.735001,39.224998,39.459999,4407600,31.560268
"2010-09-17",39.66,40.009998,39.334999,39.98,8484000,31.976177
"2010-09-20",40.095001,40.82,40.005001,40.369999,6986600,32.288094
"2010-09-21",40.630001,41.16,40.465,40.615002,5861800,32.484055
"2010-09-22",40.450001,40.689999,40.134998,40.299999,4537000,32.232121
"2010-09-23",39.950001,40.355,39.389999,39.584999,5364400,31.660231
"2010-09-24",39.985001,41.075001,39.82,41.049999,5487600,32.83197
"2010-09-27",41.115002,41.25,40.759998,40.825001,5401200,32.651997
"2010-09-28",40.869999,41.23,40.355,41.150002,5559000,32.911953
"2010-09-29",40.950001,41.540001,40.790001,41.125,4568400,32.891956
"2010-09-30",41.345001,41.48,40.555,40.900002,5448200,32.712006
"2010-10-01",40.805,40.904999,40.18,40.514999,7009400,32.404072
"2010-10-04",40.43,40.845001,39.66,40.014999,4207200,32.004169
"2010-10-05",40.625,41.285,40.325001,41.209999,4881800,32.959938
"2010-10-06",41.200001,41.645,41.115002,41.645,4409200,33.307846
"2010-10-07",41.845001,41.945,41.415001,41.814999,5667800,33.44381
"2010-10-08",41.950001,42.615002,41.625,42.43,5511000,33.93568
"2010-10-11",42.615002,42.875,42.299999,42.529999,3238200,34.015675
"2010-10-12",42.240002,42.240002,41.380001,41.73,7894400,33.375835
"2010-10-13",42.584999,43.66,42.584999,43.41,9363200,34.719505
"2010-10-14",43.200001,43.264999,42.485001,43.064999,7929400,34.443577
"2010-10-15",43.380001,43.485001,42.5,42.605,5769600,34.075657
"2010-10-18",42.790001,42.799999,42.439999,42.715,3524600,34.163631
"2010-10-19",42.255001,42.514999,41.580002,42.154999,5394600,33.715744
"2010-10-20",42.224998,43.035,42.224998,42.895,5431800,34.307602
"2010-10-21",42.145,42.705002,40.919998,42.630001,14529200,34.09565
"2010-10-22",42.535,43.189999,42.404999,43.154999,6005200,34.515553
"2010-10-25",43.544998,44.029999,43.404999,43.595001,6881000,34.86747
"2010-10-26",43.34,43.959999,43.16,43.68,5294200,34.935452
"2010-10-27",43.18,43.299999,42.189999,42.715,6491000,34.163631
"2010-10-28",43.055,43.349998,42.465,43.025002,4964000,34.411579
"2010-10-29",42.875,44.02,42.77,43.84,5309200,35.063404
"2010-11-01",44.330002,44.785,44.174999,44.450001,6591200,35.551308
"2010-11-02",44.919998,45,44.555,44.974998,5186400,35.971199
"2010-11-03",45.02,45.564999,44.904999,45.514999,6166600,36.403103
"2010-11-04",46.244999,46.355,45.41,45.860001,11058000,36.679035
"2010-11-05",45.59,46.25,45.279999,45.610001,5970000,36.479073
"2010-11-08",45.455002,46.110001,45.34,45.990002,4375200,36.783016
"2010-11-09",46.139999,46.145,45.165001,45.174999,6772400,36.131149
"2010-11-10",45.195,45.700001,44.945,45.700001,5235600,36.551056
"2010-11-11",45.41,45.869999,45.23,45.470001,5200400,36.367092
"2010-11-12",45.139999,45.669998,44.799999,45.145,5220600,36.107159
"2010-11-15",45.669998,46.189999,45.505001,45.645,5293800,36.507057
"2010-11-16",45.27,45.505001,44.654999,44.880001,6073400,35.895218
"2010-11-17",44.855,45.014999,44.645,44.955002,4249000,35.955208
"2010-11-18",45.404999,46.209999,45.404999,45.845001,6334000,36.66703
"2010-11-19",45.935001,46.040001,45.605,45.91,6698000,36.719009
"2010-11-22",45.799999,45.904999,44.740002,45.16,7923000,36.11916
"2010-11-23",44.695,44.724998,44.16,44.505001,7054600,35.595295
"2010-11-24",44.775002,45.485001,44.764999,45.375,5338200,36.291122
"2010-11-26",44.82,45.395,44.82,45.049999,1963400,36.182693
"2010-11-29",44.75,45.43,44.240002,45.325001,6001400,36.403564
"2010-11-30",44.915001,45.400002,44.68,45.055,6087000,36.186695
"2010-12-01",45.73,46.075001,45.525002,45.709999,6502800,36.71278
"2010-12-02",45.77,47.040001,45.77,46.830002,5118400,37.612331
"2010-12-03",46.544998,47.365002,46.544998,47.275002,4373000,37.969742
"2010-12-06",47.25,47.369999,47,47.209999,4481800,37.917534
"2010-12-07",47.57,47.889999,47.02,47.064999,8141600,37.801071
"2010-12-08",47.224998,47.235001,46.134998,46.235001,6137000,37.134445
"2010-12-09",46.715,46.799999,46.165001,46.400002,4818600,37.266964
"2010-12-10",46.685001,46.720001,45.759998,46.32,5286800,37.202709
"2010-12-13",46.375,46.615002,45.965,46.09,4886800,37.017975
"2010-12-14",46.27,46.544998,45.465,45.785,5489400,36.773026
"2010-12-15",45.650002,46.459999,45.615002,45.720001,5708000,36.72081
"2010-12-16",45.759998,46.259998,45.259998,46.145,6816800,37.06216
"2010-12-17",45.98,46.16,45.355,45.59,9725400,36.616402
"2010-12-20",45.625,45.790001,45.23,45.450001,4295000,36.503963
"2010-12-21",45.59,46.220001,45.52,46.029999,3886400,36.969795
"2010-12-22",46.029999,46.134998,45.735001,46.044998,2554400,36.981838
"2010-12-23",46.025002,46.119999,45.66,45.855,1933000,36.829239
"2010-12-27",45.73,46.169998,45.639999,46.005001,1776200,36.949726
"2010-12-28",45.990002,46.110001,45.625,45.955002,2083800,36.909565
"2010-12-29",46.080002,46.264999,45.82,46.075001,2251400,37.005936
"2010-12-30",46.125,46.195,45.865002,46.029999,1751000,36.969795
"2010-12-31",46,46.465,45.970001,46.330002,2538800,37.210751
"2011-01-03",46.91,47.275002,46.665001,46.845001,5404600,37.624374
"2011-01-04",47.005001,47.095001,45.990002,46.540001,5158600,37.379417
"2011-01-05",46.305,46.665001,46.174999,46.48,5207000,37.331223
"2011-01-06",46.365002,46.73,46,46.275002,4387800,37.166569
"2011-01-07",46.465,47.685001,46.465,47.59,8055400,38.222733
"2011-01-10",47.91,49.009998,47.654999,48.68,9886000,39.09819
"2011-01-11",49.080002,49.169998,48.5,48.735001,4963400,39.142361
"2011-01-12",49,49.279999,48.805,49.040001,4149200,39.387325
"2011-01-13",48.990002,49.744999,48.875,49.509998,4832200,39.764812
"2011-01-14",49.474998,49.634998,49.09,49.330002,5514000,39.620251
"2011-01-18",49.450001,49.615002,48.825001,49.080002,6357600,39.41946
"2011-01-19",49.139999,49.244999,48.404999,48.650002,7065000,39.074097
"2011-01-20",47.59,47.650002,46.560001,47.525002,13090200,38.170532
"2011-01-21",47.744999,48.075001,47.150002,47.255001,11316200,37.953678
"2011-01-24",47.134998,47.290001,46.939999,47.099998,7687400,37.829178
"2011-01-25",47.064999,47.5,46.224998,46.509998,12280800,37.355316
"2011-01-26",46.959999,47.389999,46.610001,47.060001,9282600,37.797054
"2011-01-27",47.325001,47.794998,47.32,47.669998,7309800,38.28698
"2011-01-28",47.73,47.794998,46.669998,46.77,7820400,37.56414
"2011-01-31",46.830002,47.560001,46.759998,47.314999,6642800,38.001858
"2011-02-01",47.689999,48,47.424999,47.715,5751600,38.323135
"2011-02-02",47.514999,47.77,46.990002,47.084999,4180000,37.817146
"2011-02-03",47.064999,47.345001,46.775002,46.799999,6116600,37.588223
"2011-02-04",46.785,47.264999,46.595001,47.125,3552800,37.849251
"2011-02-07",47.25,47.639999,47.060001,47.305,4222400,37.993839
"2011-02-08",47.330002,47.615002,47.174999,47.560001,4249000,38.198639
"2011-02-09",47.384998,48.145,47.305,47.924999,4058600,38.491791
"2011-02-10",47.75,49.029999,47.685001,48.755001,6204000,39.158424
"2011-02-11",48.634998,49.75,48.505001,49.509998,5866400,39.764812
"2011-02-14",49.57,49.625,48.974998,49.264999,4288600,39.568043
"2011-02-15",49.029999,49.224998,48.875,48.994999,3272200,39.351189
"2011-02-16",49.23,49.23,48.555,48.830002,5722200,39.218678
"2011-02-17",48.77,48.98,48.165001,48.91,6402400,39.282917
"2011-02-18",48.825001,48.860001,48.32,48.57,4424600,39.00985
"2011-02-22",48.060001,48.305,46.974998,47.16,5807000,37.877384
"2011-02-23",47.07,47.224998,45.755001,46.27,6389800,37.162556
"2011-02-24",45.959999,47.154999,45.880001,46.855,4704400,37.787579
"2011-02-25",47.150002,47.305,46.799999,47.014999,4265200,37.916607
"2011-02-28",47.139999,47.77,46.945,47.705002,5797400,38.473083
"2011-03-01",47.955002,47.955002,46.205002,46.334999,8211000,37.368214
"2011-03-02",46.294998,47.224998,46.275002,47.145,10251200,38.02145
"2011-03-03",47.544998,47.974998,47.395,47.77,5459200,38.525513
"2011-03-04",47.630001,47.895,47.215,47.68,5133800,38.452934
"2011-03-07",47.93,48.27,46.869999,47.279999,4278800,38.130333
"2011-03-08",47.43,48.310001,47.23,48.165001,3669000,38.844059
"2011-03-09",48.014999,48.145,47.450001,47.549999,4742000,38.348076
"2011-03-10",47,47.330002,46.395,47.029999,5057800,37.928707
"2011-03-11",46.990002,47.625,46.630001,47.384998,3511400,38.215019
"2011-03-14",47.084999,47.415001,46.59,47.02,3711400,37.920647
"2011-03-15",45.869999,46.799999,45.330002,46.509998,7008000,37.509342
"2011-03-16",46.314999,46.794998,45.529999,45.735001,6806800,36.884319
"2011-03-17",46.450001,47.445,46.294998,46.900002,7377400,37.823872
"2011-03-18",47.575001,48,47.07,47.509998,9018800,38.315815
"2011-03-21",47.900002,48.470001,47.674999,48.285,3865400,38.940849
"2011-03-22",48.099998,48.43,47.174999,47.314999,6370400,38.15855
"2011-03-23",47.25,47.404999,46.924999,46.959999,6548000,37.872269
"2011-03-24",47.264999,47.700001,47.035,47.685001,4162000,38.456951
"2011-03-25",47.825001,49,47.66,48.794998,6384000,39.352139
"2011-03-28",48.884998,49.189999,48.700001,48.810001,4912200,39.364254
"2011-03-29",48.709999,49.404999,48.560001,49.404999,3732600,39.844086
"2011-03-30",49.634998,49.715,48.93,48.935001,4929600,39.46505
"2011-03-31",48.700001,49.700001,48.685001,49.165001,4726600,39.650539
"2011-04-01",49.494999,49.619999,48.889999,49.134998,5584800,39.626354
"2011-04-04",49.195,49.395,48.834999,49.305,3072800,39.763439
"2011-04-05",49.150002,49.389999,48.82,48.900002,3778000,39.436836
"2011-04-06",49.215,49.215,48.395,48.695,3191000,39.271496
"2011-04-07",48.575001,48.799999,48,48.244999,4149400,38.908581
"2011-04-08",48.32,48.435001,47.290001,47.830002,4692200,38.573898
"2011-04-11",47.935001,48.125,47.189999,47.674999,5015400,38.448898
"2011-04-12",47.490002,48.549999,47.404999,48.27,6077800,38.928753
"2011-04-13",48.509998,48.66,48.145,48.450001,5753000,39.07391
"2011-04-14",48.009998,48.895,47.82,48.695,6045600,39.271496
"2011-04-15",48.775002,49.450001,48.450001,49.134998,5123000,39.626354
"2011-04-18",48.48,48.650002,47.82,48.380001,4481200,39.01746
"2011-04-19",48.380001,48.869999,48.240002,48.66,4212400,39.243275
"2011-04-20",49.435001,49.59,46.400002,48.035,13649000,38.739223
"2011-04-21",48.27,48.314999,47.75,48.029999,6756400,38.735195
"2011-04-25",47.985001,48.584999,47.869999,48.5,5242400,39.114227
"2011-04-26",48.799999,50.02,48.755001,49.990002,7600000,40.315895
"2011-04-27",50.215,51,49.904999,50.900002,8504600,41.049786
"2011-04-28",50.965,51.580002,50.935001,51.450001,8578400,41.493351
"2011-04-29",51.564999,51.904999,51.099998,51.735001,7137800,41.723186
"2011-05-02",51.915001,52.07,51.560001,51.810001,4715400,41.783688
"2011-05-03",51.735001,52.040001,51.355,51.919998,6724800,41.872395
"2011-05-04",51.790001,51.884998,50.16,50.279999,10722000,40.549774
"2011-05-05",50.075001,51.139999,49.709999,50.855,7931200,41.0135
"2011-05-06",51.544998,51.77,50.990002,51.169998,4958800,41.267536
"2011-05-09",51.095001,51.490002,50.785,51.235001,2924000,41.319954
"2011-05-10",51.41,52.384998,51.389999,52.244999,5111000,42.134483
"2011-05-11",52.125,52.189999,50.994999,51.23,4385600,41.315918
"2011-05-12",51.119999,51.599998,50.494999,51.215,5876400,41.303818
"2011-05-13",51.240002,51.494999,49.990002,50.23,6284600,40.509438
"2011-05-16",50.110001,51.029999,49.990002,50.5,6263600,40.7272
"2011-05-17",50.259998,50.599998,49.48,49.895,7213800,40.239288
"2011-05-18",50.064999,51.200001,49.564999,51.014999,4811200,41.142525
"2011-05-19",51.220001,52.169998,51.220001,51.395,5467000,41.448997
"2011-05-20",51.380001,51.564999,50.68,50.994999,4500200,41.126408
"2011-05-23",50.25,50.900002,49.830002,50.794998,6468600,40.965099
"2011-05-24",50.855,51.220001,50.645,50.790001,5509200,40.961071
"2011-05-25",50.605,51.439999,50.334999,51.290001,5368200,41.364304
"2011-05-26",50.834999,51.764999,50.595001,51.619999,4506600,41.824104
"2011-05-27",51.674999,52.080002,51.605,51.764999,2948000,41.941597
"2011-05-31",52.130001,52.5,51.73,52.485001,4619600,42.524971
"2011-06-01",52.465,52.59,50.41,50.43,6994200,40.859936
"2011-06-02",50.674999,51.490002,50.505001,51.110001,5171600,41.410912
"2011-06-03",50.259998,50.974998,49.950001,50.57,5812200,40.973366
"2011-06-06",50.450001,50.860001,50.049999,50.064999,3724800,40.564201
"2011-06-07",50.264999,50.709999,50.16,50.334999,4581600,40.782967
"2011-06-08",50.16,50.529999,49.845001,49.869999,5362400,40.406216
"2011-06-09",49.904999,50.860001,49.904999,50.645,4139800,41.034153
"2011-06-10",50.400002,50.59,49.709999,49.799999,5047800,40.349499
"2011-06-13",49.849998,50.740002,49.744999,50.32,5170800,40.770817
"2011-06-14",50.91,51.044998,50.695,50.84,5334000,41.192127
"2011-06-15",50.330002,50.724998,49.645,49.715,4802400,40.280628
"2011-06-16",49.650002,50.16,49.165001,49.395,6741400,40.021355
"2011-06-17",49.895,50.25,49.575001,50.005001,7114200,40.515594
"2011-06-20",49.93,51.09,49.794998,50.900002,4871600,41.240749
"2011-06-21",51.220001,51.845001,51.130001,51.419998,5184400,41.662075
"2011-06-22",51.244999,51.709999,50.865002,50.935001,4083400,41.269104
"2011-06-23",50.275002,50.845001,49.900002,50.814999,5913400,41.171875
"2011-06-24",50.805,50.869999,49.900002,50.02,5546800,40.527756
"2011-06-27",50.165001,50.389999,49.700001,50.005001,4819800,40.515594
"2011-06-28",50.139999,50.970001,49.965,50.865002,4205800,41.212399
"2011-06-29",51.215,52.110001,50.959999,51.5,5256800,41.726887
"2011-06-30",51.695,52.799999,51.48,52.200001,4759200,42.294048
"2011-07-01",52.299999,53.52,52.105,53.380001,5390600,43.250122
"2011-07-05",53.305,53.32,52.59,52.860001,3987600,42.828808
"2011-07-06",52.889999,53.805,52.785,53.294998,4832800,43.181255
"2011-07-07",53.860001,53.945,52.834999,53.125,5992600,43.043518
"2011-07-08",52.619999,52.93,51.73,52.150002,6793000,42.253529
"2011-07-11",51.634998,51.73,50.705002,51.139999,6196000,41.435207
"2011-07-12",51.16,51.195,50.564999,50.645,4178200,41.034153
"2011-07-13",50.939999,51.785,50.695,51.075001,4224000,41.382549
"2011-07-14",51.240002,51.305,49.845001,50.355,7163600,40.799171
"2011-07-15",50.529999,50.625,49.535,50.369999,4730200,40.811329
"2011-07-18",50.25,50.355,49.540001,50.25,4816600,40.714108
"2011-07-19",50.509998,50.994999,49.924999,50.275002,6168600,40.734352
"2011-07-20",50.709999,50.84,49.419998,49.915001,8490800,40.442673
"2011-07-21",50.994999,52.494999,50.805,52.200001,10891800,42.294048
"2011-07-22",52.139999,52.380001,51.639999,51.900002,4770200,42.05098
"2011-07-25",51.34,53,51.299999,52.43,5884800,42.480412
"2011-07-26",52.334999,52.41,51.525002,51.860001,4932400,42.018581
"2011-07-27",51.490002,52.025002,50.974998,51.099998,6804800,41.402794
"2011-07-28",51.099998,52.145,50.860001,51.584999,5392400,41.795753
"2011-07-29",50.945,51.650002,50.294998,51.240002,6020600,41.516239
"2011-08-01",51.735001,51.810001,49.849998,50.654999,7831400,41.04224
"2011-08-02",50.220001,50.689999,48.724998,48.794998,10539600,39.53521
"2011-08-03",48.950001,49.209999,48.084999,49.139999,9556000,39.814743
"2011-08-04",48.494999,48.73,46.34,46.389999,11360200,37.586613
"2011-08-05",47,47.16,44.884998,46.235001,12767600,37.461025
"2011-08-08",44.66,45.435001,43.625,43.724998,14233400,35.427353
"2011-08-09",44.605,46.02,42.875,45.945,12781000,37.226051
"2011-08-10",45.34,46.035,44.23,44.365002,10516600,35.945885
"2011-08-11",44.584999,46.68,44.255001,45.990002,9356400,37.26252
"2011-08-12",46.18,47.049999,45.900002,46.360001,5730600,37.562302
"2011-08-15",46.805,47.435001,46.369999,46.924999,6352200,38.020084
"2011-08-16",46.41,46.82,45.535,45.764999,6624000,37.080219
"2011-08-17",46.025002,46.650002,45.34,45.965,4099800,37.242249
"2011-08-18",43.974998,44.625,42.165001,43.025002,14648200,34.86018
"2011-08-19",42.43,43.650002,42.25,42.845001,11534800,34.714344
"2011-08-22",43.665001,44,42.849998,42.990002,8587200,34.831821
"2011-08-23",43.16,44.235001,42.41,44.215,9395200,35.824356
"2011-08-24",43.970001,44.580002,43.395,44.529999,6121800,36.079571
"2011-08-25",44.685001,44.950001,43.755001,44.23,6553800,35.836517
"2011-08-26",44.189999,44.974998,42.724998,44.775002,5848400,36.278091
"2011-08-29",45.110001,45.439999,44.755001,45.419998,5170000,36.996918
"2011-08-30",45.305,46.735001,45.125,46.375,7428800,37.774826
"2011-08-31",46.73,47.23,45.700001,46.084999,5257000,37.538612
"2011-09-01",46,46.855,45.474998,45.695,6189800,37.220921
"2011-09-02",44.955002,44.959999,43.959999,44.134998,4904000,35.950226
"2011-09-06",42.735001,44.355,42.5,44.259998,7086600,36.052059
"2011-09-07",44.915001,45,44.435001,44.860001,6038800,36.540775
"2011-09-08",44.544998,44.860001,44.049999,44.095001,5444400,35.91766
"2011-09-09",43.485001,43.790001,42.27,42.544998,8902000,34.655087
"2011-09-12",41.970001,42.48,41.075001,42.145,9590000,34.329258
"2011-09-13",42.360001,43.875,42.220001,43.735001,7973600,35.624409
"2011-09-14",43.889999,45.014999,42.634998,44.380001,6378800,36.149803
"2011-09-15",45.195,45.669998,44.759998,45.619999,6727200,37.15984
"2011-09-16",45.884998,46.130001,45.424999,45.82,5869400,37.322742
"2011-09-19",45.189999,45.189999,44.044998,44.814999,5596200,36.504128
"2011-09-20",45,45.279999,44.154999,44.189999,3778200,35.995029
"2011-09-21",44.040001,44.040001,41.505001,41.535,12300200,33.832386
"2011-09-22",40.445,41.689999,39.790001,41.220001,10823400,33.575817
"2011-09-23",41.125,41.855,40.904999,41.555,9221000,33.848686
"2011-09-26",41.939999,42.005001,40.98,41.860001,7218800,34.097134
"2011-09-27",42.689999,43.654999,42.154999,42.830002,5603200,34.887253
"2011-09-28",42.845001,43.154999,41.5,41.634998,5157600,33.913849
"2011-09-29",42.360001,42.75,41.77,42.610001,5296600,34.708038
"2011-09-30",41.799999,42.139999,40.830002,40.834999,7567000,33.262211
"2011-10-03",40.759998,41.52,39.900002,39.915001,7648200,32.512825
"2011-10-04",39.439999,41.884998,38.865002,41.744999,9600000,34.003456
"2011-10-05",41.849998,43.419998,41.310001,43.215,9601400,35.200832
"2011-10-06",43.119999,45.16,42.895,44.764999,10150800,36.463394
"2011-10-07",44.970001,45.025002,43.935001,44.400002,6381000,36.166092
"2011-10-10",45.040001,46,44.904999,46,4887600,37.46936
"2011-10-11",45.709999,46.75,45.52,46.154999,5470800,37.595623
"2011-10-12",46.325001,47.209999,45.860001,45.895,7081200,37.383842
"2011-10-13",45.59,45.599998,44.674999,45.055,6857600,36.6996
"2011-10-14",45.615002,46,45.244999,45.985001,3606400,37.457157
"2011-10-17",45.785,45.785,44.5,44.654999,4173800,36.373787
"2011-10-18",44.529999,46.654999,44.415001,46.200001,4879200,37.632271
"2011-10-19",46.400002,46.41,45.279999,45.48,5141400,37.045803
"2011-10-20",46.59,47.990002,46.5,47.294998,10843000,38.524208
"2011-10-21",47.715,48.5,47.490002,48.48,10311800,39.489456
"2011-10-24",48.455002,49.064999,48.34,48.705002,6428400,39.672718
"2011-10-25",48.264999,48.41,47.119999,47.84,8005200,38.968147
"2011-10-26",48.099998,49.25,47.889999,48.955002,8371600,39.876366
"2011-10-27",50.035,51.900002,49.935001,51.314999,10352400,41.79871
"2011-10-28",51.025002,51.48,50.759998,51.009998,6231200,41.550278
"2011-10-31",50.59,50.724998,49.755001,49.785,4993800,40.552456
"2011-11-01",48.084999,49.525002,47.52,48.415001,7924400,39.436508
"2011-11-02",49.18,49.77,48.73,49.494999,4774400,40.316219
"2011-11-03",50.294998,50.91,49.505001,50.744999,5944400,41.334408
"2011-11-04",50.009998,50.715,49.174999,50.619999,4949000,41.232597
"2011-11-07",50.400002,51.544998,49.805,50.84,4811800,41.411793
"2011-11-08",51.209999,51.27,49.779999,51.165001,5021800,41.676525
"2011-11-09",49.919998,50.084999,48.869999,49.18,6057000,40.059639
"2011-11-10",49.595001,50.419998,49.365002,50.189999,4188400,40.882332
"2011-11-11",50.830002,51.584999,50.799999,51.439999,3960600,41.900528
"2011-11-14",51.095001,51.605,50.91,51.485001,4947000,41.937176
"2011-11-15",51.235001,52.014999,50.595001,51.689999,4499600,42.104153
"2011-11-16",51.195,52.080002,50.77,51.005001,4818800,41.546196
"2011-11-17",50.77,51.07,49.82,50.459999,5709600,41.102268
"2011-11-18",50.584999,51.325001,50.285,51.02,4950200,41.558407
"2011-11-21",50.345001,50.535,48.75,49.205002,7613000,40.079998
"2011-11-22",49.279999,49.619999,48.935001,49.125,4826400,40.014832
"2011-11-23",48.560001,48.73,47.764999,48,4834600,39.098461
"2011-11-25",47.924999,48.455002,47.575001,47.580002,2543200,38.756363
"2011-11-28",48.895,49.485001,48.73,49.264999,4573600,40.383499
"2011-11-29",49.294998,50.349998,49.195,49.615002,4446600,40.670399
"2011-11-30",51.215,51.779999,50.845001,51.705002,6200000,42.383625
"2011-12-01",51.380001,51.825001,50.970001,51.465,5951400,42.186882
"2011-12-02",52,52.389999,51.195,51.345001,5508000,42.088509
"2011-12-05",52.244999,52.994999,51.845001,52.294998,4883200,42.867252
"2011-12-06",52.540001,52.580002,50.695,51.419998,6752800,42.149998
"2011-12-07",51.27,51.549999,50.490002,51.259998,4576200,42.018845
"2011-12-08",51.110001,51.110001,50.005001,50.185001,6297600,41.13765
"2011-12-09",50.275002,51.049999,49.955002,50.875,5152600,41.703251
"2011-12-12",50.389999,50.77,49.895,50.299999,3564600,41.231907
"2011-12-13",50.915001,51.5,49.779999,50.095001,6069800,41.063866
"2011-12-14",49.470001,49.919998,49.145,49.310001,7983000,40.42038
"2011-12-15",50,50.205002,48.91,49.395,6345600,40.490055
"2011-12-16",49.895,50.525002,49.615002,49.939999,9864800,40.936821
"2011-12-19",50.07,50.455002,49.139999,49.244999,5589000,40.367107
"2011-12-20",50.174999,50.830002,50.02,50.599998,5524800,41.477829
"2011-12-21",50.73,51.564999,49.965,51.509998,7196800,42.22377
"2011-12-22",51.540001,52.514999,51.424999,52.110001,5581800,42.715611
"2011-12-23",52.290001,53.009998,52.25,52.764999,3108800,43.252522
"2011-12-27",52.855,53.134998,52.599998,52.845001,1939000,43.318104
"2011-12-28",52.845001,52.994999,52.060001,52.235001,2448000,42.818073
"2011-12-29",52.5,52.775002,52.224998,52.674999,2414200,43.178741
"2011-12-30",52.880001,53.299999,52.705002,52.970001,3386000,43.42057
"2012-01-03",54.040001,54.549999,53.939999,54,5302800,44.264874
"2012-01-04",53.665001,54.595001,53.639999,54.389999,3944400,44.584564
