"dates","AVB.Open","AVB.High","AVB.Low","AVB.Close","AVB.Volume","AVB.Adjusted"
"2010-06-09",96.489998,100.519997,96.330002,97.089996,1836900,68.214005
"2010-06-10",98.379997,103.470001,98.129997,102.940002,1675100,72.324089
"2010-06-11",101.760002,103.449997,100.309998,103.230003,1145900,72.52787
"2010-06-14",104.220001,104.949997,102.400002,103.410004,1332200,72.654327
"2010-06-15",104,104.900002,102.809998,104.559998,1132500,73.462296
"2010-06-16",104.459999,104.870003,103.019997,103.639999,843100,72.815903
"2010-06-17",104.370003,105.650002,103.290001,105.360001,1215000,74.024368
"2010-06-18",105.739998,106.209999,103.449997,104,1323500,73.06884
"2010-06-21",106.690002,107.290001,102.660004,103.139999,774500,72.464615
"2010-06-22",103.400002,103.790001,99.400002,99.669998,1123000,70.026649
"2010-06-23",100.309998,100.5,97.389999,99.199997,853800,69.696449
"2010-06-24",98.5,98.849998,95.910004,96.169998,986900,67.567619
"2010-06-25",95.830002,101.019997,95.830002,100.720001,1855000,70.764366
"2010-06-28",100.379997,100.379997,97.379997,97.860001,741800,69.370026
"2010-06-29",96.589996,96.839996,93.699997,94.419998,1734100,66.931519
"2010-06-30",94.779999,96.43,93.209999,93.370003,1297900,66.187195
"2010-07-01",93.169998,94.110001,90.389999,92.889999,1371000,65.846939
"2010-07-02",93.139999,93.330002,90.559998,91.300003,928600,64.719826
"2010-07-06",93.370003,93.980003,88.830002,89.739998,1104300,63.613976
"2010-07-07",89.830002,94.809998,89.75,94.720001,1286400,67.144157
"2010-07-08",97.120003,98.209999,95.580002,97.690002,1678300,69.249519
"2010-07-09",96.980003,99.279999,96.980003,98.980003,912400,70.163963
"2010-07-12",98.660004,99.989998,97.459999,99.410004,650200,70.468781
"2010-07-13",100.879997,101.370003,99.660004,100.440002,1049000,71.198914
"2010-07-14",100.029999,100.660004,98.309998,99.769997,732800,70.723976
"2010-07-15",99.879997,100.809998,97.470001,100.489998,702100,71.23436
"2010-07-16",99.589996,99.989998,95.879997,96.43,920300,68.356331
"2010-07-19",96.889999,100,95.540001,99.32,1321900,70.404968
"2010-07-20",97.699997,101.220001,96.300003,100.940002,1321000,71.553345
"2010-07-21",101.050003,101.440002,98.529999,98.809998,1290600,70.043434
"2010-07-22",99.809998,103.400002,99.699997,102.730003,1319800,72.822227
"2010-07-23",102.019997,104.489998,100.279999,104.25,1134900,73.899696
"2010-07-26",104.25,106.949997,103.5,106.830002,876400,75.728584
"2010-07-27",107.029999,108.349998,105.489998,106.639999,970400,75.593918
"2010-07-28",105.580002,109,104.93,107.059998,1341900,75.891632
"2010-07-29",108.629997,108.629997,103.699997,104.589996,831400,74.140739
"2010-07-30",103.519997,106.260002,103.290001,105.089996,963900,74.495155
"2010-08-02",107.410004,107.669998,105.709999,106.889999,1499700,75.771133
"2010-08-03",106.790001,106.839996,105.050003,105.230003,950600,74.594383
"2010-08-04",102.389999,103.629997,101.309998,102.57,1874300,72.708786
"2010-08-05",101.559998,103.360001,101.540001,102.43,898200,72.609566
"2010-08-06",101.050003,102.470001,100.489998,101.339996,1118700,71.836868
"2010-08-09",102.440002,103.919998,101.349998,103.830002,780200,73.601982
"2010-08-10",102.879997,105.900002,102.529999,105,1624200,74.431351
"2010-08-11",101.510002,103.349998,100.830002,102.449997,1574700,72.623749
"2010-08-12",101.059998,102.290001,100.720001,101.470001,1190700,71.929047
"2010-08-13",101.330002,102.949997,101.230003,102.18,899500,72.432335
"2010-08-16",101.629997,103.139999,101.440002,102.220001,660100,72.460716
"2010-08-17",103.849998,105.75,102.839996,105.220001,1323300,74.587311
"2010-08-18",105.220001,106.099998,104.389999,105.5,953200,74.785789
"2010-08-19",104.949997,105.089996,103.209999,104.010002,1409600,73.729576
"2010-08-20",103.059998,104.68,102.449997,104.449997,836500,74.041481
"2010-08-23",105.019997,105.379997,103.830002,103.860001,747500,73.623245
"2010-08-24",102.279999,104.150002,101.510002,103.160004,771800,73.127052
"2010-08-25",102.779999,105.400002,102.129997,105.110001,998700,74.509354
"2010-08-26",105.889999,106.489998,103.290001,103.620003,948400,73.453087
"2010-08-27",104.510002,104.910004,102.040001,103.849998,1328200,73.61615
"2010-08-30",103.690002,104.610001,102.809998,102.870003,752500,72.921455
"2010-08-31",102.790001,105.440002,102.18,105.220001,1054900,74.587311
"2010-09-01",107,108.629997,106.110001,108.5,1571900,76.912407
"2010-09-02",108.870003,109.370003,107.849998,108.349998,1057600,76.806053
"2010-09-03",109.839996,110.480003,109.080002,110.389999,844500,78.25219
"2010-09-07",109.050003,109.82,108.389999,108.440002,825200,76.869873
"2010-09-08",109.209999,109.459999,107.849998,108.370003,640800,76.820236
"2010-09-09",109.699997,110,106.099998,106.389999,719000,75.416687
"2010-09-10",106.690002,107.330002,106.160004,107.089996,429100,75.912895
"2010-09-13",107.879997,109.029999,107.110001,108.980003,951400,77.252655
"2010-09-14",108.300003,110.139999,107.529999,109.459999,866900,77.592926
"2010-09-15",109.300003,111.709999,109.18,111.580002,916000,79.095734
"2010-09-16",111.309998,111.580002,110.349998,110.510002,721800,78.337227
"2010-09-17",111.019997,111.25,109.580002,109.660004,1285500,77.734695
"2010-09-20",110.379997,112.919998,109.839996,112.239998,1045200,79.563591
"2010-09-21",112.339996,112.370003,109.110001,109.260002,1083200,77.451118
"2010-09-22",109.040001,109.559998,107.07,107.459999,1340500,76.175171
"2010-09-23",106.25,107.370003,103.25,103.580002,1520600,73.424736
"2010-09-24",105.129997,107.120003,104.800003,106.900002,1063600,75.778198
"2010-09-27",106.690002,106.690002,104.620003,104.970001,931700,74.410088
"2010-09-28",105.25,105.989998,103.18,105.849998,905200,75.033882
"2010-09-29",104.889999,104.889999,103.410004,104,799100,74.349731
"2010-09-30",104.610001,106.169998,103.5,103.93,1258600,74.29969
"2010-10-01",105.209999,105.32,103.169998,105.129997,938800,75.15757
"2010-10-04",104.669998,106.199997,104.669998,106,876800,75.779541
"2010-10-05",106.730003,106.839996,105.43,106.57,1363100,76.187042
"2010-10-06",106.410004,106.699997,104.279999,104.529999,1187700,74.728638
"2010-10-07",105.150002,105.449997,104.190002,104.510002,727800,74.714333
"2010-10-08",104.849998,106.019997,103.559998,105.760002,692100,75.607986
"2010-10-11",105.720001,107.5,105.669998,106.970001,601500,76.473
"2010-10-12",106.809998,109.900002,106.309998,109.639999,1145500,78.38179
"2010-10-13",109.93,111.580002,109.400002,110.800003,978000,79.211067
"2010-10-14",110.800003,110.800003,109.010002,109.870003,751200,78.546211
"2010-10-15",110.959999,111,109.110001,110.050003,801400,78.674866
"2010-10-18",109.949997,112.43,109.910004,112.400002,709800,80.354912
"2010-10-19",111.300003,112.330002,109,109.440002,801300,78.238792
"2010-10-20",109.889999,114.110001,109.889999,112.669998,968900,80.547928
"2010-10-21",112.360001,113.050003,110.269997,110.480003,946000,78.982292
"2010-10-22",110.900002,111.480003,109.650002,110.080002,729700,78.69635
"2010-10-25",110.940002,111.110001,109.589996,109.730003,720200,78.446129
"2010-10-26",109.25,109.980003,108.68,109.360001,607700,78.181602
"2010-10-27",108.610001,109.18,107.449997,108.400002,774600,77.4953
"2010-10-28",108.790001,109.690002,104.849998,105.800003,893900,75.636574
"2010-10-29",105.470001,106.720001,105.040001,106.309998,613700,76.001152
"2010-11-01",106.720001,108.190002,105.940002,106.889999,696300,76.415817
"2010-11-02",108.110001,108.610001,107.279999,108.309998,630900,77.430954
"2010-11-03",108.080002,110.230003,107.550003,110.160004,840700,78.753525
"2010-11-04",111.639999,113.339996,110.120003,113.089996,917200,80.84819
"2010-11-05",113.239998,115,111.940002,113.330002,851100,81.01976
"2010-11-08",112.709999,112.93,109.790001,110.650002,665800,79.103836
"2010-11-09",111.160004,111.160004,105.290001,106.050003,1446100,75.815315
"2010-11-10",106.720001,109.360001,106.5,109.190002,778300,78.060081
"2010-11-11",108.419998,109.419998,107.970001,108.660004,578400,77.681213
"2010-11-12",107.839996,109.769997,107.82,108.830002,748000,77.802719
"2010-11-15",109.059998,110.480003,107.980003,108.050003,739200,77.245079
"2010-11-16",107.230003,107.989998,103.519997,104.550003,1048200,74.742943
"2010-11-17",104.839996,107.099998,104.18,106.480003,813900,76.122726
"2010-11-18",107.910004,108.129997,106.620003,107.360001,711500,76.751816
"2010-11-19",106.949997,109.089996,106.440002,109.059998,770500,77.967133
"2010-11-22",108.510002,109.769997,107.849998,109.449997,647700,78.245918
"2010-11-23",108.150002,108.989998,107.720001,108.5,612300,77.56678
"2010-11-24",109.809998,110.980003,109.25,110.449997,542100,78.960854
"2010-11-26",109.510002,110.410004,109.239998,109.900002,160700,78.567657
"2010-11-29",109.160004,110.269997,108.190002,110.120003,615300,78.724945
"2010-11-30",108.879997,111.360001,108.879997,110.330002,1134100,78.875069
"2010-12-01",111.809998,112.209999,110.050003,111.699997,1060500,79.854469
"2010-12-02",111.889999,113.510002,111.739998,113.410004,988700,81.07695
"2010-12-03",113.010002,114.75,112.82,114.440002,782100,81.813316
"2010-12-06",114.160004,114.839996,112.589996,114.400002,662600,81.784737
"2010-12-07",115.489998,116.089996,114.580002,114.800003,817400,82.070686
"2010-12-08",114.669998,115.349998,110.82,111.739998,874600,79.883064
"2010-12-09",112.230003,112.790001,110.18,110.480003,615000,78.982292
"2010-12-10",111.190002,113.860001,110.709999,113.120003,582100,80.869606
"2010-12-13",113.370003,113.5,111.919998,112.169998,570500,80.190468
"2010-12-14",111.959999,112.82,109.980003,110.400002,486600,78.925087
"2010-12-15",110.190002,111.190002,108.599998,108.760002,598000,77.75267
"2010-12-16",109.07,109.620003,107.32,107.769997,846400,77.044914
"2010-12-17",107.550003,109.309998,107.550003,108.949997,1054300,77.888481
"2010-12-20",109.089996,110.610001,108.849998,110.349998,347600,78.889336
"2010-12-21",110.82,111.419998,109.720001,111.199997,498200,79.497009
"2010-12-22",111.099998,112.260002,110.080002,111.050003,761200,79.389801
"2010-12-23",111.150002,111.599998,110.150002,110.660004,420400,79.110977
"2010-12-27",110.43,112.769997,110.150002,112.599998,344500,80.497879
"2010-12-28",111.860001,113.099998,111.010002,112.980003,412000,81.41526
"2010-12-29",113.129997,113.209999,112.260002,112.900002,436400,81.357582
"2010-12-30",112.410004,113.699997,112.199997,113.019997,388900,81.444046
"2010-12-31",113.150002,113.480003,112.550003,112.550003,426900,81.105347
"2011-01-03",113.269997,114.360001,113.080002,113.809998,761100,82.013329
"2011-01-04",114.089996,114.589996,111.010002,111.68,802200,80.478424
"2011-01-05",111.330002,112.290001,111.040001,111.989998,537900,80.701836
"2011-01-06",111.989998,112.220001,110.260002,110.709999,527600,79.779442
"2011-01-07",111.019997,111.519997,109.010002,109.510002,515100,78.914703
"2011-01-10",109.07,109.889999,108.260002,109.209999,566200,78.698494
"2011-01-11",109.120003,110.050003,108.209999,109.160004,472700,78.662506
"2011-01-12",110.900002,112.110001,110.279999,111.169998,678700,80.110916
"2011-01-13",111.160004,111.5,110.300003,111.449997,511200,80.312691
"2011-01-14",111.440002,112.599998,111.230003,112.5,619600,81.069336
"2011-01-18",112.669998,113.459999,111.5,113.269997,519000,81.624191
"2011-01-19",112.989998,113.379997,112.129997,112.470001,799400,81.047729
"2011-01-20",112.370003,113.230003,111.309998,112.230003,784300,80.874763
"2011-01-21",112.779999,113.160004,111.889999,112.830002,534400,81.307121
"2011-01-24",112.949997,113.82,112.309998,113.059998,452200,81.472862
"2011-01-25",111.959999,114.690002,111.959999,114.650002,687200,82.61866
"2011-01-26",114.760002,115.650002,113.510002,115.540001,633500,83.260017
"2011-01-27",116.019997,116.830002,115.059998,116.169998,620900,83.713997
"2011-01-28",116.349998,116.809998,113.43,113.779999,513300,81.99173
"2011-01-31",114.300003,116.349998,114.269997,115.93,639100,83.541046
"2011-02-01",116.580002,116.839996,113.879997,115.529999,592500,83.252823
"2011-02-02",115.209999,116.309998,114.440002,114.650002,537400,82.61866
"2011-02-03",114.82,116.989998,114.690002,115.459999,804400,83.202362
"2011-02-04",115.139999,115.5,112.919998,113.800003,797300,82.006142
"2011-02-07",114.019997,115.040001,113.790001,114.75,557000,82.690735
"2011-02-08",114.639999,114.980003,114.269997,114.75,553600,82.690735
"2011-02-09",114.75,115.169998,114.089996,115.050003,457500,82.906906
"2011-02-10",114.529999,115.800003,114.269997,115.410004,467900,83.166344
"2011-02-11",115.080002,116.220001,113.949997,116,501900,83.591492
"2011-02-14",115.779999,116.5,115.050003,116.089996,386700,83.656357
"2011-02-15",114.860001,116.5,114.860001,116.080002,372000,83.649155
"2011-02-16",116.25,117.370003,115.129997,115.830002,452800,83.468994
"2011-02-17",116.360001,116.650002,115.370003,115.690002,376500,83.368126
"2011-02-18",115.900002,116.720001,115.5,116.07,443500,83.641937
"2011-02-22",115.07,116.699997,114.910004,115.129997,612400,82.964554
"2011-02-23",115.360001,115.959999,113.970001,114.709999,772700,82.661873
"2011-02-24",114.43,115.230003,113.470001,114.690002,1204000,82.647484
"2011-02-25",115.379997,118.110001,115.139999,118.110001,1232500,85.112
"2011-02-28",118.410004,121.360001,117.82,121.029999,1083700,87.216164
"2011-03-01",121.110001,121.650002,116.949997,117.099998,915600,84.384178
"2011-03-02",117.099998,117.120003,115.010002,115.480003,851000,83.216766
"2011-03-03",116.620003,117.57,116.199997,117.440002,678400,84.629189
"2011-03-04",117.339996,118.43,114.839996,115.029999,1213400,82.892494
"2011-03-07",115.730003,115.900002,113.169998,113.860001,867200,82.049385
"2011-03-08",114.449997,115.849998,114.279999,114.970001,744100,82.849251
"2011-03-09",114.940002,116.68,114.160004,116.419998,798600,83.894127
"2011-03-10",115.029999,115.949997,114.559998,115.239998,696000,83.043816
"2011-03-11",114.839996,117.790001,114.459999,117.650002,706300,84.78051
"2011-03-14",116.720001,117.32,115.5,115.910004,494300,83.526657
"2011-03-15",113.330002,117.360001,113,116.080002,784900,83.649155
"2011-03-16",116.129997,116.129997,114.360001,115.370003,943600,83.137512
"2011-03-17",116.940002,117.199997,115.269997,116.980003,710000,84.297714
"2011-03-18",118.279999,118.57,117.059998,117.449997,910000,84.636375
"2011-03-21",118.769997,118.919998,117.720001,118.089996,618000,85.097588
"2011-03-22",118.199997,118.650002,116.739998,117.209999,537400,84.463432
"2011-03-23",116.559998,116.959999,114.360001,115.839996,900200,83.476219
"2011-03-24",116.330002,116.959999,114.970001,116.940002,721700,84.268875
"2011-03-25",116.980003,117.980003,116.519997,117.400002,338500,84.600365
"2011-03-28",117.68,118.089996,116.849998,117.650002,513300,84.78051
"2011-03-29",117.300003,118.419998,116.239998,118.089996,430000,85.097588
"2011-03-30",118.050003,118.300003,117.059998,118.199997,525700,85.825874
"2011-03-31",117.970001,120.330002,117.970001,120.080002,621400,87.190933
"2011-04-01",120.849998,121.389999,120.029999,120.860001,595000,87.757301
"2011-04-04",120.959999,121.150002,119.199997,119.75,550100,86.951355
"2011-04-05",119.580002,120.849998,119.290001,119.959999,380800,87.103828
"2011-04-06",120.349998,120.389999,119.599998,120.099998,378900,87.205482
"2011-04-07",119.739998,120.18,118.910004,119.300003,599900,86.624588
"2011-04-08",119.910004,120,117.57,118.010002,623300,85.687912
"2011-04-11",118.379997,119.559998,118.209999,118.419998,468100,85.985619
"2011-04-12",117.959999,118.830002,117.830002,118.400002,478800,85.9711
"2011-04-13",119.730003,119.730003,118.529999,119,639500,86.406769
"2011-04-14",118.580002,119.849998,118.400002,119.449997,1525700,86.733521
"2011-04-15",119.839996,121.309998,119.730003,121.099998,1082400,87.931564
"2011-04-18",119.669998,120.139999,118.82,119.349998,729900,86.660904
"2011-04-19",119.410004,120.150002,118.919998,119.879997,544700,87.045708
"2011-04-20",121.330002,122.519997,120.120003,122.220001,491100,88.744835
"2011-04-21",122.309998,123.190002,121.43,122.989998,399500,89.303925
"2011-04-25",122.970001,125.370003,122.510002,124.75,567000,90.581871
"2011-04-26",125.199997,126.360001,124.57,125.839996,489100,91.373322
"2011-04-27",125.5,126.699997,125.269997,126.629997,459300,91.946953
"2011-04-28",126.599998,130,126.029999,128.470001,1064600,93.282997
"2011-04-29",128.759995,128.990005,126.400002,126.610001,956000,91.932449
"2011-05-02",127.790001,128.210007,125.690002,127.18,771200,92.346313
"2011-05-03",127,128.240005,125.43,127.07,625300,92.266441
"2011-05-04",126.940002,127.849998,126.300003,126.980003,718700,92.201103
"2011-05-05",126.959999,129.080002,126.169998,127.800003,639000,92.796494
"2011-05-06",129.139999,129.139999,125.459999,126.089996,628200,91.554855
"2011-05-09",126.160004,127.230003,125.290001,126.699997,410600,91.997787
"2011-05-10",127.089996,129.119995,127.059998,128.940002,508500,93.62426
"2011-05-11",129.139999,129.139999,127.620003,128.270004,761800,93.137779
"2011-05-12",127.529999,127.800003,126.360001,127.550003,579000,92.614975
"2011-05-13",127.830002,127.830002,126.43,126.93,621100,92.16478
"2011-05-16",126.730003,128.210007,126.199997,127.050003,396300,92.251907
"2011-05-17",126.739998,127.68,126.269997,127.68,514600,92.709358
"2011-05-18",127.660004,128.339996,126.68,128,369100,92.941704
"2011-05-19",128.350006,129.350006,127.839996,129.059998,359700,93.711411
"2011-05-20",129,129.240005,127.099998,127.099998,621100,92.288216
"2011-05-23",125.610001,126.559998,124.919998,125,767300,90.763405
"2011-05-24",126.089996,127.059998,125.099998,126.860001,776100,92.113953
"2011-05-25",126.559998,128.080002,125.419998,127.43,388800,92.527847
"2011-05-26",126.830002,129.850006,126.639999,129.470001,555400,94.009109
"2011-05-27",129.929993,130,128.580002,130,408300,94.393936
"2011-05-31",130.550003,133.100006,129.880005,133.070007,1239400,96.623077
"2011-06-01",132.460007,132.720001,129.669998,129.720001,813400,94.190628
"2011-06-02",129.979996,131.100006,128.559998,128.759995,736900,93.493561
"2011-06-03",127.779999,131.830002,127.510002,131.240005,839100,95.294312
"2011-06-06",130.580002,131.270004,129.729996,129.970001,806400,94.372154
"2011-06-07",130.990005,133.839996,130.809998,132.279999,1010600,96.049431
"2011-06-08",131.899994,133.509995,131.539993,132.619995,887600,96.296318
"2011-06-09",132.770004,132.880005,131.009995,132.630005,883700,96.303596
"2011-06-10",132.139999,132.539993,129.820007,130,981300,94.393936
"2011-06-13",130.639999,131.520004,130.029999,131,992300,95.120041
"2011-06-14",131.759995,132.710007,131.279999,132.660004,1047400,96.325386
"2011-06-15",131.559998,132,129.429993,130.300003,981200,94.611763
"2011-06-16",130.300003,130.600006,127,128.729996,1565300,93.471786
"2011-06-17",129.850006,130.119995,128.339996,129.080002,1332400,93.725922
"2011-06-20",128.919998,132.179993,128.919998,131.740005,896900,95.657364
"2011-06-21",132,132.779999,130.979996,131.770004,686000,95.679146
"2011-06-22",131.360001,132.960007,131.229996,131.490005,878800,95.47583
"2011-06-23",129.910004,130,126.449997,127.610001,1524800,92.658546
"2011-06-24",127.720001,128.889999,126.739998,127.5,1191000,92.57869
"2011-06-27",127.82,128.169998,127.089996,127.559998,739900,92.622223
"2011-06-28",127.669998,128.130005,126.419998,127.349998,833800,93.121628
"2011-06-29",128,128.350006,127.129997,127.849998,920100,93.487267
"2011-06-30",128.339996,128.970001,127.75,128.399994,1006000,93.889465
"2011-07-01",128.809998,132.899994,128.419998,132.559998,857400,96.931358
"2011-07-05",132.240005,134.550003,131.789993,134.389999,716000,98.26947
"2011-07-06",133.490005,135.589996,132.910004,135.539993,746300,99.110397
"2011-07-07",136,137.850006,135.830002,137.539993,949300,100.572845
"2011-07-08",136.139999,137.460007,135.289993,137.330002,795000,100.419312
"2011-07-11",135.770004,136.320007,134.240005,134.509995,798900,98.357224
"2011-07-12",134.199997,137.229996,133.990005,134.880005,1258700,98.627792
"2011-07-13",135.759995,135.759995,132,132.130005,1756900,96.616928
"2011-07-14",132.860001,132.919998,130.470001,130.910004,879200,95.724815
"2011-07-15",131.429993,132.949997,130.720001,132.710007,710300,97.041023
"2011-07-18",132.259995,132.539993,130.929993,132.300003,642400,96.741257
"2011-07-19",133.190002,135.389999,132.509995,135.389999,655200,99.00071
