"dates","EQIX.Open","EQIX.High","EQIX.Low","EQIX.Close","EQIX.Volume","EQIX.Adjusted"
"2011-07-22",100.790001,101.830002,99.540001,101.57,465200,82.751419
"2011-07-25",100.779999,101.160004,99.540001,99.629997,306000,81.170845
"2011-07-26",99.970001,100.860001,99.5,100.040001,410200,81.504868
"2011-07-27",99.589996,99.800003,96.610001,97.279999,1085800,79.256248
"2011-07-28",104.75,107,102.290001,105.870003,2470200,86.254738
"2011-07-29",104.660004,105.639999,103.709999,104.470001,1015500,85.114113
"2011-08-01",105.650002,106,102.540001,104.300003,742800,84.975594
"2011-08-02",104.209999,104.209999,99.110001,99.290001,1170700,80.893829
"2011-08-03",99.800003,100.309998,96.419998,100.110001,688000,81.561928
"2011-08-04",98.419998,98.540001,94.129997,94.160004,1349900,76.714317
"2011-08-05",95.389999,97.199997,91.239998,92.150002,1445300,75.076706
"2011-08-08",83.540001,89.25,83.190002,83.75,2297000,68.23304
"2011-08-09",85.190002,90.389999,84.400002,90.139999,1465500,73.439125
"2011-08-10",87.860001,89.860001,86.910004,87.089996,867900,70.954216
"2011-08-11",87.129997,91.989998,87.129997,91.010002,1155600,74.147942
"2011-08-12",91.519997,91.760002,89.669998,90.690002,659500,73.887222
"2011-08-15",91.379997,93.169998,90.879997,93.099998,548500,75.850716
"2011-08-16",91.980003,92.230003,90.459999,91.089996,518100,74.213112
"2011-08-17",92.419998,94.360001,91.550003,92,798500,74.954491
"2011-08-18",89.230003,89.790001,83.419998,84.470001,1839000,68.819618
"2011-08-19",84.099998,86.709999,81.889999,82.519997,1106000,67.230949
"2011-08-22",84.370003,85.400002,80.849998,82.029999,907900,66.831718
"2011-08-23",82.410004,88.449997,82.309998,88.059998,1096800,71.744507
"2011-08-24",87.730003,89.879997,86.870003,87.870003,648200,71.589706
"2011-08-25",88.470001,89.120003,84.860001,85.059998,697400,69.300331
"2011-08-26",84.779999,89.349998,84.580002,88.790001,1063300,72.339256
"2011-08-29",90.150002,92.5,89.75,92.290001,722200,75.190796
"2011-08-30",91.599998,95.900002,91.519997,94.849998,914600,77.276489
"2011-08-31",95.989998,96.779999,92.82,94.040001,768000,76.616562
"2011-09-01",94.269997,94.959999,92.489998,92.589996,414600,75.435196
"2011-09-02",90.800003,91.709999,89.949997,90.889999,599500,74.050163
"2011-09-06",88.129997,90.290001,86.639999,90.059998,726700,73.373932
"2011-09-07",91.559998,92.709999,90.699997,92.489998,364800,75.353714
"2011-09-08",91.910004,93.220001,90.209999,90.879997,613100,74.042015
"2011-09-09",89.790001,90.029999,86.349998,87.660004,826900,71.41861
"2011-09-12",86.830002,90.809998,86.690002,90.639999,856300,73.846474
"2011-09-13",90.849998,93.769997,89.760002,92.5,776100,75.36187
"2011-09-14",93.309998,94.5,91.559998,92.839996,825500,75.63887
"2011-09-15",93.919998,96.209999,93.389999,95.440002,896500,77.757164
"2011-09-16",95.360001,96.849998,95.18,96.099998,1106500,78.294861
"2011-09-19",94.440002,95.669998,94.18,95.190002,649000,77.55349
"2011-09-20",95.709999,96.239998,94.389999,94.730003,711200,77.178703
"2011-09-21",94.540001,95.830002,93.800003,94.379997,916100,76.893555
"2011-09-22",91.470001,92.620003,89.949997,92.309998,1125500,75.207077
"2011-09-23",91.709999,92.209999,87.699997,89.970001,1046900,73.300629
"2011-09-26",90.279999,90.709999,86.550003,90.459999,1067100,73.699829
"2011-09-27",92.080002,94.709999,91.709999,92.220001,775200,75.133759
"2011-09-28",92.660004,93.519997,88.129997,88.370003,750800,71.997078
"2011-09-29",89.599998,90.849998,86.080002,87.75,673700,71.491928
"2011-09-30",86.699997,90.209999,86.07,88.830002,1176000,72.371841
"2011-10-03",88.099998,89.68,83.019997,84.269997,1147000,68.656708
"2011-10-04",83.25,88.989998,82.43,88.800003,1188600,72.347389
"2011-10-05",88.540001,92,86.269997,91.480003,971400,74.530861
"2011-10-06",91.339996,91.669998,89.160004,91.529999,662200,74.571587
"2011-10-07",92.190002,92.489998,90.110001,91.080002,444700,74.204948
"2011-10-10",92.830002,94.809998,92.150002,94.110001,358000,76.673569
"2011-10-11",93.68,95.849998,93.57,94.169998,459100,76.722458
"2011-10-12",94.860001,95.800003,94.449997,94.870003,584600,77.29277
"2011-10-13",94.639999,95.860001,93.480003,95.550003,289600,77.846786
"2011-10-14",96.790001,98.029999,95.279999,97.029999,546000,79.052567
"2011-10-17",96.580002,97.32,94.730003,95,488400,77.398682
"2011-10-18",95.029999,96.029999,93.230003,95.589996,751900,77.879372
"2011-10-19",95.629997,97.199997,94.309998,94.620003,415000,77.089088
"2011-10-20",94.589996,94.849998,91.190002,94.139999,510900,76.698029
"2011-10-21",95.25,96.589996,94.199997,95.220001,369400,77.577911
"2011-10-24",95.620003,99.5,95.620003,98.339996,570400,80.119835
"2011-10-25",97.449997,98.110001,96,96.75,545400,78.824448
"2011-10-26",97.18,97.639999,93.260002,97.440002,1061700,79.386604
"2011-10-27",98.370003,102.309998,94.650002,101.529999,2464800,82.718826
"2011-10-28",100.589996,101.379997,98.580002,99.029999,997400,80.682007
"2011-10-31",97.610001,97.879997,95.790001,96.010002,907500,78.221542
"2011-11-01",93.25,94.230003,90.269997,93.010002,1120900,75.77739
"2011-11-02",94.360001,95.07,92.489998,93.360001,403300,76.062515
"2011-11-03",94.519997,95.370003,92.790001,95,588300,77.398682
"2011-11-04",94.040001,95.75,93,95.089996,514400,77.471992
"2011-11-07",95.050003,96.290001,94.510002,95.68,384800,77.952698
"2011-11-08",96.919998,99.190002,95.75,98.230003,725100,80.030235
"2011-11-09",95.779999,96.470001,92.809998,92.910004,587900,75.695908
"2011-11-10",94.349998,94.580002,91.349998,91.709999,697100,74.718239
"2011-11-11",93.459999,99.360001,93.07,99.059998,1346800,80.706444
"2011-11-14",98.269997,100.809998,97.120003,97.629997,691800,79.541397
"2011-11-15",96.949997,99.870003,96.949997,99.419998,407300,80.999763
"2011-11-16",98.68,100.639999,97.669998,98.489998,515700,80.242043
"2011-11-17",99.739998,103.199997,99.32,99.769997,1332700,81.284904
"2011-11-18",100.580002,100.75,99,99.660004,927300,81.195297
"2011-11-21",98.019997,98.970001,96.610001,98.089996,542900,79.916168
"2011-11-22",98.059998,99.889999,97.029999,99.080002,361900,80.722755
"2011-11-23",98.139999,98.139999,95.910004,96.260002,365500,78.425232
"2011-11-25",96,97.25,95.809998,95.989998,152400,78.205254
"2011-11-28",98.290001,99.82,97.300003,97.989998,509900,79.834686
"2011-11-29",98.029999,98.470001,96.5,97,698200,79.028114
"2011-11-30",99.75,100.669998,98.889999,100.019997,793000,81.488579
"2011-12-01",99.370003,102.440002,99.360001,101.989998,969700,83.09359
"2011-12-02",102.470001,102.5,100.169998,101.830002,446400,82.963226
"2011-12-05",102.93,104.550003,101.839996,103.580002,633300,84.389008
"2011-12-06",103.379997,103.860001,100.93,102.480003,452100,83.492798
"2011-12-07",101.620003,102.93,100.870003,101.889999,351900,83.012115
"2011-12-08",101.010002,102.620003,100.599998,100.910004,533800,82.213692
"2011-12-09",101.110001,104.580002,100.529999,104.209999,571700,84.902252
"2011-12-12",102.690002,103.169998,101.919998,102.279999,654200,83.329872
"2011-12-13",102.120003,103.209999,100.910004,101.529999,616100,82.718826
"2011-12-14",101.050003,101.110001,97.330002,98.389999,671200,80.160591
"2011-12-15",99.279999,99.360001,97.620003,98.07,506300,79.899879
"2011-12-16",98.480003,99.93,97.889999,98.910004,1238200,80.584236
"2011-12-19",99.379997,100.360001,98.389999,99.489998,626000,81.056786
"2011-12-20",101.279999,102.959999,100.580002,102.43,487100,83.452057
"2011-12-21",101.830002,101.830002,98.290001,99.32,715800,80.918274
"2011-12-22",99.660004,102.220001,99.629997,101.809998,443700,82.946922
"2011-12-23",101.910004,103.029999,101.910004,102.550003,177900,83.54985
"2011-12-27",102.040001,103.269997,101.220001,102.660004,203400,83.639481
"2011-12-28",102.459999,102.5,100.470001,100.93,286400,82.22998
"2011-12-29",101.220001,102.199997,100.900002,101.470001,242700,82.669937
"2011-12-30",101.470001,102.519997,101.160004,101.400002,257600,82.612915
"2012-01-03",103.089996,104.349998,100.040001,101.239998,706300,82.482552
"2012-01-04",100.440002,100.980003,99,100.900002,664100,82.205551
"2012-01-05",100.470001,105.300003,100.470001,104.75,1240000,85.342209
"2012-01-06",104.449997,105.199997,103.25,104.919998,465200,85.480728
"2012-01-09",105,109.32,103.910004,107.75,1191200,87.786392
"2012-01-10",108.449997,111.589996,107.709999,110.419998,1411400,89.9617
"2012-01-11",110.330002,112.169998,110,111.480003,814800,90.82531
"2012-01-12",111.389999,112.699997,110.900002,112.580002,703300,91.721512
"2012-01-13",112.07,112.639999,111.160004,112.559998,868900,91.705215
"2012-01-17",112.830002,114.870003,112.57,113.480003,1254100,92.454765
"2012-01-18",113.739998,114.290001,112.010002,112.949997,1071700,92.022957
"2012-01-19",113.75,115,113.43,113.599998,858600,92.552521
"2012-01-20",113.589996,116.120003,112.919998,116.120003,1260400,94.605629
"2012-01-23",116,116.589996,113.57,115.010002,1462300,93.701279
"2012-01-24",114.980003,117.25,113.529999,115.980003,922900,94.491554
"2012-01-25",116.199997,118,114.529999,117.879997,751700,96.039536
"2012-01-26",118.110001,121.75,118,119.800003,2187600,97.603813
"2012-01-27",119.099998,121.629997,118.699997,121.029999,1407300,98.605919
"2012-01-30",120.120003,120.120003,117.519997,119.400002,916400,97.277931
"2012-01-31",120.629997,121,119.019997,119.959999,711100,97.734154
"2012-02-01",121.160004,122.239998,119.019997,121.580002,1280100,99.054024
"2012-02-02",121.669998,123.040001,120.949997,122.400002,846300,99.722092
"2012-02-03",123.379997,125.559998,122.739998,124.190002,1164100,101.180443
"2012-02-06",123.959999,125.139999,122.699997,123.900002,758900,100.944183
"2012-02-07",124.599998,129.169998,123.879997,129,1935800,105.099258
"2012-02-08",128,129.940002,125.800003,129.940002,1675000,105.865112
"2012-02-09",130,131.029999,129.449997,130.949997,1330700,106.687965
"2012-02-10",129.729996,129.949997,128.350006,128.479996,977600,104.675591
"2012-02-13",129.869995,130.490005,126.830002,129.460007,996400,105.47406
"2012-02-14",129.649994,131.139999,128.270004,128.940002,1344100,105.050369
"2012-02-15",128.479996,130.309998,126.739998,127.419998,1449800,103.811989
"2012-02-16",130.059998,139,129.360001,133.869995,2999900,109.066956
"2012-02-17",133.970001,134.600006,132.089996,134.600006,1462300,109.661705
"2012-02-21",131.070007,134.779999,131.039993,134.759995,1533100,109.792053
"2012-02-22",134.410004,135.880005,133.529999,134.820007,853300,109.84095
"2012-02-23",134.029999,136.729996,132.720001,136.550003,998600,111.250435
"2012-02-24",136.229996,139.039993,135.759995,138.789993,1116900,113.075394
"2012-02-27",137.410004,139.5,135.889999,139.289993,782600,113.482742
"2012-02-28",139.139999,140.690002,137.559998,139.050003,984400,113.287224
"2012-02-29",138.919998,143,137.690002,140.179993,1412900,114.20784
"2012-03-01",141.179993,142.820007,140.020004,142.270004,1391500,115.910622
"2012-03-02",141.820007,142.509995,137.850006,138.839996,1537700,113.116119
"2012-03-05",137.699997,139.660004,136.820007,137.470001,1468200,111.999992
"2012-03-06",135.869995,136.240005,134.149994,134.710007,1093900,109.751343
"2012-03-07",134.619995,137.529999,134.619995,137,1012300,111.61705
"2012-03-08",137.779999,140.600006,137.380005,139.380005,877300,113.556068
"2012-03-09",139.389999,140.210007,138.020004,138.380005,751100,112.741364
"2012-03-12",139.039993,140.470001,137.630005,139,731700,113.246483
"2012-03-13",139.669998,141.149994,138.149994,140.630005,1263100,114.574501
"2012-03-14",140.570007,141.960007,139.520004,141.729996,1112600,115.470673
"2012-03-15",141.550003,142.529999,140.339996,141.490005,562000,115.275177
"2012-03-16",141.25,141.990005,140.600006,141.759995,1126000,115.49511
"2012-03-19",142.130005,143.149994,140.600006,140.619995,718300,114.566322
"2012-03-20",139.75,141.100006,138.070007,140.789993,754200,114.704826
"2012-03-21",141.779999,146.789993,141.779999,146.050003,1412200,118.990318
"2012-03-22",142.850006,146.199997,142.350006,146.080002,1268200,119.014725
"2012-03-23",145.660004,147.350006,144.100006,147.279999,729500,119.992409
"2012-03-26",147.690002,152.309998,147.690002,151.570007,1369200,123.487564
"2012-03-27",151.820007,152.5,150.589996,151.860001,962800,123.723816
"2012-03-28",152.089996,156.369995,151,156.050003,1575800,127.137489
"2012-03-29",154.860001,155.509995,152.779999,154.789993,998000,126.11097
"2012-03-30",156.100006,159.5,153.199997,157.449997,1839000,128.278107
"2012-04-02",156.039993,158.970001,155.009995,158.649994,1618700,129.255814
"2012-04-03",158.990005,161.559998,157.990005,159.899994,1637200,130.274155
"2012-04-04",157.119995,157.910004,154.520004,156.5,1751900,127.50415
"2012-04-05",155.5,157.919998,155.339996,157.149994,1037800,128.033737
"2012-04-09",155.190002,157.220001,152.979996,155.899994,702800,127.015274
"2012-04-10",155.949997,156.539993,149.720001,149.990005,1543700,122.200287
"2012-04-11",151.600006,155.020004,150.910004,152.509995,1134500,124.253334
"2012-04-12",153.490005,156.5,152.699997,156.039993,922600,127.129318
"2012-04-13",155.619995,156.330002,153.529999,155.610001,648200,126.77903
"2012-04-16",156.589996,157,153.479996,153.990005,623100,125.459175
"2012-04-17",156.429993,158.520004,154.820007,157.809998,1019100,128.571381
"2012-04-18",156.990005,158.339996,156.990005,157.710007,507900,128.489929
"2012-04-19",158.139999,160.220001,154.720001,156.75,791900,127.707817
"2012-04-20",157,157.990005,152.490005,152.490005,860600,124.237099
"2012-04-23",151.139999,151.660004,147.529999,151.339996,860800,123.300201
"2012-04-24",151,151.869995,147.350006,147.699997,720600,120.334572
"2012-04-25",149.919998,154.240005,149.470001,149.470001,1894500,121.776642
"2012-04-26",165.990005,172.440002,161.020004,169.279999,5355700,137.916336
"2012-04-27",169,171.509995,167.75,169.179993,895900,137.834839
"2012-04-30",168.470001,168.470001,163.820007,164.199997,902000,133.777481
"2012-05-01",164.369995,166.589996,162.850006,163.110001,1572700,132.88945
"2012-05-02",162.869995,163.800003,160.429993,163.149994,932100,132.922012
"2012-05-03",163.710007,164.25,158.210007,159.940002,1148200,130.306778
"2012-05-04",159.220001,161.5,156.5,158.940002,601200,129.492065
"2012-05-07",157.350006,159.470001,156.220001,157.339996,691000,128.188507
"2012-05-08",154.990005,158.190002,151.660004,157.460007,1194000,128.28627
"2012-05-09",156.100006,159.330002,153.800003,158.990005,611700,129.532776
"2012-05-10",159.179993,160.979996,157.5,159.630005,777000,130.054214
"2012-05-11",158.669998,164.059998,158.309998,162.059998,790500,132.033981
"2012-05-14",160.440002,162,157.25,158.789993,1034000,129.369827
"2012-05-15",159.089996,165.080002,158.460007,163.059998,1202200,132.848694
"2012-05-16",163.339996,165.820007,160.320007,160.389999,1795900,130.673431
"2012-05-17",161.080002,162.5,152.169998,153.039993,1889200,124.685196
"2012-05-18",153.539993,157.190002,146.759995,147.809998,1921900,120.424171
"2012-05-21",148.179993,157.75,146.479996,157.089996,1733200,127.984833
"2012-05-22",157.289993,159.570007,154.580002,155.470001,860100,126.664986
"2012-05-23",154.440002,160.660004,153.729996,160.460007,1365900,130.730453
"2012-05-24",161.820007,162,156.350006,157.970001,997900,128.701797
"2012-05-25",158.429993,161.020004,157.270004,157.919998,473300,128.661041
"2012-05-29",159.630005,167.320007,159.220001,167.320007,1800000,136.319443
"2012-05-30",165.369995,165.970001,160.5,162.529999,1101800,132.416901
"2012-05-31",163.720001,164.869995,159.639999,163.110001,2792400,132.88945
"2012-06-01",159.539993,161.020004,154.160004,155.259995,1501900,126.493881
"2012-06-04",155.119995,158.169998,154.690002,157.830002,677100,128.587692
"2012-06-05",157.720001,159.5,156.789993,158.380005,615400,129.035812
"2012-06-06",160.25,164.479996,158.940002,164.169998,952500,133.753052
"2012-06-07",165.800003,166.630005,161.169998,161.690002,666800,131.732574
"2012-06-08",160.880005,167.410004,159.720001,167.029999,1039900,136.083191
"2012-06-11",168.289993,171.149994,165.289993,165.710007,944700,135.007736
"2012-06-12",166.860001,169.529999,165.029999,169.070007,669500,137.745193
"2012-06-13",169.080002,169.850006,164.940002,166.470001,920300,135.626907
"2012-06-14",166.949997,170.149994,166.490005,169.729996,1299600,138.282913
"2012-06-15",170.960007,176.160004,169.429993,175.509995,2062300,142.99202
"2012-06-18",175.259995,178.419998,173.149994,175.110001,1597600,142.666138
"2012-06-19",176.889999,177.539993,166.5,169.880005,2512500,138.405167
"2012-06-20",170.110001,176.729996,164.800003,171.919998,1981600,140.067139
"2012-06-21",172.080002,173.149994,166.020004,167.75,1170800,136.669769
"2012-06-22",168.380005,168.940002,166.190002,166.649994,775200,135.773575
"2012-06-25",164.110001,166.690002,162,166.050003,623600,135.284698
"2012-06-26",166.080002,171.470001,164.759995,170.75,982500,139.113922
"2012-06-27",172.080002,173.660004,168.589996,170.889999,507500,139.228027
"2012-06-28",168.880005,170.110001,165.320007,168.259995,690600,137.085281
"2012-06-29",171.929993,177.279999,171.089996,175.649994,1090800,143.106079
"2012-07-02",176.029999,178.300003,173.479996,176.529999,618600,143.823029
"2012-07-03",176.529999,179.199997,174.679993,177.380005,280400,144.515564
"2012-07-05",176.320007,178.449997,174.699997,177.020004,485400,144.22226
"2012-07-06",175.169998,176.570007,171.5,174.309998,526700,142.014359
"2012-07-09",175.110001,175.449997,169.25,170.300003,929600,138.747314
"2012-07-10",171.919998,173.800003,166.559998,167.649994,890400,136.588287
"2012-07-11",168.190002,169.009995,164.25,167.25,874500,136.262421
"2012-07-12",166.020004,168.729996,164.490005,167.940002,869600,136.82457
"2012-07-13",168.089996,170.910004,167.460007,169.610001,429700,138.185196
"2012-07-16",169.550003,171.389999,168.889999,170.220001,406600,138.682098
"2012-07-17",170.869995,171.720001,166.130005,171.119995,521200,139.41539
"2012-07-18",170.539993,171.139999,164,166.139999,1378900,135.358078
"2012-07-19",162.570007,167.720001,161.410004,166.029999,1660700,135.268433
"2012-07-20",166.020004,169.860001,165.600006,167.919998,740000,136.808243
"2012-07-23",163.669998,164.570007,158.979996,162.479996,1076700,132.376221
"2012-07-24",163.080002,163.720001,160.509995,161.729996,891700,131.765167
"2012-07-25",161.869995,163.699997,160.589996,161.369995,1342300,131.471848
"2012-07-26",172.330002,183.669998,172.009995,181.899994,3314100,148.198074
"2012-07-27",182.089996,189.279999,180,186.759995,1247000,152.157654
"2012-07-30",183.119995,184.759995,177.860001,181.580002,1202200,147.937408
"2012-07-31",181.059998,181.509995,177.580002,178.179993,735100,145.167343
"2012-08-01",179.320007,180.889999,174.949997,175.119995,732200,142.674301
"2012-08-02",175,177.809998,173.360001,176.399994,593200,143.717163
"2012-08-03",179.339996,181.169998,177.350006,179.220001,446900,146.014648
"2012-08-06",180.229996,181.679993,178,178.449997,317300,145.387329
"2012-08-07",177.940002,180.550003,175.460007,179.320007,568100,146.096115
"2012-08-08",179.25,182,178.039993,180.509995,571000,147.065643
"2012-08-09",179.889999,183.190002,179.539993,182.130005,477000,148.385468
"2012-08-10",181.639999,182.789993,179.869995,182.490005,269400,148.678818
"2012-08-13",182,182,179.160004,181.550003,265500,147.912949
"2012-08-14",182,182.460007,179.839996,180.460007,398800,147.024933
"2012-08-15",178.949997,184.529999,178.880005,184.279999,381000,150.137161
"2012-08-16",183.740005,185.679993,182.770004,185.210007,624200,150.894852
"2012-08-17",185.539993,188.839996,184.5,188.630005,851700,153.681168
"2012-08-20",190,193.460007,189.399994,191,1355900,155.612076
"2012-08-21",191.190002,194.479996,190.050003,191.070007,1398600,155.669113
"2012-08-22",186.470001,193.559998,186.149994,192.690002,1038700,156.988998
"2012-08-23",192.649994,194.389999,190.850006,192.899994,870200,157.160049
"2012-08-24",192.910004,194.100006,190.139999,193.509995,420500,157.657028
"2012-08-27",194,197.830002,193.460007,196.139999,1239900,159.799759
"2012-08-28",195.050003,198.339996,194.229996,198.059998,752300,161.364014
"2012-08-29",198.190002,203.160004,197.270004,199.770004,997800,162.757187
"2012-08-30",198.740005,198.820007,194.600006,196.460007,692400,160.060471
"2012-08-31",198.199997,198.479996,194.710007,197.649994,455800,161.029968
"2012-09-04",197.759995,198.940002,196.580002,198.369995,769400,161.616592
"2012-09-05",197.729996,198.720001,195.369995,197.690002,748200,161.062592
"2012-09-06",198,202.729996,197.029999,201.770004,567600,164.386642
"2012-09-07",201,201.889999,197.270004,197.470001,710700,160.883362
"2012-09-10",197.289993,198.539993,193.440002,194.419998,659300,158.398407
"2012-09-11",194.600006,196.410004,185.270004,189.080002,1612800,154.047791
"2012-09-12",190.210007,190.949997,185.070007,186.550003,1719400,151.986588
"2012-09-13",210.009995,212,199,200.5,6341800,163.351944
"2012-09-14",201.5,205,195.020004,195.279999,1369800,159.099106
"2012-09-17",194.759995,195.279999,193.220001,194.490005,707200,158.45546
"2012-09-18",192.550003,198.759995,190.809998,197.949997,1159000,161.274429
"2012-09-19",197.520004,199.710007,197.130005,197.889999,634700,161.22554
"2012-09-20",196.460007,197.220001,194.580002,195.220001,513900,159.050171
"2012-09-21",197.330002,201.279999,196.350006,199.479996,1705200,162.520889
"2012-09-24",201.850006,201.850006,199.5,200.050003,915500,162.985352
"2012-09-25",200.169998,202,197.270004,197.800003,858100,161.152191
"2012-09-26",198.149994,200.5,197.779999,199.539993,699300,162.569809
"2012-09-27",199.759995,204.479996,199.570007,204.399994,740600,166.529373
"2012-09-28",203.479996,207.660004,203.179993,206.050003,897200,167.873672
"2012-10-01",206.429993,207.770004,203.050003,203.229996,658300,165.576111
"2012-10-02",203.699997,204.889999,200.199997,201.539993,512700,164.199265
"2012-10-03",202.669998,203.089996,200,201.679993,467100,164.313324
"2012-10-04",201.839996,204.330002,200.649994,202.300003,498300,164.818466
"2012-10-05",203.149994,204.610001,199,199.770004,781000,162.757187
"2012-10-08",200,203.889999,198.270004,200.940002,377400,163.710403
"2012-10-09",200.300003,200.300003,196.509995,198.070007,406100,161.372177
"2012-10-10",198.119995,199.119995,190.759995,191.460007,1075600,155.986877
"2012-10-11",193.490005,194,187.210007,188.669998,1305500,153.71376
"2012-10-12",188.279999,190.820007,187.940002,190.190002,715200,154.952148
"2012-10-15",191.160004,194.830002,190.190002,191.600006,942600,156.100922
"2012-10-16",192.179993,193.960007,191.330002,192.899994,469600,157.160049
"2012-10-17",192.5,192.899994,189.320007,191.720001,570800,156.198654
"2012-10-18",191.119995,192.320007,185.770004,186.270004,853800,151.758438
"2012-10-19",186.270004,187.470001,181.220001,182.839996,1429600,148.963959
"2012-10-22",182.520004,185.440002,181.830002,183.880005,840000,149.811249
"2012-10-23",181.320007,187.289993,180.970001,185.779999,619700,151.359238
"2012-10-24",186.100006,187.809998,184,185.119995,493600,150.821487
"2012-10-25",189.75,191.990005,176.720001,183.800003,2247600,149.746063
"2012-10-26",184.570007,187.669998,178.710007,181.830002,1418500,148.141068
"2012-10-31",181.669998,182,178.520004,180.589996,718500,147.130814
"2012-11-01",179.960007,187.160004,179.729996,183.580002,1407600,149.566818
"2012-11-02",191.839996,196.979996,189.880005,190,2617500,154.797363
"2012-11-05",189.210007,190,179.690002,183.199997,2708800,149.257202
"2012-11-06",184.399994,185,180.240005,181.009995,948200,147.472961
"2012-11-07",179.320007,180.309998,174.25,175.419998,1210200,142.918671
"2012-11-08",175.559998,176.389999,172.009995,172.899994,1562500,140.865585
"2012-11-09",172.190002,177.539993,171.75,175.300003,681300,142.820923
"2012-11-12",175.020004,178.080002,173.899994,175.869995,484000,143.285309
"2012-11-13",174.399994,178.830002,174.399994,175.800003,889800,143.228287
"2012-11-14",176.020004,177.630005,173,173.679993,654400,141.501068
"2012-11-15",173.559998,175.850006,170.710007,175.169998,985300,142.715027
"2012-11-16",175.130005,179.270004,174.259995,178.889999,871800,145.745789
"2012-11-19",179,182.979996,179,182.899994,885700,149.012833
"2012-11-20",182.789993,186.600006,182.119995,184.559998,606700,150.365265
"2012-11-21",185.070007,186.869995,183.630005,185.039993,445800,150.756363
"2012-11-23",185,186.800003,184.860001,186.759995,220900,152.157654
"2012-11-26",186.169998,187.789993,183.970001,185.479996,770400,151.114807
"2012-11-27",185.100006,186.039993,182.110001,182.690002,1023600,148.841705
"2012-11-28",182.570007,183.270004,179.929993,182.990005,617400,149.086151
"2012-11-29",184.199997,187,182.729996,185.770004,632100,151.351074
"2012-11-30",185.320007,186.809998,184.139999,185.759995,736000,151.342911
"2012-12-03",186.160004,188,183.570007,184.720001,656400,150.49559
"2012-12-04",184.729996,184.910004,181.320007,182.979996,566600,149.078003
"2012-12-05",182.330002,182.929993,179.699997,180.970001,581300,147.440384
"2012-12-06",181.520004,188.929993,181.220001,186.860001,1078100,152.23912
"2012-12-07",186.139999,190.300003,185.149994,189.690002,898500,154.544785
"2012-12-10",188.770004,194.449997,188.660004,194.080002,1231600,158.121445
"2012-12-11",195.169998,199.300003,193.740005,198.259995,1873400,161.527008
"2012-12-12",198.690002,200,197.25,198.089996,1103000,161.388458
"2012-12-13",198.339996,199.970001,195.559998,197.509995,565400,160.915939
"2012-12-14",197.570007,199.270004,196.699997,198.559998,669700,161.771378
"2012-12-17",198.020004,201.75,198.020004,201.470001,804600,164.142242
"2012-12-18",201.75,206.050003,201.75,203.229996,852300,165.576111
"2012-12-19",204.449997,204.789993,201.139999,202.479996,539700,164.965103
"2012-12-20",205.600006,205.600006,200.210007,203.990005,673200,166.195297
"2012-12-21",200.130005,204.039993,196.789993,202.559998,2651100,165.030273
"2012-12-24",202.5,203.649994,199.880005,202.830002,219500,165.250275
"2012-12-26",202.289993,203.550003,199.240005,201.699997,318800,164.32959
"2012-12-27",202.259995,205.270004,199.649994,204.220001,572900,166.38269
"2012-12-28",203.089996,205.369995,202.009995,203.229996,415600,165.576111
"2012-12-31",204.529999,208.910004,202.220001,206.199997,800600,167.995895
"2013-01-02",211.229996,215.550003,210.350006,215.009995,1086000,175.173569
"2013-01-03",213.960007,216.410004,211.619995,212.110001,629100,172.810883
"2013-01-04",212.360001,215.649994,212.100006,215.259995,701800,175.377243
"2013-01-07",213,219.100006,212.050003,218.779999,620900,178.245102
"2013-01-08",218.679993,218.679993,213.619995,215.210007,671400,175.336502
"2013-01-09",214.080002,219.850006,214.080002,217.839996,490400,177.479248
"2013-01-10",219.910004,219.910004,213.789993,217.779999,667900,177.430374
"2013-01-11",217.210007,218.139999,215.460007,217.720001,520100,177.38147
"2013-01-14",217.619995,218.169998,214.399994,216.039993,607200,176.012741
"2013-01-15",215.789993,217.479996,214.720001,216.789993,618000,176.623795
"2013-01-16",216.789993,218.860001,216.309998,216.470001,519400,176.363098
"2013-01-17",217.259995,219.330002,216.960007,218.5,487300,178.016983
"2013-01-18",217.330002,220.389999,216.179993,219.960007,464900,179.206467
"2013-01-22",219.350006,222.309998,218.649994,222.309998,519200,181.121078
"2013-01-23",222.309998,222.610001,220.809998,221.630005,467800,180.567062
"2013-01-24",220.75,224.25,219.009995,221.990005,663100,180.860321
"2013-01-25",223.449997,226.339996,221.960007,225.25,460100,183.516342
"2013-01-28",225.169998,225.559998,221.479996,222.690002,374100,181.430649
"2013-01-29",216.770004,219.619995,215.460007,216.449997,889500,176.346771
"2013-01-30",217.039993,218.020004,213.339996,214.380005,573100,174.660294
"2013-01-31",214.380005,218.289993,213.440002,215.429993,701600,175.515762
"2013-02-01",217.550003,218.850006,214.330002,217.880005,821100,177.51178
"2013-02-04",216.690002,218.830002,213.020004,214.740005,507300,174.953598
"2013-02-05",215.809998,220.199997,215.25,218.529999,685900,178.041412
"2013-02-06",217.619995,220.179993,216.449997,217.949997,707000,177.568878
"2013-02-07",217.300003,218.520004,211.410004,214.080002,758800,174.415939
"2013-02-08",214.990005,220.059998,214.990005,219.710007,606200,179.002792
"2013-02-11",217.770004,220,217.5,218.029999,447500,177.634079
"2013-02-12",216.320007,218.740005,212.820007,214.529999,2076400,174.782501
