"dates","VLO.Open","VLO.High","VLO.Low","VLO.Close","VLO.Volume","VLO.Adjusted"
"2011-06-29",22.705667,23.034735,22.157221,22.806215,11836205,16.312721
"2011-06-30",22.925047,23.427788,22.915905,23.372944,9105143,16.718092
"2011-07-01",23.372944,23.683729,22.870201,23.574039,9789331,16.861925
"2011-07-05",23.43693,23.528336,23.034735,23.299816,8481454,16.665783
"2011-07-06",23.272394,23.45521,23.025595,23.126143,7064614,16.541552
"2011-07-07",23.482634,24.113346,23.409506,24.0585,10870203,17.20845
"2011-07-08",23.674589,23.957952,23.528336,23.930531,10222883,17.116915
"2011-07-11",23.409506,23.546618,23.016453,23.144424,7025340,16.554632
"2011-07-12",22.906763,23.400366,22.797075,23.071299,8938199,16.502327
"2011-07-13",23.409506,23.857405,23.244972,23.308958,9492747,16.672319
"2011-07-14",23.528336,23.628885,22.60512,22.687386,13098353,16.22772
"2011-07-15",22.879341,23.22669,22.842779,23.089581,8517009,16.515398
"2011-07-18",22.915905,22.998173,22.559416,22.961609,8760314,16.423868
"2011-07-19",23.190128,23.519196,23.089581,23.44607,9109957,16.770388
"2011-07-20",23.601463,23.711151,23.464352,23.528336,6167097,16.829235
"2011-07-21",23.738573,24.680073,23.610603,24.579525,14948307,17.581121
"2011-07-22",24.634369,24.634369,24.159048,24.414991,7663470,17.463444
"2011-07-25",23.939671,24.771481,23.866545,24.387569,11398277,17.443823
"2011-07-26",24.012796,24.524679,23.153564,24.204754,15803158,17.313059
"2011-07-27",23.957952,24.195612,23.162706,23.254112,12563715,16.633089
"2011-07-28",23.33638,23.574039,22.650824,22.705667,10342785,16.240801
"2011-07-29",22.367458,23.062157,22.038391,22.961609,15104092,16.423868
"2011-08-01",23.22669,23.354662,22.422302,22.797075,12056974,16.306177
"2011-08-02",22.513712,22.870201,21.526508,21.535648,15237779,15.403917
"2011-08-03",21.572212,21.627056,20.612431,21.261427,18014351,15.207771
"2011-08-04",20.840952,20.895796,19.085922,19.195612,26635071,13.730146
"2011-08-05",19.469835,19.862888,17.650824,18.930531,20200163,13.540538
"2011-08-08",17.60512,17.906763,16.334553,16.745888,23414226,11.97792
"2011-08-09",17.367458,18.363804,16.965265,18.318098,22451834,13.102479
"2011-08-10",17.979891,18.555759,17.550274,17.60512,23576247,12.592507
"2011-08-11",17.842779,19.305302,17.760511,18.976234,16758001,13.573232
"2011-08-12",19.213894,19.469835,18.848263,19.104204,12806911,13.664762
"2011-08-15",19.323584,19.762341,19.241316,19.680073,9518238,14.110425
"2011-08-16",19.414991,19.488117,18.939671,19.16819,12410227,13.743411
"2011-08-17",19.424131,19.716637,18.976234,19.149908,8722243,13.730302
"2011-08-18",18.071299,18.144424,17.422302,17.60512,17667334,12.622706
"2011-08-19",17.303473,17.961609,17.138941,17.202925,13861418,12.334334
"2011-08-22",17.815355,17.934187,17.166363,17.312614,17420965,12.412982
"2011-08-23",17.522852,18.491774,17.321754,18.400366,13727293,13.192888
"2011-08-24",18.391226,18.793419,18.098721,18.702011,10152758,13.409163
"2011-08-25",18.820841,19.012796,18.20841,18.473492,11279796,13.245318
"2011-08-26",18.272394,19.186472,18.117002,19.076782,9672492,13.677868
"2011-08-29",19.387569,19.862888,19.113346,19.835466,9838889,14.221839
"2011-08-30",19.707495,20.265081,19.424131,20.10969,11639285,14.418458
"2011-08-31",20.393053,21.270567,20.310785,20.767824,16895955,14.890336
"2011-09-01",20.886654,21.014626,20.493601,20.557587,12254003,14.739595
"2011-09-02",19.990858,20.374771,19.707495,20.054846,10283162,14.379139
"2011-09-06",19.204754,19.872028,19.012796,19.789762,12863799,14.189074
"2011-09-07",20.155394,20.475321,20.018282,20.365631,8203578,14.601965
"2011-09-08",20.767824,21.800732,20.621572,21.197441,19422767,15.198359
"2011-09-09",20.813528,21.096891,20.155394,20.402193,12624541,14.628182
"2011-09-12",20.054846,20.767824,19.844606,20.420475,11739495,14.641286
"2011-09-13",20.457039,20.612431,19.936014,20.191956,12425980,14.477439
"2011-09-14",20.374771,20.411335,19.689215,20.073126,12568200,14.392241
"2011-09-15",20.447899,20.557587,20.073126,20.484461,12256410,14.687166
"2011-09-16",20.566729,20.648994,20.027422,20.283363,10415427,14.542983
"2011-09-19",19.88117,19.89031,19.250458,19.570383,8526745,14.031779
"2011-09-20",19.670933,19.899452,19.149908,19.177332,7202568,13.749963
"2011-09-21",19.213894,19.414991,18.153564,18.180986,11498815,13.035597
"2011-09-22",17.248629,17.641682,16.654478,16.974405,18024744,12.170489
"2011-09-23",17.001827,17.340036,16.79159,16.892139,10192032,12.111503
"2011-09-26",17.138941,17.586838,16.471664,17.550274,10179561,12.583379
"2011-09-27",18.025595,18.290676,17.422302,17.550274,10807517,12.583379
"2011-09-28",17.650824,17.842779,16.846436,16.873857,8493050,12.098398
"2011-09-29",17.38574,17.531994,16.572212,17.001827,12898807,12.190149
"2011-09-30",16.617916,16.910419,16.243143,16.252285,11280234,11.652735
"2011-10-03",16.133455,16.425961,15.585009,15.694698,11707550,11.252952
"2011-10-04",15.374771,16.416819,14.990859,16.416819,17279292,11.7707
"2011-10-05",16.66362,18.062157,16.243143,17.925047,16606482,12.85209
"2011-10-06",17.961609,18.747715,17.751371,18.546618,13232477,13.29775
"2011-10-07",18.811701,18.857405,17.870201,18.080439,12041330,12.963502
"2011-10-10",18.546618,19.305302,18.500914,19.232176,8111682,13.789284
"2011-10-11",19.414991,20.045704,19.250458,19.853748,12940598,14.23495
"2011-10-12",20.10969,20.630713,19.835466,20.329067,13967973,14.575752
"2011-10-13",20.11883,20.776964,19.908592,20.703838,11377819,14.844453
"2011-10-14",21.014626,21.599634,20.959782,21.590494,10899522,15.480182
"2011-10-17",21.526508,21.572212,20.585009,20.685558,12764573,14.831348
"2011-10-18",20.557587,21.608774,20.237659,21.380257,14124962,15.329442
"2011-10-19",21.243143,21.681902,20.758684,20.868374,9635952,14.962426
"2011-10-20",20.987204,21.462523,20.639854,21.371115,10660374,15.322886
"2011-10-21",21.681902,22.065813,21.288849,21.645338,9570750,15.519504
"2011-10-24",21.846436,21.956123,21.087751,21.252285,13177230,15.237688
"2011-10-25",20.566729,20.703838,19.003656,19.963436,24505600,14.313597
"2011-10-26",21.499086,23.473492,21.398537,22.989031,29167790,16.482916
"2011-10-27",24.497257,24.552101,23.44607,23.985374,17853642,17.19729
"2011-10-28",23.765997,24.488117,23.601463,24.405849,10858388,17.498762
"2011-10-31",23.985374,23.994516,22.266911,22.486288,18510152,16.122454
"2011-11-01",21.937843,22.632542,21.416819,22.148081,19386993,15.879964
"2011-11-02",22.797075,23.043877,22.440584,22.989031,11045352,16.482916
"2011-11-03",23.308958,23.400366,22.669104,23.254112,10433369,16.672977
"2011-11-04",23.089581,23.583181,22.678246,23.583181,10865061,16.90892
"2011-11-07",23.281536,23.948812,23.199268,23.930531,10555459,17.157961
"2011-11-08",24.04936,24.16819,23.692869,24.067642,10239074,17.256271
"2011-11-09",23.43693,24.095064,23.254112,23.318098,13917977,16.718855
"2011-11-10",23.473492,23.903109,22.550274,23.409506,12377516,16.784395
"2011-11-11",23.820841,23.930531,22.422302,22.641682,18234245,16.233873
"2011-11-14",22.541134,22.669104,21.937843,22.330896,11716302,16.108589
"2011-11-15",22.111517,22.915905,22.056673,22.742229,11241288,16.405315
"2011-11-16",21.901279,22.093237,20.566729,20.621572,24252230,14.875551
"2011-11-17",20.356489,20.978062,19.771481,19.990858,18641432,14.420588
"2011-11-18",20.073126,20.475321,19.826324,19.936014,15370372,14.381023
"2011-11-21",19.698355,19.826324,18.893967,19.26874,16846615,13.899675
"2011-11-22",19.305302,19.634369,19.021938,19.085922,12574764,13.7678
"2011-11-23",18.811701,19.104204,18.610603,18.647165,9759246,13.451299
"2011-11-25",18.555759,18.884827,18.43693,18.491774,3141859,13.339206
"2011-11-28",19.579525,19.616089,19.16819,19.369287,8892798,13.972208
"2011-11-29",19.497257,19.835466,19.241316,19.552101,12771356,14.104079
"2011-11-30",20.475321,20.859232,20.091408,20.356489,12791923,14.684332
"2011-12-01",20.319927,20.603291,20.027422,20.219378,7588422,14.585431
"2011-12-02",20.493601,21.224863,20.484461,20.621572,14033941,14.875551
"2011-12-05",20.859232,21.160877,20.521025,20.840952,10882565,15.033803
"2011-12-06",20.694698,20.795246,20.338207,20.447899,9063352,14.750274
"2011-12-07",20.402193,20.420475,19.954296,20.164534,9617135,14.545867
"2011-12-08",19.826324,19.844606,18.930531,19.085922,13032384,13.7678
"2011-12-09",19.323584,19.442413,19.04936,19.332724,10122782,13.94583
"2011-12-12",19.067642,19.177332,18.583181,18.921389,9597990,13.649103
"2011-12-13",19.04936,19.241316,18.519196,18.702011,8598840,13.490859
"2011-12-14",18.528336,18.756857,18.281536,18.610603,10360508,13.424929
"2011-12-15",18.921389,19.003656,18.528336,18.592321,7511295,13.411733
"2011-12-16",18.793419,19.095064,18.564899,18.756857,10754567,13.530421
"2011-12-19",18.839123,18.839123,18.117002,18.180986,6375285,13.115018
"2011-12-20",18.583181,19.095064,18.528336,19.031078,6960028,13.728237
"2011-12-21",18.939671,19.27788,18.692869,19.223036,8634942,13.86671
"2011-12-22",19.351006,19.469835,19.040218,19.186472,6274965,13.840334
"2011-12-23",19.332724,19.396709,19.040218,19.232176,3695860,13.873296
"2011-12-27",19.26874,19.579525,19.16819,19.433271,5413440,14.018362
"2011-12-28",19.433271,19.515539,18.848263,18.985374,6982674,13.695266
"2011-12-29",18.967093,19.040218,18.756857,18.967093,7035733,13.682084
"2011-12-30",18.921389,19.369287,18.839123,19.241316,5880469,13.879891
"2012-01-03",19.515539,19.552101,19.003656,19.131626,15346632,13.800769
"2012-01-04",19.131626,19.241316,18.555759,18.665447,17317911,13.464488
"2012-01-05",18.107861,18.21755,17.477148,18.107861,22271433,13.062263
"2012-01-06",18.281536,18.683729,18.126143,18.619743,11848348,13.431515
"2012-01-09",18.702011,18.738573,17.879341,17.925047,12095483,12.930393
"2012-01-10",18.22669,18.491774,18.144424,18.354662,10333924,13.240298
"2012-01-11",18.244972,18.756857,18.025595,18.692869,12648719,13.48427
"2012-01-12",18.619743,19.305302,18.555759,19.140768,14806743,13.807361
"2012-01-13",18.948812,19.405849,18.820841,19.213894,9392865,13.860114
"2012-01-17",19.369287,20.173676,19.323584,20.137112,16177197,14.526085
"2012-01-18",20.429617,21.206581,20.402193,21.069469,17263539,15.198647
"2012-01-19",21.243143,21.297989,20.83181,21.023766,10919652,15.16568
"2012-01-20",21.069469,21.489944,20.850092,21.489944,9967325,15.501955
"2012-01-23",21.499086,21.718464,21.243143,21.499086,8930213,15.508555
"2012-01-24",21.334553,22.257771,21.270567,22.111517,12892134,15.950342
"2012-01-25",21.919561,22.723949,21.54479,22.531994,14999178,16.253656
"2012-01-26",22.61426,22.659964,21.645338,21.837294,10611472,15.752525
"2012-01-27",21.755028,22.3766,21.645338,22.047531,12493480,15.904181
"2012-01-30",21.755028,22.349176,21.66362,22.193785,8490315,16.009686
"2012-01-31",22.367458,22.687386,21.499086,21.928701,13635507,15.818461
"2012-02-01",22.413162,22.559416,21.864717,21.919561,14013812,15.811872
"2012-02-02",22.111517,22.129799,21.846436,22.010969,9327116,15.877811
"2012-02-03",22.239489,22.559416,21.946983,22.513712,9529506,16.240463
"2012-02-06",22.212067,22.797075,22.129799,22.723949,8115292,16.392124
"2012-02-07",22.60512,23.20841,22.440584,23.117002,11299270,16.675655
"2012-02-08",23.117002,23.473492,22.733089,22.888483,12446110,16.510805
"2012-02-09",23.089581,23.199268,22.696527,23.117002,10514762,16.675655
"2012-02-10",22.833637,23.117002,22.550274,22.678246,7612818,16.359154
"2012-02-13",22.833637,22.888483,22.248629,22.349176,8089911,16.219841
"2012-02-14",22.248629,22.723949,22.212067,22.50457,7654718,16.332615
"2012-02-15",22.541134,22.906763,22.449726,22.733089,11305505,16.498465
"2012-02-16",22.888483,23.44607,22.531994,23.171846,11733916,16.816893
"2012-02-17",23.20841,23.391226,22.714808,22.842779,8732855,16.578075
"2012-02-21",22.952469,23.583181,22.952469,23.33638,8739200,16.936295
"2012-02-22",23.482634,23.491774,23.098721,23.318098,7055315,16.923031
"2012-02-23",23.354662,23.619743,23.053017,23.583181,8348423,17.115417
"2012-02-24",23.592321,23.638025,22.202925,22.294333,14939117,16.180038
"2012-02-27",22.166363,22.550274,22.074953,22.422302,9934505,16.272917
"2012-02-28",22.413162,22.714808,21.892139,22.659964,14623389,16.445391
"2012-02-29",22.687386,22.943327,22.349176,22.38574,9602913,16.246384
"2012-03-01",22.513712,23.738573,22.513712,23.491774,16143830,17.049076
"2012-03-02",23.318098,24.497257,23.318098,23.784279,12929548,17.261362
"2012-03-05",23.738573,23.811701,23.308958,23.482634,8166929,17.042446
"2012-03-06",23.080439,23.244972,22.915905,23.007313,7909511,16.697474
"2012-03-07",23.062157,24.862888,23.053017,24.680073,23120705,17.911484
"2012-03-08",24.853748,25.676416,24.853748,25.475321,17973435,18.48863
"2012-03-09",25.502743,26.215721,25.374771,26.106033,17737350,18.946371
"2012-03-12",26.005484,26.060329,25.438757,25.795246,10991527,18.720818
"2012-03-13",25.904936,26.051188,25.530165,26.032907,12062225,18.893303
"2012-03-14",25.923218,26.133455,25.466179,25.575869,8983381,18.561602
"2012-03-15",25.630713,25.776964,25.292505,25.612431,10996779,18.588139
"2012-03-16",25.71298,26.142595,25.575869,25.585009,12380689,18.568235
"2012-03-19",25.630713,25.749542,25.420475,25.548447,7663470,18.5417
"2012-03-20",25.237659,25.237659,24.917732,25.100548,9405556,18.216639
"2012-03-21",25.137112,25.301645,24.780622,24.808044,7889272,18.004356
"2012-03-22",24.524679,24.588665,23.994516,24.16819,10648558,17.539986
"2012-03-23",24.232176,24.616089,24.012796,24.396709,8607920,17.705832
"2012-03-26",24.908592,24.926874,24.378428,24.725777,8125904,17.944653
"2012-03-27",24.698355,25.466179,24.597807,25.155394,13477314,18.256449
"2012-03-28",25.073126,25.310785,24.616089,24.972578,12209696,18.12377
"2012-03-29",24.725777,24.725777,23.839123,24.360146,12737661,17.679295
"2012-03-30",24.460695,24.670933,23.053017,23.555759,18384561,17.095516
"2012-04-02",23.45521,24.259598,23.199268,24.067642,9081403,17.467009
"2012-04-03",24.040218,24.040218,22.888483,23.21755,17330929,16.850063
"2012-04-04",23.299816,23.729433,22.961609,23.098721,11861039,16.763823
"2012-04-05",22.952469,23.235832,22.522852,22.797075,11794523,16.544897
"2012-04-09",22.449726,22.888483,22.294333,22.586838,6233721,16.392321
"2012-04-10",22.961609,22.961609,21.56307,21.572212,16031367,15.655966
"2012-04-11",21.928701,22.212067,21.700184,21.745888,9493404,15.78201
"2012-04-12",21.809872,22.970751,21.800732,22.787933,10051781,16.538269
"2012-04-13",22.550274,22.632542,22.047531,22.065813,9286528,16.014191
"2012-04-16",21.992687,22.047531,21.316271,21.352835,12294810,15.49675
"2012-04-17",21.928701,22.285192,21.645338,22.010969,12911935,15.974386
"2012-04-18",21.873857,21.992687,21.508226,21.828154,8075033,15.841714
"2012-04-19",21.828154,22.166363,21.627056,21.846436,7542583,15.85498
"2012-04-20",22.047531,22.157221,21.681902,21.709324,7009696,15.755469
"2012-04-23",21.371115,21.66362,21.069469,21.590494,6760482,15.669232
"2012-04-24",21.672762,22.065813,21.526508,21.873857,8222613,15.874875
"2012-04-25",22.093237,22.166363,21.444241,22.084095,8229177,16.02747
"2012-04-26",21.983547,22.49543,21.855576,22.458866,5834849,16.29945
"2012-04-27",22.760511,23.053017,22.559416,22.961609,8548516,16.66431
"2012-04-30",23.144424,23.354662,22.367458,22.577698,8542171,16.385691
"2012-05-01",22.806215,23.308958,22.458866,22.705667,9744477,16.478565
"2012-05-02",22.522852,22.541134,21.983547,22.129799,8777490,16.060625
"2012-05-03",22.093237,22.129799,21.297989,21.517366,9873131,15.616158
"2012-05-04",21.371115,21.444241,20.676416,20.978062,7210226,15.22476
"2012-05-07",20.776964,21.142595,20.585009,20.914078,6618262,15.178324
"2012-05-08",20.72212,20.804388,20.082268,20.621572,10237214,14.96604
"2012-05-09",20.274223,20.840952,20.018282,20.548447,11282203,14.912968
"2012-05-10",20.923218,21.096891,20.575869,20.621572,6806540,14.96604
"2012-05-11",20.420475,21.142595,20.374771,20.603291,6029909,14.952771
"2012-05-14",20.182816,20.411335,20.11883,20.155394,7293370,14.627713
"2012-05-15",20.164534,20.648994,19.634369,19.670933,10313138,14.276114
"2012-05-16",19.808044,20.511883,19.670933,19.954296,9277339,14.481768
"2012-05-17",19.926874,20.228519,19.689215,19.734919,9361577,14.32255
"2012-05-18",19.936014,20.100548,19.451553,19.597807,8507929,14.223042
"2012-05-21",19.497257,20.10969,19.451553,20,7189330,14.617202
"2012-05-22",20.11883,20.411335,19.88117,20.164534,9158968,14.737453
"2012-05-23",19.899452,20.374771,19.826324,20.301645,8838098,14.837662
"2012-05-24",20.411335,20.511883,19.908592,20.219378,9244191,14.777536
"2012-05-25",20.164534,20.72212,20.164534,20.420475,4937003,14.924508
"2012-05-29",20.630713,20.786106,20.228519,20.447899,6333385,14.944552
"2012-05-30",20.155394,20.155394,19.753199,19.936014,9806288,14.570439
"2012-05-31",19.89031,19.954296,19.186472,19.28702,10258547,14.096109
"2012-06-01",18.857405,19.232176,18.619743,18.903109,8125357,13.815527
"2012-06-04",18.948812,18.976234,18.281536,18.619743,7889819,13.608422
"2012-06-05",18.592321,19.26874,18.564899,19.195612,7046454,14.029308
"2012-06-06",19.497257,20.073126,19.433271,19.853748,7522235,14.510314
"2012-06-07",20.191956,20.265081,19.442413,19.606947,6896904,14.329934
"2012-06-08",19.497257,19.616089,19.296162,19.442413,7162856,14.209685
"2012-06-11",19.707495,20.521025,19.369287,19.972578,14776220,14.597156
"2012-06-12",20.155394,21.042048,20.054846,20.365631,18287523,14.884429
"2012-06-13",20.246801,20.493601,19.707495,19.872028,10258547,14.523672
"2012-06-14",19.853748,20.420475,19.689215,20.009142,9434984,14.623885
"2012-06-15",19.936014,20.356489,19.762341,20.329067,8073173,14.857705
"2012-06-18",20.155394,20.155394,19.808044,19.917732,6999959,14.557076
"2012-06-19",20.539305,21.480804,20.146252,21.051188,14676448,15.385469
"2012-06-20",21.170017,21.608774,21.069469,21.517366,14081530,15.726186
"2012-06-21",21.608774,21.709324,20.749542,21.014626,12931736,15.358747
"2012-06-22",21.206581,21.608774,21.087751,21.480804,10713870,15.699464
"2012-06-25",21.142595,21.142595,20.795246,20.996344,8785805,15.345387
"2012-06-26",20.996344,21.499086,20.978062,21.343693,8271187,15.599251
"2012-06-27",21.444241,21.901279,21.343693,21.590494,10452951,15.779626
"2012-06-28",21.371115,21.919561,21.224863,21.873857,9603023,15.986725
"2012-06-29",22.449726,22.49543,21.837294,22.074953,8783617,16.133698
"2012-07-02",22.3766,22.3766,21.828154,22.111517,7418523,16.160425
"2012-07-03",22.303473,22.943327,22.248629,22.861059,6447270,16.708241
"2012-07-05",22.760511,22.906763,22.276051,22.312614,6511379,16.307398
"2012-07-06",21.937843,22.513712,21.864717,22.449726,7695524,16.407612
"2012-07-09",22.458866,22.50457,21.54479,21.764168,10419037,15.906562
"2012-07-10",21.855576,22.184645,21.453382,21.608774,10723716,15.792987
"2012-07-11",21.709324,22.093237,21.672762,21.956123,8426535,16.046852
"2012-07-12",21.864717,22.458866,21.599634,22.212067,11489079,16.233908
"2012-07-13",22.257771,22.842779,22.239489,22.723949,7325643,16.608027
"2012-07-16",22.678246,23.089581,22.513712,23.071299,8155879,16.861893
"2012-07-17",23.180986,23.491774,22.879341,23.263254,9699404,17.002186
"2012-07-18",23.180986,23.994516,23.089581,23.601463,10198924,17.249371
"2012-07-19",23.619743,23.765997,23.053017,23.235832,8269437,16.982141
"2012-07-20",23.034735,23.409506,22.952469,23.345522,7192831,17.062309
"2012-07-23",23.016453,23.537477,22.541134,23.44607,8714038,17.13579
"2012-07-24",23.574039,23.610603,22.541134,23.034735,11321150,16.835163
"2012-07-25",23.117002,23.244972,22.550274,22.787933,8424238,16.654787
"2012-07-26",23.053017,23.43693,22.897623,23.318098,6807634,17.042267
"2012-07-27",23.22669,23.976234,22.870201,23.857405,10944814,17.436424
"2012-07-30",24.021938,24.296162,23.702011,23.839123,9665052,17.423063
"2012-07-31",24.798903,25.676416,24.680073,25.137112,24909833,18.371712
"2012-08-01",25.292505,25.347349,24.433271,24.817184,14079889,18.13789
"2012-08-02",24.680073,25.164534,24.360146,24.954296,12233108,18.2381
"2012-08-03",25.438757,25.685558,24.963436,25.447899,9699185,18.598848
"2012-08-06",25.539305,25.914078,25.484461,25.72212,9057664,18.799276
"2012-08-07",25.987204,26.56307,25.95064,26.106033,13191343,19.079855
"2012-08-08",25.987204,26.745888,25.813528,26.288849,9889979,19.213469
"2012-08-09",26.297989,26.654478,26.115173,26.380257,9275151,19.280277
"2012-08-10",26.124313,26.736746,26.051188,26.599634,8591948,19.440605
"2012-08-13",26.499086,26.608774,25.886654,26.078611,8572037,19.175133
"2012-08-14",26.234003,26.407679,26.069469,26.243143,8015191,19.296106
"2012-08-15",26.270567,26.590494,26.005484,26.142595,8138157,19.222176
"2012-08-16",26.133455,26.56307,25.886654,26.526508,8768410,19.504461
"2012-08-17",26.499086,26.499086,26.151737,26.325411,7655156,19.356598
"2012-08-20",26.316271,27.221207,26.316271,27.193785,12705716,19.995094
"2012-08-21",27.312614,27.733089,27.193785,27.239489,14571642,20.0287
"2012-08-22",27.102377,27.175503,26.800732,27.010969,8229396,19.860676
"2012-08-23",26.974405,27.166363,26.645338,26.700184,6186351,19.632168
"2012-08-24",26.55393,26.965265,26.361975,26.727606,7570261,19.652327
"2012-08-27",27.120659,28.33638,27.093237,28.126143,21629583,20.680643
"2012-08-28",28.254112,28.775137,28.007313,28.44607,14353061,20.91588
"2012-08-29",28.281536,28.44607,27.970751,28.126143,9197039,20.680643
"2012-08-30",27.998173,28.254112,27.897623,28.089581,9175487,20.653757
"2012-08-31",28.244972,28.665447,28.016453,28.574039,9974326,21.009974
"2012-09-04",28.610603,28.738573,27.934187,28.354662,8100961,20.848669
"2012-09-05",28.290676,28.811701,28.107861,28.537477,10620114,20.983091
"2012-09-06",28.839123,29.067642,28.418648,28.720293,11116572,21.117506
"2012-09-07",28.747715,29.606947,28.656307,29.414991,8514821,21.628309
"2012-09-10",29.360146,29.753199,29.131626,29.26874,6772516,21.520767
"2012-09-11",29.744059,30.054846,29.542961,29.954296,8930322,22.024847
"2012-09-12",30.283363,30.71298,29.945154,29.963436,12298967,22.03157
"2012-09-13",29.917732,30.054846,29.250458,29.972578,12592159,22.038292
"2012-09-14",30.164534,31.407679,30.100548,30.850092,12722673,22.683514
"2012-09-17",30.301645,30.338207,29.131626,29.28702,16040119,21.534218
"2012-09-18",29.067642,29.067642,28.44607,28.884827,13113778,21.238489
"2012-09-19",28.985374,29.488117,28.820841,29.451553,9126476,21.655193
"2012-09-20",29.332724,29.506399,29.04936,29.378428,8895533,21.601425
"2012-09-21",29.689215,29.88117,29.140768,29.223036,8333873,21.487167
"2012-09-24",28.903109,29.250458,28.784279,29.021938,5705976,21.339306
"2012-09-25",29.140768,29.323584,28.729433,28.765997,6760264,21.151114
"2012-09-26",28.592321,28.702011,27.851919,28.244972,7611177,20.768009
"2012-09-27",28.528336,28.839123,28.299816,28.738573,7026434,21.130949
"2012-09-28",28.647165,29.012796,28.409506,28.957952,7750443,21.292253
"2012-10-01",29.213894,29.643511,29.040218,29.369287,6677010,21.5947
"2012-10-02",29.478975,29.625229,29.122486,29.378428,5513104,21.601425
"2012-10-03",29.186472,29.241316,28.610603,28.875687,8158614,21.231764
"2012-10-04",29.259598,30.054846,29.250458,29.808044,7331113,21.917318
"2012-10-05",30.100548,30.566729,29.0585,29.149908,12872223,21.433395
"2012-10-08",28.948812,29.095064,28.43693,28.985374,9590113,21.31242
"2012-10-09",29.040218,29.360146,28.702011,28.702011,6875681,21.104069
"2012-10-10",28.601463,28.702011,26.800732,26.937843,21215395,19.806911
"2012-10-11",27.157221,27.559416,26.535648,26.636196,13993354,19.585112
"2012-10-12",26.380257,26.837294,25.566729,26.517366,16959626,19.497734
"2012-10-15",26.489944,26.800732,25.749542,26.334553,9687151,19.363317
"2012-10-16",26.645338,27.010969,26.425961,26.983547,8639427,19.840515
"2012-10-17",27.102377,27.568556,26.837294,27.449726,11318962,20.183285
"2012-10-18",27.266911,27.531994,26.992687,27.093237,8072845,19.921167
"2012-10-19",27.047531,27.39488,26.572212,26.992687,7803721,19.847231
"2012-10-22",26.764168,27.239489,26.56307,26.937843,4851999,19.806911
"2012-10-23",26.398537,26.398537,25.493601,25.923218,13205674,19.060865
"2012-10-24",26.078611,26.462523,25.877514,25.968922,7861265,19.094479
"2012-10-25",26.316271,26.489944,25.804388,26.042048,5356443,19.148243
"2012-10-26",25.959782,26.599634,25.804388,26.535648,8734934,19.511179
"2012-10-31",26.864717,27.084095,25.868374,26.599634,11471684,19.558226
"2012-11-01",26.243143,26.700184,26.060329,26.288849,9814712,19.329714
"2012-11-02",26.581352,26.66362,25.658134,25.776964,8690845,18.953335
"2012-11-05",25.850092,26.480804,25.804388,26.398537,6161299,19.410366
"2012-11-06",26.599634,27.879341,26.334553,27.477148,12928564,20.203447
"2012-11-07",26.919561,27.202925,26.389397,26.864717,9746555,19.753139
"2012-11-08",26.919561,27.943327,26.837294,26.846436,10936718,19.739697
"2012-11-09",26.56307,27.294333,26.142595,27.047531,7993858,19.887558
"2012-11-12",27.074953,27.321754,26.745888,26.928701,5595044,19.800179
"2012-11-13",26.681902,27.166363,26.517366,26.709324,7324111,19.638884
"2012-11-14",27.010969,27.193785,26.325411,26.380257,10463563,19.396925
"2012-11-15",26.234003,27.193785,26.106033,27.038391,9353153,19.880838
"2012-11-16",27.138941,27.193785,26.489944,26.837294,10663984,19.732977
"2012-11-19",27.239489,27.879341,27.166363,27.522852,10519357,20.358404
"2012-11-20",27.486288,28.071299,27.266911,27.925047,8687563,20.655901
"2012-11-21",27.989031,28.510056,27.989031,28.33638,7014400,20.960157
"2012-11-23",28.564899,29.28702,28.528336,29.177332,4847952,21.582207
"2012-11-26",28.903109,29.021938,28.519196,28.875687,5196281,21.359074
"2012-11-27",28.473492,28.848263,28.363804,28.473492,7386688,21.061575
"2012-11-28",28.089581,29.067642,27.934187,28.930531,8817312,21.399643
"2012-11-29",29.131626,29.561243,29.085922,29.469835,10814081,21.798563
"2012-11-30",29.588665,29.643511,29.223036,29.488117,5491880,21.81209
"2012-12-03",29.552101,29.707495,29.131626,29.149908,6407777,21.561914
"2012-12-04",29.177332,29.652651,29.177332,29.442413,8199311,21.778278
"2012-12-05",29.524679,29.707495,28.500914,28.647165,9668553,21.190048
"2012-12-06",28.574039,29.076782,28.299816,29.067642,8322605,21.501062
"2012-12-07",29.26874,29.469835,28.820841,29.122486,6633031,21.54163
"2012-12-10",28.976234,29.89031,28.976234,29.853748,9119803,22.082537
"2012-12-11",29.954296,30.173676,29.780622,29.853748,8889625,22.082537
"2012-12-12",30,30.539305,29.798903,29.972578,10327141,22.170437
"2012-12-13",30,30.027422,29.305302,29.798903,7726156,22.041971
"2012-12-14",29.808044,30.594151,29.808044,30.502743,7986856,22.562595
"2012-12-17",30.566729,31.142595,30.484461,31.115173,9400633,23.015606
"2012-12-18",31.151737,31.316271,30.804388,31.297989,10213693,23.150829
"2012-12-19",31.297989,31.526508,30.868374,31.106033,9006464,23.008842
"2012-12-20",31.179159,31.425961,31.014626,31.425961,8287925,23.245489
"2012-12-21",31.014626,31.334553,30.676416,31.206581,9025828,23.083218
"2012-12-24",30.987204,31.078611,30.71298,30.840952,2965287,22.812763
"2012-12-26",30.996344,31.425961,30.776964,30.786106,4689431,22.772198
"2012-12-27",30.804388,31.170017,30.237659,30.923218,6086688,22.873621
