"dates","MMM.Open","MMM.High","MMM.Low","MMM.Close","MMM.Volume","MMM.Adjusted"
"2010-05-20",81.169998,81.470001,79.5,79.580002,8752700,59.506447
"2010-05-21",78.419998,80.769997,78.139999,80.699997,6489700,60.343914
"2010-05-24",80.730003,80.739998,79.440002,79.589996,3625900,59.51392
"2010-05-25",78.699997,79.550003,77.309998,79.470001,5705200,59.424191
"2010-05-26",80,80.690002,79.029999,79.169998,4720900,59.199867
"2010-05-27",80.410004,81.529999,80.040001,81.43,4554900,60.889797
"2010-05-28",81.529999,81.690002,78.760002,79.309998,6482800,59.304535
"2010-06-01",78.720001,79.870003,77.970001,78.07,4340200,58.377331
"2010-06-02",78.599998,78.889999,77.510002,78.739998,5773600,58.878319
"2010-06-03",79.290001,79.760002,77.660004,78.339996,7880900,58.579205
"2010-06-04",77.290001,77.290001,75.800003,76.099998,8152800,56.904259
"2010-06-07",76.160004,76.860001,74.690002,74.739998,5947800,55.887302
"2010-06-08",74.739998,75.150002,72.720001,74.919998,7229500,56.021881
"2010-06-09",75.470001,76.099998,74.5,74.790001,4803100,55.92469
"2010-06-10",75.779999,77.589996,75.620003,77.43,6204500,57.898773
"2010-06-11",76.660004,78.389999,76.620003,78.300003,4627700,58.549297
"2010-06-14",78.989998,79.330002,78.059998,78.139999,3612000,58.429657
"2010-06-15",79.089996,79.860001,78.739998,79.769997,3233200,59.648506
"2010-06-16",79.279999,81,78.989998,80.879997,5359800,60.478512
"2010-06-17",81.339996,81.370003,79.900002,81.029999,3976400,60.590691
"2010-06-18",80.839996,81.379997,80.379997,81.18,5255800,60.702835
"2010-06-21",81.959999,83,81.07,81.470001,4064000,60.919704
"2010-06-22",81.709999,81.870003,79.879997,80.029999,3116800,59.842922
"2010-06-23",80.230003,80.639999,79.449997,80.120003,3567100,59.910225
"2010-06-24",79.809998,79.839996,77.870003,78.18,4340100,58.459587
"2010-06-25",78.529999,79.089996,77.879997,78.900002,4339900,58.997959
"2010-06-28",78.949997,79.730003,78.290001,78.980003,3094000,59.057785
"2010-06-29",78.720001,79.040001,76.849998,78.489998,8545400,58.691383
"2010-06-30",78.209999,80.220001,78.209999,78.989998,6942900,59.065247
"2010-07-01",79.059998,79.379997,77.830002,78.550003,6811700,58.736252
"2010-07-02",78.800003,79,77.040001,77.669998,3776900,58.078228
"2010-07-06",78.449997,79.379997,77.5,78.139999,4012500,58.429657
"2010-07-07",78.440002,80.580002,77.93,80.519997,4957900,60.209316
"2010-07-08",81.120003,81.589996,80.089996,81.220001,3975800,60.732765
"2010-07-09",81.110001,82.25,81.110001,82.160004,2817400,61.435642
"2010-07-12",81.870003,82.260002,81.360001,82.260002,3206600,61.510433
"2010-07-13",82.839996,84.57,82.839996,83.550003,5137400,62.475048
"2010-07-14",83.129997,83.68,82.489998,83.050003,3114300,62.101166
"2010-07-15",83.169998,83.169998,81.529999,83.059998,4642000,62.108635
"2010-07-16",82.709999,82.769997,80.699997,80.949997,4302500,60.530872
"2010-07-19",81.480003,81.550003,80.080002,81.220001,3054200,60.732765
"2010-07-20",80.480003,82.339996,80.010002,82.190002,3050800,61.45808
"2010-07-21",82.639999,83.110001,81.339996,82.300003,4992700,61.540314
"2010-07-22",84.730003,85.139999,83.849998,84.75,7153200,63.372341
"2010-07-23",84.699997,86.269997,84.349998,86.169998,4559100,64.434158
"2010-07-26",86.5,87.470001,85.889999,87.32,4834500,65.294098
"2010-07-27",87.160004,87.389999,86.330002,86.800003,4243800,64.905235
"2010-07-28",86.440002,87,86.220001,86.690002,2824600,64.822983
"2010-07-29",87.050003,87.480003,85.720001,86.339996,3344200,64.561264
"2010-07-30",85.5,86.349998,84.860001,85.540001,4744600,63.963058
"2010-08-02",86.800003,87.779999,86.720001,87.410004,3639000,65.361389
"2010-08-03",86.980003,87.550003,86.68,87.209999,2855500,65.2118
"2010-08-04",87.300003,88.07,87.230003,88,2222600,65.802544
"2010-08-05",87.309998,87.919998,86.970001,87.720001,2523600,65.593178
"2010-08-06",86.809998,87.540001,86.019997,87.290001,2701300,65.271637
"2010-08-09",87.730003,88.379997,87.410004,88.029999,3187400,65.824982
"2010-08-10",87.410004,87.779999,85.849998,87.110001,3641400,65.137054
"2010-08-11",85.900002,85.989998,83.529999,84.099998,4505600,62.886307
"2010-08-12",83.300003,84.629997,83.160004,84.010002,3435300,62.818985
"2010-08-13",83.900002,84.449997,83.739998,84.010002,2079100,62.818985
"2010-08-16",83.330002,83.959999,82.330002,83.43,2358400,62.385292
"2010-08-17",82.940002,84.889999,82.669998,84.089996,4374600,62.878807
"2010-08-18",83.779999,84,82.410004,83.610001,3198900,62.91267
"2010-08-19",83.330002,83.440002,81.190002,81.809998,3959300,61.558254
"2010-08-20",81,81.440002,80.110001,80.660004,4355400,60.692921
"2010-08-23",81.010002,82.300003,80.900002,81.080002,3243400,61.008968
"2010-08-24",80.199997,81,79.470001,80.449997,4475900,60.53492
"2010-08-25",80.010002,81.099998,79.470001,80.75,3577100,60.760658
"2010-08-26",81.260002,81.330002,79.5,79.779999,3577000,60.030769
"2010-08-27",80.120003,81.089996,79.199997,81,3445900,60.948765
"2010-08-30",80.559998,80.68,79.580002,79.650002,2408400,59.932961
"2010-08-31",79.559998,80.199997,78.400002,78.550003,4956000,59.105263
"2010-09-01",79.510002,81.099998,79.290001,81.010002,4507000,60.956284
"2010-09-02",81.440002,81.889999,80.830002,81.870003,2477800,61.603413
"2010-09-03",82.580002,83.709999,82.559998,83.480003,2939700,62.814838
"2010-09-07",83.230003,83.379997,82.019997,82.139999,3099200,61.806568
"2010-09-08",82.209999,83.709999,82.209999,82.75,2787000,62.26556
"2010-09-09",83.919998,84.080002,82.480003,82.959999,2471700,62.423569
"2010-09-10",82.870003,84.07,82.650002,83.940002,2166300,63.160999
"2010-09-13",84.559998,84.970001,84.209999,84.860001,2863500,63.853233
"2010-09-14",84.68,85,84.019997,84.629997,3319500,63.680199
"2010-09-15",84.470001,84.75,83.620003,84.580002,2175900,63.642578
"2010-09-16",84.019997,85,83.940002,84.949997,2431800,63.920944
"2010-09-17",85.339996,86.169998,85.089996,86.07,5967100,64.76371
"2010-09-20",86.260002,87.629997,86.059998,87.410004,3657900,65.772026
"2010-09-21",86.650002,87.620003,86.059998,86.550003,3680200,65.124908
"2010-09-22",86.57,87.160004,86.129997,86.629997,2473000,65.185074
"2010-09-23",85.860001,86.75,85.349998,85.529999,1994000,64.357376
"2010-09-24",86.410004,87.470001,85.790001,86.959999,3420400,65.433395
"2010-09-27",86.860001,87.110001,86.07,86.190002,2494700,64.854019
"2010-09-28",86.650002,87.32,85.440002,87.040001,2582600,65.493584
"2010-09-29",86.660004,87.650002,86.32,87.169998,2915700,65.5914
"2010-09-30",87.779999,88,86.209999,86.709999,3634700,65.245285
"2010-10-01",87.379997,87.889999,86.900002,87.620003,3200900,65.930031
"2010-10-04",87.290001,87.730003,86.110001,86.699997,2286300,65.237762
"2010-10-05",87.309998,89,87.309998,88.860001,4612200,66.863068
"2010-10-06",88.660004,89.900002,88.660004,89.889999,4137400,67.638054
"2010-10-07",89.860001,89.919998,88.440002,88.900002,3321900,66.893158
"2010-10-08",89.82,89.82,88.43,89.160004,2264400,67.088799
"2010-10-11",89.480003,89.5,87.970001,88.25,2605900,66.40406
"2010-10-12",87.919998,88.540001,86.779999,88.150002,2501400,66.328812
"2010-10-13",88.129997,89.730003,88.129997,89.139999,3179900,67.073753
"2010-10-14",89.150002,89.260002,88.360001,89.07,2313700,67.02108
"2010-10-15",89.75,89.889999,88.370003,89.139999,3097100,67.073753
"2010-10-18",89.089996,89.919998,88.690002,89.660004,2692000,67.465012
"2010-10-19",88.75,88.959999,87.510002,88.550003,3888100,66.629822
"2010-10-20",88.730003,89.949997,88.599998,89.470001,2819400,67.322075
"2010-10-21",89.870003,90.900002,89.720001,90.550003,5633800,68.134727
"2010-10-22",90.449997,90.629997,90.019997,90.440002,2310800,68.051941
"2010-10-25",90.629997,91.489998,90.629997,90.900002,3192900,68.398048
"2010-10-26",90.68,90.980003,90.139999,90.470001,2268200,68.074524
"2010-10-27",89.989998,90.529999,88.559998,90.370003,3398500,67.999268
"2010-10-28",87.82,88,83.800003,85.07,16228100,64.011261
"2010-10-29",85.010002,85.209999,84.07,84.220001,6085200,63.37167
"2010-11-01",84.57,85.290001,83.419998,83.980003,4467200,63.191059
"2010-11-02",84.809998,85.050003,84.32,84.800003,3815200,63.808083
"2010-11-03",85.150002,85.580002,83.300003,85.300003,4081700,64.184319
"2010-11-04",86.290001,87.870003,86.099998,87.040001,6606100,65.493584
"2010-11-05",87.459999,87.489998,86,86.339996,3724300,64.96685
"2010-11-08",85.800003,86.599998,85.550003,85.860001,5515100,64.605682
"2010-11-09",86.330002,86.339996,84.949997,85.300003,4920500,64.184319
"2010-11-10",85.300003,86.489998,85.290001,86.25,3999000,64.899155
"2010-11-11",85.720001,86.559998,85.220001,86.5,5850800,65.087265
"2010-11-12",86.019997,87.169998,85.629997,86.239998,4123700,64.891632
"2010-11-15",86.690002,86.779999,86.139999,86.199997,3131100,64.861534
"2010-11-16",85.709999,85.779999,83.970001,84.239998,5699800,63.386723
"2010-11-17",84.080002,84.519997,83.519997,83.949997,3130600,63.564648
"2010-11-18",84.839996,85.75,84.559998,85.550003,3576400,64.776154
"2010-11-19",85.529999,85.550003,84.720001,85.010002,3221300,64.367271
"2010-11-22",84.660004,85.059998,83.970001,84.900002,2976300,64.283966
"2010-11-23",83.910004,84.540001,83.139999,83.589996,3933200,63.292057
"2010-11-24",84.489998,84.809998,84.080002,84.660004,3857600,64.102257
"2010-11-26",84.459999,85.07,83.919998,84.400002,1661300,63.905396
"2010-11-29",83.699997,84.379997,83,84.220001,3590000,63.769093
"2010-11-30",83.25,84.300003,83.029999,83.980003,3463500,63.587349
"2010-12-01",85.419998,86.730003,85.400002,86.050003,5153700,65.154709
"2010-12-02",86.239998,87.129997,86.150002,86.510002,4257900,65.503021
"2010-12-03",86.059998,87.239998,85.809998,86.940002,2910700,65.828613
"2010-12-06",87,87.419998,86.620003,86.879997,3165400,65.783173
"2010-12-07",86.68,87.07,83.809998,84.190002,10359600,63.746387
"2010-12-08",83.230003,84.82,83.230003,84.68,5145300,64.117416
"2010-12-09",84.980003,85.050003,83.720001,84.110001,3598100,63.685799
"2010-12-10",84.349998,84.419998,83.75,84.32,4453200,63.844807
"2010-12-13",84.540001,85.720001,84.43,85.300003,4264300,64.586845
"2010-12-14",85.230003,85.910004,85.019997,85.839996,2873400,64.99572
"2010-12-15",85.839996,87,85.449997,85.809998,4758500,64.972992
"2010-12-16",85.889999,86.580002,85.150002,86.400002,2670600,65.419739
"2010-12-17",86.389999,86.650002,85.900002,86.370003,3655800,65.397018
"2010-12-20",86.599998,87.82,86.110001,87.339996,4002600,66.13147
"2010-12-21",87.519997,87.599998,86.230003,86.529999,3265900,65.518158
"2010-12-22",86.410004,86.900002,85.830002,86.720001,2396800,65.662033
"2010-12-23",86.790001,86.860001,86.230003,86.470001,1890200,65.472725
"2010-12-27",86.379997,87.25,86,87.010002,1585500,65.881615
"2010-12-28",87.010002,87.419998,86.440002,86.739998,1769700,65.677162
"2010-12-29",86.839996,87.199997,86.550003,86.760002,1666800,65.692322
"2010-12-30",86.779999,87.029999,86.370003,86.540001,1502900,65.525749
"2010-12-31",86.529999,86.980003,86.010002,86.300003,1791500,65.344025
"2011-01-03",86.75,87.330002,86.739998,86.790001,2632800,65.715034
"2011-01-04",87,87.279999,86.279999,86.669998,2644100,65.624176
"2011-01-05",86.290001,87.900002,86.120003,86.669998,4081300,65.624176
"2011-01-06",86.860001,87.190002,85.629997,86.139999,3452600,65.222855
"2011-01-07",86.550003,87.309998,85.949997,86.230003,3355500,65.291008
"2011-01-10",85.720001,87.330002,85.720001,87.150002,3475200,65.987602
"2011-01-11",87.330002,88.339996,87.330002,87.739998,3024400,66.434341
"2011-01-12",88.019997,88.760002,87.919998,88.660004,2732900,67.130943
"2011-01-13",88.470001,88.870003,87.760002,88.040001,2351900,66.661491
"2011-01-14",87.739998,88.110001,87.449997,88.099998,2094300,66.706909
"2011-01-18",87.839996,88.5,87.709999,88.139999,2323700,66.737206
"2011-01-19",88.25,88.739998,87.660004,87.959999,2302200,66.600929
"2011-01-20",87.860001,88.379997,87.25,88.040001,2167400,66.661491
"2011-01-21",88.660004,89.389999,88.370003,89.290001,3911300,67.607948
"2011-01-24",89.209999,90.5,89.059998,90.32,6319600,68.38784
"2011-01-25",89.400002,89.5,87.199997,88.5,7480800,67.009789
"2011-01-26",88.580002,89.720001,88.43,89.57,4097800,67.819984
"2011-01-27",89.199997,90.290001,89.019997,89.190002,3282400,67.532227
"2011-01-28",89.43,89.690002,87.25,87.440002,4927600,66.207199
"2011-01-31",87.93,88.190002,87.309998,87.919998,4116500,66.570633
"2011-02-01",88.019997,88.300003,87.440002,87.790001,3995200,66.472214
"2011-02-02",87.68,88.449997,87.68,87.75,2892600,66.441917
"2011-02-03",87.82,88.269997,87.550003,87.949997,1982200,66.593346
"2011-02-04",87.919998,88.389999,87.650002,88.290001,1973900,66.850792
"2011-02-07",88.169998,89.25,87.809998,88.790001,2621700,67.229378
"2011-02-08",88.970001,89.5,88.779999,89.470001,2708000,67.74427
"2011-02-09",89.669998,90.839996,89.650002,90.779999,4786500,68.736153
"2011-02-10",90.239998,90.68,89.959999,90.459999,2787500,68.493874
"2011-02-11",90.339996,91.949997,90.059998,91.800003,3410000,69.508476
"2011-02-14",91.720001,92.300003,91.720001,91.900002,3418500,69.58419
"2011-02-15",91.519997,92.139999,91,92,2971900,69.659904
"2011-02-16",91.459999,92.949997,91.449997,92.330002,3906500,70.330215
"2011-02-17",92.139999,92.959999,92.019997,92.730003,3134200,70.634933
"2011-02-18",92.730003,92.970001,92.050003,92.959999,3435200,70.810097
"2011-02-22",92.730003,93.650002,91.82,92,5032300,70.078857
"2011-02-23",92.57,92.580002,89.870003,90.260002,5360900,68.753471
"2011-02-24",90.43,90.730003,89.269997,90.029999,3995700,68.578247
"2011-02-25",89.75,90.669998,89.690002,90.25,2859500,68.745827
"2011-02-28",91.900002,92.639999,91.099998,92.230003,4797400,70.254066
"2011-03-01",92.190002,92.349998,90.440002,90.459999,4008100,68.905815
"2011-03-02",90.239998,92.199997,90.239998,91.32,2809500,69.560875
"2011-03-03",91.849998,93.400002,91.849998,92.809998,3061100,70.695847
"2011-03-04",92.709999,93.290001,91.349998,92.190002,2770400,70.223572
"2011-03-07",92.580002,93.550003,92.019997,92.400002,3790500,70.383553
"2011-03-08",92.370003,94.160004,92.300003,93.75,3623700,71.41188
"2011-03-09",93.519997,93.739998,92.580002,93.169998,2117900,70.970078
"2011-03-10",92.32,92.32,90,90.010002,5098400,68.563019
"2011-03-11",89.709999,92.050003,89.709999,91.610001,3513000,69.781769
"2011-03-14",91.209999,91.209999,89.900002,91.019997,3549000,69.332344
"2011-03-15",89.050003,90.089996,88.059998,89.5,5273500,68.17453
"2011-03-16",89.059998,89.239998,86.910004,87.550003,6387500,66.689178
"2011-03-17",88.589996,88.970001,88.050003,88.690002,3581300,67.557564
"2011-03-18",89.720001,90.099998,88.529999,88.980003,4823200,67.778442
"2011-03-21",90.269997,91.800003,90.169998,90.949997,3576000,69.279037
"2011-03-22",90.959999,91.480003,90.410004,90.699997,2067100,69.088608
"2011-03-23",90.620003,92.660004,90.599998,92.139999,3978100,70.185471
"2011-03-24",92.610001,92.980003,91.889999,92.580002,2595800,70.520645
"2011-03-25",92.870003,92.959999,92.129997,92.269997,2748500,70.284531
"2011-03-28",92.419998,92.82,92.120003,92.120003,2414300,70.170273
"2011-03-29",92.269997,92.900002,91.900002,92.839996,2221400,70.718712
"2011-03-30",92.839996,93.160004,92.330002,92.470001,3566500,70.436844
"2011-03-31",92.410004,93.669998,92.360001,93.5,3202900,71.221443
"2011-04-01",93.529999,94.330002,92.620003,93.129997,3546700,70.93959
"2011-04-04",92.68,93.830002,92.68,93.639999,1956600,71.328094
"2011-04-05",93.510002,94,93.019997,93.389999,2253400,71.13765
"2011-04-06",93.940002,94.099998,93.220001,93.82,2498400,71.465202
"2011-04-07",93.510002,93.93,92.599998,93.190002,3428700,70.985306
"2011-04-08",93.589996,93.75,92.620003,93.220001,2462700,71.008163
"2011-04-11",93.589996,94.639999,93.400002,93.800003,3221500,71.449966
"2011-04-12",93.199997,93.269997,92.029999,92.370003,3894500,70.360718
"2011-04-13",93.07,93.25,92.550003,92.860001,2834700,70.73394
"2011-04-14",92.43,93.220001,91.75,92.940002,2290200,70.794876
"2011-04-15",92.889999,93.139999,91.980003,92.82,3110700,70.703461
"2011-04-18",91.940002,91.940002,90.580002,91.449997,3639300,69.659897
"2011-04-19",91.650002,92.029999,91.470001,91.860001,2435100,69.972229
"2011-04-20",92.970001,94.419998,92.93,93.760002,3635400,71.419502
"2011-04-21",94.089996,94.43,93.650002,93.919998,2926600,71.541382
"2011-04-25",93.910004,94.32,93.269997,94.120003,2187100,71.693726
"2011-04-26",95.010002,96.589996,94.389999,95.940002,8004300,73.080063
"2011-04-27",95.669998,96.540001,95.379997,96.470001,3774200,73.483772
"2011-04-28",96.110001,97.300003,96.089996,97.230003,3597800,74.062683
"2011-04-29",96.919998,97.5,96.860001,97.209999,3086000,74.04744
"2011-05-02",97.580002,97.949997,96.650002,96.919998,3025000,73.826546
"2011-05-03",96.93,97.5,96.580002,96.830002,2938700,73.757973
"2011-05-04",96.550003,97,95.739998,96.199997,3226100,73.278107
"2011-05-05",95.610001,96.279999,94.400002,94.919998,4159700,72.303101
"2011-05-06",95.730003,96.830002,95.360001,95.599998,3666500,72.821068
"2011-05-09",95.300003,96.459999,95.300003,95.989998,2039000,73.118118
"2011-05-10",96.239998,96.43,95.629997,95.709999,3285600,72.904854
"2011-05-11",95.769997,96,94.440002,95.519997,3458300,72.760124
"2011-05-12",95.18,96.940002,95.110001,96.650002,3949300,73.620872
"2011-05-13",96.610001,97.18,95.190002,96.010002,2918900,73.133369
"2011-05-16",95.540001,96.230003,95.269997,95.459999,2605500,72.714424
"2011-05-17",95.279999,95.459999,93.139999,93.860001,4845500,71.495674
"2011-05-18",93.720001,94.18,92.75,93.940002,3340200,71.978386
"2011-05-19",94.339996,95,93.93,94.709999,2385400,72.568367
"2011-05-20",94.550003,94.650002,93.129997,93.559998,3486900,71.687241
"2011-05-23",92.290001,92.879997,91.760002,92.489998,2988900,70.867355
"2011-05-24",92.919998,92.919998,91.93,91.970001,3218300,70.468925
"2011-05-25",91.540001,93.029999,91.379997,92.690002,2814300,71.020599
"2011-05-26",92.650002,93.199997,92.029999,92.82,2669200,71.120216
"2011-05-27",93.459999,93.989998,93.099998,93.470001,1987200,71.618256
"2011-05-31",94.050003,94.68,93.489998,94.379997,3181300,72.315514
"2011-06-01",94.330002,94.330002,91.330002,91.440002,3456200,70.062859
"2011-06-02",91.349998,92.110001,90.970001,91.459999,2745200,70.078117
"2011-06-03",90.190002,91.230003,90.190002,90.699997,3108300,69.495834
"2011-06-06",90.379997,90.93,90.239998,90.620003,2964500,69.43454
"2011-06-07",90.860001,91.989998,90.739998,90.849998,3049700,69.610771
"2011-06-08",90.940002,91.349998,90.360001,90.910004,3469900,69.656761
"2011-06-09",91.360001,92.43,90.989998,91.959999,2493300,70.461281
"2011-06-10",91.440002,91.900002,90.639999,90.730003,2765200,69.518829
"2011-06-13",91.139999,91.870003,90.900002,91.300003,2543300,69.955597
"2011-06-14",92.279999,92.989998,92.040001,92.589996,2839100,70.94397
"2011-06-15",91.699997,92.080002,90.580002,91.029999,3407700,69.748695
"2011-06-16",91.07,91.879997,90.660004,91.580002,2995700,70.170135
"2011-06-17",92.300003,92.629997,91.529999,91.779999,3764100,70.323364
"2011-06-20",91.419998,92.870003,91.410004,92.559998,2026700,70.92099
"2011-06-21",92.809998,93.790001,92.330002,93.43,2438300,71.587578
"2011-06-22",93.330002,93.919998,92.720001,92.800003,2675400,71.104881
"2011-06-23",92.040001,92.419998,90.730003,92.339996,3804200,70.752457
"2011-06-24",92.339996,92.529999,90.68,90.889999,4179900,69.641434
"2011-06-27",91.080002,92.650002,90.839996,92.25,2783700,70.683472
"2011-06-28",92.629997,93.019997,92.419998,93.019997,2730000,71.273445
"2011-06-29",93.419998,93.639999,92.68,93.110001,3071700,71.342445
"2011-06-30",93.379997,95.059998,93.349998,94.849998,4201800,72.675667
"2011-07-01",94.830002,96.949997,94.830002,96.669998,4659700,74.070145
"2011-07-05",96.400002,96.860001,96.059998,96.139999,3064200,73.66404
"2011-07-06",96.120003,97.5,96.099998,97.239998,3704100,74.506897
"2011-07-07",97.730003,98.190002,97.169998,97.970001,3312100,75.066208
"2011-07-08",97.120003,97.669998,96.989998,97.620003,3014900,74.798042
"2011-07-11",96.449997,97,96.059998,96.559998,4510200,73.98587
"2011-07-12",97.110001,97.220001,95.800003,95.879997,4578100,73.464844
"2011-07-13",96.089996,97.300003,96.029999,96.190002,2816100,73.702385
"2011-07-14",94.82,95.779999,94.559998,94.980003,5397100,72.775269
"2011-07-15",95.199997,95.629997,94.720001,95.470001,3924000,73.150696
"2011-07-18",95.099998,95.120003,93.709999,94.599998,2951400,72.484077
"2011-07-19",94.940002,94.940002,93.379997,94.269997,4756900,72.231247
"2011-07-20",94.830002,94.919998,94.150002,94.25,2808000,72.215904
"2011-07-21",95.010002,96.089996,94.5,95.839996,3540400,73.434196
"2011-07-22",96.089996,96.379997,95.110001,95.379997,2846200,73.081734
"2011-07-25",94.839996,95.529999,93.900002,95.07,3438600,72.844208
"2011-07-26",91.919998,92.5,89.559998,89.93,11432000,68.905853
"2011-07-27",89.690002,89.720001,87.75,88.080002,6658400,67.488358
"2011-07-28",88.190002,88.720001,87.410004,87.57,4285900,67.097572
"2011-07-29",86.940002,87.709999,86.599998,87.139999,4883800,66.768105
"2011-08-01",87.980003,88.169998,85.540001,86.769997,5997600,66.484612
"2011-08-02",85.669998,87.25,85.25,85.269997,6406300,65.335281
"2011-08-03",85.559998,86.449997,84.82,86.18,6277000,66.032524
"2011-08-04",85.07,85.07,82.110001,82.230003,9061600,63.005981
"2011-08-05",83.440002,84.220001,81.239998,82.75,8453100,63.404415
"2011-08-08",80.75,81.370003,78.529999,78.589996,11496200,60.216946
"2011-08-09",80.230003,82.860001,78.059998,82.690002,12008400,63.358425
"2011-08-10",81,81.220001,78.010002,78.230003,9377400,59.941124
"2011-08-11",78.690002,82.360001,78.290001,81.220001,7142300,62.232109
"2011-08-12",81.889999,82.760002,80.800003,82.540001,5718100,63.243507
"2011-08-15",82.660004,83.660004,81.970001,83.309998,4157200,63.833492
"2011-08-16",82.529999,82.68,81.050003,82.129997,5078200,62.929333
"2011-08-17",82.190002,83.029999,80.580002,80.93,5429400,62.427975
"2011-08-18",79.830002,80.019997,76.739998,77.419998,8546300,59.720413
"2011-08-19",76.650002,78.82,76.599998,76.870003,6151600,59.296154
"2011-08-22",78.339996,78.519997,76.5,76.949997,4434200,59.357868
"2011-08-23",77.169998,79.809998,76.870003,79.669998,5819100,61.456017
"2011-08-24",79.400002,80.449997,78.849998,80.290001,5176800,61.934277
"2011-08-25",80.449997,80.650002,77.790001,78.190002,6604500,60.314388
"2011-08-26",77.730003,80.260002,76.5,80.010002,5390000,61.7183
"2011-08-29",81.300003,82.230003,80.900002,82.099998,3467000,63.330498
"2011-08-30",81.68,82.610001,80.709999,82.07,3734200,63.307377
"2011-08-31",82.699997,83.370003,82.199997,82.980003,4737700,64.0093
"2011-09-01",83.019997,83.949997,81.279999,81.610001,4535400,62.952526
"2011-09-02",80.019997,80.330002,78.919998,79.349998,4391300,61.209198
"2011-09-06",77.440002,78.260002,76.699997,78.080002,5271200,60.229515
"2011-09-07",79.360001,80.639999,78.660004,80.57,5213800,62.150249
"2011-09-08",79.879997,80.650002,78.779999,79.260002,4722200,61.139771
"2011-09-09",78.059998,78.18,76,76.650002,7423400,59.126446
"2011-09-12",76.209999,78.279999,76,78.220001,5848900,60.337532
"2011-09-13",78.279999,78.790001,77.190002,77.809998,6469100,60.021259
"2011-09-14",77.959999,80.389999,76.910004,79.440002,5402500,61.278595
"2011-09-15",80.18,81.029999,79.480003,80.629997,4222300,62.196541
"2011-09-16",81.43,81.650002,80.010002,80.529999,6027600,62.119419
"2011-09-19",79.57,79.57,77.879997,79.209999,4552700,61.101189
"2011-09-20",79.440002,79.919998,78.459999,79.209999,3914800,61.101189
"2011-09-21",79.330002,79.760002,76.269997,76.339996,4957800,58.887291
"2011-09-22",74.82,74.900002,72,72.900002,10108500,56.233738
"2011-09-23",72.639999,74.330002,72.339996,73.989998,4583800,57.074574
"2011-09-26",74.389999,75.260002,73.449997,75.190002,5033400,58.000225
"2011-09-27",76.370003,77.769997,75.82,76.279999,4875300,58.841015
"2011-09-28",76.419998,77.199997,73.5,73.599998,5932100,56.773712
"2011-09-29",74.970001,75.68,73.5,74.529999,5633500,57.491112
"2011-09-30",73.910004,73.940002,71.709999,71.790001,7184500,55.377544
"2011-10-03",71.129997,73.239998,70.93,70.93,7619300,54.714153
"2011-10-04",70.129997,72.18,68.629997,72.010002,8700000,55.547256
"2011-10-05",71.739998,72.839996,71.010002,72.529999,5467000,55.948341
"2011-10-06",72.720001,74.690002,72,74.650002,4835800,57.583683
"2011-10-07",75.199997,75.449997,73.07,73.82,5291800,56.943443
"2011-10-10",75.120003,76.739998,75.089996,76.720001,3855600,59.180454
"2011-10-11",76.550003,76.870003,75.889999,76.419998,3320200,58.949017
"2011-10-12",76.730003,79.339996,76.730003,78.360001,5663300,60.445522
"2011-10-13",78.269997,78.400002,76.669998,77.800003,3726900,60.013542
"2011-10-14",78.940002,79.230003,78.120003,78.889999,2840800,60.854359
"2011-10-17",78.629997,79.050003,75.660004,75.879997,4359500,58.532463
"2011-10-18",76.18,79.150002,75.709999,78.360001,4167200,60.445522
"2011-10-19",78.260002,78.860001,77.269997,77.699997,3865000,59.936394
"2011-10-20",77.769997,79.059998,77.110001,78.68,4087300,60.692356
"2011-10-21",79.379997,80.559998,78.980003,80.480003,5125200,62.080837
"2011-10-24",80.32,82.400002,80.230003,82.18,5428700,63.392208
"2011-10-25",76.879997,79.019997,76.279999,77.040001,12651800,59.42728
"2011-10-26",77.980003,78.400002,75.970001,77.019997,5788900,59.411861
"2011-10-27",79.510002,82.330002,78.919998,81.410004,7413700,62.798256
"2011-10-28",81.529999,81.839996,80.5,81,5252000,62.481953
"2011-10-31",79.879997,80.589996,78.93,79.019997,4022500,60.954605
"2011-11-01",77.889999,78.220001,76.260002,76.529999,5772100,59.033897
"2011-11-02",77.389999,78.639999,77.349998,78.059998,3559600,60.214104
"2011-11-03",78.860001,79.82,77.889999,79.639999,4337800,61.432888
"2011-11-04",78.970001,79.540001,78.120003,79.300003,3771900,61.170635
"2011-11-07",79.269997,80.190002,78.300003,79.690002,4311700,61.471447
"2011-11-08",80.290001,82,80,81.830002,4230500,63.122208
"2011-11-09",80.129997,80.309998,78.470001,79,6393500,60.939194
"2011-11-10",80.309998,81.160004,79.650002,80.32,4646300,61.957424
"2011-11-11",81.300003,82.660004,81.300003,82.290001,3645800,63.477039
"2011-11-14",81.559998,82.489998,81.379997,81.870003,3168600,63.153065
"2011-11-15",81.440002,82.379997,81.059998,81.870003,3602400,63.153065
"2011-11-16",81.290001,83.099998,80.860001,81.870003,5097100,63.153065
"2011-11-17",81.529999,81.669998,79.669998,80.43,5077900,62.042305
"2011-11-18",80.699997,81.019997,79.980003,80.540001,3928300,62.127125
"2011-11-21",79.279999,79.639999,77.540001,78.389999,5438800,60.468674
"2011-11-22",77.629997,78.940002,77.449997,77.830002,4170600,60.46088
"2011-11-23",77.080002,77.160004,75.489998,75.540001,4149900,58.681934
