"dates","ANTM.Open","ANTM.High","ANTM.Low","ANTM.Close","ANTM.Volume","ANTM.Adjusted"
"2011-07-18",74.5,75.080002,73.5,74.25,3534100,63.938629
"2011-07-19",74.489998,74.489998,73.050003,73.540001,4924000,63.32724
"2011-07-20",74.169998,74.279999,72.790001,73.650002,3458000,63.421967
"2011-07-21",74.269997,75.690002,74.129997,74.650002,3220200,64.283089
"2011-07-22",74.5,74.900002,73.980003,74.410004,2104200,64.076416
"2011-07-25",73.599998,74.580002,73.510002,73.809998,2335300,63.559746
"2011-07-26",74.010002,74.419998,73.400002,73.559998,2799600,63.344456
"2011-07-27",71.190002,71.260002,68.349998,68.699997,9837300,59.159382
"2011-07-28",68.559998,69.190002,68.019997,68.389999,5837900,58.892437
"2011-07-29",67.720001,68.019997,66.68,67.550003,4887400,58.169098
"2011-08-01",68.32,68.550003,64.279999,65.440002,8066800,56.352119
"2011-08-02",64.910004,65.599998,63.939999,63.939999,4338500,55.060421
"2011-08-03",64.120003,64.800003,62.150002,64.730003,6235000,55.740719
"2011-08-04",63.630001,64.550003,62.23,62.259998,5871900,53.613728
"2011-08-05",62.91,63.049999,60.77,61.950001,4979500,53.346779
"2011-08-08",60.189999,60.950001,56.939999,57.009998,7367600,49.092812
"2011-08-09",58.32,60.380001,56.610001,60.25,6318100,51.882874
"2011-08-10",59.099998,59.849998,57.080002,57.259998,4649600,49.308105
"2011-08-11",57.459999,61.389999,56.939999,60.709999,6217100,52.27898
"2011-08-12",61.439999,61.66,59.73,60.380001,4288000,51.994812
"2011-08-15",61.040001,62.32,60.630001,62.290001,2782700,53.639553
"2011-08-16",61.709999,62.709999,60.91,62.049999,3237000,53.432896
"2011-08-17",62.360001,63.029999,61.139999,61.790001,1852900,53.209015
"2011-08-18",60.119999,60.380001,58.32,58.93,4575500,50.746197
"2011-08-19",58.57,60.240002,57.799999,58.09,3773700,50.022827
"2011-08-22",59.41,59.889999,57.439999,57.57,2592600,49.575047
"2011-08-23",57.900002,59.540001,57.080002,59.48,3512100,51.219799
"2011-08-24",58.869999,60.779999,58.540001,60.740002,2599200,52.304817
"2011-08-25",60.93,61.5,59.330002,59.580002,2097400,51.305908
"2011-08-26",59.240002,60.830002,57.700001,60.43,1824900,52.037861
"2011-08-29",61.16,62.439999,61,62.419998,2003700,53.751518
"2011-08-30",62.380001,63.209999,61.650002,62.779999,3128300,54.061512
"2011-08-31",63.139999,64.989998,62.759998,63.299999,3634900,54.5093
"2011-09-01",64.099998,65.82,63.43,63.5,4226300,54.681534
"2011-09-02",62.32,63.209999,62.060001,62.189999,3095900,53.553452
"2011-09-06",60.169998,62.279999,59.740002,61.900002,3259200,53.303719
"2011-09-07",62.759998,64.419998,62.5,64.139999,3098600,55.456619
"2011-09-08",63.619999,64.790001,63.110001,63.18,2842200,54.626591
"2011-09-09",62.549999,63.110001,61.169998,61.810001,3247200,53.442062
"2011-09-12",61.009998,63.389999,60.779999,63.380001,3826200,54.799515
"2011-09-13",63.689999,66.650002,63.5,65.889999,6461400,56.969707
"2011-09-14",66.349998,67.32,64.5,66.480003,4228100,57.479836
"2011-09-15",67.099998,67.43,65.300003,67.349998,3693300,58.232056
"2011-09-16",67.660004,67.830002,66.099998,67.699997,4530500,58.534668
"2011-09-19",66.370003,67.419998,66.019997,67.099998,1988300,58.015907
"2011-09-20",67.599998,68.830002,65.889999,67.260002,3428500,58.154236
"2011-09-21",67.32,67.510002,65.07,65.139999,2047500,56.321255
"2011-09-22",63.27,65.059998,62.84,63.630001,4311200,55.015671
"2011-09-23",63.450001,64.690002,62.970001,64.050003,3632600,55.378819
"2011-09-26",64.650002,66,63.889999,65.809998,3972000,56.900536
"2011-09-27",66.980003,67.989998,66.129997,67.059998,3549500,57.981319
"2011-09-28",67,67.279999,64.760002,64.830002,2850700,56.053215
"2011-09-29",66.260002,66.760002,63.84,65.370003,3115900,56.520107
"2011-09-30",65.370003,66.940002,64.489998,65.279999,4245500,56.442291
"2011-10-03",65.43,66.309998,61.830002,62.32,3898300,53.883022
"2011-10-04",61.34,63.200001,60.439999,63.029999,3300000,54.496902
"2011-10-05",62.990002,64.139999,62.720001,63.950001,3318700,55.292343
"2011-10-06",64.059998,64.959999,63.599998,64.959999,2681600,56.16563
"2011-10-07",65.209999,66.5,64.260002,65.790001,3391200,56.88324
"2011-10-10",66.779999,67.709999,66.230003,67.529999,2668200,58.387684
"2011-10-11",67.139999,67.589996,66.739998,66.989998,2734600,57.92078
"2011-10-12",67.489998,68.25,66.970001,67,3440200,57.929428
"2011-10-13",66.57,66.900002,65.510002,66.050003,2219100,57.108047
"2011-10-14",66.93,67.309998,66.25,67.07,1686300,57.989967
"2011-10-17",66.400002,66.919998,65.459999,65.610001,2196700,56.727604
"2011-10-18",64.769997,64.769997,62.57,64.059998,5194500,55.387451
"2011-10-19",64.330002,66.199997,64.209999,64.900002,3349500,56.113739
"2011-10-20",64.779999,65.400002,64.129997,65.25,2494000,56.416348
"2011-10-21",65.959999,67.059998,65.75,66.650002,2494600,57.626812
"2011-10-24",67.029999,68.599998,67.029999,68.449997,2501100,59.183132
"2011-10-25",68.019997,68.709999,66.839996,67,3074800,57.929428
"2011-10-26",68.059998,70.199997,67.400002,69.580002,4508300,60.16016
"2011-10-27",71.230003,71.779999,69.57,70.580002,3067000,61.024784
"2011-10-28",70.529999,70.529999,68.410004,68.68,3517400,59.382
"2011-10-31",68.050003,70.07,68.050003,68.900002,2537600,59.57222
"2011-11-01",66.989998,67.709999,66.290001,66.790001,2713800,57.747852
"2011-11-02",68.029999,68.5,67.589996,67.989998,2199100,58.785404
"2011-11-03",68.620003,68.739998,67.309998,67.839996,2140300,58.655704
"2011-11-04",67.199997,67.519997,66.239998,67.419998,1296000,58.29258
"2011-11-07",67.190002,68.209999,66.940002,68.099998,1462900,58.880508
"2011-11-08",68.419998,69.050003,67.279999,68.830002,1908900,59.511692
"2011-11-09",67.739998,67.910004,66.82,66.959999,2195300,57.894852
"2011-11-10",67.580002,68.790001,67.279999,68.57,2359500,59.286884
"2011-11-11",69.480003,71.25,69.480003,70.75,2729900,61.171757
"2011-11-14",70.519997,71.300003,69.760002,70.300003,2057000,60.782661
"2011-11-15",70.139999,70.449997,68.739998,70.040001,2091200,60.557869
"2011-11-16",69.239998,69.360001,68.07,68.139999,2726400,58.915092
"2011-11-17",68.150002,69.220001,67.779999,68.260002,4596600,59.01886
"2011-11-18",68.800003,68.989998,67.760002,68.519997,2522900,59.243656
"2011-11-21",67.379997,67.5,66.230003,67.010002,2612800,57.938072
"2011-11-22",66.849998,67.709999,66.099998,66.849998,2379100,57.799732
"2011-11-23",66.139999,66.269997,64.209999,64.230003,2972600,55.534435
"2011-11-25",64.059998,64.660004,63.68,63.700001,1114600,55.076202
"2011-11-28",65.190002,66.639999,64.970001,66.07,2042100,57.125336
"2011-11-29",66.220001,67.639999,66,67.419998,3043300,58.29258
"2011-11-30",69.25,70.589996,67.68,70.550003,2740800,60.998829
"2011-12-01",70.190002,71.080002,69.970001,70.080002,2063900,60.592461
"2011-12-02",70.699997,70.699997,68.550003,68.910004,2433900,59.580864
"2011-12-05",70.029999,70.720001,68.260002,68.510002,3419800,59.234985
"2011-12-06",68.389999,68.790001,67.5,68.209999,2743800,58.975616
"2011-12-07",67.779999,68.910004,66.93,68.510002,3193800,59.452892
"2011-12-08",68.059998,68.220001,65.870003,66.080002,3144900,57.34417
"2011-12-09",66.419998,67.029999,65.970001,66.5,2961400,57.708637
"2011-12-12",66.18,66.559998,65,65.389999,2174100,56.745369
"2011-12-13",65.580002,66.519997,64.339996,64.639999,3042800,56.094528
"2011-12-14",64.139999,64.82,63.419998,63.52,3211000,55.122597
"2011-12-15",64.57,65.379997,63.919998,64.5,4174800,55.973038
"2011-12-16",65.110001,65.730003,64.519997,64.949997,5638900,56.363548
"2011-12-19",65.040001,65.279999,63.540001,63.639999,2702900,55.226734
"2011-12-20",64.610001,65.599998,64.440002,65.470001,2586200,56.8148
"2011-12-21",65.190002,65.830002,64.800003,65.68,2108500,56.997036
"2011-12-22",65.93,67.169998,65.839996,66.779999,1669600,57.951618
"2011-12-23",67.190002,68.129997,66.989998,68.050003,1537200,59.053715
"2011-12-27",68.029999,68.459999,67.580002,67.93,1272700,58.949596
"2011-12-28",67.769997,67.870003,66.470001,66.519997,1274700,57.725994
"2011-12-29",66.489998,67.470001,66.379997,66.870003,1096100,58.029736
"2011-12-30",66.650002,66.830002,66.25,66.25,1100200,57.491695
"2012-01-03",67.540001,67.900002,67.080002,67.610001,1734600,58.671909
"2012-01-04",67.389999,68.220001,67.169998,67.980003,1573300,58.992985
"2012-01-05",67.720001,68.660004,67.339996,68.510002,2034500,59.452892
"2012-01-06",68.599998,71.489998,68.5,70.730003,3410800,61.379429
"2012-01-09",70.720001,71.269997,70.410004,71.18,1869200,61.769924
"2012-01-10",71.68,72.699997,71.360001,72.209999,2203500,62.663795
"2012-01-11",72,72.919998,71.269997,72.57,1958100,62.976177
"2012-01-12",72.57,72.790001,71.610001,71.809998,1843300,62.316639
"2012-01-13",71.349998,72.150002,70.989998,71.910004,2111100,62.403416
"2012-01-17",72.43,73.360001,72.43,72.739998,2308200,63.123692
"2012-01-18",72.779999,73.089996,72.059998,72.169998,2706800,62.629059
"2012-01-19",71.629997,72.449997,70.32,71.93,4247700,62.420792
"2012-01-20",72.139999,72.279999,70.489998,71.779999,2579100,62.29063
"2012-01-23",71.75,72.519997,71.040001,71.18,2108500,61.769924
"2012-01-24",71.18,71.339996,69,69.400002,4798500,60.225246
"2012-01-25",64.580002,66.93,63.720001,66.099998,13315300,57.361507
"2012-01-26",65.970001,66.940002,63.48,64.300003,6097100,55.799488
"2012-01-27",64,65.809998,64,65.419998,3986600,56.7714
"2012-01-30",64.889999,65.050003,64.059998,64.43,3915800,55.912289
"2012-01-31",64.629997,65.599998,64.07,64.32,4552200,55.816841
"2012-02-01",64.800003,66.43,64.730003,66.129997,4179000,57.387543
"2012-02-02",65.989998,65.989998,64.510002,65.160004,3842000,56.545792
"2012-02-03",65.660004,65.660004,63.599998,65.07,5173700,56.46767
"2012-02-06",64.760002,65.480003,63.849998,64.370003,2673800,55.860222
"2012-02-07",64.040001,65.050003,64,65,2531300,56.406944
"2012-02-08",64.879997,66.010002,64.699997,64.830002,3690500,56.259415
"2012-02-09",65.059998,65.129997,64.5,64.650002,2819600,56.103203
"2012-02-10",64.230003,64.43,63.900002,64.169998,2876100,55.686661
"2012-02-13",64.510002,65.059998,64.25,64.660004,1487000,56.111885
"2012-02-14",64.599998,65.709999,64.580002,65.690002,3096400,57.005711
"2012-02-15",65.910004,66.239998,65,65.150002,2828800,56.537113
"2012-02-16",65.349998,66.370003,65.160004,66.230003,2449000,57.474335
"2012-02-17",66.470001,66.879997,65.849998,66.050003,2027700,57.31813
"2012-02-21",66.599998,66.989998,66.029999,66.389999,2808100,57.613186
"2012-02-22",66.5,66.720001,65.629997,66.099998,1676600,57.361507
"2012-02-23",65.980003,66.339996,65.669998,66.220001,1789500,57.465656
"2012-02-24",66.260002,66.519997,65.669998,66.110001,2875900,57.370186
"2012-02-27",65.75,66.540001,65.599998,65.790001,2856200,57.092491
"2012-02-28",65.760002,66.169998,64.900002,65.540001,1996200,56.875542
"2012-02-29",65.57,65.879997,65.089996,65.629997,3079600,56.953648
"2012-03-01",65.769997,66.43,65.720001,66.230003,2199900,57.474335
"2012-03-02",66.099998,66.199997,65.720001,65.779999,2032500,57.083828
"2012-03-05",65.519997,66.139999,64.879997,65.190002,2479300,56.571827
"2012-03-06",64.790001,65.419998,63.93,64.339996,2246100,55.834187
"2012-03-07",64.370003,64.370003,63.75,63.84,2059400,55.649376
"2012-03-08",64.25,64.75,64.080002,64.410004,1882100,56.146259
"2012-03-09",64.510002,64.989998,64.139999,64.879997,3153900,56.555958
"2012-03-12",64.879997,64.989998,63.93,64.010002,2655200,55.797581
"2012-03-13",64.190002,65.129997,63.34,65.050003,3206000,56.704147
"2012-03-14",65.220001,67.529999,65.110001,67.220001,5968600,58.595745
"2012-03-15",67.25,67.400002,66.599998,66.940002,3712800,58.351677
"2012-03-16",67.43,68.059998,67.050003,67.330002,7674100,58.691628
"2012-03-19",67.050003,67.75,67.050003,67.669998,2346400,58.988003
"2012-03-20",67.25,67.629997,66.620003,66.860001,2149500,58.28191
"2012-03-21",66.839996,66.870003,66.330002,66.349998,2451600,57.837364
"2012-03-22",65.809998,66.739998,65.620003,66.389999,2724500,57.872234
"2012-03-23",66.419998,66.709999,66,66.68,2060400,58.125023
"2012-03-26",67.139999,68.699997,66.959999,68.629997,3337900,59.824841
"2012-03-27",68.540001,68.690002,67.300003,68.379997,4223000,59.606907
"2012-03-28",68.160004,70.139999,67.989998,70,6151000,61.019073
"2012-03-29",69.370003,72.139999,69.290001,71.620003,7793800,62.431232
"2012-03-30",71.860001,74.730003,71.690002,73.800003,7136100,64.331528
"2012-04-02",73.629997,73.800003,72.830002,72.949997,3552100,63.590603
"2012-04-03",72.830002,73.349998,72.489998,72.639999,3210800,63.320354
"2012-04-04",72.309998,72.529999,71.660004,72.120003,3293200,62.867081
"2012-04-05",71.660004,72.419998,71.449997,72.379997,2283900,63.093719
"2012-04-09",71.18,71.480003,70.529999,70.529999,2879600,61.481079
"2012-04-10",70.169998,70.459999,69.120003,69.269997,3338600,60.382744
"2012-04-11",70.059998,70.400002,69.370003,69.540001,2294400,60.618076
"2012-04-12",69.839996,70.190002,69.25,70,2946600,61.019073
"2012-04-13",69.940002,69.989998,69.25,69.25,2713100,60.365292
"2012-04-16",69.449997,69.480003,68.639999,68.730003,2501500,59.912022
"2012-04-17",68.989998,70.099998,68.940002,69.959999,2106500,60.984196
"2012-04-18",69.349998,69.559998,69.019997,69.169998,1951400,60.295555
"2012-04-19",68.889999,70.870003,68.879997,70.620003,2786200,61.559528
"2012-04-20",70.82,71.230003,70.410004,70.68,1908300,61.611839
"2012-04-23",70.150002,70.879997,69.93,70.589996,1877800,61.533371
"2012-04-24",70.510002,71,70.050003,70.760002,1928700,61.681564
"2012-04-25",71.5,72.449997,69.980003,70.400002,4002600,61.36776
"2012-04-26",68.239998,69.5,67.459999,69.349998,4307700,60.452461
"2012-04-27",69.25,69.389999,68.589996,68.629997,2645400,59.824841
"2012-04-30",68.230003,68.629997,67.529999,67.82,3051400,59.118767
"2012-05-01",67.720001,68.730003,67.709999,68.410004,2380500,59.633064
"2012-05-02",68.18,68.93,68.120003,68.790001,2094800,59.964317
"2012-05-03",68.459999,68.459999,67.089996,67.300003,3318000,58.665489
"2012-05-04",67.239998,67.339996,65.879997,66.260002,2812200,57.758904
"2012-05-07",66,66.760002,65.790001,66.599998,2059500,58.055286
"2012-05-08",66.169998,67.089996,65.93,66.879997,1685900,58.299355
"2012-05-09",66.330002,66.510002,65.599998,65.769997,2198300,57.331783
"2012-05-10",66.379997,66.419998,65.699997,65.940002,1507400,57.47995
"2012-05-11",65.709999,66.510002,65.410004,66.110001,1498200,57.628151
"2012-05-14",66.07,66.440002,65.470001,66.080002,1906900,57.602005
"2012-05-15",65.889999,66.209999,65.370003,65.620003,1673600,57.201008
"2012-05-16",65.910004,66.349998,65.230003,65.260002,1759700,56.887215
"2012-05-17",65.199997,66.739998,65,66.449997,4407000,57.924526
"2012-05-18",66.629997,66.730003,64.849998,65.080002,3138000,56.730305
"2012-05-21",65.230003,66.940002,65.199997,66.900002,2430800,58.316784
"2012-05-22",67.110001,68.309998,66.849998,67.110001,2749400,58.499863
"2012-05-23",66.769997,67.230003,65.879997,66.730003,1987500,58.168613
"2012-05-24",66.910004,69.339996,66.809998,67.82,3501900,59.118767
"2012-05-25",67.580002,68.550003,67.580002,67.900002,1484500,59.188496
"2012-05-29",68.279999,68.989998,67.910004,68.839996,1681300,60.007889
"2012-05-30",68.370003,69.040001,67.739998,68.040001,1753000,59.310528
"2012-05-31",68.089996,68.269997,66.93,67.389999,2776700,58.743923
"2012-06-01",66.720001,67.199997,66.209999,66.360001,2107600,57.846096
"2012-06-04",66.300003,66.419998,65.050003,65.449997,3018800,57.052826
"2012-06-05",65.190002,66.379997,64.900002,66.169998,3236400,57.680443
"2012-06-06",66.57,67.43,66.169998,67.269997,3197700,58.895668
"2012-06-07",67.510002,68.220001,67.019997,67.269997,2962300,58.895668
"2012-06-08",67.099998,69.110001,67.099998,69.07,2176000,60.471596
"2012-06-11",68.800003,69.459999,68.230003,69.010002,3343400,60.419056
"2012-06-12",69.550003,69.879997,68.580002,69.470001,2645300,60.821785
"2012-06-13",69.309998,69.599998,68.470001,68.739998,2658900,60.182667
"2012-06-14",68.910004,70.239998,68.620003,69.800003,2417600,61.11071
"2012-06-15",69.949997,71.059998,69.709999,70.769997,3721600,61.959953
"2012-06-18",70.650002,71.489998,70.239998,71.339996,2057500,62.458984
"2012-06-19",71.709999,72.790001,71.25,71.879997,3627700,62.93177
"2012-06-20",71.480003,72.260002,70.660004,70.860001,3667400,62.038742
"2012-06-21",70.870003,71.230003,69.32,69.459999,2875400,60.813023
"2012-06-22",69.940002,70.459999,68.75,69.760002,6767100,61.075672
"2012-06-25",69.459999,70.540001,68.779999,68.949997,3115700,60.36652
"2012-06-26",69,70.040001,68.290001,69.099998,4513000,60.497852
"2012-06-27",69.400002,70.650002,69.220001,69.489998,3711500,60.839298
"2012-06-28",68.669998,71.339996,64,65.900002,17691500,57.696217
"2012-06-29",67.029999,67.25,63.220001,63.790001,8446700,55.848881
"2012-07-02",64.220001,64.660004,62.259998,62.259998,6537700,54.509354
"2012-07-03",62.279999,62.529999,60.91,61.279999,4855600,53.651348
"2012-07-05",61.130001,61.990002,61.060001,61.25,3196300,53.625084
"2012-07-06",60.779999,61.189999,59.490002,59.91,4470100,52.451908
"2012-07-09",63.060001,63.150002,61.279999,61.950001,9385300,54.237938
"2012-07-10",61.98,62.330002,60.790001,61.139999,3747500,53.528786
"2012-07-11",61.110001,62.139999,60.939999,61.779999,4258600,54.0891
"2012-07-12",61.220001,61.84,60.599998,61.07,2567700,53.467495
"2012-07-13",61.080002,62.540001,61.080002,62.360001,2542700,54.596897
"2012-07-16",62.240002,62.349998,61.799999,61.970001,2760900,54.255455
"2012-07-17",62.009998,63.099998,61.880001,62.939999,2906900,55.104698
"2012-07-18",62.860001,63.849998,62.439999,63.200001,3140400,55.332336
"2012-07-19",63.389999,63.849998,61.639999,62.700001,3492100,54.894577
"2012-07-20",62.389999,62.919998,61.869999,61.939999,2751000,54.229187
"2012-07-23",61.34,62.220001,61,61.810001,2184800,54.115372
"2012-07-24",61.849998,62.240002,61,61.419998,2108500,53.773922
"2012-07-25",55.34,55.799999,53.259998,54.009998,15621300,47.286377
"2012-07-26",54.220001,54.220001,52.52,53.389999,8685200,46.743561
"2012-07-27",53.889999,55.450001,53.48,55.119999,4620000,48.258198
"2012-07-30",55.23,55.490002,54.610001,55.220001,3086600,48.345749
"2012-07-31",54.450001,54.959999,53.099998,53.290001,5715200,46.656002
"2012-08-01",53.439999,55.759998,53.16,54.07,8867100,47.338898
"2012-08-02",53.93,54.02,52.68,52.93,2611900,46.340828
"2012-08-03",53.299999,55.950001,52.57,55.040001,5319400,48.188164
"2012-08-06",55.169998,55.310001,54.439999,54.639999,2496300,47.837948
"2012-08-07",54.759998,56.34,54.669998,56.259998,2983300,49.256287
"2012-08-08",56.25,57.5,55.919998,57.439999,2950100,50.289379
"2012-08-09",57.439999,57.52,56.490002,56.790001,2309900,49.720299
"2012-08-10",56.75,57.950001,56.709999,57.91,2174300,50.700882
"2012-08-13",57.599998,57.700001,56.279999,56.889999,2966500,49.807854
"2012-08-14",57.029999,57.509998,56.799999,56.900002,2093000,49.816608
"2012-08-15",57.060001,57.900002,56.75,57.799999,1911500,50.604568
"2012-08-16",57.889999,58.130001,57.529999,57.84,1560400,50.639576
"2012-08-17",57.27,57.59,56.889999,57.259998,2141000,50.131798
"2012-08-20",57.43,57.970001,56.52,57.380001,2692300,50.236862
"2012-08-21",57.349998,57.849998,57.189999,57.27,2170100,50.140556
"2012-08-22",57.25,58.57,57,58.57,2789400,51.278721
"2012-08-23",58.5,58.650002,57.400002,57.73,2093600,50.543278
"2012-08-24",57.700001,57.950001,57.27,57.66,1603600,50.482006
"2012-08-27",57.650002,58.459999,57.27,58.16,1692100,50.919743
"2012-08-28",58.060001,58.07,57.34,57.389999,2131300,50.245613
"2012-08-29",60.549999,62.470001,60.299999,61.799999,12619700,54.106613
"2012-08-30",61.400002,61.610001,60.439999,60.459999,3308300,52.933426
"2012-08-31",60.669998,60.82,59.790001,59.869999,1929900,52.416882
"2012-09-04",59.73,60.189999,59.200001,59.389999,1631300,51.996635
"2012-09-05",59.41,59.709999,59.110001,59.150002,1770900,51.786514
"2012-09-06",59.34,59.720001,59.049999,59.720001,2343300,52.54137
"2012-09-07",59.790001,60.400002,59.689999,60.290001,1447600,53.042866
"2012-09-10",60.139999,60.900002,58.93,59.450001,5766500,52.303837
"2012-09-11",59.560001,59.639999,58.419998,58.650002,4192100,51.599998
"2012-09-12",58.73,59,58.16,58.209999,2454100,51.212887
"2012-09-13",58.099998,58.27,57.040001,58.189999,4540000,51.195286
"2012-09-14",58.540001,58.740002,57.900002,58.349998,4444400,51.336056
"2012-09-17",58.34,58.810001,57.93,58.810001,2208600,51.740768
"2012-09-18",58.810001,59.299999,58.700001,58.91,2774500,51.828747
"2012-09-19",59.060001,59.299999,58.560001,59.029999,2098100,51.934311
"2012-09-20",58.860001,59.029999,58.150002,58.959999,2143700,51.872734
"2012-09-21",59.200001,59.310001,58.650002,59.259998,2303400,52.136673
"2012-09-24",58.860001,59.25,58.299999,58.490002,2488000,51.459236
"2012-09-25",58.669998,58.93,58.360001,58.48,2565700,51.450436
"2012-09-26",58.5,58.540001,57.060001,57.639999,2835000,50.711407
"2012-09-27",57.84,58.290001,57.599998,58.07,1781200,51.08971
"2012-09-28",57.849998,58.150002,57.5,58.009998,2054800,51.036915
"2012-10-01",57.98,58.279999,57.830002,57.98,1989100,51.010529
"2012-10-02",58.18,60.459999,58.009998,60.459999,4929900,53.192417
"2012-10-03",60.84,60.889999,60.060001,60.110001,21435000,52.884491
"2012-10-04",60.779999,62.43,60.549999,62.16,7739400,54.688068
"2012-10-05",62.060001,62.240002,60.889999,61.220001,3713000,53.861076
"2012-10-08",61.310001,62.139999,61.049999,61.75,1855700,54.327358
"2012-10-09",61.580002,62.360001,61.529999,62.02,3150400,54.564907
"2012-10-10",61.939999,62.400002,61.400002,61.540001,2434400,54.142605
"2012-10-11",61.93,63.099998,61.799999,62.790001,3139500,55.242336
"2012-10-12",62.869999,63.43,61.689999,61.830002,3068000,54.397755
"2012-10-15",61.900002,62.5,61.599998,62.380001,2283800,54.881634
"2012-10-16",61.509998,62.66,61.18,62.02,2769200,54.564907
"2012-10-17",62.169998,62.349998,61.220001,61.740002,2104900,54.318562
"2012-10-18",61.630001,63.630001,61.619999,62.93,3245300,55.365517
"2012-10-19",62.630001,62.799999,61.52,61.82,1881400,54.388943
"2012-10-22",61.599998,63.099998,61.02,63.029999,1505000,55.453499
"2012-10-23",62.27,62.459999,61.299999,61.869999,2100600,54.432934
"2012-10-24",62.330002,62.57,61.490002,61.580002,1963200,54.177803
"2012-10-25",62.130001,62.700001,62.040001,62.23,2071200,54.749664
"2012-10-26",62.009998,62.310001,61.02,61.290001,1917800,53.922646
"2012-10-31",61.290001,61.709999,60.799999,61.299999,2253000,53.931458
"2012-11-01",61.290001,62.049999,60.970001,61.73,2330000,54.309757
"2012-11-02",62.009998,62.150002,61.130001,61.139999,1437800,53.790691
"2012-11-05",61.080002,61.23,60.290001,60.849998,1364400,53.535549
"2012-11-06",60.450001,61.23,59.950001,61.200001,3058200,53.843475
"2012-11-07",58.119999,59,57.700001,57.849998,7688600,50.896152
"2012-11-08",57.849998,58.029999,55.82,56.009998,4579100,49.27734
"2012-11-09",56,56.889999,55.849998,56.16,4059200,49.409302
"2012-11-12",56.360001,56.759998,55.75,55.849998,1674700,49.136574
"2012-11-13",55.630001,56.970001,55.490002,55.5,2926400,48.828648
"2012-11-14",55.509998,55.860001,54.150002,54.330002,3181300,47.799274
"2012-11-15",54.41,55.200001,54.25,54.639999,2993400,48.07201
"2012-11-16",54.889999,55.720001,53.689999,55.150002,3797500,48.520706
"2012-11-19",55.709999,56.02,55.27,55.939999,2062500,49.215755
"2012-11-20",55.900002,55.990002,55.380001,55.619999,1517300,48.934216
"2012-11-21",55.709999,55.93,55.209999,55.57,1966300,48.890221
"2012-11-23",55.720001,56.23,55.549999,56.060001,806200,49.321323
"2012-11-26",55.68,55.68,54.790001,55.369999,2878700,48.714252
"2012-11-27",55.209999,55.689999,54.860001,54.970001,3857100,48.362335
"2012-11-28",54.73,55.130001,54.5,54.77,4678900,48.186382
"2012-11-29",54.959999,55.810001,54.82,55.639999,4185100,48.951809
"2012-11-30",55.77,56.099998,55.259998,55.900002,4478400,49.180553
"2012-12-03",56.02,56.290001,55.459999,56.080002,3027100,49.338921
"2012-12-04",56.009998,56.52,55.66,55.68,2196700,48.987003
"2012-12-05",55.610001,56.450001,55.330002,56.099998,1572200,49.61224
"2012-12-06",56.119999,56.639999,55.880001,56.619999,1850400,50.072105
"2012-12-07",56.669998,57.779999,56.669998,57.779999,2418000,51.09795
"2012-12-10",57.57,58.360001,57.369999,58.209999,1693800,51.478226
"2012-12-11",57.279999,59.029999,57.279999,58.889999,2558800,52.079586
"2012-12-12",58.93,59.950001,58.93,59.240002,2980900,52.389114
"2012-12-13",59.209999,59.610001,58.669998,59.02,2511500,52.19455
"2012-12-14",58.549999,58.959999,58.029999,58.490002,2065700,51.725853
"2012-12-17",58.509998,60.049999,58.509998,60.029999,2296300,53.087753
"2012-12-18",59.970001,60.599998,59.599998,60.57,2123100,53.5653
"2012-12-19",60.619999,60.66,59.91,59.970001,1867900,53.034683
"2012-12-20",60.220001,61.52,60.099998,61.509998,2422700,54.396587
"2012-12-21",61.34,61.650002,60.68,61.310001,4666800,54.219723
"2012-12-24",61.380001,61.380001,60.68,61.07,788200,54.007477
"2012-12-26",61.07,61.529999,60.880001,61.150002,1306000,54.078228
"2012-12-27",61.060001,61.220001,59.939999,60.48,1819300,53.485699
"2012-12-28",60.139999,60.810001,59.880001,59.889999,1169400,52.963936
"2012-12-31",59.759998,60.970001,59.48,60.919998,1800400,53.874825
"2013-01-02",61.080002,61.889999,60.439999,60.919998,2309600,53.874825
"2013-01-03",60.240002,60.240002,58.75,58.93,3352000,52.11496
"2013-01-04",59.200001,59.689999,58.98,59.290001,2862500,52.433334
"2013-01-07",59.049999,59.84,58.830002,59.740002,1850800,52.831287
"2013-01-08",59.709999,60.610001,59.450001,60.07,2923200,53.123123
"2013-01-09",60.169998,62.110001,59.990002,62.049999,3383900,54.874142
"2013-01-10",62.349998,62.369999,61.360001,62.240002,3315300,55.042179
"2013-01-11",62.560001,62.560001,61.52,61.75,1985100,54.608837
"2013-01-14",61.459999,62.689999,61.07,62.439999,1756400,55.219044
"2013-01-15",62.419998,63.009998,61.779999,63.009998,1852900,55.723137
"2013-01-16",62.790001,62.849998,61.599998,61.849998,2327900,54.697277
"2013-01-17",62.130001,62.619999,61.919998,62.419998,2007800,55.201359
"2013-01-18",62.299999,62.75,62.02,62.75,1757800,55.493187
"2013-01-22",62.759998,63.939999,62.639999,63.799999,2186700,56.421768
"2013-01-23",64.5,65,62.66,64.830002,4355100,57.332645
"2013-01-24",64.610001,65.900002,64.099998,65.690002,2701200,58.093193
"2013-01-25",65.779999,66.269997,65.080002,66.169998,2478900,58.51767
"2013-01-28",66.269997,66.309998,65.440002,66.059998,2373300,58.420387
"2013-01-29",66.209999,66.410004,65.720001,65.949997,3170700,58.323124
