"dates","MTD.Open","MTD.High","MTD.Low","MTD.Close","MTD.Volume","MTD.Adjusted"
"2011-07-25",163.380005,165.029999,162.740005,163.300003,128800,163.300003
"2011-07-26",161.889999,162.279999,156.479996,158.320007,274300,158.320007
"2011-07-27",156.940002,160.110001,152,152.75,298400,152.75
"2011-07-28",151.610001,155.600006,151.570007,154.419998,308000,154.419998
"2011-07-29",154.360001,160.880005,148.740005,154.809998,391600,154.809998
"2011-08-01",156.360001,156.360001,144.429993,148.020004,461200,148.020004
"2011-08-02",146.520004,149.529999,142.889999,142.970001,271600,142.970001
"2011-08-03",143.339996,147.710007,140.669998,147.580002,311700,147.580002
"2011-08-04",145.199997,146.009995,140.429993,140.929993,291200,140.929993
"2011-08-05",142.009995,143.869995,135.220001,137.929993,387800,137.929993
"2011-08-08",129.929993,138.149994,129.929993,131.910004,717700,131.910004
"2011-08-09",134.539993,141.179993,131.110001,140.759995,604800,140.759995
"2011-08-10",137.910004,145.369995,137.630005,140.160004,627700,140.160004
"2011-08-11",140.169998,149.580002,139.080002,147.479996,374400,147.479996
"2011-08-12",148.699997,154.199997,146.800003,150.860001,282000,150.860001
"2011-08-15",152.729996,155.559998,151.770004,155.490005,260300,155.490005
"2011-08-16",153.660004,154.710007,148.529999,149.490005,277200,149.490005
"2011-08-17",150.350006,151.860001,149.259995,150.339996,223100,150.339996
"2011-08-18",145.710007,145.839996,139.419998,140.570007,367300,140.570007
"2011-08-19",138.589996,141.940002,137.800003,138.330002,244300,138.330002
"2011-08-22",141.669998,141.669998,135.649994,137.589996,268300,137.589996
"2011-08-23",138.229996,145.119995,137.169998,144.960007,246500,144.960007
"2011-08-24",144,147.869995,144,147.600006,132400,147.600006
"2011-08-25",149.630005,149.919998,143.699997,145.369995,227900,145.369995
"2011-08-26",143.580002,151.410004,141.770004,151.380005,187200,151.380005
"2011-08-29",154.009995,158.160004,153.929993,157.800003,192700,157.800003
"2011-08-30",156.070007,157.669998,153.699997,156.279999,208300,156.279999
"2011-08-31",157.149994,159.979996,156.830002,159.270004,322300,159.270004
"2011-09-01",159.339996,161.649994,157.990005,158.630005,320700,158.630005
"2011-09-02",154.5,156.190002,153.470001,155.009995,295300,155.009995
"2011-09-06",149.699997,152.720001,147.770004,152.389999,341300,152.389999
"2011-09-07",155.059998,159.289993,154.759995,159.289993,150500,159.289993
"2011-09-08",157.850006,159.589996,156.710007,157.520004,154800,157.520004
"2011-09-09",155.660004,157.440002,147.449997,147.929993,477200,147.929993
"2011-09-12",146.050003,148.449997,144.179993,147.039993,389000,147.039993
"2011-09-13",147.809998,150.649994,146.880005,150.149994,3e+05,150.149994
"2011-09-14",150.889999,155.949997,147.990005,154.479996,361600,154.479996
"2011-09-15",156.020004,157.649994,153.770004,156.089996,217700,156.089996
"2011-09-16",155.610001,158.779999,152.559998,153.25,352300,153.25
"2011-09-19",149.960007,153.070007,147.220001,152.229996,224400,152.229996
"2011-09-20",152.130005,156.809998,152.130005,152.229996,358800,152.229996
"2011-09-21",152.279999,152.380005,144.039993,144.039993,293800,144.039993
"2011-09-22",139.070007,139.720001,135.5,137.029999,380500,137.029999
"2011-09-23",136.449997,140.740005,135.220001,139.960007,342900,139.960007
"2011-09-26",140.460007,143.869995,137.559998,143.369995,300500,143.369995
"2011-09-27",146.339996,152.740005,146.339996,147.649994,256200,147.649994
"2011-09-28",148.720001,149.110001,141.850006,141.990005,168100,141.990005
"2011-09-29",144.910004,146.070007,139.639999,143.580002,282800,143.580002
"2011-09-30",140.820007,144.570007,138.580002,139.960007,333700,139.960007
"2011-10-03",137.880005,142.229996,130.029999,130.119995,629800,130.119995
"2011-10-04",127.699997,135.669998,126.099998,135.289993,512600,135.289993
"2011-10-05",135.539993,139.660004,133.509995,138.759995,392200,138.759995
"2011-10-06",138.020004,142.919998,136.339996,142.720001,216000,142.720001
"2011-10-07",140.550003,140.550003,130.610001,131.389999,824000,131.389999
"2011-10-10",135.089996,138.639999,134.979996,137.740005,429300,137.740005
"2011-10-11",136.850006,140.960007,135.669998,139.970001,447700,139.970001
"2011-10-12",141.399994,146.339996,140.789993,141.729996,318200,141.729996
"2011-10-13",140.229996,142.630005,137.570007,140.330002,141400,140.330002
"2011-10-14",143.139999,143.720001,142.119995,142.710007,124600,142.710007
"2011-10-17",142.309998,142.610001,137.259995,137.809998,217000,137.809998
"2011-10-18",138.119995,141.729996,134.529999,140.979996,336500,140.979996
"2011-10-19",140.979996,141.660004,137.699997,138.399994,250400,138.399994
"2011-10-20",139.190002,142.919998,137.339996,142.580002,231400,142.580002
"2011-10-21",144.070007,148.899994,143.949997,147.919998,278500,147.919998
"2011-10-24",148.350006,154.199997,147.220001,154.029999,390400,154.029999
"2011-10-25",152.820007,156.619995,151.75,152.580002,283000,152.580002
"2011-10-26",154.149994,154.410004,146.869995,150.839996,279000,150.839996
"2011-10-27",156.899994,159.149994,154.660004,157.429993,179600,157.429993
"2011-10-28",157.690002,159.669998,156.210007,157.970001,213300,157.970001
"2011-10-31",155.199997,157.139999,152.889999,153.600006,198300,153.600006
"2011-11-01",147.339996,152.520004,145.520004,148.080002,310000,148.080002
"2011-11-02",151.580002,151.589996,148.449997,149.949997,262100,149.949997
"2011-11-03",152.360001,155.490005,149.710007,154.570007,414300,154.570007
"2011-11-04",154,165.270004,153,164.199997,471700,164.199997
"2011-11-07",162.949997,164.399994,159.899994,163.419998,360600,163.419998
"2011-11-08",164,168.5,163.509995,167.130005,323200,167.130005
"2011-11-09",163.199997,163.889999,157.830002,158.940002,254500,158.940002
"2011-11-10",158.889999,161.5,158.869995,159.949997,116200,159.949997
"2011-11-11",161.309998,163.869995,161.020004,162.130005,165300,162.130005
"2011-11-14",167.589996,167.589996,159.820007,161.589996,121800,161.589996
"2011-11-15",160.710007,163.699997,159.210007,162.369995,129500,162.369995
"2011-11-16",159.800003,163.309998,158.389999,158.509995,130900,158.509995
"2011-11-17",158.259995,159.919998,155.279999,156.410004,134800,156.410004
"2011-11-18",156.630005,157.580002,153.289993,153.490005,97600,153.490005
"2011-11-21",150.649994,151.539993,148.100006,150.559998,241000,150.559998
"2011-11-22",150.080002,153.940002,149.770004,152.520004,186500,152.520004
"2011-11-23",150.809998,150.809998,148.210007,149.509995,155100,149.509995
"2011-11-25",148.419998,151,147.910004,148.559998,88800,148.559998
"2011-11-28",154.600006,155.289993,151.949997,153.410004,194200,153.410004
"2011-11-29",153.139999,153.75,152.070007,153.300003,122300,153.300003
"2011-11-30",158.860001,160.740005,157.559998,159.800003,203500,159.800003
"2011-12-01",158,161.149994,157.559998,158.429993,171500,158.429993
"2011-12-02",159.639999,160.990005,158.070007,158.820007,174000,158.820007
"2011-12-05",161.449997,164.880005,160.360001,161.779999,250700,161.779999
"2011-12-06",161.600006,162.330002,160.130005,161.740005,121300,161.740005
"2011-12-07",159.75,159.75,156.960007,158.149994,281200,158.149994
"2011-12-08",156.899994,157,151.919998,152.300003,237700,152.300003
"2011-12-09",152.520004,158.460007,152.520004,157.550003,110100,157.550003
"2011-12-12",154.910004,155.639999,150.759995,151.919998,132100,151.919998
"2011-12-13",152.979996,153.860001,149.320007,150.089996,146000,150.089996
"2011-12-14",149,149.460007,143.559998,145.910004,186600,145.910004
"2011-12-15",147.839996,148.350006,144.660004,145.380005,155400,145.380005
"2011-12-16",145.759995,149.589996,143.5,146.789993,311200,146.789993
"2011-12-19",148.169998,148.949997,142.820007,143.309998,228000,143.309998
"2011-12-20",146.309998,149.839996,146.009995,149.779999,171000,149.779999
"2011-12-21",149.639999,149.949997,145.75,148.869995,107100,148.869995
"2011-12-22",149.330002,151.259995,149.330002,150.25,80300,150.25
"2011-12-23",150.669998,150.850006,149.589996,150.199997,43900,150.199997
"2011-12-27",149.759995,151.559998,149.759995,150.449997,77400,150.449997
"2011-12-28",149.149994,149.630005,145,145.800003,182100,145.800003
"2011-12-29",146.240005,148.279999,144.779999,148.029999,239500,148.029999
"2011-12-30",147.949997,148.779999,146.779999,147.710007,71300,147.710007
"2012-01-03",151.710007,154.360001,150.699997,152.389999,186000,152.389999
"2012-01-04",152.309998,153.130005,150.559998,152.190002,175300,152.190002
"2012-01-05",150.929993,154.339996,150.229996,153.910004,151300,153.910004
"2012-01-06",155.110001,157.589996,153.679993,155.360001,142200,155.360001
"2012-01-09",156.089996,157.179993,155.289993,156.149994,131600,156.149994
"2012-01-10",158.119995,162.970001,157.880005,161.669998,201300,161.669998
"2012-01-11",160.990005,163,158.710007,162.369995,172000,162.369995
"2012-01-12",162.940002,164.089996,161,163.779999,126500,163.779999
"2012-01-13",162.130005,163.690002,161.850006,163.589996,145800,163.589996
"2012-01-17",165.690002,169.679993,164.839996,168.179993,218100,168.179993
"2012-01-18",166.490005,171.360001,166.25,171.130005,129400,171.130005
"2012-01-19",171.490005,173.449997,170.679993,172.029999,181400,172.029999
"2012-01-20",171.410004,172,169.619995,171.589996,103200,171.589996
"2012-01-23",171.850006,173.309998,169.360001,171.520004,96800,171.520004
"2012-01-24",171.130005,177.259995,169.660004,172.190002,289100,172.190002
"2012-01-25",172.619995,176.5,172.619995,175.770004,104600,175.770004
"2012-01-26",176.410004,177.110001,174.309998,174.880005,141200,174.880005
"2012-01-27",173.539993,177.179993,173.320007,176.410004,114400,176.410004
"2012-01-30",174.800003,177.029999,173.440002,175.970001,71500,175.970001
"2012-01-31",177.600006,177.800003,174.100006,175.5,127200,175.5
"2012-02-01",177.070007,179.729996,176.160004,179.110001,184000,179.110001
"2012-02-02",179.449997,180.899994,179.100006,180.020004,84500,180.020004
"2012-02-03",183.339996,185.279999,181.350006,183.860001,225600,183.860001
"2012-02-06",182.179993,183.440002,179.279999,180.869995,163900,180.869995
"2012-02-07",179.979996,182.529999,178.830002,179.610001,261700,179.610001
"2012-02-08",179.610001,186.389999,179.610001,183.279999,331300,183.279999
"2012-02-09",182.570007,186.300003,180.649994,184.880005,415500,184.880005
"2012-02-10",180.5,182.690002,175.740005,181.139999,272400,181.139999
"2012-02-13",181.800003,183.449997,180.889999,181.759995,196600,181.759995
"2012-02-14",179.990005,181.869995,179.360001,180.5,194100,180.5
"2012-02-15",181.240005,182.850006,178.059998,178.440002,206400,178.440002
"2012-02-16",178.800003,181.820007,178.070007,181.25,171200,181.25
"2012-02-17",181.729996,181.729996,177.610001,178.389999,164500,178.389999
"2012-02-21",178.610001,179.960007,176.100006,178.610001,172300,178.610001
"2012-02-22",177.580002,180.449997,177.050003,179.600006,139900,179.600006
"2012-02-23",179.729996,181.460007,178.479996,180.5,92300,180.5
"2012-02-24",180.570007,183.330002,180.5,180.949997,150200,180.949997
"2012-02-27",179.059998,184.679993,178.669998,184.110001,209500,184.110001
"2012-02-28",184.240005,186.460007,181.990005,182.039993,283000,182.039993
"2012-02-29",182.080002,182.850006,178.5,180.279999,222700,180.279999
"2012-03-01",180.910004,184,179.869995,183.210007,175000,183.210007
"2012-03-02",182.589996,183.910004,179.550003,180.100006,141400,180.100006
"2012-03-05",179.550003,181.960007,176.339996,177.190002,353300,177.190002
"2012-03-06",169.669998,174.929993,169.669998,172.960007,314500,172.960007
"2012-03-07",172.529999,175.550003,172.529999,175.179993,174200,175.179993
"2012-03-08",176.860001,178.589996,176.380005,177.779999,161500,177.779999
"2012-03-09",178.179993,181.130005,177.960007,179.910004,156500,179.910004
"2012-03-12",179.559998,180.240005,177.070007,177.710007,131300,177.710007
"2012-03-13",179.110001,180.800003,177.929993,180.800003,132100,180.800003
"2012-03-14",180.570007,180.929993,176.770004,177.880005,171100,177.880005
"2012-03-15",177.779999,181.910004,177.320007,181.779999,154800,181.779999
"2012-03-16",181.589996,184.759995,181.449997,184.199997,228300,184.199997
"2012-03-19",183.970001,185.149994,182.199997,184.149994,142800,184.149994
"2012-03-20",183.679993,184.889999,183,184,251700,184
"2012-03-21",184.479996,185.339996,183.490005,184.600006,134100,184.600006
"2012-03-22",182.899994,183.289993,180.330002,183.039993,330200,183.039993
"2012-03-23",182.809998,183.5,180.679993,183.5,169000,183.5
"2012-03-26",185.020004,189.330002,184.929993,188.720001,225000,188.720001
"2012-03-27",188.800003,190.020004,187.369995,189.669998,196300,189.669998
"2012-03-28",190,190,183,183.75,297800,183.75
"2012-03-29",183.110001,183.350006,180.770004,183.020004,208100,183.020004
"2012-03-30",183.059998,186.429993,181.970001,184.75,216300,184.75
"2012-04-02",184.199997,186.570007,182.690002,184.169998,177300,184.169998
"2012-04-03",184.389999,186.25,182.800003,185.080002,138000,185.080002
"2012-04-04",183.059998,184.350006,179.699997,182.669998,205600,182.669998
"2012-04-05",181.940002,182.470001,180.770004,181.410004,126900,181.410004
"2012-04-09",177.029999,179.550003,177,178.229996,135500,178.229996
"2012-04-10",178.229996,178.679993,173.5,173.570007,199800,173.570007
"2012-04-11",175.910004,176.779999,174.240005,174.610001,279300,174.610001
"2012-04-12",174.759995,179.940002,174.580002,179.880005,272000,179.880005
"2012-04-13",179.070007,180.809998,177.259995,177.570007,140100,177.570007
"2012-04-16",178.619995,179.800003,175.160004,176.199997,140900,176.199997
"2012-04-17",177.240005,180.119995,176.479996,179.080002,98800,179.080002
"2012-04-18",178.199997,179.380005,177.270004,177.630005,121900,177.630005
"2012-04-19",178.110001,179.360001,173.979996,176.300003,156500,176.300003
"2012-04-20",177.580002,179.25,176.770004,176.789993,82900,176.789993
"2012-04-23",175,175.470001,171.619995,173.449997,284300,173.449997
"2012-04-24",170,173.259995,170,171.929993,306800,171.929993
"2012-04-25",174.300003,177.619995,173.259995,177.259995,202900,177.259995
"2012-04-26",177.039993,180.059998,176.779999,179.039993,136600,179.039993
"2012-04-27",180,180.600006,178.929993,179.039993,122100,179.039993
"2012-04-30",178.809998,179.800003,177.5,179.320007,90000,179.320007
"2012-05-01",179.300003,184.740005,178.649994,182.009995,211200,182.009995
"2012-05-02",179.910004,185.520004,179.570007,184.059998,254000,184.059998
"2012-05-03",184.5,187.970001,182.600006,183.830002,238800,183.830002
"2012-05-04",168.589996,172,166.009995,169.529999,946200,169.529999
"2012-05-07",168.330002,170.039993,167.270004,169.729996,462700,169.729996
"2012-05-08",168.5,170.720001,166.339996,170.139999,351400,170.139999
"2012-05-09",167.630005,169.639999,166.710007,169.399994,223000,169.399994
"2012-05-10",171.360001,171.860001,167.460007,168.529999,338600,168.529999
"2012-05-11",167.080002,168.369995,166.440002,167.210007,261000,167.210007
"2012-05-14",165.330002,167.259995,164.199997,165.470001,233300,165.470001
"2012-05-15",165.139999,167.880005,163.830002,164.240005,2e+05,164.240005
"2012-05-16",164.259995,167.720001,163.259995,163.380005,162400,163.380005
"2012-05-17",164.389999,167.490005,160.399994,160.440002,320700,160.440002
"2012-05-18",161.149994,161.630005,157.460007,157.889999,255900,157.889999
"2012-05-21",158.839996,164.179993,158.800003,163.979996,199800,163.979996
"2012-05-22",164.130005,167.309998,162.949997,164.029999,225000,164.029999
"2012-05-23",162.199997,164.100006,160.220001,163.740005,164000,163.740005
"2012-05-24",164.309998,165.550003,161.929993,163,170300,163
"2012-05-25",163.429993,163.729996,161.639999,162.779999,234000,162.779999
"2012-05-29",165.070007,167.279999,164.570007,166.5,156300,166.5
"2012-05-30",164,164.169998,159.779999,159.839996,277600,159.839996
"2012-05-31",160.309998,160.830002,155.830002,156.119995,320200,156.119995
"2012-06-01",155.479996,156.589996,152.339996,153.559998,642300,153.559998
"2012-06-04",153.559998,154.889999,150.509995,153.009995,182400,153.009995
"2012-06-05",152.270004,155.429993,151.779999,154.690002,148900,154.690002
"2012-06-06",155.419998,159.399994,155.419998,158.789993,199700,158.789993
"2012-06-07",160.630005,161.149994,156.979996,157.259995,181000,157.259995
"2012-06-08",155.929993,158.550003,154.940002,158.050003,291700,158.050003
"2012-06-11",159.610001,159.610001,155.160004,155.309998,303300,155.309998
"2012-06-12",155.960007,157,154.259995,156.169998,174700,156.169998
"2012-06-13",153.899994,155.990005,152.380005,153.440002,329400,153.440002
"2012-06-14",153.789993,156.529999,152.899994,156.369995,260900,156.369995
"2012-06-15",157.009995,157.5,155.25,156.419998,274600,156.419998
"2012-06-18",155.600006,158.130005,154.830002,157.720001,157000,157.720001
"2012-06-19",157.660004,160.169998,157.460007,159.449997,238900,159.449997
"2012-06-20",159.639999,159.940002,157.029999,158.440002,148900,158.440002
"2012-06-21",158,159.020004,152.5,152.850006,205300,152.850006
"2012-06-22",154.360001,154.690002,152.830002,153.179993,242400,153.179993
"2012-06-25",150.990005,151.199997,149.330002,150.570007,235300,150.570007
"2012-06-26",150.210007,152.240005,150.210007,151.25,212300,151.25
"2012-06-27",144.550003,153.479996,143.600006,151.190002,192600,151.190002
"2012-06-28",150.190002,152.770004,150.190002,152.610001,380800,152.610001
"2012-06-29",155.720001,156.820007,155.289993,155.850006,221600,155.850006
"2012-07-02",156.800003,157.410004,154.199997,157.179993,217100,157.179993
"2012-07-03",157.259995,161.470001,157.259995,161.380005,93500,161.380005
"2012-07-05",160.5,162.309998,160.059998,160.059998,282300,160.059998
"2012-07-06",159.059998,160.339996,155.199997,157.179993,190900,157.179993
"2012-07-09",157.080002,157.080002,153.399994,154.399994,178200,154.399994
"2012-07-10",153.360001,156.990005,149.070007,151.25,260300,151.25
"2012-07-11",151.289993,151.509995,147.729996,148.679993,309500,148.679993
"2012-07-12",147.139999,149.779999,145.789993,148.830002,280500,148.830002
"2012-07-13",149.580002,152.710007,149.410004,151.279999,161700,151.279999
"2012-07-16",151.210007,152.539993,150.309998,151.429993,145500,151.429993
"2012-07-17",151.539993,153.460007,148.990005,152.860001,145500,152.860001
"2012-07-18",152.320007,157.5,151.850006,156.759995,182500,156.759995
"2012-07-19",157.330002,158.839996,155.669998,157.979996,199000,157.979996
"2012-07-20",156.919998,157.179993,153.759995,155.649994,312400,155.649994
"2012-07-23",152.169998,153.289993,150.740005,152.550003,343900,152.550003
"2012-07-24",152.289993,152.699997,150.119995,151,186800,151
"2012-07-25",152.25,152.880005,149.619995,151.110001,393600,151.110001
"2012-07-26",153.899994,155.710007,150.270004,155.070007,290600,155.070007
"2012-07-27",147,159.75,143.899994,155.789993,793600,155.789993
"2012-07-30",155.229996,156.539993,153.169998,154.289993,322900,154.289993
"2012-07-31",153.429993,156.059998,153.429993,154.800003,178600,154.800003
"2012-08-01",155.440002,156.550003,153.179993,155.210007,242800,155.210007
"2012-08-02",153.820007,156.050003,150.869995,151.279999,300800,151.279999
"2012-08-03",154.350006,159.880005,154.089996,159.240005,190200,159.240005
"2012-08-06",159,163.509995,158.559998,162.929993,244100,162.929993
"2012-08-07",163.009995,169.220001,162.139999,167.380005,263800,167.380005
"2012-08-08",166.479996,169.240005,165.830002,168.660004,234500,168.660004
"2012-08-09",168.529999,170.520004,167.050003,167.979996,184100,167.979996
"2012-08-10",166.949997,168.220001,165.009995,165.770004,174300,165.770004
"2012-08-13",165.75,167.220001,164.570007,166.320007,120100,166.320007
"2012-08-14",166.889999,166.889999,164.440002,165.139999,123900,165.139999
"2012-08-15",164.850006,166.270004,164.070007,166.160004,145400,166.160004
"2012-08-16",164,165.929993,162.389999,165.009995,159700,165.009995
"2012-08-17",165,165.520004,162.770004,163.779999,174500,163.779999
"2012-08-20",163.759995,164.800003,161.520004,162.759995,220300,162.759995
"2012-08-21",163.649994,166.619995,162.990005,164.979996,206100,164.979996
"2012-08-22",164.380005,165.229996,162.949997,164.320007,164000,164.320007
"2012-08-23",163.839996,164.899994,161.619995,162.949997,212600,162.949997
"2012-08-24",163.169998,163.490005,161.100006,162.449997,248500,162.449997
"2012-08-27",163.179993,164.990005,162.100006,163.360001,174200,163.360001
"2012-08-28",163.119995,166.179993,162.399994,165.419998,167400,165.419998
"2012-08-29",165.300003,167.429993,164.399994,164.550003,138100,164.550003
"2012-08-30",163.509995,164.839996,162.669998,164.320007,120000,164.320007
"2012-08-31",165.979996,166.070007,164.130005,165.110001,127900,165.110001
"2012-09-04",164.970001,166.139999,160.940002,164.110001,235800,164.110001
"2012-09-05",164.589996,165.199997,162.089996,163.190002,238400,163.190002
"2012-09-06",165.100006,168.490005,164.850006,167.809998,142700,167.809998
"2012-09-07",168,173.869995,166.949997,172.940002,283300,172.940002
"2012-09-10",172.729996,173.059998,170.600006,170.839996,121000,170.839996
"2012-09-11",170.910004,172.729996,169.080002,170.910004,147500,170.910004
"2012-09-12",171.350006,172.139999,168.300003,169.660004,141900,169.660004
"2012-09-13",170,174.380005,168.339996,174.240005,242700,174.240005
"2012-09-14",175,178.369995,173.399994,177.440002,187100,177.440002
"2012-09-17",177.25,177.860001,175.880005,176.419998,182500,176.419998
"2012-09-18",176.770004,176.770004,171.520004,173.320007,441300,173.320007
"2012-09-19",173.619995,175.460007,172.580002,174.970001,185000,174.970001
"2012-09-20",173.240005,173.889999,170.130005,171.929993,190000,171.929993
"2012-09-21",172.509995,173.600006,171.779999,172.470001,224900,172.470001
"2012-09-24",172.279999,173.919998,170.309998,173.720001,151300,173.720001
"2012-09-25",174.720001,174.720001,171,171.009995,193200,171.009995
"2012-09-26",171.460007,172.350006,168.610001,171.289993,182000,171.289993
"2012-09-27",171.5,173.75,171.240005,173.110001,107400,173.110001
"2012-09-28",171.929993,172.399994,170.509995,170.740005,126400,170.740005
"2012-10-01",170.970001,173.229996,170.520004,171.619995,295700,171.619995
"2012-10-02",172.919998,174.440002,170.669998,172.429993,153400,172.429993
"2012-10-03",172.779999,174.669998,172.649994,174.610001,198700,174.610001
"2012-10-04",175.089996,176.330002,174.229996,176.059998,160800,176.059998
"2012-10-05",177.039993,178.029999,175.720001,176.139999,117500,176.139999
"2012-10-08",176.020004,176.020004,173.589996,175.199997,98900,175.199997
"2012-10-09",176.130005,176.130005,170.449997,170.710007,109800,170.710007
"2012-10-10",170.929993,171.100006,167.910004,168.5,140700,168.5
"2012-10-11",170.220001,171.960007,169.160004,170.479996,165500,170.479996
"2012-10-12",170.360001,171.589996,168.990005,169.460007,113400,169.460007
"2012-10-15",169.440002,171.050003,168.440002,169.880005,147300,169.880005
"2012-10-16",170.729996,172.860001,170.089996,170.940002,202400,170.940002
"2012-10-17",171.610001,173,170.080002,172.539993,196300,172.539993
"2012-10-18",171.990005,171.990005,164.479996,166.660004,311400,166.660004
"2012-10-19",165.649994,166.419998,163.339996,164.619995,127600,164.619995
"2012-10-22",164.210007,165.419998,162.479996,164,152500,164
"2012-10-23",161.729996,163.130005,160.860001,161.800003,282300,161.800003
"2012-10-24",163.059998,163.550003,161.059998,163.460007,150900,163.460007
"2012-10-25",164.979996,166.369995,163.589996,164.850006,195900,164.850006
"2012-10-26",165.270004,168.720001,164.679993,167,280000,167
"2012-10-31",166.889999,169.699997,165.210007,169.369995,295000,169.369995
"2012-11-01",169.369995,174.419998,168.619995,174.050003,329200,174.050003
"2012-11-02",173,177.839996,170.059998,174.940002,413700,174.940002
"2012-11-05",175,179.220001,173.619995,179.050003,318000,179.050003
"2012-11-06",179.389999,182.130005,178.869995,181.279999,333100,181.279999
"2012-11-07",179.029999,180.089996,176.25,178.639999,249100,178.639999
"2012-11-08",179.089996,179.089996,174.75,175.169998,200500,175.169998
"2012-11-09",174.229996,177.220001,174.059998,176.270004,121000,176.270004
"2012-11-12",176.759995,178.440002,174.139999,178.350006,131600,178.350006
"2012-11-13",176.380005,178.740005,175.070007,176.389999,99500,176.389999
"2012-11-14",176.589996,177.75,174.490005,174.619995,171800,174.619995
"2012-11-15",174.350006,176.25,172.029999,176.25,304900,176.25
"2012-11-16",176.360001,177.729996,172.789993,174.100006,206500,174.100006
"2012-11-19",176.779999,179.179993,175.690002,179.179993,149500,179.179993
"2012-11-20",177.940002,181.740005,176.550003,181.649994,302700,181.649994
"2012-11-21",182,182.169998,180.039993,181.979996,146800,181.979996
"2012-11-23",183,184.869995,181.630005,184.589996,41100,184.589996
"2012-11-26",183.610001,184.669998,182.649994,184.039993,175200,184.039993
"2012-11-27",183.320007,186.130005,182.460007,185.029999,138600,185.029999
"2012-11-28",183.75,186.779999,183.089996,186.389999,149300,186.389999
"2012-11-29",187.5,189.169998,185.520004,187.080002,163200,187.080002
"2012-11-30",187.809998,187.809998,185.460007,187.089996,191600,187.089996
"2012-12-03",188,188.119995,185.289993,185.520004,162800,185.520004
"2012-12-04",185.190002,187.130005,184.850006,185.729996,165000,185.729996
"2012-12-05",185.550003,186.820007,183.460007,185.770004,152500,185.770004
"2012-12-06",184.960007,186.429993,183.210007,184.619995,168400,184.619995
"2012-12-07",185,185.179993,183.139999,184.020004,147300,184.020004
"2012-12-10",184.270004,189.679993,184.199997,188.429993,207200,188.429993
"2012-12-11",189.759995,191.550003,188.229996,190.699997,238600,190.699997
"2012-12-12",191.179993,191.929993,187.190002,187.320007,154900,187.320007
"2012-12-13",187.75,188.789993,186.580002,187.529999,99400,187.529999
"2012-12-14",187.270004,189.050003,185.940002,188.550003,155600,188.550003
"2012-12-17",188.800003,191.029999,188.490005,190.149994,95400,190.149994
"2012-12-18",190.330002,194.190002,189.539993,193.710007,139700,193.710007
"2012-12-19",193,194.089996,191.369995,191.619995,347000,191.619995
"2012-12-20",192.080002,195.119995,191.630005,195,158100,195
"2012-12-21",191.600006,193.850006,191.320007,191.429993,317900,191.429993
"2012-12-24",191.880005,193.880005,190.789993,192.830002,49100,192.830002
"2012-12-26",192.979996,193.600006,190.75,191.389999,81600,191.389999
"2012-12-27",191.869995,192.759995,188.410004,191.630005,122100,191.630005
"2012-12-28",190.460007,191.570007,188.479996,188.589996,72500,188.589996
"2012-12-31",188.809998,193.479996,187.539993,193.300003,93400,193.300003
"2013-01-02",198.880005,199.559998,193.720001,197.880005,154000,197.880005
"2013-01-03",197.729996,198.759995,195.809998,196.720001,117100,196.720001
"2013-01-04",199.220001,199.850006,196.100006,197.020004,260300,197.020004
"2013-01-07",199.559998,204.529999,199.559998,201.770004,325500,201.770004
"2013-01-08",202.110001,202.949997,198.940002,200.559998,145800,200.559998
"2013-01-09",201.029999,206.270004,200.380005,204.660004,210500,204.660004
"2013-01-10",206.259995,206.259995,201.309998,202.699997,245600,202.699997
"2013-01-11",202.539993,204.320007,201.550003,201.880005,158900,201.880005
"2013-01-14",201.429993,205.839996,201.429993,205.270004,132300,205.270004
"2013-01-15",204.449997,204.679993,202.600006,204.110001,105900,204.110001
"2013-01-16",203.789993,205.419998,203.490005,204.110001,104100,204.110001
"2013-01-17",204.740005,208.539993,204.229996,207.779999,188200,207.779999
"2013-01-18",208,210.880005,206.720001,209.300003,193100,209.300003
"2013-01-22",209.119995,210.100006,207.789993,210.039993,137000,210.039993
"2013-01-23",208.610001,212.860001,208.610001,211.009995,209200,211.009995
"2013-01-24",211.580002,212.850006,209.100006,211.089996,177300,211.089996
"2013-01-25",210.809998,214.309998,210.809998,214.309998,73100,214.309998
"2013-01-28",213.669998,214.639999,211.149994,212.130005,107700,212.130005
"2013-01-29",212.259995,213.339996,211.270004,213.210007,92400,213.210007
"2013-01-30",212.929993,214.100006,210.75,211.559998,121300,211.559998
"2013-01-31",210.929993,214.679993,209.990005,212.529999,93900,212.529999
"2013-02-01",214.520004,215.630005,213.830002,214.600006,71300,214.600006
"2013-02-04",213.320007,213.979996,211.130005,212,94100,212
"2013-02-05",213.970001,217.160004,212.660004,216.190002,115300,216.190002
"2013-02-06",215.809998,218.449997,214.070007,216.520004,207800,216.520004
"2013-02-07",217.679993,221.630005,216.529999,221.559998,236300,221.559998
"2013-02-08",219.380005,222.479996,219.050003,221.149994,166900,221.149994
"2013-02-11",221.009995,221.729996,217.800003,219.369995,165600,219.369995
"2013-02-12",219.449997,220.800003,217.889999,217.990005,107800,217.990005
"2013-02-13",217.880005,220.419998,216.649994,218.940002,145400,218.940002
"2013-02-14",217.759995,218.720001,216.199997,217.75,96100,217.75
"2013-02-15",217.300003,218.869995,213.490005,215.139999,173200,215.139999
