"dates","FANG.Open","FANG.High","FANG.Low","FANG.Close","FANG.Volume","FANG.Adjusted"
"2014-05-14",73.769997,74.459999,71.760002,72.019997,813000,68.403625
"2014-05-15",72.050003,72.050003,67.720001,69.43,1684700,65.94368
"2014-05-16",69.629997,70.730003,67.639999,70.669998,736400,67.121414
"2014-05-19",70.379997,71.800003,70.199997,71.150002,559700,67.577316
"2014-05-20",71.230003,71.660004,69.480003,70.160004,548900,66.637032
"2014-05-21",70.779999,73.199997,70.779999,72.709999,935100,69.058968
"2014-05-22",72.800003,74.199997,72.25,73.029999,604200,69.362907
"2014-05-23",72.839996,74.32,72.610001,72.779999,664200,69.12545
"2014-05-27",72.849998,73.150002,70.360001,71.470001,885600,67.881233
"2014-05-28",71.449997,71.93,70.260002,71.389999,685000,67.805252
"2014-05-29",71.559998,75.93,70.860001,75.019997,1460700,71.252975
"2014-05-30",75.540001,75.949997,74.300003,75.480003,1019800,71.68988
"2014-06-02",76.989998,78.470001,75.349998,76.110001,1245900,72.288254
"2014-06-03",76.080002,78.489998,75.580002,78.300003,943300,74.368294
"2014-06-04",78.360001,79.760002,77.010002,78.540001,845800,74.596222
"2014-06-05",78.639999,79.870003,77.529999,79.239998,821100,75.261086
"2014-06-06",79.940002,81.510002,79.379997,81.089996,953500,77.018188
"2014-06-09",81.43,82.25,80.059998,82,748500,77.8825
"2014-06-10",83,83.660004,81.370003,82.330002,601900,78.195923
"2014-06-11",81.660004,84.470001,81.120003,83.839996,915800,79.630096
"2014-06-12",84.010002,85.900002,83.5,84.690002,1154600,80.437416
"2014-06-13",85.330002,88.389999,84.5,87.949997,1617500,83.533737
"2014-06-16",88.190002,90.300003,87.18,89.900002,1385500,85.385811
"2014-06-17",90,92.239998,88.879997,90.260002,1159800,85.727737
"2014-06-18",91.489998,93.330002,88.879997,90.339996,2891900,85.803696
"2014-06-19",90.690002,90.690002,88.300003,89.050003,1072300,84.578484
"2014-06-20",89.470001,90.690002,88.300003,89.790001,1729600,85.281326
"2014-06-23",90.379997,91.510002,89.120003,91.410004,1253800,86.819992
"2014-06-24",90.190002,90.540001,87.150002,87.690002,2265700,83.286774
"2014-06-25",88,91.360001,87.800003,90.559998,1917100,86.012672
"2014-06-26",90.449997,91.010002,87.699997,89.290001,939200,84.806435
"2014-06-27",89.040001,89.870003,88.5,88.690002,3201400,84.236565
"2014-06-30",88.699997,89.839996,88.449997,88.800003,1145900,84.341042
"2014-07-01",90,90.480003,88.190002,89.769997,1030300,85.262329
"2014-07-02",89.5,90.419998,87.610001,88.290001,796200,83.856659
"2014-07-03",88.760002,89.160004,87.410004,88.809998,596800,84.350525
"2014-07-07",88.800003,89.730003,86.699997,87.309998,918500,82.925858
"2014-07-08",86.720001,87.110001,84.160004,85.970001,1497400,81.653152
"2014-07-09",86.849998,87.370003,85.470001,87.290001,685700,82.906853
"2014-07-10",84.989998,86.550003,82.82,85.720001,1005000,81.41571
"2014-07-11",85.699997,86.5,83.339996,84.209999,890900,79.981522
"2014-07-14",84.790001,87.93,84.610001,86.589996,836200,82.242004
"2014-07-15",86.110001,86.800003,82.709999,83.360001,1110200,79.174202
"2014-07-16",83.93,85.989998,83.529999,85.489998,856600,81.197243
"2014-07-17",85.82,88.199997,84,84.709999,843000,80.456421
"2014-07-18",84.57,87.339996,84.57,86.660004,1229200,82.308487
"2014-07-21",86.019997,89.870003,86,87.989998,1341500,83.571716
"2014-07-22",87.199997,87.690002,86.419998,86.559998,4448200,82.213509
"2014-07-23",87,87.889999,86.25,87.849998,1308200,83.438736
"2014-07-24",88.120003,89.080002,86.860001,88.010002,2064100,83.590729
"2014-07-25",86.959999,87.379997,85.230003,85.699997,975200,81.396698
"2014-07-28",85.900002,86.099998,83.589996,84.800003,569600,80.541908
"2014-07-29",84.589996,86.68,83.919998,85.589996,782600,81.292236
"2014-07-30",86,87.190002,84.279999,84.75,660400,80.494408
"2014-07-31",84.010002,84.099998,81.019997,82.230003,1571500,78.100952
"2014-08-01",82.330002,82.349998,77.980003,80.019997,2387900,76.001915
"2014-08-04",80.510002,82.230003,79.639999,81.610001,974400,77.512077
"2014-08-05",82.010002,82.739998,78.169998,78.93,1512400,74.966652
"2014-08-06",79.669998,81.260002,78.019997,78.519997,1155600,74.577232
"2014-08-07",78.790001,79.75,74.870003,76.580002,1941800,72.734665
"2014-08-08",76.800003,78.330002,76.540001,77.449997,955700,73.560951
"2014-08-11",78.150002,78.260002,76.610001,77.489998,1063700,73.598953
"2014-08-12",76.980003,77.470001,75.660004,76.040001,576800,72.221771
"2014-08-13",76.160004,77.959999,76.160004,77.18,599200,73.304527
"2014-08-14",77.099998,77.809998,74.650002,75.860001,1125400,72.050804
"2014-08-15",77.349998,78.620003,76.400002,78.449997,912300,74.510757
"2014-08-18",78.5,80.029999,77.410004,79.779999,1350900,75.773964
"2014-08-19",79.830002,81.82,79.610001,80,1100700,75.98291
"2014-08-20",79.800003,80.550003,78.75,80.239998,658400,76.210869
"2014-08-21",80.360001,81.139999,79.629997,80.739998,850200,76.685753
"2014-08-22",80.800003,80.800003,78.669998,79.980003,691900,75.963928
"2014-08-25",80.330002,81.889999,79.68,81.400002,835800,77.312614
"2014-08-26",81.760002,85.5,81.540001,83.879997,1391500,79.668098
"2014-08-27",84.239998,84.260002,81.779999,82.599998,725600,78.452362
"2014-08-28",82.410004,83.43,81.919998,83.199997,638100,79.02224
"2014-08-29",83.510002,86.82,83.510002,86.349998,1062000,82.014069
"2014-09-02",86.489998,86.720001,82.720001,83.230003,1137000,79.050728
"2014-09-03",83.989998,84.540001,82.309998,83.839996,969400,79.630096
"2014-09-04",83.970001,84.370003,78.160004,79.5,2162900,75.508034
"2014-09-05",78.760002,79.82,77.739998,79.25,1125800,75.270592
"2014-09-08",78.809998,78.82,76.25,77.419998,1323600,73.532471
"2014-09-09",77.489998,79.120003,75.57,76.459999,1162800,72.620674
"2014-09-10",76.010002,77.709999,74.610001,76.800003,1018900,72.943611
"2014-09-11",75.720001,78.160004,75.650002,77.870003,803200,73.959885
"2014-09-12",77.410004,77.870003,75.830002,76.559998,546200,72.715645
"2014-09-15",76.279999,77.269997,75.199997,76.239998,707900,72.411713
"2014-09-16",76.349998,79.779999,75.75,78.220001,835300,74.292305
"2014-09-17",78.540001,79.300003,77.010002,77.699997,867500,73.798393
"2014-09-18",75.910004,77.480003,75.25,76.18,2357300,72.354729
"2014-09-19",76.400002,77,74.739998,75.550003,1628700,71.756371
"2014-09-22",75.510002,75.550003,72.93,73.459999,1101600,69.771317
"2014-09-23",73.309998,74.93,72.639999,72.839996,913600,69.182442
"2014-09-24",73.059998,74.470001,70.660004,74.300003,1752800,70.569145
"2014-09-25",73.93,74.129997,71.879997,72.599998,1334600,68.954491
"2014-09-26",72.57,73.970001,71.870003,73.639999,747600,69.942268
"2014-09-29",74.970001,76.949997,74.260002,76.760002,2375800,72.905617
"2014-09-30",76.949997,77.300003,73.379997,74.779999,1609600,71.025017
"2014-10-01",75.300003,76.699997,73.290001,74.410004,1983600,70.673615
"2014-10-02",73.449997,76.940002,71.720001,75.279999,1704600,71.499924
"2014-10-03",75.580002,75.580002,72.510002,73,873900,69.334419
"2014-10-06",73.129997,74.580002,71.940002,73.970001,1040600,70.255707
"2014-10-07",73.669998,74.529999,71.339996,71.449997,1183800,67.862244
"2014-10-08",70.949997,73.410004,68.580002,73.120003,1503900,69.448402
"2014-10-09",72.43,72.43,68.559998,69.269997,1436100,65.791702
"2014-10-10",68.800003,68.849998,63.139999,64.75,2625500,61.498672
"2014-10-13",63.25,65.540001,58.41,59.209999,3605700,56.236855
"2014-10-14",59,61.759998,56.900002,58.439999,3573000,55.505524
"2014-10-15",56.950001,60.48,56.34,59.98,1971100,56.968197
"2014-10-16",59.139999,64.040001,57.400002,63.119999,2024000,59.950527
"2014-10-17",64.599998,68.440002,61.860001,63.349998,1731600,60.168976
"2014-10-20",63,65.800003,62.029999,64.279999,752300,61.052277
"2014-10-21",65.389999,67.559998,64.790001,67.489998,1882500,64.101097
"2014-10-22",67.809998,69.650002,64.099998,64.199997,1461300,60.976284
"2014-10-23",65.349998,68.260002,63.810001,67.220001,1535300,63.844658
"2014-10-24",66.830002,67.57,65.07,67.239998,774200,63.863644
"2014-10-27",64.610001,65,60.509998,64.129997,1422000,60.909805
"2014-10-28",64.650002,67.830002,63.720001,67.779999,757000,64.376526
"2014-10-29",68.25,70,67.360001,69.080002,1219100,65.611244
"2014-10-30",68.089996,68.959999,66.419998,67.68,966600,64.281548
"2014-10-31",67.959999,68.610001,64.07,68.440002,1746100,65.003387
"2014-11-03",68.440002,71.540001,66.519997,67.389999,1337800,64.006111
"2014-11-04",65.519997,66.410004,62.68,63.639999,1948200,60.444412
"2014-11-05",67.089996,67.089996,63.029999,65.010002,1402500,61.745632
"2014-11-06",64.459999,66.010002,63.700001,65.82,1091800,62.514935
"2014-11-07",66.089996,69.540001,66.089996,69.489998,1403800,66.000648
"2014-11-10",70.139999,71.389999,66.309998,66.599998,1361900,63.255783
"2014-11-11",66.620003,68.75,65.910004,67.5,1143200,64.110588
"2014-11-12",64.779999,65.940002,64.25,64.809998,3320300,61.555672
"2014-11-13",64.489998,65.599998,63.200001,64.760002,1750100,61.508171
"2014-11-14",65.110001,67.910004,64.599998,67.790001,1044000,64.38604
"2014-11-17",66.900002,67.559998,62.98,63.720001,1575000,60.520393
"2014-11-18",63.610001,65.43,62.400002,64.370003,1264000,61.137756
"2014-11-19",64.589996,65.440002,62.84,65.129997,1008700,61.8596
"2014-11-20",65.139999,67.330002,65.089996,67.209999,813000,63.835155
"2014-11-21",68.5,71.300003,68.260002,69.739998,1509100,66.238098
"2014-11-24",69.160004,69.830002,67,68.089996,1300100,64.670967
"2014-11-25",68.639999,69.400002,66.529999,67.029999,1169600,63.664192
"2014-11-26",66.800003,66.809998,64.230003,64.879997,961800,61.622135
"2014-11-28",58.860001,61.860001,54.48,56.400002,2111700,53.567959
"2014-12-01",56.189999,57.450001,53.869999,55.810001,1516000,53.007587
"2014-12-02",55.369999,58.709999,54.439999,57.84,1981400,54.935646
"2014-12-03",58.450001,63.110001,56.970001,59.860001,1624500,56.854221
"2014-12-04",58.939999,60.200001,57.41,58.48,1272400,55.543514
"2014-12-05",58.389999,59.689999,57.48,58.790001,1507000,55.837952
"2014-12-08",57.310001,57.310001,53.93,54.799999,1576700,52.048294
"2014-12-09",54.220001,57.66,53.709999,56.68,1354400,53.8339
"2014-12-10",55.849998,56.509998,53,53.650002,1325600,50.956043
"2014-12-11",53.279999,55.720001,52.939999,53.110001,1017000,50.443169
"2014-12-12",51.860001,54.919998,51.790001,52.470001,2185300,49.8353
"2014-12-15",52.860001,54.330002,51.689999,53.41,1413600,50.7281
"2014-12-16",52.080002,58.959999,51.950001,55.84,2552400,53.036076
"2014-12-17",55.939999,59.950001,55.740002,58.970001,4351300,56.008911
"2014-12-18",61.599998,62.389999,57.82,59.580002,1985600,56.588287
"2014-12-19",59.900002,63.029999,58.700001,62.560001,1600000,59.418644
"2014-12-22",61.57,62.48,59.32,61.07,933300,58.003464
"2014-12-23",61.25,62.23,60.41,61.700001,840900,58.601833
"2014-12-24",61.169998,61.290001,59,60.18,384500,57.158154
"2014-12-26",61.75,61.75,59.560001,60.41,427200,57.376602
"2014-12-29",60.66,62.310001,59.080002,60.380001,672500,57.34811
"2014-12-30",59.720001,61.52,58.82,59.869999,823000,56.863724
"2014-12-31",58.849998,61.07,57.610001,59.779999,1022500,56.778236
"2015-01-02",60.049999,61.509998,58.740002,59.93,1023200,56.9207
"2015-01-05",59.200001,59.59,55.869999,57.279999,1421500,54.403767
"2015-01-06",56.720001,58.189999,55.529999,57.369999,1394500,54.489246
"2015-01-07",58.400002,60.029999,57.18,58.25,1197000,55.325062
"2015-01-08",58.740002,61.330002,57.709999,61.09,1217300,58.022457
"2015-01-09",61.259998,62.389999,60.080002,61.84,858200,58.734798
"2015-01-12",60.669998,61.310001,57.790001,59.470001,1168200,56.48381
"2015-01-13",60.040001,61.59,59.419998,61.240002,927900,58.164932
"2015-01-14",61.490002,66,61.299999,65.300003,2873500,62.021065
"2015-01-15",66.449997,67.300003,63.279999,63.450001,2094200,60.26395
"2015-01-16",64.199997,66.720001,64,65.629997,2162800,62.334476
"2015-01-20",64.349998,65.790001,61.91,62.810001,1837700,59.656094
"2015-01-21",61.970001,68.900002,61.52,68.540001,2502400,65.098366
"2015-01-22",68.940002,69.510002,67.160004,67.980003,1611900,64.56649
"2015-01-23",67.559998,69.169998,66.279999,67,1035200,63.635696
"2015-01-26",67.050003,68.970001,66.160004,68.510002,1585300,65.06987
"2015-01-27",67.68,70.830002,67.529999,68.970001,1336600,65.506783
"2015-01-28",68.099998,68.550003,65.339996,66.080002,1225500,62.761894
"2015-01-29",66.68,68.660004,64.209999,68.639999,1136500,65.193344
"2015-01-30",67.57,70.660004,66.739998,68.989998,1544700,65.525764
"2015-02-02",69.730003,72,68,69.739998,1456100,66.238098
"2015-02-03",71.330002,72.809998,68.75,69.68,1676800,66.181122
"2015-02-04",68.669998,69.559998,66.599998,67.129997,1019400,63.759155
"2015-02-05",68.459999,69.449997,67.279999,69.059998,1056800,65.592247
"2015-02-06",69.809998,71.059998,68.970001,70.830002,1270600,67.273376
"2015-02-09",71.050003,72.120003,70.080002,70.129997,983900,66.608536
"2015-02-10",70.419998,70.449997,67.57,69.400002,1084400,65.915192
"2015-02-11",67.690002,68.879997,65.550003,68.779999,1473300,65.326317
"2015-02-12",69.919998,73.400002,69.870003,72.970001,1622200,69.305931
"2015-02-13",74.5,75.279999,72.610001,73.459999,1238200,69.771317
"2015-02-17",72.690002,74.190002,72.260002,73.57,1456200,69.875786
"2015-02-18",71.349998,75.779999,71.269997,73.800003,1725400,70.094246
"2015-02-19",72.269997,76.93,71.25,75.860001,1322800,72.050804
"2015-02-20",76.029999,76.809998,74.370003,75.089996,1241700,71.319458
"2015-02-23",73.510002,75.199997,72.360001,74.360001,1056400,70.626137
"2015-02-24",75.080002,75.339996,72.879997,74.080002,755300,70.360191
"2015-02-25",74.809998,76.059998,73.550003,74.959999,1075600,71.195984
"2015-02-26",74.379997,74.580002,72.330002,73.169998,856900,69.49588
"2015-02-27",73.739998,73.739998,70.849998,71.209999,931300,67.634293
"2015-03-02",70.889999,72.269997,69.739998,70.980003,1051300,67.41584
"2015-03-03",71.230003,72,70.480003,71.690002,1694900,68.090202
"2015-03-04",72.889999,73.57,71.010002,71.809998,1532600,68.204178
"2015-03-05",71.400002,72.25,70.720001,71.18,1059400,67.605812
"2015-03-06",70.18,71.349998,69.57,69.860001,740700,66.352074
"2015-03-09",69.949997,71.400002,69.400002,69.610001,983800,66.114639
"2015-03-10",68.709999,70.199997,68.080002,68.089996,859000,64.670967
"2015-03-11",68.32,70.440002,68,70.050003,817700,66.532547
"2015-03-12",70.889999,71.489998,69.879997,69.940002,738300,66.428062
"2015-03-13",68.949997,69.809998,67.519997,69.68,1105200,66.181122
"2015-03-16",68.989998,70,67.790001,70,662300,66.485046
"2015-03-17",70.389999,71.5,69.519997,70.470001,856100,66.931442
"2015-03-18",69.809998,72.800003,69.239998,72.650002,1238400,69.001991
"2015-03-19",71.230003,72.260002,70.379997,71.489998,669300,67.90023
"2015-03-20",71.980003,72.540001,71.099998,72.339996,1595700,68.70755
"2015-03-23",72.410004,73.5,71.529999,71.580002,1423000,67.985718
"2015-03-24",71.510002,73.93,71.360001,73.769997,931900,70.065742
"2015-03-25",75.169998,75.68,73.870003,74.919998,867100,71.15799
"2015-03-26",75.949997,78.75,75.949997,76.849998,1887200,72.991104
"2015-03-27",75.290001,76.580002,74.739998,75.169998,938700,71.395447
"2015-03-30",76.339996,77.82,75.209999,77.629997,1079600,73.731934
"2015-03-31",75.879997,77.440002,75.18,76.839996,992600,72.98159
"2015-04-01",77.599998,79.25,76.470001,77.400002,1137500,73.513474
"2015-04-02",76.82,79.699997,76.669998,78.879997,891600,74.919151
"2015-04-06",80.459999,80.639999,78.769997,79.470001,941700,75.479546
"2015-04-07",79.099998,81.449997,79.099998,79.959999,994200,75.944923
"2015-04-08",80.379997,80.889999,77.800003,78.059998,887100,74.140327
"2015-04-09",78.830002,80.839996,78.110001,80.720001,1196000,76.666756
"2015-04-10",81.389999,81.660004,80.220001,80.75,899600,76.695244
"2015-04-13",81.57,81.879997,79.300003,79.860001,850700,75.849953
"2015-04-14",80.550003,81.239998,79.980003,80.389999,1003800,76.35334
"2015-04-15",82.290001,83,80.730003,82.410004,1431100,78.271912
"2015-04-16",82,84.099998,81.5,83.32,1177700,79.136223
"2015-04-17",82.669998,83.599998,81.68,82.57,798500,78.423866
"2015-04-20",82.910004,85.82,82.809998,84.07,1021900,79.848549
"2015-04-21",83.959999,84.07,82.010002,82.809998,774700,78.651825
"2015-04-22",82.93,83.470001,81.440002,81.980003,880400,77.863503
"2015-04-23",82.059998,83.330002,81.760002,81.959999,893300,77.84449
"2015-04-24",81.989998,82.300003,79.449997,79.830002,862900,75.821465
"2015-04-27",80.160004,80.989998,79.059998,79.730003,755900,75.726479
"2015-04-28",80.239998,80.779999,79.419998,80.230003,708800,76.201378
"2015-04-29",79.82,83.290001,79.82,82.959999,988300,78.794289
"2015-04-30",82.949997,84.089996,81.120003,82.57,841100,78.423866
"2015-05-01",82.620003,83.150002,81.019997,81.879997,615600,77.768517
"2015-05-04",81.199997,83.07,81.010002,82.940002,1005900,78.775291
"2015-05-05",83.709999,84.760002,79.43,79.760002,1272200,75.754974
"2015-05-06",80.32,80.709999,78.120003,78.669998,911200,74.719704
"2015-05-07",79.5,79.5,74.370003,75.339996,2329400,71.556908
"2015-05-08",76.779999,77.980003,74.25,77.010002,4787000,73.143051
"2015-05-11",77.010002,78.830002,76.5,78.330002,1735400,74.396767
"2015-05-12",78.860001,80.660004,78.220001,79.589996,731900,75.593498
"2015-05-13",80.220001,80.580002,78.650002,79.419998,827900,75.432037
"2015-05-14",79.43,80.059998,77.110001,77.199997,1277400,73.323509
"2015-05-15",77.879997,79.239998,75.75,78.93,1088200,74.966652
"2015-05-18",78.790001,79.839996,78.220001,79.230003,825800,75.251579
"2015-05-19",78.830002,79.260002,76.400002,77.470001,993100,73.579956
"2015-05-20",77.599998,78.690002,76.129997,78.529999,1064700,74.586739
"2015-05-21",79,81.370003,78.169998,80.620003,880100,76.571777
"2015-05-22",79.879997,81.699997,79.349998,81.379997,802500,77.29361
"2015-05-26",80.150002,81.150002,78.879997,79.230003,934300,75.251579
"2015-05-27",79.25,79.800003,78.269997,79.18,776900,75.204102
"2015-05-28",78.75,78.75,76.120003,77.529999,1143500,73.636963
"2015-05-29",77.589996,78.93,77.389999,77.809998,1206700,73.902885
"2015-06-01",78.519997,79.019997,77.260002,78.959999,686100,74.995148
"2015-06-02",79.290001,80.300003,78.629997,79.029999,637900,75.061623
"2015-06-03",78.949997,79.099998,77.550003,77.660004,822200,73.760422
"2015-06-04",76.989998,77.080002,75.580002,76.459999,740000,72.620674
"2015-06-05",76.260002,79.5,75.989998,78.260002,989400,74.330299
"2015-06-08",78.290001,80.43,77.68,78.830002,1015300,74.871674
"2015-06-09",79.309998,80.919998,79.309998,79.989998,735700,75.973419
"2015-06-10",81.089996,81.980003,80.260002,81.43,683200,77.341118
"2015-06-11",81.470001,81.839996,80.809998,81.040001,442900,76.970695
"2015-06-12",80.800003,80.800003,79.879997,80.650002,433900,76.600281
"2015-06-15",80.029999,80.220001,79.07,79.889999,856400,75.878441
"2015-06-16",79.709999,81.169998,79.080002,80.75,595200,76.695244
"2015-06-17",81.459999,82.489998,78.529999,79.389999,702100,75.403549
"2015-06-18",79.849998,80.639999,78.480003,78.57,655900,74.624725
"2015-06-19",76.529999,78.639999,76.489998,76.620003,1409000,72.772644
"2015-06-22",77.379997,79.400002,76.169998,78.809998,974200,74.852669
"2015-06-23",78.730003,80.120003,77.93,79.889999,848800,75.878441
"2015-06-24",80,80.68,77.769997,77.959999,749900,74.045341
"2015-06-25",77.870003,78.800003,76.160004,76.389999,742000,72.554192
"2015-06-26",75.480003,76.32,73.379997,75.25,7678900,71.471443
"2015-06-29",74.260002,75.940002,73.730003,75.160004,1228900,71.385948
"2015-06-30",75.949997,76.309998,73.360001,75.379997,1209400,71.59491
"2015-07-01",76.410004,77.360001,72.589996,72.82,1441600,69.163452
"2015-07-02",72.82,73.239998,72.220001,73.129997,833200,69.457886
"2015-07-06",71.910004,73.330002,69.900002,70.209999,1371500,66.684517
"2015-07-07",70.059998,71.169998,67.559998,71.059998,1859400,67.491837
"2015-07-08",70.330002,71.620003,68.269997,69.290001,1022300,65.810699
"2015-07-09",70.230003,71.910004,70.099998,70.860001,1339100,67.30188
"2015-07-10",71.300003,71.690002,69.57,70.889999,973400,67.330368
"2015-07-13",70.519997,71.459999,70.029999,71.309998,781400,67.729271
"2015-07-14",71.709999,74.220001,71.349998,73.339996,1052100,69.657341
"2015-07-15",72.709999,72.949997,69.980003,70.690002,962800,67.140404
"2015-07-16",70.870003,71.75,68.459999,69.190002,1006100,65.715736
"2015-07-17",69.110001,69.110001,65.849998,66.269997,1992900,62.942356
"2015-07-20",66.059998,66.209999,64.18,64.830002,1331000,61.574657
"2015-07-21",65.150002,66.849998,64.660004,65.970001,1233200,62.657413
"2015-07-22",65.339996,66.440002,64.389999,66.239998,1337200,62.913857
"2015-07-23",66.25,66.709999,64.040001,66.290001,1813900,62.961346
"2015-07-24",66.389999,66.470001,63.119999,63.900002,1810100,60.691357
"2015-07-27",63.049999,64.25,62.23,63.299999,1128300,60.121487
"2015-07-28",63.5,65.599998,62.580002,64.989998,725800,61.72662
"2015-07-29",64.629997,67.910004,63.990002,67.650002,1386100,64.253059
"2015-07-30",67.360001,68.660004,65.940002,67.68,1543000,64.281548
"2015-07-31",67.239998,68.57,66.510002,67.300003,1275700,63.920643
"2015-08-03",66.800003,69.440002,66.410004,66.82,1302000,63.464756
"2015-08-04",67.440002,69.349998,67.190002,67.989998,1543800,64.575981
"2015-08-05",68.989998,69.989998,67.510002,68.370003,1710600,64.936897
"2015-08-06",68.400002,70.959999,65.889999,70.480003,1967800,66.940964
"2015-08-07",70.059998,71.730003,68.43,68.839996,1149200,65.383293
"2015-08-10",69.089996,70.959999,68.809998,70.190002,1427100,66.665512
"2015-08-11",69.110001,71.110001,68,70.870003,858900,67.311378
"2015-08-12",70.550003,73.209999,69.959999,72.480003,1038100,68.840523
"2015-08-13",70.709999,72.059998,70.019997,71.669998,2579900,68.071205
"2015-08-14",72.389999,74.190002,71.599998,73.900002,1502800,70.189217
"2015-08-17",73.269997,73.629997,71.599998,72.209999,987100,68.584091
"2015-08-18",72.68,73.480003,71.400002,73.379997,766000,69.695335
"2015-08-19",72.75,73.129997,70.050003,71.839996,1059800,68.232666
"2015-08-20",72,72.279999,70.150002,70.230003,1055500,66.703514
"2015-08-21",69.309998,70.220001,66.330002,66.550003,1998600,63.208294
"2015-08-24",64.839996,65.790001,60.34,61.75,2022700,58.649319
"2015-08-25",65.32,65.779999,60.790001,60.82,1345500,57.766018
"2015-08-26",62.48,62.580002,60.279999,62.09,1104700,58.972248
"2015-08-27",63.509998,67.660004,62.580002,65.699997,1676500,62.400978
"2015-08-28",65.019997,69.300003,64.550003,66.559998,1608900,63.217785
"2015-08-31",65.93,69.150002,65.309998,68.290001,1974300,64.860916
"2015-09-01",66.389999,67.889999,63.689999,64.519997,1462600,61.280224
"2015-09-02",65.580002,67.489998,63.330002,67.449997,1383700,64.063095
"2015-09-03",68.050003,69,66.800003,66.980003,944000,63.616695
"2015-09-04",65.989998,67.169998,65.459999,66,701800,62.685913
"2015-09-08",65.949997,67.879997,65.18,67.309998,818600,63.930115
"2015-09-09",67.980003,68.400002,65,65.050003,881600,61.783615
"2015-09-10",65.400002,67.639999,63.82,66.879997,1056500,63.521725
"2015-09-11",65.889999,66.309998,63.439999,66.309998,1112800,62.980343
"2015-09-14",66.199997,66.440002,64.580002,65.720001,704500,62.419964
"2015-09-15",66.209999,67.419998,66,66.699997,645200,63.350765
"2015-09-16",67.330002,70.720001,67.290001,69.889999,1397200,66.380569
"2015-09-17",70.18,71.639999,69.440002,69.809998,1012300,66.304588
"2015-09-18",68.019997,69.379997,67.720001,69,1592000,65.535271
"2015-09-21",69.660004,70.760002,68.559998,69.419998,1131200,65.934181
"2015-09-22",68.389999,71.300003,67.440002,69.18,1372800,65.706245
"2015-09-23",69.209999,70.209999,66.400002,66.489998,931900,63.151299
"2015-09-24",65.900002,67.349998,64.209999,66.669998,729100,63.322273
"2015-09-25",67.699997,67.720001,65.239998,66.010002,925800,62.695393
"2015-09-28",65.110001,65.43,62.240002,62.630001,983500,59.485126
"2015-09-29",62.73,64.209999,62.110001,63,795300,59.836552
"2015-09-30",63.860001,65.309998,62.849998,64.599998,769600,61.356205
"2015-10-01",66.089996,67.599998,63.77,65.559998,1447500,62.268005
"2015-10-02",65.110001,69.519997,63.360001,69.360001,1442900,65.87719
"2015-10-05",69.779999,72.339996,69.779999,72.209999,1242900,68.584091
"2015-10-06",73,74.669998,70.610001,72.580002,1916800,68.935509
"2015-10-07",73.690002,76.209999,71.68,73.650002,1645100,69.951775
"2015-10-08",73.230003,76.739998,72.419998,76.220001,1060000,72.392731
"2015-10-09",76.550003,77.919998,74.739998,76.949997,1708100,73.086082
"2015-10-12",76.449997,77.919998,75.089996,76.910004,1085900,73.048088
"2015-10-13",76.519997,77.959999,75.809998,76.169998,652700,72.345253
"2015-10-14",76.419998,76.610001,74.870003,76.43,706300,72.592178
"2015-10-15",75.940002,76.739998,73.959999,75.68,912300,71.879845
"2015-10-16",75.93,77.980003,75.800003,77.18,1115300,73.304527
"2015-10-19",76.120003,76.43,71.849998,73.309998,1295900,69.628853
"2015-10-20",74.029999,75.099998,72.230003,73.360001,831400,69.676331
"2015-10-21",73.110001,73.110001,71.059998,71.269997,599900,67.691277
"2015-10-22",71.809998,73,71.099998,72.349998,802000,68.717056
"2015-10-23",72.010002,72.809998,70.559998,71.919998,1203400,68.308647
"2015-10-26",71.970001,73.610001,71.269997,72.879997,986500,69.220436
"2015-10-27",71.900002,72.830002,71,72.559998,961900,68.916504
"2015-10-28",72.900002,76.360001,71.75,75.5,1395000,71.708893
"2015-10-29",74.919998,76.610001,74.639999,75.400002,1186800,71.613899
"2015-10-30",76.080002,76.129997,73.129997,73.839996,1129000,70.132225
"2015-11-02",73.830002,74.940002,73.290001,73.410004,1293300,69.723846
"2015-11-03",73.809998,79.32,73.339996,77.260002,1873400,73.380508
"2015-11-04",79,79,75,76.080002,1374700,72.25975
"2015-11-05",76,79,74.650002,77.089996,991500,73.21904
"2015-11-06",76.5,78.959999,76.360001,77.790001,1005400,73.883904
"2015-11-09",78.010002,79.989998,77.489998,79.620003,1134800,75.622017
"2015-11-10",79.209999,79.949997,78.269997,79.599998,740400,75.602997
"2015-11-11",79.669998,80.120003,77.839996,79.830002,1224900,75.821465
"2015-11-12",78.489998,80.07,77.639999,78.089996,1407800,74.168831
"2015-11-13",77.830002,78.940002,76.68,76.720001,1073500,72.867622
"2015-11-16",77.269997,79.790001,76.449997,79.660004,1272900,75.659988
"2015-11-17",80,80.989998,78.099998,79.610001,842500,75.612511
"2015-11-18",80,81.860001,78.110001,81.419998,1429500,77.331612
"2015-11-19",80.419998,81,76.050003,77.059998,1124500,73.190552
"2015-11-20",77.010002,78.400002,76.519997,77.470001,1009900,73.579956
"2015-11-23",77.309998,79.970001,76.139999,79.739998,1331200,75.735962
"2015-11-24",80.5,82.190002,78.169998,79.940002,1456100,75.925926
"2015-11-25",78.970001,80.110001,77.82,78.699997,697400,74.748207
"2015-11-27",77.910004,78.519997,76.580002,77.519997,395900,73.627441
"2015-11-30",77.419998,79.589996,77.190002,78.019997,608200,74.102341
