"dates","TRV.Open","TRV.High","TRV.Low","TRV.Close","TRV.Volume","TRV.Adjusted"
"2011-07-20",57.220001,57.330002,56.700001,57.060001,3026700,45.232883
"2011-07-21",56.799999,57.810001,56.439999,57.689999,5149900,45.7323
"2011-07-22",57.900002,58.049999,57.349998,57.580002,3543500,45.645096
"2011-07-25",56.869999,57.040001,56.400002,56.650002,5945400,44.907864
"2011-07-26",56.59,57.169998,56.310001,56.799999,3243300,45.026783
"2011-07-27",56.75,56.75,56.209999,56.27,4410400,44.606632
"2011-07-28",56.310001,56.470001,55.400002,55.5,3110600,43.996223
"2011-07-29",55.080002,55.580002,54.880001,55.130001,4674700,43.702919
"2011-08-01",55.099998,55.580002,54.360001,54.610001,4591200,43.290707
"2011-08-02",54.119999,55.07,54.119999,54.16,4626800,42.933971
"2011-08-03",54.09,54.25,53.259998,54.220001,5000400,42.981548
"2011-08-04",53.43,54.060001,53.119999,53.310001,9079800,42.260151
"2011-08-05",54.009998,54.150002,52.080002,52.57,10504000,41.67355
"2011-08-08",51.57,52.110001,48.549999,48.580002,9929300,38.510578
"2011-08-09",49.549999,51.689999,48.540001,51.689999,9128900,40.975948
"2011-08-10",49.66,50.98,48.939999,49.040001,11452400,38.875225
"2011-08-11",48.91,52.029999,48.900002,51.389999,8143600,40.738144
"2011-08-12",51.110001,51.919998,50.66,51.130001,4776200,40.532032
"2011-08-15",51.240002,52.27,51.200001,52.27,3871200,41.435734
"2011-08-16",51.73,52.52,51.540001,51.98,4829000,41.205837
"2011-08-17",52.43,52.580002,51.880001,52.200001,2389600,41.380234
"2011-08-18",50.68,51.029999,49.459999,49.790001,5967200,39.46978
"2011-08-19",49.669998,50.630001,49.389999,49.459999,4677700,39.208168
"2011-08-22",50.5,50.509998,49,49.119999,3396800,38.938644
"2011-08-23",49.16,49.43,48.490002,49.349998,6418100,39.120972
"2011-08-24",48.93,49.91,48.610001,49.509998,5092100,39.247818
"2011-08-25",49.52,49.77,47.709999,47.990002,12810000,38.04287
"2011-08-26",47.669998,48.580002,46.619999,48.299999,11151700,38.288624
"2011-08-29",49.779999,50.950001,49.52,50.75,11147200,40.230793
"2011-08-30",50.389999,50.57,49.84,50.209999,4167000,39.802711
"2011-08-31",50.380001,50.970001,50.060001,50.459999,4772200,40.000904
"2011-09-01",50.400002,50.73,50.080002,50.209999,4709000,39.802711
"2011-09-02",49.490002,49.650002,48.869999,48.869999,4410100,38.740463
"2011-09-06",47.59,48.630001,47.59,48.529999,4837800,38.47094
"2011-09-07",48.830002,50.23,48.700001,50.220001,4903400,40.149849
"2011-09-08",49.82,50.029999,49.16,49.34,3483200,39.446297
"2011-09-09",48.950001,48.990002,47.889999,48.139999,4557900,38.486927
"2011-09-12",47.419998,48.959999,47.290001,48.959999,4924400,39.142498
"2011-09-13",49.200001,49.200001,48.360001,48.939999,4190500,39.126507
"2011-09-14",49.029999,49.389999,48.240002,48.939999,4380900,39.126507
"2011-09-15",49.189999,49.84,48.779999,49.84,4261200,39.846035
"2011-09-16",49.91,50.700001,49.779999,50.610001,5878900,40.461647
"2011-09-19",50.060001,50.23,49.5,49.900002,4255300,39.894012
"2011-09-20",51.290001,51.540001,50.349998,50.419998,6444200,40.309742
"2011-09-21",50.32,50.41,48.18,48.189999,6019400,38.526905
"2011-09-22",46.77,48.130001,46.720001,47.380001,8178600,37.879326
"2011-09-23",47.02,47.439999,46.639999,47.119999,4492300,37.671459
"2011-09-26",47.52,48.360001,47.139999,48.34,3979200,38.646835
"2011-09-27",49.52,50.450001,48.93,49.240002,4967000,39.366352
"2011-09-28",49.540001,49.919998,48.16,48.169998,3735000,38.510918
"2011-09-29",49.25,49.990002,48.75,49.689999,4147100,39.72612
"2011-09-30",49.240002,49.740002,48.73,48.73,3758300,38.958614
"2011-10-03",48.419998,49.009998,46.77,46.799999,4242400,37.415623
"2011-10-04",46.240002,48.209999,45.970001,48.080002,5400000,38.438965
"2011-10-05",47.84,49.650002,47.18,49.57,5625200,39.630196
"2011-10-06",49.330002,50.23,48.68,50.189999,4374700,40.125862
"2011-10-07",50.560001,50.669998,48.959999,49,4120900,39.17448
"2011-10-10",50,51.099998,49.900002,51.099998,2998200,40.853378
"2011-10-11",51.029999,51.169998,50.310001,50.419998,2324600,40.309742
"2011-10-12",50.82,51.950001,50.700001,51.439999,3965600,41.125214
"2011-10-13",50.830002,50.939999,49.970001,50.450001,2943900,40.333729
"2011-10-14",51.290001,51.330002,50.349998,51.27,2507100,40.989304
"2011-10-17",50.700001,50.77,49.580002,49.580002,3201000,39.638184
"2011-10-18",50.060001,51.77,49.52,51.459999,4891700,41.141197
"2011-10-19",52.23,55.09,52,54.389999,7931300,43.483673
"2011-10-20",54.150002,54.759998,53.389999,54.529999,6868900,43.5956
"2011-10-21",55.16,57.349998,54.950001,57.349998,7400600,45.850124
"2011-10-24",57.16,58,57.009998,57.619999,4645000,46.065994
"2011-10-25",57.09,57.400002,56.139999,56.34,5459800,45.042667
"2011-10-26",57.27,57.700001,56.68,57.5,4729100,45.970047
"2011-10-27",58.790001,59.630001,58.02,59.400002,5039500,47.489063
"2011-10-28",59.360001,59.619999,59.02,59.48,3593500,47.553024
"2011-10-31",58.91,59.09,58.330002,58.349998,4195500,46.649601
"2011-11-01",57.349998,58.23,56.360001,56.43,6066800,45.114609
"2011-11-02",57.049999,57.75,56.900002,57.709999,4061500,46.137947
"2011-11-03",58.119999,58.66,57.610001,58.580002,4292200,46.833496
"2011-11-04",57.84,58.560001,57.619999,58.139999,2991600,46.481712
"2011-11-07",57.82,58.619999,57.549999,58.619999,2383900,46.865475
"2011-11-08",58.75,59.220001,58.369999,59.029999,4332200,47.19326
"2011-11-09",57.810001,58.029999,56.759998,56.919998,4911900,45.506351
"2011-11-10",57.290001,57.599998,56.889999,57.41,3390900,45.898098
"2011-11-11",57.990002,58.57,57.889999,58.43,3243200,46.713566
"2011-11-14",58.16,58.470001,57.380001,57.529999,3466200,45.994057
"2011-11-15",57.169998,57.740002,57.099998,57.290001,3493300,45.802162
"2011-11-16",56.41,57.279999,56.110001,56.34,4733800,45.042667
"2011-11-17",56.299999,56.790001,55.41,55.73,3952100,44.554981
"2011-11-18",56.029999,56.439999,55.439999,56.220001,3169200,44.94672
"2011-11-21",55.639999,55.900002,54.669998,54.759998,4409800,43.779476
"2011-11-22",54.630001,54.759998,53.860001,53.939999,5010400,43.123905
"2011-11-23",53.529999,53.810001,52.759998,52.759998,5180600,42.180531
"2011-11-25",52.580002,53.93,52.509998,53.41,2186700,42.700191
"2011-11-28",54.439999,54.439999,53.810001,54.220001,4043300,43.347767
"2011-11-29",54.259998,54.290001,53.799999,54.07,3400800,43.227837
"2011-11-30",55.849998,56.32,55.509998,56.25,6879000,44.970711
"2011-12-01",56.240002,56.380001,54.849998,55.040001,5264800,44.003338
"2011-12-02",55.619999,55.669998,54.169998,54.240002,5609900,43.363762
"2011-12-05",54.849998,55.23,54.369999,54.669998,4849000,43.707535
"2011-12-06",54.41,55.799999,54.279999,55.349998,7733100,44.251171
"2011-12-07",54.759998,56.110001,54.73,55.900002,6515000,45.024406
"2011-12-08",55.580002,56.049999,55.439999,55.529999,6619800,44.726391
"2011-12-09",55.759998,56.209999,55.610001,56.02,5526500,45.121048
"2011-12-12",55.470001,55.939999,55.349998,55.830002,4411500,44.968029
"2011-12-13",56.139999,56.84,55.580002,55.93,4828400,45.048565
"2011-12-14",55.77,56.52,55.77,55.970001,4366600,45.080788
"2011-12-15",56.669998,57.169998,56.369999,56.810001,4527800,45.757362
"2011-12-16",57.130001,57.549999,56.950001,57.279999,7388900,46.135914
"2011-12-19",57.470001,57.720001,56.59,56.709999,4032600,45.676811
"2011-12-20",57.599998,58.34,57.419998,58.150002,3908200,46.836647
"2011-12-21",58.400002,59.27,58.240002,59.09,2945200,47.593769
"2011-12-22",59.240002,59.669998,58.830002,59.189999,3069100,47.674313
"2011-12-23",59.509998,59.650002,59.060001,59.349998,1862000,47.803185
"2011-12-27",59.400002,59.889999,59.23,59.529999,1776700,47.948177
"2011-12-28",59.549999,59.66,58.82,58.860001,1720200,47.408512
"2011-12-29",59.150002,59.82,59.049999,59.68,1579100,48.068993
"2011-12-30",59.419998,59.68,59.16,59.169998,1638000,47.658215
"2012-01-03",60.110001,60.32,58.98,58.990002,3522500,47.513233
"2012-01-04",58.84,59.07,58.139999,58.75,3934500,47.319931
"2012-01-05",58.360001,59.360001,58.080002,59.330002,4748600,47.787079
"2012-01-06",59.57,59.73,59.110001,59.349998,2033400,47.803185
"2012-01-09",59.82,59.880001,59.34,59.689999,1930100,48.077034
"2012-01-10",60.23,60.279999,59.779999,60.099998,2362800,48.407272
"2012-01-11",59.91,60.049999,59.73,59.900002,1777700,48.246193
"2012-01-12",60.049999,60.369999,59.599998,59.799999,2389200,48.165638
"2012-01-13",59.27,59.459999,58.799999,59.369999,2089400,47.819298
"2012-01-17",59.860001,60.310001,59.529999,59.689999,2196200,48.077034
"2012-01-18",59.5,60,59.380001,59.889999,2287300,48.238136
"2012-01-19",59.98,60.450001,59.889999,60.299999,2574600,48.568367
"2012-01-20",60.259998,61.619999,60,61.59,3968100,49.607388
"2012-01-23",61.540001,61.610001,60.169998,60.290001,3535100,48.56031
"2012-01-24",59.849998,59.900002,57.919998,58,6661000,46.715839
"2012-01-25",57.950001,59.200001,57.450001,59.150002,6011900,47.642105
"2012-01-26",59.200001,59.700001,58.66,58.700001,4054200,47.279652
"2012-01-27",58.349998,58.580002,57.400002,58.049999,3563100,46.756119
"2012-01-30",57.68,58.32,57.360001,58.110001,2582700,46.804432
"2012-01-31",58.490002,58.790001,58.029999,58.299999,3221500,46.957481
"2012-02-01",58.549999,59.57,58.509998,59.27,3682800,47.73875
"2012-02-02",59.09,59.419998,58.939999,59.389999,2601500,47.835419
"2012-02-03",59.580002,60.130001,59.470001,60.119999,3329300,48.423378
"2012-02-06",59.09,59.779999,59.09,59.330002,1886400,47.787079
"2012-02-07",59,60,59,59.740002,2186800,48.11731
"2012-02-08",59.66,59.889999,59.209999,59.849998,2603500,48.20591
"2012-02-09",59.900002,60.279999,59.450001,59.889999,2041000,48.238136
"2012-02-10",59.419998,59.650002,58.970001,59.380001,1859600,47.827347
"2012-02-13",59.689999,59.970001,58.790001,58.990002,2568200,47.513233
"2012-02-14",58.59,59.189999,58.529999,59.16,2382300,47.650162
"2012-02-15",59.220001,59.639999,59.029999,59.290001,2868700,47.75486
"2012-02-16",59.41,59.709999,59.040001,59.439999,2795400,47.875679
"2012-02-17",59.68,60,59.470001,59.849998,2709900,48.20591
"2012-02-21",59.950001,59.990002,58.98,59.27,2559600,47.73875
"2012-02-22",59.330002,59.810001,58.82,58.939999,2909100,47.472954
"2012-02-23",58.880001,59.5,58.599998,58.959999,2795100,47.489071
"2012-02-24",58.98,59.290001,58.41,58.599998,2163500,47.199108
"2012-02-27",58.360001,58.84,57.919998,58.599998,2292100,47.199108
"2012-02-28",58.66,58.82,58.279999,58.400002,1928900,47.038021
"2012-02-29",58.400002,58.689999,57.490002,57.970001,4448500,46.691673
"2012-03-01",57.990002,58.849998,57.869999,58.419998,2952300,47.054134
"2012-03-02",57.66,58.080002,57.459999,58.009998,2206100,46.723892
"2012-03-05",57.919998,58.619999,57.450001,58.5,3226000,47.118568
"2012-03-06",58.040001,58.169998,56.82,56.990002,3700000,45.902336
"2012-03-07",56.619999,57.040001,55.860001,56.869999,3445400,46.137592
"2012-03-08",56.950001,57.27,56.490002,57.099998,2327500,46.3242
"2012-03-09",57.32,57.619999,57.099998,57.610001,2466200,46.737946
"2012-03-12",57.580002,57.860001,57.5,57.610001,2694500,46.737946
"2012-03-13",57.939999,58.470001,57.490002,58.41,3491200,47.386982
"2012-03-14",58.330002,59.169998,58.110001,58.950001,3681900,47.825073
"2012-03-15",58.84,59.360001,58.689999,59.080002,2585500,47.930534
"2012-03-16",59.68,59.98,59.080002,59.200001,6617700,48.027901
"2012-03-19",59.259998,59.560001,59.02,59.119999,2614000,47.96299
"2012-03-20",58.73,59.490002,58.66,59.16,3048800,47.995449
"2012-03-21",58.810001,59.02,58.330002,58.509998,4030100,47.468109
"2012-03-22",58.360001,58.400002,57.950001,57.970001,2940500,47.030018
"2012-03-23",58.16,58.360001,57.959999,58.200001,2986500,47.216618
"2012-03-26",58.68,59.07,58.43,58.849998,3267800,47.743942
"2012-03-27",58.889999,59.029999,58.459999,58.48,3630700,47.443768
"2012-03-28",58.490002,58.919998,58.48,58.77,5539700,47.67905
"2012-03-29",58.470001,58.75,58.380001,58.650002,2155800,47.581692
"2012-03-30",59.049999,59.389999,58.630001,59.200001,2624200,48.027901
"2012-04-02",59.25,59.75,58.68,59.330002,2466700,48.133362
"2012-04-03",59.330002,59.540001,58.880001,59.279999,2843500,48.092789
"2012-04-04",58.830002,59.439999,58.59,59.220001,2715200,48.044125
"2012-04-05",59.099998,59.419998,58.759998,58.880001,2930900,47.768276
"2012-04-09",58.099998,58.470001,57.919998,58.049999,3438000,47.094929
"2012-04-10",58.009998,58.259998,57.75,57.75,3360200,46.851543
"2012-04-11",58.310001,58.310001,57.950001,58.169998,2059300,47.192287
"2012-04-12",58.279999,59.169998,57.950001,59.099998,2338200,47.946766
"2012-04-13",59.080002,59.139999,58.110001,58.119999,2830400,47.151714
"2012-04-16",58.439999,59.349998,58.439999,59.16,2499100,47.995449
"2012-04-17",59.91,60.98,59.66,59.990002,3800700,48.668812
"2012-04-18",60,60.18,59.400002,59.470001,2308600,48.246941
"2012-04-19",61.150002,62.439999,61.009998,61.700001,6155000,50.056107
"2012-04-20",61.91,62.900002,61.77,62.75,4829100,50.907936
"2012-04-23",61.810001,63.009998,61.669998,62.91,4162000,51.037758
"2012-04-24",62.830002,63.599998,62.57,63.369999,3794700,51.410942
"2012-04-25",63.610001,63.939999,63.360001,63.779999,3704600,51.743576
"2012-04-26",64.019997,64.82,63.529999,64.769997,3798600,52.546738
"2012-04-27",64.75,64.75,63.849998,64.010002,3357300,51.930161
"2012-04-30",63.950001,64.720001,63.75,64.32,3328000,52.181656
"2012-05-01",64.760002,64.989998,64.470001,64.599998,3640800,52.40881
"2012-05-02",64.57,64.82,64.190002,64.739998,2271800,52.5224
"2012-05-03",64.75,65.269997,64.589996,64.75,2966400,52.530521
"2012-05-04",64.830002,64.830002,63.919998,64.5,2913700,52.32769
"2012-05-07",64.300003,64.830002,63.720001,64.589996,2325600,52.400711
"2012-05-08",64.419998,64.93,63.970001,64.389999,3053300,52.238441
"2012-05-09",63.860001,64.32,63.599998,63.919998,2630700,51.857143
"2012-05-10",64.220001,64.82,64.199997,64.639999,2503200,52.441254
"2012-05-11",64.080002,64.849998,63.77,64.620003,2475600,52.425037
"2012-05-14",64.209999,65,64.150002,64.480003,4314700,52.311459
"2012-05-15",64.540001,64.790001,63.959999,64.150002,2644000,52.043739
"2012-05-16",64.279999,64.580002,63.610001,63.610001,2337600,51.605652
"2012-05-17",63.740002,63.919998,62.66,62.700001,4241700,50.867382
"2012-05-18",63.029999,63.029999,62.040001,62.18,3051900,50.445518
"2012-05-21",62.310001,62.889999,62.040001,62.700001,2253300,50.867382
"2012-05-22",62.630001,63.189999,62.23,62.82,2535700,50.964737
"2012-05-23",62.32,63.209999,62.189999,63.119999,1978600,51.208126
"2012-05-24",63.110001,63.27,62.5,63.189999,1849500,51.264919
"2012-05-25",63.049999,63.34,62.43,62.599998,2522500,50.786251
"2012-05-29",63.09,63.23,62.700001,62.880001,2874600,51.013416
"2012-05-30",62.509998,62.509998,61.889999,61.889999,2928700,50.210236
"2012-05-31",61.91,62.98,61.889999,62.490002,3731500,50.697021
"2012-06-01",61.849998,62.220001,60.540001,60.580002,3943100,49.147461
"2012-06-04",60.799999,61.060001,60.209999,60.380001,2733500,48.98521
"2012-06-05",60.080002,60.880001,60.080002,60.799999,2782300,49.325958
"2012-06-06",61.040001,61.639999,60.610001,61.639999,2551800,50.388653
"2012-06-07",61.82,62.560001,61.66,61.91,3016900,50.609367
"2012-06-08",61.810001,62.169998,61.73,62.139999,1920700,50.797386
"2012-06-11",62.919998,62.919998,61.490002,61.560001,3265700,50.323257
"2012-06-12",61.650002,61.939999,61.360001,61.939999,2200000,50.633892
"2012-06-13",61.66,62.029999,61.400002,61.650002,2168200,50.396832
"2012-06-14",61.66,63.299999,61.650002,63.119999,2971500,51.598507
"2012-06-15",63.5,63.580002,62.849998,63.41,4112200,51.835567
"2012-06-18",63.25,63.689999,62.939999,63.07,1684600,51.557636
"2012-06-19",63.369999,63.779999,63.27,63.450001,1747100,51.868271
"2012-06-20",63.389999,64.110001,63.369999,63.849998,1651600,52.195248
"2012-06-21",63.959999,64.110001,62.5,62.580002,2173600,51.15707
"2012-06-22",62.73,63.740002,62.689999,63.349998,3877900,51.786518
"2012-06-25",62.869999,62.91,62.07,62.150002,2037900,50.805565
"2012-06-26",62.310001,62.400002,61.880001,62.150002,1988800,50.805565
"2012-06-27",62.34,63.009998,62.130001,62.830002,1801300,51.361435
"2012-06-28",62.5,62.91,61.849998,62.849998,2309900,51.377789
"2012-06-29",63.669998,64.019997,63.450001,63.84,1953800,52.187084
"2012-07-02",64.080002,64.160004,63.57,63.919998,2291000,52.25248
"2012-07-03",63.740002,64.169998,63.689999,64.129997,1191900,52.424152
"2012-07-05",63.900002,64.339996,63.709999,63.959999,2014300,52.285179
"2012-07-06",63.52,63.790001,62.919998,63.259998,1863300,51.712948
"2012-07-09",63.09,63.5,62.990002,63.07,1832000,51.557636
"2012-07-10",63.240002,63.700001,62.560001,63.209999,2437000,51.672081
"2012-07-11",63.200001,63.32,62.279999,62.529999,2434700,51.116196
"2012-07-12",62.029999,62.5,61.599998,62.240002,2270400,50.879139
"2012-07-13",62.279999,63.130001,62.09,63.130001,2062500,51.606682
"2012-07-16",63.139999,63.139999,62.459999,62.549999,1656600,51.132549
"2012-07-17",62.779999,63.34,62.130001,63.310001,2210900,51.75383
"2012-07-18",63.009998,64.150002,63.009998,64,3167000,52.317871
"2012-07-19",64.519997,64.620003,63.110001,63.689999,3404600,52.064465
"2012-07-20",63.290001,63.459999,62.349998,62.709999,2755600,51.263344
"2012-07-23",61.900002,61.93,61.240002,61.740002,2867800,50.470402
"2012-07-24",61.68,61.68,60.619999,60.889999,2794300,49.775558
"2012-07-25",61.169998,61.490002,60.93,60.98,3463500,49.849125
"2012-07-26",61.779999,62.639999,61.57,61.610001,2718100,50.364132
"2012-07-27",62.080002,63.279999,61.700001,62.720001,2805900,51.271523
"2012-07-30",62.830002,63.650002,62.66,63.209999,2648000,51.672081
"2012-07-31",63,63.470001,62.450001,62.650002,3354000,51.214298
"2012-08-01",63.18,63.889999,63.099998,63.349998,3245700,51.786518
"2012-08-02",62.77,63.240002,62.450001,62.869999,2202100,51.394146
"2012-08-03",63.66,64.07,63.560001,63.709999,2713600,52.080814
"2012-08-06",63.889999,64.099998,63.5,63.52,1533300,51.925491
"2012-08-07",63.560001,63.919998,63.16,63.369999,1953200,51.802864
"2012-08-08",63.099998,64.07,63.049999,63.810001,1934000,52.162563
"2012-08-09",63.77,64.220001,63.75,63.889999,1660200,52.227955
"2012-08-10",63.709999,64.099998,63.400002,63.98,1941100,52.301533
"2012-08-13",63.82,63.98,63.580002,63.73,1406200,52.09716
"2012-08-14",63.779999,64.059998,63.43,63.540001,1409900,51.941841
"2012-08-15",63.52,64.239998,63.41,63.75,1321700,52.11351
"2012-08-16",63.799999,64.139999,63.52,64.029999,1267600,52.342403
"2012-08-17",64.43,65.190002,64.349998,65.129997,3158500,53.241608
"2012-08-20",64.980003,65.650002,64.809998,65.639999,3447200,53.658516
"2012-08-21",65.629997,65.720001,64.940002,65.230003,3425000,53.32336
"2012-08-22",65.169998,65.650002,64.970001,65.449997,2133900,53.503208
"2012-08-23",65.379997,65.5,64.559998,64.800003,2192800,52.971844
"2012-08-24",64.779999,65.599998,64.669998,65.400002,1711900,53.46233
"2012-08-27",65.480003,65.580002,64.849998,65.18,1845800,53.282497
"2012-08-28",65,65.25,64.769997,64.839996,1813100,53.004547
"2012-08-29",64.970001,65.080002,64.389999,64.800003,1659000,52.971844
"2012-08-30",64.480003,64.730003,64.150002,64.489998,1381200,52.718433
"2012-08-31",64.900002,65.309998,64.540001,64.739998,1839100,52.922798
"2012-09-04",64.760002,64.959999,64.239998,64.639999,1821100,52.841045
"2012-09-05",64.57,64.870003,64.349998,64.529999,2288800,52.751129
"2012-09-06",64.620003,65.599998,64.470001,65.339996,2504600,53.796768
"2012-09-07",65.400002,65.510002,65.010002,65.209999,2169700,53.689743
"2012-09-10",65.18,65.57,65,65.309998,2029300,53.772072
"2012-09-11",65.400002,66.980003,65.400002,66.949997,3517900,55.122345
"2012-09-12",67.07,68.230003,67.010002,67.540001,3113600,55.608105
"2012-09-13",67.440002,68.620003,67.400002,68.449997,2475000,56.357346
"2012-09-14",68.459999,68.989998,68.300003,68.580002,2631500,56.464394
"2012-09-17",68.559998,68.760002,68.379997,68.480003,1899700,56.382057
"2012-09-18",68.389999,68.5,67.879997,68.459999,1689300,56.365578
"2012-09-19",68.739998,68.839996,68.230003,68.230003,2270200,56.176197
"2012-09-20",67.919998,68.720001,67.900002,68.449997,2169400,56.357346
"2012-09-21",68.370003,68.970001,68.239998,68.610001,3696700,56.48909
"2012-09-24",68.529999,68.790001,68.190002,68.419998,2092400,56.332642
"2012-09-25",68.75,69.239998,68.43,68.480003,2097100,56.382057
"2012-09-26",68.440002,68.660004,67.620003,67.779999,2034000,55.805698
"2012-09-27",68.260002,68.519997,67.800003,68.410004,2031900,56.324409
"2012-09-28",68.080002,68.540001,67.669998,68.260002,1989000,56.200912
"2012-10-01",68.760002,69.489998,68.660004,69.07,2000700,56.867809
"2012-10-02",68.470001,68.949997,68.379997,68.699997,2070000,56.563171
"2012-10-03",68.739998,69.059998,68.480003,69.010002,1891800,56.818413
"2012-10-04",69.279999,70,69.019997,69.279999,2155800,57.040726
"2012-10-05",69.889999,69.910004,69.269997,69.559998,2117300,57.271236
"2012-10-08",69.269997,69.650002,69.190002,69.540001,1003700,57.254784
"2012-10-09",69.529999,69.610001,69,69.32,1894400,57.073662
"2012-10-10",69.43,69.779999,69.160004,69.400002,1609100,57.1395
"2012-10-11",69.75,69.760002,69.059998,69.160004,1666000,56.94191
"2012-10-12",69.389999,69.389999,68.540001,68.720001,1901700,56.579643
"2012-10-15",68.860001,69.82,68.75,69.790001,1798500,57.460609
"2012-10-16",69.970001,71.089996,69.599998,70.489998,2981900,58.036949
"2012-10-17",70.839996,71.379997,70.519997,71.379997,2602000,58.769726
"2012-10-18",73.510002,74.699997,73.209999,73.940002,6328200,60.877457
"2012-10-19",73.93,74.25,73.029999,73.510002,4294800,60.523418
"2012-10-22",73.190002,74,73.190002,73.989998,3239800,60.918617
"2012-10-23",73.279999,73.620003,73.019997,73.379997,3581000,60.416401
"2012-10-24",73.449997,73.599998,72.610001,73.18,2672800,60.251747
"2012-10-25",73.510002,73.57,71.830002,72.120003,2804500,59.378986
"2012-10-26",71.879997,72.040001,71.129997,71.559998,3056900,58.917915
"2012-10-31",70.559998,71.300003,70.010002,70.940002,3945500,58.407471
"2012-11-01",71.160004,72.120003,69.730003,70.230003,5292500,57.822887
"2012-11-02",70.389999,70.449997,68.730003,69.620003,5155100,57.320637
"2012-11-05",69.059998,69.529999,68.559998,69.110001,2704700,56.900761
"2012-11-06",69.279999,70.489998,69.230003,70.169998,2474600,57.773479
"2012-11-07",69.790001,69.790001,68.440002,68.709999,3332500,56.571411
"2012-11-08",68.709999,69.57,68.629997,69,3039500,56.810184
"2012-11-09",68.379997,69.339996,67.82,68.980003,2747300,56.793709
"2012-11-12",69.339996,69.349998,67.860001,68.43,1972800,56.340881
"2012-11-13",67.989998,68.959999,67.889999,68.230003,2266100,56.176197
"2012-11-14",68.419998,69.040001,67.889999,68.07,2371000,56.044491
"2012-11-15",68.32,68.589996,67.949997,68.32,2315700,56.250328
"2012-11-16",68.410004,68.739998,67.769997,68.650002,3196800,56.522011
"2012-11-19",69.199997,69.580002,68.830002,69.540001,3027400,57.254784
"2012-11-20",69.599998,69.769997,69.089996,69.639999,1733000,57.337128
"2012-11-21",69.57,70.230003,69.18,70.220001,1577100,57.814667
"2012-11-23",70.260002,71.290001,70.18,71.269997,856500,58.679131
"2012-11-26",70.809998,71.25,70.459999,70.860001,1766300,58.341579
"2012-11-27",70.739998,71.32,70.519997,70.830002,1876000,58.316902
"2012-11-28",70.610001,70.989998,69.800003,70.959999,2239500,58.423931
"2012-11-29",71.099998,71.650002,70.889999,71.18,1498600,58.605045
"2012-11-30",71.410004,71.419998,70.580002,70.82,2778300,58.308636
"2012-12-03",70.910004,71.440002,70.650002,70.949997,1807900,58.415676
"2012-12-04",71.07,71.309998,70.519997,70.529999,1808400,58.069881
"2012-12-05",72.220001,74.360001,71.809998,74,5874000,60.926853
"2012-12-06",73.760002,73.760002,72.889999,73.150002,2500600,60.603756
"2012-12-07",73.510002,73.870003,73.150002,73.389999,2303600,60.802586
"2012-12-10",73.32,73.720001,73.18,73.339996,2515800,60.761154
"2012-12-11",73.540001,73.730003,73.209999,73.43,2004400,60.835712
"2012-12-12",73.639999,74.160004,73.260002,73.309998,2535600,60.736305
"2012-12-13",73.440002,73.959999,73.190002,73.230003,1952500,60.670036
"2012-12-14",73.339996,73.620003,73.040001,73.370003,2068100,60.786015
"2012-12-17",73.75,74.5,73.610001,74.190002,2714300,61.465401
"2012-12-18",74.25,74.489998,73.919998,74.330002,2773900,61.58136
"2012-12-19",74.480003,74.5,73.410004,73.43,3640600,60.835712
"2012-12-20",73.43,73.949997,73.199997,73.82,2431500,61.15884
"2012-12-21",73.470001,73.57,72.730003,72.82,4534100,60.330349
"2012-12-24",72.610001,72.739998,72.330002,72.360001,825900,59.949261
"2012-12-26",72.470001,72.699997,72.150002,72.269997,1630900,59.874676
"2012-12-27",72.269997,72.43,71.110001,71.82,2013000,59.501846
"2012-12-28",71.239998,71.839996,71.129997,71.239998,1559600,59.021332
"2012-12-31",71.010002,71.839996,70.730003,71.82,2128600,59.501846
"2013-01-02",73.089996,73.089996,72.5,72.860001,2886500,60.363491
"2013-01-03",72.800003,73.599998,72.519997,73.419998,2124800,60.827427
"2013-01-04",73.5,74.190002,73.360001,74.059998,2013300,61.357662
"2013-01-07",73.669998,73.889999,72.599998,73.059998,2207500,60.529179
"2013-01-08",72.980003,73.389999,72.849998,73.190002,1431200,60.636898
"2013-01-09",73.419998,74.129997,73.32,73.940002,1617100,61.258251
"2013-01-10",74.309998,74.470001,74,74.449997,2358200,61.680775
"2013-01-11",74.389999,74.870003,74.290001,74.849998,1266600,62.012177
"2013-01-14",74.870003,75.139999,74.580002,74.949997,859300,62.095028
"2013-01-15",74.690002,75.709999,74.510002,75.559998,1803100,62.600407
"2013-01-16",75.480003,75.919998,75.110001,75.550003,1238300,62.592091
"2013-01-17",75.620003,76.120003,75.290001,75.900002,1524200,62.882084
"2013-01-18",76.089996,76.669998,75.949997,76.309998,2672100,63.221756
"2013-01-22",79.5,80,77.760002,77.949997,4917500,64.580475
"2013-01-23",78.059998,78.099998,77.150002,77.639999,2496000,64.323669
"2013-01-24",77.779999,78.489998,77.620003,78.089996,1546700,64.696457
"2013-01-25",78.25,78.550003,77.82,78.349998,1524200,64.911873
"2013-01-28",78.199997,78.440002,77.330002,77.349998,1703600,64.083382
"2013-01-29",77.400002,78,77.279999,77.809998,1455500,64.464493
"2013-01-30",77.629997,77.870003,77.089996,77.580002,1728200,64.273933
"2013-01-31",77.589996,78.589996,77.489998,78.459999,3044600,65.002991
"2013-02-01",79,80.440002,78.959999,79.889999,3129600,66.187759
"2013-02-04",78.57,78.830002,77.790001,78,3545600,64.621902
