"dates","NOC.Open","NOC.High","NOC.Low","NOC.Close","NOC.Volume","NOC.Adjusted"
"2011-07-01",69.589996,70.5,69.400002,70.330002,2103200,57.326584
"2011-07-05",70.379997,70.559998,69.410004,69.989998,2092000,57.049438
"2011-07-06",69.949997,70.610001,69.68,70,1715500,57.057579
"2011-07-07",68.889999,69.739998,68.059998,68.5,5732300,55.834934
"2011-07-08",67.709999,68,67.029999,67.959999,3285200,55.394764
"2011-07-11",67.480003,67.839996,67,67.309998,2703500,54.86496
"2011-07-12",67.349998,67.360001,66.629997,66.82,2085500,54.465561
"2011-07-13",66.93,67.25,66.379997,66.5,2600800,54.20472
"2011-07-14",66.800003,66.830002,65.18,65.519997,3856400,53.405903
"2011-07-15",65.720001,65.720001,63.84,64.620003,4245200,52.672314
"2011-07-18",64.510002,64.629997,63.580002,64.370003,3165700,52.468533
"2011-07-19",64.540001,64.779999,64,64.410004,3135900,52.501137
"2011-07-20",65.690002,65.889999,64.760002,64.980003,2256900,52.965736
"2011-07-21",65.470001,65.889999,65.260002,65.550003,3040400,53.43037
"2011-07-22",65.449997,65.449997,64.550003,65.269997,1684100,53.202126
"2011-07-25",64.849998,65.419998,64.510002,65.120003,2090800,53.079872
"2011-07-26",65.410004,65.620003,64.940002,65.400002,3335500,53.308094
"2011-07-27",65.040001,65.25,62.200001,62.68,4691700,51.091011
"2011-07-28",62.32,62.380001,60.25,60.709999,4332400,49.485233
"2011-07-29",60.139999,61.18,59.580002,60.509998,3941500,49.322208
"2011-08-01",59.619999,60.169998,58.400002,59.599998,3960100,48.580475
"2011-08-02",58.970001,59.599998,57.529999,57.529999,3716000,46.893185
"2011-08-03",57.32,57.669998,55.849998,57.110001,4197400,46.550861
"2011-08-04",56.5,56.830002,55.189999,55.310001,5135500,45.083645
"2011-08-05",55.73,56.509998,54.950001,55.490002,6414500,45.230366
"2011-08-08",54.48,55.119999,51.75,51.75,5813100,42.181858
"2011-08-09",52.23,53.360001,50.360001,53.240002,6148600,43.396381
"2011-08-10",52.290001,52.599998,50,50.09,7614800,40.828785
"2011-08-11",50.09,52.450001,49.900002,51.779999,9151900,42.206314
"2011-08-12",51.799999,52.200001,50.779999,51.889999,5973100,42.295975
"2011-08-15",52.189999,53.369999,51.57,53.049999,5311500,43.24152
"2011-08-16",52.59,54.119999,52.349998,53.240002,3871500,43.396381
"2011-08-17",53.529999,53.860001,52.439999,52.759998,3160000,43.005112
"2011-08-18",51.580002,51.580002,49.709999,50.040001,4232200,40.788033
"2011-08-19",49.360001,50.23,49.200001,49.259998,3735100,40.152248
"2011-08-22",50.41,50.630001,49.849998,50.029999,3892400,40.779881
"2011-08-23",50.23,51.48,50,51.48,3587100,41.961796
"2011-08-24",51.290001,52.830002,51.040001,52.720001,2393900,42.972515
"2011-08-25",52.459999,52.75,50.950001,51.240002,2816400,42.166073
"2011-08-26",50.93,52.459999,50.099998,52.16,2048100,42.923141
"2011-08-29",52.82,53.970001,52.68,53.93,1353900,44.379704
"2011-08-30",53.720001,54.759998,53.139999,54.41,1939100,44.774685
"2011-08-31",54.759998,55.389999,54.290001,54.619999,1792600,44.947521
"2011-09-01",54.650002,55.200001,53.389999,53.459999,2191600,43.992924
"2011-09-02",52.43,52.709999,51.720001,51.799999,1829300,42.626892
"2011-09-06",50.349998,51.77,49.970001,51.66,3034200,42.511688
"2011-09-07",52.48,53.25,52.080002,53.110001,2366600,43.704918
"2011-09-08",52.880001,53.450001,52.57,52.779999,2636900,43.433342
"2011-09-09",51.98,52.400002,51.41,51.810001,3130200,42.635109
"2011-09-12",51.360001,52.419998,51.299999,52.419998,2842300,43.137096
"2011-09-13",52.23,52.939999,51.689999,52.389999,2315100,43.112411
"2011-09-14",52.75,53.66,51.599998,52.91,2458700,43.540325
"2011-09-15",53.48,54.279999,53.310001,54.169998,1618700,44.577198
"2011-09-16",54.32,55.34,54.27,54.82,2520600,45.112099
"2011-09-19",53.709999,54.200001,53.369999,53.880001,2942100,44.338551
"2011-09-20",54.220001,54.52,53.709999,53.849998,2594900,44.313866
"2011-09-21",53.549999,53.950001,51.880001,51.889999,2378100,42.700966
"2011-09-22",50.470001,51.689999,50.32,51.130001,3541200,42.075531
"2011-09-23",50.779999,52.099998,50.639999,51.049999,2872400,42.00972
"2011-09-26",51.619999,52.48,51.330002,52.41,3232800,43.128876
"2011-09-27",53.529999,54.439999,53.099998,53.490002,2287500,44.017616
"2011-09-28",53.549999,54.169998,52.060001,52.099998,2825700,42.87376
"2011-09-29",52.970001,53.939999,52.290001,53.27,2413900,43.836575
"2011-09-30",52.66,53.349998,52.16,52.169998,2677500,42.931366
"2011-10-03",51.740002,52.630001,50.860001,50.869999,2645000,41.861588
"2011-10-04",50.25,51.759998,50.130001,51.689999,2800000,42.536377
"2011-10-05",51.720001,52.119999,51.34,51.759998,4096400,42.593975
"2011-10-06",51.75,52.32,51.139999,52.290001,2548900,43.030117
"2011-10-07",52.779999,53.450001,52.150002,52.810001,2888700,43.458038
"2011-10-10",53.889999,54.720001,53.779999,54.709999,1493500,45.021584
"2011-10-11",54.130001,55.119999,54.130001,54.849998,2029200,45.13678
"2011-10-12",55.16,55.830002,55.060001,55.32,1901900,45.52354
"2011-10-13",54.889999,54.98,53.650002,54.330002,2406100,44.708855
"2011-10-14",55.290001,55.419998,54.110001,54.560001,2220700,44.898132
"2011-10-17",54.02,54.470001,53.720001,53.84,2306800,44.305641
"2011-10-18",53.689999,54.709999,53.490002,54.400002,3200300,44.766453
"2011-10-19",54.310001,54.740002,54,54.080002,2479700,44.503136
"2011-10-20",54.34,54.470001,53.529999,54.110001,1914300,44.527832
"2011-10-21",54.66,55.82,54.630001,55.810001,1920800,45.926777
"2011-10-24",56,56.779999,55.650002,56.330002,2100600,46.354675
"2011-10-25",56.169998,57.200001,55.880001,56.57,3393000,46.552181
"2011-10-26",56.290001,56.849998,53.880001,55.599998,2986200,45.753967
"2011-10-27",57.380001,57.970001,56.200001,57.639999,2397100,47.432701
"2011-10-28",57.73,58.040001,57.279999,57.919998,2393500,47.66312
"2011-10-31",57.099998,58.709999,57.040001,57.75,2681900,47.523224
"2011-11-01",56.259998,56.439999,54.580002,54.98,3093200,45.243759
"2011-11-02",55.889999,56.23,55.459999,55.82,1812200,45.935017
"2011-11-03",56.279999,57.529999,56.150002,57.380001,2076000,47.21875
"2011-11-04",57.169998,57.349998,56.419998,57.18,1314200,47.054165
"2011-11-07",57.09,58.299999,56.869999,58.240002,1621700,47.926456
"2011-11-08",58.48,58.639999,57.529999,58.529999,1651700,48.165089
"2011-11-09",57.610001,57.959999,56.919998,57.290001,4294700,47.144684
"2011-11-10",58.23,58.57,57.810001,58.060001,2117400,47.778328
"2011-11-11",58.720001,59.669998,58.68,59.299999,1550400,48.798748
"2011-11-14",59.16,59.459999,58.790001,58.849998,1822600,48.428436
"2011-11-15",58.48,59.830002,58.470001,59.450001,1443500,48.922184
"2011-11-16",58.84,59.560001,58.34,58.470001,2164200,48.115719
"2011-11-17",58.23,58.240002,56.32,56.869999,2481800,46.799053
"2011-11-18",57.080002,57.330002,56.360001,56.75,2865800,46.700306
"2011-11-21",55.709999,55.919998,54,55.130001,3186900,45.367184
"2011-11-22",54.75,54.860001,53.900002,54.400002,2898000,44.766453
"2011-11-23",53.41,53.799999,52.959999,52.970001,2444800,43.994053
"2011-11-25",52.779999,54.220001,52.689999,53.419998,1008300,44.367798
"2011-11-28",54.639999,55.43,54.490002,54.82,2185900,45.530579
"2011-11-29",54.959999,55.52,54.82,55.130001,2141700,45.788036
"2011-11-30",56.25,57.349998,56.130001,57.07,2962000,47.399296
"2011-12-01",56.860001,58,56.689999,57.330002,1932400,47.615242
"2011-12-02",57.759998,57.84,56.970001,56.990002,1773900,47.332863
"2011-12-05",57.73,58.18,57,57.419998,2008100,47.689983
"2011-12-06",57.509998,57.900002,57.220001,57.310001,2280100,47.598629
"2011-12-07",56.91,57.080002,56.470001,56.540001,2691200,46.959129
"2011-12-08",56.330002,56.810001,55.59,55.700001,2076800,46.261452
"2011-12-09",55.849998,56.689999,55.73,56.400002,1833100,46.842823
"2011-12-12",56.049999,56.439999,55.68,55.98,1368300,46.494011
"2011-12-13",56.09,56.68,55.09,55.299999,1718100,45.929245
"2011-12-14",55.080002,55.59,55,55.150002,2285700,45.804657
"2011-12-15",55.540001,55.830002,55.259998,55.34,1819100,45.962463
"2011-12-16",55.779999,56.23,55.009998,55.66,3228100,46.22823
"2011-12-19",56.02,56.360001,55.040001,55.16,1294600,45.81295
"2011-12-20",55.91,56.950001,55.91,56.75,1539900,47.133518
"2011-12-21",56.91,57.360001,56.560001,57.099998,1898400,47.42421
"2011-12-22",57.09,58,57.02,57.799999,1446300,48.005589
"2011-12-23",58.080002,58.5,57.650002,58.490002,1382600,48.57869
"2011-12-27",58.259998,58.970001,58.150002,58.860001,1124500,48.885983
"2011-12-28",58.75,58.869999,58.09,58.130001,1289400,48.279686
"2011-12-29",58.310001,58.959999,58.290001,58.889999,887200,48.910896
"2011-12-30",58.77,59.150002,58.459999,58.48,1049000,48.570381
"2012-01-03",59.419998,59.560001,58.66,58.66,1802200,48.719872
"2012-01-04",58.389999,58.810001,57.950001,58.630001,1389600,48.694946
"2012-01-05",58.150002,58.259998,57.310001,58.150002,1794700,48.296295
"2012-01-06",58.09,58.220001,57.720001,57.900002,2405600,48.08865
"2012-01-09",58.040001,58.189999,57.59,57.91,1386000,48.096954
"2012-01-10",58.41,58.900002,58.169998,58.619999,1793400,48.686653
"2012-01-11",58.330002,58.73,58.279999,58.509998,1492600,48.595284
"2012-01-12",58.560001,59.880001,58.560001,59.75,1473900,49.625156
"2012-01-13",59.400002,59.439999,58.720001,58.84,1207600,48.869366
"2012-01-17",59.330002,60.049999,59.200001,59.630001,1717000,49.525497
"2012-01-18",59.549999,60.299999,59.189999,60.169998,1289000,49.973995
"2012-01-19",60.34,61.57,60.169998,61.310001,1947000,50.920815
"2012-01-20",61.310001,61.52,61.07,61.389999,2304600,50.987255
"2012-01-23",61.560001,61.860001,60.32,60.490002,1763800,50.239765
"2012-01-24",60.16,60.16,59.709999,60,1439900,49.832794
"2012-01-25",59.439999,59.810001,58.860001,59.59,2735100,49.492279
"2012-01-26",59.630001,59.66,58.959999,59.32,2732200,49.268024
"2012-01-27",59.049999,59.150002,58.52,58.709999,1431000,48.761395
"2012-01-30",57.990002,58.48,57.919998,58.200001,2323100,48.337814
"2012-01-31",58.09,58.639999,57.93,58.049999,2498500,48.213242
"2012-02-01",58.330002,60.189999,58.330002,59.25,3879500,49.209892
"2012-02-02",58.240002,58.939999,57.880001,58.299999,3033200,48.420864
"2012-02-03",58.880001,58.990002,58.189999,58.310001,3042900,48.429184
"2012-02-06",58.029999,58.82,58.009998,58.799999,1723800,48.836136
"2012-02-07",58.82,59.91,58.759998,59.84,1700600,49.699913
"2012-02-08",59.880001,60.68,59.880001,60.5,2048700,50.248081
"2012-02-09",60.57,60.650002,60.029999,60.209999,1326900,50.007214
"2012-02-10",59.849998,59.900002,59.509998,59.810001,759700,49.675007
"2012-02-13",59.970001,60.389999,59.77,60.299999,1330600,50.08197
"2012-02-14",60.09,60.209999,59.68,60.209999,889000,50.007214
"2012-02-15",60.290001,60.290001,59.549999,59.650002,1407500,49.542114
"2012-02-16",59.830002,59.849998,59.029999,59.68,1773200,49.567028
"2012-02-17",60.049999,60.200001,59.48,60.080002,1125300,49.899258
"2012-02-21",60.110001,60.380001,59.639999,59.860001,1448800,49.71653
"2012-02-22",59.720001,60.34,59.57,60.049999,1624300,49.874317
"2012-02-23",59.349998,59.799999,59.279999,59.619999,1318800,49.932968
"2012-02-24",59.669998,60.779999,59.560001,59.919998,1462100,50.184219
"2012-02-27",59.5,60.57,59.5,60.049999,1401200,50.293091
"2012-02-28",60.040001,60.049999,59.560001,59.889999,1165100,50.159088
"2012-02-29",60,60.290001,59.639999,59.810001,2057600,50.092087
"2012-03-01",60.419998,60.419998,59.669998,60.209999,1376800,50.427078
"2012-03-02",60.07,60.240002,59.59,59.759998,1317200,50.050194
"2012-03-05",59.720001,60.040001,59.610001,59.93,1431400,50.192585
"2012-03-06",59.5,59.959999,59.439999,59.669998,2668400,49.974819
"2012-03-07",59.830002,60.080002,59.549999,59.959999,2146700,50.217705
"2012-03-08",60.07,60.849998,60.07,60.369999,1564700,50.561092
"2012-03-09",60.459999,60.580002,59.970001,60.18,1692100,50.401974
"2012-03-12",60.470001,60.77,60.099998,60.650002,1144400,50.795601
"2012-03-13",60.900002,61.66,60.599998,61.540001,1654100,51.540993
"2012-03-14",61.43,62.110001,61.279999,62.060001,2034500,51.976509
"2012-03-15",62,62.009998,61.400002,61.970001,1794800,51.901131
"2012-03-16",62.049999,62.23,61.740002,61.990002,2965500,51.917881
"2012-03-19",62.099998,62.310001,61.720001,61.869999,1187100,51.817379
"2012-03-20",61.450001,61.599998,60.990002,61.07,1452900,51.147354
"2012-03-21",61.099998,61.310001,60.709999,60.830002,1126200,50.946362
"2012-03-22",60.509998,61.119999,60.189999,60.970001,1629400,51.063614
"2012-03-23",61.080002,61.220001,60.400002,60.57,1377100,50.728592
"2012-03-26",60.860001,61.619999,60.860001,61.529999,1314700,51.532623
"2012-03-27",61.700001,61.75,61.080002,61.130001,1246500,51.197609
"2012-03-28",61.049999,61.279999,60.52,60.849998,1593700,50.963108
"2012-03-29",60.490002,60.98,60.040001,60.889999,1352900,50.996609
"2012-03-30",61.25,61.52,60.790001,61.080002,1493500,51.155731
"2012-04-02",61.189999,62.18,60.959999,61.82,1684100,51.775494
"2012-04-03",62.240002,62.330002,61.040001,61.509998,1588100,51.515869
"2012-04-04",61.23,61.639999,61.040001,61.450001,1456800,51.465607
"2012-04-05",61.150002,61.209999,60.77,60.849998,1545800,50.963108
"2012-04-09",60.299999,60.299999,59.900002,60.029999,1344400,50.276333
"2012-04-10",59.950001,59.950001,59.509998,59.73,2406500,50.025089
"2012-04-11",60.189999,60.459999,60.02,60.189999,1150000,50.410347
"2012-04-12",60.099998,61.389999,60.099998,61.290001,1298000,51.331627
"2012-04-13",61.209999,61.5,60.810001,60.810001,1226800,50.929604
"2012-04-16",61.080002,61.400002,60.830002,61.040001,2860300,51.122242
"2012-04-17",61.299999,62,61.009998,61.77,1080800,51.733624
"2012-04-18",61.900002,62.290001,61.610001,61.919998,1251200,51.859261
"2012-04-19",61.740002,61.849998,60.880001,61.02,1178100,51.10548
"2012-04-20",61.139999,61.91,61.139999,61.810001,1468800,51.767136
"2012-04-23",61.400002,61.799999,60.959999,61.580002,1553800,51.574501
"2012-04-24",61.57,62.799999,61.57,62.73,2252100,52.537643
"2012-04-25",63.540001,65.779999,62.43,63.009998,2632500,52.772137
"2012-04-26",63.060001,63.900002,62.869999,63.439999,2416300,53.132278
"2012-04-27",63.759998,64.279999,63.540001,63.75,2213300,53.391907
"2012-04-30",63.43,63.630001,63.040001,63.279999,1316800,52.99828
"2012-05-01",63.369999,63.799999,62.950001,63.459999,1891900,53.149025
"2012-05-02",62.970001,63.389999,62.900002,63.349998,1691900,53.0569
"2012-05-03",63.259998,63.310001,62.709999,62.84,1357900,52.62978
"2012-05-04",62.610001,62.939999,61.900002,61.900002,1251300,51.842514
"2012-05-07",61.700001,61.93,61.48,61.779999,1508300,51.742004
"2012-05-08",61.389999,61.459999,60.91,61.369999,1845400,51.398609
"2012-05-09",60.900002,61.299999,60.470001,60.68,1762000,50.820736
"2012-05-10",61.02,61.240002,60.580002,60.700001,909700,50.837482
"2012-05-11",60.400002,60.59,59.720001,59.91,2389700,50.175842
"2012-05-14",59.540001,60.41,59.25,60.110001,1847900,50.343338
"2012-05-15",59.98,60.139999,59.720001,59.799999,2039800,50.083714
"2012-05-16",60.169998,60.32,59.57,59.57,1517300,49.891079
"2012-05-17",59.549999,59.830002,58.490002,58.5,1721500,48.99493
"2012-05-18",58.75,58.93,57.98,58.080002,1443700,48.643169
"2012-05-21",58.279999,59.009998,58.139999,58.990002,1330300,49.405319
"2012-05-22",59.07,59.57,58.830002,59.099998,1575900,49.497456
"2012-05-23",58.459999,58.720001,57.610001,58.639999,1260100,49.573524
"2012-05-24",59.02,59.07,58.09,58.810001,1510000,49.717251
"2012-05-25",58.189999,59.209999,58.189999,58.5,1056900,49.455173
"2012-05-29",58.689999,59.220001,58.689999,58.98,1170400,49.860954
"2012-05-30",58.540001,59.310001,58.529999,58.849998,1370000,49.751053
"2012-05-31",58.889999,59.25,58.639999,58.75,2075400,49.666527
"2012-06-01",58.150002,58.200001,57.419998,57.419998,1496100,48.542152
"2012-06-04",57.5,57.790001,56.900002,57.110001,1706400,48.280087
"2012-06-05",56.939999,57.41,56.59,57.290001,1281600,48.432247
"2012-06-06",57.599998,58.619999,57.32,58.59,4115500,49.531261
"2012-06-07",59.200001,59.919998,59.169998,59.349998,1491900,50.173756
"2012-06-08",59.130001,59.77,59.009998,59.77,1304200,50.52882
"2012-06-11",60.119999,60.330002,59.220001,59.279999,1154000,50.114574
"2012-06-12",59.580002,60,59.32,59.93,1685600,50.664082
"2012-06-13",59.75,60.259998,59.48,59.75,1918400,50.511917
"2012-06-14",59.889999,61.07,59.59,60.529999,2198400,51.171314
"2012-06-15",60.93,61.200001,60.650002,61.18,1734200,51.720814
"2012-06-18",60.900002,61.740002,60.82,61.52,975000,52.008251
"2012-06-19",61.849998,62.57,61.650002,62.240002,1385600,52.61692
"2012-06-20",62.25,62.549999,61.830002,62.290001,1934400,52.659191
"2012-06-21",62.279999,62.529999,61.779999,61.84,1668900,52.278778
"2012-06-22",62.18,62.330002,61.669998,62.110001,1539400,52.507023
"2012-06-25",62.07,62.07,61.27,61.48,1573400,51.974434
"2012-06-26",61.689999,61.709999,60.790001,61.080002,1550200,51.636276
"2012-06-27",60.740002,62.43,60.740002,62.130001,1279000,52.523922
"2012-06-28",61.669998,61.810001,61.189999,61.73,1354300,52.185783
"2012-06-29",62.360001,63.799999,62.360001,63.790001,1706800,53.927277
"2012-07-02",63.849998,64.050003,63.150002,63.540001,1299800,53.715927
"2012-07-03",63.599998,64.18,63.470001,63.939999,654000,54.054077
"2012-07-05",63.779999,64.129997,63.650002,63.93,923800,54.045628
"2012-07-06",63.439999,63.560001,63,63.470001,902200,53.656742
"2012-07-09",63.48,63.709999,63.130001,63.610001,840400,53.775112
"2012-07-10",63.82,64.290001,62.799999,63.080002,1020100,53.327053
"2012-07-11",63.209999,63.23,62.610001,62.82,1219100,53.107243
"2012-07-12",62.490002,62.720001,61.860001,62.16,1030300,52.549286
"2012-07-13",62.52,63.790001,62.369999,63.790001,1138300,53.927277
"2012-07-16",63.529999,63.759998,63.049999,63.490002,885600,53.67366
"2012-07-17",63.57,64.300003,62.970001,64.129997,989500,54.214695
"2012-07-18",63.900002,65.190002,63.900002,65.120003,1031100,55.051632
"2012-07-19",64.879997,65.349998,64.5,65.120003,1141000,55.051632
"2012-07-20",64.459999,65.339996,64.419998,64.760002,957800,54.747307
"2012-07-23",64.040001,64.269997,63.669998,63.759998,1856700,53.901909
"2012-07-24",63.48,64.32,62.93,64.18,2366300,54.256977
"2012-07-25",64.300003,64.379997,63.23,63.91,2344900,54.028721
"2012-07-26",65.160004,65.470001,64.190002,64.800003,2887800,54.781109
"2012-07-27",65.089996,66.040001,64.68,65.800003,2370200,55.626522
"2012-07-30",65.650002,66.800003,65.110001,66.760002,2525800,56.438084
"2012-07-31",66.489998,66.68,66.099998,66.199997,2090700,55.964661
"2012-08-01",66.389999,66.690002,65.790001,65.839996,1633600,55.660305
"2012-08-02",65.629997,65.949997,64.730003,65.610001,1513800,55.465881
"2012-08-03",66.760002,66.839996,66.300003,66.370003,1475900,56.108372
"2012-08-06",66.690002,66.720001,66.099998,66.309998,1257400,56.057648
"2012-08-07",66.669998,67.330002,66.459999,67.199997,1358300,56.81004
"2012-08-08",66.989998,68.019997,66.75,67.849998,1798600,57.359543
"2012-08-09",67.599998,68.550003,67.510002,68.400002,1736800,57.824524
"2012-08-10",68.18,68.540001,67.949997,68.5,973200,57.90905
"2012-08-13",68.330002,68.760002,67.730003,68.669998,1408000,58.052769
"2012-08-14",69.010002,69.019997,68.230003,68.360001,849300,57.790699
"2012-08-15",68.050003,68.449997,67.849998,68.279999,887900,57.723057
"2012-08-16",68.279999,68.889999,68.239998,68.790001,1033000,58.154213
"2012-08-17",68.919998,69.370003,68.709999,69.32,1230800,58.602283
"2012-08-20",69.379997,69.879997,69.279999,69.75,1463100,58.96579
"2012-08-21",69.860001,70.199997,69.379997,69.519997,1935600,58.771339
"2012-08-22",69.309998,69.489998,68.169998,68.339996,2171800,57.773777
"2012-08-23",67.419998,67.650002,66.660004,66.919998,2277100,57.03233
"2012-08-24",66.82,67.5,66.629997,67.400002,1758800,57.441414
"2012-08-27",67.540001,67.769997,67.07,67.110001,1319000,57.194267
"2012-08-28",66.940002,67.040001,66.209999,66.910004,2142000,57.023815
"2012-08-29",67.169998,67.489998,67,67.25,1416300,57.313572
"2012-08-30",66.949997,67.160004,66.529999,66.559998,1242700,56.725529
"2012-08-31",66.949997,67.459999,66.529999,66.889999,1060800,57.006775
"2012-09-04",66.889999,67.07,66.029999,66.75,1159700,56.887459
"2012-09-05",66.709999,67.040001,66.18,66.519997,1650900,56.691429
"2012-09-06",67.07,68.120003,66.980003,67.690002,1599300,57.688564
"2012-09-07",67.699997,67.769997,67.129997,67.370003,1295400,57.415863
"2012-09-10",67.400002,67.410004,66.870003,67.050003,1546200,57.143135
"2012-09-11",67.160004,67.529999,66.940002,67.419998,1099500,57.458443
"2012-09-12",67.769997,68.269997,67.57,67.93,1319700,57.893097
"2012-09-13",66.769997,67.290001,65.449997,67.010002,3055300,57.109024
"2012-09-14",66.910004,67.230003,65.900002,66.330002,2382600,56.529503
"2012-09-17",66.150002,66.699997,66.010002,66.480003,1856900,56.657356
"2012-09-18",66.389999,66.889999,66.059998,66.889999,1615000,57.006775
"2012-09-19",66.889999,67.059998,66.139999,66.900002,1926300,57.015289
"2012-09-20",66.669998,67,66.269997,66.940002,1455100,57.049374
"2012-09-21",66.900002,67.260002,66.800003,66.889999,2174500,57.006775
"2012-09-24",66.5,66.809998,65.75,66.559998,1382900,56.725529
"2012-09-25",66.739998,66.790001,65.660004,65.790001,1541900,56.069298
"2012-09-26",65.839996,66.489998,65.82,66.190002,1441300,56.410198
"2012-09-27",66.559998,66.699997,65.970001,66.470001,942900,56.648827
"2012-09-28",66.199997,66.650002,65.580002,66.43,1107700,56.614746
"2012-10-01",66.599998,67.959999,66.400002,67.580002,1987100,57.594807
"2012-10-02",67.800003,67.910004,67.059998,67.860001,1516700,57.83345
"2012-10-03",67.949997,68.25,67.620003,68.080002,1594400,58.020939
"2012-10-04",68.300003,68.93,68.190002,68.790001,2454100,58.626034
"2012-10-05",69.230003,69.800003,68.989998,69.410004,1622700,59.154449
"2012-10-08",69.239998,69.559998,68.959999,69.089996,1348300,58.881699
"2012-10-09",69.110001,69.559998,68.690002,69,1268700,58.805004
"2012-10-10",69.010002,69.010002,68.059998,68.209999,1378200,58.131733
"2012-10-11",68.68,69.230003,68.57,68.639999,770700,58.498207
"2012-10-12",68.720001,69.389999,68.489998,68.82,924800,58.6516
"2012-10-15",68.809998,69.540001,68.809998,69.459999,883800,59.197048
"2012-10-16",69.629997,70.580002,69.610001,70.360001,1101100,59.964062
"2012-10-17",70.489998,70.790001,70.099998,70.599998,1028100,60.168594
"2012-10-18",70.489998,71.25,70.32,71.129997,822800,60.620285
"2012-10-19",70.650002,70.730003,69.910004,70.269997,1285500,59.887344
"2012-10-22",70.260002,70.43,69.610001,70.199997,966200,59.827713
"2012-10-23",69.709999,69.989998,68.940002,69.660004,1189000,59.3675
"2012-10-24",70.260002,70.989998,68.879997,69.330002,1810500,59.08625
"2012-10-25",70,70.260002,68.419998,69.040001,1448800,58.839104
"2012-10-26",69.050003,69.690002,67.93,68.019997,2450500,57.969788
"2012-10-31",68.32,69.82,67.879997,68.690002,1956200,58.540806
"2012-11-01",68.830002,69.650002,68.349998,68.919998,1709100,58.736839
"2012-11-02",69.32,69.709999,68.910004,68.980003,1463400,58.787971
"2012-11-05",68.580002,69.139999,68.099998,68.959999,1243500,58.770931
"2012-11-06",69.019997,70.839996,68.93,69.879997,2647600,59.554993
"2012-11-07",68.959999,68.959999,65.550003,66.699997,3622100,56.844841
"2012-11-08",66.489998,66.830002,65.410004,65.419998,2510100,55.753971
"2012-11-09",65.290001,66.18,64.650002,65.599998,2043300,55.907368
"2012-11-12",65.599998,65.959999,64.639999,65.400002,1686200,55.736931
"2012-11-13",65.139999,65.93,64.980003,65.370003,1668100,55.711361
"2012-11-14",65.290001,65.690002,63.41,63.59,1639000,54.194351
"2012-11-15",63.470001,63.709999,63.080002,63.23,2139600,53.887543
"2012-11-16",63.52,63.880001,62.799999,63.57,2587500,54.177311
"2012-11-19",64.220001,64.730003,64.019997,64.720001,1450100,55.157394
"2012-11-20",64.639999,65.160004,64.309998,65.080002,1507800,55.464203
"2012-11-21",64.980003,65.019997,64.480003,64.93,1510500,55.808014
"2012-11-23",65.110001,65.410004,64.910004,65.360001,766400,56.177608
"2012-11-26",65.040001,65.349998,64.709999,64.989998,1760000,55.859566
"2012-11-27",65.029999,65.93,64.849998,65.330002,1569800,56.151806
"2012-11-28",65.169998,66.129997,64.82,66.059998,1317900,56.779263
"2012-11-29",66.239998,66.82,66.010002,66.650002,1331900,57.286369
"2012-11-30",67.290001,67.290001,66.43,66.699997,1882800,57.329346
"2012-12-03",66.919998,67.029999,65.769997,65.790001,1384200,56.547192
"2012-12-04",65.779999,66.779999,65.5,66.650002,1892600,57.286369
"2012-12-05",66.580002,67.150002,65.830002,66.760002,1778400,57.380917
"2012-12-06",66.690002,67.269997,66.279999,67.269997,1976200,57.819256
"2012-12-07",67.360001,67.699997,66.870003,67.529999,1063600,58.042728
"2012-12-10",67.300003,68.239998,67.040001,68.040001,1185500,58.481098
"2012-12-11",68.309998,68.910004,67.889999,67.949997,1590900,58.403721
"2012-12-12",68.190002,68.959999,67.980003,68.150002,1223800,58.57563
"2012-12-13",68.209999,68.360001,67.309998,67.370003,1457900,57.905209
"2012-12-14",67.18,67.360001,66.389999,66.800003,1545500,57.415295
"2012-12-17",67.040001,67.610001,66.739998,67.129997,1873200,57.698933
"2012-12-18",67.129997,68.540001,67.129997,68.510002,1604200,58.885063
"2012-12-19",68.43,69.169998,68.040001,68.699997,1156900,59.04837
"2012-12-20",68.5,69.110001,68.440002,69,1355600,59.306206
"2012-12-21",68.080002,68.910004,68.080002,68.629997,2574500,58.988201
"2012-12-24",68.389999,68.93,68.150002,68.690002,988400,59.039764
"2012-12-26",68.699997,68.980003,67.93,68.019997,1159500,58.463898
"2012-12-27",68.089996,68.309998,67.040001,67.739998,1285700,58.223228
"2012-12-28",67.190002,67.699997,66.690002,66.760002,1318600,57.380917
"2012-12-31",66.510002,67.709999,65.870003,67.580002,1682200,58.085724
"2013-01-02",68.790001,68.980003,67.540001,68.169998,2154000,58.592804
"2013-01-03",68.330002,68.709999,67.839996,67.940002,1855400,58.395149
"2013-01-04",68.230003,68.790001,67.779999,68.760002,1292700,59.099937
"2013-01-07",69.089996,69.610001,68.040001,68.669998,1547000,59.022579
"2013-01-08",68.019997,68.639999,66.989998,67.339996,1739400,57.87941
"2013-01-09",67.410004,67.800003,67.010002,67.040001,1897300,57.621574
"2013-01-10",67.389999,67.639999,67.139999,67.400002,1842600,57.930996
"2013-01-11",67.43,67.599998,66.849998,67.07,2112400,57.647358
"2013-01-14",67.099998,67.620003,66.800003,67.220001,1251100,57.776287
"2013-01-15",66.830002,67.650002,66.760002,67.480003,1756500,57.999752
"2013-01-16",67.07,67.150002,66.599998,66.849998,1748700,57.458252
