"dates","NOC.Open","NOC.High","NOC.Low","NOC.Close","NOC.Volume","NOC.Adjusted"
"2010-05-20",55.22192,55.538143,53.911846,54.228069,2808965,42.517357
"2010-05-21",53.333607,55.276131,52.908958,55.230953,3357720,43.303673
"2010-05-24",54.941833,55.54718,54.372631,54.435875,2347095,42.680283
"2010-05-25",53.207115,55.104465,53.03545,54.9328,4478805,43.069897
"2010-05-26",55.393585,55.727879,54.291313,54.372631,3793802,42.630692
"2010-05-27",55.167709,55.167709,54.399734,55.140606,2480576,43.57312
"2010-05-28",55.25806,55.447796,54.453945,54.652714,2328058,43.187588
"2010-06-01",54.363594,55.212887,53.758251,53.794392,2247925,42.509327
"2010-06-02",54.119652,54.996044,53.902809,54.950871,2937576,43.423195
"2010-06-03",55.158676,55.989895,54.815346,55.050255,2052352,43.50174
"2010-06-04",53.875706,54.128685,52.43914,52.619839,2087991,41.581181
"2010-06-07",52.72826,52.737293,51.553711,51.580814,2549640,40.76012
"2010-06-08",51.255554,51.915112,50.894154,51.842831,2293747,40.967167
"2010-06-09",52.068707,53.026417,51.78862,52.005459,2078915,41.095688
"2010-06-10",52.773434,53.460094,52.619839,53.351673,1706032,42.159485
"2010-06-11",52.791504,53.97509,52.511421,53.929916,1794245,42.616421
"2010-06-14",54.363594,54.851486,53.866669,53.97509,2087991,42.652115
"2010-06-15",54.137718,54.770168,53.97509,54.661751,2984394,43.194729
"2010-06-16",54.580437,55.357445,54.508156,55.18578,2452905,43.608833
"2010-06-17",55.583321,55.908581,54.941833,55.56525,1945988,43.908695
"2010-06-18",55.619461,56.16156,55.51104,56.089279,2234975,44.322784
"2010-06-21",56.875324,56.974709,55.113499,55.330341,2195462,43.723064
"2010-06-22",55.18578,55.718845,54.31842,54.435875,2060985,43.016247
"2010-06-23",54.309383,54.679821,53.713074,54.146755,1773769,42.787773
"2010-06-24",53.966057,54.26421,53.03545,53.198078,2263088,42.038116
"2010-06-25",53.32457,53.36071,52.448174,52.945099,2784283,41.8382
"2010-06-28",53.134834,53.658867,52.637909,52.782471,2411511,41.70969
"2010-06-29",52.041599,52.267475,49.882236,50.162319,3953957,39.639198
"2010-06-30",50.071972,50.397228,49.123295,49.186539,4194466,38.868111
"2010-07-01",49.087154,49.240749,48.33725,48.924526,3832651,38.661053
"2010-07-02",48.798035,49.412415,48.590229,48.879349,2573658,38.625374
"2010-07-06",49.376274,49.457588,48.400494,48.897419,2654123,38.639652
"2010-07-07",49.168468,50.25267,49.032944,50.225567,3101051,39.689182
"2010-07-08",50.903191,50.921261,50.126179,50.749596,2209186,40.103279
"2010-07-09",50.514687,50.568893,49.520836,50.099075,1803431,39.589218
"2010-07-12",49.177505,49.511799,48.924526,49.285927,2451577,38.946659
"2010-07-13",49.764778,50.225567,49.511799,49.92741,2503376,39.453575
"2010-07-14",50.460476,51.951248,50.460476,51.490463,3920310,40.688717
"2010-07-15",52.150021,52.150021,50.731525,51.147137,2350747,40.417419
"2010-07-16",50.957401,51.092926,49.27689,49.457588,2268290,39.08231
"2010-07-19",49.773815,50.324951,49.692501,50.135216,2388379,39.61779
"2010-07-20",49.511799,50.921261,49.222679,50.88512,2036082,40.210365
"2010-07-21",51.535641,51.761517,50.207497,50.623104,1738351,40.003319
"2010-07-22",51.201344,52.38493,51.092926,52.312649,3335916,41.338417
"2010-07-23",52.267475,52.845715,52.186161,52.556595,3015717,41.531204
"2010-07-26",52.791504,53.351673,52.403,53.34264,2072939,42.152351
"2010-07-27",53.6679,53.6679,52.42107,52.529491,1712341,41.509781
"2010-07-28",52.538525,53.107731,52.222301,52.755363,1829109,41.688271
"2010-07-29",53.749214,54.209999,52.231335,52.800541,2725512,41.723965
"2010-07-30",52.393967,53.189045,51.680199,52.981239,2565468,41.866764
"2010-08-02",53.740181,53.740181,52.628876,53.496235,1829330,42.273724
"2010-08-03",53.252289,53.6679,52.936066,53.234219,1477144,42.066662
"2010-08-04",53.216148,53.794392,53.143871,53.776321,1754178,42.495049
"2010-08-05",53.478165,53.911846,53.32457,53.767284,2218926,42.487907
"2010-08-06",53.32457,54.345524,53.279396,54.219036,2632651,42.844883
"2010-08-09",54.417805,54.435875,53.821495,54.30035,2237299,42.909145
"2010-08-10",53.541409,53.911846,52.773434,53.442024,2411732,42.230877
"2010-08-11",52.023529,52.484314,51.165203,51.436256,2402214,40.645889
"2010-08-12",50.704418,51.490463,50.695385,51.074856,2226453,40.360302
"2010-08-13",50.903191,51.354939,50.839947,51.110996,2411179,40.388851
"2010-08-16",50.803806,51.065819,50.25267,50.803806,2136469,40.146118
"2010-08-17",51.282661,52.592735,50.939331,51.969318,2099281,41.067112
"2010-08-18",51.725376,52.71019,51.725376,52.610806,2851799,41.574043
"2010-08-19",52.357826,52.628876,51.336868,51.553711,2593470,40.738701
"2010-08-20",51.653095,51.933182,51.020645,51.833794,2205866,40.96003
"2010-08-23",52.122913,52.330719,50.921261,51.029678,2134698,40.324604
"2010-08-24",50.424335,50.54179,49.63829,49.999691,2214610,39.5107
"2010-08-25",49.719604,50.19846,48.942596,49.972584,2858993,39.489269
"2010-08-26",49.864166,50.279774,49.231716,49.349171,2750747,39.330856
"2010-08-27",49.728642,50.189426,48.888386,50.126179,1937023,39.950119
"2010-08-30",50.053902,50.225567,49.014874,49.014874,2311455,39.064411
"2010-08-31",48.816105,49.231716,48.346287,48.897419,3348976,38.970798
"2010-09-01",49.60215,51.246521,49.25882,51.110996,2832429,40.735008
"2010-09-02",51.309765,52.11388,51.183273,52.104843,2582402,41.527096
"2010-09-03",52.556595,52.836681,51.779587,52.240372,2256890,41.635109
"2010-09-07",51.716339,51.869934,51.065819,51.083889,2257665,40.713406
"2010-09-08",50.975471,51.526604,50.975471,51.363976,1987936,40.936626
"2010-09-09",52.09581,52.104843,51.282661,51.580814,1984062,41.109451
"2010-09-10",51.725376,53.207115,51.707306,53.062553,2756613,42.290382
"2010-09-13",53.857635,54.182896,53.026417,53.134834,2383841,42.347992
"2010-09-14",53.134834,53.134834,52.583698,52.71019,1662424,42.009544
"2010-09-15",52.574665,52.927029,52.222301,52.393967,2242391,41.757515
"2010-09-16",52.312649,52.529491,52.032566,52.195194,1639292,41.599102
"2010-09-17",52.619839,53.550446,52.403,53.225185,3020476,42.419991
"2010-09-20",53.36071,54.155788,53.062553,53.984123,2148644,43.024864
"2010-09-21",53.848598,54.273247,53.658867,53.830528,1901051,42.902454
"2010-09-22",53.848598,54.345524,53.36071,53.369743,1613614,42.535206
"2010-09-23",52.99931,54.038334,52.945099,53.351673,2044936,42.520805
"2010-09-24",54.020264,54.761135,53.848598,54.508156,2458329,43.442501
"2010-09-27",54.472015,54.761135,54.390701,54.453945,3070836,43.3993
"2010-09-28",54.517189,54.779205,53.821495,54.679821,2525512,43.579323
"2010-09-29",54.363594,54.806309,54.101582,54.390701,2848257,43.348911
"2010-09-30",54.923763,55.782089,54.26421,54.779205,2843940,43.658527
"2010-10-01",55.339375,55.56525,54.390701,54.508156,3124958,43.442501
"2010-10-04",54.336491,54.842449,54.065441,54.309383,2381516,43.284092
"2010-10-05",54.89666,56.297085,54.89666,56.062176,2824128,44.681065
"2010-10-06",56.14349,56.631378,55.899544,56.089279,2775097,44.70266
"2010-10-07",56.559101,56.622345,55.754986,56.14349,2696182,44.745861
"2010-10-08",56.233841,56.784973,56.053139,56.279015,1719314,44.853867
"2010-10-11",56.242874,56.378399,55.944721,56.026035,1273824,44.652248
"2010-10-12",55.998932,56.12542,55.086395,55.800159,1877587,44.472221
"2010-10-13",56.152527,56.50489,55.81823,56.188663,1886442,44.781876
"2010-10-14",56.197701,56.531994,55.54718,55.863403,1810072,44.522644
"2010-10-15",56.541031,56.77594,55.709808,55.899544,2041173,44.551434
"2010-10-18",56.062176,56.062176,55.050255,55.673672,2344106,44.371422
"2010-10-19",54.923763,55.51104,54.309383,54.598503,2851577,43.514515
"2010-10-20",54.788239,55.465866,54.788239,55.249023,1984505,44.032986
"2010-10-21",55.456829,56.288052,55.384548,55.764019,1704372,44.443424
"2010-10-22",55.791126,56.080246,55.49297,55.926651,1282125,44.573059
"2010-10-25",56.14349,56.224804,54.977974,55.032185,2774654,43.860157
"2010-10-26",54.860519,55.619461,54.535259,55.429726,2655562,44.177006
"2010-10-27",55.483936,55.646564,54.87859,55.456829,2734588,44.198601
"2010-10-28",56.062176,56.559101,55.456829,56.233841,2440620,44.817856
"2010-10-29",56.333225,57.128304,56.206734,57.11927,1973547,45.523544
"2010-11-01",57.245762,58.257679,56.974709,57.381287,1736469,45.732368
"2010-11-02",57.833035,58.438381,57.833035,58.357063,1724073,46.510059
"2010-11-03",58.221539,58.501625,57.354179,58.076981,1598450,46.286831
"2010-11-04",58.483555,59.143108,58.140224,58.971443,2213614,46.999706
"2010-11-05",58.92627,59.260567,58.826885,59.034691,1043940,47.050102
"2010-11-08",58.546799,59.260567,57.688477,59.034691,1232761,47.050102
"2010-11-09",59.30574,59.341881,58.447414,58.98048,1387936,47.006905
"2010-11-10",58.790745,59.116005,58.420311,58.92627,1413392,46.963715
"2010-11-11",58.456451,58.492592,57.625229,57.887245,1624128,46.135612
"2010-11-12",57.363216,57.462601,56.604275,56.830151,1353293,45.293121
"2010-11-15",56.920502,57.435493,56.531994,56.929535,1186054,45.372341
"2010-11-16",56.658485,56.75787,55.583321,55.926651,1691976,44.573059
"2010-11-17",56.260944,56.306122,55.655602,56.062176,1273271,44.681065
"2010-11-18",56.559101,57.272865,56.559101,56.983746,1341229,45.415531
"2010-11-19",57.06506,57.254795,56.459717,57.155411,1147316,45.552357
"2010-11-22",56.79401,57.06506,55.628494,56.269981,1993691,44.846684
"2010-11-23",55.502007,55.745949,54.797276,55.375515,2256226,44.133785
"2010-11-24",55.502007,56.306122,55.321304,56.197701,1590039,45.135178
"2010-11-26",55.809196,56.297085,55.700775,55.800159,682346,44.815887
"2010-11-29",55.25806,55.574284,54.508156,55.312271,2018041,44.424046
"2010-11-30",54.89666,55.989895,54.815346,55.727879,3243830,44.757835
"2010-12-01",56.649448,57.363216,56.48682,57.236725,2432540,45.969677
"2010-12-02",57.345146,57.995667,57.227692,57.851105,1918318,46.463116
"2010-12-03",57.742683,57.869175,56.830151,57.110233,3168788,45.868084
"2010-12-06",57.11927,57.805931,56.929535,57.571018,1798229,46.238163
"2010-12-07",57.941456,58.203468,57.760754,58.167332,1951522,46.717083
"2010-12-08",58.176365,58.284786,57.914349,58.149261,1854787,46.702583
"2010-12-09",58.384171,58.384171,57.309006,57.471634,2443608,46.15834
"2010-12-10",57.769791,58.122154,57.634266,57.968559,1694632,46.557438
"2010-12-13",58.104084,58.158295,57.561985,57.824001,2080686,46.441345
"2010-12-14",58.02277,58.610046,57.896278,58.465485,1397233,46.956551
"2010-12-15",58.257679,58.338997,57.471634,57.598125,2192142,46.259933
"2010-12-16",57.688477,58.338997,57.489704,58.338997,1142667,46.854969
"2010-12-17",58.293819,58.393204,57.860142,57.932419,2309131,46.528427
"2010-12-20",58.158295,58.212505,57.661369,57.896278,1334588,46.49939
"2010-12-21",58.140224,58.582939,57.977596,58.275749,2098949,46.804157
"2010-12-22",58.384171,58.872059,58.194435,58.844955,1867405,47.261318
"2010-12-23",58.799782,59.106972,58.483555,58.61908,1621029,47.079906
"2010-12-27",58.465485,58.519695,58.257679,58.402241,1014388,46.905758
"2010-12-28",58.474522,58.817848,58.284786,58.555836,1100387,47.029118
"2010-12-29",58.727501,58.881096,58.420311,58.61908,1368456,47.079906
"2010-12-30",58.519695,58.69136,58.185398,58.221539,1249585,46.760628
"2010-12-31",58.203468,58.628117,57.986629,58.528728,1192916,47.007339
"2011-01-03",58.863026,59.125038,58.65522,58.863026,1819590,47.275837
"2011-01-04",58.853989,59.070831,58.456451,59.052761,2130603,47.42823
"2011-01-05",58.863026,59.405125,58.537766,59.359951,1900498,47.674938
"2011-01-06",59.468369,61.13081,59.423195,60.715199,2467072,48.76342
"2011-01-07",61.266335,62.115623,60.913971,61.49221,2821029,49.38747
"2011-01-10",61.085636,61.157913,60.317661,60.471256,1683564,48.56749
"2011-01-11",60.697128,60.923004,59.992401,60.010471,1508467,48.197407
"2011-01-12",60.164066,60.923004,60.164066,60.462219,1998008,48.560234
"2011-01-13",60.895901,60.959145,59.838806,60.100819,1734698,48.26997
"2011-01-14",60.055645,60.778446,59.893017,60.742306,1722634,48.785179
"2011-01-18",60.480289,63.100441,60.417046,62.630619,3841284,50.301788
"2011-01-19",62.630619,62.838425,61.962029,62.278255,1477034,50.018776
"2011-01-20",62.323429,63.244999,61.989136,63.226929,2301051,50.780704
"2011-01-21",63.561226,63.561226,62.594479,62.820354,1996901,50.454163
"2011-01-24",62.784214,62.99202,61.862644,62.260185,2010404,50.004253
"2011-01-25",62.196941,62.829391,61.934925,62.802284,2092861,50.439644
"2011-01-26",62.910706,62.919739,61.727119,62.169834,2078694,49.931702
"2011-01-27",62.37764,63.136581,62.034309,62.540272,1312120,50.229214
"2011-01-28",62.621586,63.037193,60.832657,61.058529,2125180,49.03915
"2011-01-31",61.447037,62.666759,61.311508,62.612549,2554953,50.287277
"2011-02-01",63.037193,63.534119,62.847462,63.488945,1640841,50.991138
"2011-02-02",63.33535,63.561226,62.946846,63.136581,1196458,50.708157
"2011-02-03",63.04623,63.244999,62.477024,63.055264,1001660,50.64283
"2011-02-04",62.973949,63.019127,62.504131,62.856495,1004981,50.483196
"2011-02-07",63.04623,63.832275,62.946846,63.561226,1445932,51.049191
"2011-02-08",63.552189,64.274986,63.190788,64.229813,1316657,51.586182
"2011-02-09",64.970688,65.503754,63.778065,64.934547,2190481,52.152172
"2011-02-10",64.446655,64.762878,63.64254,64.29306,1684449,51.636967
"2011-02-11",64.103325,64.29306,63.6064,63.705784,1804206,51.165302
"2011-02-14",63.615437,63.859379,61.943958,62.07045,3049806,49.851879
"2011-02-15",61.645805,62.630619,61.564491,62.467991,1864970,50.171158
"2011-02-16",62.621586,62.829391,60.80555,61.925892,2846818,49.735775
"2011-02-17",61.690979,62.865528,61.510281,62.251148,1432097,49.996994
"2011-02-18",62.251148,62.73904,62.133694,62.440884,1624460,50.149395
"2011-02-22",61.916855,62.025276,60.660992,61.040459,1741339,49.024654
"2011-02-23",61.004318,61.510281,59.929153,60.462219,2607194,48.560234
"2011-02-24",60.010471,61.121777,59.314774,60.5345,2689873,48.962158
"2011-02-25",60.724236,61.067566,59.92012,60.073715,2034754,48.589447
"2011-02-28",60.100819,61.058529,59.703281,60.24538,2418262,48.728298
"2011-03-01",60.543533,61.16695,59.323811,59.504509,1886995,48.129074
"2011-03-02",59.477406,60.254414,59.405125,60.028542,1686774,48.552917
"2011-03-03",60.417046,61.347649,60.380905,60.995285,1878473,49.334854
"2011-03-04",61.022388,61.16695,59.495476,60.254414,1400885,48.735615
"2011-03-07",60.335732,60.760376,59.088902,59.441265,1502048,48.077915
"2011-03-08",59.359951,60.697128,59.359951,60.435116,1881793,48.881775
"2011-03-09",60.326694,60.923004,59.90205,60.80555,1133592,49.181393
"2011-03-10",60.697128,60.977215,59.874947,59.911083,2007194,48.457928
"2011-03-11",60.019505,60.317661,59.378021,59.721352,1560044,48.304466
"2011-03-14",59.296703,59.956261,59.043724,59.92012,2156945,48.465233
"2011-03-15",58.411274,60.1731,57.977596,59.748455,2893193,48.326382
"2011-03-16",59.631001,59.631001,58.3661,58.67329,2815385,47.456757
"2011-03-17",59.793629,60.660992,59.57679,60.046612,4624903,48.567547
"2011-03-18",60.85976,60.986252,59.621964,60.489326,3354842,48.925629
"2011-03-21",61.284405,61.952995,61.14888,61.636768,2300387,49.853706
"2011-03-22",61.510281,61.880714,61.275372,61.41993,2379856,49.678322
"2011-03-23",61.076599,61.410896,60.688095,61.230194,3234754,49.524849
"2011-03-24",61.41993,61.663876,60.950111,61.483173,1402878,49.729477
"2011-03-25",61.528351,61.853611,60.850723,61.817471,1822025,49.999863
"2011-03-28",61.952995,62.097553,61.347649,61.356686,1872939,49.627163
"2011-03-29",61.392826,61.817471,60.904934,61.627735,1755506,49.846405
"2011-03-30",61.7994,62.034309,61.049496,61.971066,2970891,50.1241
"2011-03-31",62.580002,63.439999,62.23,62.709999,3848200,50.721771
"2011-04-01",62.810001,63.549999,62.669998,62.970001,2113100,50.932072
"2011-04-04",63.139999,63.209999,61.540001,62.580002,2196700,50.616619
"2011-04-05",62.560001,62.939999,62.060001,62.209999,1506800,50.317341
"2011-04-06",62.529999,62.529999,61.650002,62.360001,3526500,50.438683
"2011-04-07",62.119999,62.779999,61.970001,62.540001,2629900,50.584274
"2011-04-08",62.740002,62.799999,62.189999,62.380001,2125600,50.454861
"2011-04-11",62.580002,63.380001,62.5,62.950001,1728700,50.915878
"2011-04-12",62.580002,63.18,62.48,62.84,2020700,50.826912
"2011-04-13",62.970001,63,61.290001,61.529999,3002300,49.767357
"2011-04-14",61.09,61.330002,60.450001,61.290001,2672600,49.573227
"2011-04-15",61.459999,61.860001,60.959999,61.290001,1500700,49.573227
"2011-04-18",60.689999,60.77,59.869999,60.419998,2126700,48.869553
"2011-04-19",60.389999,60.810001,60.259998,60.619999,1530600,49.031311
"2011-04-20",61.48,62.16,60.970001,61.830002,1831500,50.010006
"2011-04-21",61.889999,61.919998,61.200001,61.740002,1060800,49.937206
"2011-04-25",61.75,61.75,61.130001,61.470001,684500,49.718819
"2011-04-26",61.810001,62.689999,61.720001,62.490002,1600000,50.543835
"2011-04-27",62.900002,64,62.27,62.900002,2271900,50.87545
"2011-04-28",62.549999,63.200001,62.5,63.09,2160600,51.029137
"2011-04-29",62.759998,63.830002,62.549999,63.610001,1665600,51.449718
"2011-05-02",63.919998,64.279999,63.380001,64.169998,2782500,51.90266
"2011-05-03",64.660004,65.290001,64.339996,65.050003,2791600,52.614429
"2011-05-04",65.18,65.550003,64.32,64.470001,2493600,52.145317
"2011-05-05",64.199997,64.75,63.919998,64.150002,2032300,51.886486
"2011-05-06",64.669998,65.150002,64.25,64.449997,2019400,52.129135
"2011-05-09",64.580002,65.260002,64.059998,64.809998,1264900,52.420296
"2011-05-10",65,65.360001,64.779999,65.019997,1393000,52.590176
"2011-05-11",65.019997,65.400002,64.620003,64.989998,1549900,52.565899
"2011-05-12",64.910004,65.720001,64.839996,65.360001,1634200,52.865173
"2011-05-13",65.349998,65.660004,64.660004,64.860001,1455200,52.460758
"2011-05-16",64.68,65.029999,64.339996,64.779999,1544900,52.396049
"2011-05-17",64.610001,65.169998,64.18,64.540001,1994500,52.201923
"2011-05-18",64.550003,64.970001,64.389999,64.690002,1791400,52.32325
"2011-05-19",64.839996,65.389999,64.669998,65.160004,2225100,52.703415
"2011-05-20",64.93,65.050003,64.389999,64.5,1896800,52.169575
"2011-05-23",64.040001,65.459999,63.869999,65.139999,3810400,52.687241
"2011-05-24",65.199997,65.790001,64.980003,65.599998,3284400,53.059299
"2011-05-25",65.199997,65.389999,64.650002,64.919998,3047900,52.509281
"2011-05-26",64.07,64.550003,63.669998,64.360001,2586000,52.460377
"2011-05-27",64.440002,64.949997,64.410004,64.889999,1373100,52.892395
"2011-05-31",65.190002,65.489998,64.720001,65.290001,2709100,53.218441
"2011-06-01",65,65.169998,63.689999,63.75,2232600,51.963161
"2011-06-02",63.689999,64.190002,63.470001,63.799999,1899900,52.00391
"2011-06-03",63.16,64.110001,62.889999,63.5,1619900,51.759377
"2011-06-06",63.27,63.860001,63.060001,63.169998,2625700,51.490414
"2011-06-07",63.439999,64.050003,63.290001,63.34,1618100,51.628971
"2011-06-08",63.27,63.509998,62.970001,63.130001,1484100,51.457783
"2011-06-09",63.169998,64.050003,62.970001,63.650002,1868100,51.881653
"2011-06-10",63.290001,63.470001,62.5,62.509998,2333300,50.952438
"2011-06-13",62.900002,63.740002,62.73,63.529999,1772100,51.783829
"2011-06-14",64.160004,64.650002,63.970001,64.470001,2122300,52.550045
"2011-06-15",63.849998,64.540001,63.439999,63.5,2206000,51.759377
"2011-06-16",63.650002,64.830002,63.400002,64.720001,2673800,52.753819
"2011-06-17",65.18,65.720001,64.57,64.690002,2707700,52.729359
"2011-06-20",64.529999,65.830002,64.529999,65.730003,1655800,53.577072
"2011-06-21",65.93,66.919998,65.839996,66.550003,3084800,54.245476
"2011-06-22",66.120003,67.309998,66.120003,66.510002,2590200,54.212868
"2011-06-23",65.760002,66.339996,65.110001,66.169998,2404700,53.935734
"2011-06-24",66.300003,66.669998,65.370003,66.349998,3060400,54.082451
"2011-06-27",66.419998,67.209999,66.209999,66.970001,2020600,54.587807
"2011-06-28",67.089996,68.169998,66.919998,68.110001,2110500,55.517048
"2011-06-29",68.209999,69.230003,68.040001,68.809998,2096200,56.087608
"2011-06-30",69,69.900002,68.809998,69.349998,2855000,56.527763
