"dates","PSA.Open","PSA.High","PSA.Low","PSA.Close","PSA.Volume","PSA.Adjusted"
"2010-03-11",87.470001,88.160004,86.639999,88.150002,1339200,60.597984
"2010-03-12",88.510002,89.290001,88.25,88.989998,1129300,61.175457
"2010-03-15",89.050003,89.339996,88.07,88.900002,698600,61.113571
"2010-03-16",89.099998,90.970001,88.800003,90.75,1122100,62.385353
"2010-03-17",90.900002,92.010002,90.529999,91.739998,1175100,63.065933
"2010-03-18",91.260002,91.989998,91.080002,91.82,890000,63.120907
"2010-03-19",90.910004,92.230003,90.839996,90.910004,1352200,62.495346
"2010-03-22",90.5,92.089996,90.389999,91.790001,1188800,63.100254
"2010-03-23",91.370003,92.300003,90.599998,92.129997,1072700,63.334015
"2010-03-24",92.099998,93.510002,91.839996,92.93,1541000,63.883957
"2010-03-25",93.25,94.199997,91.949997,92.099998,1660400,63.313416
"2010-03-26",92.300003,92.690002,91.440002,92.139999,1428800,63.340889
"2010-03-29",92.5,92.830002,92,92.639999,1015800,63.684608
"2010-03-30",92.75,93.540001,92.550003,93.160004,1271600,64.042091
"2010-03-31",92.650002,93.18,91.919998,91.989998,1493800,63.237774
"2010-04-01",92.449997,92.660004,91.75,92.400002,1014500,63.519638
"2010-04-05",92.809998,94.150002,92.559998,93.779999,1050700,64.468307
"2010-04-06",93.199997,95.169998,92.980003,94.699997,1199400,65.100746
"2010-04-07",94.419998,94.940002,92.940002,93.18,1316700,64.055809
"2010-04-08",93.080002,93.470001,92.629997,93.050003,974700,63.966465
"2010-04-09",93.260002,94.739998,92.970001,94.629997,951900,65.05262
"2010-04-12",94.440002,94.769997,93.75,93.93,886100,64.571411
"2010-04-13",94.010002,95.470001,93.769997,95.18,1177900,65.43071
"2010-04-14",95.339996,95.540001,94.5,95.169998,1055300,65.42382
"2010-04-15",94.790001,95.309998,93.209999,93.269997,1160300,64.117714
"2010-04-16",93.269997,94.209999,91.779999,91.860001,1690500,63.148407
"2010-04-19",91.25,93.150002,91.230003,92.459999,1123200,63.560875
"2010-04-20",92.919998,93.739998,92.199997,93.730003,932500,64.433907
"2010-04-21",93.349998,94.980003,93.269997,94.379997,1235600,64.880768
"2010-04-22",93.629997,96.18,93.110001,95.910004,1134500,65.932556
"2010-04-23",95.779999,96.660004,95.110001,96.139999,1088200,66.090691
"2010-04-26",96.040001,97.900002,95.760002,97.209999,1394900,66.826248
"2010-04-27",96.5,96.879997,94.769997,94.860001,1501600,65.210716
"2010-04-28",95.129997,96.050003,94.779999,95.120003,1272900,65.389458
"2010-04-29",96.169998,99.269997,95.720001,99.220001,1469200,68.207993
"2010-04-30",98.75,99.660004,96.760002,96.910004,1639500,66.619987
"2010-05-03",97.290001,100.580002,97.290001,100.110001,1581100,68.819778
"2010-05-04",99.220001,99.610001,97.220001,98.269997,2011900,67.554901
"2010-05-05",97.529999,98.690002,96.360001,96.980003,1228600,66.668098
"2010-05-06",96.519997,97.480003,89.040001,94.25,2581900,64.791382
"2010-05-07",93.910004,94.889999,89.059998,92.959999,2680100,63.90461
"2010-05-10",95.480003,98.489998,94.860001,98.410004,2071900,67.651169
"2010-05-11",97.260002,98.980003,96.970001,97.860001,2068600,67.273064
"2010-05-12",98.559998,99.269997,97.620003,98.599998,1782100,67.781776
"2010-05-13",98.139999,98.959999,97.18,97.510002,1519900,67.032463
"2010-05-14",96.910004,96.989998,92.800003,93.839996,2159000,64.509544
"2010-05-17",94.389999,95.389999,91.959999,94.080002,1401400,64.674522
"2010-05-18",94.900002,94.980003,90.910004,91.18,1862200,62.680943
"2010-05-19",90.779999,92.519997,89.209999,90.800003,1911200,62.419724
"2010-05-20",89.160004,89.650002,86.860001,87.029999,2254800,59.828075
"2010-05-21",85.940002,90.660004,85.599998,90.470001,2707800,62.192844
"2010-05-24",90.540001,91.089996,88.870003,88.900002,1709200,61.113571
"2010-05-25",87.080002,90.040001,85.779999,89.919998,2146600,61.814754
"2010-05-26",90.139999,91.739998,89.400002,90.980003,3905400,62.543461
"2010-05-27",92.639999,94.260002,91.32,94.120003,2117200,64.702034
"2010-05-28",93.830002,94.150002,92.470001,92.690002,1506500,63.718998
"2010-06-01",91.529999,93.110001,89.989998,91.190002,1442000,62.68782
"2010-06-02",91.620003,92.93,90.290001,92.870003,1897300,63.842728
"2010-06-03",93.309998,93.309998,91.480003,91.889999,993600,63.169022
"2010-06-04",89.57,91.309998,87.309998,87.720001,1854800,60.30241
"2010-06-07",88.110001,89.379997,86.519997,86.599998,1866500,59.532433
"2010-06-08",86.690002,88.540001,85.040001,88.209999,1980300,60.639248
"2010-06-09",88.849998,90.360001,87.449997,87.849998,1547200,60.39175
"2010-06-10",88.989998,91.089996,88.309998,91,1596800,62.557213
"2010-06-11",89.339996,91.419998,88.449997,91.269997,1325700,63.29929
"2010-06-14",91.720001,92.489998,90.900002,91.510002,1857000,63.465733
"2010-06-15",92.029999,93.720001,91.400002,93.629997,1645600,64.936058
"2010-06-16",93.379997,94.370003,92.690002,93.699997,1381600,64.984589
"2010-06-17",93.589996,94.169998,93.150002,93.839996,1418300,65.08168
"2010-06-18",94.290001,94.290001,93.230003,93.82,1702000,65.067841
"2010-06-21",94.870003,95,92.449997,92.830002,1005800,64.381233
"2010-06-22",92.860001,93.690002,91.660004,91.839996,2148000,63.694607
"2010-06-23",91.849998,94.010002,91.519997,93.18,2010300,64.623947
"2010-06-24",92.57,93.059998,91.050003,91.169998,1291900,63.229908
"2010-06-25",91.669998,93.599998,91.089996,93.279999,2301200,64.693298
"2010-06-28",93.769997,93.769997,91.410004,91.709999,910100,63.604458
"2010-06-29",90.68,90.949997,88.720001,89.470001,1885600,62.050941
"2010-06-30",89.43,90.150002,87.589996,87.910004,1772300,60.969002
"2010-07-01",88.830002,88.839996,86.309998,88.099998,1480100,61.100765
"2010-07-02",88.279999,88.669998,86.379997,86.68,1101500,60.115955
"2010-07-06",88.330002,88.690002,85.040001,85.779999,1444100,59.491768
"2010-07-07",85.970001,90.019997,85.970001,90,1923300,62.418507
"2010-07-08",90.830002,91.290001,89.769997,91.279999,1595900,63.306217
"2010-07-09",91.080002,92.459999,90.870003,92.379997,1022400,64.069122
"2010-07-12",92.300003,93.099998,91.589996,92.900002,886400,64.429771
"2010-07-13",93.550003,95.82,93.550003,95.470001,1424600,66.212181
"2010-07-14",94.889999,96.220001,94.379997,95.5,1266900,66.232979
"2010-07-15",95.540001,95.709999,93.510002,94.709999,1126400,65.685089
"2010-07-16",93.860001,94.290001,90.93,91.379997,1886700,63.375584
"2010-07-19",91.379997,92.610001,90.199997,92.269997,976400,63.992825
"2010-07-20",90.870003,94.529999,90.510002,94.459999,1321900,65.511696
"2010-07-21",95.360001,95.360001,92.440002,92.93,1298400,64.450584
"2010-07-22",94,96.739998,93.849998,96.080002,1464200,66.635216
"2010-07-23",95.559998,96.709999,94.440002,96.660004,1026800,67.037483
"2010-07-26",96.339996,98.809998,96.059998,98.68,974800,68.438393
"2010-07-27",98.940002,99.75,97.110001,98.779999,759900,68.507767
"2010-07-28",98.639999,99.550003,97.900002,98.669998,950100,68.431488
"2010-07-29",99.529999,100.400002,98.220001,98.68,1168200,68.438393
"2010-07-30",97.760002,99.400002,97.279999,98.120003,1441300,68.050026
"2010-08-02",99.300003,101.839996,99.300003,101.720001,1081500,70.546768
"2010-08-03",101.029999,102.169998,100.540001,101.370003,1110800,70.304031
"2010-08-04",101.860001,102.400002,100.629997,101.980003,821600,70.727097
"2010-08-05",101.309998,102.339996,100.68,101.07,891200,70.095955
"2010-08-06",100.25,100.849998,97.730003,99.339996,1069700,68.896133
"2010-08-09",99.589996,101.389999,99.330002,101.209999,881100,70.193085
"2010-08-10",100.489998,101.639999,99.580002,100.540001,734000,69.728401
"2010-08-11",98.839996,100.010002,98.029999,98.449997,1025000,68.278908
"2010-08-12",97.370003,98.5,97,97.830002,888000,67.848885
"2010-08-13",97.660004,99.110001,97.32,98.160004,958000,68.077797
"2010-08-16",97.730003,99.010002,97.379997,98.459999,603400,68.285851
"2010-08-17",99.360001,102.43,98.75,102.330002,1393400,70.969849
"2010-08-18",102.419998,102.419998,101.32,101.470001,851500,70.373383
"2010-08-19",101.029999,101.220001,97.720001,98.57,1305300,68.362129
"2010-08-20",97.709999,98.459999,96.800003,97.75,900700,67.793419
"2010-08-23",98.150002,98.620003,97.019997,97.029999,569100,67.294083
"2010-08-24",95.739998,97,95.260002,96.089996,1097600,66.642159
"2010-08-25",95.870003,98.43,95.739998,97.959999,963800,67.939079
"2010-08-26",98.339996,98.75,96.639999,97.019997,1255800,67.287148
"2010-08-27",97.379997,98.019997,95.489998,97.93,1008300,67.918259
"2010-08-30",97.199997,98.739998,97.199997,97.349998,833600,67.516014
"2010-08-31",97.25,98.389999,96.580002,98.019997,1067300,67.980667
"2010-09-01",99.220001,100.82,98.690002,100.629997,1629300,69.79081
"2010-09-02",100.989998,102.489998,100.459999,102.489998,1480900,71.080795
"2010-09-03",103.029999,103.620003,102.440002,103.620003,1089400,71.864494
"2010-09-07",102.75,104.269997,102.550003,102.68,1193500,71.212563
"2010-09-08",103.089996,103.660004,102.010002,102.400002,1184000,71.018387
"2010-09-09",103.389999,104.160004,100.800003,101.279999,695600,70.241646
"2010-09-10",101.629997,102.629997,100.970001,102.160004,609900,70.851921
"2010-09-13",103.120003,103.650002,101.370003,103.610001,937400,72.424721
"2010-09-14",103.440002,104.129997,102.559998,103.5,804200,72.347832
"2010-09-15",102.93,104.349998,102.550003,104.129997,841100,72.7882
"2010-09-16",103.660004,103.980003,102.800003,103.25,667700,72.173058
"2010-09-17",103.300003,103.900002,102.389999,102.709999,1145200,71.795609
"2010-09-20",102.440002,104.059998,101.860001,103.830002,1165800,72.578484
"2010-09-21",103.860001,104.120003,100.949997,101.040001,1490400,70.628258
"2010-09-22",100.849998,102.010002,100.769997,101.129997,1914800,70.691162
"2010-09-23",100.279999,100.910004,97.720001,97.75,1658000,68.328491
"2010-09-24",98.980003,101.160004,98.709999,100.970001,1223900,70.579315
"2010-09-27",100.989998,101,98.769997,99.019997,933100,69.216232
"2010-09-28",99.959999,99.959999,96.93,98.360001,1695000,68.75486
"2010-09-29",97.650002,97.989998,96.57,97.019997,1073600,67.81823
"2010-09-30",97.959999,98.589996,96.730003,97.040001,1713000,67.832199
"2010-10-01",97.75,98,96.360001,97.980003,1130000,68.489281
"2010-10-04",97.629997,98.129997,97.089996,97.470001,1221200,68.132774
"2010-10-05",98.379997,99.139999,97.57,97.980003,1886200,68.489281
"2010-10-06",97.449997,97.639999,96.120003,96.349998,1622800,67.349892
"2010-10-07",96.940002,97.440002,96.449997,97.129997,1185600,67.895111
"2010-10-08",97.360001,97.879997,96.760002,97.669998,1060400,68.272568
"2010-10-11",97.849998,98.290001,97.379997,98.290001,699700,68.705971
"2010-10-12",98.059998,99.790001,97.739998,99.629997,897600,69.642662
"2010-10-13",100.080002,102.089996,99.599998,101.290001,1025800,70.802986
"2010-10-14",101.260002,102.93,101.07,102.160004,1053500,71.41114
"2010-10-15",102.830002,103.129997,100.779999,100.959999,887300,70.57235
"2010-10-18",100.589996,101.919998,100.589996,101.919998,819700,71.24337
"2010-10-19",100.75,101.900002,100.110001,100.800003,932700,70.460487
"2010-10-20",100.949997,103.199997,100.540001,102.620003,894000,71.732681
"2010-10-21",103.220001,103.610001,102.199997,102.860001,467300,71.900482
"2010-10-22",103.029999,104,102.330002,103.080002,743300,72.054222
"2010-10-25",103.690002,103.870003,102.040001,102.290001,822600,71.502022
"2010-10-26",101.32,101.849998,100.800003,101.589996,681300,71.012695
"2010-10-27",100.779999,101.559998,99.75,100.029999,1202500,69.922272
"2010-10-28",100.559998,101.019997,98.82,99.879997,866400,69.817398
"2010-10-29",99.860001,100.18,99.190002,99.220001,1124300,69.356033
"2010-11-01",100,102.989998,99.940002,102.68,1072500,71.77462
"2010-11-02",103.300003,103.739998,103.040001,103.32,635000,72.221985
"2010-11-03",103.870003,103.870003,101.75,102.099998,812700,71.369202
"2010-11-04",103.209999,104.949997,102.540001,104.900002,1189200,73.326447
"2010-11-05",105.029999,106.120003,103.610001,104.739998,663900,73.2146
"2010-11-08",104.669998,104.879997,103.830002,104.139999,795900,72.795189
"2010-11-09",104.580002,104.580002,100.559998,101.239998,1702500,70.768066
"2010-11-10",101.339996,103.18,101.339996,102.989998,1213700,71.991341
"2010-11-11",102.160004,103.040001,101.690002,102.470001,713000,71.627823
"2010-11-12",101.800003,102.720001,101.019997,101.160004,863700,70.712151
"2010-11-15",101.510002,102.459999,99.489998,99.589996,972800,69.614685
"2010-11-16",98.580002,98.889999,94.790001,95.099998,1997400,66.47612
"2010-11-17",95.32,96.5,94.599998,95.529999,789300,66.776703
"2010-11-18",96.720001,96.959999,96.010002,96.18,902000,67.231033
"2010-11-19",96.290001,97.190002,95.639999,97.059998,945000,67.846191
"2010-11-22",97.529999,98.220001,96.68,98.010002,1041500,68.510246
"2010-11-23",96.639999,97.459999,96.300003,96.800003,877100,67.664429
"2010-11-24",97.32,98.440002,97.18,98.43,867600,68.803818
"2010-11-26",97.480003,98.610001,97.480003,98.010002,415400,68.510246
"2010-11-29",97.339996,97.669998,96.110001,97.459999,849000,68.125786
"2010-11-30",96.220001,97.139999,96,96.599998,1574800,67.524651
"2010-12-01",97.959999,98.290001,96.709999,98.209999,1062900,68.650032
"2010-12-02",98.160004,99.370003,97.07,99.290001,1366600,69.404961
"2010-12-03",98.889999,99.279999,97.779999,99.18,785000,69.328117
"2010-12-06",98.800003,99.230003,97.900002,98.940002,1195200,69.160316
"2010-12-07",100,100.190002,99.220001,99.760002,1180700,69.733528
"2010-12-08",99.720001,99.949997,98.010002,98.589996,1195700,68.915695
"2010-12-09",99.269997,99.540001,98.739998,98.980003,1259500,69.188278
"2010-12-10",99.290001,100.599998,99.099998,100.400002,859500,70.180862
"2010-12-13",98.989998,100.160004,98.650002,99.330002,1089100,69.990639
"2010-12-14",99.330002,100.68,98.790001,99.220001,813100,69.913116
"2010-12-15",98.959999,100.040001,98.139999,98.230003,868400,69.215523
"2010-12-16",98.510002,98.779999,97.040001,97.410004,866600,68.637764
"2010-12-17",97.580002,98.760002,97.220001,98.199997,1597500,69.194382
"2010-12-20",98.470001,100.959999,98.43,100.239998,823400,70.631859
"2010-12-21",100.790001,100.830002,99.82,100.459999,589300,70.786858
"2010-12-22",100.43,101.43,100.279999,100.889999,566200,71.089867
"2010-12-23",100.629997,101.32,100.169998,100.260002,407900,70.645935
"2010-12-27",100.220001,101.449997,99.93,101.410004,364900,71.456261
"2010-12-28",101.419998,101.830002,100.669998,101.720001,390400,71.674683
"2010-12-29",102.010002,102.349998,101.470001,101.75,393200,71.695839
"2010-12-30",101.809998,102.150002,101.440002,101.449997,364000,71.484459
"2010-12-31",101.440002,102.279999,101.239998,101.419998,353600,71.463326
"2011-01-03",102.190002,103.68,102.160004,103.529999,923300,72.950081
"2011-01-04",103.529999,103.93,100.720001,100.989998,1004600,71.160316
"2011-01-05",100.860001,102.010002,100.860001,101.989998,853500,71.86496
"2011-01-06",101.870003,102.400002,101.089996,101.769997,586400,71.709923
"2011-01-07",102.309998,102.480003,101.150002,101.739998,567200,71.688782
"2011-01-10",101.300003,101.599998,99.959999,101.120003,552600,71.251923
"2011-01-11",101.620003,101.790001,100.139999,100.75,465400,70.991203
"2011-01-12",101.449997,101.620003,100.599998,101.300003,596200,71.378761
"2011-01-13",101.43,102.910004,101.25,102.360001,453000,72.125641
"2011-01-14",102.099998,103.720001,101.870003,103.720001,559900,73.083939
"2011-01-18",103.629997,104.849998,103.330002,104.839996,601500,73.873131
"2011-01-19",103.959999,104.199997,103.220001,103.620003,796200,73.013474
"2011-01-20",103.260002,104.660004,103.260002,103.959999,652300,73.253052
"2011-01-21",104.550003,105.519997,103.68,105.519997,756500,74.35228
"2011-01-24",105.199997,105.599998,104.260002,105.120003,825600,74.070412
"2011-01-25",104.660004,106.739998,104.550003,106.739998,607100,75.211914
"2011-01-26",107.010002,107.669998,106.199997,107,646000,75.395119
"2011-01-27",107.43,108.809998,107,108.519997,770900,76.466187
"2011-01-28",108.629997,108.879997,106.349998,106.470001,832300,75.021698
"2011-01-31",106.779999,109.029999,106.629997,108.980003,769400,76.790306
"2011-02-01",109.519997,109.889999,108.129997,108.889999,794600,76.726875
"2011-02-02",108.239998,109.260002,108.239998,109.129997,765800,76.895981
"2011-02-03",108.75,110.010002,108.470001,109.800003,653300,77.368095
"2011-02-04",110.040001,110.040001,108.709999,109.110001,896300,76.881897
"2011-02-07",109.589996,110.900002,109.089996,110.279999,466400,77.706299
"2011-02-08",110.349998,111.089996,110,110.209999,536500,77.65696
"2011-02-09",109.919998,110.760002,109.769997,110.599998,483900,77.931801
"2011-02-10",110.169998,111.389999,110.059998,111.029999,623900,78.234772
"2011-02-11",110.779999,111.690002,110.669998,111.360001,765500,78.467293
"2011-02-14",111.459999,111.949997,110.68,111,476300,78.213631
"2011-02-15",110.629997,110.82,108.370003,110.199997,1052900,77.64991
"2011-02-16",110.489998,111.419998,109.900002,110.870003,645200,78.12204
"2011-02-17",110.440002,111.279999,110.330002,110.389999,495100,77.783798
"2011-02-18",110.540001,111.709999,110.18,111.650002,657400,78.671654
"2011-02-22",110.459999,112.559998,110.449997,110.860001,942600,78.114998
"2011-02-23",110.669998,111.110001,108.82,108.989998,1468300,76.79734
"2011-02-24",108.720001,109.949997,108.129997,108.959999,1058500,76.776199
"2011-02-25",109.32,110.830002,109.269997,110.57,817200,77.910637
"2011-02-28",110.800003,113.050003,110.150002,112.25,1207400,79.094421
"2011-03-01",112.809998,112.989998,109.769997,109.82,1117100,77.382164
"2011-03-02",109.550003,110.779999,109,109.07,1166100,76.853706
"2011-03-03",109.900002,111.349998,109.900002,110.5,1185500,77.861313
"2011-03-04",110.57,110.970001,108.610001,109.110001,837200,76.881897
"2011-03-07",109.480003,110.199997,108.769997,109.239998,790500,76.973511
"2011-03-08",109.440002,113.059998,109.440002,112.580002,1037500,79.326942
"2011-03-09",112.099998,113.360001,111.669998,112.309998,821900,79.136719
"2011-03-10",111.449997,111.839996,110.129997,110.440002,861600,77.819038
"2011-03-11",109.589996,111.059998,109.239998,110.779999,596500,78.628181
"2011-03-14",110.040001,110.459999,109.239998,109.660004,564100,77.83326
"2011-03-15",107.010002,109.839996,107.010002,108.989998,615400,77.357704
"2011-03-16",108.730003,109.099998,105.870003,106.769997,939900,75.782021
"2011-03-17",108.190002,108.360001,106.93,107.910004,730000,76.591156
"2011-03-18",109.220001,109.449997,107.529999,107.620003,1078300,76.3853
"2011-03-21",108.690002,109.989998,108.050003,109.220001,952000,77.520927
"2011-03-22",109.190002,109.419998,107.540001,108.089996,441500,76.718895
"2011-03-23",107.620003,107.989998,106.720001,107.150002,669500,76.051697
"2011-03-24",107.5,107.669998,106.389999,107.389999,569500,76.222054
"2011-03-25",107.5,108.230003,107.360001,108.050003,657600,76.690514
"2011-03-28",108.529999,108.720001,107.769997,107.860001,360200,76.555672
"2011-03-29",107.620003,109.129997,107.379997,109.059998,587100,77.407387
"2011-03-30",109.410004,110.5,108.919998,110.300003,651700,78.287483
"2011-03-31",109.900002,111.089996,109.849998,110.910004,646800,78.720459
"2011-04-01",111.559998,111.669998,110.610001,111,700100,78.784325
"2011-04-04",111.050003,112.279999,110.959999,111.730003,606400,79.302467
"2011-04-05",111.269997,111.949997,110.540001,111.190002,668900,78.919182
"2011-04-06",111.5,111.879997,110.580002,110.769997,485600,78.621101
"2011-04-07",110.650002,110.970001,109.059998,110,837200,78.074562
"2011-04-08",110.379997,110.410004,108.300003,108.5,600300,77.009911
"2011-04-11",108.849998,109.669998,108.510002,108.730003,551800,77.173157
"2011-04-12",108.290001,108.660004,108.050003,108.18,629100,76.782791
"2011-04-13",108.5,108.589996,107.489998,107.769997,469200,76.491776
"2011-04-14",107.389999,109.849998,107.209999,109.650002,736400,77.826157
"2011-04-15",109.849998,111.790001,109.629997,111.470001,819900,79.117912
"2011-04-18",110.290001,110.870003,109.900002,110.580002,448000,78.486221
"2011-04-19",110.910004,111.790001,110.769997,111.790001,475700,79.34507
"2011-04-20",113.019997,113.019997,111.989998,112.349998,660800,79.742508
"2011-04-21",112.849998,112.849998,111.779999,112.300003,750000,79.707031
"2011-04-25",112.510002,114.5,112.32,113.879997,731600,80.828461
"2011-04-26",114.440002,115.75,113.669998,115.449997,665900,81.942795
"2011-04-27",115.639999,116.709999,115.190002,116.580002,603200,82.744827
"2011-04-28",116.43,118.879997,116.120003,118.660004,704500,84.221153
"2011-04-29",118.519997,118.629997,116.139999,117.309998,686000,83.262978
"2011-05-02",117.699997,118.169998,116.120003,116.900002,617900,82.971954
"2011-05-03",116.779999,117.589996,115.370003,116.309998,674400,82.553192
"2011-05-04",115.919998,116.629997,115.470001,116.349998,691100,82.581596
"2011-05-05",116.040001,117.5,115.209999,115.959999,701700,82.304771
"2011-05-06",116,118,115.419998,116.029999,774100,82.354454
"2011-05-09",116.489998,117.870003,115.790001,117.639999,697100,83.497185
"2011-05-10",117.830002,120,117.669998,119.860001,721200,85.072861
"2011-05-11",119.519997,119.730003,118.5,119.150002,874400,84.568954
"2011-05-12",118.75,119.349998,117.32,117.529999,845000,83.419121
"2011-05-13",117.919998,117.919998,116.220001,116.330002,544700,82.567383
"2011-05-16",116.25,117.230003,115.730003,116.93,572400,82.993256
"2011-05-17",116.690002,117.419998,116.389999,117.040001,618400,83.071327
"2011-05-18",117.330002,117.900002,116.360001,117.690002,548000,83.532677
"2011-05-19",118,118.300003,116.529999,117.309998,558800,83.262978
"2011-05-20",117.269997,117.269997,116.019997,116.080002,754100,82.389954
"2011-05-23",115.209999,115.230003,113.709999,113.730003,885200,80.722008
"2011-05-24",114.139999,114.68,113.809998,113.830002,701000,80.792969
"2011-05-25",113.5,115.25,112.779999,114.370003,622800,81.176262
"2011-05-26",114.019997,116.290001,113.599998,115.589996,537400,82.04216
"2011-05-27",115.900002,116.190002,115.459999,115.970001,476300,82.311882
"2011-05-31",116.349998,118.379997,116.25,118.339996,1241700,83.994041
"2011-06-01",117.980003,117.980003,115,115.220001,777900,81.779564
"2011-06-02",115.230003,116.300003,114.760002,115.059998,702600,81.666008
"2011-06-03",113.769997,116.389999,113.769997,115.919998,786800,82.276405
"2011-06-06",115.889999,116.300003,114.360001,114.43,614000,81.218834
"2011-06-07",114.919998,116.949997,114.779999,115.68,619500,82.106056
"2011-06-08",115.370003,116.849998,115.370003,116.230003,580800,82.496422
"2011-06-09",116.370003,116.370003,114.739998,114.989998,682000,81.616302
"2011-06-10",114.489998,114.669998,112.089996,112.220001,1053500,79.650246
"2011-06-13",111.120003,112.540001,110.470001,110.870003,765400,79.363922
"2011-06-14",112.139999,112.269997,111.110001,111.910004,931300,80.10836
"2011-06-15",111.110001,111.400002,109.370003,109.709999,985900,78.533546
"2011-06-16",109.989998,111.470001,109.510002,110.699997,841100,79.242241
"2011-06-17",111.519997,112.379997,110.720001,111.769997,1103500,80.008148
"2011-06-20",111.290001,112.830002,111.290001,112.190002,623900,80.308815
"2011-06-21",112.389999,112.769997,111.870003,112.339996,587300,80.416183
"2011-06-22",112.150002,112.849998,111.610001,111.690002,511300,79.95089
"2011-06-23",110.080002,110.190002,107.839996,108.769997,1309000,77.860672
"2011-06-24",109.900002,111.220001,109.769997,110.730003,1258300,79.263718
"2011-06-27",111.059998,111.669998,110.690002,111.089996,744000,79.5214
"2011-06-28",111.540001,112.099998,110.830002,111.849998,599600,80.065437
"2011-06-29",112.5,113.650002,112.089996,113.540001,817500,81.275185
"2011-06-30",113.43,114.360001,112.769997,114.010002,658800,81.611618
"2011-07-01",114.199997,116.059998,113.949997,115.809998,696200,82.900101
"2011-07-05",115.690002,117.57,114.949997,117.470001,801000,84.088379
"2011-07-06",117.129997,118.309998,116.519997,118.110001,530800,84.546509
"2011-07-07",119.110001,119.239998,118.389999,118.910004,464300,85.119179
"2011-07-08",117.389999,119.5,117.379997,119.400002,650100,85.469933
"2011-07-11",117.75,119.300003,117.620003,118.389999,789700,84.746941
"2011-07-12",118.300003,121.18,118.190002,119.730003,795500,85.706169
"2011-07-13",120.080002,120.190002,118.18,118.269997,1019600,84.661041
"2011-07-14",118.809998,119.129997,117.230003,117.839996,763700,84.353249
"2011-07-15",118.190002,119.489998,117.449997,119.190002,669300,85.319618
