"dates","IBM.Open","IBM.High","IBM.Low","IBM.Close","IBM.Volume","IBM.Adjusted"
"2011-07-05",173.520004,175.429993,173.520004,175.429993,4586500,125.95433
"2011-07-06",175.190002,177.770004,175.089996,177.710007,5885900,127.591309
"2011-07-07",176.779999,177.270004,176.119995,176.479996,5905600,126.708191
"2011-07-08",175.490005,176.490005,175.009995,176.490005,4399900,126.715378
"2011-07-11",174.899994,176.149994,174.610001,174.990005,4766500,125.638382
"2011-07-12",174.929993,175.369995,173.889999,174.050003,5036800,124.963539
"2011-07-13",174.899994,176.320007,174,174.320007,4074800,125.157356
"2011-07-14",174.399994,176.100006,173.839996,174.229996,4613100,125.092728
"2011-07-15",175.080002,175.940002,174.070007,175.539993,5347100,126.033318
"2011-07-18",174.729996,176.460007,173.580002,175.279999,8879700,125.846642
"2011-07-19",178.740005,185.210007,178.649994,185.210007,13245600,132.976105
"2011-07-20",183.839996,184.419998,183,183.649994,5901100,131.856079
"2011-07-21",183.589996,185.5,182.899994,184.899994,4958400,132.75354
"2011-07-22",184.639999,185.630005,184.259995,185.179993,4516100,132.954575
"2011-07-25",183.889999,184.960007,183.279999,183.699997,4987000,131.891968
"2011-07-26",182.940002,184.050003,182.649994,182.929993,4356200,131.339096
"2011-07-27",182.009995,182.910004,180.929993,181.350006,5806800,130.204727
"2011-07-28",181.059998,183.270004,180.880005,181.800003,4478800,130.527847
"2011-07-29",180.259995,183.429993,179.729996,181.850006,6665600,130.563721
"2011-08-01",182.600006,183.690002,178.5,180.75,5842700,129.773926
"2011-08-02",179.949997,182.289993,177.860001,178.050003,5770400,127.835464
"2011-08-03",177.669998,179.229996,175.410004,178.830002,6722000,128.395447
"2011-08-04",176.5,177.919998,171.179993,171.479996,11022300,123.118317
"2011-08-05",172.100006,174.220001,166.520004,172.979996,11871800,124.195282
"2011-08-08",168.830002,172.610001,166,166.220001,15804900,119.861511
"2011-08-09",167.460007,171.050003,162,170.610001,12517600,123.027061
"2011-08-10",168.179993,169.229996,161.850006,162.539993,13993600,117.20784
"2011-08-11",164.100006,168.770004,162.940002,166.729996,9175600,120.229233
"2011-08-12",168.5,169.380005,165.830002,168.199997,5187000,121.289253
"2011-08-15",171.320007,174,170.389999,172.990005,7645400,124.74334
"2011-08-16",172.190002,172.190002,169,171.240005,5585400,123.481438
"2011-08-17",171.570007,172.990005,169.889999,171.479996,5129700,123.65448
"2011-08-18",166.320007,166.460007,160.160004,163.830002,15082600,118.138031
"2011-08-19",162.169998,163.940002,157.130005,157.539993,14068600,113.602295
"2011-08-22",161.350006,161.679993,157.619995,158.979996,7249100,114.640701
"2011-08-23",160.649994,164.589996,159.529999,164.320007,6923300,118.491356
"2011-08-24",164.130005,166.830002,163.350006,166.759995,6427000,120.250854
"2011-08-25",167.520004,168.529999,164.850006,165.580002,6751600,119.399979
"2011-08-26",164.850006,169.330002,163.279999,169.139999,6438200,121.96711
"2011-08-29",170.580002,172.720001,170.360001,172.619995,5293400,124.476509
"2011-08-30",172.059998,173.509995,170.880005,172.509995,4477700,124.397209
"2011-08-31",173.289993,173.720001,170.710007,171.910004,6074200,123.964546
"2011-09-01",172.710007,173.679993,170.119995,170.330002,5463900,122.825157
"2011-09-02",167.690002,168.929993,166,166.979996,4979100,120.409485
"2011-09-06",163.059998,165.550003,162.199997,165.110001,5761200,119.061035
"2011-09-07",167.279999,167.899994,166.160004,167.309998,6796600,120.647453
"2011-09-08",167,169.580002,165.100006,165.25,6027200,119.162018
"2011-09-09",164.570007,165.190002,160.809998,161.369995,6743900,116.364136
"2011-09-12",160.039993,162.440002,158.759995,162.419998,5247200,117.121284
"2011-09-13",163.639999,163.919998,161.539993,163.429993,4723800,117.849586
"2011-09-14",164.009995,169.660004,161.990005,167.240005,6980700,120.597
"2011-09-15",168.639999,170.160004,167.229996,170.089996,5464400,122.652138
"2011-09-16",171.330002,172.990005,169.740005,172.990005,11048100,124.74334
"2011-09-19",169.5,173.869995,169.429993,173.130005,4755600,124.844269
"2011-09-20",173.570007,177.429993,172.699997,174.720001,6209600,125.990807
"2011-09-21",175,177.669998,172.619995,173.020004,7043100,124.764931
"2011-09-22",168.330002,169.970001,166.5,168.619995,8195600,121.592094
"2011-09-23",166.990005,169.539993,165.759995,169.339996,5586600,122.11129
"2011-09-26",170.960007,174.699997,169.860001,174.509995,6745700,125.839439
"2011-09-27",176.820007,179.619995,176.429993,177.710007,7638800,128.146927
"2011-09-28",177.970001,180.75,177.080002,177.550003,7732200,128.03157
"2011-09-29",179.690002,180.910004,175.529999,179.169998,6944300,129.199707
"2011-09-30",176.009995,178.270004,174.75,174.869995,7807400,126.098991
"2011-10-03",174.360001,177.919998,173.039993,173.289993,9042600,124.959641
"2011-10-04",171.539993,175.070007,168.880005,174.740005,9200000,126.005272
"2011-10-05",174.570007,177.300003,172.679993,176.850006,5851700,127.526825
"2011-10-06",176.809998,181.990005,175.660004,181.690002,7180900,131.016937
"2011-10-07",182.320007,183.720001,181.639999,182.389999,6842600,131.521667
"2011-10-10",183,186.630005,182.899994,186.619995,5784800,134.571915
"2011-10-11",184.589996,186,184.110001,185,5330500,133.403763
"2011-10-12",186.080002,188,185.649994,186.119995,5338200,134.211365
"2011-10-13",184.970001,187.5,184.5,186.820007,4399200,134.716171
"2011-10-14",188.190002,190.529999,187.729996,190.529999,5368200,137.391479
"2011-10-17",189.710007,190.160004,185.899994,186.589996,8790300,134.550308
"2011-10-18",178,179.380005,176.25,178.899994,15729400,129.005051
"2011-10-19",179.679993,179.809998,177.009995,177.389999,6708300,127.916145
"2011-10-20",178.130005,179.240005,176.169998,177.25,7513800,127.815208
"2011-10-21",179.110001,181.669998,178.75,181.630005,8054200,130.973633
"2011-10-24",181.509995,183.389999,180.619995,182.25,5890600,131.420715
"2011-10-25",181.660004,182.970001,180.009995,180.360001,5373100,130.057846
"2011-10-26",181.740005,182.279999,179.029999,181.970001,5387700,131.218826
"2011-10-27",184.990005,187,183.179993,185.880005,7057800,134.038315
"2011-10-28",185.570007,188.070007,185.279999,187.449997,5009800,135.170456
"2011-10-31",185.589996,186.910004,184.630005,184.630005,4710000,133.136963
"2011-11-01",181.550003,183.259995,180.740005,181.350006,5881200,130.771713
"2011-11-02",184,185.25,183.029999,183.919998,4136600,132.624969
"2011-11-03",185.130005,187.779999,184.020004,187.300003,4953500,135.062271
"2011-11-04",186.270004,187.139999,184.740005,186.380005,3237600,134.398834
"2011-11-07",186.220001,187.729996,184.75,187.320007,3530800,135.076721
"2011-11-08",187.479996,187.880005,185.509995,187.25,4330600,135.569046
"2011-11-09",184.199997,185.240005,181.160004,182.240005,5494800,131.941818
"2011-11-10",183.580002,184.770004,181.869995,183.350006,3881600,132.745407
"2011-11-11",185.270004,187.830002,185.139999,187.380005,3665300,135.663147
"2011-11-14",189.169998,189.839996,186.850006,187.350006,6038600,135.641418
"2011-11-15",187.490005,189.970001,185.639999,188.75,4585300,136.655029
"2011-11-16",187.820007,189.899994,186.300003,186.619995,4616800,135.112885
"2011-11-17",186.809998,188.830002,183.389999,185.729996,5840500,134.468521
"2011-11-18",186.710007,186.970001,184.660004,185.240005,4440900,134.11377
"2011-11-21",183.369995,183.960007,180,181.479996,5145100,131.391586
"2011-11-22",182.220001,182.979996,180.289993,181.309998,4178600,131.268463
"2011-11-23",180.669998,181.490005,177.520004,177.949997,4800900,128.835831
"2011-11-25",178.009995,179.559998,177.059998,177.059998,2232800,128.191406
"2011-11-28",182.710007,182.929993,180.669998,182.210007,4524200,131.920044
"2011-11-29",182.020004,183.309998,180.839996,180.940002,3661600,131.00058
"2011-11-30",184.570007,188.350006,184.210007,188,7836800,136.11203
"2011-12-01",187.009995,189.990005,186.770004,189.449997,4858800,137.161804
"2011-12-02",189.919998,191.330002,189.449997,189.660004,4962200,137.313919
"2011-12-05",191.179993,193.610001,190.380005,190.839996,5699400,138.168213
"2011-12-06",190.649994,193.529999,190.320007,192.940002,4144900,139.688614
"2011-12-07",191.990005,194.899994,191.279999,194.050003,5081700,140.492203
"2011-12-08",192.479996,193.800003,191.070007,191.580002,4369000,138.703903
"2011-12-09",192.910004,194.869995,192.399994,194.559998,4847900,140.861465
"2011-12-12",193.639999,193.899994,191.220001,192.179993,3796100,139.138306
"2011-12-13",193.460007,194.300003,190.639999,191.149994,5008400,138.392639
"2011-12-14",189.839996,190.279999,188,188.720001,5057700,136.633286
"2011-12-15",190.479996,191.199997,186.889999,187.479996,4474500,135.735519
"2011-12-16",188.009995,188.009995,181.910004,183.570007,11849400,132.904678
"2011-12-19",184.509995,184.690002,182.25,182.889999,5039900,132.412399
"2011-12-20",185.5,187.330002,184.759995,187.240005,4740100,135.561768
"2011-12-21",183.220001,183.5,179.039993,181.470001,9282500,131.384277
"2011-12-22",182.710007,182.800003,181,182.039993,5052000,131.796967
"2011-12-23",183.110001,184.850006,181.889999,184.75,3052300,133.759003
"2011-12-27",184.970001,185.850006,184.389999,184.949997,2775200,133.903885
"2011-12-28",185.190002,185.399994,183.339996,183.990005,2872000,133.208755
"2011-12-29",184.070007,186.229996,184.009995,186.179993,2941600,134.794312
"2011-12-30",186.330002,186.479996,183.850006,183.880005,3530900,133.129135
"2012-01-03",186.729996,188.710007,186,186.300003,5646000,134.881241
"2012-01-04",185.570007,186.330002,184.940002,185.539993,4346700,134.330948
"2012-01-05",184.809998,185.029999,183.100006,184.660004,4463100,133.693863
"2012-01-06",184.389999,184.479996,182.309998,182.539993,4897100,132.158981
"2012-01-09",182.199997,182.270004,180.270004,181.589996,5201200,131.471176
"2012-01-10",183.229996,183.720001,181.199997,181.309998,5161000,131.268463
"2012-01-11",180.729996,182.809998,180.5,182.320007,4110800,131.99971
"2012-01-12",181.860001,181.910004,178.380005,180.550003,6881000,130.718216
"2012-01-13",179.479996,179.610001,177.350006,179.160004,5279200,129.711868
"2012-01-17",180.360001,182,179.320007,180,6003400,130.320023
"2012-01-18",179.830002,181.600006,179.5,181.070007,4600600,131.094696
"2012-01-19",181.789993,182.360001,180.350006,180.520004,8567200,130.696518
"2012-01-20",185.770004,188.970001,184.75,188.520004,12849700,136.488495
"2012-01-23",187.910004,190.520004,187.669998,189.979996,5751700,137.545547
"2012-01-24",188.630005,192.300003,188.520004,191.929993,5345700,138.957352
"2012-01-25",191.330002,192.240005,189.610001,191.729996,4359700,138.812515
"2012-01-26",191.789993,192.789993,190.470001,190.979996,4004700,138.269531
"2012-01-27",190.009995,191.770004,189.809998,190.460007,3360400,137.893005
"2012-01-30",189.389999,192.729996,188.220001,192.5,4359000,139.370056
"2012-01-31",193.089996,193.100006,191,192.600006,4826800,139.442398
"2012-02-01",193.210007,194.809998,192.410004,192.619995,5088800,139.456909
"2012-02-02",192.720001,193.330002,191.330002,191.529999,3907300,138.66777
"2012-02-03",192.929993,194.130005,192.539993,193.639999,4521700,140.195374
"2012-02-06",192.479996,193.759995,192,192.820007,3639800,139.601715
"2012-02-07",192.449997,194.139999,191.970001,193.350006,3433000,139.985458
"2012-02-08",192.779999,193.580002,191.729996,192.949997,3803800,140.239822
"2012-02-09",193.029999,194.460007,192.550003,193.130005,3876400,140.370651
"2012-02-10",191.759995,192.429993,191.279999,192.419998,3391100,139.854599
"2012-02-13",193.309998,193.690002,191.740005,192.619995,2458800,139.999969
"2012-02-14",191.759995,192.600006,190.830002,192.220001,3398100,139.709244
"2012-02-15",192.309998,193.440002,191.259995,192.25,4020900,139.731018
"2012-02-16",192.610001,193.25,192,193.020004,3525500,140.290665
"2012-02-17",193.710007,193.860001,192.300003,193.419998,3746500,140.581421
"2012-02-21",193.729996,194.240005,192.460007,193.389999,3293600,140.55957
"2012-02-22",193.029999,194.740005,192.75,193.869995,3275800,140.908508
"2012-02-23",193.869995,199.229996,193.279999,197.610001,8032700,143.626755
"2012-02-24",198.380005,198.559998,196.610001,197.759995,3353200,143.735809
"2012-02-27",196.779999,198.710007,196.100006,197.529999,3758400,143.568604
"2012-02-28",197.75,198.960007,197.429993,197.979996,3167400,143.895691
"2012-02-29",197.860001,199.169998,196.449997,196.729996,5117100,142.987213
"2012-03-01",197.229996,198.470001,196.929993,197.529999,3560300,143.568604
"2012-03-02",197.100006,198.889999,197.059998,198.809998,3727400,144.498962
"2012-03-05",198.360001,201.190002,198.300003,200.660004,6938000,145.843552
"2012-03-06",199.139999,199.639999,196.809998,197.259995,5214700,143.372406
"2012-03-07",198.089996,198.570007,197.309998,197.770004,3346900,143.743103
"2012-03-08",199.240005,199.990005,198.649994,199.809998,3145800,145.2258
"2012-03-09",199.979996,201.100006,199.720001,200.619995,3178200,145.814545
"2012-03-12",200.929993,201.570007,200.229996,201,3119700,146.090637
"2012-03-13",201.720001,203.899994,201.610001,203.779999,4866000,148.111252
"2012-03-14",203.779999,205.149994,203.639999,204.720001,4602300,148.794479
"2012-03-15",204.940002,206.179993,204.740005,206,3621100,149.724777
"2012-03-16",207.029999,207.520004,206.009995,206.009995,9637000,149.732071
"2012-03-19",205.710007,206.529999,204.5,205.720001,3763200,149.521255
"2012-03-20",204.740005,205,203.699997,204.25,3695100,148.452881
"2012-03-21",204.320007,205.770004,204.300003,204.690002,3329900,148.772644
"2012-03-22",204,205.990005,203.960007,205.490005,3307800,149.354111
"2012-03-23",205.889999,205.960007,204.559998,205.479996,3036200,149.346817
"2012-03-26",206.449997,207.919998,206.320007,207.770004,3418200,151.011276
"2012-03-27",208.460007,208.660004,207,207.179993,2704500,150.582443
"2012-03-28",207.440002,208.690002,206.270004,207.289993,3265700,150.662415
"2012-03-29",206.089996,208.5,206.020004,208.270004,3403700,151.374664
"2012-03-30",208.740005,209.119995,208.009995,208.649994,3215200,151.650833
"2012-04-02",208.960007,209.690002,208.089996,209.470001,3387900,152.246872
"2012-04-03",209.309998,210.690002,208.539993,209.5,4091500,152.268616
"2012-04-04",206.220001,206.979996,205.190002,206.050003,4404000,149.761139
"2012-04-05",205.149994,205.679993,204.460007,205.470001,3809000,149.3396
"2012-04-09",204.399994,206.169998,203.369995,204.940002,3326900,148.954361
"2012-04-10",204.940002,205.740005,202.169998,202.330002,4132900,147.057358
"2012-04-11",203.990005,204.320007,202.460007,202.580002,3366200,147.23912
"2012-04-12",202.800003,205.559998,202.639999,205.320007,2929600,149.230591
"2012-04-13",204.320007,204.649994,202.800003,202.800003,3767000,147.398941
"2012-04-16",204.740005,205.970001,202.720001,202.720001,3826600,147.34082
"2012-04-17",204.570007,207.639999,204.149994,207.449997,6065500,150.778671
"2012-04-18",202.429993,204.070007,200,200.130005,10153500,145.458405
"2012-04-19",200.029999,201.259995,197.520004,199.509995,5762900,145.007736
"2012-04-20",199.830002,200.119995,199.089996,199.600006,4758200,145.073181
"2012-04-23",197.889999,199.100006,196.789993,198.619995,3618800,144.360855
"2012-04-24",199.059998,202.479996,198.869995,200,5626300,145.363876
"2012-04-25",202.020004,203.690002,201.800003,203.570007,4003400,147.958649
"2012-04-26",203.399994,206.210007,203.399994,205.580002,3302700,149.41951
"2012-04-27",206.470001,208.169998,205.910004,206.809998,3496900,150.313507
"2012-04-30",206.710007,207.960007,206.320007,207.080002,2773200,150.509781
"2012-05-01",207.179993,208.929993,206.710007,208,2715900,151.178406
"2012-05-02",206.970001,208.270004,206.910004,208.059998,2360300,151.222015
"2012-05-03",208.270004,208.919998,206.550003,207.240005,2826600,150.626068
"2012-05-04",206.470001,207.110001,204.399994,204.990005,4023600,148.990723
"2012-05-07",203.960007,204.770004,202.899994,203.75,3373400,148.089462
"2012-05-08",202.440002,203.059998,199.720001,201.479996,3881500,147.05307
"2012-05-09",199.990005,203,199.059998,201.229996,3742500,146.870605
"2012-05-10",201,203.25,200.020004,200.600006,3830500,146.410751
"2012-05-11",199.960007,202.119995,199.949997,201.169998,2391500,146.826767
"2012-05-14",199.919998,200.710007,198.559998,199.440002,3029200,145.564117
"2012-05-15",199.440002,201.470001,198.759995,199.039993,2987400,145.272186
"2012-05-16",199.419998,201.350006,198.179993,199.729996,5001000,145.775757
"2012-05-17",199.669998,200.789993,197.639999,197.889999,5626300,144.432846
"2012-05-18",198.779999,198.779999,195.160004,195.880005,5737100,142.965805
"2012-05-21",195.979996,197.929993,194.630005,197.759995,3831700,144.337952
"2012-05-22",198.039993,198.259995,196.059998,196.820007,3567100,143.651917
"2012-05-23",195.529999,196.490005,193.199997,196.119995,4100000,143.140945
"2012-05-24",195.990005,196.279999,194,196.089996,3569300,143.119064
"2012-05-25",195.110001,196,194,194.300003,2901900,141.812637
"2012-05-29",195.220001,198.080002,195.220001,196.460007,3618500,143.389145
"2012-05-30",194.800003,195.470001,193.770004,194.529999,3602500,141.980484
"2012-05-31",194.100006,194.929993,192,192.899994,9287500,140.790833
"2012-06-01",190.119995,191.720001,188.600006,189.080002,5206400,138.002747
"2012-06-04",188.339996,189.380005,187,188.539993,4624500,137.608612
"2012-06-05",187.919998,189.850006,187.559998,189.199997,3556500,138.090317
"2012-06-06",190.779999,194,190.020004,193.990005,3641300,141.586349
"2012-06-07",195.279999,195.830002,193.940002,194.440002,3701100,141.914795
"2012-06-08",193.710007,195.139999,192.699997,195.139999,2479200,142.425735
"2012-06-11",196.600006,196.699997,192.369995,192.509995,3273300,140.506195
"2012-06-12",192.139999,194.669998,192.139999,194.550003,3023700,141.995132
"2012-06-13",194.360001,195.190002,192.350006,193.100006,3247700,140.936768
"2012-06-14",193,195.830002,192.740005,195.100006,3585000,142.396515
"2012-06-15",196.080002,199.270004,195.399994,199.100006,6389000,145.31601
"2012-06-18",197.570007,199.639999,197.169998,198.289993,3378900,144.724792
"2012-06-19",198.830002,199.990005,198.800003,198.929993,3297600,145.191879
"2012-06-20",198.699997,199.740005,197.5,198.779999,3378200,145.082428
"2012-06-21",199.070007,199.449997,193.190002,193.389999,4316600,141.148392
"2012-06-22",193.869995,194.880005,193.220001,193.699997,8823000,141.374725
"2012-06-25",192.479996,193.389999,191.679993,192.860001,3211600,140.761658
"2012-06-26",193.539993,193.679993,190.75,191.949997,3435900,140.097473
"2012-06-27",192.139999,193.699997,190.899994,193,2762700,140.8638
"2012-06-28",191.229996,192.080002,188.899994,191.399994,3967300,139.69603
"2012-06-29",194.550003,195.809998,192.410004,195.580002,5259600,142.746872
"2012-07-02",196.360001,197.199997,194.850006,195.830002,2827000,142.929352
"2012-07-03",195.460007,196.339996,194.910004,195.929993,1450400,143.002289
"2012-07-05",194.880005,196.850006,193.630005,195.289993,2690200,142.535217
"2012-07-06",193.919998,193.940002,189.740005,191.410004,4952900,139.703308
"2012-07-09",190.759995,191,188.050003,189.669998,3988100,138.433319
"2012-07-10",190.300003,191.139999,185.600006,186.259995,4690300,135.944534
"2012-07-11",186.220001,187.360001,183.509995,185.25,5456100,135.207367
"2012-07-12",184.25,184.389999,181.850006,183.089996,4931300,133.630829
"2012-07-13",183.460007,186.330002,183.029999,186.009995,3933000,135.762024
"2012-07-16",185.580002,186.100006,184.580002,184.789993,3144400,134.871597
"2012-07-17",185.729996,186.289993,183.199997,183.649994,5158600,134.039566
"2012-07-18",184.149994,188.589996,183.550003,188.25,8019500,137.396957
"2012-07-19",193.399994,196.850006,192.970001,195.339996,10395400,142.571655
"2012-07-20",194.089996,194.899994,192.169998,192.449997,4789700,140.462402
"2012-07-23",189.779999,191.300003,188.199997,190.830002,3904500,139.279984
"2012-07-24",190.919998,191.320007,188.559998,190.339996,3597100,138.922394
"2012-07-25",190.309998,192.770004,189.320007,191.080002,3833800,139.462448
"2012-07-26",193.490005,194.949997,192.570007,193.949997,3282900,141.55719
"2012-07-27",195.100006,197.410004,193.949997,196.389999,4177300,143.338043
"2012-07-30",196.320007,197.839996,195.919998,196.679993,2787000,143.549713
"2012-07-31",196.5,197.580002,195.880005,195.979996,3507000,143.038834
"2012-08-01",196.960007,197.850006,194.720001,195.179993,2559300,142.45488
"2012-08-02",194.160004,196.600006,193.020004,194.449997,2812600,141.922119
"2012-08-03",196.479996,198.949997,196.160004,198.520004,3278100,144.892639
"2012-08-06",198.759995,199.940002,198.520004,198.759995,2337800,145.06778
"2012-08-07",199.429993,200.880005,198.800003,199.929993,3209400,145.921768
"2012-08-08",198.270004,199.690002,198.160004,199.029999,2068300,145.885147
"2012-08-09",198.619995,199.460007,197.889999,198.419998,2160100,145.438019
"2012-08-10",197.869995,199.369995,197.240005,199.289993,2600500,146.075684
"2012-08-13",198.880005,199.979996,197.789993,199.009995,2418300,145.870453
"2012-08-14",198.880005,199.330002,197.720001,198.289993,2562300,145.342667
"2012-08-15",198.899994,199.330002,197.919998,198.399994,2111800,145.423325
"2012-08-16",198.770004,201.320007,198.119995,200.839996,2729500,147.211823
"2012-08-17",201.080002,202,200.660004,201.220001,2551800,147.490356
"2012-08-20",200.690002,201.130005,200.029999,200.5,2336000,146.962601
"2012-08-21",200.990005,201,198.369995,198.649994,3111300,145.606583
"2012-08-22",198.639999,198.649994,196.899994,197.25,3296100,144.580399
"2012-08-23",197.039993,197.369995,195.440002,195.699997,2757400,143.444275
"2012-08-24",194.960007,198.110001,194.199997,197.770004,2639500,144.961548
"2012-08-27",197.960007,198.300003,195.610001,195.690002,2498800,143.436966
"2012-08-28",195.559998,196.110001,194.5,194.869995,2539200,142.835938
"2012-08-29",195.130005,196.039993,194.899994,195.080002,2141400,142.989853
"2012-08-30",194.770004,195.470001,193.179993,193.369995,2740900,141.736435
"2012-08-31",194.309998,195.949997,193.460007,194.850006,3193300,142.821213
"2012-09-04",196.610001,197.169998,193.25,194.539993,4514400,142.594009
"2012-09-05",194.410004,195.850006,193.889999,195.039993,3312500,142.96051
"2012-09-06",196.259995,199.460007,196.110001,199.100006,3931700,145.936462
"2012-09-07",199.119995,199.5,198.080002,199.5,3413700,146.229614
"2012-09-10",199.389999,201.820007,198.729996,200.949997,4208000,147.292465
"2012-09-11",200.550003,203.460007,200.509995,203.270004,3910600,148.992889
"2012-09-12",203.520004,204.649994,202.960007,203.770004,3284000,149.359436
"2012-09-13",204.380005,206.809998,203.460007,206.360001,3879600,151.257858
"2012-09-14",206.240005,207.649994,206.050003,206.809998,4057100,151.587677
"2012-09-17",205.550003,207.990005,205.550003,207.149994,3275100,151.836914
"2012-09-18",206.880005,207.880005,206.479996,207.070007,2476100,151.778275
"2012-09-19",207.550003,207.570007,206.009995,206.429993,2605600,151.309174
"2012-09-20",205.850006,206.990005,205.300003,206.179993,3739100,151.1259
"2012-09-21",207.360001,207.940002,205.919998,205.979996,12771500,150.979355
"2012-09-24",205.020004,206.059998,204.899994,205.289993,3511100,150.473541
"2012-09-25",205.600006,207.320007,204.949997,204.979996,3345200,150.246368
"2012-09-26",205.050003,205.979996,203.899994,204,3423300,149.52803
"2012-09-27",204.369995,206.899994,204.139999,205.910004,2771900,150.928024
"2012-09-28",205.660004,208.320007,205.309998,207.449997,4910900,152.056793
"2012-10-01",208.009995,211.75,207.940002,210.470001,5456900,154.270401
"2012-10-02",210.960007,211.470001,208.5,209.839996,3321000,153.80864
"2012-10-03",209.940002,211.300003,209.300003,210.509995,3192300,154.299713
"2012-10-04",210.279999,210.970001,208.529999,210.389999,2957500,154.211792
"2012-10-05",211.149994,211.789993,210.059998,210.589996,2858400,154.358414
"2012-10-08",210.020004,210.639999,209.210007,209.820007,1982600,153.793961
"2012-10-09",209.949997,210.740005,207.699997,207.990005,3580400,152.452621
"2012-10-10",207.820007,208.229996,205.050003,205.820007,4024500,150.86203
"2012-10-11",206.570007,207.270004,205.630005,205.759995,2910000,150.818069
"2012-10-12",205.639999,207.960007,205.559998,207.800003,2712000,152.313339
"2012-10-15",208.880005,209.399994,207.820007,208.929993,3060900,153.141602
"2012-10-16",209.940002,211,209.470001,211,5632100,154.658905
"2012-10-17",201.210007,203.410004,198.550003,200.630005,12673900,147.057877
"2012-10-18",199.910004,200.139999,194.070007,194.960007,9295900,142.90184
"2012-10-19",195.289993,196.080002,193.179993,193.360001,6620300,141.729095
"2012-10-22",193.710007,194.679993,192.440002,194.399994,4402500,142.491409
"2012-10-23",193.529999,194,190.940002,191.25,4427400,140.182541
"2012-10-24",192.440002,193.289993,190.559998,190.720001,3738000,139.794052
"2012-10-25",191.410004,192.440002,190.710007,191.600006,3249600,140.439056
"2012-10-26",191.490005,193.869995,191.470001,193.270004,4006500,141.663147
"2012-10-31",194.800003,196.410004,193.630005,194.529999,6052300,142.5867
"2012-11-01",194.679993,197.889999,194.550003,197.149994,3758800,144.507111
"2012-11-02",197.529999,198,193.289993,193.429993,4260100,141.780441
"2012-11-05",192.360001,194.970001,192.009995,194.139999,2736200,142.300827
"2012-11-06",195.259995,196.75,194.679993,195.070007,3281000,142.982498
"2012-11-07",193.360001,193.679993,191.160004,191.160004,4746200,140.729782
"2012-11-08",191.399994,191.809998,190.089996,190.100006,3542200,139.949417
"2012-11-09",189.850006,191.639999,188.880005,189.639999,3671600,139.610748
"2012-11-12",190.029999,190.770004,187.410004,189.25,3067400,139.323669
"2012-11-13",188.389999,190.880005,188.25,188.320007,3406700,138.638977
"2012-11-14",189.139999,189.270004,185.279999,185.509995,4404400,136.570282
"2012-11-15",185.830002,187.199997,184.779999,185.850006,3411700,136.820633
"2012-11-16",186.330002,187.559998,185.100006,186.940002,4660800,137.623047
"2012-11-19",188.619995,190.389999,188.300003,190.350006,3588900,140.133438
"2012-11-20",189.880005,190.110001,188.25,189.199997,3170200,139.286865
"2012-11-21",189.300003,190.889999,188.949997,190.289993,5189600,140.089249
"2012-11-23",191,193.490005,190.800003,193.490005,3877600,142.445084
"2012-11-26",192.449997,193.369995,191.770004,192.880005,5210300,141.996017
"2012-11-27",192.080002,193.050003,191,191.229996,3290900,140.781357
"2012-11-28",190.979996,192.039993,189.270004,191.979996,3603600,141.33342
"2012-11-29",192.75,192.899994,190.199997,191.529999,4077900,141.002167
"2012-11-30",191.75,192,189.5,190.070007,4936400,139.927307
"2012-12-03",190.759995,191.300003,188.360001,189.479996,3349600,139.492981
"2012-12-04",189.710007,190.75,189.020004,189.360001,3990700,139.404633
"2012-12-05",189.009995,189.460007,186.940002,188.649994,4202100,138.881943
"2012-12-06",189.169998,190.179993,188.410004,189.699997,3216600,139.654892
"2012-12-07",190.139999,192.199997,190.110001,191.949997,4091300,141.311386
"2012-12-10",192.169998,193.539993,191.649994,192.619995,3438500,141.804565
"2012-12-11",193.179993,194.800003,193.149994,194.199997,4144000,142.967758
"2012-12-12",194.600006,194.75,192.460007,192.949997,4241900,142.047531
"2012-12-13",192.179993,193.050003,191.369995,191.990005,3623200,141.34082
"2012-12-14",191.690002,193.399994,191.259995,191.759995,3826900,141.171494
"2012-12-17",191.759995,193.910004,191.759995,193.619995,3792400,142.540787
"2012-12-18",193.850006,195.919998,193.839996,195.690002,4125900,144.064651
"2012-12-19",195.460007,196.449997,195,195.080002,4270500,143.615631
"2012-12-20",194.470001,194.949997,193.160004,194.770004,4184500,143.38739
"2012-12-21",193.100006,194.5,191.570007,193.419998,8225300,142.39357
"2012-12-24",193.050003,193.830002,192.020004,192.399994,1631200,141.642624
"2012-12-26",192.210007,193.529999,190.949997,191.949997,2776500,141.311386
"2012-12-27",191.529999,193.279999,190.699997,192.710007,3967600,141.870865
"2012-12-28",191.110001,192.220001,189.830002,189.830002,3536600,139.750656
"2012-12-31",189.229996,191.679993,188.839996,191.550003,4684900,141.016815
"2013-01-02",194.089996,196.350006,193.800003,196.350006,4234100,144.550583
"2013-01-03",195.669998,196.289993,194.440002,195.270004,3644700,143.755508
"2013-01-04",194.190002,194.460007,192.779999,193.990005,3380200,142.813156
"2013-01-07",193.399994,193.779999,192.339996,193.139999,2862300,142.187424
"2013-01-08",192.919998,193.300003,191.600006,192.869995,3026900,141.988678
"2013-01-09",193.479996,193.490005,191.649994,192.320007,3212000,141.58374
"2013-01-10",192.649994,192.960007,191.279999,192.880005,3608100,141.996017
