"dates","DD.Open","DD.High","DD.Low","DD.Close","DD.Volume","DD.Adjusted"
"2011-06-30",51.038452,51.365807,50.255653,51.237713,6923284,38.378735
"2011-07-01",51.152313,51.849716,50.839195,51.693157,5448862,38.719875
"2011-07-05",51.664692,51.97781,51.337341,51.664692,3770965,38.698563
"2011-07-06",51.465435,52.091675,51.052685,51.892414,4241571,38.869118
"2011-07-07",52.518654,53.087963,52.134373,52.902939,4471745,39.62603
"2011-07-08",52.077438,52.134373,51.223476,51.778553,5224027,38.78384
"2011-07-11",50.938824,50.953056,49.58672,49.928303,6369278,37.397934
"2011-07-12",48.860851,49.188202,47.907261,48.462334,14215577,36.299885
"2011-07-13",48.889317,49.102806,48.362705,48.74699,9062372,36.5131
"2011-07-14",48.946247,49.615185,48.74699,49.173969,6799835,36.832924
"2011-07-15",49.316296,49.871372,49.245132,49.743279,6770396,37.25935
"2011-07-18",49.415928,49.828674,48.391171,48.775455,5230210,36.534424
"2011-07-19",49.273598,49.629417,49.060108,49.472855,5288737,37.056797
"2011-07-20",49.529785,50.212955,49.415928,49.985233,3702812,37.440582
"2011-07-21",50.341049,51.195011,50.255653,50.881893,4725246,38.112213
"2011-07-22",50.739567,51.02422,50.469147,50.639938,2754573,37.930973
"2011-07-25",49.885605,51.636227,49.686348,51.223476,6320868,38.368073
"2011-07-26",51.038452,51.536598,50.26989,51.02422,8147085,38.218811
"2011-07-27",51.949345,52.518654,49.657883,49.800209,11671856,37.302002
"2011-07-28",50.12756,51.693157,50.099094,50.341049,9128417,37.707104
"2011-07-29",49.757511,50.739567,49.273598,49.629417,8465858,37.174065
"2011-08-01",50.867661,51.508133,49.102806,50.013699,7600878,37.461918
"2011-08-02",49.316296,50.298351,47.907261,47.921494,7387145,35.894772
"2011-08-03",47.893028,48.191914,46.042774,48.06382,8544269,36.001389
"2011-08-04",46.967903,46.967903,42.925816,43.139305,15630839,32.312756
"2011-08-05",43.964802,44.192528,41.659107,43.011211,12951305,32.216812
"2011-08-08",40.719749,41.701805,37.987068,38.527912,17147628,28.858673
"2011-08-09",39.239548,41.858364,38.599075,41.787201,13774901,31.299988
"2011-08-10",40.435093,41.872597,39.880016,40.022346,12871980,29.978058
"2011-08-11",40.463558,42.698093,39.979649,41.872597,13973739,31.363951
"2011-08-12",42.21418,42.911583,41.289055,41.886829,8025464,31.374611
"2011-08-15",42.299576,42.811954,42.029156,42.811954,5877171,32.067554
"2011-08-16",42.399204,42.769257,41.459846,41.73027,7016801,31.257345
"2011-08-17",41.886829,42.755024,41.644875,42.057621,6503616,31.502535
"2011-08-18",40.648582,40.776676,37.816277,38.271725,13852047,28.666782
"2011-08-19",37.488926,38.940659,37.289665,37.375065,9432435,27.995155
"2011-08-22",38.442516,38.456749,36.236446,36.421474,11890719,27.280886
"2011-08-23",36.706127,37.531624,36.179516,37.531624,9076846,28.112421
"2011-08-24",37.303902,38.257492,37.061943,38.186329,8043591,28.602818
"2011-08-25",38.243259,38.57061,37.375065,37.574322,7823043,28.144403
"2011-08-26",37.175804,38.470982,36.222214,38.172096,8375152,28.592154
"2011-08-29",38.869495,40.349697,38.755634,40.292767,7234609,30.180614
"2011-08-30",40.022346,40.563187,39.709225,40.221603,7941713,30.127314
"2011-08-31",40.705517,41.545242,40.079277,40.492023,7780886,30.329855
"2011-09-01",40.378162,40.833611,39.19685,39.282246,7517619,29.423695
"2011-09-02",38.186329,38.627541,37.659718,38.015533,5814709,28.474888
"2011-09-06",36.72036,37.318134,36.250683,37.204269,7628420,27.867212
"2011-09-07",38.542145,38.684471,38.172096,38.527912,6512680,28.858673
"2011-09-08",38.342888,38.51368,37.645485,38.285957,9296340,28.677444
"2011-09-09",37.730881,37.787811,36.50687,36.677662,7594976,27.472771
"2011-09-12",36.008724,36.933849,35.852165,36.663429,6319041,27.462112
"2011-09-13",36.891151,37.745113,36.578033,37.446228,5287684,28.048456
"2011-09-14",37.645485,38.940659,36.862686,38.30019,7032398,28.688099
"2011-09-15",38.912193,39.495735,38.613308,39.495735,6272388,29.583601
"2011-09-16",39.652294,40.563187,39.552666,40.278534,9345101,30.169947
"2011-09-19",39.225315,39.666527,38.470982,39.453037,6214985,29.551624
"2011-09-20",39.623829,39.979649,38.7841,38.812565,6387686,29.071888
"2011-09-21",38.556377,39.068756,36.336079,36.350307,8844002,27.227571
"2011-09-22",35.510578,35.624443,32.023567,32.763672,19477896,24.541069
"2011-09-23",32.820599,34.158474,32.578644,33.489536,9470236,25.084764
"2011-09-26",33.944984,34.884342,32.849068,34.884342,10715959,26.12952
"2011-09-27",36.421474,37.716648,35.567513,36.421474,11613680,27.280886
"2011-09-28",36.250683,36.350307,33.745728,33.816891,8589658,25.579866
"2011-09-29",34.685085,35.19746,33.546467,33.788425,12022457,25.558325
"2011-09-30",33.389908,33.489536,31.966639,31.966639,13588429,24.18029
"2011-10-03",31.724684,32.550179,30.6003,30.614532,10929411,23.157532
"2011-10-04",29.931362,32.507481,29.33359,32.45055,13068500,24.546331
"2011-10-05",32.678272,35.14053,32.350922,34.87011,15522637,26.376541
"2011-10-06",34.699314,36.065655,34.201172,36.037189,10465971,27.25935
"2011-10-07",36.293381,36.649197,34.642387,35.240158,9069328,26.656458
"2011-10-10",36.421474,37.574322,36.393005,37.275436,6740325,28.195995
"2011-10-11",37.161572,38.428284,36.862686,37.574322,7603689,28.422077
"2011-10-12",38.229027,39.438805,38.143627,38.84103,9010801,29.380239
"2011-10-13",38.328655,38.328655,37.061943,37.958603,7147205,28.712749
"2011-10-14",38.7841,39.46727,38.712936,39.396107,6028021,29.800108
"2011-10-17",39.396107,39.396107,37.602787,37.759346,10230527,28.562021
"2011-10-18",37.545856,39.851555,37.175804,39.5242,12848654,29.897001
"2011-10-19",39.538433,39.538433,37.588554,37.844742,7563781,28.626631
"2011-10-20",37.901672,38.285957,36.563801,37.61702,9169660,28.454369
"2011-10-21",38.214794,39.068756,38.157864,38.769867,8635046,29.326406
"2011-10-24",38.969128,39.894253,38.912193,39.709225,7464713,30.036963
"2011-10-25",39.581131,39.709225,37.602787,37.702415,11554942,28.518959
"2011-10-26",38.285957,38.883732,37.019245,38.271725,11296453,28.949606
"2011-10-27",40.548954,42.071854,39.566898,41.417149,12570632,31.328867
"2011-10-28",41.018635,41.701805,40.378162,41.630638,7396560,31.490364
"2011-10-31",40.904774,40.99017,39.638062,39.680759,8216152,30.015425
"2011-11-01",37.545856,39.339176,37.147339,38.912193,12548710,29.434067
"2011-11-02",39.780388,40.506256,39.168385,39.851555,7869063,30.144625
"2011-11-03",40.591652,40.890541,39.595364,40.733978,6078047,30.812105
"2011-11-04",40.235836,40.506256,39.5242,40.107742,7398597,30.338408
"2011-11-07",39.951183,40.378162,39.19685,40.15044,5235480,30.370716
"2011-11-08",40.321232,40.876308,39.794621,40.662815,6455839,30.758274
"2011-11-09",39.282246,39.766155,38.456749,38.684471,8708188,29.261808
"2011-11-10",39.453037,39.709225,38.428284,39.011826,7463167,29.509426
"2011-11-11",39.381874,40.335464,39.381874,40.121975,4532451,30.349171
"2011-11-14",39.979649,40.264301,39.211082,39.652294,4176369,29.9939
"2011-11-15",39.367641,39.652294,38.812565,39.396107,5297590,29.800108
"2011-11-16",38.84103,39.282246,38.30019,38.371353,6464200,29.02496
"2011-11-17",38.229027,38.51368,37.005013,37.275436,11059042,28.195995
"2011-11-18",37.517391,37.745113,36.72036,36.933849,8036706,27.937605
"2011-11-21",36.165283,36.236446,35.595978,35.951794,8045348,27.194759
"2011-11-22",35.866398,36.136818,35.183228,35.795235,5765316,27.076323
"2011-11-23",35.282856,35.624443,34.756248,35.012436,7562446,26.484201
"2011-11-25",34.983971,35.581745,34.813179,34.827412,2051052,26.344248
"2011-11-28",36.649197,36.876919,36.122585,36.50687,5026524,27.614622
"2011-11-29",36.478405,37.118874,36.250683,36.649197,4585498,27.722275
"2011-11-30",38.314423,39.481503,38.314423,39.438805,7311825,29.832417
"2011-12-01",38.897961,39.538433,38.7841,39.239548,5258525,29.681692
"2011-12-02",39.709225,40.022346,39.282246,39.495735,5548913,29.875462
"2011-12-05",40.264301,40.563187,39.495735,39.837318,4614515,30.133858
"2011-12-06",39.851555,40.449326,39.211082,39.922714,5381201,30.198452
"2011-12-07",39.509968,39.808853,39.111454,39.581131,6031464,29.940062
"2011-12-08",39.111454,39.282246,37.958603,38.100929,5093202,28.820402
"2011-12-09",37.118874,38.769867,36.919617,38.57061,5578282,29.175676
"2011-12-12",37.94437,38.043999,37.104641,37.488926,4160280,28.357468
"2011-12-13",37.915905,38.172096,36.236446,36.649197,5376001,27.722275
"2011-12-14",36.122585,36.919617,35.909096,36.122585,6112404,27.323944
"2011-12-15",36.848454,36.933849,36.051422,36.72036,5380568,27.776112
"2011-12-16",37.232738,37.631252,36.791523,37.517391,11006276,28.379017
"2011-12-19",37.659718,37.688183,36.464172,36.634964,6503194,27.711515
"2011-12-20",37.375065,38.485214,37.375065,38.371353,8777886,29.02496
"2011-12-21",38.470982,38.897961,38.100929,38.826797,6784448,29.369467
"2011-12-22",39.026058,39.993881,38.869495,39.936951,6711518,30.209217
"2011-12-23",40.09351,41.118263,39.993881,41.0471,5909070,31.04895
"2011-12-27",40.975937,41.431381,40.790913,41.0471,4513832,31.04895
"2011-12-28",40.776676,40.847843,39.851555,40.09351,5298574,30.592838
"2011-12-29",40.264301,40.933239,40.09351,40.890541,4258574,31.201006
"2011-12-30",41.061333,41.075565,40.776676,40.933239,3157659,31.233578
"2012-01-03",41.67334,42.655396,41.659107,42.399204,7147064,32.352161
"2012-01-04",42.399204,42.683861,41.915295,42.62693,5274334,32.525925
"2012-01-05",42.413441,43.068142,41.73027,42.89735,5761663,32.732269
"2012-01-06",42.911583,43.267399,42.21418,43.153538,5847872,32.927757
"2012-01-09",43.352798,43.438194,43.011211,43.139305,4589432,32.916897
"2012-01-10",43.907871,45.089188,43.836708,44.092896,9735470,33.644516
"2012-01-11",43.979034,44.96109,43.865173,44.733368,5468183,34.133232
"2012-01-12",45.032253,46.355896,44.832996,46.341663,8452087,35.360413
"2012-01-13",45.615795,45.943146,44.946857,45.573097,5970759,34.773952
"2012-01-17",46.569386,46.967903,46.085472,46.441292,6123786,35.436432
"2012-01-18",46.370129,47.195625,46.21357,47.181393,6192572,36.001156
"2012-01-19",47.124462,47.224091,46.612083,46.939438,5676788,35.816532
"2012-01-20",46.982136,47.537209,46.868275,47.522976,5660206,36.261795
"2012-01-23",47.594139,47.608372,46.953671,47.110229,5125522,35.946846
"2012-01-24",46.54092,47.579906,46.071243,47.508743,4675502,36.250935
"2012-01-25",47.480278,48.06382,46.967903,48.021122,5222763,36.641895
"2012-01-26",48.177681,48.277309,47.43758,47.551441,5582217,36.283524
"2012-01-27",47.337952,47.964191,47.152927,47.622604,6229248,36.337811
"2012-01-30",46.967903,47.65107,46.526688,47.238323,5946097,36.044594
"2012-01-31",47.779163,47.964191,47.024834,47.693768,5083295,36.392117
"2012-02-01",48.035355,48.391171,47.7934,48.305775,7345270,36.859097
"2012-02-02",47.138695,48.391171,46.982136,47.736465,8072258,36.424702
"2012-02-03",48.33424,49.031643,48.320007,48.647362,4913545,37.11974
"2012-02-06",47.836098,48.391171,47.836098,48.362705,3921042,36.902538
"2012-02-07",48.206146,48.818153,47.551441,48.191914,4731640,36.772202
"2012-02-08",48.106518,48.590427,47.622604,48.320007,4207424,36.869957
"2012-02-09",48.376938,49.202435,48.149216,48.988945,5262109,37.380383
"2012-02-10",48.248844,48.433868,47.693768,48.391171,5292813,36.924252
"2012-02-13",48.604664,48.96048,48.419636,48.661594,4290332,37.130604
"2012-02-14",48.12075,48.348473,47.252556,47.821865,3970997,36.489849
"2012-02-15",47.992657,48.419636,47.579906,47.907261,4539688,36.555023
"2012-02-16",47.921494,49.102806,47.779163,49.01741,4691451,37.402096
"2012-02-17",49.117039,49.814442,49.003178,49.814442,5766440,38.010254
"2012-02-21",49.615185,49.956768,49.01741,49.316296,5855180,37.630161
"2012-02-22",48.533497,48.875084,47.7934,47.921494,5811056,36.565872
"2012-02-23",47.907261,48.533497,47.537209,48.191914,4315345,36.772202
"2012-02-24",48.320007,48.561962,48.035355,48.134983,2604355,36.728786
"2012-02-27",47.693768,48.818153,47.352184,48.661594,4430221,37.130604
"2012-02-28",48.789688,49.529785,48.704292,48.889317,5329208,37.304367
"2012-02-29",49.088573,49.117039,47.323719,47.693768,9052606,36.392117
"2012-03-01",47.949959,48.718521,47.693768,48.533497,6578444,37.032864
"2012-03-02",48.391171,48.889317,48.177681,48.675823,4917269,37.14146
"2012-03-05",48.448101,48.618896,47.636837,47.949959,5068962,36.587601
"2012-03-06",47.024834,47.16716,45.886215,46.256268,7357706,35.295235
"2012-03-07",46.583618,47.352184,46.341663,47.138695,4973829,35.968578
"2012-03-08",47.679539,48.391171,47.565674,48.191914,4173629,36.772202
"2012-03-09",48.305775,49.01741,48.035355,48.476566,3602690,36.989418
"2012-03-12",48.362705,48.519264,47.764935,47.836098,4094656,36.500717
"2012-03-13",48.06382,49.28783,48.06382,49.245132,4130348,37.575859
"2012-03-14",49.28783,49.415928,48.74699,49.031643,3100045,37.412968
"2012-03-15",49.074341,49.814442,48.846619,49.814442,4507508,38.010254
"2012-03-16",49.899837,50.839195,49.899837,50.241421,7527737,38.336063
"2012-03-19",49.928303,50.782265,49.928303,50.440681,4740633,38.488106
"2012-03-20",50.056396,50.59724,49.956768,50.241421,4305368,38.336063
"2012-03-21",50.341049,50.469147,49.686348,49.871372,3485144,38.053707
"2012-03-22",49.159737,49.316296,48.576199,49.060108,5030740,37.434677
"2012-03-23",49.145504,49.942535,48.604664,49.842907,3888511,38.03199
"2012-03-26",49.985233,50.81073,49.985233,50.782265,5032778,38.748764
"2012-03-27",50.938824,51.237713,50.042164,50.042164,5068611,38.184032
"2012-03-28",49.85714,49.885605,48.177681,48.561962,7043359,37.319935
"2012-03-29",48.06382,48.818153,47.693768,48.647362,8397354,37.385567
"2012-03-30",49.117039,49.415928,48.889317,49.302063,6826464,37.888706
"2012-04-02",49.188202,49.885605,48.946247,49.771744,6452747,38.249641
"2012-04-03",49.430157,49.629417,48.291542,48.462334,8487428,37.243374
"2012-04-04",47.693768,48.006889,47.366417,47.821865,7961386,36.75116
"2012-04-05",47.579906,48.462334,47.252556,47.565674,9815778,36.554283
"2012-04-09",46.711712,46.982136,45.928913,46.242035,15956989,35.537075
"2012-04-10",46.142406,46.455524,44.875694,45.117653,7490850,34.672981
"2012-04-11",45.957378,46.071243,45.174583,45.359608,5927548,34.858917
"2012-04-12",45.544632,46.740177,45.430771,46.498222,6622989,35.733955
"2012-04-13",47.451813,47.978424,46.839806,47.252556,10941215,36.31366
"2012-04-16",47.565674,48.376938,47.238323,47.821865,7347658,36.75116
"2012-04-17",48.177681,49.515556,48.149216,49.273598,6881900,37.866833
"2012-04-18",48.917782,49.58672,48.917782,49.259365,5680020,37.855885
"2012-04-19",49.245132,49.899837,48.988945,49.757511,8312268,38.238728
"2012-04-20",49.871372,50.412216,49.842907,50.255653,7546145,38.621532
"2012-04-23",49.259365,49.64365,49.173969,49.472855,5398204,38.019958
"2012-04-24",49.600952,49.729046,48.889317,49.28783,6521111,37.877769
"2012-04-25",49.64365,51.351574,49.558254,51.351574,11475829,39.463757
"2012-04-26",49.2309,50.013699,48.932014,49.600952,11341561,38.118401
"2012-04-27",50.013699,50.013699,49.131271,49.430157,7036052,37.987144
"2012-04-30",49.2309,49.2309,48.078053,48.220379,7928926,37.057434
"2012-05-01",48.433868,49.003178,47.964191,48.177681,6639360,37.024612
"2012-05-02",47.779163,47.893028,47.053299,47.466045,7575444,36.477734
"2012-05-03",47.565674,47.65107,46.768642,46.768642,6207748,35.941765
"2012-05-04",46.455524,46.612083,45.800819,46.014313,5597674,35.362068
"2012-05-07",46.028545,46.256268,45.630028,45.957378,6759295,35.31831
"2012-05-08",45.573097,45.829285,44.946857,45.701191,5883565,35.121422
"2012-05-09",45.558865,46.569386,45.146114,45.729656,8686688,35.143299
"2012-05-10",46.398594,46.48399,45.544632,45.815052,4708173,35.208931
"2012-05-11",45.459236,46.242035,45.331142,45.758121,5052521,35.165173
"2012-05-14",45.146114,45.544632,44.918392,45.074951,4296515,34.64016
"2012-05-15",45.04649,45.331142,43.751312,43.936337,6997479,33.765137
"2012-05-16",44.178291,44.47718,42.854652,42.911583,6320376,32.977604
"2012-05-17",43.125072,43.196236,41.73027,41.829899,6013618,32.146336
"2012-05-18",42.043388,42.669628,41.73027,41.915295,7563781,32.211964
"2012-05-21",41.844131,43.552055,41.659107,43.46666,6459282,33.404194
"2012-05-22",43.936337,43.979034,43.068142,43.381264,5872956,33.338562
"2012-05-23",42.911583,43.608986,41.844131,43.438194,8935270,33.38232
"2012-05-24",45.188816,45.217281,44.220989,44.90416,10891470,34.508896
"2012-05-25",44.847229,45.174583,44.334854,44.548344,4255904,34.235474
"2012-05-29",45.259979,45.615795,44.989555,45.516167,5044090,34.979237
"2012-05-30",44.889927,45.160351,44.292156,44.434483,4163933,34.147968
"2012-05-31",44.334854,44.562576,43.224701,44.206757,8550382,33.972958
"2012-06-01",43.16777,43.822475,42.883118,43.210468,7695449,33.207306
"2012-06-04",43.210468,43.608986,42.797722,43.395496,6875436,33.349499
"2012-06-05",43.224701,44.021732,42.996979,43.893639,5399187,33.732315
"2012-06-06",44.377552,45.103416,44.277924,45.103416,4429167,34.662045
"2012-06-07",45.758121,46.2705,45.217281,45.31691,8076614,34.826111
"2012-06-08",45.04649,45.871983,44.804531,45.701191,4018634,35.121422
"2012-06-11",46.327431,46.455524,44.861462,44.90416,4087349,34.508896
"2012-06-12",45.188816,45.701191,44.548344,45.701191,4265741,35.121422
"2012-06-13",45.302677,45.544632,44.776066,45.060719,6224330,34.629227
"2012-06-14",45.117653,45.64426,44.90416,45.544632,5930288,35.001118
"2012-06-15",45.91468,47.110229,45.715424,46.81134,8935973,35.974571
"2012-06-18",46.683247,47.124462,46.512455,46.996368,3883101,36.116776
"2012-06-19",47.323719,48.376938,47.138695,47.85033,4249792,36.773045
"2012-06-20",47.907261,48.533497,47.622604,48.049587,5357031,36.92617
"2012-06-21",47.978424,48.248844,46.597851,46.839806,28175966,35.996464
"2012-06-22",47.024834,47.366417,46.298965,46.711712,16139737,35.898014
"2012-06-25",46.156639,46.256268,45.37384,45.886215,9712073,35.263622
"2012-06-26",45.259979,45.686958,44.377552,44.576809,11597661,34.257339
"2012-06-27",44.249454,44.434483,43.310097,43.779778,11980582,33.992126
"2012-06-28",43.623219,43.751312,42.541534,43.637451,12971750,33.881622
"2012-06-29",44.519878,44.832996,44.078663,44.832996,7545864,34.809872
"2012-07-02",44.918392,44.96109,44.135593,44.847229,4881928,34.82093
"2012-07-03",44.875694,45.146114,44.69067,45.103416,2498824,35.019844
"2012-07-05",44.591042,45.37384,44.406017,45.060719,3405328,34.986694
"2012-07-06",44.42025,45.032253,44.135593,44.847229,3627422,34.82093
"2012-07-09",44.647972,44.847229,44.192528,44.391785,3338580,34.467308
"2012-07-10",44.662205,44.847229,43.238934,43.495125,6329931,33.771103
"2012-07-11",43.509357,43.623219,42.783489,43.11084,6060200,33.47274
"2012-07-12",42.755024,42.84042,41.772968,42.413441,6699925,32.931248
"2012-07-13",42.612698,43.367027,42.612698,43.153538,4127327,33.505886
"2012-07-16",43.11084,43.125072,42.342274,42.57,6796674,33.052811
"2012-07-17",42.783489,43.139305,42.342274,43.053909,7679992,33.428543
"2012-07-18",42.755024,44.0075,42.584232,43.751312,5416120,33.97002
"2012-07-19",43.765545,44.662205,43.73708,44.576809,5368694,34.610962
"2012-07-20",44.206757,44.292156,43.879406,44.0075,5361106,34.16893
"2012-07-23",43.139305,43.423962,42.356506,43.310097,6696552,33.627449
"2012-07-24",43.267399,43.352798,42.42767,42.769257,4989427,33.207523
"2012-07-25",43.068142,43.281631,42.413441,43.082375,6812763,33.450634
"2012-07-26",41.829899,43.537823,41.289055,41.53101,14614658,32.24609
"2012-07-27",41.246357,41.872597,40.933239,41.388683,15177868,32.135601
"2012-07-30",41.417149,41.67334,40.847843,41.0471,7208402,31.870373
"2012-07-31",40.790913,41.303288,40.776676,40.961704,5467200,31.804066
"2012-08-01",41.146729,42.071854,41.018635,41.701805,9763504,32.378712
"2012-08-02",41.289055,41.872597,40.890541,41.388683,7546005,32.135601
"2012-08-03",42.114552,42.854652,42.057621,42.456139,6381222,32.964409
"2012-08-06",42.655396,43.11084,42.513065,42.683861,3844949,33.141216
"2012-08-07",42.89735,43.238934,42.655396,42.783489,4364668,33.218563
"2012-08-08",42.641163,42.854652,42.484604,42.584232,3652786,33.063869
"2012-08-09",42.57,42.954281,42.441902,42.498837,4849327,32.997562
"2012-08-10",42.313808,42.441902,42.071854,42.313808,4904271,32.853889
"2012-08-13",42.128784,42.271111,41.701805,41.915295,4448489,32.544479
"2012-08-14",42.114552,42.342274,41.829899,42.242645,4290683,32.798641
"2012-08-15",42.057621,42.384972,41.94376,42.228413,3854294,32.78759
"2012-08-16",42.185715,42.996979,42.057621,42.769257,4010203,33.207523
"2012-08-17",42.89735,43.082375,42.726559,42.925816,3893429,33.329086
"2012-08-20",42.726559,43.053909,42.612698,42.954281,3902352,33.35117
"2012-08-21",43.025444,43.46666,42.868885,43.025444,5092710,33.406433
"2012-08-22",42.89735,42.996979,42.541534,42.982746,5311642,33.37328
"2012-08-23",42.797722,42.911583,42.342274,42.399204,5696952,32.920193
"2012-08-24",42.328041,42.655396,42.029156,42.541534,3335348,33.030712
"2012-08-27",42.655396,42.655396,41.787201,41.886829,3891532,32.522369
"2012-08-28",41.801434,42.143017,41.630638,41.644875,3792675,32.334515
"2012-08-29",41.716038,41.94376,41.459846,41.73027,3159837,32.400818
"2012-08-30",41.502544,42.043388,41.488312,41.801434,4436615,32.456066
"2012-08-31",42.100319,42.441902,41.701805,41.716038,8931265,32.389767
"2012-09-04",41.659107,41.772968,40.762447,40.762447,9173103,31.64937
"2012-09-05",40.904774,41.018635,40.492023,40.492023,9256643,31.439402
"2012-09-06",40.733978,42.029156,40.733978,42.029156,9513797,32.632877
"2012-09-07",42.114552,43.196236,42.071854,43.16777,5779860,33.516941
"2012-09-10",43.11084,43.580521,42.911583,43.125072,5532191,33.483788
"2012-09-11",43.125072,43.452423,42.854652,43.039677,5094818,33.417488
"2012-09-12",43.310097,43.395496,42.641163,42.954281,4094656,33.35117
"2012-09-13",43.053909,44.733368,42.854652,44.733368,20763387,34.732536
"2012-09-14",44.989555,46.227802,44.69067,45.900448,27193580,35.638687
"2012-09-17",45.544632,45.658493,44.292156,44.306389,25205341,34.401001
"2012-09-18",44.292156,44.363319,43.936337,44.14983,5430805,34.279449
"2012-09-19",44.206757,44.406017,43.936337,44.06443,4950151,34.213139
"2012-09-20",43.637451,44.021732,43.381264,43.950569,4183044,34.124718
"2012-09-21",44.306389,44.406017,42.996979,43.068142,9941123,33.439598
"2012-09-24",43.068142,43.210468,42.740791,43.011211,4369797,33.395382
"2012-09-25",43.068142,43.324329,42.356506,42.399204,7418903,32.920193
"2012-09-26",42.157249,42.256878,41.374451,41.417149,6399490,32.506882
"2012-09-27",41.630638,41.67334,41.118263,41.488312,6654044,32.562733
"2012-09-28",41.31752,41.459846,41.075565,41.217892,5572661,32.350498
"2012-10-01",41.545242,42.143017,41.402916,41.73027,5694915,32.752644
"2012-10-02",41.844131,42.114552,41.089798,41.502544,4314783,32.573898
"2012-10-03",41.58794,41.644875,40.733978,40.862076,7437030,32.071228
"2012-10-04",41.189426,41.744503,40.890541,41.53101,5221709,32.596241
"2012-10-05",41.801434,42.285343,41.488312,41.559479,4981417,32.618591
"2012-10-08",41.345985,41.616405,41.089798,41.274822,3389449,32.395176
"2012-10-09",40.99017,41.189426,40.392395,40.42086,7814541,31.724934
"2012-10-10",40.406628,40.435093,39.894253,39.965416,6914150,31.36747
"2012-10-11",40.492023,40.662815,40.164673,40.164673,3352562,31.523855
"2012-10-12",40.221603,40.534721,39.865788,39.965416,3406241,31.36747
"2012-10-15",39.951183,40.406628,39.936951,40.306999,3421980,31.635559
"2012-10-16",40.620117,42.683861,40.563187,42.57,13455285,33.411716
"2012-10-17",42.712326,43.210468,42.356506,43.039677,9215611,33.780346
"2012-10-18",42.769257,43.381264,42.456139,43.011211,5433826,33.758011
"2012-10-19",42.996979,43.039677,42.128784,42.498837,6181892,33.355854
"2012-10-22",42.171482,42.669628,41.787201,42.328041,4634540,33.221806
"2012-10-23",41.189426,41.31752,40.563187,40.63435,7763040,31.892485
"2012-10-24",42.726559,43.936337,42.157249,42.527302,14501538,33.378208
"2012-10-25",42.84042,43.011211,41.459846,42.21418,5290845,33.13245
"2012-10-26",41.829899,42.242645,41.303288,42.086086,6601349,33.03191
"2012-10-31",42.242645,42.612698,41.31752,41.701805,4469216,32.730293
"2012-11-01",41.858364,42.911583,41.701805,42.854652,5300120,33.635128
"2012-11-02",43.182003,43.395496,42.285343,42.342274,9671252,33.232975
"2012-11-05",41.957993,42.854652,41.858364,42.783489,4313026,33.579281
"2012-11-06",42.883118,43.822475,42.797722,43.438194,6028513,34.093128
"2012-11-07",42.854652,43.438194,42.541534,43.11084,8735168,33.836197
"2012-11-08",43.011211,43.267399,41.844131,42.057621,5212153,33.009563
"2012-11-09",41.858364,42.484604,41.616405,41.787201,4862395,32.797318
"2012-11-12",41.787201,41.858364,40.919006,40.975937,4170046,32.160595
"2012-11-13",41.644875,41.929527,41.018635,41.032867,7049612,32.205269
"2012-11-14",41.089798,41.146729,40.164673,40.250069,7094790,31.590879
"2012-11-15",40.235836,40.278534,39.424572,39.694992,6368715,31.15522
"2012-11-16",39.808853,39.894253,39.068756,39.481503,8466982,30.987663
"2012-11-19",40.221603,41.0471,40.15044,40.961704,5898882,32.149418
"2012-11-20",40.847843,41.374451,40.520489,40.975937,4140607,32.160595
"2012-11-21",41.0471,41.189426,40.733978,41.018635,3183374,32.194096
"2012-11-23",41.0471,41.901062,40.961704,41.815666,2271530,32.819672
"2012-11-26",41.58794,42.114552,41.303288,42.114552,3897083,33.054249
"2012-11-27",42.043388,42.669628,41.73027,42.285343,5342768,33.188293
"2012-11-28",41.872597,42.541534,41.502544,42.513065,4306492,33.367039
"2012-11-29",42.769257,42.982746,42.399204,42.698093,3887317,33.512245
"2012-11-30",42.698093,43.125072,42.584232,42.968513,4017510,33.724495
"2012-12-03",43.11084,43.338566,41.31752,41.701805,8634625,32.730293
"2012-12-04",41.659107,42.484604,41.58794,41.701805,4085030,32.730293
"2012-12-05",41.801434,42.313808,41.53101,41.972225,4311691,32.942539
"2012-12-06",42.057621,42.384972,41.886829,42.185715,2857997,33.110096
"2012-12-07",42.242645,43.16777,42.057621,43.125072,4722717,33.847378
"2012-12-10",43.068142,43.566288,43.025444,43.566288,3882187,34.193672
"2012-12-11",43.73708,44.334854,43.608986,44.192528,5770445,34.685184
"2012-12-12",44.448715,44.761833,44.135593,44.334854,6323959,34.796879
"2012-12-13",44.363319,44.804531,43.979034,44.164059,4300520,34.662838
"2012-12-14",43.950569,45.032253,43.950569,44.719135,5233864,35.098495
"2012-12-17",44.804531,45.288445,44.676437,45.288445,5535072,35.545319
"2012-12-18",45.302677,46.75441,45.245747,46.669014,9391263,36.628883
"2012-12-19",46.654781,46.896736,46.057011,46.156639,7162451,36.226746
"2012-12-20",45.658493,46.256268,45.530399,46.242035,4418347,36.655464
"2012-12-21",45.615795,45.758121,45.174583,45.530399,6358949,36.091362
"2012-12-24",45.530399,45.971615,45.274212,45.800819,2068125,36.30571
"2012-12-26",45.886215,46.384361,45.729656,46.142406,4413570,36.576488
"2012-12-27",46.256268,46.313198,44.90416,45.715424,3942471,36.238018
"2012-12-28",45.331142,45.658493,44.90416,45.003788,4311902,35.673916
