"dates","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"2010-06-11",58.439999,59.709999,58.220001,59.48,10919100,45.280083
"2010-06-14",60.400002,60.91,58.509998,58.66,11821200,44.655849
"2010-06-15",59.709999,61.060001,59.150002,60.869999,9340600,46.338242
"2010-06-16",59.790001,61.650002,59.790001,60.810001,9602000,46.292564
"2010-06-17",61.360001,61.59,60.560001,61.360001,9951400,46.711273
"2010-06-18",61.139999,61.240002,59.459999,60.529999,16572100,46.079426
"2010-06-21",61.639999,61.889999,59.810001,60.330002,10320700,45.927158
"2010-06-22",60.330002,60.560001,58.189999,58.259998,15054100,44.351341
"2010-06-23",58.23,58.740002,57.439999,58.330002,8165300,44.404617
"2010-06-24",58.040001,58.310001,56.869999,57.139999,7830400,43.498726
"2010-06-25",57.360001,58.5,56.650002,58.220001,24144300,44.320889
"2010-06-28",57.849998,58.290001,57.07,57.34,8834400,43.650978
"2010-06-29",56.119999,56.580002,54.849998,55.080002,12915500,41.930523
"2010-06-30",55.34,56.619999,55.02,55.34,13046800,42.128441
"2010-07-01",55.290001,55.799999,53.610001,55.259998,14512400,42.067551
"2010-07-02",55.259998,56.16,54.220001,54.959999,11996700,41.839157
"2010-07-06",56.150002,56.73,54.700001,55.540001,10999000,42.280697
"2010-07-07",55.68,57.549999,55.400002,57.540001,12151000,43.803242
"2010-07-08",58.360001,58.540001,57.02,58.540001,9054900,44.564503
"2010-07-09",58.599998,58.860001,57.849998,58.560001,6312900,44.579727
"2010-07-12",58.419998,58.959999,57.599998,58.25,7019600,44.343712
"2010-07-13",59.099998,59.700001,58.560001,58.619999,9267000,44.625393
"2010-07-14",58.400002,59.52,57.93,58.889999,7879700,44.830933
"2010-07-15",58.919998,58.919998,57.419998,58.669998,11485800,44.66346
"2010-07-16",58.5,58.509998,56.599998,56.68,17111800,43.14854
"2010-07-19",57.77,59.68,57.34,59.150002,14266600,45.028866
"2010-07-20",58.490002,61.330002,58.02,61.040001,13817800,46.467659
"2010-07-21",61.25,61.5,58.91,59.59,12534900,45.363831
"2010-07-22",60.5,61.869999,60.27,61.299999,12752300,46.665585
"2010-07-23",59.080002,60,58.200001,59.349998,18903000,45.181114
"2010-07-26",59.650002,59.650002,57.84,58.849998,9594800,44.800488
"2010-07-27",59.25,59.25,57.580002,58.93,13798400,44.861393
"2010-07-28",58.919998,60.07,58.610001,59.73,10541400,45.470402
"2010-07-29",60.150002,60.98,58.709999,59.810001,10262400,45.531307
"2010-07-30",58.91,60,58.720001,59.66,8901600,45.417118
"2010-08-02",60.959999,63.369999,60.889999,62.740002,15300200,47.761806
"2010-08-03",61.84,63.369999,61.84,62.860001,11709800,47.853149
"2010-08-04",62.869999,63.720001,62.349998,62.919998,8673400,47.898827
"2010-08-05",62.630001,63.279999,61.939999,63.259998,5842000,48.157669
"2010-08-06",62.759998,63.290001,61.43,62.34,7151800,47.457302
"2010-08-09",62.84,63.189999,62.439999,62.75,4657700,47.769424
"2010-08-10",61.900002,62.529999,61.16,62.150002,6889400,47.312664
"2010-08-11",60.98,61.080002,59.630001,60.060001,9892000,45.721622
"2010-08-12",58.73,59.889999,58.630001,59.299999,7802900,45.143051
"2010-08-13",59,59.84,58.720001,58.759998,5605500,44.731968
"2010-08-16",58.509998,59.830002,58.400002,59.369999,5973300,45.196354
"2010-08-17",60,60.990002,59.639999,60.310001,5836800,45.91193
"2010-08-18",60.07,60.169998,58.720001,59.18,8503600,45.051704
"2010-08-19",59.049999,59.150002,57.369999,57.82,8520200,44.016376
"2010-08-20",57.150002,57.43,55.82,56.459999,9342100,42.981068
"2010-08-23",55.630001,56.73,55.5,55.82,10497100,42.493843
"2010-08-24",54.860001,56.360001,54.669998,54.77,15218100,41.694523
"2010-08-25",54.709999,54.919998,53.950001,54.689999,9070900,41.633629
"2010-08-26",55.189999,55.419998,53.419998,53.459999,13380200,40.697266
"2010-08-27",53.919998,55.939999,53.439999,55.759998,12558600,42.448181
"2010-08-30",55.610001,55.919998,54.099998,54.169998,9392600,41.393654
"2010-08-31",53.91,54.009998,52.91,53.330002,13104300,40.751778
"2010-09-01",54.099998,55.41,53.900002,55.18,11269600,42.165436
"2010-09-02",55.529999,56.470001,55.080002,56.419998,8583300,43.112984
"2010-09-03",57.169998,57.900002,56.790001,57.369999,9442800,43.838917
"2010-09-07",57.43,57.509998,56.610001,57.130001,9281700,43.655521
"2010-09-08",57.279999,58.900002,57.130001,58.34,8950300,44.580135
"2010-09-09",59.150002,59.380001,58.360001,58.529999,7350100,44.725327
"2010-09-10",59.139999,59.779999,58.740002,59.310001,7791700,45.321354
"2010-09-13",59.93,60.450001,59.720001,60.150002,7280700,45.963245
"2010-09-14",59.98,59.990002,58.040001,58.849998,13382300,44.969852
"2010-09-15",58.52,59.43,57.279999,58.189999,15781100,44.465515
"2010-09-16",58,58.549999,57.700001,58.18,6871700,44.45787
"2010-09-17",58.669998,58.869999,58.09,58.099998,9750100,44.396729
"2010-09-20",58.209999,59.130001,57.77,58.84,9372100,44.962219
"2010-09-21",58.849998,59.810001,58.66,59.290001,8339000,45.306065
"2010-09-22",59.400002,59.93,58.790001,58.98,6702000,45.069187
"2010-09-23",58.110001,58.84,57.799999,58.110001,8540000,44.404388
"2010-09-24",59.119999,61.060001,58.91,60.639999,9836300,46.337658
"2010-09-27",61.029999,61.07,59.669998,59.860001,7828500,45.741634
"2010-09-28",59.970001,60.439999,59.389999,60.290001,8281600,46.070221
"2010-09-29",60.369999,62.169998,60.110001,61.52,9778600,47.010105
"2010-09-30",62.209999,62.959999,61.290001,61.610001,10171200,47.07888
"2010-10-01",62.369999,62.849998,61.799999,62.43,8841500,47.705482
"2010-10-04",62.279999,63,60.57,61.200001,7277500,46.765587
"2010-10-05",62.139999,63.200001,61.869999,62.959999,9926500,48.110477
"2010-10-06",62.810001,63.919998,62.73,63.130001,8339500,48.240383
"2010-10-07",63.68,63.68,62.419998,62.990002,7831300,48.133404
"2010-10-08",62.740002,63.790001,61.599998,63.560001,8344400,48.568958
"2010-10-11",63.389999,64.089996,62.869999,63.5,5621700,48.523113
"2010-10-12",63.16,63.23,61.970001,62.66,12047900,47.881237
"2010-10-13",63.490002,64.980003,63.259998,64.620003,10551300,49.37896
"2010-10-14",64.730003,64.980003,63.700001,64.260002,8009000,49.103874
"2010-10-15",64.709999,64.879997,63.52,64.5,11585900,49.287254
"2010-10-18",63.900002,65.660004,63.529999,64.510002,8083000,49.294903
"2010-10-19",63.619999,63.880001,62.360001,63.139999,13664200,48.248016
"2010-10-20",63.439999,64.75,63.110001,64.290001,8642700,49.126781
"2010-10-21",64.5,64.949997,63.5,64.309998,10354600,49.142075
"2010-10-22",66.07,68.199997,66.010002,67.769997,14852800,51.786003
"2010-10-25",68.529999,69.910004,68.489998,68.529999,12847200,52.366753
"2010-10-26",68.440002,69.589996,68.209999,69.110001,9675000,52.809963
"2010-10-27",68.239998,69.349998,67.599998,69.239998,7859900,52.909309
"2010-10-28",69.589996,69.980003,68.540001,69.779999,14198400,53.32193
"2010-10-29",69.489998,70.230003,69.029999,69.889999,12555700,53.405998
"2010-11-01",70.440002,70.459999,69.540001,70.169998,12298100,53.619961
"2010-11-02",70.870003,72.080002,70.610001,71.470001,9437600,54.613342
"2010-11-03",71.699997,72.209999,70.949997,72.209999,9473200,55.17881
"2010-11-04",73.839996,75.839996,73.639999,75.800003,14364800,57.922085
"2010-11-05",75.449997,76.330002,74.660004,75.660004,11414200,57.815102
"2010-11-08",75.389999,75.660004,74.239998,74.839996,10578800,57.188503
"2010-11-09",75.099998,76.300003,73.5,73.919998,11238400,56.485477
"2010-11-10",73.830002,74.760002,73.230003,74.650002,11753900,57.043304
"2010-11-11",73.989998,75.139999,73.519997,75.019997,9052300,57.32605
"2010-11-12",73.589996,74.900002,73.239998,74.110001,11112500,56.63068
"2010-11-15",74.309998,74.779999,73.800003,74.300003,8442000,56.775875
"2010-11-16",72.949997,74.32,72.5,73.18,12451900,55.920013
"2010-11-17",72.739998,74.769997,72.580002,74.400002,9636900,56.85228
"2010-11-18",75.18,75.980003,75,75.5,9381300,57.69286
"2010-11-19",75.489998,76.470001,74.279999,76.43,7682000,58.403481
"2010-11-22",75.900002,76.400002,74.629997,76.400002,8319400,58.380558
"2010-11-23",75.419998,75.480003,73.830002,75.440002,9621500,57.646988
"2010-11-24",75.739998,77.199997,75.699997,77.150002,6859600,58.953674
"2010-11-26",76.129997,77.349998,75.980003,75.980003,2771200,58.059635
"2010-11-29",75.900002,77.160004,75.059998,77,8594800,59.002129
"2010-11-30",75.440002,77.790001,74.730003,77.339996,11115700,59.262657
"2010-12-01",78.300003,81.199997,78.300003,80.849998,11990000,61.952229
"2010-12-02",80.559998,81.120003,80.279999,80.739998,7863000,61.867947
"2010-12-03",79.669998,83,79.669998,82.739998,10792400,63.400463
"2010-12-06",82.739998,83.209999,81.300003,82.860001,6948200,63.492416
"2010-12-07",83.889999,84.110001,80.720001,81,9649600,62.067154
"2010-12-08",81.18,81.839996,80.300003,80.900002,7405100,61.990555
"2010-12-09",82.029999,82.419998,80.510002,81.239998,5713500,62.251072
"2010-12-10",81.019997,81.839996,80.919998,81.540001,5861900,62.480953
"2010-12-13",82.309998,83.849998,82.199997,82.43,8058000,63.162922
"2010-12-14",82.43,82.589996,81.010002,81.330002,7112600,62.320026
"2010-12-15",80.599998,81.779999,80.550003,80.720001,6427800,61.852638
"2010-12-16",80.580002,81.18,79.709999,81.129997,6678700,62.166782
"2010-12-17",81.010002,81.690002,80.709999,81.339996,7632400,62.327705
"2010-12-20",81.540001,82.400002,81.389999,82.18,5902200,62.971375
"2010-12-21",82.32,82.730003,81.739998,82.440002,5391200,63.170612
"2010-12-22",82.779999,83.160004,82.230003,82.809998,4041700,63.454128
"2010-12-23",82.550003,83,82.25,82.519997,3738300,63.231884
"2010-12-27",81.849998,82.639999,81.699997,82.419998,2858000,63.155254
"2010-12-28",82.190002,82.940002,82.190002,82.209999,2753100,62.994335
"2010-12-29",82.269997,84,82.269997,83.629997,4512500,64.082451
"2010-12-30",83.709999,84,82.830002,83.360001,3297200,63.875546
"2010-12-31",83.32,83.82,83,83.5,3385000,63.98283
"2011-01-03",84,84.550003,83.370003,83.650002,5429100,64.097771
"2011-01-04",83.809998,84.230003,80.650002,81.629997,8640400,62.549927
"2011-01-05",80.940002,82.699997,80.599998,82.589996,6215800,63.285526
"2011-01-06",82.599998,82.68,79.739998,80.529999,8257200,61.707043
"2011-01-07",80.559998,82.25,80.290001,81.559998,6604800,62.496277
"2011-01-10",80.93,81.470001,80.169998,80.68,6480600,61.821968
"2011-01-11",81.410004,82.459999,81.389999,82.260002,6606700,63.032661
"2011-01-12",82.93,84.489998,82.879997,84.449997,6797800,64.710762
"2011-01-13",84.300003,85.300003,83.900002,84.599998,7352900,64.825714
"2011-01-14",84.580002,86.959999,84.110001,86.910004,8400900,66.595764
"2011-01-18",86.589996,86.900002,85.940002,86.760002,7381700,66.480835
"2011-01-19",87.080002,87.699997,85.779999,86.260002,11819700,66.097717
"2011-01-20",84.589996,85.330002,82.440002,85.279999,11931900,65.346786
"2011-01-21",87.400002,87.559998,82.839996,83.480003,19141800,63.967495
"2011-01-24",84,84.760002,82,84.25,9926200,64.557518
"2011-01-25",84.260002,84.540001,82.230003,83.25,9155200,63.791256
"2011-01-26",83.989998,87.75,83.830002,87.449997,10597600,67.009529
"2011-01-27",87.349998,87.870003,85.510002,85.980003,9216100,65.883171
"2011-01-28",87.400002,87.489998,85.709999,86.669998,8792000,66.411888
"2011-01-31",86.410004,89,86.110001,88.989998,8150600,68.18959
"2011-02-01",89.480003,90.419998,88.900002,89.639999,10033100,68.687668
"2011-02-02",89.440002,89.809998,88.43,89.080002,5519300,68.258575
"2011-02-03",89.400002,89.540001,87.720001,89.43,5515400,68.526749
"2011-02-04",89.589996,89.970001,88.160004,89.330002,6035400,68.450165
"2011-02-07",89.620003,91.239998,89.099998,89.830002,6746200,68.833252
"2011-02-08",89.370003,89.690002,87.599998,89.059998,6173300,68.243248
"2011-02-09",88.389999,89.639999,87.25,88.489998,6166100,67.806465
"2011-02-10",88.589996,90.699997,88.300003,90.629997,6874100,69.446259
"2011-02-11",89.989998,91.610001,89.650002,90.370003,5893400,69.247032
"2011-02-14",90.209999,92.339996,90.209999,92.239998,5718600,70.87603
"2011-02-15",92.089996,92.660004,91.150002,92.339996,7363000,70.952866
"2011-02-16",92.360001,94.5,91.779999,94.010002,8895100,72.236069
"2011-02-17",92.459999,94.919998,92.459999,94.370003,6732700,72.512695
"2011-02-18",94.75,95.150002,93.650002,95.040001,8260700,73.027496
"2011-02-22",95,95.639999,91.410004,92.910004,13636900,71.390846
"2011-02-23",92.199997,94.610001,92.029999,92.900002,10386900,71.383171
"2011-02-24",91.849998,92.610001,89.519997,89.650002,11831400,68.885887
"2011-02-25",90.629997,92.980003,90.25,92.849998,8013200,71.344749
"2011-02-28",93.129997,93.610001,91.82,93.419998,8325600,71.7827
"2011-03-01",94.489998,95,91.400002,91.5,9201700,70.307449
"2011-03-02",90.860001,91.43,89.519997,90.989998,9360200,69.915527
"2011-03-03",92.349998,93.010002,91.529999,92.849998,7650200,71.344749
"2011-03-04",92.639999,92.980003,90.449997,91.400002,6040500,70.230576
"2011-03-07",91.779999,92.330002,89.919998,90.25,6867200,69.346931
"2011-03-08",91.300003,91.360001,89.529999,89.849998,5960800,69.039558
"2011-03-09",89.43,89.980003,88.029999,88.550003,7590600,68.040665
"2011-03-10",86.620003,86.900002,84.389999,84.610001,13749600,65.013245
"2011-03-11",83.669998,86.879997,83.650002,86.239998,8581000,66.265739
"2011-03-14",85.370003,85.809998,83.639999,85.360001,11384400,65.589516
"2011-03-15",82.150002,85.489998,82.07,84.800003,8797200,65.159225
"2011-03-16",84.07,84.860001,81.93,83.099998,13268400,63.852974
"2011-03-17",84.809998,87.5,84.120003,87.050003,11245500,66.888107
"2011-03-18",87.760002,88.150002,85.32,85.93,11632900,66.027466
"2011-03-21",87.139999,89.739998,87.139999,89.730003,8190700,68.947365
"2011-03-22",89.32,89.730003,88.269997,88.769997,6441200,68.209732
"2011-03-23",88.720001,89.019997,87.629997,88.5,4816900,68.002258
"2011-03-24",88.860001,88.989998,86.709999,88.099998,6523300,67.694901
"2011-03-25",87.730003,87.919998,86.379997,86.889999,10845300,66.765152
"2011-03-28",86.519997,91.349998,86.269997,90.43,15765500,69.485252
"2011-03-29",90.75,94.690002,90.160004,94.360001,13461600,72.505005
"2011-03-30",94.830002,94.830002,92.519997,93.650002,8207800,71.959465
"2011-03-31",94.260002,95.290001,93.150002,93.260002,7492400,71.65979
"2011-04-01",94.099998,95,93.220001,93.699997,5993200,71.997871
"2011-04-04",94.330002,94.860001,92.639999,92.769997,6643100,71.283295
"2011-04-05",92.589996,94.18,92.389999,92.870003,7527900,71.360107
"2011-04-06",93.610001,93.900002,90.889999,91.940002,7262400,70.645531
"2011-04-07",92.139999,92.400002,90.709999,91.620003,6255200,70.399658
"2011-04-08",92.699997,92.760002,90.410004,90.849998,7803400,69.807961
"2011-04-11",90.980003,91.879997,88.400002,88.800003,8314700,68.232796
"2011-04-12",87.790001,88.18,85.550003,86.239998,10670700,66.265739
"2011-04-13",86.860001,87.279999,85.650002,85.790001,7479400,65.919952
"2011-04-14",85.139999,86.349998,84.720001,86.019997,6720200,66.096672
"2011-04-15",86.699997,87.18,85.190002,86.660004,8173300,66.588432
"2011-04-18",85.110001,85.400002,83.599998,84.75,9273900,65.120804
"2011-04-19",84.639999,86.25,84.459999,86.129997,8700100,66.181168
"2011-04-20",87.620003,88.080002,87.099998,87.889999,8503200,67.533524
"2011-04-21",89.410004,91.160004,88.970001,89.779999,10957100,68.985794
"2011-04-25",89.559998,89.779999,87.599998,88.050003,5486000,67.656487
"2011-04-26",88.190002,89.739998,88.019997,89.470001,5999300,68.747597
"2011-04-27",89.839996,90.129997,87.330002,89.379997,7656300,68.678436
"2011-04-28",88.099998,89.739998,87.959999,89.110001,4793000,68.470947
"2011-04-29",88.809998,90,87.949997,89.75,6900000,68.962746
"2011-05-02",89.940002,90.919998,86.900002,87.790001,8564400,67.456696
"2011-05-03",87.209999,87.93,85.190002,85.849998,8361200,65.966026
"2011-05-04",85.889999,85.889999,83.809998,84.790001,8643300,65.151558
"2011-05-05",83.010002,85.400002,81.739998,82.839996,13356100,63.653179
"2011-05-06",84.089996,85.129997,81.959999,82.660004,10724200,63.514874
"2011-05-09",83.400002,84.029999,82.669998,83.589996,8670500,64.229454
"2011-05-10",84.029999,85.239998,83.480003,84.489998,7293700,64.921028
"2011-05-11",84.269997,84.269997,80.830002,82.25,12673300,63.199829
"2011-05-12",82.190002,84.07,81.330002,83.519997,13427300,64.175728
"2011-05-13",83.68,84.25,81.720001,82.709999,10234500,63.553284
"2011-05-16",82.199997,83.660004,81.849998,82.190002,9597500,63.153751
"2011-05-17",81.410004,82.660004,80.849998,82.059998,11787500,63.053844
"2011-05-18",82.489998,84.410004,82.25,83.75,8621700,64.352417
"2011-05-19",84.150002,84.599998,82.849998,83.580002,7768000,64.221802
"2011-05-20",83.330002,84.32,82.300003,83.5,8242200,64.160324
"2011-05-23",81.860001,82.419998,81.379997,82.080002,6315800,63.069214
"2011-05-24",82.82,84.519997,82.82,83.279999,9057800,63.991272
"2011-05-25",82.779999,84.769997,82.779999,84.089996,10897200,64.613686
"2011-05-26",84,85.43,83.849998,85.190002,6455100,65.458893
"2011-05-27",85.489998,86.480003,84.559998,84.709999,6360900,65.281662
"2011-05-31",86.07,86.339996,84.839996,85.720001,7380300,66.060013
"2011-06-01",85.730003,86.139999,82.860001,83.190002,8074900,64.110268
"2011-06-02",83.309998,84.75,82.900002,84.290001,8082900,64.957985
"2011-06-03",82.870003,86.150002,82.669998,85.040001,8344200,65.53595
"2011-06-06",85.220001,85.480003,82.809998,83.059998,7455400,64.010086
"2011-06-07",84.209999,84.589996,82.839996,82.879997,5975300,63.871365
"2011-06-08",82.900002,84.589996,82.889999,83.730003,7472100,64.52639
"2011-06-09",84.18,86.519997,84.110001,85.839996,8700500,66.152481
"2011-06-10",85.199997,85.519997,83.57,83.660004,7328400,64.472481
"2011-06-13",83.769997,84.489998,81.660004,82.699997,7053100,63.732647
"2011-06-14",84.25,85.150002,83.949997,84.5,7476300,65.11982
"2011-06-15",83.540001,85.239998,82.040001,82.660004,8695300,63.701797
"2011-06-16",82.760002,83.410004,81.400002,82.25,8468400,63.385864
"2011-06-17",82.940002,82.940002,81.330002,81.790001,7916800,63.031338
"2011-06-20",81.370003,82.730003,80.910004,82.129997,6434600,63.293354
"2011-06-21",82.480003,84.18,82.379997,83.5,6475900,64.349167
"2011-06-22",83.089996,84.790001,82.889999,83.580002,6003000,64.410828
"2011-06-23",81.040001,83.209999,80.25,83.07,10391400,64.017776
"2011-06-24",83.120003,83.199997,80.639999,80.919998,9958000,62.360897
"2011-06-27",80.309998,81.269997,79.550003,80.639999,8411700,62.145111
"2011-06-28",81.480003,84.610001,81.360001,84.349998,11133500,65.004219
"2011-06-29",84.82,86.400002,84,85.209999,9570300,65.666992
"2011-06-30",85.5,86.790001,85.5,86.400002,8670400,66.584045
"2011-07-01",85.889999,87.739998,85.25,87.599998,7299600,67.508842
"2011-07-05",87.370003,88.730003,87.150002,88.349998,6140700,68.086823
"2011-07-06",88.5,89.269997,87.849998,89.110001,6884100,68.672501
"2011-07-07",89.989998,90.889999,89.300003,90.400002,8340400,69.666618
"2011-07-08",88.379997,90.290001,88.220001,89.959999,6410600,69.32756
"2011-07-11",88.139999,88.900002,87.459999,88.07,6201900,67.871017
"2011-07-12",87.389999,87.970001,86.68,86.839996,8460000,66.923126
"2011-07-13",86.739998,88.650002,86.540001,87,7116900,67.04641
