"dates","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"2011-07-14",87.230003,87.629997,85.760002,85.919998,6905000,66.214111
"2011-07-15",86.639999,88.199997,86.470001,87.989998,8109800,67.809364
"2011-07-18",88.040001,88.040001,86.699997,87.209999,7884600,67.208267
"2011-07-19",88.139999,88.989998,87.660004,88.699997,6959500,68.356552
"2011-07-20",89.550003,89.550003,88.110001,88.410004,6259200,68.133041
"2011-07-21",88.980003,91.019997,88.970001,90.959999,11176300,70.09819
"2011-07-22",93.169998,94.440002,92.25,93.809998,15458500,72.29454
"2011-07-25",92.75,95.529999,92.709999,94.699997,10266700,72.980423
"2011-07-26",94.540001,94.959999,93.660004,93.93,8456400,72.387024
"2011-07-27",93.120003,93.790001,91.349998,91.68,8745000,70.653076
"2011-07-28",91.519997,92.730003,91.360001,91.400002,6977200,70.437279
"2011-07-29",90.040001,91.540001,89.800003,90.370003,9173600,69.643524
"2011-08-01",91.860001,92.220001,89.190002,90.209999,8591900,69.520241
"2011-08-02",89.209999,90.900002,87.529999,87.620003,10362700,67.524231
"2011-08-03",87.5,87.660004,84.32,87.190002,11528200,67.192886
"2011-08-04",85.279999,85.540001,80.610001,80.790001,19612600,62.2607
"2011-08-05",82.5,82.849998,77.239998,80.879997,18744400,62.33004
"2011-08-08",77.269997,79.339996,73.110001,73.669998,20292300,56.773685
"2011-08-09",75.559998,77.779999,72.82,77.629997,22079400,59.825439
"2011-08-10",77.599998,78,73.480003,73.809998,18124000,56.881573
"2011-08-11",74.910004,78.800003,72.800003,77.529999,17316300,59.748379
"2011-08-12",78.809998,79.080002,77.010002,77.989998,8806700,60.102894
"2011-08-15",78.910004,80.639999,78.879997,80.07,9052400,61.705849
"2011-08-16",79.089996,80.260002,77.690002,78.629997,9372400,60.5961
"2011-08-17",80.190002,81.330002,78.900002,79.519997,9077100,61.281971
"2011-08-18",76.5,77.269997,73.459999,74.410004,14628500,57.343979
"2011-08-19",73,75.660004,72.360001,73.120003,13280700,56.349834
"2011-08-22",75.379997,75.489998,72.260002,72.489998,8761400,55.864304
"2011-08-23",72.959999,76.169998,72.129997,76.129997,8675000,58.669479
"2011-08-24",75.800003,76.400002,74.349998,76.230003,8635200,58.746555
"2011-08-25",76.699997,77.230003,72.769997,73.110001,11468400,56.342133
"2011-08-26",73.050003,75.410004,72.099998,74.839996,12202500,57.675343
"2011-08-29",76.410004,77.370003,75.540001,77.25,7015200,59.532604
"2011-08-30",76.790001,78.019997,75.690002,77.330002,10297600,59.787735
"2011-08-31",77.910004,79.290001,77.440002,78.120003,11718800,60.398506
"2011-09-01",78.190002,79.540001,76.419998,76.5,11194400,59.146023
"2011-09-02",74.510002,75.349998,73.370003,74.419998,8994800,57.537888
"2011-09-06",71.949997,74.5,71.349998,74.32,10659700,57.460552
"2011-09-07",75.650002,76.889999,75.400002,76.790001,7942100,59.370251
"2011-09-08",75.349998,76.739998,75.129997,75.470001,10678300,58.349697
"2011-09-09",73.870003,74.120003,71.330002,71.800003,13356900,55.512226
"2011-09-12",70.790001,72.410004,69.940002,72.379997,11095200,55.96064
"2011-09-13",72.209999,72.790001,70.620003,72.129997,8844600,55.767357
"2011-09-14",72.699997,73.889999,70.339996,72.93,10924600,56.385883
"2011-09-15",74.309998,74.589996,72.839996,74.220001,8775500,57.383255
"2011-09-16",74.949997,75.25,72.160004,72.839996,11825500,56.316296
"2011-09-19",70.400002,71.290001,69.25,70.760002,12894800,54.708141
"2011-09-20",71.360001,71.449997,69.279999,69.290001,13277500,53.571629
"2011-09-21",69.379997,69.449997,65.120003,65.150002,18360900,50.37077
"2011-09-22",62.540001,63.200001,59.880001,61.220001,24607300,47.332291
"2011-09-23",60.549999,62.220001,60.23,61.200001,16739000,47.316826
"2011-09-26",61.77,63.389999,58.77,63.27,19665100,48.917255
"2011-09-27",64.849998,66.18,62.77,63.419998,16527500,49.033226
"2011-09-28",63.59,63.950001,60.099998,60.330002,12653300,46.644176
"2011-09-29",62.189999,62.68,60.029999,61.330002,12355700,47.417339
"2011-09-30",60,61.25,59.380001,59.73,14907900,46.180286
"2011-10-03",58.900002,59.950001,57.720001,57.720001,15979500,44.626266
"2011-10-04",56.119999,59.32,54.790001,59.110001,20200000,45.700947
"2011-10-05",59.27,62.099998,58.25,61.580002,15234300,47.610622
"2011-10-06",62.509998,64.25,61.02,63.889999,14736600,49.396599
"2011-10-07",63.950001,64.080002,61.919998,62.639999,12001000,48.430168
"2011-10-10",64.610001,66.080002,64.610001,65.790001,10357300,50.865582
"2011-10-11",65.459999,68.040001,65.25,66.82,14478800,51.661942
"2011-10-12",67.360001,68.620003,66.82,67.309998,12050200,52.040771
"2011-10-13",67,67.580002,65.739998,67.199997,10978500,51.955727
"2011-10-14",68.639999,70.989998,68.529999,70.940002,11507200,54.847294
"2011-10-17",69.739998,69.93,67.169998,67.519997,12283400,52.203133
"2011-10-18",67.540001,70.400002,66.599998,69.910004,10030100,54.050964
"2011-10-19",69.830002,70.93,67.730003,67.900002,10644500,52.496937
"2011-10-20",68,68.809998,66.5,67.989998,13141800,52.566528
"2011-10-21",68.639999,69.279999,66.519997,67.379997,21586000,52.094894
"2011-10-24",67.779999,69.949997,67.400002,69.879997,11199000,54.02776
"2011-10-25",70.32,70.519997,67.779999,68.029999,11877600,52.597443
"2011-10-26",69.339996,70.339996,67.309998,69.839996,11804900,53.996838
"2011-10-27",72.760002,76.559998,72.760002,75.769997,18198200,58.581631
"2011-10-28",74.949997,76.93,74.639999,75.959999,10836500,58.728561
"2011-10-31",74.989998,75.489998,73.110001,73.470001,10499400,56.803398
"2011-11-01",69.809998,72.43,69,71.129997,15945300,54.994202
"2011-11-02",72.889999,72.980003,71.400002,72.739998,8187400,56.238979
"2011-11-03",73.809998,76.199997,73.129997,75.93,11993400,58.705326
"2011-11-04",74.75,76.730003,73.919998,74.970001,10631700,57.963123
"2011-11-07",75.019997,76.470001,73.970001,75.330002,6755300,58.241447
"2011-11-08",75.940002,77.050003,74.720001,76.830002,8863600,59.401184
"2011-11-09",74.400002,74.690002,72.860001,73.089996,12582300,56.509586
"2011-11-10",74.339996,74.879997,72.82,74.050003,7601100,57.251808
"2011-11-11",75.220001,77.150002,74.370003,76.540001,8356900,59.176952
"2011-11-14",75.510002,76.629997,75,75.620003,5961600,58.465683
"2011-11-15",75.300003,76.629997,74.510002,75.970001,7884700,58.736259
"2011-11-16",75.349998,76.870003,74.690002,74.769997,13264800,57.808495
"2011-11-17",74.68,74.970001,70.889999,71.709999,12043200,55.442642
"2011-11-18",72.760002,72.760002,70.160004,71.32,9627200,55.141102
"2011-11-21",69.940002,70.650002,68.650002,70.18,8495000,54.25972
"2011-11-22",69.790001,70.489998,68.599998,68.949997,7931700,53.308739
"2011-11-23",67.949997,68.360001,66.18,66.5,9720700,51.414524
"2011-11-25",66.110001,67.809998,66.059998,66.370003,3545200,51.314014
"2011-11-28",68.489998,69.870003,68.440002,69.220001,8294100,53.517494
"2011-11-29",69.839996,71.330002,69.07,70.43,7446700,54.650387
"2011-11-30",73.18,75.5,73.040001,75.330002,12319400,58.452564
"2011-12-01",75.160004,76.050003,74.25,74.870003,7541900,58.095634
"2011-12-02",75.900002,76.720001,74.839996,75.010002,7055000,58.204269
"2011-12-05",76.290001,77.389999,75.93,77.150002,9641900,59.864807
"2011-12-06",76.860001,77.650002,75.93,76.650002,7791800,59.476822
"2011-12-07",75.790001,76.099998,74.339996,75.089996,9843700,58.266331
"2011-12-08",74.239998,75.349998,71.650002,71.949997,12315900,55.829853
"2011-12-09",72.139999,74.559998,72.040001,74.150002,10490400,57.53693
"2011-12-12",72.849998,72.989998,70.580002,71.919998,9502600,55.806564
"2011-12-13",72.580002,73.760002,70.010002,70.410004,9908400,54.634861
"2011-12-14",69.18,69.510002,66.82,67,13809700,51.988857
"2011-12-15",68.080002,68.480003,66.18,66.330002,8450500,51.46899
"2011-12-16",67.129997,67.949997,65.809998,66.910004,11767900,51.919037
"2011-12-19",67.419998,67.419998,64.949997,65.07,8046700,50.491276
"2011-12-20",66.699997,68.580002,66.690002,68.169998,8083800,52.896732
"2011-12-21",68.389999,68.620003,66.360001,67.709999,7831300,52.539791
"2011-12-22",68.400002,68.400002,66.720001,67.93,8720600,52.710506
"2011-12-23",68.25,69.139999,68.010002,69.139999,4506700,53.649414
"2011-12-27",69.059998,69.559998,68.599998,68.599998,4343600,53.230392
"2011-12-28",68.589996,69,66.790001,67.040001,6324000,52.019909
"2011-12-29",67.07,67.739998,67,67.410004,4690200,52.307014
"2011-12-30",67.239998,68.540001,67.139999,68.309998,5536100,53.005363
"2012-01-03",70.400002,70.889999,69.599998,70.089996,7668200,54.386578
"2012-01-04",70.129997,70.440002,69.230003,69.559998,6568800,53.975307
"2012-01-05",68.980003,69.07,67.139999,68.07,10803500,52.81913
"2012-01-06",68.5,68.730003,67.360001,67.779999,8985900,52.594109
"2012-01-09",68.269997,68.959999,67.879997,68.82,5622500,53.401104
"2012-01-10",70.459999,71.059998,70.25,70.75,8984900,54.898685
"2012-01-11",70.589996,70.599998,69.410004,70.160004,7503800,54.440868
"2012-01-12",70.580002,71.489998,68.190002,69.699997,8774900,54.083927
"2012-01-13",69.010002,69.150002,67.720001,67.989998,9711900,52.757057
"2012-01-17",69.370003,69.739998,67.400002,67.639999,11758700,52.485481
"2012-01-18",67.139999,70.660004,67.120003,70.629997,13097000,54.805569
"2012-01-19",71.220001,73,71.220001,72.860001,12785200,56.535965
"2012-01-20",73.800003,75.75,72.599998,73.800003,18100200,57.265347
"2012-01-23",74.220001,74.800003,73.089996,74.160004,9017500,57.544693
"2012-01-24",73.169998,74.589996,72.870003,74.589996,7401800,57.878342
"2012-01-25",74.139999,76.519997,73.099998,76.190002,10427200,59.119881
"2012-01-26",77.040001,77.75,75.800003,75.980003,7839900,58.956947
"2012-01-27",75.849998,77.489998,75.849998,76.660004,7239400,59.48457
"2012-01-30",75.470001,76.279999,74.449997,76.269997,6589600,59.181961
"2012-01-31",76.949997,76.949997,74.949997,75.169998,8976500,58.328403
"2012-02-01",76.349998,77.150002,75.110001,76.120003,7260900,59.065559
"2012-02-02",76.25,77.449997,75.970001,77.309998,7418700,59.988945
"2012-02-03",78.309998,78.699997,77.709999,78.660004,7382700,61.036491
"2012-02-06",78.199997,79.739998,77.75,79.639999,5360600,61.796932
"2012-02-07",79.339996,79.690002,78,79.5,7552900,61.688282
"2012-02-08",79.82,79.870003,77.970001,78.410004,6645200,60.842503
"2012-02-09",78.809998,78.940002,77.730003,78.639999,7370000,61.020966
"2012-02-10",77.690002,78.040001,76.620003,77.169998,7208800,59.880318
"2012-02-13",78.089996,78.410004,77.120003,78.029999,4708100,60.547626
"2012-02-14",77.709999,77.980003,76.949997,77.800003,4414500,60.36916
"2012-02-15",78.160004,78.169998,76.739998,77.360001,6178100,60.027752
"2012-02-16",77.120003,78.290001,76.5,78.059998,10820000,60.570904
"2012-02-17",78.580002,78.669998,77.580002,77.739998,8603800,60.535873
"2012-02-21",78.93,79.769997,78.260002,78.580002,8227200,61.189976
"2012-02-22",78.550003,80.779999,78.550003,80,8156000,62.295708
"2012-02-23",80.400002,80.400002,78.559998,79.589996,7399100,61.976425
"2012-02-24",80.099998,80.5,79.599998,79.849998,5083900,62.178902
"2012-02-27",79.220001,79.669998,78.050003,79.110001,5594400,61.60268
"2012-02-28",79.099998,79.540001,78.220001,78.779999,6347500,61.345715
"2012-02-29",78.809998,79.419998,77.400002,77.610001,8363200,60.434639
"2012-03-01",78.139999,78.889999,77.400002,78.370003,6116700,61.026455
"2012-03-02",78,78.32,76.730003,77.190002,6636700,60.107594
"2012-03-05",76.809998,76.879997,75.029999,75.690002,6201100,58.939552
"2012-03-06",73.860001,74.080002,72.730003,73.790001,10354000,57.460041
"2012-03-07",74.389999,74.93,73.910004,74.699997,6386200,58.168644
"2012-03-08",75.209999,76.339996,75.019997,75.82,6017200,59.040783
"2012-03-09",75.989998,76.760002,75.510002,75.839996,6691300,59.056355
"2012-03-12",75.650002,75.760002,73.75,74.019997,8034900,57.639114
"2012-03-13",74.400002,74.900002,73.519997,74.769997,9371700,58.223137
"2012-03-14",74.660004,74.800003,73.529999,74.019997,8145300,57.639114
"2012-03-15",74.169998,75.059998,73.260002,74.919998,6748600,58.339931
"2012-03-16",75.32,77.040001,75.07,76.760002,11839000,59.772751
"2012-03-19",76.75,77.43,76.599998,77.099998,5659200,60.037502
"2012-03-20",76.239998,76.239998,75.239998,75.709999,6569000,58.955112
"2012-03-21",75.169998,75.169998,73.669998,74.010002,14069500,57.631325
"2012-03-22",73.019997,73.110001,71.120003,71.980003,15866700,56.050579
"2012-03-23",72.330002,73.510002,71.559998,73.18,11529300,56.985008
"2012-03-26",73.610001,73.839996,71.970001,72.400002,10051000,56.377628
"2012-03-27",72.330002,72.360001,69.93,69.959999,16967700,54.477615
"2012-03-28",69.610001,70.699997,68.599998,69.779999,10484000,54.337433
"2012-03-29",69.330002,70.459999,68.330002,69.139999,11229700,53.839077
"2012-03-30",69.879997,70.419998,68.800003,69.93,10874100,54.454239
"2012-04-02",69.599998,71.089996,69.099998,69.839996,8855600,54.384155
"2012-04-03",70.5,70.650002,68.989998,69.730003,10094100,54.298519
"2012-04-04",68.809998,69.589996,68.239998,68.690002,6752000,53.48867
"2012-04-05",68.540001,69.400002,68.279999,68.419998,7967700,53.278416
"2012-04-09",67.489998,68.650002,67.25,67.589996,6451000,52.632099
"2012-04-10",67.360001,68.059998,66.449997,67.260002,11013900,52.375122
"2012-04-11",68.739998,68.900002,68,68.120003,8967400,53.044804
"2012-04-12",68.459999,70.419998,68.129997,70.339996,9136900,54.773502
"2012-04-13",69.910004,70.199997,68.32,68.379997,7561800,53.247276
"2012-04-16",68.75,69.080002,67.360001,67.440002,6851200,52.515305
"2012-04-17",68.629997,69.660004,68.5,69.349998,8246200,54.002602
"2012-04-18",69.370003,70.809998,69.269997,69.93,7650000,54.454239
"2012-04-19",70.120003,71.25,69.370003,69.800003,9066800,54.35302
"2012-04-20",72.730003,74.519997,71.610001,71.699997,19478500,55.832535
"2012-04-23",70.769997,72.25,69.889999,71.190002,10055600,55.43541
"2012-04-24",71.5,73.5,71.190002,72.709999,9015000,56.619038
"2012-04-25",73.650002,74.919998,73.150002,74.459999,10808300,57.98175
"2012-04-26",73.860001,74.720001,73.269997,74.25,7059500,57.818218
"2012-04-27",74.540001,74.730003,73.5,73.949997,6885200,57.584614
"2012-04-30",73.339996,74.279999,73.339996,74.139999,5017700,57.732563
"2012-05-01",74.160004,76.190002,73.790001,75.129997,6779600,58.503471
"2012-05-02",74.459999,74.68,73.830002,74.169998,6132000,57.755901
"2012-05-03",74.199997,74.290001,72.18,72.610001,6813200,56.541145
"2012-05-04",71.889999,71.889999,69.449997,69.959999,9632700,54.477615
"2012-05-07",69.809998,71.099998,69.349998,70.599998,5581500,54.97596
"2012-05-08",69.919998,70.599998,68.370003,70.389999,8520500,54.812447
"2012-05-09",69.239998,70.589996,68.739998,69.639999,7291000,54.228439
"2012-05-10",70.5,71.18,69.199997,69.440002,5869600,54.072697
"2012-05-11",68.839996,70.150002,68.660004,68.800003,5170200,53.574314
"2012-05-14",67.82,67.82,66.849998,67.25,6861000,52.367344
"2012-05-15",67.379997,67.620003,65.279999,65.519997,7730600,51.020187
"2012-05-16",65.760002,67,64.199997,64.809998,10064600,50.467312
"2012-05-17",64.540001,65.650002,64.150002,64.75,9274100,50.420605
"2012-05-18",64.910004,65.800003,63.880001,64.059998,9286600,49.883305
"2012-05-21",64.82,66.860001,64.209999,66.760002,7711700,51.985779
"2012-05-22",67.07,67.769997,65.839996,66.400002,8172300,51.705452
"2012-05-23",65.629997,67.260002,64.889999,67.18,6913000,52.312832
"2012-05-24",67.580002,67.650002,65.110001,65.849998,8848300,51.277172
"2012-05-25",65.519997,66.330002,65.110001,65.410004,6177400,50.934547
"2012-05-29",66.059998,68.129997,66.019997,67.239998,7034700,52.359547
"2012-05-30",66.07,66.080002,63.799999,64.18,9792000,50.181988
"2012-05-31",63.810001,64.010002,61.23,63.25,15048100,49.454826
"2012-06-01",61.630001,62.700001,60.869999,62.07,12230900,48.532181
"2012-06-04",62.099998,62.290001,60.75,62.209999,12004800,48.641655
"2012-06-05",61.919998,63.279999,61.540001,62.240002,7092300,48.665115
"2012-06-06",63.189999,64.75,62.93,64.589996,12185700,50.502563
"2012-06-07",65.769997,66.5,64.099998,64.43,8169500,50.377453
"2012-06-08",63.950001,64.699997,62.84,64.540001,6758700,50.463474
"2012-06-11",65.5,65.730003,63.919998,64.07,7745000,50.095978
"2012-06-12",64.459999,65.139999,63.790001,64.93,6297500,50.768414
"2012-06-13",64.470001,65.559998,63.490002,63.950001,6784100,50.00214
"2012-06-14",64.129997,65.589996,63.84,65.379997,5945700,51.120251
"2012-06-15",66.139999,66.769997,65.510002,66.459999,9563600,51.964695
"2012-06-18",65.489998,66.699997,65.389999,66.540001,6647700,52.027252
"2012-06-19",67.110001,67.690002,66.599998,67.150002,5267600,52.5042
"2012-06-20",66.830002,67.230003,65,65.540001,9314900,51.245358
"2012-06-21",65.199997,65.470001,62.43,62.560001,9460300,48.915314
"2012-06-22",62.830002,63.07,61.200001,61.560001,12120300,48.133419
"2012-06-25",60.75,60.93,59.68,60.060001,10411200,46.960571
"2012-06-26",60.169998,60.450001,59.119999,59.669998,10251000,46.655632
"2012-06-27",60.099998,61.799999,60.009998,61.470001,9085900,48.063053
"2012-06-28",61.48,62.880001,61.209999,62.720001,8757600,49.040417
"2012-06-29",64.419998,65.480003,64.019997,64.910004,10193500,50.752769
"2012-07-02",64.860001,66.010002,64.480003,64.940002,6915800,50.776222
"2012-07-03",65.82,67.379997,65.580002,67.339996,5385200,52.652767
"2012-07-05",67.050003,67.139999,65.849998,66.099998,5128200,51.683216
"2012-07-06",65.089996,66.099998,64.57,65.169998,6731700,50.956051
"2012-07-09",64.830002,66.290001,64.489998,65.82,5597700,51.464287
"2012-07-10",66.050003,66.360001,64.5,64.970001,7977900,50.799675
"2012-07-11",65.18,66.150002,64.900002,65.660004,6956500,51.339184
"2012-07-12",64.82,65.739998,64.190002,65.389999,5837300,51.128075
"2012-07-13",65.440002,66.93,65.419998,66.720001,5068200,52.167999
"2012-07-16",66.269997,66.790001,65.540001,66.300003,5673800,51.839603
"2012-07-17",66.949997,67.949997,66.080002,67.790001,8774800,53.004627
"2012-07-18",67.440002,69.18,67.260002,68.760002,7001700,53.763069
"2012-07-19",68.870003,69.389999,68.269997,68.639999,8950800,53.669228
"2012-07-20",69.919998,70.440002,68.800003,69.330002,12357600,54.208744
"2012-07-23",68.370003,69.790001,67.519997,69.550003,8057500,54.38076
"2012-07-24",69.5,69.650002,67.040001,67.940002,8154800,53.121902
"2012-07-25",68.220001,68.860001,67.459999,68.25,6464300,53.364288
"2012-07-26",70.010002,71.669998,69.339996,71.309998,10055900,55.756889
"2012-07-27",71.769997,73.470001,71.18,72.959999,9535300,57.04702
"2012-07-30",72.82,72.860001,72.089996,72.540001,6438100,56.718624
"2012-07-31",72.160004,72.760002,71.010002,71.260002,6820100,55.7178
"2012-08-01",71.410004,72.480003,70.260002,71.68,6387700,56.046165
"2012-08-02",70.449997,71.540001,69.849998,70.830002,6358300,55.381588
"2012-08-03",72.5,72.839996,71.709999,72.389999,5083600,56.601322
"2012-08-06",72.669998,72.879997,72.040001,72.400002,4007100,56.609146
"2012-08-07",72.830002,74.220001,72.660004,73.610001,8110800,57.555244
"2012-08-08",72.93,73.849998,72.779999,73.660004,6903900,57.594345
"2012-08-09",73.459999,74.400002,73.099998,74.330002,5763200,58.118221
"2012-08-10",74.040001,75.470001,73.769997,75.349998,7304800,58.915741
"2012-08-13",75.129997,75.400002,74.599998,75.199997,6294500,58.798462
"2012-08-14",75.410004,75.68,74.150002,74.470001,5864100,58.227684
"2012-08-15",74.389999,74.5,73.300003,73.870003,4853200,57.758553
"2012-08-16",74.019997,75.110001,73.559998,74.980003,5303500,58.626446
"2012-08-17",74.959999,75.110001,74.529999,74.779999,5107400,58.470062
"2012-08-20",74.489998,74.830002,74.099998,74.339996,4983600,58.126019
"2012-08-21",74.599998,74.989998,74.139999,74.349998,5131200,58.133842
"2012-08-22",74,74.970001,73.830002,74.82,4720400,58.501339
"2012-08-23",74.709999,74.870003,73.849998,74.190002,4870100,58.008747
"2012-08-24",74,74.75,73.720001,74.589996,3783700,58.321503
"2012-08-27",74.68,75.43,74.330002,74.849998,4279100,58.524784
"2012-08-28",74.410004,74.779999,73.980003,74.379997,4771900,58.157295
"2012-08-29",74.400002,74.400002,72.870003,72.959999,6009900,57.258713
"2012-08-30",72.5,72.5,71.470001,71.599998,6167300,56.191387
"2012-08-31",72.099998,72.790001,71.730003,72.379997,5754000,56.803535
"2012-09-04",72.120003,72.339996,70.720001,71.419998,7177300,56.050114
"2012-09-05",71.32,72.099998,70.669998,71.25,6499000,55.916687
"2012-09-06",71.870003,73.629997,71.860001,72.459999,8041100,56.866318
"2012-09-07",72.68,73.650002,72.580002,73.169998,5466500,57.423512
"2012-09-10",73.050003,73.800003,72.68,72.690002,4900100,57.046822
"2012-09-11",72.809998,73.709999,72.610001,73.660004,5165400,57.80806
"2012-09-12",74.360001,74.730003,74.050003,74.32,5425900,58.326035
"2012-09-13",74.510002,75.959999,74.239998,75.669998,6425700,59.385509
"2012-09-14",77.779999,78.470001,77.25,77.599998,8624900,60.900177
"2012-09-17",77.290001,78.269997,76.809998,77.139999,6258900,60.539143
"2012-09-18",76.860001,76.870003,75.309998,76.230003,7164100,59.824982
"2012-09-19",76.129997,76.300003,74.300003,74.709999,6214100,58.632107
"2012-09-20",74.32,75.290001,73.75,75.230003,6961900,59.040199
"2012-09-21",75.949997,76,74.5,75.019997,8943900,58.875385
"2012-09-24",74.019997,74.800003,74,74.260002,4747000,58.278946
"2012-09-25",74.559998,74.559998,72.589996,72.690002,9193500,57.046822
"2012-09-26",72.339996,72.580002,71.709999,72.050003,5103700,56.544544
"2012-09-27",72.489998,73.529999,72.019997,73.239998,6131800,57.478458
"2012-09-28",73.32,73.32,71.989998,72.330002,5769000,56.764294
"2012-10-01",72.989998,73.68,72.360001,72.580002,4289600,56.960487
"2012-10-02",72.889999,73.199997,71.919998,72.260002,4760400,56.709339
"2012-10-03",72.25,72.529999,70.720001,71.190002,5846400,55.869617
"2012-10-04",71.660004,71.959999,71.209999,71.669998,5121200,56.246307
"2012-10-05",72.400002,72.589996,71.279999,71.489998,5798700,56.105053
"2012-10-08",70.93,71.75,70.699997,71.610001,3478800,56.199226
"2012-10-09",71.610001,72.419998,71.57,71.730003,3933000,56.293434
"2012-10-10",71.660004,71.75,70.870003,71.080002,4344000,55.783295
"2012-10-11",72.220001,72.839996,72,72.419998,4523900,56.834915
"2012-10-12",72.75,72.910004,71.660004,72.190002,3598500,56.654419
"2012-10-15",72.209999,73.010002,71.529999,72.760002,4638200,57.101765
"2012-10-16",73.190002,74,73.150002,73.519997,5731100,57.698177
"2012-10-17",73.529999,74.760002,73.050003,74.550003,5799300,58.506523
"2012-10-18",74.550003,75.089996,74.050003,74.800003,6578200,58.702736
"2012-10-19",75.470001,75.699997,73.75,74,8325600,58.074894
"2012-10-22",73.629997,74.199997,72.25,73.160004,5340400,57.41568
"2012-10-23",71.919998,71.959999,70.980003,71.260002,6442400,55.924576
"2012-10-24",71.669998,71.790001,69.75,70.089996,6442700,55.006359
"2012-10-25",71,71.330002,70.010002,70.739998,6077800,55.516464
"2012-10-26",70.739998,71.040001,69.900002,70.099998,4879200,55.014191
"2012-10-31",70.300003,70.849998,69.059998,69.529999,6975800,54.566853
"2012-11-01",69.769997,70.25,68.599998,70.150002,6532500,55.053432
"2012-11-02",70.599998,70.849998,68.589996,68.769997,6240100,53.970413
"2012-11-05",68.650002,70.18,68.629997,69.949997,5648200,54.896477
"2012-11-06",70.260002,71.360001,70.029999,71.150002,6442400,55.838234
"2012-11-07",69.980003,70.559998,69.32,70.129997,7556900,55.037731
"2012-11-08",69.949997,70.290001,67.699997,67.769997,10199900,53.185623
"2012-11-09",67.5,69.459999,67.32,68.370003,6409800,53.656517
"2012-11-12",68.470001,69.459999,68.099998,68.480003,2780300,53.742836
"2012-11-13",67.709999,70,67.5,69.07,7922200,54.205864
"2012-11-14",69.339996,69.470001,67.620003,67.830002,8248100,53.232708
"2012-11-15",67.800003,69.449997,67.690002,69.160004,7414700,54.276478
"2012-11-16",69.330002,69.339996,66.849998,68.220001,10051900,53.538776
"2012-11-19",68.949997,70.699997,68.839996,70.690002,6742500,55.477215
"2012-11-20",70.43,70.639999,69.639999,70.019997,5425600,54.951408
"2012-11-21",70.330002,70.5,69.730003,70.209999,3021400,55.100529
"2012-11-23",70.760002,71.209999,70.290001,71.18,1730800,55.861771
"2012-11-26",70.209999,70.57,69.93,70.43,3490100,55.27319
"2012-11-27",70.099998,70.370003,69.550003,69.870003,6397500,54.833683
"2012-11-28",69.470001,70.800003,68.910004,70.730003,6187500,55.508621
"2012-11-29",70.959999,71.349998,70.389999,70.599998,4465700,55.622845
"2012-11-30",70.540001,71.889999,70.419998,71.620003,6505500,56.426476
"2012-12-03",72,72.489998,70.870003,71.019997,6352300,55.953754
"2012-12-04",70.919998,71.970001,70.739998,71.220001,4302000,56.111328
"2012-12-05",71.470001,72.110001,71.169998,71.32,5416700,56.190105
"2012-12-06",71.110001,71.610001,70.709999,71.5,4154300,56.331917
"2012-12-07",71.800003,72,71.279999,71.830002,4348500,56.591927
"2012-12-10",71.720001,72.300003,71.550003,72,3963500,56.725845
"2012-12-11",72.349998,72.800003,71.980003,72.599998,7017700,57.198563
"2012-12-12",73.129997,73.510002,72.489998,72.790001,9634100,57.348259
"2012-12-13",72.040001,72.989998,72.040001,72.559998,7116600,57.167049
"2012-12-14",69.900002,70,67.599998,68.910004,27755400,54.291374
"2012-12-17",69.230003,69.919998,69.019997,69.68,7851600,54.898029
"2012-12-18",69.459999,71.779999,69.300003,71.349998,8909600,56.213753
"2012-12-19",71.739998,72,70.610001,70.660004,5797500,55.670116
"2012-12-20",70.139999,71.529999,70,71.099998,5973900,56.016788
"2012-12-21",70.220001,70.550003,68.919998,69.690002,12506400,54.905903
"2012-12-24",69.550003,69.889999,68.949997,69.279999,2272100,54.582882
"2012-12-26",69.739998,69.889999,68.919998,69.099998,3373000,54.441063
"2012-12-27",69.089996,69.290001,68.260002,69.169998,5283300,54.496212
"2012-12-28",68.580002,68.739998,67.879997,67.959999,5635200,53.542892
"2012-12-31",67.870003,69.349998,67.639999,69.300003,6375100,54.59864
"2013-01-02",70.800003,71.410004,70.120003,71.400002,6391400,56.253151
"2013-01-03",71.25,72,70.660004,70.919998,6063000,55.874973
"2013-01-04",71.330002,72.220001,71.040001,72.010002,5165300,56.733746
"2013-01-07",71.529999,72.230003,71.419998,72.209999,4104500,56.891308
"2013-01-08",71.940002,72.599998,71.5,72.510002,5274500,57.127666
"2013-01-09",72.760002,72.970001,72.010002,72.199997,4626500,56.883423
"2013-01-10",72.699997,73.25,72.540001,73.25,5591000,57.710674
"2013-01-11",73.190002,73.800003,73.059998,73.75,4101500,58.104622
"2013-01-14",73.389999,73.769997,72.540001,72.769997,4155100,57.3325
"2013-01-15",72.470001,72.860001,72.190002,72.589996,4285900,57.190704
"2013-01-16",72.529999,73.629997,72.529999,73.220001,4952000,57.687038
"2013-01-17",73.459999,73.959999,72.540001,73.370003,6501200,57.805229
"2013-01-18",73.949997,76.730003,73.5,76.5,14231500,60.271214
"2013-01-22",76.57,78.040001,76.57,78,9649300,61.453003
"2013-01-23",77.790001,78.620003,77.360001,78.169998,7556800,61.586956
"2013-01-24",78.160004,78.870003,77.760002,78.019997,7167100,61.468761
