"dates","HES.Open","HES.High","HES.Low","HES.Close","HES.Volume","HES.Adjusted"
"2010-03-30",61.25,62.389999,60.82,62.119999,3512000,52.985214
"2010-03-31",62.23,63.150002,61.799999,62.549999,2894800,53.351978
"2010-04-01",63.080002,64.239998,63.060001,63.700001,3504000,54.332874
"2010-04-05",64.269997,64.610001,64,64.279999,3479800,54.827583
"2010-04-06",64.010002,64.519997,63.849998,64.290001,3332700,54.836117
"2010-04-07",64.129997,64.230003,62.77,63.07,3658400,53.795517
"2010-04-08",62.59,64.489998,61.970001,64.190002,4151700,54.750832
"2010-04-09",64.769997,65.150002,64.309998,64.75,3072900,55.228477
"2010-04-12",65.209999,65.580002,64.769997,65.279999,2136700,55.680542
"2010-04-13",65.25,65.599998,63.93,65.07,3057300,55.501408
"2010-04-14",65.610001,66.150002,64.440002,65.559998,3735300,55.919353
"2010-04-15",65.5,65.5,64.339996,64.910004,3384400,55.364941
"2010-04-16",64.410004,64.959999,62.84,63.650002,3824400,54.290241
"2010-04-19",62.990002,63.549999,62.25,63.48,2813700,54.145233
"2010-04-20",63.900002,65.769997,63.900002,65.300003,3790400,55.697598
"2010-04-21",65.18,65.529999,64.169998,64.75,2560300,55.228477
"2010-04-22",63.400002,64.330002,63.049999,64.199997,2857400,54.759357
"2010-04-23",64.25,65.529999,63.650002,65.529999,3318800,55.893764
"2010-04-26",65.410004,65.900002,64.970001,65.349998,2617600,55.740238
"2010-04-27",64.870003,66.220001,63.279999,63.349998,3566300,54.03434
"2010-04-28",64.269997,64.949997,62.34,63.669998,5040100,54.307293
"2010-04-29",64.120003,64.839996,63.389999,64.32,3370000,54.861698
"2010-04-30",64.410004,64.75,62.080002,63.549999,4564800,54.204937
"2010-05-03",63.93,64.620003,62.720001,64.029999,3108300,54.614353
"2010-05-04",63.220001,63.290001,61.009998,62.380001,3679400,53.206982
"2010-05-05",61.139999,62.389999,60.060001,61.41,6901600,52.379623
"2010-05-06",60.799999,61.200001,55.049999,58.209999,9138000,49.650192
"2010-05-07",58.310001,58.59,56,56.740002,6259700,48.396351
"2010-05-10",59.470001,60.459999,58.209999,59.950001,7148800,51.134312
"2010-05-11",58.970001,60.189999,58.27,58.610001,5100800,49.991367
"2010-05-12",58.970001,59.360001,57.82,58.84,4588200,50.18755
"2010-05-13",58.779999,58.939999,57.709999,58,5771900,49.471054
"2010-05-14",57.34,57.43,55.23,56.060001,5002000,47.816345
"2010-05-17",56.369999,56.630001,53.919998,55.5,4410700,47.338696
"2010-05-18",56.439999,57.02,54.810001,55.200001,5298900,47.082806
"2010-05-19",54.759998,55.459999,53.560001,55,5325600,46.912224
"2010-05-20",53.59,53.59,51.43,51.52,6482000,43.943947
"2010-05-21",50.439999,53.330002,50.099998,52.91,6102600,45.129551
"2010-05-24",52.68,52.68,51.25,51.279999,4529100,43.739243
"2010-05-25",49.759998,52.369999,49.5,52.240002,5379100,44.558071
"2010-05-26",53.169998,53.25,51.389999,51.619999,3962200,44.029243
"2010-05-27",53,54.630001,52.889999,54.549999,3818700,46.528385
"2010-05-28",54.299999,54.639999,52.82,53.200001,3976600,45.376907
"2010-06-01",52.360001,53.099998,50.389999,50.490002,4488800,43.06543
"2010-06-02",50.330002,52.130001,49.880001,52.130001,4136800,44.464264
"2010-06-03",52.25,52.799999,51.439999,52.59,3076500,44.856613
"2010-06-04",51.389999,52.209999,50.119999,50.5,3405500,43.073948
"2010-06-07",50.68,51.950001,50.209999,50.369999,3693100,42.963047
"2010-06-08",49.790001,50.099998,48.700001,49.689999,6024100,42.383045
"2010-06-09",50.169998,51.459999,49.610001,49.880001,4202100,42.54512
"2010-06-10",51.049999,52.700001,50.880001,52.66,4571200,44.916313
"2010-06-11",51.779999,53.57,51.779999,53.450001,3109600,45.590157
"2010-06-14",54.189999,54.75,53.560001,53.669998,4235800,45.863598
"2010-06-15",54.240002,55.389999,53.970001,55.310001,2612700,47.265064
"2010-06-16",54.849998,55.48,54.57,55,2510200,47.00016
"2010-06-17",55.150002,55.209999,54.169998,54.689999,3510100,46.735245
"2010-06-18",54.900002,56.220001,54.27,56.18,4057200,48.008518
"2010-06-21",57.09,57.450001,55.59,56.009998,3593600,47.863247
"2010-06-22",55.900002,56.060001,54.34,54.509998,4328000,46.581425
"2010-06-23",54.459999,55.470001,53.970001,55.07,3992200,47.059982
"2010-06-24",54.82,54.98,53.380001,53.73,4527700,45.914883
"2010-06-25",53.959999,54.48,53.110001,53.799999,3181800,45.974693
"2010-06-28",53.790001,53.84,52.669998,52.970001,3179000,45.265411
"2010-06-29",52.18,52.209999,50.779999,50.950001,4094700,43.539234
"2010-06-30",51.029999,51.860001,50.209999,50.34,4065400,43.017971
"2010-07-01",49.82,50.740002,48.709999,49.959999,5958100,42.69323
"2010-07-02",50.169998,50.759998,49.639999,50.080002,2873500,42.795776
"2010-07-06",51.200001,51.919998,50.299999,50.950001,4341000,43.539234
"2010-07-07",51.290001,53.220001,51.23,53.220001,3716800,45.479061
"2010-07-08",53.790001,54.110001,52.759998,54.099998,2817200,46.231056
"2010-07-09",54.040001,54.110001,52.630001,53.23,2932000,45.487595
"2010-07-12",53.049999,53.689999,52.700001,53.689999,2288300,45.880699
"2010-07-13",54.389999,54.740002,53.990002,54.349998,2439900,46.444691
"2010-07-14",53.959999,54.490002,53.330002,53.59,2707900,45.795238
"2010-07-15",53.900002,53.900002,52.419998,53.32,3314600,45.564518
"2010-07-16",52.490002,52.880001,51.259998,51.490002,3320600,44.00069
"2010-07-19",51.880001,52.380001,51.490002,51.830002,2036600,44.291229
"2010-07-20",51.049999,52.93,51,52.880001,3433400,45.188515
"2010-07-21",53.59,53.59,50.41,50.889999,5432200,43.487957
"2010-07-22",51.459999,52.889999,51.34,52.200001,5847900,44.607414
"2010-07-23",52.040001,52.939999,51.32,52.700001,4835700,45.034702
"2010-07-26",52.610001,53.060001,52.200001,52.779999,5053200,45.10305
"2010-07-27",52.900002,53.360001,52.41,53.299999,6413500,45.547417
"2010-07-28",53.110001,53.939999,52.009998,52.470001,7073800,44.83815
"2010-07-29",52.509998,54.029999,52.490002,53.849998,6356100,46.017422
"2010-07-30",53.369999,53.91,52.939999,53.59,4471300,45.795238
"2010-08-02",54.630001,56.080002,54.52,55.939999,4416700,47.803429
"2010-08-03",56.060001,56.150002,55.07,56.080002,3469400,47.923065
"2010-08-04",56.200001,56.560001,55.740002,56.5,2955600,48.281967
"2010-08-05",56,56.59,55.790001,56.310001,2146900,48.119621
"2010-08-06",55.82,56.189999,54.650002,55.59,2565400,47.504333
"2010-08-09",56.07,56.200001,55.310001,56.060001,2188600,47.905979
"2010-08-10",55.07,55.950001,54.650002,55.560001,2799900,47.478703
"2010-08-11",54.41,54.509998,53.040001,53.400002,2922500,45.632881
"2010-08-12",52.369999,53.48,52.279999,53.16,2148500,45.427784
"2010-08-13",52.880001,53.740002,52.73,52.77,1974900,45.094509
"2010-08-16",52.490002,52.759998,52.049999,52.619999,3097200,44.966339
"2010-08-17",53.400002,53.619999,52.779999,53.439999,2891800,45.667053
"2010-08-18",53.369999,53.369999,52.200001,52.900002,2821600,45.205593
"2010-08-19",52.509998,52.740002,51.889999,51.990002,3815700,44.427959
"2010-08-20",51.439999,52,50.959999,51.240002,2753200,43.78706
"2010-08-23",51.18,51.720001,51.02,51.23,1827500,43.7785
"2010-08-24",50.549999,50.990002,50.119999,50.209999,4278500,42.906868
"2010-08-25",49.990002,50.66,49.790001,50.41,4447300,43.077774
"2010-08-26",50.759998,51.02,49.799999,49.880001,2484600,42.624882
"2010-08-27",50.200001,51.560001,49.599998,51.459999,2583500,43.975048
"2010-08-30",51.18,51.490002,50.490002,50.52,2078800,43.171772
"2010-08-31",50.27,50.900002,49.810001,50.25,2130000,42.941048
"2010-09-01",51.32,53.189999,51.18,53.110001,3480600,45.385056
"2010-09-02",53.419998,54.91,53.25,54.889999,4279000,46.906147
"2010-09-03",55.139999,55.439999,54.490002,55.290001,2439500,47.247959
"2010-09-07",54.82,54.82,53,53.380001,4560000,45.61578
"2010-09-08",53.360001,54.799999,53.25,54.299999,2892100,46.401962
"2010-09-09",54.98,55.16,53.860001,54.119999,2417000,46.24815
"2010-09-10",54.540001,55.080002,54.299999,54.419998,2631800,46.50452
"2010-09-13",55.32,55.32,54.369999,54.490002,3728100,46.564346
"2010-09-14",54.279999,55.07,53.84,54.799999,3363200,46.829239
"2010-09-15",54.389999,55.23,54,55,2960800,47.00016
"2010-09-16",54.59,55.880001,54.439999,55.82,3797600,47.787766
"2010-09-17",56.119999,56.240002,54.950001,54.970001,5242400,47.060074
"2010-09-20",55.25,56.849998,55.18,56.669998,3403500,48.515446
"2010-09-21",56.310001,56.860001,55.310001,56.139999,2781000,48.061714
"2010-09-22",56.25,57.93,56.240002,56.400002,3373900,48.284313
"2010-09-23",55.68,56.720001,55.459999,56.049999,2199400,47.984673
"2010-09-24",56.91,58.169998,56.540001,57.810001,2568500,49.491413
"2010-09-27",57.810001,57.889999,57.459999,57.669998,2783700,49.371555
"2010-09-28",57.740002,58.470001,57.18,58.189999,3970000,49.816742
"2010-09-29",58.119999,59.349998,57.860001,58.779999,3007000,50.321827
"2010-09-30",59.349998,59.790001,58.130001,59.119999,3426000,50.612907
"2010-10-01",60,61.119999,59.990002,60.919998,4574300,52.153896
"2010-10-04",60.619999,60.970001,59.23,59.490002,4397200,50.929668
"2010-10-05",60.689999,62.18,60.650002,61.419998,5033600,52.581947
"2010-10-06",61.150002,62.290001,61.150002,61.610001,2758700,52.744621
"2010-10-07",62.200001,62.330002,60.880001,61.810001,2709800,52.915848
"2010-10-08",61.759998,62.740002,61.509998,62.529999,2830800,53.532223
"2010-10-11",62.52,63.560001,62.52,63.040001,2146300,53.968842
"2010-10-12",62.709999,62.98,61.849998,62.669998,1910800,53.652096
"2010-10-13",63,63.73,62.900002,63.369999,2534500,54.251347
"2010-10-14",63.299999,63.779999,62.380001,62.75,2446800,53.720573
"2010-10-15",63.52,64.040001,62.77,63.830002,3414400,54.645172
"2010-10-18",63.709999,64.68,63.43,64.360001,2769500,55.0989
"2010-10-19",63.52,63.75,62.07,62.27,3336100,53.309643
"2010-10-20",62.580002,63.84,62.380001,63.279999,2416000,54.174309
"2010-10-21",63.540001,64.480003,62.580002,63.119999,2789700,54.037334
"2010-10-22",63.220001,63.68,62.48,63.25,2603900,54.148632
"2010-10-25",63.799999,64.099998,62.459999,62.549999,3625800,53.549351
"2010-10-26",62.09,62.84,61.43,62.509998,3274900,53.515102
"2010-10-27",63.189999,64.410004,61.299999,62.509998,4590200,53.515102
"2010-10-28",63.18,63.75,62.91,63.23,2205400,54.1315
"2010-10-29",62.889999,63.48,62.57,63.029999,2074700,53.960285
"2010-11-01",63.720001,64.669998,63.720001,64.099998,3019100,54.87632
"2010-11-02",64.830002,65.970001,64.75,65.279999,3206800,55.88652
"2010-11-03",65.550003,66.75,65.220001,66.440002,4616900,56.879597
"2010-11-04",69.25,69.900002,68.889999,69.25,6086000,59.285255
"2010-11-05",69.279999,70.230003,69.089996,69.980003,4563800,59.910217
"2010-11-08",69.669998,70.849998,69.440002,70.470001,3184600,60.329708
"2010-11-09",70.959999,71.220001,69.18,69.660004,3386600,59.636261
"2010-11-10",70.150002,71.529999,69.110001,71.529999,3055300,61.237179
"2010-11-11",70.82,71.989998,69.5,71.900002,2867100,61.553955
"2010-11-12",71.010002,71.040001,69.150002,70.059998,4056900,59.978706
"2010-11-15",70.629997,70.669998,69.529999,69.529999,2711100,59.52496
"2010-11-16",68.75,68.75,67.199997,67.779999,4049000,58.026775
"2010-11-17",67.129997,68.690002,66.510002,67.82,3561600,58.061043
"2010-11-18",68.830002,70.389999,68.830002,69.989998,2764000,59.918777
"2010-11-19",69.760002,70.480003,69.139999,70.400002,3003900,60.269772
"2010-11-22",69.779999,70,68.419998,69.690002,2014900,59.66193
"2010-11-23",68.900002,69.330002,68.389999,69.050003,3211400,59.11404
"2010-11-24",69.389999,70.970001,69.349998,70.940002,2432200,60.732079
"2010-11-26",70.080002,70.290001,69.330002,69.779999,1068200,59.738968
"2010-11-29",69.379997,70.419998,67.870003,70.120003,2695000,60.030056
"2010-11-30",69.389999,70.650002,69.120003,70.050003,2607800,59.97015
"2010-12-01",71.589996,73.389999,71.459999,73.139999,3238000,62.615501
"2010-12-02",73.099998,74.550003,73.099998,74.290001,2486900,63.599998
"2010-12-03",73.93,74.75,73.830002,74.300003,3369400,63.608597
"2010-12-06",74.419998,74.5,73.18,74,4098500,63.351749
"2010-12-07",74.82,76.370003,74.660004,75.440002,3977300,64.584541
"2010-12-08",75.699997,75.860001,73.599998,74.339996,2692900,63.642822
"2010-12-09",75.07,75.07,73.610001,73.949997,2170300,63.308937
"2010-12-10",74.32,74.730003,73.970001,74.519997,1862700,63.796909
"2010-12-13",74.720001,75.269997,73.93,74.120003,2593600,63.454502
"2010-12-14",74.190002,74.540001,73.620003,74.089996,2801600,63.428802
"2010-12-15",73.769997,74.370003,72.910004,73.209999,2479200,62.675442
"2010-12-16",73.449997,74.440002,72.57,74.419998,2876800,63.798458
"2010-12-17",74.75,75.910004,74.470001,75.440002,4451200,64.672882
"2010-12-20",74.989998,75.290001,74.25,74.599998,3171500,63.952774
"2010-12-21",74.730003,76.050003,74.57,76.010002,2219100,65.161545
"2010-12-22",75.980003,76.540001,75.510002,76.18,2134700,65.307266
"2010-12-23",75.739998,76.019997,75.43,75.839996,1586600,65.015808
"2010-12-27",75.379997,75.489998,74.629997,75.269997,1196600,64.527153
"2010-12-28",75.639999,75.639999,74.940002,75.120003,1523600,64.398537
"2010-12-29",75.589996,76.529999,75.080002,76.440002,2713500,65.530151
"2010-12-30",76.5,76.980003,76.220001,76.440002,1830300,65.530151
"2010-12-31",76.440002,76.900002,75.849998,76.540001,1286900,65.615906
"2011-01-03",77.940002,78.389999,77.089996,77.419998,2124900,66.370277
"2011-01-04",78.169998,78.360001,77.199997,77.75,2724200,66.653175
"2011-01-05",78.269997,79.519997,77.360001,79.470001,4138400,68.127701
"2011-01-06",80.269997,80.449997,78.699997,79.209999,2872600,67.904823
"2011-01-07",79.190002,79.339996,78.110001,79.169998,2739900,67.870522
"2011-01-10",79.18,79.260002,77,77.989998,4777300,66.858955
"2011-01-11",78.57,81.610001,78.410004,80.989998,4838400,69.430748
"2011-01-12",82.230003,82.379997,79.800003,80.190002,3760100,68.744957
"2011-01-13",80.889999,81.07,79.440002,79.919998,3082300,68.513474
"2011-01-14",79.949997,82.330002,79.669998,82.129997,3047700,70.408066
"2011-01-18",82.720001,82.75,81.93,82.029999,2690300,70.322342
"2011-01-19",82.160004,82.470001,80.360001,80.5,3046500,69.010689
"2011-01-20",79.949997,80.040001,77.760002,79.440002,4155600,68.10199
"2011-01-21",79.019997,80.139999,78.410004,78.650002,3841400,67.424751
"2011-01-24",78.739998,79.290001,78.360001,78.940002,3357200,67.673378
"2011-01-25",78.580002,78.75,76.290001,77.169998,4934000,66.155983
"2011-01-26",76.790001,79.769997,76,79.349998,5064600,68.024834
"2011-01-27",79.580002,79.910004,78.449997,79.25,2928200,67.93911
"2011-01-28",78.93,82.230003,78.25,81.510002,6961300,69.876541
"2011-01-31",81.699997,84.190002,81.459999,84.120003,4187500,72.114037
"2011-02-01",84.32,86.120003,84.309998,85.360001,4082400,73.177063
"2011-02-02",84.830002,85.199997,83.760002,83.879997,2555000,71.908295
"2011-02-03",83.709999,84,81.75,83.139999,2533000,71.273903
"2011-02-04",84.349998,84.349998,81.910004,82.339996,2892200,70.588089
"2011-02-07",82.660004,83.910004,82.529999,83.150002,2045000,71.282494
"2011-02-08",82.800003,82.809998,81.769997,82.669998,2387500,70.87101
"2011-02-09",82.150002,82.470001,79.860001,80.089996,2984100,68.65921
"2011-02-10",79.889999,81.400002,79.75,81.290001,1790100,69.687927
"2011-02-11",81.089996,81.290001,79.879997,80.599998,2590000,69.09642
"2011-02-14",80.489998,82.449997,80.330002,82.330002,2371500,70.579536
"2011-02-15",82.07,82.269997,81,81.190002,1559400,69.602219
"2011-02-16",81.599998,83.980003,81.410004,83.839996,2651500,71.874016
"2011-02-17",83.690002,84.419998,82.82,84.129997,2278700,72.122612
"2011-02-18",83.919998,85.019997,83.269997,85,2870100,72.868462
"2011-02-22",84.349998,85,80.629997,80.760002,4140800,69.233582
"2011-02-23",81.099998,85.209999,81.099998,84.949997,5061000,72.825584
"2011-02-24",84.690002,85.400002,82.82,83.730003,4133900,71.779724
"2011-02-25",84.040001,84.849998,82.790001,84.800003,3500700,72.696999
"2011-02-28",85.5,87.029999,85,87.029999,3767400,74.608704
"2011-03-01",87.169998,87.400002,84,84.660004,4270000,72.576981
"2011-03-02",84.650002,84.949997,83,84.510002,2335800,72.448364
"2011-03-03",85.440002,85.690002,84.400002,85.199997,2224100,73.039879
"2011-03-04",85.400002,85.5,83.629997,84.239998,2614400,72.216896
"2011-03-07",84.949997,85.970001,83.550003,84.360001,2050600,72.319771
"2011-03-08",84.360001,84.529999,82.349998,83.809998,2693200,71.848289
"2011-03-09",83.290001,84.18,82.660004,83.099998,1987100,71.239616
"2011-03-10",81.739998,81.970001,78.660004,78.739998,5482000,67.583229
"2011-03-11",78.129997,80.720001,78,80.18,3872200,68.819168
"2011-03-14",79.290001,79.68,78.260002,79.349998,2563500,68.106804
"2011-03-15",76.360001,79.300003,76.209999,78.529999,3127600,67.402946
"2011-03-16",78.949997,80.669998,76.919998,78.309998,4004700,67.214149
"2011-03-17",79.139999,80.93,78.730003,80.309998,3471700,68.930756
"2011-03-18",81.669998,81.879997,79.589996,79.589996,3833900,68.312759
"2011-03-21",81.339996,82.349998,80.919998,82.169998,2524800,70.527237
"2011-03-22",82.260002,82.489998,81.040001,82.099998,2365800,70.467117
"2011-03-23",81.879997,82.089996,80.050003,80.660004,3532300,69.231194
"2011-03-24",81.209999,82.160004,80.129997,82.150002,2550100,70.510071
"2011-03-25",82.230003,84.620003,81.370003,84.360001,3177200,72.406921
"2011-03-28",84.419998,85,82.93,82.970001,1705300,71.213882
"2011-03-29",82.800003,83.669998,81.93,83.370003,2212000,71.557213
"2011-03-30",83.889999,84.849998,83.209999,83.809998,1821300,71.934845
"2011-03-31",84.760002,86.110001,84.629997,85.209999,3645900,73.136497
"2011-04-01",85.82,87.190002,85.809998,86.739998,2363000,74.449669
"2011-04-04",86.519997,86.980003,85.5,85.879997,1721500,73.711525
"2011-04-05",86.25,86.879997,85.550003,86.349998,1918500,74.114944
"2011-04-06",86.889999,87,84.010002,84.809998,2845300,72.793129
"2011-04-07",85.389999,85.550003,83.410004,84.529999,2821000,72.552841
"2011-04-08",85.169998,85.5,83.809998,84.239998,2812100,72.303909
"2011-04-11",83.970001,84.559998,81.540001,81.779999,2725100,70.192467
"2011-04-12",80.839996,80.93,78.760002,80.309998,4183000,68.930756
"2011-04-13",80.589996,81.300003,78.459999,79.669998,5875500,68.381454
"2011-04-14",79.370003,79.860001,78.650002,79.650002,3030900,68.364258
"2011-04-15",79.389999,79.639999,78.510002,78.879997,4377400,67.703377
"2011-04-18",77.440002,77.849998,76.610001,77.209999,2955500,66.269997
"2011-04-19",77.209999,78.709999,76.739998,78.559998,2422900,67.428719
"2011-04-20",80.290001,80.650002,79.830002,80.550003,2267200,69.136765
"2011-04-21",80.489998,81.099998,79.650002,80.68,2112200,69.248337
"2011-04-25",80.730003,80.889999,79.629997,80,1582700,68.66468
"2011-04-26",80.160004,80.919998,79.599998,80.669998,2400000,69.239769
"2011-04-27",84.150002,84.800003,82.279999,82.739998,6679000,71.016472
"2011-04-28",84.040001,84.779999,83,83.940002,3340400,72.046432
"2011-04-29",83.940002,86.449997,83.93,85.959999,3772600,73.78019
"2011-05-02",86.190002,86.190002,83.019997,83.559998,4505700,71.720253
"2011-05-03",82.900002,83.040001,79.57,79.830002,5327500,68.518768
"2011-05-04",79.650002,79.720001,76.68,77.43,8071400,66.458832
"2011-05-05",76.620003,78.559998,75.550003,76.519997,6960900,65.677765
"2011-05-06",78.580002,79.949997,76.360001,77.470001,6059300,66.493164
"2011-05-09",78.290001,80.290001,78,79.949997,3865000,68.62175
"2011-05-10",79.800003,80.129997,78.449997,79.669998,4295800,68.381454
"2011-05-11",79.150002,79.150002,76.75,77.07,3870700,66.149849
"2011-05-12",76.529999,77.339996,75.209999,76.379997,4318700,65.557587
"2011-05-13",77.160004,77.330002,75.459999,75.779999,3260400,65.042641
"2011-05-16",75.360001,76.599998,74.349998,74.589996,3625400,64.02124
"2011-05-17",74.279999,75.589996,73.800003,75.459999,3684100,64.76796
"2011-05-18",75.68,77.959999,75.290001,77.190002,3852600,66.252853
"2011-05-19",78.029999,78.470001,77,78.080002,3748300,67.016739
"2011-05-20",77.639999,78.589996,77.089996,77.919998,4067300,66.879395
"2011-05-23",76.25,76.800003,75.760002,76.199997,3082800,65.40313
"2011-05-24",77.089996,78.440002,76.989998,77.440002,2914200,66.467407
"2011-05-25",77.050003,78.489998,76.949997,78.239998,3119900,67.154053
"2011-05-26",77.900002,78.75,77.5,78.400002,2569000,67.291405
"2011-05-27",78.790001,79.5,78.169998,78.599998,1990100,67.463058
"2011-05-31",79.68,80.050003,78.120003,79.029999,2687900,67.832138
"2011-06-01",78.779999,79.080002,76.050003,76.300003,3828300,65.488953
"2011-06-02",76.580002,77.639999,75.5,76.699997,3118900,65.832283
"2011-06-03",75.559998,78.099998,75.309998,76.970001,2507400,66.064011
"2011-06-06",76.830002,77.139999,74.139999,74.379997,3259500,63.840992
"2011-06-07",75.900002,76.449997,74.410004,74.529999,4167200,63.969746
"2011-06-08",74.519997,75.93,73.5,73.769997,4143900,63.317417
"2011-06-09",74.239998,75.580002,73.970001,75.110001,2695700,64.467552
"2011-06-10",74.410004,74.410004,72.75,72.849998,3531100,62.527771
"2011-06-13",73.07,73.459999,70.690002,71.610001,3188900,61.463497
"2011-06-14",72.559998,73.839996,72.360001,73.360001,2398100,63.053566
"2011-06-15",72.199997,72.57,70.269997,70.980003,4922100,61.007938
"2011-06-16",71.309998,71.559998,69.400002,70.309998,4769200,60.432072
"2011-06-17",71.160004,71.400002,69.019997,69.279999,5475700,59.546787
"2011-06-20",68.650002,69.260002,67.650002,68.730003,5186900,59.074062
"2011-06-21",69.470001,72.050003,69.139999,71.529999,4018800,61.480671
"2011-06-22",70.940002,72.879997,70.529999,71.419998,3491900,61.386112
"2011-06-23",69.970001,69.970001,68.309998,69.580002,4669400,59.804619
"2011-06-24",69.650002,70.150002,68.940002,69.040001,3017500,59.340508
"2011-06-27",68.779999,69.550003,68.370003,69.190002,2780600,59.469433
"2011-06-28",69.709999,71.559998,69.709999,71.470001,2984700,61.429096
"2011-06-29",71.690002,73.339996,71.330002,72.980003,4075200,62.726967
"2011-06-30",74.029999,75.150002,73.540001,74.760002,4905300,64.256882
"2011-07-01",74.769997,75.589996,73.629997,75.419998,3594100,64.824173
"2011-07-05",75.300003,77.120003,75.220001,75.779999,2909600,65.133591
"2011-07-06",75.370003,75.400002,73.889999,74.410004,3303800,63.95607
"2011-07-07",75.870003,76.449997,75.330002,75.650002,2764600,65.021851
"2011-07-08",73.769997,74.709999,73.599998,74.68,2947200,64.188133
"2011-07-11",73.419998,73.610001,71.699997,72.019997,3036200,61.901817
"2011-07-12",71.699997,72.410004,70.919998,71.379997,3628700,61.351738
"2011-07-13",71.900002,72.540001,69.480003,70.790001,8420600,60.844654
"2011-07-14",71.5,71.639999,69.559998,69.639999,5612300,59.856197
