"dates","HES.Open","HES.High","HES.Low","HES.Close","HES.Volume","HES.Adjusted"
"2011-07-15",70.120003,72.989998,70.029999,72.93,6074500,62.683968
"2011-07-18",72.190002,72.980003,71.800003,72.489998,3549400,62.305794
"2011-07-19",73.199997,74.75,73.150002,74.120003,3057000,63.706825
"2011-07-20",74.550003,74.559998,72.75,72.809998,2629800,62.580837
"2011-07-21",73.089996,74.370003,73.050003,74.139999,2457800,63.723988
"2011-07-22",74.290001,74.660004,73.669998,74.370003,2037800,63.92168
"2011-07-25",73.25,74.870003,73.040001,74.150002,2280200,63.732605
"2011-07-26",74.32,74.730003,72.93,73.089996,3217300,62.821514
"2011-07-27",70.699997,72.220001,69.82,70.279999,8590200,60.406273
"2011-07-28",69.160004,71.629997,69.029999,70.449997,5650000,60.552402
"2011-07-29",68.949997,69.589996,68.370003,68.559998,5136000,58.927917
"2011-08-01",70.019997,70.029999,67.699997,68.440002,3553400,58.824787
"2011-08-02",67.980003,68.910004,65.940002,66.019997,4855200,56.74477
"2011-08-03",66,66.330002,63.669998,65.139999,5832600,55.988411
"2011-08-04",64.169998,64.169998,60.860001,61.299999,6842400,52.687897
"2011-08-05",62.299999,62.880001,57.610001,59.860001,8362200,51.450211
"2011-08-08",57.560001,58.25,53.130001,53.549999,7848200,46.026699
"2011-08-09",54.830002,56.189999,52.630001,56.02,7126200,48.149689
"2011-08-10",54.919998,55.91,53.84,54.049999,9236700,46.456451
"2011-08-11",54.5,57.799999,53.73,56.720001,12625700,48.751347
"2011-08-12",57.48,57.799999,56.25,57.040001,5506100,49.026386
"2011-08-15",57.189999,60.240002,57.16,60.209999,4719800,51.751026
"2011-08-16",59.529999,60.610001,58.619999,59.200001,5141200,50.882927
"2011-08-17",60.02,60.919998,59.09,59.549999,3275700,51.18375
"2011-08-18",57.07,57.07,54.5,55.599998,6200400,47.788685
"2011-08-19",54.43,56.59,54,54.290001,4969900,46.662739
"2011-08-22",56.040001,56.25,53.740002,53.91,4621500,46.336124
"2011-08-23",54.25,55.43,53.299999,55.380001,5720500,47.599613
"2011-08-24",54.990002,56.27,54.48,56.200001,3250300,48.304394
"2011-08-25",56.599998,56.82,54.299999,54.599998,3432200,46.929184
"2011-08-26",54.02,56,53.48,55.700001,3506500,47.874653
"2011-08-29",56.709999,58.630001,56.599998,58.59,3485800,50.358631
"2011-08-30",57.299999,58.59,56.610001,58.220001,5150900,50.040623
"2011-08-31",58.720001,59.990002,58.369999,59.34,4626500,51.003254
"2011-09-01",59.509998,60.560001,58.5,59.82,7403600,51.415821
"2011-09-02",57.91,58.57,57.32,58.009998,5784200,49.860104
"2011-09-06",55.849998,56.82,55.360001,56.73,4683100,48.759933
"2011-09-07",58.009998,59.27,57.66,59.259998,2762700,50.934498
"2011-09-08",59.07,61.75,58.599998,59.84,5914000,51.433014
"2011-09-09",58.939999,59.759998,56.860001,57.740002,5478300,49.62804
"2011-09-12",56.639999,58.009998,56.119999,57.990002,6636100,49.842926
"2011-09-13",58.200001,60.080002,57.290001,59.66,6557500,51.278294
"2011-09-14",60.16,61.380001,58.759998,60.400002,4544700,51.914345
"2011-09-15",61.34,61.84,60.619999,61.25,3186300,52.732224
"2011-09-16",61.470001,62.330002,60.650002,61.610001,4374100,53.042171
"2011-09-19",59.900002,61.23,59,60.759998,3797900,52.310371
"2011-09-20",60.970001,61.639999,59.610001,59.759998,3e+06,51.44944
"2011-09-21",59.669998,60,56.43,56.490002,4431100,48.634182
"2011-09-22",54.07,54.220001,50.759998,51.77,8615400,44.570564
"2011-09-23",51.200001,52.32,50.93,51.48,4490000,44.320896
"2011-09-26",52.02,54.169998,50.419998,54.09,5592800,46.567951
"2011-09-27",55.779999,58.400002,55.200001,56.869999,6542900,48.961327
"2011-09-28",57.150002,58.290001,54.720001,54.759998,4936900,47.144764
"2011-09-29",56.59,56.669998,54.130001,55.540001,4374900,47.816284
"2011-09-30",54.23,54.759998,52.43,52.459999,4169900,45.164608
"2011-10-03",52.360001,52.450001,49.310001,49.459999,6059100,42.581818
"2011-10-04",48.5,52.040001,46.66,51.950001,6300000,44.725533
"2011-10-05",52.220001,53.580002,51.400002,53.459999,4612200,46.025551
"2011-10-06",53.650002,55.040001,52.59,54.689999,3553400,47.084503
"2011-10-07",55.09,55.220001,52.459999,53.200001,3752200,45.801701
"2011-10-10",54.709999,56.389999,54.709999,56.09,2816300,48.289806
"2011-10-11",55.360001,56.669998,54.98,55.610001,3311400,47.876564
"2011-10-12",56.349998,57.259998,55.700001,56.099998,3126100,48.298405
"2011-10-13",55.52,55.700001,54,55.09,3344500,47.428879
"2011-10-14",56.490002,57.549999,56.369999,57.470001,3302400,49.477909
"2011-10-17",57.049999,58.220001,56.650002,56.82,4374100,48.918289
"2011-10-18",56.66,58.84,55.130001,58.209999,6915300,50.114986
"2011-10-19",58.18,60.049999,57.900002,58.919998,4638600,50.726257
"2011-10-20",58.849998,59.25,56.619999,58.810001,4013700,50.631542
"2011-10-21",59.880001,60.84,58.779999,59.799999,3793800,51.483868
"2011-10-24",60.209999,61.32,59.970001,61,3778100,52.516994
"2011-10-25",60.860001,60.959999,58.689999,58.779999,3993600,50.605713
"2011-10-26",56.580002,60.59,56.299999,60.380001,7645100,51.983212
"2011-10-27",63.599998,66.489998,62.48,64.580002,10631500,55.59914
"2011-10-28",64.309998,65.900002,63.68,65.660004,5334700,56.528946
"2011-10-31",64.82,65.660004,62.080002,62.560001,6279800,53.86005
"2011-11-01",59.369999,60.220001,58.439999,58.939999,5809000,50.743465
"2011-11-02",60.459999,61.18,59.529999,60.450001,3234000,52.043476
"2011-11-03",61.150002,63.139999,60.310001,62.91,4124000,54.161369
"2011-11-04",62.68,63.900002,62.220001,63.439999,3322200,54.617672
"2011-11-07",63.619999,64.540001,61.880001,63.389999,2792500,54.574615
"2011-11-08",64,64.989998,62.970001,64.760002,2759800,55.754097
"2011-11-09",62.189999,63.130001,61.279999,61.389999,3995800,52.852757
"2011-11-10",62.73,64.389999,61.810001,63.849998,4450000,54.970657
"2011-11-11",65.029999,66.309998,64.760002,65.089996,3559300,56.038208
"2011-11-14",64.230003,64.959999,63.25,64.120003,2114900,55.20311
"2011-11-15",63.66,64.160004,62.900002,63.400002,2581500,54.583244
"2011-11-16",62.52,64.489998,62.259998,62.529999,3693600,53.834217
"2011-11-17",62.5,63.099998,60,60.369999,4676200,51.974594
"2011-11-18",61,61.709999,59.5,59.73,3950100,51.423603
"2011-11-21",58.48,58.869999,57.5,58.470001,2918100,50.338825
"2011-11-22",58.200001,59.48,57.84,58.029999,3918600,49.960014
"2011-11-23",57.029999,57.200001,54.66,55.009998,4585200,47.359997
"2011-11-25",54.689999,55.68,54.330002,54.330002,1498400,46.774555
"2011-11-28",56.549999,57.419998,56.150002,56.740002,3364200,48.849407
"2011-11-29",56.740002,58.43,56.540001,57.389999,3351600,49.409019
"2011-11-30",59.439999,61.130001,58.959999,60.220001,4867200,51.845467
"2011-12-01",59.93,61.130001,59.32,59.490002,3244100,51.216976
"2011-12-02",60.360001,60.689999,59.560001,59.650002,2760000,51.354721
"2011-12-05",61.139999,61.84,60.240002,60.759998,3043700,52.310371
"2011-12-06",60.689999,60.990002,59.84,60.419998,3028100,52.017639
"2011-12-07",60,60.310001,58.529999,59.810001,2970700,51.492481
"2011-12-08",59.380001,59.459999,57.150002,57.43,3229200,49.443455
"2011-12-09",57.75,58.759998,57.68,58.470001,3065900,50.338825
"2011-12-12",57.419998,57.439999,55.369999,56.349998,3377000,48.513653
"2011-12-13",57.279999,58.490002,55.869999,56.27,4207800,48.444763
"2011-12-14",55.689999,55.799999,53.599998,53.82,4014600,46.335495
"2011-12-15",54.82,55.200001,54.049999,54.689999,3635900,47.084503
"2011-12-16",55.119999,55.240002,53.66,54.310001,3732900,46.842995
"2011-12-19",54.299999,54.32,52.91,53.080002,3092000,45.782101
"2011-12-20",54.43,55.75,54.279999,55.5,3004400,47.869389
"2011-12-21",55.490002,56.16,54.950001,55.82,2428500,48.145378
"2011-12-22",56.110001,56.869999,56.049999,56.650002,2231500,48.861275
"2011-12-23",56.77,56.959999,56.23,56.959999,1464400,49.128647
"2011-12-27",57.049999,57.59,57.029999,57.169998,1601700,49.309776
"2011-12-28",57.110001,57.450001,55.810001,55.950001,1672400,48.257523
"2011-12-29",56.009998,56.619999,55.84,56.470001,1640000,48.706028
"2011-12-30",56.52,57.220001,56.490002,56.799999,1902700,48.99065
"2012-01-03",58.720001,59.110001,58.049999,58.400002,4572400,50.370674
"2012-01-04",58.25,59.080002,57.810001,59,4913900,50.88818
"2012-01-05",58.450001,58.66,57.369999,57.599998,6649600,49.680653
"2012-01-06",57.57,57.59,55.939999,56.419998,4984300,48.662884
"2012-01-09",56.450001,57.259998,56.34,56.900002,3542200,49.076908
"2012-01-10",58.119999,58.919998,58.119999,58.560001,4307500,50.508663
"2012-01-11",58.189999,58.380001,57.669998,57.939999,3301100,49.973907
"2012-01-12",58,58.560001,56.990002,57.009998,4896000,49.171776
"2012-01-13",56.509998,56.959999,56.09,56.549999,3715800,48.775017
"2012-01-17",57.560001,58.209999,57.040001,57.389999,3801300,49.499535
"2012-01-18",58.130001,59.720001,57.669998,59.669998,5571000,51.466057
"2012-01-19",59.970001,61.48,59.560001,61.189999,5959700,52.777073
"2012-01-20",61.099998,61.349998,60.439999,61.27,3694700,52.846073
"2012-01-23",61.220001,62.060001,61.07,61.650002,3121000,53.173832
"2012-01-24",61,61,59.650002,60.32,4396900,52.026699
"2012-01-25",59.68,60.66,57.16,57.310001,11204500,49.430531
"2012-01-26",58.130001,58.330002,54.759998,54.990002,9590200,47.429493
"2012-01-27",54.580002,55.630001,54.290001,55.259998,6372300,47.66238
"2012-01-30",55.09,55.34,54.099998,55.150002,4341300,47.567505
"2012-01-31",56.349998,56.459999,55.02,56.299999,7792400,48.559391
"2012-02-01",56.84,57.09,56.23,56.73,5227400,48.930275
"2012-02-02",56.889999,58.049999,56.529999,57.810001,5330200,49.861782
"2012-02-03",58.689999,60.650002,58.349998,60.380001,6484000,52.078438
"2012-02-06",59.869999,61.169998,59.540001,61.119999,4176700,52.716705
"2012-02-07",60.779999,62.48,60.150002,61.18,8031800,52.76844
"2012-02-08",61.48,61.48,60.09,60.459999,6281700,52.147442
"2012-02-09",60.75,63.450001,60.73,63.25,8076900,54.553841
"2012-02-10",62.040001,62.860001,61.73,61.82,4598400,53.32045
"2012-02-13",62.740002,63.439999,61.950001,62.259998,3148600,53.699963
"2012-02-14",62.150002,62.450001,61.34,61.900002,3318800,53.389458
"2012-02-15",62.130001,65.050003,62,64.129997,7796200,55.312859
"2012-02-16",64.07,65.07,63.66,64.879997,4377800,55.95974
"2012-02-17",65.349998,65.800003,64.440002,65.150002,4137100,56.192612
"2012-02-21",65.150002,67.019997,65.150002,65.5,5106800,56.494499
"2012-02-22",65.949997,65.949997,64.470001,65.230003,3658300,56.261623
"2012-02-23",65.309998,66.389999,64.589996,66.379997,3515700,57.253498
"2012-02-24",66.650002,67.279999,66.5,67,3561400,57.788261
"2012-02-27",66.559998,67.860001,66.459999,67,3863200,57.788261
"2012-02-28",67.059998,67.470001,65.410004,65.860001,4353900,56.804996
"2012-02-29",65.870003,66.360001,64.790001,64.919998,4705000,55.994236
"2012-03-01",65.349998,66.830002,65.330002,66.160004,4170000,57.063755
"2012-03-02",65.839996,66.349998,65.110001,65.43,4334900,56.434116
"2012-03-05",65.010002,65.25,63.880001,64.699997,4131000,55.804485
"2012-03-06",63.610001,63.91,62.5,63.5,4421200,54.769474
"2012-03-07",63.669998,64.669998,62.849998,64.139999,2628900,55.321468
"2012-03-08",64.790001,65.150002,63.369999,64.559998,3450300,55.683727
"2012-03-09",64.370003,64.580002,62.869999,63.040001,5441900,54.372723
"2012-03-12",63.09,63.25,61.849998,62.669998,4934800,54.053574
"2012-03-13",62.91,63.169998,62,63.009998,3444600,54.34684
"2012-03-14",63,63.799999,61.389999,61.77,4468600,53.362022
"2012-03-15",61.849998,62.650002,61.27,61.490002,4143600,53.120148
"2012-03-16",61.700001,63.009998,61.639999,62.549999,5001100,54.035847
"2012-03-19",62.549999,63.669998,62.5,63.27,2622600,54.657825
"2012-03-20",62.59,62.59,61.5,61.689999,2715000,53.292912
"2012-03-21",61.720001,61.84,60.880001,61.220001,3621900,52.886883
"2012-03-22",60.650002,60.779999,58.790001,59.220001,4990800,51.159111
"2012-03-23",59.220001,60.049999,58.560001,59.860001,3751700,51.711994
"2012-03-26",60.66,60.73,59.759998,60.139999,3181400,51.953892
"2012-03-27",60.349998,60.490002,59.639999,59.669998,2666100,51.547871
"2012-03-28",59.23,59.5,58.029999,58.630001,3933800,50.649426
"2012-03-29",58.07,58.650002,57.349998,58.43,3832700,50.476646
"2012-03-30",58.830002,59.279999,58.139999,58.950001,2663800,50.92588
"2012-04-02",58.709999,60.200001,58.639999,59.549999,3352700,51.444187
"2012-04-03",59.419998,59.529999,58.380001,58.939999,2948600,50.917217
"2012-04-04",58.189999,58.900002,57.700001,58.580002,4537900,50.606243
"2012-04-05",57.849998,59.049999,57.540001,57.869999,3336700,49.992882
"2012-04-09",56.529999,57.450001,56.380001,56.740002,2927500,49.016697
"2012-04-10",56.869999,56.990002,55.169998,55.450001,3524800,47.902271
"2012-04-11",56.130001,56.400002,55.259998,55.470001,3898700,47.919559
"2012-04-12",55.630001,56.93,55.549999,56.66,3376000,48.947563
"2012-04-13",56.400002,56.650002,55.25,55.279999,3245300,47.755413
"2012-04-16",55.57,55.860001,54.080002,54.259998,3567200,46.874249
"2012-04-17",54.880001,55.93,54.610001,55.57,3130900,48.005943
"2012-04-18",55.380001,55.830002,54.849998,55.150002,2454400,47.643116
"2012-04-19",55.279999,56,54.93,55.25,2485000,47.7295
"2012-04-20",55.66,56.25,55,55.07,3188900,47.57402
"2012-04-23",53.830002,54.349998,53.080002,54.119999,4340600,46.753315
"2012-04-24",54.130001,55.299999,53.91,55.040001,4476000,47.548088
"2012-04-25",56.049999,56.189999,50.310001,51.18,20989300,44.213501
"2012-04-26",50.779999,53.189999,50.709999,51.75,11646300,44.705917
"2012-04-27",51.810001,51.98,51.220001,51.540001,8290000,44.524502
"2012-04-30",51.540001,52.48,51.349998,52.139999,5280800,45.042824
"2012-05-01",52.400002,54.310001,52.299999,54.029999,6961200,46.675571
"2012-05-02",53.689999,54.450001,53,54.040001,6235600,46.684212
"2012-05-03",53.540001,53.990002,52.099998,52.400002,5151900,45.267448
"2012-05-04",51.790001,52,50.360001,50.939999,5470600,44.006176
"2012-05-07",50.869999,51.040001,50.02,50.34,4763700,43.487831
"2012-05-08",50.060001,50.09,48.619999,49.849998,6451100,43.064537
"2012-05-09",49.849998,49.849998,48.299999,48.650002,7078000,42.027885
"2012-05-10",49.349998,49.860001,48.389999,48.549999,4854300,41.941486
"2012-05-11",48.18,49.349998,47.810001,47.950001,3942200,41.423168
"2012-05-14",47.200001,47.240002,46.5,46.630001,5763000,40.282833
"2012-05-15",46.700001,47.119999,45.099998,45.32,6959500,39.151146
"2012-05-16",45.650002,46.490002,44.099998,44.240002,8374800,38.218151
"2012-05-17",44.360001,45.799999,44.360001,45.150002,6940400,39.004292
"2012-05-18",45.380001,45.790001,44.369999,44.599998,5874400,38.52916
"2012-05-21",44.779999,46.09,44.779999,46.040001,6388500,39.773148
"2012-05-22",46.029999,46.880001,45.450001,45.77,5144200,39.539898
"2012-05-23",45.080002,46.650002,44.650002,46.630001,5700000,40.282833
"2012-05-24",46.68,46.740002,45.790001,46.509998,4487800,40.179176
"2012-05-25",46.299999,47.150002,46.299999,46.689999,3327500,40.334679
"2012-05-29",47.299999,48,46.860001,47.419998,4260700,40.965305
"2012-05-30",46.68,46.68,45.150002,45.380001,4210600,39.20298
"2012-05-31",45.490002,45.610001,43.310001,43.700001,9572700,37.751663
"2012-06-01",43.700001,43.700001,42.220001,42.650002,7454400,36.844589
"2012-06-04",42.82,43.130001,41.849998,42.68,4866000,36.870499
"2012-06-05",42.509998,43.68,42.509998,43.009998,3582200,37.155582
"2012-06-06",43.740002,45.389999,43.740002,45.099998,6714900,38.961094
"2012-06-07",45.880001,46.48,44.650002,44.759998,3825900,38.66737
"2012-06-08",44.200001,44.93,43.939999,44.720001,3008300,38.632813
"2012-06-11",45.290001,45.790001,43.919998,43.98,4196400,37.993546
"2012-06-12",44.139999,44.57,43.5,43.93,4176200,37.950367
"2012-06-13",43.59,44.009998,42.919998,43.130001,4783200,37.259258
"2012-06-14",43.150002,44.029999,42.810001,43.950001,4525000,38.055851
"2012-06-15",44.200001,44.889999,43.68,44.799999,3887700,38.791882
"2012-06-18",44.220001,44.220001,43.119999,43.709999,3339000,37.848045
"2012-06-19",43.98,44.630001,43.57,44.330002,3155200,38.384907
"2012-06-20",44.389999,44.830002,43.66,44.209999,4112500,38.280998
"2012-06-21",44.189999,44.189999,40.91,40.970001,8200700,35.475506
"2012-06-22",41.32,41.59,40.560001,41,6392700,35.501488
"2012-06-25",40.41,40.509998,39.669998,39.950001,5394700,34.592293
"2012-06-26",39.950001,40.619999,39.68,39.990002,4037700,34.626949
"2012-06-27",40.200001,41.220001,40,41,5388100,35.501488
"2012-06-28",40.59,41.299999,40.279999,41.119999,6165600,35.605404
"2012-06-29",42.200001,43.450001,42.009998,43.450001,6944800,37.622921
"2012-07-02",43.139999,43.84,42.630001,43.459999,3588800,37.63158
"2012-07-03",44.330002,45.34,44.029999,45.299999,5022700,39.224812
"2012-07-05",45.029999,45.029999,44,44.290001,4621100,38.350273
"2012-07-06",43.57,43.77,43.040001,43.32,2751300,37.510353
"2012-07-09",43.200001,43.59,42.57,43.310001,3665900,37.501705
"2012-07-10",43.630001,43.82,41.939999,42.299999,4079200,36.627159
"2012-07-11",42.470001,44.060001,42.369999,43.68,4600600,37.822071
"2012-07-12",43.009998,43.040001,42.150002,42.599998,3647300,36.886913
"2012-07-13",42.779999,43.380001,42.599998,43.290001,3848800,37.484386
"2012-07-16",43.290001,43.810001,42.84,43.5,3350700,37.666222
"2012-07-17",43.75,44.18,43.02,44.099998,3827300,38.185749
"2012-07-18",43.68,45.18,43.68,44.900002,4014300,38.87846
"2012-07-19",45.330002,45.459999,44.540001,44.990002,4553000,38.956387
"2012-07-20",44.869999,45.5,44.700001,45.400002,4739600,39.311394
"2012-07-23",43.52,44.580002,43.279999,44.41,3798700,38.45417
"2012-07-24",44.330002,44.490002,43.299999,43.93,4567500,38.038559
"2012-07-25",45.619999,46.419998,43.110001,45.459999,12393200,39.363369
"2012-07-26",46.650002,47.689999,46.43,47.560001,6840200,41.18174
"2012-07-27",47.959999,48.709999,47.529999,48.360001,7222600,41.874451
"2012-07-30",48.299999,48.580002,47.689999,48.18,3889000,41.71859
"2012-07-31",47.919998,48.630001,47.099998,47.16,4055100,40.835369
"2012-08-01",47.599998,48.310001,46.700001,47.799999,3587200,41.389534
"2012-08-02",47.009998,47.82,46,46.52,3737100,40.281204
"2012-08-03",47.82,48.32,47.52,47.709999,3896400,41.311607
"2012-08-06",48.040001,49.02,47.919998,48.279999,3837300,41.805168
"2012-08-07",48.869999,49.830002,48.84,49.419998,3873400,42.79229
"2012-08-08",48.790001,50.25,48.599998,50.029999,4013100,43.32048
"2012-08-09",50,50,49.349998,49.59,3883100,42.939495
"2012-08-10",49.110001,49.68,48.849998,49.68,2575600,43.017426
"2012-08-13",49.509998,49.799999,48.860001,49.09,2536300,42.506538
"2012-08-14",49.32,49.759998,49.27,49.580002,2916600,42.930832
"2012-08-15",49.34,49.560001,49.009998,49.23,3260800,42.627769
"2012-08-16",49.16,50.23,49.16,50.009998,3031900,43.303158
"2012-08-17",50.09,50.16,49.09,49.310001,4399400,42.697037
"2012-08-20",49.310001,50.700001,49.240002,50.490002,3149300,43.718792
"2012-08-21",50.75,50.900002,50.34,50.470001,2671100,43.701466
"2012-08-22",50.150002,50.650002,49.540001,50.450001,2833700,43.684162
"2012-08-23",50.400002,50.529999,49.759998,49.779999,2104000,43.104015
"2012-08-24",49.599998,50.330002,48.98,50.189999,2727000,43.459011
"2012-08-27",50.200001,50.32,49.689999,49.869999,2391700,43.181934
"2012-08-28",50.18,51.139999,49.939999,50.84,3232100,44.021847
"2012-08-29",50.950001,51.029999,50.310001,50.540001,2451700,43.762081
"2012-08-30",50.290001,50.330002,49.630001,49.68,1863500,43.017426
"2012-08-31",50.209999,50.919998,50.049999,50.529999,2188400,43.753418
"2012-09-04",50.57,50.57,49.169998,49.650002,2423500,42.99144
"2012-09-05",49.310001,49.619999,48.700001,49.310001,3318000,42.697037
"2012-09-06",49.93,51.400002,49.919998,50.82,3362200,44.004524
"2012-09-07",51.110001,53.310001,50.93,52.900002,5288900,45.805588
"2012-09-10",52.869999,54.09,52.419998,53.130001,4005600,46.004734
"2012-09-11",53.91,54.689999,53.52,54.59,3927100,47.268944
"2012-09-12",54.84,55,54.220001,54.779999,2928800,47.433453
"2012-09-13",54.860001,56.240002,54.080002,55.599998,4310700,48.231525
"2012-09-14",55.759998,57.34,55.759998,56.060001,5084300,48.630569
"2012-09-17",55.75,56.43,55.110001,55.490002,2935000,48.136112
"2012-09-18",55.259998,55.650002,54.669998,55.5,2352700,48.144787
"2012-09-19",54.950001,55.459999,54.639999,55.099998,4038000,47.797794
"2012-09-20",54.82,55.5,54.25,55.439999,2690000,48.092739
"2012-09-21",55.93,56.32,55.52,55.639999,3635400,48.266235
"2012-09-24",54.82,55.09,54.400002,54.779999,2653100,47.52021
"2012-09-25",54.990002,55.400002,53.580002,53.599998,3070300,46.496586
"2012-09-26",53.349998,53.349998,51.869999,52.400002,4719500,45.455631
"2012-09-27",52.82,53.950001,52.57,53.77,2594900,46.644058
"2012-09-28",53.459999,53.889999,53.02,53.720001,2715600,46.600693
"2012-10-01",53.849998,54.599998,53.759998,53.950001,2256500,46.800198
"2012-10-02",54.09,54.349998,53.220001,53.5,2188500,46.409847
"2012-10-03",53.549999,53.549999,52.119999,52.639999,2977500,45.663815
"2012-10-04",52.84,54.099998,52.73,53.98,2670400,46.826237
"2012-10-05",54.369999,54.470001,53.349998,53.560001,3006800,46.461899
"2012-10-08",53.209999,53.91,52.799999,53.630001,2247400,46.522614
"2012-10-09",53.740002,54.389999,53.619999,53.73,2299400,46.609352
"2012-10-10",53.549999,53.939999,52.439999,52.610001,3815900,45.637787
"2012-10-11",53.209999,54.169998,53.099998,53.330002,2459400,46.262367
"2012-10-12",53.07,53.560001,52.75,53.279999,2109000,46.218998
"2012-10-15",53.099998,53.279999,52.16,52.939999,2571000,45.924046
"2012-10-16",53.580002,55.09,53.41,54.990002,4536000,47.70237
"2012-10-17",55.25,55.790001,54.970001,55.619999,2392100,48.248882
"2012-10-18",55.389999,55.720001,54.849998,55.32,2358100,47.98864
"2012-10-19",55.279999,55.540001,54.150002,54.279999,2545700,47.086456
"2012-10-22",54.34,55.09,53.650002,54.509998,2836600,47.28598
"2012-10-23",53.41,53.41,51.709999,52.369999,5880700,45.429588
"2012-10-24",52.470001,53.02,51.599998,52.529999,4332900,45.568382
"2012-10-25",53.27,53.939999,52.540001,53.900002,3739900,46.756828
"2012-10-26",53.77,54.169998,52.84,53.240002,2686300,46.184292
"2012-10-31",53.82,54.23,51.970001,52.259998,3765100,45.334164
"2012-11-01",52.209999,53.18,52.110001,52.650002,3444100,45.672478
"2012-11-02",54.68,55.349998,52.470001,53.389999,6254900,46.314415
"2012-11-05",53.880001,54.98,53.84,54.900002,4485600,47.624306
"2012-11-06",55.060001,55.959999,54.639999,55.52,3417600,48.16214
"2012-11-07",54.639999,54.639999,52.82,53.119999,4303400,46.080204
"2012-11-08",53.009998,53.470001,52.18,52.200001,3730700,45.282131
"2012-11-09",52.02,52.16,50.549999,50.73,8108700,44.006939
"2012-11-12",50.709999,50.709999,50.080002,50.57,3011600,43.868141
"2012-11-13",50.119999,51.029999,49.639999,49.959999,4097500,43.338985
"2012-11-14",50.099998,50.419998,49.139999,49.529999,4412200,42.965965
"2012-11-15",49.48,49.849998,48.380001,48.889999,6027700,42.41077
"2012-11-16",49.099998,49.34,48.200001,48.91,5294600,42.428139
"2012-11-19",49.779999,50.490002,49.759998,50.490002,4004300,43.798744
"2012-11-20",50.130001,50.459999,49.279999,49.549999,3598400,42.983322
"2012-11-21",49.939999,50.119999,49.400002,50.099998,2000900,43.46043
"2012-11-23",50.299999,51.16,50.049999,51.119999,1233300,44.345245
"2012-11-26",50.610001,50.619999,49.48,49.900002,2741600,43.286945
"2012-11-27",49.830002,50.259998,49.330002,49.380001,2826700,42.835835
"2012-11-28",48.759998,49.889999,48.400002,49.849998,2992900,43.243557
"2012-11-29",50.209999,50.650002,50.200001,50.5,3132700,43.807415
"2012-11-30",50.32,50.490002,49.27,49.610001,3610300,43.035378
"2012-12-03",50.110001,50.5,49.279999,49.57,2437700,43.00066
"2012-12-04",49.610001,49.82,48.689999,48.869999,3218300,42.39344
"2012-12-05",49.130001,49.849998,49.040001,49.470001,3242500,42.913925
"2012-12-06",49.310001,49.470001,48.299999,49.110001,3278400,42.601631
"2012-12-07",49.240002,49.720001,48.950001,49.689999,1889000,43.104759
"2012-12-10",49.669998,50.290001,49.490002,50.02,2801400,43.391033
"2012-12-11",50.25,51.060001,50.18,50.57,2584800,43.868141
"2012-12-12",50.82,52.740002,50.77,52.02,5261300,45.125973
"2012-12-13",51.84,52.549999,51.25,51.84,3943000,45.056435
"2012-12-14",51.360001,52.009998,50.990002,51.380001,4571900,44.656635
"2012-12-17",51.509998,52.470001,51.389999,52.25,3222300,45.412788
"2012-12-18",52.119999,54.150002,52.119999,54.049999,4124500,46.977264
"2012-12-19",54,54.080002,53.02,53.040001,2663000,46.099415
"2012-12-20",53.040001,53.540001,53.040001,53.459999,2098100,46.46447
"2012-12-21",52.830002,53.540001,52.470001,53.389999,5910900,46.403614
"2012-12-24",53.23,53.299999,52.5,52.639999,959300,45.751766
"2012-12-26",52.869999,53.32,52.290001,52.32,1562600,45.473633
"2012-12-27",52.290001,52.619999,51.77,52.450001,3198200,45.586628
"2012-12-28",52.040001,52.18,51.25,51.279999,2923500,44.569721
"2012-12-31",51.009998,53,50.900002,52.959999,2973400,46.029888
"2013-01-02",54.130001,54.130001,53.060001,53.709999,5446900,46.68174
"2013-01-03",53.599998,54.700001,53.32,54.200001,3887600,47.107616
"2013-01-04",54.16,55.040001,54.099998,55.02,2371200,47.820324
"2013-01-07",55.619999,55.939999,55.099998,55.84,4536200,48.53302
"2013-01-08",55.75,55.790001,54.82,55.41,3370800,48.159302
"2013-01-09",55.790001,56.549999,55.200001,55.599998,4542400,48.324413
"2013-01-10",56.41,56.709999,55.889999,56.610001,3789300,49.202263
"2013-01-11",56.799999,56.869999,55.98,56.25,3477500,48.889374
"2013-01-14",56.490002,56.849998,56.119999,56.419998,2849400,49.037121
"2013-01-15",56.099998,56.779999,55.830002,56.669998,3936300,49.254395
"2013-01-16",56.41,57.169998,56.369999,57.029999,2771800,49.567295
"2013-01-17",57.189999,57.599998,56.650002,57.299999,2707500,49.801968
"2013-01-18",57.48,57.68,56.860001,57.66,3163600,50.114861
"2013-01-22",57.77,58.98,57.419998,58.869999,5782700,51.166531
"2013-01-23",58.57,58.580002,57.599998,57.830002,3372400,50.262619
"2013-01-24",57.84,58.68,57.799999,58.439999,2996200,50.792805
"2013-01-25",58.470001,58.990002,58.400002,58.900002,2552300,51.1926
"2013-01-28",63.150002,63.759998,61.509998,62.48,14383600,54.304142
"2013-01-29",67.830002,70.769997,67.129997,68.110001,24404200,59.197426
"2013-01-30",67.620003,68.489998,66.050003,67.879997,11845200,58.997528
"2013-01-31",65.720001,67.790001,64.610001,67.160004,6978500,58.371738
"2013-02-01",67.370003,68.949997,67.050003,68.209999,4800000,59.284344
