"dates","GOOG.Open","GOOG.High","GOOG.Low","GOOG.Close","GOOG.Volume","GOOG.Adjusted"
"2010-04-09",282.685425,283.323029,280.94693,282.052795,4128617,282.052795
"2010-04-12",282.615692,285.928284,282.052795,285.295654,4722435,285.295654
"2010-04-13",285.196014,293.340485,284.498627,292.289429,7853929,292.289429
"2010-04-14",293.928284,295.064026,290.914581,293.400269,6830908,293.400269
"2010-04-15",294.97934,297.803772,293.0466,296.538513,13574290,296.538513
"2010-04-16",280.448822,283.342957,273.788757,274.047791,24562723,274.047791
"2010-04-19",273.350403,275.960632,271.482422,274.022888,7817191,274.022888
"2010-04-20",276.050293,278.785034,274.501099,276.483673,5977120,276.483673
"2010-04-21",277.19101,279.078949,275.049042,276.115051,4800928,276.115051
"2010-04-22",274.96936,275.218414,270.660492,272.508575,6585994,272.508575
"2010-04-23",272.60321,273.634338,270.122528,271.477448,4194463,271.477448
"2010-04-26",271.467468,271.477448,263.616913,264.827362,8770351,264.827362
"2010-04-27",263.487396,268.159882,262.630585,263.542175,7718222,263.542175
"2010-04-28",265.056488,266.416412,259.542175,263.606934,6837734,263.606934
"2010-04-29",265.689117,267.248291,262.351654,265.006683,6140731,265.006683
"2010-04-30",264.573303,267.83609,261.738953,261.868439,4889057,261.868439
"2010-05-03",262.266968,265.464966,261.559601,264.309296,3729527,264.309296
"2010-05-04",262.276917,262.386505,251.163574,252.239548,12198151,252.239548
"2010-05-05",249.554611,256.897095,249.300568,253.928207,9198750,253.928207
"2010-05-06",253.425095,257.793732,229.141129,248.403915,10037683,248.403915
"2010-05-07",249.051498,251.716507,239.766296,245.649246,10216150,245.649246
"2010-05-10",256.02536,260.433838,255.342911,259.851013,8286946,259.851013
"2010-05-11",256.872192,258.96933,253.161087,253.574539,6670108,253.574539
"2010-05-12",255.063965,255.063965,250.062698,251.751373,7732475,251.751373
"2010-05-13",257.285645,260.02536,254.232071,254.48613,6676532,254.48613
"2010-05-14",253.933197,254.540924,247.198441,252.817383,8262856,252.817383
"2010-05-17",252.443787,253.230835,248.244522,253.03656,5608544,253.03656
"2010-05-18",254.04776,254.53096,247.606903,248.254486,5672181,248.254486
"2010-05-19",247.203415,248.787476,242.959335,246.29184,6917231,246.29184
"2010-05-20",241.629318,241.883362,236.01535,236.618103,9863433,236.618103
"2010-05-21",233.654205,241.594452,231.332901,235.143631,19454247,235.143631
"2010-05-24",239.467422,243.980499,237.50975,237.689087,8723777,237.689087
"2010-05-25",233.200912,237.833542,231.138641,237.644257,6057420,237.644257
"2010-05-26",240.134918,243.965561,236.613113,236.847244,6977255,236.847244
"2010-05-27",241.569534,245.235794,239.626816,244.314255,5639258,244.314255
"2010-05-28",245.449997,245.803665,240.598175,241.908264,5811301,241.908264
"2010-06-01",239.317978,244.613129,239.163559,240.284348,5353592,240.284348
"2010-06-02",242.431305,246.012878,239.831055,245.763824,5100647,245.763824
"2010-06-03",246.630569,253.051498,246.426331,251.855988,7328767,251.855988
"2010-06-04",248.926956,253.674164,247.422592,248.428833,7869988,248.428833
"2010-06-07",248.59819,249.519745,240.672897,241.85347,7292633,241.85347
"2010-06-08",243.01413,243.507278,237.878372,241.484848,5390329,241.484848
"2010-06-09",242.700302,243.527206,235.118713,236.124939,5478458,236.124939
"2010-06-10",239.288086,243.337906,237.031555,242.595688,5175125,242.595688
"2010-06-11",240.349106,243.44252,239.910751,243.337906,3576756,243.337906
"2010-06-14",246.316742,246.326706,240.692825,240.692825,4096096,240.692825
"2010-06-15",240.638031,249.265686,240.189713,248.065186,8551132,248.065186
"2010-06-16",247.158585,251.058975,247.128708,249.699066,4595762,249.699066
"2010-06-17",250.784988,251.990479,247.417618,249.106293,3969423,249.106293
"2010-06-18",250.316757,250.794952,248.134933,249.081375,5767337,249.081375
"2010-06-21",249.016632,249.549622,241.539658,243.367798,5989366,243.367798
"2010-06-22",244.035294,247.372787,241.958084,242.217117,4456040,242.217117
"2010-06-23",242.535919,242.535919,238.18721,240.124954,4073411,240.124954
"2010-06-24",238.934418,240.473648,235.746368,236.662933,3801395,236.662933
"2010-06-25",237.639267,237.933167,234.401413,235.457443,4507231,235.457443
"2010-06-28",235.412613,237.883362,233.629303,235.158569,3537811,235.158569
"2010-06-29",230.854706,231.407623,224.717697,226.281845,7030453,226.281845
"2010-06-30",226.630539,228.060181,221.529648,221.644226,7233411,221.644226
"2010-07-01",221.813583,223.362778,216.005356,218.924423,7053540,218.924423
"2010-07-02",219.985443,220.314209,217.185928,217.4599,3886513,217.4599
"2010-07-06",221.17099,222.999146,216.005356,217.22081,5139392,217.22081
"2010-07-07",218.336624,224.802383,216.87709,224.259415,6282862,224.259415
"2010-07-08",225.928162,227.811111,223.990433,227.427551,5357807,227.427551
"2010-07-09",235.098785,235.746368,230.525925,232.872131,8695471,232.872131
"2010-07-12",235.303024,238.824829,234.660431,237.026566,6693796,237.026566
"2010-07-13",240.224579,245.574524,239.243256,243.6866,7982408,243.6866
"2010-07-14",244.02533,245.99295,242.321716,244.752609,6259374,244.752609
"2010-07-15",244.946884,246.426331,240.438782,246.087601,9752819,246.087601
"2010-07-16",233.684097,234.401413,228.902023,228.946854,15708259,228.946854
"2010-07-19",229.644241,233.948105,227.905746,232.219589,9134711,232.219589
"2010-07-20",229.654205,240.593201,229.440002,239.895813,8139395,239.895813
"2010-07-21",241.096313,241.94313,236.827316,237.858444,6583785,237.858444
"2010-07-22",240.712753,243.577011,240.339157,241.499802,4311500,241.499802
"2010-07-23",239.48735,244.379013,239.108765,244.11499,4545775,244.11499
"2010-07-26",243.631805,244.45871,241.534668,243.572037,4005357,243.572037
"2010-07-27",244.374023,247.821106,244.169785,245.395203,4920775,245.395203
"2010-07-28",246.545883,246.700302,240.433792,241.27066,5010711,241.27066
"2010-07-29",242.067673,243.527206,238.770035,241.589462,5371057,241.589462
"2010-07-30",238.929428,242.770035,238.675385,241.51973,4304273,241.51973
"2010-08-02",243.582001,245.718979,242.560822,244.289337,3731334,244.289337
"2010-08-03",244.334183,245.310516,242.471161,244.000427,3618111,244.000427
"2010-08-04",245.171036,252.553375,244.608154,252.214645,7653580,252.214645
"2010-08-05",252.000443,253.350388,250.839798,253.101318,4858945,253.101318
"2010-08-06",251.756348,251.92572,247.098816,249.176025,6663885,249.176025
"2010-08-09",250.187241,251.806168,249.743896,251.731445,3758435,251.731445
"2010-08-10",250.237045,252.055237,248.354111,250.914505,4163548,250.914505
"2010-08-11",247.935669,248.070175,244.832306,244.951859,4462665,244.951859
"2010-08-12",241.066422,246.451233,240.354095,245.086349,4425727,245.086349
"2010-08-13",243.586975,244.677887,242.097565,242.266922,3883903,242.266922
"2010-08-16",240.936905,244.020355,239.352844,241.888336,2619783,241.888336
"2010-08-17",243.352859,246.426331,242.107529,244.344131,3795574,244.344131
"2010-08-18",244.304291,244.518478,239.875885,240.174759,5392939,240.174759
"2010-08-19",239.606888,240.354095,232.752579,233.111237,7879424,233.111237
"2010-08-20",233.111237,234.91449,229.649216,230.147354,7864568,230.147354
"2010-08-23",229.888321,233.250717,228.010361,231.168518,5994786,231.168518
"2010-08-24",227.995422,228.329163,224.618073,224.852203,5546111,224.852203
"2010-08-25",224.15979,228.050217,224.15979,226.461166,5203632,226.461166
"2010-08-26",227.178482,227.776245,224.378967,224.647964,3567321,224.647964
"2010-08-27",225.435013,229.136139,222.989182,228.558304,4642135,228.558304
"2010-08-30",228.717712,229.021576,225.36528,225.499771,2472031,225.499771
"2010-08-31",224.214584,226.585709,223.163528,224.169754,3908194,224.169754
"2010-09-01",226.640503,231.601898,225.405121,229.305511,6480801,229.305511
"2010-09-02",230.555817,231.347855,229.295547,230.725189,3381026,230.725189
"2010-09-03",234.381485,235.058945,232.847229,234.271896,5099844,234.271896
"2010-09-07",231.382721,232.921951,230.645477,231.332901,3432618,231.332901
"2010-09-08",231.726425,235.367783,231.387695,234.411362,4821605,234.411362
"2010-09-09",238.022827,239.30304,234.411362,237.200912,4879421,237.200912
"2010-09-10",238.615616,238.999176,236.652969,237.180984,3963400,237.180984
"2010-09-13",239.552094,241.27066,238.869659,240.234543,4499803,240.234543
"2010-09-14",240.105026,241.46991,239.143631,239.317978,4449616,239.317978
"2010-09-15",239.078873,240.045258,238.356583,239.422592,4823613,239.422592
"2010-09-16",239.078873,240.324203,238.809875,239.631805,3953764,239.631805
"2010-09-17",240.971786,244.682877,239.691574,244.159836,11325492,244.159836
"2010-09-20",245.330444,254.251999,245.111267,253.190979,8840011,253.190979
"2010-09-21",253.888367,259.019135,253.504807,255.771301,8966082,255.771301
"2010-09-22",255.472427,257.923248,254.884628,257.03656,5093219,257.03656
"2010-09-23",256.344147,258.874664,254.695343,255.781265,4652172,255.781265
"2010-09-24",259.895844,262.929474,258.162354,262.660492,6738965,262.660492
"2010-09-27",263.437561,267.422638,263.437561,264.214661,6238095,264.214661
"2010-09-28",265.743927,265.798706,258.256989,262.600708,7336797,262.600708
"2010-09-29",262.939453,265.474945,261.375305,262.859741,4360684,262.859741
"2010-09-30",263.59198,264.941925,258.491119,261.9133,6512519,261.9133
"2010-10-01",264.010437,264.319275,260.523499,261.828613,4466680,261.828613
"2010-10-04",261.494843,263.138702,258.456238,260.199707,3895547,260.199707
"2010-10-05",263.203461,268.99176,262.29187,268.110046,7040491,268.110046
"2010-10-06",268.623138,268.966858,263.98053,266.177307,5545308,266.177307
"2010-10-07",267.103821,267.596985,263.582031,264.015411,4809560,264.015411
"2010-10-08",265.390259,267.796234,262.82486,267.173553,5739834,267.173553
"2010-10-11",268.234589,271.283173,267.582031,268.41391,5272288,268.41391
"2010-10-12",269.051544,271.975555,267.890869,269.684143,7535339,269.684143
"2010-10-13",272.478668,272.722778,270.152405,270.63559,6134106,270.63559
"2010-10-14",271.073944,271.606964,267.552155,269.455017,13317932,269.455017
"2010-10-15",298.516083,299.696655,294.695404,299.60202,29760734,299.60202
"2010-10-18",299.153687,308.687958,299.153687,307.70166,14249612,307.70166
"2010-10-19",303.288208,306.262054,300.304382,302.780121,9210193,302.780121
"2010-10-20",302.93454,307.537262,302.615723,302.854828,7076626,302.854828
"2010-10-21",304.61322,306.849854,301.86853,304.852325,5862894,304.852325
"2010-10-22",304.817474,306.262054,303.885956,305.121338,4529113,305.121338
"2010-10-25",306.64563,311.203522,306.336761,307.098907,6340477,307.098907
"2010-10-26",305.405273,309.455078,304.374146,308.144989,5044638,308.144989
"2010-10-27",306.735291,308.842377,305.021698,307.083984,4500606,307.083984
"2010-10-28",308.867279,309.340515,305.504883,308.13504,4384975,308.13504
"2010-10-29",307.382843,308.344238,305.350464,305.704132,4573679,305.704132
"2010-11-01",306.715363,309.171143,304.463806,306.351715,6197342,306.351715
"2010-11-02",308.179871,308.842377,306.142517,306.650604,4010175,306.650604
"2010-11-03",307.597046,309.753967,305.604523,308.932037,6786342,308.932037
"2010-11-04",311.153717,313.783875,309.888458,310.969421,7168368,310.969421
"2010-11-05",310.426453,311.577118,309.395325,311.372894,3544637,311.372894
"2010-11-08",310.844879,313.569672,310.40155,312.214752,4218352,312.214752
"2010-11-09",313.8237,314.247131,309.096436,311.243378,4491171,311.243378
"2010-11-10",309.87851,310.336792,307.60202,310.277008,5012719,310.277008
"2010-11-11",308.692932,308.76767,305.958191,307.442627,4540154,307.442627
"2010-11-12",305.848602,307.298157,299.482452,300.518585,6811436,300.518585
"2010-11-15",300.413971,300.872253,295.915833,296.623169,6983880,296.623169
"2010-11-16",295.273254,297.828674,290.63562,290.770111,6639594,290.770111
"2010-11-17",291.407745,293.649323,289.599518,290.685425,4903310,290.685425
"2010-11-18",293.400269,298.869751,293.181091,297.166138,5199416,297.166138
"2010-11-19",297.385315,297.828674,294.067749,294.311859,4612223,294.311859
"2010-11-22",292.638123,295.611969,290.286926,294.506134,4389592,294.506134
"2010-11-23",292.408966,293.405243,288.020416,290.416443,4341412,290.416443
"2010-11-24",292.558411,297.186066,292.428894,296.374115,4810765,296.374115
"2010-11-26",294.127533,295.382843,292.403992,293.898407,2632029,293.898407
"2010-11-29",293.484955,293.798767,288.892151,289.96814,5740838,289.96814
"2010-11-30",286.087677,286.087677,275.621887,276.817413,14288156,276.817413
"2010-12-01",280.448822,284.717804,280.149933,281.121277,7536343,281.121277
"2010-12-02",283.26825,285.594513,281.619415,284.842346,5114900,284.842346
"2010-12-03",283.661774,287.163635,282.939484,285.430145,5282125,285.430145
"2010-12-06",289.200989,289.91333,287.228394,288.100128,4203296,288.100128
"2010-12-07",294.531036,295.392792,291.905853,292.473724,6107206,292.473724
"2010-12-08",294.87973,295.153687,290.755188,294.167389,3526971,294.167389
"2010-12-09",295.831146,296.677979,293.400269,294.645599,3751810,294.645599
"2010-12-10",295.462524,295.885956,294.042847,294.999268,3422179,294.999268
"2010-12-13",297.445099,300.374115,295.93576,296.199768,4814980,296.199768
"2010-12-14",297.430145,298.027924,295.133759,296.344238,3298919,296.344238
"2010-12-15",295.99057,297.111359,293.474976,294.047852,4351650,294.047852
"2010-12-16",295.318085,295.776367,292.937012,294.750214,3205771,294.750214
"2010-12-17",294.396515,295.173615,292.737732,294.296906,6197342,294.296906
"2010-12-20",296.214722,297.823669,293.230896,296.418945,3961393,296.418945
"2010-12-21",298.167389,301.230927,297.689178,300.408997,3773090,300.408997
"2010-12-22",300.872253,302.366669,300.513611,301.614471,2424052,301.614471
"2010-12-23",301.539764,301.86853,299.89093,300.986816,2229927,300.986816
"2010-12-27",300.244598,300.762665,298.630646,300.065277,2425257,300.065277
"2010-12-28",299.900909,300.807495,297.888428,298.341736,2137582,298.341736
"2010-12-29",299.875977,300.080231,298.341736,299.377869,2046040,299.377869
"2010-12-30",297.883453,299.542236,297.57959,298.311859,1986418,298.311859
"2010-12-31",297.255798,298.092682,294.909607,295.875977,3090139,295.875977
"2011-01-03",297.126312,301.664276,297.126312,301.0466,4748131,301.0466
"2011-01-04",301.67923,301.958191,298.939514,299.93576,3662677,299.93576
"2011-01-05",298.914581,304.025452,298.904633,303.397797,5083583,303.397797
"2011-01-06",304.199799,308.060303,303.885956,305.604523,4131026,305.604523
"2011-01-07",306.805023,307.970642,303.925812,307.069031,4218152,307.069031
"2011-01-10",306.252106,306.54599,303.143738,305.958191,3170238,305.958191
"2011-01-11",307.70166,308.244629,306.102661,306.854828,2889390,306.854828
"2011-01-12",308.518585,308.518585,306.237152,307.283234,3277640,307.283234
"2011-01-13",307.333038,308.678009,305.933289,307.193573,2678000,307.193573
"2011-01-14",307.547241,310.969421,307.387848,310.924591,4748934,310.924591
"2011-01-18",311.861053,319.796326,311.467529,318.620728,7261115,318.620728
"2011-01-19",319.861084,320.27951,313.654358,314.695435,6837734,314.695435
"2011-01-20",314.924591,315.856079,310.481232,312.214752,11012724,312.214752
"2011-01-21",318.595825,319.666809,304.538513,304.772644,17875552,304.772644
"2011-01-24",302.650604,305.10141,299.492432,304.399048,9232878,304.399048
"2011-01-25",302.964417,309.186096,302.127563,308.797546,7320938,308.797546
"2011-01-26",309.006775,310.082733,306.491211,307.098907,4091479,307.098907
"2011-01-27",307.791321,308.692932,305.47998,307.243378,4053537,307.243378
"2011-01-28",308.37912,309.021698,298.760162,299.372864,8493918,299.372864
"2011-01-31",300.673004,301.106384,296.663025,299.059052,5630827,299.059052
"2011-02-01",301.116333,305.529785,300.428925,304.37912,5511180,304.37912
"2011-02-02",304.359192,306.022949,302.630676,304.85733,3534599,304.85733
"2011-02-03",303.60202,304.583344,301.933289,303.93576,3001408,303.93576
"2011-02-04",303.93576,304.578369,302.172394,304.349213,3113226,304.349213
"2011-02-07",303.940765,308.040375,303.467529,305.998047,3612691,305.998047
"2011-02-08",306.316864,308.658081,306.107635,308.0354,3402506,308.0354
"2011-02-09",307.283234,308.56842,305.026672,307.098907,3698812,307.098907
"2011-02-10",305.803772,307.597046,304.638153,307.069031,4686300,307.069031
"2011-02-11",305.748993,311.333038,305.355438,311.083984,5199215,311.083984
"2011-02-14",310.506134,313.644379,308.862305,312.902161,4271953,312.902161
"2011-02-15",312.488708,313.86853,310.386597,310.909637,4199683,310.909637
"2011-02-16",311.646881,312.080261,309.888458,310.944519,3380624,310.944519
"2011-02-17",309.465057,312.453857,308.981873,311.462555,2968686,311.462555
"2011-02-18",311.831177,314.411499,310.924591,313.863556,6459923,313.863556
"2011-02-22",308.85733,311.298187,302.750214,303.965668,7307086,303.965668
"2011-02-23",304.025452,306.202271,300.872253,304.518585,5800862,304.518585
"2011-02-24",304.553467,305.400299,299.552216,303.273254,5443728,303.273254
"2011-02-25",304.787567,306.21225,303.612,303.880981,3879286,303.880981
"2011-02-28",303.861053,307.093933,302.869781,305.554718,4580103,305.554718
"2011-03-01",307.736542,308.453827,298.531036,299.258301,6671312,299.258301
"2011-03-02",298.78009,301.86853,296.483704,299.273254,4068593,299.273254
"2011-03-03",302.0578,304.603271,301.370392,303.641876,3905183,303.641876
"2011-03-04",303.029175,303.352966,298.97934,299.188568,6044572,299.188568
"2011-03-07",299.153687,300.717834,292.403992,294.725311,6951358,294.725311
"2011-03-08",295.357941,297.873505,293.998016,295.049072,4586929,295.049072
"2011-03-09",294.396515,296.144989,291.781342,294.78009,4318125,294.78009
"2011-03-10",291.626923,292.214722,288.643097,289.066498,6279650,289.066498
"2011-03-11",288.030396,288.917053,285.594513,287.278198,6086729,287.278198
"2011-03-14",285.330505,288.065247,282.949432,283.930756,5653311,283.930756
"2011-03-15",277.709076,284.433868,276.712799,283.716553,8041228,283.716553
"2011-03-16",282.944458,283.831146,274.610687,277.509827,7625475,277.509827
"2011-03-17",281.186035,283.437592,279.223389,279.631866,5820335,279.631866
"2011-03-18",281.265747,282.934479,278.82489,279.482422,6621928,279.482422
"2011-03-21",284.045319,288.817444,283.447571,287.173615,6064446,287.173615
"2011-03-22",287.557159,288.533508,285.186066,287.582062,3787945,287.582062
"2011-03-23",286.521057,290.137482,284.932007,289.993042,3646015,289.993042
"2011-03-24",291.621918,293.096405,288.319305,292.349213,4213133,292.349213
"2011-03-25",292.344208,292.359161,288.538483,288.787567,5738228,288.787567
"2011-03-28",289.948212,291.40274,286.281952,286.605743,4453430,286.605743
"2011-03-29",286.92453,289.858551,285.43512,289.778839,3221630,289.778839
"2011-03-30",291.098877,291.656799,289.205994,289.833618,2855262,289.833618
"2011-03-31",290.411469,292.981842,289.783813,292.284454,4074013,292.284454
"2011-04-01",293.280701,296.483704,293.280701,294.795044,5245990,294.795044
"2011-04-04",295.392792,296.259552,290.461273,292.742737,4124402,292.742737
"2011-04-05",289.455048,289.659271,281.783813,283.482452,12140335,283.482452
"2011-04-06",285.021667,286.506104,282.939484,286.017944,5356603,286.017944
"2011-04-07",286.790039,289.23587,286.022919,288.917053,5081977,288.917053
"2011-04-08",291.352936,291.352936,287.950684,288.000488,3817857,288.000488
"2011-04-11",287.02417,287.970612,285.430145,287.606964,3730330,287.606964
"2011-04-12",286.426392,287.377838,282.964386,284.239594,4186835,284.239594
"2011-04-13",286.68045,287.721558,284.807465,287.064026,4154313,287.064026
"2011-04-14",286.521057,288.643097,284.981812,288.174835,10953503,288.174835
"2011-04-15",271.626862,271.856018,264.040314,264.359131,28192678,264.359131
"2011-04-18",262.227112,262.844788,258.530975,262.43631,10117381,262.43631
"2011-04-19",263.985504,264.448792,259.477417,259.791229,5388321,259.791229
"2011-04-20",261.968079,262.426361,259.721497,261.883392,6142939,261.883392
"2011-04-21",262.760101,263.153625,260.219635,261.56958,4958717,261.56958
"2011-04-25",261.644287,262.516022,260.030334,261.544678,3273825,261.544678
"2011-04-26",262.276917,267.716522,261.624359,265.415161,7026238,265.415161
"2011-04-27",267.995483,268.050293,266.177307,267.875946,4614030,267.875946
"2011-04-28",268.02536,268.618164,266.042816,267.98053,4014993,267.98053
"2011-04-29",268.99176,271.034088,268.249542,271.034088,8488699,271.034088
"2011-05-02",271.831116,271.846039,267.557129,268.274445,4283395,268.274445
"2011-05-03",267.562103,269.993011,263.826111,265.948151,4178604,265.948151
"2011-05-04",266.585785,268.493622,265.514771,266.894623,4249870,266.894623
"2011-05-05",265.933228,268.70285,264.757629,266.137451,4010576,266.137451
"2011-05-06",268.070221,269.719025,266.590759,266.650543,4127614,266.650543
"2011-05-09",266.501099,268.239563,264.55838,267.83609,3912008,267.83609
"2011-05-10",268.99176,271.198486,267.766357,270.316772,4101115,270.316772
"2011-05-11",269.061493,270.760132,265.848541,266.72525,4695133,266.72525
"2011-05-12",266.620636,267.467468,264.463715,266.526001,2907457,266.526001
"2011-05-13",266.306824,266.959381,263.537201,263.786255,4233208,263.786255
"2011-05-16",262.172302,262.650513,257.235809,258.242035,5938576,258.242035
"2011-05-17",256.752625,264.618134,256.553375,264.239563,6631965,264.239563
"2011-05-18",263.781281,264.174805,261.868439,263.915771,3921042,263.915771
"2011-05-19",265.370331,267.268219,263.870941,264.633087,4955907,264.633087
"2011-05-20",264.907074,265.001709,260.588257,261.03656,4652373,261.03656
"2011-05-23",257.335449,259.029083,255.741425,258.227112,4617242,258.227112
"2011-05-24",259.213409,261.001709,258.107544,258.162354,3814243,258.162354
"2011-05-25",257.699066,260.408936,257.659241,258.864716,2612957,258.864716
"2011-05-26",257.883392,260.085144,256.538422,258.097595,4252881,258.097595
"2011-05-27",258.271942,259.920746,257.186005,259.477417,3504687,259.477417
"2011-05-31",261.519745,263.537201,260.772552,263.522247,5394745,263.522247
"2011-06-01",263.034088,265.604462,261.674194,261.818634,5933959,261.818634
"2011-06-02",262.799957,264.159851,260.264465,263.044037,4425526,263.044037
"2011-06-03",260.02536,262.814911,259.776306,260.563354,3510108,260.563354
"2011-06-06",260.79248,262.426361,258.655487,259.557129,3898759,259.557129
"2011-06-07",260.468689,261.335449,258.52597,258.545898,3829500,258.545898
"2011-06-08",257.300568,259.64679,256.926971,258.615631,3319195,258.615631
"2011-06-09",259.029083,259.029083,256.857239,257.400208,3390862,257.400208
"2011-06-10",256.080139,257.38028,253.694092,253.80368,4898091,253.80368
"2011-06-13",254.04776,254.1474,250.147385,251.422607,4872796,251.422607
"2011-06-14",253.126221,256.080139,252.548386,253.235809,4700553,253.235809
"2011-06-15",251.572052,253.225845,249.3703,250.535934,4162142,250.535934
"2011-06-16",250.466187,252.339172,247.407654,249.250748,5534668,249.250748
"2011-06-17",252.144897,252.398941,241.494812,241.604401,10530122,241.604401
"2011-06-20",241.594452,242.207153,238.720215,241.385223,6079904,241.385223
"2011-06-21",242.685349,246.04776,241.459946,245.579514,5551531,245.579514
"2011-06-22",244.807404,245.255722,242.456223,242.595688,4832245,242.595688
"2011-06-23",240.16481,240.528442,235.980484,239.213364,9639396,239.213364
"2011-06-24",239.442505,239.477386,235.626816,236.553345,7639729,236.553345
"2011-06-27",236.11499,243.288101,235.915726,240.49855,6915223,240.49855
"2011-06-28",241.106277,247.178513,241.106277,245.90329,5450554,245.90329
