"dates","EW.Open","EW.High","EW.Low","EW.Close","EW.Volume","EW.Adjusted"
"2010-03-15",8.129167,8.300833,7.99,8.231667,5072400,8.231667
"2010-03-16",8.289167,8.291667,8.163333,8.2275,2662800,8.2275
"2010-03-17",8.25,8.25,8.179167,8.2025,2408400,8.2025
"2010-03-18",8.2475,8.270833,8.203333,8.260833,2431200,8.260833
"2010-03-19",8.325,8.333333,8.2725,8.325,5500800,8.325
"2010-03-22",8.305833,8.455,8.176667,8.438333,4840800,8.438333
"2010-03-23",8.455,8.498333,8.3225,8.38,5304000,8.38
"2010-03-24",8.375833,8.395833,8.3075,8.334167,2738400,8.334167
"2010-03-25",8.354167,8.354167,8.243333,8.246667,6229200,8.246667
"2010-03-26",8.245,8.279167,8.158333,8.184167,5677200,8.184167
"2010-03-29",8.215,8.299167,8.2,8.291667,2146800,8.291667
"2010-03-30",8.291667,8.350833,8.248333,8.343333,2041200,8.343333
"2010-03-31",8.308333,8.318333,8.2375,8.24,2857200,8.24
"2010-04-01",8.270833,8.380833,8.270833,8.365833,2689200,8.365833
"2010-04-05",8.398333,8.6,8.398333,8.6,4456800,8.6
"2010-04-06",8.589167,8.601667,8.304167,8.535833,10774800,8.535833
"2010-04-07",8.5675,8.640833,8.494167,8.583333,3232800,8.583333
"2010-04-08",8.546667,8.580833,8.473333,8.568333,2311200,8.568333
"2010-04-09",8.646667,8.668333,8.541667,8.668333,3902400,8.668333
"2010-04-12",8.579167,8.579167,8.460833,8.536667,4423200,8.536667
"2010-04-13",8.550833,8.711667,8.475,8.710833,4458000,8.710833
"2010-04-14",8.770833,8.795,8.635833,8.694167,4417200,8.694167
"2010-04-15",8.709167,8.789167,8.666667,8.781667,2931600,8.781667
"2010-04-16",8.771667,8.820833,8.679167,8.695833,3673200,8.695833
"2010-04-19",8.663333,8.755833,8.611667,8.633333,4972800,8.633333
"2010-04-20",8.633333,8.733333,8.624167,8.720833,7648800,8.720833
"2010-04-21",8.481667,8.655833,8.336667,8.358333,11941200,8.358333
"2010-04-22",8.360833,8.480833,8.254167,8.466667,4857600,8.466667
"2010-04-23",8.4425,8.57,8.331667,8.561667,4130400,8.561667
"2010-04-26",8.486667,8.596667,8.374167,8.514167,3247200,8.514167
"2010-04-27",8.506667,8.690833,8.468333,8.5675,4693200,8.5675
"2010-04-28",8.565,8.7725,8.55,8.709167,5236800,8.709167
"2010-04-29",8.718333,8.793333,8.6475,8.791667,4424400,8.791667
"2010-04-30",8.8175,8.825833,8.580833,8.59,5322000,8.59
"2010-05-03",8.6125,8.825833,8.6125,8.818333,4288800,8.818333
"2010-05-04",8.74,8.805833,8.586667,8.621667,4886400,8.621667
"2010-05-05",8.6,8.635,8.500833,8.5775,6679200,8.5775
"2010-05-06",8.575,8.654167,8,8.319167,6896400,8.319167
"2010-05-07",8.343333,8.343333,8.025833,8.1225,12480000,8.1225
"2010-05-10",8.383333,8.540833,8.1675,8.409167,5907600,8.409167
"2010-05-11",8.375833,8.399167,8.265,8.315833,6688800,8.315833
"2010-05-12",8.356667,8.475,8.299167,8.456667,5366400,8.456667
"2010-05-13",8.429167,8.585,8.425833,8.493333,2960400,8.493333
"2010-05-14",8.443333,8.475833,8.336667,8.384167,3288000,8.384167
"2010-05-17",8.429167,8.49,8.299167,8.473333,4496400,8.473333
"2010-05-18",8.554167,8.598333,8.419167,8.4375,3961200,8.4375
"2010-05-19",8.3975,8.4625,8.2675,8.303333,4844400,8.303333
"2010-05-20",8.161667,8.190833,8.013333,8.013333,6894000,8.013333
"2010-05-21",7.918333,8.210833,7.7625,8.2,7526400,8.2
"2010-05-24",8.146667,8.425833,8.146667,8.354167,6862800,8.354167
"2010-05-25",8.21,8.379167,8.058333,8.258333,12098400,8.258333
"2010-05-26",8.300833,8.634167,8.264167,8.485,9814800,8.485
"2010-05-27",8.538333,8.666667,8.483333,8.654167,11480400,8.654167
"2010-05-28",8.623333,8.666667,8.401667,8.421667,9258000,8.421667
"2010-06-01",8.37,8.791667,8.37,8.681667,10764600,8.681667
"2010-06-02",8.733333,8.871667,8.585,8.871667,8330400,8.871667
"2010-06-03",8.891667,9.013333,8.84,8.966667,5998800,8.966667
"2010-06-04",8.788333,8.863333,8.661667,8.743333,7912800,8.743333
"2010-06-07",8.78,8.926667,8.551667,8.573333,7329600,8.573333
"2010-06-08",8.596667,8.785,8.538333,8.726667,6144000,8.726667
"2010-06-09",8.74,8.833333,8.705,8.756667,4540200,8.756667
"2010-06-10",8.856667,8.95,8.79,8.823333,3853800,8.823333
"2010-06-11",8.788333,8.988333,8.76,8.966667,3362400,8.966667
"2010-06-14",9.038333,9.113333,8.948333,8.975,2910600,8.975
"2010-06-15",8.981667,9.096667,8.981667,9.085,2411400,9.085
"2010-06-16",9.025,9.261667,9.025,9.186667,3309000,9.186667
"2010-06-17",9.161667,9.223333,9.091667,9.148333,3224400,9.148333
"2010-06-18",9.158333,9.268333,9.123333,9.175,2854800,9.175
"2010-06-21",9.271667,9.333333,9.13,9.173333,2368200,9.173333
"2010-06-22",9.196667,9.296667,9.125,9.135,3636000,9.135
"2010-06-23",8.901667,8.958333,8.558333,8.691667,11811000,8.691667
"2010-06-24",8.681667,8.916667,8.648333,8.833333,6865200,8.833333
"2010-06-25",8.905,8.905,8.746667,8.886667,8592000,8.886667
"2010-06-28",8.986667,9.051667,8.831667,9.013333,5419200,9.013333
"2010-06-29",8.908333,9.048333,8.848333,8.971667,6261600,8.971667
"2010-06-30",8.973333,9.406667,8.941667,9.336667,12953400,9.336667
"2010-07-01",9.363333,9.363333,9.1,9.263333,9180000,9.263333
"2010-07-02",9.298333,9.341667,9.228333,9.235,7319400,9.235
"2010-07-06",9.365,9.536667,9.333333,9.433333,6961800,9.433333
"2010-07-07",9.27,9.273333,9.113333,9.206667,14950200,9.206667
"2010-07-08",9.281667,9.36,9.165,9.266667,8047800,9.266667
"2010-07-09",9.281667,9.405,9.243333,9.356667,2348400,9.356667
"2010-07-12",9.331667,9.4,9.285,9.331667,2652600,9.331667
"2010-07-13",9.418333,9.465,9.275,9.276667,5155800,9.276667
"2010-07-14",9.268333,9.338333,9.175,9.331667,4953600,9.331667
"2010-07-15",9.358333,9.398333,9.233333,9.326667,3205200,9.326667
"2010-07-16",9.283333,9.32,9.105,9.125,4109400,9.125
"2010-07-19",9.165,9.251667,9.141667,9.198333,3462000,9.198333
"2010-07-20",9.115,9.271667,9.035,9.263333,4584600,9.263333
"2010-07-21",9.273333,9.273333,8.895,8.925,9106200,8.925
"2010-07-22",9.35,9.725,9.35,9.561667,10356000,9.561667
"2010-07-23",9.561667,9.73,9.515,9.705,8011200,9.705
"2010-07-26",9.708333,9.781667,9.638333,9.781667,5089200,9.781667
"2010-07-27",9.833333,9.88,9.701667,9.788333,4420800,9.788333
"2010-07-28",9.788333,9.823333,9.608333,9.641667,3069600,9.641667
"2010-07-29",9.705,9.768333,9.53,9.545,4696800,9.545
"2010-07-30",9.49,9.698333,9.466667,9.633333,4571400,9.633333
"2010-08-02",9.738333,9.771667,9.576667,9.603333,5662200,9.603333
"2010-08-03",9.606667,9.803333,9.445,9.576667,8290800,9.576667
"2010-08-04",9.583333,9.68,9.541667,9.59,4424400,9.59
"2010-08-05",9.585,9.661667,9.523333,9.601667,3622200,9.601667
"2010-08-06",9.516667,9.726667,9.486667,9.716667,5260800,9.716667
"2010-08-09",9.723333,9.745,9.643333,9.725,3508800,9.725
"2010-08-10",9.641667,9.743333,9.583333,9.671667,3697200,9.671667
"2010-08-11",9.605,9.665,9.511667,9.623333,5920800,9.623333
"2010-08-12",9.596667,9.621667,9.518333,9.573333,2996400,9.573333
"2010-08-13",9.586667,9.606667,9.478333,9.551667,2853600,9.551667
"2010-08-16",9.541667,9.598333,9.423333,9.54,2799600,9.54
"2010-08-17",9.615,9.673333,9.538333,9.608333,3836400,9.608333
"2010-08-18",9.575,9.693333,9.516667,9.625,4605000,9.625
"2010-08-19",9.616667,9.67,9.513333,9.606667,3588000,9.606667
"2010-08-20",9.585,9.721667,9.556667,9.696667,5995800,9.696667
"2010-08-23",9.72,9.773333,9.641667,9.71,3745200,9.71
"2010-08-24",9.64,9.641667,9.498333,9.52,4550400,9.52
"2010-08-25",9.451667,9.536667,9.405,9.483333,5123400,9.483333
"2010-08-26",9.493333,9.611667,9.481667,9.58,4525800,9.58
"2010-08-27",9.608333,9.726667,9.5,9.683333,3369600,9.683333
"2010-08-30",9.636667,9.725,9.613333,9.636667,2839800,9.636667
"2010-08-31",9.6,9.626667,9.525,9.595,4390800,9.595
"2010-09-01",9.675,9.828333,9.63,9.823333,4978200,9.823333
"2010-09-02",9.825,10.073333,9.783333,10.07,5803800,10.07
"2010-09-03",10.12,10.188333,10.051667,10.161667,3120000,10.161667
"2010-09-07",10.165,10.26,10.053333,10.158333,2255400,10.158333
"2010-09-08",10.143333,10.183333,9.963333,9.998333,6130200,9.998333
"2010-09-09",10.075,10.086667,9.926667,9.96,3519600,9.96
"2010-09-10",9.953333,9.985,9.835,9.838333,5643600,9.838333
"2010-09-13",9.926667,9.973333,9.561667,9.568333,8672400,9.568333
"2010-09-14",9.513333,9.565,9.171667,9.5,10705200,9.5
"2010-09-15",9.493333,9.653333,9.461667,9.608333,9636600,9.608333
"2010-09-16",9.583333,9.823333,9.583333,9.718333,6442200,9.718333
"2010-09-17",9.695,9.713333,9.296667,9.301667,10870800,9.301667
"2010-09-20",9.266667,9.361667,8.85,9.078333,24022800,9.078333
"2010-09-21",9.093333,10.031667,9.091667,9.891667,26493000,9.891667
"2010-09-22",9.898333,9.99,9.721667,9.95,14584800,9.95
"2010-09-23",11.088333,11.548333,11.05,11.265,38283600,11.265
"2010-09-24",11.316667,11.326667,10.951667,11.318333,11960400,11.318333
"2010-09-27",11.326667,11.38,11.135,11.353333,9097200,11.353333
"2010-09-28",11.155,11.456667,10.958333,11.326667,6184200,11.326667
"2010-09-29",11.283333,11.35,11.256667,11.323333,4032000,11.323333
"2010-09-30",11.341667,11.396667,11.148333,11.175,8631000,11.175
"2010-10-01",11.236667,11.375,11.035,11.185,5984400,11.185
"2010-10-04",11.141667,11.166667,10.996667,11.085,4482600,11.085
"2010-10-05",11.163333,11.293333,11.101667,11.283333,4604400,11.283333
"2010-10-06",11.295,11.33,11.181667,11.296667,4129200,11.296667
"2010-10-07",11.351667,11.371667,11.158333,11.275,3890400,11.275
"2010-10-08",11.268333,11.366667,11.223333,11.336667,2839200,11.336667
"2010-10-11",11.326667,11.366667,11.083333,11.251667,3671400,11.251667
"2010-10-12",11.223333,11.235,11.09,11.135,4950600,11.135
"2010-10-13",11.183333,11.221667,11.135,11.175,2592000,11.175
"2010-10-14",11.136667,11.285,11.136667,11.201667,2089200,11.201667
"2010-10-15",11.26,11.26,11.113333,11.246667,3408600,11.246667
"2010-10-18",11.25,11.251667,11.12,11.158333,4586400,11.158333
"2010-10-19",11.108333,11.118333,10.836667,10.903333,3362400,10.903333
"2010-10-20",10.943333,11.125,10.918333,11.035,3351000,11.035
"2010-10-21",11.086667,11.143333,10.906667,11,2203800,11
"2010-10-22",11.018333,11.065,10.958333,11.04,2581200,11.04
"2010-10-25",11.06,11.166667,10.78,10.796667,8722200,10.796667
"2010-10-26",10.778333,10.975,10.566667,10.736667,5391000,10.736667
"2010-10-27",10.711667,10.746667,10.538333,10.64,6450600,10.64
"2010-10-28",10.67,10.745,10.613333,10.655,3729600,10.655
"2010-10-29",10.651667,10.685,10.561667,10.651667,3930600,10.651667
"2010-11-01",10.666667,10.81,10.636667,10.701667,3899400,10.701667
"2010-11-02",10.735,10.825,10.675,10.706667,2932200,10.706667
"2010-11-03",10.685,10.773333,10.596667,10.721667,2244000,10.721667
"2010-11-04",10.786667,10.916667,10.753333,10.906667,5641800,10.906667
"2010-11-05",10.903333,10.996667,10.855,10.938333,2897400,10.938333
"2010-11-08",10.923333,11.04,10.863333,11.026667,3465600,11.026667
"2010-11-09",11.003333,11.081667,10.916667,11.076667,3652200,11.076667
"2010-11-10",11.038333,11.091667,10.891667,11.026667,3980400,11.026667
"2010-11-11",10.961667,10.981667,10.76,10.945,2544600,10.945
"2010-11-12",10.905,10.943333,10.791667,10.818333,1731000,10.818333
"2010-11-15",10.833333,11.036667,10.806667,10.973333,4326000,10.973333
"2010-11-16",10.89,10.918333,10.63,10.723333,4503600,10.723333
"2010-11-17",10.725,10.923333,10.668333,10.838333,4055400,10.838333
"2010-11-18",10.848333,11.006667,10.826667,10.99,4040400,10.99
"2010-11-19",10.97,11.165,10.928333,11.148333,4038000,11.148333
"2010-11-22",11.093333,11.183333,11.038333,11.156667,4012200,11.156667
"2010-11-23",11.09,11.09,10.843333,10.908333,2586000,10.908333
"2010-11-24",10.915,11.033333,10.915,11.023333,3007800,11.023333
"2010-11-26",10.99,11.023333,10.866667,10.99,1110600,10.99
"2010-11-29",10.933333,11.138333,10.898333,11.106667,3225600,11.106667
"2010-11-30",11.021667,11.098333,11.011667,11.06,3441600,11.06
"2010-12-01",11.141667,11.296667,11.13,11.263333,2198400,11.263333
"2010-12-02",11.238333,11.32,11.21,11.253333,2605200,11.253333
"2010-12-03",11.256667,11.396667,11.255,11.361667,2672400,11.361667
"2010-12-06",11.355,11.435,11.298333,11.425,1785600,11.425
"2010-12-07",11.468333,11.52,11.313333,11.466667,3515400,11.466667
"2010-12-08",11.5,11.606667,11.398333,11.573333,3181800,11.573333
"2010-12-09",11.683333,11.761667,11.555,11.705,3874800,11.705
"2010-12-10",11.698333,11.895,11.643333,11.881667,3712800,11.881667
"2010-12-13",11.873333,12.803333,11.873333,12.675,12274800,12.675
"2010-12-14",12.666667,13.166667,12.506667,13.025,11036400,13.025
"2010-12-15",13,13.598333,12.875,13.543333,10843800,13.543333
"2010-12-16",13.528333,13.666667,13.403333,13.58,10456800,13.58
"2010-12-17",13.685,14.198333,13.606667,14.125,13182000,14.125
"2010-12-20",14.1,14.245,13.858333,14.046667,6907200,14.046667
"2010-12-21",14.098333,14.131667,13.775,13.81,5983800,13.81
"2010-12-22",13.745,13.933333,13.596667,13.651667,6268800,13.651667
"2010-12-23",13.626667,13.673333,13.455,13.553333,5328600,13.553333
"2010-12-27",13.508333,13.581667,13.423333,13.493333,3857400,13.493333
"2010-12-28",13.546667,13.555,13.448333,13.476667,2806800,13.476667
"2010-12-29",13.5,13.703333,13.5,13.643333,2089800,13.643333
"2010-12-30",13.601667,13.645,13.363333,13.48,4005600,13.48
"2010-12-31",13.5,13.606667,13.436667,13.473333,1966200,13.473333
"2011-01-03",13.588333,13.653333,13.175,13.208333,6539400,13.208333
"2011-01-04",13.233333,13.39,13.146667,13.378333,4017000,13.378333
"2011-01-05",13.315,13.401667,13.108333,13.136667,4582800,13.136667
"2011-01-06",13.13,13.201667,13.045,13.135,3882000,13.135
"2011-01-07",13.151667,13.301667,13.08,13.175,2752800,13.175
"2011-01-10",13.113333,13.166667,12.876667,13.108333,3949200,13.108333
"2011-01-11",13.208333,13.473333,13.208333,13.33,3583200,13.33
"2011-01-12",13.358333,13.4,13.161667,13.231667,3060000,13.231667
"2011-01-13",13.238333,13.653333,13.183333,13.631667,5047800,13.631667
"2011-01-14",13.595,13.683333,13.436667,13.616667,4568400,13.616667
"2011-01-18",13.7,13.916667,13.583333,13.913333,6060000,13.913333
"2011-01-19",13.908333,14.113333,13.75,13.966667,7218600,13.966667
"2011-01-20",13.885,13.94,13.751667,13.918333,6870000,13.918333
"2011-01-21",13.963333,14.031667,13.771667,13.781667,3061200,13.781667
"2011-01-24",13.973333,14.053333,13.848333,13.893333,5185800,13.893333
"2011-01-25",14.001667,14.053333,13.755,13.913333,4417200,13.913333
"2011-01-26",14.003333,14.151667,13.88,14.136667,7252200,14.136667
"2011-01-27",14.11,14.376667,14.11,14.153333,4404000,14.153333
"2011-01-28",14.153333,14.376667,13.751667,13.863333,4559400,13.863333
"2011-01-31",13.94,14.166667,13.916667,14.048333,4339800,14.048333
"2011-02-01",14.18,14.47,14.18,14.323333,4768800,14.323333
"2011-02-02",14.355,14.481667,14.325,14.386667,3947400,14.386667
"2011-02-03",14.171667,14.99,14.095,14.258333,9547800,14.258333
"2011-02-04",14.31,14.426667,14.253333,14.323333,4336200,14.323333
"2011-02-07",14.386667,14.666667,14.368333,14.445,3772800,14.445
"2011-02-08",14.458333,14.68,14.458333,14.675,2931600,14.675
"2011-02-09",14.61,14.883333,14.61,14.666667,3244200,14.666667
"2011-02-10",14.676667,14.93,14.635,14.75,2487000,14.75
"2011-02-11",14.751667,14.828333,14.641667,14.811667,2584200,14.811667
"2011-02-14",14.833333,14.853333,14.666667,14.82,2925000,14.82
"2011-02-15",14.818333,14.878333,14.686667,14.773333,2181000,14.773333
"2011-02-16",14.778333,14.851667,14.705,14.708333,2737200,14.708333
"2011-02-17",14.686667,14.875,14.6,14.858333,3338400,14.858333
"2011-02-18",14.856667,14.916667,14.788333,14.916667,3271200,14.916667
"2011-02-22",14.821667,14.89,14.515,14.533333,2831400,14.533333
"2011-02-23",14.515,14.571667,14.03,14.19,3958200,14.19
"2011-02-24",14.19,14.266667,13.973333,14.096667,4290600,14.096667
"2011-02-25",14.143333,14.405,14.101667,14.4,2760600,14.4
"2011-02-28",14.438333,14.578333,14.173333,14.173333,3643800,14.173333
"2011-03-01",14.238333,14.401667,14.09,14.161667,5369400,14.161667
"2011-03-02",14.118333,14.931667,14.118333,14.781667,4990800,14.781667
"2011-03-03",14.851667,15.303333,14.851667,15.145,4605600,15.145
"2011-03-04",15.201667,15.201667,14.828333,14.918333,3681000,14.918333
"2011-03-07",14.986667,15.078333,14.595,14.971667,4419000,14.971667
"2011-03-08",14.95,15.12,14.906667,15.041667,4069200,15.041667
"2011-03-09",15.063333,15.256667,15.021667,15.226667,4084800,15.226667
"2011-03-10",15.043333,15.08,14.706667,14.706667,4863000,14.706667
"2011-03-11",14.701667,14.923333,14.501667,14.878333,2654400,14.878333
"2011-03-14",14.748333,14.828333,14.6,14.743333,2658000,14.743333
"2011-03-15",14.51,14.51,14.213333,14.371667,4713600,14.371667
"2011-03-16",14.333333,14.483333,14.255,14.376667,3482400,14.376667
"2011-03-17",14.531667,14.69,14.431667,14.521667,2842200,14.521667
"2011-03-18",14.648333,14.733333,14.331667,14.368333,3366000,14.368333
"2011-03-21",14.496667,14.788333,14.468333,14.606667,3129600,14.606667
"2011-03-22",14.666667,14.666667,14.431667,14.436667,4194000,14.436667
"2011-03-23",14.443333,14.475,14.178333,14.191667,5436000,14.191667
"2011-03-24",14.348333,14.493333,14.216667,14.233333,6752400,14.233333
"2011-03-25",14.611667,15,14.586667,14.75,12739800,14.75
"2011-03-28",14.841667,15.006667,14.703333,14.706667,8616000,14.706667
"2011-03-29",14.651667,14.758333,14.633333,14.666667,6675600,14.666667
"2011-03-30",14.791667,14.84,14.625,14.653333,7276800,14.653333
"2011-03-31",14.668333,14.698333,14.453333,14.5,139237800,14.5
"2011-04-01",14.581667,14.603333,14.263333,14.345,14917800,14.345
"2011-04-04",14.74,14.77,13.865,14.246667,22205400,14.246667
"2011-04-05",14.133333,14.185,13.471667,13.71,21474000,13.71
"2011-04-06",13.715,13.826667,13.691667,13.71,10071600,13.71
"2011-04-07",13.691667,13.841667,13.681667,13.796667,7440600,13.796667
"2011-04-08",13.785,13.885,13.773333,13.843333,5509200,13.843333
"2011-04-11",13.828333,13.945,13.78,13.891667,4260000,13.891667
"2011-04-12",13.84,13.881667,13.781667,13.876667,6916200,13.876667
"2011-04-13",13.908333,14.148333,13.883333,14.076667,4590000,14.076667
"2011-04-14",14.015,14.16,13.923333,13.983333,6399000,13.983333
"2011-04-15",14.025,14.08,13.9,13.991667,6831600,13.991667
"2011-04-18",13.886667,13.893333,13.521667,13.6,10455000,13.6
"2011-04-19",13.586667,13.635,13.406667,13.635,7517400,13.635
"2011-04-20",13.758333,14.093333,13.738333,14.06,7387200,14.06
"2011-04-21",14.583333,14.585,13.691667,13.893333,11521200,13.893333
"2011-04-25",13.728333,14.061667,13.728333,13.968333,6280200,13.968333
"2011-04-26",13.97,14.111667,13.878333,13.888333,4500600,13.888333
"2011-04-27",13.9,14.008333,13.756667,13.995,3924600,13.995
"2011-04-28",13.961667,14.086667,13.921667,14.041667,2533800,14.041667
"2011-04-29",14.058333,14.486667,14.021667,14.391667,7438200,14.391667
"2011-05-02",14.48,14.625,14.34,14.36,5449200,14.36
"2011-05-03",14.296667,14.498333,14.17,14.236667,5473800,14.236667
"2011-05-04",14.215,14.288333,14.155,14.255,5898000,14.255
"2011-05-05",14.225,14.528333,14.191667,14.433333,6791400,14.433333
"2011-05-06",14.561667,14.833333,14.541667,14.7,9652200,14.7
"2011-05-09",14.666667,14.7,14.398333,14.678333,5929800,14.678333
"2011-05-10",14.7,14.875,14.681667,14.773333,5090400,14.773333
"2011-05-11",14.778333,14.81,14.561667,14.663333,3977400,14.663333
"2011-05-12",14.663333,14.91,14.55,14.871667,4296000,14.871667
"2011-05-13",14.865,14.916667,14.615,14.708333,4015800,14.708333
"2011-05-16",14.688333,14.931667,14.685,14.881667,4149600,14.881667
"2011-05-17",14.763333,14.775,14.55,14.745,3465000,14.745
"2011-05-18",14.745,14.945,14.673333,14.916667,5947800,14.916667
"2011-05-19",14.935,15.063333,14.895,14.971667,2731800,14.971667
"2011-05-20",14.971667,14.971667,14.721667,14.738333,4632600,14.738333
"2011-05-23",14.526667,14.71,14.493333,14.695,4129800,14.695
"2011-05-24",14.673333,14.696667,14.555,14.651667,3921600,14.651667
"2011-05-25",14.58,14.731667,14.58,14.688333,2704200,14.688333
"2011-05-26",14.63,14.696667,14.556667,14.61,3338400,14.61
"2011-05-27",14.668333,14.713333,14.645,14.68,2337600,14.68
"2011-05-31",14.833333,14.956667,14.658333,14.788333,5657400,14.788333
"2011-06-01",14.788333,14.858333,14.581667,14.6,4332000,14.6
"2011-06-02",14.598333,14.626667,14.313333,14.491667,4699800,14.491667
"2011-06-03",14.371667,14.463333,14.306667,14.406667,4049400,14.406667
"2011-06-06",14.35,14.426667,14.2,14.335,4533600,14.335
"2011-06-07",14.328333,14.465,14.245,14.411667,4625400,14.411667
"2011-06-08",14.343333,14.451667,14.236667,14.323333,5923800,14.323333
"2011-06-09",14.298333,14.438333,14.213333,14.41,2902200,14.41
"2011-06-10",14.375,14.375,14.028333,14.033333,3877200,14.033333
"2011-06-13",14.035,14.113333,13.915,13.93,3406800,13.93
"2011-06-14",14.021667,14.35,13.938333,14.263333,4139400,14.263333
"2011-06-15",14.375,14.375,13.975,13.98,3642000,13.98
"2011-06-16",13.963333,14.005,13.756667,13.871667,3186600,13.871667
"2011-06-17",14,14.088333,13.97,14.001667,4134600,14.001667
"2011-06-20",14.003333,14.026667,13.813333,13.986667,4620600,13.986667
"2011-06-21",14.041667,14.091667,13.975,14.041667,4209000,14.041667
"2011-06-22",14.041667,14.148333,14.033333,14.125,5700600,14.125
"2011-06-23",13.978333,14.18,13.798333,14.166667,7464000,14.166667
"2011-06-24",14.168333,14.191667,14.025,14.126667,3792600,14.126667
"2011-06-27",14.071667,14.25,14.071667,14.231667,4129200,14.231667
"2011-06-28",14.216667,14.256667,14.18,14.241667,3426000,14.241667
"2011-06-29",14.333333,14.333333,14.231667,14.263333,2307600,14.263333
"2011-06-30",14.305,14.583333,14.281667,14.53,4849800,14.53
"2011-07-01",14.521667,14.686667,14.47,14.678333,4423200,14.678333
"2011-07-05",14.598333,14.901667,14.576667,14.865,6240600,14.865
"2011-07-06",14.851667,15.166667,14.795,15.141667,4996200,15.141667
"2011-07-07",15.25,15.25,15.146667,15.181667,5827800,15.181667
"2011-07-08",15.078333,15.155,14.965,15.151667,4017600,15.151667
"2011-07-11",15.02,15.131667,14.953333,15.021667,3496800,15.021667
"2011-07-12",14.993333,15.09,14.811667,14.983333,4174800,14.983333
"2011-07-13",15.025,15.211667,14.968333,15.06,3314400,15.06
"2011-07-14",15.068333,15.15,14.948333,14.991667,2802000,14.991667
"2011-07-15",15.031667,15.031667,14.72,14.823333,5073000,14.823333
"2011-07-18",14.83,14.995,14.633333,14.948333,5454600,14.948333
"2011-07-19",14.981667,15.15,14.805,14.941667,4903800,14.941667
