"dates","GE.Open","GE.High","GE.Low","GE.Close","GE.Volume","GE.Adjusted"
"2011-06-29",17.826923,17.894232,17.692308,17.846153,40339624,13.785026
"2011-06-30",17.875,18.173077,17.846153,18.134615,46840976,14.007843
"2011-07-01",18.134615,18.519232,18.028847,18.461538,58103240,14.260375
"2011-07-05",18.480768,18.509615,18.182692,18.307692,43579952,14.141542
"2011-07-06",18.240385,18.365385,18.230768,18.317308,32845384,14.148964
"2011-07-07",18.490385,18.701923,18.403847,18.557692,46768904,14.334647
"2011-07-08",18.346153,18.365385,18.125,18.259615,56838288,14.104406
"2011-07-11",18,18.057692,17.788462,17.913462,48412936,13.837022
"2011-07-12",17.721153,17.942308,17.673077,17.673077,49040264,13.651339
"2011-07-13",17.817308,18.105768,17.788462,17.798077,59431736,13.747894
"2011-07-14",17.932692,18.076923,17.759615,17.817308,45495320,13.762747
"2011-07-15",17.836538,17.961538,17.586538,17.701923,52562328,13.673617
"2011-07-18",17.625,17.682692,17.461538,17.586538,41138760,13.584493
"2011-07-19",17.692308,17.923077,17.644232,17.865385,47504808,13.799885
"2011-07-20",18.028847,18.182692,17.884615,18.067308,50497304,13.955858
"2011-07-21",18.25,18.538462,18.134615,18.423077,69827368,14.230665
"2011-07-22",18.682692,18.778847,18.221153,18.307692,85441616,14.141542
"2011-07-25",18.240385,18.403847,18.125,18.230768,45570616,14.082117
"2011-07-26",18.269232,18.307692,17.788462,17.846153,71087328,13.785026
"2011-07-27",17.759615,17.798077,17.355768,17.413462,81267992,13.4508
"2011-07-28",17.442308,17.75,17.394232,17.413462,50627200,13.4508
"2011-07-29",17.298077,17.413462,17.096153,17.221153,72962656,13.302255
"2011-08-01",17.682692,17.711538,17,17.278847,71864624,13.346818
"2011-08-02",17.057692,17.192308,16.5,16.548077,100744696,12.782345
"2011-08-03",16.586538,16.826923,16.403847,16.798077,89620856,12.975455
"2011-08-04",16.528847,16.605768,15.788462,15.836538,133241160,12.232729
"2011-08-05",16.019232,16.298077,15.480769,15.875,129268152,12.262437
"2011-08-08",15.067308,15.509615,14.711538,14.836538,180579152,11.460289
"2011-08-09",14.990385,15.346154,14.25,15.346154,206388936,11.853935
"2011-08-10",15.240385,15.278846,14.432692,14.509615,140193248,11.207764
"2011-08-11",14.567308,15.307692,14.423077,15.076923,137085624,11.645972
"2011-08-12",15.423077,15.5,15.182692,15.269231,77794392,11.794516
"2011-08-15",15.548077,15.778846,15.461538,15.759615,67894216,12.17331
"2011-08-16",15.615385,15.644231,15.336538,15.528846,61702368,11.995054
"2011-08-17",15.673077,15.903846,15.461538,15.605769,52824304,12.054472
"2011-08-18",15.134615,15.173077,14.615385,14.75,123129760,11.393444
"2011-08-19",14.519231,15.009615,14.451923,14.509615,82888936,11.207764
"2011-08-22",14.951923,14.951923,14.471154,14.528846,72207928,11.222616
"2011-08-23",14.586538,14.942308,14.528846,14.942308,72923240,11.541989
"2011-08-24",14.884615,15.144231,14.826923,15.115385,68016312,11.675684
"2011-08-25",15.326923,15.432692,14.75,14.855769,70538000,11.475146
"2011-08-26",14.807692,15.076923,14.519231,14.942308,64859392,11.541989
"2011-08-29",15.182692,15.442308,15.144231,15.423077,49671128,11.913357
"2011-08-30",15.336538,15.615385,15.144231,15.5,50499384,11.972775
"2011-08-31",15.615385,15.855769,15.538462,15.682692,65386256,12.11389
"2011-09-01",15.682692,15.817308,15.528846,15.576923,63665368,12.032189
"2011-09-02",15.240385,15.307692,14.951923,15.153846,64213656,11.70539
"2011-09-06",14.663462,14.701923,14.423077,14.663462,101365264,11.326601
"2011-09-07",14.903846,15.240385,14.846154,15.192308,62648976,11.735101
"2011-09-08",15.086538,15.221154,14.894231,14.990385,122637632,11.579127
"2011-09-09",14.788462,14.865385,14.451923,14.509615,150218640,11.207764
"2011-09-12",14.432692,14.701923,14.153846,14.432692,176589088,11.148347
"2011-09-13",14.442308,14.865385,14.288462,14.817308,86632728,11.445437
"2011-09-14",14.884615,15.423077,14.615385,15.182692,94994224,11.727673
"2011-09-15",15.288462,15.480769,15.230769,15.461538,70019456,12.057608
"2011-09-16",15.596154,15.769231,15.451923,15.701923,92773200,12.245071
"2011-09-19",15.365385,15.644231,15.259615,15.557692,56319744,12.132593
"2011-09-20",15.625,15.817308,15.423077,15.423077,58484920,12.027613
"2011-09-21",15.355769,15.451923,14.769231,14.788462,77335232,11.532713
"2011-09-22",14.384615,14.634615,14.25,14.461538,118246336,11.277762
"2011-09-23",14.326923,14.663462,14.288462,14.625,68134040,11.40524
"2011-09-26",14.807692,15.019231,14.490385,14.971154,97656728,11.675184
"2011-09-27",15.201923,15.451923,15.067308,15.153846,83607264,11.817655
"2011-09-28",15.144231,15.384615,14.826923,14.855769,59699224,11.585202
"2011-09-29",15.211538,15.336538,14.903846,15.25,63121032,11.89264
"2011-09-30",15.048077,15.125,14.605769,14.634615,78810784,11.412738
"2011-10-03",14.519231,14.798077,14.115385,14.125,96409664,11.015316
"2011-10-04",13.932692,14.336538,13.480769,14.288462,116480000,11.142788
"2011-10-05",14.365385,14.740385,14.182692,14.682692,82718272,11.450227
"2011-10-06",14.682692,14.942308,14.384615,14.932692,67540928,11.645185
"2011-10-07",15.096154,15.134615,14.653846,14.903846,68191864,11.622695
"2011-10-10",15.182692,15.519231,15.153846,15.519231,58465056,12.102598
"2011-10-11",15.365385,15.596154,15.346154,15.519231,47839480,12.102598
"2011-10-12",15.625,15.942308,15.625,15.769231,64225304,12.297558
"2011-10-13",15.605769,15.682692,15.403846,15.596154,47981544,12.162589
"2011-10-14",15.788462,16.009615,15.769231,15.961538,46939568,12.447535
"2011-10-17",15.855769,15.961538,15.567308,15.605769,48743136,12.170084
"2011-10-18",15.625,16.326923,15.615385,16.067308,68071536,12.530013
"2011-10-19",16.067308,16.221153,15.778846,15.884615,53975168,12.387546
"2011-10-20",15.932692,16.153847,15.701923,15.990385,57295056,12.470028
"2011-10-21",15.740385,15.894231,15.509615,15.682692,118283776,12.230073
"2011-10-24",15.740385,16.048077,15.692308,15.817308,69725968,12.335053
"2011-10-25",15.826923,15.855769,15.432692,15.596154,85655232,12.162589
"2011-10-26",15.778846,15.875,15.596154,15.721154,69264624,12.260069
"2011-10-27",16.307692,16.826923,16.163462,16.701923,114899200,13.024918
"2011-10-28",16.528847,16.673077,16.451923,16.586538,60082568,12.934932
"2011-10-31",16.326923,16.355768,16.057692,16.067308,51909520,12.530013
"2011-11-01",15.509615,15.721154,15.355769,15.403846,93345512,12.01262
"2011-11-02",15.740385,15.884615,15.538462,15.625,50079328,12.185085
"2011-11-03",15.884615,16.048077,15.730769,16.028847,57072808,12.500019
"2011-11-04",15.913462,15.923077,15.605769,15.759615,43345640,12.290063
"2011-11-07",15.740385,15.798077,15.490385,15.759615,42863912,12.290063
"2011-11-08",15.807692,15.855769,15.634615,15.846154,56054440,12.357549
"2011-11-09",15.528846,15.567308,15.144231,15.240385,81777384,11.885144
"2011-11-10",15.461538,15.567308,15.355769,15.442308,61645064,12.042612
"2011-11-11",15.615385,15.836538,15.605769,15.673077,52227344,12.222576
"2011-11-14",15.596154,15.653846,15.403846,15.480769,41757456,12.072606
"2011-11-15",15.413462,15.692308,15.413462,15.576923,41367456,12.14759
"2011-11-16",15.451923,15.625,15.307692,15.336538,55058016,11.960132
"2011-11-17",15.365385,15.432692,14.903846,15.038462,70171816,11.727672
"2011-11-18",15.163462,15.240385,15.019231,15.048077,48712248,11.735173
"2011-11-21",14.884615,14.894231,14.615385,14.653846,69961112,11.427734
"2011-11-22",14.701923,14.701923,14.403846,14.413462,77942488,11.240271
"2011-11-23",14.336538,14.375,14.153846,14.163462,69607512,11.045309
"2011-11-25",14.192308,14.442308,14.134615,14.134615,24090248,11.022812
"2011-11-28",14.644231,14.663462,14.115385,14.230769,80734784,11.097797
"2011-11-29",14.336538,14.567308,14.25,14.346154,83681104,11.187779
"2011-11-30",14.721154,15.298077,14.673077,15.298077,102564592,11.930132
"2011-12-01",15.278846,15.384615,15.125,15.298077,60530912,11.930132
"2011-12-02",15.423077,15.673077,15.423077,15.471154,71173752,12.065107
"2011-12-05",15.721154,15.865385,15.557692,15.701923,64048400,12.245071
"2011-12-06",15.865385,16.269232,15.836538,16.076923,86337992,12.537516
"2011-12-07",16.038462,16.182692,15.894231,16.096153,67928432,12.552509
"2011-12-08",15.942308,16.009615,15.625,15.682692,82914104,12.230073
"2011-12-09",15.75,16.326923,15.730769,16.192308,89167520,12.627495
"2011-12-12",16.067308,16.211538,15.692308,15.826923,186581720,12.34255
"2011-12-13",15.923077,16.076923,15.673077,15.788462,76821056,12.312558
"2011-12-14",15.711538,16.125,15.673077,15.971154,92651728,12.455031
"2011-12-15",16.173077,16.221153,15.951923,16.144232,63886576,12.59
"2011-12-16",16.288462,16.432692,16.259615,16.355768,100347520,12.754966
"2011-12-19",16.317308,16.442308,16.144232,16.211538,68955016,12.642493
"2011-12-20",16.394232,16.721153,16.384615,16.615385,63930152,12.95743
"2011-12-21",16.653847,17.086538,16.490385,17.009615,83493904,13.264869
"2011-12-22",17.019232,17.442308,16.971153,17.355768,99457904,13.666148
"2011-12-23",17.326923,17.576923,17.259615,17.528847,48973808,13.802431
"2011-12-27",17.480768,17.5,17.317308,17.317308,43947800,13.635862
"2011-12-28",17.307692,17.326923,17.038462,17.144232,40843504,13.499582
"2011-12-29",17.125,17.423077,17.105768,17.375,44997680,13.681289
"2011-12-30",17.336538,17.384615,17.192308,17.221153,32664112,13.560143
"2012-01-03",17.528847,17.788462,17.528847,17.653847,61054864,13.900859
"2012-01-04",17.605768,17.884615,17.576923,17.846153,44464888,14.052279
"2012-01-05",17.75,17.884615,17.586538,17.836538,47651968,14.044711
"2012-01-06",18.009615,18.067308,17.846153,17.932692,53112176,14.12042
"2012-01-09",18.019232,18.153847,17.846153,18.134615,48866896,14.279417
"2012-01-10",18.278847,18.317308,17.903847,18,61718176,14.17342
"2012-01-11",17.836538,18.221153,17.788462,18.153847,49783032,14.294559
"2012-01-12",18.230768,18.269232,18.038462,18.201923,40516112,14.332421
"2012-01-13",18.057692,18.115385,17.884615,18.115385,43718792,14.264277
"2012-01-17",18.259615,18.365385,17.961538,18.019232,51175072,14.188565
"2012-01-18",17.865385,18.317308,17.846153,18.288462,55029104,14.400561
"2012-01-19",18.298077,18.451923,18.201923,18.413462,56063904,14.498986
"2012-01-20",18.086538,18.461538,17.961538,18.413462,96129592,14.498986
"2012-01-23",18.355768,18.5,18.173077,18.211538,52607984,14.339991
"2012-01-24",18.115385,18.134615,18.028847,18.115385,41326168,14.264277
"2012-01-25",18.105768,18.423077,18.067308,18.394232,53300208,14.483846
"2012-01-26",18.519232,18.528847,18.25,18.336538,44193240,14.438415
"2012-01-27",18.269232,18.394232,18.192308,18.298077,33916272,14.408135
"2012-01-30",18.105768,18.201923,17.980768,18.173077,39240344,14.309707
"2012-01-31",18.25,18.278847,17.971153,17.990385,48090224,14.165852
"2012-02-01",18.211538,18.326923,18.028847,18.048077,54097576,14.211282
"2012-02-02",18.125,18.201923,17.980768,18.028847,39325520,14.196138
"2012-02-03",18.269232,18.365385,18.192308,18.288462,46672912,14.400561
"2012-02-06",18.259615,18.413462,18.221153,18.317308,44445024,14.423271
"2012-02-07",18.288462,18.461538,18.182692,18.442308,37482536,14.521705
"2012-02-08",18.451923,18.567308,18.346153,18.5,35028032,14.567131
"2012-02-09",18.567308,18.605768,18.375,18.394232,45950840,14.483846
"2012-02-10",18.259615,18.278847,18.048077,18.153847,113926592,14.294559
"2012-02-13",18.298077,18.346153,18.173077,18.336538,108471064,14.438415
"2012-02-14",18.201923,18.355768,18.076923,18.211538,40798576,14.339991
"2012-02-15",18.278847,18.288462,17.980768,18.038462,43096352,14.203707
"2012-02-16",18.134615,18.298077,18.076923,18.278847,42131128,14.39299
"2012-02-17",18.442308,18.576923,18.375,18.538462,60399872,14.597415
"2012-02-21",18.673077,18.75,18.576923,18.663462,43601168,14.695843
"2012-02-22",18.682692,18.721153,18.442308,18.644232,42513952,14.680698
"2012-02-23",18.336538,18.625,18.269232,18.567308,47453536,14.74944
"2012-02-24",18.615385,18.625,18.403847,18.5,24881792,14.695975
"2012-02-27",18.288462,18.423077,18.25,18.336538,39022776,14.566123
"2012-02-28",18.384615,18.451923,18.259615,18.423077,36423608,14.634868
"2012-02-29",18.442308,18.509615,18.278847,18.317308,46444424,14.550845
"2012-03-01",18.413462,18.451923,18.298077,18.384615,38827776,14.604317
"2012-03-02",18.403847,18.403847,18.173077,18.240385,37679720,14.489744
"2012-03-05",18.221153,18.25,18.009615,18.125,36995504,14.398081
"2012-03-06",17.884615,17.894232,17.615385,17.711538,58498960,14.069634
"2012-03-07",17.865385,18.125,17.836538,18.048077,56629248,14.336977
"2012-03-08",18.25,18.355768,18.192308,18.298077,37424296,14.535574
"2012-03-09",18.288462,18.442308,18.192308,18.307692,38978992,14.543213
"2012-03-12",18.355768,18.451923,18.307692,18.394232,36763376,14.611956
"2012-03-13",18.461538,18.903847,18.355768,18.836538,66482208,14.963312
"2012-03-14",18.875,19.125,18.826923,19.028847,74206704,15.116074
"2012-03-15",19.105768,19.423077,19.096153,19.384615,79381328,15.398689
"2012-03-16",19.480768,19.519232,19.240385,19.423077,82406896,15.429245
"2012-03-19",19.307692,19.576923,19.288462,19.432692,44436288,15.436878
"2012-03-20",19.25,19.432692,19.211538,19.298077,49437024,15.329945
"2012-03-21",19.384615,19.538462,19.269232,19.298077,53145664,15.329945
"2012-03-22",19.182692,19.192308,18.932692,19.086538,52789256,15.161906
"2012-03-23",19.028847,19.144232,18.942308,19.019232,35580792,15.108438
"2012-03-26",19.211538,19.336538,19.153847,19.278847,44682144,15.31467
"2012-03-27",19.346153,19.365385,19.240385,19.269232,39853840,15.307034
"2012-03-28",19.25,20.192308,19.009615,19.240385,57648448,15.284117
"2012-03-29",19.057692,19.201923,18.951923,19.182692,42289624,15.238287
"2012-03-30",19.298077,19.355768,19.182692,19.298077,42605368,15.329945
"2012-04-02",19.259615,19.336538,19.134615,19.25,45935864,15.291759
"2012-04-03",19.201923,19.25,19.038462,19.192308,45549712,15.245927
"2012-04-04",18.894232,19.048077,18.865385,18.980768,45440824,15.077887
"2012-04-05",18.855768,18.951923,18.711538,18.740385,41562352,14.886935
"2012-04-09",18.365385,18.528847,18.336538,18.461538,37815752,14.66542
"2012-04-10",18.384615,18.394232,17.980768,18.019232,56628416,14.314062
"2012-04-11",18.288462,18.413462,18.25,18.278847,39341224,14.520297
"2012-04-12",18.278847,18.576923,18.230768,18.557692,29344120,14.741801
"2012-04-13",18.442308,18.442308,18.134615,18.153847,41925208,14.420996
"2012-04-16",18.25,18.394232,18.125,18.173077,31262296,14.436276
"2012-04-17",18.298077,18.615385,18.192308,18.596153,36941008,14.772353
"2012-04-18",18.490385,18.596153,18.307692,18.365385,34664656,14.589039
"2012-04-19",18.432692,18.509615,18.240385,18.403847,54255760,14.619591
"2012-04-20",18.682692,18.884615,18.509615,18.615385,70647512,14.787631
"2012-04-23",18.326923,18.384615,18.211538,18.336538,54124616,14.566123
"2012-04-24",18.451923,18.846153,18.375,18.788462,51548952,14.925119
"2012-04-25",19.009615,19.048077,18.673077,18.701923,50282440,14.856378
"2012-04-26",18.682692,18.951923,18.653847,18.865385,35968504,14.986227
"2012-04-27",18.932692,19.105768,18.846153,19.019232,38891424,15.108438
"2012-04-30",18.923077,18.961538,18.692308,18.826923,34190208,14.955677
"2012-05-01",18.826923,19.182692,18.711538,19.038462,36401248,15.123713
"2012-05-02",18.961538,19.019232,18.769232,19.009615,35012016,15.100799
"2012-05-03",19.038462,19.038462,18.817308,18.855768,25169144,14.978587
"2012-05-04",18.807692,18.836538,18.509615,18.596153,36190960,14.772353
"2012-05-07",18.413462,18.730768,18.403847,18.576923,37181040,14.757081
"2012-05-08",18.490385,18.586538,18.288462,18.509615,41907216,14.703614
"2012-05-09",18.269232,18.307692,18.019232,18.182692,64171744,14.443913
"2012-05-10",18.384615,18.490385,18.278847,18.355768,36747880,14.581394
"2012-05-11",18.192308,18.528847,18.182692,18.278847,27336608,14.520297
"2012-05-14",18.096153,18.115385,17.836538,17.884615,48857432,14.207125
"2012-05-15",17.836538,17.951923,17.615385,17.692308,49467184,14.054363
"2012-05-16",18.163462,18.519232,17.990385,18.269232,88414040,14.512659
"2012-05-17",18.221153,18.394232,18.144232,18.153847,54244424,14.420996
"2012-05-18",18.221153,18.423077,18.125,18.221153,63582688,14.474463
"2012-05-21",18.259615,18.451923,18.221153,18.384615,40150864,14.604317
"2012-05-22",18.423077,18.548077,18.326923,18.442308,49075208,14.650148
"2012-05-23",18.384615,18.471153,18.028847,18.442308,66040000,14.650148
"2012-05-24",18.413462,18.644232,18.288462,18.509615,43556656,14.703614
"2012-05-25",18.548077,18.673077,18.384615,18.461538,27921504,14.66542
"2012-05-29",18.548077,18.682692,18.461538,18.605768,37057176,14.779997
"2012-05-30",18.451923,18.461538,18.259615,18.307692,43511312,14.543213
"2012-05-31",18.278847,18.480768,18.144232,18.355768,50993904,14.581394
"2012-06-01",18.096153,18.259615,17.701923,17.826923,63377080,14.161297
"2012-06-04",17.730768,17.798077,17.355768,17.451923,69256200,13.863406
"2012-06-05",17.384615,17.596153,17.326923,17.538462,39979368,13.932148
"2012-06-06",17.682692,18.153847,17.605768,18.153847,44600608,14.420996
"2012-06-07",18.355768,18.461538,18.173077,18.269232,144926600,14.512659
"2012-06-08",18.25,18.509615,18.173077,18.461538,112250840,14.66542
"2012-06-11",18.605768,18.682692,18.336538,18.375,53508936,14.596672
"2012-06-12",18.423077,18.730768,18.355768,18.730768,48985352,14.879291
"2012-06-13",18.509615,18.788462,18.461538,18.625,41826200,14.795277
"2012-06-14",18.615385,19.009615,18.5,18.961538,64832144,15.062607
"2012-06-15",19.105768,19.230768,18.990385,19.230768,62185968,15.319207
"2012-06-18",19.115385,19.211538,18.990385,18.990385,43648800,15.127723
"2012-06-19",19.105768,19.365385,19.086538,19.230768,44909488,15.319207
"2012-06-20",19.230768,19.375,19.086538,19.326923,48607208,15.3958
"2012-06-21",19.221153,19.298077,18.711538,18.778847,63366472,15.086806
"2012-06-22",18.923077,19.144232,18.759615,19.048077,53439880,15.303103
"2012-06-25",18.730768,18.846153,18.548077,18.769232,46450352,15.079081
"2012-06-26",18.788462,19.134615,18.759615,19.038462,61085440,15.295379
"2012-06-27",19.144232,19.413462,19.125,19.355768,55943576,15.550302
"2012-06-28",19.153847,19.423077,19.105768,19.423077,59144800,15.604379
"2012-06-29",19.634615,20.038462,19.634615,20.038462,75943088,16.098778
"2012-07-02",19.942308,20.019232,19.5,19.701923,64180376,15.8284
"2012-07-03",19.596153,19.711538,19.548077,19.644232,22097296,15.782051
"2012-07-05",19.557692,19.692308,19.509615,19.548077,30209296,15.7048
"2012-07-06",19.384615,19.480768,19.182692,19.230768,58500936,15.449879
"2012-07-09",19.221153,19.269232,19.144232,19.269232,34297328,15.480775
"2012-07-10",19.269232,19.298077,18.75,18.865385,56774224,15.15633
"2012-07-11",18.923077,19.028847,18.788462,18.923077,44475288,15.202684
"2012-07-12",18.75,18.884615,18.615385,18.692308,52195728,15.017281
"2012-07-13",18.759615,19.105768,18.711538,19.009615,33718256,15.272201
"2012-07-16",18.759615,18.855768,18.682692,18.836538,37201528,15.133152
"2012-07-17",18.884615,19.086538,18.682692,18.961538,54032160,15.233576
"2012-07-18",18.894232,19.096153,18.836538,19.076923,40856504,15.326278
"2012-07-19",19.173077,19.173077,18.884615,19.038462,43616560,15.295379
"2012-07-20",19.125,19.586538,18.701923,19.105768,120705000,15.34945
"2012-07-23",18.807692,19.355768,18.769232,19.317308,63953136,15.519405
"2012-07-24",19.288462,19.317308,18.980768,19.201923,57086744,15.426701
"2012-07-25",19.288462,19.384615,19.211538,19.230768,44291208,15.449879
"2012-07-26",19.423077,19.903847,19.384615,19.769232,59566624,15.882474
"2012-07-27",19.836538,20.192308,19.769232,20.115385,83479032,16.160574
"2012-07-30",19.990385,20.105768,19.894232,20,46793344,16.067869
"2012-07-31",19.951923,20.086538,19.951923,19.951923,39861536,16.029251
"2012-08-01",20.057692,20.144232,19.913462,19.932692,37163672,16.0138
"2012-08-02",19.730768,19.903847,19.423077,19.730768,45760416,15.851569
"2012-08-03",20.019232,20.192308,19.971153,20.153847,39407160,16.191471
"2012-08-06",20.163462,20.365385,20.096153,20.163462,35525880,16.199196
"2012-08-07",20.326923,20.375,20.278847,20.307692,32359912,16.315071
"2012-08-08",20.240385,20.278847,20.096153,20.201923,33639736,16.230103
"2012-08-09",20.134615,20.307692,20.134615,20.25,32406088,16.268723
"2012-08-10",20.192308,20.288462,20.134615,20.288462,25395864,16.299618
"2012-08-13",20.230768,20.25,20.076923,20.182692,27948544,16.214645
"2012-08-14",20.269232,20.298077,20.096153,20.134615,31298800,16.17602
"2012-08-15",20.057692,20.221153,19.990385,20.153847,30024904,16.191471
"2012-08-16",20.067308,20.326923,20.019232,20.240385,34941920,16.260996
"2012-08-17",20.211538,20.240385,20.134615,20.192308,31233800,16.22237
"2012-08-20",20.144232,20.211538,20.028847,20.125,28480920,16.168297
"2012-08-21",20.163462,20.240385,20,20.048077,31656352,16.106501
"2012-08-22",19.971153,20.067308,19.913462,19.980768,29137472,16.052427
"2012-08-23",19.942308,19.990385,19.836538,19.846153,38000352,15.944279
"2012-08-24",19.798077,20.096153,19.759615,20,30511728,16.067869
"2012-08-27",20.019232,20.144232,19.990385,20.048077,29926624,16.106501
"2012-08-28",19.961538,20.115385,19.961538,20.009615,26948896,16.075596
"2012-08-29",20.019232,20.144232,20.009615,20.019232,20722832,16.083317
"2012-08-30",19.923077,19.980768,19.826923,19.846153,22087312,15.944279
"2012-08-31",19.961538,20.028847,19.817308,19.913462,30866160,15.998354
"2012-09-04",19.836538,19.894232,19.692308,19.721153,39700544,15.843849
"2012-09-05",19.759615,19.971153,19.721153,19.855768,34354840,15.952001
"2012-09-06",20.067308,20.5,20.048077,20.490385,55305744,16.461843
"2012-09-07",20.5,20.759615,20.480768,20.759615,37834992,16.678146
"2012-09-10",20.653847,20.817308,20.605768,20.653847,35019192,16.593166
"2012-09-11",20.663462,20.855768,20.576923,20.759615,34936824,16.678146
"2012-09-12",20.836538,21.086538,20.826923,21.048077,44726240,16.909891
"2012-09-13",20.932692,21.384615,20.913462,21.173077,116265968,17.010311
"2012-09-14",21.346153,21.509615,21.134615,21.259615,104154336,17.079838
"2012-09-17",21.086538,21.201923,21.057692,21.201923,82454528,17.033489
"2012-09-18",21.144232,21.384615,21.115385,21.384615,40384448,17.180269
"2012-09-19",21.442308,21.625,21.394232,21.567308,42081104,17.327042
"2012-09-20",21.336538,21.605768,21.269232,21.567308,45424080,17.459366
"2012-09-21",21.682692,21.817308,21.596153,21.663462,69213768,17.537203
"2012-09-24",21.538462,21.586538,21.442308,21.5,38271792,17.404877
"2012-09-25",21.528847,21.798077,21.442308,21.451923,48920768,17.365955
"2012-09-26",21.307692,21.394232,21.221153,21.25,42768232,17.20249
"2012-09-27",21.384615,21.980768,21.278847,21.855768,69992416,17.692883
"2012-09-28",21.894232,22.076923,21.75,21.836538,73763144,17.677313
"2012-10-01",21.855768,22.115385,21.836538,21.932692,44252728,17.755152
"2012-10-02",22.048077,22.105768,21.836538,21.913462,47109296,17.739586
"2012-10-03",21.980768,22.096153,21.846153,22.028847,34246576,17.832993
"2012-10-04",22.067308,22.163462,21.894232,22.067308,41958384,17.86413
"2012-10-05",22.153847,22.288462,22.115385,22.230768,39845000,17.996452
"2012-10-08",21.990385,22.105768,21.971153,22.038462,25170288,17.840776
"2012-10-09",22.057692,22.086538,21.730768,21.75,40743040,17.607262
"2012-10-10",21.740385,21.865385,21.548077,21.567308,34095464,17.459366
"2012-10-11",21.721153,21.836538,21.615385,21.644232,25128272,17.521633
"2012-10-12",21.711538,21.836538,21.548077,21.615385,34272784,17.498278
"2012-10-15",21.673077,21.826923,21.625,21.769232,30761744,17.622828
"2012-10-16",21.913462,22,21.701923,21.769232,37095552,17.622828
"2012-10-17",21.894232,22.038462,21.846153,22.028847,29403400,17.832993
"2012-10-18",21.932692,22.192308,21.923077,21.932692,44866328,17.755152
"2012-10-19",21.644232,21.663462,21.028847,21.182692,112195096,17.148005
"2012-10-22",21.019232,21.105768,20.432692,20.865385,90204504,16.89114
"2012-10-23",20.528847,20.576923,20.384615,20.461538,58549192,16.564211
"2012-10-24",20.605768,20.634615,20.423077,20.442308,43987320,16.548641
"2012-10-25",20.673077,20.740385,20.221153,20.442308,47600384,16.548641
"2012-10-26",20.375,20.576923,20.259615,20.298077,44540496,16.431885
"2012-10-31",20.442308,20.5,20.163462,20.25,40746472,16.392965
"2012-11-01",20.221153,20.567308,20.211538,20.519232,48080552,16.610918
"2012-11-02",20.701923,20.846153,20.442308,20.490385,49374208,16.587563
"2012-11-05",20.384615,20.644232,20.384615,20.586538,31200104,16.6654
"2012-11-06",20.682692,20.942308,20.625,20.759615,34042528,16.805517
"2012-11-07",20.538462,20.692308,20.259615,20.317308,47063536,16.447456
"2012-11-08",20.346153,20.375,20.076923,20.086538,42401528,16.260637
"2012-11-09",19.961538,20.480768,19.903847,20.192308,41919072,16.346262
"2012-11-12",20.230768,20.326923,20.076923,20.086538,22689056,16.260637
"2012-11-13",19.807692,20.144232,19.778847,19.884615,42716232,16.097178
"2012-11-14",19.932692,19.951923,19.182692,19.240385,68161080,15.57565
"2012-11-15",19.134615,19.451923,19.134615,19.288462,53830712,15.614576
"2012-11-16",19.326923,19.413462,19.105768,19.375,47099000,15.684628
"2012-11-19",19.625,19.923077,19.605768,19.865385,39814736,16.081604
"2012-11-20",19.875,19.894232,19.586538,19.826923,27919736,16.050472
"2012-11-21",19.903847,19.942308,19.778847,19.884615,42661216,16.097178
"2012-11-23",20.009615,20.230768,19.932692,20.230768,36874760,16.377398
"2012-11-26",20.076923,20.259615,20.067308,20.25,49650952,16.392965
"2012-11-27",20.230768,20.384615,20.048077,20.067308,34321768,16.245071
"2012-11-28",19.951923,20.336538,19.711538,20.326923,36174008,16.455238
"2012-11-29",20.423077,20.538462,20.144232,20.317308,28738112,16.447456
"2012-11-30",20.326923,20.442308,20.230768,20.317308,39371280,16.447456
"2012-12-03",20.365385,20.413462,20,20.019232,31181176,16.20615
"2012-12-04",20.067308,20.201923,19.913462,20.057692,38289888,16.237286
"2012-12-05",20.105768,20.538462,20.057692,20.413462,48325160,16.525291
"2012-12-06",20.384615,20.567308,20.269232,20.548077,34061248,16.63427
"2012-12-07",20.615385,20.653847,20.423077,20.634615,34890544,16.704321
"2012-12-10",20.605768,20.673077,20.538462,20.567308,28708472,16.649837
"2012-12-11",20.653847,20.913462,20.538462,20.682692,47587488,16.743238
"2012-12-12",20.778847,21.105768,20.740385,20.942308,44110144,16.953411
"2012-12-13",20.903847,21.076923,20.721153,20.788462,35324640,16.828871
"2012-12-14",20.778847,20.923077,20.721153,20.788462,49438064,16.828871
"2012-12-17",20.855768,21.105768,20.855768,21.086538,50423048,17.070169
"2012-12-18",21.009615,21.067308,20.586538,20.855768,84363968,16.883352
"2012-12-19",20.807692,20.826923,20.163462,20.201923,96023928,16.35405
"2012-12-20",20.105768,20.423077,20.067308,20.240385,52864656,16.534704
"2012-12-21",20.038462,20.182692,19.769232,20.076923,84067152,16.401176
"2012-12-24",19.990385,20.153847,19.951923,20.019232,15701088,16.354046
"2012-12-26",20.009615,20.134615,19.913462,19.971153,29699384,16.314764
"2012-12-27",20,20.067308,19.634615,19.894232,39863928,16.251925
"2012-12-28",19.663462,19.913462,19.644232,19.653847,33699536,16.055561
"2012-12-31",19.509615,20.192308,19.480768,20.182692,61136400,16.487581
"2013-01-02",20.682692,20.711538,20.384615,20.519232,47933080,16.762508
