"dates","LH.Open","LH.High","LH.Low","LH.Close","LH.Volume","LH.Adjusted"
"2011-07-25",92.739998,92.739998,91.5,92.120003,938400,92.120003
"2011-07-26",92.300003,92.339996,91.080002,91.809998,769700,91.809998
"2011-07-27",91.389999,91.730003,90.040001,90.160004,1037500,90.160004
"2011-07-28",90.18,91.099998,90.18,90.360001,1071300,90.360001
"2011-07-29",90.029999,91.519997,89.5,90.760002,972400,90.760002
"2011-08-01",91.18,91.18,86.150002,88.739998,2064200,88.739998
"2011-08-02",88.199997,89.330002,87.43,87.599998,1285200,87.599998
"2011-08-03",87.849998,88.410004,85.940002,88.169998,1519900,88.169998
"2011-08-04",87.230003,87.68,85.459999,85.459999,1215100,85.459999
"2011-08-05",86.269997,87.160004,84.529999,86.029999,1263500,86.029999
"2011-08-08",84.660004,85.360001,80.959999,81.040001,1746800,81.040001
"2011-08-09",81.970001,84.220001,80.139999,84.050003,1921400,84.050003
"2011-08-10",82.790001,83.300003,79.629997,79.879997,1495000,79.879997
"2011-08-11",79.980003,83.720001,79.800003,82.800003,1946700,82.800003
"2011-08-12",82.849998,84.25,82.379997,83.040001,681400,83.040001
"2011-08-15",83.400002,84.870003,83.150002,84.739998,583600,84.739998
"2011-08-16",84.110001,84.709999,83.330002,84.139999,776000,84.139999
"2011-08-17",84.230003,84.970001,83.029999,83.309998,687800,83.309998
"2011-08-18",81.639999,82.050003,79.230003,79.959999,996800,79.959999
"2011-08-19",79.160004,80.739998,78.650002,79.089996,880300,79.089996
"2011-08-22",80.220001,80.25,77.019997,77.300003,1625000,77.300003
"2011-08-23",77.57,79.559998,76.910004,79.5,1033000,79.5
"2011-08-24",79.330002,80.489998,78.730003,80.440002,620700,80.440002
"2011-08-25",80.889999,81.019997,78.739998,79.25,745400,79.25
"2011-08-26",79.040001,81.129997,77.650002,80.639999,713200,80.639999
"2011-08-29",81.43,83.099998,81.419998,82.889999,554400,82.889999
"2011-08-30",82.459999,83.620003,81.68,83.169998,455500,83.169998
"2011-08-31",83.709999,84.580002,82.879997,83.529999,803200,83.529999
"2011-09-01",83.639999,84.150002,82.330002,82.489998,831600,82.489998
"2011-09-02",81.43,82.120003,81.139999,81.230003,874000,81.230003
"2011-09-06",79.989998,83.120003,79.379997,82.739998,1198400,82.739998
"2011-09-07",84.129997,86.540001,83.690002,86.080002,888600,86.080002
"2011-09-08",85.629997,87.389999,84.970001,85.690002,1026400,85.690002
"2011-09-09",84.830002,84.830002,80.589996,81.019997,1750700,81.019997
"2011-09-12",80.110001,82.120003,79.809998,82.120003,1124700,82.120003
"2011-09-13",82.389999,82.68,80.93,81.919998,876000,81.919998
"2011-09-14",82.360001,84.029999,81.18,83.110001,515500,83.110001
"2011-09-15",83.400002,83.769997,81.010002,82.419998,1150400,82.419998
"2011-09-16",82.989998,83.809998,82.360001,83.419998,980200,83.419998
"2011-09-19",82.07,82.379997,81.269997,82.059998,657400,82.059998
"2011-09-20",82.709999,83.980003,82.470001,82.529999,835000,82.529999
"2011-09-21",82.470001,83.190002,80.099998,80.110001,823900,80.110001
"2011-09-22",78.620003,79.510002,78,78.860001,1266500,78.860001
"2011-09-23",78.220001,79.769997,77.870003,79.660004,1113300,79.660004
"2011-09-26",80.230003,82.389999,80.120003,82.339996,852900,82.339996
"2011-09-27",83.589996,84.309998,82.660004,83.400002,799200,83.400002
"2011-09-28",83.330002,83.410004,80.650002,80.699997,767700,80.699997
"2011-09-29",81.940002,81.940002,79.330002,80.599998,1121000,80.599998
"2011-09-30",79.989998,81.449997,78.599998,79.050003,1113300,79.050003
"2011-10-03",78.169998,78.720001,75.760002,76.010002,1616400,76.010002
"2011-10-04",75.239998,77.839996,74.57,77.779999,1200000,77.779999
"2011-10-05",77.849998,77.949997,75.160004,75.989998,1812400,75.989998
"2011-10-06",76.220001,78.160004,76.209999,78.089996,1833200,78.089996
"2011-10-07",78.480003,79.150002,77.169998,78.330002,1175400,78.330002
"2011-10-10",79.089996,80.440002,78.900002,80.440002,882800,80.440002
"2011-10-11",79.480003,79.57,78.089996,79.110001,903700,79.110001
"2011-10-12",79.440002,80.989998,78.690002,80.389999,819700,80.389999
"2011-10-13",80.349998,80.349998,78,78.760002,782100,78.760002
"2011-10-14",79.339996,80.489998,79.309998,80.459999,649900,80.459999
"2011-10-17",80.040001,81.080002,79.720001,80.279999,714400,80.279999
"2011-10-18",80.510002,82.919998,80.110001,82.580002,1576500,82.580002
"2011-10-19",82.389999,83.650002,81.660004,81.940002,1039500,81.940002
"2011-10-20",81.860001,83.019997,78.379997,81.230003,1765900,81.230003
"2011-10-21",82.349998,82.800003,81.610001,82.239998,1208100,82.239998
"2011-10-24",82.489998,83.480003,81.82,83.07,934100,83.07
"2011-10-25",83.769997,85.449997,83.550003,84.07,1554300,84.07
"2011-10-26",85.059998,85.25,83.07,83.400002,1403800,83.400002
"2011-10-27",85.050003,85.75,83.949997,85.540001,1027900,85.540001
"2011-10-28",85.43,87.129997,85.059998,86.870003,1244800,86.870003
"2011-10-31",85.980003,86.489998,83.849998,83.849998,753600,83.849998
"2011-11-01",82,82.879997,81.080002,81.110001,811400,81.110001
"2011-11-02",82.190002,82.730003,81.190002,81.779999,706900,81.779999
"2011-11-03",82.690002,83.18,82.029999,82.669998,562800,82.669998
"2011-11-04",82.209999,82.830002,80.980003,81.830002,869500,81.830002
"2011-11-07",82.010002,83.129997,81.690002,82.959999,946700,82.959999
"2011-11-08",83.099998,84.879997,83.010002,84.260002,848100,84.260002
"2011-11-09",82.629997,82.730003,79.800003,80.699997,1478300,80.699997
"2011-11-10",81.540001,82.480003,80.470001,81.970001,1289600,81.970001
"2011-11-11",82.980003,84.18,82.620003,83.809998,603600,83.809998
"2011-11-14",83.230003,84.43,83.080002,84.040001,806200,84.040001
"2011-11-15",83.660004,84.57,83.400002,83.839996,771200,83.839996
"2011-11-16",82.690002,84.209999,82.099998,82.589996,1143000,82.589996
"2011-11-17",82.269997,82.440002,80.059998,80.57,952300,80.57
"2011-11-18",81.019997,81.610001,80.25,80.989998,1009800,80.989998
"2011-11-21",80.019997,80.290001,79.010002,79.300003,644800,79.300003
"2011-11-22",79.449997,81.629997,79.309998,80.370003,1411700,80.370003
"2011-11-23",80.050003,81.879997,79.620003,80.550003,1001400,80.550003
"2011-11-25",80.279999,81.279999,80.279999,80.699997,452900,80.699997
"2011-11-28",81.800003,82.889999,81.410004,82.860001,851700,82.860001
"2011-11-29",83,84.25,82.839996,83.489998,869100,83.489998
"2011-11-30",85.5,86.089996,84.589996,85.720001,1011300,85.720001
"2011-12-01",85.529999,87.18,85.18,86.099998,515300,86.099998
"2011-12-02",86.900002,88.150002,85.709999,86.230003,843200,86.230003
"2011-12-05",87.300003,87.589996,85.779999,86.339996,600200,86.339996
"2011-12-06",86.589996,86.870003,85.449997,85.610001,409800,85.610001
"2011-12-07",85.309998,85.629997,84.220001,85.139999,672900,85.139999
"2011-12-08",84.93,85.260002,82.790001,82.919998,691300,82.919998
"2011-12-09",83.309998,84.379997,83.110001,83.43,619500,83.43
"2011-12-12",83.300003,83.400002,82.139999,82.339996,807700,82.339996
"2011-12-13",82.669998,83.489998,81.389999,81.639999,603100,81.639999
"2011-12-14",81.5,82.290001,81.230003,81.400002,527700,81.400002
"2011-12-15",80.860001,82.470001,80.519997,81.529999,549900,81.529999
"2011-12-16",82.269997,82.650002,81.349998,81.629997,662700,81.629997
"2011-12-19",81.989998,83.169998,81.279999,81.620003,525400,81.620003
"2011-12-20",82.75,84.330002,82.75,84.239998,676100,84.239998
"2011-12-21",83.93,85.199997,83.93,84.690002,595700,84.690002
"2011-12-22",84.790001,86.989998,84.559998,86.870003,751800,86.870003
"2011-12-23",86.830002,87.760002,86.830002,87.32,622100,87.32
"2011-12-27",87.139999,88.150002,87.080002,87.68,337200,87.68
"2011-12-28",87.809998,87.940002,85.629997,85.82,492100,85.82
"2011-12-29",86.150002,86.639999,85.769997,86.459999,480900,86.459999
"2011-12-30",86.510002,86.839996,85.860001,85.970001,397600,85.970001
"2012-01-03",87.209999,87.629997,86.099998,86.400002,644000,86.400002
"2012-01-04",86.120003,86.629997,85.629997,86.519997,557700,86.519997
"2012-01-05",86.199997,86.93,85.580002,86.870003,641300,86.870003
"2012-01-06",86.779999,87.75,86.57,87.410004,491600,87.410004
"2012-01-09",87.410004,87.82,86.190002,87.099998,603200,87.099998
"2012-01-10",87.720001,88.800003,87.290001,87.699997,837800,87.699997
"2012-01-11",87.589996,87.669998,87.080002,87.389999,618900,87.389999
"2012-01-12",87.389999,88.139999,87.150002,87.57,700300,87.57
"2012-01-13",87.199997,87.25,86.18,86.940002,512800,86.940002
"2012-01-17",87.839996,88.660004,87.580002,88.540001,861300,88.540001
"2012-01-18",88.610001,88.860001,87.440002,88.470001,529600,88.470001
"2012-01-19",88.199997,88.889999,87.610001,88.830002,894300,88.830002
"2012-01-20",88.839996,88.980003,87.760002,88.639999,607400,88.639999
"2012-01-23",88.550003,89.089996,88.129997,88.910004,542200,88.910004
"2012-01-24",90.279999,91.940002,89.639999,91.18,1051400,91.18
"2012-01-25",90.779999,92.040001,89.839996,91.779999,716700,91.779999
"2012-01-26",91.589996,92.370003,90.610001,91.059998,878300,91.059998
"2012-01-27",90.910004,92.07,90.620003,91.32,1181700,91.32
"2012-01-30",90.720001,90.919998,89.760002,90.919998,506700,90.919998
"2012-01-31",91.379997,91.879997,90.839996,91.389999,752900,91.389999
"2012-02-01",92.190002,93.120003,91.709999,92.5,923800,92.5
"2012-02-02",92.5,92.629997,91.720001,92.419998,515000,92.419998
"2012-02-03",93.160004,93.300003,92.290001,93.089996,846800,93.089996
"2012-02-06",92.690002,92.940002,90.790001,91,819900,91
"2012-02-07",90.760002,92.059998,90.760002,91.949997,756700,91.949997
"2012-02-08",91.800003,92.959999,91.790001,91.989998,646800,91.989998
"2012-02-09",91.839996,92.199997,91.199997,92.110001,660500,92.110001
"2012-02-10",90.669998,90.760002,87.080002,90.029999,2075400,90.029999
"2012-02-13",90.300003,90.709999,88.339996,88.849998,1101400,88.849998
"2012-02-14",88.510002,89.739998,88.510002,89.199997,1002200,89.199997
"2012-02-15",88.839996,88.839996,86.900002,87.459999,1865000,87.459999
"2012-02-16",87.459999,88.330002,87.040001,88.07,840600,88.07
"2012-02-17",88.449997,88.57,87.529999,87.940002,653300,87.940002
"2012-02-21",88.059998,88.419998,87.239998,87.75,686000,87.75
"2012-02-22",87.559998,88.18,87.400002,88.050003,726700,88.050003
"2012-02-23",87.870003,88.550003,87.709999,88,567300,88
"2012-02-24",88.220001,89.239998,87.019997,89.080002,883300,89.080002
"2012-02-27",88.300003,90.110001,88.230003,89.900002,898900,89.900002
"2012-02-28",90.150002,91.18,90.029999,90.809998,767800,90.809998
"2012-02-29",90.660004,90.739998,89.720001,89.889999,1038800,89.889999
"2012-03-01",89.919998,90.139999,88.400002,89.059998,1278100,89.059998
"2012-03-02",88.879997,89.709999,88.620003,89.32,811400,89.32
"2012-03-05",89.129997,89.699997,88.910004,89.459999,1256900,89.459999
"2012-03-06",88.790001,89.290001,88.599998,88.809998,761700,88.809998
"2012-03-07",89.019997,89.080002,88.489998,88.940002,703500,88.940002
"2012-03-08",89.230003,89.379997,88.639999,88.639999,756100,88.639999
"2012-03-09",88.709999,89.019997,88.489998,88.739998,837400,88.739998
"2012-03-12",88.970001,89,88.25,88.330002,751000,88.330002
"2012-03-13",88.809998,89,87.919998,88.870003,970900,88.870003
"2012-03-14",88.849998,90.349998,88.480003,90.25,1090100,90.25
"2012-03-15",90.25,90.809998,89.449997,90.599998,589000,90.599998
"2012-03-16",90.830002,91.389999,90.099998,90.330002,671900,90.330002
"2012-03-19",90.309998,90.900002,89.949997,90.129997,351500,90.129997
"2012-03-20",89.93,90.010002,89.410004,89.57,390800,89.57
"2012-03-21",89.529999,91.349998,89.300003,91.18,1154900,91.18
"2012-03-22",90.760002,91.089996,90.059998,90.080002,764000,90.080002
"2012-03-23",90,90.269997,87.910004,89.470001,2090900,89.470001
"2012-03-26",89.769997,91.93,89.529999,91.900002,779100,91.900002
"2012-03-27",92.040001,92.139999,91.290001,91.610001,582100,91.610001
"2012-03-28",91.470001,91.68,90.849998,91.150002,515200,91.150002
"2012-03-29",90.690002,91.5,90.190002,91.370003,778500,91.370003
"2012-03-30",91.550003,91.769997,91.050003,91.540001,556600,91.540001
"2012-04-02",91.650002,93.400002,91.540001,93.059998,942700,93.059998
"2012-04-03",93.120003,94.330002,92.620003,94.230003,924800,94.230003
"2012-04-04",93.639999,93.75,93.150002,93.190002,616600,93.190002
"2012-04-05",92.730003,93.419998,92.400002,93.239998,438000,93.239998
"2012-04-09",91.989998,91.989998,89.949997,89.989998,860100,89.989998
"2012-04-10",89.800003,90.989998,89.120003,89.160004,786500,89.160004
"2012-04-11",89.690002,90.559998,89.440002,89.540001,958200,89.540001
"2012-04-12",89.800003,89.93,88.160004,89.519997,1954600,89.519997
"2012-04-13",89.550003,89.550003,88.480003,88.519997,562200,88.519997
"2012-04-16",89,89,87.839996,88.139999,886900,88.139999
"2012-04-17",88.379997,91.68,88.360001,91.519997,1512000,91.519997
"2012-04-18",91.43,92.220001,90.120003,90.68,1106000,90.68
"2012-04-19",89.919998,89.919998,87.889999,88.830002,1257800,88.830002
"2012-04-20",88.989998,89.010002,87.43,87.589996,1139500,87.589996
"2012-04-23",87.050003,87.139999,86.410004,87.010002,813700,87.010002
"2012-04-24",87.120003,87.839996,86.919998,87.379997,495000,87.379997
"2012-04-25",87.690002,88.160004,87.080002,87.220001,577800,87.220001
"2012-04-26",87.239998,88.279999,87.040001,87.550003,832200,87.550003
"2012-04-27",87.620003,87.959999,87.360001,87.489998,709600,87.489998
"2012-04-30",87.5,87.93,87.330002,87.889999,557500,87.889999
"2012-05-01",87.620003,88.959999,87.379997,88.599998,553200,88.599998
"2012-05-02",88.510002,89.309998,88.339996,88.510002,647800,88.510002
"2012-05-03",88.410004,88.540001,86.82,87.129997,737700,87.129997
"2012-05-04",86.959999,87.199997,86.540001,86.709999,572400,86.709999
"2012-05-07",86.629997,87.279999,86.510002,87.040001,621400,87.040001
"2012-05-08",86.550003,87.18,86,87.089996,785100,87.089996
"2012-05-09",86.260002,86.639999,85.5,85.879997,842400,85.879997
"2012-05-10",86.800003,87.360001,85.709999,85.870003,577700,85.870003
"2012-05-11",85.82,87.330002,85.82,86.720001,679800,86.720001
"2012-05-14",86.190002,86.190002,85.010002,85.330002,672600,85.330002
"2012-05-15",85.449997,87.019997,85.25,86.699997,1117100,86.699997
"2012-05-16",87.110001,87.470001,86.309998,86.669998,939100,86.669998
"2012-05-17",86.760002,87.330002,85.449997,85.449997,676900,85.449997
"2012-05-18",86.169998,86.169998,83.980003,84.220001,595400,84.220001
"2012-05-21",84.239998,85.5,83.260002,85.459999,376500,85.459999
"2012-05-22",85.760002,86.129997,84.730003,85.110001,430800,85.110001
"2012-05-23",84.720001,85.610001,83.889999,84.599998,612000,84.599998
"2012-05-24",84.510002,85.400002,83.989998,84.860001,541000,84.860001
"2012-05-25",84.650002,86.139999,84.650002,85.730003,456600,85.730003
"2012-05-29",86.199997,86.839996,85.82,86.300003,487600,86.300003
"2012-05-30",85.809998,86.059998,85.169998,85.269997,756700,85.269997
"2012-05-31",84.940002,85.120003,83.230003,83.279999,1504000,83.279999
"2012-06-01",82.459999,82.68,81.559998,82.370003,1334600,82.370003
"2012-06-04",82.879997,84.139999,82.120003,83.839996,1314500,83.839996
"2012-06-05",83.400002,85.040001,83.400002,84.559998,888700,84.559998
"2012-06-06",83.959999,85.650002,82.620003,85,1077200,85
"2012-06-07",85.480003,85.75,84.900002,85.050003,616600,85.050003
"2012-06-08",84.709999,86.209999,84.099998,85.690002,437300,85.690002
"2012-06-11",86.160004,86.389999,85.160004,85.230003,357700,85.230003
"2012-06-12",85.269997,85.82,84.339996,85.580002,486800,85.580002
"2012-06-13",85.300003,86.559998,85.300003,85.809998,583500,85.809998
"2012-06-14",86.290001,87.389999,85.559998,87.089996,452400,87.089996
"2012-06-15",87.550003,87.709999,86.919998,87.5,528200,87.5
"2012-06-18",87.650002,87.93,87.050003,87.889999,438000,87.889999
"2012-06-19",87.669998,88.650002,87.669998,88.379997,378600,88.379997
"2012-06-20",88.110001,89.309998,87.949997,89.160004,781000,89.160004
"2012-06-21",89.699997,90.269997,87.550003,87.68,769900,87.68
"2012-06-22",88.139999,89.599998,88.139999,89.190002,1271600,89.190002
"2012-06-25",89.160004,89.160004,88.129997,88.160004,650400,88.160004
"2012-06-26",88.440002,89.839996,88.150002,89.120003,751500,89.120003
"2012-06-27",89.220001,90.18,88.860001,89.370003,838900,89.370003
"2012-06-28",89.07,92.5,88.639999,92.040001,2372500,92.040001
"2012-06-29",92.970001,94.150002,92.209999,92.610001,1677500,92.610001
"2012-07-02",93.599998,94.459999,91.860001,92.230003,952900,92.230003
"2012-07-03",92.160004,93.25,92.160004,92.970001,298900,92.970001
"2012-07-05",92.800003,92.989998,91.669998,91.879997,644000,91.879997
"2012-07-06",91.230003,92.019997,91.230003,91.970001,453600,91.970001
"2012-07-09",91.639999,92.5,91.550003,92.190002,610000,92.190002
"2012-07-10",92.440002,93.389999,92.440002,92.919998,856400,92.919998
"2012-07-11",92.82,93.589996,92.550003,93.139999,785800,93.139999
"2012-07-12",92.699997,94.019997,92.279999,93.68,993600,93.68
"2012-07-13",93.620003,95.300003,93.440002,95.25,1336700,95.25
"2012-07-16",95.099998,95.169998,94.459999,94.620003,646200,94.620003
"2012-07-17",93.410004,93.660004,92.230003,92.550003,1616000,92.550003
"2012-07-18",92.220001,93.730003,92.129997,93.639999,1111200,93.639999
"2012-07-19",89.360001,89.5,87.07,88.120003,2569900,88.120003
"2012-07-20",86.720001,88.050003,84.949997,85.260002,1707700,85.260002
"2012-07-23",84.300003,84.57,83.769997,84.339996,1280500,84.339996
"2012-07-24",84.349998,85.040001,83.660004,84.389999,913500,84.389999
"2012-07-25",84.379997,84.790001,83.5,84.230003,1737200,84.230003
"2012-07-26",85.099998,85.5,84.559998,85,890000,85
"2012-07-27",85.190002,85.5,84.75,85.209999,891900,85.209999
"2012-07-30",85.029999,85.489998,84.580002,84.949997,732700,84.949997
"2012-07-31",84.839996,85.349998,84.059998,84.089996,635800,84.089996
"2012-08-01",87.260002,89.010002,86.660004,87.900002,5376600,87.900002
"2012-08-02",86.669998,87.449997,85.470001,86.25,1279700,86.25
"2012-08-03",87.110001,87.830002,86.699997,87.449997,729800,87.449997
"2012-08-06",87.660004,88.07,87.360001,87.690002,870600,87.690002
"2012-08-07",87.900002,88.18,87.739998,87.910004,687200,87.910004
"2012-08-08",87.839996,89.239998,87.839996,89,776900,89
"2012-08-09",88.709999,89.059998,88.18,88.440002,901200,88.440002
"2012-08-10",88.5,88.800003,87.860001,88.5,600100,88.5
"2012-08-13",88.5,88.629997,88.190002,88.470001,385100,88.470001
"2012-08-14",88.650002,88.860001,88.419998,88.57,344900,88.57
"2012-08-15",88.68,89,88.32,88.5,306100,88.5
"2012-08-16",88.230003,89.260002,88.160004,89.099998,439000,89.099998
"2012-08-17",89.230003,89.400002,88.699997,89.010002,461600,89.010002
"2012-08-20",88.550003,89.489998,88.43,89.050003,625800,89.050003
"2012-08-21",89.099998,89.389999,88.470001,88.510002,475500,88.510002
"2012-08-22",88.68,88.970001,87.809998,88.080002,610800,88.080002
"2012-08-23",88.169998,88.269997,87.339996,87.510002,405400,87.510002
"2012-08-24",87.769997,89.080002,87.599998,88.839996,778000,88.839996
"2012-08-27",88.800003,89.029999,88.449997,88.5,530300,88.5
"2012-08-28",88.449997,88.550003,87.739998,88.300003,378400,88.300003
"2012-08-29",88.169998,88.790001,87.910004,88.32,452400,88.32
"2012-08-30",87.989998,88.120003,87.43,87.43,460000,87.43
"2012-08-31",87.629997,88.370003,87.550003,87.949997,632200,87.949997
"2012-09-04",87.68,88.379997,86.879997,88.260002,650000,88.260002
"2012-09-05",88.5,89.260002,88.129997,88.82,854000,88.82
"2012-09-06",89.010002,90.580002,89.010002,89.5,797200,89.5
"2012-09-07",90.029999,90.029999,88.739998,88.790001,583700,88.790001
"2012-09-10",88.970001,89.529999,88.510002,88.93,661300,88.93
"2012-09-11",89.080002,89.139999,88.82,88.989998,526400,88.989998
"2012-09-12",89,89.529999,88.709999,88.940002,532800,88.940002
"2012-09-13",88.870003,90.550003,88.739998,90.459999,560600,90.459999
"2012-09-14",90.860001,91.5,90.480003,90.989998,722000,90.989998
"2012-09-17",90.949997,91.459999,90.379997,91.300003,493100,91.300003
"2012-09-18",91.32,91.660004,91.029999,91.260002,573700,91.260002
"2012-09-19",91.370003,91.620003,90.699997,91.199997,462100,91.199997
"2012-09-20",90.720001,91.190002,90.32,90.699997,409200,90.699997
"2012-09-21",90.82,91.639999,90.709999,91.580002,664700,91.580002
"2012-09-24",91.370003,91.690002,90.900002,91.410004,414300,91.410004
"2012-09-25",91.379997,91.839996,91.010002,91.190002,348600,91.190002
"2012-09-26",91.190002,91.489998,90.349998,90.379997,379700,90.379997
"2012-09-27",90.449997,91.790001,90.400002,91.610001,471500,91.610001
"2012-09-28",90.940002,92.610001,90.610001,92.470001,733300,92.470001
"2012-10-01",92.760002,93.620003,91.790001,93.050003,684400,93.050003
"2012-10-02",93.120003,93.889999,91.959999,92.660004,529400,92.660004
"2012-10-03",92.989998,93.330002,92.309998,92.589996,431300,92.589996
"2012-10-04",92.639999,93.650002,91.629997,93.639999,482600,93.639999
"2012-10-05",93.75,94.129997,93.169998,93.459999,365200,93.459999
"2012-10-08",93.349998,94.300003,93.209999,94.019997,380300,94.019997
"2012-10-09",93.699997,94.160004,92.769997,92.889999,529900,92.889999
"2012-10-10",93.019997,93.559998,92.360001,92.449997,458100,92.449997
"2012-10-11",92.82,93.809998,92.690002,93.290001,483000,93.290001
"2012-10-12",93.629997,93.959999,92.629997,92.730003,503000,92.730003
"2012-10-15",92.830002,93.769997,92.650002,93.589996,657700,93.589996
"2012-10-16",93.349998,94.099998,90.720001,92.970001,694900,92.970001
"2012-10-17",91.120003,92.169998,89.5,90.209999,1760800,90.209999
"2012-10-18",89.290001,89.900002,86.519997,88.809998,2489300,88.809998
"2012-10-19",87.589996,88.629997,85.839996,86.629997,1256800,86.629997
"2012-10-22",86.220001,86.75,85.900002,86.510002,776900,86.510002
"2012-10-23",85.879997,85.879997,84.830002,85.190002,835100,85.190002
"2012-10-24",85.459999,85.75,85.029999,85.220001,619400,85.220001
"2012-10-25",85.809998,86,85.019997,85.620003,526700,85.620003
"2012-10-26",85.639999,85.839996,84.82,84.949997,795600,84.949997
"2012-10-31",85,85.669998,84.360001,84.730003,874200,84.730003
"2012-11-01",85.010002,85.629997,84.599998,85.339996,1358300,85.339996
"2012-11-02",85.760002,86.07,84.410004,85.269997,590700,85.269997
"2012-11-05",85.019997,86.730003,84.760002,86.309998,588700,86.309998
"2012-11-06",86.75,87.32,85.739998,86.519997,436200,86.519997
"2012-11-07",86.089996,86.959999,84.800003,84.910004,1262500,84.910004
"2012-11-08",84.809998,85.269997,84.239998,84.260002,835100,84.260002
"2012-11-09",84.050003,84.980003,84.050003,84.440002,644600,84.440002
"2012-11-12",84.720001,84.949997,84.25,84.370003,403200,84.370003
"2012-11-13",85.190002,85.690002,83.760002,83.870003,894500,83.870003
"2012-11-14",84.120003,84.580002,82.309998,82.470001,599900,82.470001
"2012-11-15",82.660004,84.290001,82.160004,83.059998,787200,83.059998
"2012-11-16",82.900002,83.800003,82.400002,82.400002,1860400,82.400002
"2012-11-19",82.540001,83.650002,82.260002,83.650002,1116900,83.650002
"2012-11-20",83.519997,83.519997,82.169998,82.629997,605800,82.629997
"2012-11-21",82.620003,82.940002,82.389999,82.910004,578600,82.910004
"2012-11-23",83.050003,83.790001,83,83.75,258700,83.75
"2012-11-26",83.220001,83.860001,82.150002,82.839996,628500,82.839996
"2012-11-27",82.809998,83.330002,82.220001,82.889999,565900,82.889999
"2012-11-28",82.809998,83.529999,82.660004,83.419998,384700,83.419998
"2012-11-29",83.529999,84.68,83.43,84.209999,548800,84.209999
"2012-11-30",84.309998,84.849998,83.809998,84.589996,877900,84.589996
"2012-12-03",84.589996,85.400002,84.260002,84.349998,534300,84.349998
"2012-12-04",83.510002,84.709999,82.980003,84.300003,338500,84.300003
"2012-12-05",84.349998,84.769997,83.040001,84.419998,614500,84.419998
"2012-12-06",84.449997,84.720001,84.360001,84.709999,442400,84.709999
"2012-12-07",84.709999,85.120003,84.389999,85,552900,85
"2012-12-10",85,85.120003,84.559998,84.730003,377400,84.730003
"2012-12-11",84.830002,85.650002,84.699997,85.389999,694500,85.389999
"2012-12-12",85.459999,87.989998,85.239998,87.139999,1137000,87.139999
"2012-12-13",87.230003,87.769997,87.010002,87.379997,806100,87.379997
"2012-12-14",87.349998,87.68,86.959999,87.099998,664500,87.099998
"2012-12-17",87.190002,88.120003,86.949997,87.169998,1209100,87.169998
"2012-12-18",87.480003,88.940002,87.150002,88.110001,811900,88.110001
"2012-12-19",88.07,88.669998,87.839996,87.870003,591800,87.870003
"2012-12-20",87.949997,88.239998,87.190002,87.349998,779100,87.349998
"2012-12-21",86.910004,87.309998,86.669998,86.720001,1108400,86.720001
"2012-12-24",86.489998,86.919998,85.919998,86.529999,163300,86.529999
"2012-12-26",86.599998,87.099998,86.300003,86.639999,453100,86.639999
"2012-12-27",86.540001,86.949997,86.260002,86.720001,449700,86.720001
"2012-12-28",86.440002,86.889999,85.849998,85.889999,348900,85.889999
"2012-12-31",85.650002,86.620003,84.910004,86.620003,486200,86.620003
"2013-01-02",87.440002,87.910004,86.849998,87.580002,742000,87.580002
"2013-01-03",87.5,87.889999,87.370003,87.699997,556400,87.699997
"2013-01-04",87.779999,88.330002,87.709999,87.870003,994200,87.870003
"2013-01-07",87.43,87.879997,87.300003,87.669998,867400,87.669998
"2013-01-08",87.620003,87.849998,86.239998,86.769997,1281500,86.769997
"2013-01-09",86.510002,87.830002,86.5,87.129997,1404100,87.129997
"2013-01-10",87.330002,87.919998,87.029999,87.410004,810300,87.410004
"2013-01-11",87.43,87.650002,85.800003,86.410004,1286500,86.410004
"2013-01-14",86.449997,86.959999,85.879997,86.790001,522800,86.790001
"2013-01-15",86.57,87.419998,86.360001,87,1013400,87
"2013-01-16",86.440002,87.629997,86.330002,87.510002,897700,87.510002
"2013-01-17",87.790001,88.449997,87.5,88.269997,465200,88.269997
"2013-01-18",88.300003,88.669998,88.209999,88.529999,687000,88.529999
"2013-01-22",88.540001,90.300003,88.419998,90.300003,1307000,90.300003
"2013-01-23",87.970001,88.480003,86.730003,87.379997,1953300,87.379997
"2013-01-24",87.360001,88.260002,87.360001,88,1213000,88
"2013-01-25",88.129997,88.910004,87.940002,88.660004,979900,88.660004
"2013-01-28",88.830002,90.709999,88.809998,90.339996,2237500,90.339996
"2013-01-29",90.029999,90.400002,88.839996,90.160004,1833500,90.160004
"2013-01-30",89.790001,90.309998,89.540001,89.730003,823700,89.730003
"2013-01-31",89.620003,89.949997,89.32,89.5,839600,89.5
"2013-02-01",90.040001,90.489998,89.459999,90.470001,717400,90.470001
"2013-02-04",90,90.379997,89.769997,89.839996,694700,89.839996
"2013-02-05",90.260002,90.43,89.25,89.980003,686400,89.980003
"2013-02-06",89.849998,91.040001,89.550003,91,1059500,91
"2013-02-07",91,91.839996,90.889999,91.629997,1393600,91.629997
"2013-02-08",89.830002,90.839996,88.660004,90.239998,1696700,90.239998
"2013-02-11",90.389999,90.959999,89.989998,90.059998,742800,90.059998
"2013-02-12",89.82,90.25,89.330002,89.410004,1079000,89.410004
"2013-02-13",89.489998,89.970001,89.360001,89.699997,504500,89.699997
"2013-02-14",89.639999,90.07,89.050003,89.190002,694400,89.190002
