"dates","ACN.Open","ACN.High","ACN.Low","ACN.Close","ACN.Volume","ACN.Adjusted"
"2010-09-23",41.82,42.490002,41.709999,42.43,4480000,34.305607
"2010-09-24",42.5,42.709999,41.720001,41.900002,5328900,33.877094
"2010-09-27",41.830002,42.189999,41.68,41.68,3449400,33.699219
"2010-09-28",41.84,41.98,41.5,41.919998,3353300,33.893257
"2010-09-29",41.98,42.5,41.93,42.299999,3360800,34.200497
"2010-09-30",42.380001,42.799999,41.91,42.490002,4488900,34.354122
"2010-10-01",43.830002,45.200001,43.830002,44.380001,13329900,35.882221
"2010-10-04",44.27,44.580002,44.099998,44.389999,4854300,35.890312
"2010-10-05",44.049999,45.400002,44.029999,45.150002,12356000,36.504791
"2010-10-06",45.02,45.400002,44.990002,45.200001,6644000,36.545219
"2010-10-07",45.220001,45.900002,45.150002,45.84,6511000,37.062668
"2010-10-08",45.66,45.82,45.209999,45.779999,5626700,37.01416
"2010-10-11",45.48,45.740002,45.349998,45.560001,2699000,36.836288
"2010-10-12",45.400002,45.849998,45.25,45.73,3627200,36.973736
"2010-10-13",45.459999,45.5,44.860001,45.25,4752000,36.949238
"2010-10-14",45.110001,45.59,45.060001,45.43,3655200,37.09621
"2010-10-15",45.360001,45.509998,45.169998,45.290001,3028700,36.981895
"2010-10-18",45.130001,45.57,45.029999,45.43,3002800,37.09621
"2010-10-19",44.950001,45.560001,44.66,45.450001,5567800,37.112553
"2010-10-20",45.360001,45.75,45.240002,45.560001,3341200,37.202374
"2010-10-21",45.57,45.970001,45.349998,45.75,2971800,37.357506
"2010-10-22",45.73,45.790001,45.459999,45.639999,2082600,37.267693
"2010-10-25",45.740002,45.889999,45.5,45.529999,3297500,37.177864
"2010-10-26",45.259998,45.43,44.970001,45.049999,2965600,36.785923
"2010-10-27",44.740002,45.02,44.52,44.869999,2732700,36.638943
"2010-10-28",45.040001,45.25,44.759998,44.91,2883400,36.671604
"2010-10-29",44.939999,44.959999,44.57,44.709999,3699700,36.508293
"2010-11-01",44.580002,44.990002,44.549999,44.970001,2292600,36.720604
"2010-11-02",44.98,45.279999,44.91,44.990002,1884300,36.736927
"2010-11-03",44.98,45.369999,44.950001,45.34,4024700,37.022724
"2010-11-04",45.459999,45.700001,45.16,45.669998,4490000,37.292191
"2010-11-05",45.459999,45.709999,45.369999,45.669998,3570000,37.292191
"2010-11-08",45.369999,45.400002,44.720001,44.98,3223400,36.72876
"2010-11-09",45.07,45.450001,44.889999,45.299999,5090300,36.990074
"2010-11-10",44.950001,45.540001,44.669998,45.5,4313900,37.153378
"2010-11-11",44.43,44.84,44.07,44.240002,5355200,36.124508
"2010-11-12",43.950001,44.119999,43.27,43.360001,4544500,35.405949
"2010-11-15",43.43,44.459999,43.43,44.240002,3787800,36.124508
"2010-11-16",44.200001,44.200001,43.57,43.950001,4076800,35.887714
"2010-11-17",43.939999,44.450001,43.759998,44.099998,2275500,36.010197
"2010-11-18",44.439999,44.689999,44.330002,44.330002,3120100,36.198006
"2010-11-19",44.310001,44.369999,43.939999,44.209999,2348000,36.100018
"2010-11-22",44.07,44.099998,43.650002,43.939999,2586400,35.879547
"2010-11-23",43.540001,43.849998,42.220001,43.709999,3471600,35.691738
"2010-11-24",44,44.349998,43.880001,44.189999,4585700,36.083694
"2010-11-26",43.939999,44.119999,43.66,43.84,758500,35.79789
"2010-11-29",43.700001,43.990002,43.549999,43.900002,2182700,35.846889
"2010-11-30",43.66,43.73,43.060001,43.32,2863000,35.373276
"2010-12-01",43.77,44.060001,43.240002,44,3647700,35.928535
"2010-12-02",43.91,44.470001,43.880001,44.310001,4517600,36.181675
"2010-12-03",44.130001,44.290001,44.060001,44.220001,2973800,36.108181
"2010-12-06",44.360001,44.470001,44.09,44.330002,2431300,36.198006
"2010-12-07",44.580002,45.57,44.57,44.990002,3842100,36.736927
"2010-12-08",45.200001,45.419998,44.869999,45.009998,3055100,36.753269
"2010-12-09",45.07,45.09,44.43,44.610001,2798400,36.426643
"2010-12-10",44.700001,45.73,44.669998,45.66,3904200,37.284019
"2010-12-13",45.759998,46.41,45.5,45.900002,4971700,37.479992
"2010-12-14",46.099998,46.990002,46.080002,46.580002,4349000,38.035263
"2010-12-15",46.369999,46.599998,46.049999,46.099998,3142600,37.643307
"2010-12-16",46.48,46.810001,46,46.669998,3437400,38.108746
"2010-12-17",50.32,51.43,49.889999,50.32,18135600,41.089184
"2010-12-20",50,50.09,48.150002,48.689999,5259100,39.758202
"2010-12-21",48.419998,49.029999,48.349998,48.73,4734400,39.790855
"2010-12-22",48.060001,48.98,48,48.639999,2920100,39.717373
"2010-12-23",48.470001,48.66,48.259998,48.34,1472200,39.472397
"2010-12-27",47.669998,48.459999,47.509998,48.25,2168700,39.398907
"2010-12-28",48.25,48.259998,47.68,47.98,1254800,39.17844
"2010-12-29",48.040001,48.82,48.02,48.619999,2402600,39.701035
"2010-12-30",48.630001,49.130001,48.419998,48.419998,1618800,39.537727
"2010-12-31",48.5,48.509998,48.09,48.490002,1868500,39.594883
"2011-01-03",48.66,49.369999,48.549999,48.59,2508700,39.676548
"2011-01-04",48.75,48.869999,48.110001,48.27,3169400,39.415234
"2011-01-05",48.139999,48.529999,47.68,48.279999,3041600,39.423397
"2011-01-06",48.18,48.57,47.880001,48.459999,3859000,39.570377
"2011-01-07",48.369999,48.700001,48.040001,48.540001,2914600,39.635712
"2011-01-10",48.220001,48.700001,48.09,48.110001,3177900,39.284592
"2011-01-11",48.169998,48.779999,48.09,48.77,3696100,39.823528
"2011-01-12",48.98,49.93,48.950001,49.889999,5374300,40.738068
"2011-01-13",49.450001,49.880001,49.23,49.869999,4260200,40.721745
"2011-01-14",49.57,50,49.549999,50,3432500,40.827885
"2011-01-18",49.610001,50.43,49.459999,50.349998,3670600,41.113678
"2011-01-19",50.220001,50.349998,49.810001,50.200001,4065700,40.991192
"2011-01-20",49.84,51.150002,49.810001,51.139999,5312500,41.758755
"2011-01-21",51.209999,51.490002,50.959999,51.040001,4012400,41.677101
"2011-01-24",50.630001,51.5,50.630001,51.470001,2437100,42.028229
"2011-01-25",51.360001,51.779999,50.860001,51.720001,3370900,42.232365
"2011-01-26",51.630001,52.720001,51.630001,52.349998,5928800,42.746799
"2011-01-27",52.32,52.5,51.689999,52.360001,4442800,42.754963
"2011-01-28",52.150002,52.470001,51.380001,51.52,2755100,42.069054
"2011-01-31",51.25,51.82,50.860001,51.470001,2886300,42.028229
"2011-02-01",51.830002,52.490002,51.68,52.369999,3427000,42.76313
"2011-02-02",52.349998,52.799999,52.220001,52.560001,2378800,42.918274
"2011-02-03",52.470001,52.82,51.939999,52.779999,2514500,43.097912
"2011-02-04",52.68,52.779999,52.43,52.549999,1757700,42.910107
"2011-02-07",52.450001,52.779999,52.419998,52.669998,2193800,43.008095
"2011-02-08",52.830002,52.889999,52.450001,52.639999,2362800,42.983601
"2011-02-09",52.310001,52.75,52.220001,52.700001,2612100,43.032593
"2011-02-10",52.5,53.279999,52.459999,52.990002,2993400,43.269398
"2011-02-11",52.779999,52.869999,52.23,52.400002,2517000,42.787624
"2011-02-14",52.09,52.599998,52,52.41,2817900,42.795784
"2011-02-15",52.32,52.439999,51.959999,51.990002,2380600,42.452843
"2011-02-16",52.25,53.5,52.060001,53.41,2199700,43.612343
"2011-02-17",53.470001,54.549999,53.349998,54.040001,3365100,44.126785
"2011-02-18",54.009998,54.099998,53.52,53.610001,2162500,43.775654
"2011-02-22",53.139999,53.240002,52.279999,52.369999,2861700,42.76313
"2011-02-23",52.16,52.34,51.25,51.259998,2817000,41.856743
"2011-02-24",51.27,51.91,51.200001,51.75,2720100,42.256863
"2011-02-25",51.950001,52.380001,51.759998,52.18,1782500,42.607979
"2011-02-28",52.169998,52.349998,51.349998,51.48,2443500,42.036392
"2011-03-01",51.84,52.189999,51.09,51.16,3309000,41.775097
"2011-03-02",51.009998,51.41,51,51.150002,2161700,41.766933
"2011-03-03",51.740002,53.029999,51.599998,53.029999,3510900,43.302048
