"dates","ACN.Open","ACN.High","ACN.Low","ACN.Close","ACN.Volume","ACN.Adjusted"
"2011-03-04",52.830002,53.040001,52.48,52.650002,2912600,42.99176
"2011-03-07",52.610001,53.099998,52.130001,52.389999,2082900,42.779457
"2011-03-08",52.400002,52.959999,51.970001,52.259998,3546200,42.673302
"2011-03-09",52.25,52.41,51.66,52.040001,3030300,42.493675
"2011-03-10",51.619999,51.919998,51.369999,51.389999,2529500,41.962894
"2011-03-11",51.25,51.740002,51.02,51.580002,1491000,42.118046
"2011-03-14",51.18,51.560001,50.900002,51.450001,1889000,42.011898
"2011-03-15",50.419998,50.75,49.619999,50.02,3807700,40.844219
"2011-03-16",49.959999,50.279999,48.720001,48.98,3715200,39.995007
"2011-03-17",49.630001,49.740002,48.900002,49.02,3353800,40.027649
"2011-03-18",50.16,50.709999,49.950001,50.25,6382700,41.032024
"2011-03-21",50.82,50.82,50.18,50.349998,4504500,41.113678
"2011-03-22",50.279999,50.68,50.25,50.349998,3388300,41.113678
"2011-03-23",50.299999,50.75,49.939999,50.669998,2987600,41.374981
"2011-03-24",50.509998,52.049999,50.509998,51.959999,4669300,42.428337
"2011-03-25",56.470001,56.779999,53.650002,54.290001,11769900,44.330921
"2011-03-28",54.200001,54.349998,53.57,53.580002,4235800,43.751156
"2011-03-29",53.330002,54.32,53.32,54.27,3642000,44.31459
"2011-03-30",54.48,54.970001,54.029999,54.790001,4639000,44.739208
"2011-03-31",54.810001,55.150002,54.619999,54.970001,5481200,44.886177
"2011-04-01",54.810001,55.150002,54.540001,54.869999,4197800,44.804512
"2011-04-04",54.810001,55.330002,54.57,55.07,2993400,44.967831
"2011-04-05",54.919998,55.34,54.869999,54.93,3599300,44.853523
"2011-04-06",54.900002,55.220001,54.580002,54.68,2426400,44.64938
"2011-04-07",54.619999,55,54.169998,54.84,2407800,44.780033
"2011-04-08",54.959999,55.349998,54.799999,55.099998,2524100,44.992332
"2011-04-11",54.740002,56,54.709999,56,3899700,45.72723
"2011-04-12",55.599998,56.189999,55.360001,55.84,3916900,45.596588
"2011-04-13",55.540001,56.919998,55.5,56.549999,5680400,46.551487
"2011-04-14",56.110001,56.709999,55.07,55.560001,5409100,45.736526
"2011-04-15",55.459999,55.529999,54.5,54.669998,4659500,45.003891
"2011-04-18",54.080002,54.610001,54.049999,54.490002,2525900,44.855717
"2011-04-19",54.529999,55.720001,54.349998,55.400002,3571300,45.604816
"2011-04-20",55.720001,56.48,55.27,56.049999,3738000,46.139896
"2011-04-21",56.220001,56.900002,55.630001,56.810001,3286400,46.765522
"2011-04-25",56.669998,56.990002,56.139999,56.540001,1962300,46.543243
"2011-04-26",56.549999,56.93,56.220001,56.700001,2900000,46.674969
"2011-04-27",56.549999,57.080002,56.549999,56.869999,2870400,46.814911
"2011-04-28",56.630001,57.240002,56.599998,56.990002,3162100,46.913696
"2011-04-29",57.060001,57.869999,56.900002,57.130001,4215700,47.028934
"2011-05-02",57.119999,58.209999,57.119999,58.060001,4686500,47.794498
"2011-05-03",57.34,57.5,55.48,55.950001,5950000,46.057571
"2011-05-04",55.799999,56.48,55.669998,55.91,4580400,46.024643
"2011-05-05",55.619999,55.650002,54.540001,54.93,4243100,45.217922
"2011-05-06",54.959999,55.450001,54.720001,55.150002,3646200,45.399017
"2011-05-09",55.099998,55.900002,54.919998,55.740002,1988900,45.884697
"2011-05-10",55.990002,57.209999,55.990002,56.959999,4150100,46.888992
"2011-05-11",56.810001,56.970001,55.810001,56.279999,2062500,46.329216
"2011-05-12",55.970001,56.75,55.740002,56.599998,2844800,46.592648
"2011-05-13",56.459999,57,55.669998,55.740002,2919000,45.884697
"2011-05-16",56.369999,57,56.080002,56.150002,3098900,46.222214
"2011-05-17",56,56.759998,55.939999,56.740002,4159100,46.70789
"2011-05-18",56.959999,56.98,56.43,56.919998,2500200,46.85606
"2011-05-19",56.849998,57.049999,56.630001,56.939999,2449100,46.872532
"2011-05-20",56.889999,57.66,56.799999,57.419998,2985500,47.267658
"2011-05-23",56.82,56.93,56.32,56.34,3187200,46.378613
"2011-05-24",56.66,56.779999,55.830002,56.389999,2648200,46.419773
"2011-05-25",56.299999,56.82,56.119999,56.59,3360900,46.584408
"2011-05-26",56.34,57.150002,56.23,57.029999,3700800,46.946617
"2011-05-27",57.25,57.75,56.91,56.91,3054200,46.847832
"2011-05-31",57.529999,57.560001,56.959999,57.389999,3484200,47.242958
"2011-06-01",57.459999,57.689999,56.919998,56.98,3103000,46.905464
"2011-06-02",57.099998,57.360001,56.360001,56.810001,2670600,46.765522
"2011-06-03",56.16,56.16,55.790001,55.82,3223600,45.950554
"2011-06-06",55.57,55.939999,55.380001,55.779999,3059700,45.917622
"2011-06-07",56,57,55.959999,56.27,2917400,46.320988
"2011-06-08",55.970001,56.349998,55.43,55.740002,2153100,45.884697
"2011-06-09",55.950001,56.5,55.689999,56.349998,2810800,46.386845
"2011-06-10",56.009998,56.209999,55.380001,55.540001,2320200,45.720058
"2011-06-13",55.700001,56.290001,55.700001,55.93,3454600,46.041107
"2011-06-14",56.400002,57.450001,56.200001,57.119999,6633700,47.020702
"2011-06-15",56.66,56.709999,55.380001,55.41,4066500,45.613049
"2011-06-16",55.400002,55.400002,53.57,53.98,4903800,44.435883
"2011-06-17",54.27,54.459999,53.740002,53.950001,5761800,44.41119
"2011-06-20",53.66,54.029999,53.5,53.959999,4407700,44.419415
"2011-06-21",54.299999,55.330002,54.259998,54.790001,6186900,45.102676
"2011-06-22",54.82,55.709999,54.700001,55.25,3072600,45.481335
"2011-06-23",54.939999,55.709999,54.400002,55.689999,5209900,45.843536
"2011-06-24",56.779999,57.209999,56.119999,57.02,10466100,46.938393
"2011-06-27",56.48,57.82,55.880001,57.790001,6833900,47.572243
"2011-06-28",60.810001,60.98,59.509998,59.650002,29562100,49.103386
"2011-06-29",59.07,60.080002,59.07,59.91,14051400,49.317406
"2011-06-30",59.990002,60.490002,59.889999,60.419998,9807200,49.737228
"2011-07-01",60.189999,60.91,60.139999,60.869999,8136500,50.107666
"2011-07-05",60.59,62.09,60.560001,61.75,89655900,50.832073
"2011-07-06",61.34,62.16,61.200001,62.099998,15294600,51.120205
"2011-07-07",62.689999,63.66,62.599998,63.439999,13973000,52.22327
"2011-07-08",62.860001,63.57,62.52,63.43,9067400,52.215046
"2011-07-11",62.130001,62.279999,61.349998,61.490002,13542400,50.61805
"2011-07-12",61.330002,61.549999,61.029999,61.049999,7971300,50.25584
"2011-07-13",61.18,61.400002,60.450001,60.669998,11420100,49.943024
"2011-07-14",60.689999,61.5,60.400002,60.830002,9897800,50.074753
"2011-07-15",60.82,60.970001,60.200001,60.700001,7208000,49.967724
"2011-07-18",60.150002,60.689999,59.27,59.98,7102900,49.375034
"2011-07-19",60.290001,61.599998,60.16,61.599998,6417400,50.708607
"2011-07-20",61.470001,61.709999,61.209999,61.389999,5110500,50.535732
"2011-07-21",61.5,62.040001,61.389999,61.740002,5869700,50.823856
"2011-07-22",61.599998,61.759998,60.959999,61.279999,4489300,50.445175
"2011-07-25",60.119999,61.66,60.009998,61.18,4539900,50.362865
"2011-07-26",61.080002,61.720001,60.630001,61.34,4975300,50.494572
"2011-07-27",60.830002,61,59.689999,59.75,5126200,49.185696
"2011-07-28",59.619999,60.369999,59.400002,59.689999,4901400,49.136307
"2011-07-29",59.169998,59.75,58.75,59.139999,7036800,48.683552
"2011-08-01",59.630001,60.029999,58.310001,58.959999,5996500,48.535378
"2011-08-02",58.529999,59.73,57.990002,58.009998,5178800,47.753342
"2011-08-03",58.150002,59.66,58.049999,59.599998,5391900,49.062218
"2011-08-04",58.639999,59.040001,56.98,56.98,8561100,46.905464
"2011-08-05",57.439999,57.970001,55.5,57.209999,9210700,47.094788
"2011-08-08",55.200001,55.68,52.880001,53.16,12495400,43.760853
"2011-08-09",53.049999,55,51.82,54.889999,11745900,45.184978
"2011-08-10",53.759998,53.830002,51.610001,51.790001,11307100,42.633091
"2011-08-11",52.139999,54.880001,51.84,54,8486900,44.452343
"2011-08-12",54.400002,55.139999,53.650002,54.610001,4685400,44.954487
"2011-08-15",54.919998,55.419998,54.139999,55.419998,4741200,45.621273
"2011-08-16",54.98,55.77,54.169998,54.82,5251400,45.127357
"2011-08-17",55.23,55.360001,54.240002,54.52,4445600,44.880405
"2011-08-18",52.380001,52.380001,48.369999,48.860001,12560000,40.221142
"2011-08-19",48.509998,49.41,47.400002,47.439999,9329800,39.052204
"2011-08-22",48.43,49.369999,48.290001,48.5,5080300,39.924793
"2011-08-23",48.790001,50.470001,48.529999,50.470001,5007200,41.546478
"2011-08-24",50.240002,51.09,49.900002,50.98,5640800,41.966312
"2011-08-25",51.240002,51.490002,50.490002,50.75,6053900,41.776974
"2011-08-26",50.57,51.919998,49.5,51.599998,5166500,42.476677
"2011-08-29",52.25,53,52.16,52.959999,3740000,43.596222
"2011-08-30",52.919998,54.349998,52.700001,54.029999,4095800,44.477039
"2011-08-31",54.240002,54.5,53.240002,53.59,5314400,44.114849
"2011-09-01",53.610001,54.060001,52.810001,52.900002,5462100,43.546829
"2011-09-02",52.119999,52.639999,51.439999,51.470001,4194900,42.369675
"2011-09-06",49.509998,50.84,49.310001,50.720001,4405600,41.752274
"2011-09-07",51.59,52.23,51.509998,52.200001,3689300,42.970608
"2011-09-08",52.07,53.23,51.84,52.169998,4000300,42.945908
"2011-09-09",51.560001,51.619999,49.619999,49.82,6330900,41.011406
"2011-09-12",49.080002,50.02,48.549999,50.02,5309400,41.176044
"2011-09-13",50.27,51,49.73,50.860001,3891400,41.867519
"2011-09-14",51.02,51.84,50.150002,51.27,5886900,42.205036
"2011-09-15",51.98,53.400002,51.099998,53.02,7980600,43.645622
"2011-09-16",53.52,55.259998,53.48,55.02,10390600,45.292004
"2011-09-19",54.099998,54.970001,53.200001,54.599998,6136900,44.946251
"2011-09-20",54.610001,55.5,54.040001,54.419998,6601100,44.798084
"2011-09-21",54.689999,55.740002,53.34,53.389999,4991000,43.950199
"2011-09-22",51.59,52.09,49.490002,50.360001,8981300,41.455917
"2011-09-23",50.279999,50.93,49.43,50.41,6435300,41.497082
"2011-09-26",50.889999,52.009998,50.18,51.919998,5751500,42.740101
"2011-09-27",53.369999,54.830002,53.16,53.650002,8994300,44.16423
"2011-09-28",55.119999,56.299999,53.650002,53.830002,8554700,44.312405
"2011-09-29",54.68,55.009998,53.369999,54.439999,4609600,44.814552
"2011-09-30",53.07,53.990002,52.68,52.68,5464200,43.365723
"2011-10-03",52.57,53.869999,51.610001,51.619999,5348700,42.493153
"2011-10-04",50.490002,54.43,50.34,54.259998,9e+06,44.666378
"2011-10-05",53.93,54.900002,53.599998,54.849998,5419900,45.152058
"2011-10-06",54.619999,55.349998,53.68,55.299999,5652200,45.522491
"2011-10-07",55.490002,56.98,55.290001,55.919998,5928100,46.032879
"2011-10-10",55.860001,57.400002,55.73,57.389999,3443500,47.242958
"2011-10-11",56.25,57.630001,56.189999,57.02,3720200,46.938393
"2011-10-12",57.200001,58.290001,57.009998,57.419998,5155200,47.83392
"2011-10-13",56.860001,57.490002,56.18,57.18,3107000,47.633991
"2011-10-14",57.93,58.830002,57.93,58.799999,2586500,48.983532
"2011-10-17",57.830002,58.279999,57.43,57.740002,3213400,48.100491
"2011-10-18",57.23,58,56.529999,57.470001,3680500,47.875568
"2011-10-19",56.919998,58.25,56.919998,57.34,3221600,47.767273
"2011-10-20",57.099998,57.529999,56.48,57.09,2826400,47.559006
"2011-10-21",57.830002,58.400002,57.299999,58.080002,3184400,48.383732
"2011-10-24",58.18,58.650002,57.889999,58.369999,3188400,48.625328
"2011-10-25",58.099998,58.619999,56.919998,58.169998,3702400,48.458702
"2011-10-26",58.82,58.900002,57.150002,58.209999,3866500,48.492027
"2011-10-27",59.540001,61.380001,58.650002,61.150002,5495400,50.9412
"2011-10-28",60.59,61.900002,60.220001,61.759998,4129200,51.449371
"2011-10-31",60.380001,61.259998,60.189999,60.259998,4063600,50.199787
"2011-11-01",57.110001,58.369999,56.66,57.459999,3813000,47.867233
"2011-11-02",58.330002,58.779999,57.889999,58.48,2687900,48.716953
"2011-11-03",59.32,59.619999,58.490002,59.220001,3419000,49.333412
"2011-11-04",58.630001,58.650002,57.75,58.240002,2628500,48.517033
"2011-11-07",58.080002,58.369999,57.48,58,2593800,48.317085
"2011-11-08",58.25,58.970001,57.75,58.889999,1973400,49.058502
"2011-11-09",57.59,57.790001,56.630001,56.709999,2953900,47.242447
"2011-11-10",57.549999,57.639999,56.25,57,2547500,47.484032
"2011-11-11",57.830002,59.02,57.75,58.970001,2189300,49.125156
"2011-11-14",58.400002,58.610001,57.43,57.52,2172800,47.917221
"2011-11-15",57.25,58.290001,57.060001,57.93,2292600,48.258778
"2011-11-16",57.57,58.43,56.880001,56.93,2484900,47.42572
"2011-11-17",56.700001,57.130001,55.360001,55.700001,3889600,46.40107
"2011-11-18",55.889999,55.959999,54.84,55.099998,3446800,45.901234
"2011-11-21",54.490002,55.389999,53.84,55.060001,4016400,45.867905
"2011-11-22",55.080002,55.709999,54.77,54.830002,3326100,45.676315
"2011-11-23",54.240002,54.41,53.360001,53.630001,2567300,44.676647
"2011-11-25",53.59,54.139999,53.189999,53.700001,1439400,44.734959
"2011-11-28",54.790001,55.700001,54.439999,55.290001,2332500,46.059521
"2011-11-29",55.630001,55.91,55.119999,55.57,2884300,46.292778
"2011-11-30",57.130001,58,56.75,57.93,3630900,48.258778
"2011-12-01",57.709999,58.799999,57.32,57.970001,2570000,48.292103
"2011-12-02",58.73,59.220001,58.25,58.380001,3193500,48.633652
"2011-12-05",59.110001,60.200001,58.709999,59.32,3612200,49.41671
"2011-12-06",59.869999,59.939999,58.720001,59.169998,2467400,49.291752
"2011-12-07",58.790001,58.869999,57.82,58.540001,3836600,48.766937
"2011-12-08",58.099998,58.27,56.540001,56.669998,3233000,47.209126
"2011-12-09",57.150002,58.919998,56.810001,58.709999,3320100,48.90855
"2011-12-12",58.41,58.450001,57.700001,58.220001,2695600,48.500359
"2011-12-13",58.549999,59.049999,57.57,57.93,2930000,48.258778
"2011-12-14",57.630001,57.900002,55.900002,56.029999,5031200,46.675961
"2011-12-15",56.32,57.040001,55.990002,56.130001,5397900,46.759277
"2011-12-16",54.509998,55.48,52.93,54.150002,15986400,45.109837
"2011-12-19",54.150002,54.459999,53.220001,53.5,5087200,44.56834
"2011-12-20",54.07,54.610001,53.959999,54.240002,5814900,45.184803
"2011-12-21",53.689999,53.799999,51.080002,52.049999,8343700,43.36042
"2011-12-22",52.310001,52.68,51.849998,52.580002,4007300,43.801937
"2011-12-23",52.59,52.93,52.049999,52.889999,2342100,44.060177
"2011-12-27",52.639999,53.139999,52.610001,52.93,1881600,44.09351
"2011-12-28",52.889999,53.080002,52.740002,52.860001,3077000,44.035187
"2011-12-29",53.09,53.91,52.73,53.84,3293400,44.851585
"2011-12-30",53.509998,53.799999,53.220001,53.23,2332800,44.34343
"2012-01-03",53.919998,54.09,52.919998,52.950001,5309600,44.110172
"2012-01-04",52.740002,53.130001,52.509998,52.93,4232100,44.09351
"2012-01-05",52.950001,52.970001,51.810001,51.919998,5640900,43.252125
"2012-01-06",51.91,52.150002,51.470001,51.830002,5586600,43.177147
"2012-01-09",51.75,51.900002,51.5,51.740002,4966700,43.102173
"2012-01-10",52.139999,53.290001,52.02,52.630001,4985100,43.843586
"2012-01-11",52.049999,53.860001,51.669998,53.669998,6269300,44.709972
"2012-01-12",53.189999,54.060001,53,53.939999,5096400,44.934883
"2012-01-13",53.669998,54.02,52.400002,53.25,5478400,44.360088
"2012-01-17",53.599998,53.950001,53.400002,53.490002,4963800,44.560009
"2012-01-18",53.689999,55.310001,53.459999,54.950001,6061900,45.776279
"2012-01-19",55.25,55.470001,54.57,54.799999,5753100,45.651318
"2012-01-20",54.93,56.610001,54.759998,55.810001,6051000,46.49271
"2012-01-23",55.91,56.52,55.740002,56.48,4802400,47.050858
"2012-01-24",56.27,56.779999,55.669998,56.630001,4133900,47.175797
"2012-01-25",56.599998,57.290001,56.009998,57.189999,2972200,47.642311
"2012-01-26",57.23,57.41,56.540001,56.919998,3312400,47.417385
"2012-01-27",56.849998,57.240002,56.389999,56.419998,3469600,47.00087
"2012-01-30",56.130001,57.09,55.860001,57.060001,3520100,47.534023
"2012-01-31",57.299999,57.799999,57,57.34,4542600,47.767273
"2012-02-01",57.990002,58.52,57.610001,58.419998,4166600,48.666965
"2012-02-02",58.549999,58.59,57.759998,57.77,2716500,48.125488
"2012-02-03",58.240002,58.599998,58.209999,58.310001,2131300,48.575336
"2012-02-06",57.669998,58.25,57.599998,57.66,2729700,48.033855
"2012-02-07",57.439999,58.02,57.080002,57.959999,2864500,48.283768
"2012-02-08",57.900002,57.900002,56.450001,57.07,4441100,47.542351
"2012-02-09",57.18,57.59,57.110001,57.41,3519600,47.825588
"2012-02-10",56.990002,57.060001,56.5,56.959999,2558900,47.450714
"2012-02-13",57.23,57.75,56.990002,57.41,2345900,47.825588
"2012-02-14",56.990002,57.740002,56.98,57.459999,2902900,47.867233
"2012-02-15",58.080002,58.73,57.57,57.880001,3527100,48.217125
"2012-02-16",58.099998,58.529999,57.669998,58.450001,2107000,48.691963
"2012-02-17",58.759998,58.990002,58.150002,58.43,1788600,48.675304
"2012-02-21",58.73,58.84,57.950001,58.139999,2308100,48.433723
"2012-02-22",57.939999,58.639999,57.709999,58.529999,2777400,48.758606
"2012-02-23",58.57,59.549999,58.459999,59.41,3683300,49.491695
"2012-02-24",59.029999,60,59.029999,59.650002,2763100,49.691631
"2012-02-27",59.130001,59.91,59.130001,59.66,2186600,49.699955
"2012-02-28",59.830002,59.830002,59.110001,59.759998,2142300,49.783253
"2012-02-29",59.759998,59.830002,59.43,59.540001,2257500,49.599991
"2012-03-01",59.810001,59.91,59.450001,59.68,2571300,49.716618
"2012-03-02",59.540001,59.700001,59.130001,59.599998,2397000,49.649967
"2012-03-05",59.580002,61,59.580002,60.880001,5433100,50.716282
"2012-03-06",60.279999,60.59,59.369999,59.459999,4029600,49.533348
"2012-03-07",59.630001,59.900002,59.07,59.610001,2575200,49.658306
"2012-03-08",60.119999,60.5,59.82,60.27,1806500,50.208122
"2012-03-09",60.720001,61.119999,60.310001,60.860001,2206200,50.699619
"2012-03-12",60.91,61.23,60.450001,61.150002,2590500,50.9412
"2012-03-13",61.380001,62.439999,61.200001,62.41,3818000,51.990849
"2012-03-14",62.360001,62.75,62.259998,62.610001,2595900,52.157459
"2012-03-15",62.549999,63.669998,62.25,63.630001,3290100,53.007175
"2012-03-16",63.790001,63.990002,63.130001,63.619999,6566400,52.998848
"2012-03-19",63.34,63.669998,63.110001,63.41,2993700,52.823906
"2012-03-20",63.09,63.240002,62.669998,63.080002,3239700,52.549
"2012-03-21",63.389999,64.269997,63.389999,63.75,3394800,53.107147
"2012-03-22",63.169998,63.610001,62.700001,63.52,4804800,52.915543
"2012-03-23",64.010002,64.900002,63.200001,64.879997,6655500,54.048481
"2012-03-26",64.980003,65.889999,64.769997,65.889999,4204900,54.889881
"2012-03-27",65.129997,65.5,64.68,65.459999,5455200,54.53167
"2012-03-28",65.129997,65.339996,64.269997,64.5,3534200,53.731937
"2012-03-29",63.91,64.610001,63.91,64.5,2436200,53.731937
"2012-03-30",64.489998,64.959999,64.239998,64.5,2716400,53.731937
"2012-04-02",64.629997,65.660004,64.400002,65.489998,3405700,54.556656
"2012-04-03",65.230003,65.489998,64.599998,64.949997,2277100,54.106808
"2012-04-04",64.559998,64.769997,63.849998,64.440002,2384800,53.68195
"2012-04-05",64.089996,65.110001,63.98,64.790001,2726600,53.973518
"2012-04-09",64.040001,64.099998,63.450001,63.740002,2547400,53.09882
"2012-04-10",63.52,63.790001,63,63.150002,3987000,52.607323
"2012-04-11",63.040001,63.990002,62.779999,63.619999,3359700,53.571476
"2012-04-12",63.57,64.220001,63.48,64.129997,2924900,54.000912
"2012-04-13",63.610001,63.610001,62.41,62.549999,4975800,52.670467
"2012-04-16",62.73,62.860001,61.77,61.880001,4144900,52.106297
"2012-04-17",62.389999,64.300003,62.389999,64.18,4837000,54.043007
"2012-04-18",63.700001,63.950001,63.040001,63.560001,3650700,53.520939
"2012-04-19",63.59,63.709999,62.610001,63.049999,3079700,53.091488
"2012-04-20",63.189999,63.900002,63.040001,63.400002,2696600,53.386215
"2012-04-23",62.790001,63.16,62.259998,63.029999,2992700,53.07465
"2012-04-24",63.16,63.689999,62.700001,62.82,3056800,52.897823
"2012-04-25",63.52,64.150002,63.23,64.059998,2839900,53.941963
"2012-04-26",63.959999,64.660004,63.91,64.339996,2152100,54.177742
"2012-04-27",64.690002,65.199997,64.43,65.019997,3872300,54.750336
"2012-04-30",64.809998,65.150002,64.610001,64.949997,2033100,54.691383
"2012-05-01",64.849998,65.639999,64.800003,65,2234000,54.73349
"2012-05-02",64.550003,65.400002,64.459999,65.129997,2637200,54.842964
"2012-05-03",65.089996,65.18,64.059998,64.209999,2600000,54.068275
"2012-05-04",63.709999,63.939999,62.610001,62.610001,3376300,52.720993
"2012-05-07",61.52,61.849998,60.080002,60.220001,5852800,50.708485
"2012-05-08",60.41,60.41,58.560001,59.34,7419500,49.967484
"2012-05-09",58.610001,59.720001,58.330002,59.220001,5242000,49.866428
"2012-05-10",59.75,59.779999,58.400002,58.700001,5095200,49.428558
"2012-05-11",58.419998,59.25,58.080002,58.610001,3237300,49.352768
"2012-05-14",58.209999,59.169998,57.900002,58.810001,4031800,49.521183
"2012-05-15",58.509998,60.07,58.360001,58.93,5149000,49.622227
"2012-05-16",59.32,60.119999,59.040001,59.119999,3839200,49.782219
"2012-05-17",59.099998,59.240002,58.389999,58.389999,2823300,49.167522
"2012-05-18",58.73,58.919998,57.540001,57.650002,4276900,48.544403
"2012-05-21",57.889999,59.18,57.650002,59.07,3185300,49.74012
"2012-05-22",59.27,59.650002,58.549999,58.93,3102400,49.622227
"2012-05-23",58.509998,59.130001,58.009998,58.91,3973100,49.605389
"2012-05-24",58.990002,59.369999,57.68,57.990002,5800800,48.830704
"2012-05-25",57.93,58.27,57.419998,57.439999,4480700,48.367569
"2012-05-29",57.869999,58.759998,57.779999,58.41,4218300,49.184364
"2012-05-30",58.040001,58.27,57.580002,57.720001,3133600,48.603348
"2012-05-31",57.900002,57.939999,56.209999,57.099998,5136400,48.081276
"2012-06-01",56.349998,56.5,54.939999,55.279999,7582100,46.54874
"2012-06-04",55.23,56.23,55.23,56.119999,4454500,47.256062
"2012-06-05",55.73,56.959999,55.68,56.740002,3951500,47.778133
"2012-06-06",57.380001,58.419998,57.139999,58.419998,4011900,49.19278
"2012-06-07",59.25,59.25,58.68,58.860001,4154600,49.563293
"2012-06-08",58.560001,58.880001,58.02,58.529999,3003700,49.285404
"2012-06-11",58.98,59,57.18,57.23,3790900,48.190746
"2012-06-12",57.240002,57.849998,57.130001,57.349998,4460000,48.291779
"2012-06-13",57.509998,57.709999,56.75,56.93,3202200,47.938122
"2012-06-14",57.130001,58.119999,57,57.84,3059100,48.704395
"2012-06-15",58.16,59.150002,57.830002,59.080002,3884400,49.748539
"2012-06-18",58.700001,59.130001,58.490002,58.880001,2402000,49.580132
"2012-06-19",59.360001,60.32,59.349998,59.830002,3211800,50.380074
"2012-06-20",60,60.099998,59.07,59.59,2501400,50.177982
"2012-06-21",59.580002,59.830002,56.549999,56.66,5552800,47.71077
"2012-06-22",57.119999,57.810001,56.889999,57.560001,3503700,48.46862
"2012-06-25",56.799999,56.900002,56.18,56.450001,4308300,47.533943
"2012-06-26",56.509998,57.049999,56.110001,56.450001,4060200,47.533943
"2012-06-27",56.77,56.77,55.43,55.869999,6226700,47.045547
"2012-06-28",55.380001,56.75,55.34,56.630001,5011100,47.685501
"2012-06-29",58.450001,60.09,58.009998,60.09,6630500,50.59901
"2012-07-02",59.790001,60.720001,59.5,60.490002,3930700,50.935833
"2012-07-03",60.419998,61.119999,60.380001,61.09,2234500,51.441071
"2012-07-05",60.529999,60.889999,60.09,60.27,3064800,50.750587
"2012-07-06",59.540001,59.540001,58.23,58.439999,3313800,49.209629
"2012-07-09",58.240002,58.400002,57.689999,57.810001,2936400,48.679134
"2012-07-10",58.139999,58.650002,56.720001,56.98,3341600,47.980228
"2012-07-11",56.919998,57.73,56.639999,57.130001,2851200,48.106533
"2012-07-12",56.669998,57.509998,56.23,57.27,3765900,48.224419
"2012-07-13",57.25,58.25,57.25,58.060001,2327500,48.889645
"2012-07-16",57.57,58.189999,57.57,58.049999,3808000,48.881229
"2012-07-17",58.34,58.759998,57.599998,58.299999,2929000,49.091732
"2012-07-18",58.040001,59.040001,58.040001,58.939999,1863800,49.630642
"2012-07-19",59.23,59.779999,58.759998,59.349998,2955400,49.975899
"2012-07-20",58.75,59.400002,58.59,59,3079700,49.681171
"2012-07-23",57.869999,58.080002,57.549999,57.75,2751300,48.628605
"2012-07-24",57.759998,58.18,56.799999,57.27,3100500,48.224419
"2012-07-25",57.610001,57.959999,57.150002,57.669998,2038200,48.561237
"2012-07-26",58.57,59.540001,58.57,59.209999,3172400,49.858006
"2012-07-27",59.5,60.790001,59.470001,60.43,3220000,50.885315
"2012-07-30",60.220001,60.740002,60,60.380001,2049700,50.843212
"2012-07-31",60.16,60.560001,59.98,60.299999,2793600,50.775841
"2012-08-01",60.439999,60.799999,60.139999,60.200001,2383900,50.691639
"2012-08-02",59.650002,60,58.689999,59.029999,3527100,49.706436
"2012-08-03",59.990002,60.650002,59.880001,60.349998,2374900,50.817951
"2012-08-06",60.959999,61.93,60.57,60.630001,2355100,51.053722
"2012-08-07",60.790001,61.360001,60.779999,60.950001,1323600,51.323185
"2012-08-08",60.630001,61.869999,60.389999,61.799999,2904000,52.038925
"2012-08-09",61.560001,61.790001,61.189999,61.549999,2363200,51.828411
"2012-08-10",61.209999,61.669998,60.779999,61.630001,1564600,51.895771
"2012-08-13",61.27,61.549999,60.939999,61.5,1437000,51.786312
"2012-08-14",61.549999,61.630001,61.049999,61.259998,2479700,51.584217
"2012-08-15",61.029999,61.459999,60.68,60.82,1801700,51.213711
"2012-08-16",61.080002,61.369999,60.560001,61.150002,1816800,51.491589
"2012-08-17",61.630001,61.98,61.02,61.080002,2280900,51.432652
"2012-08-20",61.119999,61.279999,60.68,60.790001,2396400,51.188457
"2012-08-21",61.02,61.360001,60.740002,60.98,1749900,51.34845
"2012-08-22",60.709999,61.959999,60.549999,61.549999,3729700,51.828411
"2012-08-23",61.400002,61.490002,60.639999,60.830002,2059900,51.222134
"2012-08-24",60.560001,61.639999,60.41,61.529999,2238300,51.811573
"2012-08-27",61.549999,61.790001,61.110001,61.25,1447200,51.575787
"2012-08-28",60.73,61.150002,60.529999,60.849998,1900800,51.238976
"2012-08-29",60.990002,61.259998,60.529999,61.02,1322100,51.382122
"2012-08-30",60.799999,61.369999,60.5,61.150002,2082700,51.491589
"2012-08-31",61.639999,61.950001,61.150002,61.599998,2133400,51.870518
"2012-09-04",61.599998,61.599998,60.689999,61.060001,1616800,51.415806
"2012-09-05",61.060001,61.790001,61.029999,61.349998,2620800,51.660007
"2012-09-06",61.720001,63.880001,61.68,63.869999,3104400,53.781971
"2012-09-07",64.199997,64.550003,63.720001,64.440002,3362800,54.261944
"2012-09-10",64.230003,64.410004,63.84,64.019997,2251200,53.908279
"2012-09-11",64.129997,65.160004,63.959999,64.879997,3134400,54.632442
"2012-09-12",65,65.230003,64.489998,65.169998,2343700,54.876644
"2012-09-13",65.040001,66,64.529999,65.800003,2505200,55.407146
"2012-09-14",65.879997,66.75,65.629997,65.889999,4594600,55.482925
"2012-09-17",65.769997,66.239998,65.5,65.599998,2946200,55.238731
"2012-09-18",65.75,66,65.269997,65.290001,4139500,54.977692
