"dates","DHR.Open","DHR.High","DHR.Low","DHR.Close","DHR.Volume","DHR.Adjusted"
"2010-05-12",32.308567,33.180439,32.221378,33.138741,8771878,21.604984
"2010-05-13",33.131161,33.131161,32.547382,32.657314,6605024,21.291113
"2010-05-14",32.361637,32.524639,31.785444,32.232754,6325133,21.014313
"2010-05-17",32.22517,32.410915,31.527672,31.993935,6197453,20.858622
"2010-05-18",32.274448,32.300987,31.368462,31.440485,6097209,20.497793
"2010-05-19",31.247156,31.269901,30.109932,30.60273,10680207,19.951616
"2010-05-20",29.969673,30.451099,29.378317,29.772554,8968409,19.410379
"2010-05-21",29.370735,30.6558,29.260803,30.288097,10401898,19.746487
"2010-05-24",30.075815,30.246399,29.818045,29.84458,5265184,19.457335
"2010-05-25",29.203941,29.94693,29.048523,29.89765,7618808,19.491936
"2010-05-26",30.159212,30.401819,29.768764,29.836998,7146870,19.452393
"2010-05-27",30.280516,30.534496,30.003792,30.515541,6432499,19.894775
"2010-05-28",30.420773,30.591356,29.984837,30.090979,5603112,19.617973
"2010-06-01",29.776346,30.458681,29.685368,29.863533,5303699,19.46969
"2010-06-02",29.965883,30.799849,29.776346,30.784685,6811052,20.070238
"2010-06-03",30.81501,31.178923,30.75815,30.890825,4948624,20.139441
"2010-06-04",30.333586,30.394238,29.366945,29.484459,6154454,19.222549
"2010-06-07",29.545111,29.545111,28.828657,28.855192,6747213,18.812298
"2010-06-08",28.874147,29.166035,28.53677,29.063684,4271450,18.948225
"2010-06-09",29.181198,29.488249,28.768005,28.881729,5639780,18.829599
