"dates","DHR.Open","DHR.High","DHR.Low","DHR.Close","DHR.Volume","DHR.Adjusted"
"2010-06-10",29.306293,29.84837,29.245642,29.806671,4214996,19.432623
"2010-06-11",29.613342,29.840788,29.45034,29.821835,10096681,19.442501
"2010-06-14",30.166794,30.439728,29.90144,30.068233,4099848,19.603146
"2010-06-15",30.409401,30.85671,30.250191,30.841547,5515003,20.107317
"2010-06-16",30.667171,30.962851,30.545868,30.871874,3705862,20.127087
"2010-06-17",30.955269,30.978014,30.333586,30.750568,4484864,20.047998
"2010-06-18",30.803638,30.985596,30.735407,30.86429,5108487,20.122143
"2010-06-21",31.114481,31.341927,30.507961,30.720243,3704016,20.028227
"2010-06-22",30.682335,30.955269,30.022745,30.060652,4796939,19.598206
"2010-06-23",30.15163,30.265352,29.704321,30,3062322,19.568533
"2010-06-24",29.89386,29.89386,29.302502,29.39348,4504385,19.172905
"2010-06-25",29.408644,29.772554,29.249432,29.643669,5797533,19.336103
"2010-06-28",29.620926,29.840788,29.279757,29.431387,2424850,19.197636
"2010-06-29",28.984079,29.13571,28.278999,28.491282,4812503,18.584417
"2010-06-30",28.392721,28.771797,28.059135,28.142532,5524763,18.356939
"2010-07-01",28.256254,28.347233,27.626989,27.793783,6572841,18.129454
"2010-07-02",27.899923,28.013647,27.369219,27.482943,5908592,17.926695
"2010-07-06",27.937832,27.937832,27.043215,27.217588,7476620,17.753614
"2010-07-07",27.22517,28.256254,27.141773,28.210766,6532743,18.401443
"2010-07-08",28.210766,28.544352,28.112206,28.468536,4199696,18.569584
"2010-07-09",28.498863,28.658073,28.294163,28.605003,3917166,18.658594
"2010-07-12",28.514027,28.711145,28.165277,28.445791,3137373,18.554745
"2010-07-13",28.627748,29.105383,28.574678,28.877937,4452153,18.836628
"2010-07-14",28.733889,29.052313,28.559515,28.877937,4900217,18.836628
"2010-07-15",28.908264,29.120546,28.582258,29.075056,5404998,18.965202
"2010-07-16",28.847612,28.991659,28.294163,28.362396,6479851,18.500345
"2010-07-19",28.438211,28.658073,28.104626,28.574678,3365165,18.638817
"2010-07-20",28.278999,28.938589,28.157696,28.900682,4260766,18.851461
"2010-07-21",28.968916,29.226686,28.529188,28.658073,5928641,18.693218
"2010-07-22",28.79454,29.363153,27.862017,28.400303,13145550,18.525072
"2010-07-23",28.476118,28.976498,28.142532,28.855192,7774977,18.821796
"2010-07-26",28.885519,29.355572,28.809704,29.264593,7712984,19.08884
"2010-07-27",29.340408,29.522366,28.984079,29.044731,5822066,18.945421
"2010-07-28",28.961334,29.13571,28.627748,28.824867,7401569,18.802011
"2010-07-29",29.044731,29.226686,28.771797,29.021986,6232935,18.93059
"2010-07-30",28.574678,29.18878,28.506445,29.120546,7098990,18.994883
"2010-08-02",29.461714,29.628506,29.264593,29.575436,6693925,19.291595
"2010-08-03",29.552691,29.575436,29.219105,29.302502,3814680,19.113565
"2010-08-04",29.370735,29.94693,29.363153,29.863533,4946514,19.479517
"2010-08-05",29.651251,30.09856,29.643669,30.09856,4658708,19.63282
"2010-08-06",29.89386,29.969673,29.325247,29.583017,5497592,19.296541
"2010-08-09",29.681578,29.802881,29.40106,29.711903,3253577,19.380611
"2010-08-10",29.416224,29.636087,29.18878,29.507202,3534920,19.247089
"2010-08-11",29.150871,29.150871,28.294163,28.468536,5555232,18.569584
"2010-08-12",28.112206,28.392721,28.006065,28.210766,3334036,18.401443
"2010-08-13",28.074299,28.278999,28.013647,28.066717,2695377,18.307484
"2010-08-16",27.960575,28.210766,27.581501,28.203184,3652311,18.396498
"2010-08-17",28.37756,28.726309,28.188021,28.506445,4400184,18.594311
"2010-08-18",28.498863,28.529188,28.142532,28.316908,3776561,18.470675
"2010-08-19",28.218348,28.218348,27.414707,27.566338,4584976,17.981089
"2010-08-20",27.32373,27.657316,27.247915,27.543594,5291300,17.966255
"2010-08-23",27.513268,27.816528,27.376801,27.558758,5095561,17.976151
"2010-08-24",27.217588,27.414707,26.808187,27.096285,5338653,17.674479
"2010-08-25",26.937075,27.437452,26.717211,27.316149,5616830,17.817896
"2010-08-26",27.482943,27.808947,27.11903,27.202427,3954758,17.743723
"2010-08-27",27.369219,27.907507,26.990145,27.854435,4240981,18.169012
"2010-08-30",27.839272,27.998484,27.551174,27.551174,4141660,17.971203
"2010-08-31",27.551174,27.740713,27.22517,27.543594,6612675,17.966255
"2010-09-01",27.839272,28.908264,27.839272,28.809704,7222844,18.792116
"2010-09-02",28.809704,29.211523,28.771797,29.158453,4436984,19.019608
"2010-09-03",29.325247,29.94693,29.325247,29.742229,4634438,19.400391
"2010-09-07",29.643669,29.802881,29.49962,29.673994,5149244,19.355886
"2010-09-08",29.590599,30.242607,29.590599,29.886276,6957725,19.49435
"2010-09-09",30.235027,30.318422,29.787718,29.939348,3029743,19.528967
"2010-09-10",30.022745,30.09856,29.840788,30.015163,2552793,19.578424
"2010-09-13",30.250191,30.629265,30.250191,30.477634,3555365,19.880089
"2010-09-14",30.333586,30.70508,30.257771,30.470053,3580426,19.875141
"2010-09-15",30.409401,30.538286,30.219864,30.363913,3541119,19.80591
"2010-09-16",30.212282,30.523125,30.159212,30.454889,3352898,19.86525
"2010-09-17",30.614101,31.000757,30.341167,30.917362,6047483,20.16691
"2010-09-20",31.114481,31.281275,30.788477,31.182714,3445888,20.340004
"2010-09-21",31.182714,31.417742,30.970432,31.114481,3614720,20.29549
"2010-09-22",31.068993,31.152388,30.60652,30.81122,3357383,20.107473
"2010-09-23",30.591356,30.85671,30.318422,30.409401,3071160,19.845253
"2010-09-24",30.659592,31.326763,30.659592,31.25853,4160390,20.399389
"2010-09-27",31.190296,31.20546,30.765732,30.932526,2904306,20.186644
"2010-09-28",31.084154,31.508718,30.70508,31.425322,5591637,20.508245
"2010-09-29",31.243366,31.372252,30.727823,30.75815,6084547,20.072851
"2010-09-30",31.076572,31.372252,30.629265,30.788477,6875156,20.092636
"2010-10-01",31.046247,31.114481,30.356331,30.629265,6418782,19.988735
"2010-10-04",30.485216,30.629265,29.969673,30.113724,5412253,19.65229
"2010-10-05",30.348749,31.000757,30.348749,30.917362,4768449,20.176743
"2010-10-06",30.841547,31.182714,30.841547,30.993177,3954758,20.226219
"2010-10-07",31.053829,31.106899,30.689917,30.871874,3241311,20.14706
"2010-10-08",31.000757,31.470812,30.879454,31.379833,4290707,20.478554
"2010-10-11",31.425322,31.432903,31.122063,31.3116,2297170,20.434025
"2010-10-12",31.152388,31.523882,30.773314,31.357088,4085866,20.463717
"2010-10-13",31.576952,31.986353,31.432903,31.865049,4725449,20.795208
"2010-10-14",31.880213,32.001514,31.5163,31.721001,5795554,20.701202
"2010-10-15",32.100075,32.137981,31.501137,31.781652,4058167,20.740782
"2010-10-18",31.834723,32.107658,31.62244,31.819559,3736991,20.765514
"2010-10-19",31.501137,31.630022,31.076572,31.243366,4283189,20.389498
"2010-10-20",31.349506,31.630022,31.296436,31.531464,5361339,20.577511
"2010-10-21",32.221378,32.956783,32.213799,32.88097,8380926,21.458204
"2010-10-22",32.88097,32.88097,32.486732,32.736923,3413308,21.364199
"2010-10-25",32.752087,32.896133,32.410915,32.494312,6481170,21.20587
"2010-10-26",32.304775,32.66869,32.213799,32.577709,3783552,21.260292
"2010-10-27",32.251705,32.554966,32.145565,32.517059,3596781,21.220715
"2010-10-28",32.699013,32.865807,32.282032,32.653526,4266833,21.309769
"2010-10-29",32.463989,32.88097,32.228962,32.87339,4259842,21.453259
"2010-11-01",33.0326,33.206974,32.509476,32.752087,3073798,21.37409
"2010-11-02",33.062927,33.206974,32.911297,33.115997,2634439,21.611584
"2010-11-03",33.131161,33.252464,32.691433,33.206974,3934709,21.670946
"2010-11-04",33.335861,34.094009,33.335861,33.889309,4949416,22.116255
"2010-11-05",33.775589,34.116756,33.699772,34.116756,3429136,22.264679
"2010-11-08",33.874146,33.874146,33.381351,33.578468,4409021,21.913393
"2010-11-09",33.813496,33.896893,32.820316,32.903713,8659103,21.473049
"2010-11-10",32.93404,33.161488,32.8279,33.115997,5152805,21.611584
"2010-11-11",32.699013,33.457165,32.577709,33.426838,4180307,21.814442
"2010-11-12",33.184231,33.495071,32.858227,33.017437,3508936,21.547262
"2010-11-15",33.176647,33.532982,33.108414,33.191811,3220339,21.661051
"2010-11-16",33.0326,33.0326,32.213799,32.448826,4013849,21.176182
"2010-11-17",32.471569,32.517059,32.168308,32.282032,3947635,21.067333
"2010-11-18",32.623199,33.04018,32.585293,32.77483,4395304,21.388929
"2010-11-19",32.67627,33.146324,32.395756,33.123577,4070038,21.616529
"2010-11-22",32.918877,33.123577,32.72176,33.09325,2728352,21.596743
"2010-11-23",32.683849,32.767246,32.403336,32.638363,2509661,21.299879
"2010-11-24",32.797573,33.570889,32.77483,33.540562,3304491,21.888655
"2010-11-26",33.169067,33.426838,33.017437,33.335861,1262283,21.755066
"2010-11-29",33.09325,33.191811,32.539803,32.850643,3488359,21.438408
"2010-11-30",32.456406,32.896133,32.342686,32.789993,4918947,21.398827
"2010-12-01",33.290371,33.540562,33.260044,33.449581,3658378,21.829287
"2010-12-02",33.411674,34.010612,33.396515,33.737679,3580821,22.017288
"2010-12-03",33.548141,33.836239,33.419258,33.798332,3514080,22.056875
"2010-12-06",33.790752,34.094009,33.654285,33.919636,3684627,22.13604
"2010-12-07",34.147079,34.753601,34.101593,34.382107,5759282,22.437851
"2010-12-08",34.457924,34.738438,34.283546,34.473087,3116533,22.497217
"2010-12-09",34.647461,34.685368,34.38969,34.50341,1759810,22.51701
"2010-12-10",34.594391,34.874905,34.495831,34.776344,2365758,22.69512
"2010-12-13",35.125095,35.534496,34.677788,34.715694,7112839,22.655542
"2010-12-14",34.723274,34.799091,34.526157,34.670204,4986216,22.62586
"2010-12-15",34.708111,35.185745,34.662624,34.806671,7463034,22.714918
"2010-12-16",34.253223,35.519333,34.253223,35.473843,5614719,23.150312
"2010-12-17",35.44352,35.617893,35.087189,35.481426,4512431,23.155268
"2010-12-20",35.44352,35.61031,35.178165,35.466263,2707907,23.145369
"2010-12-21",35.253979,35.981804,35.253979,35.91357,3915452,23.437281
"2010-12-22",35.959061,36.080364,35.648216,35.731613,2399261,23.318537
"2010-12-23",35.784683,35.875664,35.633057,35.731613,1997494,23.318537
"2010-12-27",35.625473,35.86808,35.473843,35.784683,1527138,23.353167
"2010-12-28",35.898407,35.92115,35.519333,35.81501,1373475,23.372953
"2010-12-29",35.86808,35.996967,35.75436,35.75436,2153795,23.343264
"2010-12-30",35.746777,35.890827,35.678543,35.739197,1169162,23.333372
"2010-12-31",35.739197,35.76194,35.504169,35.76194,1433621,23.348215
"2011-01-03",36.019711,36.360878,35.769524,35.777103,3695706,23.358103
"2011-01-04",35.936314,35.943897,35.132675,35.572403,3953439,23.22447
"2011-01-05",35.49659,35.837757,35.405609,35.534496,4317483,23.199724
"2011-01-06",35.55724,35.724033,35.375282,35.55724,4647760,23.214569
"2011-01-07",35.66338,35.96664,35.299469,35.534496,2769900,23.199724
"2011-01-10",35.261562,35.44352,34.935558,35.087189,4028754,22.907682
"2011-01-11",35.329796,35.534496,35.170586,35.390446,4356921,23.105675
"2011-01-12",35.693707,35.943897,35.60273,35.70887,3303436,23.313562
"2011-01-13",35.724033,35.8605,35.458679,35.54966,2400844,23.209621
"2011-01-14",35.511749,35.81501,35.291889,35.746777,3438897,23.338318
"2011-01-18",35.898407,36.012131,35.746777,35.951477,2835850,23.471962
"2011-01-19",35.852921,35.981804,35.49659,35.6558,2937149,23.278921
"2011-01-20",35.420773,35.579987,34.890068,35.072025,4889401,22.897778
"2011-01-21",35.587566,35.70887,35.049278,35.102348,4078612,22.917578
"2011-01-24",35.185745,35.91357,35.072025,35.91357,3666688,23.447203
"2011-01-25",35.86808,35.905991,35.337376,35.769524,2770560,23.353165
"2011-01-26",35.875664,36.201668,35.579987,35.8605,4501615,23.412561
"2011-01-27",36.095528,36.095528,35.125095,35.367702,6733363,23.090824
"2011-01-28",35.322212,35.519333,34.609554,34.912811,5996174,22.793844
"2011-01-31",34.943138,35.109932,34.594391,34.920395,5975861,22.79878
"2011-02-01",35.208492,36.186504,35.064442,36.080364,6217238,23.556112
"2011-02-02",35.974224,36.285065,35.784683,36.148598,3298819,23.600658
"2011-02-03",36.080364,36.087944,35.693707,35.974224,3828793,23.486813
"2011-02-04",36.103107,36.542835,36.019711,36.376041,3704543,23.749153
"2011-02-07",37.937832,38.127369,37.096287,37.1721,12612542,24.268869
"2011-02-08",37.596664,38.180439,37.498104,37.710388,6402162,24.620325
"2011-02-09",37.520847,37.930248,37.399544,37.786201,3286157,24.669813
"2011-02-10",37.657314,38.6884,37.649734,38.673237,5945129,25.248941
