"dates","APTV.Open","APTV.High","APTV.Low","APTV.Close","APTV.Volume","APTV.Adjusted"
"2012-02-13",25.155071,25.356245,25.088013,25.155071,1762777,22.987953
"2012-02-14",24.467728,24.719194,24.098909,24.358759,10285688,22.260239
"2012-02-15",24.50964,24.987427,24.417435,24.626991,5713635,22.505363
"2012-02-16",24.727577,25.808886,24.610226,25.414921,5809314,23.225418
"2012-02-17",25.616095,26.404022,25.289186,26.227997,5353588,23.968447
"2012-02-21",27.585918,27.644592,25.431684,25.926235,4582790,23.692678
"2012-02-22",26.026823,26.27829,25.406538,26.001677,1731878,23.761623
"2012-02-23",26.127411,26.320202,25.616095,25.984913,1398196,23.7463
"2012-02-24",25.943001,26.613579,25.817266,26.311819,1332581,24.04504
"2012-02-27",26.311819,26.512993,26.010059,26.227997,2578908,23.968447
"2012-02-28",26.378878,26.974014,26.320202,26.722548,1538731,24.420395
"2012-02-29",26.974014,27.200335,26.496227,26.823135,2937285,24.51231
"2012-03-01",26.932104,27.233864,26.295053,26.823135,3060403,24.51231
"2012-03-02",26.596815,27.233864,26.596815,27.099749,1941369,24.765093
"2012-03-05",27.074602,27.351215,26.27829,26.521376,2205141,24.236549
"2012-03-06",26.295053,26.529757,24.970661,25.129925,1253366,22.964972
"2012-03-07",24.979044,25.875942,24.979044,25.155071,813030,22.987953
"2012-03-08",25.532272,26.747696,25.356245,26.571669,4290267,24.282515
"2012-03-09",26.445934,26.739313,26.362112,26.680637,764117,24.382092
"2012-03-12",26.747696,27.074602,26.437551,26.756077,4160826,24.451031
"2012-03-13",26.856665,26.873428,26.54652,26.781223,1540879,24.474007
"2012-03-14",26.705784,27.066219,26.026823,26.638725,2253100,24.343786
"2012-03-15",26.739313,26.932104,26.496227,26.588432,1595399,24.297832
"2012-03-16",26.613579,26.906958,26.521376,26.823135,2037644,24.51231
"2012-03-19",26.76446,26.873428,26.387259,26.445934,2542522,24.167604
"2012-03-20",26.110645,26.395641,25.683151,26.102262,2089182,23.85354
"2012-03-21",26.311819,26.605198,26.102262,26.20285,1049482,23.945461
"2012-03-22",26.127411,26.127411,25.800503,25.959764,458589,23.723318
"2012-03-23",25.926235,26.05197,25.473597,25.959764,861585,23.723318
"2012-03-26",26.27829,26.797989,26.043589,26.789606,1472520,24.48167
"2012-03-27",27.015926,27.334452,26.58005,26.747696,1672109,24.443375
"2012-03-28",26.655491,26.873428,25.632858,26.454317,1731759,24.175268
"2012-03-29",27.158424,27.158424,26.320202,26.630344,2174004,24.336128
"2012-03-30",26.890194,26.965633,26.345348,26.487846,12048107,24.205908
"2012-04-02",26.571669,26.621962,26.378878,26.445934,2764539,24.167604
"2012-04-03",26.471081,26.613579,25.984913,26.211231,1436014,23.953129
"2012-04-04",26.035206,26.54652,25.775356,26.512993,2607182,24.228891
"2012-04-05",26.404022,26.823135,26.404022,26.621962,969909,24.328465
"2012-04-09",26.186085,26.4627,26.110645,26.211231,1532647,23.953129
"2012-04-10",26.102262,26.529757,25.632858,25.850796,2411530,23.623739
"2012-04-11",26.127411,26.554905,25.926235,26.395641,2703099,24.121649
"2012-04-12",26.697401,27.116512,26.20285,26.630344,2649295,24.336128
"2012-04-13",26.454317,26.797989,26.353729,26.697401,1161147,24.397413
"2012-04-16",27.091366,27.091366,26.521376,26.814753,5322808,24.504652
"2012-04-17",27.108131,27.527243,26.747696,26.915339,6001029,24.596569
"2012-04-18",26.831516,27.250629,26.781223,26.99078,1377080,24.66551
"2012-04-19",27.041073,27.468567,26.404022,26.705784,1448063,24.405069
"2012-04-20",26.873428,26.940487,26.487846,26.714167,721765,24.412731
"2012-04-23",26.328583,26.739313,26.27829,26.404022,1325662,24.129303
"2012-04-24",26.169321,26.269909,25.272423,25.331099,6778745,23.148811
"2012-04-25",25.565802,25.943001,25.565802,25.859179,3206545,23.631397
"2012-04-26",25.93462,25.984913,25.557419,25.666388,2186411,23.455215
"2012-04-27",25.775356,26.093882,25.582565,26.077118,3648194,23.830568
"2012-04-30",26.060352,26.060352,25.532272,25.725063,2592866,23.508837
"2012-05-01",25.808886,26.20285,25.590946,25.867561,2350329,23.639065
"2012-05-02",25.607712,25.834032,25.347862,25.766973,3504080,23.547134
"2012-05-03",25.817266,25.901091,25.431684,25.52389,3326323,23.324987
"2012-05-04",25.465214,25.465214,24.551552,24.618608,1888400,22.497702
"2012-05-07",24.618608,25.054483,24.325232,24.853312,833907,22.712185
"2012-05-08",24.618608,24.643755,23.772003,23.889355,4007406,21.831276
"2012-05-09",23.671417,24.333612,23.378038,23.914501,2987033,21.854259
"2012-05-10",24.056999,24.308466,23.956411,24.132439,1129413,22.053421
"2012-05-11",23.822296,24.50964,23.696564,24.073765,1347851,21.999805
"2012-05-14",23.738474,23.922882,23.411568,23.478624,2416422,21.455927
"2012-05-15",23.243923,23.461861,22.942163,23.143335,7642000,21.149527
"2012-05-16",23.570829,24.06538,23.411568,23.45348,6958650,21.432955
"2012-05-17",23.570829,23.570829,22.7829,23.042749,8539494,21.057606
"2012-05-18",23.042749,23.310982,22.581726,22.849958,5358837,20.881422
"2012-05-21",22.950544,23.637888,22.950544,23.470243,4275831,21.448269
"2012-05-22",23.579212,23.79715,23.41995,23.629505,4481982,21.593813
"2012-05-23",23.470243,24.643755,23.067896,23.49539,4554993,21.471251
"2012-05-24",23.679798,23.679798,22.96731,23.218777,3005883,21.218468
"2012-05-25",24.316849,24.316849,23.227158,23.847443,9000827,21.792971
"2012-05-29",24.082146,25.012573,23.964794,25.012573,3942865,22.857725
"2012-05-30",24.710814,24.710814,24.165968,24.182734,4854436,22.099375
"2012-05-31",24.383905,24.568316,23.906118,24.333612,10636907,22.237259
"2012-06-01",23.805532,23.964794,23.445095,23.671417,3372730,21.632111
"2012-06-04",23.663034,23.813915,22.900251,23.243923,4011701,21.241451
"2012-06-05",23.23554,23.939648,23.202011,23.696564,2474163,21.65509
"2012-06-06",23.94803,24.719194,23.939648,24.308466,3969588,22.214283
"2012-06-07",23.989941,24.434198,23.839062,23.914501,3514339,21.854259
"2012-06-08",23.72171,24.165968,23.487007,24.098909,897255,22.022779
"2012-06-11",24.392288,24.392288,23.872589,23.889355,3065056,21.831276
"2012-06-12",23.830679,24.24979,23.663034,24.199497,5003203,22.114697
"2012-06-13",24.149204,24.207878,23.872589,23.973177,2521525,21.907881
"2012-06-14",23.746857,24.216263,23.612741,23.839062,3333719,21.785318
"2012-06-15",23.805532,24.090528,23.663034,23.922882,2147997,21.861917
"2012-06-18",23.730091,24.442581,23.730091,24.233027,2085722,22.145336
"2012-06-19",24.341995,25.155071,24.24979,24.392288,5145409,22.29088
"2012-06-20",24.518023,24.601845,23.880972,23.956411,3948472,21.892553
"2012-06-21",23.939648,23.964794,22.984074,23.109806,3927475,21.118883
"2012-06-22",23.294216,23.319363,22.347025,22.648785,18513690,20.697582
"2012-06-25",23.134954,23.134954,21.391451,21.584242,3476879,19.724747
"2012-06-26",21.584242,21.810562,21.324392,21.718357,3180419,19.847307
"2012-06-27",21.584242,21.810562,21.441744,21.575859,2824189,19.717087
"2012-06-28",21.399832,21.433361,20.838223,21.31601,3922465,19.479633
"2012-06-29",21.634535,22.0285,21.123219,21.374685,2895172,19.533247
"2012-07-02",21.458508,21.50042,20.871752,21.19866,1823978,19.372385
"2012-07-03",21.299246,22.137468,21.173512,22.053646,1739155,20.153717
"2012-07-05",21.936295,22.632021,21.852472,22.472757,2773486,20.536718
"2012-07-06",22.229673,22.263203,21.894384,22.129086,1514514,20.222658
"2012-07-09",22.0285,22.388935,21.969824,22.347025,2599905,20.421818
"2012-07-10",22.347025,22.52305,21.978207,22.238054,3891327,20.322237
"2012-07-11",22.162615,22.25482,21.684828,21.902765,1737605,20.015835
"2012-07-12",21.827326,22.21291,21.207041,22.011736,2672081,20.115417
"2012-07-13",21.986588,22.640402,21.961443,22.52305,2076297,20.582682
"2012-07-16",22.397318,22.48114,22.137468,22.321878,802889,20.398836
"2012-07-17",22.380552,22.640402,22.062029,22.632021,1037314,20.682261
"2012-07-18",22.682314,23.160101,22.606873,22.808046,1264580,20.843122
"2012-07-19",22.917015,23.000837,22.732607,22.799665,2859144,20.835457
"2012-07-20",22.632021,22.70746,22.430847,22.615255,3125779,20.666937
"2012-07-23",22.103939,22.573345,21.911148,22.539816,1655288,20.598001
"2012-07-24",22.623638,22.623638,22.003353,22.221291,1836266,20.306915
"2012-07-25",22.380552,22.489523,22.288349,22.388935,1295121,20.460117
"2012-07-26",22.673931,22.673931,22.313496,22.590109,2188201,20.643959
"2012-07-27",22.632021,23.394802,22.464376,23.285833,3186145,21.279747
"2012-07-30",23.23554,23.587593,23.134954,23.461861,1802862,21.440609
"2012-07-31",23.470243,24.341995,23.470243,23.79715,3961237,21.747009
"2012-08-01",23.813915,24.015087,23.202011,23.45348,1883986,21.432955
"2012-08-02",23.202011,23.470243,23.000837,23.042749,1668411,21.057606
"2012-08-03",23.445095,23.872589,23.260687,23.746857,1006296,21.701054
"2012-08-06",23.780386,24.47611,23.746857,24.325232,1086346,22.229601
"2012-08-07",23.939648,24.727577,23.939648,24.341995,5274014,22.244917
"2012-08-08",24.216263,24.400671,24.02347,24.048616,669273,21.976818
"2012-08-09",23.989941,24.350376,23.830679,24.258173,841065,22.168316
"2012-08-10",24.283319,24.308466,23.72171,23.922882,835339,21.861917
"2012-08-13",23.94803,24.224644,23.830679,24.06538,942947,21.992136
"2012-08-14",24.258173,24.258173,23.897738,23.998323,1053300,21.930855
"2012-08-15",23.973177,24.073765,23.76362,23.872589,1924667,21.815956
"2012-08-16",24.098909,24.73596,23.998323,24.618608,7112785,22.497702
"2012-08-17",24.853312,24.911987,24.69405,24.727577,3837046,22.597286
"2012-08-20",24.73596,24.761106,24.501257,24.635372,6353083,22.513023
"2012-08-21",24.727577,24.727577,24.308466,24.559933,2945278,22.444086
"2012-08-22",24.442581,24.635372,24.350376,24.50964,2478458,22.398121
"2012-08-23",24.417435,24.534786,24.291702,24.417435,1703604,22.313862
"2012-08-24",24.350376,24.50964,24.300083,24.459347,2511862,22.352165
"2012-08-27",24.442581,24.870075,24.358759,24.77787,2155751,22.643246
"2012-08-28",24.677284,25.590946,24.618608,25.590946,4501070,23.386271
"2012-08-29",25.52389,25.582565,25.054483,25.314335,3255339,23.133492
"2012-08-30",25.356245,25.381392,24.769489,24.970661,1979068,22.819431
"2012-08-31",25.247276,25.515507,24.878458,25.389774,16593914,23.202433
"2012-09-04",25.532272,25.549036,25.03772,25.146688,2852105,22.980289
"2012-09-05",25.205364,25.347862,25.088013,25.146688,2137737,22.980289
"2012-09-06",25.389774,25.875942,25.339479,25.867561,6566153,23.639065
"2012-09-07",25.834032,26.160938,25.808886,26.110645,2597638,23.861204
"2012-09-10",25.93462,26.093882,25.808886,25.875942,2039553,23.646719
"2012-09-11",25.875942,26.110645,25.859179,26.068733,2062101,23.822899
"2012-09-12",26.119028,26.370495,25.901091,25.968147,2495756,23.73098
"2012-09-13",25.901091,25.993294,25.331099,25.783737,3003497,23.562456
"2012-09-14",26.471081,26.957251,26.328583,26.672255,7037746,24.374432
"2012-09-17",26.58005,26.630344,26.311819,26.50461,1832687,24.221228
"2012-09-18",26.404022,26.672255,26.194468,26.605198,2789353,24.313152
"2012-09-19",26.512993,26.957251,26.487846,26.839899,2884435,24.52763
"2012-09-20",26.554905,26.957251,26.404022,26.839899,2809754,24.52763
"2012-09-21",26.940487,27.946354,26.521376,26.638725,3578284,24.343786
"2012-09-24",26.362112,26.554905,26.219614,26.538139,1152319,24.251871
"2012-09-25",26.58005,26.672255,26.295053,26.295053,2621260,24.029722
"2012-09-26",26.211231,26.471081,25.658005,26.269909,1552332,24.006742
"2012-09-27",26.420788,26.471081,26.093882,26.20285,1646698,23.945461
"2012-09-28",26.20285,26.261526,25.842415,25.984913,1754784,23.7463
"2012-10-01",26.194468,26.445934,25.674768,26.23638,3665850,23.976103
"2012-10-02",26.445934,26.479464,26.160938,26.437551,2402463,24.159945
"2012-10-03",26.638725,27.091366,26.244761,26.454317,1863347,24.175268
"2012-10-04",26.655491,27.150042,26.621962,26.99078,2436703,24.66551
"2012-10-05",27.166805,27.284159,26.915339,27.242247,1789500,24.895317
"2012-10-08",27.074602,27.208717,26.873428,27.049456,1007608,24.719135
"2012-10-09",27.091366,27.124895,26.538139,26.722548,1373143,24.420395
"2012-10-10",26.789606,26.915339,26.269909,26.395641,1406905,24.121649
"2012-10-11",26.655491,27.074602,26.54652,26.848282,1532766,24.53529
"2012-10-12",26.814753,27.015926,26.596815,26.890194,1741303,24.573589
"2012-10-15",26.940487,27.242247,26.781223,27.225483,1386266,24.880001
"2012-10-16",27.225483,27.47695,26.965633,27.460184,1283310,25.094482
"2012-10-17",27.44342,27.451801,27.158424,27.242247,1199800,24.895317
"2012-10-18",27.242247,27.493713,27.074602,27.208717,1098634,24.864676
"2012-10-19",27.091366,27.208717,26.697401,26.756077,1304068,24.451031
"2012-10-22",26.80637,27.108131,26.655491,27.108131,1366104,24.772755
"2012-10-23",26.521376,26.521376,25.792122,26.311819,2172214,24.04504
"2012-10-24",26.370495,26.76446,26.244761,26.269909,1375052,24.006742
"2012-10-25",26.588432,26.647108,26.261526,26.345348,1283072,24.075687
"2012-10-26",26.4627,26.554905,25.565802,25.565802,2163863,23.363302
"2012-10-31",25.331099,26.638725,25.146688,26.353729,2388625,24.083347
"2012-11-01",26.621962,27.47695,25.364628,27.29254,6261461,24.941278
"2012-11-02",27.678122,28.45767,27.460184,27.544006,5544468,25.171076
"2012-11-05",27.015926,27.569153,26.923721,26.99078,1909516,24.66551
"2012-11-06",27.250629,27.644592,26.848282,27.544006,1899017,25.171076
"2012-11-07",27.191954,27.300922,26.781223,26.890194,1147785,24.573589
"2012-11-08",26.940487,27.208717,26.404022,26.563286,2178418,24.274847
"2012-11-09",26.437551,27.275776,26.370495,27.03269,3307593,24.703814
"2012-11-12",27.208717,27.384745,26.948868,27.208717,2144537,24.864676
"2012-11-13",27.015926,27.242247,26.848282,26.982397,5344163,24.657852
"2012-11-14",27.116512,27.233864,26.672255,26.76446,2114473,24.458689
"2012-11-15",26.647108,27.242247,26.303436,26.554905,2103378,24.267193
"2012-11-16",26.714167,27.007544,26.4627,26.940487,5334022,24.619551
"2012-11-19",27.2171,28.290026,27.066219,27.9715,2507805,25.561743
"2012-11-20",27.954737,28.038557,27.560772,27.996647,2519616,25.584724
"2012-11-21",28.122381,28.256496,28.021793,28.164291,1206481,25.737926
"2012-11-23",28.398994,28.583403,28.214584,28.541492,963348,26.082632
"2012-11-26",28.415758,28.751047,27.904444,27.963118,2711570,25.554081
"2012-11-27",27.9715,28.315172,27.904444,28.021793,2605154,25.607704
"2012-11-28",27.887678,28.290026,27.829002,28.164291,2007461,25.737926
"2012-11-29",28.348701,28.591785,28.315172,28.474434,3551919,26.021355
"2012-11-30",28.524729,28.734283,28.181055,28.491199,3196524,26.036673
"2012-12-03",28.700754,28.71752,28.021793,28.080469,2014619,25.661327
"2012-12-04",28.323553,28.49958,28.088852,28.415758,2185695,25.96773
"2012-12-05",28.558256,28.616932,28.181055,28.390612,1970359,25.944748
"2012-12-06",28.558256,28.558256,28.357082,28.440905,1958906,25.990711
"2012-12-07",28.507963,28.583403,28.264877,28.474434,2560059,26.021355
"2012-12-10",29.756914,31.76865,28.357082,28.541492,2565427,26.082632
"2012-12-11",28.675608,28.75943,28.474434,28.692371,1992668,26.220512
"2012-12-12",28.75943,29.136629,28.675608,28.826488,6089311,26.343071
"2012-12-13",28.767813,29.103102,28.600168,28.776194,3142720,26.297113
"2012-12-14",28.692371,28.80134,28.541492,28.71752,11479643,26.243492
"2012-12-17",28.767813,29.111485,28.700754,28.809723,3568144,26.327757
"2012-12-18",28.80134,28.994131,28.616932,28.876781,2867853,26.389036
"2012-12-19",29.991617,30.100588,29.455154,29.882648,17100701,27.308247
"2012-12-20",29.647945,30.251467,29.530596,30.209557,7908516,27.606993
"2012-12-21",29.941324,30.410728,29.857502,30.293379,87378183,27.68359
"2012-12-24",30.352055,30.536463,30.108969,30.410728,1907846,27.790829
"2012-12-26",30.393965,31.248953,30.335289,31.19866,3791951,28.51088
"2012-12-27",31.148365,32.053646,31.114838,31.961443,5448192,29.207951
"2012-12-28",31.793797,31.936295,31.592625,31.617769,4375328,28.893887
"2012-12-31",31.559095,32.087173,31.46689,32.062027,5708982,29.299866
"2013-01-02",32.724224,32.891869,32.414082,32.590111,4657353,29.782457
"2013-01-03",32.053646,32.170998,31.684828,32.145851,5411329,29.376472
"2013-01-04",32.263203,32.422462,32.0285,32.279964,3251999,29.499033
"2013-01-07",32.062027,32.112324,31.693211,32.011734,2411053,29.253908
"2013-01-08",31.99497,32.338642,31.894384,32.003353,2965440,29.246248
"2013-01-09",32.070412,32.388935,32.053646,32.246437,4566088,29.468393
"2013-01-10",32.548199,32.74099,32.187763,32.531433,3740055,29.72883
"2013-01-11",32.380554,32.573345,31.810562,31.927914,2241289,29.177311
"2013-01-14",31.911148,31.986588,31.299246,31.533949,4009315,28.817289
"2013-01-15",31.215424,32.162617,31.215424,32.095558,4469813,29.330511
"2013-01-16",32.020119,32.179379,31.592625,32.120705,2566620,29.353495
"2013-01-17",32.246437,32.917015,32.246437,32.690697,3361993,29.874382
"2013-01-18",32.632019,32.774517,32.095558,32.539818,2712405,29.736502
"2013-01-22",32.430847,32.598492,32.204525,32.56496,1989566,29.759472
"2013-01-23",32.439228,32.682312,32.254822,32.39732,2334343,29.606277
"2013-01-24",32.422462,32.766136,32.422462,32.581726,1833283,29.774794
"2013-01-25",32.640404,32.942162,32.606873,32.917015,3021273,30.081196
"2013-01-28",33.000839,33.512154,32.908634,33.361275,3620636,30.487186
"2013-01-29",33.19363,33.327744,32.531433,33.185246,3307235,30.326323
"2013-01-30",33.143337,33.143337,32.56496,32.590111,2470107,29.782457
"2013-01-31",32.48114,32.590111,32.095558,32.405701,2868807,29.613928
"2013-02-01",32.539818,32.900249,32.531433,32.875107,3060164,30.042904
"2013-02-04",32.715843,32.992455,32.48114,32.531433,2961265,29.72883
"2013-02-05",32.673931,33.394802,32.615257,32.975693,6041949,30.134825
"2013-02-06",32.757755,32.841576,32.254822,32.355408,2886464,29.567976
"2013-02-07",32.422462,32.615257,31.844091,32.112324,2707752,29.345837
"2013-02-08",32.103939,32.29673,31.919531,32.288349,2644762,29.506699
"2013-02-11",32.288349,32.891869,32.170998,32.849957,2002451,30.019918
"2013-02-12",32.841576,33.411568,32.782902,33.369656,3508494,30.494843
"2013-02-13",33.369656,33.570831,33.310982,33.487007,2721710,30.602085
"2013-02-14",33.310982,33.5373,33.285835,33.503773,2549799,30.617411
"2013-02-15",33.79715,33.79715,33.461861,33.512154,2692243,30.625071
"2013-02-19",33.595978,33.595978,33.168484,33.327744,2335655,30.456543
"2013-02-20",33.252304,33.319363,32.497906,32.514668,2559224,29.713507
"2013-02-21",32.39732,32.464375,31.399832,31.777033,2314062,29.039429
"2013-02-22",31.852472,32.162617,31.693211,32.162617,2508402,29.39179
"2013-02-25",32.271584,32.321877,31.911148,31.961443,2734117,29.207951
"2013-02-26",32.29673,33.621124,32.087173,33.302597,4463729,30.433563
"2013-02-27",33.327744,35.22213,33.19363,35.03772,9525986,32.019199
"2013-02-28",35.062866,35.255657,34.878456,35.079632,4042719,32.057507
"2013-03-01",34.844929,35.423302,34.626991,35.373009,3468409,32.325619
"2013-03-04",35.373009,35.540653,35.180218,35.431686,2893383,32.379238
"2013-03-05",35.67477,35.691532,35.339481,35.624477,2828961,32.555416
"2013-03-06",35.817268,35.817268,35.071247,35.507126,3832751,32.448166
"2013-03-07",35.632858,35.892708,35.473595,35.825649,4035680,32.739258
"2013-03-08",36.077118,36.194469,35.867561,36.043587,2974268,32.938416
"2013-03-11",35.984913,36.236378,35.968147,36.211231,3002423,33.091621
"2013-03-12",36.261524,36.269909,36.010059,36.068733,3010774,32.961403
"2013-03-13",36.01844,36.261524,35.93462,36.211231,3400408,33.222878
"2013-03-14",36.295055,36.295055,36.085499,36.253143,2666713,33.261322
"2013-03-15",36.110645,36.512993,36.060352,36.27829,7316430,33.284393
"2013-03-18",35.875942,36.295055,35.557419,35.867561,2189871,32.90757
"2013-03-19",36.068733,36.152557,35.691532,36.135792,2060669,33.153648
"2013-03-20",36.404022,36.454315,36.060352,36.328583,2342217,33.330528
"2013-03-21",36.119026,36.437553,36.085499,36.36211,1640375,33.361301
"2013-03-22",36.437553,36.538139,36.051971,36.219612,1189421,33.230553
"2013-03-25",36.345348,36.512993,35.867561,35.976528,1944709,33.007534
"2013-03-26",36.328583,37.267391,36.144173,37.25901,2510549,34.184185
"2013-03-27",36.999161,37.426655,36.948868,37.317688,2026549,34.238022
"2013-03-28",37.317688,37.317688,36.898575,37.217098,2360470,34.145721
"2013-04-01",37.200336,37.25901,36.814754,36.881809,1048170,33.838112
"2013-04-02",37.116512,37.300922,36.823135,36.974014,1675449,33.922703
"2013-04-03",36.932102,37.158424,36.160938,36.345348,2099919,33.345921
"2013-04-04",36.27829,36.471081,35.85918,36.261524,1693941,33.269024
"2013-04-05",35.708298,35.901089,35.264042,35.825649,1533244,32.86911
"2013-04-08",35.691532,36.119026,35.456833,35.616093,1186081,32.676838
"2013-04-09",35.699917,35.984913,35.238895,35.624477,1963320,32.684536
"2013-04-10",35.817268,36.580051,35.616093,36.580051,2086557,33.561253
"2013-04-11",36.663872,37.33445,36.571667,37.091366,2180923,34.030384
"2013-04-12",36.923721,37.636211,36.923721,37.627831,1415852,34.52256
"2013-04-15",37.326069,37.351215,35.473595,35.473595,2454359,32.546104
"2013-04-16",35.808884,36.554905,35.590946,36.504608,5472888,33.492031
"2013-04-17",36.219612,36.244762,34.652138,35.096397,1802384,32.200035
"2013-04-18",35.113159,35.347862,34.182732,34.316849,2062339,31.484827
"2013-04-19",34.568314,35.14669,34.358761,35.071247,1206839,32.176964
"2013-04-22",35.205364,35.590946,34.702431,35.38139,668080,32.46151
"2013-04-23",35.632858,36.035206,35.557419,35.976528,1628564,33.007534
"2013-04-24",36.077118,36.772842,36.068733,36.705784,3133534,33.676617
"2013-04-25",36.948868,37.535625,36.948868,37.451801,2805220,34.361057
"2013-04-26",37.502094,37.78709,37.124893,37.468567,2915931,34.37645
"2013-04-29",37.611065,38.147526,37.460182,37.996647,2980233,34.86095
"2013-04-30",38.113998,38.734283,37.854149,38.734283,2726005,35.537708
"2013-05-01",38.566639,39.153397,37.393127,38.113998,3785150,34.968616
"2013-05-02",38.264877,38.851635,38.038559,38.139145,2285669,34.991676
"2013-05-03",38.650459,38.977367,38.290024,38.340321,3741009,35.176258
"2013-05-06",38.365463,38.876781,38.365463,38.784576,4004066,35.583839
"2013-05-07",38.977367,39.010899,38.541492,38.818108,2599666,35.614616
"2013-05-08",38.893547,39.019279,38.558254,38.642078,2505061,35.453114
"2013-05-09",38.692371,38.809723,37.711651,37.921207,2743661,34.791729
"2013-05-10",38.04694,38.633698,37.921207,38.055325,2187127,34.914787
"2013-05-13",37.921207,38.424141,37.854149,38.189438,2181520,35.169514
"2013-05-14",38.222965,38.860016,38.038559,38.834869,2797824,35.763905
"2013-05-15",38.784576,39.086338,38.742664,39.002514,4369840,35.918293
"2013-05-16",38.927074,39.73177,38.893547,39.396481,2830750,36.281116
"2013-05-17",39.463535,40.71249,39.455154,40.670578,5350486,37.454453
"2013-05-20",40.662197,40.980721,40.569992,40.8969,3011967,37.66288
"2013-05-21",40.905281,41.282482,40.871754,41.114838,2517946,37.863602
"2013-05-22",41.198658,41.601006,40.620285,40.880135,2582010,37.647442
"2013-05-23",40.419109,40.71249,40.150879,40.52808,1826841,37.323219
"2013-05-24",40.192791,40.377201,39.991619,40.276615,1275675,37.091644
"2013-05-28",40.71249,41.95306,40.71249,41.760269,3272399,38.457973
"2013-05-29",41.332775,41.793797,41.198658,41.533947,2472135,38.24955
"2013-05-30",41.525566,41.877621,41.257336,41.307629,3015188,38.041126
"2013-05-31",41.248951,41.567478,40.871754,40.913662,2961145,37.678318
"2013-06-03",40.871754,41.659679,40.150879,40.989101,2686278,37.747799
"2013-06-04",40.922047,41.282482,40.536465,40.871754,2100873,37.639725
"2013-06-05",40.71249,40.846603,40.125732,40.335289,2644523,37.145672
"2013-06-06",40.402348,41.399834,40.125732,41.399834,2395902,38.126038
"2013-06-07",41.810562,42.263203,41.357922,42.246437,2330883,38.905701
"2013-06-10",42.615257,42.632019,42.129086,42.464375,2326589,39.106403
"2013-06-11",42.003353,42.003353,41.492039,41.827328,2789115,38.519737
"2013-06-12",42.204525,42.313496,41.818943,41.911148,2176271,38.596924
"2013-06-13",41.927914,42.841576,41.777035,42.799664,2076178,39.415184
"2013-06-14",42.791283,42.984074,42.606873,42.933781,1880407,39.538692
"2013-06-17",43.503773,43.503773,42.514668,42.9254,2220889,39.530968
"2013-06-18",43.503773,43.587593,43.034367,43.528919,2673394,40.086765
"2013-06-19",43.63789,43.973179,43.512154,43.663033,2915573,40.21027
"2013-06-20",43.067898,43.134953,41.95306,42.120705,2791739,38.789906
"2013-06-21",42.606873,42.606873,41.106453,41.651299,3537961,38.357624
"2013-06-24",41.207043,41.207043,39.73177,40.377201,2520093,37.184277
"2013-06-25",40.813076,41.181892,40.746017,41.081306,1799879,37.832699
"2013-06-26",41.508801,42.531433,41.15675,42.414082,1965825,39.060089
"2013-06-27",42.632019,43.176865,42.497906,42.749371,1666621,39.368862
"2013-06-28",42.749371,42.958927,42.472759,42.489521,3692096,39.129559
"2013-07-01",42.849957,43.872589,42.849957,43.554066,1690242,40.109924
"2013-07-02",43.713329,43.822296,43.243923,43.528919,1431958,40.086765
"2013-07-03",43.19363,43.294216,43.042747,43.26907,738944,39.847469
"2013-07-05",43.755238,44.082146,43.445095,43.939648,1487432,40.465012
"2013-07-08",44.492874,45.138306,44.492874,44.953899,2445054,41.399063
"2013-07-09",45.373009,45.473595,44.761105,45.079632,2731493,41.514858
"2013-07-10",45.062866,45.205364,44.828163,45.079632,2079280,41.514858
"2013-07-11",45.582565,45.943001,45.297569,45.909473,6745103,42.279068
"2013-07-12",45.691532,46.068733,45.691532,46.043587,1414659,42.402588
"2013-07-15",46.160938,46.412407,45.993294,46.102264,1806083,42.456619
"2013-07-16",45.423302,45.691532,44.970661,45.264042,2712166,41.684677
"2013-07-17",45.540653,45.83403,45.473595,45.632858,1595518,42.02433
"2013-07-18",45.892708,46.286671,45.691532,46.177704,2099561,42.526085
"2013-07-19",46.227997,46.295055,45.792122,46.060352,1395094,42.418022
"2013-07-22",46.244762,46.437553,45.93462,46.186085,1794511,42.533813
"2013-07-23",46.404022,46.655491,45.766975,45.792122,1480752,42.171001
"2013-07-24",46.152557,46.588432,46.060352,46.512993,2695464,42.834877
"2013-07-25",46.286671,46.647106,46.051971,46.54652,1431958,42.865749
"2013-07-26",46.345348,46.772842,46.336967,46.705784,1787830,43.012398
"2013-07-29",46.471081,46.764458,46.169319,46.269909,903578,42.611012
"2013-07-30",46.571667,46.73093,46.026821,46.370495,1769100,42.703629
"2013-07-31",45.792122,46.085499,44.643757,45.029339,4833082,41.468536
"2013-08-01",45.574184,46.856663,45.440067,46.4627,4922795,42.788548
"2013-08-02",46.311817,46.898575,46.177704,46.814754,1936358,43.112762
"2013-08-05",46.73093,46.965633,46.605198,46.865047,1233443,43.159081
"2013-08-06",46.823135,47.091366,46.512993,46.630344,1664116,42.94294
"2013-08-07",46.479465,46.529758,45.758591,46.026821,1252173,42.387135
"2013-08-08",46.261524,46.781223,46.244762,46.563286,1820637,42.88118
"2013-08-09",46.848282,47.284157,46.404022,46.571667,1663996,42.888897
"2013-08-12",46.395641,46.848282,46.194469,46.672256,1441144,42.981537
"2013-08-13",46.839897,47.619446,46.479465,47.611065,1684516,43.846111
